
[00:00:00.000 --> 00:00:07.400]  我們還有不夠一年的時間就完結了20世紀
[00:07:38.600 --> 00:07:43.600]  這一堆破布就是他自己留下來的走火
[00:07:43.600 --> 00:07:49.600]  他說你是因為愛我才自責
[00:07:49.600 --> 00:07:54.600]  我知道你一定是以為我已經被獅子吞噬
[00:07:54.600 --> 00:07:57.600]  愛叫你不敢
[00:07:57.600 --> 00:07:59.600]  你都不會想多一步
[00:07:59.600 --> 00:08:01.600]  你就死了
[00:08:01.600 --> 00:08:04.600]  他說我都同樣能夠愛
[00:08:04.600 --> 00:08:07.600]  我都同樣要跟你而去
[00:08:07.600 --> 00:08:11.600]  他說本來死亡是可以分割我們的
[00:08:11.600 --> 00:08:16.600]  但現在他連這個力量都沒有了
[00:08:16.600 --> 00:08:21.600]  迪斯貝就拿起這把還有血的劍
[00:08:21.600 --> 00:08:23.600]  刺到自己的心上
[00:08:23.600 --> 00:08:29.600]  血再噴到那個白色的桑樹的果子上
[00:08:29.600 --> 00:08:35.600]  他也倒在雪地死去
[00:08:35.600 --> 00:08:38.600]  奧林匹克山上的眾神
[00:08:38.600 --> 00:08:41.600]  為這一對小情人的愛情
[00:08:41.600 --> 00:08:43.600]  真心被打動
[00:08:43.600 --> 00:08:48.600]  他們就讓桑樹的果子
[00:08:48.600 --> 00:08:50.600]  從此是血紅色
[00:08:50.600 --> 00:08:53.600]  不再讓它恢復雪白
[00:08:53.600 --> 00:08:58.600]  用來紀念這一對小情人
[00:08:58.600 --> 00:09:01.600]  迪斯貝在他自責之前
[00:09:01.600 --> 00:09:05.600]  他抱起他自己的情郎
[00:09:05.600 --> 00:09:07.600]  他對那個情郎說
[00:09:07.600 --> 00:09:11.600]  請你睜開眼看我最後一眼
[00:09:11.600 --> 00:09:14.600]  我是你心愛的迪斯貝
[00:09:14.600 --> 00:09:22.600]  這個皮拉莫斯睜開眼
[00:09:22.600 --> 00:09:25.600]  看到是自己的愛人
[00:09:25.600 --> 00:09:28.600]  他跟他說了一句話
[00:09:28.600 --> 00:09:32.600]  他說我沒有後悔叫你出來
[00:09:32.600 --> 00:09:37.600]  如果不是我就不能夠死在你的懷裡
[00:09:37.600 --> 00:09:42.600]  奧林匹克山上的眾神
[00:09:42.600 --> 00:09:45.600]  是被這種愛情感動
[00:09:45.600 --> 00:09:50.600]  他不單讓他們用紅色的桑樹
[00:09:50.600 --> 00:09:52.600]  來紀念他們的愛情故事
[00:09:52.600 --> 00:09:57.600]  而且是讓他們知死不要分開的
[00:09:57.600 --> 00:10:00.600]  讓他們能夠兩個人的骨灰
[00:10:00.600 --> 00:10:03.600]  用一個罌來裝
[00:10:03.600 --> 00:10:06.600]  讓他們永遠都不會再分開
[00:10:06.600 --> 00:10:09.600]  這個故事是
[00:10:09.600 --> 00:10:12.600]  希臘一個很有名的廣告
[00:10:12.600 --> 00:10:15.600]  一些年輕的愛女
[00:10:15.600 --> 00:10:20.600]  不讓環境來分開的一個很有名的故事
[00:10:20.600 --> 00:10:26.600]  而他能夠這樣去反抗那個環境
[00:10:26.600 --> 00:10:28.600]  這是他們的選擇
[00:10:28.600 --> 00:10:32.600]  他們選擇寧願一起死去
[00:10:32.600 --> 00:10:36.600]  而不要活著的但是被分開的
[00:10:36.600 --> 00:10:39.600]  一個敢於做這種決定
[00:10:39.600 --> 00:10:43.600]  就是創造自己命運的第一步
[00:10:43.600 --> 00:10:46.600]  在希臘的神話裡
[00:10:46.600 --> 00:10:49.600]  各種人的決定和自由
[00:10:49.600 --> 00:10:53.600]  這類的故事是相當少的
[00:10:53.600 --> 00:10:58.600]  相反地接受命運的注定和播弄
[00:10:58.600 --> 00:11:03.600]  這個就是希臘的悲劇一個大的共同點
[00:11:03.600 --> 00:11:07.600]  所以這個故事對後人來說
[00:11:07.600 --> 00:11:10.600]  是有相當重要的教導的
[00:11:10.600 --> 00:11:13.600]  我們說在下一代的世界
[00:11:13.600 --> 00:11:16.600]  我們知道傳媒一定會更加發達
[00:11:16.600 --> 00:11:20.600]  他會用盡各種的渠道
[00:11:20.600 --> 00:11:24.600]  來向我們傾銷他的信息
[00:11:24.600 --> 00:11:26.600]  所以我們可以想像
[00:11:26.600 --> 00:11:30.600]  人就更加容易成為一個
[00:11:30.600 --> 00:11:38.600]  傳媒之下領導的一個沒有面孔的人
[00:11:38.600 --> 00:11:42.600]  結果人人都會有著同一的消耗
[00:11:42.600 --> 00:11:44.600]  同一的慾望
[00:11:44.600 --> 00:11:48.600]  人人都好像是一個啤機啤出來的人一樣
[00:11:48.600 --> 00:11:52.600]  人更難去保留著自己的面目
[00:11:52.600 --> 00:11:56.600]  自己的原則自己的立場
[00:11:56.600 --> 00:12:01.600]  我們說選擇的自由和他的可行性
[00:12:01.600 --> 00:12:07.600]  以至到選擇能夠按選擇的去做
[00:12:07.600 --> 00:12:09.600]  是人之所以是人
[00:12:09.600 --> 00:12:11.600]  你之所以是你
[00:12:11.600 --> 00:12:12.600]  你不是我
[00:12:12.600 --> 00:12:14.600]  I不是We
[00:12:14.600 --> 00:12:18.600]  是最主要的原因
[00:12:18.600 --> 00:12:20.600]  我們有理由相信
[00:12:20.600 --> 00:12:23.600]  這個關能夠守得住
[00:12:23.600 --> 00:12:25.600]  你能夠有一個立場
[00:12:25.600 --> 00:12:29.600]  你能夠持守自己所選擇的
[00:12:29.600 --> 00:12:34.600]  你就很有機會在眾人當中突出來
[00:12:34.600 --> 00:12:37.600]  你會成為那個帶領的人
[00:12:37.600 --> 00:12:39.600]  不敢自己做選擇
[00:12:39.600 --> 00:12:42.600]  只能夠給人選擇你的
[00:12:42.600 --> 00:12:45.600]  你就是那個被帶領的人
[00:12:45.600 --> 00:12:47.600]  被決定的人
[00:12:47.600 --> 00:12:50.600]  我們說在下一世紀
[00:12:50.600 --> 00:12:53.600]  被帶領被決定的人
[00:12:53.600 --> 00:12:55.600]  是無千無萬的
[00:12:55.600 --> 00:12:59.600]  在人群擠兩下就不見了
[00:12:59.600 --> 00:13:03.600]  我們人類素來認識
[00:13:03.600 --> 00:13:06.600]  要為自己做選擇的重要
[00:13:06.600 --> 00:13:09.600]  所以我們不妨去看闊一點
[00:13:09.600 --> 00:13:12.600]  看遠一點來再學習這個
[00:13:12.600 --> 00:13:15.600]  其實本來是我們人的基本功能
[00:13:15.600 --> 00:13:20.600]  但慢慢是一個已經被忘記了的基本功能
[00:13:20.600 --> 00:13:23.600]  我們大家都知道選擇
[00:13:23.600 --> 00:13:25.600]  英文叫choose
[00:13:25.600 --> 00:13:28.600]  你知道這個字是甚麼意思嗎
[00:13:28.600 --> 00:13:31.600]  按牛津大辭典
[00:13:31.600 --> 00:13:33.600]  它的意思就是
[00:13:33.600 --> 00:13:35.600]  按你的自由意志
[00:13:35.600 --> 00:13:38.600]  在各種可以選擇之中
[00:13:38.600 --> 00:13:41.600]  選取你自己喜歡的
[00:13:41.600 --> 00:13:45.600]  它裏面包含了很多的基本元素
[00:13:45.600 --> 00:13:49.600]  所謂的希臘故事是有的
[00:13:49.600 --> 00:13:53.600]  不如讓我和大家說一下
[00:13:53.600 --> 00:13:55.600]  在希臘文裏面
[00:13:55.600 --> 00:13:59.600]  選擇這個字是怎樣用怎樣解好不好
[00:13:59.600 --> 00:14:03.600]  要明白希臘文的選擇這個字
[00:14:03.600 --> 00:14:06.600]  有一個很基本的知識
[00:14:06.600 --> 00:14:11.600]  就是你先要明白希臘文動詞的一些特別的地方
[00:14:11.600 --> 00:14:13.600]  在我們英文裏面
[00:14:13.600 --> 00:14:16.600]  我們通常動詞基本上只有兩類
[00:14:16.600 --> 00:14:19.600]  一個是主動一個是被動
[00:14:19.600 --> 00:14:22.600]  但希臘文是有第三類的
[00:14:22.600 --> 00:14:24.600]  叫做中間式
[00:14:24.600 --> 00:14:28.600]  一個主動的叫做active voice
[00:14:28.600 --> 00:14:29.600]  譬如舉個例子
[00:14:29.600 --> 00:14:30.600]  我吃飯
[00:14:30.600 --> 00:14:34.600]  那我就主動的爬飯夾菜
[00:14:34.600 --> 00:14:36.600]  被動呢
[00:14:36.600 --> 00:14:38.600]  我被大魚吞了
[00:14:38.600 --> 00:14:39.600]  是被動的
[00:14:39.600 --> 00:14:42.600]  我是被吞噬了
[00:14:42.600 --> 00:14:45.600]  中間式是甚麼呢
[00:14:45.600 --> 00:14:47.600]  中間式就是說
[00:14:47.600 --> 00:14:51.600]  我餵著自己你吃飯
[00:14:51.600 --> 00:14:57.600]  或者說我安著我喜歡的你吃飯
[00:14:57.600 --> 00:14:59.600]  那這個就是中間式
[00:14:59.600 --> 00:15:02.600]  叫做middle voice
[00:15:02.600 --> 00:15:04.600]  很有趣的
[00:15:04.600 --> 00:15:07.600]  原來選擇這個字語
[00:15:07.600 --> 00:15:11.600]  主要的都是用在中間式那裏
[00:15:11.600 --> 00:15:14.600]  不是用在主動不是用在被動
[00:15:14.600 --> 00:15:16.600]  都帶著一個意思
[00:15:16.600 --> 00:15:19.600]  我餵自己做這個選擇
[00:15:19.600 --> 00:15:21.600]  我覺得是好
[00:15:21.600 --> 00:15:22.600]  所以我選擇
[00:15:22.600 --> 00:15:24.600]  都是用在中間式的
[00:15:24.600 --> 00:15:28.600]  特別我們新約的選擇這個字
[00:15:28.600 --> 00:15:32.600]  我就說幾個較有代表性的
[00:15:32.600 --> 00:15:38.600]  Acago就是說餵自己選擇
[00:15:38.600 --> 00:15:40.600]  這種餵自己選擇
[00:15:40.600 --> 00:15:43.600]  就不代表我不選擇的
[00:15:43.600 --> 00:15:44.600]  就是我拒絕他的
[00:15:44.600 --> 00:15:46.600]  不是代表那個意思的
[00:15:46.600 --> 00:15:49.600]  只是代表我所選的
[00:15:49.600 --> 00:15:51.600]  都是我喜歡的
[00:15:51.600 --> 00:15:53.600]  瑪利亞選上
[00:15:53.600 --> 00:15:55.600]  上好的福分
[00:15:55.600 --> 00:15:57.600]  就是用這個字
[00:15:57.600 --> 00:16:00.600]  他餵自己的好處
[00:16:00.600 --> 00:16:03.600]  選上了最好的那一份
[00:16:03.600 --> 00:16:07.600]  這個是耶穌的稱讚
[00:16:07.600 --> 00:16:10.600]  第二個字就叫做epilego
[00:16:10.600 --> 00:16:13.600]  這個字在很多情況下
[00:16:13.600 --> 00:16:16.600]  在某些情形下
[00:16:16.600 --> 00:16:20.600]  某一些可選擇的項目上
[00:16:20.600 --> 00:16:22.600]  你做了一個選擇
[00:16:22.600 --> 00:16:26.600]  就好像說保羅選了西拉
[00:16:26.600 --> 00:16:30.600]  和他一起去宣教旅程
[00:16:30.600 --> 00:16:33.600]  就是這個epilego
[00:16:33.600 --> 00:16:36.600]  還有一個就是hereo
[00:16:36.600 --> 00:16:40.600]  hereo基本上都是用在中間式的
[00:16:40.600 --> 00:16:42.600]  意思就是同樣的
[00:16:42.600 --> 00:16:47.600]  是餵自己來做選擇的意思
[00:16:47.600 --> 00:16:50.600]  然後有一個字比較特別
[00:16:50.600 --> 00:16:52.600]  就是hereticial
[00:16:52.600 --> 00:16:53.600]  那個字就是說
[00:16:53.600 --> 00:16:55.600]  凡你所選擇的
[00:16:55.600 --> 00:17:00.600]  都是合適的和合法的
[00:17:00.600 --> 00:17:04.600]  這個字可能很多父母
[00:17:04.600 --> 00:17:07.600]  不敢對子女說的
[00:17:07.600 --> 00:17:09.600]  我們說的剛剛相反
[00:17:09.600 --> 00:17:11.600]  你選的都不好
[00:17:11.600 --> 00:17:14.600]  我和你選是合法合適的
[00:17:14.600 --> 00:17:16.600]  這個剛剛同了選擇的意思
[00:17:16.600 --> 00:17:19.600]  是相背的
[00:17:19.600 --> 00:17:21.600]  其實希臘文這幾個字
[00:17:21.600 --> 00:17:27.600]  是充分表達了一個自由民的尊嚴和價值
[00:17:27.600 --> 00:17:31.600]  不代表你選的都是好的
[00:17:31.600 --> 00:17:33.600]  因為那個被肯定
[00:17:33.600 --> 00:17:35.600]  不是在選擇的後果
[00:17:35.600 --> 00:17:39.600]  是選擇那個行動的本身
[00:17:39.600 --> 00:17:42.600]  凡你所選擇的都是合法的
[00:17:42.600 --> 00:17:44.600]  都是合適的
[00:17:44.600 --> 00:17:49.600]  是特別強調了選擇
[00:17:49.600 --> 00:17:57.600]  是作為自由民一個基本的地位和權利
[00:17:57.600 --> 00:18:01.600]  或者你會很奇怪
[00:18:01.600 --> 00:18:04.600]  可能有些父母已經皺眉頭
[00:18:04.600 --> 00:18:09.600]  現在人你還需要和他說選擇
[00:18:09.600 --> 00:18:15.600]  現在的人起碼個個都是為自己的好處來打算
[00:18:15.600 --> 00:18:21.600]  哪裡還有人會喜歡聽什麼社企為人的雷鋒精神
[00:18:21.600 --> 00:18:23.600]  我們哪裡還有小孩子
[00:18:23.600 --> 00:18:26.600]  是不會知道自己的權利
[00:18:26.600 --> 00:18:28.600]  不會知道什麼是對他好
[00:18:28.600 --> 00:18:32.600]  不會為自己的權利鬥爭到底
[00:18:32.600 --> 00:18:37.600]  你還要和我們說這個選擇
[00:18:37.600 --> 00:18:40.600]  這種反應可能是有道理的
[00:18:40.600 --> 00:18:43.600]  但是不是全面的
[00:18:43.600 --> 00:18:45.600]  我試一下和你說
[00:18:45.600 --> 00:18:48.600]  只要你留心一下我們的流行文化
[00:18:48.600 --> 00:18:53.600]  或者有些情況你會覺得觸目驚心的
[00:18:53.600 --> 00:18:57.600]  你知不知道不敢選擇
[00:18:57.600 --> 00:19:03.600]  已經成了我們這一代年輕人的特性
[00:19:03.600 --> 00:19:07.600]  主要是建於兩個層面的現象
[00:19:07.600 --> 00:19:12.600]  第一個就是對流行文化我們不敢逆其宜
[00:19:12.600 --> 00:19:18.600]  對命運我們不敢說不
[00:19:18.600 --> 00:19:23.600]  我們順著那個流行文化來走
[00:19:23.600 --> 00:19:26.600]  覺得是唯一合法的途徑來的
[00:19:26.600 --> 00:19:31.600]  接受命運我們認為是沒得避免的
[00:19:31.600 --> 00:19:34.600]  讓我說一些我的個人經驗
[00:19:34.600 --> 00:19:39.600]  然後我說兩個你在報紙應該看過這個新聞
[00:19:39.600 --> 00:19:46.600]  我將一些較詳細的背景的資料來向你提供
[00:19:46.600 --> 00:19:48.600]  在外面讀書的時候
[00:19:48.600 --> 00:19:52.600]  我們經常發覺港台的學生
[00:19:52.600 --> 00:19:59.600]  是很少在教學課程中敢於發言的
[00:19:59.600 --> 00:20:02.600]  早早討論說是暴讀的時候
[00:20:02.600 --> 00:20:05.600]  港台學生是不太喜歡發聲的
[00:20:05.600 --> 00:20:11.600]  和華裔學生但是如果在外地成長的
[00:20:11.600 --> 00:20:13.600]  他們是比較敢發聲的
[00:20:13.600 --> 00:20:17.600]  開始的時候我以為是因為語言的緣故
[00:20:17.600 --> 00:20:19.600]  他們不能夠表達自己
[00:20:19.600 --> 00:20:21.600]  所以就不如不說了
[00:20:21.600 --> 00:20:23.600]  後來我發覺不是
[00:20:23.600 --> 00:20:26.600]  我發覺一些香港去的學生
[00:20:26.600 --> 00:20:28.600]  台灣去的學生
[00:20:28.600 --> 00:20:30.600]  去了外面很久了
[00:20:30.600 --> 00:20:35.600]  下課後和外國同學是說得很流暢的
[00:20:35.600 --> 00:20:39.600]  在教學課程上班上的早早研討
[00:20:39.600 --> 00:20:41.600]  仍然是不敢說話的
[00:20:41.600 --> 00:20:47.600]  慢慢我發覺其實這個是我們的民族性
[00:20:47.600 --> 00:20:52.600]  我們不慣於讓自己的意見來表達
[00:20:52.600 --> 00:20:56.600]  不慣於在一個群體那裡
[00:20:56.600 --> 00:20:59.600]  來讓人知道我們自己怎麼想
[00:20:59.600 --> 00:21:01.600]  是我們的民族性
[00:21:01.600 --> 00:21:05.600]  再加上逆來順受
[00:21:05.600 --> 00:21:07.600]  都是我們中國人的民族性
[00:21:07.600 --> 00:21:10.600]  好的地方就是他為我們
[00:21:10.600 --> 00:21:13.600]  苦撐了幾千年淒涼的歲月
[00:21:13.600 --> 00:21:16.600]  到今天仍然是非常的蓬勃
[00:21:16.600 --> 00:21:18.600]  是因為我們逆來順受
[00:21:18.600 --> 00:21:21.600]  不好的地方是逆來順受的性格
[00:21:21.600 --> 00:21:24.600]  埋沒了很多可以很精彩的
[00:21:24.600 --> 00:21:27.600]  突圍而出的這些情況
[00:21:27.600 --> 00:21:31.600]  包括了群體和個人都是
[00:21:31.600 --> 00:21:35.600]  為什麼下課後我們會很敢說我們的話
[00:21:35.600 --> 00:21:37.600]  和表達我們的意見
[00:21:37.600 --> 00:21:43.600]  但是上課正式的討論是極少發言
[00:21:43.600 --> 00:21:49.600]  我們這種不敢讓自己的意見
[00:21:49.600 --> 00:21:52.600]  voice out 讓人聽得到
[00:21:52.600 --> 00:21:54.600]  不敢讓自己的意見
[00:21:54.600 --> 00:21:58.600]  有機會被人挑戰
[00:21:58.600 --> 00:22:02.600]  我們寧願多一事不如少一事
[00:22:02.600 --> 00:22:06.600]  我們懷著這種的性格
[00:22:06.600 --> 00:22:11.600]  我們越來越容易接受了
[00:22:11.600 --> 00:22:13.600]  外面一些的正規
[00:22:13.600 --> 00:22:19.600]  越來越不敢對外面來說不
[00:22:19.600 --> 00:22:22.600]  回到香港沒多久
[00:22:22.600 --> 00:22:27.600]  我被邀請去一間很有名的女子中學那裡講道
[00:22:27.600 --> 00:22:32.600]  可能是因為那個情況
[00:22:32.600 --> 00:22:35.600]  那個感受相當深
[00:22:35.600 --> 00:22:40.600]  也都可能有部分我覺得是少少天啟的味道
[00:22:40.600 --> 00:22:42.600]  就是說我們講道的人
[00:22:42.600 --> 00:22:44.600]  在講道之前我們都要祈禱
[00:22:44.600 --> 00:22:47.600]  求神引導我們到底要講些什麼
[00:22:47.600 --> 00:22:51.600]  那一次我決定用一個題目
[00:22:51.600 --> 00:22:55.600]  來對這班女學生講話
[00:22:55.600 --> 00:22:59.600]  我的題目就是敢於犯錯
[00:22:59.600 --> 00:23:02.600]  敢於犯錯
[00:23:02.600 --> 00:23:05.600]  我問她們
[00:23:05.600 --> 00:23:07.600]  我說我們不敢犯錯
[00:23:07.600 --> 00:23:09.600]  因為我們怕
[00:23:09.600 --> 00:23:15.600]  也都因為我們常常聽了上一代一些的說話
[00:23:15.600 --> 00:23:19.600]  譬如說一失足成千古恨
[00:23:19.600 --> 00:23:23.600]  我們怕我們會跌落那些千古恨那裡
[00:23:23.600 --> 00:23:25.600]  我問她們
[00:23:25.600 --> 00:23:29.600]  我說你們誰可以站起來不假思索
[00:23:29.600 --> 00:23:31.600]  和我數出五個千古恨的人
[00:23:31.600 --> 00:23:35.600]  請你站起來和我說
[00:23:35.600 --> 00:23:39.600]  當然沒有人敢接受這個挑戰
[00:23:39.600 --> 00:23:44.600]  我只見到台下的女孩子在那裡笑
[00:23:44.600 --> 00:23:51.600]  說完我知道我的信息是well accepted的
[00:23:51.600 --> 00:23:55.600]  她們是聽到和她們是喜歡她們明白的
[00:23:55.600 --> 00:23:59.600]  只是下台的時候我就很擔心了
[00:23:59.600 --> 00:24:04.600]  我很擔心那個女校長會拉我進校長室
[00:24:04.600 --> 00:24:08.600]  責備我一輪或者是落我一筆
[00:24:08.600 --> 00:24:11.600]  誰知道下台的時候
[00:24:11.600 --> 00:24:14.600]  那個女校長很急的走到我面前
[00:24:14.600 --> 00:24:17.600]  很緊的抓了我的手拉了我進校長室
[00:24:17.600 --> 00:24:21.600]  不是責備我而是多謝我
[00:24:21.600 --> 00:24:23.600]  她多謝我
[00:24:23.600 --> 00:24:29.600]  她問我為什麼會知道她們一直等待的信息就是這個
[00:24:29.600 --> 00:24:30.600]  我不知道她說什麼
[00:24:30.600 --> 00:24:33.600]  我就問她是什麼原因她這樣說
[00:24:33.600 --> 00:24:35.600]  她告訴我
[00:24:35.600 --> 00:24:37.600]  她說你知道嗎
