
[00:00:00.000 --> 00:00:05.000]  各位領姐妹平安
[00:04:50.000 --> 00:04:55.000]  都交付在人的手中
[00:04:55.000 --> 00:04:58.000]  他們都要聽他們的話
[00:04:58.000 --> 00:05:00.000]  接著我們看看
[00:05:00.000 --> 00:05:02.000]  到底這個命令
[00:05:02.000 --> 00:05:05.000]  是不是第九章才開始呢?
[00:05:05.000 --> 00:05:08.000]  還是神創天造地的時候
[00:05:08.000 --> 00:05:10.000]  他已經給人的呢?
[00:05:10.000 --> 00:05:13.000]  一章27,28節
[00:05:13.000 --> 00:05:16.000]  神就照著自己的形象造人
[00:05:16.000 --> 00:05:20.000]  乃是照著他的形象造男造女
[00:05:20.000 --> 00:05:21.000]  28節
[00:05:21.000 --> 00:05:23.000]  神賜福給他們
[00:05:23.000 --> 00:05:26.000]  對他們說要生養眾多
[00:05:26.000 --> 00:05:28.000]  天滿這地
[00:05:28.000 --> 00:05:30.000]  這句話
[00:05:30.000 --> 00:05:37.000]  和第九章第一節完全逐字引述出來
[00:05:37.000 --> 00:05:39.000]  因為這樣的原故
[00:05:39.000 --> 00:05:41.000]  我們只能說這是重新
[00:05:41.000 --> 00:05:43.000]  第九章是重新
[00:05:43.000 --> 00:05:45.000]  神創世的時候
[00:05:45.000 --> 00:05:47.000]  他給人的命令
[00:05:47.000 --> 00:05:49.000]  要生養眾多
[00:05:49.000 --> 00:05:51.000]  天滿了地
[00:05:51.000 --> 00:05:54.000]  這個命令是不可不為的命令
[00:05:54.000 --> 00:05:56.000]  是一定要做的命令
[00:05:56.000 --> 00:05:58.000]  神是用要
[00:05:58.000 --> 00:06:00.000]  是用一個命令
[00:06:00.000 --> 00:06:02.000]  要他們這樣做
[00:06:02.000 --> 00:06:04.000]  第二部分
[00:06:04.000 --> 00:06:08.000]  神是透過什麼令他們做得到呢?
[00:06:08.000 --> 00:06:10.000]  神就是透過
[00:06:10.000 --> 00:06:12.000]  造人的時候
[00:06:12.000 --> 00:06:16.000]  神是按照他自己的形象和樣式
[00:06:16.000 --> 00:06:18.000]  造男造女
[00:06:18.000 --> 00:06:20.000]  這個形象和樣式
[00:06:20.000 --> 00:06:24.000]  是有神自己的屬性
[00:06:24.000 --> 00:06:26.000]  可以傳遞的屬性
[00:06:26.000 --> 00:06:29.000]  有神的智慧
[00:06:29.000 --> 00:06:32.000]  有神的靈在他們裏面
[00:06:32.000 --> 00:06:34.000]  讓他們有那個能力
[00:06:34.000 --> 00:06:35.000]  另一方面
[00:06:35.000 --> 00:06:37.000]  甚至你可以這樣說
[00:06:37.000 --> 00:06:40.000]  神特別賦予他們就是有這樣的權位
[00:06:40.000 --> 00:06:42.000]  所有事情都要怕他們
[00:06:42.000 --> 00:06:44.000]  要聽他們的
[00:06:44.000 --> 00:06:46.000]  接著到28節
[00:06:46.000 --> 00:06:48.000]  神賜福他們
[00:06:48.000 --> 00:06:49.000]  這是一個因典
[00:06:49.000 --> 00:06:50.000]  神對他們說
[00:06:50.000 --> 00:06:51.000]  你要生養眾多
[00:06:51.000 --> 00:06:53.000]  天滿這地
[00:06:53.000 --> 00:06:55.000]  然後要
[00:06:55.000 --> 00:06:56.000]  要什麼呢?
[00:06:56.000 --> 00:06:57.000]  要治理
[00:06:57.000 --> 00:07:01.000]  治理一定是包括一個權柄
[00:07:01.000 --> 00:07:03.000]  權柄從哪裡來呢?
[00:07:03.000 --> 00:07:04.000]  是神賜予他們
[00:07:04.000 --> 00:07:07.000]  但因為神的形象和樣式
[00:07:07.000 --> 00:07:09.000]  以至人有這個能力
[00:07:09.000 --> 00:07:12.000]  有這個智慧去治理
[00:07:12.000 --> 00:07:13.000]  第二
[00:07:13.000 --> 00:07:15.000]  要管理
[00:07:15.000 --> 00:07:17.000]  治理就是一個權柄
[00:07:17.000 --> 00:07:21.000]  管理是需要智慧
[00:07:21.000 --> 00:07:23.000]  管理是需要愛心
[00:07:23.000 --> 00:07:24.000]  重心
[00:07:24.000 --> 00:07:25.000]  管理什麼呢?
[00:07:25.000 --> 00:07:29.000]  完全都是第一章說過的東西
[00:07:29.000 --> 00:07:31.000]  海裡的魚
[00:07:31.000 --> 00:07:32.000]  天空的鳥
[00:07:32.000 --> 00:07:35.000]  和地上各樣的活物
[00:07:35.000 --> 00:07:37.000]  你看到這些活物
[00:07:37.000 --> 00:07:43.000]  全部都已經在第一章說過出來
[00:07:43.000 --> 00:07:47.000]  而第九章第二節再一次重覆
[00:07:47.000 --> 00:07:49.000]  來告訴我們
[00:07:49.000 --> 00:07:51.000]  我們看看
[00:07:51.000 --> 00:07:52.000]  在這些裡面
[00:07:52.000 --> 00:07:54.000]  無論你信也好
[00:07:54.000 --> 00:07:55.000]  你不信也好
[00:07:55.000 --> 00:07:57.000]  神創天造地的時候
[00:07:57.000 --> 00:08:01.000]  人就有一種高貴的身份
[00:08:01.000 --> 00:08:02.000]  來到第九章
[00:08:02.000 --> 00:08:04.000]  洪水過了之後
[00:08:04.000 --> 00:08:09.000]  神仍然要給人高貴的身份
[00:08:09.000 --> 00:08:12.000]  是叫他們去治理和管理全地
[00:08:12.000 --> 00:08:14.000]  好了
[00:08:14.000 --> 00:08:16.000]  接著我們看看
[00:08:16.000 --> 00:08:24.000]  除了重新命令之外
[00:08:24.000 --> 00:08:28.000]  神也給予他們一個更新的命令
[00:08:28.000 --> 00:08:30.000]  這個更新的命令
[00:08:30.000 --> 00:08:35.000]  在人最初被神造人的時候
[00:08:35.000 --> 00:08:37.000]  人是沒有這樣的
[00:08:37.000 --> 00:08:39.000]  但是來到第九章
[00:08:39.000 --> 00:08:42.000]  神就改變了一些命令
[00:08:42.000 --> 00:08:44.000]  更新了
[00:08:44.000 --> 00:08:48.000]  就是什麼是可以吃的
[00:08:48.000 --> 00:08:51.000]  你們知道
[00:08:51.000 --> 00:08:55.000]  第一章第二章
[00:08:55.000 --> 00:08:58.000]  神造完人的時候
[00:08:58.000 --> 00:09:00.000]  就告訴我們
[00:09:00.000 --> 00:09:04.000]  園中所有樹上的果子
[00:09:04.000 --> 00:09:06.000]  你可以吃
[00:09:06.000 --> 00:09:08.000]  唯獨園中
[00:09:08.000 --> 00:09:11.000]  分別善惡樹上的果子
[00:09:11.000 --> 00:09:13.000]  你不可以吃
[00:09:13.000 --> 00:09:15.000]  這是唯一的
[00:09:15.000 --> 00:09:19.000]  要或者可以或者不可以
[00:09:19.000 --> 00:09:20.000]  換句話來說
[00:09:20.000 --> 00:09:22.000]  有什麼是可為呢?
[00:09:22.000 --> 00:09:24.000]  園中所有樹上的果子
[00:09:24.000 --> 00:09:26.000]  你隨便可以吃
[00:09:26.000 --> 00:09:28.000]  有什麼是不可為呢?
[00:09:28.000 --> 00:09:31.000]  就是分別善惡樹上的果子
[00:09:31.000 --> 00:09:33.000]  不可以吃
[00:09:33.000 --> 00:09:35.000]  但是來到第九章的時候
[00:09:35.000 --> 00:09:37.000]  更新了這個世界
[00:09:37.000 --> 00:09:40.000]  神就更新了那個命令
[00:09:40.000 --> 00:09:42.000]  可以吃的東西
[00:09:42.000 --> 00:09:44.000]  包括什麼呢?
[00:09:44.000 --> 00:09:46.000]  九章第三次
[00:09:46.000 --> 00:09:50.000]  凡活著的動物
[00:09:50.000 --> 00:09:53.000]  都可以作你們的食物
[00:09:53.000 --> 00:09:56.000]  這一切我都賜給你們
[00:09:56.000 --> 00:09:59.000]  如同菜蔬一樣
[00:09:59.000 --> 00:10:00.000]  在這個地方
[00:10:00.000 --> 00:10:01.000]  我們可以看到
[00:10:01.000 --> 00:10:05.000]  有一些是第一章第二章都已經有的
[00:10:05.000 --> 00:10:07.000]  就是神賜給他們
[00:10:07.000 --> 00:10:11.000]  各樣樹上的果子和菜蔬
[00:10:11.000 --> 00:10:15.000]  但是第二章
[00:10:15.000 --> 00:10:17.000]  人被造的時候
[00:10:17.000 --> 00:10:20.000]  他們沒有告訴他們可以吃的
[00:10:20.000 --> 00:10:22.000]  就是那些動物
[00:10:22.000 --> 00:10:24.000]  那些生物
[00:10:24.000 --> 00:10:27.000]  但是到了第九章第三次
[00:10:27.000 --> 00:10:29.000]  凡活著的動物
[00:10:29.000 --> 00:10:31.000]  他們都可以吃
[00:10:31.000 --> 00:10:33.000]  有人就問
[00:10:33.000 --> 00:10:35.000]  為什麼呢?
[00:10:35.000 --> 00:10:37.000]  也都有可能
[00:10:37.000 --> 00:10:40.000]  人隨著洪水之後
[00:10:40.000 --> 00:10:42.000]  人的生命
[00:10:42.000 --> 00:10:46.000]  是需要有這些蛋白質
[00:10:46.000 --> 00:10:49.000]  才能夠有健康
[00:10:49.000 --> 00:10:51.000]  繼續維持下去
[00:10:51.000 --> 00:10:52.000]  第二方面
[00:10:52.000 --> 00:10:54.000]  資源已經不同了
[00:10:54.000 --> 00:10:55.000]  洪水之後
[00:10:55.000 --> 00:10:57.000]  沒有那麼多的菜蔬
[00:10:57.000 --> 00:10:58.000]  沒有那麼多的水果
[00:10:58.000 --> 00:11:00.000]  沒有那麼多這些東西
[00:11:00.000 --> 00:11:01.000]  是因為這樣的緣故
[00:11:01.000 --> 00:11:03.000]  他也需要考慮
[00:11:03.000 --> 00:11:05.000]  將那些活物
[00:11:05.000 --> 00:11:08.000]  就是那些飼養的
[00:11:08.000 --> 00:11:11.000]  或者潔淨的生畜
[00:11:11.000 --> 00:11:14.000]  來做他們的食物
[00:11:14.000 --> 00:11:18.000]  這些食物就如同菜蔬
[00:11:18.000 --> 00:11:20.000]  當然水果都一樣
[00:11:20.000 --> 00:11:21.000]  可以做的
[00:11:21.000 --> 00:11:24.000]  這個叫做更新的命令
[00:11:24.000 --> 00:11:27.000]  什麼是可為
[00:11:27.000 --> 00:11:31.000]  有什麼是不可為
[00:11:31.000 --> 00:11:32.000]  不可以吃的呢?
[00:11:32.000 --> 00:11:34.000]  又是更新的命令
[00:11:34.000 --> 00:11:37.000]  不可為不可吃的東西
[00:11:37.000 --> 00:11:39.000]  第四章說
[00:11:39.000 --> 00:11:41.000]  唯獨肉帶著血
[00:11:41.000 --> 00:11:43.000]  這就是他的生命
[00:11:43.000 --> 00:11:45.000]  你們不可以吃
[00:11:45.000 --> 00:11:46.000]  大家要知道
[00:11:46.000 --> 00:11:51.000]  這其實就是摩西律法裡面的內容
[00:11:51.000 --> 00:11:53.000]  原來在羅亞的時候
[00:11:53.000 --> 00:11:57.000]  神已經將這條命令
[00:11:57.000 --> 00:12:00.000]  什麼叫做不可為的命令
[00:12:00.000 --> 00:12:03.000]  就是不可吃的命令
[00:12:03.000 --> 00:12:05.000]  已經告訴他們了
[00:12:05.000 --> 00:12:07.000]  是因為這樣
[00:12:07.000 --> 00:12:09.000]  解經家都相信
[00:12:09.000 --> 00:12:11.000]  第九章
[00:12:11.000 --> 00:12:14.000]  神與羅亞所立的約
[00:12:14.000 --> 00:12:15.000]  對他的吩咐
[00:12:15.000 --> 00:12:21.000]  已經奠定了摩西日後律法的基礎
[00:12:21.000 --> 00:12:23.000]  這是非常清楚的
[00:12:23.000 --> 00:12:25.000]  我們也相信
[00:12:25.000 --> 00:12:27.000]  這是為了人的好處
[00:12:27.000 --> 00:12:32.000]  不只是為了解明他們
[00:12:32.000 --> 00:12:33.000]  這麼簡單
[00:12:33.000 --> 00:12:38.000]  接著我們看看第三個方面
[00:12:38.000 --> 00:12:41.000]  我們要看看第一個神與人
[00:12:41.000 --> 00:12:45.000]  以及活物所立的約
[00:12:45.000 --> 00:12:48.000]  這個約你可以這麼說
[00:12:48.000 --> 00:12:55.000]  它是比較了天上的QESET
[00:12:55.000 --> 00:12:57.000]  希伯來文QESET這個字
[00:12:57.000 --> 00:13:00.000]  Q-E-S-E-T
[00:13:00.000 --> 00:13:02.000]  它可以有兩個不同的解法
[00:13:02.000 --> 00:13:04.000]  一會兒我會跟大家說
[00:13:04.000 --> 00:13:08.000]  這個約是讓我們看得清清楚楚
[00:13:08.000 --> 00:13:10.000]  地上的QESET
[00:13:10.000 --> 00:13:12.000]  和神在這個約裡面
[00:13:12.000 --> 00:13:15.000]  告訴他們天上的QESET
[00:13:15.000 --> 00:13:17.000]  原來QESET這個字
[00:13:17.000 --> 00:13:21.000]  你可以將它解成
[00:13:21.000 --> 00:13:23.000]  因為它是一個彎形
[00:13:23.000 --> 00:13:24.000]  一個圓形
[00:13:24.000 --> 00:13:26.000]  一個這樣的東西
[00:13:26.000 --> 00:13:27.000]  所以因為這樣的緣故
[00:13:27.000 --> 00:13:30.000]  以前打仗用的弓
[00:13:30.000 --> 00:13:33.000]  人稱它為QESET
[00:13:33.000 --> 00:13:35.000]  但另一方面
[00:13:35.000 --> 00:13:37.000]  天空上的彩虹
[00:13:37.000 --> 00:13:39.000]  又是叫做QESET
[00:13:39.000 --> 00:13:41.000]  但你可以看得見
[00:13:41.000 --> 00:13:43.000]  地上的QESET
[00:13:43.000 --> 00:13:46.000]  是人要來打仗的
[00:13:46.000 --> 00:13:49.000]  人要來互相的爭奪
[00:13:49.000 --> 00:13:51.000]  互相的殺害
[00:13:51.000 --> 00:13:53.000]  互相的毀壞
[00:13:53.000 --> 00:13:55.000]  但是天上的QESET
[00:13:55.000 --> 00:13:59.000]  是要禁止一切傷害毀壞
[00:13:59.000 --> 00:14:01.000]  這是非常重要
[00:14:01.000 --> 00:14:03.000]  我們首先
[00:14:03.000 --> 00:14:05.000]  因為這樣的緣故
[00:14:05.000 --> 00:14:07.000]  在這個約裡面
[00:14:07.000 --> 00:14:09.000]  都讓我們看得見
[00:14:09.000 --> 00:14:12.000]  一個戰爭與和平
[00:14:12.000 --> 00:14:14.000]  到底是什麼
[00:14:14.000 --> 00:14:17.000]  戰爭是地上要出現
[00:14:17.000 --> 00:14:20.000]  神要用禁令禁的
[00:14:20.000 --> 00:14:23.000]  和平是天上出現
[00:14:23.000 --> 00:14:27.000]  是神要親自來給予人的
[00:14:27.000 --> 00:14:32.000]  首先我們看看地上的QESET
[00:14:32.000 --> 00:14:36.000]  這個QESET包括了什麼呢?
[00:14:36.000 --> 00:14:40.000]  它是用不可殺人
[00:14:40.000 --> 00:14:45.000]  來告訴羅亞和他的子女
[00:14:45.000 --> 00:14:49.000]  到底什麼是不可為的呢?
[00:14:49.000 --> 00:14:51.000]  繁參聖經裡面
[00:14:51.000 --> 00:14:57.000]  你們不可為的戒命
[00:14:57.000 --> 00:15:00.000]  這也是摩西日後律法的基礎
[00:15:00.000 --> 00:15:02.000]  不可不可不可
[00:15:02.000 --> 00:15:04.000]  非常多
[00:15:04.000 --> 00:15:05.000]  不可以殺人
[00:15:05.000 --> 00:15:07.000]  九章第五節
[00:15:07.000 --> 00:15:08.000]  流你們的血
[00:15:08.000 --> 00:15:09.000]  害你們的命
[00:15:09.000 --> 00:15:11.000]  無論是獸還是人
[00:15:11.000 --> 00:15:14.000]  我必追討他的罪
[00:15:14.000 --> 00:15:16.000]  就是向你們國人的弟兄
[00:15:16.000 --> 00:15:18.000]  也是如此
[00:15:18.000 --> 00:15:22.000]  聖經裡說得很清楚
[00:15:22.000 --> 00:15:25.000]  流人血的這是罪
[00:15:25.000 --> 00:15:28.000]  害人命的這是罪
[00:15:28.000 --> 00:15:30.000]  神告訴我們
[00:15:30.000 --> 00:15:33.000]  神一定要追討他的罪
[00:15:33.000 --> 00:15:35.000]  大家留意
[00:15:35.000 --> 00:15:39.000]  神起初創造人類的時候
[00:15:39.000 --> 00:15:42.000]  他沒有這條戒命
[00:15:42.000 --> 00:15:44.000]  但是今天
[00:15:44.000 --> 00:15:46.000]  神就要定到明
[00:15:46.000 --> 00:15:48.000]  因為他已經預見
[00:15:48.000 --> 00:15:50.000]  未來的人的罪
[00:15:50.000 --> 00:15:52.000]  只會越來越多
[00:15:52.000 --> 00:15:54.000]  神因為這樣的緣故
[00:15:54.000 --> 00:15:56.000]  為了人類
[00:15:56.000 --> 00:15:58.000]  將地上的錄音機
[00:15:58.000 --> 00:16:01.000]  改變成天上的錄音機
[00:16:01.000 --> 00:16:05.000]  他就要將這條戒命禁令
[00:16:05.000 --> 00:16:08.000]  頒給每一個人
[00:16:08.000 --> 00:16:10.000]  不可以流人的血
[00:16:10.000 --> 00:16:12.000]  不可以害人的命
[00:16:12.000 --> 00:16:15.000]  否則神一定要追討他的罪
[00:16:15.000 --> 00:16:17.000]  第六節
[00:16:17.000 --> 00:16:19.000]  凡流人血的
[00:16:19.000 --> 00:16:22.000]  他的血也必被人所流
[00:16:22.000 --> 00:16:24.000]  因為神造人
[00:16:24.000 --> 00:16:26.000]  是照自己的形象造的
[00:16:26.000 --> 00:16:28.000]  各位都知道
[00:16:28.000 --> 00:16:30.000]  這個戒命本身
[00:16:30.000 --> 00:16:34.000]  同樣有一個預言的成份
[00:16:34.000 --> 00:16:36.000]  這個預言的成份是
[00:16:36.000 --> 00:16:39.000]  神不是親自流他的血
[00:16:39.000 --> 00:16:41.000]  凡流人血的
[00:16:41.000 --> 00:16:44.000]  他的血都會被人所流
[00:16:44.000 --> 00:16:46.000]  你有沒有看到
[00:16:46.000 --> 00:16:48.000]  今天國與國
[00:16:48.000 --> 00:16:49.000]  族與族
[00:16:49.000 --> 00:16:50.000]  人與人
[00:16:50.000 --> 00:16:52.000]  家庭與家庭之間的糾紛
[00:16:52.000 --> 00:16:53.000]  那些暴力
[00:16:53.000 --> 00:16:55.000]  是甚麼造成的
[00:16:55.000 --> 00:16:57.000]  全部是因為仇恨
[00:16:57.000 --> 00:16:59.000]  報復
[00:16:59.000 --> 00:17:04.000]  你用刀捅我
[00:17:04.000 --> 00:17:07.000]  我會用槍打死你
[00:17:07.000 --> 00:17:10.000]  你害過我家裡一個人
[00:17:10.000 --> 00:17:13.000]  我也會害你家裡的人
[00:17:13.000 --> 00:17:15.000]  你這個國家
[00:17:15.000 --> 00:17:17.000]  曾經炸過我
[00:17:17.000 --> 00:17:19.000]  我也要炸你
[00:17:19.000 --> 00:17:22.000]  你有沒有看到現在的戰爭就是這樣
[00:17:22.000 --> 00:17:24.000]  你打過我
[00:17:24.000 --> 00:17:26.000]  我就一定不放過你
[00:17:26.000 --> 00:17:28.000]  一定會繼續不斷打你
[00:17:28.000 --> 00:17:32.000]  然後規模只會越來越大
[00:17:32.000 --> 00:17:34.000]  初初用石仔
[00:17:34.000 --> 00:17:36.000]  接著用刀
[00:17:36.000 --> 00:17:37.000]  用劍
[00:17:37.000 --> 00:17:39.000]  接著就用槍
[00:17:39.000 --> 00:17:40.000]  槍都不夠
[00:17:40.000 --> 00:17:41.000]  機關槍
[00:17:41.000 --> 00:17:42.000]  機關槍都不夠
[00:17:42.000 --> 00:17:44.000]  飛彈
[00:17:44.000 --> 00:17:47.000]  然後最後甚至原子彈
[00:17:47.000 --> 00:17:49.000]  這個世界就是這樣
[00:17:49.000 --> 00:17:52.000]  未來最後的世界大戰
[00:17:52.000 --> 00:17:54.000]  為甚麼有可能
[00:17:54.000 --> 00:17:57.000]  是全世界這麼多人死呢
[00:17:57.000 --> 00:17:59.000]  因為武器
[00:17:59.000 --> 00:18:02.000]  不再是靠現在的坦克
[00:18:02.000 --> 00:18:04.000]  槍
[00:18:04.000 --> 00:18:05.000]  炮
[00:18:05.000 --> 00:18:06.000]  手榴彈
[00:18:06.000 --> 00:18:09.000]  這些常規的武器這麼簡單
[00:18:09.000 --> 00:18:11.000]  將來的武器
[00:18:11.000 --> 00:18:13.000]  是你不需要出去
[00:18:13.000 --> 00:18:16.000]  不需要見到那些人
[00:18:16.000 --> 00:18:20.000]  甚至沒有人開的無人機
[00:18:20.000 --> 00:18:22.000]  他都可以去殺你
[00:18:22.000 --> 00:18:24.000]  飛彈就是這樣
[00:18:24.000 --> 00:18:28.000]  將來的核彈一樣都是這樣
[00:18:28.000 --> 00:18:31.000]  所以我們見到
[00:18:31.000 --> 00:18:34.000]  創世記第九章
[00:18:34.000 --> 00:18:37.000]  神和人立的約裏面
[00:18:37.000 --> 00:18:41.000]  他除了重新一些的解密之外
[00:18:41.000 --> 00:18:46.000]  他同樣重新訂立一些的命令
[00:18:46.000 --> 00:18:48.000]  叫人不可以做
[00:18:48.000 --> 00:18:50.000]  所以一方面
[00:18:50.000 --> 00:18:52.000]  訂立了的
[00:18:52.000 --> 00:18:54.000]  重新來申明
[00:18:54.000 --> 00:18:55.000]  未訂立的
[00:18:55.000 --> 00:18:57.000]  要重新去訂立
[00:18:57.000 --> 00:19:01.000]  這個就非常非常清楚
[00:19:01.000 --> 00:19:03.000]  第七節你們要生養眾多
[00:19:03.000 --> 00:19:05.000]  昌盛繁茂
[00:19:05.000 --> 00:19:08.000]  神就曉喻羅亞和他的兒子
[00:19:08.000 --> 00:19:10.000]  曉喻這個字
[00:19:10.000 --> 00:19:13.000]  就是直接好像皇帝對人說的話
[00:19:13.000 --> 00:19:15.000]  神用這個字
[00:19:15.000 --> 00:19:17.000]  就是要告訴我們
[00:19:17.000 --> 00:19:19.000]  是帶著權柄的
[00:19:19.000 --> 00:19:21.000]  是帶著權威的
[00:19:21.000 --> 00:19:24.000]  是帶著一個有結局的
[00:19:24.000 --> 00:19:26.000]  如果你不聽的時候
[00:19:26.000 --> 00:19:29.000]  你會有一種管教懲罰
[00:19:29.000 --> 00:19:31.000]  是會出現的
[00:19:31.000 --> 00:19:32.000]  第九節
[00:19:32.000 --> 00:19:35.000]  我和你們和你們的後裔立約
[00:19:35.000 --> 00:19:38.000]  並與你們這一切的活物
[00:19:38.000 --> 00:19:40.000]  就是飛鳥生畜走獸
[00:19:40.000 --> 00:19:43.000]  泛從方舟裏面出來的活物
[00:19:43.000 --> 00:19:44.000]  來立約
[00:19:44.000 --> 00:19:46.000]  你見到這個立約的本身
[00:19:46.000 --> 00:19:48.000]  不只是和人
[00:19:48.000 --> 00:19:51.000]  是和一切的活物來立約
[00:19:51.000 --> 00:19:54.000]  這個約包括到甚麼呢
[00:19:54.000 --> 00:19:56.000]  你看一看
[00:19:56.000 --> 00:19:58.000]  天上的傑瑟
[00:19:58.000 --> 00:20:00.000]  彩虹
[00:20:00.000 --> 00:20:03.000]  神要求他們要怎樣呢
[00:20:03.000 --> 00:20:05.000]  凡有血肉的
[00:20:05.000 --> 00:20:08.000]  不再被洪水毀滅
[00:20:08.000 --> 00:20:11.000]  神在這個地方給他們一個應許
[00:20:11.000 --> 00:20:13.000]  凡有血肉的
[00:20:13.000 --> 00:20:16.000]  不會再有洪水滅絕他們
[00:20:16.000 --> 00:20:20.000]  也不會再有洪水毀滅這塊地
[00:20:20.000 --> 00:20:22.000]  然後神就說
