
[00:00:00.000 --> 00:00:08.000]  再次打開但義理書去言讀主的說話
[00:03:02.000 --> 00:03:08.000]  掙扎完考完會考 終於到了放榜那天
[00:03:08.000 --> 00:03:14.000]  原本胸有成竹的我回到老師那裏
[00:03:14.000 --> 00:03:17.000]  派出成績的時候就很緊張
[00:03:17.000 --> 00:03:22.000]  因為派出來的成績如果好的話
[00:03:22.000 --> 00:03:26.000]  就可以繼續在自己的學校裏面升讀
[00:03:26.000 --> 00:03:32.000]  派出來的成績不好的話就不知道怎樣好
[00:03:32.000 --> 00:03:35.000]  結果老師叫到我的名字的時候
[00:03:35.000 --> 00:03:39.000]  我就出去拿我的成績單回來
[00:03:39.000 --> 00:03:42.000]  一打開一看 其實我都不用怎麼看
[00:03:42.000 --> 00:03:47.000]  看老師的樣子就知道這一課都不算好東西
[00:03:47.000 --> 00:03:50.000]  因為老師看到有一種很失望的表情
[00:03:50.000 --> 00:03:53.000]  其實他們對我都有一些期望的
[00:03:53.000 --> 00:03:57.000]  誰不知考出來真的不是很好
[00:03:57.000 --> 00:04:03.000]  不是不好 只是不足夠在我自己的學校裏面繼續升讀中六
[00:04:03.000 --> 00:04:07.000]  因為我告訴你 這是一間名校
[00:04:07.000 --> 00:04:10.000]  所以要求是非常高的成績
[00:04:10.000 --> 00:04:15.000]  而我的成績都頗有距離
[00:04:15.000 --> 00:04:19.000]  在那一刻我突然間整個人空白
[00:04:19.000 --> 00:04:22.000]  我做人很少有這樣的經驗
[00:04:22.000 --> 00:04:25.000]  在人生當中我試過 如果你問我數得出
[00:04:25.000 --> 00:04:28.000]  我試過三次這樣的機會
[00:04:28.000 --> 00:04:30.000]  希望不夠第四次
[00:04:30.000 --> 00:04:36.000]  那個空白的狀態是令你不知道下一步要走
[00:04:36.000 --> 00:04:39.000]  我講真的 不知道走哪一步
[00:04:39.000 --> 00:04:43.000]  於是就拿著成績單跟老師說
[00:04:43.000 --> 00:04:47.000]  我下一步要怎樣呢 老師說你自己想吧
[00:04:47.000 --> 00:04:50.000]  真是很殘忍
[00:04:50.000 --> 00:04:54.000]  你有這麼多期望 但又不給指導
[00:04:54.000 --> 00:04:58.000]  於是我就為了多謝老師的教導
[00:04:58.000 --> 00:05:01.000]  就走了出去班房
[00:05:01.000 --> 00:05:08.000]  漫無目的在校園裏走一個圈
[00:05:08.000 --> 00:05:10.000]  不知道自己想做什麼
[00:05:10.000 --> 00:05:12.000]  不是 又是可
[00:05:12.000 --> 00:05:20.000]  因為我在中學時是風紀隊的其中一個最主要人士
[00:05:20.000 --> 00:05:26.000]  我們風紀隊叫做Prefect Body
[00:05:26.000 --> 00:05:34.000]  走的時候就碰見一些低於我年級的學生走來見到我
[00:05:34.000 --> 00:05:38.000]  那些學生見到我的時候
[00:05:38.000 --> 00:05:41.000]  其實我知道他們是誰 誰名字我也知道
[00:05:41.000 --> 00:05:46.000]  因為他們在學校犯規的時間很多
[00:05:46.000 --> 00:05:51.000]  所以我就有個綽號叫做Prefect Wong
[00:05:51.000 --> 00:05:55.000]  他見到我的時候 見到我漫無目的地走
[00:05:55.000 --> 00:05:58.000]  他就說了一句這樣的說話
[00:05:58.000 --> 00:06:02.000]  Prefect Wong 行不到啊
[00:06:02.000 --> 00:06:08.000]  他不是說一次
[00:06:08.000 --> 00:06:12.000]  你考不回來學校讀中六中七啊
[00:06:12.000 --> 00:06:15.000]  你什麼時候收檔啊
[00:06:15.000 --> 00:06:21.000]  他說完這句說話 我一生難忘啊
[00:06:21.000 --> 00:06:23.000]  為什麼難忘呢
[00:06:23.000 --> 00:06:29.000]  不是因為他說這句說話帶來的那種喜樂
[00:06:29.000 --> 00:06:39.000]  而是我想起我人生當中有什麼地方還沒做夠
[00:06:39.000 --> 00:06:44.000]  我試問我自己讀書已經算是很勤力的人
[00:06:44.000 --> 00:06:49.000]  我每天讀書的時間 中四中五的時間
[00:06:49.000 --> 00:06:53.000]  我想我睡覺的時間不超過四小時
[00:06:53.000 --> 00:07:00.000]  長期是這樣 兩年希望考好會考 進自己的學校讀語科
[00:07:00.000 --> 00:07:04.000]  考不到 什麼地方出了問題呢
[00:07:04.000 --> 00:07:13.000]  就是因為他這句說話成為了我人生其中一個很重要的動力
[00:07:13.000 --> 00:07:20.000]  來反省我有什麼地方還需要去努力呢
[00:07:20.000 --> 00:07:26.000]  後話就其他地方時間和大家再分享
[00:07:26.000 --> 00:07:32.000]  但是其實有時候有些事件發生在我們心裡
[00:07:32.000 --> 00:07:41.000]  反而不是一種難阻 不是一種打沉你意志的機會
[00:07:41.000 --> 00:07:45.000]  反而是一份很重要的述靈動力
[00:07:45.000 --> 00:07:55.000]  或者心智上的動力來讓我們操練得更加成熟和更加合神心意
[00:07:55.000 --> 00:07:59.000]  尤其是我們作為一個基督徒活在一個世界上
[00:07:59.000 --> 00:08:03.000]  充滿各式各樣的述靈挑戰的時候
[00:08:03.000 --> 00:08:10.000]  你每一刻所做的事都其實是在做一個見證
[00:08:10.000 --> 00:08:16.000]  我們怎樣能夠去驅動我們去做一個恰兒的見證呢
[00:08:16.000 --> 00:08:18.000]  這是很重要的事
[00:08:18.000 --> 00:08:23.000]  就好像昨天我在家裡弄一塊草地的時候
[00:08:23.000 --> 00:08:30.000]  就有一個政黨的leader走來和我說話
[00:08:30.000 --> 00:08:36.000]  其實他不是和我說話 最初是他的下屬 其實是同事走來和我說
[00:08:36.000 --> 00:08:41.000]  我們一會兒黨魁來了 你來不來和他談
[00:08:41.000 --> 00:08:43.000]  我說不用了 我和你談就行了
[00:08:43.000 --> 00:08:46.000]  他說不如你去黨魁 令我很失望
[00:08:46.000 --> 00:08:51.000]  看著他應該可以進去做總理的 又做不到
[00:08:51.000 --> 00:08:55.000]  接著他說不要緊 他一會兒來了 你和他談吧
[00:08:55.000 --> 00:08:57.000]  他真的來了 黨魁
[00:08:57.000 --> 00:09:01.000]  他的同事馬上走來 你馬上去和他談吧
[00:09:01.000 --> 00:09:03.000]  我說我不和他談了
[00:09:03.000 --> 00:09:07.000]  這麼多人 他沒空招呼我 免得走去
[00:09:07.000 --> 00:09:11.000]  後來他特意走來在我前院和我談
[00:09:11.000 --> 00:09:16.000]  我說我當面和他說 我們太過輕敵
[00:09:16.000 --> 00:09:19.000]  當然用英文和他說 我們太過輕敵
[00:09:19.000 --> 00:09:23.000]  你懂不懂得做一個好的領袖是怎樣做
[00:09:23.000 --> 00:09:26.000]  要有一個charisma 一個氣質給人看到
[00:09:26.000 --> 00:09:35.000]  後來有個鄰居和我說 你真的這樣和我說嗎
[00:09:35.000 --> 00:09:38.000]  我怕甚麼 我有甚麼事怕和他說
[00:09:38.000 --> 00:09:41.000]  他說你說了也沒有意思
[00:09:41.000 --> 00:09:47.000]  我說不是沒有意思 因為這是我作為基督徒應有的遺訓
[00:09:47.000 --> 00:09:52.000]  我說這兩個故事給大家聽 不是說我有甚麼特別
[00:09:52.000 --> 00:09:58.000]  我想告訴大家 今天我們要看的主角 但爾利
[00:09:58.000 --> 00:10:03.000]  他會在一個世界充滿動盪的時代
[00:10:03.000 --> 00:10:08.000]  但他卻沒有任何事可以在這個時刻去做
[00:10:08.000 --> 00:10:13.000]  上帝給他在一個這麼獨特的空間時間
[00:10:13.000 --> 00:10:17.000]  沒有事做的時候
[00:10:17.000 --> 00:10:24.000]  就像我剛剛考完培考 都不知道下一步有沒有書讀的時候
[00:10:24.000 --> 00:10:31.000]  在這樣的狀態之下 我們的角色怎樣去預備好
[00:10:31.000 --> 00:10:35.000]  仍然在那一刻去做見證 是很重要的一件事
[00:10:35.000 --> 00:10:41.000]  不是說了一定有影響 但至少我為了這份是需要去做見證
[00:10:41.000 --> 00:10:45.000]  但爾利就在這段聖經裏面做了這件事
[00:10:45.000 --> 00:10:51.000]  做了一件甚麼事 是否要和人去交談討論
[00:10:51.000 --> 00:10:57.000]  反而我們看到在這段聖經裏面 但爾利做了一件好像沒有做事的事
[00:10:57.000 --> 00:11:01.000]  就是將他的經驗藏在心裏
[00:11:01.000 --> 00:11:09.000]  所以今天我的講題就是將這段聖經列為把這一切先藏在心裏
[00:11:09.000 --> 00:11:15.000]  當你藏在心裏的時候 就會在你心裏面成為一股動力
[00:11:15.000 --> 00:11:18.000]  推動你走下一步應該怎樣做
[00:11:18.000 --> 00:11:23.000]  所以讓我們一起去再次透過這段聖經一起去看看
[00:11:23.000 --> 00:11:33.000]  用但爾利的陳述來再次學會怎樣去做一個這個時代應有的信徒的生命
[00:11:33.000 --> 00:11:36.000]  表彰是怎樣去做
[00:11:36.000 --> 00:11:39.000]  讓我們一起打開這段聖經
[00:11:39.000 --> 00:11:42.000]  但爾利書第七章第十五至第二十八節
[00:11:42.000 --> 00:11:45.000]  我們再次讀一下這段聖經
[00:11:45.000 --> 00:11:49.000]  雖然很多弟兄姊妹都聽過但爾利很多的東西
[00:11:49.000 --> 00:11:53.000]  但這段聖經有他自己的特別角色
[00:11:53.000 --> 00:11:56.000]  在但爾利書裏面要告訴我們
[00:11:56.000 --> 00:12:01.000]  但爾利的心裏面做了甚麼的肅靈功課
[00:12:01.000 --> 00:12:04.000]  讓我們一起打開讀
[00:12:04.000 --> 00:12:07.000]  我們一起讀十五節
[00:12:07.000 --> 00:12:13.000]  至於我但爾利 我的靈在我裏面受煩
[00:12:13.000 --> 00:12:17.000]  我腦中的異象使我驚惶
[00:12:17.000 --> 00:12:23.000]  我就近一位示立者 問他這一切的真情
[00:12:23.000 --> 00:12:30.000]  他就告訴我 將那事的講解給我說明
[00:12:30.000 --> 00:12:36.000]  這四個大壽就是四王將要在世上興起
[00:12:36.000 --> 00:12:41.000]  然而至高者的聖文必要得國享壽
[00:12:41.000 --> 00:12:44.000]  直到永永遠遠
[00:12:44.000 --> 00:12:48.000]  那時我願知道第四壽的真情
[00:12:48.000 --> 00:12:53.000]  他為何與那三壽的真情大不相同
[00:12:53.000 --> 00:12:59.000]  甚是可怕有天涯同找 吞吃著碎
[00:12:59.000 --> 00:13:03.000]  所剩下的用腳踐踏
[00:13:03.000 --> 00:13:07.000]  頭有十角和那領掌的一角
[00:13:07.000 --> 00:13:11.000]  在這角前有三角被他打落
[00:13:11.000 --> 00:13:16.000]  這角有眼 有說誇大話的口
[00:13:16.000 --> 00:13:20.000]  形狀強橫 過於他的同類
[00:13:20.000 --> 00:13:25.000]  我觀看見這角與聖文爭戰
[00:13:25.000 --> 00:13:30.000]  勝了他們 直到耿古常在者來
[00:13:30.000 --> 00:13:34.000]  給至高者的聖文伸冤
[00:13:34.000 --> 00:13:38.000]  聖文得國的時候就到了
[00:13:38.000 --> 00:13:41.000]  那示立者這樣說
[00:13:41.000 --> 00:13:47.000]  那四壽就是世上必有的第四國
[00:13:47.000 --> 00:13:50.000]  與一切國大不相同
[00:13:50.000 --> 00:13:55.000]  必吞吃全地 並且踐踏著碎
[00:13:55.000 --> 00:13:57.000]  至於那十角
[00:13:57.000 --> 00:14:01.000]  就是從這國中必興起的十王
[00:14:01.000 --> 00:14:04.000]  後來又興起一王
[00:14:04.000 --> 00:14:06.000]  與先前的不同
[00:14:06.000 --> 00:14:08.000]  他必制服三王
[00:14:08.000 --> 00:14:12.000]  他必向至高者說誇大的話
[00:14:12.000 --> 00:14:15.000]  必自磨至高者的聖文
[00:14:15.000 --> 00:14:19.000]  必想改變節旗和律法
[00:14:19.000 --> 00:14:25.000]  聖文必交付他手一載 二載 半載
[00:14:25.000 --> 00:14:29.000]  然而審判者必坐著行審判
[00:14:29.000 --> 00:14:32.000]  他的權柄必被奪去
[00:14:32.000 --> 00:14:36.000]  毀壞 滅絕 一直到底
[00:14:36.000 --> 00:14:41.000]  國道 權柄和天下諸國的大權
[00:14:41.000 --> 00:14:44.000]  必賜給至高者的聖文
[00:14:44.000 --> 00:14:47.000]  他的國是永遠的
[00:14:47.000 --> 00:14:52.000]  一切掌權的都必侍奉他 順從他
[00:14:52.000 --> 00:14:55.000]  那是至此完畢
[00:14:55.000 --> 00:15:00.000]  至於我 但以你心中甚是驚惶
[00:15:00.000 --> 00:15:02.000]  念識也改變了
[00:15:02.000 --> 00:15:06.000]  卻將那事存記在心
[00:15:06.000 --> 00:15:10.000]  相民我們看過些甚麼呢?
[00:15:10.000 --> 00:15:13.000]  其實如果我們回到前一點
[00:15:13.000 --> 00:15:15.000]  第七章之前
[00:15:15.000 --> 00:15:21.000]  我們會看到在巴比倫王的白沙薩元年
[00:15:21.000 --> 00:15:25.000]  但以你在床上有一個異像
[00:15:25.000 --> 00:15:30.000]  這個記載我們說過是類似賭聚的形式
[00:15:30.000 --> 00:15:38.000]  因為我們已經在第五章知道白沙薩王的結局是怎樣
[00:15:38.000 --> 00:15:41.000]  但在這個過程當中
[00:15:41.000 --> 00:15:44.000]  推遲回14年前
[00:15:44.000 --> 00:15:48.000]  當白沙薩王剛剛做王的時候
[00:15:48.000 --> 00:15:51.000]  但以你就有這個異像
[00:15:51.000 --> 00:15:53.000]  當然這個異像當我們看完之後
[00:15:53.000 --> 00:15:57.000]  但以你是不明白當中的意義
[00:15:57.000 --> 00:16:00.000]  今天當我們看到這段聖經的時候
[00:16:00.000 --> 00:16:06.000]  我們就會發現到但以你看完這個異像之後
[00:16:06.000 --> 00:16:09.000]  他滿面受煩
[00:16:09.000 --> 00:16:13.000]  在這樣的狀態之下
[00:16:13.000 --> 00:16:17.000]  但以你於是乎就很想明白
[00:16:17.000 --> 00:16:22.000]  當中但以你作為一個神的僕人
[00:16:22.000 --> 00:16:26.000]  在這個地上去侍奉上主的時候
[00:16:26.000 --> 00:16:28.000]  自己又不在權位
[00:16:28.000 --> 00:16:31.000]  那有些甚麼可以做到呢?
[00:16:31.000 --> 00:16:33.000]  他看到那個異像
[00:16:33.000 --> 00:16:37.000]  很明顯是要說到一個很混亂的世界
[00:16:37.000 --> 00:16:39.000]  這個世界混亂到一個地步
[00:16:39.000 --> 00:16:44.000]  使人完全無能為力地去回應
[00:16:44.000 --> 00:16:47.000]  但但以你在前文給我們看見
[00:16:47.000 --> 00:16:49.000]  他看見一個盼望
[00:16:49.000 --> 00:16:56.000]  因為這位從耿古常在的君王
[00:16:56.000 --> 00:16:57.000]  我們所看到的就是
[00:16:57.000 --> 00:17:01.000]  但以你所一直相信著的這位上帝
[00:17:01.000 --> 00:17:06.000]  他最終會去完結一個這麼混亂的世界
[00:17:06.000 --> 00:17:10.000]  於是但以你好像找到一個新的盼望
[00:17:10.000 --> 00:17:12.000]  他於是乎不斷地去思想
[00:17:12.000 --> 00:17:15.000]  在他心裏不斷地沉溯
[00:17:15.000 --> 00:17:19.000]  因此在上次我已經略略說了
[00:17:19.000 --> 00:17:21.000]  為甚麼在第七章裏面
[00:17:21.000 --> 00:17:24.000]  既在做但以你看見這些異像
[00:17:24.000 --> 00:17:27.000]  是要用詩歌體裁來去陳述
[00:17:27.000 --> 00:17:30.000]  最主要一個原因就是因為
[00:17:30.000 --> 00:17:36.000]  詩歌體裁是表達出一個人個人在心裏想的東西
[00:17:36.000 --> 00:17:41.000]  換言之就像現代人常常說的
[00:17:41.000 --> 00:17:44.000]  有時要和自己聊天
[00:17:44.000 --> 00:17:48.000]  我不知道你有沒有和自己聊天這個習慣
[00:17:48.000 --> 00:17:50.000]  我經常都有
[00:17:50.000 --> 00:17:54.000]  遇到一些事情或者無論開心也好
[00:17:54.000 --> 00:17:55.000]  不開心也好
[00:17:55.000 --> 00:17:57.000]  我都會和自己聊天
[00:17:57.000 --> 00:18:01.000]  譬如我去到一個大自然的地方
[00:18:01.000 --> 00:18:05.000]  看見這麼漂亮的遍地都是綠草
[00:18:05.000 --> 00:18:07.000]  遠遠的山
[00:18:07.000 --> 00:18:10.000]  七彩的楓葉
[00:18:10.000 --> 00:18:12.000]  我就會和自己說
[00:18:12.000 --> 00:18:15.000]  上帝你做一個這麼漂亮的世界
[00:18:15.000 --> 00:18:18.000]  給我只有幾十年的時間
[00:18:18.000 --> 00:18:20.000]  會不會少了一點呢
[00:18:20.000 --> 00:18:23.000]  可以長一點讓我可以欣賞久一點嗎
[00:18:23.000 --> 00:18:29.000]  我知道上帝將來在新天新地裏的創造更漂亮
[00:18:29.000 --> 00:18:31.000]  或者應該這樣說的準確一點
[00:18:31.000 --> 00:18:34.000]  更全面地彰顯那種漂亮
[00:18:34.000 --> 00:18:38.000]  我會在其中享受更長的欣賞時間
[00:18:38.000 --> 00:18:41.000]  但當我們在討論的過程當中
[00:18:41.000 --> 00:18:43.000]  和自己去傾談一下
[00:18:43.000 --> 00:18:45.000]  就好像大義在這段聖經裏面
[00:18:45.000 --> 00:18:47.000]  看完一個異像之後
[00:18:47.000 --> 00:18:48.000]  他將它記下來
[00:18:48.000 --> 00:18:52.000]  他那個一連串的反思
[00:18:52.000 --> 00:18:55.000]  記述他在反思的過程當中
[00:18:55.000 --> 00:18:58.000]  和上帝有的直接的交通
[00:18:58.000 --> 00:19:03.000]  所以這個就是我們上文所看到的陳述
[00:19:03.000 --> 00:19:07.000]  另外我們多次提及如何去看《但義理書》
[00:19:07.000 --> 00:19:10.000]  我們也不厭其煩再說多一次
[00:19:10.000 --> 00:19:14.000]  我們會用一種比較動態的傳識
[00:19:14.000 --> 00:19:18.000]  去了解《但義理書》的書卷
[00:19:18.000 --> 00:19:22.000]  我們不會採用一種將《但義理書》
[00:19:22.000 --> 00:19:26.000]  去對應歷史這種配對陳述的解釋方法
[00:19:26.000 --> 00:19:28.000]  因為最主要的一個原則
[00:19:28.000 --> 00:19:31.000]  在解釋《但義理書》的時候
[00:19:31.000 --> 00:19:32.000]  我們首先要問的是
[00:19:32.000 --> 00:19:35.000]  對《但義理》它自己有什麼意義
[00:19:35.000 --> 00:19:39.000]  和對《但義理》第一讀者他們有什麼意義
[00:19:39.000 --> 00:19:42.000]  如果寫一些只是好像今天很多
[00:19:42.000 --> 00:19:47.000]  以歷史配對方式去解釋《但義理書》的人的傳識方法的話
[00:19:47.000 --> 00:19:51.000]  是說一些之後《但義理》沒辦法知道的事情的話
[00:19:51.000 --> 00:19:55.000]  《但義理》寫下去對於它是毫無意義的
[00:19:55.000 --> 00:19:58.000]  但是《但義理書》裡面所記載的陳述
[00:19:58.000 --> 00:20:00.000]  必然要對《但義理》自己
[00:20:00.000 --> 00:20:02.000]  以至於它首批的讀者要明白
[00:20:02.000 --> 00:20:06.000]  所以這個彈性或者我們叫做Dynamic
[00:20:06.000 --> 00:20:08.000]  的一種傳識方式
[00:20:08.000 --> 00:20:12.000]  是讓我們去準確地去掌握到
[00:20:12.000 --> 00:20:16.000]  本身《但義理》看到這些異象的時候
[00:20:16.000 --> 00:20:20.000]  它自己個人的領袖體會到什麼
[00:20:20.000 --> 00:20:27.000]  以這個為基礎來去演繹當中其他的篇章的關聯
[00:20:27.000 --> 00:20:31.000]  我們就會找到《但義理》的主旨是想說什麼
[00:20:31.000 --> 00:20:36.000]  而不是一本只是好像很多弟兄姊妹或者教徒
[00:20:36.000 --> 00:20:39.000]  他們看的一本好像預言故事一樣
[00:20:39.000 --> 00:20:42.000]  去傳述一些歷史發展
[00:20:42.000 --> 00:20:49.000]  可以告訴你《但義理》裡面所記載的這些異象的情況
[00:20:49.000 --> 00:20:55.000]  其實可以在每一個年代每一個世代裡面重複發生
[00:20:55.000 --> 00:20:59.000]  所以當如果有些識經書你看的時候
[00:20:59.000 --> 00:21:02.000]  有些學者忠誠的
[00:21:02.000 --> 00:21:07.000]  真的嘗試去將《但義理》裡面所說的異象
[00:21:07.000 --> 00:21:10.000]  配對一些歷史來作為介紹
[00:21:10.000 --> 00:21:14.000]  首先只不過是一個snapshot
[00:21:14.000 --> 00:21:16.000]  一個片段的陳述
[00:21:16.000 --> 00:21:19.000]  在一個時代某一個空間
[00:21:19.000 --> 00:21:24.000]  看見《但義理》的宗旨怎樣套在那個時代裡面使用
[00:21:24.000 --> 00:21:25.000]  對於你和我來講
[00:21:25.000 --> 00:21:29.000]  當我們最重要去看的就是《但義理》的宗旨
[00:21:29.000 --> 00:21:33.000]  如何在我們這個時代裡面去使用
[00:21:33.000 --> 00:21:37.000]  因為我們所有這個世代都是充滿混亂
[00:21:37.000 --> 00:21:40.000]  恐怖 難以控制
[00:21:40.000 --> 00:21:43.000]  out of our control
[00:21:43.000 --> 00:21:48.000]  超出我們所有能力能夠管治的狀態
[00:21:48.000 --> 00:21:50.000]  我們還有什麼可作呢
[00:21:50.000 --> 00:21:56.000]  這個就是《但義理》書我們去陳述解釋的一個很重要的原則
[00:21:56.000 --> 00:21:58.000]  是一個識經的原則
[00:21:58.000 --> 00:22:00.000]  我為什麼要重複講
[00:22:00.000 --> 00:22:05.000]  因為這樣講你們才會容易了解這段聖經的說法
[00:22:05.000 --> 00:22:08.000]  另外有一個弟兄也在網上問我一個問題
[00:22:08.000 --> 00:22:10.000]  我順帶回答
[00:22:10.000 --> 00:22:14.000]  牧師如果按照你的解釋只是一個混亂的時代
[00:22:14.000 --> 00:22:19.000]  可以發展在任何的時間空間
[00:22:19.000 --> 00:22:21.000]  甚至在我們自己的年代裡面
[00:22:21.000 --> 00:22:24.000]  不是好像很多牧者只是說到
[00:22:24.000 --> 00:22:28.000]  這裡所說的有隻角
[00:22:28.000 --> 00:22:31.000]  長出來是一個小角
[00:22:31.000 --> 00:22:36.000]  是指到這個亞歷山大王大帝的時代
[00:22:36.000 --> 00:22:40.000]  會不會代表這個只是一個例子
[00:22:40.000 --> 00:22:43.000]  的一個陳述或者介紹
[00:22:43.000 --> 00:22:45.000]  首先有一樣東西就是
[00:22:45.000 --> 00:22:46.000]  聖經沒有直接說的
[00:22:46.000 --> 00:22:49.000]  哪個年代你就不要套下去說
[00:22:49.000 --> 00:22:53.000]  如果不是我們就變成了穿插附會
[00:22:53.000 --> 00:22:57.000]  但如果有說的我們就要按照他的年代
[00:22:57.000 --> 00:23:00.000]  他的朝代的政權來去陳述
[00:23:00.000 --> 00:23:02.000]  這個就是我們的原則
[00:23:02.000 --> 00:23:07.000]  但最重要的是原本的原則性principle
[00:23:07.000 --> 00:23:10.000]  是怎樣運作在不同的時代裡面
[00:23:10.000 --> 00:23:13.000]  但有他的時代空間
[00:23:13.000 --> 00:23:15.000]  用在那個時代
[00:23:15.000 --> 00:23:18.000]  耶穌到他的年代門徒有他的空間
[00:23:18.000 --> 00:23:20.000]  怎樣的混亂在那個時代出現
[00:23:20.000 --> 00:23:25.000]  到我們這個時間公元2025年的時代
[00:23:25.000 --> 00:23:29.000]  我們怎樣處理我們這個混亂的世界狀態
[00:23:29.000 --> 00:23:31.000]  我們有我們的空間時間
[00:23:31.000 --> 00:23:33.000]  同一個原則可以套用下去
[00:23:33.000 --> 00:23:37.000]  這個就是我們怎樣去解釋聖經的背景
[00:23:37.000 --> 00:23:39.000]  我們回到黎經文
[00:23:39.000 --> 00:23:44.000]  我們今天這段聖經會分開三個部份去看
[00:23:44.000 --> 00:23:51.000]  第一個部份就是從第七章十五節至十八節
[00:23:51.000 --> 00:24:01.000]  就告訴我們當我們活在一個混亂不明原因的情況下
[00:24:01.000 --> 00:24:07.000]  我們不是算數的這種態度
[00:24:07.000 --> 00:24:10.000]  反而我們是不恥下文
[00:24:10.000 --> 00:24:16.000]  來尋求上帝告訴我們你的意思是什麼
[00:24:16.000 --> 00:24:19.000]  所以從第十五至十八節
[00:24:19.000 --> 00:24:23.000]  我們會看到一個不恥下文的神國子民
[00:24:23.000 --> 00:24:26.000]  他應有的質素是什麼
[00:24:26.000 --> 00:24:28.000]  但以你就要彰顯這件事給我們知道
[00:24:28.000 --> 00:24:32.000]  我為大家再讀出這幾節經文請大家留意
[00:24:32.000 --> 00:24:34.000]  第十五至十八節
[00:24:34.000 --> 00:24:38.000]  至於我但以你我的靈在我裏面受煩
[00:24:38.000 --> 00:24:41.000]  我腦中的異象使我驚惶
[00:24:41.000 --> 00:24:47.000]  我就近一位士辣者問他這一切的真情
[00:24:47.000 --> 00:24:52.000]  他告訴我將那事的講解給我說明
[00:24:52.000 --> 00:24:57.000]  這四個大壽就是四王將要在世上興起
[00:24:57.000 --> 00:25:01.000]  然而至高者的聖民必要得獲享受
[00:25:01.000 --> 00:25:05.000]  直到永永遠遠
[00:25:05.000 --> 00:25:12.000]  在這裏一開始但以你用第一身我來陳述
[00:25:12.000 --> 00:25:16.000]  正如我剛才所說好像和自己聊聊天的情況
[00:25:16.000 --> 00:25:19.000]  當我見完一連串的異象之後
[00:25:19.000 --> 00:25:24.000]  他直接告訴我他的心理狀態是怎樣
[00:25:24.000 --> 00:25:29.000]  我的靈在裏面非常之受煩
[00:25:29.000 --> 00:25:35.000]  而且產生一個很大的驚惶
[00:25:35.000 --> 00:25:38.000]  這是和合本的翻譯
[00:25:38.000 --> 00:25:42.000]  如果當我們看希伯來文
[00:25:42.000 --> 00:25:45.000]  順便說到亞蘭文的時候
[00:25:45.000 --> 00:25:47.000]  有些大英哲學家問我
[00:25:47.000 --> 00:25:49.000]  牧師你又說是亞蘭文
[00:25:49.000 --> 00:25:51.000]  那為什麼你又和希伯來文說呢
[00:25:51.000 --> 00:25:53.000]  兩者是近親語言
[00:25:53.000 --> 00:25:57.000]  亞蘭文是一個通俗的當時的語言
[00:25:57.000 --> 00:26:01.000]  在亞蘭文版本的但以你書裏
[00:26:01.000 --> 00:26:04.000]  最後還有一句話是沒有翻譯的
[00:26:04.000 --> 00:26:06.000]  在和合本裏面
