
[00:00:00.000 --> 00:00:10.000]  如果要用兩個字去形容這幾年大多數香港人怎樣過呢?
[00:07:40.000 --> 00:07:42.000]  通常有些騙你的
[00:07:42.000 --> 00:07:44.000]  保養一兩年一定不會壞
[00:07:44.000 --> 00:07:46.000]  第三年就要付錢
[00:07:46.000 --> 00:07:48.000]  維護保養
[00:07:48.000 --> 00:07:49.000]  其實他不想你保養
[00:07:49.000 --> 00:07:50.000]  買一部新的
[00:07:50.000 --> 00:07:52.000]  維護保養其實很重要
[00:07:52.000 --> 00:07:54.000]  在我們生命來說
[00:07:54.000 --> 00:07:56.000]  我們最新看見的
[00:07:56.000 --> 00:07:58.000]  很多長者
[00:07:58.000 --> 00:08:00.000]  長者很多都是三高一族
[00:08:00.000 --> 00:08:02.000]  又要吃血糖
[00:08:02.000 --> 00:08:04.000]  又什麼的
[00:08:04.000 --> 00:08:06.000]  女士們開始
[00:08:06.000 --> 00:08:08.000]  現在30歲以上
[00:08:08.000 --> 00:08:10.000]  要開始保養皮膚
[00:08:10.000 --> 00:08:12.000]  又說各方面的東西
[00:08:12.000 --> 00:08:14.000]  身體要保養
[00:08:14.000 --> 00:08:16.000]  肌腱要保養
[00:08:16.000 --> 00:08:18.000]  攝氏保養
[00:08:18.000 --> 00:08:20.000]  但靈性
[00:08:20.000 --> 00:08:22.000]  是更加需要保養
[00:08:22.000 --> 00:08:24.000]  怎樣才算是靈性保養呢
[00:08:24.000 --> 00:08:26.000]  尤森彼得遜不得失牧師就說
[00:08:26.000 --> 00:08:28.000]  詩篇一三一
[00:08:28.000 --> 00:08:32.000]  就是一首維護保養的詩
[00:08:32.000 --> 00:08:34.000]  即是說你要經常讀
[00:08:34.000 --> 00:08:36.000]  經常思考
[00:08:36.000 --> 00:08:38.000]  保持我們的靈性
[00:08:38.000 --> 00:08:40.000]  保持什麼
[00:08:40.000 --> 00:08:42.000]  平靜安穩
[00:08:42.000 --> 00:08:46.000]  有時教會說得太多
[00:08:46.000 --> 00:08:48.000]  很有挑戰性的軟杖
[00:08:48.000 --> 00:08:50.000]  說得太多
[00:08:50.000 --> 00:08:52.000]  其實我們知道自己做不到的
[00:08:52.000 --> 00:08:54.000]  偉大的事情
[00:08:54.000 --> 00:08:56.000]  但我們做到一件事
[00:08:56.000 --> 00:09:00.000]  保持心靈平靜安穩
[00:09:00.000 --> 00:09:02.000]  其實是很難的
[00:09:02.000 --> 00:09:04.000]  其實是很難的
[00:09:04.000 --> 00:09:06.000]  但聖經有太多的人物故事
[00:09:06.000 --> 00:09:08.000]  在他們的故事中
[00:09:08.000 --> 00:09:10.000]  我們看到一個很特別的
[00:09:10.000 --> 00:09:12.000]  屬靈力量
[00:09:12.000 --> 00:09:14.000]  就是臨危不亂
[00:09:14.000 --> 00:09:16.000]  處變不驚
[00:09:16.000 --> 00:09:18.000]  有一個很熟悉的人物
[00:09:18.000 --> 00:09:20.000]  叫做但爾利
[00:09:20.000 --> 00:09:22.000]  很熟悉的故事
[00:09:22.000 --> 00:09:24.000]  我從小讀他的故事
[00:09:24.000 --> 00:09:26.000]  以熟能詳
[00:09:26.000 --> 00:09:28.000]  不過近期再看
[00:09:28.000 --> 00:09:30.000]  聖經記載
[00:09:30.000 --> 00:09:32.000]  《大理書》第六章
[00:09:32.000 --> 00:09:34.000]  當巴倫王
[00:09:34.000 --> 00:09:36.000]  被那些殘神
[00:09:36.000 --> 00:09:38.000]  唆擺了
[00:09:38.000 --> 00:09:40.000]  不自覺地
[00:09:40.000 --> 00:09:42.000]  竟然立了一條法例
[00:09:42.000 --> 00:09:44.000]  不准拜別的神
[00:09:44.000 --> 00:09:46.000]  其實這個法例
[00:09:46.000 --> 00:09:48.000]  本身是針對但爾利的
[00:09:48.000 --> 00:09:50.000]  但王一時糊塗了
[00:09:50.000 --> 00:09:52.000]  簽了那個法例
[00:09:52.000 --> 00:09:54.000]  結果呢
[00:09:54.000 --> 00:09:56.000]  就考驗了但爾利
[00:09:56.000 --> 00:09:58.000]  是不是每天都在祈禱呢
[00:09:58.000 --> 00:10:00.000]  聖經記載
[00:10:00.000 --> 00:10:02.000]  但你什麼都沒有做
[00:10:02.000 --> 00:10:04.000]  不要在王面前
[00:10:04.000 --> 00:10:06.000]  去呼求呼籲
[00:10:06.000 --> 00:10:08.000]  用自己的權力
[00:10:08.000 --> 00:10:10.000]  用自己的各方面政治影響力
[00:10:10.000 --> 00:10:12.000]  去改變一件事
[00:10:12.000 --> 00:10:14.000]  他做什麼呢
[00:10:14.000 --> 00:10:16.000]  尋常一樣
[00:10:16.000 --> 00:10:18.000]  每天三次
[00:10:18.000 --> 00:10:20.000]  打開住所的窗
[00:10:20.000 --> 00:10:22.000]  向著耶路撒冷
[00:10:22.000 --> 00:10:24.000]  每天三次
[00:10:24.000 --> 00:10:26.000]  恆常地祈禱
[00:10:26.000 --> 00:10:28.000]  所以
[00:10:28.000 --> 00:10:30.000]  面對
[00:10:30.000 --> 00:10:32.000]  世代的無常
[00:10:32.000 --> 00:10:34.000]  最後的方法
[00:10:34.000 --> 00:10:36.000]  就是信仰的
[00:10:36.000 --> 00:10:38.000]  恆常
[00:10:38.000 --> 00:10:40.000]  傳道書九章十七節
[00:10:40.000 --> 00:10:42.000]  寧可在安靜之中
[00:10:42.000 --> 00:10:44.000]  聽智慧人的言語
[00:10:44.000 --> 00:10:46.000]  所以每個禮拜
[00:10:46.000 --> 00:10:48.000]  回來教會
[00:10:48.000 --> 00:10:50.000]  聽牧師
[00:10:50.000 --> 00:10:52.000]  傳人講道
[00:10:52.000 --> 00:10:54.000]  不會講那麼多
[00:10:54.000 --> 00:10:56.000]  什麼世界啊社會的東西
[00:10:56.000 --> 00:10:58.000]  就講神的話語
[00:10:58.000 --> 00:11:00.000]  不要聽那麼多
[00:11:00.000 --> 00:11:02.000]  愚昧人的喊聲
[00:11:02.000 --> 00:11:04.000]  太多噪音了
[00:11:04.000 --> 00:11:06.000]  所以不要聽那麼多噪音
[00:11:06.000 --> 00:11:08.000]  這句話我近期在很多的
[00:11:08.000 --> 00:11:10.000]  公開講座和特別是
[00:11:10.000 --> 00:11:12.000]  一些培訓課程都會引用
[00:11:12.000 --> 00:11:14.000]  就是出意外
[00:11:14.000 --> 00:11:16.000]  是新的常態
[00:11:16.000 --> 00:11:18.000]  很多事情其實我們沒得預測的
[00:11:18.000 --> 00:11:20.000]  下星期發生什麼事都不知道
[00:11:20.000 --> 00:11:22.000]  很多意外發生了
[00:11:22.000 --> 00:11:24.000]  那
[00:11:24.000 --> 00:11:26.000]  我女兒本來二月結婚
[00:11:26.000 --> 00:11:28.000]  三月結婚
[00:11:28.000 --> 00:11:30.000]  一拖再拖
[00:11:30.000 --> 00:11:32.000]  延到八月初
[00:11:32.000 --> 00:11:34.000]  終於走過來
[00:11:34.000 --> 00:11:36.000]  終於能夠拜祭
[00:11:36.000 --> 00:11:38.000]  如果下星期結婚就麻煩了
[00:11:38.000 --> 00:11:40.000]  那些親友
[00:11:40.000 --> 00:11:42.000]  不知道來不來得好
[00:11:42.000 --> 00:11:44.000]  那麼麻煩我不去了
[00:11:44.000 --> 00:11:46.000]  於是訂了酒席
[00:11:46.000 --> 00:11:48.000]  結果一半人沒來你怎麼辦
[00:11:48.000 --> 00:11:50.000]  那個焦慮
[00:11:50.000 --> 00:11:52.000]  真是很截騰人的
[00:11:52.000 --> 00:11:54.000]  但是
[00:11:54.000 --> 00:11:56.000]  過了幾個月我和我女兒
[00:11:56.000 --> 00:11:58.000]  未來女兒一起祈禱
[00:11:58.000 --> 00:12:00.000]  我們有計劃A計劃B計劃C
[00:12:00.000 --> 00:12:02.000]  但最主要
[00:12:02.000 --> 00:12:04.000]  無論什麼情況下
[00:12:04.000 --> 00:12:06.000]  我都能夠
[00:12:06.000 --> 00:12:08.000]  安然去接受
[00:12:08.000 --> 00:12:10.000]  輕鬆地去面對
[00:12:10.000 --> 00:12:12.000]  出意外是新的常態
[00:12:12.000 --> 00:12:14.000]  復原力
[00:12:14.000 --> 00:12:16.000]  當然我們發生之後
[00:12:16.000 --> 00:12:18.000]  很多事情變化的時候
[00:12:18.000 --> 00:12:20.000]  肯定受衝擊
[00:12:20.000 --> 00:12:22.000]  你完全沒有影響
[00:12:22.000 --> 00:12:24.000]  突然間
[00:12:24.000 --> 00:12:26.000]  很多事情都計劃好又不行
[00:12:26.000 --> 00:12:28.000]  2019年
[00:12:28.000 --> 00:12:30.000]  是我結婚
[00:12:30.000 --> 00:12:32.000]  40週年紀念
[00:12:32.000 --> 00:12:34.000]  我從2018年開始計劃
[00:12:34.000 --> 00:12:36.000]  2019年怎樣去慶祝
[00:12:36.000 --> 00:12:38.000]  和太太決定了
[00:12:38.000 --> 00:12:40.000]  我們回到蜜月
[00:12:40.000 --> 00:12:42.000]  時候
[00:12:42.000 --> 00:12:44.000]  去日本旅行
[00:12:44.000 --> 00:12:46.000]  我們找回大致的行程
[00:12:46.000 --> 00:12:48.000]  我們自己去
[00:12:48.000 --> 00:12:50.000]  我們住回東京住的酒店
[00:12:50.000 --> 00:12:52.000]  又被我訂到了
[00:12:52.000 --> 00:12:54.000]  我們去富士山泡溫泉
[00:12:54.000 --> 00:12:56.000]  我們以前住的那間沒有了
[00:12:56.000 --> 00:12:58.000]  我選了一間更漂亮的
[00:12:58.000 --> 00:13:00.000]  於是儲了很多年
[00:13:00.000 --> 00:13:02.000]  那些行程
[00:13:02.000 --> 00:13:04.000]  可以換到兩張
[00:13:04.000 --> 00:13:06.000]  商務位準
[00:13:06.000 --> 00:13:08.000]  訂好位置
[00:13:08.000 --> 00:13:10.000]  安排好
[00:13:10.000 --> 00:13:12.000]  2019年不去
[00:13:12.000 --> 00:13:14.000]  照樣退
[00:13:14.000 --> 00:13:16.000]  沒所謂
[00:13:16.000 --> 00:13:18.000]  上網又改一改
[00:13:18.000 --> 00:13:20.000]  又不去
[00:13:20.000 --> 00:13:22.000]  退到現在
[00:13:22.000 --> 00:13:24.000]  又不行
[00:13:24.000 --> 00:13:26.000]  今年看著去
[00:13:26.000 --> 00:13:28.000]  都不行
[00:13:28.000 --> 00:13:30.000]  所以我上星期
[00:13:30.000 --> 00:13:32.000]  做了一些手續
[00:13:32.000 --> 00:13:34.000]  保持著那些婚
[00:13:34.000 --> 00:13:36.000]  2023年去不去
[00:13:36.000 --> 00:13:38.000]  都不知道
[00:13:38.000 --> 00:13:40.000]  但我一定會去
[00:13:40.000 --> 00:13:42.000]  和他鬥命長
[00:13:46.000 --> 00:13:48.000]  復原力
[00:13:48.000 --> 00:13:50.000]  你不要讓這些事
[00:13:50.000 --> 00:13:52.000]  影響你的心情
[00:13:52.000 --> 00:13:54.000]  當然不去日本都有很多
[00:13:54.000 --> 00:13:56.000]  慶祝活動
[00:13:56.000 --> 00:13:58.000]  每年有staycation
[00:13:58.000 --> 00:14:00.000]  香港很多地方可以玩
[00:14:00.000 --> 00:14:02.000]  但最後突然決定
[00:14:02.000 --> 00:14:04.000]  計劃好
[00:14:04.000 --> 00:14:06.000]  又不去又取消又計劃
[00:14:06.000 --> 00:14:08.000]  多煩
[00:14:08.000 --> 00:14:10.000]  但不要影響你的心情
[00:14:10.000 --> 00:14:12.000]  我們很快
[00:14:12.000 --> 00:14:14.000]  不開心多久
[00:14:14.000 --> 00:14:16.000]  10分鐘後
[00:14:16.000 --> 00:14:18.000]  又繼續
[00:14:18.000 --> 00:14:20.000]  復原力
[00:14:20.000 --> 00:14:22.000]  很快恢復常態
[00:14:22.000 --> 00:14:26.000]  面對世代的不安無常
[00:14:26.000 --> 00:14:30.000]  我們正是用
[00:14:30.000 --> 00:14:32.000]  信仰的平常
[00:14:32.000 --> 00:14:34.000]  去面對
[00:14:34.000 --> 00:14:36.000]  有時不用做那麼多
[00:14:36.000 --> 00:14:38.000]  例如教會
[00:14:38.000 --> 00:14:40.000]  最近都不斷找我
[00:14:40.000 --> 00:14:42.000]  李先生幫我們講talk
[00:14:42.000 --> 00:14:44.000]  很多人流失
[00:14:44.000 --> 00:14:46.000]  我們很多人擔心將來會不會
[00:14:46.000 --> 00:14:48.000]  宗教政策改變
[00:14:48.000 --> 00:14:50.000]  我們看很多報道
[00:14:50.000 --> 00:14:52.000]  看很多專家分析
[00:14:52.000 --> 00:14:54.000]  我們怎樣裝備
[00:14:54.000 --> 00:14:56.000]  越想越害怕
[00:14:56.000 --> 00:14:58.000]  越裝備就越害怕
[00:14:58.000 --> 00:15:00.000]  行常
[00:15:00.000 --> 00:15:02.000]  教會的行常
[00:15:02.000 --> 00:15:04.000]  禱告
[00:15:04.000 --> 00:15:06.000]  讀經
[00:15:06.000 --> 00:15:08.000]  生活
[00:15:08.000 --> 00:15:10.000]  夠了
[00:15:10.000 --> 00:15:12.000]  不做
[00:15:12.000 --> 00:15:14.000]  平常
[00:15:14.000 --> 00:15:16.000]  做得不好
[00:15:16.000 --> 00:15:18.000]  我們看聖經
[00:15:18.000 --> 00:15:20.000]  聖經只有三節
[00:15:20.000 --> 00:15:22.000]  今晚回家乖乖地背了
[00:15:22.000 --> 00:15:24.000]  不難背
[00:15:24.000 --> 00:15:26.000]  背了它
[00:15:26.000 --> 00:15:28.000]  當你煩躁不安
[00:15:28.000 --> 00:15:30.000]  心裏面很多波濤起伏
[00:15:30.000 --> 00:15:32.000]  如何平靜安穩
[00:15:32.000 --> 00:15:34.000]  開始讀聖經
[00:15:34.000 --> 00:15:36.000]  三節聖經很特別
[00:15:38.000 --> 00:15:42.000]  這張聖經有這麼高的評價
[00:15:42.000 --> 00:15:46.000]  第一它有很高的神學內涵
[00:15:46.000 --> 00:15:48.000]  有很高的文學智慧
[00:15:48.000 --> 00:15:50.000]  其實三節聖經
[00:15:50.000 --> 00:15:52.000]  第一節
[00:15:52.000 --> 00:15:54.000]  當然是向神說的
[00:15:54.000 --> 00:15:56.000]  第二節
[00:15:56.000 --> 00:15:58.000]  向自己說的
[00:15:58.000 --> 00:16:00.000]  第三節
[00:16:00.000 --> 00:16:02.000]  大衛的詩是向
[00:16:02.000 --> 00:16:04.000]  以色列人說的
[00:16:04.000 --> 00:16:06.000]  對我們來說是向其他人說的
[00:16:06.000 --> 00:16:08.000]  三個對象
[00:16:08.000 --> 00:16:10.000]  二號說我的心不狂傲
[00:16:10.000 --> 00:16:12.000]  我的眼不高傲
[00:16:12.000 --> 00:16:14.000]  眾大和插不透的事
[00:16:14.000 --> 00:16:16.000]  我也不敢行
[00:16:16.000 --> 00:16:20.000]  我想說我們難過
[00:16:20.000 --> 00:16:22.000]  我們有四個不
[00:16:22.000 --> 00:16:24.000]  我們不安全
[00:16:24.000 --> 00:16:26.000]  不滿意
[00:16:26.000 --> 00:16:28.000]  不習慣
[00:16:28.000 --> 00:16:30.000]  也不樂觀
[00:16:30.000 --> 00:16:32.000]  都有四個不
[00:16:32.000 --> 00:16:34.000]  這四個不很特別
[00:16:34.000 --> 00:16:36.000]  是向神說的
[00:16:36.000 --> 00:16:38.000]  就說一個
[00:16:38.000 --> 00:16:42.000]  向來野心勃勃
[00:16:42.000 --> 00:16:46.000]  向來非常自負
[00:16:46.000 --> 00:16:48.000]  自高自大
[00:16:48.000 --> 00:16:50.000]  向來做事任意妄為
[00:16:50.000 --> 00:16:52.000]  因為我很厲害
[00:16:52.000 --> 00:16:54.000]  我什麼都敢做
[00:16:54.000 --> 00:16:56.000]  開始轉變
[00:16:56.000 --> 00:17:00.000]  向神傾心圖義
[00:17:00.000 --> 00:17:02.000]  向神去認罪
[00:17:02.000 --> 00:17:04.000]  一個狂傲的心
[00:17:04.000 --> 00:17:06.000]  狂妄的心
[00:17:06.000 --> 00:17:08.000]  我不敢了
[00:17:08.000 --> 00:17:10.000]  那個高傲的眼
[00:17:10.000 --> 00:17:12.000]  看不起人
[00:17:12.000 --> 00:17:14.000]  因為我最厲害
[00:17:14.000 --> 00:17:16.000]  我要放下
[00:17:16.000 --> 00:17:18.000]  眾大插不透的事情
[00:17:18.000 --> 00:17:20.000]  以為自己專做一件事
[00:17:20.000 --> 00:17:22.000]  沒人敢做嗎?沒人懂嗎?
[00:17:22.000 --> 00:17:24.000]  我去做因為我很厲害
[00:17:24.000 --> 00:17:28.000]  一個狂妄自大的大衛
[00:17:28.000 --> 00:17:30.000]  終於
[00:17:30.000 --> 00:17:32.000]  能夠放下
[00:17:32.000 --> 00:17:36.000]  很多人以為自己可以當家作主
[00:17:36.000 --> 00:17:38.000]  我這麼厲害 我這麼好計劃
[00:17:38.000 --> 00:17:40.000]  我這麼厲害 什麼都做得到
[00:17:40.000 --> 00:17:42.000]  這是人心裏面
[00:17:42.000 --> 00:17:44.000]  一個普遍現象
[00:17:44.000 --> 00:17:46.000]  人心的狂傲
[00:17:46.000 --> 00:17:48.000]  做哪個位置
[00:17:48.000 --> 00:17:50.000]  比神奇呢?
[00:17:50.000 --> 00:17:52.000]  大衛一段很長的時間
[00:17:52.000 --> 00:17:56.000]  其實大衛一生
[00:17:56.000 --> 00:17:58.000]  大家知道
[00:17:58.000 --> 00:18:00.000]  大衛是一個波折
[00:18:00.000 --> 00:18:02.000]  他是一個神氣重的人
[00:18:02.000 --> 00:18:04.000]  一個神很愛的
[00:18:04.000 --> 00:18:06.000]  一個孩子
[00:18:06.000 --> 00:18:08.000]  當年
[00:18:08.000 --> 00:18:10.000]  挑戰哥尼亞
[00:18:10.000 --> 00:18:12.000]  一戰成名
[00:18:12.000 --> 00:18:14.000]  於是人生就換軌
[00:18:14.000 --> 00:18:16.000]  走上了一條不良的路
[00:18:16.000 --> 00:18:18.000]  後來可以執掌皇權
[00:18:18.000 --> 00:18:20.000]  繼承一個偉大的帝國成立
[00:18:20.000 --> 00:18:22.000]  但是
[00:18:22.000 --> 00:18:24.000]  人心難撐
[00:18:24.000 --> 00:18:26.000]  他的狂傲 他的不羈
[00:18:26.000 --> 00:18:28.000]  眼目的情慾
[00:18:28.000 --> 00:18:34.000]  做出一些絕對不可以做的事
[00:18:34.000 --> 00:18:36.000]  殺其夫奪其妻
[00:18:36.000 --> 00:18:42.000]  但是神仍然憐憫他
