
[00:00:00.000 --> 00:00:05.300]  各位頂屎妹主題評論
[00:03:11.600 --> 00:03:14.960]  他是從巴比倫回來的
[00:03:14.960 --> 00:03:17.440]  或者講得清楚一點
[00:03:17.440 --> 00:03:23.960]  不是移民 是「飽歷風霜」
[00:03:23.960 --> 00:03:31.800]  「經過國破家亡 並且流離失所」
[00:03:31.800 --> 00:03:38.400]  在這樣的五十年亡國地老的現實當中
[00:03:38.400 --> 00:03:41.880]  現在回到耶路撒冷
[00:03:41.880 --> 00:03:46.600]  竟然可以回到耶路撒冷
[00:03:46.600 --> 00:03:50.160]  所以另一首的上行之詩
[00:03:50.160 --> 00:03:53.440]  就講我們好像做夢一樣
[00:03:53.440 --> 00:03:55.200]  不敢相信
[00:03:55.200 --> 00:03:58.920]  你又或者很熟悉其中一節的金句
[00:03:58.920 --> 00:04:04.960]  「流淚撒腫 半敷修葛」
[00:04:04.960 --> 00:04:07.760]  講的是亡國
[00:04:07.760 --> 00:04:10.720]  講的是地老
[00:04:10.720 --> 00:04:12.880]  在這個當中
[00:04:12.880 --> 00:04:16.560]  特定經歷了些甚麼呢?
[00:04:16.560 --> 00:04:22.480]  現在他們回到耶路撒冷聖殿
[00:04:22.480 --> 00:04:26.120]  他們來到敬拜上主
[00:04:26.120 --> 00:04:29.760]  他們就唱這首詩篇
[00:04:29.760 --> 00:04:32.920]  我們很熟悉的今世讀了一次
[00:04:32.920 --> 00:04:39.040]  這首詩篇頭一段兩節四行
[00:04:39.040 --> 00:04:41.320]  這裏講我要向山舉目
[00:04:41.320 --> 00:04:45.320]  我的幫助從何而來
[00:04:45.320 --> 00:04:51.160]  我的幫助從造天地的耶和華而來
[00:04:51.160 --> 00:04:56.520]  第二段三四兩節又是四行
[00:04:56.520 --> 00:05:01.480]  「他必不跳你的腳搖動
[00:05:01.480 --> 00:05:06.200]  保護你的必不打頓
[00:05:06.200 --> 00:05:11.000]  保護以色列的也不打頓
[00:05:11.000 --> 00:05:13.920]  也不睡覺」
[00:05:13.920 --> 00:05:16.760]  第三節、第三段
[00:05:16.760 --> 00:05:19.480]  第五、第六節
[00:05:19.480 --> 00:05:22.840]  「保護你的是耶和華
[00:05:22.840 --> 00:05:27.160]  耶和華在你右臂任臂美
[00:05:27.160 --> 00:05:29.920]  白日太陽必不傷你
[00:05:29.920 --> 00:05:35.560]  夜間月亮必不抬眉」
[00:05:35.560 --> 00:05:39.560]  最後一節這首詩篇有四節
[00:05:39.560 --> 00:05:42.200]  「耶和華要保護你
[00:05:42.200 --> 00:05:46.240]  免鬥一切的災難
[00:05:46.240 --> 00:05:49.520]  是要保護你的性命你出你入
[00:05:49.520 --> 00:05:52.040]  耶和華要保護你
[00:05:52.040 --> 00:05:57.040]  從今時直到永遠」
[00:05:57.040 --> 00:06:01.760]  所以如果我們整篇詩篇這樣看的話
[00:06:01.760 --> 00:06:05.400]  你就會發覺很工整的
[00:06:05.400 --> 00:06:07.760]  很漂亮的節奏
[00:06:07.760 --> 00:06:09.520]  有四段
[00:06:09.520 --> 00:06:13.160]  每段長短相同的
[00:06:13.160 --> 00:06:19.520]  都有兩節、四行的詩曲
[00:06:19.520 --> 00:06:22.960]  所以你讀這篇詩篇的時候
[00:06:22.960 --> 00:06:24.760]  每一節
[00:06:24.760 --> 00:06:27.880]  我不是說一二三四那些一節數
[00:06:27.880 --> 00:06:29.320]  每一段
[00:06:29.320 --> 00:06:31.360]  四個段落
[00:06:31.360 --> 00:06:36.640]  是有四個不同的焦點
[00:06:36.640 --> 00:06:40.600]  有四個不同的主題
[00:06:40.600 --> 00:06:42.680]  要找得齊
[00:06:42.680 --> 00:06:45.920]  不要說我喜歡第三節
[00:06:45.920 --> 00:06:48.640]  這些讀聖經很任性
[00:06:48.640 --> 00:06:52.200]  作者是說我們聽四節詩
[00:06:52.200 --> 00:06:56.120]  從巴比倫回到耶路撒冷
[00:06:56.120 --> 00:06:59.080]  經歷了很多很多
[00:06:59.080 --> 00:07:03.440]  不同種種的事情之後
[00:07:03.440 --> 00:07:10.240]  回歸的白定唱這一首上行節詩
[00:07:10.240 --> 00:07:13.360]  他們認信甚麼呢?
[00:07:13.360 --> 00:07:17.480]  他們見證甚麼呢?
[00:07:17.480 --> 00:07:23.200]  他們在這裏留下在他們的心裏面的
[00:07:23.200 --> 00:07:25.200]  是甚麼事情呢?
[00:07:25.200 --> 00:07:28.560]  所以第一段我們回來
[00:07:28.560 --> 00:07:31.280]  「我要向山舉目
[00:07:31.280 --> 00:07:36.280]  我的幫助從何而來?」
[00:07:36.280 --> 00:07:40.320]  我們太快就很容易代表了
[00:07:40.320 --> 00:07:44.240]  今天我們的感受
[00:07:44.240 --> 00:07:46.880]  城市人、香港人
[00:07:46.880 --> 00:07:50.320]  我們見到一個很高的山
[00:07:50.320 --> 00:07:53.280]  我們有甚麼感覺呢?
[00:07:53.280 --> 00:07:56.960]  心曠神怡
[00:07:56.960 --> 00:08:01.880]  去到野外大自然
[00:08:01.880 --> 00:08:04.520]  親近上帝
[00:08:04.520 --> 00:08:06.520]  這是我們的感覺
[00:08:06.520 --> 00:08:10.320]  不過你要回到當時當日
[00:08:10.320 --> 00:08:13.520]  詩篇這一班的百姓
[00:08:13.520 --> 00:08:16.720]  他們向山舉目的時候
[00:08:16.720 --> 00:08:19.040]  他們就想起
[00:08:19.040 --> 00:08:21.640]  他們需要幫助
[00:08:21.640 --> 00:08:25.240]  這是香港人從來看著山
[00:08:25.240 --> 00:08:29.200]  不會出現的問題
[00:08:29.200 --> 00:08:31.320]  你看看是嗎?
[00:08:31.320 --> 00:08:33.320]  你不會想到幫助
[00:08:33.320 --> 00:08:37.440]  「我的幫助從何而來?」
[00:08:37.440 --> 00:08:45.360]  所以「向山舉目,幫助何來?」
[00:08:45.360 --> 00:08:51.920]  這是明知故問的問題
[00:08:51.920 --> 00:08:54.920]  你不懂甚麼是明知故問嗎?
[00:08:54.920 --> 00:09:00.320]  英文心必的字眼是Rhetorical Question
[00:09:00.320 --> 00:09:04.320]  簡單說是知道答案的
[00:09:04.320 --> 00:09:07.800]  不過先特意問了
[00:09:07.800 --> 00:09:10.120]  「弟兄姊妹其安,吃了飯了嗎?」
[00:09:10.120 --> 00:09:11.840]  是明知故問的
[00:09:11.840 --> 00:09:13.520]  他又不是想請你吃
[00:09:13.520 --> 00:09:17.160]  又不是真的知道你吃了
[00:09:17.160 --> 00:09:22.200]  所以答案是接著出現的
[00:09:22.200 --> 00:09:31.320]  「我的幫助是從造天地的耶和華而來」
[00:09:31.320 --> 00:09:37.800]  甚麼是創造天地的意思呢?
[00:09:37.800 --> 00:09:40.520]  又是我們很容易就用了
[00:09:40.520 --> 00:09:44.360]  今天達爾文進化論
[00:09:44.360 --> 00:09:46.360]  不是上帝創造
[00:09:46.360 --> 00:09:49.680]  用我們的出發點去讀
[00:09:49.680 --> 00:10:00.080]  哪有回歸耶路撒冷公元前第四世紀
[00:10:00.080 --> 00:10:04.920]  沒有達爾文、沒有進化論
[00:10:04.920 --> 00:10:06.920]  上帝寫地師
[00:10:06.920 --> 00:10:08.720]  你真是惡
[00:10:08.720 --> 00:10:11.440]  上帝啟示聖經是為你寫的
[00:10:11.440 --> 00:10:12.920]  不是
[00:10:12.920 --> 00:10:15.200]  當時的白定
[00:10:15.200 --> 00:10:18.680]  當他們說到創造天地
[00:10:18.680 --> 00:10:21.280]  他們的根據就是創世紀
[00:10:21.280 --> 00:10:22.680]  你懂嗎?
[00:10:22.680 --> 00:10:24.200]  跟你很快去溫習一下
[00:10:24.200 --> 00:10:26.720]  創世紀第一章
[00:10:26.720 --> 00:10:33.080]  怎樣告訴我們上帝創造天地?
[00:10:33.080 --> 00:10:35.480]  六天我們記得
[00:10:35.480 --> 00:10:39.480]  不過哪六天做甚麼我們背不出來
[00:10:39.480 --> 00:10:40.840]  但我們又記得
[00:10:40.840 --> 00:10:43.280]  每一天結束甚麼?
[00:10:43.280 --> 00:10:46.240]  重複有晚上
[00:10:46.240 --> 00:10:52.680]  知道嗎?有早晨是第X日
[00:10:52.680 --> 00:10:55.080]  是第N日
[00:10:55.080 --> 00:10:56.600]  是第幾日
[00:10:56.600 --> 00:11:00.040]  這個重複很清楚很深刻
[00:11:00.040 --> 00:11:04.400]  但這個重複應該提醒我們
[00:11:04.400 --> 00:11:10.360]  每一天開頭都是重複的
[00:11:10.360 --> 00:11:12.120]  這個我們沒有留意
[00:11:12.120 --> 00:11:13.840]  因為我們很快就問
[00:11:13.840 --> 00:11:15.560]  第一天做甚麼?第二天做甚麼?
[00:11:15.560 --> 00:11:16.320]  不是
[00:11:16.320 --> 00:11:19.360]  每一天開始經文都說
[00:11:19.360 --> 00:11:22.840]  「曾說」
[00:11:22.840 --> 00:11:24.280]  這個不重要的
[00:11:24.280 --> 00:11:25.320]  不是
[00:11:25.320 --> 00:11:28.280]  這兩個字才是最重要的
[00:11:28.280 --> 00:11:29.880]  為甚麼?
[00:11:29.880 --> 00:11:35.320]  詩篇的說要很清楚很直視
[00:11:35.320 --> 00:11:38.600]  「甚說有」
[00:11:38.600 --> 00:11:39.800]  怎樣?
[00:11:39.800 --> 00:11:41.080]  「就有」
[00:11:41.080 --> 00:11:43.600]  「明立」
[00:11:43.600 --> 00:11:45.080]  「就立」
[00:11:45.080 --> 00:11:46.960]  說一句而已
[00:11:46.960 --> 00:11:51.240]  所以沒有記載它怎樣做天地的
[00:11:51.240 --> 00:11:52.120]  說而已
[00:11:52.120 --> 00:11:53.760]  命令而已
[00:11:53.760 --> 00:12:04.040]  這個背後代表的是一個絕對唯一的權柄
[00:12:04.040 --> 00:12:07.600]  不是一個多神的世界
[00:12:07.600 --> 00:12:10.280]  那些神在打來打去
[00:12:10.280 --> 00:12:13.920]  贏了那個就創造天地
[00:12:13.920 --> 00:12:15.800]  中國的神話
[00:12:15.800 --> 00:12:17.800]  巴比倫的神話
[00:12:17.800 --> 00:12:19.360]  埃及的神話
[00:12:19.360 --> 00:12:21.080]  所有的神話
[00:12:21.080 --> 00:12:24.640]  一定打到囚犯立烈
[00:12:24.640 --> 00:12:28.080]  贏了那個就創造天地
[00:12:28.080 --> 00:12:31.120]  聖經完全不是這樣說
[00:12:31.120 --> 00:12:33.400]  聖經就是重複了六次
[00:12:33.400 --> 00:12:35.160]  不止是八次
[00:12:35.160 --> 00:12:38.720]  有其中兩天又再重複
[00:12:38.720 --> 00:12:42.360]  「八次甚說」
[00:12:42.360 --> 00:12:46.880]  給你一個深刻的印象
[00:12:46.880 --> 00:12:51.320]  記得耶穌行路的時候
[00:12:51.320 --> 00:12:54.920]  有一個羅馬的白夫長
[00:12:54.920 --> 00:12:59.840]  來請祂醫治白夫長的僕人
[00:12:59.840 --> 00:13:01.160]  馬太福音有記載
[00:13:01.160 --> 00:13:05.120]  路加福音也有記載
[00:13:05.120 --> 00:13:07.320]  耶穌說:好啊
[00:13:07.320 --> 00:13:08.440]  帶路
[00:13:08.440 --> 00:13:10.560]  我不知道你家在哪裡
[00:13:10.560 --> 00:13:13.440]  這個白夫長怎麼回應呢?
[00:13:13.440 --> 00:13:14.200]  還在主堂
[00:13:14.200 --> 00:13:17.880]  弟兄姊妹應該認識的
[00:13:17.880 --> 00:13:19.400]  簡單來說
[00:13:19.400 --> 00:13:22.080]  不敢勞動夫子
[00:13:22.080 --> 00:13:24.400]  不用 不用 不用
[00:13:24.400 --> 00:13:28.920]  要你來到寒舍不敢當
[00:13:28.920 --> 00:13:30.880]  但更加重要的
[00:13:30.880 --> 00:13:33.600]  不是這個謙遜
[00:13:33.600 --> 00:13:36.720]  不是這個覺得自蠶營
[00:13:36.720 --> 00:13:39.760]  為外邦人和猶太人
[00:13:39.760 --> 00:13:41.240]  不是
[00:13:41.240 --> 00:13:44.200]  這個白夫長說了一段說話
[00:13:44.200 --> 00:13:46.280]  你有沒有印象?
[00:13:46.280 --> 00:13:49.280]  他說:只要你說一句話
[00:13:49.280 --> 00:13:55.280]  我的僕人立即就好了
[00:13:55.280 --> 00:13:57.920]  憑什麼他這樣說?
[00:13:57.920 --> 00:13:58.840]  他接著解釋
[00:13:58.840 --> 00:14:04.320]  他說:我都是一個活在權幣之中的人
[00:14:04.320 --> 00:14:06.480]  白夫長懂得解釋嗎?
[00:14:06.480 --> 00:14:09.160]  白夫長即是他手下有多少人?
[00:14:09.160 --> 00:14:10.560]  一百個
[00:14:10.560 --> 00:14:15.680]  羅馬軍隊的方陣
[00:14:15.680 --> 00:14:18.440]  一百個兵歸他管
[00:14:18.440 --> 00:14:20.240]  前進後退
[00:14:20.240 --> 00:14:22.080]  一聲號令
[00:14:22.080 --> 00:14:24.160]  大家就遵守
[00:14:24.160 --> 00:14:28.560]  他也是在他的上司
[00:14:28.560 --> 00:14:30.320]  叫做什麼?
[00:14:30.320 --> 00:14:31.440]  Kim 夫長
[00:14:31.440 --> 00:14:34.920]  有沒有萬夫長的將軍?
[00:14:34.920 --> 00:14:37.560]  上萬的軍隊
[00:14:37.560 --> 00:14:42.440]  所以這個「只要你說一句話」
[00:14:42.440 --> 00:14:45.600]  不是教大家怎樣做
[00:14:45.600 --> 00:14:49.080]  不是那個做的過程
[00:14:49.080 --> 00:14:52.040]  而是那個權幣
[00:14:52.040 --> 00:14:53.160]  從外方
[00:14:53.160 --> 00:14:54.880]  從巴比倫
[00:14:54.880 --> 00:14:57.560]  他們的軍隊很厲害
[00:14:57.560 --> 00:15:00.440]  他們的建設很宏偉
[00:15:00.440 --> 00:15:02.680]  你可以畫十八折
[00:15:02.680 --> 00:15:05.080]  都未曾畫得完
[00:15:05.080 --> 00:15:08.400]  但是百姓回來耶路撒冷
[00:15:08.400 --> 00:15:11.880]  他們深深體會到
[00:15:11.880 --> 00:15:14.000]  原來一直以來
[00:15:14.000 --> 00:15:19.960]  幫助他們的是獨一的真相
[00:15:19.960 --> 00:15:23.480]  獨一的創造主義
[00:15:23.480 --> 00:15:26.720]  所以回到第一段
[00:15:26.720 --> 00:15:29.280]  你看到重點
[00:15:29.280 --> 00:15:31.240]  不是幫助
[00:15:31.240 --> 00:15:34.640]  那個是明知顧問有答案的
[00:15:34.640 --> 00:15:39.240]  重點是創造的關鍵
[00:15:39.240 --> 00:15:41.240]  你認識上帝
[00:15:41.240 --> 00:15:44.760]  是祂說一句話而已
[00:15:44.760 --> 00:15:49.960]  事情就是這樣成就
[00:15:49.960 --> 00:15:51.360]  第二段呢?
[00:15:51.360 --> 00:15:53.920]  第三、第四節
[00:15:53.920 --> 00:15:58.600]  「怕必不叫你的腳搖動」
[00:15:58.600 --> 00:16:01.800]  看不看到重點是什麼?
[00:16:01.800 --> 00:16:05.760]  重複最多的詞彙
[00:16:05.760 --> 00:16:11.320]  是「不打頓不睡覺」
[00:16:11.320 --> 00:16:14.240]  「不打頓不睡覺」
[00:16:14.240 --> 00:16:18.400]  又是以賽亞書第十章
[00:16:18.400 --> 00:16:21.520]  在亡國被擄
[00:16:21.520 --> 00:16:28.400]  最痛苦、最黑暗的時候
[00:16:28.400 --> 00:16:32.080]  孫詩問以色列
[00:16:32.080 --> 00:16:36.000]  為什麼你說你的冤屈
[00:16:36.000 --> 00:16:39.760]  上帝不察問?
[00:16:39.760 --> 00:16:41.200]  忍了這麼久
[00:16:41.200 --> 00:16:42.960]  等了這麼久
[00:16:42.960 --> 00:16:46.640]  堅持我們的信仰
[00:16:46.640 --> 00:16:49.120]  人都會累的
[00:16:49.120 --> 00:16:53.280]  疲乏、困倦
[00:16:53.280 --> 00:16:56.680]  這是亡國被擄當中
[00:16:56.680 --> 00:17:04.040]  每一個臣子民都很熟悉的感覺
[00:17:04.040 --> 00:17:10.320]  但是上帝創造天地的上帝
[00:17:10.320 --> 00:17:13.120]  獨一的真臣
[00:17:13.120 --> 00:17:19.800]  才宣佈他不疲乏、不困倦
[00:17:19.800 --> 00:17:22.240]  「打頓」是什麼意思?
[00:17:22.240 --> 00:17:24.640]  那些老人家應該退休了
[00:17:24.640 --> 00:17:26.880]  還在當總統
[00:17:26.880 --> 00:17:28.160]  開會的時候
[00:17:28.160 --> 00:17:31.440]  「我閉上眼睛聽到的」
[00:17:31.440 --> 00:17:32.320]  「打頓」
[00:17:32.320 --> 00:17:33.280]  你明白嗎?
[00:17:33.280 --> 00:17:34.720]  你都試過的
[00:17:34.720 --> 00:17:36.200]  忍不住的
[00:17:36.200 --> 00:17:38.600]  睡覺很正常
[00:17:38.600 --> 00:17:40.800]  累了就睡覺
[00:17:40.800 --> 00:17:44.640]  人到中年開一晚夜車
[00:17:44.640 --> 00:17:47.240]  要補幾個星期假
[00:17:47.240 --> 00:17:50.920]  所以這個人的限制
[00:17:50.920 --> 00:17:58.720]  不是在耶和華上帝的分上
[00:17:58.720 --> 00:18:02.120]  他不疲乏
[00:18:02.120 --> 00:18:05.160]  他不困倦
[00:18:05.160 --> 00:18:06.080]  看到嗎?
[00:18:06.080 --> 00:18:13.480]  這是第二段第三、第四節的焦點
[00:18:13.480 --> 00:18:19.160]  這裡說的是保護以色列的
[00:18:19.160 --> 00:18:21.200]  不是在說保護你
[00:18:21.200 --> 00:18:25.440]  不過他也是保護你的
[00:18:25.440 --> 00:18:26.960]  看到重複了嗎?
[00:18:26.960 --> 00:18:29.840]  所以這個亡國被擄
[00:18:29.840 --> 00:18:36.080]  百姓經歷上帝的保守
[00:18:36.080 --> 00:18:45.840]  就很清楚留在他們的經歷回憶當中
[00:18:45.840 --> 00:18:47.520]  第三段呢?
[00:18:47.520 --> 00:18:51.600]  第五、第六節
[00:18:51.600 --> 00:18:54.040]  看到焦點嗎?
[00:18:54.040 --> 00:18:56.000]  太陽月
[00:18:56.000 --> 00:18:58.480]  小朋友最喜歡的東西
[00:18:58.480 --> 00:18:59.760]  不是
[00:18:59.760 --> 00:19:04.200]  其實這裡第三段的焦點
[00:19:04.200 --> 00:19:07.040]  是一個我們每次都讀
[00:19:07.040 --> 00:19:10.240]  但每次都不懂的
[00:19:10.240 --> 00:19:14.680]  耶和華在你右臂
[00:19:14.680 --> 00:19:17.040]  任避你
[00:19:17.040 --> 00:19:20.040]  為何是右臂?
[00:19:20.040 --> 00:19:23.040]  為何不是上臂?
[00:19:23.040 --> 00:19:25.640]  為何不是左臂?
[00:19:25.640 --> 00:19:28.160]  為何不是前臂?
[00:19:28.160 --> 00:19:30.120]  為何不是後臂?
[00:19:30.120 --> 00:19:32.120]  說完了
[00:19:32.120 --> 00:19:35.720]  周圍包圍著你
[00:19:35.720 --> 00:19:37.280]  這是上帝
[00:19:37.280 --> 00:19:38.040]  不是的
[00:19:38.040 --> 00:19:39.960]  你不要作聖經
[00:19:39.960 --> 00:19:41.360]  講道的時候講道
[00:19:41.360 --> 00:19:43.080]  上帝無所不在
[00:19:43.080 --> 00:19:44.720]  包圍著你四面
[00:19:44.720 --> 00:19:45.880]  你不是在說上帝
[00:19:45.880 --> 00:19:47.800]  是在說你的想法
[00:19:47.800 --> 00:19:48.800]  應該是這樣
[00:19:48.800 --> 00:19:51.760]  但經文不是這樣說
[00:19:51.760 --> 00:19:52.760]  對
[00:19:52.760 --> 00:19:56.880]  上帝四圍環繞我們
[00:19:56.880 --> 00:19:58.000]  沒錯
[00:19:58.000 --> 00:20:01.880]  不過你錯過了
[00:20:01.880 --> 00:20:08.400]  經文到底在說甚麼
[00:20:08.400 --> 00:20:12.360]  因小失大
[00:20:12.360 --> 00:20:14.440]  書篇講得很好
[00:20:14.440 --> 00:20:19.960]  耶和華是在你右臂任避你
[00:20:19.960 --> 00:20:23.240]  並且加上解釋
[00:20:23.240 --> 00:20:29.960]  白日太陽夜間月亮
[00:20:29.960 --> 00:20:31.480]  是甚麼意思?
[00:20:31.480 --> 00:20:34.920]  下一章
[00:20:34.920 --> 00:20:42.840]  右臂其實是我們不熟悉的一個場景
[00:20:42.840 --> 00:20:46.840]  記得大衛和哥利亞嗎?
[00:20:46.840 --> 00:20:49.240]  我應該問你認不認識他們?
[00:20:49.240 --> 00:20:51.840]  不信耶穌當然認識
[00:20:51.840 --> 00:20:56.120]  完全不對等的一場決鬥
[00:20:56.120 --> 00:20:59.920]  大衛只是拿著五顆石
[00:20:59.920 --> 00:21:01.960]  哥利亞呢?
[00:21:01.960 --> 00:21:09.640]  哥利亞有槍操到織布機的軸
[00:21:09.640 --> 00:21:11.040]  這麼厲害
[00:21:11.040 --> 00:21:15.920]  當然也有盔甲
[00:21:15.920 --> 00:21:21.280]  右手拿著攻擊性的武器
[00:21:21.280 --> 00:21:23.720]  左手
[00:21:23.720 --> 00:21:26.240]  我們被三國耳異鴨失來了
[00:21:26.240 --> 00:21:29.120]  兩邊都拿著攻擊性的武器
[00:21:29.120 --> 00:21:31.640]  這樣很危險的
[00:21:31.640 --> 00:21:34.640]  左手是拿著盾牌
[00:21:34.640 --> 00:21:44.080]  這個盾牌是保護他不受任何冷箭飛過來
[00:21:44.080 --> 00:21:46.400]  有冷箭的嗎?
[00:21:46.400 --> 00:21:48.840]  你不記得
[00:21:48.840 --> 00:21:53.360]  阿哈王上陣
[00:21:53.360 --> 00:21:54.880]  翼座用
[00:21:54.880 --> 00:21:56.720]  改了裝
[00:21:56.720 --> 00:22:01.560]  給一支都不是瞭準距的箭
[00:22:01.560 --> 00:22:06.320]  扔進去夾縫的縫隙
[00:22:06.320 --> 00:22:09.160]  在戰場上很危險的
[00:22:09.160 --> 00:22:12.760]  所以你既要攻擊對手
[00:22:12.760 --> 00:22:16.080]  也要保護自己
[00:22:16.080 --> 00:22:18.240]  左手拿著盾牌
[00:22:18.240 --> 00:22:20.240]  右手又拿著盾牌
[00:22:20.240 --> 00:22:23.160]  那就刀槍不入
[00:22:23.160 --> 00:22:24.440]  那你不用打了
[00:22:24.440 --> 00:22:27.360]  你站著就兩個盾牌遮著自己
[00:22:27.360 --> 00:22:29.360]  那做什麼呢?
[00:22:29.360 --> 00:22:33.360]  你可以武到那把刀、那把劍
[00:22:33.360 --> 00:22:35.440]  擋了暗器
[00:22:35.440 --> 00:22:37.640]  武俠小說
[00:22:37.640 --> 00:22:39.840]  金庸的想像
[00:22:39.840 --> 00:22:41.920]  完全而實際
[00:22:41.920 --> 00:22:43.800]  在戰場上
[00:22:43.800 --> 00:22:47.520]  一個最勇猛的志士
[00:22:47.520 --> 00:22:52.840]  他最大的弱點
[00:22:52.840 --> 00:22:54.480]  就是他右邊
[00:22:54.480 --> 00:22:56.440]  聽不聽得明白?
[00:22:56.440 --> 00:22:57.160]  聽得明白嗎?
[00:22:57.160 --> 00:22:58.920]  因為他沒有盾牌
[00:22:58.920 --> 00:23:05.760]  所以軍隊一定配一個兵
[00:23:05.760 --> 00:23:08.720]  拿著盾牌
[00:23:08.720 --> 00:23:10.880]  跟著他
[00:23:10.880 --> 00:23:12.840]  在他右邊
[00:23:12.840 --> 00:23:16.800]  幫他隨時擋那些
[00:23:16.800 --> 00:23:20.760]  他自己專心
[00:23:20.760 --> 00:23:23.200]  大家在打的時候
[00:23:23.200 --> 00:23:26.120]  他自己都沒有留意的攻擊
[00:23:26.120 --> 00:23:30.840]  這個叫做「在右邊任逼」
[00:23:30.840 --> 00:23:37.360]  是一個戰場上的情況
[00:23:37.360 --> 00:23:40.720]  所以白日太陽
[00:23:40.720 --> 00:23:43.800]  是我們清醒的時候
[00:23:43.800 --> 00:23:47.360]  是我們知道防範的時候
[00:23:47.360 --> 00:23:50.640]  是我們警醒、祈禱的時候
[00:23:50.640 --> 00:23:52.720]  感謝主
[00:23:52.720 --> 00:23:54.840]  但是晚上
[00:23:54.840 --> 00:23:56.080]  你睡了
[00:23:56.080 --> 00:23:58.040]  你不是上帝
[00:23:58.040 --> 00:23:59.960]  你不是不疲倦
[00:23:59.960 --> 00:24:01.720]  你不是不打盾
[00:24:01.720 --> 00:24:03.520]  你要睡覺的
[00:24:03.520 --> 00:24:06.200]  睡了覺的時候
[00:24:06.200 --> 00:24:12.760]  上帝的任避沒有離開
[00:24:12.760 --> 00:24:17.120]  所以白日太陽必不相離
[00:24:17.120 --> 00:24:21.760]  夜間月亮必不來
[00:24:21.760 --> 00:24:22.880]  什麼原因呢?
[00:24:22.880 --> 00:24:25.040]  你再看回前段
[00:24:25.040 --> 00:24:29.600]  因為耶和華在哪裡任逼你呢?
[00:24:29.600 --> 00:24:31.320]  右邊
[00:24:31.320 --> 00:24:32.920]  即解了
[00:24:32.920 --> 00:24:35.120]  這些你要回到當時
[00:24:35.120 --> 00:24:37.080]  你才明白的
[00:24:37.080 --> 00:24:39.080]  用今天的方法
[00:24:39.080 --> 00:24:41.200]  我們就錯過了
[00:24:41.200 --> 00:24:46.080]  第三段的主題、重點
[00:24:46.080 --> 00:24:47.960]  第四段
[00:24:47.960 --> 00:24:49.960]  最後一段
[00:24:49.960 --> 00:24:55.280]  耶和華保護你免受一切的災害
[00:24:55.280 --> 00:24:59.200]  但要保護你的性命
[00:24:59.200 --> 00:25:03.840]  這一句好像不是很真實
[00:25:03.840 --> 00:25:07.840]  保護一切的災害
[00:25:07.840 --> 00:25:08.840]  你的性命
[00:25:08.840 --> 00:25:09.600]  不是啊
[00:25:09.600 --> 00:25:12.080]  我們做基督徒
[00:25:12.080 --> 00:25:16.600]  不是消災解難的
