
[00:00:00.000 --> 00:00:08.000]  我們感謝撒美主能夠回到神的家裏面
[00:02:52.000 --> 00:02:57.000]  它說人子啊你要面向馬各地的哥格
[00:02:57.000 --> 00:03:02.000]  馬各地的哥格就是羅斯
[00:03:02.000 --> 00:03:06.000]  就是米切土巴的王
[00:03:06.000 --> 00:03:09.000]  發預言攻擊他
[00:03:09.000 --> 00:03:13.000]  羅斯米切土巴第三節
[00:03:13.000 --> 00:03:16.000]  的王哥格
[00:03:16.000 --> 00:03:18.000]  哥格啊
[00:03:18.000 --> 00:03:21.000]  我與你為敵
[00:03:21.000 --> 00:03:27.000]  波斯人古實人和忽人各拿盾牌
[00:03:27.000 --> 00:03:30.000]  頭上戴著頭盔
[00:03:30.000 --> 00:03:35.000]  我們這一些地方的名字
[00:03:35.000 --> 00:03:36.000]  我們可能陌生
[00:03:36.000 --> 00:03:37.000]  但有幾個名字呢
[00:03:37.000 --> 00:03:40.000]  波斯啊那些我們大家都會習慣
[00:03:40.000 --> 00:03:41.000]  都會熟悉的
[00:03:41.000 --> 00:03:45.000]  究竟它裏面所說的是一些什麼人呢?
[00:03:45.000 --> 00:03:47.000]  是一些什麼民族呢?
[00:03:47.000 --> 00:03:50.000]  你知道羅斯這個字
[00:03:50.000 --> 00:03:55.000]  它的發音就是這個Rosh
[00:03:55.000 --> 00:03:58.000]  而這個俄羅斯的發音呢
[00:03:58.000 --> 00:04:00.000]  就是這個Rush
[00:04:00.000 --> 00:04:01.000]  Rush
[00:04:01.000 --> 00:04:04.000]  這個民族以前的名字叫Rush
[00:04:04.000 --> 00:04:07.000]  現在我們通俗叫Rush
[00:04:07.000 --> 00:04:11.000]  在聖經翻譯的裏面呢
[00:04:11.000 --> 00:04:15.000]  就有一個從希伯來文翻譯到希臘文的
[00:04:15.000 --> 00:04:17.000]  這個所謂七十時的譯本
[00:04:17.000 --> 00:04:19.000]  這個大概在主前第二世紀
[00:04:19.000 --> 00:04:22.000]  就是離開以色列的時候
[00:04:22.000 --> 00:04:24.000]  大概三百年的時間左右
[00:04:24.000 --> 00:04:26.000]  它的翻譯呢
[00:04:26.000 --> 00:04:30.000]  都是一樣用這個發音來翻譯Rush
[00:04:30.000 --> 00:04:32.000]  即是形容一個地方名
[00:04:32.000 --> 00:04:37.000]  一個民族一個城市一個國家的名
[00:04:37.000 --> 00:04:40.000]  雖然在近代有些的翻譯呢
[00:04:40.000 --> 00:04:41.000]  就說這個Rush
[00:04:41.000 --> 00:04:43.000]  就說它是個頭的
[00:04:43.000 --> 00:04:44.000]  就是個領袖
[00:04:44.000 --> 00:04:47.000]  就是它下面那幾個的王的領袖
[00:04:47.000 --> 00:04:49.000]  就是這個國家
[00:04:49.000 --> 00:04:50.000]  但是呢
[00:04:50.000 --> 00:04:52.000]  如果我們從這個
[00:04:52.000 --> 00:04:56.000]  單是在這個文字和這個翻譯裏面
[00:04:56.000 --> 00:04:59.000]  和它在主前大概是五六世紀
[00:04:59.000 --> 00:05:01.000]  那些的肥利基的文字
[00:05:01.000 --> 00:05:03.000]  都是形容一個國家的話呢
[00:05:03.000 --> 00:05:06.000]  我們應該以一個國家來看
[00:05:06.000 --> 00:05:08.000]  就說聖經所說的這個羅斯呢
[00:05:08.000 --> 00:05:10.000]  就是Rush
[00:05:10.000 --> 00:05:12.000]  就是現在的所謂Russia
[00:05:12.000 --> 00:05:13.000]  今天呢
[00:05:13.000 --> 00:05:15.000]  我們來思想
[00:05:15.000 --> 00:05:16.000]  如果是這樣看的話
[00:05:16.000 --> 00:05:20.000]  哥格它是這個北方的聯盟
[00:05:20.000 --> 00:05:23.000]  這個為首的這個王
[00:05:23.000 --> 00:05:26.000]  它所包含的是這個羅斯
[00:05:26.000 --> 00:05:29.000]  這個俄羅斯現在所說的
[00:05:29.000 --> 00:05:32.000]  或者是現在米切裏面
[00:05:32.000 --> 00:05:34.000]  所謂這個Georgia那一帶的
[00:05:34.000 --> 00:05:36.000]  在這個黑海熱西的
[00:05:36.000 --> 00:05:39.000]  或者是這個馬國地
[00:05:39.000 --> 00:05:43.000]  現在當然這些地方的判斷是哪
[00:05:43.000 --> 00:05:45.000]  現在哪些的地域呢
[00:05:45.000 --> 00:05:47.000]  我們很難這樣來的
[00:05:47.000 --> 00:05:49.000]  好100%的來的
[00:05:49.000 --> 00:05:50.000]  肯定來說
[00:05:50.000 --> 00:05:51.000]  但是呢
[00:05:51.000 --> 00:05:53.000]  它以前的國界也沒有分得那麼清楚
[00:05:53.000 --> 00:05:55.000]  它那個地域的疆域的
[00:05:55.000 --> 00:05:57.000]  那個改變力也會很大
[00:05:57.000 --> 00:05:58.000]  但是呢
[00:05:58.000 --> 00:05:59.000]  馬國地呢
[00:05:59.000 --> 00:06:01.000]  我們一般來看就是現在的
[00:06:01.000 --> 00:06:03.000]  中亞的哈薩克
[00:06:03.000 --> 00:06:05.000]  就是這個烏茲別卡
[00:06:05.000 --> 00:06:07.000]  就是這些斯坦國的
[00:06:07.000 --> 00:06:09.000]  跟熱根
[00:06:09.000 --> 00:06:11.000]  斯坦國這一帶的地方
[00:06:11.000 --> 00:06:13.000]  就是現在我們所謂的一帶一路
[00:06:13.000 --> 00:06:15.000]  所要去到的地方
[00:06:15.000 --> 00:06:17.000]  你看到
[00:06:17.000 --> 00:06:19.000]  如果是這樣來的了解的話
[00:06:19.000 --> 00:06:21.000]  俄羅斯
[00:06:21.000 --> 00:06:23.000]  在聖經裏面
[00:06:23.000 --> 00:06:25.000]  是有一定的那個
[00:06:25.000 --> 00:06:26.000]  位置
[00:06:26.000 --> 00:06:27.000]  我們看看它的歷史
[00:06:27.000 --> 00:06:29.000]  這個所謂東斯拉夫的民族
[00:06:29.000 --> 00:06:31.000]  Slavic
[00:06:31.000 --> 00:06:34.000]  它是屬於當Frank傳到那邊的時候
[00:06:34.000 --> 00:06:36.000]  成為東正教的
[00:06:36.000 --> 00:06:37.000]  這個的
[00:06:37.000 --> 00:06:39.000]  跟西方的教會有些不同
[00:06:39.000 --> 00:06:41.000]  它是這個的
[00:06:41.000 --> 00:06:43.000]  以哩列文為主的
[00:06:43.000 --> 00:06:45.000]  這個東方的教會
[00:06:45.000 --> 00:06:47.000]  在
[00:06:47.000 --> 00:06:49.000]  這個第九世紀的時候
[00:06:49.000 --> 00:06:51.000]  就建立了一個
[00:06:51.000 --> 00:06:53.000]  基夫羅斯國
[00:06:53.000 --> 00:06:55.000]  就是現在這個烏克蘭的首都
[00:06:55.000 --> 00:06:57.000]  基夫
[00:06:57.000 --> 00:06:59.000]  他當時呢成為了一個
[00:06:59.000 --> 00:07:01.000]  的聯盟
[00:07:01.000 --> 00:07:03.000]  這個基夫和羅斯國
[00:07:03.000 --> 00:07:05.000]  是成為一個的帝國
[00:07:05.000 --> 00:07:07.000]  而莫斯科呢
[00:07:07.000 --> 00:07:09.000]  也都有一個的
[00:07:09.000 --> 00:07:11.000]  大公國
[00:07:11.000 --> 00:07:13.000]  到了十六世紀的時候呢
[00:07:13.000 --> 00:07:15.000]  就將它統一成為在這個沙皇的統治
[00:07:15.000 --> 00:07:17.000]  底下
[00:07:17.000 --> 00:07:19.000]  而在1917年的時候
[00:07:19.000 --> 00:07:21.000]  成立這個蘇維埃
[00:07:21.000 --> 00:07:23.000]  這個俄羅斯的蘇維埃社會
[00:07:23.000 --> 00:07:25.000]  共和國就是所謂蘇聯
[00:07:25.000 --> 00:07:27.000]  在那時候就產生
[00:07:27.000 --> 00:07:29.000]  而進入近代的時候呢
[00:07:29.000 --> 00:07:31.000]  你發現呢自從這個
[00:07:31.000 --> 00:07:33.000]  戈爾帕喬夫
[00:07:33.000 --> 00:07:35.000]  Gorbachev
[00:07:35.000 --> 00:07:37.000]  他提出這個Glasgow開放
[00:07:37.000 --> 00:07:39.000]  政策之後呢在1917年
[00:07:39.000 --> 00:07:41.000]  1991年呢竟然呢
[00:07:41.000 --> 00:07:43.000]  就是將整個大蘇聯
[00:07:43.000 --> 00:07:45.000]  來到解體
[00:07:45.000 --> 00:07:47.000]  12月25日
[00:07:47.000 --> 00:07:49.000]  在
[00:07:49.000 --> 00:07:51.000]  我們中國的翻譯裡面
[00:07:51.000 --> 00:07:53.000]  如果你看這個金庸
[00:07:53.000 --> 00:07:55.000]  他在錄頂記的時候
[00:07:55.000 --> 00:07:57.000]  就其中一段呢就講
[00:07:57.000 --> 00:07:59.000]  這個羅薩國
[00:07:59.000 --> 00:08:01.000]  就是這個羅斯就是俄羅斯
[00:08:01.000 --> 00:08:03.000]  我不知道你有沒有看錄頂記
[00:08:03.000 --> 00:08:05.000]  這個衛小寶
[00:08:05.000 --> 00:08:07.000]  他就在元朝的時候
[00:08:07.000 --> 00:08:09.000]  他們蒙古縣
[00:08:09.000 --> 00:08:11.000]  就叫做
[00:08:11.000 --> 00:08:13.000]  蒙古縣他發不到
[00:08:13.000 --> 00:08:15.000]  那個Rose
[00:08:15.000 --> 00:08:17.000]  這個R的音的
[00:08:17.000 --> 00:08:19.000]  所謂亞太縣他發不出
[00:08:19.000 --> 00:08:21.000]  這個Rose這個音的
[00:08:21.000 --> 00:08:23.000]  於是他前面加個Rose
[00:08:23.000 --> 00:08:25.000]  所以我們後來的中文翻譯呢
[00:08:25.000 --> 00:08:27.000]  就俄羅斯Rose
[00:08:27.000 --> 00:08:29.000]  就是這樣來翻譯出來
[00:08:29.000 --> 00:08:31.000]  所以我們現在仍然是叫俄羅斯
[00:08:33.000 --> 00:08:35.000]  在這個整個的
[00:08:35.000 --> 00:08:37.000]  近代的這個
[00:08:37.000 --> 00:08:39.000]  大的格局
[00:08:39.000 --> 00:08:41.000]  那個鋪排的裡面
[00:08:41.000 --> 00:08:43.000]  所謂大格局呢就是說呢
[00:08:43.000 --> 00:08:45.000]  在大國的競爭博弈的底下
[00:08:45.000 --> 00:08:47.000]  無論在這個
[00:08:47.000 --> 00:08:49.000]  美國和中國
[00:08:49.000 --> 00:08:51.000]  俄羅斯這些世界的大國之間
[00:08:51.000 --> 00:08:53.000]  他好像捉圍棋一樣
[00:08:53.000 --> 00:08:55.000]  怎樣來將棋子推來推去
[00:08:55.000 --> 00:08:57.000]  來佈局
[00:08:57.000 --> 00:08:59.000]  來產生他的霸權
[00:08:59.000 --> 00:09:01.000]  和影響力
[00:09:01.000 --> 00:09:03.000]  在這個大的格局的
[00:09:03.000 --> 00:09:05.000]  博弈的裡面
[00:09:05.000 --> 00:09:07.000]  你和我
[00:09:07.000 --> 00:09:09.000]  都要關注這件事
[00:09:09.000 --> 00:09:11.000]  究竟這一場戰爭
[00:09:11.000 --> 00:09:13.000]  是不是真的偶然的突發的產生呢
[00:09:13.000 --> 00:09:15.000]  還是他經過一段的時間
[00:09:15.000 --> 00:09:17.000]  所醞釀
[00:09:17.000 --> 00:09:19.000]  自從克里米亞
[00:09:19.000 --> 00:09:21.000]  被歸入
[00:09:21.000 --> 00:09:23.000]  這個俄羅斯之後
[00:09:23.000 --> 00:09:25.000]  然後西方的國家
[00:09:25.000 --> 00:09:27.000]  怎樣來栽培這個古克蘭
[00:09:27.000 --> 00:09:29.000]  然後引發出這一場的戰爭
[00:09:29.000 --> 00:09:31.000]  等等的事情
[00:09:31.000 --> 00:09:33.000]  而這場戰爭呢
[00:09:33.000 --> 00:09:35.000]  中國都被捲入裡面
[00:09:35.000 --> 00:09:37.000]  雖然我們沒有派軍隊
[00:09:37.000 --> 00:09:39.000]  但仍然是在中間的
[00:09:39.000 --> 00:09:41.000]  大格局的博弈的裡面
[00:09:41.000 --> 00:09:43.000]  一個重要的分子
[00:09:43.000 --> 00:09:45.000]  所以有很多人就問
[00:09:45.000 --> 00:09:47.000]  究竟我們怎樣來
[00:09:47.000 --> 00:09:49.000]  看這一場的戰爭
[00:09:49.000 --> 00:09:51.000]  怎樣來看俄羅斯會不會
[00:09:51.000 --> 00:09:53.000]  在這場的戰爭裡面
[00:09:53.000 --> 00:09:55.000]  來將他的國勢
[00:09:55.000 --> 00:09:57.000]  直轉的
[00:09:57.000 --> 00:09:59.000]  下跌呢
[00:09:59.000 --> 00:10:01.000]  還是他仍然可以保持
[00:10:01.000 --> 00:10:03.000]  甚至將他的國勢
[00:10:03.000 --> 00:10:05.000]  恢復回大俄羅斯
[00:10:05.000 --> 00:10:07.000]  這種情況呢
[00:10:07.000 --> 00:10:09.000]  這個是
[00:10:09.000 --> 00:10:11.000]  我們從聖經的角度
[00:10:11.000 --> 00:10:13.000]  繼續看下去
[00:10:13.000 --> 00:10:15.000]  在這個
[00:10:15.000 --> 00:10:17.000]  38章的第六節裡面
[00:10:17.000 --> 00:10:19.000]  當你一路看38章
[00:10:19.000 --> 00:10:21.000]  其實整章都是講到
[00:10:21.000 --> 00:10:23.000]  這個馬國地
[00:10:23.000 --> 00:10:25.000]  講到這個
[00:10:25.000 --> 00:10:27.000]  北聯盟的軍隊
[00:10:27.000 --> 00:10:29.000]  為首的就是
[00:10:29.000 --> 00:10:31.000]  這個哥格的王
[00:10:31.000 --> 00:10:35.000]  第六節就說哥格人
[00:10:35.000 --> 00:10:37.000]  就是哥貿人
[00:10:37.000 --> 00:10:39.000]  就是他們為首的北聯盟
[00:10:39.000 --> 00:10:41.000]  和他的軍隊
[00:10:41.000 --> 00:10:43.000]  北方極處的這幾個民族
[00:10:43.000 --> 00:10:45.000]  這個陀伽馬族
[00:10:45.000 --> 00:10:47.000]  和他的軍隊
[00:10:47.000 --> 00:10:49.000]  和很多的國民
[00:10:49.000 --> 00:10:51.000]  都跟著他來
[00:10:51.000 --> 00:10:53.000]  還有什麼呢?第七節就說
[00:10:53.000 --> 00:10:55.000]  他們聚集到
[00:10:55.000 --> 00:10:57.000]  這個
[00:10:57.000 --> 00:10:59.000]  哥貿那裡
[00:10:59.000 --> 00:11:01.000]  各個軍隊準備好了
[00:11:01.000 --> 00:11:03.000]  他自己也都準備好了
[00:11:03.000 --> 00:11:05.000]  做這個
[00:11:05.000 --> 00:11:07.000]  北聯盟的大元帥
[00:11:07.000 --> 00:11:09.000]  向北方的
[00:11:09.000 --> 00:11:11.000]  聯盟呢
[00:11:11.000 --> 00:11:13.000]  搭上他們的軍隊
[00:11:13.000 --> 00:11:15.000]  做什麼呢?
[00:11:15.000 --> 00:11:17.000]  繼續看下去的時候
[00:11:17.000 --> 00:11:19.000]  你們看到他們
[00:11:19.000 --> 00:11:21.000]  這個聯軍一路下來
[00:11:21.000 --> 00:11:23.000]  率領著很多的國民
[00:11:23.000 --> 00:11:25.000]  然後
[00:11:25.000 --> 00:11:27.000]  形容騎著馬
[00:11:27.000 --> 00:11:29.000]  一大隊的軍兵
[00:11:29.000 --> 00:11:31.000]  然後呢
[00:11:31.000 --> 00:11:33.000]  哥格呢
[00:11:33.000 --> 00:11:35.000]  就上來攻擊
[00:11:35.000 --> 00:11:37.000]  我的民
[00:11:37.000 --> 00:11:39.000]  以色列民
[00:11:39.000 --> 00:11:41.000]  就是說當時所發生的
[00:11:41.000 --> 00:11:43.000]  是什麼情景呢?
[00:11:43.000 --> 00:11:45.000]  這個情景不是一個
[00:11:45.000 --> 00:11:47.000]  現在所發生的情景
[00:11:47.000 --> 00:11:49.000]  而是將來
[00:11:49.000 --> 00:11:51.000]  萬王之王的
[00:11:51.000 --> 00:11:53.000]  萬主之主耶穌基督再回來的時候
[00:11:53.000 --> 00:11:59.000]  當時北方的聯盟
[00:11:59.000 --> 00:12:01.000]  以這個哥格
[00:12:01.000 --> 00:12:03.000]  來為首
[00:12:03.000 --> 00:12:05.000]  就會派大軍
[00:12:05.000 --> 00:12:07.000]  來向著以色列
[00:12:07.000 --> 00:12:09.000]  來壓境
[00:12:09.000 --> 00:12:11.000]  而是怎麼形容呢?
[00:12:11.000 --> 00:12:13.000]  就說他們
[00:12:13.000 --> 00:12:15.000]  勿魂遮蓋地面
[00:12:15.000 --> 00:12:17.000]  鋪天蓋地
[00:12:17.000 --> 00:12:19.000]  來入侵
[00:12:19.000 --> 00:12:21.000]  以色列
[00:12:21.000 --> 00:12:23.000]  帶著
[00:12:23.000 --> 00:12:25.000]  這些大軍
[00:12:25.000 --> 00:12:27.000]  來攻擊
[00:12:27.000 --> 00:12:29.000]  他們的選民
[00:12:29.000 --> 00:12:31.000]  以色列的時候
[00:12:31.000 --> 00:12:33.000]  當時政經就說
[00:12:33.000 --> 00:12:35.000]  我要在外邦人的眼前
[00:12:35.000 --> 00:12:37.000]  在你身上顯為勝的時候
[00:12:37.000 --> 00:12:39.000]  好叫他們認識
[00:12:39.000 --> 00:12:41.000]  耶和華神
[00:12:41.000 --> 00:12:43.000]  然後你繼續看下去的時候
[00:12:43.000 --> 00:12:45.000]  意思就是說將這個情景
[00:12:45.000 --> 00:12:47.000]  推到
[00:12:47.000 --> 00:12:49.000]  主耶穌基督再回來的時候
[00:12:49.000 --> 00:12:51.000]  這個世上會產生
[00:12:51.000 --> 00:12:53.000]  很多的事情
[00:12:53.000 --> 00:12:55.000]  這個世上所產生的事情
[00:12:55.000 --> 00:12:57.000]  包括就是
[00:12:57.000 --> 00:12:59.000]  北方的聯盟
[00:12:59.000 --> 00:13:01.000]  就會派軍隊
[00:13:01.000 --> 00:13:03.000]  來到大軍鋪天蓋地的
[00:13:03.000 --> 00:13:05.000]  來到聖地
[00:13:05.000 --> 00:13:07.000]  然後東方的聯盟的軍隊
[00:13:07.000 --> 00:13:09.000]  東方的聯盟軍隊
[00:13:09.000 --> 00:13:11.000]  很可能是伊斯蘭教的
[00:13:11.000 --> 00:13:13.000]  這些大軍
[00:13:13.000 --> 00:13:15.000]  鋪天蓋地的也會來
[00:13:15.000 --> 00:13:17.000]  中國的軍隊會不會加入呢
[00:13:17.000 --> 00:13:19.000]  我們不清楚
[00:13:19.000 --> 00:13:21.000]  東方的王在
[00:13:21.000 --> 00:13:23.000]  啟示錄裡面所提及
[00:13:23.000 --> 00:13:25.000]  就是這個
[00:13:25.000 --> 00:13:27.000]  在聖地以東的地方
[00:13:27.000 --> 00:13:29.000]  當時
[00:13:29.000 --> 00:13:31.000]  他們集合在一起
[00:13:31.000 --> 00:13:33.000]  就和以色列盟
[00:13:33.000 --> 00:13:35.000]  來爭戰
[00:13:35.000 --> 00:13:37.000]  就在這一段時間
[00:13:37.000 --> 00:13:39.000]  來形容這一段經文
[00:13:39.000 --> 00:13:41.000]  所提出來的
[00:13:41.000 --> 00:13:43.000]  就是說
[00:13:43.000 --> 00:13:45.000]  耶穌基督再回來的時候
[00:13:45.000 --> 00:13:47.000]  當地上的
[00:13:47.000 --> 00:13:49.000]  神的選民
[00:13:49.000 --> 00:13:51.000]  以色列盟受到這種攻擊的時候
[00:13:51.000 --> 00:13:53.000]  而耶穌基督
[00:13:53.000 --> 00:13:55.000]  祂的榮耀彰顯
[00:13:55.000 --> 00:13:57.000]  然後就將
[00:13:57.000 --> 00:13:59.000]  戈格
[00:13:59.000 --> 00:14:01.000]  戈格帶著北聯盟
[00:14:01.000 --> 00:14:03.000]  來攻擊以色列的時候
[00:14:03.000 --> 00:14:05.000]  神的怒氣
[00:14:05.000 --> 00:14:07.000]  就從鼻孔推出來
[00:14:07.000 --> 00:14:09.000]  然後就將他們
[00:14:09.000 --> 00:14:11.000]  消滅
[00:14:11.000 --> 00:14:13.000]  所以俄羅斯如果這樣看的話
[00:14:13.000 --> 00:14:15.000]  他不會在這一場
[00:14:15.000 --> 00:14:17.000]  戰爭俄烏的戰爭裡面
[00:14:17.000 --> 00:14:19.000]  削弱他的勢力
[00:14:19.000 --> 00:14:21.000]  而且他很可能
[00:14:21.000 --> 00:14:23.000]  就會在這場戰爭裡面
[00:14:23.000 --> 00:14:25.000]  更加回復
[00:14:25.000 --> 00:14:27.000]  他以前那種的強盛
[00:14:27.000 --> 00:14:29.000]  如果這樣看的話
[00:14:29.000 --> 00:14:31.000]  就是說我們要
[00:14:31.000 --> 00:14:33.000]  預備迎戰將來
[00:14:33.000 --> 00:14:35.000]  這一場更大的
[00:14:35.000 --> 00:14:37.000]  萬世的戰爭
[00:14:37.000 --> 00:14:39.000]  是當主耶穌基督回來的時候
[00:14:39.000 --> 00:14:41.000]  所出現的事情
[00:14:41.000 --> 00:14:43.000]  所出現的事情
[00:14:43.000 --> 00:14:45.000]  就是當時又說神
[00:14:45.000 --> 00:14:47.000]  在主耶穌基督再回來的時候
[00:14:47.000 --> 00:14:49.000]  將祂的榮耀
[00:14:49.000 --> 00:14:51.000]  在列國裡面
[00:14:51.000 --> 00:14:53.000]  彰顯出來
[00:14:53.000 --> 00:14:55.000]  萬民就會看見
[00:14:55.000 --> 00:14:57.000]  祂所行出來的審判
[00:14:57.000 --> 00:14:59.000]  我們講到
[00:14:59.000 --> 00:15:01.000]  二十七傑書的時候
[00:15:01.000 --> 00:15:03.000]  你知道前面的
[00:15:03.000 --> 00:15:05.000]  三十二章都是講到
[00:15:05.000 --> 00:15:07.000]  神的公義、神的聖潔
[00:15:07.000 --> 00:15:09.000]  神的審判
[00:15:09.000 --> 00:15:11.000]  由大人到以色列人
[00:15:11.000 --> 00:15:13.000]  到列國
[00:15:13.000 --> 00:15:15.000]  包括埃及、阿門
[00:15:15.000 --> 00:15:17.000]  包括各方面
[00:15:17.000 --> 00:15:19.000]  現在在三十九章裡面
[00:15:19.000 --> 00:15:21.000]  同樣講到神的榮耀
[00:15:21.000 --> 00:15:23.000]  彰顯出來在萬國中間
[00:15:23.000 --> 00:15:25.000]  顯出的榮耀
[00:15:25.000 --> 00:15:27.000]  在那天以色列家
[00:15:27.000 --> 00:15:29.000]  就會知道
[00:15:29.000 --> 00:15:31.000]  耶和華他們的神
[00:15:31.000 --> 00:15:33.000]  現在猶太人
[00:15:33.000 --> 00:15:35.000]  你不要以為猶太人裡面
[00:15:35.000 --> 00:15:37.000]  很多是很敬虔的
[00:15:37.000 --> 00:15:39.000]  在電視裡面看見
[00:15:39.000 --> 00:15:41.000]  穿著黑衣服、鬍鬚
[00:15:41.000 --> 00:15:43.000]  好像很敬虔的猶太人
[00:15:43.000 --> 00:15:45.000]  在現在的以色列國裡面
[00:15:45.000 --> 00:15:47.000]  是佔少數的
[00:15:47.000 --> 00:15:49.000]  以色列國民
[00:15:49.000 --> 00:15:51.000]  百分之八十五到九十
[00:15:51.000 --> 00:15:53.000]  都是所謂叫做
[00:15:53.000 --> 00:15:55.000]  西族的猶太人
[00:15:55.000 --> 00:15:57.000]  就是說他們
[00:15:57.000 --> 00:15:59.000]  當時又說沒有刀
[00:15:59.000 --> 00:16:01.000]  他們過著自己的生活
[00:16:01.000 --> 00:16:03.000]  有很多
[00:16:03.000 --> 00:16:05.000]  根本是一個無神論的
[00:16:05.000 --> 00:16:07.000]  甚至是懷疑主義者的
[00:16:07.000 --> 00:16:09.000]  這一班的以色列民
[00:16:09.000 --> 00:16:11.000]  在神的恩典和計劃裡面
[00:16:11.000 --> 00:16:13.000]  以色列的全家
[00:16:13.000 --> 00:16:15.000]  都會來到歸鄉主
[00:16:15.000 --> 00:16:17.000]  在羅馬書
[00:16:17.000 --> 00:16:19.000]  如果你們看羅馬書
[00:16:19.000 --> 00:16:21.000]  第九章到十一章
[00:16:21.000 --> 00:16:23.000]  就是記述到這件事
[00:16:23.000 --> 00:16:25.000]  特別在十一章的時候
[00:16:25.000 --> 00:16:27.000]  就會講到以色列民
[00:16:27.000 --> 00:16:29.000]  他現在雖然是幾分的心硬
[00:16:29.000 --> 00:16:31.000]  但是將來
[00:16:31.000 --> 00:16:33.000]  當主宰回來
[00:16:33.000 --> 00:16:35.000]  將會榮耀的時候
[00:16:35.000 --> 00:16:37.000]  他們全家會再一次接受耶穌基督
[00:16:37.000 --> 00:16:39.000]  就是他們的尼塞亞
[00:16:39.000 --> 00:16:41.000]  我們要問一個問題
[00:16:41.000 --> 00:16:43.000]  如果聖經
[00:16:43.000 --> 00:16:45.000]  是有提到將來
[00:16:45.000 --> 00:16:47.000]  所發生的事情
[00:16:47.000 --> 00:16:49.000]  是這麼精準的
[00:16:49.000 --> 00:16:51.000]  特別是他第一次
[00:16:51.000 --> 00:16:53.000]  回來的時候是這麼準確的
[00:16:53.000 --> 00:16:55.000]  有三百多個預言
[00:16:55.000 --> 00:16:57.000]  預言到他降生
[00:16:57.000 --> 00:16:59.000]  也有三百多個預言
[00:16:59.000 --> 00:17:01.000]  預言到他將來再回來的時候
[00:17:01.000 --> 00:17:03.000]  在這樣的一個
[00:17:03.000 --> 00:17:05.000]  預言的應驗裡面
[00:17:05.000 --> 00:17:07.000]  究竟我們
[00:17:07.000 --> 00:17:09.000]  怎樣來看
