
[00:00:00.000 --> 00:00:08.000]  建招拆招的意思是你要征戰
[00:03:07.000 --> 00:03:12.000]  來祝福世界上所有萬國萬民
[00:03:12.000 --> 00:03:15.000]  不過以色列人很不聽話
[00:03:15.000 --> 00:03:20.000]  所以以色列人幾千年命運都很悲慘
[00:03:20.000 --> 00:03:24.000]  當時以色列人為了逃避饑荒
[00:03:24.000 --> 00:03:27.000]  他們去到埃及地那裏
[00:03:27.000 --> 00:03:29.000]  當他們去的時候
[00:03:29.000 --> 00:03:31.000]  是以上賓被人招待
[00:03:31.000 --> 00:03:34.000]  但是經過四百年左右的時候
[00:03:34.000 --> 00:03:36.000]  換了幾個朝代
[00:03:36.000 --> 00:03:38.000]  慢慢他們的人數越來越多
[00:03:38.000 --> 00:03:41.000]  本來在那裏是上賓的
[00:03:41.000 --> 00:03:43.000]  很快的四百年後
[00:03:43.000 --> 00:03:46.000]  他們就說這班人是一個累贅
[00:03:46.000 --> 00:03:49.000]  這班猶太人大家都知道
[00:03:49.000 --> 00:03:51.000]  去到那裏都能夠生存
[00:03:51.000 --> 00:03:53.000]  而且生存得很好
[00:03:53.000 --> 00:03:58.000]  所以在那裏慢慢變成一班很強盛的人
[00:03:58.000 --> 00:04:00.000]  埃及人說不行
[00:04:00.000 --> 00:04:03.000]  我們要將他們成為奴隸來奴役他們
[00:04:03.000 --> 00:04:05.000]  所以當他們在那裏做奴隸的時候
[00:04:05.000 --> 00:04:08.000]  他們的呼聲就達到上帝那裏
[00:04:08.000 --> 00:04:12.000]  上帝興起摩西帶領他們出埃及
[00:04:12.000 --> 00:04:16.000]  本來由埃及出來進入
[00:04:16.000 --> 00:04:19.000]  神應許他們的所謂迦南地
[00:04:19.000 --> 00:04:21.000]  就是今天以色列國的地方
[00:04:21.000 --> 00:04:24.000]  是神早已答應給他們的
[00:04:24.000 --> 00:04:27.000]  本來兩個月時間就能進去
[00:04:27.000 --> 00:04:29.000]  但是結果他們走了多久呢?
[00:04:29.000 --> 00:04:30.000]  走了四十年
[00:04:30.000 --> 00:04:32.000]  因為他們不聽話的緣故
[00:04:32.000 --> 00:04:37.000]  所以神讓他們在曠野繞來繞去四十年
[00:04:37.000 --> 00:04:39.000]  很無奈吧?
[00:04:39.000 --> 00:04:43.000]  如果你有四十年的時間都在繞圈
[00:04:43.000 --> 00:04:45.000]  你會覺得很無奈
[00:04:45.000 --> 00:04:48.000]  但是這種無奈當中
[00:04:48.000 --> 00:04:51.000]  亦都產生了很多的舒服
[00:04:51.000 --> 00:04:53.000]  因為你習慣了
[00:04:53.000 --> 00:04:56.000]  慢慢在曠野那裏新的一代出來
[00:04:56.000 --> 00:04:57.000]  舊的一代過去
[00:04:57.000 --> 00:05:00.000]  他在曠野那裏神用瑪那來餵他們
[00:05:00.000 --> 00:05:02.000]  神用鵪鶉來餵他們
[00:05:02.000 --> 00:05:06.000]  他們在沙漠那裏亦都沒有需要和人爭戰
[00:05:06.000 --> 00:05:10.000]  是一個很舒服很習慣的環境
[00:05:10.000 --> 00:05:11.000]  有四十年
[00:05:11.000 --> 00:05:15.000]  這班人在曠野那裏雖然是沒有甚麼目的
[00:05:15.000 --> 00:05:16.000]  在那裏繞圈
[00:05:16.000 --> 00:05:19.000]  但是慢慢都習慣了
[00:05:19.000 --> 00:05:22.000]  但是神擺在他們面前
[00:05:22.000 --> 00:05:23.000]  神的時間到了
[00:05:23.000 --> 00:05:27.000]  神要他們面對一個很大的挑戰
[00:05:27.000 --> 00:05:31.000]  他們是需要見招拆招
[00:05:31.000 --> 00:05:36.000]  今早我們就在思想這件往事
[00:05:36.000 --> 00:05:39.000]  思想這一個人叫做約書亞
[00:05:39.000 --> 00:05:42.000]  原來摩西帶領他們出埃及
[00:05:42.000 --> 00:05:45.000]  摩西是一個很偉大的領袖
[00:05:45.000 --> 00:05:48.000]  四十年帶領他們在曠野那裏
[00:05:48.000 --> 00:05:52.000]  但是現在到第三十八年了
[00:05:52.000 --> 00:05:54.000]  摩西要離開世界
[00:05:54.000 --> 00:05:58.000]  他們就在迦南地的門口
[00:05:58.000 --> 00:06:00.000]  我去年十一月就站在那裏
[00:06:00.000 --> 00:06:02.000]  望入去迦南地
[00:06:02.000 --> 00:06:05.000]  第一個城市叫做耶利哥
[00:06:05.000 --> 00:06:08.000]  今日你都仍然這些地方全部都在那裏
[00:06:08.000 --> 00:06:10.000]  我們站在那裏的時候
[00:06:10.000 --> 00:06:13.000]  我就想起三千多年前
[00:06:13.000 --> 00:06:17.000]  當時大概二百多萬的以色列人
[00:06:17.000 --> 00:06:19.000]  摩西要離開
[00:06:19.000 --> 00:06:23.000]  一個新的領袖起來帶領他們
[00:06:23.000 --> 00:06:25.000]  要攻入去迦南地
[00:06:25.000 --> 00:06:28.000]  原來迦南地雖然是神應許他們
[00:06:28.000 --> 00:06:30.000]  即是說這塊地是給你的
[00:06:30.000 --> 00:06:33.000]  但是當他們在埃及四百多年的時候
[00:06:33.000 --> 00:06:36.000]  那塊地不會空了在那裏等他們回來
[00:06:36.000 --> 00:06:38.000]  那塊地有很多的迦南人
[00:06:38.000 --> 00:06:41.000]  有七個不同的族是住在那裏
[00:06:41.000 --> 00:06:44.000]  而這些人霸佔了那裏的地方
[00:06:44.000 --> 00:06:46.000]  他覺得你以色列人回來
[00:06:46.000 --> 00:06:49.000]  你自己知道這是神應許你的地
[00:06:49.000 --> 00:06:51.000]  但是在當時住在那裏的人來說
[00:06:51.000 --> 00:06:54.000]  你是來霸佔我們的地方
[00:06:54.000 --> 00:06:56.000]  這些人都是不認識上帝
[00:06:56.000 --> 00:06:58.000]  都是拜偶像
[00:06:58.000 --> 00:07:01.000]  都是以這些以色列人為敵的
[00:07:01.000 --> 00:07:04.000]  所以大家可以想像一下當時的情況
[00:07:04.000 --> 00:07:08.000]  這一班全部都是在曠野出生的年輕人
[00:07:08.000 --> 00:07:11.000]  未見過神帶他們出埃及
[00:07:11.000 --> 00:07:16.000]  未見過他們之前的神蹟
[00:07:16.000 --> 00:07:18.000]  在曠野那裏兜兜轉轉
[00:07:18.000 --> 00:07:19.000]  很舒服的生活
[00:07:19.000 --> 00:07:21.000]  現在來到迦南地
[00:07:21.000 --> 00:07:23.000]  那個領袖又死了
[00:07:23.000 --> 00:07:25.000]  偉大的領袖死了
[00:07:25.000 --> 00:07:27.000]  一個新的出來
[00:07:27.000 --> 00:07:31.000]  要帶領他們攻入耶利哥
[00:07:31.000 --> 00:07:34.000]  這是一個很艱鉅的工作
[00:07:34.000 --> 00:07:37.000]  這招真的很難解策
[00:07:37.000 --> 00:07:40.000]  但是他們就面對這件事
[00:07:40.000 --> 00:07:43.000]  所以今天我們要看這段往事的背景
[00:07:43.000 --> 00:07:45.000]  背景第一件事
[00:07:45.000 --> 00:07:48.000]  第一件事我們知道人生突變
[00:07:48.000 --> 00:07:54.000]  人生當中一定會遇到有突然的改變
[00:07:54.000 --> 00:07:59.000]  在約書亞記第一章
[00:07:59.000 --> 00:08:01.000]  一開始的時候
[00:08:01.000 --> 00:08:02.000]  神跟他們說
[00:08:02.000 --> 00:08:05.000]  你的僕人摩西死了
[00:08:05.000 --> 00:08:08.000]  摩西死了代表一個朝代的改變
[00:08:08.000 --> 00:08:10.000]  一個偉大的領袖的離去
[00:08:10.000 --> 00:08:14.000]  是要面對很大的挑戰
[00:08:14.000 --> 00:08:15.000]  面對不明朗
[00:08:15.000 --> 00:08:17.000]  我們叫做Uncertainty
[00:08:17.000 --> 00:08:19.000]  人生就有很多這些東西
[00:08:19.000 --> 00:08:21.000]  可能你只活了二十多歲
[00:08:21.000 --> 00:08:24.000]  你沒有看到什麼大變
[00:08:24.000 --> 00:08:26.000]  有時你的生活突然會改變
[00:08:26.000 --> 00:08:27.000]  你的健康突然會改變
[00:08:27.000 --> 00:08:29.000]  你的家庭突然會改變
[00:08:29.000 --> 00:08:31.000]  世界上的事突然會改變
[00:08:31.000 --> 00:08:32.000]  而且改變得很快
[00:08:32.000 --> 00:08:35.000]  是你和我都控制不了的
[00:08:35.000 --> 00:08:39.000]  所以第一件事就是人生突變
[00:08:39.000 --> 00:08:40.000]  摩西死了
[00:08:40.000 --> 00:08:42.000]  新的朝代開始
[00:08:42.000 --> 00:08:44.000]  林毅受命
[00:08:44.000 --> 00:08:46.000]  在第二節的時候
[00:08:46.000 --> 00:08:49.000]  神說你要起來
[00:08:49.000 --> 00:08:52.000]  神跟約書亞說
[00:08:52.000 --> 00:08:55.000]  摩西死了
[00:08:55.000 --> 00:09:00.000]  但我要你起來帶領這些人進入迦南地
[00:09:00.000 --> 00:09:04.000]  即是進入迦南地這麼重大的任務
[00:09:04.000 --> 00:09:08.000]  落在assistant
[00:09:08.000 --> 00:09:10.000]  一直都是協助摩西
[00:09:10.000 --> 00:09:14.000]  做assistant和做真正的領袖是差很遠的
[00:09:14.000 --> 00:09:16.000]  現在他要負起這個責任
[00:09:16.000 --> 00:09:19.000]  這一班人可以說是烏合之眾
[00:09:19.000 --> 00:09:20.000]  未打過仗
[00:09:20.000 --> 00:09:22.000]  全部都在曠野出生
[00:09:22.000 --> 00:09:25.000]  只有男人有六十萬人
[00:09:25.000 --> 00:09:27.000]  再加上小朋友
[00:09:27.000 --> 00:09:28.000]  再加上女人
[00:09:28.000 --> 00:09:31.000]  估計有二百至二百五十人
[00:09:31.000 --> 00:09:33.000]  這一班未經過挑戰
[00:09:33.000 --> 00:09:34.000]  未打過仗
[00:09:34.000 --> 00:09:36.000]  未受過訓練的烏合之眾
[00:09:36.000 --> 00:09:39.000]  現在被一個新的領袖帶領
[00:09:39.000 --> 00:09:43.000]  要攻進去打裡面那七個族的人
[00:09:43.000 --> 00:09:46.000]  來取回那塊地
[00:09:46.000 --> 00:09:49.000]  所以你可以想像
[00:09:49.000 --> 00:09:51.000]  心中的惶恐
[00:09:51.000 --> 00:09:54.000]  聖經沒有說約書亞很害怕
[00:09:54.000 --> 00:09:57.000]  但我怎樣知道他是心中惶恐呢?
[00:09:57.000 --> 00:10:01.000]  因為在這裡神是四次告訴他
[00:10:01.000 --> 00:10:02.000]  你不用害怕
[00:10:02.000 --> 00:10:04.000]  你剛強壯膽
[00:10:04.000 --> 00:10:06.000]  為何神要跟他說四次呢?
[00:10:06.000 --> 00:10:08.000]  很明顯就是他心裡很害怕
[00:10:08.000 --> 00:10:09.000]  你也會害怕
[00:10:09.000 --> 00:10:11.000]  帶領著這麼大班人
[00:10:11.000 --> 00:10:13.000]  這麼艱鉅的工作
[00:10:13.000 --> 00:10:15.000]  第六節 第七節 第九節
[00:10:15.000 --> 00:10:16.000]  還有第十八節
[00:10:16.000 --> 00:10:19.000]  神四次告訴他
[00:10:19.000 --> 00:10:22.000]  你不用害怕
[00:10:22.000 --> 00:10:23.000]  這是當時的背景
[00:10:23.000 --> 00:10:27.000]  我們今天要從四方面來思想
[00:10:27.000 --> 00:10:30.000]  第一 我們要思想一下神對他的吩咐
[00:10:30.000 --> 00:10:33.000]  神吩咐我們做的事其實很清楚
[00:10:33.000 --> 00:10:35.000]  很多時候你和我聽得不清楚
[00:10:35.000 --> 00:10:37.000]  是我們的問題
[00:10:37.000 --> 00:10:39.000]  不是神的問題
[00:10:39.000 --> 00:10:44.000]  是神吩咐人要做的事是很清楚的
[00:10:44.000 --> 00:10:47.000]  第二 我們要思想神的應許
[00:10:47.000 --> 00:10:49.000]  神的promises
[00:10:49.000 --> 00:10:52.000]  應許就是神答應過你的事
[00:10:52.000 --> 00:10:54.000]  神一定遵守的
[00:10:54.000 --> 00:10:58.000]  神在差派他做這麼艱鉅工作的時候
[00:10:58.000 --> 00:11:00.000]  對他有什麼應許呢?
[00:11:00.000 --> 00:11:02.000]  第三 我們要看看神的話語
[00:11:02.000 --> 00:11:04.000]  神的話語
[00:11:04.000 --> 00:11:07.000]  當時是神親口跟他們說的
[00:11:07.000 --> 00:11:09.000]  是聖經未寫下來
[00:11:09.000 --> 00:11:13.000]  今天我們整本聖經都是神的話語
[00:11:13.000 --> 00:11:16.000]  一會兒我們會用一點時間來思想
[00:11:16.000 --> 00:11:20.000]  第四 神不單止是對我們有吩咐
[00:11:20.000 --> 00:11:22.000]  對我們有應許
[00:11:22.000 --> 00:11:24.000]  對我們有話語
[00:11:24.000 --> 00:11:27.000]  神也是與你和我同在
[00:11:27.000 --> 00:11:32.000]  這四樣東西令我們遇到人生的風浪
[00:11:32.000 --> 00:11:34.000]  要見招拆招的時候
[00:11:34.000 --> 00:11:36.000]  我們的心裡就不會害怕
[00:11:36.000 --> 00:11:38.000]  我們有把握 我們有信心
[00:11:38.000 --> 00:11:40.000]  因為知道神有他的吩咐
[00:11:40.000 --> 00:11:44.000]  有他的應許 有他的話語 有他的同在
[00:11:44.000 --> 00:11:46.000]  我們拿著這幾樣東西的時候
[00:11:46.000 --> 00:11:49.000]  無論人生給我們什麼挑戰
[00:11:49.000 --> 00:11:50.000]  我們都能夠應付
[00:11:50.000 --> 00:11:52.000]  第一 我們看神的吩咐
[00:11:52.000 --> 00:11:54.000]  神的吩咐第一
[00:11:54.000 --> 00:11:57.000]  神很清楚將他的使命說出來
[00:11:57.000 --> 00:11:59.000]  神不轉彎抹角
[00:11:59.000 --> 00:12:02.000]  神很清楚告訴約書客
[00:12:02.000 --> 00:12:04.000]  他要做什麼呢?
[00:12:04.000 --> 00:12:07.000]  他要帶領眾百姓到河
[00:12:07.000 --> 00:12:09.000]  攻入應許之地
[00:12:09.000 --> 00:12:12.000]  這是神對他的吩咐 很清楚
[00:12:12.000 --> 00:12:16.000]  神沒有叫他在那裡再兩三年紮營
[00:12:16.000 --> 00:12:19.000]  大家訓練一下 熟習一下環境
[00:12:19.000 --> 00:12:22.000]  沒有 神說現在就是時候了
[00:12:22.000 --> 00:12:25.000]  雖然你剛剛才負起領袖的責任
[00:12:25.000 --> 00:12:29.000]  現在你要做的就是帶領這二百多萬人
[00:12:29.000 --> 00:12:31.000]  到過約旦河
[00:12:31.000 --> 00:12:32.000]  在那裡紮營
[00:12:32.000 --> 00:12:35.000]  你第一座城你要攻進去的就是耶利哥
[00:12:35.000 --> 00:12:37.000]  耶利哥是一座很宏偉的城
[00:12:37.000 --> 00:12:40.000]  城牆是很堅固的
[00:12:40.000 --> 00:12:41.000]  大家不要忘記
[00:12:41.000 --> 00:12:43.000]  這一班二百多萬的人
[00:12:43.000 --> 00:12:45.000]  我剛才叫他做烏合之眾
[00:12:45.000 --> 00:12:47.000]  他們沒有打過仗 也沒有兵器
[00:12:47.000 --> 00:12:49.000]  在抗夜行動了幾十年
[00:12:49.000 --> 00:12:50.000]  有什麼兵器呢?
[00:12:50.000 --> 00:12:52.000]  沒有大炮 沒有刀劍
[00:12:52.000 --> 00:12:56.000]  他們沒有武器來跟在迦南地
[00:12:56.000 --> 00:12:59.000]  這些強盛的人來爭戰
[00:12:59.000 --> 00:13:01.000]  這一招很難刷
[00:13:01.000 --> 00:13:03.000]  因為神的使命很清楚
[00:13:03.000 --> 00:13:07.000]  你帶領他們過去攻進去耶利哥城
[00:13:07.000 --> 00:13:10.000]  第二 神是吩咐他們說
[00:13:10.000 --> 00:13:11.000]  你要遵命
[00:13:11.000 --> 00:13:13.000]  神說了給你聽的
[00:13:13.000 --> 00:13:14.000]  你就要聽了
[00:13:14.000 --> 00:13:17.000]  是謹守遵行
[00:13:17.000 --> 00:13:22.000]  謹守遵行是神以前透過摩西給他們一切的律例
[00:13:22.000 --> 00:13:24.000]  原來神在抗夜那裡
[00:13:24.000 --> 00:13:27.000]  因為二百多萬人在那裡相處
[00:13:27.000 --> 00:13:29.000]  所以神不單只是十誡
[00:13:29.000 --> 00:13:31.000]  大家以為神只是頒佈了十誡
[00:13:31.000 --> 00:13:34.000]  神其實是頒佈了很多的律例
[00:13:34.000 --> 00:13:37.000]  要他們怎樣來對神
[00:13:37.000 --> 00:13:39.000]  怎樣來對人
[00:13:39.000 --> 00:13:40.000]  很清楚
[00:13:40.000 --> 00:13:44.000]  神說你要記得遵守
[00:13:44.000 --> 00:13:49.000]  我由摩西傳給你們的律例
[00:13:49.000 --> 00:13:51.000]  這裡讓我們看到
[00:13:51.000 --> 00:13:53.000]  神是說你一定能夠進去的
[00:13:53.000 --> 00:13:55.000]  你將來進去
[00:13:55.000 --> 00:13:58.000]  你要面對這些當時拜偶像的人
[00:13:58.000 --> 00:14:01.000]  我要你跟他們完全不同
[00:14:01.000 --> 00:14:03.000]  我不想你跟他們同化
[00:14:03.000 --> 00:14:05.000]  變成好像他們一樣
[00:14:05.000 --> 00:14:07.000]  甚至起初神給他們的吩咐是
[00:14:07.000 --> 00:14:10.000]  你進去要滅掉那裡的迦南人
[00:14:10.000 --> 00:14:12.000]  因為那些迦南人罪大惡極
[00:14:12.000 --> 00:14:14.000]  拜偶像不認識上帝
[00:14:14.000 --> 00:14:17.000]  可惜他們進去的時候
[00:14:17.000 --> 00:14:19.000]  因為戰勝的時候
[00:14:19.000 --> 00:14:21.000]  就有俘虜可以來服侍他們
[00:14:21.000 --> 00:14:24.000]  所以他們不捨得去滅掉那裡的人
[00:14:24.000 --> 00:14:26.000]  沒有聽神的教導
[00:14:26.000 --> 00:14:28.000]  神也早就知道
[00:14:28.000 --> 00:14:32.000]  知道他們進去要跟那些外邦人一起生活
[00:14:32.000 --> 00:14:34.000]  所以神說你要記得
[00:14:34.000 --> 00:14:36.000]  我所吩咐的律例典章
[00:14:36.000 --> 00:14:39.000]  你進去的時候要聖潔
[00:14:39.000 --> 00:14:41.000]  聖潔在聖經裡的意思就是
[00:14:41.000 --> 00:14:42.000]  分別為聖
[00:14:42.000 --> 00:14:45.000]  與當時的人的生活是不同
[00:14:45.000 --> 00:14:48.000]  是看到神在他們的身上
[00:14:48.000 --> 00:14:50.000]  是跟其他人不同的
[00:14:50.000 --> 00:14:52.000]  所以神吩咐他們
[00:14:52.000 --> 00:14:55.000]  在面對面前的挑戰的時候
[00:14:55.000 --> 00:14:59.000]  要記得神透過摩西給他們的律例
[00:14:59.000 --> 00:15:00.000]  第三方面
[00:15:00.000 --> 00:15:02.000]  神也提醒他們
[00:15:02.000 --> 00:15:05.000]  是透過提醒約書亞
[00:15:05.000 --> 00:15:08.000]  也提醒所有的以色列人
[00:15:08.000 --> 00:15:09.000]  不用怕
[00:15:09.000 --> 00:15:11.000]  你面對很大的困難
[00:15:11.000 --> 00:15:12.000]  你不用怕
[00:15:12.000 --> 00:15:14.000]  你鎮定、剛強壯膽
[00:15:14.000 --> 00:15:16.000]  不要懼怕、不要驚慌
[00:15:16.000 --> 00:15:18.000]  神多次的提醒
[00:15:18.000 --> 00:15:20.000]  然後第四樣東西
[00:15:20.000 --> 00:15:23.000]  在他們還沒開始面對這個挑戰的時候
[00:15:23.000 --> 00:15:27.000]  神要他們要自己潔淨自己
[00:15:27.000 --> 00:15:29.000]  在第五章我們看到
[00:15:29.000 --> 00:15:32.000]  神要約書亞護衛
[00:15:32.000 --> 00:15:34.000]  當時的猶太的男子
[00:15:34.000 --> 00:15:37.000]  是施行這個叫做割禮
[00:15:37.000 --> 00:15:40.000]  割禮不是這個時候才吩咐他們做的
[00:15:40.000 --> 00:15:43.000]  割禮是當時幾百年前
[00:15:43.000 --> 00:15:46.000]  神吩咐阿伯拉罕的時候已經做的
[00:15:46.000 --> 00:15:49.000]  割禮的意思就是
[00:15:49.000 --> 00:15:51.000]  在他們身上有一個記號
[00:15:51.000 --> 00:15:53.000]  他們是與別不同
[00:15:53.000 --> 00:15:55.000]  他們是屬於上帝
[00:15:55.000 --> 00:15:58.000]  但是他們在埃及的時候
[00:15:58.000 --> 00:15:59.000]  那幾百年
[00:15:59.000 --> 00:16:01.000]  也包括在抗野那幾十年
[00:16:01.000 --> 00:16:03.000]  他們沒有做到這件事
[00:16:03.000 --> 00:16:05.000]  不知道為什麼
[00:16:05.000 --> 00:16:07.000]  是他們不知道這個吩咐
[00:16:07.000 --> 00:16:09.000]  還是不方便做
[00:16:09.000 --> 00:16:11.000]  他們是這一代
[00:16:11.000 --> 00:16:14.000]  全部在準備打入耶利哥這班人
[00:16:14.000 --> 00:16:16.000]  是全部還沒受過割禮
[00:16:16.000 --> 00:16:18.000]  在他們還沒打仗之前
[00:16:18.000 --> 00:16:22.000]  神說你要為當時那六十萬的男子
[00:16:22.000 --> 00:16:24.000]  是施行割禮
[00:16:24.000 --> 00:16:26.000]  是一個立約的記號
[00:16:26.000 --> 00:16:29.000]  是他們與上帝之間
[00:16:29.000 --> 00:16:32.000]  彼此有一個關係的記號
[00:16:32.000 --> 00:16:33.000]  這個是神的吩咐
[00:16:33.000 --> 00:16:34.000]  四樣東西
[00:16:34.000 --> 00:16:35.000]  祂的使命
[00:16:35.000 --> 00:16:36.000]  祂的遵命
[00:16:36.000 --> 00:16:37.000]  祂的鎮定
[00:16:37.000 --> 00:16:38.000]  祂的自潔
[00:16:38.000 --> 00:16:39.000]  神很清楚
[00:16:39.000 --> 00:16:42.000]  今天神要你面對一些挑戰的時候
[00:16:42.000 --> 00:16:46.000]  其實神很清楚的吩咐
[00:16:46.000 --> 00:16:50.000]  雖然今天神不是直接在你耳邊說話
[00:16:50.000 --> 00:16:52.000]  我們怎樣知道
[00:16:52.000 --> 00:16:55.000]  我們得到神的誡命
[00:16:55.000 --> 00:16:56.000]  神的吩咐呢
[00:16:56.000 --> 00:16:58.000]  主要在聖經那裡
[00:16:58.000 --> 00:17:01.000]  但是聖靈今天在我們的心裡面
[00:17:01.000 --> 00:17:03.000]  提醒我們的華語
[00:17:03.000 --> 00:17:05.000]  今天神跟我們說話
[00:17:05.000 --> 00:17:10.000]  往往是透過聖靈提醒他的華語
[00:17:10.000 --> 00:17:12.000]  然後在我們的心裡面
[00:17:12.000 --> 00:17:14.000]  明白這些神的話語
[00:17:14.000 --> 00:17:17.000]  一會兒我們會再說多一點聖靈的同在
[00:17:17.000 --> 00:17:18.000]  第二方面
[00:17:18.000 --> 00:17:20.000]  我們看神的應許
[00:17:20.000 --> 00:17:22.000]  神的吩咐之外
[00:17:22.000 --> 00:17:24.000]  神也答應他們一些東西
[00:17:24.000 --> 00:17:28.000]  第一個應許是賜地的應許
[00:17:28.000 --> 00:17:30.000]  在第一章的第三節
[00:17:30.000 --> 00:17:31.000]  第二節
[00:17:31.000 --> 00:17:32.000]  第十五節
[00:17:32.000 --> 00:17:35.000]  神多次提醒他們
[00:17:35.000 --> 00:17:36.000]  我這些的應許
[00:17:36.000 --> 00:17:38.000]  我答應你們先祖
[00:17:38.000 --> 00:17:39.000]  把這塊地給你們
[00:17:39.000 --> 00:17:40.000]  這些的應許
[00:17:40.000 --> 00:17:42.000]  是沒有廢棄的
[00:17:42.000 --> 00:17:45.000]  不因為你們經常不聽話
[00:17:45.000 --> 00:17:48.000]  拜偶像而廢棄
[00:17:48.000 --> 00:17:51.000]  原來神老祖和阿伯拉罕說
[00:17:51.000 --> 00:17:54.000]  給這塊地的應許是無條件的
[00:17:54.000 --> 00:17:56.000]  這是神的恩典
[00:17:56.000 --> 00:17:58.000]  神就是說我揀選你
[00:17:58.000 --> 00:17:59.000]  我愛你
[00:17:59.000 --> 00:18:02.000]  這塊地是為了你而預備的
[00:18:02.000 --> 00:18:06.000]  不因為你不認我
[00:18:06.000 --> 00:18:08.000]  而我會拿走這個應許
[00:18:08.000 --> 00:18:09.000]  神的應許
[00:18:09.000 --> 00:18:13.000]  神的約有一些是無條件的
[00:18:13.000 --> 00:18:15.000]  賜地的應許是無條件的
[00:18:15.000 --> 00:18:17.000]  有一些應許是有條件的
[00:18:17.000 --> 00:18:19.000]  他和摩西立的約說
[00:18:19.000 --> 00:18:21.000]  你遵守我的誡命
[00:18:21.000 --> 00:18:22.000]  我就祝福你
[00:18:22.000 --> 00:18:24.000]  你不遵守我的誡命
[00:18:24.000 --> 00:18:25.000]  我就懲罰你
