
[00:00:00.000 --> 00:00:06.000]  我1961年回到禮賢會大會堂
[00:04:14.000 --> 00:04:17.000]  因為這是他們文化所遺傳的
[00:04:17.000 --> 00:04:20.000]  最重要的維繫方法
[00:04:20.000 --> 00:04:23.000]  到了第二到第五世紀
[00:04:23.000 --> 00:04:25.000]  除了希伯來文聖經之外
[00:04:25.000 --> 00:04:30.000]  他們又將有關猶太人的傳統和教導
[00:04:30.000 --> 00:04:33.000]  編成一本書叫做塔穆德
[00:04:33.000 --> 00:04:39.000]  今天可以在深圳書局 宗教部買到
[00:04:39.000 --> 00:04:45.000]  塔穆德就是猶太人將他們的口傳律法
[00:04:45.000 --> 00:04:48.000]  除了聖經的律法 還有很多複雜的
[00:04:48.000 --> 00:04:51.000]  例如安息日 安息日怎麼守呢
[00:04:51.000 --> 00:04:53.000]  有160多條
[00:04:53.000 --> 00:04:56.000]  格瑪拉是注釋
[00:04:56.000 --> 00:04:59.000]  米德拉什是舊約聖經注釋
[00:04:59.000 --> 00:05:01.000]  成為他們的正統
[00:05:01.000 --> 00:05:03.000]  除了舊約聖經之外
[00:05:03.000 --> 00:05:08.000]  再加上塔穆德就成為猶太人民族的最重要根據
[00:05:08.000 --> 00:05:14.000]  而塔穆德就由他們流傳下來
[00:05:14.000 --> 00:05:18.000]  慢慢建立了猶太教 猶太族群
[00:05:18.000 --> 00:05:21.000]  雖然他們在歐洲不同的地方
[00:05:21.000 --> 00:05:23.000]  被人趕散 被人屠殺
[00:05:23.000 --> 00:05:28.000]  但他們都沒有忘記這種深入的文化
[00:05:28.000 --> 00:05:32.000]  其實巴勒斯坦的猶太人
[00:05:32.000 --> 00:05:34.000]  他們沒有辦法再回去的原因是
[00:05:34.000 --> 00:05:37.000]  羅馬政府不准他們再回去
[00:05:37.000 --> 00:05:39.000]  所以他們很少人回去
[00:05:39.000 --> 00:05:43.000]  之後阿拉伯也不准他們大陸回去
[00:05:43.000 --> 00:05:46.000]  而猶太人只能留在外面
[00:05:46.000 --> 00:05:48.000]  還有在巴勒斯坦的猶太人
[00:05:48.000 --> 00:05:49.000]  就算留在這裡
[00:05:49.000 --> 00:05:53.000]  當時統治巴勒斯坦的埃及王
[00:05:53.000 --> 00:05:55.000]  很歧視他們 納重稅
[00:05:55.000 --> 00:05:58.000]  所以在巴勒斯坦的猶太人很難生存
[00:05:58.000 --> 00:06:01.000]  甚至用很多方法歧視他們
[00:06:01.000 --> 00:06:02.000]  要趕他們走
[00:06:02.000 --> 00:06:03.000]  他們怎樣生存呢?
[00:06:03.000 --> 00:06:07.000]  海外的猶太人給錢他們 支持他們
[00:06:07.000 --> 00:06:12.000]  還有他們也鼓勵留在巴勒斯坦的猶太人
[00:06:12.000 --> 00:06:16.000]  繼續奉行猶太教 猶太法制
[00:06:16.000 --> 00:06:23.000]  這些猶太人得到歐洲外面的猶太人的支持
[00:06:23.000 --> 00:06:25.000]  無論在經濟上 文化上
[00:06:25.000 --> 00:06:30.000]  使他們能夠在奧圖曼帝國
[00:06:30.000 --> 00:06:31.000]  即是土耳其
[00:06:31.000 --> 00:06:33.000]  奧圖曼即是土耳其統治之下
[00:06:33.000 --> 00:06:35.000]  納重稅 即是猶太人被歧視
[00:06:35.000 --> 00:06:37.000]  納稅多很多 很艱難
[00:06:37.000 --> 00:06:42.000]  使他們不用離開巴勒斯坦
[00:06:42.000 --> 00:06:45.000]  到了十六、十七世紀
[00:06:45.000 --> 00:06:51.000]  那些學者也開始有很多加強的事蹟
[00:06:51.000 --> 00:06:54.000]  最主要是不要讓他們離開
[00:06:54.000 --> 00:06:57.000]  讓他們繼續在耶路撒冷能夠生存下去
[00:06:57.000 --> 00:07:02.000]  經濟 文化 海外的猶太人很苦心
[00:07:02.000 --> 00:07:05.000]  叫他們不要走
[00:07:05.000 --> 00:07:07.000]  因此這些猶太人得到支持
[00:07:07.000 --> 00:07:10.000]  他們就能夠在巴勒斯坦生存下去
[00:07:10.000 --> 00:07:13.000]  一代一代 人不多 幾千人 一萬人
[00:07:13.000 --> 00:07:15.000]  但能夠一代一代生存下去
[00:07:15.000 --> 00:07:17.000]  講純正的希伯來文的話
[00:07:17.000 --> 00:07:23.000]  並且流傳了聖經 塔木德等等的東西
[00:07:23.000 --> 00:07:25.000]  到了二十世紀
[00:07:25.000 --> 00:07:29.000]  巴勒斯坦的猶太人才開始慢慢增加
[00:07:29.000 --> 00:07:33.000]  到了一九一四年 大概有八萬五千人
[00:07:33.000 --> 00:07:36.000]  巴勒斯坦的東歐猶太人
[00:07:36.000 --> 00:07:40.000]  開始慢慢在二十世紀就移民回去
[00:07:40.000 --> 00:07:44.000]  他們也要靠很多外面的錢
[00:07:44.000 --> 00:07:46.000]  讓他們回到安頓
[00:07:46.000 --> 00:07:48.000]  外國人就捐很多錢
[00:07:48.000 --> 00:07:50.000]  捐這些錢使他們能夠住在那裏
[00:07:50.000 --> 00:07:53.000]  那些西歐猶太人拿了的錢
[00:07:53.000 --> 00:07:55.000]  主要是研究猶太的法典
[00:07:55.000 --> 00:07:57.000]  即是要保存文化
[00:07:57.000 --> 00:08:01.000]  還有捐錢是不可以影響他們的生活和思想
[00:08:01.000 --> 00:08:02.000]  即是你捐錢給他們
[00:08:02.000 --> 00:08:03.000]  你不要叫他們做基督徒
[00:08:03.000 --> 00:08:05.000]  要做回猶太教徒
[00:08:05.000 --> 00:08:06.000]  你捐錢給他們
[00:08:06.000 --> 00:08:07.000]  你不可以改變他們的生活
[00:08:07.000 --> 00:08:10.000]  他們這個原則很強的
[00:08:10.000 --> 00:08:12.000]  所以猶太人要保存這些東西
[00:08:12.000 --> 00:08:14.000]  是保存了很久
[00:08:14.000 --> 00:08:15.000]  直到二十世紀
[00:08:15.000 --> 00:08:20.000]  尤其是在巴勒斯坦移民潮之前
[00:08:20.000 --> 00:08:23.000]  巴勒斯坦移民潮就是阿拉伯
[00:08:23.000 --> 00:08:25.000]  即是其他阿拉伯人移民進去
[00:08:25.000 --> 00:08:29.000]  當時巴勒斯坦原來的猶太人社團
[00:08:29.000 --> 00:08:32.000]  基本上都是很敬虔的信徒
[00:08:32.000 --> 00:08:35.000]  所以他們有一個使命
[00:08:35.000 --> 00:08:37.000]  要保存這個地方
[00:08:37.000 --> 00:08:39.000]  以致他們將來可以再建國
[00:08:39.000 --> 00:08:42.000]  所以這個觀念是很強烈
[00:08:42.000 --> 00:08:45.000]  但另一方面我們看歐洲
[00:08:45.000 --> 00:08:48.000]  留下的猶太人是否好過呢?
[00:08:48.000 --> 00:08:49.000]  是不好過的
[00:08:49.000 --> 00:08:51.000]  那些猶太人被趕走之後
[00:08:51.000 --> 00:08:56.000]  在歐洲一直以來都是保守既視
[00:08:56.000 --> 00:08:57.000]  非常艱苦
[00:08:57.000 --> 00:09:02.000]  那些猶太人因為離開了自己的本土
[00:09:02.000 --> 00:09:03.000]  在歐洲裏面
[00:09:03.000 --> 00:09:05.000]  他們要響應耶路撒冷的猶太人
[00:09:05.000 --> 00:09:07.000]  要保存著猶太民族
[00:09:07.000 --> 00:09:10.000]  所以這些猶太人雖然去了歐洲
[00:09:10.000 --> 00:09:12.000]  他們仍然要講希伯來文
[00:09:12.000 --> 00:09:13.000]  仍然要讀舊聖經
[00:09:13.000 --> 00:09:15.000]  仍然要保存著文化
[00:09:15.000 --> 00:09:18.000]  他們不想留在外面失去了
[00:09:18.000 --> 00:09:20.000]  耶路撒冷已經很保存了
[00:09:20.000 --> 00:09:22.000]  海外的都要保存
[00:09:22.000 --> 00:09:24.000]  但正正是因為這個緣故
[00:09:24.000 --> 00:09:26.000]  所以其他人覺得這群猶太人
[00:09:26.000 --> 00:09:30.000]  是沒有辦法和本地的文化結合
[00:09:30.000 --> 00:09:32.000]  就視他們為異類
[00:09:32.000 --> 00:09:37.000]  所以這些猶太人在外國裏面也不好受
[00:09:37.000 --> 00:09:40.000]  羅馬帝國時候
[00:09:40.000 --> 00:09:44.000]  有一個官員專門管理猶太人
[00:09:44.000 --> 00:09:47.000]  羅馬帝國的官員要管他們
[00:09:47.000 --> 00:09:49.000]  要限制他們收稅
[00:09:49.000 --> 00:09:50.000]  監察他們
[00:09:50.000 --> 00:09:52.000]  所以猶太人一直以來
[00:09:52.000 --> 00:09:56.000]  是在一種被監視的情況下生存下去
[00:09:56.000 --> 00:09:59.000]  羅馬帝國之後
[00:09:59.000 --> 00:10:03.000]  當時有所謂西羅馬和東羅馬
[00:10:03.000 --> 00:10:08.000]  當時有一個法典叫做迪布多西法典
[00:10:08.000 --> 00:10:10.000]  就是東羅馬帝國
[00:10:10.000 --> 00:10:12.000]  我不詳細講為什麼是東東西
[00:10:12.000 --> 00:10:15.000]  當時法典裏面有50條
[00:10:15.000 --> 00:10:20.000]  限制猶太人的政治文字
[00:10:20.000 --> 00:10:23.000]  不讓他們去壓迫基督徒
[00:10:23.000 --> 00:10:25.000]  其實是歧視他們
[00:10:25.000 --> 00:10:30.000]  所以在西歐的很早期間
[00:10:30.000 --> 00:10:33.000]  已經有法例去防止
[00:10:33.000 --> 00:10:36.000]  不讓他們有很大的增長
[00:10:36.000 --> 00:10:40.000]  也不讓他們的文化影響其他人
[00:10:40.000 --> 00:10:43.000]  到了五、六世紀
[00:10:43.000 --> 00:10:46.000]  日耳曼王國就發覺法蘭克
[00:10:46.000 --> 00:10:49.000]  也是保留了法規
[00:10:49.000 --> 00:10:53.000]  當時大主教就提到
[00:10:53.000 --> 00:10:55.000]  對猶太人有很多禁令
[00:10:55.000 --> 00:10:57.000]  例如不讓他們做公職
[00:10:57.000 --> 00:11:00.000]  在歐洲西歐政府公
[00:11:00.000 --> 00:11:02.000]  不可以聘請猶太人
[00:11:02.000 --> 00:11:05.000]  還有不准見猶太人的教堂
[00:11:05.000 --> 00:11:08.000]  這是中世紀開始
[00:11:08.000 --> 00:11:09.000]  為什麼呢?
[00:11:09.000 --> 00:11:11.000]  因為猶太人的生活很獨特
[00:11:11.000 --> 00:11:15.000]  猶太人還有自己走在一起
[00:11:15.000 --> 00:11:20.000]  其他人就覺得他們這班人
[00:11:20.000 --> 00:11:22.000]  不和人合作
[00:11:22.000 --> 00:11:24.000]  叫做slum area
[00:11:24.000 --> 00:11:26.000]  slum就是部落
[00:11:26.000 --> 00:11:28.000]  還有原因
[00:11:28.000 --> 00:11:32.000]  因為針對他們不可以做政府工作
[00:11:32.000 --> 00:11:34.000]  有很多事情不讓他們做
[00:11:34.000 --> 00:11:36.000]  猶太人可以做什麼呢?
[00:11:36.000 --> 00:11:39.000]  只可以做借貸、高利貸
[00:11:39.000 --> 00:11:42.000]  高利貸在歐洲是最差的工作
[00:11:42.000 --> 00:11:44.000]  他們沒有工作
[00:11:44.000 --> 00:11:47.000]  於是他們就從事高利貸
[00:11:47.000 --> 00:11:50.000]  猶太人去了歐洲東歐
[00:11:50.000 --> 00:11:54.000]  除了很少數的人可以在政府工作
[00:11:54.000 --> 00:11:57.000]  其他人就做銀行業、空商
[00:11:57.000 --> 00:12:01.000]  做這個工作很快就累積了財富
[00:12:01.000 --> 00:12:03.000]  甚至到了十二世紀
[00:12:03.000 --> 00:12:06.000]  猶太人因為他們的網絡團結
[00:12:06.000 --> 00:12:07.000]  猶太人很團結
[00:12:07.000 --> 00:12:09.000]  結果資金能夠集中
[00:12:09.000 --> 00:12:14.000]  這個時候猶太人就開始有影響力
[00:12:14.000 --> 00:12:19.000]  不過這種猶太人的影響力的聲譽是不好的
[00:12:19.000 --> 00:12:22.000]  因為他們是做借貸工作
[00:12:22.000 --> 00:12:25.000]  我這樣說你就會明白
[00:12:25.000 --> 00:12:29.000]  莎士比亞寫小說
[00:12:29.000 --> 00:12:32.000]  他怎樣描述中世紀的猶太人
[00:12:32.000 --> 00:12:34.000]  威尼斯商人的猶太人
[00:12:34.000 --> 00:12:36.000]  是不是很壞的
[00:12:36.000 --> 00:12:39.000]  又憤怒又冷酷
[00:12:39.000 --> 00:12:42.000]  這個不是莎士比亞想出來的
[00:12:42.000 --> 00:12:45.000]  是當時歐洲對猶太人的看法
[00:12:45.000 --> 00:12:47.000]  共同印象來的
[00:12:47.000 --> 00:12:50.000]  猶太人都是小器、貪心
[00:12:50.000 --> 00:12:54.000]  很壞等等
[00:12:54.000 --> 00:13:01.000]  另外基督教不准人去做借貸
[00:13:01.000 --> 00:13:04.000]  因此猶太人被迫做借貸後
[00:13:04.000 --> 00:13:06.000]  就成為了罪惡勾當
[00:13:06.000 --> 00:13:08.000]  不單止這樣
[00:13:08.000 --> 00:13:10.000]  還有在中世紀的時候
[00:13:10.000 --> 00:13:13.000]  經院哲學家去解釋
[00:13:13.000 --> 00:13:15.000]  認為猶太人是什麼呢?
[00:13:15.000 --> 00:13:16.000]  是魔鬼
[00:13:16.000 --> 00:13:18.000]  因為啟示錄裡面提到
[00:13:18.000 --> 00:13:20.000]  二章九子
[00:13:20.000 --> 00:13:21.000]  我知道你患難
[00:13:21.000 --> 00:13:22.000]  你的貧窮是富足
[00:13:22.000 --> 00:13:24.000]  也知道自稱是猶太人
[00:13:24.000 --> 00:13:26.000]  其實他們不是猶太人
[00:13:26.000 --> 00:13:27.000]  是撒旦一會
[00:13:27.000 --> 00:13:28.000]  從今以後
[00:13:28.000 --> 00:13:32.000]  整個中世紀就將猶太人定性為
[00:13:32.000 --> 00:13:34.000]  撒旦一幫
[00:13:34.000 --> 00:13:38.000]  所以那種反猶太人和反閃族
[00:13:38.000 --> 00:13:42.000]  就在民間社會裡面出現
[00:13:42.000 --> 00:13:44.000]  我沒有說
[00:13:44.000 --> 00:13:48.000]  西班牙在回教興起
[00:13:48.000 --> 00:13:52.000]  就被回教佔領了差不多一千年
[00:13:52.000 --> 00:13:54.000]  直到1888年左右
[00:13:54.000 --> 00:13:57.000]  整個西班牙都在回教統治下
[00:13:57.000 --> 00:14:02.000]  裡面的猶太人就在回教統治下被包容
[00:14:02.000 --> 00:14:04.000]  沒有那麼多歧視
[00:14:04.000 --> 00:14:06.000]  回教徒對猶太人
[00:14:06.000 --> 00:14:10.000]  是沒有基督徒對他們那麼歧視
[00:14:10.000 --> 00:14:12.000]  你聽得明白嗎?
[00:14:12.000 --> 00:14:14.000]  猶太人在穆斯林生活得不錯
[00:14:14.000 --> 00:14:16.000]  做律師 做醫生
[00:14:16.000 --> 00:14:18.000]  是不錯的
[00:14:18.000 --> 00:14:21.000]  後來到了1500年
[00:14:21.000 --> 00:14:22.000]  就是宗教改革之前
[00:14:22.000 --> 00:14:23.000]  不久後
[00:14:23.000 --> 00:14:26.000]  歐洲人就將伊斯蘭教徒
[00:14:26.000 --> 00:14:29.000]  在西班牙全部趕走
[00:14:29.000 --> 00:14:31.000]  趕走剩下猶太人
[00:14:31.000 --> 00:14:33.000]  猶太人就受迫迫
[00:14:33.000 --> 00:14:35.000]  在歐洲被趕散
[00:14:35.000 --> 00:14:37.000]  充公 加財
[00:14:37.000 --> 00:14:39.000]  你看下去就知道
[00:14:40.000 --> 00:14:43.000]  後來西班牙義教裁判所
[00:14:43.000 --> 00:14:46.000]  猶太人被指是魔鬼崇拜
[00:14:46.000 --> 00:14:48.000]  放縱聖辱 殺害嬰兒
[00:14:48.000 --> 00:14:50.000]  全部冤枉
[00:14:50.000 --> 00:14:55.000]  西班牙十四世紀前建立的伊斯蘭王國
[00:14:55.000 --> 00:14:57.000]  被基督徒收復之後
[00:14:57.000 --> 00:15:00.000]  阿拉伯的回教人就從西班牙趕走了
[00:15:00.000 --> 00:15:03.000]  不久後 猶太人也被抓了
[00:15:03.000 --> 00:15:07.000]  1391年 即是十四世紀 十五世紀
[00:15:07.000 --> 00:15:11.000]  那些猶太人在西班牙 即是歐洲地方
[00:15:11.000 --> 00:15:15.000]  為了避免不是異教徒
[00:15:15.000 --> 00:15:18.000]  於是他們就說我信耶穌
[00:15:18.000 --> 00:15:22.000]  信耶穌的猶太人就給了一個花名
[00:15:22.000 --> 00:15:24.000]  就叫馬拉諾人
[00:15:24.000 --> 00:15:26.000]  都不是很信他
[00:15:26.000 --> 00:15:27.000]  你信耶穌都不知道是不是
[00:15:27.000 --> 00:15:28.000]  叫馬拉諾人
[00:15:28.000 --> 00:15:33.000]  而馬拉諾人經常被當時的天主教捉來審問
[00:15:33.000 --> 00:15:34.000]  是不是真的信
[00:15:34.000 --> 00:15:37.000]  如果發現他不是真信
[00:15:37.000 --> 00:15:42.000]  就立刻逼迫他坐牢 甚至燒死他
[00:15:42.000 --> 00:15:45.000]  所以馬拉諾人後來都沒辦法生存
[00:15:45.000 --> 00:15:49.000]  因為這些猶太人就算信耶穌都不被接納
[00:15:49.000 --> 00:15:54.000]  但歐洲的統治者一方面迫害猶太人
[00:15:54.000 --> 00:15:56.000]  因為他們很需要錢 家裡有錢
[00:15:56.000 --> 00:15:58.000]  就拿著金錢
[00:15:58.000 --> 00:16:00.000]  英國的法律學家就說
[00:16:00.000 --> 00:16:02.000]  猶太人擁有的東西不是他們的
[00:16:02.000 --> 00:16:03.000]  是國家的
[00:16:03.000 --> 00:16:07.000]  於是有條法例就隨意充公他們的財物
[00:16:07.000 --> 00:16:09.000]  拿他們的房子 趕他們走
[00:16:09.000 --> 00:16:15.000]  例如法國統治者從1182到1321年
[00:16:15.000 --> 00:16:17.000]  四次趕猶太人
[00:16:17.000 --> 00:16:20.000]  又要錢 又要抓回來
[00:16:20.000 --> 00:16:23.000]  1361年法國的王耀漢被英國俘虜之後
[00:16:23.000 --> 00:16:25.000]  收了很多錢
[00:16:25.000 --> 00:16:26.000]  於是就叫猶太人回來
[00:16:26.000 --> 00:16:28.000]  回來就帶錢回來
[00:16:28.000 --> 00:16:30.000]  回來之後就納重稅
[00:16:30.000 --> 00:16:32.000]  壓榨他們
[00:16:32.000 --> 00:16:35.000]  拿了錢之後又把他們趕走
[00:16:35.000 --> 00:16:37.000]  這麼慘
[00:16:37.000 --> 00:16:39.000]  這些是基督教國家
[00:16:39.000 --> 00:16:43.000]  天主教國家
[00:16:43.000 --> 00:16:49.000]  歷史就是這樣很不公道
[00:16:49.000 --> 00:16:55.000]  不過猶太人憑藉他們的勤勞智慧
[00:16:55.000 --> 00:16:56.000]  他們很團結
[00:16:56.000 --> 00:16:58.000]  因為越逼迫就越團結
[00:16:58.000 --> 00:17:01.000]  鄉親會很團結
[00:17:01.000 --> 00:17:04.000]  金融運作雖然很艱難
[00:17:04.000 --> 00:17:07.000]  但是他們都打出這條血路
[00:17:07.000 --> 00:17:09.000]  特別是中國改革之後
[00:17:09.000 --> 00:17:11.000]  歐洲經濟改變
[00:17:11.000 --> 00:17:13.000]  歐洲本來只有兩個階級
[00:17:13.000 --> 00:17:17.000]  就是貴族階級和耕農
[00:17:17.000 --> 00:17:22.000]  就是有土地階級和沒有土地階級
[00:17:22.000 --> 00:17:24.000]  有地就是貴族
[00:17:24.000 --> 00:17:25.000]  沒有地就是耕種
[00:17:25.000 --> 00:17:27.000]  就是無產階級
[00:17:27.000 --> 00:17:29.000]  後來就多了一個階級
[00:17:29.000 --> 00:17:32.000]  十字軍之後就叫中產階級
[00:17:32.000 --> 00:17:34.000]  中產階級沒有土地
[00:17:34.000 --> 00:17:36.000]  但是他們有知識
[00:17:36.000 --> 00:17:38.000]  有法律的知識
[00:17:38.000 --> 00:17:39.000]  有學問
[00:17:39.000 --> 00:17:42.000]  管理了社會各方面
[00:17:42.000 --> 00:17:44.000]  中產階級出來
[00:17:44.000 --> 00:17:47.000]  現在猶太人在中產階級裡
[00:17:47.000 --> 00:17:52.000]  佔有財務上很多權力
[00:17:52.000 --> 00:17:55.000]  有錢就影響政治
[00:17:55.000 --> 00:17:58.000]  由於猶太人不被接納
[00:17:58.000 --> 00:18:02.000]  所以很多時候就在幕後操作
[00:18:02.000 --> 00:18:04.000]  幕後操作就更加不明白他們
[00:18:04.000 --> 00:18:06.000]  不知道他們是怎麼搞的
[00:18:06.000 --> 00:18:11.000]  所以這種經營和政治勾結
[00:18:11.000 --> 00:18:19.000]  往往就引起了反閃族
[00:18:19.000 --> 00:18:22.000]  特別是法國反閃族很強烈
[00:18:22.000 --> 00:18:28.000]  甚至說猶太人佔了法國的0.2%
[00:18:28.000 --> 00:18:29.000]  但是掌握了一半的財富
[00:18:29.000 --> 00:18:30.000]  其實不是的
[00:18:30.000 --> 00:18:32.000]  有很多的謠言
[00:18:32.000 --> 00:18:33.000]  又說他在耶路撒冷
[00:18:33.000 --> 00:18:34.000]  十字軍的時候
[00:18:34.000 --> 00:18:36.000]  來破壞十字軍
[00:18:36.000 --> 00:18:37.000]  很多的謠言
[00:18:37.000 --> 00:18:39.000]  我都不說了
[00:18:39.000 --> 00:18:41.000]  總之不單止他
[00:18:41.000 --> 00:18:42.000]  馬丁路德
[00:18:42.000 --> 00:18:43.000]  中國改革家
[00:18:43.000 --> 00:18:46.000]  馬丁路德最初是同情猶太人的
[00:18:46.000 --> 00:18:56.000]  他覺得剛才說的查士丁的發展
[00:18:56.000 --> 00:18:59.000]  他覺得這樣對猶太人是不對的
[00:18:59.000 --> 00:19:01.000]  所以他就不滿意
[00:19:01.000 --> 00:19:02.000]  不反對他
[00:19:02.000 --> 00:19:05.000]  還有他目的是什麼呢?
[00:19:05.000 --> 00:19:07.000]  希望猶太人變成基督徒
[00:19:07.000 --> 00:19:10.000]  可惜猶太人就很硬
[00:19:10.000 --> 00:19:11.000]  死不信耶穌
[00:19:11.000 --> 00:19:13.000]  死不信耶穌之後
[00:19:13.000 --> 00:19:17.000]  馬丁路德就開始對猶太人的忍耐越來越少
[00:19:17.000 --> 00:19:23.000]  有一年他吃了猶太人的食物
[00:19:23.000 --> 00:19:24.000]  就覆蝕了
[00:19:24.000 --> 00:19:26.000]  認為猶太人是謀害他
