
[00:00:00.000 --> 00:00:04.520]  各位靈智們平安
[00:01:19.940 --> 00:01:21.940]  每次在猜拳月裏面
[00:01:21.940 --> 00:01:25.940]  我們大家都會再思想有關聖經裏面猜拳的訊息
[00:01:25.940 --> 00:01:28.940]  鼓勵我們的心不要忘記
[00:01:28.940 --> 00:01:32.940]  關心到萬國萬民的福音需要
[00:01:32.940 --> 00:01:34.940]  因為主賜給我們的大使命
[00:01:34.940 --> 00:01:36.940]  是很清楚地說
[00:01:36.940 --> 00:01:40.940]  所以你們去使萬民作我們的門徒
[00:01:40.940 --> 00:01:43.940]  上帝的心盼望我們
[00:01:43.940 --> 00:01:46.940]  真的關心到很多不同的民族
[00:01:46.940 --> 00:01:49.940]  不同的福音需要
[00:01:49.940 --> 00:01:51.940]  而你也會發覺我們在過去
[00:01:51.940 --> 00:01:52.940]  在北宣家裏面
[00:01:52.940 --> 00:01:54.940]  我們常常都說一件事
[00:01:54.940 --> 00:01:58.940]  我們說到如果弟子們要體貼神的心意生活
[00:01:58.940 --> 00:02:03.940]  如果你要去上上接近神的心
[00:02:03.940 --> 00:02:07.940]  你就必須關心猜拳
[00:02:07.940 --> 00:02:10.940]  因為神的心在猜拳裏面
[00:02:10.940 --> 00:02:12.940]  神愛世人
[00:02:12.940 --> 00:02:15.940]  甚至倡大獨生子賜給他們
[00:02:15.940 --> 00:02:17.940]  我們都熟悉的經文
[00:02:17.940 --> 00:02:19.940]  正正是說這位上帝
[00:02:19.940 --> 00:02:22.940]  他的心在萬民裏面
[00:02:22.940 --> 00:02:25.940]  他關心到很多的生命
[00:02:25.940 --> 00:02:28.940]  能不能領受他自己的救恩
[00:02:28.940 --> 00:02:32.940]  當然我們大家都會有自己忙碌的事情
[00:02:32.940 --> 00:02:35.940]  但在這裏就算我們怎樣忙碌也好
[00:02:35.940 --> 00:02:38.940]  你仍然幫助自己
[00:02:38.940 --> 00:02:42.940]  甚至是少許的時間力量
[00:02:42.940 --> 00:02:44.940]  你都爭取
[00:02:44.940 --> 00:02:48.940]  去爭取機會來關心猜拳的事情
[00:02:48.940 --> 00:02:51.940]  讓你的心可以上上接近主的心
[00:02:51.940 --> 00:02:56.940]  也能夠關心到很多不同地方的民族、國家
[00:02:56.940 --> 00:02:59.940]  他們宣教的需要
[00:02:59.940 --> 00:03:03.940]  我們今天看到聖經裏面講述到一段的禱文
[00:03:03.940 --> 00:03:05.940]  你會發覺在聖經裏面特別提及
[00:03:05.940 --> 00:03:08.940]  關心猜拳有一個很重要的途徑
[00:03:08.940 --> 00:03:13.940]  就是在禱告當中為萬民禱告
[00:03:13.940 --> 00:03:20.940]  特別是弟兄姊妹一起齊集同心地為需要禱告
[00:03:20.940 --> 00:03:22.940]  當然大家都會明白
[00:03:22.940 --> 00:03:25.940]  如果神要去承傳大使命
[00:03:25.940 --> 00:03:30.940]  祂自己絕對可以隨時承傳這件事
[00:03:30.940 --> 00:03:32.940]  直接的承傳
[00:03:32.940 --> 00:03:35.940]  但你會發覺當你讀聖經的時候
[00:03:35.940 --> 00:03:37.940]  當你看回教會歷史的時候
[00:03:37.940 --> 00:03:44.940]  你會發覺神是選擇用人和用人的禱告
[00:03:44.940 --> 00:03:47.940]  去承傳大使命
[00:03:47.940 --> 00:03:49.940]  神是選擇這樣做的
[00:03:49.940 --> 00:03:56.940]  是讓他的子民有份在別人的蒙福路上
[00:03:56.940 --> 00:04:00.940]  或者說有份於在這個拯救的工作上
[00:04:00.940 --> 00:04:04.940]  所以你見到今天在很多不同的地方
[00:04:04.940 --> 00:04:06.940]  神是做很多奇妙的事情
[00:04:06.940 --> 00:04:10.940]  但你留心看都發覺背後是因為有人在祈禱
[00:04:10.940 --> 00:04:12.940]  我特別分享一件事情
[00:04:12.940 --> 00:04:15.940]  就是在穆斯林的世界
[00:04:15.940 --> 00:04:20.940]  大家都會留意到在最近的二、三十年
[00:04:20.940 --> 00:04:24.940]  其實有很多很多的教徒特別蒙受感動
[00:04:24.940 --> 00:04:28.940]  為穆斯林群體能夠歸主來祈禱
[00:04:28.940 --> 00:04:30.940]  我最近留意到一件事情
[00:04:30.940 --> 00:04:34.940]  就是在北非埃及的地方
[00:04:34.940 --> 00:04:37.940]  有一個人物的事情
[00:04:37.940 --> 00:04:40.940]  在早於2003年的時候
[00:04:40.940 --> 00:04:43.940]  一位叫撒加利亞的牧師
[00:04:43.940 --> 00:04:45.940]  他很年輕二十多歲
[00:04:45.940 --> 00:04:50.940]  他在自己的地方向一些穆斯林的朋友傳福音
[00:04:50.940 --> 00:04:55.940]  但因為這樣就被埃及當局將他驅逐出境
[00:04:55.940 --> 00:04:58.940]  永遠不准他回到自己的國家
[00:04:58.940 --> 00:05:02.940]  這位撒加利亞牧師後來輾轉去了美國
[00:05:02.940 --> 00:05:05.940]  在美國的地方神給他機會
[00:05:05.940 --> 00:05:09.940]  透過衛星電視的方式
[00:05:09.940 --> 00:05:13.940]  將福音帶回到自己的民族當中
[00:05:13.940 --> 00:05:17.940]  他向著北非向著中東的地方
[00:05:17.940 --> 00:05:21.940]  用衛星來講述福音
[00:05:21.940 --> 00:05:24.940]  曾經透過電視
[00:05:24.940 --> 00:05:31.940]  向六千萬阿拉伯人講述耶穌
[00:05:31.940 --> 00:05:35.940]  這件事情是很多人都完全意想不到的
[00:05:35.940 --> 00:05:39.940]  本來被驅逐出去好像完全沒有機會
[00:05:39.940 --> 00:05:42.940]  但想不到神用這個方式
[00:05:42.940 --> 00:05:45.940]  讓他接觸到更多更多的同胞
[00:05:45.940 --> 00:05:47.940]  在其中有一個節目他就講述到
[00:05:47.940 --> 00:05:50.940]  可能經歷過很多的問題
[00:05:50.940 --> 00:05:52.940]  其中有的錯謀
[00:05:52.940 --> 00:05:55.940]  在他這個節目播出的時候
[00:05:55.940 --> 00:05:57.940]  有一個人物
[00:05:57.940 --> 00:06:00.940]  這個人物已經是一位退休的男士
[00:06:00.940 --> 00:06:03.940]  六十二歲 他叫做拿西
[00:06:03.940 --> 00:06:07.940]  這位人物當他去聽這個節目的時候
[00:06:07.940 --> 00:06:11.940]  他覺得很驚訝 從未聽過這些訊息
[00:06:11.940 --> 00:06:15.940]  他本身自己曾經開一間小型印刷廠
[00:06:15.940 --> 00:06:19.940]  這間印刷廠專門印刷可能經和相關的書籍
[00:06:19.940 --> 00:06:21.940]  他一邊聽的時候
[00:06:21.940 --> 00:06:26.940]  他就忍不住拿回自己所印刷的書來讀
[00:06:26.940 --> 00:06:29.940]  然後他就跟自己說
[00:06:29.940 --> 00:06:33.940]  撒加利亞牧師所講的是真的
[00:06:33.940 --> 00:06:38.940]  他真的發掘到當中的很多的謬誤
[00:06:38.940 --> 00:06:40.940]  很多的問題
[00:06:40.940 --> 00:06:42.940]  然後他自己很難過
[00:06:42.940 --> 00:06:45.940]  他大半生自己就放在這些工作上
[00:06:45.940 --> 00:06:50.940]  引致很多人錯誤地認識信仰
[00:06:50.940 --> 00:06:54.940]  他就說我還等什麼呢?
[00:06:54.940 --> 00:06:58.940]  我還有什麼會有所損失呢?
[00:06:58.940 --> 00:07:03.940]  然後他就決心來信靠耶穌
[00:07:03.940 --> 00:07:07.940]  後來這次是安排人去跟進他
[00:07:07.940 --> 00:07:10.940]  想不到這位拿西弟兄
[00:07:10.940 --> 00:07:14.940]  他在後來的一年之內
[00:07:14.940 --> 00:07:18.940]  他開始了幾百個穆斯林的小組
[00:07:18.940 --> 00:07:21.940]  這些穆斯林朋友參加小組的時候
[00:07:21.940 --> 00:07:24.940]  他們是很想認識耶穌
[00:07:24.940 --> 00:07:29.940]  所以他們對伊斯蘭有很多內心的疑問
[00:07:29.940 --> 00:07:31.940]  沒有機會來問
[00:07:31.940 --> 00:07:35.940]  這位拿西就幫他們安排小組
[00:07:35.940 --> 00:07:38.940]  他自己也是透過很多不同的方式
[00:07:38.940 --> 00:07:41.940]  幾年之間帶領了他很多的親友
[00:07:41.940 --> 00:07:46.940]  有21位的親友成為基督徒
[00:07:46.940 --> 00:07:49.940]  這些事情當我們聽到的時候
[00:07:49.940 --> 00:07:54.940]  我們體會絕對不是人可能做到的事情
[00:07:54.940 --> 00:07:57.940]  或者預計到會發生的事情
[00:07:57.940 --> 00:08:00.940]  但是人祈禱的時候
[00:08:00.940 --> 00:08:07.940]  神工作成就很多叫我們驚訝、驚奇的事情
[00:08:07.940 --> 00:08:09.940]  同樣我們今天讀到聖經的
[00:08:09.940 --> 00:08:13.940]  《舍行傳》第四章裡面的經文的時候
[00:08:13.940 --> 00:08:15.940]  你發覺當時的門徒
[00:08:15.940 --> 00:08:18.940]  他們面對著很多的威嚇
[00:08:18.940 --> 00:08:23.940]  但是在威嚇當中更加看到神的作為顯明出來
[00:08:23.940 --> 00:08:25.940]  因為他們祈禱
[00:08:25.940 --> 00:08:27.940]  大家都會熟悉這段經文
[00:08:27.940 --> 00:08:30.940]  在《舍行傳》第四章之前的第三章
[00:08:30.940 --> 00:08:33.940]  你會記得當時彼得他奉主的名
[00:08:33.940 --> 00:08:38.940]  來醫治了一個生來瘸腿的人
[00:08:38.940 --> 00:08:43.940]  當他醫好了這個有病的人之後
[00:08:43.940 --> 00:08:46.940]  就發覺周圍的人很驚訝
[00:08:46.940 --> 00:08:50.940]  他們走過來就要聽究竟發生了什麼事
[00:08:50.940 --> 00:08:51.940]  為什麼他會康復
[00:08:51.940 --> 00:08:56.940]  這個一出世已經瘸腿的人竟然會康復呢?
[00:08:56.940 --> 00:08:58.940]  這件事情之後
[00:08:58.940 --> 00:09:01.940]  聖經就講述到在四章第一節
[00:09:01.940 --> 00:09:06.940]  大家會看到使徒們正對群眾講話的時候
[00:09:06.940 --> 00:09:08.940]  去解釋他們的信仰
[00:09:08.940 --> 00:09:14.940]  當時祭司、聖殿的守衛長和撒都哥人來到他們那裡
[00:09:14.940 --> 00:09:16.940]  很多人就走過來
[00:09:16.940 --> 00:09:18.940]  這些宗教的領袖
[00:09:18.940 --> 00:09:21.940]  這些聖殿的守衛長
[00:09:21.940 --> 00:09:24.940]  或者是當時聖殿的警察
[00:09:24.940 --> 00:09:28.940]  撒都哥人也是當時猶太人的權貴
[00:09:28.940 --> 00:09:30.940]  很有地位的人物
[00:09:30.940 --> 00:09:33.940]  他們都是支持羅馬政權的
[00:09:33.940 --> 00:09:38.940]  他們不喜歡在自己的民族當中有什麼動亂的事情
[00:09:38.940 --> 00:09:41.940]  他們也不相信有復活的事情
[00:09:41.940 --> 00:09:46.940]  所以聽見使徒們向著百姓講話的時候
[00:09:46.940 --> 00:09:48.940]  他們就很憤怒
[00:09:48.940 --> 00:09:51.940]  他們覺得使徒們正在破壞和平
[00:09:51.940 --> 00:09:55.940]  也覺得他們在傳講一些異端
[00:09:55.940 --> 00:10:01.940]  因此聖經就講他們拘捕了、捉拿了使徒們
[00:10:01.940 --> 00:10:05.940]  在這個時候可能我們都會覺得很危險
[00:10:05.940 --> 00:10:09.940]  周圍的人可能因此看到這個形勢
[00:10:09.940 --> 00:10:11.940]  就快快地躲起來
[00:10:11.940 --> 00:10:13.940]  避免自己也可能被牽連
[00:10:13.940 --> 00:10:16.940]  但聖經很奇妙地在講一件事情
[00:10:16.940 --> 00:10:19.940]  就是在下面的四章第四節有提及到
[00:10:19.940 --> 00:10:23.940]  當他們講述主耶穌的道
[00:10:23.940 --> 00:10:25.940]  當他們被拘捕的時候
[00:10:25.940 --> 00:10:28.940]  聖經就說有很多人願意信主
[00:10:28.940 --> 00:10:34.940]  單單是男士已經有五千人信主
[00:10:34.940 --> 00:10:36.940]  一個很大的群眾
[00:10:36.940 --> 00:10:44.940]  我們可以想像五千人可能很遠的聚集都在聽
[00:10:44.940 --> 00:10:47.940]  然後他們都願意信主
[00:10:47.940 --> 00:10:53.940]  我即時想起聖經在提摩太傳書第二章
[00:10:53.940 --> 00:10:55.940]  其中第九節
[00:10:55.940 --> 00:10:59.940]  本來就曾經講到他自己是被困鎖
[00:10:59.940 --> 00:11:03.940]  因為傳福音的原告是被困綁
[00:11:03.940 --> 00:11:06.940]  他就說我為這福音被困綁
[00:11:06.940 --> 00:11:11.940]  然而神的道卻不被困綁
[00:11:11.940 --> 00:11:15.940]  神的道不被困綁
[00:11:15.940 --> 00:11:19.940]  我們最近一直留心到阿富汗的消息
[00:11:19.940 --> 00:11:21.940]  大家都會很留意
[00:11:21.940 --> 00:11:25.940]  但隔壁的伊朗1979年
[00:11:25.940 --> 00:11:30.940]  同樣面對著一個伊斯蘭的武裝革命
[00:11:30.940 --> 00:11:34.940]  將當時的伊朗國王推翻
[00:11:34.940 --> 00:11:38.940]  所有外國的一些基督徒的工作
[00:11:38.940 --> 00:11:40.940]  或者是基督徒
[00:11:40.940 --> 00:11:43.940]  都會全部要離開這個國家
[00:11:43.940 --> 00:11:47.940]  當時的教會面對著很大的逼迫
[00:11:47.940 --> 00:11:51.940]  但你不會想到今天回看的時候
[00:11:51.940 --> 00:11:56.940]  伊朗的教會是全世界眾多的基督教會當中
[00:11:56.940 --> 00:12:00.940]  其中一個增長得最快速的教會
[00:12:00.940 --> 00:12:03.940]  很多伊朗人在各個情況之下
[00:12:03.940 --> 00:12:08.940]  心裏面很體會到自己過去的信仰的問題
[00:12:08.940 --> 00:12:12.940]  然後他們開始尋求主耶穌
[00:12:12.940 --> 00:12:14.940]  縱使人受到困綁
[00:12:14.940 --> 00:12:17.940]  縱使信主的人受到逼迫
[00:12:17.940 --> 00:12:21.940]  聖經所說神的道卻不被困綁
[00:12:21.940 --> 00:12:24.940]  這是極其真實的事情
[00:12:24.940 --> 00:12:28.940]  聖經裏面再說到在這件事情之後的第二天
[00:12:28.940 --> 00:12:32.940]  他們就被捉拿到猶大的公會裏面受審
[00:12:32.940 --> 00:12:34.940]  在第四章後來提及
[00:12:34.940 --> 00:12:37.940]  猶太的官長長老大祭司
[00:12:37.940 --> 00:12:40.940]  他們再將他們帶到公會裏面
[00:12:40.940 --> 00:12:44.940]  我想當彼得和約翰在這個公會裏面的時候
[00:12:44.940 --> 00:12:47.940]  看到當時的情況
[00:12:47.940 --> 00:12:50.940]  或者他們會想起一件事
[00:12:50.940 --> 00:12:52.940]  想起甚麼事?
[00:12:52.940 --> 00:12:57.940]  不久之前主耶穌曾經在這個地方受審
[00:12:57.940 --> 00:12:59.940]  但接著他們的主
[00:12:59.940 --> 00:13:04.940]  我們的主就被捉拿釘十字架
[00:13:04.940 --> 00:13:07.940]  他們將他帶到彼得多度
[00:13:07.940 --> 00:13:09.940]  然後就將他釘十字架
[00:13:09.940 --> 00:13:11.940]  可能他們都會想
[00:13:11.940 --> 00:13:16.940]  我們自己是否也會同樣面對這個後果呢?
[00:13:16.940 --> 00:13:22.940]  自然我們都會想他們會很掛心
[00:13:22.940 --> 00:13:24.940]  他們會很害怕
[00:13:24.940 --> 00:13:28.940]  但聖經在下面的第七節第八節
[00:13:28.940 --> 00:13:30.940]  聖經就說
[00:13:30.940 --> 00:13:33.940]  他們叫使徒都站在當中
[00:13:33.940 --> 00:13:35.940]  查問他們質問他們
[00:13:35.940 --> 00:13:39.940]  你們憑甚麼能力奉誰的名作者士呢?
[00:13:39.940 --> 00:13:41.940]  聖經說
[00:13:41.940 --> 00:13:44.940]  當時彼得被聖靈充滿
[00:13:44.940 --> 00:13:49.940]  據他們說民眾的領袖和長老一直這樣說
[00:13:49.940 --> 00:13:52.940]  在被逼迫被威脅的時候
[00:13:52.940 --> 00:13:57.940]  反而經歷聖靈賜下的能力
[00:13:57.940 --> 00:13:58.940]  我發覺很多時候
[00:13:58.940 --> 00:14:02.940]  當頂尖會面對一些特別的處境的時候
[00:14:02.940 --> 00:14:04.940]  很知道自己不能夠應付
[00:14:04.940 --> 00:14:06.940]  心轉向倚靠神
[00:14:06.940 --> 00:14:11.940]  然後很奇妙經歷神的那種恩惠和能力
[00:14:11.940 --> 00:14:13.940]  去面對那個處境
[00:14:13.940 --> 00:14:15.940]  我想問一件事情
[00:14:15.940 --> 00:14:19.940]  之前曾經看到有關澤富文牧師的一些傳記
[00:14:19.940 --> 00:14:23.940]  大家知道宣道會的一個著名的牧者
[00:14:23.940 --> 00:14:28.940]  在中國內地和東南亞地方做了很多年宣教
[00:14:28.940 --> 00:14:34.940]  有一次他在廣西的地方被一些土匪綁架了
[00:14:34.940 --> 00:14:37.940]  因為他們以為外籍人一定有錢
[00:14:37.940 --> 00:14:42.940]  帶了他去半山一個土匪的總部
[00:14:42.940 --> 00:14:45.940]  然後一直敲問他的時候
[00:14:45.940 --> 00:14:48.940]  發現他原來沒有錢
[00:14:48.940 --> 00:14:49.940]  在那個時候
[00:14:49.940 --> 00:14:54.940]  澤牧師說在一個半山的地方
[00:14:54.940 --> 00:14:56.940]  到處都很漆黑
[00:14:56.940 --> 00:14:59.940]  有少許月光半夜的時候
[00:14:59.940 --> 00:15:03.940]  一群土匪圍著他
[00:15:03.940 --> 00:15:06.940]  個個都拿著長槍短槍
[00:15:06.940 --> 00:15:09.940]  這個首領突然跟他說
[00:15:09.940 --> 00:15:12.940]  哦 你是基督徒嗎?
[00:15:12.940 --> 00:15:16.940]  好吧 說說耶穌給我們聽聽吧
[00:15:16.940 --> 00:15:19.940]  澤牧師都不知道該不該說
[00:15:19.940 --> 00:15:24.940]  究竟他是想找一些藉口來開槍殺他
[00:15:24.940 --> 00:15:26.940]  還是真的想聽呢?
[00:15:26.940 --> 00:15:29.940]  個個兇神惡煞看著他圍著他
[00:15:29.940 --> 00:15:32.940]  拿著長槍對著他
[00:15:32.940 --> 00:15:34.940]  澤牧師在那個時候
[00:15:34.940 --> 00:15:37.940]  他心仰望神
[00:15:37.940 --> 00:15:41.940]  然後他就放膽說
[00:15:41.940 --> 00:15:45.940]  一邊說 發現沒有人開槍
[00:15:45.940 --> 00:15:49.940]  一邊說 看到他們很留心聽
[00:15:49.940 --> 00:15:53.940]  然後聽完他說整個福音的故事
[00:15:53.940 --> 00:15:56.940]  後來他們發現他沒有錢
[00:15:56.940 --> 00:15:58.940]  算了 放了他
[00:15:58.940 --> 00:16:01.940]  澤牧師後來就說
[00:16:01.940 --> 00:16:06.940]  他說 誰會有機會向土匪傳福音呢?
[00:16:06.940 --> 00:16:12.940]  除非我被他們綁架了
[00:16:12.940 --> 00:16:14.940]  如果不是經過綁架
[00:16:14.940 --> 00:16:17.940]  我不會有機會向他們傳福音
[00:16:17.940 --> 00:16:22.940]  有些時候上帝容許我們經歷一些困難
[00:16:22.940 --> 00:16:24.940]  但是開啟一些機會
[00:16:24.940 --> 00:16:32.940]  讓我們向一些其他人沒有機會作見證的人作見證
[00:16:32.940 --> 00:16:35.940]  當你看回當時的使徒
[00:16:35.940 --> 00:16:39.940]  他們面對著一些很有權勢的官長的時候
[00:16:39.940 --> 00:16:43.940]  使徒就說他們被聖靈充滿
[00:16:43.940 --> 00:16:47.940]  然後說出主耶穌的訊息
[00:16:47.940 --> 00:16:51.940]  我們未必在宣教的工場
[00:16:51.940 --> 00:16:53.940]  但第一次會留意在自己的工作
[00:16:53.940 --> 00:16:56.940]  或者家庭的崗位裏面
[00:16:56.940 --> 00:17:00.940]  何時你感覺好像受到一些批評
[00:17:00.940 --> 00:17:02.940]  甚至是排斥
[00:17:02.940 --> 00:17:05.940]  這個時候你記得留意聖靈
[00:17:05.940 --> 00:17:07.940]  如何在你心裏面工作
[00:17:07.940 --> 00:17:09.940]  然後放開膽量
[00:17:09.940 --> 00:17:13.940]  領受聖靈給你的勇氣去為主作見證
[00:17:13.940 --> 00:17:17.940]  在當時你會知道你不是憑著自己
[00:17:17.940 --> 00:17:19.940]  其實正因為你知道不是憑著自己
[00:17:19.940 --> 00:17:22.940]  所以你不會害怕
[00:17:22.940 --> 00:17:26.940]  因為害怕是因為覺得是要憑著自己
[00:17:26.940 --> 00:17:29.940]  當你看回到不是憑著自己的時候
[00:17:29.940 --> 00:17:32.940]  你就體會到神給你的力量
[00:17:32.940 --> 00:17:34.940]  在不同的地方來見證祂
[00:17:34.940 --> 00:17:36.940]  無論透過你的說話
[00:17:36.940 --> 00:17:40.940]  透過你的行為來榮耀主
[00:17:40.940 --> 00:17:42.940]  今天當我們看到這裡的時候
[00:17:42.940 --> 00:17:43.940]  更加體會到
[00:17:43.940 --> 00:17:46.940]  第一次我們要更多為宣教士
[00:17:46.940 --> 00:17:50.940]  能夠得到屬靈的膽量、祈禱
[00:17:50.940 --> 00:17:54.940]  求神給他們在很多不同困難的處境裏面
[00:17:54.940 --> 00:18:00.940]  都經歷這一種能力和勇氣去見證著
[00:18:00.940 --> 00:18:02.940]  我們再進一步看看
[00:18:02.940 --> 00:18:04.940]  禱告與神同工
[00:18:04.940 --> 00:18:08.940]  禱告是與神同工的
[00:18:08.940 --> 00:18:11.940]  在後來的四章第二十三節
[00:18:11.940 --> 00:18:13.940]  你再讀這段經文的時候
[00:18:13.940 --> 00:18:17.940]  你會發覺當時他們從公會被釋放出來之後
[00:18:17.940 --> 00:18:20.940]  他們第一件事情做什麼呢?
[00:18:20.940 --> 00:18:25.940]  他們聖經所說「回到自己的人那裏去」
[00:18:25.940 --> 00:18:29.940]  你有沒有一些自己的人?
[00:18:29.940 --> 00:18:32.940]  有沒有你的弟兄姊妹?
[00:18:32.940 --> 00:18:34.940]  在你遇到挑戰的時候
[00:18:34.940 --> 00:18:38.940]  他們能夠成為了你生命的支持?
[00:18:38.940 --> 00:18:42.940]  如果你沒有就很危險
[00:18:42.940 --> 00:18:45.940]  如果你有你就有福
[00:18:45.940 --> 00:18:50.940]  當彼得和約翰離開了英國的公會之後
[00:18:50.940 --> 00:18:54.940]  他們即時回到自己人那裏
[00:18:54.940 --> 00:18:56.940]  回到他們當中的時候
[00:18:56.940 --> 00:19:00.940]  他們就發覺在當中
[00:19:00.940 --> 00:19:05.940]  這一群人正在等他們
[00:19:05.940 --> 00:19:08.940]  也都預備和他們一起祈禱
[00:19:08.940 --> 00:19:11.940]  當時聖經就說到彼得和約翰
[00:19:11.940 --> 00:19:13.940]  將他們所經歷的一切事情
[00:19:13.940 --> 00:19:16.940]  祭司長怎樣去威嚇他們
[00:19:16.940 --> 00:19:18.940]  全部告訴他們
[00:19:18.940 --> 00:19:19.940]  他們聽完之後
[00:19:19.940 --> 00:19:20.940]  領受那份感動
[00:19:20.940 --> 00:19:26.940]  他們就很迫切地一起向神祈禱
[00:19:26.940 --> 00:19:30.940]  我想到我們教會的祈禱會
[00:19:30.940 --> 00:19:34.940]  每一次都會提出一些宣教士的需要
[00:19:34.940 --> 00:19:37.940]  每一次我見到有團契
[00:19:37.940 --> 00:19:40.940]  有宣教士者
[00:19:40.940 --> 00:19:45.940]  他們留心宣教士需要的工場狀況
[00:19:45.940 --> 00:19:49.940]  將這些事情帶給自己團契的弟兄姊妹
[00:19:49.940 --> 00:19:51.940]  講述這些事情的時候
[00:19:51.940 --> 00:19:56.940]  讓我們了解到神怎樣在工場裏工作
[00:19:56.940 --> 00:19:59.940]  也都更加迫切地體會到
[00:19:59.940 --> 00:20:02.940]  宣教士他們所面對的困難
[00:20:02.940 --> 00:20:06.940]  你發覺會多了一份迫切感
[00:20:06.940 --> 00:20:08.940]  為他們禱告
[00:20:08.940 --> 00:20:10.940]  宣教士都很清楚知道
[00:20:10.940 --> 00:20:14.940]  他們不是單獨在前線工作
[00:20:14.940 --> 00:20:17.940]  所以他們常常將一些事情帶給我們
[00:20:17.940 --> 00:20:20.940]  讓後方的人可以去明白
[00:20:20.940 --> 00:20:24.940]  也都領受一份感動來祈禱
[00:20:24.940 --> 00:20:26.940]  弟兄姊妹
[00:20:26.940 --> 00:20:28.940]  留心宣教士的情況
[00:20:28.940 --> 00:20:30.940]  縱使你不在前線
[00:20:30.940 --> 00:20:34.940]  但更加領受一份激勵、感動
[00:20:34.940 --> 00:20:37.940]  去為他們迫切祈禱
[00:20:37.940 --> 00:20:39.940]  當你讀到下面的經文
[00:20:39.940 --> 00:20:40.940]  他們一直禱告的時候
[00:20:40.940 --> 00:20:42.940]  你會發覺有幾個重點
[00:20:42.940 --> 00:20:43.940]  我們一起看看
[00:20:43.940 --> 00:20:46.940]  首先你會發覺他們一直在說
[00:20:46.940 --> 00:20:51.940]  這位上帝是掌主權的上帝
[00:20:51.940 --> 00:20:53.940]  《四章二十四節》說
[00:20:53.940 --> 00:20:56.940]  「他們聽了就同心向神高聲說
[00:20:56.940 --> 00:20:59.940]  主啊,你是那創造天地海洋
[00:20:59.940 --> 00:21:03.940]  和其中萬物的主宰」
[00:21:03.940 --> 00:21:04.940]  當你要祈禱的時候
[00:21:04.940 --> 00:21:08.940]  你首先內心清楚地去確信
[00:21:08.940 --> 00:21:10.940]  去提醒自己
[00:21:10.940 --> 00:21:12.940]  這位禱告的對象
[00:21:12.940 --> 00:21:16.940]  正是天地的主宰
[00:21:16.940 --> 00:21:18.940]  英文翻譯為Sovereign Lord
[00:21:18.940 --> 00:21:20.940]  原來包含了一個意思
[00:21:20.940 --> 00:21:25.940]  就是祂是一切掌權的主的意思
[00:21:25.940 --> 00:21:30.940]  是沒有人能夠挑戰祂的權柄的主
[00:21:30.940 --> 00:21:33.940]  當這群弟兄姊妹他們祈禱的時候
[00:21:33.940 --> 00:21:35.940]  他們首先表明
[00:21:35.940 --> 00:21:38.940]  你是掌主權的主
[00:21:38.940 --> 00:21:40.940]  當我們再祈禱的時候
[00:21:40.940 --> 00:21:43.940]  二十七節
[00:21:43.940 --> 00:21:48.940]  他們提及聖經裏面有的預言
[00:21:48.940 --> 00:21:53.940]  然後說現在見到很多本地的官長
[00:21:53.940 --> 00:21:56.940]  很多外族人和本地人
[00:21:56.940 --> 00:21:58.940]  他們都聯合一起
[00:21:58.940 --> 00:22:02.940]  要去反對聖神的聖僕耶穌
[00:22:02.940 --> 00:22:04.940]  這些所承傳的事情
