
[00:00:00.000 --> 00:00:14.000]  各位午安!新年快樂!情人節快樂!生日快樂!三樂!
[00:03:57.000 --> 00:04:05.000]  但就因為Nicholson被關在那裏的時候,所有的英國的俘虜和英國的工兵是懶洋洋
[00:04:05.000 --> 00:04:10.000]  做也不是,不做也不是,所以進展是非常緩慢
[00:04:10.000 --> 00:04:15.000]  所以軍方就很不滿意Sato建這條橋的進展
[00:04:15.000 --> 00:04:20.000]  然後就下了命令,是什麼時候什麼時候你要建好,否則處斬
[00:04:20.000 --> 00:04:25.000]  當時Sato沒有辦法,就回去找Nicholson,OK我聽你說了
[00:04:25.000 --> 00:04:30.000]  日內瓦什麼就什麼,你要什麼就什麼,於是就放了Nicholson出來
[00:04:30.000 --> 00:04:34.000]  Nicholson出來的時候,他就走去看一看工程是怎麼樣
[00:04:34.000 --> 00:04:37.000]  不看由自可,一看的時候嚇了一跳
[00:04:37.000 --> 00:04:47.000]  沒可能我們英國人,我們英國的工程師,我們英國的工兵,我們英國的士兵會做這麼差的工程
[00:04:47.000 --> 00:04:51.000]  絕對不可以接受的,然後他就看一看
[00:04:51.000 --> 00:05:02.000]  因為你選擇的位置錯了,你在這條,這地方那條河是絕對100%從一個engineer的角度來說是錯誤的
[00:05:02.000 --> 00:05:08.000]  於是當時Sato被他罵得頭疼頭疼,但是沒辦法了,要靠他了
[00:05:08.000 --> 00:05:12.000]  OKOK你做去哪裡去哪裡,於是他就選擇了一個位置
[00:05:12.000 --> 00:05:16.000]  然後就開始日以繼夜辛勤的工作
[00:05:16.000 --> 00:05:24.000]  在一個很短的時間之內,竟然之間被這班英國的俘虜建了這條桂河橋
[00:05:24.000 --> 00:05:30.000]  但是在這裏建的時候,Nicholson就想到我們英國人是最出色的工程師
[00:05:30.000 --> 00:05:36.000]  我們的士兵是最勤奮,最忠心,我們是最有天才的人
[00:05:36.000 --> 00:05:39.000]  我們要建好這個project,我們就做好這個project
[00:05:39.000 --> 00:05:46.000]  他從沒想到他在看敵人在做事,他從沒想到建了這條橋的時候,對整個盟軍的影響是很大很大
[00:05:46.000 --> 00:05:51.000]  他沒想到,他只看到一件事,就是我接到這個order,我就去做
[00:05:51.000 --> 00:05:56.000]  我們是英國人,我們英國人是最叻的,是最出色的,我們就做給你們看
[00:05:56.000 --> 00:06:02.000]  就在這個時候,盟軍就派了一個突擊隊去炸這條橋
[00:06:02.000 --> 00:06:08.000]  當時這個突擊隊有一個美國的,走出來的叫做Saund的士兵
[00:06:08.000 --> 00:06:12.000]  一個加拿大人叫做Joyce,一個英國人叫做Major Warden
[00:06:12.000 --> 00:06:18.000]  和帶著幾個手下就組成一個突擊隊,走到這個地方去炸這條橋
[00:06:18.000 --> 00:06:29.000]  那一晚,沒有月亮,黑漆漆的,他們走到橋那裡,將炸藥放在橋底
[00:06:29.000 --> 00:06:37.000]  然後將電線引到河那裡,弄一個引爆器,藏在水底
[00:06:37.000 --> 00:06:45.000]  Joyce就奉命在附近的叢林躲起來
[00:06:45.000 --> 00:06:50.000]  當第二天大概八點多鐘,那個火車經過的時候
[00:06:50.000 --> 00:07:00.000]  他就按這個引爆器,火車,日本人,所有軍資就會掉下去
[00:07:00.000 --> 00:07:08.000]  第一組,Nicholson帶著四徒去參觀他們的傑作
[00:07:08.000 --> 00:07:13.000]  作最後一次的巡視,走過這條橋
[00:07:13.000 --> 00:07:17.000]  Nicholson的照片充滿了很高傲
[00:07:17.000 --> 00:07:20.000]  你看這些就是我們英國人的傑作
[00:07:20.000 --> 00:07:25.000]  你看一看那些工程是多麼的出色
[00:07:25.000 --> 00:07:32.000]  剛好在這個時候,河水退,很不幸河水退的時候
[00:07:32.000 --> 00:07:38.000]  那個引爆器就露了出來,那些電線露了出來
[00:07:38.000 --> 00:07:42.000]  Nicholson是一個觀察力很強的人
[00:07:42.000 --> 00:07:45.000]  他一看到的時候,他覺得有些事情不妥
[00:07:45.000 --> 00:07:51.000]  他就告訴四徒,有些事情不妥,我們兩個一起下去河裡看看
[00:07:51.000 --> 00:07:58.000]  於是他就跟著那條電線一直去,就快要去到引爆器的時候
[00:07:58.000 --> 00:08:03.000]  當時躲在叢林的Joyce看到這樣的情形,嚇了一跳
[00:08:03.000 --> 00:08:09.000]  他想都想不到,可能我們整個的計劃
[00:08:09.000 --> 00:08:14.000]  就是被一個英國的軍官完全的破壞
[00:08:14.000 --> 00:08:20.000]  於是他出來,在最危險,快要發生的時候
[00:08:20.000 --> 00:08:23.000]  一槍打死了四徒
[00:08:23.000 --> 00:08:27.000]  當時Nicholson就嚇了一跳
[00:08:27.000 --> 00:08:32.000]  就想跟他搏鬥,就跟Joyce一路搏鬥
[00:08:32.000 --> 00:08:36.000]  大家同等人就跟他搏鬥
[00:08:36.000 --> 00:08:42.000]  在對岸的Sean看到這樣的情形,他覺得不行
[00:08:42.000 --> 00:08:49.000]  他當時大聲的叫他殺死他,叫Joyce殺死Nicholson
[00:08:49.000 --> 00:08:57.000]  他正在猶豫之際,很可惜日本的士兵已經趕到
[00:08:57.000 --> 00:09:01.000]  一槍將Joyce殺死了
[00:09:01.000 --> 00:09:06.000]  當時Sean就快跳進河裡游過去,準備殺死Nicholson
[00:09:06.000 --> 00:09:09.000]  不讓他控制引爆器
[00:09:09.000 --> 00:09:14.000]  但可惜游到半路,他就中槍,身負重傷
[00:09:14.000 --> 00:09:17.000]  他拼命游到Nicholson的時候
[00:09:17.000 --> 00:09:22.000]  Nicholson轉眼看一看,看到一個美國的士兵
[00:09:22.000 --> 00:09:25.000]  游來游去,垂死的掙扎
[00:09:25.000 --> 00:09:28.000]  大聲叫他,你在做什麼?你在做什麼?
[00:09:28.000 --> 00:09:35.000]  他突然醒了,他就在想我在做什麼?我在做什麼?
[00:09:35.000 --> 00:09:45.000]  就在這個時候,對面的Major Warden就開槍將Nicholson打到重傷
[00:09:45.000 --> 00:09:52.000]  當他打到重傷,他就負傷的走到引爆器
[00:09:52.000 --> 00:09:55.000]  就在這個時候,火車就到了
[00:09:55.000 --> 00:10:01.000]  火車就要過橋的時候,就掉到引爆器那裡
[00:10:01.000 --> 00:10:06.000]  引爆器一爆,整條橋就炸毀
[00:10:06.000 --> 00:10:11.000]  其餘的英國俘虜,英國人看到的時候
[00:10:11.000 --> 00:10:15.000]  大聲叫他,It's madness, it's madness
[00:10:15.000 --> 00:10:19.000]  好像神經病一樣
[00:10:19.000 --> 00:10:27.000]  David Lien,大衛連,他拍這套電影是如意深唱
[00:10:27.000 --> 00:10:31.000]  Nicholson是一個典型的英國紳士
[00:10:31.000 --> 00:10:37.000]  英國人很重視原則,很重視法紀,很重視規矩
[00:10:37.000 --> 00:10:42.000]  是有規有矩,依法行事
[00:10:42.000 --> 00:10:49.000]  英國人很自豪他自己在工程上那種出色的表現
[00:10:49.000 --> 00:10:54.000]  但他只看小一部分,他不是從一個大的畫面去看
[00:10:54.000 --> 00:10:59.000]  他以為他依法行事,但他沒有想到這樣是最殘忍的行法
[00:10:59.000 --> 00:11:03.000]  他沒有想到他自己以為是為了英國而自豪
[00:11:03.000 --> 00:11:07.000]  為了自己英國人那種卓越的成就而自豪
[00:11:07.000 --> 00:11:14.000]  他沒有想到他自己這樣做是最愚蠢,最令整個國家
[00:11:14.000 --> 00:11:17.000]  他以為是愛國,其實是最不愛國的表現
[00:11:17.000 --> 00:11:23.000]  其實Nicholson是想告訴我們,這個世界上有很多人是這樣
[00:11:23.000 --> 00:11:26.000]  我們固執在我們以為自己是正義的東西
[00:11:26.000 --> 00:11:29.000]  但做出來的結果是令很多人受害的
[00:11:29.000 --> 00:11:34.000]  我們以為我們是守法,我們以為我們依規矩,我們以為我們有正義
[00:11:34.000 --> 00:11:37.000]  但我們從一個大的畫面去看的時候
[00:11:37.000 --> 00:11:43.000]  其實我們所做的事情是令很多人受很多的痛苦,我們都不知道
[00:11:43.000 --> 00:11:48.000]  在美國有一個這樣的故事,有一次有12個人去行山
[00:11:48.000 --> 00:11:54.000]  在National Forest去行山,失蹤了,7天都沒有消息
[00:11:54.000 --> 00:12:01.000]  當時家人報案,直升機就上去盤旋找找
[00:12:01.000 --> 00:12:05.000]  終於經過幾天的搜索,在最高山的空地裏面
[00:12:05.000 --> 00:12:10.000]  見到有一班人拿著白色的旗子在那裏晃來晃去求救
[00:12:10.000 --> 00:12:14.000]  當時這個直升機的機師見到這個情形的時候很開心
[00:12:14.000 --> 00:12:19.000]  馬上就把直升機降落在那裏救他出來
[00:12:19.000 --> 00:12:25.000]  但就接到當時總部電話說不准降落
[00:12:25.000 --> 00:12:32.000]  因為根據美國的法例,National Forest是不准有任何的直升機降落的
[00:12:32.000 --> 00:12:38.000]  那怎麼辦呢?叫他們下去,走上山來救他們
[00:12:38.000 --> 00:12:46.000]  幸好這次沒有死人,如果有死人的話,世界上哪裏會有這麼愚蠢的事情
[00:12:46.000 --> 00:12:53.000]  這麼沒有人情味,這些手法,人命重要,就是你手上這些法律重要
[00:12:53.000 --> 00:12:58.000]  當然,他整條法例是想保護環境,不想污染環境
[00:12:58.000 --> 00:13:02.000]  但是不是為死守墨守成規,沒有想到人的生命
[00:13:02.000 --> 00:13:10.000]  耶穌說了一句話很好,人不是為安息人而做,安息日是為人而做
[00:13:10.000 --> 00:13:16.000]  但很多時候我們就是看著教條,看著規矩,看著制度
[00:13:16.000 --> 00:13:20.000]  沒有想到人的需要,沒有體諒到人的需要
[00:13:20.000 --> 00:13:25.000]  沒有看到人的眼淚,人的痛苦,只是看到我們依法行事
[00:13:25.000 --> 00:13:30.000]  我們按章工作,我們去打工,沒有一個情在裏面的時候
[00:13:30.000 --> 00:13:34.000]  這個世界就會亂,就會亂
[00:13:34.000 --> 00:13:40.000]  耶穌在這裏說了一個很重要的故事,這個故事叫做好撒馬尼亞
[00:13:40.000 --> 00:13:45.000]  是一個很法人心醒的故事,讓我們看看在今天我們這個社會裏面
[00:13:45.000 --> 00:13:50.000]  今天我們所看重的是什麼,基督教的精神是一個什麼的精神
[00:13:50.000 --> 00:13:55.000]  基督教的信仰是一個什麼的信仰,教會應該怎樣去服侍人
[00:13:55.000 --> 00:13:59.000]  這個就是我們今天所需要思想的一件事
[00:13:59.000 --> 00:14:06.000]  誰是我的淪舍,或者我們首先看看背景,25-29節的背景
[00:14:06.000 --> 00:14:12.000]  有一個律法師起來試探耶穌,說夫子,我該作什麼才可以承受永生
[00:14:12.000 --> 00:14:16.000]  耶穌對他說,律法上寫的是什麼,你念的是怎樣
[00:14:16.000 --> 00:14:21.000]  他回答說,你要盡心盡性盡力,盡以愛主你的神
[00:14:21.000 --> 00:14:26.000]  又要愛淪舍,又要愛自己,耶穌說,你回答的是,你這樣行就必得永生
[00:14:26.000 --> 00:14:32.000]  那人要顯明自己有你就對耶穌說,誰是我的淪舍
[00:14:32.000 --> 00:14:38.000]  故事講到一個律法師,律法師是一個專門研究舊約律法的人
[00:14:38.000 --> 00:14:46.000]  他是一個神學家,是一個律法的人,對律法是非常知曉,是一個滾瓜爛熟
[00:14:46.000 --> 00:14:53.000]  猶太人很看重上帝給他的律法,猶太人是一個今天歐西的律法制度
[00:14:53.000 --> 00:14:58.000]  都是源於猶太人對律法的看法,所以猶太人是很看重這個律法的
[00:14:58.000 --> 00:15:05.000]  有成本書,Mishnah,或者Torah,都是要解釋舊約裡面的律法,怎樣守法的
[00:15:05.000 --> 00:15:14.000]  他走來找耶穌,他問耶穌一個很激要的問題,他說我當作什麼才可以承受永生
[00:15:14.000 --> 00:15:22.000]  猶太人認為要守法律才能夠得到永生,但是這個人可能他守了很多,但是覺得自己做不夠
[00:15:22.000 --> 00:15:28.000]  所以就問耶穌,我還要做什麼才可以承受永生,又或者有些解經家說
[00:15:28.000 --> 00:15:33.000]  這個人因為他是一個專家,面對耶穌基督,又沒有license,又沒有degree,又沒有什麼的時候
[00:15:33.000 --> 00:15:40.000]  就走去問耶穌,耶穌你說你要做什麼才可以得到永生,要守什麼律法才可以得到永生
[00:15:40.000 --> 00:15:47.000]  或者去質問耶穌,但是無論怎樣,這個人是想問一個很激要的問題
[00:15:47.000 --> 00:15:53.000]  問題就是我當作什麼才可以承受永生,對他來說永生是什麼,你要做一些東西賺回來
[00:15:53.000 --> 00:15:59.000]  你要守一些律法,或者做一些東西賺回來,所以他就說我當作什麼才可以承受永生
[00:15:59.000 --> 00:16:07.000]  永生不是給你的,是你自己賺回來的,你要做的,所以他的觀念就是我要做什麼才可以承受永生
[00:16:07.000 --> 00:16:13.000]  耶穌很有趣的,耶穌凡是回答問題都沒有直接回答的,他不直接回答的
[00:16:13.000 --> 00:16:21.000]  我想我們老師,爸爸媽媽都要學這一套,問回去,不要這麼快就回答他,問回去
[00:16:21.000 --> 00:16:26.000]  耶穌問回去,你是律法專家,那你認為怎樣?
[00:16:26.000 --> 00:16:39.000]  在原文的語氣,律法師問的問題是很冤枉的,火藥氣很濃厚的
[00:16:39.000 --> 00:16:47.000]  耶穌回答的問題是很溫柔的,耶穌就,我將他異譯,既然你是律法師
[00:16:47.000 --> 00:16:56.000]  你是專門研究律法的,你研究什麼,不妨說出來聽聽
[00:16:56.000 --> 00:17:02.000]  耶穌是用很溫柔的說話,他馬上就回答他,你考這麼小的問題
[00:17:02.000 --> 00:17:11.000]  你要盡心盡性盡力盡意愛主你的神,愛倫社兒童愛自己
[00:17:11.000 --> 00:17:22.000]  原來那些猶太人就將這段經文寫在一些像你的頸巾那樣寫著
[00:17:22.000 --> 00:17:29.000]  然後抱著,整天抱著,要提醒自己,要盡心盡性盡力盡意愛主你的上帝
[00:17:29.000 --> 00:17:34.000]  又要愛倫社兒童愛自己?
[00:17:34.000 --> 00:17:41.000]  答案對不對?100%對,A+,絕對對
[00:17:41.000 --> 00:17:46.000]  耶穌說你答對了,你就跟著去做吧
[00:17:46.000 --> 00:17:53.000]  這個人,這條氣很不順,就頂回耶穌
[00:17:53.000 --> 00:18:02.000]  這人為了要顯明自己有利,就對耶穌說,誰是我的倫社?
[00:18:02.000 --> 00:18:04.000]  誰是我的倫社?
[00:18:04.000 --> 00:18:11.000]  要想深一層,律法司說這個問題是絕對正確的
[00:18:11.000 --> 00:18:14.000]  是很厲害的,他問這個問題問得很好
[00:18:14.000 --> 00:18:16.000]  為什麼我這樣說呢?
[00:18:16.000 --> 00:18:21.000]  我給個例子,大家可以了解明白
[00:18:21.000 --> 00:18:24.000]  如果今天美國國會要通過一條法例
[00:18:24.000 --> 00:18:29.000]  如果你不愛國的,可以抓你坐牢坐20年
[00:18:29.000 --> 00:18:35.000]  有一條這樣的法例,要人民通過的,要vote yes or no
[00:18:35.000 --> 00:18:40.000]  如果你不愛國,抓你坐牢坐20年,你是yes or no?
[00:18:40.000 --> 00:18:46.000]  任何一個人稍有理性都知道是no,為什麼會no?
[00:18:46.000 --> 00:18:54.000]  愛國不對嗎?愛國對,但是你說不愛國,什麼叫愛國?
[00:18:54.000 --> 00:19:00.000]  什麼叫愛國?你知不知道奧巴馬今年幾歲?
[00:19:00.000 --> 00:19:05.000]  你連總統幾歲都不知道,你哪裡是愛國?
[00:19:05.000 --> 00:19:09.000]  我想問,你會不會唱美國國歌?
[00:19:09.000 --> 00:19:17.000]  不走音的,如果你不會唱,唱到走音,你哪裡是愛國?
[00:19:17.000 --> 00:19:22.000]  連國家的國歌都唱到走音,真是call out
[00:19:22.000 --> 00:19:25.000]  你是不愛國,抓你坐牢坐20年
[00:19:25.000 --> 00:19:30.000]  又或者,你知不知道奧巴馬的幾個女兒叫什麼名字?
[00:19:30.000 --> 00:19:38.000]  連總統的女兒叫什麼名字你都不知道,你怎麼愛國?
[00:19:38.000 --> 00:19:41.000]  欲加之罪,何患無辭?
[00:19:41.000 --> 00:19:45.000]  你給這樣的法律,你不愛國就抓你坐牢
[00:19:45.000 --> 00:19:48.000]  什麼叫愛國?含糊到極
[00:19:48.000 --> 00:19:53.000]  我們中國人搞政治很喜歡,有時候我都不是很明白這些東西
[00:19:53.000 --> 00:19:59.000]  一個中國,個別論述,什麼意思?
[00:19:59.000 --> 00:20:05.000]  一國兩制,什麼一國兩制?這些東西矛盾到極
[00:20:05.000 --> 00:20:12.000]  但是我們不要理他,問題就是你弄個法律出來要清清楚楚
[00:20:12.000 --> 00:20:16.000]  如果你不愛國就抓你坐20年牢的時候
[00:20:16.000 --> 00:20:20.000]  拜託你給我一個定義,什麼叫愛國?
[00:20:20.000 --> 00:20:25.000]  現在耶穌說的是種牙菸
[00:20:25.000 --> 00:20:29.000]  你不愛上帝,你不愛鄰舍,你上不了天堂
[00:20:29.000 --> 00:20:33.000]  你說這個人問得對不對?什麼叫愛上帝?
[00:20:33.000 --> 00:20:36.000]  什麼叫愛鄰舍?誰是我的鄰舍?
[00:20:36.000 --> 00:20:38.000]  Please give me a definition
[00:20:38.000 --> 00:20:42.000]  你都不給我一個定義,我怎麼愛?
[00:20:42.000 --> 00:20:48.000]  所以這個人問的問題是極之有理智的問題
[00:20:48.000 --> 00:20:52.000]  你和我都會問這個問題,為什麼想上天堂?
[00:20:52.000 --> 00:20:54.000]  你愛上帝,什麼叫愛上帝?
[00:20:54.000 --> 00:20:59.000]  是不是由聖經創世記第一章第一節到啟示錄最後一章才叫愛上帝?
[00:20:59.000 --> 00:21:05.000]  是不是天天要祈禱20個小時才叫愛上帝?
[00:21:05.000 --> 00:21:09.000]  什麼叫愛上帝?沒得說
[00:21:09.000 --> 00:21:15.000]  你不愛上帝,上帝說對不起,那你就慘了
[00:21:15.000 --> 00:21:18.000]  有個笑話我太太說的
[00:21:18.000 --> 00:21:22.000]  有一次有個人死了之後上天堂
[00:21:22.000 --> 00:21:27.000]  那個天使就先考他,好像入籍試那樣考他
[00:21:27.000 --> 00:21:32.000]  考到你就進來,那個天使就考他一條問題
[00:21:32.000 --> 00:21:34.000]  How to spell love?
[00:21:34.000 --> 00:21:38.000]  這麼容易,L-O-V-E
[00:21:38.000 --> 00:21:40.000]  你進來就搞定了
[00:21:40.000 --> 00:21:45.000]  天使說我有些事,人有三急,我要去洗手間
[00:21:45.000 --> 00:21:49.000]  你和我守著,下一個來的時候你就問他問題
[00:21:49.000 --> 00:21:53.000]  下一次有個人來,不知道是老闆還是誰
[00:21:53.000 --> 00:21:58.000]  他說我考你的問題,如果你答到問題,會串就給你
[00:21:58.000 --> 00:22:00.000]  Czechoslovakia?
[00:22:00.000 --> 00:22:10.000]  如果你要這樣去才可以上天堂,就真的糟糕了
[00:22:10.000 --> 00:22:15.000]  我想這件事很重要,人人都會反對
[00:22:15.000 --> 00:22:18.000]  所以這個人問的問題問得很好
[00:22:18.000 --> 00:22:20.000]  誰是我的鄰舍?
[00:22:20.000 --> 00:22:23.000]  如果是我的鄰舍,我就愛他
[00:22:23.000 --> 00:22:25.000]  你不是我的鄰舍,我就不愛他
[00:22:25.000 --> 00:22:34.000]  如果你說誰是我的鄰舍,鄰舍是我定的
[00:22:34.000 --> 00:22:37.000]  所有吃豆腐牛肉飯的就是我的鄰舍
[00:22:37.000 --> 00:22:40.000]  你不吃豆腐牛肉飯的就不是我的鄰舍,我就不愛你
[00:22:40.000 --> 00:22:44.000]  所有姓蘇的就是我的鄰舍,你不是姓蘇的,我就不愛你
[00:22:44.000 --> 00:22:47.000]  這樣的時候你就很不濟
[00:22:47.000 --> 00:22:50.000]  所以這個人問的問題是問得很對的
[00:22:50.000 --> 00:22:53.000]  誰是我的鄰舍?
[00:22:53.000 --> 00:22:55.000]  於是耶穌怎麼回答他呢?
[00:22:55.000 --> 00:22:59.000]  耶穌很有趣,每逢耶穌回答問題,當然是兩邊散手
[00:22:59.000 --> 00:23:02.000]  第一,就問他問題,第二,就講故事給他聽
[00:23:02.000 --> 00:23:04.000]  通常這些故事不知道在說什麼
[00:23:04.000 --> 00:23:06.000]  想到最後才知道原來是他講我的
[00:23:06.000 --> 00:23:09.000]  耶穌就講一個故事,他說耶穌講過什麼故事呢?
[00:23:09.000 --> 00:23:14.000]  他說有一個人,我相信是猶太人,就從耶路撒冷去到耶利哥
[00:23:14.000 --> 00:23:18.000]  耶路撒冷就在山頂,耶利哥就在山腳
[00:23:18.000 --> 00:23:20.000]  我曾經去過兩次耶路撒冷
[00:23:20.000 --> 00:23:24.000]  曾經在耶利哥望上去耶路撒冷的山頂
[00:23:24.000 --> 00:23:26.000]  天上之城,很厲害的
[00:23:26.000 --> 00:23:32.000]  但是從耶利哥去到耶路撒冷的路是迂迴曲折的
[00:23:32.000 --> 00:23:35.000]  很危險的,比旺角還要危險
[00:23:35.000 --> 00:23:43.000]  全部非常危險的,盜賊什麼都有的
[00:23:43.000 --> 00:23:45.000]  全部都有
[00:23:45.000 --> 00:23:50.000]  哇,耶穌就說有一個人從耶路撒冷
[00:23:50.000 --> 00:23:54.000]  果然之間走到半路出事,遇到強盜
[00:23:54.000 --> 00:23:59.000]  被人打個半死
[00:23:59.000 --> 00:24:04.000]  然後耶穌講故事很有趣的
[00:24:04.000 --> 00:24:06.000]  每個人都聽著,那怎麼辦呢?
[00:24:06.000 --> 00:24:11.000]  忽然之間,一個祭司經過
[00:24:11.000 --> 00:24:15.000]  祭司就是在聖殿侍奉的,獻祭的
[00:24:15.000 --> 00:24:22.000]  神職人員,牧師,神學家,現在獻祭
[00:24:22.000 --> 00:24:26.000]  看到被人打個半死,受傷的
[00:24:26.000 --> 00:24:28.000]  他應該動憐憫的心
[00:24:28.000 --> 00:24:31.000]  誰知道繞過一圈就走了
[00:24:31.000 --> 00:24:36.000]  接著第二個,利未人,教會領師
[00:24:36.000 --> 00:24:38.000]  一個是講完,一個是領師
[00:24:38.000 --> 00:24:41.000]  哇,他領師的時候,一看到就去救他
[00:24:41.000 --> 00:24:43.000]  繞一圈就走了
[00:24:43.000 --> 00:24:46.000]  你會說,哇,為什麼這麼沒人性?
[00:24:46.000 --> 00:24:48.000]  你錯了
[00:24:48.000 --> 00:24:52.000]  這個祭司和利未人之所以這樣做
[00:24:52.000 --> 00:24:56.000]  是因為他們愛神愛人,所以這樣做
[00:24:56.000 --> 00:24:57.000]  你說牧師有沒有搞錯?
[00:24:57.000 --> 00:24:59.000]  看到別人這樣打個半死
[00:24:59.000 --> 00:25:01.000]  然後繞一圈就走了去愛神?有啊
[00:25:01.000 --> 00:25:06.000]  因為在舊約聖經,在文素記第十九章十一節就告訴你了
[00:25:06.000 --> 00:25:10.000]  做祭司的,你摸過死屍的手的時候
[00:25:10.000 --> 00:25:12.000]  你是不潔淨的
[00:25:12.000 --> 00:25:17.000]  這個所謂不潔淨,不是用花膠液洗嗎?
[00:25:17.000 --> 00:25:21.000]  不是啊,猶太人所謂不潔淨是禮義上不潔淨
[00:25:21.000 --> 00:25:23.000]  你要七天不可以去侍奉
[00:25:23.000 --> 00:25:25.000]  七天不可以貢獻
[00:25:26.000 --> 00:25:30.000]  哇,那我要講道啊
[00:25:30.000 --> 00:25:33.000]  你讓我這麼多天都不講道,那有很多人在那裡幹什麼?
[00:25:33.000 --> 00:25:35.000]  如果我長大了,今天對不起了
[00:25:35.000 --> 00:25:37.000]  我摸過死屍,所以我不可以講道
[00:25:37.000 --> 00:25:38.000]  你們坐在那裡吧
[00:25:38.000 --> 00:25:40.000]  你不可以這樣啊,是不是?
[00:25:40.000 --> 00:25:44.000]  有很多人很遠離憲制的,我沒有人不可以憲制的
[00:25:44.000 --> 00:25:47.000]  所以他為了愛這群人,又為了愛上帝
[00:25:47.000 --> 00:25:50.000]  因為上帝的話是這麼說的,我怎麼可以不遵守上帝的話?
[00:25:50.000 --> 00:25:52.000]  我一定要遵守上帝的話
[00:25:52.000 --> 00:25:54.000]  不遵守上帝的話,我上不了天堂
[00:25:54.000 --> 00:25:56.000]  所以我一定要遵守上帝的話
[00:25:56.000 --> 00:25:59.000]  所以他為了愛神愛人,就繞道走了
[00:25:59.000 --> 00:26:01.000]  就好像Nicholson一樣
[00:26:01.000 --> 00:26:06.000]  他為了要譴明我們英國人是最出色的工程師
[00:26:06.000 --> 00:26:07.000]  所以我就拼命去做
[00:26:07.000 --> 00:26:10.000]  他沒有想到他這樣做的時候,害了整個的盟軍
