
[00:00:00.000 --> 00:00:11.000]  多謝你讓我們有生命在你的面前繼續去認識你
[00:04:44.000 --> 00:04:51.000]  我寫了這個廣道的題目叫做一直持守不會被騙的屬靈子民
[00:04:51.000 --> 00:05:04.000]  因為在這個活世的時間我們會一起面對很多方式的欺騙存在當中
[00:05:04.000 --> 00:05:07.000]  讓我們一起再次去打開這段聖經讀一次
[00:05:07.000 --> 00:05:15.000]  因為不是太長的 馬太福音第24章第三至第14節
[00:05:15.000 --> 00:05:18.000]  我們會一起去看一看這段聖經
[00:05:18.000 --> 00:05:23.000]  這段聖經很多時候都用了活世的景象
[00:05:23.000 --> 00:05:29.000]  我們看看這段聖經是否真的只是講活世的景象
[00:05:29.000 --> 00:05:40.000]  我們一起讀吧 打開馬太福音第24章第三至第14節
[00:05:40.000 --> 00:05:42.000]  我們一起讀吧
[00:05:42.000 --> 00:05:48.000]  耶穌在橄欖山上坐著 門徒暗暗地來說
[00:05:48.000 --> 00:05:52.000]  請告訴我們什麼時候有這些事
[00:05:52.000 --> 00:05:57.000]  你光臨和世界的末了有什麼預兆呢?
[00:05:57.000 --> 00:06:03.000]  耶穌回答說:你們要謹慎免得有人迷惑你們
[00:06:03.000 --> 00:06:08.000]  因為將來有好些人冒我的名來說
[00:06:08.000 --> 00:06:12.000]  我是基督並且要迷惑許多人
[00:06:12.000 --> 00:06:17.000]  你們也要聽見打仗和打仗的風聲
[00:06:17.000 --> 00:06:22.000]  總不要驚慌因為這些事是必須有的
[00:06:22.000 --> 00:06:29.000]  只是末期還沒有到 民要攻打民 國要攻打國
[00:06:29.000 --> 00:06:35.000]  多處必有饑荒地震 這都是災難的起頭
[00:06:35.000 --> 00:06:42.000]  那時人要把你們陷在患難裡 也要殺害你們
[00:06:42.000 --> 00:06:46.000]  你們又要為我的名被萬民恨惡
[00:06:46.000 --> 00:06:53.000]  那時必有許多人跌倒 也要彼此陷害彼此恨惡
[00:06:53.000 --> 00:06:58.000]  且有好些假仙子起來 迷惑多人
[00:06:58.000 --> 00:07:05.000]  只因不化的事增多 許多人的愛心才漸漸冷淡了
[00:07:05.000 --> 00:07:09.000]  唯有忍耐到底 必然得救
[00:07:09.000 --> 00:07:16.000]  這天國的福音要傳遍天下 對萬民作見證
[00:07:16.000 --> 00:07:19.000]  然後末期才來到
[00:07:19.000 --> 00:07:22.000]  在上文我們說過什麼呢?
[00:07:22.000 --> 00:07:29.000]  我們說過罪人本身有一個性情就是古古惑惑
[00:07:29.000 --> 00:07:38.000]  即使信了耶穌的人 仍然有這些古古惑惑的基因殘留在我們裡面
[00:07:38.000 --> 00:07:45.000]  經常呼喚我們 而這種呼喚也很容易使我們倒退
[00:07:45.000 --> 00:07:51.000]  而作為一個真正的信徒 我們如何在這個成性的過程中
[00:07:51.000 --> 00:07:59.000]  去依靠聖靈認真面對並且抗拒這種試探
[00:07:59.000 --> 00:08:09.000]  以及抗拒去試探神 我們就需要希望聖靈上上的幫助和矯正
[00:08:09.000 --> 00:08:16.000]  這在上文剛剛在第24章的一至第二節裡我們看過了
[00:08:16.000 --> 00:08:23.000]  來到這一段聖經 耶穌進入到一個更進一步的解釋
[00:08:23.000 --> 00:08:30.000]  承接前文 因為那些門徒趁著耶穌出聖殿的時候
[00:08:30.000 --> 00:08:36.000]  就說不如帶回去看看這個聖殿的建築群是怎麼樣
[00:08:36.000 --> 00:08:42.000]  希望扭轉耶穌的救恩計劃
[00:08:42.000 --> 00:08:49.000]  這個計劃不太適合信徒聽 要死在十字架上
[00:08:49.000 --> 00:08:56.000]  第三天復活 事前又要被人迫害 他們不喜歡這個計劃
[00:08:56.000 --> 00:09:04.000]  耶穌說不如聽我的計劃吧 一起努力可以謀取這個聖殿
[00:09:04.000 --> 00:09:08.000]  擁有這個聖殿的擁有權 我們就說是人
[00:09:08.000 --> 00:09:11.000]  這個世界就可以由耶穌你去說了
[00:09:11.000 --> 00:09:18.000]  既然耶穌你說得你的真理 而且我見到你有神蹟有歧視都成就了
[00:09:18.000 --> 00:09:24.000]  這樣做不是更加好嗎 耶穌明白到這群信徒的想法
[00:09:24.000 --> 00:09:32.000]  所以要糾正他們絕對不容易 怎樣糾正呢
[00:09:32.000 --> 00:09:41.000]  我們來到第三節開始 介紹給我們看耶穌怎樣糾正他們
[00:09:41.000 --> 00:09:51.000]  第三節 耶穌明白到這群信徒心中的私慾 使他們非常不安
[00:09:51.000 --> 00:09:59.000]  尤其是耶穌越來越接近受死的階段 他們的不安情緒就越來越強
[00:09:59.000 --> 00:10:04.000]  強到一個什麼地步 我們去看看 第三節
[00:10:04.000 --> 00:10:16.000]  耶穌在橄欖山上坐著 門徒暗暗地來說 請告訴我們什麼時候有這些事
[00:10:16.000 --> 00:10:23.000]  你降臨和世界的末了 有什麼的預兆呢
[00:10:23.000 --> 00:10:30.000]  這個陳述絕對不是陌生的事情 其實我們之前已經說過了
[00:10:30.000 --> 00:10:38.000]  耶穌很多時候教導門徒 門徒都不太想聽耶穌的教導
[00:10:38.000 --> 00:10:48.000]  因為不合聽 於是這群人又靜靜地走到耶穌面前
[00:10:48.000 --> 00:10:53.000]  其實這個靜靜地問耶穌的行為 不是這裡才有的
[00:10:53.000 --> 00:11:06.000]  我們看回第十三章的第一節 第十三章的三十六節 十四章的十五節 十五章的十二節和二十三節
[00:11:06.000 --> 00:11:13.000]  十七章的十九節 以及十八章的第一節的馬太福音記載裡
[00:11:13.000 --> 00:11:19.000]  全部的經文都顯示出 耶穌基督的門徒心裡充滿疑問
[00:11:19.000 --> 00:11:29.000]  他們需要耶穌再次肯定 再次解答 甚至他們嘗試透過去詢問耶穌
[00:11:29.000 --> 00:11:36.000]  希望扭轉耶穌的想法 其中一個典型例子就是西門彼得
[00:11:36.000 --> 00:11:45.000]  他不想耶穌死 你說他是不是好心 是好心 不過好心歸好心
[00:11:45.000 --> 00:11:52.000]  你作為門徒應該聽師父的話 師父告訴你的時候 你不想覺得不是很好
[00:11:52.000 --> 00:12:00.000]  但是耶穌沒有拒絕他們 耶穌明白到他們心裡有很多糾結 是需要去解答的
[00:12:00.000 --> 00:12:08.000]  因此當他們趁著耶穌在這刻 在這個橄欖山坐著的時候
[00:12:08.000 --> 00:12:17.000]  這個陳述是表現出耶穌處於一個儉靜的狀態
[00:12:17.000 --> 00:12:27.000]  侍奉主不是靠多做些花神事 多做些事工 做多些事就一定是代表你更虔誠
[00:12:27.000 --> 00:12:36.000]  在舊約聖經裡也很清楚說到 得力在乎歸回安息
[00:12:36.000 --> 00:12:41.000]  不是我講的 而是在書裡的語彩才講得很清楚
[00:12:41.000 --> 00:12:50.000]  耶穌好好的作了一個見證 他面對著耶路撒冷的聖山
[00:12:50.000 --> 00:12:59.000]  坐在橄欖山的上面進行潛靜的時候 門徒就在這個時候反映出他的靈性不安
[00:12:59.000 --> 00:13:06.000]  所以就靜靜的走到耶穌面前去問了一連串的問題
[00:13:06.000 --> 00:13:09.000]  這些問題我剛才讀了 到我再讀多一次
[00:13:09.000 --> 00:13:13.000]  就是他們要求耶穌講些什麼給他們知道
[00:13:13.000 --> 00:13:19.000]  將所有的事情告訴他們知道
[00:13:19.000 --> 00:13:31.000]  什麼時候有這些事 其實耶穌告訴他們將會有一些事情發生在這個聖殿的建築群裡
[00:13:31.000 --> 00:13:36.000]  為什麼我們知道 一塊石頭都不會存在另一塊石頭上面
[00:13:36.000 --> 00:13:42.000]  這幫門徒就很緊張 我們想謀取的聖殿 竟然耶穌說他會被拆毀
[00:13:42.000 --> 00:13:51.000]  到底什麼時候發生 門徒關心的是時間性 他們沒有關心事情的實質性
[00:13:51.000 --> 00:13:59.000]  關心的是時間 於是他們就走來跟耶穌說 究竟什麼時候這些事情會發生在這個聖殿裡
[00:13:59.000 --> 00:14:09.000]  而耶穌在這個時候就將會在這個聖殿的局面逐一介紹給他們知道
[00:14:09.000 --> 00:14:17.000]  我們一會再詳細去看 但是耶穌就在這裡一開始就介紹了一個時局給他們知道
[00:14:17.000 --> 00:14:20.000]  你要問時間 我告訴你時間是什麼
[00:14:20.000 --> 00:14:29.000]  這幫門徒說李光臨和世界末日的時候 有什麼預兆可以告訴他們呢
[00:14:29.000 --> 00:14:37.000]  他們很擔心 一連串的事情使得他們很困擾
[00:14:37.000 --> 00:14:44.000]  耶穌三次告訴他們 他們會被釘死 會被受害 被虐待
[00:14:44.000 --> 00:14:50.000]  什麼時候發生 連聖殿都會倒塌 什麼時候發生
[00:14:50.000 --> 00:14:59.000]  當我們去到以為自己很關心上帝的事情的時候
[00:14:59.000 --> 00:15:07.000]  其實耶穌早就更加了解我們所關心的事情的問題所在
[00:15:07.000 --> 00:15:14.000]  很多時候門徒看的就是用人的方法做事
[00:15:14.000 --> 00:15:21.000]  今天教會也很喜歡用人的手法去做神的工作
[00:15:21.000 --> 00:15:26.000]  牧師不做怎麼會教會繼續存留在這個世界
[00:15:26.000 --> 00:15:34.000]  我坐過在這裡想過 如果我們作為信徒全部不搞什麼事工 不搞見禮拜堂
[00:15:34.000 --> 00:15:40.000]  基督教就此毀滅了 你有沒有想過
[00:15:40.000 --> 00:15:50.000]  倘若有一天你沒有教會回來 種種原因 我不想說有什麼猜測的原因
[00:15:50.000 --> 00:16:00.000]  沒有教會讓你再回來 是不是基督的信仰 上帝的啟示就不能夠存在
[00:16:00.000 --> 00:16:09.000]  其實這個問題要問你自己 是不是沒有教會回來你就不會成為基督徒
[00:16:09.000 --> 00:16:15.000]  你也反過來問 是不是回到教會一定是基督徒呢
[00:16:15.000 --> 00:16:20.000]  是什麼使我們這麼不安呢
[00:16:20.000 --> 00:16:26.000]  就是因為很多時候我們很期望的只是上帝做的 是愛我們的意思
[00:16:26.000 --> 00:16:37.000]  用人力去得到一種所謂的拯救 耶穌的拯救卻不是這樣
[00:16:37.000 --> 00:16:40.000]  於是今天的教會是怎樣的
[00:16:40.000 --> 00:16:46.000]  教會就要把很多人的意見在裡面 用人的手法去做事
[00:16:46.000 --> 00:16:53.000]  做不到就祈禱 祈禱了就會解決 上帝就會在我們臨在
[00:16:53.000 --> 00:16:58.000]  用這種方法去倒轉 去印證上帝的存在
[00:16:58.000 --> 00:17:07.000]  但誰不知這種其實是一種敬拜兩個上帝的手法
[00:17:07.000 --> 00:17:17.000]  用似乎敬拜神的外表 卻是滿足內裡我們的慾望
[00:17:17.000 --> 00:17:24.000]  馬太福音第六章二十四節裡曾經說過這一句話
[00:17:24.000 --> 00:17:33.000]  耶穌說 一個人不能侍奉兩個 主不是污這個愛那個 就是重這個輕那個
[00:17:33.000 --> 00:17:40.000]  你們不能侍奉神 也不能侍奉馬門 馬門就是財富
[00:17:40.000 --> 00:17:51.000]  今天很多信徒為什麼信耶穌 因為希望有個神打救他
[00:17:51.000 --> 00:17:59.000]  或者照著他 使他在這個世界能夠有豐富的財富
[00:17:59.000 --> 00:18:06.000]  財富有很多種演繹方法 不只是銀行的數字那麼簡單
[00:18:06.000 --> 00:18:13.000]  在工作上滿足 信耶穌可以使我在工作上得到祝福
[00:18:13.000 --> 00:18:17.000]  這種信仰是什麼呢 成功福音
[00:18:17.000 --> 00:18:26.000]  今天教會暗地裡傳成功福音在信徒的心裡
[00:18:26.000 --> 00:18:32.000]  其實是加重了我們在心靈裡的不安感
[00:18:32.000 --> 00:18:37.000]  就像這幫門徒那樣 我很怕失去聖殿
[00:18:37.000 --> 00:18:44.000]  很怕失去機會把握耶穌還在的時候和我一起得到宗教的領袖權
[00:18:44.000 --> 00:18:49.000]  或者話事權 甚至復興以色列國
[00:18:49.000 --> 00:18:55.000]  這種種的不安 耶穌看得一清二楚就在這條問題裡
[00:18:55.000 --> 00:19:03.000]  於是怎麼樣呢 耶穌就點出了在這個狀態之下
[00:19:03.000 --> 00:19:07.000]  門徒要更額外小心的一件事
[00:19:07.000 --> 00:19:15.000]  因為在這種情況之下可能更容易被在靈性上欺騙
[00:19:15.000 --> 00:19:24.000]  或者被一些屬靈的騙子所垂釣的魚鉤把你鉤上去
[00:19:24.000 --> 00:19:30.000]  第二部分 怎麼防止呢 從第四至第八節
[00:19:30.000 --> 00:19:37.000]  第四至第八節裡面耶穌作了一個很詳細的解釋回應給這幫門徒
[00:19:37.000 --> 00:19:47.000]  怎麼樣耶穌幫助他們去針對他們內心的私慾不斷搞擾而來的不安
[00:19:47.000 --> 00:19:53.000]  我們一起看看 從第四至第八節 讀多一次
[00:19:53.000 --> 00:20:00.000]  耶穌回答說 你們要謹慎 免得有人迷惑你們
[00:20:00.000 --> 00:20:08.000]  因為將來有好些人冒我的名來說我是基督 並且要迷惑許多人
[00:20:08.000 --> 00:20:15.000]  你們也要聽見打仗和打仗的風聲 總不要驚慌
[00:20:15.000 --> 00:20:22.000]  因為這些事是必須有的 只是末期還沒有到
[00:20:22.000 --> 00:20:33.000]  民要攻打民 國要攻打國 多處必有饑荒地震 這是時機災難的起頭
[00:20:33.000 --> 00:20:43.000]  在聖經裡面耶穌挑通眼眉 明白到信徒的問題所在
[00:20:43.000 --> 00:20:50.000]  所以他一旨中的去作出一連串的警戒
[00:20:50.000 --> 00:20:56.000]  從第四節開始到第十四節可以分為兩個大部分
[00:20:56.000 --> 00:21:02.000]  不過我先說第一個部分 兩個大部分都是耶穌提出的警戒
[00:21:02.000 --> 00:21:06.000]  這個警戒是一種很嚴肅的警戒
[00:21:06.000 --> 00:21:12.000]  第一個警戒就是從第四至第八節的語動詞
[00:21:12.000 --> 00:21:27.000]  耶穌說你們要如何 你們要謹慎 原文聖經的字眼是指到一種額外留神的意思
[00:21:27.000 --> 00:21:33.000]  而且是以一種命令的語氣來寫出來
[00:21:33.000 --> 00:21:37.000]  如果大家懂一點點希臘文的話
[00:21:37.000 --> 00:21:43.000]  Bleppo這個字眼就是"矮" Bleppo就是一個動詞
[00:21:43.000 --> 00:21:50.000]  要額外留神 你們要謹慎 要謹慎什麼呢
[00:21:50.000 --> 00:21:57.000]  原來門徒將會被欺騙 這裡不是我說的 耶穌說得很清楚
[00:21:57.000 --> 00:22:03.000]  免得有人迷惑你們 如果大家有聖經就是你的了
[00:22:03.000 --> 00:22:12.000]  或者用電子聖經 你就可以在聖經裡發現到迷惑這個字眼是多次出現
[00:22:12.000 --> 00:22:16.000]  迷惑希臘文Panau
[00:22:16.000 --> 00:22:22.000]  Panau這個字眼其實可以分為好幾種方法
[00:22:22.000 --> 00:22:28.000]  其中一個就是欺騙或者欺控
[00:22:28.000 --> 00:22:37.000]  廣東話就是被人騙 被人困 甚至被人困了
[00:22:37.000 --> 00:22:42.000]  這些字眼都可以這樣翻譯這個字眼Panau
[00:22:42.000 --> 00:22:47.000]  這個字眼在聖經裡多次出現
[00:22:47.000 --> 00:22:52.000]  如果大家留意除了第四節之外 第五節又用到這個字眼
[00:22:52.000 --> 00:22:55.000]  第十一節又用到這個字眼
[00:22:55.000 --> 00:23:00.000]  基本上來說 耶穌第一件事在末世的時代
[00:23:00.000 --> 00:23:07.000]  我們一定要很小心掌握到這個時代有很多人會走出來騙你
[00:23:07.000 --> 00:23:12.000]  在我引言的裡面我已經說得很清楚給大家知道
[00:23:12.000 --> 00:23:21.000]  今天在教會裡最頭痛的一件事 特別對於真正的信徒來講
[00:23:21.000 --> 00:23:29.000]  我們必須要去掩飾不要被人困 特別是宗教領袖
[00:23:29.000 --> 00:23:39.000]  教會的牧師 傳道人 執事 長老 幹事等等
[00:23:39.000 --> 00:23:44.000]  這些有職份的人或者用傳統的說法叫聖品人
[00:23:44.000 --> 00:23:47.000]  有聖職的職份去做的人
[00:23:47.000 --> 00:23:52.000]  你要很小心 因為這些人會走出來騙你的
[00:23:52.000 --> 00:23:55.000]  會出來騙你的
[00:23:55.000 --> 00:23:58.000]  這些人怎樣騙你的
[00:23:58.000 --> 00:24:03.000]  這種騙法原來是長時間的騙你
[00:24:03.000 --> 00:24:05.000]  所以為什麼要讀希臘文
[00:24:05.000 --> 00:24:11.000]  當你讀希臘文的時候 你就會發現這個騙你的字眼是naau
[00:24:11.000 --> 00:24:18.000]  他故意用了一種時態叫future tense 未來語
[00:24:18.000 --> 00:24:24.000]  但希臘文裡面有一個特點 時態不是單純講時間
[00:24:24.000 --> 00:24:35.000]  時態同時是講到人的主角的行動動詞的做法是怎樣
[00:24:35.000 --> 00:24:39.000]  我們稱為kinds of actions
[00:24:39.000 --> 00:24:45.000]  未來時態是講到他現在已經在做
[00:24:45.000 --> 00:24:50.000]  他持續會這樣做 騙到底
[00:24:50.000 --> 00:24:55.000]  這個程序和現在式有些不同
[00:24:55.000 --> 00:24:59.000]  現在式就是事實 本質就是這樣
[00:24:59.000 --> 00:25:06.000]  但未來式就是指這種時態不斷持續發生 引用 運作
[00:25:06.000 --> 00:25:14.000]  而這些教會的領袖會持續騙你 騙你
[00:25:14.000 --> 00:25:20.000]  耶穌於是在聖經裡面一指中的指出門徒
[00:25:20.000 --> 00:25:26.000]  當你們越關心末世你們所得到的東西會損失的時候
[00:25:26.000 --> 00:25:32.000]  我告訴你 很多人會走出來騙你
[00:25:32.000 --> 00:25:41.000]  所以末世的經文在聖經裡解釋為 末世的景象是世界末日
[00:25:41.000 --> 00:25:46.000]  其實不是專注在世界末日的意思
[00:25:46.000 --> 00:25:52.000]  而是在這個時代裡 即我們今天所處的環境
[00:25:52.000 --> 00:25:57.000]  由耶穌基督降生已經踏入了末世的時代
[00:25:57.000 --> 00:26:02.000]  以至於最後的日子 在這個時段當中
[00:26:02.000 --> 00:26:07.000]  耶穌告訴門徒你們很容易會被人騙
[00:26:07.000 --> 00:26:15.000]  因為當你的心越不安 人就越會用這個不安來騙你
[00:26:15.000 --> 00:26:22.000]  所以大家有沒有留意 很多宗教叫人信主
[00:26:22.000 --> 00:26:27.000]  就是用嚇死你的手段
[00:26:27.000 --> 00:26:32.000]  我記得以前我最初回教會的時候
[00:26:32.000 --> 00:26:38.000]  聽著一些著名的牧師或傳道人經常都這樣說
[00:26:38.000 --> 00:26:41.000]  經常都說這個例子
[00:26:41.000 --> 00:26:45.000]  今天你來到教會聽我說道是你的福氣
[00:26:45.000 --> 00:26:50.000]  你很信主了 不信主了 我告訴你
[00:26:50.000 --> 00:26:53.000]  一會兒可能你出街就被車車死
[00:26:53.000 --> 00:26:59.000]  如果車不車死你 會在天上跌個花盆來壓死你
[00:26:59.000 --> 00:27:04.000]  死了你就不知道了 沒得信了
[00:27:04.000 --> 00:27:08.000]  你信不信死了都去天堂還有福氣
[00:27:08.000 --> 00:27:15.000]  這種其實是一種軟性的恐嚇
[00:27:15.000 --> 00:27:17.000]  為什麼要用這種方法呢
[00:27:17.000 --> 00:27:20.000]  因為當我們越見到這個世界亂的時候
[00:27:20.000 --> 00:27:25.000]  我們就越容易被人騙
[00:27:25.000 --> 00:27:30.000]  所以我和很多朋友和自己的子女都這樣說
[00:27:30.000 --> 00:27:36.000]  永遠不要在自己很混亂的時候去做一些主要的決定
[00:27:36.000 --> 00:27:44.000]  坐定定才去做這些主動的決定
[00:27:44.000 --> 00:27:50.000]  例子就是我和師父說過一次跌倒
[00:27:50.000 --> 00:27:53.000]  不知道為什麼現在經常跌倒
[00:27:53.000 --> 00:27:55.000]  不知道是不是老了就跌倒了
[00:27:55.000 --> 00:27:57.000]  三個星期前就跌倒了
[00:27:57.000 --> 00:28:02.000]  我和師父說腰骨很痛 師母就很體貼我
[00:28:02.000 --> 00:28:07.000]  就找人按摩 按摩都按不了多少次
[00:28:07.000 --> 00:28:11.000]  不如買張按摩椅 去買按摩椅
[00:28:11.000 --> 00:28:13.000]  這裡有個商場就去看看按摩椅
[00:28:13.000 --> 00:28:19.000]  很貴的按摩椅 以前聽說一千多元一張
[00:28:19.000 --> 00:28:22.000]  哪有一支過千多元的
[00:28:22.000 --> 00:28:26.000]  後來聽朋友說三千多元都很好的
[00:28:26.000 --> 00:28:33.000]  但那間一萬元 試下去那張椅子完美無限
[00:28:33.000 --> 00:28:41.000]  很舒服 又有音響 又有不同層次的推拿方式
[00:28:41.000 --> 00:28:48.000]  很舒服 準備買的 準備一萬元
[00:28:48.000 --> 00:28:53.000]  很心痛 為了健康
[00:28:53.000 --> 00:28:57.000]  是不是買呢? 是不是呀?
[00:28:57.000 --> 00:29:01.000]  我也想買呀 當然是不買了
[00:29:01.000 --> 00:29:04.000]  然後那個售貨員不斷說買呀
[00:29:04.000 --> 00:29:08.000]  這麼舒服 對你這麼有幫助
[00:29:08.000 --> 00:29:12.000]  由腳底按到你上頭頂
[00:29:12.000 --> 00:29:15.000]  一萬元買健康很值的
[00:29:15.000 --> 00:29:19.000]  然後很想買 師母都以為我想買的時候
[00:29:19.000 --> 00:29:25.000]  我跟那個售貨員說 等我出去商場走個圈
[00:29:25.000 --> 00:29:29.000]  冷靜一下
[00:29:29.000 --> 00:29:34.000]  你知道那個售貨員怎麼跟我說嗎?
[00:29:34.000 --> 00:29:36.000]  你很想知道嗎?
[00:29:36.000 --> 00:29:42.000]  他說你冷靜了想過就不會買了
[00:29:42.000 --> 00:29:45.000]  事實是 師母
[00:29:45.000 --> 00:29:49.000]  當我冷靜過後
[00:29:49.000 --> 00:29:51.000]  當他使得我很舒服的時候
[00:29:51.000 --> 00:29:57.000]  我覺得我 你冷靜下是否真的需要買呢?
[00:29:57.000 --> 00:30:00.000]  你考慮一下 首先一萬元是很多錢
[00:30:00.000 --> 00:30:05.000]  很多錢呀
[00:30:05.000 --> 00:30:09.000]  加拿大一萬元出個錢包是很多錢
[00:30:09.000 --> 00:30:15.000]  你賺多少錢才賺到一萬元 從個錢包掏出來
[00:30:15.000 --> 00:30:22.000]  好的 冷靜過後你就不會買了
[00:30:22.000 --> 00:30:25.000]  什麼時候你會買呢?
[00:30:25.000 --> 00:30:27.000]  你很害怕的時候
[00:30:27.000 --> 00:30:30.000]  哎呀 再不按呢 我可能會癱啊
[00:30:30.000 --> 00:30:33.000]  再不按呢 我就會死了
[00:30:33.000 --> 00:30:37.000]  同樣道理 門徒很想得到耶路撒冷的時候
[00:30:37.000 --> 00:30:41.000]  很想和耶穌一起去得到這個宗教領袖的身份
[00:30:41.000 --> 00:30:43.000]  可以在這個時候復興以色列國
[00:30:43.000 --> 00:30:49.000]  怎麼會不好啊?我們說了算嘛
[00:30:49.000 --> 00:30:53.000]  很危險的
[00:30:53.000 --> 00:30:59.000]  當你聽人家說的你最喜歡聽的時候
[00:30:59.000 --> 00:31:02.000]  最合聽的時候
[00:31:02.000 --> 00:31:06.000]  用一些東西來收買你的時候
[00:31:06.000 --> 00:31:12.000]  你沒工作的時候 上教會幫你找到工作的時候
[00:31:12.000 --> 00:31:17.000]  你沒生意的時候 上教會有很多生意的時候
[00:31:17.000 --> 00:31:21.000]  你沒飯吃的時候 有人在教會請你吃飯的時候
[00:31:21.000 --> 00:31:24.000]  我不是說請吃飯是壞事
[00:31:24.000 --> 00:31:30.000]  當你覺得很舒服很開心的時候
[00:31:30.000 --> 00:31:35.000]  人家就會在你這個時候下重藥
[00:31:35.000 --> 00:31:38.000]  耶穌在這個時候說什麼呢?
[00:31:38.000 --> 00:31:40.000]  我們看多一次
[00:31:40.000 --> 00:31:44.000]  因為將來有好些人冒我的名來
[00:31:44.000 --> 00:31:48.000]  冒耶穌的名 即是說
[00:31:48.000 --> 00:31:52.000]  好像耶穌那樣洗了幾手神跡
[00:31:52.000 --> 00:31:57.000]  用耶穌的名去做一些招搖撞騙的事情
[00:31:57.000 --> 00:32:02.000]  更重要的是冒耶穌什麼名呢?
[00:32:02.000 --> 00:32:06.000]  神的兒子的名
[00:32:06.000 --> 00:32:12.000]  所以大家如果留意耶穌在馬太福音第22章第42節裏面
[00:32:12.000 --> 00:32:16.000]  他直接問法尼塞人這個問題
[00:32:16.000 --> 00:32:20.000]  你認為基督是誰的後裔?
[00:32:20.000 --> 00:32:24.000]  他問關於耶穌基督的身份的問題
[00:32:24.000 --> 00:32:27.000]  其實耶穌上門徒也都透過這些對答
[00:32:27.000 --> 00:32:30.000]  去印證耶穌基督的身份的問題
[00:32:30.000 --> 00:32:33.000]  印證耶穌真正的身份
[00:32:33.000 --> 00:32:35.000]  誰才是真正的耶穌?
[00:32:35.000 --> 00:32:39.000]  誰才是假冒耶穌?
[00:32:39.000 --> 00:32:41.000]  這個功課是不能少的
[00:32:41.000 --> 00:32:43.000]  今天我們作為信徒
[00:32:43.000 --> 00:32:46.000]  我們也有責任要學會如何去印證
[00:32:46.000 --> 00:32:50.000]  核實哪些是神的話
