
[00:00:00.000 --> 00:00:06.100]  今天是我太太38周年結婚的紀念
[00:02:46.220 --> 00:02:48.620]  所以他們打不到遊戲機 打不到遊戲
[00:02:48.620 --> 00:02:52.500]  但是偏偏那個家長買了這麼新款給他
[00:02:52.500 --> 00:02:56.260]  這些是家長買的 不關那個小孩的事
[00:02:56.260 --> 00:02:58.680]  所以很多時候 錯了錯了
[00:02:58.680 --> 00:03:01.320]  事實上人生就是背了一些擔
[00:03:01.320 --> 00:03:05.300]  你擺不下 這個子女 這個家庭的包袱
[00:03:05.300 --> 00:03:09.320]  一輩子你因為做錯事 你背下去
[00:03:09.320 --> 00:03:11.920]  社會不跟你背 政府不跟你背
[00:03:11.920 --> 00:03:13.720]  沒有人幫你背
[00:03:13.720 --> 00:03:17.380]  不過是不是這樣就肩膀都亂了呢?
[00:03:17.380 --> 00:03:19.520]  是不是真的這樣呢?
[00:03:19.520 --> 00:03:22.920]  希望今天值得大家想一下
[00:03:22.920 --> 00:03:25.820]  今天來教會其實你想聽的是什麼呢?
[00:03:25.820 --> 00:03:29.840]  是想怎麼放得下 怎麼放得下
[00:03:29.840 --> 00:03:34.560]  而不是叫你 我可不可以不背呢?
[00:03:34.560 --> 00:03:38.360]  但是放得下不代表沒有這個擔
[00:03:38.360 --> 00:03:43.220]  這個擔其實是神給人一個責任
[00:03:43.220 --> 00:03:45.580]  但是同時也給人一個力量
[00:03:45.580 --> 00:03:47.160]  所以當你讀詩篇
[00:03:47.160 --> 00:03:50.380]  你最安慰的就是神是我們的避難所
[00:03:50.380 --> 00:03:54.440]  是我們的力量 是我們隨時的幫助
[00:03:54.440 --> 00:03:57.140]  隨時的幫助
[00:03:57.140 --> 00:04:01.360]  我昨天有個短信 我在靈良堂講一個講座的時候
[00:04:01.360 --> 00:04:04.540]  有一個青年人 很好的青年人
[00:04:04.540 --> 00:04:09.420]  他想讀大學 但是怎知道他忽然間漏了
[00:04:09.420 --> 00:04:13.480]  發現原來已經遲了三天 已經截止了
[00:04:13.480 --> 00:04:17.860]  他想用成年身份的資格讀
[00:04:17.860 --> 00:04:20.900]  但是過了一段時間 他很狼狽
[00:04:20.900 --> 00:04:23.680]  他問我怎麼辦
[00:04:23.680 --> 00:04:27.300]  他處心積慮準備了大半年
[00:04:27.300 --> 00:04:32.600]  在英國讀完中學回來想在香港讀大學
[00:04:32.600 --> 00:04:35.240]  我找港大和中大的同事
[00:04:35.240 --> 00:04:37.920]  每個人都說沒有了
[00:04:37.920 --> 00:04:42.840]  今年截止了就截止了 沒得商量了
[00:04:42.840 --> 00:04:45.120]  我看到他徬徨
[00:04:45.120 --> 00:04:53.020]  他的擔心就是要完成他自己的一個理想
[00:04:53.020 --> 00:04:55.520]  不過很可惜 很可惜
[00:04:55.520 --> 00:04:58.520]  他還要改一點東西
[00:04:58.520 --> 00:05:03.140]  因為他太冒名 香港大學
[00:05:03.140 --> 00:05:05.960]  其實書人可以讀的
[00:05:05.960 --> 00:05:11.340]  很多事情我發現很多人講他的困難給我聽的時候
[00:05:11.340 --> 00:05:17.080]  他們首先是蓋著另一些答案不要的
[00:05:17.080 --> 00:05:22.240]  他要他自己喜歡的那種答案 所謂名牌
[00:05:22.240 --> 00:05:27.520]  有時候我們做一個很處於生活 在社會
[00:05:27.520 --> 00:05:30.920]  但是我們學了社會給我們很多意見
[00:05:30.920 --> 00:05:35.100]  但是上帝給的意見經常都是配不配合
[00:05:35.100 --> 00:05:38.840]  如果配合就聽 如果不配合就先聽社會的意見
[00:05:38.840 --> 00:05:41.540]  我想進最好的那間大學
[00:05:41.540 --> 00:05:46.640]  我想讀到賺錢最多的行業
[00:05:46.640 --> 00:05:49.260]  有時候這個就是我們的矛盾
[00:05:49.260 --> 00:05:55.060]  有些擔是自己製造的 然後背得很辛苦
[00:05:55.060 --> 00:05:59.480]  不過我又看到一個牧師最近介紹了他的會友給我
[00:05:59.480 --> 00:06:05.760]  他是一個集團很高層的經理 他是一個基督徒
[00:06:05.760 --> 00:06:12.860]  他近乎精神崩潰 因為他壓力大到每晚睡不著覺
[00:06:12.860 --> 00:06:18.120]  他做了一個決定 他決定離開這份工作
[00:06:18.120 --> 00:06:22.420]  去教會做義工 很年輕
[00:06:22.420 --> 00:06:27.480]  我想是四字頭 四十多歲
[00:06:27.480 --> 00:06:31.280]  他突然間發現到他可以改變的
[00:06:31.280 --> 00:06:36.360]  如果放得低很高的工資和地位 是可以改變的
[00:06:36.360 --> 00:06:40.460]  不是絕路來的 他做了這個決定的時候
[00:06:40.460 --> 00:06:44.680]  他牧師介紹給我 我說 哇
[00:06:44.680 --> 00:06:48.900]  我怎麼請得起啊?他說不是啊 不用錢的
[00:06:48.900 --> 00:06:54.480]  我說不用錢都請不起 因為我做的不是他做生意的東西
[00:06:54.480 --> 00:06:59.040]  後來幾年間他說 沒關係 你說說做
[00:06:59.040 --> 00:07:03.440]  我錄口供啊 寫筆記 我沒錢給你
[00:07:03.440 --> 00:07:06.640]  因為你寫完給我都賣不了的
[00:07:06.640 --> 00:07:10.360]  他說沒關係的 我只是想學一下
[00:07:10.360 --> 00:07:13.180]  哇 一降再降 再降再降
[00:07:13.180 --> 00:07:17.220]  一個經理級 CEO級的人 降了做義工
[00:07:17.220 --> 00:07:21.220]  再降了做賺不到錢的工作
[00:07:21.220 --> 00:07:26.220]  純粹是為了做一個學生 哇 厲害了
[00:07:26.220 --> 00:07:31.220]  這個擔子脫了 是他自己建議過
[00:07:31.220 --> 00:07:34.440]  另一種揹法 脫了
[00:07:34.440 --> 00:07:36.800]  我看到他的樣子 和他太太來見我
[00:07:36.800 --> 00:07:39.360]  哇 融光煥發 很開心
[00:07:39.360 --> 00:07:43.740]  我心想 不是牧師說的那個那麼憂鬱的樣子
[00:07:43.740 --> 00:07:45.860]  馬上變了
[00:07:45.860 --> 00:07:48.820]  馬上變了 我當初以為這個男人
[00:07:48.820 --> 00:07:53.080]  皮黃骨瘦 皺眉頭 死死的
[00:07:53.080 --> 00:07:56.820]  走來說 招搖都很慘 壓力大都很厲害
[00:07:56.820 --> 00:07:58.200]  完全不是那回事
[00:07:58.200 --> 00:08:01.440]  很帥 青靚白淨的 很笑容
[00:08:01.440 --> 00:08:05.400]  我真的覺得上帝 拿起一個人的重擔
[00:08:05.400 --> 00:08:09.620]  那種手法奇妙到不得了 就是一個價值觀
[00:08:09.620 --> 00:08:13.000]  你換了價值觀 你的心情馬上就不同了
[00:08:13.000 --> 00:08:14.840]  當你說 我學不到他
[00:08:14.840 --> 00:08:18.380]  如果賺十幾萬一個月 突然間沒有了 怎麼搞
[00:08:18.380 --> 00:08:20.040]  那是你搞出來的
[00:08:20.040 --> 00:08:22.640]  你其實是放了十幾萬來背
[00:08:22.640 --> 00:08:25.380]  你換了十幾萬變做一塊錢來背
[00:08:25.380 --> 00:08:27.700]  背到你死死的
[00:08:27.700 --> 00:08:29.800]  有時候你會想到
[00:08:29.800 --> 00:08:33.800]  進來教會其實說到最後就是換個心出去
[00:08:33.800 --> 00:08:36.000]  換個心出去 你換不到心
[00:08:36.000 --> 00:08:37.480]  沒有人可以救你
[00:08:37.480 --> 00:08:38.860]  你換了馬上就救了你
[00:08:38.860 --> 00:08:41.680]  因為這個是上帝救你 不是人救你
[00:08:41.680 --> 00:08:44.560]  所以有時候你說這些東西好像很可笑
[00:08:44.560 --> 00:08:47.360]  但是真是
[00:08:47.360 --> 00:08:51.640]  我今天講了這幾個舉例 我想起約書亞
[00:08:51.640 --> 00:08:56.700]  約書亞打四場仗 很出名
[00:08:56.700 --> 00:08:59.000]  耶利哥
[00:08:59.000 --> 00:09:02.280]  上帝跟他說 我將耶利哥和耶利哥的王
[00:09:02.280 --> 00:09:04.820]  和那些戰士全部交給你
[00:09:04.820 --> 00:09:07.780]  哇 厲害了 還沒打
[00:09:07.780 --> 00:09:10.740]  他知道他一定贏
[00:09:10.740 --> 00:09:12.740]  是不是真的贏定了呢?
[00:09:12.740 --> 00:09:15.740]  是不是他打得這麼好呢?
[00:09:15.740 --> 00:09:17.240]  沒有關係的
[00:09:17.240 --> 00:09:22.740]  是上帝將那些困難全部拿起來
[00:09:22.740 --> 00:09:25.740]  讓你很容易 拿起來很容易
[00:09:25.740 --> 00:09:29.740]  在艾城 輸了 為什麼輸了呢?
[00:09:29.740 --> 00:09:33.740]  因為裡面有人 阿干扣起了一些物件
[00:09:33.740 --> 00:09:37.740]  不獻給上帝 全軍覆沒
[00:09:37.740 --> 00:09:42.740]  有一個贏的戰績就是贏了耶利哥
[00:09:42.740 --> 00:09:44.740]  為什麼輸在艾城呢?
[00:09:44.740 --> 00:09:46.740]  像不像我們? 好像我們
[00:09:46.740 --> 00:09:49.740]  我們可能在二十多歲 三十多歲
[00:09:49.740 --> 00:09:52.740]  突然間很熱心
[00:09:52.740 --> 00:09:55.740]  很熱心 路很順
[00:09:55.740 --> 00:09:58.740]  我講一個很順的事給你聽
[00:09:58.740 --> 00:10:02.740]  我有一個正在幫的青年人
[00:10:02.740 --> 00:10:04.740]  他是一個打機王
[00:10:04.740 --> 00:10:07.740]  一天打六個小時
[00:10:07.740 --> 00:10:11.740]  打六年 每天這樣打
[00:10:11.740 --> 00:10:15.740]  溫功課就是溫五分鐘一天 五分鐘
[00:10:15.740 --> 00:10:18.740]  其實找到那本書 看到那頁已經溫完了
[00:10:18.740 --> 00:10:20.740]  就是說五分鐘
[00:10:20.740 --> 00:10:24.740]  到中六都是五分鐘 五分鐘
[00:10:24.740 --> 00:10:27.740]  他是我以前 我比他大大
[00:10:27.740 --> 00:10:30.740]  他是基督徒
[00:10:30.740 --> 00:10:35.740]  總之他考大學入學試的成績就是16分
[00:10:35.740 --> 00:10:38.740]  是入大學的最低條件 最低
[00:10:38.740 --> 00:10:40.740]  所以他入不了
[00:10:40.740 --> 00:10:45.740]  但是如果去一些很水 很冷門的課 還是可以談的
[00:10:45.740 --> 00:10:50.740]  你想想 如果他讀多三分鐘都入的
[00:10:50.740 --> 00:10:52.740]  聰明到這樣
[00:10:52.740 --> 00:10:54.740]  他很開心跟我說
[00:10:54.740 --> 00:10:57.740]  隔壁的那個同學補了四年
[00:10:57.740 --> 00:11:00.740]  四年 每天補四個小時
[00:11:00.740 --> 00:11:02.740]  十七分給他
[00:11:02.740 --> 00:11:04.740]  哇 我省了四年
[00:11:04.740 --> 00:11:07.740]  多麼快樂啊 多麼快樂
[00:11:07.740 --> 00:11:09.740]  他高興到不得了
[00:11:09.740 --> 00:11:12.740]  當然他媽媽很不高興
[00:11:12.740 --> 00:11:14.740]  你這樣說
[00:11:14.740 --> 00:11:19.740]  你只是找來玩玩 專門玩自己讀不來為止
[00:11:19.740 --> 00:11:21.740]  聰明仔
[00:11:21.740 --> 00:11:24.740]  總之他媽媽問我
[00:11:24.740 --> 00:11:27.740]  我兒子還能不能救呢
[00:11:27.740 --> 00:11:30.740]  我說他肯不肯來我這裡做
[00:11:30.740 --> 00:11:33.740]  他做什麼的 我說他的工作也挺好做的
[00:11:33.740 --> 00:11:36.740]  上午11點 下午6點
[00:11:36.740 --> 00:11:38.740]  一個星期做四天
[00:11:38.740 --> 00:11:40.740]  八千元一個月
[00:11:40.740 --> 00:11:42.740]  很好啊 不錯啊
[00:11:42.740 --> 00:11:44.740]  還有勤工
[00:11:44.740 --> 00:11:47.740]  如果每天11點都不遲到
[00:11:47.740 --> 00:11:50.740]  還加多每個星期200元
[00:11:50.740 --> 00:11:53.740]  就是八千八 不錯啊
[00:11:53.740 --> 00:11:56.740]  的確不錯 還可以晚上打機
[00:11:56.740 --> 00:11:58.740]  你打到兩點多就好了
[00:11:58.740 --> 00:12:00.740]  因為你要睡七個小時
[00:12:00.740 --> 00:12:03.740]  然後你再過海來我這裡上班
[00:12:03.740 --> 00:12:06.740]  講明勤工獎你一定要拿
[00:12:06.740 --> 00:12:08.740]  原因是什麼呢
[00:12:08.740 --> 00:12:11.740]  你這八千元 我扣起四千元給你媽媽
[00:12:11.740 --> 00:12:13.740]  因為她養大你
[00:12:13.740 --> 00:12:16.740]  當孝敬父母 你是基督徒
[00:12:16.740 --> 00:12:20.740]  我扣八百元是十一奉獻給教會的
[00:12:20.740 --> 00:12:23.740]  所以你只有三千二
[00:12:23.740 --> 00:12:26.740]  三千二 都殺了你 三千二
[00:12:26.740 --> 00:12:28.740]  好 這樣說吧
[00:12:28.740 --> 00:12:31.740]  上帝都很不高興你 你玩了六年
[00:12:31.740 --> 00:12:33.740]  都有兩分拿
[00:12:33.740 --> 00:12:36.740]  當孝敬父母和十一奉獻拿兩分都好
[00:12:36.740 --> 00:12:38.740]  不要零雞蛋做人
[00:12:38.740 --> 00:12:40.740]  好啊 開齋
[00:12:40.740 --> 00:12:43.740]  納至做一個好基督徒
[00:12:43.740 --> 00:12:46.740]  你以為我給他做什麼
[00:12:46.740 --> 00:12:49.740]  我要他每天寫文
[00:12:49.740 --> 00:12:51.740]  在電腦打
[00:12:51.740 --> 00:12:54.740]  用《肥納比書》四章八節
[00:12:54.740 --> 00:12:59.740]  凡是真實的 莊重的 公正的 純潔的 可愛的 聲譽好的
[00:12:59.740 --> 00:13:02.740]  無論是什麼美德 什麼稱讚
[00:13:02.740 --> 00:13:05.740]  這些事你們都應當思念
[00:13:05.740 --> 00:13:08.740]  我每天想這六件事
[00:13:08.740 --> 00:13:10.740]  在我上班的環境
[00:13:10.740 --> 00:13:13.740]  他跟我們訓練EQ 訓練神經病
[00:13:13.740 --> 00:13:15.740]  你就留意那些導師
[00:13:15.740 --> 00:13:17.740]  有些什麼行為
[00:13:17.740 --> 00:13:19.740]  他們做到這六件事
[00:13:19.740 --> 00:13:22.740]  其中一件事 你就要描述出來
[00:13:22.740 --> 00:13:25.740]  有些什麼行為 你發覺自己
[00:13:25.740 --> 00:13:27.740]  長大到現在十九歲了 做不到
[00:13:27.740 --> 00:13:30.740]  為什麼做不到呢 你試一下解釋出來
[00:13:30.740 --> 00:13:32.740]  每天都做這件事
[00:13:32.740 --> 00:13:34.740]  每天在中午前
[00:13:34.740 --> 00:13:37.740]  吃午飯前 即是一點鐘到兩個鐘
[00:13:37.740 --> 00:13:39.740]  就交到這篇一千字的文給我
[00:13:39.740 --> 00:13:41.740]  一千字
[00:13:41.740 --> 00:13:43.740]  交完之後 下午
[00:13:43.740 --> 00:13:45.740]  我就找一個基督徒
[00:13:45.740 --> 00:13:47.740]  中文系畢業的大學系
[00:13:47.740 --> 00:13:52.740]  他又一點鐘交他那篇文給打機王
[00:13:52.740 --> 00:13:56.740]  打機王就在下午回應別人那篇文
[00:13:56.740 --> 00:13:58.740]  又寫一千字給別人
[00:13:58.740 --> 00:14:01.740]  下午就跟我們訓練 做三個鐘
[00:14:01.740 --> 00:14:03.740]  就下班了
[00:14:03.740 --> 00:14:05.740]  他說好 都不難
[00:14:05.740 --> 00:14:07.740]  我說不難 絕對不難
[00:14:07.740 --> 00:14:09.740]  他就寫了
[00:14:09.740 --> 00:14:11.740]  七月十幾號放榜的禮拜
[00:14:11.740 --> 00:14:15.740]  寫到八月 九月 十月 十一月 十二月
[00:14:15.740 --> 00:14:18.740]  寫了 料到什麼事發生呢
[00:14:18.740 --> 00:14:20.740]  遲到就相當多
[00:14:20.740 --> 00:14:23.740]  但經常都是十一點一
[00:14:23.740 --> 00:14:26.740]  那就搞定了 兩百元就省了
[00:14:26.740 --> 00:14:28.740]  多數都是省的
[00:14:28.740 --> 00:14:30.740]  他經常都計錯數的
[00:14:30.740 --> 00:14:32.740]  太樂觀了 這些人太樂觀了
[00:14:32.740 --> 00:14:34.740]  寫了十一點二就沒有了
[00:14:34.740 --> 00:14:36.740]  交呢
[00:14:36.740 --> 00:14:39.740]  未試過有一天沒有交
[00:14:39.740 --> 00:14:41.740]  未試過
[00:14:41.740 --> 00:14:44.740]  對他來說 他是班溫學校學生
[00:14:44.740 --> 00:14:46.740]  寫一千字不難的
[00:14:46.740 --> 00:14:48.740]  回應別人呢
[00:14:48.740 --> 00:14:50.740]  辛苦一點
[00:14:50.740 --> 00:14:52.740]  因為對手是個中文學生
[00:14:52.740 --> 00:14:54.740]  用的詞是什麼呢
[00:14:54.740 --> 00:14:56.740]  是要他想一想
[00:14:56.740 --> 00:14:58.740]  有些困難 但都寫到
[00:14:58.740 --> 00:15:00.740]  寫到之後呢
[00:15:00.740 --> 00:15:03.740]  我說你最近打機情況怎麼樣
[00:15:03.740 --> 00:15:05.740]  打少了
[00:15:05.740 --> 00:15:07.740]  打了兩個多小時
[00:15:07.740 --> 00:15:09.740]  我說為什麼
[00:15:09.740 --> 00:15:11.740]  他腦子很累
[00:15:11.740 --> 00:15:14.740]  他知道我陰毒
[00:15:14.740 --> 00:15:16.740]  因為我令他用腦子
[00:15:16.740 --> 00:15:18.740]  天天用得很厲害
[00:15:18.740 --> 00:15:20.740]  腦子很累
[00:15:20.740 --> 00:15:22.740]  祝你健康
[00:15:22.740 --> 00:15:26.740]  慢慢他真的打少了
[00:15:26.740 --> 00:15:28.740]  真的呢
[00:15:28.740 --> 00:15:30.740]  我感到很感動
[00:15:30.740 --> 00:15:32.740]  我想測試一下
[00:15:32.740 --> 00:15:34.740]  上帝的說話能力
[00:15:34.740 --> 00:15:36.740]  怎樣進入這個
[00:15:36.740 --> 00:15:38.740]  至少明白聖經的基督徒那裡
[00:15:38.740 --> 00:15:40.740]  光照他自己
[00:15:40.740 --> 00:15:42.740]  看他一邊寫一邊想
[00:15:42.740 --> 00:15:44.740]  一邊想一邊寫
[00:15:44.740 --> 00:15:46.740]  差異的事出現了
[00:15:46.740 --> 00:15:48.740]  今年一月
[00:15:48.740 --> 00:15:50.740]  我說昨天晚上你去哪裡
[00:15:50.740 --> 00:15:52.740]  原來他今年一月到現在
[00:15:52.740 --> 00:15:55.740]  他晚上去幫一個
[00:15:55.740 --> 00:15:58.740]  我們公司的同事的侄子
[00:15:58.740 --> 00:16:00.740]  補英文和數學
[00:16:00.740 --> 00:16:02.740]  一個小學高班學生
[00:16:02.740 --> 00:16:04.740]  是義務的
[00:16:04.740 --> 00:16:08.740]  我呆了一呆
[00:16:08.740 --> 00:16:10.740]  打機王
[00:16:10.740 --> 00:16:12.740]  竟然間放工
[00:16:12.740 --> 00:16:14.740]  不去修復室地
[00:16:14.740 --> 00:16:17.740]  還去免費
[00:16:17.740 --> 00:16:19.740]  幫一個男孩補習
[00:16:19.740 --> 00:16:21.740]  補習
[00:16:21.740 --> 00:16:23.740]  我想起阿干
[00:16:23.740 --> 00:16:25.740]  阿干打完仗
[00:16:25.740 --> 00:16:27.740]  竟然在耶利哥
[00:16:27.740 --> 00:16:29.740]  拿這麼多戰利品
[00:16:29.740 --> 00:16:31.740]  收在自己的帳篷
[00:16:31.740 --> 00:16:33.740]  但這個年輕人不是
[00:16:33.740 --> 00:16:36.740]  上帝給他有份工作
[00:16:36.740 --> 00:16:39.740]  其實他的戰利品
[00:16:39.740 --> 00:16:41.740]  是他的人工和時間
[00:16:41.740 --> 00:16:43.740]  他可以用自己的私人時間
[00:16:43.740 --> 00:16:46.740]  去滿足他以前的慾望
[00:16:47.740 --> 00:16:49.740]  但他將這些奉獻出來
[00:16:49.740 --> 00:16:51.740]  奉獻出來
[00:16:51.740 --> 00:16:53.740]  他整天私人幫人補習
[00:16:53.740 --> 00:16:55.740]  補到十二點回家
[00:16:55.740 --> 00:16:56.740]  有沒有打機? 有
[00:16:56.740 --> 00:16:58.740]  這裡巡禮也要巡一巡房
[00:16:58.740 --> 00:17:00.740]  是吧 巡一巡
[00:17:00.740 --> 00:17:01.740]  但對他來說
[00:17:01.740 --> 00:17:03.740]  他說一點鐘左右睡
[00:17:03.740 --> 00:17:05.740]  我詫異一件事
[00:17:05.740 --> 00:17:07.740]  就是我開始給他改了一個獎勵
[00:17:07.740 --> 00:17:08.740]  星期五
[00:17:08.740 --> 00:17:10.740]  如果上午我們公司有一個團契
[00:17:10.740 --> 00:17:12.740]  團契完之後
[00:17:12.740 --> 00:17:14.740]  你過一個星期的事寫好了
[00:17:14.740 --> 00:17:16.740]  你就可以不用上班
[00:17:16.740 --> 00:17:18.740]  他拼命
[00:17:18.740 --> 00:17:20.740]  拼到連星期四晚上
[00:17:20.740 --> 00:17:22.740]  寫到四點
[00:17:22.740 --> 00:17:24.740]  他媽媽說出世現在沒見過
[00:17:24.740 --> 00:17:26.740]  他現在是工作
[00:17:26.740 --> 00:17:28.740]  不是打機 工作
[00:17:28.740 --> 00:17:30.740]  我開始看到了
[00:17:30.740 --> 00:17:32.740]  他今天幫我
[00:17:32.740 --> 00:17:34.740]  看完EQ的
[00:17:34.740 --> 00:17:36.740]  十六章看了十章
[00:17:36.740 --> 00:17:38.740]  另外一本《內向人的心理學》
[00:17:38.740 --> 00:17:40.740]  他回應這本書
[00:17:40.740 --> 00:17:42.740]  回應下個星期一
[00:17:42.740 --> 00:17:44.740]  即是802章的回應
[00:17:44.740 --> 00:17:46.740]  他平均寫了三千多字
[00:17:46.740 --> 00:17:48.740]  三千多字
[00:17:48.740 --> 00:17:50.740]  幾個教會請他
[00:17:50.740 --> 00:17:52.740]  講《佳績王講座》
[00:17:52.740 --> 00:17:54.740]  是講給
[00:17:54.740 --> 00:17:56.740]  這些青少年聽
[00:17:56.740 --> 00:17:58.740]  出席率很高
[00:17:58.740 --> 00:18:00.740]  明天 鄺福同學說
[00:18:00.740 --> 00:18:02.740]  我聽聞可能有七百人來聽
[00:18:02.740 --> 00:18:06.740]  29號
[00:18:06.740 --> 00:18:08.740]  我和他去多倫多
[00:18:08.740 --> 00:18:10.740]  多倫多斯卡布宣導會
[00:18:10.740 --> 00:18:12.740]  請他演講
[00:18:12.740 --> 00:18:14.740]  接著我又收到
[00:18:14.740 --> 00:18:16.740]  芝加哥 三藩市
[00:18:16.740 --> 00:18:18.740]  德加州
[00:18:18.740 --> 00:18:20.740]  西雅圖
[00:18:20.740 --> 00:18:22.740]  請他去講
[00:18:22.740 --> 00:18:24.740]  我說你風生水起
[00:18:24.740 --> 00:18:28.740]  我想告訴你
[00:18:28.740 --> 00:18:30.740]  上帝如果一個人聽他講
[00:18:30.740 --> 00:18:32.740]  他開一條路是大到
[00:18:32.740 --> 00:18:34.740]  你想都想不到
[00:18:34.740 --> 00:18:36.740]  他媽媽簡直發狂地哭
[00:18:36.740 --> 00:18:38.740]  他就祈禱了這麼多年
[00:18:38.740 --> 00:18:40.740]  這個人日晚
[00:18:40.740 --> 00:18:42.740]  因為他在鄉下長大
[00:18:42.740 --> 00:18:44.740]  鄉下長大 記住
[00:18:44.740 --> 00:18:46.740]  然後到五六歲來香港
[00:18:46.740 --> 00:18:48.740]  他已經玩慣了
[00:18:48.740 --> 00:18:50.740]  失控的
[00:18:50.740 --> 00:18:52.740]  他見到東西就玩
[00:18:52.740 --> 00:18:54.740]  他玩得很精 唯一
[00:18:54.740 --> 00:18:56.740]  學校最高分是體育堂
[00:18:56.740 --> 00:18:58.740]  是A的 但問題是
[00:18:58.740 --> 00:19:00.740]  玩是拿了他的生命
[00:19:00.740 --> 00:19:02.740]  他玩就行了
[00:19:02.740 --> 00:19:04.740]  但竟然這個身份證可以改變
[00:19:04.740 --> 00:19:06.740]  是他媽媽流淚的禱告
[00:19:06.740 --> 00:19:08.740]  我太太
[00:19:08.740 --> 00:19:10.740]  兒在癌的時候 她住在我家
[00:19:10.740 --> 00:19:12.740]  我太太教她數學
[00:19:12.740 --> 00:19:14.740]  教英文拼音 所以她中學就考到
[00:19:14.740 --> 00:19:16.740]  Band 1學校 但她沒有珍惜
[00:19:16.740 --> 00:19:18.740]  她一考就
[00:19:18.740 --> 00:19:20.740]  二班考一百九十幾
[00:19:20.740 --> 00:19:22.740]  因為她打機
[00:19:22.740 --> 00:19:24.740]  但上帝不放過她
[00:19:24.740 --> 00:19:26.740]  因為她媽媽哀傷的禱告
[00:19:26.740 --> 00:19:30.740]  上帝要聖經
[00:19:30.740 --> 00:19:32.740]  親自來改她的兒子
[00:19:32.740 --> 00:19:34.740]  於是這個兒子改變得
[00:19:34.740 --> 00:19:36.740]  很可怕
[00:19:36.740 --> 00:19:38.740]  他寫了一本書 香港出版
[00:19:38.740 --> 00:19:40.740]  叫《大學門外有U-turn》
[00:19:40.740 --> 00:19:42.740]  叫《大學門外有U-turn》
[00:19:42.740 --> 00:19:44.740]  叫《大學門外有U-turn》
[00:19:44.740 --> 00:19:46.740]  即是還可以回來的
[00:19:46.740 --> 00:19:48.740]  他說我要
