
[00:00:00.000 --> 00:00:03.800]  主持:安主母早晨
[00:01:36.960 --> 00:01:38.500]  所以如果不困擾你
[00:01:38.500 --> 00:01:41.200]  我覺得也是有一點奇怪
[00:01:41.200 --> 00:01:44.600]  因為就算你今天第一次接觸這段經文
[00:01:44.600 --> 00:01:46.240]  其實你過去
[00:01:46.240 --> 00:01:50.540]  應該也被我們人生當中某些事情困擾的
[00:01:50.540 --> 00:01:52.640]  可能也見過
[00:01:52.640 --> 00:01:55.020]  或者甚至你自己經歷過
[00:01:55.020 --> 00:01:56.980]  就在第15節所說
[00:01:56.980 --> 00:02:03.660]  「而人行義,反自滅亡,惡人行惡,倒響長壽」
[00:02:03.660 --> 00:02:06.060]  我們可以將經文
[00:02:06.060 --> 00:02:11.060]  其實一直都會看著經文的
[00:02:11.060 --> 00:02:15.500]  這是一件跟我們直覺來說
[00:02:15.500 --> 00:02:18.940]  是不應該發生的事情
[00:02:18.940 --> 00:02:22.140]  我們說「善有善報,惡有惡報」
[00:02:22.140 --> 00:02:22.980]  這裡有的
[00:02:22.980 --> 00:02:25.980]  我可以自己控制
[00:02:25.980 --> 00:02:27.340]  惡有惡報
[00:02:27.340 --> 00:02:28.340]  還有兩句
[00:02:28.340 --> 00:02:31.220]  我們等一下再處理那兩句
[00:02:31.220 --> 00:02:35.820]  中國人的智慧言語
[00:02:35.820 --> 00:02:37.020]  大家要明白
[00:02:37.020 --> 00:02:40.300]  我們說到智慧的文學
[00:02:40.300 --> 00:02:42.300]  或者智慧的說話
[00:02:42.300 --> 00:02:44.100]  不是猶太人獨有的
[00:02:44.100 --> 00:02:46.500]  也不是聖經獨有的
[00:02:46.500 --> 00:02:48.900]  是每個人類的文化
[00:02:48.900 --> 00:02:51.300]  他自己群體的文化裡面
[00:02:51.300 --> 00:02:54.180]  都會在歷史的過程當中
[00:02:54.180 --> 00:02:58.820]  都會產生的一些文化產物的說話
[00:02:58.820 --> 00:02:59.740]  所以我們說
[00:02:59.740 --> 00:03:03.020]  「真言」、「言語」、「警句」
[00:03:03.020 --> 00:03:05.180]  「警告人」的說話
[00:03:05.980 --> 00:03:11.540]  這些全部都是同一類型的說話
[00:03:11.540 --> 00:03:14.940]  為什麼會在人類文化裡面
[00:03:14.940 --> 00:03:16.860]  會產生這些說話呢
[00:03:16.860 --> 00:03:17.980]  一般來說
[00:03:17.980 --> 00:03:19.660]  一個人如果不是
[00:03:19.660 --> 00:03:21.420]  人類不是群居的
[00:03:21.420 --> 00:03:24.860]  一個人會不會自己
[00:03:24.860 --> 00:03:27.900]  都會在太山
[00:03:27.900 --> 00:03:29.420]  森林裡面自己一個人
[00:03:29.420 --> 00:03:30.860]  和一些猩猩
[00:03:30.860 --> 00:03:33.020]  其他的森林動物
[00:03:33.020 --> 00:03:34.100]  野獸
[00:03:34.100 --> 00:03:35.060]  起碼一起住
[00:03:35.060 --> 00:03:36.380]  他會不會自己都
[00:03:36.380 --> 00:03:39.940]  得出一些智慧的說話呢
[00:03:39.940 --> 00:03:41.580]  其實應該都有的
[00:03:41.580 --> 00:03:43.140]  因為智慧的說話
[00:03:43.140 --> 00:03:45.220]  不單止是人群
[00:03:45.220 --> 00:03:48.180]  一起共居
[00:03:48.180 --> 00:03:50.380]  一起生活的時候
[00:03:50.380 --> 00:03:52.060]  你要遷就我
[00:03:52.060 --> 00:03:53.420]  我要遷就你
[00:03:53.420 --> 00:03:55.860]  結果我們的生活
[00:03:55.860 --> 00:03:59.380]  就不可以你想做什麼就做什麼的
[00:03:59.380 --> 00:04:00.340]  我們做人
[00:04:00.340 --> 00:04:01.660]  待人接物
[00:04:01.660 --> 00:04:02.420]  小時候
[00:04:02.420 --> 00:04:06.460]  父母教我們要聰明一點
[00:04:06.460 --> 00:04:08.500]  嘴巴說話
[00:04:08.500 --> 00:04:10.100]  要想過才說
[00:04:10.100 --> 00:04:12.780]  不要得罪人多
[00:04:12.780 --> 00:04:13.860]  然後呢
[00:04:13.860 --> 00:04:15.940]  稱呼人少
[00:04:15.940 --> 00:04:17.260]  得罪人多稱呼人少
[00:04:17.260 --> 00:04:19.820]  要有人才行
[00:04:19.820 --> 00:04:20.820]  太山自己一個人
[00:04:20.820 --> 00:04:22.140]  自己森林
[00:04:22.140 --> 00:04:24.420]  他講什麼都行
[00:04:24.420 --> 00:04:25.860]  他會得罪誰呢
[00:04:25.860 --> 00:04:26.940]  得罪猩猩嗎
[00:04:26.940 --> 00:04:29.860]  猩猩都不知道他講什麼
[00:04:29.860 --> 00:04:32.980]  那是怎樣呢
[00:04:32.980 --> 00:04:35.780]  但是他都需要智慧的
[00:04:35.780 --> 00:04:38.340]  智慧的文學
[00:04:38.340 --> 00:04:39.220]  猶太人智慧文學
[00:04:39.220 --> 00:04:40.780]  其實所有的文化
[00:04:40.780 --> 00:04:44.940]  不單止是人群共處
[00:04:44.940 --> 00:04:46.340]  人與人之間
[00:04:46.340 --> 00:04:47.380]  住在一起
[00:04:47.380 --> 00:04:48.820]  或者是Galileo
[00:04:48.820 --> 00:04:50.180]  或者是有家庭
[00:04:50.180 --> 00:04:51.500]  家庭裡面有夫婦
[00:04:51.500 --> 00:04:52.740]  夫婦兩個人都是
[00:04:52.740 --> 00:04:56.660]  不單止是你和其他人一起生活的時候
[00:04:56.660 --> 00:04:58.420]  你就不能夠做
[00:04:58.420 --> 00:05:00.660]  你說想怎樣就怎樣
[00:05:00.660 --> 00:05:02.100]  人又想怎樣就怎樣
[00:05:02.100 --> 00:05:03.260]  你又想怎樣就怎樣
[00:05:03.260 --> 00:05:04.300]  大家一起
[00:05:04.300 --> 00:05:05.940]  什麼都沒有了
[00:05:05.940 --> 00:05:07.660]  一下子就爆炸
[00:05:07.660 --> 00:05:08.860]  不單止是這樣
[00:05:08.860 --> 00:05:10.620]  就算一個人都好
[00:05:10.620 --> 00:05:12.540]  因為他生活的世界
[00:05:12.540 --> 00:05:13.420]  除了他之外
[00:05:13.420 --> 00:05:14.900]  是沒有其他人
[00:05:14.900 --> 00:05:16.340]  太山你森林裡面生活
[00:05:16.340 --> 00:05:17.540]  是沒有其他人
[00:05:17.540 --> 00:05:20.220]  但是還有大自然
[00:05:20.220 --> 00:05:22.140]  有些花草樹木
[00:05:22.140 --> 00:05:23.660]  昆蟲蛇蟲鼠蟻
[00:05:23.660 --> 00:05:24.940]  有些有毒的
[00:05:24.940 --> 00:05:26.420]  有些有害的
[00:05:26.420 --> 00:05:28.780]  他自己是衣不閉體
[00:05:28.780 --> 00:05:30.620]  可能是和猩猩一樣
[00:05:30.620 --> 00:05:31.900]  但是猩猩多毛
[00:05:31.900 --> 00:05:33.900]  是不是要調節溫度
[00:05:33.900 --> 00:05:35.780]  可能是夏天比較辛苦
[00:05:35.780 --> 00:05:37.900]  但是冬天冷一點的時候
[00:05:37.900 --> 00:05:39.740]  即使在森林裡面都會冷
[00:05:39.740 --> 00:05:40.700]  我們假設
[00:05:40.700 --> 00:05:44.180]  他也是有保暖
[00:05:44.180 --> 00:05:47.500]  太山都要找一層被遮一下自己
[00:05:47.500 --> 00:05:48.420]  找些什麼東西
[00:05:48.420 --> 00:05:52.100]  讓自己晚上的時候
[00:05:52.100 --> 00:05:54.300]  或者是吹風的時候
[00:05:54.300 --> 00:05:56.140]  不要那麼冷呢
[00:05:56.140 --> 00:05:58.660]  你會發覺
[00:05:58.660 --> 00:06:00.900]  總之一個人要生活
[00:06:00.900 --> 00:06:03.140]  他只要有個環境
[00:06:03.140 --> 00:06:04.780]  他都需要有智慧的
[00:06:04.780 --> 00:06:05.620]  需要知道
[00:06:05.620 --> 00:06:08.020]  這些是浮沙
[00:06:08.020 --> 00:06:09.420]  不要踩下去
[00:06:09.420 --> 00:06:11.300]  我不知道有沒有試過踩過一次
[00:06:11.300 --> 00:06:13.540]  踩過一次可能都再見了
[00:06:13.540 --> 00:06:14.780]  他應該可能見過一隻東西
[00:06:14.780 --> 00:06:15.540]  掉下去
[00:06:15.540 --> 00:06:17.380]  這些不能踩下去
[00:06:17.380 --> 00:06:19.420]  這些是浮沙
[00:06:19.420 --> 00:06:22.060]  這些昆蟲雖然是很漂亮
[00:06:22.060 --> 00:06:23.140]  但是不要玩了
[00:06:23.140 --> 00:06:25.300]  被它針一下就很大件事了
[00:06:25.300 --> 00:06:27.940]  這些植物走過就好了
[00:06:27.940 --> 00:06:29.420]  碰一下
[00:06:29.420 --> 00:06:31.060]  全身都一粒粒的
[00:06:31.060 --> 00:06:32.660]  就長出來敏感的了
[00:06:32.660 --> 00:06:34.500]  Poison ivy
[00:06:34.500 --> 00:06:35.820]  那些植物
[00:06:35.820 --> 00:06:36.940]  試過了
[00:06:36.940 --> 00:06:39.020]  有一次是替教會
[00:06:39.020 --> 00:06:41.620]  一對老人家夫婦在美國的時候
[00:06:41.620 --> 00:06:43.300]  回美國教會
[00:06:43.300 --> 00:06:45.420]  美國人是獨立屋的
[00:06:45.420 --> 00:06:46.660]  很多時候都住獨立屋
[00:06:46.660 --> 00:06:49.020]  他自己有個花園的
[00:06:49.020 --> 00:06:50.340]  都長了很多東西
[00:06:50.340 --> 00:06:51.460]  年紀大了
[00:06:51.460 --> 00:06:54.140]  就不多自己整理那個花園
[00:06:54.140 --> 00:06:56.660]  又不想花錢請人來
[00:06:56.660 --> 00:06:58.060]  因為都很貴的
[00:06:58.060 --> 00:07:01.060]  我們幾個學生就對了
[00:07:01.060 --> 00:07:02.900]  跟他又熟
[00:07:02.900 --> 00:07:05.340]  找個周末就幫他清理花園
[00:07:05.340 --> 00:07:06.620]  但是花園那裡
[00:07:06.620 --> 00:07:07.700]  我們不懂的
[00:07:07.700 --> 00:07:08.540]  誰知道
[00:07:08.540 --> 00:07:09.980]  總之就斬斬斬
[00:07:09.980 --> 00:07:10.740]  剪剪剪
[00:07:10.740 --> 00:07:12.180]  推車
[00:07:12.180 --> 00:07:13.580]  但是有poison ivy
[00:07:13.580 --> 00:07:14.340]  那些纏著
[00:07:14.340 --> 00:07:16.140]  我都不知道中文是不是獨場味
[00:07:16.140 --> 00:07:17.820]  不是獨場味
[00:07:17.820 --> 00:07:18.860]  那就碰到
[00:07:18.860 --> 00:07:22.380]  我和另外一個同學去幫忙的時候
[00:07:22.380 --> 00:07:23.660]  兩個碰到
[00:07:23.660 --> 00:07:24.780]  嗨嗨
[00:07:24.780 --> 00:07:26.380]  然後就長出來了
[00:07:26.380 --> 00:07:30.420]  poison ivy很容易認識的
[00:07:30.420 --> 00:07:31.980]  你知道就很容易認識
[00:07:31.980 --> 00:07:33.500]  長一片葉子
[00:07:33.500 --> 00:07:35.220]  三分的葉子
[00:07:35.220 --> 00:07:37.260]  但是那時候不知道
[00:07:37.260 --> 00:07:38.380]  所以就中招了
[00:07:38.380 --> 00:07:39.700]  這些都需要智慧
[00:07:39.700 --> 00:07:43.020]  一種我們說的常識
[00:07:43.020 --> 00:07:45.300]  你和人相處是有一種常識
[00:07:45.300 --> 00:07:47.260]  就是常常都要知道的
[00:07:47.260 --> 00:07:48.660]  或者你常常做得多
[00:07:48.660 --> 00:07:50.660]  你就自然會知道的
[00:07:50.660 --> 00:07:51.860]  滾水
[00:07:51.860 --> 00:07:53.580]  火不要鬥
[00:07:53.580 --> 00:07:55.780]  滾水煮滾了的東西不要碰
[00:07:55.780 --> 00:07:56.860]  之類之類
[00:07:56.860 --> 00:08:00.300]  所有這些東西是用來做什麼的
[00:08:00.300 --> 00:08:03.620]  就是讓我們過一個相對平穩
[00:08:03.620 --> 00:08:05.060]  安穩
[00:08:05.060 --> 00:08:06.260]  和悅
[00:08:06.260 --> 00:08:09.220]  和就是
[00:08:09.220 --> 00:08:11.220]  和就是加減乘除的和
[00:08:11.220 --> 00:08:12.500]  和口的和
[00:08:12.500 --> 00:08:14.300]  悅就是悅樂的悅
[00:08:14.300 --> 00:08:16.540]  就是和人能夠和平相處
[00:08:16.540 --> 00:08:17.660]  應該和平的和
[00:08:17.660 --> 00:08:18.620]  就這麼說
[00:08:18.620 --> 00:08:21.940]  能夠是比較悅樂的生活
[00:08:21.940 --> 00:08:24.420]  如果你和你隔離
[00:08:24.420 --> 00:08:27.180]  每次都要嘟口嘟鼻
[00:08:27.180 --> 00:08:29.620]  每次都兩個人住在隔離
[00:08:29.620 --> 00:08:32.820]  兩個人互相頂心杉的話
[00:08:32.820 --> 00:08:34.860]  你住在那裡都很麻煩
[00:08:34.860 --> 00:08:35.860]  就是
[00:08:35.860 --> 00:08:38.020]  一會兒第二天你一出門
[00:08:38.020 --> 00:08:40.060]  一踩他就弄一塊狗糞
[00:08:40.060 --> 00:08:41.220]  踩就踩到
[00:08:41.220 --> 00:08:41.860]  他耍你
[00:08:41.860 --> 00:08:43.660]  那你又耍他一回
[00:08:43.660 --> 00:08:45.220]  這些東西你不想發生
[00:08:45.220 --> 00:08:46.620]  為什麼這樣令你的生活
[00:08:46.620 --> 00:08:48.380]  無法生活下去
[00:08:48.380 --> 00:08:52.060]  所以人類就會發現
[00:08:52.060 --> 00:08:53.140]  發明
[00:08:53.140 --> 00:08:54.620]  想出
[00:08:54.620 --> 00:08:56.540]  經驗的累積
[00:08:56.540 --> 00:08:59.100]  失敗乃成功之母
[00:08:59.100 --> 00:09:00.100]  在這些位置
[00:09:00.100 --> 00:09:01.500]  失敗過一次
[00:09:01.500 --> 00:09:02.820]  就發覺
[00:09:02.820 --> 00:09:04.180]  下次學乖了
[00:09:04.180 --> 00:09:04.900]  就不要這樣做
[00:09:04.900 --> 00:09:07.580]  慢慢就成為一大堆的
[00:09:07.580 --> 00:09:09.140]  我們所謂的
[00:09:09.140 --> 00:09:10.900]  智慧語言
[00:09:10.900 --> 00:09:13.820]  真言、諺語
[00:09:13.820 --> 00:09:15.460]  聖經的智慧文學
[00:09:15.460 --> 00:09:16.620]  都是屬於類似
[00:09:16.620 --> 00:09:17.460]  不過
[00:09:17.460 --> 00:09:19.860]  有一個很不同的地方
[00:09:19.860 --> 00:09:22.260]  就是我們中國人
[00:09:22.260 --> 00:09:25.620]  普通的智慧說話
[00:09:25.620 --> 00:09:28.060]  基本上沒有一個
[00:09:28.060 --> 00:09:31.340]  對上帝的信仰在裡面
[00:09:31.340 --> 00:09:33.020]  中國人是
[00:09:33.020 --> 00:09:34.300]  我們智慧說話當中
[00:09:34.300 --> 00:09:37.140]  又不是說不牽涉
[00:09:37.140 --> 00:09:38.740]  神明的
[00:09:38.740 --> 00:09:40.140]  都會有些東西說
[00:09:40.140 --> 00:09:41.860]  天打雷劈
[00:09:41.860 --> 00:09:42.780]  都可能是
[00:09:42.780 --> 00:09:45.100]  會是有一些類似
[00:09:45.100 --> 00:09:47.660]  不牽涉神明的說話
[00:09:47.660 --> 00:09:49.900]  但是整體
[00:09:49.900 --> 00:09:53.020]  我們中國人生存智慧的基礎
[00:09:53.020 --> 00:09:55.500]  其實與神明沒有關係
[00:09:55.500 --> 00:09:59.100]  就真的平時生活裡面的人生經驗
[00:09:59.100 --> 00:10:00.780]  智慧的累積
[00:10:00.780 --> 00:10:03.100]  不過猶太人就不同了
[00:10:03.100 --> 00:10:07.100]  猶太人的智慧文學的基礎
[00:10:07.100 --> 00:10:08.620]  就是敬畏耶和華
[00:10:08.620 --> 00:10:10.500]  所以我們都很熟悉
[00:10:10.500 --> 00:10:12.300]  曾賢一開始就說敬畏耶和華
[00:10:12.300 --> 00:10:13.780]  第一章就已經來了
[00:10:13.780 --> 00:10:16.140]  敬畏耶和華是智慧的開端
[00:10:16.140 --> 00:10:17.340]  後來第八章
[00:10:17.340 --> 00:10:19.300]  第九章又重覆
[00:10:19.300 --> 00:10:21.500]  連傳道書我們今天所讀的都是這樣
[00:10:21.500 --> 00:10:22.860]  不過他就放到後面
[00:10:22.860 --> 00:10:24.700]  放到十二章最後一章
[00:10:24.700 --> 00:10:27.260]  才說說了這麼多
[00:10:27.260 --> 00:10:29.340]  所羅梅王傳道者
[00:10:29.340 --> 00:10:30.500]  所羅梅王說了這麼多
[00:10:30.500 --> 00:10:33.940]  總之就是要我們敬畏耶和華
[00:10:33.940 --> 00:10:35.620]  要敬畏上帝
[00:10:35.620 --> 00:10:37.500]  曾賢事實上他三十一章裡面
[00:10:37.500 --> 00:10:39.940]  頭九章的基礎
[00:10:39.940 --> 00:10:43.500]  奠定智慧說話後面的基礎
[00:10:43.500 --> 00:10:45.540]  就是要敬畏上帝
[00:10:45.540 --> 00:10:47.420]  這個就是猶太人
[00:10:47.420 --> 00:10:49.180]  和所有其他民族
[00:10:49.180 --> 00:10:52.100]  很不同的地方的智慧語言
[00:10:52.100 --> 00:10:53.820]  也是我們讀的時候
[00:10:53.820 --> 00:10:59.100]  必須要意識到的一件事情
[00:10:59.100 --> 00:11:00.500]  但是所有的東西
[00:11:00.500 --> 00:11:02.340]  敬畏耶和華都是讓我們
[00:11:02.340 --> 00:11:04.340]  猶太人因為他們相信上帝
[00:11:04.340 --> 00:11:05.780]  因為認識上帝
[00:11:05.780 --> 00:11:09.620]  都是讓我們能夠過一個和諧的生活
[00:11:09.620 --> 00:11:11.420]  過一個順境的生活
[00:11:11.420 --> 00:11:13.140]  你得罪人
[00:11:13.140 --> 00:11:14.980]  你跟別人論事是不妥的
[00:11:14.980 --> 00:11:15.820]  你也知道
[00:11:15.820 --> 00:11:19.420]  每天生活都很艱難的
[00:11:19.420 --> 00:11:24.900]  何況你跟上帝不妥
[00:11:24.900 --> 00:11:28.300]  你的生命都可以想像到
[00:11:28.300 --> 00:11:29.900]  是很艱難的
[00:11:29.900 --> 00:11:35.100]  而且你根本不知道
[00:11:35.100 --> 00:11:36.420]  明天會發生什麼事
[00:11:36.420 --> 00:11:37.660]  因為你的生命
[00:11:37.660 --> 00:11:40.740]  都是掌控在上帝的手裡面
[00:11:40.740 --> 00:11:44.420]  所以這個前提就變成很重要
[00:11:44.420 --> 00:11:45.900]  所以這件事我們明白
[00:11:45.900 --> 00:11:49.300]  我們讀真言
[00:11:49.300 --> 00:11:50.500]  學真言
[00:11:50.500 --> 00:11:55.300]  在真言裡面所羅門叫人默想
[00:11:55.300 --> 00:11:57.300]  要思想真言
[00:11:57.300 --> 00:11:59.500]  思想這些說話
[00:11:59.500 --> 00:12:02.780]  智慧人就會默想
[00:12:02.780 --> 00:12:04.980]  原末人就不理
[00:12:05.940 --> 00:12:13.940]  都是為了我們能夠和上帝建立一個正常的關係
[00:12:13.940 --> 00:12:17.740]  和人與人之間建立一個正常的關係
[00:12:17.740 --> 00:12:19.100]  和大自然
[00:12:19.100 --> 00:12:20.420]  包括大自然
[00:12:20.420 --> 00:12:22.900]  所以猶太人心目中的工匠
[00:12:22.900 --> 00:12:24.700]  手作的工匠
[00:12:24.700 --> 00:12:27.260]  比如說窯匠、木匠、鐵匠
[00:12:27.260 --> 00:12:28.660]  這些都是智慧人
[00:12:28.660 --> 00:12:30.900]  不同類別的智慧人
[00:12:30.900 --> 00:12:33.700]  因為他懂得運用
[00:12:33.700 --> 00:12:35.020]  懂得大自然
[00:12:35.020 --> 00:12:36.540]  野金之術
[00:12:36.540 --> 00:12:38.620]  能夠武來武去
[00:12:38.620 --> 00:12:39.460]  武了大自然
[00:12:39.460 --> 00:12:41.220]  讓你做些東西出來
[00:12:41.220 --> 00:12:43.060]  做些器具出來
[00:12:43.060 --> 00:12:45.060]  幫助自己
[00:12:45.060 --> 00:12:50.420]  在這些過程裡面
[00:12:50.420 --> 00:12:52.420]  就發現很多問題
[00:12:52.420 --> 00:12:55.420]  今天我們所讀的一段經文
[00:12:55.420 --> 00:12:58.540]  就是所羅門自己所注意到的
[00:12:58.540 --> 00:13:00.260]  其實在全道書裡面
[00:13:00.260 --> 00:13:09.140]  智慧人會默想、觀察、吸收經驗的教訓
[00:13:09.140 --> 00:13:11.340]  他們其中一個很重要的教導
[00:13:11.340 --> 00:13:15.820]  當然就是我剛才所說的因果關係
[00:13:15.820 --> 00:13:19.420]  善有善報,惡有惡報
[00:13:19.420 --> 00:13:21.420]  但是我們自己都知道
[00:13:21.420 --> 00:13:23.660]  善有善報,惡有惡報
[00:13:23.660 --> 00:13:26.740]  我不應該問有沒有
[00:13:26.740 --> 00:13:29.860]  是不是每次都是現眼報
[00:13:29.860 --> 00:13:31.860]  當然不是
[00:13:31.860 --> 00:13:34.340]  不會每次都是現眼報
[00:13:34.340 --> 00:13:35.540]  你做了一件好事
[00:13:35.540 --> 00:13:36.900]  突然間就有一個好處
[00:13:36.900 --> 00:13:38.900]  一下子就飛回來了
[00:13:38.900 --> 00:13:40.100]  會不會呢?
[00:13:40.100 --> 00:13:41.460]  很難的
[00:13:41.460 --> 00:13:44.820]  我剛才在地鐵讓位
[00:13:44.820 --> 00:13:46.020]  讓位了讓了給一個
[00:13:46.020 --> 00:13:47.540]  肚子已經大幅變變了
[00:13:47.540 --> 00:13:49.540]  我想是八九個月的孕婦
[00:13:49.540 --> 00:13:50.900]  我就一直站著
[00:13:50.900 --> 00:13:52.100]  沒有人讓位
[00:13:52.100 --> 00:13:54.100]  沒有好處繞回來的
[00:13:54.100 --> 00:13:56.100]  繼續站著
[00:13:56.100 --> 00:13:58.660]  一直等到有人下車讓位
[00:13:58.660 --> 00:14:00.660]  下車有空位
[00:14:00.660 --> 00:14:02.660]  有位你坐到就坐
[00:14:02.660 --> 00:14:05.380]  所以行惡都是這樣
[00:14:05.380 --> 00:14:07.380]  你會發覺惡是有惡報
[00:14:07.380 --> 00:14:10.660]  但是大家見過惡人是
[00:14:10.660 --> 00:14:13.140]  這裡正正是剛才所說的
[00:14:13.140 --> 00:14:14.660]  惡人行惡倒響長壽
[00:14:14.660 --> 00:14:16.660]  見過沒有?
[00:14:16.660 --> 00:14:17.860]  見過
[00:14:17.860 --> 00:14:19.860]  你看戲看過了
[00:14:19.860 --> 00:14:21.460]  看戲就肯定看過了
[00:14:21.460 --> 00:14:23.460]  很多劇都是這樣
[00:14:23.460 --> 00:14:25.460]  但是見過沒有?
[00:14:25.460 --> 00:14:27.460]  見過,為什麼還沒見過
[00:14:27.460 --> 00:14:30.340]  你都覺得起碼就算你不懂得具體新聞
[00:14:30.340 --> 00:14:32.340]  哇,是十惡不赦的
[00:14:32.340 --> 00:14:34.340]  但是又好,又很修理
[00:14:34.340 --> 00:14:37.860]  有些是肯定不是十惡不赦
[00:14:37.860 --> 00:14:39.860]  但是普通人來的
[00:14:39.860 --> 00:14:41.860]  而且都幾nice的
[00:14:41.860 --> 00:14:43.860]  但是又會是
[00:14:43.860 --> 00:14:47.860]  在這裡就是未到期而死
[00:14:47.860 --> 00:14:51.460]  我剛剛出來的時候
[00:14:51.460 --> 00:14:54.660]  有位校友WhatsApp給我
[00:14:54.660 --> 00:14:57.460]  他說張牧師是
[00:14:57.460 --> 00:14:59.460]  我記得你以前說過張牧師
[00:14:59.460 --> 00:15:03.060]  你在教會那裡
[00:15:03.060 --> 00:15:05.060]  張牧師
[00:15:05.060 --> 00:15:07.060]  他截了WhatsApp的圖給我
[00:15:07.060 --> 00:15:09.060]  我找來找去都不知道是誰張牧師
[00:15:09.060 --> 00:15:11.060]  張牧師我又不是張牧師
[00:15:11.060 --> 00:15:13.060]  他在跟我說誰呢
[00:15:13.060 --> 00:15:15.060]  我看了看原來在頂那裡
[00:15:15.060 --> 00:15:17.060]  WhatsApp截了個頂
[00:15:17.060 --> 00:15:19.060]  張百笠牧師
[00:15:19.060 --> 00:15:21.060]  不知道大家有沒有印象
[00:15:21.060 --> 00:15:23.060]  他是民運人士
[00:15:23.060 --> 00:15:25.060]  八九民運
[00:15:25.060 --> 00:15:27.060]  是逃脫了
[00:15:27.060 --> 00:15:29.060]  輾轉
[00:15:29.060 --> 00:15:31.060]  輾轉就過了美國
[00:15:31.060 --> 00:15:33.060]  當時我在美國
[00:15:33.060 --> 00:15:35.060]  牧會讀神學
[00:15:35.060 --> 00:15:37.060]  牧會的時候他就在教會那裡
[00:15:37.060 --> 00:15:39.060]  剛剛收到訊息
[00:15:39.060 --> 00:15:41.060]  什麼事呢
[00:15:41.060 --> 00:15:44.060]  最底層才看到發生什麼事
[00:15:44.060 --> 00:15:47.060]  就是他33歲的兒子
[00:15:47.060 --> 00:15:51.060]  剛剛在睡覺夢中的時候
[00:15:51.060 --> 00:15:53.060]  心肌梗塞
[00:15:53.060 --> 00:15:55.060]  心臟病退勢
[00:15:55.060 --> 00:15:57.060]  白頭人送黑頭人真的很慘
[00:15:57.060 --> 00:15:59.060]  33歲
[00:15:59.060 --> 00:16:01.060]  如果他結了婚的話
[00:16:01.060 --> 00:16:03.060]  還有自己的家人
[00:16:03.060 --> 00:16:05.060]  他一家
[00:16:05.060 --> 00:16:07.060]  那時候還沒信主
[00:16:07.060 --> 00:16:09.060]  我第一次認識他的時候
[00:16:09.060 --> 00:16:13.060]  他可能剛到美國沒多久
[00:16:13.060 --> 00:16:15.060]  搞啊搞啊搞
[00:16:15.060 --> 00:16:19.060]  那時候是90年代初
[00:16:19.060 --> 00:16:21.060]  中了沒到90年代
[00:16:21.060 --> 00:16:23.060]  93 94那時候
[00:16:23.060 --> 00:16:25.060]  他還沒信主就在福音祖
[00:16:25.060 --> 00:16:27.060]  在查經祖裡面
[00:16:27.060 --> 00:16:29.060]  參加一些聚會
[00:16:29.060 --> 00:16:31.060]  我也知道他是民運人士
[00:16:31.060 --> 00:16:33.060]  是偷走出來的
[00:16:33.060 --> 00:16:35.060]  很多人幫過他
[00:16:35.060 --> 00:16:37.060]  但是他也很專心
[00:16:37.060 --> 00:16:39.060]  後來他信了主
