
[00:00:00.000 --> 00:00:06.520]  最終我們就過了七年的大災難
[00:09:27.920 --> 00:09:31.920]  滴基督是止息這些祭祀和貢獻
[00:09:31.920 --> 00:09:34.920]  即是他們開始了祭祀和貢獻
[00:09:34.920 --> 00:09:36.920]  還有很重要的
[00:09:36.920 --> 00:09:39.920]  我認為是災前被提的
[00:09:39.920 --> 00:09:41.920]  這個大家有不同的看法
[00:09:41.920 --> 00:09:43.920]  如果災前被提
[00:09:43.920 --> 00:09:47.920]  就是新約信徒的復活和教會被提
[00:09:47.920 --> 00:09:50.920]  然後才開始七年的大災難
[00:09:50.920 --> 00:09:52.920]  那個是另外一個記號
[00:09:52.920 --> 00:09:54.920]  大災難的開始
[00:09:54.920 --> 00:09:57.920]  我們下去下面是看B
[00:09:57.920 --> 00:10:01.920]  《淡爾理書》第九章
[00:10:01.920 --> 00:10:03.920]  一七之內
[00:10:03.920 --> 00:10:05.920]  一七之內就是開頭的時候
[00:10:05.920 --> 00:10:10.920]  滴基督必與許多人堅定盟約
[00:10:10.920 --> 00:10:12.920]  簽了和平的合約
[00:10:12.920 --> 00:10:16.920]  全世界進入一個和平富庶的境地
[00:10:16.920 --> 00:10:19.920]  也建了第三個聖殿
[00:10:19.920 --> 00:10:22.920]  中東帶來和平
[00:10:22.920 --> 00:10:26.920]  大巴比倫淫婦假宗教合一
[00:10:26.920 --> 00:10:28.920]  就在那時候開始
[00:10:28.920 --> 00:10:30.920]  我們查第十七章的時候
[00:10:30.920 --> 00:10:32.920]  我已經給大家看到
[00:10:32.920 --> 00:10:34.920]  這個已經開始了幾十年了
[00:10:34.920 --> 00:10:39.920]  就是由天主教帶領全世界宗教合一
[00:10:39.920 --> 00:10:44.920]  一進入大災難會更加如火如荼
[00:10:44.920 --> 00:10:48.920]  我們想回到上面看C
[00:10:48.920 --> 00:10:52.920]  C就是整個七年大災難當中
[00:10:52.920 --> 00:10:55.920]  天上是不斷有敬拜的
[00:10:55.920 --> 00:10:57.920]  有六個記載
[00:10:57.920 --> 00:11:02.920]  有六個記載天上的敬拜
[00:11:02.920 --> 00:11:06.920]  我在給大家這次的筆記第一頁下面
[00:11:06.920 --> 00:11:10.920]  也記載了第四章第五章第七章
[00:11:10.920 --> 00:11:12.920]  十四十五和十九
[00:11:12.920 --> 00:11:16.920]  是約翰記下了天上的敬拜
[00:11:16.920 --> 00:11:19.920]  聖經也給我們看到
[00:11:19.920 --> 00:11:22.920]  我在筆記的第五頁
[00:11:22.920 --> 00:11:26.920]  有提到信徒工作的審判和獎賞
[00:11:26.920 --> 00:11:31.920]  聖經說審判是從神的家開始
[00:11:31.920 --> 00:11:36.920]  這當然不是永生和永死的問題
[00:11:36.920 --> 00:11:38.920]  這是工作的審判
[00:11:38.920 --> 00:11:41.920]  這是讓我們有獎賞
[00:11:41.920 --> 00:11:44.920]  這個獎賞是講到我們的冠冕
[00:11:44.920 --> 00:11:50.920]  也講到我們在將來千禧年和神永恆的角度
[00:11:50.920 --> 00:11:54.920]  我們擔任一個甚麼角色
[00:11:54.920 --> 00:11:57.920]  將來我們要和基督一起作王
[00:11:57.920 --> 00:11:59.920]  要管理宇宙
[00:11:59.920 --> 00:12:03.920]  這是神做人起初的目的
[00:12:03.920 --> 00:12:06.920]  是叫我們耕種和看守
[00:12:06.920 --> 00:12:11.920]  因為人犯罪所以失去了權力
[00:12:11.920 --> 00:12:14.920]  但是耶穌會給我們
[00:12:14.920 --> 00:12:16.920]  這個獎賞
[00:12:16.920 --> 00:12:20.920]  第五頁也有提到
[00:12:20.920 --> 00:12:27.920]  我們今晚要和主耶穌一起在天上回來
[00:12:27.920 --> 00:12:32.920]  那時候我們已經知道我們的角色
[00:12:32.920 --> 00:12:35.920]  這是要經過工作的審判
[00:12:35.920 --> 00:12:37.920]  還有在天上
[00:12:37.920 --> 00:12:40.920]  我相信如果我們是災情地體
[00:12:40.920 --> 00:12:42.920]  我們有七年的時間在天上
[00:12:42.920 --> 00:12:47.920]  除了24個長老代表教會在天上敬拜之外
[00:12:47.920 --> 00:12:51.920]  除了工作的審判之外
[00:12:51.920 --> 00:12:55.920]  就是有所謂的羔羊訓練
[00:12:55.920 --> 00:12:57.920]  有可能是這段時間
[00:12:57.920 --> 00:13:01.920]  一會兒我們查到內地十九章第十節之後
[00:13:01.920 --> 00:13:04.920]  我們會再講羔羊的訓練
[00:13:04.920 --> 00:13:06.920]  這是C
[00:13:06.920 --> 00:13:08.920]  我們現在來D
[00:13:08.920 --> 00:13:10.920]  D就在下面
[00:13:10.920 --> 00:13:13.920]  D就在前面的三年半
[00:13:13.920 --> 00:13:18.920]  我們查過第七章十四萬四千宣教士
[00:13:18.920 --> 00:13:21.920]  第十一章是兩個見證人
[00:13:21.920 --> 00:13:26.920]  還有十四章是天使在半空傳福音
[00:13:26.920 --> 00:13:30.920]  這三樣都是在前面的三年半
[00:13:30.920 --> 00:13:34.920]  全地開大報道會
[00:13:34.920 --> 00:13:37.920]  所以我相信大災難不單止是懲罰
[00:13:37.920 --> 00:13:40.920]  更加重要是要傳福音
[00:13:40.920 --> 00:13:44.920]  這裡大部分會在前面的三年半
[00:13:44.920 --> 00:13:47.920]  因為到後面的三年半
[00:13:47.920 --> 00:13:51.920]  那些人已經信了
[00:13:51.920 --> 00:13:55.920]  不信的那些硬心的就死硬
[00:13:55.920 --> 00:13:58.920]  然後災難下來他們都是不信的
[00:13:58.920 --> 00:14:00.920]  並且是咒助神的
[00:14:00.920 --> 00:14:03.920]  所以我相信這三樣報道
[00:14:03.920 --> 00:14:06.920]  應該是在前面的三年半
[00:14:06.920 --> 00:14:08.920]  我們看E
[00:14:08.920 --> 00:14:10.920]  E就在下面
[00:14:10.920 --> 00:14:13.920]  三年半的中間
[00:14:13.920 --> 00:14:16.920]  但以理書第九章在600年
[00:14:16.920 --> 00:14:18.920]  已經預言了
[00:14:18.920 --> 00:14:23.920]  基督在三年半會進入聖殿
[00:14:23.920 --> 00:14:25.920]  停止他們祭祀
[00:14:25.920 --> 00:14:27.920]  貢獻都要止息
[00:14:27.920 --> 00:14:30.920]  行為或可憎就如飛而來
[00:14:30.920 --> 00:14:32.920]  馬太福音二十四章
[00:14:32.920 --> 00:14:35.920]  耶穌在橄欖山上的講話
[00:14:35.920 --> 00:14:40.920]  也是在先知但以理第九章所講的
[00:14:40.920 --> 00:14:44.920]  是講到三年半中間的時間
[00:14:44.920 --> 00:14:49.920]  然後下面那裡就是第十七章
[00:14:49.920 --> 00:14:51.920]  我們查過的
[00:14:51.920 --> 00:14:54.920]  就是那個假的宗教大合一運動
[00:14:54.920 --> 00:14:58.920]  是在中間的時間被基督摧毀的
[00:14:58.920 --> 00:15:01.920]  這裡說十個國和獸
[00:15:01.920 --> 00:15:06.920]  十個國就是基督出來的十個國
[00:15:06.920 --> 00:15:08.920]  或者十個地區
[00:15:08.920 --> 00:15:12.920]  那裡的王將他們的權交給基督
[00:15:12.920 --> 00:15:15.920]  他們恨這個淫婦
[00:15:15.920 --> 00:15:17.920]  這個十七章的淫婦
[00:15:17.920 --> 00:15:19.920]  就是那個宗教大合一運動
[00:15:19.920 --> 00:15:21.920]  使她冷落赤身
[00:15:21.920 --> 00:15:23.920]  又要吃她的肉
[00:15:23.920 --> 00:15:25.920]  用火將她燒盡
[00:15:25.920 --> 00:15:28.920]  相信在中被提的
[00:15:28.920 --> 00:15:30.920]  就在這個時候被提了
[00:15:30.920 --> 00:15:32.920]  也有可能的
[00:15:32.920 --> 00:15:37.920]  也就是說請John mute了其他人的麥克風
[00:15:37.920 --> 00:15:40.920]  請John mute了其他人的麥克風
[00:15:40.920 --> 00:15:42.920]  因為我們有些干擾
[00:15:42.920 --> 00:15:45.920]  請John mute了其他人的麥克風
[00:15:45.920 --> 00:15:50.920]  我們來到大災難的中間
[00:15:50.920 --> 00:15:52.920]  E我們上去F
[00:15:52.920 --> 00:15:56.920]  在下面的三年半
[00:15:56.920 --> 00:16:00.920]  大巴比倫淫婦十八章出現
[00:16:00.920 --> 00:16:03.920]  全球經濟政治的合一
[00:16:03.920 --> 00:16:05.920]  就是迪基督掌權
[00:16:05.920 --> 00:16:10.920]  所有地上的王國都將他的權交給迪基督
[00:16:10.920 --> 00:16:15.920]  所以前面的三年半是宗教的大合一
[00:16:15.920 --> 00:16:17.920]  後面的三年半
[00:16:17.920 --> 00:16:22.920]  宗教大合一已經是迪基督在聖殿說自己是神
[00:16:22.920 --> 00:16:23.920]  是結束了
[00:16:23.920 --> 00:16:26.920]  但是經濟政治的大合一
[00:16:26.920 --> 00:16:33.920]  資本主義去到最赤裸裸的資本主義
[00:16:33.920 --> 00:16:35.920]  就在那個時候出現了
[00:16:35.920 --> 00:16:37.920]  這個F我們來G
[00:16:37.920 --> 00:16:42.920]  G就是去到七年大災難最後那裡
[00:16:42.920 --> 00:16:46.920]  就是我們今晚要看啟示錄第十九章
[00:16:46.920 --> 00:16:48.920]  主耶穌和教會
[00:16:48.920 --> 00:16:49.920]  待會我會解釋給大家聽
[00:16:49.920 --> 00:16:53.920]  為什麼我覺得教會是和主耶穌一起回來
[00:16:53.920 --> 00:16:54.920]  回來哪裡呢?
[00:16:54.920 --> 00:16:56.920]  是橄欖山
[00:16:56.920 --> 00:16:58.920]  這個不是我想出來的
[00:16:58.920 --> 00:17:04.920]  這個是撒加利亞書十四章那裡告訴我們的
[00:17:04.920 --> 00:17:05.920]  我讀給大家聽
[00:17:05.920 --> 00:17:08.920]  撒加利亞書十四章第一至第四節
[00:17:08.920 --> 00:17:11.920]  耶和華的日子臨近
[00:17:11.920 --> 00:17:13.920]  你的財物必被搶掠
[00:17:13.920 --> 00:17:15.920]  在你們中間分散
[00:17:15.920 --> 00:17:20.920]  因為我必聚集萬國與耶路撒冷爭戰
[00:17:20.920 --> 00:17:22.920]  這個就是我們十六章的時候
[00:17:22.920 --> 00:17:24.920]  說到第六個災
[00:17:24.920 --> 00:17:27.920]  在阿米吉多頓最後的一戰
[00:17:27.920 --> 00:17:30.920]  其實在撒加利亞書之前就已經預言了
[00:17:30.920 --> 00:17:32.920]  房屋被搶奪
[00:17:32.920 --> 00:17:34.920]  婦女被占污
[00:17:34.920 --> 00:17:36.920]  城中的民一半被擄去
[00:17:36.920 --> 00:17:39.920]  剩下的民營在城中
[00:17:39.920 --> 00:17:40.920]  不自剪除
[00:17:40.920 --> 00:17:42.920]  第三節
[00:17:42.920 --> 00:17:46.920]  那時耶和華必出去與那些國爭戰
[00:17:46.920 --> 00:17:49.920]  好像從前爭戰一樣
[00:17:49.920 --> 00:17:50.920]  第四節
[00:17:50.920 --> 00:17:55.920]  那日他的腳必站在耶路撒冷前面
[00:17:55.920 --> 00:17:57.920]  朝東的橄欖山上
[00:17:57.920 --> 00:17:59.920]  這山必從中間分裂
[00:17:59.920 --> 00:18:03.920]  自東至西成為極大的谷
[00:18:03.920 --> 00:18:05.920]  山的一半向北挪移
[00:18:05.920 --> 00:18:08.920]  一半向南挪移
[00:18:08.920 --> 00:18:11.920]  這是說到耶穌回來的時候
[00:18:11.920 --> 00:18:14.920]  第一個階段就在前面
[00:18:14.920 --> 00:18:18.920]  是耶穌在半空將我們提上去
[00:18:18.920 --> 00:18:21.920]  但是在第二個階段
[00:18:21.920 --> 00:18:24.920]  就是七年大災難的尾段
[00:18:24.920 --> 00:18:27.920]  他回來的腳是踏在橄欖山
[00:18:27.920 --> 00:18:30.920]  在《使徒行傳》第一章那裡
[00:18:30.920 --> 00:18:33.920]  當耶穌被接上天的時候
[00:18:33.920 --> 00:18:36.920]  天使是跟當時的使徒說
[00:18:36.920 --> 00:18:37.920]  加里里人啊
[00:18:37.920 --> 00:18:40.920]  你們為什麼站著望天呢?
[00:18:40.920 --> 00:18:43.920]  這離開你們被接升天的耶穌
[00:18:43.920 --> 00:18:46.920]  你們見他怎樣望天上去
[00:18:46.920 --> 00:18:48.920]  他還要怎樣來?
[00:18:48.920 --> 00:18:50.920]  然後第十二節跟著說
[00:18:50.920 --> 00:18:52.920]  有一座山名叫橄欖山
[00:18:52.920 --> 00:18:54.920]  離耶路撒冷不遠
[00:18:54.920 --> 00:18:57.920]  若有安息日可走的路程
[00:18:57.920 --> 00:19:01.920]  當下門徒從那裡回耶路撒冷去
[00:19:01.920 --> 00:19:05.920]  門徒就在橄欖山上看到耶穌升天
[00:19:05.920 --> 00:19:06.920]  天使告訴他
[00:19:06.920 --> 00:19:08.920]  他是會這樣回來
[00:19:08.920 --> 00:19:11.920]  然後他們就離開了橄欖山
[00:19:11.920 --> 00:19:15.920]  在尾段也有哈米吉多頓的大戰
[00:19:15.920 --> 00:19:18.920]  然後復活了
[00:19:18.920 --> 00:19:21.920]  復活是有次序的
[00:19:21.920 --> 00:19:26.920]  復活是哥倫多前書第十五章
[00:19:26.920 --> 00:19:30.920]  告訴我們復活是有次序的
[00:19:30.920 --> 00:19:32.920]  次序是什麼呢?
[00:19:32.920 --> 00:19:35.920]  最初當然是耶穌復活
[00:19:35.920 --> 00:19:37.920]  這是初熟的果子
[00:19:37.920 --> 00:19:41.920]  接著馬太福音27章記載了一件很有趣的事
[00:19:41.920 --> 00:19:43.920]  我們沒有時間說了
[00:19:43.920 --> 00:19:47.920]  當時有些信徒是在那時候復活的
[00:19:47.920 --> 00:19:49.920]  然後進入耶路撒冷城
[00:19:49.920 --> 00:19:52.920]  這些我當他是第二批復活
[00:19:52.920 --> 00:19:57.920]  然後就去到帖撒羅尼加前書第四章
[00:19:57.920 --> 00:20:00.920]  就是主耶穌回到第一個階段
[00:20:00.920 --> 00:20:01.920]  在半空的時候
[00:20:01.920 --> 00:20:03.920]  在主裡面睡了的人
[00:20:03.920 --> 00:20:06.920]  他們首先復活然後被提
[00:20:06.920 --> 00:20:08.920]  然後再落一批
[00:20:08.920 --> 00:20:10.920]  再落一批就是這裡了
[00:20:10.920 --> 00:20:13.920]  去到大災難的完結
[00:20:13.920 --> 00:20:18.920]  我相信舊約信徒和大災難當中死去的信徒
[00:20:18.920 --> 00:20:20.920]  就會在那時候復活
[00:20:20.920 --> 00:20:22.920]  舊約信徒復活
[00:20:22.920 --> 00:20:25.920]  這個要回到但爾利書第十章
[00:20:25.920 --> 00:20:28.920]  大災難當中去世的信徒
[00:20:28.920 --> 00:20:30.920]  包括那些殉道者的靈魂
[00:20:30.920 --> 00:20:32.920]  啟示錄第六章第九節
[00:20:32.920 --> 00:20:35.920]  他們就在這個時間就會復活了
[00:20:35.920 --> 00:20:42.920]  他和我們在天上已經復活了身體改變的信徒
[00:20:42.920 --> 00:20:45.920]  一起進入千禧年的國度
[00:20:45.920 --> 00:20:48.920]  還有一類人進入千禧年的國度
[00:20:48.920 --> 00:20:51.920]  這個我們下次啟示錄第20章
[00:20:51.920 --> 00:20:53.920]  就會說這個千禧年
[00:20:53.920 --> 00:20:55.920]  就是在七年大災難
[00:20:55.920 --> 00:20:58.920]  信主但是沒有去世
[00:20:58.920 --> 00:21:00.920]  沒有殉道的信徒
[00:21:00.920 --> 00:21:03.920]  帶著肉身進入千禧年
[00:21:03.920 --> 00:21:08.920]  但是我們跟著耶穌回來的人
[00:21:08.920 --> 00:21:10.920]  我們的身體已經改變了
[00:21:10.920 --> 00:21:14.920]  舊約信徒和大災難當中去世的信徒
[00:21:14.920 --> 00:21:16.920]  他們復活的時候
[00:21:16.920 --> 00:21:18.920]  也得到一個新的身體
[00:21:18.920 --> 00:21:20.920]  所以在千禧年裡面
[00:21:20.920 --> 00:21:24.920]  是有肉身進入也有身體改變的人
[00:21:24.920 --> 00:21:26.920]  是在千禧年裡面的
[00:21:26.920 --> 00:21:28.920]  然後千禧年之後
[00:21:28.920 --> 00:21:31.920]  就是新天新地
[00:21:31.920 --> 00:21:35.920]  在千禧年的尾段還有復活的
[00:21:35.920 --> 00:21:37.920]  這個就是H
[00:21:37.920 --> 00:21:40.920]  H就是千禧年當中死去的信徒
[00:21:40.920 --> 00:21:43.920]  千禧年雖然那些人很長命
[00:21:43.920 --> 00:21:46.920]  一百歲死的聖經說好像個BB一樣
[00:21:46.920 --> 00:21:48.920]  但是也有人死的
[00:21:48.920 --> 00:21:50.920]  他們在千禧年之後就復活了
[00:21:50.920 --> 00:21:53.920]  然後這個是去到第20章
[00:21:53.920 --> 00:21:56.920]  下次我們說歷代不信者
[00:21:56.920 --> 00:21:58.920]  就是沉淪的人
[00:21:58.920 --> 00:22:02.920]  他的復活就跟著在白色大寶座之前
[00:22:02.920 --> 00:22:04.920]  是受審判
[00:22:04.920 --> 00:22:07.920]  然後就被拎到火壺裡面去
[00:22:07.920 --> 00:22:11.920]  其餘得救的全部進入新天新地
[00:22:11.920 --> 00:22:16.920]  新天新地就是啟示錄最後那兩章所說的
[00:22:16.920 --> 00:22:23.920]  我們今晚的screen share就到這裡
[00:22:23.920 --> 00:22:26.920]  我們開始進去看第19章
[00:22:26.920 --> 00:22:32.920]  19章的構可以分開做兩大部分
[00:22:32.920 --> 00:22:38.920]  第一節到第十節就是約翰兩個聽到的異象
[00:22:38.920 --> 00:22:39.920]  耳朵聽的
[00:22:39.920 --> 00:22:42.920]  他當時看到什麼我們不知道
[00:22:42.920 --> 00:22:44.920]  因為他沒有記下
[00:22:44.920 --> 00:22:47.920]  但他主要聽到一些東西
[00:22:47.920 --> 00:22:49.920]  他記下來有兩個聽見
[00:22:49.920 --> 00:22:53.920]  分別是在第一節和第六節
[00:22:53.920 --> 00:22:57.920]  然後去到第十一節到第二十一節
[00:22:57.920 --> 00:23:00.920]  就有三個看見
[00:23:00.920 --> 00:23:02.920]  三個都是異象
[00:23:02.920 --> 00:23:04.920]  三個都是眼看到的
[00:23:04.920 --> 00:23:09.920]  就是第十一節第十七節和第十九節開始
[00:23:09.920 --> 00:23:11.920]  都是說我看到的
