
[00:00:00.000 --> 00:00:06.000]  各位親愛的兄弟姐妹平安
[00:07:15.000 --> 00:07:20.000]  我們看到耶利米書語言巴比倫忽然傾覆毀壞
[00:07:20.000 --> 00:07:23.000]  然後啟示錄就告訴我們
[00:07:23.000 --> 00:07:33.000]  他是一天之內 他的災殃要一起來到十八章第八節啟示錄
[00:07:33.000 --> 00:07:39.000]  另一方面 巴比倫的住處有火燭起 是被火燒的
[00:07:39.000 --> 00:07:42.000]  整個地是被火燒
[00:07:42.000 --> 00:07:45.000]  耶利米書五十一章三十
[00:07:45.000 --> 00:07:51.000]  然後啟示錄十七章十六和十八章第八
[00:07:51.000 --> 00:07:58.000]  都告訴我們巴比倫最後的結局是被火燒盡
[00:07:58.000 --> 00:08:03.000]  然後耶利米書五十章三十九節
[00:08:03.000 --> 00:08:06.000]  是永無人煙 世代無人居住
[00:08:06.000 --> 00:08:12.000]  當然他將來是這樣的 而實際上啟示錄十八章二十一節
[00:08:12.000 --> 00:08:16.000]  就是他毀滅之後是絕不能再見
[00:08:16.000 --> 00:08:21.000]  是沒有人再見到這個國家的存在 地方的存在
[00:08:21.000 --> 00:08:24.000]  五十章耶利米書二十九節
[00:08:24.000 --> 00:08:28.000]  又告訴我們是照著他做的報應他
[00:08:28.000 --> 00:08:32.000]  他怎樣對待人 也要這樣對待他
[00:08:32.000 --> 00:08:39.000]  然後這一句話完全出現在啟示錄十八章第六節
[00:08:39.000 --> 00:08:44.000]  他怎樣對待人 也要怎樣對待他
[00:08:44.000 --> 00:08:49.000]  耶利米書五十一章六十一到六十四節
[00:08:49.000 --> 00:08:53.000]  先說要將一塊石頭扔去法拉大河
[00:08:53.000 --> 00:08:59.000]  巴比倫也要這樣沉下去 不能再興起
[00:08:59.000 --> 00:09:02.000]  然後到了啟示錄十八章二十一節
[00:09:02.000 --> 00:09:06.000]  一樣先要舉起一塊石頭將它扔下去
[00:09:06.000 --> 00:09:10.000]  叫它石沉大海 以後不得再見
[00:09:10.000 --> 00:09:14.000]  然後在五十一章耶利米書第六節
[00:09:14.000 --> 00:09:19.000]  你們要從巴比倫出來 神吩咐他的子民要走出來
[00:09:19.000 --> 00:09:22.000]  因為神要懲罰這個地方
[00:09:22.000 --> 00:09:25.000]  然後到了啟示錄十八章第四節
[00:09:25.000 --> 00:09:28.000]  他也是這樣對著神自己的子民
[00:09:28.000 --> 00:09:33.000]  你們要從這個城市出來 免得跟他一起受罪
[00:09:33.000 --> 00:09:40.000]  很清楚 然後我們又看到最後
[00:09:40.000 --> 00:09:47.000]  天地和其中所有的必因巴比倫的毀滅而歡呼
[00:09:47.000 --> 00:09:50.000]  耶利米書五十一章四十八
[00:09:50.000 --> 00:09:53.000]  到了啟示錄十八章二十是完全一樣
[00:09:53.000 --> 00:09:58.000]  天啊 眾星圖啊 眾師圖啊 眾仙之啊
[00:09:58.000 --> 00:10:03.000]  你們都要因為巴比倫的滅亡而歡欣
[00:10:03.000 --> 00:10:07.000]  很明顯 當我們看到這一大堆的東西的時候
[00:10:07.000 --> 00:10:16.000]  我們是不能夠說啟示錄的巴比倫和舊約的巴比倫是不同的
[00:10:16.000 --> 00:10:19.000]  我們只能夠有一個結論
[00:10:19.000 --> 00:10:23.000]  這個結論就是舊約裡面記載的巴比倫
[00:10:23.000 --> 00:10:27.000]  無論在哪裡記載 先知書的巴比倫
[00:10:27.000 --> 00:10:33.000]  正正就是啟示錄裡面出現的巴比倫
[00:10:33.000 --> 00:10:37.000]  是自以為了不起的巴比倫
[00:10:37.000 --> 00:10:42.000]  換句話來說 從聖經這些預言
[00:10:42.000 --> 00:10:49.000]  我們很清楚看到大巴比倫將會東山復出
[00:10:49.000 --> 00:10:52.000]  是什麼意思呢
[00:10:52.000 --> 00:10:59.000]  就是因為人們都知道在美索不達米亞平原兩河流域
[00:10:59.000 --> 00:11:04.000]  就是右法拉底河和底格里斯河流域的這個大帝國
[00:11:04.000 --> 00:11:07.000]  就是古代的巴比倫
[00:11:07.000 --> 00:11:12.000]  其實自從伊拉克被美軍打敗了
[00:11:12.000 --> 00:11:15.000]  打敗了之後 侯賽因也死了
[00:11:15.000 --> 00:11:18.000]  然後經過一段頗長的時間
[00:11:18.000 --> 00:11:24.000]  美國在那個地方重新建立這個國家
[00:11:24.000 --> 00:11:28.000]  經過幾十年的時間
[00:11:28.000 --> 00:11:33.000]  我們看到現在的巴比倫仍然還沒有復興
[00:11:33.000 --> 00:11:36.000]  但是他統一了 他還沒有復興
[00:11:36.000 --> 00:11:39.000]  現在統一了是什麼呢 就是一個國家
[00:11:39.000 --> 00:11:43.000]  是全球公認的 是一個國家 是回教的國家
[00:11:43.000 --> 00:11:50.000]  第二件事 我們都要不要善忘
[00:11:50.000 --> 00:11:57.000]  伊拉克本來是全世界石油含量最多的第二個國家
[00:11:57.000 --> 00:12:01.000]  第一個最多的就是沙特阿拉伯
[00:12:01.000 --> 00:12:04.000]  我想在二十多年前那個統計
[00:12:04.000 --> 00:12:13.000]  他的地下石油的含量是佔全球大概25%
[00:12:13.000 --> 00:12:18.000]  而伊拉克本身佔全球石油產量
[00:12:18.000 --> 00:12:22.000]  即是那個穩藏量的百分之二十
[00:12:22.000 --> 00:12:27.000]  但是大家不要忘記 自從侯賽因倒台之後
[00:12:27.000 --> 00:12:33.000]  各國為了避免這個國家再一次來到稱王稱霸
[00:12:33.000 --> 00:12:39.000]  蓋住他 壓住他 所有的東西不讓他發展
[00:12:39.000 --> 00:12:43.000]  帶來的結果就是他的石油的產量很少
[00:12:43.000 --> 00:12:47.000]  幾百萬噸 是很少很少的
[00:12:47.000 --> 00:12:51.000]  但是反而沙特阿拉伯其他那些產油國家
[00:12:51.000 --> 00:12:55.000]  就很快地把那些石油泵進去賣
[00:12:55.000 --> 00:13:00.000]  所以因為這樣的緣故 以全球石油的含量來說
[00:13:00.000 --> 00:13:09.000]  專家都相信 最多最多石油仍然埋藏在地下的國家
[00:13:09.000 --> 00:13:15.000]  是今天的伊拉克 不是沙特 是伊拉克
[00:13:15.000 --> 00:13:18.000]  我們一起看一看一些聖經
[00:13:18.000 --> 00:13:22.000]  我們看到在最後七年大災難的時候
[00:13:22.000 --> 00:13:28.000]  這個國家 這個大城市會是怎樣呢?
[00:13:28.000 --> 00:13:32.000]  在六十七章一到六節
[00:13:32.000 --> 00:13:36.000]  那著七碗的七位天使中
[00:13:36.000 --> 00:13:40.000]  有一位前來對我說 你到這裡來
[00:13:40.000 --> 00:13:45.000]  我要我將坐在重水之上的大淫婦
[00:13:45.000 --> 00:13:48.000]  所有受的刑罰 此給你看
[00:13:48.000 --> 00:13:51.000]  地上君王與他行淫
[00:13:51.000 --> 00:13:55.000]  住在地上的人喝醉了他淫亂的酒
[00:13:55.000 --> 00:14:00.000]  我被聖靈感動 天使就帶我到曠野的地方
[00:14:00.000 --> 00:14:05.000]  然後我就看見一個女人是騎在朱紅色的獸上
[00:14:05.000 --> 00:14:09.000]  那獸有七頭十角 遍體有蟹軸的名號
[00:14:09.000 --> 00:14:14.000]  那女人穿著紫色和朱紅色的衣服
[00:14:14.000 --> 00:14:20.000]  用金紫寶石珍珠為裝飾
[00:14:20.000 --> 00:14:24.000]  手裡拿著金杯 杯中盛滿可憎之物
[00:14:24.000 --> 00:14:27.000]  就是她淫亂的污穢
[00:14:27.000 --> 00:14:30.000]  在她的額上有名寫著說
[00:14:30.000 --> 00:14:37.000]  奧比在大巴比倫作世上淫婦和一切可憎之物的母
[00:14:37.000 --> 00:14:40.000]  我又看見那女人喝醉了聖徒的血
[00:14:40.000 --> 00:14:43.000]  和為耶穌作見證之人的血
[00:14:43.000 --> 00:14:47.000]  在這段聖經當中
[00:14:47.000 --> 00:14:53.000]  非常清楚 讓我們看見這個大巴比倫
[00:14:53.000 --> 00:14:56.000]  她是怎樣的
[00:14:56.000 --> 00:14:59.000]  到了七碗災難的時候
[00:14:59.000 --> 00:15:04.000]  有一個人特別針對巴比倫告訴我們
[00:15:04.000 --> 00:15:07.000]  他說第二節
[00:15:07.000 --> 00:15:10.000]  地上的君王與客人
[00:15:10.000 --> 00:15:15.000]  即是地上的君王都好像要買他一把
[00:15:15.000 --> 00:15:17.000]  但是跟他同流合污
[00:15:17.000 --> 00:15:20.000]  然後喝醉了他淫亂的酒
[00:15:20.000 --> 00:15:24.000]  酒是巴比倫預備給眾君王的
[00:15:24.000 --> 00:15:27.000]  而這些酒是淫亂的酒
[00:15:27.000 --> 00:15:32.000]  這個淫亂我們不能用宗教上拜偶像來形容
[00:15:32.000 --> 00:15:37.000]  因為這個並不是屬於神的國家
[00:15:37.000 --> 00:15:43.000]  所以拜偶像是特別針對殉徒來說的
[00:15:43.000 --> 00:15:45.000]  不可以拜偶像
[00:15:45.000 --> 00:15:47.000]  但是對不信的人來說
[00:15:47.000 --> 00:15:54.000]  聖經從來沒有說這是一個最大的罪
[00:15:54.000 --> 00:15:57.000]  而是把這個福音告訴他們
[00:15:57.000 --> 00:16:00.000]  叫他們離棄偶像 歸向真實
[00:16:00.000 --> 00:16:02.000]  所以因為這個緣故
[00:16:02.000 --> 00:16:08.000]  這段聖經特別針對道德上的淫亂
[00:16:08.000 --> 00:16:12.000]  所以如果對信徒來說
[00:16:12.000 --> 00:16:20.000]  淫亂肯定是有宗教上道德上兩樣東西都有份
[00:16:20.000 --> 00:16:25.000]  但對外邦一些不信神的拜偶像群體來說
[00:16:25.000 --> 00:16:30.000]  神的懲罰是特別針對他們的道德方面來說
[00:16:30.000 --> 00:16:33.000]  因為他們不認識他們沒有辦法
[00:16:33.000 --> 00:16:37.000]  但我們見到道德方面的要求
[00:16:37.000 --> 00:16:39.000]  無論你認識神也好
[00:16:39.000 --> 00:16:40.000]  不認識神也好
[00:16:40.000 --> 00:16:42.000]  神一律要追究
[00:16:42.000 --> 00:16:47.000]  然後我們見到這個大巴比倫
[00:16:47.000 --> 00:16:52.000]  他是騎在朱紅色的獸上
[00:16:52.000 --> 00:16:55.000]  甚麼是騎在朱紅色的獸上?
[00:16:55.000 --> 00:16:58.000]  這個獸叫七頭十角獸
[00:16:58.000 --> 00:17:04.000]  七頭十角獸在下一講我會跟大家分析
[00:17:04.000 --> 00:17:08.000]  是特別指著基督來說
[00:17:08.000 --> 00:17:12.000]  也是世界七年大災難的時候
[00:17:12.000 --> 00:17:15.000]  全球的霸主來說的
[00:17:15.000 --> 00:17:18.000]  這段聖經第17章第3節
[00:17:18.000 --> 00:17:20.000]  告訴我們這個獸有七頭十角
[00:17:20.000 --> 00:17:22.000]  遍體有詩族的名號
[00:17:22.000 --> 00:17:25.000]  然後我們再看一看
[00:17:25.000 --> 00:17:29.000]  他要騎在他的上面是甚麼意思呢?
[00:17:29.000 --> 00:17:39.000]  其實是說他連世界上軍事政治的霸主都要駕馭他
[00:17:39.000 --> 00:17:41.000]  換句話來說
[00:17:41.000 --> 00:17:45.000]  他不只是駕馭那些沒有實力的國家
[00:17:45.000 --> 00:17:51.000]  他甚至連軍事力量最雄厚的國家都要駕馭
[00:17:51.000 --> 00:17:53.000]  他用甚麼去駕馭他呢?
[00:17:53.000 --> 00:17:57.000]  當然現在我們就明白
[00:17:57.000 --> 00:17:59.000]  我告訴大家
[00:17:59.000 --> 00:18:03.000]  約翰社在那時候是沒有人會想像得到
[00:18:03.000 --> 00:18:12.000]  甚至在70年前第二次世界大戰還未爆發的時候來說
[00:18:12.000 --> 00:18:15.000]  是沒有人會想像得到
[00:18:15.000 --> 00:18:20.000]  怎麼可能一個沙漠的地方會變成富可敵國
[00:18:20.000 --> 00:18:23.000]  是全球最富有的地方呢?
[00:18:23.000 --> 00:18:24.000]  是沒有人會相信
[00:18:24.000 --> 00:18:27.000]  所以那些東西對人有沒有用呢?
[00:18:27.000 --> 00:18:31.000]  骯髒骯髒石油就是骯髒骯髒
[00:18:31.000 --> 00:18:33.000]  你都不知道怎麼用它
[00:18:33.000 --> 00:18:36.000]  直到第二次世界大戰之後
[00:18:36.000 --> 00:18:38.000]  有人因為一個炮彈打下去
[00:18:38.000 --> 00:18:40.000]  有很多火出來
[00:18:40.000 --> 00:18:42.000]  火柱出來
[00:18:42.000 --> 00:18:48.000]  人突然之間發現原來有一種燃料叫做石油
[00:18:48.000 --> 00:18:49.000]  是因為這樣的緣故
[00:18:49.000 --> 00:18:51.000]  到第二次世界大戰之後
[00:18:51.000 --> 00:18:53.000]  石油就越來越矜貴
[00:18:53.000 --> 00:18:55.000]  是這樣的
[00:18:55.000 --> 00:18:57.000]  我們再來看看他的生活
[00:18:57.000 --> 00:19:07.000]  他身穿的是最漂亮的布料所做的那些服裝
[00:19:07.000 --> 00:19:12.000]  紫色、珠紅色是皇帝才會穿
[00:19:12.000 --> 00:19:16.000]  是最高貴的貴族才會穿
[00:19:16.000 --> 00:19:23.000]  用的是金紫寶石、珍珠來做這些成為他的裝飾
[00:19:23.000 --> 00:19:25.000]  他是手拿金杯
[00:19:25.000 --> 00:19:29.000]  連喝東西的杯都要用金做
[00:19:29.000 --> 00:19:32.000]  杯中盛滿的是可憎之物
[00:19:32.000 --> 00:19:34.000]  就是淫亂的污穢
[00:19:34.000 --> 00:19:35.000]  聖經裡面形容
[00:19:35.000 --> 00:19:40.000]  其實他越是富有、越是快樂就越是墮落
[00:19:40.000 --> 00:19:42.000]  大巴比倫就是這樣
[00:19:42.000 --> 00:19:45.000]  然後在他的額上就是奧比賽
[00:19:45.000 --> 00:19:49.000]  大巴比倫作西上淫婦和一切可憎之物之母
[00:19:49.000 --> 00:19:52.000]  然後聖經裡面說到
[00:19:52.000 --> 00:19:57.000]  約翰就看見那女人喝醉了聖徒的血
[00:19:57.000 --> 00:20:00.000]  和為耶穌作見證之人的血
[00:20:00.000 --> 00:20:01.000]  換句話來說
[00:20:01.000 --> 00:20:05.000]  他是以殺害聖徒
[00:20:05.000 --> 00:20:09.000]  是殺害以色列人為己人
[00:20:09.000 --> 00:20:14.000]  不放過每一個信耶穌的人
[00:20:14.000 --> 00:20:18.000]  不放過每一個以色列人
[00:20:18.000 --> 00:20:20.000]  所以有這樣的緣故
[00:20:20.000 --> 00:20:23.000]  你看看這個大巴比倫
[00:20:23.000 --> 00:20:29.000]  是和昔日滅以色列的尼布甲尼撒
[00:20:29.000 --> 00:20:32.000]  他們的作風完全一樣
[00:20:32.000 --> 00:20:34.000]  然後看現在
[00:20:34.000 --> 00:20:38.000]  今天的伊拉克仍然是一個
[00:20:38.000 --> 00:20:42.000]  未是最穩定的狀態的伊拉克
[00:20:42.000 --> 00:20:46.000]  但是已經越來越擔心的一件事
[00:20:46.000 --> 00:20:52.000]  就是那個極端回教主義的抬頭
[00:20:52.000 --> 00:20:55.000]  特別是最近阿富汗都失守了
[00:20:55.000 --> 00:20:56.000]  失守之後
[00:20:56.000 --> 00:20:59.000]  塔利班已經講明
[00:20:59.000 --> 00:21:07.000]  是會回復到他們最嚴謹的律法
[00:21:07.000 --> 00:21:09.000]  最嚴謹的律法
[00:21:09.000 --> 00:21:14.000]  來去管治整個國家
[00:21:14.000 --> 00:21:17.000]  所以這個酋長國
[00:21:17.000 --> 00:21:20.000]  阿富汗酋長國
[00:21:20.000 --> 00:21:22.000]  牽了這個頭
[00:21:22.000 --> 00:21:24.000]  然後我們看到
[00:21:24.000 --> 00:21:25.000]  這個是未來
[00:21:25.000 --> 00:21:29.000]  你和我都要睜大眼睛來聽
[00:21:29.000 --> 00:21:34.000]  未來的中東將會興起一股
[00:21:34.000 --> 00:21:39.000]  恢復原教旨主義的酋長國
[00:21:39.000 --> 00:21:45.000]  恢復原教旨主義的伊斯蘭教
[00:21:45.000 --> 00:21:48.000]  帶來的結果就是
[00:21:48.000 --> 00:21:50.000]  整個世界
[00:21:50.000 --> 00:21:52.000]  回教國家
[00:21:52.000 --> 00:21:54.000]  是會越來越同心
[00:21:54.000 --> 00:21:57.000]  越來越合一
[00:21:57.000 --> 00:21:59.000]  我都相信
[00:21:59.000 --> 00:22:00.000]  未來的發展
[00:22:00.000 --> 00:22:02.000]  我們睜大眼睛來看
[00:22:02.000 --> 00:22:05.000]  你會看到這件事
[00:22:05.000 --> 00:22:08.000]  阿富汗
[00:22:08.000 --> 00:22:12.000]  易守給塔利班的時候
[00:22:12.000 --> 00:22:14.000]  歐洲的國家
[00:22:14.000 --> 00:22:19.000]  美國一開始就說不承認
[00:22:19.000 --> 00:22:21.000]  但是你看到
[00:22:21.000 --> 00:22:25.000]  回教的國家沒有一個出聲
[00:22:25.000 --> 00:22:28.000]  反而是有些支持他
[00:22:28.000 --> 00:22:32.000]  就說我們要尊重這個國家
[00:22:32.000 --> 00:22:34.000]  他自己的內政
[00:22:34.000 --> 00:22:36.000]  所以世界上除了中國
[00:22:36.000 --> 00:22:37.000]  俄羅斯
[00:22:37.000 --> 00:22:39.000]  其實回教國家
[00:22:39.000 --> 00:22:41.000]  現在在這件事上
[00:22:41.000 --> 00:22:43.000]  是相當的同心
[00:22:43.000 --> 00:22:45.000]  我們是要值得主義的
[00:22:45.000 --> 00:22:48.000]  接著我們再看一看
[00:22:48.000 --> 00:22:50.000]  當他滅亡的時候
[00:22:50.000 --> 00:22:53.000]  很多人為他哭泣
[00:22:53.000 --> 00:22:55.000]  主要原因就是
[00:22:55.000 --> 00:22:57.000]  沒有人再買他們的貨物
[00:22:57.000 --> 00:22:59.000]  然後我們要看一看
[00:22:59.000 --> 00:23:00.000]  這個國家
[00:23:00.000 --> 00:23:02.000]  當他再復興的時候
[00:23:02.000 --> 00:23:04.000]  有錢成怎樣呢
[00:23:04.000 --> 00:23:06.000]  原來
[00:23:06.000 --> 00:23:09.000]  在最後七年大災難期間
[00:23:09.000 --> 00:23:12.000]  進口最多金
[00:23:12.000 --> 00:23:14.000]  進口最多銀
[00:23:14.000 --> 00:23:17.000]  進口最多寶石
[00:23:17.000 --> 00:23:20.000]  珍珠 細麻布 紫色布
[00:23:20.000 --> 00:23:22.000]  綢紙 珠紅色料
[00:23:22.000 --> 00:23:23.000]  最好的布料
[00:23:23.000 --> 00:23:25.000]  最好的木材
[00:23:25.000 --> 00:23:27.000]  最好的裝飾品
[00:23:27.000 --> 00:23:29.000]  最好的木
[00:23:29.000 --> 00:23:30.000]  最好的鐵
[00:23:30.000 --> 00:23:32.000]  最好的石
[00:23:32.000 --> 00:23:35.000]  另外最好的
[00:23:35.000 --> 00:23:39.000]  最特級的食料
[00:23:39.000 --> 00:23:42.000]  最好的傭人
[00:23:42.000 --> 00:23:45.000]  工人 僱員
[00:23:45.000 --> 00:23:49.000]  甚至最好的車
[00:23:49.000 --> 00:23:52.000]  最好的牛排 羊排
[00:23:52.000 --> 00:23:55.000]  全部都是這些東西
[00:23:55.000 --> 00:23:59.000]  原來都是要去到大法比論
[00:23:59.000 --> 00:24:00.000]  大家想一想
[00:24:00.000 --> 00:24:03.000]  在今天
[00:24:03.000 --> 00:24:06.000]  到底哪個國家擁有Benz最多呢
[00:24:06.000 --> 00:24:09.000]  擁有Rolls Royce最多呢
[00:24:09.000 --> 00:24:12.000]  擁有這些名車最多呢
[00:24:12.000 --> 00:24:14.000]  我想數都數不到
[00:24:14.000 --> 00:24:16.000]  以例行
[00:24:16.000 --> 00:24:18.000]  但是將來
[00:24:18.000 --> 00:24:21.000]  世界輪流轉
[00:24:21.000 --> 00:24:24.000]  你會看到當這個國家越來越有錢
[00:24:24.000 --> 00:24:27.000]  就好像今天
[00:24:27.000 --> 00:24:30.000]  阿爾巴比 卡塔爾
[00:24:30.000 --> 00:24:31.000]  這些地方
[00:24:31.000 --> 00:24:34.000]  他們的名車是越來越多
[00:24:34.000 --> 00:24:37.000]  差不多每次開都是名車
[00:24:37.000 --> 00:24:40.000]  然後他們的傭人是越來越多
[00:24:40.000 --> 00:24:43.000]  甚至比他自己本國的人口還要多
[00:24:43.000 --> 00:24:45.000]  將來
[00:24:45.000 --> 00:24:48.000]  同樣是因為石油致富的巴比倫
[00:24:48.000 --> 00:24:51.000]  他也是一樣
[00:24:51.000 --> 00:24:53.000]  大巴比倫
[00:24:53.000 --> 00:24:56.000]  自始他自己有財富
[00:24:56.000 --> 00:24:59.000]  他就駕馭全世界
[00:24:59.000 --> 00:25:03.000]  怎樣駕馭全世界呢
