
[00:00:00.000 --> 00:00:05.000]  在場的大英姐妹平安
[00:03:31.000 --> 00:03:34.000]  就好像很頭痕
[00:03:34.000 --> 00:03:42.000]  其實起碼今天我會和大家看聖經的經文多一點
[00:03:42.000 --> 00:03:45.000]  變成第一節的筆記
[00:03:45.000 --> 00:03:49.000]  第一版就是地圖
[00:03:49.000 --> 00:03:54.000]  第二版開始的main point其實都是很簡單的
[00:03:54.000 --> 00:03:56.000]  在一個point裡面
[00:03:56.000 --> 00:03:59.000]  我就會和大家看多一點的經文
[00:03:59.000 --> 00:04:04.000]  讓大家明白我那句話
[00:04:04.000 --> 00:04:08.000]  其實是指著經文裡面這方面的現象
[00:04:08.000 --> 00:04:13.000]  所以我希望大家手上會有本聖經起手
[00:04:13.000 --> 00:04:16.000]  無論是手機聖經也好
[00:04:16.000 --> 00:04:19.000]  或者是實體硬本聖經也好
[00:04:19.000 --> 00:04:21.000]  有本聖經起手
[00:04:21.000 --> 00:04:23.000]  我們就keep起來讀起來就方便一點
[00:04:23.000 --> 00:04:28.000]  因為經文多我就沒有特別預備powerpoint和大家一起分享
[00:04:28.000 --> 00:04:35.000]  今天的題目應該是啟示錄的場景
[00:04:35.000 --> 00:04:40.000]  下星期六的題目就是啟示錄的淵源
[00:04:40.000 --> 00:04:48.000]  第三晚的題目就是啟示錄的訊息
[00:04:48.000 --> 00:04:53.000]  這三次的場景會說什麼呢
[00:04:53.000 --> 00:04:58.000]  要讀啟示錄其實需要掌握的一個問題就是
[00:04:58.000 --> 00:05:01.000]  為什麼會出現啟示錄呢
[00:05:01.000 --> 00:05:08.000]  上帝給約翰寫啟示錄
[00:05:08.000 --> 00:05:10.000]  是不是上帝太空閒
[00:05:10.000 --> 00:05:13.000]  上帝很悶我們常常形容
[00:05:13.000 --> 00:05:16.000]  如果是七日六日作供
[00:05:16.000 --> 00:05:18.000]  七日第七日就已經安息
[00:05:18.000 --> 00:05:20.000]  那上帝平時做什麼呢
[00:05:20.000 --> 00:05:22.000]  很悶啊 沒空沒事做
[00:05:22.000 --> 00:05:27.000]  見到約翰在拔摩島上又沒什麼事做
[00:05:27.000 --> 00:05:28.000]  因為被放逐
[00:05:28.000 --> 00:05:31.000]  好 我就給他一些意象
[00:05:31.000 --> 00:05:33.000]  給他一些東西去做
[00:05:33.000 --> 00:05:34.000]  給他看科幻片
[00:05:34.000 --> 00:05:36.000]  意象那裡有些科幻片的感覺
[00:05:36.000 --> 00:05:42.000]  到底是不是無厘頭的
[00:05:42.000 --> 00:05:45.000]  一下子約翰在拔摩島上
[00:05:45.000 --> 00:05:47.000]  總之就見到一些東西
[00:05:47.000 --> 00:05:48.000]  他就寫下了
[00:05:48.000 --> 00:05:51.000]  將他見到的聽到的寫下了
[00:05:51.000 --> 00:05:53.000]  就成了啟示錄
[00:05:53.000 --> 00:05:56.000]  因為裡面事實上有很多古怪的東西
[00:05:56.000 --> 00:06:00.000]  可能跟當時的教會沒什麼關係
[00:06:00.000 --> 00:06:01.000]  古古怪怪的
[00:06:01.000 --> 00:06:05.000]  抑或其實上帝不是沒事做
[00:06:05.000 --> 00:06:07.000]  上帝一向都很忙的
[00:06:07.000 --> 00:06:08.000]  好像主耶穌一樣
[00:06:08.000 --> 00:06:10.000]  自己說我負作供
[00:06:10.000 --> 00:06:12.000]  道如今我也作供
[00:06:12.000 --> 00:06:16.000]  其實第七日揭了自己的工作
[00:06:16.000 --> 00:06:17.000]  是指創造的工作
[00:06:17.000 --> 00:06:19.000]  明清創造的工作
[00:06:19.000 --> 00:06:22.000]  上帝指起這個世界上的運轉
[00:06:22.000 --> 00:06:24.000]  一向都還在作供
[00:06:24.000 --> 00:06:25.000]  拯救人的工作
[00:06:25.000 --> 00:06:27.000]  一向都還在做
[00:06:27.000 --> 00:06:33.000]  而且上帝也注視在地上的子民
[00:06:33.000 --> 00:06:36.000]  他的教會的際遇
[00:06:36.000 --> 00:06:39.000]  而他明白在第一世紀末的時候
[00:06:39.000 --> 00:06:41.000]  尤其是小亞細亞
[00:06:41.000 --> 00:06:43.000]  亞細亞省羅馬世界裡面
[00:06:43.000 --> 00:06:46.000]  亞細亞省這個地區
[00:06:46.000 --> 00:06:49.000]  某些教會的情況
[00:06:49.000 --> 00:06:51.000]  可以說是代表性地代表著
[00:06:51.000 --> 00:06:56.000]  當時比較大的範圍的基督教會的情況
[00:06:56.000 --> 00:06:59.000]  所以就感動約翰
[00:06:59.000 --> 00:07:02.000]  讓他知道一些事情
[00:07:02.000 --> 00:07:04.000]  知道一些他事前不知道的事情
[00:07:04.000 --> 00:07:07.000]  看到一些他事前沒看過的事情
[00:07:07.000 --> 00:07:11.000]  但就不是純粹說將來的
[00:07:11.000 --> 00:07:17.000]  而是針對當時的教會所面對的困難
[00:07:17.000 --> 00:07:20.000]  教會的情況而寫
[00:07:20.000 --> 00:07:24.000]  成了一份信
[00:07:24.000 --> 00:07:26.000]  啟示錄整體來說其實是一封信
[00:07:26.000 --> 00:07:30.000]  約翰放出來
[00:07:30.000 --> 00:07:32.000]  發還原籍的時候
[00:07:32.000 --> 00:07:37.000]  就能夠將這封信在七教會宣讀
[00:07:37.000 --> 00:07:40.000]  而且是被後來的早期教會
[00:07:40.000 --> 00:07:41.000]  七教會宣讀
[00:07:41.000 --> 00:07:43.000]  其他的教會都有機會接觸到
[00:07:43.000 --> 00:07:49.000]  所以後來就成為新約正典裡面的一部分
[00:07:49.000 --> 00:07:50.000]  可能還有第三個可能性
[00:07:50.000 --> 00:07:52.000]  第四個第五個可能性
[00:07:52.000 --> 00:07:55.000]  但我覺得總體如果要做兩個極端的話
[00:07:55.000 --> 00:07:57.000]  一個就是上帝有空
[00:07:57.000 --> 00:07:59.000]  吃飽飯沒事情做
[00:07:59.000 --> 00:08:01.000]  找事情來做
[00:08:01.000 --> 00:08:04.000]  第二個就是說上帝不是沒空沒事情做
[00:08:04.000 --> 00:08:06.000]  而是事出有因
[00:08:06.000 --> 00:08:08.000]  知道他自己做什麼
[00:08:08.000 --> 00:08:14.000]  是針對性的給教會知道自己的旨意
[00:08:14.000 --> 00:08:16.000]  以及指教會一條路
[00:08:16.000 --> 00:08:19.000]  他們應當走的路
[00:08:19.000 --> 00:08:21.000]  你問我
[00:08:21.000 --> 00:08:23.000]  我當然覺得答案是後者
[00:08:23.000 --> 00:08:25.000]  不會這麼搞笑
[00:08:25.000 --> 00:08:27.000]  說上帝有空沒事情做
[00:08:27.000 --> 00:08:30.000]  所以我們所謂啟示錄的場景
[00:08:30.000 --> 00:08:36.000]  就要處理到底我們怎樣來理解啟示錄這本書
[00:08:36.000 --> 00:08:38.000]  這本書要理解
[00:08:38.000 --> 00:08:43.000]  我們需要知道為什麼要有這本書的出現
[00:08:43.000 --> 00:08:45.000]  為什麼要寫這本書
[00:08:45.000 --> 00:08:48.000]  就和啟示錄教會的際遇有關
[00:08:48.000 --> 00:08:50.000]  就是這個所謂的場景
[00:08:50.000 --> 00:08:52.000]  而下一次就有淵源
[00:08:52.000 --> 00:08:55.000]  啟示錄是使用舊約
[00:08:55.000 --> 00:08:57.000]  用得很厲害
[00:08:57.000 --> 00:08:59.000]  其實新約書卷裡面可以說
[00:08:59.000 --> 00:09:02.000]  用舊約用得最弱
[00:09:02.000 --> 00:09:04.000]  一樣可以讀啟示錄
[00:09:04.000 --> 00:09:07.000]  你就明白啟示錄是有少少障礙的
[00:09:07.000 --> 00:09:09.000]  如果熟悉舊約的話
[00:09:09.000 --> 00:09:11.000]  越熟悉舊約的障礙就越低
[00:09:11.000 --> 00:09:17.000]  啟示錄思想的淵源就變成主要是來自舊約
[00:09:17.000 --> 00:09:21.000]  整個上帝給約翰的啟示
[00:09:21.000 --> 00:09:24.000]  是用舊約的圖畫舊約的語言砌成的
[00:09:24.000 --> 00:09:27.000]  當然指向當時也指向將來
[00:09:27.000 --> 00:09:30.000]  但是溝通工具是舊約
[00:09:30.000 --> 00:09:34.000]  我們就會看啟示錄舊約之間的關係
[00:09:34.000 --> 00:09:39.000]  到第三晚就和大家做個總合
[00:09:39.000 --> 00:09:42.000]  整卷啟示錄的訊息
[00:09:42.000 --> 00:09:44.000]  那個故事是什麼
[00:09:44.000 --> 00:09:47.000]  在第三晚我就和大家
[00:09:47.000 --> 00:09:50.000]  由啟示錄第一章跑到二十二章
[00:09:50.000 --> 00:09:51.000]  這樣跑一次
[00:09:51.000 --> 00:09:56.000]  將啟示錄由頭到尾整個脈絡看一次
[00:09:56.000 --> 00:09:58.000]  讓大家起碼
[00:09:58.000 --> 00:10:04.000]  我希望雖然我們只是見三次面
[00:10:04.000 --> 00:10:05.000]  在晚上
[00:10:05.000 --> 00:10:07.000]  我希望到了第三堂之後
[00:10:07.000 --> 00:10:12.000]  大家閉上眼就可以將啟示錄背出來
[00:10:12.000 --> 00:10:15.000]  當然不是每個字背出來
[00:10:15.000 --> 00:10:17.000]  而是啟示錄整個脈絡
[00:10:17.000 --> 00:10:18.000]  你是講得出來的
[00:10:18.000 --> 00:10:20.000]  第一章到二十二章
[00:10:20.000 --> 00:10:22.000]  是整個條理能夠講得出來
[00:10:22.000 --> 00:10:26.000]  怎樣才能夠將整個條理講得出來
[00:10:26.000 --> 00:10:30.000]  我的做法就是指出啟示錄裡面的訊息
[00:10:30.000 --> 00:10:31.000]  其實是一個故事
[00:10:31.000 --> 00:10:34.000]  當你能夠將它變成一個故事
[00:10:34.000 --> 00:10:36.000]  變成你講一個故事
[00:10:36.000 --> 00:10:38.000]  講故事相對容易記
[00:10:38.000 --> 00:10:40.000]  所有故事應該說
[00:10:40.000 --> 00:10:44.000]  繪席人口的故事都相對容易背
[00:10:44.000 --> 00:10:46.000]  有開頭有中間
[00:10:46.000 --> 00:10:48.000]  有結束那個起承轉合
[00:10:48.000 --> 00:10:50.000]  那個峰迴路轉
[00:10:50.000 --> 00:10:51.000]  劇情的緊湊
[00:10:51.000 --> 00:10:52.000]  是容易記的
[00:10:52.000 --> 00:10:54.000]  你會發覺中間是有些邏輯的
[00:10:54.000 --> 00:10:56.000]  這件事情那個人做這些事
[00:10:56.000 --> 00:10:58.000]  然後導致某些後果
[00:10:58.000 --> 00:11:00.000]  然後又有其他人參與
[00:11:00.000 --> 00:11:01.000]  然後又發生一些事
[00:11:01.000 --> 00:11:03.000]  到最後大結局的時候
[00:11:03.000 --> 00:11:05.000]  整個故事是有它的邏輯的
[00:11:05.000 --> 00:11:07.000]  啟示錄整個一至二章
[00:11:07.000 --> 00:11:09.000]  作為一個故事來看
[00:11:09.000 --> 00:11:10.000]  都有它的邏輯的
[00:11:10.000 --> 00:11:14.000]  我就希望在今天和下個星期六
[00:11:14.000 --> 00:11:15.000]  鋪排了一個邏輯
[00:11:15.000 --> 00:11:19.000]  去到第三個星期五晚的時候
[00:11:19.000 --> 00:11:21.000]  就和大家一起看一至二章
[00:11:21.000 --> 00:11:25.000]  大家就能夠掌握到整個故事
[00:11:25.000 --> 00:11:26.000]  好
[00:11:26.000 --> 00:11:31.000]  第一節啟示錄的場景
[00:11:31.000 --> 00:11:33.000]  開頭的時候仍然看筆記
[00:11:33.000 --> 00:11:35.000]  我抱歉沒有用powerpoint
[00:11:35.000 --> 00:11:38.000]  讓大家一方面手上有聖經
[00:11:38.000 --> 00:11:43.000]  另一方面手上也拿著一份筆記
[00:11:43.000 --> 00:11:45.000]  第一點那裡
[00:11:45.000 --> 00:11:49.000]  啟示錄大家都理解是講末世的
[00:11:49.000 --> 00:11:54.000]  但我不想太強調啟示錄的末世
[00:11:54.000 --> 00:11:55.000]  即是將來
[00:11:55.000 --> 00:11:57.000]  真的指到終末
[00:11:57.000 --> 00:12:01.000]  終末最後歷史的結束
[00:12:01.000 --> 00:12:03.000]  我不想太強調啟示錄的內容
[00:12:03.000 --> 00:12:04.000]  其實講這些
[00:12:04.000 --> 00:12:06.000]  如果你真的去數
[00:12:06.000 --> 00:12:07.000]  真的去數經節
[00:12:07.000 --> 00:12:09.000]  二十二章裡面
[00:12:09.000 --> 00:12:13.000]  直接牽涉歷史終結的經文
[00:12:13.000 --> 00:12:14.000]  佔的比例很少
[00:12:14.000 --> 00:12:17.000]  二十二章裡面佔很少比例
[00:12:17.000 --> 00:12:21.000]  可以說應該不是焦點
[00:12:21.000 --> 00:12:24.000]  不過仍然有
[00:12:24.000 --> 00:12:27.000]  我們說系統神學上
[00:12:27.000 --> 00:12:29.000]  基督教信仰上
[00:12:29.000 --> 00:12:33.000]  主系千禧年前
[00:12:33.000 --> 00:12:36.000]  簡稱為前千主義
[00:12:36.000 --> 00:12:40.000]  主系千禧年後來叫做後千主義
[00:12:40.000 --> 00:12:42.000]  千禧年根本沒有這件事
[00:12:42.000 --> 00:12:44.000]  千禧年啟示錄二十章
[00:12:44.000 --> 00:12:46.000]  是象徵性的說法
[00:12:46.000 --> 00:12:48.000]  叫做無千 無千禧年主義
[00:12:48.000 --> 00:12:50.000]  主要來就來
[00:12:50.000 --> 00:12:52.000]  總之最後他來
[00:12:52.000 --> 00:12:54.000]  根本就無所謂千禧年
[00:12:54.000 --> 00:12:56.000]  如果無所謂千禧年
[00:12:56.000 --> 00:12:58.000]  就無所謂主系千禧年前來
[00:12:58.000 --> 00:13:02.000]  或者主系千禧年後來
[00:13:02.000 --> 00:13:04.000]  那個叫無千禧年主義
[00:13:04.000 --> 00:13:08.000]  大家一想啟示錄就想是禧年主義
[00:13:08.000 --> 00:13:13.000]  事實上就是指末世之前的一段時間
[00:13:13.000 --> 00:13:15.000]  所以啟示錄當然和末世有關
[00:13:15.000 --> 00:13:17.000]  如果和末世有關
[00:13:17.000 --> 00:13:19.000]  那個淵源是甚麼呢
[00:13:19.000 --> 00:13:22.000]  我們不看細節
[00:13:22.000 --> 00:13:24.000]  我們就這樣一個聲稱
[00:13:24.000 --> 00:13:27.000]  啟示錄的末世思想
[00:13:27.000 --> 00:13:30.000]  中末思想有兩個來源
[00:13:30.000 --> 00:13:34.000]  第一個就是舊約的先驅
[00:13:34.000 --> 00:13:38.000]  我們下一次會稍微看一下
[00:13:38.000 --> 00:13:43.000]  啟示錄裏面去到21、22章
[00:13:43.000 --> 00:13:46.000]  新天新地的描繪
[00:13:46.000 --> 00:13:49.000]  對新耶路撒冷的描繪
[00:13:49.000 --> 00:13:51.000]  其實很多內容都是來自
[00:13:51.000 --> 00:13:54.000]  除了來自創世記伊甸園裏面
[00:13:54.000 --> 00:13:58.000]  有生命樹的描繪之外
[00:13:58.000 --> 00:14:00.000]  亦都是來自出埃及紀的
[00:14:00.000 --> 00:14:03.000]  致勝所的描繪之外
[00:14:03.000 --> 00:14:06.000]  其實主要仍然是先知書
[00:14:06.000 --> 00:14:09.000]  在以創亞書44-66章裏面
[00:14:09.000 --> 00:14:12.000]  和以西傑書最後的部分
[00:14:12.000 --> 00:14:15.000]  新天新地的一種描繪
[00:14:15.000 --> 00:14:18.000]  所以啟示錄說到未來
[00:14:18.000 --> 00:14:19.000]  說到將來
[00:14:19.000 --> 00:14:22.000]  譬如說20章1-9節
[00:14:22.000 --> 00:14:25.000]  千禧年裏面發生的事情
[00:14:25.000 --> 00:14:27.000]  亦都和但以理書裏面
[00:14:27.000 --> 00:14:30.000]  說的某些內容有關係
[00:14:30.000 --> 00:14:33.000]  所以啟示錄的末世思想
[00:14:33.000 --> 00:14:37.000]  終末思想的淵源肯定是舊約
[00:14:37.000 --> 00:14:40.000]  即是你不讀舊約會比較難明白
[00:14:40.000 --> 00:14:43.000]  到底末世是一回甚麼事情
[00:14:43.000 --> 00:14:47.000]  末世的觀念在舊約已經開始鋪排
[00:14:47.000 --> 00:14:50.000]  所以我們不要只想啟示錄第13章
[00:14:50.000 --> 00:14:52.000]  那隻獸的印記666
[00:14:52.000 --> 00:14:57.000]  在手臂上和額頭上的666印記
[00:14:57.000 --> 00:14:59.000]  現在又想晶片
[00:14:59.000 --> 00:15:01.000]  又想那樣那樣的植入晶片
[00:15:01.000 --> 00:15:03.000]  不需要這樣想
[00:15:03.000 --> 00:15:07.000]  這樣想就脫離了舊約的淵源
[00:15:07.000 --> 00:15:10.000]  而且這樣想法很容易跌入
[00:15:10.000 --> 00:15:15.000]  我稱之為現代歷史本位主義
[00:15:15.000 --> 00:15:17.000]  或者是當代歷史本位主義
[00:15:17.000 --> 00:15:18.000]  即是甚麼東西
[00:15:18.000 --> 00:15:20.000]  我們讀啟示錄
[00:15:20.000 --> 00:15:23.000]  甚麼東西都圍繞著我們現在這個時代
[00:15:23.000 --> 00:15:24.000]  就是這個時代
[00:15:24.000 --> 00:15:26.000]  每個時代都說自己是老底家
[00:15:26.000 --> 00:15:29.000]  那哪個時代是爾佛索先
[00:15:29.000 --> 00:15:32.000]  有沒有一個時代認自己是爾佛索教會
[00:15:32.000 --> 00:15:36.000]  譬如時代論說第2第3章的七教會
[00:15:36.000 --> 00:15:40.000]  是代表著教會歷史裏面的七個階段
[00:15:40.000 --> 00:15:43.000]  有沒有人認自己是爾佛索教會
[00:15:43.000 --> 00:15:44.000]  好像沒有
[00:15:44.000 --> 00:15:45.000]  每個人都說自己是
[00:15:45.000 --> 00:15:48.000]  只會說別人是屬於這段這段這段
[00:15:48.000 --> 00:15:50.000]  每個人都說自己是老底家
[00:15:50.000 --> 00:15:53.000]  這些都是典型的自己歷史的本位主義
[00:15:53.000 --> 00:15:57.000]  即是我目前眼前的歷史為主
[00:15:57.000 --> 00:15:59.000]  很簡單的
[00:15:59.000 --> 00:16:03.000]  是啟示錄不可能是寫啟示錄的內容
[00:16:03.000 --> 00:16:06.000]  不可能針對著2021年的香港
[00:16:06.000 --> 00:16:08.000]  這是不可能的
[00:16:08.000 --> 00:16:11.000]  就算針對著2021年的世界都是不可能的
[00:16:11.000 --> 00:16:15.000]  為甚麼不是針對著1517年宗教改革那年的世界呢
[00:16:15.000 --> 00:16:19.000]  為甚麼不是針對著3142年將來的世界呢
[00:16:19.000 --> 00:16:24.000]  為甚麼一定是2021年我們這個歷史本位是最重要呢
[00:16:24.000 --> 00:16:26.000]  如果我們是能夠突破這個想法
[00:16:26.000 --> 00:16:31.000]  就會明白晶片都是很古怪的
[00:16:31.000 --> 00:16:33.000]  因為晶片以前沒有
[00:16:33.000 --> 00:16:34.000]  以後也不會有
[00:16:34.000 --> 00:16:38.000]  因為以後就會發現晶片其實是很原始的東西
[00:16:38.000 --> 00:16:43.000]  晶片仍然是一些無機的一個產品
[00:16:43.000 --> 00:16:51.000]  是矽和其他金屬的組合的一個產品
[00:16:51.000 --> 00:16:53.000]  以前科技未發達沒有晶片
[00:16:53.000 --> 00:16:57.000]  以後科技更加發達也不是晶片
[00:16:57.000 --> 00:17:02.000]  所以你說植入晶片只不過是這段時期的東西
[00:17:02.000 --> 00:17:06.000]  我們只想我們見到這段時期的東西
[00:17:06.000 --> 00:17:09.000]  又會容易跌落歷史本位主義
[00:17:09.000 --> 00:17:14.000]  如果我們堅持666就是晶片問題
[00:17:14.000 --> 00:17:17.000]  我覺得是不需要這樣想的
[00:17:17.000 --> 00:17:20.000]  倒過來觀察啟示錄的時候
[00:17:20.000 --> 00:17:24.000]  看回他真的依賴舊約的思想
[00:17:24.000 --> 00:17:27.000]  是上帝給啟示約翰的時候
[00:17:27.000 --> 00:17:31.000]  約翰意識到這件事是很現實的
[00:17:31.000 --> 00:17:36.000]  上帝給啟示錄約翰知道
[00:17:36.000 --> 00:17:42.000]  約翰要將他所看見的所聽見的都證明出來
[00:17:42.000 --> 00:17:45.000]  在一章二節中凡所看見的都證明出來
[00:17:45.000 --> 00:17:47.000]  還有聽見的
[00:17:47.000 --> 00:17:52.000]  因為有聲音說有聲音說的啟示錄很多內容
[00:17:52.000 --> 00:17:54.000]  其實是約翰自己聽見的
[00:17:54.000 --> 00:17:57.000]  有些就算他不說我們也知道是聽回來的
[00:17:57.000 --> 00:17:59.000]  不是看見的
[00:17:59.000 --> 00:18:05.000]  譬如說第七章第一次提到是14萬4千人
[00:18:05.000 --> 00:18:10.000]  瓦國的12個支派裡面每個支派1萬2千人
[00:18:10.000 --> 00:18:13.000]  14萬4千人是不可能看見的
[00:18:13.000 --> 00:18:15.000]  除非寫著一個號碼
[00:18:15.000 --> 00:18:17.000]  現在我用阿拉伯數目字
[00:18:17.000 --> 00:18:19.000]  約翰的時候我不知道
[00:18:19.000 --> 00:18:23.000]  如果他用希臘文寫用希臘數目字
[00:18:23.000 --> 00:18:26.000]  還是用阿蘭語的數目字
[00:18:26.000 --> 00:18:28.000]  約翰可能比較熟悉
[00:18:28.000 --> 00:18:30.000]  不是看回來的
[00:18:30.000 --> 00:18:31.000]  肯定是聽的
[00:18:31.000 --> 00:18:34.000]  這個號碼只能聽大家明白是不能看的
[00:18:34.000 --> 00:18:35.000]  看就很奇怪
[00:18:35.000 --> 00:18:36.000]  就數了
[00:18:36.000 --> 00:18:38.000]  1 2 3 4 5
[00:18:38.000 --> 00:18:40.000]  第一數很久14萬數很久
[00:18:40.000 --> 00:18:43.000]  數到7361的時候
[00:18:43.000 --> 00:18:45.000]  7361一跳就跳了一行
[00:18:45.000 --> 00:18:47.000]  哎呀 數錯了
[00:18:47.000 --> 00:18:49.000]  又要從頭再數
[00:18:49.000 --> 00:18:52.000]  所以14萬4千永遠是數不到的
[00:18:52.000 --> 00:18:53.000]  因為你要重複又重複
[00:18:53.000 --> 00:18:54.000]  一跳了那麼多人
[00:18:54.000 --> 00:18:56.000]  一跳了眼睛一跳了一行
[00:18:56.000 --> 00:18:58.000]  其實要從頭數完
[00:18:58.000 --> 00:19:00.000]  所以有些東西是聽回來的
[00:19:00.000 --> 00:19:02.000]  有些東西是看回來的
[00:19:02.000 --> 00:19:04.000]  聽回來就很簡單
[00:19:04.000 --> 00:19:06.000]  因為聽到什麼他記下什麼呢
[00:19:06.000 --> 00:19:08.000]  聽就是文字
[00:19:08.000 --> 00:19:09.000]  聽已經是語言文字
[00:19:09.000 --> 00:19:11.000]  聽到什麼就記下什麼
[00:19:11.000 --> 00:19:12.000]  比較直接一點
[00:19:12.000 --> 00:19:14.000]  但是看就麻煩了
[00:19:14.000 --> 00:19:17.000]  現在禮堂是這樣的
[00:19:17.000 --> 00:19:18.000]  我看到禮堂
[00:19:18.000 --> 00:19:19.000]  然後有人說
[00:19:19.000 --> 00:19:22.000]  你將你眼前這個禮堂
[00:19:22.000 --> 00:19:24.000]  用筆墨描繪一下
[00:19:24.000 --> 00:19:26.000]  哦 這樣就大件事了
[00:19:26.000 --> 00:19:28.000]  十個人描繪一個禮堂
[00:19:28.000 --> 00:19:31.000]  都會用十個不同的描繪方式
[00:19:31.000 --> 00:19:35.000]  你看到影像將它化成文字
[00:19:35.000 --> 00:19:37.000]  每個人都會不同的
[00:19:37.000 --> 00:19:39.000]  而且你今天面對這個禮堂
[00:19:39.000 --> 00:19:41.000]  這樣寫這樣描繪
[00:19:41.000 --> 00:19:43.000]  你明天心情不同
[00:19:43.000 --> 00:19:45.000]  或者光暗又不同
[00:19:45.000 --> 00:19:47.000]  你又會另外一種的寫法
[00:19:47.000 --> 00:19:48.000]  描繪同一樣東西
[00:19:48.000 --> 00:19:52.000]  都會不同的筆觸來描繪
[00:19:52.000 --> 00:19:55.000]  所以看到的東西
[00:19:55.000 --> 00:19:57.000]  一定約翰寫下的時候
[00:19:57.000 --> 00:19:59.000]  有他自己主觀的成分在
[00:19:59.000 --> 00:20:02.000]  這個都是約翰直接參與
[00:20:02.000 --> 00:20:05.000]  上帝給他的啟示當中
[00:20:05.000 --> 00:20:07.000]  所以上帝選擇約翰
[00:20:07.000 --> 00:20:09.000]  不是要他做一個機械人
[00:20:09.000 --> 00:20:10.000]  震一大輪
[00:20:10.000 --> 00:20:12.000]  然後寫寫寫寫寫
[00:20:12.000 --> 00:20:14.000]  好像心電圖那支東西
[00:20:14.000 --> 00:20:16.000]  這樣震出來
[00:20:16.000 --> 00:20:17.000]  不是的
[00:20:17.000 --> 00:20:19.000]  約翰是自己都有主動
[00:20:19.000 --> 00:20:21.000]  他看到一些東西
