
[00:00:00.000 --> 00:00:10.000]  各位弟兄姊妹好,今天是這個壽難節之前最後一個的主日
[00:02:24.000 --> 00:02:27.000]  你們要常在我的外裡
[00:02:27.000 --> 00:02:33.000]  你們若遵守我的命令,就常在我的外裡
[00:02:33.000 --> 00:02:39.000]  正如我遵守了我父的命令,常在他的外裡
[00:02:39.000 --> 00:02:43.000]  即使我已經對你們說了
[00:02:43.000 --> 00:02:48.000]  是要叫我的喜樂,存在你們心裡
[00:02:48.000 --> 00:02:51.000]  並叫你們的喜樂,可以滿足
[00:02:51.000 --> 00:02:56.000]  你們要彼此相愛,就像我愛你們一樣
[00:02:56.000 --> 00:02:59.000]  這就是我的命令
[00:02:59.000 --> 00:03:06.000]  人為朋友寫命,人的愛心,沒有比這個大的
[00:03:06.000 --> 00:03:12.000]  你們若遵行我所吩咐的,就是我的朋友了
[00:03:12.000 --> 00:03:16.000]  以後我不再稱你們為僕人
[00:03:16.000 --> 00:03:19.000]  因為僕人不知道主人所做的事
[00:03:19.000 --> 00:03:22.000]  我大稱你們為朋友
[00:03:22.000 --> 00:03:28.000]  因為我從我父所聽見的,已經都告訴你們了
[00:03:28.000 --> 00:03:34.000]  不是你們揀選了我,是我揀選了你們
[00:03:34.000 --> 00:03:37.000]  並且分派你們去結果子
[00:03:37.000 --> 00:03:40.000]  叫你們的果子償存
[00:03:40.000 --> 00:03:44.000]  使你們奉我的命,無論向父求什麼
[00:03:44.000 --> 00:03:47.000]  他就賜給你們
[00:03:47.000 --> 00:03:53.000]  我這樣吩咐你們,是要叫你們彼此相愛
[00:03:53.000 --> 00:03:56.000]  我們低頭再做一個討告
[00:03:56.000 --> 00:03:58.000]  主要是要求你幫助我們
[00:03:58.000 --> 00:04:03.000]  特別是這個壽苦節快來臨的時候
[00:04:03.000 --> 00:04:07.000]  讓我們思想主耶穌離開世界之前
[00:04:07.000 --> 00:04:10.000]  對門徒那份心懷
[00:04:10.000 --> 00:04:12.000]  他怎樣愛門徒
[00:04:12.000 --> 00:04:17.000]  主耶穌你叫我們都要同樣彼此相愛
[00:04:17.000 --> 00:04:19.000]  今天有一段聽到的時間
[00:04:19.000 --> 00:04:22.000]  求你激勵我們的心
[00:04:22.000 --> 00:04:24.000]  交託託奉耶穌基督命
[00:04:24.000 --> 00:04:26.000]  阿門
[00:04:26.000 --> 00:04:34.000]  今天這篇所謂最後晚餐的一篇講道
[00:04:34.000 --> 00:04:38.000]  很特別的,因為其他三本福音書
[00:04:38.000 --> 00:04:40.000]  馬太、馬可、路加
[00:04:40.000 --> 00:04:44.000]  都提到耶穌設立最後晚餐
[00:04:44.000 --> 00:04:47.000]  抹餅和一起喝杯
[00:04:47.000 --> 00:04:50.000]  唯獨有漢福音沒有記載這件事
[00:04:50.000 --> 00:04:52.000]  這其實反映了有漢福音
[00:04:52.000 --> 00:04:56.000]  和其他三卷,我們一般研究聖經的人
[00:04:56.000 --> 00:04:58.000]  那些叫做傅類福音
[00:04:58.000 --> 00:05:00.000]  或者對觀福音
[00:05:00.000 --> 00:05:01.000]  怎樣叫都好
[00:05:01.000 --> 00:05:02.000]  總之其他三本福音
[00:05:02.000 --> 00:05:05.000]  明顯有分別的有漢福音
[00:05:05.000 --> 00:05:08.000]  和那三本的風格有點不同
[00:05:08.000 --> 00:05:09.000]  另外那三本福音
[00:05:09.000 --> 00:05:12.000]  如果很粗略來說
[00:05:12.000 --> 00:05:14.000]  你可以說比較多說
[00:05:14.000 --> 00:05:16.000]  耶穌的所謂public ministry
[00:05:16.000 --> 00:05:18.000]  他讓人看到的東西
[00:05:18.000 --> 00:05:22.000]  所以說到他的壽臣聖靈降臨
[00:05:22.000 --> 00:05:24.000]  其實這個公開宣告
[00:05:24.000 --> 00:05:27.000]  向世界宣告他是神的兒子
[00:05:27.000 --> 00:05:32.000]  這個在三本福音書
[00:05:32.000 --> 00:05:33.000]  除了馬可
[00:05:33.000 --> 00:05:36.000]  就比較強調天上肯定他的身份
[00:05:36.000 --> 00:05:39.000]  然後耶穌在另外三本福音書
[00:05:39.000 --> 00:05:40.000]  所傳講的信息
[00:05:40.000 --> 00:05:44.000]  都主要是講所謂神國或者天國
[00:05:44.000 --> 00:05:47.000]  但在約翰福音裏面是不同的
[00:05:47.000 --> 00:05:51.000]  他說的信息主要不是圍繞所謂神國
[00:05:51.000 --> 00:05:53.000]  或者天國像什麼
[00:05:53.000 --> 00:05:55.000]  其他幾卷就講很多比喻
[00:05:55.000 --> 00:05:57.000]  天國好像什麼什麼
[00:05:57.000 --> 00:06:01.000]  約翰福音裏面強調我是誰
[00:06:01.000 --> 00:06:04.000]  所以我是生命道路真理
[00:06:04.000 --> 00:06:07.000]  這句說話是在約翰福音裏面出現
[00:06:07.000 --> 00:06:09.000]  約翰福音好像作者
[00:06:09.000 --> 00:06:12.000]  至少是色驚學者推斷
[00:06:12.000 --> 00:06:16.000]  很可能約翰寫約翰福音的時候
[00:06:16.000 --> 00:06:20.000]  其他三卷福音或者三卷福音的前身
[00:06:20.000 --> 00:06:24.000]  類似三卷福音的福音書可能已經存在
[00:06:24.000 --> 00:06:26.000]  可能已經流傳著
[00:06:26.000 --> 00:06:30.000]  所以當約翰我們就叫他施圖約翰
[00:06:30.000 --> 00:06:33.000]  當約翰去寫約翰福音的時候
[00:06:33.000 --> 00:06:36.000]  他就刻意不去重複
[00:06:36.000 --> 00:06:39.000]  《腐蕾福音》裏面提過的某一些東西
[00:06:39.000 --> 00:06:41.000]  當然有重複的
[00:06:41.000 --> 00:06:44.000]  但他就不想完全重複裏面的內容
[00:06:44.000 --> 00:06:46.000]  反而他就要強調
[00:06:46.000 --> 00:06:48.000]  有另一個重點
[00:06:48.000 --> 00:06:51.000]  他就強調耶穌是誰
[00:06:51.000 --> 00:06:54.000]  所以約翰福音有講我是什麼
[00:06:54.000 --> 00:06:55.000]  我剛才提過
[00:06:55.000 --> 00:07:00.000]  也都強調耶穌和門徒之間的關係
[00:07:00.000 --> 00:07:03.000]  所以如果在《三本腐蕾福音》
[00:07:03.000 --> 00:07:07.000]  通常耶穌的教導很多時候是用一些比喻
[00:07:07.000 --> 00:07:11.000]  天國好像有個人找到一顆珍珠
[00:07:11.000 --> 00:07:15.000]  那裏有很多比喻和一般人講論的故事
[00:07:15.000 --> 00:07:17.000]  這個是反映那時候
[00:07:17.000 --> 00:07:19.000]  你可以說猶太人的文化
[00:07:19.000 --> 00:07:20.000]  那些Rabbi
[00:07:20.000 --> 00:07:25.000]  那些老師講道理的時候都喜歡用這些比喻
[00:07:25.000 --> 00:07:29.000]  約翰福音耶穌就比較是用
[00:07:29.000 --> 00:07:32.000]  所謂我們今天講類似講道的東西
[00:07:32.000 --> 00:07:33.000]  一個discourse
[00:07:33.000 --> 00:07:36.000]  一個比較長的一個偏講道講論
[00:07:36.000 --> 00:07:38.000]  還有約翰福音裏面
[00:07:38.000 --> 00:07:43.000]  很多時候那些講道似乎都是特別針對
[00:07:43.000 --> 00:07:45.000]  和門徒講
[00:07:45.000 --> 00:07:49.000]  門徒和耶穌之間的關係
[00:07:49.000 --> 00:07:53.000]  這個特色其實是今天最後這篇
[00:07:53.000 --> 00:07:56.000]  所謂最後晚餐這一篇
[00:07:56.000 --> 00:07:58.000]  耶穌的最後這篇講道
[00:07:58.000 --> 00:08:00.000]  也都同樣反映這個特色
[00:08:00.000 --> 00:08:03.000]  其他《三本腐蕾福音》書記錄了
[00:08:03.000 --> 00:08:04.000]  這個麥餅
[00:08:04.000 --> 00:08:06.000]  就是喝杯這件事
[00:08:06.000 --> 00:08:11.000]  約翰就好像選擇不去記錄這個儀式
[00:08:11.000 --> 00:08:15.000]  但是他就想將儀式的那個不易
[00:08:15.000 --> 00:08:18.000]  所謂的屬靈的意義帶出來
[00:08:18.000 --> 00:08:22.000]  所以他就講了剛才這篇道
[00:08:22.000 --> 00:08:23.000]  當然整篇道
[00:08:23.000 --> 00:08:25.000]  所謂最後晚餐的道
[00:08:25.000 --> 00:08:29.000]  是由約翰福音13章一直到17章
[00:08:29.000 --> 00:08:31.000]  15章我們剛才讀的那一段
[00:08:31.000 --> 00:08:34.000]  就是剛剛在這篇講道的中間
[00:08:34.000 --> 00:08:38.000]  那這邊講道或者在那五章之中
[00:08:38.000 --> 00:08:40.000]  今天讀的這段
[00:08:40.000 --> 00:08:45.000]  就特別強調耶穌和門徒之間的關係
[00:08:45.000 --> 00:08:47.000]  那他就用了一些的比喻
[00:08:47.000 --> 00:08:50.000]  一個很重要的比喻去形容
[00:08:50.000 --> 00:08:53.000]  門徒和耶穌的關係
[00:08:53.000 --> 00:08:55.000]  那我們就去看一下
[00:08:55.000 --> 00:08:57.000]  我們假設約翰福音
[00:08:57.000 --> 00:09:01.000]  約翰這個使徒特別想強調
[00:09:01.000 --> 00:09:05.000]  耶穌和耶穌與門徒之間的關係
[00:09:05.000 --> 00:09:07.000]  這個當耶穌要離開世界了
[00:09:07.000 --> 00:09:10.000]  耶穌會和門徒說什麼呢
[00:09:10.000 --> 00:09:14.000]  當你看由約翰福音12到17章的時候
[00:09:14.000 --> 00:09:18.000]  其實你要想像就好像一篇臨別的勸勉
[00:09:18.000 --> 00:09:22.000]  就是12章到17章就是一個大祭司禱告
[00:09:22.000 --> 00:09:28.000]  就是12章到16章就是一個臨別的勸勉的一篇訓話
[00:09:28.000 --> 00:09:30.000]  就是我們可以想像一個場景
[00:09:30.000 --> 00:09:32.000]  就是耶穌快要離開世界了
[00:09:32.000 --> 00:09:35.000]  就是時日無多了可以這樣說
[00:09:35.000 --> 00:09:37.000]  那最後有什麼要說呢
[00:09:37.000 --> 00:09:40.000]  就是你想像的場景就好像
[00:09:40.000 --> 00:09:42.000]  就是現在很多人移民
[00:09:42.000 --> 00:09:46.000]  你想像就是譬如你的子女要出國讀書了
[00:09:46.000 --> 00:09:49.000]  現在他17歲好像我的女兒當年大女一樣
[00:09:49.000 --> 00:09:52.000]  17歲要出國讀大學了
[00:09:52.000 --> 00:09:56.000]  我老婆繼續在香港
[00:09:56.000 --> 00:09:58.000]  雖然我們送到美國
[00:09:58.000 --> 00:10:00.000]  不過你想像的場景就是
[00:10:00.000 --> 00:10:02.000]  其實我們要在機場分手了
[00:10:02.000 --> 00:10:04.000]  現在女兒要搭飛機走了
[00:10:04.000 --> 00:10:07.000]  那你會怎樣勸勉呢
[00:10:07.000 --> 00:10:08.000]  假設你有時間
[00:10:08.000 --> 00:10:11.000]  假設你的兒子你的女兒肯聽你的勸勉
[00:10:11.000 --> 00:10:14.000]  你會怎樣去勸勉你的子女呢
[00:10:14.000 --> 00:10:17.000]  你想像耶穌要離開這個世界了
[00:10:17.000 --> 00:10:19.000]  就是過了今晚之後
[00:10:19.000 --> 00:10:22.000]  那些門徒就不會再見到耶穌了
[00:10:22.000 --> 00:10:30.000]  那耶穌怎樣去幫助門徒去面對這個可以說沒有了耶穌的世界
[00:10:30.000 --> 00:10:32.000]  起碼沒有了一個physical
[00:10:32.000 --> 00:10:35.000]  就是肉體的耶穌的世界
[00:10:35.000 --> 00:10:37.000]  他怎樣去面對這件事呢
[00:10:37.000 --> 00:10:40.000]  就在這個場景裡面就說這篇道
[00:10:40.000 --> 00:10:43.000]  我是真葡萄樹我父是栽種的人
[00:10:43.000 --> 00:10:45.000]  我們不要理會修剪那裡
[00:10:45.000 --> 00:10:47.000]  不過到第四節
[00:10:47.000 --> 00:10:50.000]  你們要常在我門
[00:10:50.000 --> 00:10:52.000]  我也常在你們門裡面
[00:10:52.000 --> 00:10:54.000]  孜子也不常在葡萄樹上
[00:10:54.000 --> 00:10:56.000]  自己就不能結果子
[00:10:56.000 --> 00:11:00.000]  那耶穌首先在這裡用了一個比喻就是說
[00:11:00.000 --> 00:11:03.000]  他就是那個葡萄樹
[00:11:03.000 --> 00:11:06.000]  就是葡萄樹的樹身你可以這樣說
[00:11:06.000 --> 00:11:10.000]  接著就是每個門徒
[00:11:10.000 --> 00:11:17.000]  包括你和我都是一些葡萄樹上的樹枝
[00:11:17.000 --> 00:11:21.000]  他強調的一樣東西就是連結
[00:11:21.000 --> 00:11:23.000]  其實如果說得白一點
[00:11:23.000 --> 00:11:27.000]  就好像你看電視劇
[00:11:27.000 --> 00:11:31.000]  電視劇講到一對情侶
[00:11:31.000 --> 00:11:33.000]  其中一個男生也好女生也好
[00:11:33.000 --> 00:11:35.000]  要搭飛機不知道去哪裏
[00:11:35.000 --> 00:11:37.000]  讀幾年書或者做工
[00:11:37.000 --> 00:11:40.000]  走的時候通常就會說
[00:11:40.000 --> 00:11:42.000]  雖然我走了
[00:11:42.000 --> 00:11:44.000]  但是我其實在這裏
[00:11:44.000 --> 00:11:45.000]  我在哪裏
[00:11:45.000 --> 00:11:47.000]  我在你的心裏
[00:11:47.000 --> 00:11:49.000]  你看看你的內心
[00:11:49.000 --> 00:11:51.000]  你發覺其實我沒有走到的
[00:11:51.000 --> 00:11:53.000]  我在這裏
[00:11:53.000 --> 00:11:56.000]  耶穌講這個比喻都是類似的
[00:11:56.000 --> 00:11:58.000]  從一個角度來看
[00:11:58.000 --> 00:12:01.000]  耶穌預言其實他要走了
[00:12:01.000 --> 00:12:04.000]  他的身體就是肉體的耶穌
[00:12:04.000 --> 00:12:07.000]  他要上十字架他要離開世界
[00:12:07.000 --> 00:12:08.000]  但是從另一個角度來看
[00:12:08.000 --> 00:12:10.000]  其實他沒有走到的
[00:12:10.000 --> 00:12:12.000]  他就是那個葡萄樹
[00:12:12.000 --> 00:12:14.000]  他依然與門徒同在
[00:12:14.000 --> 00:12:16.000]  所以他常常說
[00:12:16.000 --> 00:12:18.000]  我在你裏面
[00:12:18.000 --> 00:12:19.000]  你在我裏面
[00:12:19.000 --> 00:12:21.000]  附在你裏面
[00:12:21.000 --> 00:12:23.000]  這個約翰福音喜歡寫作的方法
[00:12:23.000 --> 00:12:25.000]  我常常覺得讀約翰福音很翹口的
[00:12:25.000 --> 00:12:26.000]  你又在我裏面
[00:12:26.000 --> 00:12:27.000]  我又在你裏面
[00:12:27.000 --> 00:12:28.000]  你和我都在你裏面
[00:12:28.000 --> 00:12:30.000]  總之大家都在大家裏面
[00:12:30.000 --> 00:12:31.000]  混在一起
[00:12:31.000 --> 00:12:33.000]  但是你說了一大堆
[00:12:33.000 --> 00:12:35.000]  誰誰誰在誰裏面
[00:12:35.000 --> 00:12:37.000]  其實簡而言之
[00:12:37.000 --> 00:12:38.000]  耶穌首先告訴你
[00:12:38.000 --> 00:12:40.000]  這個比喻告訴門徒聽
[00:12:40.000 --> 00:12:42.000]  我雖然走了
[00:12:42.000 --> 00:12:43.000]  但是沒有走到
[00:12:43.000 --> 00:12:44.000]  我依然在這裏
[00:12:44.000 --> 00:12:46.000]  我依然與你同在
[00:12:46.000 --> 00:12:48.000]  所以你不用害怕
[00:12:48.000 --> 00:12:50.000]  其實那個
[00:12:50.000 --> 00:12:53.000]  如果你看回整段的講道
[00:12:53.000 --> 00:12:56.000]  其實耶穌也除了說安慰之外
[00:12:56.000 --> 00:12:59.000]  就是十二章到十六章
[00:12:59.000 --> 00:13:01.000]  其實除了安慰之外
[00:13:01.000 --> 00:13:03.000]  也是一個警告來的
[00:13:03.000 --> 00:13:05.000]  那四章的講道
[00:13:05.000 --> 00:13:08.000]  就是說你將來會有試探的
[00:13:08.000 --> 00:13:10.000]  甚至會有人跌倒
[00:13:10.000 --> 00:13:13.000]  所以它是一個警告
[00:13:13.000 --> 00:13:15.000]  但也是一個安慰
[00:13:15.000 --> 00:13:16.000]  不要緊的
[00:13:16.000 --> 00:13:18.000]  你會遇到試探
[00:13:18.000 --> 00:13:20.000]  當你遇到試探的時候
[00:13:20.000 --> 00:13:22.000]  我和你一起
[00:13:22.000 --> 00:13:24.000]  我沒有撇下你
[00:13:24.000 --> 00:13:25.000]  如果你看之前
[00:13:25.000 --> 00:13:26.000]  他曾經說過
[00:13:26.000 --> 00:13:28.000]  我沒有撇下你耶穌
[00:13:28.000 --> 00:13:30.000]  因為保衛師會來到
[00:13:30.000 --> 00:13:31.000]  這裏其實繼續講
[00:13:31.000 --> 00:13:32.000]  其實不止保衛師
[00:13:32.000 --> 00:13:34.000]  或者聖靈會在門徒心中
[00:13:34.000 --> 00:13:37.000]  其實耶穌也在門徒心中
[00:13:37.000 --> 00:13:41.000]  耶穌就是那個葡萄樹
[00:13:41.000 --> 00:13:42.000]  我們是枝子
[00:13:42.000 --> 00:13:43.000]  耶穌強調一樣東西
[00:13:43.000 --> 00:13:45.000]  就是耶穌是那個
[00:13:45.000 --> 00:13:47.000]  賦予我們生命
[00:13:47.000 --> 00:13:49.000]  給我們力量的那一位
[00:13:49.000 --> 00:13:51.000]  從這個角度來看
[00:13:51.000 --> 00:13:52.000]  我們要明白
[00:13:52.000 --> 00:13:56.000]  其實基督教可以這樣講
[00:13:56.000 --> 00:13:57.000]  在世界宗教
[00:13:57.000 --> 00:13:59.000]  如果你用比較宗教來說
[00:13:59.000 --> 00:14:01.000]  都是一個很特別的宗教
[00:14:01.000 --> 00:14:04.000]  就是如果你看佛教的話
[00:14:04.000 --> 00:14:05.000]  譬如舉個例子
[00:14:05.000 --> 00:14:07.000]  佛教釋迦牟尼
[00:14:07.000 --> 00:14:08.000]  從來都不會說
[00:14:08.000 --> 00:14:09.000]  我在你裏面
[00:14:09.000 --> 00:14:10.000]  你在我裏面
[00:14:10.000 --> 00:14:12.000]  然後佛祖就走進你的心裏
[00:14:12.000 --> 00:14:14.000]  釋迦牟尼其實教一種
[00:14:14.000 --> 00:14:16.000]  修行的方法
[00:14:16.000 --> 00:14:19.000]  其實佛教之中各自修行
[00:14:19.000 --> 00:14:22.000]  不過釋迦牟尼就是先到達
[00:14:22.000 --> 00:14:24.000]  找到真理的人
[00:14:24.000 --> 00:14:26.000]  所以他教你真理
[00:14:26.000 --> 00:14:28.000]  不過都是要你自己修煉的
[00:14:28.000 --> 00:14:32.000]  他不是給你力量的那一位
[00:14:32.000 --> 00:14:34.000]  如果你看另一個大的宗教
[00:14:34.000 --> 00:14:36.000]  譬如伊斯蘭教
[00:14:36.000 --> 00:14:39.000]  伊斯蘭教的字根
[00:14:39.000 --> 00:14:40.000]  Islam
[00:14:40.000 --> 00:14:41.000]  即是來自阿拉伯文
[00:14:41.000 --> 00:14:43.000]  其實都跟obidience
[00:14:43.000 --> 00:14:45.000]  跟遵守命令
[00:14:45.000 --> 00:14:47.000]  那個Obey
[00:14:47.000 --> 00:14:49.000]  這個字是有字根一樣
[00:14:49.000 --> 00:14:51.000]  耶穌都會說遵守命令
[00:14:51.000 --> 00:14:52.000]  不過我們一會兒回來
[00:14:52.000 --> 00:14:54.000]  回到這個問題
[00:14:54.000 --> 00:14:56.000]  譬如你看這個所謂伊斯蘭教
[00:14:56.000 --> 00:14:59.000]  其實名字都已經強調
[00:14:59.000 --> 00:15:00.000]  伊斯蘭教的本質
[00:15:00.000 --> 00:15:03.000]  基本上就是服從命令
[00:15:03.000 --> 00:15:07.000]  阿拉給了一堆的法律理
[00:15:07.000 --> 00:15:08.000]  法律什麼都好
[00:15:08.000 --> 00:15:10.000]  給了一堆的法律理
[00:15:10.000 --> 00:15:13.000]  你就遵守這堆東西
[00:15:13.000 --> 00:15:17.000]  然後希望最後你做好的多過做壞的
[00:15:17.000 --> 00:15:19.000]  你就上天堂
[00:15:19.000 --> 00:15:21.000]  這個是伊斯蘭教的教導
[00:15:21.000 --> 00:15:24.000]  唯有基督教其實核心
[00:15:24.000 --> 00:15:27.000]  就不是說一些命令
[00:15:27.000 --> 00:15:31.000]  也不是說怎樣我要做一個好
[00:15:31.000 --> 00:15:33.000]  修身齊家治國平天下
[00:15:33.000 --> 00:15:35.000]  我要做到多好
[00:15:35.000 --> 00:15:39.000]  怎樣提升自己的人格
[00:15:39.000 --> 00:15:41.000]  當然我們相信做基督徒
[00:15:41.000 --> 00:15:44.000]  理論上應該會提高人格
[00:15:44.000 --> 00:15:47.000]  不過這個不是福音的核心
[00:15:47.000 --> 00:15:49.000]  我要提高我的人格
[00:15:49.000 --> 00:15:50.000]  福音的核心
[00:15:50.000 --> 00:15:53.000]  是我和耶穌之間的關係
[00:15:53.000 --> 00:15:54.000]  福音的核心就是
[00:15:54.000 --> 00:15:56.000]  我是不是在耶穌裏面
[00:15:56.000 --> 00:15:58.000]  耶穌是不是在我裏面
[00:15:58.000 --> 00:16:01.000]  這個其實是在說愛的關係
[00:16:01.000 --> 00:16:02.000]  剛才讀到17節
[00:16:02.000 --> 00:16:05.000]  最後幾段都是說愛
[00:16:05.000 --> 00:16:08.000]  其實這個Wine
[00:16:08.000 --> 00:16:09.000]  葡萄樹這個比喻
[00:16:09.000 --> 00:16:11.000]  都是在說愛的關係
[00:16:11.000 --> 00:16:12.000]  一個好的基督徒
[00:16:12.000 --> 00:16:14.000]  是不是說他
[00:16:14.000 --> 00:16:17.000]  譬如一定要帶100個人信耶穌
[00:16:17.000 --> 00:16:20.000]  一定要讀聖經100次
[00:16:20.000 --> 00:16:22.000]  是不是一個好的基督徒
[00:16:22.000 --> 00:16:24.000]  當然我們希望每個基督徒
[00:16:24.000 --> 00:16:25.000]  都努力傳福音
[00:16:25.000 --> 00:16:27.000]  努力讀聖經
[00:16:27.000 --> 00:16:28.000]  都是我們應份的
[00:16:28.000 --> 00:16:31.000]  但是這個最深層來說
[00:16:31.000 --> 00:16:33.000]  這些你可以說不是做
[00:16:33.000 --> 00:16:37.000]  好的基督徒的最核心那樣東西
[00:16:37.000 --> 00:16:38.000]  我們會做
[00:16:38.000 --> 00:16:40.000]  但是最核心那樣東西是什麼
[00:16:40.000 --> 00:16:41.000]  我和耶穌的關係
[00:16:41.000 --> 00:16:44.000]  我是不是留在耶穌裏面
[00:16:44.000 --> 00:16:46.000]  我是不是愛耶穌
[00:16:46.000 --> 00:16:48.000]  所以這個其實
[00:16:48.000 --> 00:16:50.000]  基督教說的最核心
[00:16:50.000 --> 00:16:52.000]  或者耶穌在這個講道說的
[00:16:52.000 --> 00:16:56.000]  是一個可以說浪漫的信息
[00:16:56.000 --> 00:16:58.000]  真的好像情人那樣
[00:16:58.000 --> 00:16:59.000]  搭飛機走了
[00:16:59.000 --> 00:17:00.000]  不過沒有走
[00:17:00.000 --> 00:17:02.000]  其實經常在我們心裏
[00:17:02.000 --> 00:17:04.000]  不過耶穌就是和門徒
[00:17:04.000 --> 00:17:05.000]  挑戰門徒
[00:17:05.000 --> 00:17:07.000]  我常在你心裏
[00:17:07.000 --> 00:17:10.000]  不過耶穌常在我的心裏
[00:17:10.000 --> 00:17:12.000]  不過我是不是將我的心
[00:17:12.000 --> 00:17:14.000]  放在耶穌裏面
[00:17:14.000 --> 00:17:17.000]  這個就是這篇講道要挑戰的東西
[00:17:17.000 --> 00:17:20.000]  不過首先耶穌就是強調一件事
[00:17:20.000 --> 00:17:21.000]  為什麼他強調
[00:17:21.000 --> 00:17:22.000]  他是葡萄樹
[00:17:22.000 --> 00:17:24.000]  門徒是孜子
[00:17:24.000 --> 00:17:28.000]  因為他知道門徒會經歷很多的困難
[00:17:28.000 --> 00:17:30.000]  如果你看其他福音書
[00:17:30.000 --> 00:17:31.000]  約翰沒有講的
[00:17:31.000 --> 00:17:32.000]  其他福音書
[00:17:32.000 --> 00:17:34.000]  約翰都有講
[00:17:34.000 --> 00:17:36.000]  約翰都有講的
[00:17:36.000 --> 00:17:38.000]  比得三次不認主
[00:17:38.000 --> 00:17:41.000]  很快比得就跌低了
[00:17:41.000 --> 00:17:43.000]  其實耶穌知道
[00:17:43.000 --> 00:17:46.000]  耶穌知道比得會跌倒
[00:17:46.000 --> 00:17:49.000]  其實比得三次不認主
[00:17:49.000 --> 00:17:51.000]  有什麼特別
[00:17:51.000 --> 00:17:54.000]  你和我有多少次不認主
[00:17:54.000 --> 00:17:56.000]  你和我有多少次
[00:17:56.000 --> 00:17:58.000]  明知道有些話不應該講的
[00:17:58.000 --> 00:18:00.000]  或者有句謊話不應該講的
[00:18:00.000 --> 00:18:04.000]  但是因為講真話代價很高的
[00:18:04.000 --> 00:18:07.000]  吞了那句應該講的說話
[00:18:07.000 --> 00:18:11.000]  明知道不應該這樣欺負另一個人的
[00:18:11.000 --> 00:18:12.000]  不過那天心情差
[00:18:12.000 --> 00:18:14.000]  那個人又很欺負
[00:18:14.000 --> 00:18:15.000]  他活該
[00:18:15.000 --> 00:18:16.000]  那個時間出現
[00:18:16.000 --> 00:18:18.000]  不咬他都不行的
[00:18:18.000 --> 00:18:21.000]  其實我們想想我們的生活之中
[00:18:21.000 --> 00:18:25.000]  有多少次我們所謂不認主
[00:18:25.000 --> 00:18:26.000]  因為我們的行為
[00:18:26.000 --> 00:18:27.000]  我們所講的東西
[00:18:27.000 --> 00:18:29.000]  其實我們否認了主
[00:18:29.000 --> 00:18:30.000]  怎知道三次
[00:18:30.000 --> 00:18:33.000]  比得三次不認主很小事
[00:18:33.000 --> 00:18:35.000]  耶穌知道的
[00:18:35.000 --> 00:18:37.000]  耶穌知道我們是會跌倒的
[00:18:37.000 --> 00:18:39.000]  所以耶穌這裡強調的
[00:18:39.000 --> 00:18:43.000]  不是我們要有個帳簿保留著
[00:18:43.000 --> 00:18:45.000]  就是我守了多少條規則
[00:18:45.000 --> 00:18:47.000]  讀了聖經多少次
[00:18:47.000 --> 00:18:49.000]  抓了多少人存活
[00:18:49.000 --> 00:18:50.000]  不是要這些東西
[00:18:50.000 --> 00:18:53.000]  耶穌臨走最重要的說話就是記住
[00:18:53.000 --> 00:18:56.000]  我們的生命是要維持
[00:18:56.000 --> 00:18:59.000]  連繫在耶穌的身上
