
[00:00:00.000 --> 00:00:02.000]  請各位多多支持 多謝各位
[00:01:52.000 --> 00:01:54.000]  為我們祈禱
[00:01:54.000 --> 00:01:57.000]  在這裏請寬恕我介紹一本書
[00:01:57.000 --> 00:01:59.000]  我剛剛寫完的一本書
[00:01:59.000 --> 00:02:01.000]  很想推介給教會的
[00:02:01.000 --> 00:02:02.000]  就是關於祈禱
[00:02:02.000 --> 00:02:04.000]  寫這本書最主要的原因
[00:02:04.000 --> 00:02:07.000]  就是我不太抵得現在香港很多教會的祈禱會
[00:02:07.000 --> 00:02:09.000]  實在太不像樣
[00:02:09.000 --> 00:02:12.000]  所以我寫這本書
[00:02:12.000 --> 00:02:16.000]  就希望在很多教會的祈禱會還沒有完全倒閉之前
[00:02:16.000 --> 00:02:18.000]  我們做一點點工作
[00:02:18.000 --> 00:02:20.000]  這本書叫做一切從祈禱開始
[00:02:20.000 --> 00:02:23.000]  我希望你們能夠
[00:02:23.000 --> 00:02:25.000]  像小冊子一樣
[00:02:25.000 --> 00:02:28.000]  有些人告訴我大約一兩晚時間就看得完
[00:02:28.000 --> 00:02:30.000]  都是一百多頁的書
[00:02:30.000 --> 00:02:33.000]  如果有興趣請你們可以在後面買
[00:02:33.000 --> 00:02:34.000]  本來是70元的
[00:02:34.000 --> 00:02:35.000]  現在我們賣60元
[00:02:35.000 --> 00:02:38.000]  所有收入都是歸神學院的
[00:02:38.000 --> 00:02:41.000]  如果有興趣請你們可以在後面選購
[00:02:41.000 --> 00:02:46.000]  我這兩晚就定了一個主題
[00:02:46.000 --> 00:02:49.000]  就是在埋怨的文化當中
[00:02:49.000 --> 00:02:52.000]  作一個感恩日
[00:02:52.000 --> 00:02:54.000]  我不知道大家是否覺得
[00:02:54.000 --> 00:02:56.000]  香港近這十年八年
[00:02:56.000 --> 00:02:59.000]  變得非常容易埋怨
[00:02:59.000 --> 00:03:02.000]  在政治爭拗
[00:03:02.000 --> 00:03:04.000]  甚至很少的事
[00:03:04.000 --> 00:03:08.000]  我發現我們都在大眾傳播裏面見到
[00:03:08.000 --> 00:03:11.000]  用一些很尖酸刻薄的字眼
[00:03:11.000 --> 00:03:15.000]  來咒罵對方
[00:03:15.000 --> 00:03:18.000]  在公開的網頁
[00:03:18.000 --> 00:03:19.000]  在網上
[00:03:19.000 --> 00:03:21.000]  在社交平台裏面
[00:03:21.000 --> 00:03:23.000]  說一些非常難堪的話
[00:03:23.000 --> 00:03:25.000]  這種文化
[00:03:25.000 --> 00:03:26.000]  久而久之
[00:03:26.000 --> 00:03:29.000]  我發現都會在教會裏面出現
[00:03:29.000 --> 00:03:33.000]  教會有時候不單止不能影響這個社會
[00:03:33.000 --> 00:03:35.000]  我們傳和平的福音
[00:03:35.000 --> 00:03:40.000]  我們傳一個使人與神與人和好的福音
[00:03:40.000 --> 00:03:41.000]  相反來說
[00:03:41.000 --> 00:03:43.000]  有時候我們慢慢不知不覺裏面
[00:03:43.000 --> 00:03:47.000]  都很容易將這種埋怨的文化
[00:03:47.000 --> 00:03:49.000]  帶到教會裏面
[00:03:49.000 --> 00:03:53.000]  宣講推動和諧的文化
[00:03:53.000 --> 00:03:56.000]  會被取笑為和諧
[00:03:56.000 --> 00:03:58.000]  或者是和諧
[00:03:58.000 --> 00:04:05.000]  即是叫大家做一些沒有骨氣的事情
[00:04:05.000 --> 00:04:09.000]  令到我們本來要講和平的信息
[00:04:09.000 --> 00:04:11.000]  好像要再三考慮
[00:04:11.000 --> 00:04:13.000]  甚至打一個折扣
[00:04:13.000 --> 00:04:15.000]  不知道大家同不同意
[00:04:15.000 --> 00:04:19.000]  我們生活在一個比較容易埋怨的氣氛裏面
[00:04:19.000 --> 00:04:22.000]  如果是的話
[00:04:22.000 --> 00:04:24.000]  如果我們真的受這方面影響的話
[00:04:24.000 --> 00:04:26.000]  我希望今晚的訊息
[00:04:26.000 --> 00:04:28.000]  明晚的訊息能夠幫助大家
[00:04:28.000 --> 00:04:30.000]  走回正軌裏面
[00:04:30.000 --> 00:04:34.000]  今晚第一晚我們講的蒙恩和忘恩
[00:04:34.000 --> 00:04:37.000]  我們做一個蒙恩的基督徒
[00:04:37.000 --> 00:04:39.000]  不要做一個忘恩的基督徒
[00:04:39.000 --> 00:04:43.000]  明晚我會講感謝和凋謝
[00:04:43.000 --> 00:04:45.000]  兩個相對的說法
[00:04:45.000 --> 00:04:48.000]  如果你不感謝就會凋謝
[00:04:48.000 --> 00:04:51.000]  明晚我會解釋為什麼會有這個原因
[00:04:51.000 --> 00:04:55.000]  我先講蒙恩和忘恩
[00:04:55.000 --> 00:05:03.000]  我聽過一個小朋友的故事
[00:05:03.000 --> 00:05:05.000]  他在一個農場裏面
[00:05:05.000 --> 00:05:09.000]  有一個主人好好對待他所飼養的生蠔
[00:05:09.000 --> 00:05:11.000]  當中
[00:05:11.000 --> 00:05:13.000]  今天是豬年所以提到這個故事
[00:05:13.000 --> 00:05:17.000]  有隻豬和一隻雞是好朋友
[00:05:17.000 --> 00:05:19.000]  他們兩個人一天就談起來
[00:05:19.000 --> 00:05:21.000]  主人這麼愛惜我們
[00:05:21.000 --> 00:05:23.000]  我們怎樣可以報答主人呢
[00:05:23.000 --> 00:05:25.000]  這個雞就很聰明
[00:05:25.000 --> 00:05:27.000]  想到一個方法
[00:05:27.000 --> 00:05:29.000]  不如這樣吧
[00:05:29.000 --> 00:05:31.000]  我們明天做個早餐給主人吃
[00:05:31.000 --> 00:05:35.000]  這個豬就像豬一樣蠢
[00:05:35.000 --> 00:05:36.000]  好啊好啊
[00:05:36.000 --> 00:05:37.000]  做個早餐吧
[00:05:37.000 --> 00:05:39.000]  你有什麼意見呢
[00:05:39.000 --> 00:05:41.000]  這個雞就說不如這樣吧
[00:05:41.000 --> 00:05:47.000]  我們做個豬漏蛋漢堡給主人吃
[00:05:47.000 --> 00:05:50.000]  這個豬就馬上說好啊好啊
[00:05:50.000 --> 00:05:52.000]  我們就預備吧
[00:05:52.000 --> 00:05:54.000]  一路走去廚房準備的時候
[00:05:54.000 --> 00:05:56.000]  這個豬才發現被人佔了便宜
[00:05:56.000 --> 00:05:58.000]  豬漏蛋
[00:05:58.000 --> 00:06:00.000]  蛋是生出來的
[00:06:00.000 --> 00:06:02.000]  豬漏蛋是怎樣來的呢
[00:06:02.000 --> 00:06:06.000]  要宰了才能吃
[00:06:06.000 --> 00:06:08.000]  豬就說
[00:06:08.000 --> 00:06:10.000]  你只要奉獻一點點
[00:06:10.000 --> 00:06:12.000]  但我就要全然奉上
[00:06:12.000 --> 00:06:16.000]  當然這個故事
[00:06:16.000 --> 00:06:18.000]  只是開玩笑的性質
[00:06:18.000 --> 00:06:22.000]  要感恩
[00:06:22.000 --> 00:06:24.000]  有時候要付代價的
[00:06:24.000 --> 00:06:26.000]  要感恩
[00:06:26.000 --> 00:06:28.000]  要付全人的投入才會感恩
[00:06:28.000 --> 00:06:30.000]  我想用這段經文解釋這件事
[00:06:30.000 --> 00:06:32.000]  這段大家熟悉的聖經
[00:06:32.000 --> 00:06:36.000]  路加17章11-19節
[00:06:36.000 --> 00:06:38.000]  我邀請大家再打開聖經
[00:06:38.000 --> 00:06:40.000]  我希望大家習慣聽道的時候打開聖經
[00:06:40.000 --> 00:06:42.000]  不是講道理
[00:06:42.000 --> 00:06:44.000]  是講道
[00:06:44.000 --> 00:06:46.000]  是講聖經的說話
[00:06:46.000 --> 00:06:48.000]  希望你跟著聖經
[00:06:48.000 --> 00:06:50.000]  不單止可以跟到
[00:06:50.000 --> 00:06:52.000]  而且也會更加熟習聖經
[00:06:52.000 --> 00:07:00.000]  路加17章11-19節
[00:07:00.000 --> 00:07:06.000]  這段聖經說耶穌往耶路撒冷去
[00:07:06.000 --> 00:07:08.000]  大家知道路加福音
[00:07:08.000 --> 00:07:10.000]  跟其他福音書一樣
[00:07:10.000 --> 00:07:12.000]  每本福音書都有一個獨特的地方
[00:07:12.000 --> 00:07:14.000]  路加的獨特地方
[00:07:14.000 --> 00:07:16.000]  在路加第九章
[00:07:16.000 --> 00:07:18.000]  大約50節開始
[00:07:18.000 --> 00:07:20.000]  一直到19章
[00:07:20.000 --> 00:07:25.000]  是記載耶穌從本來在北邊的加利利省
[00:07:25.000 --> 00:07:27.000]  一直往南走
[00:07:27.000 --> 00:07:29.000]  去到猶大的耶路撒冷
[00:07:29.000 --> 00:07:31.000]  在路程當中
[00:07:31.000 --> 00:07:33.000]  路加用了十章聖經特別刻意記載
[00:07:33.000 --> 00:07:35.000]  這段路程所發生的事
[00:07:35.000 --> 00:07:37.000]  在這裡記載
[00:07:37.000 --> 00:07:39.000]  耶穌往耶路撒冷去
[00:07:39.000 --> 00:07:42.000]  多次的在這段經文裡
[00:07:42.000 --> 00:07:44.000]  剛才我說的第九章至十九章
[00:07:44.000 --> 00:07:46.000]  這段經文裡
[00:07:46.000 --> 00:07:48.000]  多次提到耶穌要往耶路撒冷去
[00:07:48.000 --> 00:07:50.000]  為了要上十字架
[00:07:50.000 --> 00:07:52.000]  耶穌面向耶路撒冷
[00:07:52.000 --> 00:07:54.000]  準備上十字架
[00:07:54.000 --> 00:07:56.000]  由北向南走
[00:07:56.000 --> 00:07:58.000]  經過中間的省份
[00:07:58.000 --> 00:08:00.000]  撒瑪利亞
[00:08:00.000 --> 00:08:04.000]  這裡特別提到撒瑪利亞和加利利中間地區
[00:08:04.000 --> 00:08:06.000]  可能是邊界
[00:08:06.000 --> 00:08:09.000]  又是屬於猶太人多些的地方
[00:08:09.000 --> 00:08:11.000]  加利利
[00:08:11.000 --> 00:08:13.000]  和撒瑪利亞人聚居的地方
[00:08:13.000 --> 00:08:15.000]  就是撒瑪利亞省份
[00:08:15.000 --> 00:08:17.000]  中間的地方
[00:08:17.000 --> 00:08:19.000]  這條村
[00:08:19.000 --> 00:08:22.000]  有十個大麻封的人迎面而來
[00:08:22.000 --> 00:08:24.000]  由於是中間的地帶
[00:08:24.000 --> 00:08:31.000]  所以裡面有混合的猶太人和撒瑪利亞人
[00:08:31.000 --> 00:08:35.000]  相信大家上了教會的時間都應該不陌生了
[00:08:35.000 --> 00:08:38.000]  撒瑪利亞人是半猶太人
[00:08:38.000 --> 00:08:43.000]  就是說在公元前的五百年猶大亡國之後
[00:08:43.000 --> 00:08:45.000]  他們的百姓
[00:08:45.000 --> 00:08:47.000]  很多精英的百姓
[00:08:47.000 --> 00:08:50.000]  被擄到巴比倫和波斯的地方
[00:08:50.000 --> 00:08:55.000]  但留在殘垣敗瓦的耶路撒冷城裡
[00:08:55.000 --> 00:08:57.000]  有一群最窮的
[00:08:57.000 --> 00:08:59.000]  或者一群沒能力的
[00:08:59.000 --> 00:09:02.000]  這群人慢慢和附近的
[00:09:02.000 --> 00:09:08.000]  本來和他們有很多恩怨的鄰居的民族結婚
[00:09:08.000 --> 00:09:11.000]  生了新一代的後裔出來
[00:09:11.000 --> 00:09:13.000]  那些人就叫撒瑪利亞人
[00:09:13.000 --> 00:09:15.000]  有猶太人血統
[00:09:15.000 --> 00:09:17.000]  也有外族的血統
[00:09:17.000 --> 00:09:20.000]  不知道大家有沒有去過以色列旅行
[00:09:20.000 --> 00:09:22.000]  有沒有去過以色列旅行
[00:09:22.000 --> 00:09:24.000]  或者這十年八年有沒有
[00:09:24.000 --> 00:09:26.000]  有沒有經過撒瑪利亞
[00:09:26.000 --> 00:09:29.000]  去過以色列旅行的
[00:09:29.000 --> 00:09:31.000]  如果跟旅行團去
[00:09:31.000 --> 00:09:33.000]  相信你多數都會經過撒瑪利亞
[00:09:33.000 --> 00:09:35.000]  撒瑪利亞現在是非常
[00:09:35.000 --> 00:09:36.000]  現在還有的
[00:09:36.000 --> 00:09:37.000]  現在還有撒瑪利亞人
[00:09:37.000 --> 00:09:38.000]  是很少人數
[00:09:38.000 --> 00:09:39.000]  聽導遊說
[00:09:39.000 --> 00:09:41.000]  大概不夠一千人
[00:09:41.000 --> 00:09:42.000]  很少人口
[00:09:42.000 --> 00:09:46.000]  而且他們絕對不和外面的人交往
[00:09:46.000 --> 00:09:48.000]  除了賣地攤的
[00:09:48.000 --> 00:09:50.000]  賣一些手信之外
[00:09:50.000 --> 00:09:52.000]  他們不和其他人來往
[00:09:52.000 --> 00:09:54.000]  他們有自己的聖經
[00:09:54.000 --> 00:09:55.000]  他們有自己的憲制儀式
[00:09:55.000 --> 00:09:57.000]  他們有自己的祭司
[00:09:57.000 --> 00:09:59.000]  到現在都是
[00:09:59.000 --> 00:10:01.000]  由於他們不和外面的人來往
[00:10:01.000 --> 00:10:03.000]  更加不會和外面的人通婚
[00:10:03.000 --> 00:10:05.000]  所以他們民族裏面
[00:10:05.000 --> 00:10:07.000]  太多太多近親的結婚
[00:10:07.000 --> 00:10:08.000]  所以這個民族
[00:10:08.000 --> 00:10:12.000]  差不多滅亡
[00:10:12.000 --> 00:10:14.000]  撒瑪利亞人
[00:10:14.000 --> 00:10:16.000]  一直
[00:10:16.000 --> 00:10:18.000]  由公元前
[00:10:18.000 --> 00:10:19.000]  到現在
[00:10:19.000 --> 00:10:20.000]  都被猶太人看不起
[00:10:20.000 --> 00:10:21.000]  因為猶太人認為
[00:10:21.000 --> 00:10:23.000]  他們純種的猶太人
[00:10:23.000 --> 00:10:25.000]  是屬於上帝的白色
[00:10:25.000 --> 00:10:26.000]  但是現在
[00:10:26.000 --> 00:10:27.000]  因為一個緣故
[00:10:27.000 --> 00:10:30.000]  將這班本來很看不起的猶太人
[00:10:30.000 --> 00:10:33.000]  和被看不起的撒瑪利亞人
[00:10:33.000 --> 00:10:35.000]  住在一起
[00:10:35.000 --> 00:10:37.000]  一起有行動
[00:10:37.000 --> 00:10:39.000]  去求耶穌醫治
[00:10:39.000 --> 00:10:40.000]  這個因素就是因為
[00:10:40.000 --> 00:10:43.000]  他們生了大麻風
[00:10:43.000 --> 00:10:46.000]  在香港住得久的人都知道
[00:10:46.000 --> 00:10:47.000]  以前喜寧洲
[00:10:47.000 --> 00:10:50.000]  這個地方就是收麻風病院的人
[00:10:50.000 --> 00:10:51.000]  不用說2000年前
[00:10:51.000 --> 00:10:53.000]  幾十年前
[00:10:53.000 --> 00:10:55.000]  在環球圈子
[00:10:55.000 --> 00:10:56.000]  在香港圈子
[00:10:56.000 --> 00:10:58.000]  聽見麻風病都很可怕
[00:10:58.000 --> 00:11:00.000]  因為沒得醫
[00:11:00.000 --> 00:11:02.000]  更何況2000年前
[00:11:02.000 --> 00:11:04.000]  在利美記裏面特別記載
[00:11:04.000 --> 00:11:06.000]  在教育聖經裏面記載
[00:11:06.000 --> 00:11:09.000]  如果你生大麻風的話
[00:11:09.000 --> 00:11:11.000]  你要遠離人群
[00:11:11.000 --> 00:11:13.000]  因為會傳染
[00:11:13.000 --> 00:11:15.000]  在那裏
[00:11:15.000 --> 00:11:17.000]  基本上在當時的醫學裏面
[00:11:17.000 --> 00:11:18.000]  是沒得醫的
[00:11:18.000 --> 00:11:20.000]  所以你只能夠聽天由命
[00:11:20.000 --> 00:11:22.000]  希望有奇蹟出現
[00:11:22.000 --> 00:11:24.000]  得到醫治
[00:11:24.000 --> 00:11:26.000]  不單止他們身體上受缺陷
[00:11:26.000 --> 00:11:28.000]  你知道麻風病的人
[00:11:28.000 --> 00:11:30.000]  會有很多困難
[00:11:30.000 --> 00:11:32.000]  他們的臉容會扭曲
[00:11:32.000 --> 00:11:34.000]  手指有時候會斷了
[00:11:34.000 --> 00:11:36.000]  他們不知道痛
[00:11:36.000 --> 00:11:38.000]  大家有沒有去過麻風病的地方
[00:11:38.000 --> 00:11:40.000]  有沒有去過麻風村
[00:11:40.000 --> 00:11:42.000]  我最近這20年有機會
[00:11:42.000 --> 00:11:44.000]  時時去廣東省一條麻風村
[00:11:44.000 --> 00:11:46.000]  做報道工作
[00:11:46.000 --> 00:11:48.000]  當然那條麻風村
[00:11:48.000 --> 00:11:50.000]  那裏住的麻風病人已經康復了
[00:11:50.000 --> 00:11:51.000]  不會傳染
[00:11:51.000 --> 00:11:52.000]  所以大家放心
[00:11:52.000 --> 00:11:54.000]  我不會感染大家
[00:11:54.000 --> 00:12:00.000]  真的見到他們很淒涼
[00:12:02.000 --> 00:12:04.000]  我見過一個婆婆
[00:12:04.000 --> 00:12:06.000]  幾十年的麻風病之後
[00:12:06.000 --> 00:12:08.000]  她的下巴跌了下來
[00:12:08.000 --> 00:12:10.000]  她跟你說話
[00:12:10.000 --> 00:12:12.000]  她很尷尬
[00:12:12.000 --> 00:12:14.000]  跌下來她托回來了
[00:12:14.000 --> 00:12:16.000]  她覺得她很不好意思
[00:12:16.000 --> 00:12:18.000]  有些人不想跟她握手
[00:12:18.000 --> 00:12:20.000]  握手的時候
[00:12:20.000 --> 00:12:22.000]  她的手指沒有了
[00:12:22.000 --> 00:12:24.000]  她的手指有幾隻手指
[00:12:24.000 --> 00:12:26.000]  她很需要上帝的愛
[00:12:26.000 --> 00:12:28.000]  很需要上帝的福音
[00:12:28.000 --> 00:12:30.000]  有些人已經康復了
[00:12:30.000 --> 00:12:32.000]  她問你為什麼不回家
[00:12:32.000 --> 00:12:34.000]  她說我不會回去的
[00:12:34.000 --> 00:12:36.000]  為什麼不回去呢
[00:12:36.000 --> 00:12:38.000]  大家有沒有想到
[00:12:38.000 --> 00:12:40.000]  特別是我們中國人容易明白
[00:12:40.000 --> 00:12:42.000]  她說我不想連累我子女
[00:12:42.000 --> 00:12:44.000]  雖然我康復了
[00:12:44.000 --> 00:12:46.000]  不會傳染人
[00:12:46.000 --> 00:12:48.000]  但是如果我住在我子女的家裏
[00:12:48.000 --> 00:12:50.000]  他們沒有面子的
[00:12:50.000 --> 00:12:52.000]  他們鄰居的朋友
[00:12:52.000 --> 00:12:54.000]  會不跟他們來往的
[00:12:54.000 --> 00:12:56.000]  所以我無謂害他們
[00:12:56.000 --> 00:12:58.000]  我就繼續在那裏住
[00:12:58.000 --> 00:13:00.000]  我不是說2000年前
[00:13:00.000 --> 00:13:02.000]  是說現在這個社會
[00:13:02.000 --> 00:13:04.000]  都有被人隔絕
[00:13:04.000 --> 00:13:06.000]  被人看不起的後果
[00:13:06.000 --> 00:13:08.000]  在利美紀錄裏記載
[00:13:08.000 --> 00:13:10.000]  不單止他們分開了
[00:13:10.000 --> 00:13:12.000]  他們的身體有影響
[00:13:12.000 --> 00:13:14.000]  而且
[00:13:14.000 --> 00:13:16.000]  自尊心也有問題
[00:13:16.000 --> 00:13:18.000]  當他遠遠見到其他人的時候
[00:13:18.000 --> 00:13:20.000]  他就大聲叫
[00:13:20.000 --> 00:13:22.000]  不潔淨啊不潔淨啊
[00:13:22.000 --> 00:13:24.000]  誰喜歡這樣
[00:13:24.000 --> 00:13:26.000]  公開說自己呢
[00:13:26.000 --> 00:13:28.000]  叫別人不要走過來
[00:13:28.000 --> 00:13:30.000]  不要惹到你
[00:13:30.000 --> 00:13:32.000]  所以是絕對的
[00:13:32.000 --> 00:13:34.000]  跟外面隔絕
[00:13:34.000 --> 00:13:36.000]  但是這些困難
[00:13:36.000 --> 00:13:38.000]  你會發覺有一個很微妙的地方
[00:13:38.000 --> 00:13:40.000]  本來
[00:13:40.000 --> 00:13:42.000]  這班猶太人是看不起
[00:13:42.000 --> 00:13:44.000]  這班撒瑪利亞人的
[00:13:44.000 --> 00:13:46.000]  你留意一下經文是怎樣說的
[00:13:46.000 --> 00:13:48.000]  第19節
[00:13:48.000 --> 00:13:50.000]  耶穌對著回來的撒瑪利亞人說
[00:13:50.000 --> 00:13:52.000]  除了這外族人
[00:13:52.000 --> 00:13:54.000]  那就是說
[00:13:54.000 --> 00:13:56.000]  其他九個是什麼呢
[00:13:56.000 --> 00:13:58.000]  是猶太人
[00:13:58.000 --> 00:14:00.000]  除了這個外族人
[00:14:00.000 --> 00:14:02.000]  這個撒瑪利亞人之外
[00:14:02.000 --> 00:14:04.000]  其他人就是猶太人
[00:14:04.000 --> 00:14:06.000]  這九個猶太人
[00:14:06.000 --> 00:14:08.000]  竟然可以跟撒瑪利亞人
[00:14:08.000 --> 00:14:10.000]  一起生活
[00:14:10.000 --> 00:14:12.000]  原因就是因為他自己也搞不定
[00:14:12.000 --> 00:14:16.000]  原來有時候我們遇見一些問題
[00:14:16.000 --> 00:14:18.000]  搞不定有一個好處的
[00:14:18.000 --> 00:14:20.000]  我們新春頭不想說一些
[00:14:20.000 --> 00:14:22.000]  不吉利的話
[00:14:22.000 --> 00:14:24.000]  不想遇見一些不好的
[00:14:24.000 --> 00:14:26.000]  不想遇見一些我們沒有能力去控制
[00:14:26.000 --> 00:14:28.000]  甚至失去了
[00:14:28.000 --> 00:14:30.000]  身體的健康
[00:14:30.000 --> 00:14:32.000]  社交的能力
[00:14:32.000 --> 00:14:34.000]  我們也不想
[00:14:34.000 --> 00:14:36.000]  沒有人喜歡這樣做
[00:14:36.000 --> 00:14:38.000]  不過真的遇見困難的時候
[00:14:38.000 --> 00:14:40.000]  有一個好處的
[00:14:40.000 --> 00:14:42.000]  就是我們能夠謙卑下來
[00:14:42.000 --> 00:14:46.000]  你越是覺得自己搞得定
[00:14:46.000 --> 00:14:50.000]  你越是
[00:14:50.000 --> 00:14:52.000]  很難謙卑
[00:14:52.000 --> 00:14:54.000]  很難跟別人相處
[00:14:54.000 --> 00:14:56.000]  你越是覺得
[00:14:56.000 --> 00:14:58.000]  你自己可以控制
[00:14:58.000 --> 00:15:00.000]  你的生活
[00:15:00.000 --> 00:15:02.000]  你越難在神面前謙卑
[00:15:02.000 --> 00:15:06.000]  你有沒有聽過一些未信主的朋友這樣說呢
[00:15:06.000 --> 00:15:10.000]  有時候我們叫他
[00:15:10.000 --> 00:15:12.000]  試試來聽道理
[00:15:12.000 --> 00:15:14.000]  他反應什麼呢 什麼都不信的
[00:15:14.000 --> 00:15:18.000]  我信新教
[00:15:18.000 --> 00:15:20.000]  開玩笑的說
[00:15:20.000 --> 00:15:22.000]  有些人什麼都不信的 我信我自己的
[00:15:22.000 --> 00:15:24.000]  雖然這句說話好像開玩笑的說
[00:15:24.000 --> 00:15:26.000]  但這句說話正正說出精神
[00:15:26.000 --> 00:15:28.000]  就是因為
[00:15:28.000 --> 00:15:30.000]  很相信自己的能力
[00:15:30.000 --> 00:15:32.000]  所以很難
[00:15:32.000 --> 00:15:34.000]  全心全意投靠神
[00:15:34.000 --> 00:15:38.000]  困難
[00:15:38.000 --> 00:15:42.000]  其中一個帶來的副產品
[00:15:42.000 --> 00:15:44.000]  就是令到我們
[00:15:44.000 --> 00:15:46.000]  可以謙卑下來
[00:15:46.000 --> 00:15:48.000]  領受上帝的恩典
[00:15:48.000 --> 00:15:50.000]  上帝是一個樂意施恩給人
[00:15:50.000 --> 00:15:52.000]  不過上帝不會勉強人要他恩典
[00:15:52.000 --> 00:15:56.000]  上帝要人跟從他
[00:15:56.000 --> 00:15:58.000]  但上帝不會勉強人要人跟從他
[00:15:58.000 --> 00:16:00.000]  上帝從來都不會勉強人
[00:16:00.000 --> 00:16:02.000]  做一個決定
[00:16:02.000 --> 00:16:04.000]  上帝會感動你 會教導你
[00:16:04.000 --> 00:16:06.000]  甚至會提醒你
[00:16:06.000 --> 00:16:08.000]  不過上帝不會代你做決定
[00:16:08.000 --> 00:16:10.000]  直至到
[00:16:10.000 --> 00:16:12.000]  你肯謙卑下來
[00:16:12.000 --> 00:16:14.000]  領受上帝的恩典
[00:16:14.000 --> 00:16:16.000]  所以
[00:16:16.000 --> 00:16:18.000]  如果
[00:16:18.000 --> 00:16:20.000]  你是一個感恩的人
[00:16:20.000 --> 00:16:22.000]  大概
[00:16:22.000 --> 00:16:24.000]  你會看到
[00:16:24.000 --> 00:16:26.000]  我是很需要上帝的恩典
[00:16:26.000 --> 00:16:28.000]  你記得耶穌
[00:16:28.000 --> 00:16:30.000]  一次被人請做吃飯的
[00:16:30.000 --> 00:16:32.000]  一個記載嗎
[00:16:32.000 --> 00:16:34.000]  那個記載裏面就是
[00:16:34.000 --> 00:16:36.000]  耶穌進了一個很有錢的
[00:16:36.000 --> 00:16:38.000]  法利菜人的家中作客
[00:16:38.000 --> 00:16:40.000]  然後
[00:16:40.000 --> 00:16:42.000]  一個犯罪的女人
[00:16:42.000 --> 00:16:44.000]  她很不配走到耶穌面前
[00:16:44.000 --> 00:16:46.000]  哭了
[00:16:46.000 --> 00:16:48.000]  很痛哭
[00:16:48.000 --> 00:16:50.000]  弄濕了耶穌的腳
[00:16:50.000 --> 00:16:52.000]  用頭髮去擦乾
[00:16:52.000 --> 00:16:54.000]  你記得這個故事嗎
[00:16:54.000 --> 00:16:56.000]  然後那個法利菜人的西門
[00:16:56.000 --> 00:16:58.000]  這個主人家就很難接受
[00:16:58.000 --> 00:17:00.000]  為什麼要這樣做
[00:17:00.000 --> 00:17:02.000]  耶穌說
[00:17:02.000 --> 00:17:04.000]  如果你覺得自己
[00:17:04.000 --> 00:17:06.000]  很能搞定 是義人
[00:17:06.000 --> 00:17:08.000]  沒什麼問題
[00:17:08.000 --> 00:17:10.000]  你不會這樣表達的
[00:17:10.000 --> 00:17:12.000]  但是如果你覺得自己是一個罪人
