
[00:00:00.000 --> 00:00:03.440]  我剛剛夠資格 多了幾年
[00:04:04.380 --> 00:04:10.820]  所以你看到所羅門是一個很得上帝歡喜的人
[00:04:10.820 --> 00:04:15.940]  人生是很美滿 無憾的
[00:04:15.940 --> 00:04:18.960]  有時候我都覺得 我六十幾歲了
[00:04:18.960 --> 00:04:20.620]  六十幾年了 我和大家說
[00:04:20.620 --> 00:04:23.580]  人生都是無憾的
[00:04:23.580 --> 00:04:27.220]  無憾就是沒有什麼遺憾 神給很多恩典
[00:04:27.220 --> 00:04:30.540]  無憾不表示你沒有失敗過
[00:04:30.540 --> 00:04:33.300]  不表示你一帆風順
[00:04:33.300 --> 00:04:38.900]  而是表示在你的困難 在你的遭遇的失敗當中
[00:04:38.900 --> 00:04:42.140]  有上帝的同在
[00:04:42.140 --> 00:04:44.820]  但第三個階段
[00:04:44.820 --> 00:04:48.940]  就在他最有智慧 而神很喜歡的時候
[00:04:48.940 --> 00:04:55.780]  所羅門就竟然在這個時候偏向外邦的非凡
[00:04:55.780 --> 00:04:58.580]  這個和他的聰明有關
[00:04:58.580 --> 00:05:02.540]  傳說書經常說的 聰明和智慧 智慧和聰明
[00:05:02.540 --> 00:05:05.100]  有時候看上去有些不太一樣
[00:05:05.100 --> 00:05:09.660]  聰明就是 智慧就是比較本質性的意思
[00:05:09.660 --> 00:05:14.100]  就是內在性的 聰明是比較使用出來
[00:05:14.100 --> 00:05:20.300]  將你應用你裡頭的那些想法
[00:05:20.300 --> 00:05:22.060]  當你使用出來的時候
[00:05:22.060 --> 00:05:26.340]  你就會面對很多這個社會很複雜的東西
[00:05:26.340 --> 00:05:30.540]  怎樣有效的將你思考到的東西去應用出來
[00:05:30.540 --> 00:05:35.460]  那就要聰明了 而所羅門在聰明的時候
[00:05:35.460 --> 00:05:38.780]  他就太過聰明 因為
[00:05:38.780 --> 00:05:43.460]  以色列國是幾個大國所經過的地方
[00:05:43.460 --> 00:05:47.740]  南面埃及 北面敘利亞 還有巴比倫
[00:05:47.740 --> 00:05:50.660]  這幾個大國經常在那裡經過
[00:05:50.660 --> 00:05:53.540]  所以這個地方是很危險的
[00:05:53.540 --> 00:05:57.780]  它在大路上 所以他必須要穩定自己的政治
[00:05:57.780 --> 00:06:03.300]  在這個時候 他就用了方法和各國來交往
[00:06:03.300 --> 00:06:05.300]  並且建立友好關係
[00:06:05.300 --> 00:06:11.220]  而最好的關係就是迎娶每一個國家的公主
[00:06:11.220 --> 00:06:13.820]  做萬國的女婿
[00:06:13.820 --> 00:06:17.940]  又將他們的敬拜的神帶回耶路撒冷
[00:06:17.940 --> 00:06:23.780]  這樣就可以保持他國家穩定繁榮
[00:06:23.780 --> 00:06:26.260]  不過當他這樣做的時候
[00:06:26.260 --> 00:06:29.180]  他保存了他的政治上的穩定
[00:06:29.180 --> 00:06:32.780]  可惜就因為這樣的緣故
[00:06:32.780 --> 00:06:39.260]  外面的宗教就讓以色列人偏向偶像
[00:06:39.260 --> 00:06:42.700]  當他看到其他文化這麼高這麼偉大的時候
[00:06:42.700 --> 00:06:45.140]  就離開了耶和華
[00:06:45.140 --> 00:06:47.260]  所以當一個人最聰明的時候
[00:06:47.260 --> 00:06:49.060]  最為自己打算的時候
[00:06:49.060 --> 00:06:52.060]  而不是將上帝放在第一位的時候
[00:06:52.060 --> 00:06:53.460]  他就開始偏離
[00:06:53.460 --> 00:06:56.380]  而第四 上帝警告他
[00:06:56.380 --> 00:07:01.260]  你這樣做 你為自己的國家的穩定
[00:07:01.260 --> 00:07:06.220]  來做這麼多事情 我就要你國家分裂
[00:07:06.220 --> 00:07:07.660]  上帝是這樣
[00:07:07.660 --> 00:07:10.780]  你認為有很多人能夠保障自己
[00:07:10.780 --> 00:07:15.180]  有最多的財富 拼命工作離開上帝
[00:07:15.180 --> 00:07:18.220]  神就說 好 你這麼拼命去做事
[00:07:18.220 --> 00:07:21.540]  我將你的財富拿回來
[00:07:21.540 --> 00:07:23.540]  所羅門就面對這個
[00:07:23.540 --> 00:07:25.940]  所羅門覺得這個世界很空虛
[00:07:25.940 --> 00:07:29.940]  空虛就是他用這麼多的精神能力去做
[00:07:29.940 --> 00:07:32.940]  結果適得其反
[00:07:32.940 --> 00:07:36.140]  正正在這裡所羅門就想說一件事
[00:07:36.140 --> 00:07:40.140]  這件事就是人用了各樣方法
[00:07:40.140 --> 00:07:44.140]  但是離開了上帝之後
[00:07:44.140 --> 00:07:47.540]  他所做的事情適得其反
[00:07:47.540 --> 00:07:52.540]  因此傳道書其實是要和外邦人說的
[00:07:52.540 --> 00:07:57.340]  所以傳道書用的神的名字就不是用耶和華的
[00:07:57.340 --> 00:07:59.140]  用以羅恩
[00:07:59.140 --> 00:08:04.340]  因為以羅恩這個字是外邦人熟悉的
[00:08:04.340 --> 00:08:09.340]  所羅門說的話 西方的人用各樣方法建立他的帝國
[00:08:09.340 --> 00:08:11.940]  建立他的財富 建立他的名利
[00:08:11.940 --> 00:08:16.140]  他以為這樣他就可以有一個穩定的快樂的人生
[00:08:16.140 --> 00:08:19.140]  這個人的理性 人的智慧
[00:08:19.140 --> 00:08:21.140]  但是當人家這樣做的時候
[00:08:21.140 --> 00:08:25.140]  他突然發現有很多事情是猜不到的
[00:08:25.140 --> 00:08:27.140]  世人是猜不到的
[00:08:27.140 --> 00:08:30.140]  你認為這個生意蒸蒸日上
[00:08:30.140 --> 00:08:34.140]  但是突然間金融風暴就沒有了
[00:08:34.140 --> 00:08:36.140]  非理性
[00:08:36.140 --> 00:08:38.140]  所以他要對外邦人說
[00:08:38.140 --> 00:08:42.140]  不要以為用你的能力 方法去建立這些事
[00:08:42.140 --> 00:08:45.140]  是可以一夕之間什麼都沒有了
[00:08:45.140 --> 00:08:49.140]  一個雷曼兄弟非常不夠兄弟
[00:08:49.140 --> 00:08:52.140]  很多人都沒有了 你猜不到
[00:08:52.140 --> 00:08:56.140]  上帝興起多國勢力攻擊他
[00:08:56.140 --> 00:08:59.140]  到晚年他就上進虎角
[00:08:59.140 --> 00:09:03.140]  雖然耶和華上帝和他說
[00:09:03.140 --> 00:09:08.140]  我不會在你生前叫你國家分裂
[00:09:08.140 --> 00:09:14.140]  但是你看到周圍的人和他本身的子民反對他
[00:09:14.140 --> 00:09:20.140]  因為他拼命在皇宮被非稟住 勞民傷財
[00:09:20.140 --> 00:09:25.140]  結果使當時的人對所羅門有很多怨言
[00:09:25.140 --> 00:09:29.140]  他是聰明人 他知道的 他都聽到的
[00:09:29.140 --> 00:09:31.140]  但這個時候他沒有能力
[00:09:31.140 --> 00:09:35.140]  所以在晚年的時候他經歷了這些事情
[00:09:35.140 --> 00:09:40.140]  和一幫智慧的人就將他寫出來
[00:09:40.140 --> 00:09:44.140]  傳道者的傳道書 為什麼叫傳道書呢?
[00:09:44.140 --> 00:09:49.140]  其實Arsis 這個集會的意思是翻譯希臘文
[00:09:49.140 --> 00:09:51.140]  它原有簡單就是說
[00:09:51.140 --> 00:09:56.140]  一個集會上面有一個人要和你說很重要的事情
[00:09:56.140 --> 00:10:02.140]  你來聽 現在所羅門就書尊降貴
[00:10:02.140 --> 00:10:07.140]  來到這個街市那裡和你說一些很重要的事情
[00:10:07.140 --> 00:10:14.140]  就是他經歷一生 這些作為一個人
[00:10:14.140 --> 00:10:21.140]  不單是以色列人 也包括外邦人需要聽
[00:10:21.140 --> 00:10:25.140]  而這些是很多人都經歷過 不是新事
[00:10:25.140 --> 00:10:28.140]  他所說的我們都有同感
[00:10:28.140 --> 00:10:35.140]  如果我們看回這本書 剛才我們就讀了兩節經文
[00:10:35.140 --> 00:10:40.140]  不過今晚我會逐一逐一的讀經文
[00:10:40.140 --> 00:10:47.140]  在這本書裡面 你經常會看到有很多不公平的事情
[00:10:47.140 --> 00:10:52.140]  就好像上帝對很多事物是漠不關心的
[00:10:52.140 --> 00:10:56.140]  一章12到14節 因為我們會詳細說的
[00:10:56.140 --> 00:11:00.140]  剛才我們就已經讀了一章12到14節
[00:11:00.140 --> 00:11:06.140]  14節 我見日光之下所發生的一切事
[00:11:06.140 --> 00:11:13.140]  全是虛空 全是暴風 然後到第二章那裡
[00:11:13.140 --> 00:11:19.140]  都是差不多的 他說在這個世界上
[00:11:19.140 --> 00:11:24.140]  發生這麼多不公平的事情 上帝沉默不語
[00:11:24.140 --> 00:11:28.140]  很多人就會問 神在哪裡?
[00:11:28.140 --> 00:11:31.140]  為什麼好人不能好報?惡人竟一場壽?
[00:11:31.140 --> 00:11:34.140]  剛才不是讀了嗎?
[00:11:34.140 --> 00:11:38.140]  通常我們會問 如果有上帝為什麼會這樣?
[00:11:38.140 --> 00:11:40.140]  好人怎麼會有病?
[00:11:40.140 --> 00:11:45.140]  那些惡人竟然是死的時候不知道多快樂
[00:11:45.140 --> 00:11:47.140]  有沒有這樣的事情發生呢?
[00:11:47.140 --> 00:11:50.140]  有的 不過我們不敢說的
[00:11:50.140 --> 00:11:58.140]  你忍著最後幾天 忍著最後幾年
[00:11:58.140 --> 00:12:04.140]  誰知道最後幾天 最後幾年多快樂 多舒服
[00:12:04.140 --> 00:12:07.140]  一下子就走了
[00:12:07.140 --> 00:12:12.140]  你會很氣憤 是不是?
[00:12:12.140 --> 00:12:15.140]  有很多事情很氣憤
[00:12:15.140 --> 00:12:18.140]  我們看下去 在結構上
[00:12:18.140 --> 00:12:21.140]  一開始的時候有探究生命
[00:12:21.140 --> 00:12:26.140]  然後傳道者有結論 這個我會慢慢去說
[00:12:26.140 --> 00:12:28.140]  傳道書是沒有結構的
[00:12:28.140 --> 00:12:32.140]  如果真的要結構 這個大概是其中一個結構
[00:12:32.140 --> 00:12:38.140]  整個傳道書其實都是想說一件事
[00:12:38.140 --> 00:12:41.140]  上帝沒有離開這個世界
[00:12:41.140 --> 00:12:44.140]  你看到很多事情不公義、不公道
[00:12:44.140 --> 00:12:50.140]  沒辦法解決人生很多荒謬的事情
[00:12:50.140 --> 00:12:55.140]  因為上帝所做的事情不是按照我們的理性
[00:12:55.140 --> 00:12:58.140]  也不是按照因果律
[00:12:58.140 --> 00:13:03.140]  上帝仍然在這個世界上掌權
[00:13:03.140 --> 00:13:09.140]  最後傳道書就說 我們應該要知道
[00:13:09.140 --> 00:13:10.140]  我們在這個世界上
[00:13:10.140 --> 00:13:15.140]  我們是可以按照上帝的心意很快樂地活
[00:13:15.140 --> 00:13:18.140]  它的目的不是叫我們受苦
[00:13:18.140 --> 00:13:22.140]  而是叫我們開開心心 看得通又看得透
[00:13:22.140 --> 00:13:28.140]  我們開始就說第一個 去控
[00:13:28.140 --> 00:13:33.140]  當你打開傳道書 第一章
[00:13:33.140 --> 00:13:37.140]  第一節 耶路撒冷周王大衛的兒子
[00:13:37.140 --> 00:13:42.140]  傳道者的言語 傳道者說 虛空的虛空
[00:13:42.140 --> 00:13:45.140]  虛空的虛空 全是虛空
[00:13:45.140 --> 00:13:50.140]  什麼叫虛空 一開始說 虛空
[00:13:50.140 --> 00:13:55.140]  虛空這個詞的希伯來文就叫做
[00:13:55.140 --> 00:14:01.140]  何悲苦 發音差不多
[00:14:01.140 --> 00:14:10.140]  38次 這個詞可以說是半寸整個傳道說
[00:14:10.140 --> 00:14:15.140]  最主要的詞 虛空其實這個詞就是指空氣
[00:14:15.140 --> 00:14:21.140]  蒸氣 虛浮 徒然 或者沒有效果的
[00:14:21.140 --> 00:14:27.140]  甚至欺騙 短暫 荒謬的
[00:14:27.140 --> 00:14:31.140]  如果你將它翻譯 最貼切就是荒謬
[00:14:31.140 --> 00:14:36.140]  荒謬的荒謬 荒謬的荒謬 全是荒謬
[00:14:36.140 --> 00:14:38.140]  為什麼呢 什麼叫荒謬呢
[00:14:38.140 --> 00:14:41.140]  荒謬的意思就是說 有些事情
[00:14:41.140 --> 00:14:44.140]  如果你做好事就應該結好果子
[00:14:44.140 --> 00:14:47.140]  這個是因果律 好人應該得好報
[00:14:47.140 --> 00:14:51.140]  這個是因果律 你付出十分努力
[00:14:51.140 --> 00:14:55.140]  應該收到十分果效 這個是應該的
[00:14:55.140 --> 00:14:59.140]  但是荒謬就是說 正正你付出十分努力
[00:14:59.140 --> 00:15:03.140]  是得不到十分果效 你做好人不得好報
[00:15:03.140 --> 00:15:07.140]  這些完全是很反常的 而這些在人生裡面
[00:15:07.140 --> 00:15:11.140]  是心裡面壓著 不開心的
[00:15:11.140 --> 00:15:15.140]  我們見到又不想講的 又或者不敢講的
[00:15:15.140 --> 00:15:18.140]  那傳道者就說 好 我就幫你講出來
[00:15:18.140 --> 00:15:24.140]  一開始他就說虛空 接著下去呢
[00:15:24.140 --> 00:15:29.140]  我們就用幾方面來解釋什麼叫虛空
[00:15:29.140 --> 00:15:34.140]  第一個虛空就叫道德不協調
[00:15:34.140 --> 00:15:38.140]  什麼叫道德不協調呢 在七章十五節
[00:15:38.140 --> 00:15:42.140]  他怎麼說呢 他說有義人行義 反戰滅亡
[00:15:42.140 --> 00:15:46.140]  剛才就讀過了 有惡人行惡 倒響長壽
[00:15:46.140 --> 00:15:51.140]  這時我再留意 虛空之日中所見過的
[00:15:51.140 --> 00:15:56.140]  所羅門德說 在荒謬的日子裡面
[00:15:56.140 --> 00:16:01.140]  最荒謬的是什麼呢 義人行義 反戰滅亡
[00:16:01.140 --> 00:16:08.140]  是不是很荒謬 做好人 突然間你得不到好報
[00:16:08.140 --> 00:16:13.140]  有一個婆婆被車 不知道是車碰到
[00:16:13.140 --> 00:16:17.140]  或者她碰到車 跌到地上 有一個年輕人
[00:16:17.140 --> 00:16:21.140]  走過去扶起她 想著做好心 點了一起身
[00:16:21.140 --> 00:16:25.140]  她就說那個年輕人撞跌她 搞到她腳都損了
[00:16:25.140 --> 00:16:28.140]  骨頭斷了 要告她 那個年輕人說
[00:16:28.140 --> 00:16:33.140]  婆婆 你有沒有搞錯啊 我來幫你而已
[00:16:33.140 --> 00:16:36.140]  什麼幫我啊 明明你推著我
[00:16:36.140 --> 00:16:41.140]  你年輕人說謊 那個年輕人說
[00:16:41.140 --> 00:16:44.140]  不是啊 婆婆 我出來幫你啊
[00:16:44.140 --> 00:16:48.140]  叫公安來抓他 有沒有聽過這件事啊
[00:16:48.140 --> 00:16:53.140]  結果怎麼樣啊 那個年輕人被判監啊
[00:16:53.140 --> 00:17:00.140]  是不是很荒謬啊 跟著這件事之後呢
[00:17:00.140 --> 00:17:05.140]  如果有人跌倒呢 你不敢扶她了
[00:17:05.140 --> 00:17:08.140]  因為婆婆要他賠償啊 他死都不肯賠啊
[00:17:08.140 --> 00:17:13.140]  我來幫他 你不賠我 我報公安 我抓你
[00:17:13.140 --> 00:17:19.140]  結果抓他 一個人為了很少自己的利益
[00:17:19.140 --> 00:17:27.140]  將整個道德律破壞了 是不是啊
[00:17:27.140 --> 00:17:35.140]  所以傳道書說 本來道德律是保障我們每個人
[00:17:35.140 --> 00:17:40.140]  叫我們能夠去遵守彼此的看顧
[00:17:40.140 --> 00:17:44.140]  但因為人的自私 不知道什麼原因
[00:17:44.140 --> 00:17:49.140]  總之呢 做好心不行好報 是令人很氣餒的
[00:17:49.140 --> 00:17:52.140]  而事實上呢 他說日剛就無新事
[00:17:52.140 --> 00:17:54.140]  今天有 以往都有
[00:17:54.140 --> 00:17:57.140]  你說都不是的 以前的人是好一些的
[00:17:57.140 --> 00:18:01.140]  如果我們查歷史呢 以前的人一樣有
[00:18:01.140 --> 00:18:04.140]  指鹿為馬 明明是這件事
[00:18:04.140 --> 00:18:08.140]  就說不是 你不聽我的話 我殺了你
[00:18:08.140 --> 00:18:11.140]  原來在這個世界上 傳道者的體驗中
[00:18:11.140 --> 00:18:16.140]  他說人呢 我們靠的很脆弱
[00:18:16.140 --> 00:18:19.140]  我們靠一些道德律去保障我們
[00:18:19.140 --> 00:18:22.140]  但有時候這些道德律是沒辦法保障我們
[00:18:22.140 --> 00:18:26.140]  很脆弱 他在跟這個世界說
[00:18:26.140 --> 00:18:30.140]  世人就說 我不需要上帝 我立好法
[00:18:30.140 --> 00:18:33.140]  我有了道德律 我就可以在這裡生存 很快樂
[00:18:33.140 --> 00:18:35.140]  傳道者說 不一定
[00:18:35.140 --> 00:18:38.140]  這個世界不是一定這樣
[00:18:38.140 --> 00:18:43.140]  惡人行惡 保享長壽 這個就很多了 是吧
[00:18:43.140 --> 00:18:48.140]  有些人呢 不是每個人都有報應的
[00:18:48.140 --> 00:18:55.140]  所以康德 這個德國哲學家就說
[00:18:55.140 --> 00:19:00.140]  他很多時候呢 他不是用中文講的
[00:19:00.140 --> 00:19:02.140]  不過我代他講
[00:19:02.140 --> 00:19:06.140]  修橋保路就是殺人放火金腰帶
[00:19:06.140 --> 00:19:08.140]  修橋保路就沒有屍骸
[00:19:08.140 --> 00:19:12.140]  康德就說 如果沒有上帝
[00:19:12.140 --> 00:19:14.140]  沒有死後審判
[00:19:14.140 --> 00:19:17.140]  這個世界還成為世界嗎?
[00:19:17.140 --> 00:19:20.140]  對不對? 每個人都作惡
[00:19:20.140 --> 00:19:22.140]  所以康德就說 一定要有上帝
[00:19:22.140 --> 00:19:24.140]  還要有死後審判
[00:19:24.140 --> 00:19:27.140]  這樣那些人才不敢作惡
[00:19:27.140 --> 00:19:31.140]  所以康德他不是神學家 他是哲學家
[00:19:31.140 --> 00:19:34.140]  康德就說 我證明不了上帝給你
[00:19:34.140 --> 00:19:38.140]  但沒有上帝 這個道德世界就亂了大龍
[00:19:38.140 --> 00:19:40.140]  所以世人就認為
[00:19:40.140 --> 00:19:43.140]  我找了道德律 我設定了法治
[00:19:43.140 --> 00:19:46.140]  這個法律 那我們就很快樂
[00:19:46.140 --> 00:19:48.140]  在這個世界很安全地生活
[00:19:48.140 --> 00:19:50.140]  康德說 不是
[00:19:50.140 --> 00:19:54.140]  剛剛就是道德律沒有辦法保障我們
[00:19:54.140 --> 00:19:57.140]  我們在這個世界上就很危險
[00:19:57.140 --> 00:19:59.140]  很危險
[00:19:59.140 --> 00:20:02.140]  你本來想做一些好的事
[00:20:02.140 --> 00:20:05.140]  很可能就被人誤會
[00:20:05.140 --> 00:20:11.140]  那些不好的人 竟然就有很好的報應
[00:20:11.140 --> 00:20:15.140]  所以第一個 空虛什麼呢?
[00:20:15.140 --> 00:20:20.140]  這個世界破壞 道德不協調
[00:20:20.140 --> 00:20:24.140]  接著 現實不協調
[00:20:24.140 --> 00:20:27.140]  多子未必多福
[00:20:27.140 --> 00:20:30.140]  人有一百個兒子 又活很多歲數
[00:20:30.140 --> 00:20:33.140]  很快樂 百子千孫
[00:20:33.140 --> 00:20:38.140]  以至年日甚多 心裡卻不得滿享福樓
[00:20:38.140 --> 00:20:42.140]  又不得埋葬兒子 真可憐
[00:20:42.140 --> 00:20:48.140]  據我説 那不到期而落的胎 比他倒好
[00:20:48.140 --> 00:20:53.140]  人很多時候我們說
[00:20:53.140 --> 00:20:57.140]  養兒防老 積谷防饑 是不是?
[00:20:57.140 --> 00:21:03.140]  有些子女將來可以很快樂地兒孫滿堂
[00:21:03.140 --> 00:21:04.140]  這是中文的范畯
[00:21:04.140 --> 00:21:07.140]  猶太人和中文很相似
[00:21:07.140 --> 00:21:09.140]  很重視家庭
[00:21:09.140 --> 00:21:11.140]  所以我們不要氣餒
[00:21:11.140 --> 00:21:12.140]  不要氣餒的意思就是說
[00:21:12.140 --> 00:21:15.140]  有當然好 感謝主 是不是?
[00:21:15.140 --> 00:21:17.140]  子女聽說 感謝主
[00:21:17.140 --> 00:21:21.140]  我的子女很乖 讀大學 又什麼的
[00:21:21.140 --> 00:21:23.140]  感謝主
[00:21:23.140 --> 00:21:28.140]  但是很多人 子女未必聽話
[00:21:28.140 --> 00:21:32.140]  只是不用刀砍你偷笑
[00:21:32.140 --> 00:21:34.140]  不過我們通常不會說的 是不是?
[00:21:34.140 --> 00:21:37.140]  就算有都不敢說 是不是?
[00:21:37.140 --> 00:21:38.140]  激完氣都不敢說
[00:21:38.140 --> 00:21:40.140]  因為你不會做見證的
[00:21:40.140 --> 00:21:44.140]  「哎呀 我兒子今早搶我的錢又偷我的」
[00:21:44.140 --> 00:21:45.140]  「那怎麼辦?」
[00:21:45.140 --> 00:21:46.140]  通常我不會說
[00:21:46.140 --> 00:21:49.140]  「哎呀 我兒子很乖的 讀完大學又聽話」
[00:21:49.140 --> 00:21:51.140]  很多時候都說
[00:21:51.140 --> 00:21:53.140]  教會這邊就很慘
[00:21:53.140 --> 00:21:55.140]  因為我們習慣了成功神學
[00:21:55.140 --> 00:21:57.140]  成功神學就是
[00:21:57.140 --> 00:22:00.140]  我們很喜歡 不是很喜歡
[00:22:00.140 --> 00:22:01.140]  成功神學就是
[00:22:01.140 --> 00:22:03.140]  凡是上帝賜福的人
[00:22:03.140 --> 00:22:05.140]  你一定平安無事
[00:22:05.140 --> 00:22:10.140]  家道豐富 身體健康 萬事順利
[00:22:10.140 --> 00:22:12.140]  所以愛主一定是這樣
[00:22:12.140 --> 00:22:16.140]  反過來 我家道不豐富
[00:22:16.140 --> 00:22:17.140]  子女不聽話
[00:22:17.140 --> 00:22:20.140]  那就是說 上帝不祝福我 是不是?
[00:22:20.140 --> 00:22:22.140]  我沒有福氣
[00:22:22.140 --> 00:22:25.140]  嘩 很慘的 是不是?
[00:22:25.140 --> 00:22:28.140]  就是說 如果你遇到一些不好的事
[00:22:28.140 --> 00:22:31.140]  就是你不夠信心
[00:22:31.140 --> 00:22:33.140]  或者你不夠愛主
[00:22:33.140 --> 00:22:35.140]  所以成功神學一方面
[00:22:35.140 --> 00:22:37.140]  是帶了很多人回去教會
[00:22:37.140 --> 00:22:39.140]  很開心 什麼的
[00:22:39.140 --> 00:22:42.140]  但問題是教會裏面又隱藏了很多人
[00:22:42.140 --> 00:22:45.140]  而那些在心裏面硬著
[00:22:45.140 --> 00:22:46.140]  所以我經常舉個例子
[00:22:46.140 --> 00:22:49.140]  我在太后墓會的superintendent
[00:22:49.140 --> 00:22:52.140]  就是宣導會的監督
[00:22:52.140 --> 00:22:55.140]  他太太做見證
[00:22:55.140 --> 00:23:03.140]  她說我有兩個兒子 一個女兒
[00:23:03.140 --> 00:23:07.140]  三個人我都是這麼疼愛
[00:23:07.140 --> 00:23:10.140]  三個人都是這麼教導
[00:23:10.140 --> 00:23:13.140]  大兒子很乖 小女兒很乖
[00:23:13.140 --> 00:23:18.140]  中間的兒子不聽話
[00:23:18.140 --> 00:23:24.140]  同性戀 吸毒 偷東西
[00:23:24.140 --> 00:23:28.140]  她為了兒子 歌都唱不出來
[00:23:28.140 --> 00:23:35.140]  她說這件事令到她不敢出來
[00:23:35.140 --> 00:23:38.140]  後來她看透了
[00:23:38.140 --> 00:23:40.140]  大兒子是上帝給的
[00:23:40.140 --> 00:23:43.140]  小女兒是上帝給的
[00:23:43.140 --> 00:23:46.140]  中間的兒子是不是上帝給的
[00:23:46.140 --> 00:23:48.140]  是魔鬼給的
