
[00:00:00.000 --> 00:00:05.000]  各位睇片節目嘅各位朋友你好
[00:03:05.520 --> 00:03:07.520]  生者同死者
[00:03:07.520 --> 00:03:09.520]  一樣嘅情絲
[00:03:09.520 --> 00:03:11.520]  一樣嘅哀緒
[00:03:11.520 --> 00:03:13.520]  茫茫所表現出嚟嘅感情
[00:03:13.520 --> 00:03:15.520]  係一種妄言
[00:03:15.520 --> 00:03:16.520]  淒遠
[00:03:16.520 --> 00:03:17.520]  沉痛
[00:03:17.520 --> 00:03:21.520]  呢種嘅哀情籠罩住成篇嘅詞
[00:03:21.520 --> 00:03:22.520]  不思量
[00:03:22.520 --> 00:03:23.520]  自難忘
[00:03:23.520 --> 00:03:25.520]  歲月嘅流逝
[00:03:25.520 --> 00:03:27.520]  生活嘅壓力
[00:03:27.520 --> 00:03:31.520]  都冇沖淡咗佢對亡妻嘅一片心情
[00:03:31.520 --> 00:03:33.520]  佢唔單止無時無刻
[00:03:33.520 --> 00:03:34.520]  喺度諗住佢
[00:03:34.520 --> 00:03:36.520]  而且喺思念之情
[00:03:36.520 --> 00:03:38.520]  歷時越久越深
[00:03:38.520 --> 00:03:39.520]  越濃
[00:03:39.520 --> 00:03:41.520]  唔敢思量
[00:03:41.520 --> 00:03:43.520]  卻由哀思蠻流
[00:03:43.520 --> 00:03:45.520]  盤結於心
[00:03:45.520 --> 00:03:47.520]  難害
[00:03:47.520 --> 00:03:49.520]  佛不去
[00:03:49.520 --> 00:03:51.520]  蘇軾用最平常嘅語句
[00:03:51.520 --> 00:03:54.520]  寫出最動人嘅一首詞
[00:03:54.520 --> 00:03:56.520]  呢一句
[00:03:56.520 --> 00:03:58.520]  相見無言
[00:03:58.520 --> 00:04:00.520]  惟有淚千行
[00:04:00.520 --> 00:04:02.520]  真係絕句
[00:04:02.520 --> 00:04:04.520]  令人傷感不已
[00:04:04.520 --> 00:04:06.520]  事實上一談到死亡
[00:04:06.520 --> 00:04:08.520]  對每一個人嚟講
[00:04:08.520 --> 00:04:11.520]  都係一個懼怕嘅一樣嘢
[00:04:11.520 --> 00:04:13.520]  喺蘇軾嘅一生
[00:04:13.520 --> 00:04:15.520]  死亡絕對唔係陌生
[00:04:15.520 --> 00:04:18.520]  早年佢同佢細佬蘇軾
[00:04:18.520 --> 00:04:21.520]  一齊去到京城會試
[00:04:21.520 --> 00:04:25.520]  田湯兄弟二人考試成功終結之際
[00:04:25.520 --> 00:04:27.520]  突然間聽到母親
[00:04:27.520 --> 00:04:30.520]  喺鄉下病逝
[00:04:30.520 --> 00:04:33.520]  心中有無限嘅悲哀
[00:04:33.520 --> 00:04:35.520]  當然最難過莫過於
[00:04:35.520 --> 00:04:37.520]  佢妻子黃褐嘅死亡
[00:04:37.520 --> 00:04:39.520]  雖然隔咗十年
[00:04:39.520 --> 00:04:40.520]  思念之心
[00:04:40.520 --> 00:04:43.520]  仲係咁深仲係咁濃
[00:04:43.520 --> 00:04:47.520]  雖然人生自古誰無死
[00:04:47.520 --> 00:04:49.520]  中國人面對死亡
[00:04:49.520 --> 00:04:51.520]  只係識得逃避
[00:04:51.520 --> 00:04:53.520]  可能我哋受咗孔夫子一句話
[00:04:53.520 --> 00:04:55.520]  未知生焉知死
[00:04:55.520 --> 00:04:57.520]  成為咗我哋逃避死亡
[00:04:57.520 --> 00:04:59.520]  嘅一個藉口
[00:04:59.520 --> 00:05:01.520]  無論我哋用乜嘢詞句
[00:05:01.520 --> 00:05:03.520]  香了拉柴
[00:05:03.520 --> 00:05:05.520]  返屋企買鹹蝦蛋
[00:05:05.520 --> 00:05:06.520]  等等嘅詞語
[00:05:06.520 --> 00:05:08.520]  代替死亡
[00:05:08.520 --> 00:05:11.520]  我哋始終都要面對一個事實
[00:05:11.520 --> 00:05:13.520]  就係人人都會有一日
[00:05:13.520 --> 00:05:15.520]  係無聽人
[00:05:15.520 --> 00:05:16.520]  英國著名嘅歷史學家
[00:05:16.520 --> 00:05:18.520]  安諾托米就講到好
[00:05:18.520 --> 00:05:21.520]  世上有好多嘢難以測度
[00:05:21.520 --> 00:05:22.520]  無法預備
[00:05:22.520 --> 00:05:25.520]  一旦嚟到就叫人措手不及
[00:05:25.520 --> 00:05:28.520]  但每個人都可以肯定一件事實
[00:05:28.520 --> 00:05:31.520]  每個人有一日都會無咗聽人
[00:05:31.520 --> 00:05:34.520]  死亡係無法逃避
[00:05:34.520 --> 00:05:37.520]  聰明人識得去預備
[00:05:37.520 --> 00:05:39.520]  愚蠢人只係識得逃避
[00:05:39.520 --> 00:05:42.520]  但究竟我哋點樣預備法呢?
[00:05:42.520 --> 00:05:44.520]  所羅門王
[00:05:44.520 --> 00:05:47.520]  喺《傳道書》就俾我哋一個好好嘅答案
[00:05:47.520 --> 00:05:49.520]  不如從《日光之上》
[00:05:49.520 --> 00:05:51.520]  去睇死亡呢個課題
[00:05:51.520 --> 00:05:53.520]  我哋就試下詳細嚟睇一睇
[00:05:53.520 --> 00:05:57.520]  《傳道書》第九章一至十節
[00:05:57.520 --> 00:05:59.520]  所羅門王俾我哋一個
[00:05:59.520 --> 00:06:01.520]  乜嘢人生嘅答案
[00:06:01.520 --> 00:06:03.520]  首先我哋睇一睇
[00:06:03.520 --> 00:06:05.520]  人生嘅四個事實
[00:06:05.520 --> 00:06:08.520]  無可逃避四個事實
[00:06:08.520 --> 00:06:13.520]  記載喺《傳道書》第九章一至六節
[00:06:13.520 --> 00:06:17.520]  佢話我將這一切事放在心中
[00:06:17.520 --> 00:06:19.520]  詳細考究
[00:06:19.520 --> 00:06:21.520]  就知道義人和智慧人
[00:06:21.520 --> 00:06:23.520]  並他們的作為都在神手中
[00:06:23.520 --> 00:06:26.520]  或是愛或是恨都在他們前面
[00:06:26.520 --> 00:06:28.520]  人不能自投
[00:06:28.520 --> 00:06:30.520]  凡臨到中人的事都是一樣
[00:06:30.520 --> 00:06:32.520]  義人和惡人都遭遇一樣的事
[00:06:32.520 --> 00:06:35.520]  好人見證人和不見證人
[00:06:35.520 --> 00:06:37.520]  獻祭和不獻祭的也是一樣
[00:06:37.520 --> 00:06:39.520]  好人如何罪人也如何
[00:06:39.520 --> 00:06:41.520]  喜世的如何罷喜世的也是如何
[00:06:41.520 --> 00:06:43.520]  在日光之下
[00:06:43.520 --> 00:06:46.520]  所行一切的事有一件禍患
[00:06:46.520 --> 00:06:48.520]  就是眾人所遭遇的都是一樣
[00:06:48.520 --> 00:06:51.520]  並且世人的心充滿了惡
[00:06:51.520 --> 00:06:53.520]  活著的時候心裡狂妄
[00:06:53.520 --> 00:06:55.520]  後來就歸死人那裡去了
[00:06:55.520 --> 00:06:58.520]  與一切活人相連的那人還有指望
[00:06:58.520 --> 00:07:01.520]  因為活著的狗比死去的屍體更強
[00:07:01.520 --> 00:07:03.520]  活著的人知道必死
[00:07:03.520 --> 00:07:05.520]  死了的人毫無所知
[00:07:05.520 --> 00:07:07.520]  也不再得賞賜
[00:07:07.520 --> 00:07:09.520]  他們的命無人紀念
[00:07:09.520 --> 00:07:11.520]  他們的愛他們的恨
[00:07:11.520 --> 00:07:14.520]  他們的嫉妒早已消滅了
[00:07:14.520 --> 00:07:17.520]  就是日光之下所行的一切事
[00:07:17.520 --> 00:07:19.520]  他們永不再有份
[00:07:19.520 --> 00:07:21.520]  在這段聖經
[00:07:21.520 --> 00:07:25.520]  所羅門王很精彩地告訴我們
[00:07:25.520 --> 00:07:29.520]  有四件事是事實
[00:07:29.520 --> 00:07:35.520]  是人生不能逃脫不能逃避的四個事實
[00:07:35.520 --> 00:07:37.520]  第一個事實是什麼呢?
[00:07:37.520 --> 00:07:39.520]  沒有人知道明天會發生什麼事
[00:07:39.520 --> 00:07:42.520]  所有事情都在神的主權之下
[00:07:42.520 --> 00:07:43.520]  第一字就說
[00:07:43.520 --> 00:07:45.520]  就知道義人和智慧人
[00:07:45.520 --> 00:07:47.520]  並他們的作為都在神手中
[00:07:47.520 --> 00:07:49.520]  或是愛或是恨都在他們面前
[00:07:49.520 --> 00:07:51.520]  人不能知道
[00:07:51.520 --> 00:07:55.520]  每個人都不知道明天會怎樣
[00:07:55.520 --> 00:07:56.520]  明天會發生什麼事
[00:07:56.520 --> 00:07:57.520]  沒有人知道
[00:07:57.520 --> 00:07:58.520]  對基督徒來說
[00:07:58.520 --> 00:08:01.520]  雖然我們不知道明天會發生什麼事
[00:08:01.520 --> 00:08:03.520]  但有一件事我們肯定
[00:08:03.520 --> 00:08:06.520]  我們知道誰掌管明天
[00:08:06.520 --> 00:08:09.520]  就像《厄國書》第四章十三至十四節
[00:08:09.520 --> 00:08:10.520]  告訴我們
[00:08:10.520 --> 00:08:11.520]  你們有話說
[00:08:11.520 --> 00:08:13.520]  今天明天我們要往某城裡去
[00:08:13.520 --> 00:08:14.520]  做擾你主一年
[00:08:14.520 --> 00:08:15.520]  作買賣得利
[00:08:15.520 --> 00:08:17.520]  其實明天如何你們還不知道
[00:08:17.520 --> 00:08:19.520]  你們的生命是什麼
[00:08:19.520 --> 00:08:20.520]  原來是一片雲霧
[00:08:20.520 --> 00:08:22.520]  出現小時就不見了
[00:08:22.520 --> 00:08:24.520]  我們只能說主若願意
[00:08:24.520 --> 00:08:25.520]  我們就可以活著
[00:08:25.520 --> 00:08:28.520]  也可以做這事或做那事
[00:08:28.520 --> 00:08:33.520]  人生最大的威脅就是不確定
[00:08:33.520 --> 00:08:35.520]  Fear of the unknown
[00:08:35.520 --> 00:08:36.520]  明天會發生什麼事
[00:08:36.520 --> 00:08:38.520]  沒有人知道
[00:08:38.520 --> 00:08:39.520]  明天會不會有癌症
[00:08:39.520 --> 00:08:40.520]  明天會不會有意外
[00:08:40.520 --> 00:08:42.520]  明天會不會有靶仗
[00:08:42.520 --> 00:08:44.520]  明天會不會有地震
[00:08:44.520 --> 00:08:46.520]  沒有人能夠知曉
[00:08:46.520 --> 00:08:48.520]  我們有一個神話
[00:08:48.520 --> 00:08:50.520]  我們以為每天都有明天
[00:08:50.520 --> 00:08:53.520]  但其實每個人有一天都沒有明天
[00:08:53.520 --> 00:08:55.520]  所以《雅各書》第四章
[00:08:55.520 --> 00:08:57.520]  講到當時有一個流行的語言
[00:08:57.520 --> 00:08:58.520]  我今天要去那裡
[00:08:58.520 --> 00:08:59.520]  我明天要去那裡
[00:08:59.520 --> 00:09:01.520]  我去那裡做買賣
[00:09:01.520 --> 00:09:03.520]  我去那裡可以做生意
[00:09:03.520 --> 00:09:04.520]  我在那裡住一年
[00:09:04.520 --> 00:09:06.520]  我還賺很多錢
[00:09:06.520 --> 00:09:07.520]  聖經說
[00:09:07.520 --> 00:09:09.520]  其實明天如何你們還不知道
[00:09:09.520 --> 00:09:11.520]  你們的生命是什麼
[00:09:11.520 --> 00:09:12.520]  原來是一片雲霧
[00:09:12.520 --> 00:09:14.520]  出現小時就不見了
[00:09:14.520 --> 00:09:16.520]  我們只能說主若願意
[00:09:16.520 --> 00:09:17.520]  我們就可以活著
[00:09:17.520 --> 00:09:20.520]  也可以做這事或做那事
[00:09:20.520 --> 00:09:25.520]  今日莫以為我們可以對我們的前途很有把握
[00:09:25.520 --> 00:09:27.520]  我已經儲了我們的錢
[00:09:27.520 --> 00:09:30.520]  不怕年紀大
[00:09:30.520 --> 00:09:32.520]  不怕沒有飯吃
[00:09:32.520 --> 00:09:34.520]  不怕沒有房子住
[00:09:34.520 --> 00:09:36.520]  但每個人都害怕
[00:09:36.520 --> 00:09:39.520]  不知何時甚麼都沒有了
[00:09:39.520 --> 00:09:42.520]  人活著最大的危機
[00:09:42.520 --> 00:09:45.520]  就是不知道明天會發生什麼事
[00:09:45.520 --> 00:09:48.520]  明天如何你們還不知道
[00:09:48.520 --> 00:09:50.520]  這是第一個事實
[00:09:50.520 --> 00:09:52.520]  沒有人知道明天會發生什麼事
[00:09:52.520 --> 00:09:55.520]  第二個更可怕的事實
[00:09:55.520 --> 00:09:56.520]  就是死亡的事實
[00:09:56.520 --> 00:09:58.520]  雖然我們不知道明天如何
[00:09:58.520 --> 00:10:00.520]  但我們可以肯定
[00:10:00.520 --> 00:10:03.520]  每個人總有一天是沒有明天的
[00:10:03.520 --> 00:10:05.520]  第二次和第三次
[00:10:05.520 --> 00:10:07.520]  泛濫到眾人的事都是一樣
[00:10:07.520 --> 00:10:10.520]  二人和惡人都遭遇一樣的事
[00:10:10.520 --> 00:10:12.520]  好人結證人和不結證人
[00:10:12.520 --> 00:10:14.520]  獻祭和不獻祭也是一樣
[00:10:14.520 --> 00:10:15.520]  好人如何罪人也如何
[00:10:15.520 --> 00:10:16.520]  起死也如何
[00:10:16.520 --> 00:10:17.520]  罷起死也如何
[00:10:17.520 --> 00:10:19.520]  在日光之下所行的一切事
[00:10:19.520 --> 00:10:20.520]  有一件禍患
[00:10:20.520 --> 00:10:22.520]  就是眾人所遭遇的都是一樣
[00:10:22.520 --> 00:10:25.520]  後來就歸死人那裡去了
[00:10:25.520 --> 00:10:27.520]  所羅門王說得很有趣
[00:10:27.520 --> 00:10:29.520]  好人又會死
[00:10:29.520 --> 00:10:30.520]  壞人又會死
[00:10:30.520 --> 00:10:31.520]  獻祭又會死
[00:10:31.520 --> 00:10:33.520]  不獻祭又會死
[00:10:33.520 --> 00:10:34.520]  結證人又會死
[00:10:34.520 --> 00:10:35.520]  不結證人又會死
[00:10:35.520 --> 00:10:37.520]  有些人很小心吃東西
[00:10:37.520 --> 00:10:40.520]  吃東西就跟他洗個澡
[00:10:40.520 --> 00:10:43.520]  洗了所有的鹽、糖、油
[00:10:43.520 --> 00:10:45.520]  以為這樣一樣會死
[00:10:45.520 --> 00:10:47.520]  以為有錢的一樣會死
[00:10:47.520 --> 00:10:50.520]  我發誓不做這件事就穩定了
[00:10:50.520 --> 00:10:51.520]  發誓又會死
[00:10:51.520 --> 00:10:53.520]  怕起誓又會死
[00:10:53.520 --> 00:10:56.520]  這是不能倖免的事
[00:10:56.520 --> 00:10:59.520]  有生就必有死
[00:10:59.520 --> 00:11:01.520]  安諾托米說得很好
[00:11:01.520 --> 00:11:04.520]  聰明人就懂得去預備那一天
[00:11:04.520 --> 00:11:06.520]  愚蠢人就只懂得逃避
[00:11:06.520 --> 00:11:11.520]  我們不說不等於這件事不會發生
[00:11:11.520 --> 00:11:14.520]  反而如果我們認定人生有一天
[00:11:14.520 --> 00:11:16.520]  沒有明天的時候
[00:11:16.520 --> 00:11:17.520]  我們就要想一想
[00:11:17.520 --> 00:11:19.520]  我們如何好好預備那一天呢?
[00:11:19.520 --> 00:11:22.520]  這是一個很重要的事實
[00:11:22.520 --> 00:11:24.520]  我們要了解
[00:11:24.520 --> 00:11:27.520]  沒有人知道明天會發生什麼事
[00:11:27.520 --> 00:11:30.520]  每個人都知道有一天沒有明天
[00:11:30.520 --> 00:11:33.520]  問題是我們會不會預備呢?
[00:11:33.520 --> 00:11:38.520]  第三個人生很重要的事實
[00:11:38.520 --> 00:11:40.520]  是人心邪惡
[00:11:40.520 --> 00:11:43.520]  第三個你不能否定的現實
[00:11:43.520 --> 00:11:45.520]  世人的心充滿了惡
[00:11:45.520 --> 00:11:48.520]  活著的時候心裡狂妄
[00:11:48.520 --> 00:11:49.520]  什麼叫做狂妄呢?
[00:11:49.520 --> 00:11:51.520]  狂妄是瘋狂的
[00:11:51.520 --> 00:11:55.520]  瘋了、瘋狂、神經、離譜
[00:11:55.520 --> 00:11:58.520]  這個世界的人就像瘋狂一樣
[00:11:58.520 --> 00:12:00.520]  很多人你會發覺到
[00:12:00.520 --> 00:12:03.520]  為什麼他會這樣想呢?
[00:12:03.520 --> 00:12:06.520]  為什麼他會這樣做呢?
[00:12:06.520 --> 00:12:08.520]  紐約有一個電視台
[00:12:08.520 --> 00:12:10.520]  沒有什麼人看的
[00:12:10.520 --> 00:12:13.520]  每個人報的新聞都沒有什麼心機
[00:12:13.520 --> 00:12:15.520]  突然有一天
[00:12:15.520 --> 00:12:17.520]  他報的新聞的時候不報告
[00:12:17.520 --> 00:12:19.520]  拿著一支手槍對著太陽穴
[00:12:19.520 --> 00:12:20.520]  然後就在發牢騷
[00:12:20.520 --> 00:12:22.520]  你看這個世界是瘋狂的
[00:12:22.520 --> 00:12:23.520]  在這裏打仗在那裏強姦
[00:12:23.520 --> 00:12:25.520]  在那裏偷拍怪片
[00:12:25.520 --> 00:12:27.520]  說了一大堆
[00:12:27.520 --> 00:12:29.520]  突然之間
[00:12:29.520 --> 00:12:32.520]  電台的收視率直線上升
[00:12:32.520 --> 00:12:34.520]  每個人都去看看
[00:12:34.520 --> 00:12:38.520]  究竟這個主播會不會開槍自殺
[00:12:38.520 --> 00:12:40.520]  這個老闆馬上說
[00:12:40.520 --> 00:12:42.520]  有得救了!有得救了!
[00:12:42.520 --> 00:12:44.520]  我們的電台一直都沒有人看的
[00:12:44.520 --> 00:12:47.520]  現在收視率多厲害啊!多厲害啊!
[00:12:47.520 --> 00:12:49.520]  你千萬不要開槍啊!
[00:12:49.520 --> 00:12:51.520]  繼續說啊!繼續說下去啊!
[00:12:51.520 --> 00:12:53.520]  哇!很多很多人
[00:12:53.520 --> 00:12:57.520]  就去看看這個瘋狂的、先知的說話
[00:12:57.520 --> 00:12:59.520]  罵這個世界
[00:12:59.520 --> 00:13:01.520]  他會說到
[00:13:01.520 --> 00:13:04.520]  現在紐約狂風驟雨
[00:13:04.520 --> 00:13:06.520]  你不用怕的
[00:13:06.520 --> 00:13:08.520]  每個人走上去
[00:13:08.520 --> 00:13:10.520]  伸個頭出去唱歌
[00:13:10.520 --> 00:13:11.520]  大聲的說
[00:13:11.520 --> 00:13:13.520]  這個是瘋狂的世界!
[00:13:13.520 --> 00:13:15.520]  這個是瘋狂的世界!
[00:13:15.520 --> 00:13:18.520]  哇!一千萬紐約的居民
[00:13:18.520 --> 00:13:20.520]  在狂風驟雨的晚上
[00:13:20.520 --> 00:13:22.520]  開了個槍
[00:13:22.520 --> 00:13:23.520]  大聲的說
[00:13:23.520 --> 00:13:25.520]  這個是瘋狂的世界!
[00:13:25.520 --> 00:13:27.520]  這個是瘋狂的世界!
[00:13:27.520 --> 00:13:30.520]  震撼到連雷聲都響過
[00:13:30.520 --> 00:13:33.520]  這個是不是瘋狂的世界?
[00:13:33.520 --> 00:13:36.520]  你發覺在這個世界裏面
[00:13:36.520 --> 00:13:38.520]  有很多完全不make sense的
[00:13:38.520 --> 00:13:40.520]  所以沒有人說得好啊
[00:13:40.520 --> 00:13:41.520]  好人會死
[00:13:41.520 --> 00:13:43.520]  壞人也都會死
[00:13:43.520 --> 00:13:44.520]  建制的會死
[00:13:44.520 --> 00:13:46.520]  不建制的會死
[00:13:46.520 --> 00:13:47.520]  潔淨的會死
[00:13:47.520 --> 00:13:49.520]  不潔淨的也會死
[00:13:49.520 --> 00:13:51.520]  怕氣勢的也會死
[00:13:51.520 --> 00:13:53.520]  這個是不能倖免的事啊!
[00:13:53.520 --> 00:13:56.520]  還加上人心邪惡啊!
[00:13:56.520 --> 00:13:57.520]  充滿了惡啊!
[00:13:57.520 --> 00:13:59.520]  活著的時候狂妄啊!
[00:13:59.520 --> 00:14:01.520]  瘋狂啊!離譜啊!
[00:14:01.520 --> 00:14:03.520]  你會說
[00:14:03.520 --> 00:14:06.520]  哇!聖經說得這麼灰暗啊!
[00:14:06.520 --> 00:14:08.520]  不是!還有第四個事實
[00:14:08.520 --> 00:14:10.520]  仍有希望
[00:14:10.520 --> 00:14:11.520]  這樣看來
[00:14:11.520 --> 00:14:12.520]  人仍然有希望啊!
[00:14:12.520 --> 00:14:13.520]  所羅門的答案
[00:14:13.520 --> 00:14:15.520]  絕對有希望!
[00:14:15.520 --> 00:14:16.520]  第四至第六節
[00:14:16.520 --> 00:14:17.520]  與一切會人相連的
[00:14:17.520 --> 00:14:19.520]  那人說有指望
[00:14:19.520 --> 00:14:21.520]  因為活著的狗比死了的獅子更強
[00:14:21.520 --> 00:14:23.520]  活著的人知道必死
[00:14:23.520 --> 00:14:24.520]  死了的人毫無所知
[00:14:24.520 --> 00:14:26.520]  也不再得賞賜
[00:14:26.520 --> 00:14:27.520]  他們的命無人紀念
[00:14:27.520 --> 00:14:28.520]  他們的愛
[00:14:28.520 --> 00:14:29.520]  他們的恨
[00:14:29.520 --> 00:14:30.520]  他們的嫉妒
[00:14:30.520 --> 00:14:32.520]  早都消滅了
[00:14:32.520 --> 00:14:34.520]  在日光之下所行的一切事
[00:14:34.520 --> 00:14:36.520]  他們永不再有份了
[00:14:36.520 --> 00:14:37.520]  所羅門王告訴我們
[00:14:37.520 --> 00:14:39.520]  只要我們一息尚存
[00:14:39.520 --> 00:14:41.520]  我們仍然有機會有盼望
[00:14:41.520 --> 00:14:43.520]  那個盼望在哪裡啊?
[00:14:43.520 --> 00:14:44.520]  那個盼望
[00:14:44.520 --> 00:14:45.520]  就是耶穌基督
[00:14:45.520 --> 00:14:47.520]  為我們釘寫十字架
[00:14:47.520 --> 00:14:49.520]  今天我們還有生命氣息
[00:14:49.520 --> 00:14:51.520]  我們就可以去接受祂
[00:14:51.520 --> 00:14:53.520]  仰望祂
[00:14:53.520 --> 00:14:55.520]  得著這個救恩
[00:14:55.520 --> 00:14:57.520]  但當我們離開這個世界
[00:14:57.520 --> 00:14:59.520]  死的時候
[00:14:59.520 --> 00:15:01.520]  我們就失去了這個機會
[00:15:01.520 --> 00:15:03.520]  為什麼我們不趁著
[00:15:03.520 --> 00:15:05.520]  一息尚存
[00:15:05.520 --> 00:15:07.520]  把握這個機會
[00:15:07.520 --> 00:15:09.520]  好好地跟隨耶穌呢?
[00:15:09.520 --> 00:15:11.520]  當一個人
[00:15:11.520 --> 00:15:13.520]  以耶穌基督為中心
[00:15:13.520 --> 00:15:15.520]  當一個人轉向
[00:15:15.520 --> 00:15:17.520]  歸向耶穌基督的時候
[00:15:17.520 --> 00:15:19.520]  他就發覺人生裏面
[00:15:19.520 --> 00:15:20.520]  有三個秘訣
[00:15:20.520 --> 00:15:22.520]  讓他能夠活得精彩
[00:15:22.520 --> 00:15:24.520]  這個記載在第七節
[00:15:24.520 --> 00:15:26.520]  第十節
[00:15:26.520 --> 00:15:28.520]  你只管去歡歡喜喜吃你的飯
[00:15:28.520 --> 00:15:30.520]  心中快快樂樂學你的座
[00:15:30.520 --> 00:15:32.520]  因為神已經預立你的作為
[00:15:32.520 --> 00:15:34.520]  你的私服
[00:15:34.520 --> 00:15:36.520]  當時尚潔白
[00:15:36.520 --> 00:15:38.520]  你頭上有不可缺少膏油
[00:15:38.520 --> 00:15:40.520]  在你一生虛空的年日
[00:15:40.520 --> 00:15:42.520]  就是神賜你在日光之下虛空的年日
[00:15:42.520 --> 00:15:44.520]  當同你所愛的妻
[00:15:44.520 --> 00:15:46.520]  快活到日
[00:15:46.520 --> 00:15:48.520]  因為那是你生前在日光之下
[00:15:48.520 --> 00:15:50.520]  勞碌的事
[00:15:50.520 --> 00:15:52.520]  想得的份
[00:15:52.520 --> 00:15:54.520]  凡你所做的事
[00:15:54.520 --> 00:15:56.520]  要盡力去做
[00:15:56.520 --> 00:15:58.520]  這樣沒有工作
