
[00:00:00.000 --> 00:00:09.000]  現在講到深層心理學和聖靈的工作
[00:04:40.000 --> 00:04:42.000]  奉也蘇明祈禱
[00:04:42.000 --> 00:04:47.000]  好了,我不知道你有多少認識關於潛意識
[00:04:47.000 --> 00:04:51.000]  我就當大家對潛意識是不認識的角度
[00:04:51.000 --> 00:04:55.000]  從頭跟大家說一說關於潛意識的問題
[00:04:55.000 --> 00:05:00.000]  我相信潛意識這個字
[00:05:00.000 --> 00:05:03.000]  對於大部分的人來說都會有一點點觀念
[00:05:03.000 --> 00:05:06.000]  中文的潛意識是不錯的
[00:05:06.000 --> 00:05:09.000]  英文就引起不少爭論
[00:05:09.000 --> 00:05:12.000]  究竟應該譯它為subconsciousness
[00:05:12.000 --> 00:05:16.000]  還是大草的unconscious
[00:05:16.000 --> 00:05:22.000]  很多比較近代的書都是習慣把它譯為unconscious
[00:05:22.000 --> 00:05:25.000]  但是unconscious就有一點點
[00:05:25.000 --> 00:05:27.000]  我覺得這個字不是太好
[00:05:27.000 --> 00:05:29.000]  因為unconscious表示一個人躺在街邊
[00:05:29.000 --> 00:05:32.000]  叫他不醒就叫unconscious
[00:05:32.000 --> 00:05:34.000]  這個當然不是講那種
[00:05:34.000 --> 00:05:36.000]  不是講暈了或者是coma
[00:05:36.000 --> 00:05:38.000]  那種昏迷的unconscious
[00:05:38.000 --> 00:05:40.000]  那種是昏迷狀態
[00:05:40.000 --> 00:05:45.000]  是擋到我們在有意識的活動的背後
[00:05:45.000 --> 00:05:49.000]  潛存某一些意念或者衝動
[00:05:49.000 --> 00:05:51.000]  是我們不自覺的
[00:05:51.000 --> 00:05:53.000]  有時候它透過我們自覺
[00:05:53.000 --> 00:05:57.000]  出來以後我們沒有人控制的那一部分
[00:05:57.000 --> 00:06:01.000]  所以可以說是我們的意識背後的世界
[00:06:01.000 --> 00:06:04.000]  所以譯成潛意識是不錯的
[00:06:04.000 --> 00:06:08.000]  就是潛有一個未顯露但是在那裡的意思
[00:06:08.000 --> 00:06:11.000]  所以我喜歡的中文就是譯潛意識
[00:06:11.000 --> 00:06:15.000]  英文來說我都較為喜歡老古老那種的
[00:06:15.000 --> 00:06:17.000]  講法叫subconsciousness
[00:06:17.000 --> 00:06:21.000]  不過subconsciousness當然也是一個不好的英文
[00:06:21.000 --> 00:06:23.000]  因為sub就好像這個意思
[00:06:23.000 --> 00:06:25.000]  英文來說好像差一點
[00:06:25.000 --> 00:06:27.000]  其實可能我們的潛意識
[00:06:27.000 --> 00:06:33.000]  是它所發生的力量遠比較我們所知道所想像的
[00:06:33.000 --> 00:06:35.000]  為重要的那種未定
[00:06:35.000 --> 00:06:37.000]  我希望我今晚所講的
[00:06:37.000 --> 00:06:39.000]  不會令大家太過fascinated到的地步
[00:06:39.000 --> 00:06:41.000]  以後不斷摸自己的潛意識
[00:06:41.000 --> 00:06:42.000]  搞到走火入魔
[00:06:42.000 --> 00:06:43.000]  那又不好
[00:06:43.000 --> 00:06:45.000]  總之我們有一個平衡的看法
[00:06:45.000 --> 00:06:47.000]  我們知道有那樣東西在那裡
[00:06:47.000 --> 00:06:48.000]  那樣東西是很真實的
[00:06:48.000 --> 00:06:51.000]  而那樣東西是跟我們的屬靈生命是息息相關的
[00:06:51.000 --> 00:06:56.000]  不過你不要將那樣東西成為我們屬靈追求裡的主角
[00:06:56.000 --> 00:06:58.000]  永遠你知道了
[00:06:58.000 --> 00:07:01.000]  屬靈的追求最終目的是什麼呢
[00:07:01.000 --> 00:07:03.000]  就是我第一堂所講的
[00:07:03.000 --> 00:07:04.000]  就是你能夠
[00:07:04.000 --> 00:07:05.000]  兩點
[00:07:05.000 --> 00:07:09.000]  敏銳神在你生命裡的工作
[00:07:09.000 --> 00:07:12.000]  在你生命裡每日大小事上變成神的手在當中
[00:07:12.000 --> 00:07:14.000]  那這個就是屬靈
[00:07:14.000 --> 00:07:16.000]  你不斷分析自己的潛意識
[00:07:16.000 --> 00:07:20.000]  分到走火入魔這個一定不是屬靈
[00:07:20.000 --> 00:07:22.000]  因為這個令你更加注意自己
[00:07:22.000 --> 00:07:24.000]  而不是注意神
[00:07:24.000 --> 00:07:27.000]  而是真正屬靈永遠的重點是注意神的
[00:07:27.000 --> 00:07:28.000]  說下去你都會看到
[00:07:28.000 --> 00:07:31.000]  其實是一個很重要的分辨
[00:07:31.000 --> 00:07:32.000]  好了
[00:07:32.000 --> 00:07:36.000]  不如我們拿一個很不嚴格
[00:07:36.000 --> 00:07:38.000]  但是較為描述性的
[00:07:38.000 --> 00:07:41.000]  關於潛意識的意思是什麼
[00:07:41.000 --> 00:07:43.000]  潛意識是在一個
[00:07:43.000 --> 00:07:46.000]  就是我們自覺有意識
[00:07:46.000 --> 00:07:49.000]  世界的背後一個心靈的世界
[00:07:49.000 --> 00:07:51.000]  就好像另外一個世界
[00:07:51.000 --> 00:07:53.000]  但是在你裡面的世界
[00:07:53.000 --> 00:07:55.000]  是你不自覺的世界
[00:07:55.000 --> 00:07:57.000]  那你的世界裡面包含了很多東西
[00:07:57.000 --> 00:08:00.000]  譬如有些隱蔽的念頭
[00:08:00.000 --> 00:08:02.000]  一些的印象
[00:08:02.000 --> 00:08:05.000]  一些過往的經驗的痕跡
[00:08:05.000 --> 00:08:08.000]  一些你不想面對的情緒
[00:08:08.000 --> 00:08:10.000]  那你就等著進去那裡
[00:08:10.000 --> 00:08:13.000]  好像一個儲藏庫那樣
[00:08:13.000 --> 00:08:14.000]  等著進去那裡的時候
[00:08:14.000 --> 00:08:16.000]  不是表示它不見了
[00:08:16.000 --> 00:08:19.000]  就好像你見到一輛車轉了彎你見不到它
[00:08:19.000 --> 00:08:21.000]  但不是表示它就消失了在你的地球
[00:08:21.000 --> 00:08:22.000]  你明白嗎
[00:08:22.000 --> 00:08:24.000]  可能你等著一會的時候
[00:08:24.000 --> 00:08:25.000]  它會轉出來
[00:08:25.000 --> 00:08:26.000]  它還在那裡
[00:08:26.000 --> 00:08:27.000]  不過你已經見不到它了
[00:08:27.000 --> 00:08:31.000]  意識裡面已經暫時你不見到它的存在
[00:08:31.000 --> 00:08:34.000]  但是不等於它消失了的意思
[00:08:34.000 --> 00:08:35.000]  所以它沒有消失
[00:08:35.000 --> 00:08:38.000]  其實它不斷有力量作用在那裡
[00:08:38.000 --> 00:08:39.000]  它是活動的
[00:08:39.000 --> 00:08:41.000]  它是活動的
[00:08:41.000 --> 00:08:44.000]  有些潛意識的學者
[00:08:44.000 --> 00:08:46.000]  甚至說這個潛意識好像是
[00:08:46.000 --> 00:08:48.000]  你背後的另外一個你
[00:08:48.000 --> 00:08:51.000]  那個你可能是你很陌生的你
[00:08:51.000 --> 00:08:53.000]  這樣說好像恐怖一點
[00:08:53.000 --> 00:08:54.000]  其實你一個影子一直跟著你
[00:08:54.000 --> 00:08:55.000]  它是在後面的
[00:08:55.000 --> 00:08:58.000]  那個是你以為認識的
[00:08:58.000 --> 00:08:59.000]  溫偉宇是這樣的
[00:08:59.000 --> 00:09:00.000]  我的興趣是這樣
[00:09:00.000 --> 00:09:01.000]  我喜歡做事是這樣
[00:09:01.000 --> 00:09:02.000]  我喜歡去想事情
[00:09:02.000 --> 00:09:03.000]  但可能在你背後
[00:09:03.000 --> 00:09:06.000]  在我的生命裡面背後有潛意識的溫偉宇
[00:09:06.000 --> 00:09:08.000]  是很多我仍然不知道的
[00:09:08.000 --> 00:09:10.000]  不斷的發現出來的
[00:09:10.000 --> 00:09:11.000]  明晚我跟大家說
[00:09:11.000 --> 00:09:17.000]  透過獨處可以發現很多自己不認識的自己
[00:09:17.000 --> 00:09:18.000]  透過關係
[00:09:18.000 --> 00:09:20.000]  尤其是很深入的關係
[00:09:20.000 --> 00:09:22.000]  譬如夫妻的關係
[00:09:22.000 --> 00:09:23.000]  你會越來越發現自己的
[00:09:23.000 --> 00:09:26.000]  所以一輩子永遠都不停的
[00:09:26.000 --> 00:09:28.000]  因為你就是跟那個人結婚
[00:09:28.000 --> 00:09:30.000]  所以你慢慢慢慢越來越發現一些
[00:09:30.000 --> 00:09:32.000]  你從來不發現到的自己
[00:09:32.000 --> 00:09:33.000]  透過一個新的關係
[00:09:33.000 --> 00:09:35.000]  一個很深切的關係
[00:09:35.000 --> 00:09:38.000]  總而言之這個世界是很有趣的一個世界
[00:09:38.000 --> 00:09:41.000]  甚至是一個活生生的世界
[00:09:41.000 --> 00:09:43.000]  它在推動著你的
[00:09:43.000 --> 00:09:44.000]  究竟用什麼方法推動呢
[00:09:44.000 --> 00:09:46.000]  待會我們會詳細說
[00:09:46.000 --> 00:09:47.000]  大概它在不斷
[00:09:47.000 --> 00:09:50.000]  可能其實支配著
[00:09:50.000 --> 00:09:51.000]  起碼就算不是支配
[00:09:51.000 --> 00:09:52.000]  支配就控制了
[00:09:52.000 --> 00:09:53.000]  就算不是控制
[00:09:53.000 --> 00:09:58.000]  都是左右著我們有意識世界的決定的
[00:09:58.000 --> 00:10:00.000]  你以為你是這樣
[00:10:00.000 --> 00:10:04.000]  其實可能在潛意識裡面有一個推動
[00:10:04.000 --> 00:10:06.000]  那天跟一些弟兄聊天的時候
[00:10:06.000 --> 00:10:07.000]  我也舉了這個例子
[00:10:07.000 --> 00:10:08.000]  有一個人
[00:10:08.000 --> 00:10:09.000]  我今天所舉的例子
[00:10:09.000 --> 00:10:11.000]  有些是我自己親自見過的人
[00:10:11.000 --> 00:10:13.000]  有些是我自己的例子
[00:10:13.000 --> 00:10:16.000]  有些是我很親的人的例子
[00:10:16.000 --> 00:10:18.000]  有些是我在書裡面看的例子
[00:10:18.000 --> 00:10:23.000]  為了不讓大家有這樣的好奇
[00:10:23.000 --> 00:10:24.000]  或者是誰是誰
[00:10:24.000 --> 00:10:25.000]  在說誰
[00:10:25.000 --> 00:10:28.000]  我就不會說我的朋友
[00:10:28.000 --> 00:10:29.000]  或者我自己
[00:10:29.000 --> 00:10:31.000]  偶然如果我覺得應該說我自己
[00:10:31.000 --> 00:10:32.000]  我就說我自己
[00:10:32.000 --> 00:10:34.000]  否則說到別人的時候
[00:10:34.000 --> 00:10:35.000]  通常我說有個人就算了
[00:10:35.000 --> 00:10:37.000]  你不要管是誰人
[00:10:37.000 --> 00:10:38.000]  總之這是事實
[00:10:38.000 --> 00:10:39.000]  一定是事實
[00:10:39.000 --> 00:10:42.000]  我不會隨意的舉假的例子
[00:10:42.000 --> 00:10:44.000]  希望你明白
[00:10:44.000 --> 00:10:45.000]  有一個人
[00:10:45.000 --> 00:10:47.000]  他發覺他靈修的時間
[00:10:47.000 --> 00:10:49.000]  很難坐定的
[00:10:49.000 --> 00:10:51.000]  很有趣的
[00:10:51.000 --> 00:10:53.000]  那個人他發覺他沒辦法坐定的
[00:10:53.000 --> 00:10:56.000]  一坐定他就很不舒服
[00:10:56.000 --> 00:10:58.000]  一坐定打開聖經
[00:10:58.000 --> 00:10:59.000]  安靜在神面前
[00:10:59.000 --> 00:11:01.000]  要安靜自己的心
[00:11:01.000 --> 00:11:03.000]  聽過我說這些靈修要安靜
[00:11:03.000 --> 00:11:04.000]  就寧靜
[00:11:04.000 --> 00:11:06.000]  但是他沒辦法寧靜的
[00:11:06.000 --> 00:11:08.000]  那就很辛苦很痛苦
[00:11:08.000 --> 00:11:10.000]  最後呢
[00:11:10.000 --> 00:11:11.000]  跟他很多個討論之後
[00:11:11.000 --> 00:11:12.000]  他發覺呢
[00:11:12.000 --> 00:11:15.000]  他發覺一定有一個要求
[00:11:15.000 --> 00:11:17.000]  就是說他給自己十分鐘坐定之後
[00:11:17.000 --> 00:11:19.000]  一定可以喝杯水
[00:11:19.000 --> 00:11:20.000]  走走做點事
[00:11:20.000 --> 00:11:22.000]  他就可以在十分鐘之內坐定
[00:11:22.000 --> 00:11:25.000]  如果沒有這個要給他
[00:11:25.000 --> 00:11:27.000]  你坐定了他坐不定
[00:11:27.000 --> 00:11:30.000]  很難解為什麼會這樣
[00:11:30.000 --> 00:11:32.000]  原來一直聊天的時候
[00:11:32.000 --> 00:11:34.000]  慢慢慢慢就看回
[00:11:34.000 --> 00:11:36.000]  他就很 frustrate
[00:11:36.000 --> 00:11:37.000]  很慘
[00:11:37.000 --> 00:11:38.000]  他很愛神
[00:11:38.000 --> 00:11:39.000]  很想
[00:11:39.000 --> 00:11:40.000]  但沒辦法坐定
[00:11:40.000 --> 00:11:42.000]  一坐定他就
[00:11:42.000 --> 00:11:43.000]  抽身不安
[00:11:43.000 --> 00:11:44.000]  不想的
[00:11:44.000 --> 00:11:46.000]  後來就發覺原來
[00:11:46.000 --> 00:11:49.000]  追回他過往
[00:11:49.000 --> 00:11:51.000]  跟他的童年
[00:11:51.000 --> 00:11:53.000]  弟弟的時候的經驗很有關係
[00:11:53.000 --> 00:11:55.000]  他弟弟的時候
[00:11:55.000 --> 00:11:56.000]  他讀的那間學校
[00:11:56.000 --> 00:11:58.000]  那位先生很兇
[00:11:58.000 --> 00:12:00.000]  罰坐
[00:12:00.000 --> 00:12:03.000]  就是說他罰就是罰他坐
[00:12:03.000 --> 00:12:05.000]  就是說坐下不做事
[00:12:05.000 --> 00:12:07.000]  他不是不坐得下
[00:12:07.000 --> 00:12:09.000]  但是他一坐下就要做事那種
[00:12:09.000 --> 00:12:12.000]  要麼寫東西要麼看東西要麼搞東西
[00:12:12.000 --> 00:12:15.000]  但是他坐下什麼都不做
[00:12:15.000 --> 00:12:20.000]  就是令他回憶不自覺的
[00:12:20.000 --> 00:12:22.000]  挑起他童年的時候
[00:12:22.000 --> 00:12:25.000]  唯一機會坐下不做事就是被罰
[00:12:25.000 --> 00:12:28.000]  所以他一坐下不做事安靜
[00:12:28.000 --> 00:12:31.000]  不要做那麼多事安靜在神面前闖開
[00:12:31.000 --> 00:12:35.000]  其實他就馬上挑起了他童年的時候
[00:12:35.000 --> 00:12:37.000]  那個被罰的感覺
[00:12:37.000 --> 00:12:38.000]  所以他很不舒服
[00:12:38.000 --> 00:12:40.000]  所以最後他唯有說
[00:12:40.000 --> 00:12:42.000]  如果我待會可以做點事
[00:12:42.000 --> 00:12:43.000]  那我就可以坐定了
[00:12:43.000 --> 00:12:46.000]  給他帶開了他那種經驗
[00:12:46.000 --> 00:12:47.000]  很有趣的
[00:12:47.000 --> 00:12:49.000]  如果你不知道的時候
[00:12:49.000 --> 00:12:51.000]  或者那個人不知道這個背景
[00:12:51.000 --> 00:12:55.000]  不知道這種經驗的痕跡
[00:12:55.000 --> 00:12:58.000]  不斷的仍然在支配他的時候
[00:12:58.000 --> 00:12:59.000]  他就會很慘
[00:12:59.000 --> 00:13:00.000]  覺得自己很不愛主
[00:13:00.000 --> 00:13:02.000]  覺得自己連坐定都不肯
[00:13:02.000 --> 00:13:04.000]  為主的緣故坐十分鐘都不行
[00:13:04.000 --> 00:13:06.000]  其實他不想的
[00:13:06.000 --> 00:13:09.000]  他不想的是他背後有這樣的情況
[00:13:09.000 --> 00:13:13.000]  所以這些其實是很
[00:13:13.000 --> 00:13:16.000]  如果我們知道這個潛意識的世界的時候
[00:13:16.000 --> 00:13:19.000]  你就會拆開一些你不必要的
[00:13:19.000 --> 00:13:22.000]  屬靈上面經歷的掛類
[00:13:22.000 --> 00:13:28.000]  有時候潛意識是可以透過某一些特殊的情況
[00:13:28.000 --> 00:13:32.000]  在意識層那裡浮出來的
[00:13:32.000 --> 00:13:34.000]  就是說潛意識不是時時潛的
[00:13:34.000 --> 00:13:35.000]  它會出來的
[00:13:35.000 --> 00:13:36.000]  有兩樣東西
[00:13:36.000 --> 00:13:41.000]  它潛在但是它不斷推著我們的意識的世界
[00:13:41.000 --> 00:13:42.000]  剛才說的
[00:13:42.000 --> 00:13:43.000]  當我們坐下的時候
[00:13:43.000 --> 00:13:45.000]  那個人坐下的時候
[00:13:45.000 --> 00:13:46.000]  什麼都不做的時候
[00:13:46.000 --> 00:13:48.000]  潛意識的世界就推他了
[00:13:48.000 --> 00:13:49.000]  令他很不舒服
[00:13:49.000 --> 00:13:51.000]  一種被罰的感覺出來
[00:13:51.000 --> 00:13:52.000]  而我們沒有的
[00:13:52.000 --> 00:13:54.000]  因為我小時候很乖的
[00:13:54.000 --> 00:13:55.000]  我坐很久的
[00:13:55.000 --> 00:13:57.000]  所以我坐下什麼都不做
[00:13:57.000 --> 00:13:59.000]  是沒有被罰的感覺
[00:13:59.000 --> 00:14:00.000]  也是我最舒服的時間
[00:14:00.000 --> 00:14:01.000]  所以我很容易坐下
[00:14:01.000 --> 00:14:02.000]  什麼都不做是安靜的
[00:14:02.000 --> 00:14:04.000]  因為我小時候是很安靜的
[00:14:04.000 --> 00:14:06.000]  安靜的地步我可以
[00:14:06.000 --> 00:14:08.000]  我爸爸在沙田
[00:14:08.000 --> 00:14:09.000]  當時的大衛
[00:14:09.000 --> 00:14:13.000]  很多年前他有個小小的農場
[00:14:13.000 --> 00:14:14.000]  他是養雞的
[00:14:14.000 --> 00:14:17.000]  我就很喜歡我自己一個人
[00:14:17.000 --> 00:14:19.000]  去農場後面有一條小溪
[00:14:19.000 --> 00:14:21.000]  我就坐在那裡看溪水
[00:14:21.000 --> 00:14:22.000]  可以看足一招的
[00:14:22.000 --> 00:14:24.000]  在那裡看很舒服的
[00:14:24.000 --> 00:14:25.000]  看溪水的聲音
[00:14:25.000 --> 00:14:27.000]  所以到現在我很喜歡聽水聲的
[00:14:27.000 --> 00:14:30.000]  我一聽見去到海邊一艘艇的水一潑起
[00:14:30.000 --> 00:14:32.000]  我覺得很舒服的
[00:14:32.000 --> 00:14:34.000]  這些是跟我有關的
[00:14:34.000 --> 00:14:35.000]  所以跟那個人
[00:14:35.000 --> 00:14:36.000]  我初初很不明白
[00:14:36.000 --> 00:14:37.000]  我很生氣的
[00:14:37.000 --> 00:14:38.000]  連坐十分鐘都不行
[00:14:38.000 --> 00:14:39.000]  還說什麼熟靈操練
[00:14:39.000 --> 00:14:40.000]  怎麼愛主呢
[00:14:40.000 --> 00:14:42.000]  但是我發覺是不同的生命背景
[00:14:42.000 --> 00:14:44.000]  這些是我們
[00:14:44.000 --> 00:14:46.000]  他在潛意識的世界
[00:14:46.000 --> 00:14:48.000]  在支配著他
[00:14:48.000 --> 00:14:49.000]  但是有時候潛意識的世界
[00:14:49.000 --> 00:14:51.000]  不單是在意識背後
[00:14:51.000 --> 00:14:52.000]  去推動著他
[00:14:52.000 --> 00:14:53.000]  支配著他
[00:14:53.000 --> 00:14:56.000]  有時候甚至是越過意識層
[00:14:56.000 --> 00:14:59.000]  出到浮現到意識出來的
[00:14:59.000 --> 00:15:00.000]  不是時時都是
[00:15:00.000 --> 00:15:02.000]  如果時時都是
[00:15:02.000 --> 00:15:03.000]  就不是潛意識
[00:15:03.000 --> 00:15:06.000]  它是一些很特殊的情況
[00:15:06.000 --> 00:15:08.000]  有什麼特殊的情況
[00:15:08.000 --> 00:15:09.000]  我稍微舉一些例子
[00:15:09.000 --> 00:15:12.000]  譬如夢
[00:15:12.000 --> 00:15:14.000]  逢你什麼時候
[00:15:14.000 --> 00:15:15.000]  告訴你
[00:15:15.000 --> 00:15:16.000]  逢你什麼時候你的意識
[00:15:16.000 --> 00:15:18.000]  在休息的狀態
[00:15:18.000 --> 00:15:20.000]  或者是鬆弛的狀態
[00:15:20.000 --> 00:15:23.000]  甚至是停頓的狀態的時候
[00:15:23.000 --> 00:15:24.000]  潛意識就出來了
[00:15:24.000 --> 00:15:26.000]  很多時候因為我們的意識層
[00:15:26.000 --> 00:15:28.000]  壓著他
[00:15:28.000 --> 00:15:30.000]  夢就是一個這樣的機會
[00:15:30.000 --> 00:15:31.000]  夢就是我們睡覺的時候
[00:15:31.000 --> 00:15:34.000]  我們將我們的意識的活動
[00:15:34.000 --> 00:15:37.000]  開始放鬆下來
[00:15:37.000 --> 00:15:40.000]  我們不再有意識的去
[00:15:40.000 --> 00:15:42.000]  思想一些東西的時候
[00:15:42.000 --> 00:15:43.000]  夢就出來了
[00:15:43.000 --> 00:15:45.000]  其實很多時候夢就是代表著
[00:15:45.000 --> 00:15:47.000]  我們潛意識的世界
[00:15:47.000 --> 00:15:49.000]  我們遲些會再提多一點
[00:15:49.000 --> 00:15:51.000]  關於夢的問題
[00:15:51.000 --> 00:15:55.000]  潛意識可以透過夢出現
[00:15:55.000 --> 00:15:59.000]  潛意識是可以透過一些直覺的反應
[00:15:59.000 --> 00:16:01.000]  就是說未經思考
[00:16:01.000 --> 00:16:03.000]  一碰見這件事
[00:16:03.000 --> 00:16:05.000]  沒有預備的心情之下
[00:16:05.000 --> 00:16:06.000]  突然間的反應
[00:16:06.000 --> 00:16:08.000]  這個就是你很多時候
[00:16:08.000 --> 00:16:11.000]  在潛意識的世界裡所出來的東西
[00:16:11.000 --> 00:16:13.000]  這些我遲些會再解釋的
[00:16:13.000 --> 00:16:18.000]  第三是會透過一些靈感
[00:16:18.000 --> 00:16:19.000]  靈感的方法
[00:16:19.000 --> 00:16:21.000]  就是說你都沒有
[00:16:21.000 --> 00:16:22.000]  你不是自己想出來的
[00:16:22.000 --> 00:16:28.000]  而是你突然間在腦裡出現一些意念
[00:16:28.000 --> 00:16:30.000]  出現某一首歌
[00:16:30.000 --> 00:16:33.000]  你記得有時無端端唱一首歌出來
[00:16:33.000 --> 00:16:35.000]  還有透過這個象徵
[00:16:35.000 --> 00:16:37.000]  其實這兩件事很多時候是有關的
[00:16:37.000 --> 00:16:38.000]  我舉個簡單的例子
[00:16:38.000 --> 00:16:39.000]  今早就是了
[00:16:39.000 --> 00:16:43.000]  今早我去聖恩德魯教堂
[00:16:43.000 --> 00:16:49.000]  去學生分團去幫他講一個研討班
[00:16:49.000 --> 00:16:55.000]  我在左洋道那邊一直走上去的時候
[00:16:55.000 --> 00:16:58.000]  突然間腦裡出現一首歌
[00:16:58.000 --> 00:17:01.000]  卡平台那首歌
