
[00:00:00.000 --> 00:00:08.500]  《史徒函》轉記載十五篇的講章
[00:03:38.300 --> 00:03:41.800]  歐洲馬其頓的呼聲
[00:03:41.800 --> 00:03:43.300]  才是焦點
[00:03:43.300 --> 00:03:45.800]  於是保羅過渡到菲律賓
[00:03:45.800 --> 00:03:47.300]  去到雅典
[00:03:47.300 --> 00:03:49.800]  去到哥林多
[00:03:49.800 --> 00:03:52.300]  會程的時候
[00:03:52.300 --> 00:03:53.300]  十八章
[00:03:53.300 --> 00:03:58.300]  如果你讀《士大恆傳》十八章的
[00:03:58.300 --> 00:04:01.800]  十九節到二十一節
[00:04:01.800 --> 00:04:04.800]  你就會發覺保羅在會程的時候
[00:04:04.800 --> 00:04:07.800]  停了以弗所
[00:04:07.800 --> 00:04:11.300]  眾人留他要住下來
[00:04:11.300 --> 00:04:13.300]  但是保羅說
[00:04:13.300 --> 00:04:15.300]  神約許我
[00:04:15.300 --> 00:04:20.300]  我還要回到你們這裡
[00:04:20.300 --> 00:04:23.300]  於是開船離開了以弗所
[00:04:23.300 --> 00:04:25.800]  在蓋撒利亞下船
[00:04:25.800 --> 00:04:28.800]  往耶路撒冷問教會安
[00:04:28.800 --> 00:04:31.300]  最後回到安提阿教會
[00:04:31.300 --> 00:04:32.800]  你拿個地圖出來
[00:04:32.800 --> 00:04:34.300]  才記得這四個地方
[00:04:34.300 --> 00:04:35.800]  走了很遠了
[00:04:35.800 --> 00:04:38.800]  保羅第二次的傳道旅程
[00:04:38.800 --> 00:04:40.800]  就是這樣結束
[00:04:40.800 --> 00:04:43.300]  但是他記得以弗所
[00:04:43.300 --> 00:04:47.800]  所以接著再記載下去二十三節
[00:04:47.800 --> 00:04:50.300]  住了些日子又離開安提阿
[00:04:50.300 --> 00:04:52.800]  經過加拿大弗里加
[00:04:52.800 --> 00:04:56.300]  兼顧眾門徒探訪教會
[00:04:56.300 --> 00:04:59.300]  上一個月我們就讀到阿波羅
[00:04:59.300 --> 00:05:00.300]  記不記得?
[00:05:00.300 --> 00:05:01.300]  去到以弗所
[00:05:01.300 --> 00:05:05.800]  遇到一群只是受約翰洗禮的門徒
[00:05:05.800 --> 00:05:07.300]  那個我們不講了
[00:05:07.300 --> 00:05:08.800]  今天我們來到
[00:05:08.800 --> 00:05:14.800]  其實就已經是保羅第三次的傳道旅行
[00:05:14.800 --> 00:05:17.800]  那個開頭結束
[00:05:17.800 --> 00:05:19.300]  保羅第三次
[00:05:19.300 --> 00:05:23.300]  其實主要是留在以弗所三年
[00:05:23.300 --> 00:05:27.300]  以弗所是亞細亞的都會
[00:05:27.300 --> 00:05:28.300]  用今天的說法
[00:05:28.300 --> 00:05:29.300]  你馬上就明白了
[00:05:29.300 --> 00:05:30.800]  今天的多倫多
[00:05:30.800 --> 00:05:32.800]  保羅住了三年在多倫多
[00:05:32.800 --> 00:05:37.800]  卻叫整個安大略省都聽民主的福音
[00:05:37.800 --> 00:05:39.300]  此話怎講?
[00:05:39.300 --> 00:05:41.300]  他有群好的同工
[00:05:41.300 --> 00:05:43.300]  這群同工在那三年裡面
[00:05:43.300 --> 00:05:47.300]  不是圍在保羅身邊團團轉
[00:05:47.300 --> 00:05:53.300]  他們是出去在整個亞細亞省全都建立教會
[00:05:53.300 --> 00:05:58.300]  所以保羅停在以弗所這三年
[00:05:58.300 --> 00:06:05.300]  是讓整個亞細亞省都聽民主的道
[00:06:05.300 --> 00:06:11.300]  保羅很少留在一個教會這麼長時間
[00:06:11.300 --> 00:06:18.300]  公元52年到55年
[00:06:18.300 --> 00:06:20.300]  保羅在以弗所
[00:06:20.300 --> 00:06:24.300]  所以保羅和以弗所的教會情分很深
[00:06:24.300 --> 00:06:26.300]  十九章就告訴我們
[00:06:26.300 --> 00:06:29.300]  聽到最後三年的結束
[00:06:29.300 --> 00:06:31.300]  以弗所暴動
[00:06:31.300 --> 00:06:32.300]  我們沒時間講了
[00:06:32.300 --> 00:06:34.300]  如果你還沒讀過的話
[00:06:34.300 --> 00:06:36.300]  快點報名讀主義學
[00:06:36.300 --> 00:06:39.300]  保羅被逼離開以弗所
[00:06:39.300 --> 00:06:42.300]  他就往歐洲去探訪教會
[00:06:42.300 --> 00:06:46.300]  現在會程十九章
[00:06:46.300 --> 00:06:48.300]  如果我們讀完之後
[00:06:48.300 --> 00:06:51.300]  二十章我們不是由十七節開始讀
[00:06:51.300 --> 00:06:53.300]  我們讀完十六節
[00:06:53.300 --> 00:06:56.300]  我們就發覺保羅在會程
[00:06:56.300 --> 00:07:01.300]  他定義越過以弗所
[00:07:01.300 --> 00:07:04.300]  他不停在以弗所 為什麼?
[00:07:04.300 --> 00:07:07.300]  第一次停的時候又是會程
[00:07:07.300 --> 00:07:08.300]  什麼人都不認識
[00:07:08.300 --> 00:07:10.300]  已經輓留他住下來
[00:07:10.300 --> 00:07:11.300]  保羅說若主許可
[00:07:11.300 --> 00:07:13.300]  我必定再回來
[00:07:13.300 --> 00:07:15.300]  結果回來住了三年
[00:07:15.300 --> 00:07:16.300]  這次再會程
[00:07:16.300 --> 00:07:18.300]  如果停在以弗所
[00:07:18.300 --> 00:07:22.300]  三年這麼多弟兄姊妹
[00:07:22.300 --> 00:07:25.300]  個個都要請保羅吃一頓飯
[00:07:25.300 --> 00:07:27.300]  起碼吃半年
[00:07:27.300 --> 00:07:32.300]  那就上不了耶路撒冷首五旬節
[00:07:32.300 --> 00:07:34.300]  這是保羅的計劃
[00:07:34.300 --> 00:07:36.300]  他巴不得趕五旬節
[00:07:36.300 --> 00:07:38.300]  能到耶路撒冷
[00:07:38.300 --> 00:07:41.300]  所以他不停在以弗所
[00:07:41.300 --> 00:07:43.300]  但是船是做生意的
[00:07:43.300 --> 00:07:46.300]  不是保羅的私人飛機
[00:07:46.300 --> 00:07:49.300]  可以送他去哪裡遊艇
[00:07:49.300 --> 00:07:53.300]  所以船停在米利都
[00:07:53.300 --> 00:07:59.300]  這是以弗所三天的行路距離一個廣口
[00:07:59.300 --> 00:08:02.300]  於是保羅發覺有時間
[00:08:02.300 --> 00:08:08.300]  就請以弗所教會的長老來到米利都
[00:08:08.300 --> 00:08:10.300]  來做什麼?
[00:08:10.300 --> 00:08:12.300]  保羅要和他們話別
[00:08:12.300 --> 00:08:18.300]  路加醫生將保羅這篇講章放在《使徒行傳》第20章
[00:08:18.300 --> 00:08:29.300]  其實也是代表使徒保羅向宗教會話別的一篇講道
[00:08:29.300 --> 00:08:32.300]  因為跟著保羅回耶路撒冷
[00:08:32.300 --> 00:08:35.300]  我們說第四次全道旅行
[00:08:35.300 --> 00:08:37.300]  其實是講得很好聽
[00:08:37.300 --> 00:08:41.300]  第四次保羅是上訴該殺
[00:08:41.300 --> 00:08:45.300]  因此他帶著鎖鏈
[00:08:45.300 --> 00:08:51.300]  有羅馬的兵壓戒他上羅馬
[00:08:51.300 --> 00:08:56.300]  就好像賴昌星回中國
[00:08:56.300 --> 00:08:58.300]  不是旅行
[00:08:58.300 --> 00:09:01.300]  是保羅坐牢
[00:09:01.300 --> 00:09:06.300]  那個我們說第四次全道旅行
[00:09:06.300 --> 00:09:10.300]  其實這個和前面三次是完全不同的
[00:09:10.300 --> 00:09:12.300]  這裡保羅說:
[00:09:12.300 --> 00:09:21.300]  「聖靈向我證明前面是有捆索和環纜等著我」
[00:09:21.300 --> 00:09:23.300]  就是這個意思
[00:09:23.300 --> 00:09:29.300]  所以保羅三次的旅行宣教來到米利都
[00:09:29.300 --> 00:09:34.300]  保羅說:以後大概我沒機會再見大家的面了
[00:09:34.300 --> 00:09:38.300]  這句話講的時候不知道會發生什麼事
[00:09:38.300 --> 00:09:40.300]  路加寫的時候
[00:09:40.300 --> 00:09:45.300]  他知道這個真是保羅最後的farewell
[00:09:45.300 --> 00:09:51.300]  二十章在這一章記錄下來
[00:09:51.300 --> 00:09:56.300]  保羅沒有向以弗所全教會道別
[00:09:56.300 --> 00:10:00.300]  因為他定意趕往耶路撒冷去守五旬節
[00:10:00.300 --> 00:10:03.300]  所以越過以弗所教會
[00:10:03.300 --> 00:10:07.300]  但是他請教會的領袖來
[00:10:07.300 --> 00:10:13.300]  這一章你就要明白
[00:10:13.300 --> 00:10:19.300]  保羅請教會的領袖來說了些什麼呢?
[00:10:19.300 --> 00:10:21.300]  十八節開始
[00:10:21.300 --> 00:10:25.300]  保羅說:你們知道
[00:10:25.300 --> 00:10:27.300]  保羅先說一些大家知道的東西
[00:10:27.300 --> 00:10:31.300]  第一段從十八節去到二十一節
[00:10:31.300 --> 00:10:34.300]  保羅說那三年
[00:10:34.300 --> 00:10:39.300]  他在以弗所弟兄姊妹有目共睹
[00:10:39.300 --> 00:10:44.300]  他始終為人如何
[00:10:44.300 --> 00:10:51.300]  這是保羅頭一段說過去你們知道的事實
[00:10:51.300 --> 00:10:56.300]  二十二節保羅說現在
[00:10:56.300 --> 00:10:58.300]  不是過去了
[00:10:58.300 --> 00:11:00.300]  所以那個轉接很清楚
[00:11:00.300 --> 00:11:02.300]  雖然中文聖經沒有在那裡分段
[00:11:02.300 --> 00:11:05.300]  但是從保羅的顯詞用語
[00:11:05.300 --> 00:11:07.300]  你看到保羅說:
[00:11:07.300 --> 00:11:10.300]  「從過去三年你們知道
[00:11:10.300 --> 00:11:13.300]  現在我們往耶路撒冷去」
[00:11:13.300 --> 00:11:15.300]  這是他們不知道的
[00:11:15.300 --> 00:11:16.300]  保羅跟他們說
[00:11:16.300 --> 00:11:22.300]  從二十二節到二十七節
[00:11:22.300 --> 00:11:30.300]  保羅解釋為什麼他不再去以弗所
[00:11:30.300 --> 00:11:33.300]  現在他往耶路撒冷
[00:11:33.300 --> 00:11:35.300]  「有困所還能
[00:11:35.300 --> 00:11:40.300]  恐怕不得再見你們的面」
[00:11:40.300 --> 00:11:43.300]  這是中間的一段
[00:11:43.300 --> 00:11:47.300]  因為有這樣的轉變
[00:11:47.300 --> 00:11:51.300]  有這樣的事情的發展
[00:11:51.300 --> 00:11:55.300]  第三段二十八節
[00:11:55.300 --> 00:12:02.300]  「神聖靈立你們作全群的監督」
[00:12:02.300 --> 00:12:10.300]  這是保羅請以弗所教會的長老來的目的
[00:12:10.300 --> 00:12:14.300]  所以最後這一段從二十八到三十五節
[00:12:14.300 --> 00:12:20.300]  就是保羅對以弗所教會領袖要說的話
[00:12:20.300 --> 00:12:23.300]  前面那兩段只是
[00:12:23.300 --> 00:12:26.300]  我們說引起動機
[00:12:26.300 --> 00:12:29.300]  鋪了個基礎
[00:12:29.300 --> 00:12:33.300]  為什麼要說最後這段話呢?
[00:12:33.300 --> 00:12:37.300]  你們都知道我曾經在你們中間三年
[00:12:37.300 --> 00:12:38.300]  這個是有目共睹
[00:12:38.300 --> 00:12:41.300]  現在我往耶路撒冷去
[00:12:41.300 --> 00:12:44.300]  以後再不會回以弗所了
[00:12:44.300 --> 00:12:48.300]  差不多你可以開始第三段的連接詞
[00:12:48.300 --> 00:12:54.300]  「因此所以你們要怎樣」
[00:12:54.300 --> 00:12:59.300]  保羅在這一句對以弗所教會的領袖
[00:12:59.300 --> 00:13:02.300]  勸勉他們
[00:13:02.300 --> 00:13:05.300]  保羅用了三個不同的稱呼
[00:13:05.300 --> 00:13:10.300]  來對這群領袖說話
[00:13:10.300 --> 00:13:13.300]  最初第一次十七節我們讀的時候
[00:13:13.300 --> 00:13:14.300]  很清楚這裡說
[00:13:14.300 --> 00:13:19.300]  他是去請教會的長老來
[00:13:19.300 --> 00:13:24.300]  十四章二十三節那裡記載過
[00:13:24.300 --> 00:13:30.300]  巴拿巴和保羅全都建立教會
[00:13:30.300 --> 00:13:31.300]  路加記載
[00:13:31.300 --> 00:13:36.300]  二人在教會中選立長老
[00:13:36.300 --> 00:13:38.300]  禁食土告
[00:13:38.300 --> 00:13:43.300]  把他們交托所信的主
[00:13:43.300 --> 00:13:46.300]  所以教會有長老
[00:13:46.300 --> 00:13:50.300]  是保羅和巴拿巴出去傳道建立教會
[00:13:50.300 --> 00:13:55.300]  離開之前二人選立長老
[00:13:55.300 --> 00:13:57.300]  按手禁食祈禱
[00:13:57.300 --> 00:14:00.300]  然後才離開
[00:14:00.300 --> 00:14:02.300]  耶路撒冷教會
[00:14:02.300 --> 00:14:04.300]  如果你讀二十一章
[00:14:04.300 --> 00:14:06.300]  保羅去到了
[00:14:06.300 --> 00:14:09.300]  十八節第二天
[00:14:09.300 --> 00:14:14.300]  路加說保羅和我們去見雅各
[00:14:14.300 --> 00:14:19.300]  長老們也都在那裡
[00:14:19.300 --> 00:14:21.300]  你說耶路撒冷教會
[00:14:21.300 --> 00:14:24.300]  我們以前讀的時候印象是十二使徒
[00:14:24.300 --> 00:14:27.300]  這裡沒有提使徒
[00:14:27.300 --> 00:14:29.300]  使徒去了哪裡?
[00:14:29.300 --> 00:14:31.300]  公元三十年
[00:14:31.300 --> 00:14:33.300]  耶穌剛剛被釘
[00:14:33.300 --> 00:14:34.300]  伏沒升天
[00:14:34.300 --> 00:14:37.300]  十二使徒就在耶路撒冷
[00:14:37.300 --> 00:14:39.300]  門徒四散
[00:14:39.300 --> 00:14:42.300]  因為逼迫使徒留在耶路撒冷
[00:14:42.300 --> 00:14:45.300]  但那是公元三十年的事
[00:14:45.300 --> 00:14:47.300]  現在是公元五十七年
[00:14:47.300 --> 00:14:50.300]  二十五年之後
[00:14:50.300 --> 00:14:53.300]  使徒都出去傳福音了
[00:14:53.300 --> 00:14:57.300]  我們不知道多瑪來到印度沒有?
[00:14:57.300 --> 00:14:59.300]  巴多羅馬聽說來了中國
[00:14:59.300 --> 00:15:02.300]  不過有沒有二十多年就到不知道
[00:15:02.300 --> 00:15:04.300]  不過使徒不在耶路撒冷了
[00:15:04.300 --> 00:15:09.300]  現在在耶路撒冷主持大局的是雅各
[00:15:09.300 --> 00:15:11.300]  他不是使徒
[00:15:11.300 --> 00:15:15.300]  使徒的雅各在十二章已經殉道了
[00:15:15.300 --> 00:15:18.300]  你讀的使徒行傳有沒有印象?
[00:15:18.300 --> 00:15:19.300]  應該記得
[00:15:19.300 --> 00:15:22.300]  現在這個雅各是耶穌的弟弟
[00:15:22.300 --> 00:15:25.300]  雅各和長老
[00:15:25.300 --> 00:15:29.300]  所以長老在耶路撒冷教會
[00:15:29.300 --> 00:15:31.300]  在其他的教會
[00:15:31.300 --> 00:15:36.300]  這個是猶太會堂的傳統
[00:15:36.300 --> 00:15:38.300]  猶太人的會堂
[00:15:38.300 --> 00:15:43.300]  是一群信神的人聚集
[00:15:43.300 --> 00:15:46.300]  他們當中的領袖就稱為長老
[00:15:46.300 --> 00:15:48.300]  教會開始的時候
[00:15:48.300 --> 00:15:50.300]  耶路撒冷教會
[00:15:50.300 --> 00:15:52.300]  保羅、巴拿巴都是猶太人
[00:15:52.300 --> 00:15:54.300]  他們建立教會
[00:15:54.300 --> 00:15:57.300]  他們設立長老
[00:15:57.300 --> 00:16:01.300]  保羅在這裡和他們說的時候
[00:16:01.300 --> 00:16:10.300]  就說「聖靈立你們作全群的監督」
[00:16:10.300 --> 00:16:12.300]  保羅不是用長老這個字
[00:16:12.300 --> 00:16:16.300]  第二個字眼監督是什麼意思?
[00:16:16.300 --> 00:16:20.300]  這個就是外邦人的稱呼
[00:16:20.300 --> 00:16:23.300]  這個不是會堂的傳統
[00:16:23.300 --> 00:16:26.300]  就好像今天在教會裡面
[00:16:26.300 --> 00:16:28.300]  有很多不同的稱呼
[00:16:28.300 --> 00:16:34.300]  有些是長老、執事、長議會、長執會
[00:16:34.300 --> 00:16:37.300]  但是有些叫做堂董會
[00:16:37.300 --> 00:16:39.300]  有沒有聽過?
[00:16:39.300 --> 00:16:41.300]  做教會的董事
[00:16:41.300 --> 00:16:45.300]  董事這件事就不是教會傳統了
[00:16:45.300 --> 00:16:47.300]  就是公司註冊
[00:16:47.300 --> 00:16:50.300]  要有一個board of directors
[00:16:50.300 --> 00:16:58.300]  board of directors就是外邦社會的要求的稱呼
[00:16:58.300 --> 00:17:00.300]  保羅在這裡用了
[00:17:00.300 --> 00:17:01.300]  你可以這麼說
[00:17:01.300 --> 00:17:06.300]  「聖靈立你們作全群的董事」也可以
[00:17:06.300 --> 00:17:08.300]  如果用今天的理解
[00:17:08.300 --> 00:17:11.300]  監督後來在教會傳統
[00:17:11.300 --> 00:17:14.300]  就翻譯成為主教
[00:17:14.300 --> 00:17:15.300]  哇!很神聖啊!
[00:17:15.300 --> 00:17:17.300]  是,那是後來的事
[00:17:17.300 --> 00:17:19.300]  但是在《少林寺傳》的時候
[00:17:19.300 --> 00:17:20.300]  就等於今天
[00:17:20.300 --> 00:17:22.300]  有時候我們說教會神聖一點
[00:17:22.300 --> 00:17:23.300]  不要董事董事
[00:17:23.300 --> 00:17:24.300]  沒所謂的
[00:17:24.300 --> 00:17:26.300]  總之是領袖而已
[00:17:26.300 --> 00:17:27.300]  向政府負責
[00:17:27.300 --> 00:17:28.300]  稱為董事
[00:17:28.300 --> 00:17:31.300]  向弟兄姊妹稱為長老
[00:17:31.300 --> 00:17:34.300]  不過這兩個的名稱
[00:17:34.300 --> 00:17:36.300]  保羅還有第三個
[00:17:36.300 --> 00:17:38.300]  保羅在這裡說
[00:17:38.300 --> 00:17:43.300]  「牧養神的教會」
[00:17:43.300 --> 00:17:49.300]  牧者、牧人、shepherd、牧師
[00:17:49.300 --> 00:17:52.300]  我們又想到他給人工請回來
[00:17:52.300 --> 00:17:53.300]  神學畢業
[00:17:53.300 --> 00:17:55.300]  MDiv又有加拿大經驗
[00:17:55.300 --> 00:17:57.300]  我們很多這些立刻就出來了
[00:17:57.300 --> 00:17:58.300]  不是
[00:17:58.300 --> 00:18:00.300]  保羅不是說三班人
[00:18:00.300 --> 00:18:02.300]  一班是董事
[00:18:02.300 --> 00:18:04.300]  一班是長老
[00:18:04.300 --> 00:18:06.300]  第三班是教牧童工
[00:18:06.300 --> 00:18:07.300]  不是
[00:18:07.300 --> 00:18:08.300]  是同一班人
[00:18:08.300 --> 00:18:09.300]  有沒有留意到
[00:18:10.300 --> 00:18:12.300]  以弗所教會的領袖
[00:18:12.300 --> 00:18:14.300]  又是長老
[00:18:14.300 --> 00:18:15.300]  又是監督
[00:18:15.300 --> 00:18:17.300]  又是牧者
[00:18:17.300 --> 00:18:20.300]  三重的身份
[00:18:20.300 --> 00:18:26.300]  都出現在保羅的血面當中
[00:18:26.300 --> 00:18:27.300]  但是最重要的
[00:18:27.300 --> 00:18:28.300]  你有沒有留意到
[00:18:28.300 --> 00:18:30.300]  保羅一開口說
[00:18:30.300 --> 00:18:34.300]  是聖靈立你們
[00:18:34.300 --> 00:18:39.300]  不是試圖選立他們
[00:18:39.300 --> 00:18:42.300]  不同的制度有不同的做法
[00:18:42.300 --> 00:18:45.300]  主教制的教會
[00:18:45.300 --> 00:18:48.300]  是由上而下的
[00:18:48.300 --> 00:18:50.300]  主教吩咐
[00:18:50.300 --> 00:18:52.300]  那你就要信服了
[00:18:52.300 --> 00:18:54.300]  一個在聖公會的弟兄
[00:18:54.300 --> 00:18:55.300]  很早年的時候
[00:18:55.300 --> 00:18:57.300]  跟我說過這句話
[00:18:57.300 --> 00:18:59.300]  現在他自己都做了主教了
[00:18:59.300 --> 00:19:02.300]  現在他說人家要信服了
[00:19:02.300 --> 00:19:03.300]  不是
[00:19:03.300 --> 00:19:05.300]  長老制的教會
[00:19:05.300 --> 00:19:07.300]  我以前在蘇格蘭
[00:19:07.300 --> 00:19:09.300]  參加西人的教會
[00:19:09.300 --> 00:19:11.300]  他們雖然是贈信會
[00:19:11.300 --> 00:19:13.300]  但是用長老
[00:19:13.300 --> 00:19:17.300]  蘇格蘭是長老會的傳統
[00:19:17.300 --> 00:19:19.300]  他們用長老制
[00:19:19.300 --> 00:19:22.300]  長老團祈禱
[00:19:22.300 --> 00:19:24.300]  物色新的長老
[00:19:24.300 --> 00:19:27.300]  請新的長老祈禱
[00:19:27.300 --> 00:19:28.300]  大家祈完禱
[00:19:28.300 --> 00:19:29.300]  祈很久的
[00:19:29.300 --> 00:19:30.300]  不是祈一個禮拜
[00:19:30.300 --> 00:19:31.300]  兩個禮拜
[00:19:31.300 --> 00:19:33.300]  祈了幾個月
[00:19:33.300 --> 00:19:36.300]  大家都有同樣的感動
[00:19:36.300 --> 00:19:38.300]  就宣佈給會眾
[00:19:38.300 --> 00:19:40.300]  我們找到新的長老了
[00:19:40.300 --> 00:19:42.300]  不用選的嗎?
[00:19:42.300 --> 00:19:43.300]  不用選的
[00:19:43.300 --> 00:19:45.300]  是長老祈禱
[00:19:45.300 --> 00:19:47.300]  那就找長老了
[00:19:47.300 --> 00:19:49.300]  這是一個制度
[00:19:49.300 --> 00:19:50.300]  不是
[00:19:50.300 --> 00:19:52.300]  我們是贈信會的神學
[00:19:52.300 --> 00:19:55.300]  每人心中都有聖靈的光照
[00:19:55.300 --> 00:19:57.300]  所以一人一票
[00:19:57.300 --> 00:19:59.300]  投票選舉
[00:19:59.300 --> 00:20:01.300]  還要每個月開會
[00:20:01.300 --> 00:20:03.300]  宣道會還不知道這樣
[00:20:03.300 --> 00:20:05.300]  不過會眾制
[00:20:05.300 --> 00:20:06.300]  長老制
[00:20:06.300 --> 00:20:07.300]  主教制
[00:20:07.300 --> 00:20:09.300]  各有不同
[00:20:09.300 --> 00:20:11.300]  但聖經不緊張這些
[00:20:11.300 --> 00:20:13.300]  你有沒有留意到
[00:20:13.300 --> 00:20:14.300]  保羅第一句說
[00:20:14.300 --> 00:20:22.300]  「聖靈立你們作全群的董事」
[00:20:22.300 --> 00:20:27.300]  前面其實保羅已經提過聖靈了
[00:20:27.300 --> 00:20:28.300]  提了兩次
[00:20:28.300 --> 00:20:32.300]  不過中文聖經的翻譯有點掙扎
[00:20:32.300 --> 00:20:34.300]  第一次我們讀到
[00:20:34.300 --> 00:20:35.300]  二十三節
[00:20:35.300 --> 00:20:39.300]  「聖靈在各城裡向我指正說
[00:20:39.300 --> 00:20:45.300]  有困所患難等待我」
[00:20:45.300 --> 00:20:49.300]  聖靈差遣保羅離開以弗所
[00:20:49.300 --> 00:20:51.300]  聖靈告訴保羅
[00:20:51.300 --> 00:20:55.300]  有困所患難等著他
[00:20:55.300 --> 00:20:57.300]  但是保羅很清楚
[00:20:57.300 --> 00:20:58.300]  聖靈的帶領
[00:20:58.300 --> 00:21:02.300]  「我卻不以性命為念也不看為寶貴
[00:21:02.300 --> 00:21:05.300]  只要行完我的路程
[00:21:05.300 --> 00:21:10.300]  成就我從主耶穌所領受的職事」
[00:21:10.300 --> 00:21:14.300]  這個職份是主耶穌給保羅的
[00:21:14.300 --> 00:21:16.300]  不是人給他的
[00:21:16.300 --> 00:21:21.300]  我相信以弗所教會的領袖一定勸保羅
[00:21:21.300 --> 00:21:23.300]  事實上前文下理
[00:21:23.300 --> 00:21:27.300]  我們見到很多人勸保羅
[00:21:27.300 --> 00:21:29.300]  不要去
[00:21:29.300 --> 00:21:31.300]  說明有患難
[00:21:31.300 --> 00:21:33.300]  你還去?你蠢啊
[00:21:33.300 --> 00:21:36.300]  但是保羅不聽勸
[00:21:36.300 --> 00:21:37.300]  路加是這樣記載
[00:21:37.300 --> 00:21:39.300]  路加有份勸他的
[00:21:39.300 --> 00:21:42.300]  但保羅前面還有一句
[00:21:42.300 --> 00:21:44.300]  二十二節
[00:21:44.300 --> 00:21:47.300]  「現在我往耶路撒冷去」
[00:21:47.300 --> 00:21:52.300]  跟著那句中文聖經就有兩個不同的翻譯
[00:21:52.300 --> 00:21:57.300]  和合本一百年前就譯「心神璧此」
