
[00:00:00.000 --> 00:00:05.280]  肯定告訴你 走火警不是在港島的時候發生的
[00:02:21.000 --> 00:02:25.160]  就是我們願意信服祂的主權
[00:02:25.160 --> 00:02:27.400]  祂真是成為我們生命的主
[00:02:27.400 --> 00:02:31.200]  但是我也講過 當我們真的願意去跟從的時候
[00:02:31.200 --> 00:02:33.600]  當我們踏出這個豐盛的路的時候
[00:02:33.600 --> 00:02:37.680]  其實當中有很多的危機 或者叫做撕裂
[00:02:37.680 --> 00:02:42.600]  其實是不可以避免的 是必然的
[00:02:42.600 --> 00:02:44.120]  因為生命要成長的時候
[00:02:44.120 --> 00:02:47.320]  很多時候我們要經過這些不同的試煉
[00:02:47.320 --> 00:02:50.720]  當我們能夠在小事上忠心
[00:02:50.720 --> 00:02:53.600]  神就將更大的事 更大的祝福
[00:02:53.600 --> 00:02:55.320]  來賜給我們生命裡面
[00:02:55.320 --> 00:02:57.160]  所以當我們踏上這個豐盛的路
[00:02:57.160 --> 00:02:59.160]  當我們真的願意跟從主的時候
[00:02:59.160 --> 00:03:02.680]  其實在我們的生命裡面 不是一帆風順
[00:03:02.680 --> 00:03:06.520]  而是反而有不同的東西我們需要去面對
[00:03:06.520 --> 00:03:08.920]  在我們面對的時候
[00:03:08.920 --> 00:03:12.800]  我們的生命就一直不斷的被更新改變
[00:03:12.800 --> 00:03:16.320]  其實這個就是我們今天所講的 成性的問題
[00:03:16.320 --> 00:03:19.640]  所以我們不用擔心 耶穌不單是一個救主
[00:03:19.640 --> 00:03:21.200]  祂也是一個成性的主
[00:03:21.200 --> 00:03:23.800]  當我們面對生命這些不同的經歷的時候
[00:03:23.800 --> 00:03:26.120]  大小不同的試煉的時候
[00:03:26.120 --> 00:03:29.120]  祂不單是拯救我們 同樣祂也給我們能力
[00:03:29.120 --> 00:03:33.120]  來靠祂來經過 所以我們的生命是豐盛的
[00:03:33.120 --> 00:03:36.680]  所以我們在當中 今天我們來思想這個題目的時候
[00:03:36.680 --> 00:03:39.920]  是新的 我都要看看怎麼用
[00:03:39.920 --> 00:03:41.720]  我們先看看成性這個問題
[00:03:41.720 --> 00:03:44.200]  我們先看看什麼叫做成性
[00:03:44.200 --> 00:03:46.000]  什麼叫做成性
[00:03:46.000 --> 00:03:48.640]  其實成性簡單來說 就是說一個基督徒
[00:03:48.640 --> 00:03:50.840]  一個信徒 怎麼能夠可以去活出
[00:03:50.840 --> 00:03:54.160]  建立一個聖潔生命的一個過程
[00:03:54.160 --> 00:03:59.080]  聖潔是一個改變的過程 去成為聖
[00:03:59.080 --> 00:04:02.120]  我們怎麼才能夠成為一個更加聖潔
[00:04:02.120 --> 00:04:04.840]  更加像神一種這樣的生命
[00:04:04.840 --> 00:04:07.480]  在這個過程裡面 我們就叫做成性
[00:04:07.480 --> 00:04:11.880]  當我們信了主之後 我們不再在罪的控訴下面
[00:04:11.880 --> 00:04:14.400]  這個在神學來講 我們就叫做清義
[00:04:14.400 --> 00:04:16.680]  神看我們為異的
[00:04:16.680 --> 00:04:20.080]  我們不再在罪的控訴下面
[00:04:20.080 --> 00:04:22.240]  但我們不單止不在罪的控訴下面
[00:04:22.240 --> 00:04:25.720]  其實我們也可以不在罪的權勢下面
[00:04:25.720 --> 00:04:26.720]  意思是什麼呢?
[00:04:26.720 --> 00:04:31.200]  以前我們很多不想做的事情 我們偏偏做了
[00:04:31.200 --> 00:04:34.080]  我不想說的話 我又說了出來
[00:04:34.080 --> 00:04:37.320]  我不想這樣想事情 我又想了出來
[00:04:37.320 --> 00:04:39.960]  但是當我們真的信了主的時候
[00:04:39.960 --> 00:04:41.560]  我們生命可以改變
[00:04:41.560 --> 00:04:43.960]  我們再不是被過去那個憂傷
[00:04:43.960 --> 00:04:50.880]  那個困難 那種苦澀 那種事情綁著我們
[00:04:50.880 --> 00:04:53.480]  我們靠著我們的主 我們能夠得性
[00:04:53.480 --> 00:04:55.320]  這個就是成不成的問題
[00:04:55.320 --> 00:04:58.440]  在我們今天所讀的經文裡面
[00:04:58.440 --> 00:05:02.320]  二弗所說四章二十至二十四節
[00:05:02.320 --> 00:05:04.960]  裡面其實就是講這個過程
[00:05:04.960 --> 00:05:06.440]  一個生命轉變的過程
[00:05:06.440 --> 00:05:08.360]  有幾點我們需要去留意的
[00:05:08.360 --> 00:05:09.960]  第一個在二十節裡面
[00:05:09.960 --> 00:05:13.360]  你們學了基督 卻不是這樣
[00:05:13.360 --> 00:05:15.600]  這個針對的是什麼人呢?
[00:05:15.600 --> 00:05:18.680]  就是針對那些學了基督的人
[00:05:18.680 --> 00:05:20.680]  學了在英文就是learn
[00:05:20.680 --> 00:05:23.840]  學了什麼呢?就是在二十一節所講的
[00:05:23.840 --> 00:05:27.880]  我們聽過他的道 領過他的教
[00:05:27.880 --> 00:05:29.680]  學過他的真理
[00:05:29.680 --> 00:05:32.280]  就是當我們說願意接受耶穌為救主的時候
[00:05:32.280 --> 00:05:35.040]  我們開始明白他所講的是什麼
[00:05:35.040 --> 00:05:38.960]  他所做的是什麼 他所教的是什麼
[00:05:38.960 --> 00:05:41.680]  其實這個學這個字learn
[00:05:41.680 --> 00:05:46.960]  就是門徒那個原文那個字的出來
[00:05:46.960 --> 00:05:50.360]  門徒其實就是disciple 也就是learner
[00:05:50.360 --> 00:05:54.680]  我們學了基督 我們就成為一個learner
[00:05:54.680 --> 00:05:56.160]  成為一個門徒
[00:05:56.160 --> 00:05:59.440]  所以保羅所講的話不是對少數人講的
[00:05:59.440 --> 00:06:04.400]  是對所有願意跟隨基督 學習基督的人來說
[00:06:04.400 --> 00:06:06.480]  當我們說我們真的跟隨基督
[00:06:06.480 --> 00:06:08.720]  我們承認祂為我們救主的時候
[00:06:08.720 --> 00:06:10.320]  保羅繼續講的時候
[00:06:10.320 --> 00:06:13.480]  他有一個很明顯的轉變
[00:06:13.480 --> 00:06:15.480]  就是在後面所講的二十二節
[00:06:15.480 --> 00:06:18.200]  脫去你們從前上的舊人
[00:06:18.200 --> 00:06:21.680]  現在二十四節 他說穿上新人
[00:06:21.680 --> 00:06:24.000]  所以在保羅所講的裡面 給我們看到
[00:06:24.000 --> 00:06:26.080]  當我們說真的信耶穌的時候
[00:06:26.080 --> 00:06:30.240]  其實是一個過程 轉變的過程
[00:06:30.240 --> 00:06:33.880]  有脫去從前的 有穿上新的
[00:06:33.880 --> 00:06:37.680]  在當中裡面給我們看到是一個漸變
[00:06:37.680 --> 00:06:39.360]  就不是一個突變
[00:06:39.360 --> 00:06:42.320]  如果突變就mutation就嚇死了
[00:06:42.320 --> 00:06:44.720]  突然間你上了主之後 哇 全都上了
[00:06:44.720 --> 00:06:46.560]  其實很多時候是漸變
[00:06:46.560 --> 00:06:48.160]  我們將我們過去以前的東西
[00:06:48.160 --> 00:06:49.720]  慢慢的拿去除去
[00:06:49.720 --> 00:06:54.200]  我們慢慢將新的拿去帶在我們身上
[00:06:54.200 --> 00:06:56.480]  但是有一個很明顯的
[00:06:56.480 --> 00:07:02.400]  保羅所講的是的確確實質的可以看到
[00:07:02.400 --> 00:07:06.840]  他說你從前行為上的舊人 今天改變了
[00:07:06.840 --> 00:07:11.560]  所以在我們的行為 在我們的思想 在我們的態度
[00:07:11.560 --> 00:07:13.200]  當我們信了主耶穌之後
[00:07:13.200 --> 00:07:17.640]  我們是必然有一個轉變在裡面
[00:07:17.640 --> 00:07:20.680]  如果我們信了 而我們沒有轉變
[00:07:20.680 --> 00:07:25.640]  我們很可能 我們的信是不是真正的正確
[00:07:25.640 --> 00:07:27.720]  一個生命和一個沒有生命的東西
[00:07:27.720 --> 00:07:32.520]  最大的分別在哪裡呢?就是轉變
[00:07:32.520 --> 00:07:37.080]  有生命的 它會grow 它會成長
[00:07:37.080 --> 00:07:40.760]  一個死物 它不會grow 它不會再成長
[00:07:40.760 --> 00:07:42.480]  所以我們看回那些小孩子
[00:07:42.480 --> 00:07:45.920]  我們教會裡面很多的小孩子
[00:07:45.920 --> 00:07:48.680]  看著他們長大的 我們大人沒什麼分別
[00:07:48.680 --> 00:07:50.080]  我看你這麼久 你也看我這麼久
[00:07:50.080 --> 00:07:52.840]  差不多都是這個年紀 好像沒什麼轉變
[00:07:52.840 --> 00:07:54.840]  但是不見了 派那些小孩子一排
[00:07:54.840 --> 00:07:58.600]  它又長大了 因為它有生命
[00:07:58.600 --> 00:08:00.320]  特別我們知道我們做父母的
[00:08:00.320 --> 00:08:01.800]  我們經常餵那些小孩子吃東西
[00:08:01.800 --> 00:08:03.520]  那些小孩子吃東西
[00:08:03.520 --> 00:08:05.080]  如果吃很多吃很多
[00:08:05.080 --> 00:08:08.200]  它又不長高 又不長大 那你會怎麼樣?
[00:08:08.200 --> 00:08:13.800]  你擔心它什麼?生蟲啊
[00:08:13.800 --> 00:08:18.480]  基督徒和我一樣 如果我們信了主
[00:08:18.480 --> 00:08:20.280]  如果我們真的信得清楚的話
[00:08:20.280 --> 00:08:23.040]  我們的生命是有改變的
[00:08:23.040 --> 00:08:27.280]  行為、思想、態度都會轉變
[00:08:27.280 --> 00:08:28.640]  但是如果我們信了之後
[00:08:28.640 --> 00:08:34.000]  一直都沒有改變 恐怕你可能生蟲
[00:08:34.000 --> 00:08:37.480]  今天我們的屬靈生命是怎麼樣的?
[00:08:37.480 --> 00:08:41.640]  是健康的成長 是人看到有真正的改變呢?
[00:08:41.640 --> 00:08:45.880]  還是我們仍然都是以前的?
[00:08:45.880 --> 00:08:47.880]  這個就是誠信的問題
[00:08:47.880 --> 00:08:50.400]  但是很多時候基督徒對誠信的問題
[00:08:50.400 --> 00:08:53.680]  都有些誤解、一些不清楚
[00:08:53.680 --> 00:08:56.920]  甚至孫信博士他自己親自的承認
[00:08:56.920 --> 00:09:00.960]  他對誠信的真理是他默會之後十年
[00:09:00.960 --> 00:09:05.040]  他才明白的 我說了不是他信了之後
[00:09:05.040 --> 00:09:09.600]  他是默會 他默會十年之後
[00:09:09.600 --> 00:09:13.120]  他才明白這個誠信的真理
[00:09:13.120 --> 00:09:15.400]  所以這個不是一個簡單的事情
[00:09:15.400 --> 00:09:21.480]  他自己在他的傳記裡面去承認
[00:09:21.480 --> 00:09:25.680]  他對這個誠信是一個錯誤的理解
[00:09:25.680 --> 00:09:30.600]  他一開始就以為誠信是預備人去天堂
[00:09:30.600 --> 00:09:35.200]  就是耶穌神在我們靈魂裡面最後所做的事情
[00:09:35.200 --> 00:09:39.680]  就是叫我們誠信 然後就帶我們回家
[00:09:39.680 --> 00:09:42.960]  所以他自己承認說 有一段時間我很怕誠信
[00:09:42.960 --> 00:09:46.480]  因為我說 當我誠信之後我很快就會離開
[00:09:46.480 --> 00:09:49.920]  這個是他對誠信那種恐懼
[00:09:49.920 --> 00:09:53.640]  他一路信了主之後 他很熱心的侍奉
[00:09:53.640 --> 00:09:58.360]  很熱心的傳道、傳福音 他很愛主
[00:09:58.360 --> 00:10:01.160]  但是他對誠信的觀念仍然是不清楚
[00:10:01.160 --> 00:10:05.000]  所以當中裡面 給他有這個恐懼在裡面
[00:10:05.000 --> 00:10:07.200]  同樣的今天我們在誠信裡面
[00:10:07.200 --> 00:10:12.200]  都有很多不同的誤解在裡面
[00:10:12.200 --> 00:10:17.960]  很多人對誠信以為只是少數人能夠做到的
[00:10:17.960 --> 00:10:20.440]  我不知道你有沒有這樣的感覺
[00:10:20.440 --> 00:10:25.840]  誠信這個題目這麼深奧 對他講的不是我講的
[00:10:25.840 --> 00:10:27.560]  只是少數人做到的
[00:10:27.560 --> 00:10:30.160]  我們很多時候承認自己愛主不夠
[00:10:30.160 --> 00:10:32.960]  我們不可能像那些被神重用的人
[00:10:32.960 --> 00:10:35.840]  生命有著巨大的轉變 為神所用
[00:10:35.840 --> 00:10:41.640]  所以有的時候我們寧願成為一個二等的基督徒
[00:10:41.640 --> 00:10:45.200]  我們不可能全面被神得著
[00:10:45.200 --> 00:10:48.520]  這個是錯誤的
[00:10:48.520 --> 00:10:52.240]  當我們願意信服在神的面前
[00:10:52.240 --> 00:10:55.320]  我們每一個屬神的人
[00:10:55.320 --> 00:10:59.720]  我們的生命可以全面的改變
[00:10:59.720 --> 00:11:03.720]  全面的被祂得著
[00:11:03.720 --> 00:11:07.360]  我們可以經歷一個蛻變的生命
[00:11:07.360 --> 00:11:12.160]  誠信這個字的原文Sanctification
[00:11:12.160 --> 00:11:19.760]  意思可以說是分開
[00:11:19.760 --> 00:11:23.760]  或者是分別出來 Set apart
[00:11:23.760 --> 00:11:27.080]  所以剛才我們開始的時候誠信有這個意思
[00:11:27.080 --> 00:11:30.800]  其實誠信這個字很多時候和神的主權
[00:11:30.800 --> 00:11:34.120]  神的作為是有關的
[00:11:34.120 --> 00:11:37.240]  神可以按照他的心意將某人
[00:11:37.240 --> 00:11:40.000]  某個地方 某一些東西
[00:11:40.000 --> 00:11:42.440]  將它分別出來
[00:11:42.440 --> 00:11:46.160]  成為聖結合乎他所用的
[00:11:46.160 --> 00:11:49.480]  能夠達到他自己的目的
[00:11:49.480 --> 00:11:53.400]  在《出埃及記》的29章43節
[00:11:53.400 --> 00:11:56.720]  神是將這個回望分別為聖
[00:11:56.720 --> 00:12:00.040]  好叫以色列人能夠在當中來敬拜他
[00:12:00.040 --> 00:12:01.080]  所以我們要留意
[00:12:01.080 --> 00:12:02.880]  我們中文的所謂「成為聖」
[00:12:02.880 --> 00:12:05.000]  英文就是Sanctify
[00:12:05.000 --> 00:12:09.840]  這個回望是因為神要特別去用它
[00:12:09.840 --> 00:12:12.520]  成為以色列人敬拜的地方
[00:12:12.520 --> 00:12:15.200]  這個回望就是分別為聖
[00:12:15.200 --> 00:12:16.160]  不單是這樣
[00:12:16.160 --> 00:12:20.040]  在《創世記》第二章第三節裡面講到七天
[00:12:20.040 --> 00:12:22.600]  第七天 它定為聖日
[00:12:22.600 --> 00:12:25.640]  因為這一天 神結束了他一切的工作
[00:12:25.640 --> 00:12:27.080]  就安息了
[00:12:27.080 --> 00:12:28.640]  我們留意英文裡面講
[00:12:28.640 --> 00:12:31.360]  第七天也是Sanctify
[00:12:31.360 --> 00:12:33.560]  是分別了出來
[00:12:33.560 --> 00:12:37.440]  所以「成聖」有意思是分別出來
[00:12:37.440 --> 00:12:43.720]  是能夠達到完成神自己的作為
[00:12:43.720 --> 00:12:46.880]  祂的計劃 祂的目的
[00:12:46.880 --> 00:12:51.880]  所以同樣 人都是一樣
[00:12:51.880 --> 00:12:53.840]  神拯救我們的時候
[00:12:53.840 --> 00:12:55.520]  祂是分別我們出來
[00:12:55.520 --> 00:12:57.840]  成為祂所用的
[00:12:57.840 --> 00:13:02.920]  祂不是分別基督徒裡面某些去愛祂 去侍奉祂
[00:13:02.920 --> 00:13:05.120]  祂是將基督徒 神的子民
[00:13:05.120 --> 00:13:07.520]  從世人當中分別出來
[00:13:07.520 --> 00:13:11.200]  所以在《彼得前書》第二章第九節很清楚
[00:13:11.200 --> 00:13:12.520]  告訴我們
[00:13:12.520 --> 00:13:16.320]  唯有你們是被揀選的族類
[00:13:16.320 --> 00:13:18.040]  是有君尊的祭司
[00:13:18.040 --> 00:13:20.640]  在聖祭的角度是屬神的子民
[00:13:20.640 --> 00:13:22.360]  是叫你們宣揚那
[00:13:22.360 --> 00:13:26.440]  召你們出黑暗入奇妙光明者的美德
[00:13:26.440 --> 00:13:29.040]  我們是被揀選分別出來
[00:13:29.040 --> 00:13:31.760]  從世人當中分別出來
[00:13:31.760 --> 00:13:34.640]  並且是有一個特殊的身份
[00:13:34.640 --> 00:13:36.120]  有特殊的使命
[00:13:36.120 --> 00:13:38.440]  這個就是分別為聖
[00:13:38.440 --> 00:13:43.080]  所以我們不要以為聖聖和我們無關
[00:13:43.080 --> 00:13:47.400]  聖聖只是少數人的榮譽或者專利
[00:13:47.400 --> 00:13:49.600]  不是 是錯的
[00:13:49.600 --> 00:13:52.680]  聖聖是神給他的子民
[00:13:52.680 --> 00:13:55.280]  每一個人都有的
[00:13:55.280 --> 00:13:57.080]  他叫我們生命改變
[00:13:57.080 --> 00:13:59.480]  叫我們能夠可以效法基督
[00:13:59.480 --> 00:14:03.280]  可以成就他在我們身上永恆的旨意
[00:14:03.280 --> 00:14:04.520]  只要我們願意的話
[00:14:04.520 --> 00:14:07.040]  我們每一個人都可以經歷生命
[00:14:07.040 --> 00:14:10.640]  生命蛻變的這種改變
[00:14:10.640 --> 00:14:11.880]  第二個我們通常
[00:14:11.880 --> 00:14:15.440]  在聖聖裡面錯誤的誤解是什麼呢?
[00:14:15.440 --> 00:14:17.080]  這個要很小心
[00:14:17.080 --> 00:14:22.400]  很多時候我們將聖聖看為是一種工作
[00:14:22.400 --> 00:14:24.720]  是work
[00:14:24.720 --> 00:14:26.720]  如果我們要成長
[00:14:26.720 --> 00:14:28.280]  我們要生命改變
[00:14:28.280 --> 00:14:30.280]  我們就要下苦功
[00:14:30.280 --> 00:14:31.360]  我們要用功
[00:14:31.360 --> 00:14:33.360]  我們要克服己心
[00:14:33.360 --> 00:14:35.120]  所以信主之後沒多久
[00:14:35.120 --> 00:14:36.960]  我們就教初信的人
[00:14:36.960 --> 00:14:38.880]  你要讀經 你要祈禱
[00:14:38.880 --> 00:14:41.680]  你要侍奉 你要敬拜
[00:14:41.680 --> 00:14:43.400]  再信得久一點 盡心一點的
[00:14:43.400 --> 00:14:46.200]  我們要講到屬靈的操練
[00:14:46.200 --> 00:14:48.640]  所以我們將這個的誠信
[00:14:48.640 --> 00:14:50.000]  和你做某一些的事情
[00:14:50.000 --> 00:14:52.760]  有一些工作是有關係的
[00:14:52.760 --> 00:14:59.240]  Richard Hooker是16世紀聖公會的一個修士或神學家
[00:14:59.240 --> 00:15:00.840]  他在當中直接說出
[00:15:00.840 --> 00:15:03.320]  誠信是在乎工作
[00:15:03.320 --> 00:15:08.320]  而清義就只在乎信
[00:15:08.320 --> 00:15:10.680]  Certification is based on works
[00:15:10.680 --> 00:15:14.400]  Whilst justification is only faith
[00:15:14.400 --> 00:15:15.920]  By faith
[00:15:15.920 --> 00:15:20.400]  所以我們清義接受耶穌基督是唯有信的
[00:15:20.400 --> 00:15:22.880]  但是誠信卻是工作
[00:15:22.880 --> 00:15:25.200]  所以我們不能夠誠信
[00:15:25.200 --> 00:15:29.720]  很可能就是因為我們下的功夫不夠
[00:15:29.720 --> 00:15:32.480]  我們的苦功不夠
[00:15:32.480 --> 00:15:35.000]  如果我們能夠愛主多一點
[00:15:35.000 --> 00:15:37.920]  如果我們能夠為主擺上多一點
[00:15:37.920 --> 00:15:40.840]  我們就可以更加長進
[00:15:40.840 --> 00:15:42.480]  是不是有一首詩歌叫做
[00:15:42.480 --> 00:15:45.200]  誠信須用功夫
[00:15:45.200 --> 00:15:46.240]  是不是
[00:15:46.240 --> 00:15:49.920]  如果誠信的話 我們要做功夫
[00:15:49.920 --> 00:15:55.920]  但是你要留意那首歌的英文原名是什麼呢
[00:15:55.920 --> 00:15:59.400]  Takes time to be holy
[00:15:59.400 --> 00:16:02.840]  它是要時間
[00:16:02.840 --> 00:16:05.000]  我們成長不是突變的
[00:16:05.000 --> 00:16:06.120]  我們需要時間
[00:16:06.120 --> 00:16:10.000]  所以不是用功夫
[00:16:10.000 --> 00:16:15.360]  其實誠信不是靠功夫能夠做到
[00:16:15.360 --> 00:16:16.760]  不是靠功夫
[00:16:16.760 --> 00:16:18.760]  所以我說這一點的時候我要很小心
[00:16:18.760 --> 00:16:23.960]  因為我知道聽道的人
[00:16:23.960 --> 00:16:28.280]  基督徒很多時候有一個特性就是selective listening
[00:16:28.280 --> 00:16:30.200]  有一個選擇性聽道
[00:16:30.200 --> 00:16:32.840]  牧師這樣說 牧師這樣說
[00:16:32.840 --> 00:16:34.560]  我們不需要讀經祈禱
[00:16:34.560 --> 00:16:36.400]  不需要侍奉 不需要什麼
[00:16:36.400 --> 00:16:38.200]  我沒有這樣說
[00:16:38.200 --> 00:16:40.000]  是你說的
[00:16:40.000 --> 00:16:41.480]  所以罪是歸在你頭上
[00:16:41.480 --> 00:16:45.000]  不是罪歸在我頭上
[00:16:45.000 --> 00:16:51.160]  我說誠信不是人的功夫做到的意思是什麼呢
[00:16:51.160 --> 00:16:54.360]  誠信絕對不可以單靠人的努力
[00:16:54.360 --> 00:16:58.680]  意志 決心能夠成就
[00:16:58.680 --> 00:17:02.680]  誠信是恩典
[00:17:02.680 --> 00:17:06.800]  如果不是聖靈在我們心裏面摘心
[00:17:06.800 --> 00:17:08.920]  不是聖靈開我們的眼睛看到
[00:17:08.920 --> 00:17:15.200]  原來我們在基督裏面那種美善 那種喜樂
[00:17:15.200 --> 00:17:22.200]  你怎麼做 你都做不到 誠信
[00:17:22.200 --> 00:17:25.040]  如果誠信是靠功夫做到的話
[00:17:25.040 --> 00:17:27.240]  其實是一個危機
[00:17:27.240 --> 00:17:30.360]  你就會有驕傲
[00:17:30.360 --> 00:17:31.680]  因為當我能夠做到的話
[00:17:31.680 --> 00:17:34.360]  就是我比你更加用功
[00:17:34.360 --> 00:17:36.800]  我比你更加愛主
[00:17:36.800 --> 00:17:38.960]  我比你更加下苦功
[00:17:38.960 --> 00:17:40.880]  那就可能有個危機
[00:17:40.880 --> 00:17:43.480]  你說 多好
[00:17:43.480 --> 00:17:46.440]  這個不是主的心意
[00:17:46.440 --> 00:17:51.120]  誠信都是恩典
[00:17:51.120 --> 00:17:55.680]  是神的工作在我們當中作聖的
[00:17:55.680 --> 00:17:58.360]  其中一個工作
[00:17:58.360 --> 00:18:01.480]  我實在是見過 也都親身經歷過
[00:18:01.480 --> 00:18:03.520]  見到一些人
[00:18:03.520 --> 00:18:10.320]  他能夠分享為主犧牲很偉大的說話
[00:18:10.320 --> 00:18:12.400]  甚至可以著書立說
[00:18:12.400 --> 00:18:16.160]  去教人怎樣在基督裏面成長
[00:18:16.160 --> 00:18:18.320]  但是當去到一些很實際
[00:18:18.320 --> 00:18:23.360]  親身的問題 利益的時候
[00:18:23.360 --> 00:18:28.240]  他的態度 他的言行是驚訝的
[00:18:28.240 --> 00:18:30.080]  令人驚訝的
[00:18:30.080 --> 00:18:33.000]  但我不是說這些人所說的話是假的
[00:18:33.000 --> 00:18:36.400]  或者他所做 他所教的是假的
[00:18:36.400 --> 00:18:40.560]  我只是說 誠信生命的轉變
[00:18:40.560 --> 00:18:43.160]  不是這麼簡單的
[00:18:43.160 --> 00:18:49.480]  不是只是多一些知識 多一些的了解
[00:18:49.480 --> 00:18:51.320]  而是真是生命的轉變
[00:18:51.320 --> 00:18:54.760]  真的不是這麼簡單的
[00:18:54.760 --> 00:18:58.960]  所以當我們接受耶穌基督為救主的時候
[00:18:58.960 --> 00:19:02.800]  我們要預備生命的轉變
[00:19:02.800 --> 00:19:04.880]  但我們又不需要害怕
[00:19:04.880 --> 00:19:07.320]  因為我們今天的主題就是告訴他們
[00:19:07.320 --> 00:19:09.320]  耶穌不單是拯救我們
[00:19:09.320 --> 00:19:12.280]  耶穌也是誠信的主
[00:19:12.280 --> 00:19:14.800]  在我們生命的轉變的時候
[00:19:14.800 --> 00:19:17.960]  祂是幫助我們怎樣一步一步
[00:19:17.960 --> 00:19:20.840]  去走出生命的蛻變
[00:19:20.840 --> 00:19:23.240]  當我們還沒有進入誠信之主
[00:19:23.240 --> 00:19:24.280]  耶穌是誠信之主的時候
[00:19:24.280 --> 00:19:28.040]  或者我們先看看這個指標
[00:19:28.040 --> 00:19:29.440]  誠信的指標
[00:19:29.440 --> 00:19:30.640]  究竟我們怎樣才知道
[00:19:30.640 --> 00:19:32.000]  我們有一個誠信的基督徒
[00:19:32.000 --> 00:19:36.520]  我們怎樣才能夠成長追求的是些什麼
[00:19:36.520 --> 00:19:38.520]  我想先問一下你
[00:19:38.520 --> 00:19:39.640]  在你心目中
[00:19:39.640 --> 00:19:45.080]  你認為一個成熟的基督徒應該是怎樣?
[00:19:45.080 --> 00:19:46.440]  如果在你心目中想
[00:19:46.440 --> 00:19:47.640]  一個成熟的基督徒
[00:19:47.640 --> 00:19:48.840]  一個成長的基督徒
[00:19:48.840 --> 00:19:50.240]  他應該是怎樣?
[00:19:50.240 --> 00:19:51.800]  是不是因為他的地位
[00:19:51.800 --> 00:19:53.720]  他所做的事 他的位置
[00:19:53.720 --> 00:19:56.400]  他是牧師 他是傳道人 他是長老
[00:19:56.400 --> 00:19:59.440]  那應該是成熟的了
[00:19:59.440 --> 00:20:03.640]  是不是因為他對聖經有很多的認識
[00:20:03.640 --> 00:20:07.280]  他能夠講道 他能夠解經 是不是這樣?
[00:20:07.280 --> 00:20:11.760]  是不是因為他熱心侍奉 樂意奉獻
[00:20:11.760 --> 00:20:13.720]  參加教會聚會
[00:20:13.720 --> 00:20:17.720]  或者是不是因為他有好的生活見證
[00:20:17.720 --> 00:20:20.160]  事實上去領人歸住
[00:20:20.160 --> 00:20:23.920]  我們是不是用這些來衡量
[00:20:23.920 --> 00:20:27.480]  一個信徒的生命是否成熟
