
[00:00:00.000 --> 00:00:08.000]  俄巴底亞書是十二仙之書的第四部
[00:04:12.000 --> 00:04:16.000]  這樣就騙了他哥哥長子的名份
[00:04:16.000 --> 00:04:19.000]  哥哥知道了之後當然很生氣
[00:04:19.000 --> 00:04:25.000]  要殺了雅各 媽媽李伯家愛子深切
[00:04:25.000 --> 00:04:29.000]  馬上就和他說你不如去你舅父那裏避一避
[00:04:29.000 --> 00:04:33.000]  等你哥哥下了一口氣你才回來
[00:04:33.000 --> 00:04:38.000]  於是雅各就去了舅父拉班那裏
[00:04:38.000 --> 00:04:43.000]  後來過了很多年 娶了四個太太
[00:04:43.000 --> 00:04:48.000]  有一群子女 再回到家裏的時候
[00:04:48.000 --> 00:04:53.000]  發覺哥哥已素已經搬到西爾山居住
[00:04:53.000 --> 00:05:01.000]  很有趣 意識希伯來文的西爾山和以素
[00:05:01.000 --> 00:05:06.000]  和滿身都是毛毛浸浸 三個字是很相似
[00:05:06.000 --> 00:05:13.000]  還有一樣很有趣的就是以東這個字和紅色這個字
[00:05:13.000 --> 00:05:19.000]  在希伯來文都是很有淵源 很有密切的關係
[00:05:19.000 --> 00:05:25.000]  我們中國人就講究長子的名份
[00:05:25.000 --> 00:05:27.000]  很看重長子的名份
[00:05:27.000 --> 00:05:29.000]  我自己也是長子
[00:05:29.000 --> 00:05:34.000]  但是聖經裏面就經常都是廢長立幼
[00:05:34.000 --> 00:05:36.000]  有很多這些例子
[00:05:36.000 --> 00:05:42.000]  我們知道亞當夏娃生了蓋忍和阿伯
[00:05:42.000 --> 00:05:48.000]  後來蓋忍殺了阿伯之後逃亡
[00:05:48.000 --> 00:05:55.000]  於是亞當和夏娃就生了瑟特
[00:05:55.000 --> 00:06:02.000]  瑟特就代替了長子蓋忍 因為蓋忍已經逃亡了
[00:06:02.000 --> 00:06:10.000]  剛才我們講到亞當和以素 亞當和以素的爸爸以撒自己就不是長子
[00:06:10.000 --> 00:06:16.000]  我們知道阿伯拉罕75歲的時候 神就應許他有一個兒子
[00:06:16.000 --> 00:06:22.000]  75歲有兒子 等了十年之後已經85歲了
[00:06:22.000 --> 00:06:28.000]  撒拉的肚子還沒有聲氣 於是自己就急了
[00:06:28.000 --> 00:06:36.000]  撒拉就獻計找自己的婢女夏甲和阿伯拉罕生一個兒子給他繼後
[00:06:36.000 --> 00:06:41.000]  生了以實瑪利出來 這個就是長子 是阿伯拉罕的
[00:06:41.000 --> 00:06:46.000]  但是神沒有揀選以實瑪利 神揀選以撒
[00:06:46.000 --> 00:06:51.000]  當阿伯拉罕99歲的時候 撒拉就有助身機
[00:06:51.000 --> 00:06:57.000]  18歲生了以實出來 是神所揀選 但他不是長子
[00:06:57.000 --> 00:07:05.000]  剛才講到亞國 亞國是多子宮 一生就生了12個兒子
[00:07:05.000 --> 00:07:08.000]  12個兒子當中留下的是長子
[00:07:08.000 --> 00:07:14.000]  但聖經說他玷污了他父親的床 和亞國的妾侍有染
[00:07:14.000 --> 00:07:20.000]  所以失去了長子的名分 長子的名分落到若瑟的身上
[00:07:20.000 --> 00:07:29.000]  我們怎知道 若瑟在十二支派有以法蓮瑪那西 就是長子有相配的祝福
[00:07:29.000 --> 00:07:34.000]  亞國和以法蓮瑪那西來祝福
[00:07:34.000 --> 00:07:38.000]  其實他應該納長子 怎知道他交叉手
[00:07:38.000 --> 00:07:45.000]  應該放在瑪那西納他做長子的右手 放在以法蓮的身上
[00:07:45.000 --> 00:07:50.000]  納了以法蓮成為長子 又是一個例子給我們見到
[00:07:50.000 --> 00:07:54.000]  費長納幼
[00:07:54.000 --> 00:07:59.000]  去到摩西我們見到 神叫摩西帶以色列人出埃及
[00:07:59.000 --> 00:08:04.000]  摩西說我口才不好 神說不怕 你哥哥口才好
[00:08:04.000 --> 00:08:08.000]  那哥哥口才好 為何不找哥哥帶以色列人出埃及
[00:08:08.000 --> 00:08:14.000]  這就是神的揀選 大衛八個兄弟當中他是最小
[00:08:14.000 --> 00:08:18.000]  神就是要揀選他成為以色列人的王
[00:08:18.000 --> 00:08:27.000]  我們見到全部都是神的揀選 遠遠超過了一個人的地位 一個人的名分
[00:08:27.000 --> 00:08:34.000]  這正是俄巴底亞書裏面告訴我們 神的揀選是很重要的
[00:08:34.000 --> 00:08:43.000]  在聖經裏面兄弟之爭的局面 出現了一個很奇妙的局勢
[00:08:43.000 --> 00:08:48.000]  這個局勢一直要等到去末世都是一樣
[00:08:48.000 --> 00:08:54.000]  我們剛才說雅各是被神揀選 以素沒有被神揀選
[00:08:54.000 --> 00:09:01.000]  以素後來又娶了以實瑪利的女兒 就是巴什末
[00:09:01.000 --> 00:09:08.000]  以素的後人就是以東人 我們等下會見到 以色列成為世仇
[00:09:08.000 --> 00:09:14.000]  成為以色列的敵人 而且是總括性的敵人
[00:09:14.000 --> 00:09:17.000]  一說到敵人 人家就想起以東
[00:09:17.000 --> 00:09:24.000]  但是以色列的敵人不單止是以東 還有阿拉伯人
[00:09:24.000 --> 00:09:30.000]  阿拉伯人又是從哪裏來的 剛才說以實瑪利是長子 神沒有揀選他
[00:09:30.000 --> 00:09:35.000]  以實瑪利也有十二個兒子 就好像雅各一樣
[00:09:35.000 --> 00:09:41.000]  神雖然沒有揀選以實瑪利和他的後人 但是神有祝福他們
[00:09:41.000 --> 00:09:48.000]  在創世記十七章二十節 經文說 神要使他昌盛極其繁多
[00:09:48.000 --> 00:09:53.000]  我也要使他成為大國 說的就是以實瑪利的後人
[00:09:53.000 --> 00:09:56.000]  神沒有揀選他們 但是神祝福他們
[00:09:56.000 --> 00:10:02.000]  以實瑪利的後人就變成了今天的阿拉伯國家
[00:10:02.000 --> 00:10:07.000]  在中東形成一個非常有趣的局面 就是怎樣
[00:10:07.000 --> 00:10:12.000]  你看到中東有以色列 四周圍的國家都是阿拉伯國家
[00:10:12.000 --> 00:10:19.000]  對以色列是蠢蠢欲動 虎視眈眈 是想攻擊他們
[00:10:19.000 --> 00:10:27.000]  去到末世我們知道 阿拉伯國家和列國會聯手攻打以色列
[00:10:27.000 --> 00:10:33.000]  就會開始了人世間最後的一場戰爭 這場戰爭隨時都會爆發
[00:10:33.000 --> 00:10:44.000]  我們不妨又說說 以東和以色列的恩怨情仇
[00:10:44.000 --> 00:10:50.000]  以亞國和以素的不和延續到以色列和以東的不和
[00:10:50.000 --> 00:10:54.000]  他們的不和真的好像一匹布那麼長
[00:10:54.000 --> 00:10:58.000]  中國人的形容詞真的很好 一匹布那麼長
[00:10:58.000 --> 00:11:03.000]  我記得我小時候在香港很喜歡跟我媽媽去花布街
[00:11:03.000 --> 00:11:09.000]  那些人一拉開那塊布真的好像一匹布那麼長
[00:11:09.000 --> 00:11:13.000]  我都不知道怎樣來有其他的形容 就是很長
[00:11:13.000 --> 00:11:18.000]  以東和以色列人的恩怨情仇都是一樣
[00:11:18.000 --> 00:11:23.000]  一開始的時候 記不記得以色列人在埃及出來
[00:11:23.000 --> 00:11:29.000]  他們要經過以東 以東王說沒有機會 你們不要經過我
[00:11:29.000 --> 00:11:33.000]  你們要曉道而行 記載在文訴記20章
[00:11:33.000 --> 00:11:39.000]  接著神提醒以色列人 祂說你們不可憎惡以東人
[00:11:39.000 --> 00:11:44.000]  因為他是你的弟兄 在生命記23章
[00:11:44.000 --> 00:11:49.000]  當以素成為以色列人的王 他平定四周圍的敵人的時候
[00:11:49.000 --> 00:11:58.000]  在撒姆爾上14章說得很清楚 以東是其中一些敵人被以素平定了
[00:11:58.000 --> 00:12:04.000]  在聖經裡也告訴我們 有一個以東人叫多益
[00:12:04.000 --> 00:12:10.000]  他是出賣了大衛王 撒姆爾上21-22章
[00:12:10.000 --> 00:12:16.000]  後來大衛王又征服了以東 撒姆爾下8章
[00:12:16.000 --> 00:12:20.000]  去到約蘭王的年間 以東人又背叛猶大
[00:12:20.000 --> 00:12:24.000]  獵王紀夏8章 歷代治夏21章
[00:12:24.000 --> 00:12:31.000]  接著去到亞馬遮的時候 在鹽谷這個地方對以東人進行大屠殺
[00:12:31.000 --> 00:12:36.000]  獵王紀夏14 歷代治夏25
[00:12:36.000 --> 00:12:41.000]  我現在才說了半匹布 還沒說完整匹布
[00:12:41.000 --> 00:12:47.000]  還有一半是什麼 在亞哈斯王的時候
[00:12:47.000 --> 00:12:52.000]  以東人又起來攻擊猶大 擄掠他們的子民
[00:12:52.000 --> 00:13:01.000]  歷代治夏28章 接著很出名的 巴比倫國淪陷猶大
[00:13:01.000 --> 00:13:05.000]  這是公元前586年的事
[00:13:05.000 --> 00:13:11.000]  以東人見到巴比倫淪陷猶大 不單止沒有手望相助
[00:13:11.000 --> 00:13:16.000]  還行災樂禍 甚至是趁火打劫
[00:13:16.000 --> 00:13:24.000]  在馬加比的年間 約翰許爾堪征服了以東人
[00:13:24.000 --> 00:13:31.000]  還強迫以東人守猶太人的律例典章和他們的國禮
[00:13:31.000 --> 00:13:39.000]  越來越近了 公元前47年 凱撒大帝命以土馬人安提帕特
[00:13:39.000 --> 00:13:42.000]  什麼叫以土馬人 我等一下會說
[00:13:42.000 --> 00:13:47.000]  以土馬人就是以東人 後來以東變成以土馬人
[00:13:47.000 --> 00:13:53.000]  他們的安提帕特成為猶太人的檢察官
[00:13:53.000 --> 00:13:59.000]  這個安提帕特的兒子就是希律王
[00:13:59.000 --> 00:14:04.000]  在公元前37年成為猶大王
[00:14:04.000 --> 00:14:11.000]  當年在伯利恆要殺光所有兩歲以內的男嬰 就是這位希律王
[00:14:11.000 --> 00:14:18.000]  你見到以東人和以色列人的恩怨情仇 真是說都說不清
[00:14:18.000 --> 00:14:26.000]  既然說到這麼多歷史 不妨看看俄巴底亞書的成書日期
[00:14:26.000 --> 00:14:29.000]  其實成書日期是很重要的
[00:14:29.000 --> 00:14:32.000]  當我們搞錯了成書日期的時候
[00:14:32.000 --> 00:14:38.000]  對整部俄巴底亞書的解釋解經都會出現問題
[00:14:38.000 --> 00:14:43.000]  在俄巴底亞書的第十節至第十四節
[00:14:43.000 --> 00:14:46.000]  為什麼我不說章 因為沒有章 只有一章
[00:14:46.000 --> 00:14:49.000]  所以是第十節至第十節
[00:14:49.000 --> 00:14:53.000]  說到有外邦人進入耶路撒冷城
[00:14:53.000 --> 00:14:56.000]  他們是努力採物
[00:14:56.000 --> 00:15:01.000]  以東人就守旁觀 還趁火打劫
[00:15:01.000 --> 00:15:04.000]  我們見到在猶太人的歷史當中
[00:15:04.000 --> 00:15:09.000]  有四次很重要的耶路撒冷城被人攻打
[00:15:09.000 --> 00:15:11.000]  最厲害的那四次
[00:15:11.000 --> 00:15:17.000]  第一次在公元前930年至913年
[00:15:17.000 --> 00:15:20.000]  是羅波安在位五年的時候
[00:15:20.000 --> 00:15:25.000]  埃及王士薩上來攻打耶路撒冷
[00:15:25.000 --> 00:15:29.000]  記載在獵王紀上14 歷代治下12
[00:15:29.000 --> 00:15:31.000]  這是第一次
[00:15:31.000 --> 00:15:38.000]  第二次是在公元前853年至841年
[00:15:38.000 --> 00:15:42.000]  約蘭的年間 以東人背叛猶太
[00:15:42.000 --> 00:15:48.000]  當時的斐理士人和古實旁邊的阿拉伯人
[00:15:48.000 --> 00:15:50.000]  記不記得我剛才說的
[00:15:50.000 --> 00:15:52.000]  阿拉伯就是以實瑪利的後人
[00:15:52.000 --> 00:15:56.000]  一齊來攻打猶太 進入他們的境內
[00:15:56.000 --> 00:16:00.000]  擄掠了他們王宮裡所有的財物
[00:16:00.000 --> 00:16:05.000]  這個記載在獵王紀下8章 歷代治下21章
[00:16:05.000 --> 00:16:12.000]  第三次是公元前796年至767年
[00:16:12.000 --> 00:16:15.000]  猶太王亞馬謝的年間
[00:16:15.000 --> 00:16:19.000]  以色列王約阿斯起來攻打耶路撒冷
[00:16:19.000 --> 00:16:23.000]  還拆毀了耶路撒冷的城牆
[00:16:23.000 --> 00:16:28.000]  記載在獵王紀下14章 歷代治下25章
[00:16:28.000 --> 00:16:34.000]  而最後一次就是巴比倫淪陷猶太國
[00:16:34.000 --> 00:16:41.000]  當時是公元前的597年至586年
[00:16:41.000 --> 00:16:45.000]  猶太王西底加背叛巴比倫
[00:16:45.000 --> 00:16:48.000]  巴比倫的尼布格尼撒王很憤怒
[00:16:48.000 --> 00:16:53.000]  揮軍南下 於是將耶路撒冷剷為平地
[00:16:53.000 --> 00:16:58.000]  城牆毀滅 耶路撒冷聖殿都被毀滅
[00:16:58.000 --> 00:17:03.000]  記載在獵王紀下25章 歷代治下36章
[00:17:03.000 --> 00:17:07.000]  我們看到這四次攻打耶路撒冷
[00:17:07.000 --> 00:17:11.000]  只有兩次以東人有參與
[00:17:11.000 --> 00:17:16.000]  這是第二次的約蘭王年間
[00:17:16.000 --> 00:17:23.000]  還有一次巴比倫淪陷猶太國的時候
[00:17:23.000 --> 00:17:27.000]  尤其是巴比倫淪陷猶太國
[00:17:27.000 --> 00:17:31.000]  更加有很多聖經經文記載
[00:17:31.000 --> 00:17:34.000]  例如詩篇137篇七節
[00:17:34.000 --> 00:17:36.000]  我們都很熟悉的經文
[00:17:36.000 --> 00:17:38.000]  耶路撒冷遭難的日子
[00:17:38.000 --> 00:17:43.000]  以東人說 拆毀拆毀 直拆到根基
[00:17:43.000 --> 00:17:46.000]  多惡毒 要拆到根基
[00:17:46.000 --> 00:17:51.000]  於是詩人說 耶和華求你紀念這首
[00:17:51.000 --> 00:17:56.000]  耶利米哀歌四章21至22節
[00:17:56.000 --> 00:18:00.000]  又記載巴比倫淪陷耶路撒冷
[00:18:00.000 --> 00:18:03.000]  說到以東人恨災樂禍
[00:18:03.000 --> 00:18:08.000]  神必顯露他們的罪惡 追討他們的罪孽
[00:18:08.000 --> 00:18:14.000]  所以有很多經文都提到以東人的罪
[00:18:14.000 --> 00:18:17.000]  當巴比倫淪陷猶太的時候
[00:18:17.000 --> 00:18:21.000]  亦因為這樣有很多解經家說
[00:18:21.000 --> 00:18:26.000]  俄巴底亞書所說的當然是巴比倫淪陷猶太
[00:18:26.000 --> 00:18:31.000]  但是當我們看到聖經的經文裏面
[00:18:31.000 --> 00:18:34.000]  所說的有兩個可能性
[00:18:34.000 --> 00:18:41.000]  就是約蘭王的年間和巴比倫淪陷猶太
[00:18:41.000 --> 00:18:42.000]  有兩個可能性
[00:18:42.000 --> 00:18:44.000]  這個是聖經的內政
[00:18:44.000 --> 00:18:48.000]  很多時候我們解經不只是看內政
[00:18:48.000 --> 00:18:50.000]  我們還要看外政
[00:18:50.000 --> 00:18:52.000]  外政是什麼呢
[00:18:52.000 --> 00:18:57.000]  外政就是我們看到猶太人的聖經
[00:18:57.000 --> 00:19:01.000]  居然是將俄巴底亞書放在第四位
[00:19:01.000 --> 00:19:05.000]  一部只有一章經文的書
[00:19:05.000 --> 00:19:09.000]  這麼短的書居然放在第四位
[00:19:09.000 --> 00:19:10.000]  有它的原因
[00:19:10.000 --> 00:19:15.000]  因為一般的猶太學者和甚至平時的聖經學者
[00:19:15.000 --> 00:19:20.000]  他們都認為俄巴底亞書的歷史有稿
[00:19:20.000 --> 00:19:26.000]  其實俄巴底亞書根據聖經學者說
[00:19:26.000 --> 00:19:29.000]  是十二仙之書裏面最早的一部
[00:19:29.000 --> 00:19:34.000]  成書的日期應該是公元前845年
[00:19:34.000 --> 00:19:42.000]  在巴比倫淪陷猶太之前有260年
[00:19:42.000 --> 00:19:46.000]  所以我們解經不單止要看內政
[00:19:46.000 --> 00:19:48.000]  還要看外政
[00:19:48.000 --> 00:19:51.000]  否則解經很多時候都會解錯
[00:19:51.000 --> 00:19:55.000]  我們看到俄巴底亞書的第一節說什麼
[00:19:55.000 --> 00:19:59.000]  俄巴底亞得了耶和華的密使
[00:19:59.000 --> 00:20:00.000]  論以東說
[00:20:00.000 --> 00:20:04.000]  我從耶和華那裏聽見訊息
[00:20:04.000 --> 00:20:07.000]  並有使者被差往列國去說
[00:20:07.000 --> 00:20:12.000]  一同起來與以東爭戰
[00:20:12.000 --> 00:20:16.000]  一節的經文原文沒有以東這個字在裏面
[00:20:16.000 --> 00:20:21.000]  原文是用一個代名詞「與他爭戰」
[00:20:21.000 --> 00:20:27.000]  這個和合本和其他的經文就放了以東進去
[00:20:27.000 --> 00:20:35.000]  原文不單止說得到耶和華的密使
[00:20:35.000 --> 00:20:40.000]  原文是用到「Adonai」和四個字母
[00:20:40.000 --> 00:20:44.000]  猶太人認為非常神聖的神的名字
[00:20:44.000 --> 00:20:46.000]  就是耶和華
[00:20:46.000 --> 00:20:49.000]  所以這裏正確的翻譯是主耶和華
[00:20:49.000 --> 00:20:54.000]  俄巴底亞得了主耶和華的密使
[00:20:54.000 --> 00:20:58.000]  原文其實是得到一個意象
[00:20:58.000 --> 00:21:04.000]  我講十二仙之的介紹時都講過
[00:21:04.000 --> 00:21:07.000]  仙之等於仙見
[00:21:07.000 --> 00:21:10.000]  仙見就是能夠見到神的意象
[00:21:10.000 --> 00:21:15.000]  所以這裏雖然是能夠見到意象
[00:21:15.000 --> 00:21:19.000]  但翻譯成得到神的密使都是一樣
[00:21:19.000 --> 00:21:24.000]  這個密使是從神而來
[00:21:24.000 --> 00:21:27.000]  俄巴底亞書的大綱又如何呢?
[00:21:27.000 --> 00:21:32.000]  一至十四節是講到以東的毀滅
[00:21:32.000 --> 00:21:36.000]  尤其是一至四節是講到他們的驕傲
[00:21:36.000 --> 00:21:40.000]  五至十節是講到他們的審判
[00:21:40.000 --> 00:21:45.000]  而十一至十四節是數算他們的罪行
[00:21:45.000 --> 00:21:47.000]  很奇怪
[00:21:47.000 --> 00:21:51.000]  講完以東突然一轉變就講列國
[00:21:51.000 --> 00:21:55.000]  所以我們知道這裏所講的是一些很特別的事
[00:21:55.000 --> 00:21:58.000]  十五至十六節是講列國
[00:21:58.000 --> 00:22:01.000]  這個就和約爾書一樣
[00:22:01.000 --> 00:22:03.000]  記不記得約爾書的主題
[00:22:03.000 --> 00:22:05.000]  就是耶和華的日子
[00:22:05.000 --> 00:22:11.000]  講到末世列國將會攻打耶路撒冷
[00:22:11.000 --> 00:22:16.000]  這裏所講的十五十六節就是主耶和華的日子
[00:22:16.000 --> 00:22:19.000]  這裏講得很清楚是列國
[00:22:19.000 --> 00:22:23.000]  不是說亞述國滅了是北國
[00:22:23.000 --> 00:22:26.000]  不是說巴比倫滅了南國
[00:22:26.000 --> 00:22:28.000]  甚至不是講以東
[00:22:28.000 --> 00:22:30.000]  突然間是講列國
[00:22:30.000 --> 00:22:33.000]  是很清楚是末世的事
[00:22:33.000 --> 00:22:38.000]  十七至二十一節是講到以色列的拯救
[00:22:38.000 --> 00:22:41.000]  耶穌基督會回來拯救以色列
[00:22:41.000 --> 00:22:45.000]  這個也是荷西亞書的主題
[00:22:45.000 --> 00:22:50.000]  我們不妨看看以東究竟為何如此驕傲
[00:22:50.000 --> 00:22:54.000]  在第三節說他們住在山月中
[00:22:54.000 --> 00:22:56.000]  居所在高處的牙
[00:22:56.000 --> 00:22:58.000]  你因狂傲自欺心裡說
[00:22:58.000 --> 00:23:01.000]  誰能將我拉下地去呢
[00:23:01.000 --> 00:23:03.000]  在第四節又說
[00:23:03.000 --> 00:23:05.000]  你雖如大鷹高飛
[00:23:05.000 --> 00:23:07.000]  在星宿之間踏棚
[00:23:07.000 --> 00:23:09.000]  我必從那裡拉下你來
[00:23:09.000 --> 00:23:12.000]  這是耶和華說的
[00:23:12.000 --> 00:23:17.000]  我們知道以東的首都就是Petra
[00:23:17.000 --> 00:23:21.000]  就是彼特拉這個地方
[00:23:21.000 --> 00:23:23.000]  是一個古代的城市
[00:23:23.000 --> 00:23:25.000]  在巴勒斯坦的東南邊
[00:23:25.000 --> 00:23:30.000]  很多去以色列的弟兄姊妹都相信去過
[00:23:30.000 --> 00:23:35.000]  我剛才說的以素居住在西爾山
[00:23:35.000 --> 00:23:39.000]  西爾這個字和以素這個字很相似
[00:23:39.000 --> 00:23:44.000]  整個西爾山的城都是從這個山雕刻出來
[00:23:44.000 --> 00:23:46.000]  非常壯觀
[00:23:46.000 --> 00:23:50.000]  上高有很多洞穴在懸崖峭壁的上高
[00:23:50.000 --> 00:23:52.000]  所以經文說
[00:23:52.000 --> 00:23:57.000]  住在高處的山月中在星宿之間踏窩
[00:23:57.000 --> 00:23:59.000]  就是這個意思
[00:23:59.000 --> 00:24:01.000]  你要進入Petra
[00:24:01.000 --> 00:24:04.000]  你要經過一個三峽
[00:24:04.000 --> 00:24:08.000]  這個三峽只不過有十呎的寬
[00:24:08.000 --> 00:24:11.000]  有二百呎的高
[00:24:11.000 --> 00:24:14.000]  有四分之三里的長
[00:24:14.000 --> 00:24:16.000]  你要進入Petra的話
[00:24:16.000 --> 00:24:20.000]  總算你有千軍萬馬都沒有用
[00:24:20.000 --> 00:24:24.000]  千軍萬馬怎能經過一個這麼狹窄的地方
[00:24:24.000 --> 00:24:27.000]  所以這個地方是易守難攻
[00:24:27.000 --> 00:24:32.000]  所以為什麼以東人會這麼驕傲
[00:24:32.000 --> 00:24:34.000]  很有趣
[00:24:34.000 --> 00:24:36.000]  經過這個三峽之後
[00:24:36.000 --> 00:24:39.000]  你會去到一個地方叫做寶庫
[00:24:39.000 --> 00:24:42.000]  就是Treasury這個地方
[00:24:42.000 --> 00:24:45.000]  所以在經文第六節說
[00:24:45.000 --> 00:24:48.000]  以素隱密處何景被搜藏
[00:24:48.000 --> 00:24:52.000]  他隱藏的寶物何景被查出
[00:24:52.000 --> 00:24:54.000]  你經過這麼狹窄的地方
[00:24:54.000 --> 00:24:56.000]  進入這個地方叫寶庫
[00:24:56.000 --> 00:24:58.000]  就是第六節所說
[00:24:58.000 --> 00:25:02.000]  你的寶藏都會被人查出來
[00:25:02.000 --> 00:25:09.000]  其實俄巴底亞書是非常準確神的預言
[00:25:09.000 --> 00:25:13.000]  我們知道在公元前213年
[00:25:13.000 --> 00:25:22.000]  拿巴提人將以東人從Petra這個地方趕出
[00:25:22.000 --> 00:25:29.000]  應驗了俄巴底亞書第六節的預言
[00:25:29.000 --> 00:25:32.000]  你說一個這麼隱密的地方
[00:25:32.000 --> 00:25:34.000]  一個這麼易守難攻的地方
[00:25:34.000 --> 00:25:38.000]  怎能夠這麼容易被人趕出去
[00:25:38.000 --> 00:25:42.000]  這個就是第七節所說
[00:25:42.000 --> 00:25:44.000]  俄巴底亞書第七節說
[00:25:44.000 --> 00:25:47.000]  與你結盟的都送你上路
[00:25:47.000 --> 00:25:49.000]  直到交界
[00:25:49.000 --> 00:25:52.000]  你和好的欺騙你
[00:25:52.000 --> 00:25:54.000]  且勝過你
[00:25:54.000 --> 00:25:58.000]  與你一同吃飯的設下羅網陷害你
[00:25:58.000 --> 00:26:00.000]  原來當時歷史記載
[00:26:00.000 --> 00:26:06.000]  拿巴底亞人假裝與以東人講和和談
[00:26:06.000 --> 00:26:08.000]  於是以東人很開心
[00:26:08.000 --> 00:26:10.000]  迎接他們進入以東地
[00:26:10.000 --> 00:26:12.000]  一進去之後
[00:26:12.000 --> 00:26:16.000]  吃碗麵反碗底
[00:26:16.000 --> 00:26:21.000]  馬上制服以東人將他們趕出
[00:26:21.000 --> 00:26:26.000]  這就是應驗了聖經裡的俄巴底亞書第七節所說
[00:26:26.000 --> 00:26:32.000]  以後這些以東人住在猶大人的南邊
[00:26:32.000 --> 00:26:35.000]  他們就變成了以土賣人
[00:26:35.000 --> 00:26:38.000]  以土賣是一個希臘的名字
