
[00:00:00.000 --> 00:00:05.600]  各位大影子妹 各位朋友 你們好
[00:04:18.640 --> 00:04:20.640]  一個好的榜樣
[00:04:20.640 --> 00:04:22.640]  很多時候我們的偽善
[00:04:22.640 --> 00:04:24.640]  官員的誠信
[00:04:24.640 --> 00:04:26.640]  受到質疑
[00:04:26.640 --> 00:04:30.640]  又怎麼會得到這幫年青人的支持
[00:04:30.640 --> 00:04:33.640]  和是佩服的
[00:04:33.640 --> 00:04:35.640]  世代不同了
[00:04:35.640 --> 00:04:37.640]  以往我們以為做警察
[00:04:37.640 --> 00:04:39.640]  做官
[00:04:39.640 --> 00:04:41.640]  這些是權柄的象徵
[00:04:41.640 --> 00:04:43.640]  帶來一種尊敬的態度
[00:04:43.640 --> 00:04:47.640]  但似乎現在已經沒有了這種意識了
[00:04:47.640 --> 00:04:49.640]  現在對警察
[00:04:49.640 --> 00:04:51.640]  個個的信任和尊敬
[00:04:51.640 --> 00:04:53.640]  可以說是
[00:04:53.640 --> 00:04:55.640]  非常非常的低
[00:04:55.640 --> 00:04:57.640]  現在的青少年人
[00:04:57.640 --> 00:04:59.640]  不再好像以前
[00:04:59.640 --> 00:05:01.640]  我們上課的時候
[00:05:01.640 --> 00:05:03.640]  老師來到就個個起來鞠躬
[00:05:03.640 --> 00:05:05.640]  Good morning Sir
[00:05:05.640 --> 00:05:09.640]  今天他們是說他們自己的權利
[00:05:09.640 --> 00:05:13.640]  他們說他們自己應有的私隱
[00:05:13.640 --> 00:05:17.640]  今天很多的老人家
[00:05:17.640 --> 00:05:19.640]  不能夠與時並進
[00:05:19.640 --> 00:05:21.640]  還活在昔日的世界
[00:05:21.640 --> 00:05:25.640]  昔日的我們舊陣時東方的世界
[00:05:25.640 --> 00:05:27.640]  和今天美國的社會
[00:05:27.640 --> 00:05:29.640]  他們的習慣
[00:05:29.640 --> 00:05:31.640]  他們的文化
[00:05:31.640 --> 00:05:33.640]  有很大很大的差別
[00:05:33.640 --> 00:05:37.640]  不要說外來的青少年
[00:05:37.640 --> 00:05:39.640]  教會的青少年
[00:05:39.640 --> 00:05:43.640]  似乎都不是相差很遠
[00:05:43.640 --> 00:05:45.640]  很多時候我們見到
[00:05:45.640 --> 00:05:47.640]  主日學的老師
[00:05:47.640 --> 00:05:49.640]  不是很容易教到
[00:05:49.640 --> 00:05:51.640]  也不是很多青少年人
[00:05:51.640 --> 00:05:53.640]  願意回來教會
[00:05:53.640 --> 00:05:55.640]  更加不要說去主日學
[00:05:55.640 --> 00:05:57.640]  在他們心目中
[00:05:57.640 --> 00:06:01.640]  他們覺得這些是約束
[00:06:01.640 --> 00:06:03.640]  是死板 是古老
[00:06:03.640 --> 00:06:05.640]  其實反叛的心態
[00:06:05.640 --> 00:06:07.640]  不只是限於青少年
[00:06:07.640 --> 00:06:09.640]  我們問問我們自己
[00:06:09.640 --> 00:06:11.640]  苦心自問
[00:06:11.640 --> 00:06:13.640]  何嘗不是這樣
[00:06:13.640 --> 00:06:15.640]  我們何嘗不是對神
[00:06:15.640 --> 00:06:19.640]  有一種反叛的心態
[00:06:19.640 --> 00:06:21.640]  或者我們不至於手握拳頭
[00:06:21.640 --> 00:06:23.640]  對神質問
[00:06:23.640 --> 00:06:25.640]  有沒有搞錯 搞成我這樣
[00:06:25.640 --> 00:06:27.640]  但我們心底裏面
[00:06:27.640 --> 00:06:29.640]  常常存著一百個Why
[00:06:29.640 --> 00:06:31.640]  神為何這樣對我
[00:06:31.640 --> 00:06:33.640]  神為何這樣搞我
[00:06:33.640 --> 00:06:35.640]  我們反叛的心
[00:06:35.640 --> 00:06:37.640]  何嘗不是一樣搞亂我們呢?
[00:06:37.640 --> 00:06:39.640]  今天我們嘗試從聖經的角度
[00:06:39.640 --> 00:06:41.640]  去看一個很好的例子
[00:06:41.640 --> 00:06:43.640]  就是《訴羅的故事》
[00:06:43.640 --> 00:06:47.640]  去看反叛究竟是怎樣的一回事
[00:06:47.640 --> 00:06:49.640]  也從《訴羅的身上》
[00:06:49.640 --> 00:06:51.640]  看一看聖經對反叛的看法
[00:06:51.640 --> 00:06:55.640]  我想在我們未繼續看
[00:06:55.640 --> 00:06:57.640]  大衛的生平之前
[00:06:57.640 --> 00:06:59.640]  我們先看看《訴羅的故事》
[00:06:59.640 --> 00:07:05.640]  可以說是大衛生平的一個悼念
[00:07:05.640 --> 00:07:07.640]  《訴羅》是一個典型的悲劇
[00:07:07.640 --> 00:07:09.640]  原因很簡單
[00:07:09.640 --> 00:07:11.640]  就是他反叛的心態
[00:07:11.640 --> 00:07:13.640]  反叛神
[00:07:13.640 --> 00:07:17.640]  就好像《撒姆爾記》上第15章23節的說法
[00:07:17.640 --> 00:07:19.640]  叛逆的罪
[00:07:19.640 --> 00:07:21.640]  叛逆就是反叛
[00:07:21.640 --> 00:07:23.640]  與行邪術的罪相等
[00:07:23.640 --> 00:07:25.640]  幻梗的罪
[00:07:25.640 --> 00:07:27.640]  與拜虛神和偶像的罪相同
[00:07:27.640 --> 00:07:31.640]  你既厭棄耶和華的命令
[00:07:31.640 --> 00:07:35.640]  耶和華也厭棄你作禍
[00:07:35.640 --> 00:07:37.640]  首先我們來看看
[00:07:37.640 --> 00:07:41.640]  為甚麼《訴羅》是反叛呢?
[00:07:41.640 --> 00:07:45.640]  反叛的原因何在呢?
[00:07:45.640 --> 00:07:47.640]  正如上一次我們提過
[00:07:47.640 --> 00:07:49.640]  《訴羅》是一個高大威猛的人
[00:07:49.640 --> 00:07:51.640]  在九章二節就說
[00:07:51.640 --> 00:07:55.640]  他又壯健又俊美
[00:07:55.640 --> 00:07:57.640]  在二十多年中會有一個能夠比他
[00:07:57.640 --> 00:08:01.640]  身體比眾民高過一個頭
[00:08:01.640 --> 00:08:03.640]  如果他參加今天的選舉
[00:08:03.640 --> 00:08:07.640]  一定吸引不少的選民的愛戴
[00:08:07.640 --> 00:08:09.640]  但是有一個問題
[00:08:09.640 --> 00:08:11.640]  也可以說是有一個敵人
[00:08:11.640 --> 00:08:13.640]  這個問題這個敵人是誰呢?
[00:08:13.640 --> 00:08:15.640]  就是他自己
[00:08:15.640 --> 00:08:17.640]  他可以管治國家
[00:08:17.640 --> 00:08:19.640]  他可以管治很多人
[00:08:19.640 --> 00:08:21.640]  但是管不了自己
[00:08:21.640 --> 00:08:23.640]  他能夠控制很多人
[00:08:23.640 --> 00:08:25.640]  但是控制不了自己
[00:08:25.640 --> 00:08:27.640]  他的驕傲
[00:08:27.640 --> 00:08:29.640]  他不能夠接受他不需要
[00:08:29.640 --> 00:08:31.640]  自私妒忌還緊反叛
[00:08:31.640 --> 00:08:33.640]  這個就是他的致命傷
[00:08:33.640 --> 00:08:37.640]  到了撒姆爾記上十五章的時候
[00:08:37.640 --> 00:08:39.640]  這是《訴羅》王一生的轉捩點
[00:08:39.640 --> 00:08:41.640]  也都是墮落的開始
[00:08:41.640 --> 00:08:43.640]  是非常非常不幸的
[00:08:43.640 --> 00:08:45.640]  十五章一開始的時候就說到
[00:08:45.640 --> 00:08:51.640]  先知撒姆爾的對話
[00:08:51.640 --> 00:08:53.640]  撒姆爾對訴羅說
[00:08:53.640 --> 00:08:55.640]  耶和華差遣我高你為王
[00:08:55.640 --> 00:08:59.640]  治理他的百姓以色列
[00:08:59.640 --> 00:09:01.640]  所以你當聽從耶和華的話
[00:09:01.640 --> 00:09:03.640]  萬軍之耶和華如此說
[00:09:03.640 --> 00:09:05.640]  以色列人出埃及的時候
[00:09:05.640 --> 00:09:07.640]  在路上亞馬利人怎樣待他們
[00:09:07.640 --> 00:09:09.640]  怎樣抵擋他們
[00:09:09.640 --> 00:09:11.640]  我都沒有忘記
[00:09:11.640 --> 00:09:13.640]  現在你要去
[00:09:13.640 --> 00:09:17.640]  你要去亞馬利人滅絕他們所有的
[00:09:17.640 --> 00:09:19.640]  不可連繫他們
[00:09:19.640 --> 00:09:21.640]  將男女孩童
[00:09:21.640 --> 00:09:23.640]  赫拉的並牛羊
[00:09:23.640 --> 00:09:27.640]  諾托和盧進行殺死
[00:09:27.640 --> 00:09:29.640]  這是一個非常清楚
[00:09:29.640 --> 00:09:31.640]  零落的吩咐
[00:09:31.640 --> 00:09:33.640]  滅絕亞馬利人所有的
[00:09:33.640 --> 00:09:35.640]  不連繫他們
[00:09:35.640 --> 00:09:37.640]  將他們完全的殺盡
[00:09:37.640 --> 00:09:41.640]  訴羅完全明白這個問題
[00:09:41.640 --> 00:09:43.640]  他沒有回答
[00:09:43.640 --> 00:09:45.640]  他也沒有質問上帝
[00:09:45.640 --> 00:09:47.640]  這樣會不會太殘忍
[00:09:47.640 --> 00:09:49.640]  質問沒有問題
[00:09:49.640 --> 00:09:51.640]  但訴羅一點都沒有這樣做
[00:09:51.640 --> 00:09:55.640]  他清楚知道上帝要求他怎樣做
[00:09:55.640 --> 00:09:57.640]  但是他聽還聽
[00:09:57.640 --> 00:09:59.640]  Yes還Yes
[00:09:59.640 --> 00:10:01.640]  但沒有去行
[00:10:01.640 --> 00:10:03.640]  我們看看第八節至第九節
[00:10:03.640 --> 00:10:07.640]  生擒了亞馬利王阿格
[00:10:07.640 --> 00:10:11.640]  用刀殺盡亞馬利人的眾民
[00:10:11.640 --> 00:10:13.640]  訴羅百姓卻連繫阿格
[00:10:13.640 --> 00:10:19.640]  也愛惜上好的牛羊牛竹羊羔
[00:10:19.640 --> 00:10:21.640]  並一切美物
[00:10:21.640 --> 00:10:23.640]  不肯滅絕
[00:10:23.640 --> 00:10:25.640]  凡下賤羞辱的盡都殺了
[00:10:25.640 --> 00:10:27.640]  訴羅聽還聽
[00:10:27.640 --> 00:10:31.640]  但他沒有跟上帝的吩咐
[00:10:31.640 --> 00:10:33.640]  他連續喊阿格
[00:10:33.640 --> 00:10:37.640]  愛惜上好的牛羊牛竹羊羔
[00:10:37.640 --> 00:10:39.640]  一切美物
[00:10:39.640 --> 00:10:41.640]  不肯滅絕
[00:10:41.640 --> 00:10:45.640]  但那些下賤羞辱的盡都殺了
[00:10:45.640 --> 00:10:51.640]  明明上帝吩咐他將所有人殺了
[00:10:51.640 --> 00:10:53.640]  但他反叛
[00:10:53.640 --> 00:10:55.640]  滿足他自己
[00:10:55.640 --> 00:10:57.640]  這就是叛逆
[00:10:57.640 --> 00:10:59.640]  其實我們何嘗不是這樣呢?
[00:10:59.640 --> 00:11:03.640]  聖經吩咐我們有很多我們應該做
[00:11:03.640 --> 00:11:05.640]  要愛我們的妻子
[00:11:05.640 --> 00:11:07.640]  要愛我們的兒女
[00:11:07.640 --> 00:11:09.640]  要靈修、要讀經、要愛弟兄
[00:11:09.640 --> 00:11:11.640]  甚至愛仇敵
[00:11:11.640 --> 00:11:13.640]  我們不是不知道
[00:11:13.640 --> 00:11:17.640]  我們完全明白
[00:11:17.640 --> 00:11:19.640]  我們也不去反叛上帝
[00:11:19.640 --> 00:11:23.640]  但是我們愛惜我們所喜好的
[00:11:23.640 --> 00:11:25.640]  喜歡的、美物的
[00:11:25.640 --> 00:11:27.640]  我們就去做
[00:11:27.640 --> 00:11:29.640]  那些不喜歡的
[00:11:29.640 --> 00:11:31.640]  我們去做也不去做
[00:11:31.640 --> 00:11:33.640]  不聽上帝的話
[00:11:33.640 --> 00:11:35.640]  這就是反叛
[00:11:35.640 --> 00:11:37.640]  聖經明明告訴我們要愛我們的妻子
[00:11:37.640 --> 00:11:39.640]  要我們的家人
[00:11:39.640 --> 00:11:41.640]  我們要潛伏音
[00:11:41.640 --> 00:11:43.640]  我們不理會
[00:11:43.640 --> 00:11:45.640]  這跟蘇羅有甚麼分別呢?
[00:11:45.640 --> 00:11:47.640]  我們看看此是而非的解釋
[00:11:47.640 --> 00:11:49.640]  第十節至十四節
[00:11:49.640 --> 00:11:51.640]  蘇羅王反叛
[00:11:51.640 --> 00:11:53.640]  但他不是說
[00:11:53.640 --> 00:11:55.640]  對呀我反叛了
[00:11:55.640 --> 00:11:57.640]  錯了
[00:11:57.640 --> 00:11:59.640]  我錯了
[00:11:59.640 --> 00:12:01.640]  不是的
[00:12:01.640 --> 00:12:03.640]  他去理化
[00:12:03.640 --> 00:12:05.640]  去理化
[00:12:05.640 --> 00:12:07.640]  你會看到一件事
[00:12:07.640 --> 00:12:11.640]  這就是人最大的問題
[00:12:11.640 --> 00:12:13.640]  你看看十節至十三節
[00:12:13.640 --> 00:12:15.640]  他怎麼說
[00:12:15.640 --> 00:12:17.640]  耶和華的話臨到撒姆爾說
[00:12:17.640 --> 00:12:19.640]  我立蘇羅為王
[00:12:19.640 --> 00:12:21.640]  我後悔了
[00:12:21.640 --> 00:12:23.640]  因為他轉去不跟從我
[00:12:23.640 --> 00:12:25.640]  不遵守我的命令
[00:12:25.640 --> 00:12:27.640]  撒姆爾便甚憂愁
[00:12:27.640 --> 00:12:29.640]  終夜求告耶和華
[00:12:29.640 --> 00:12:31.640]  撒姆爾清醒起來
[00:12:31.640 --> 00:12:33.640]  去迎接蘇羅
[00:12:33.640 --> 00:12:35.640]  有人告訴撒姆爾
[00:12:35.640 --> 00:12:37.640]  蘇羅到了加密
[00:12:37.640 --> 00:12:39.640]  那裡納了紀念碑
[00:12:39.640 --> 00:12:41.640]  又轉身下到吉格
[00:12:41.640 --> 00:12:43.640]  撒姆爾聽到
[00:12:43.640 --> 00:12:45.640]  蘇羅在那裡
[00:12:45.640 --> 00:12:47.640]  蘇羅對他說
[00:12:47.640 --> 00:12:49.640]  願耶和華賜福與你
[00:12:49.640 --> 00:12:51.640]  耶和華的命令我已經遵守了
[00:12:51.640 --> 00:12:53.640]  十四節
[00:12:53.640 --> 00:12:55.640]  撒姆爾說
[00:12:55.640 --> 00:12:57.640]  我耳中聽見有揚叫
[00:12:57.640 --> 00:12:59.640]  牛鳴
[00:12:59.640 --> 00:13:01.640]  已從哪裡來的呢?
[00:13:01.640 --> 00:13:03.640]  你看看這段聖經
[00:13:03.640 --> 00:13:05.640]  真是離譜
[00:13:05.640 --> 00:13:07.640]  蘇羅面不改容
[00:13:07.640 --> 00:13:09.640]  大炮連天
[00:13:09.640 --> 00:13:11.640]  是完全理化
[00:13:11.640 --> 00:13:13.640]  去所作所為
[00:13:13.640 --> 00:13:15.640]  rationalize 去所作所為
[00:13:15.640 --> 00:13:17.640]  當撒姆爾清醒起來的時候
[00:13:17.640 --> 00:13:19.640]  蘇羅一樣打招呼
[00:13:19.640 --> 00:13:21.640]  他竟然說
[00:13:21.640 --> 00:13:23.640]  願耶和華賜福與你
[00:13:23.640 --> 00:13:25.640]  耶和華的命令我已經遵守了
[00:13:25.640 --> 00:13:27.640]  我相信當時
[00:13:27.640 --> 00:13:29.640]  他笑嘴巴
[00:13:29.640 --> 00:13:31.640]  看到撒姆爾的時候
[00:13:31.640 --> 00:13:33.640]  和撒姆爾high five
[00:13:33.640 --> 00:13:35.640]  若無其事
[00:13:35.640 --> 00:13:37.640]  面不改容
[00:13:37.640 --> 00:13:39.640]  其實這是反叛者的特色
[00:13:39.640 --> 00:13:41.640]  他們可以漠視真理
[00:13:41.640 --> 00:13:43.640]  不理事情的真相
[00:13:43.640 --> 00:13:45.640]  他們對神
[00:13:45.640 --> 00:13:47.640]  是理不理睬你
[00:13:47.640 --> 00:13:49.640]  喜歡就守
[00:13:49.640 --> 00:13:51.640]  不喜歡就漠視
[00:13:51.640 --> 00:13:53.640]  撒偶樣
[00:13:53.640 --> 00:13:55.640]  只是殺瘦的
[00:13:55.640 --> 00:13:57.640]  瘦的就殺
[00:13:57.640 --> 00:13:59.640]  喜歡的就留給自己用
[00:13:59.640 --> 00:14:01.640]  對自己有利的就保持住
[00:14:01.640 --> 00:14:03.640]  他不會放棄
[00:14:03.640 --> 00:14:05.640]  所以留意第十一節和十三節
[00:14:05.640 --> 00:14:07.640]  耶和華說
[00:14:07.640 --> 00:14:09.640]  他轉去不跟從我
[00:14:09.640 --> 00:14:11.640]  不遵守我的命
[00:14:11.640 --> 00:14:13.640]  但是第十二節
[00:14:13.640 --> 00:14:15.640]  十三節蘇羅怎樣說
[00:14:15.640 --> 00:14:17.640]  耶和華的命令我已經遵守了
[00:14:17.640 --> 00:14:19.640]  大炮都擊
[00:14:19.640 --> 00:14:21.640]  而且說起來
[00:14:21.640 --> 00:14:23.640]  若無其事
[00:14:23.640 --> 00:14:25.640]  不覺得這是一個謊言
[00:14:25.640 --> 00:14:27.640]  沒有半點後悔
[00:14:27.640 --> 00:14:29.640]  沒有半點掩飾
[00:14:29.640 --> 00:14:31.640]  很多時候
[00:14:31.640 --> 00:14:33.640]  我們和蘇羅一樣
[00:14:33.640 --> 00:14:35.640]  喜歡就守
[00:14:35.640 --> 00:14:37.640]  不喜歡就漠視
[00:14:37.640 --> 00:14:39.640]  不理會上帝的吩咐
[00:14:39.640 --> 00:14:41.640]  自願其出
[00:14:41.640 --> 00:14:43.640]  不理會上帝的吩咐
[00:14:43.640 --> 00:14:45.640]  自願其出
[00:14:45.640 --> 00:14:47.640]  強詞奪理
[00:14:47.640 --> 00:14:49.640]  為自己申辯
[00:14:49.640 --> 00:14:51.640]  這就是反叛
[00:14:51.640 --> 00:14:53.640]  這就是墮落的開始
[00:14:53.640 --> 00:14:55.640]  非常可惜
[00:14:55.640 --> 00:14:57.640]  非常危險
[00:14:57.640 --> 00:14:59.640]  我們詳細來看看
[00:14:59.640 --> 00:15:01.640]  他怎樣自願其出
[00:15:01.640 --> 00:15:03.640]  Rationalization
[00:15:03.640 --> 00:15:05.640]  第十五節至二十三節
[00:15:05.640 --> 00:15:07.640]  如果用英文來說
[00:15:07.640 --> 00:15:09.640]  反叛一族的特點
[00:15:09.640 --> 00:15:11.640]  英文字叫Defiance
[00:15:11.640 --> 00:15:13.640]  第一就是
[00:15:13.640 --> 00:15:15.640]  自願其出
[00:15:15.640 --> 00:15:17.640]  Rationalization
[00:15:17.640 --> 00:15:19.640]  第二就是智慧
[00:15:19.640 --> 00:15:21.640]  Defensiveness 自辯
[00:15:21.640 --> 00:15:23.640]  第十四節
[00:15:23.640 --> 00:15:25.640]  薩姆爾擦穿西洋鏡
[00:15:25.640 --> 00:15:27.640]  問:我耳中聽見有羊叫
[00:15:27.640 --> 00:15:29.640]  有牛鳴
[00:15:29.640 --> 00:15:31.640]  是從哪裡來的呢?
[00:15:31.640 --> 00:15:33.640]  蘇羅說:
[00:15:33.640 --> 00:15:35.640]  明知是說謊
[00:15:35.640 --> 00:15:37.640]  是反叛 是錯的
[00:15:37.640 --> 00:15:39.640]  他居然可以這樣說
[00:15:39.640 --> 00:15:43.640]  或者是百姓從阿瑪利人那裡帶來的
[00:15:43.640 --> 00:15:45.640]  因為他們愛惜上好的牛羊
[00:15:45.640 --> 00:15:47.640]  要獻於耶和華你的神
[00:15:47.640 --> 00:15:49.640]  其餘的我都滅絕了
[00:15:49.640 --> 00:15:51.640]  嘩 有沒有搞錯
[00:15:51.640 --> 00:15:59.640]  他竟然把責任推得一乾二淨
[00:15:59.640 --> 00:16:01.640]  首先他說不是我 是那些百姓
[00:16:01.640 --> 00:16:03.640]  然後他就跟百姓解釋
[00:16:03.640 --> 00:16:05.640]  喂 百姓這樣做
[00:16:05.640 --> 00:16:07.640]  是因為他們想留下好的獻給耶和華
[00:16:07.640 --> 00:16:09.640]  簡直是當人家是靈丹
[00:16:09.640 --> 00:16:11.640]  比豬還蠢
[00:16:11.640 --> 00:16:13.640]  他不僅是自圓其說
[00:16:13.640 --> 00:16:15.640]  他還懂得自辯
[00:16:15.640 --> 00:16:17.640]  去騙人
[00:16:17.640 --> 00:16:19.640]  薩姆爾就生氣了
[00:16:19.640 --> 00:16:21.640]  第十六節
[00:16:21.640 --> 00:16:23.640]  你住口吧
[00:16:23.640 --> 00:16:25.640]  讓我把耶和華作野
[00:16:25.640 --> 00:16:27.640]  向我所說的話告訴你
[00:16:27.640 --> 00:16:29.640]  從前你雖然以自己為小
[00:16:29.640 --> 00:16:31.640]  豈不是被納為羊
[00:16:31.640 --> 00:16:33.640]  耶和華差遣你
[00:16:33.640 --> 00:16:35.640]  吩咐你說
[00:16:35.640 --> 00:16:37.640]  你去擊打那些犯罪的亞馬利人
[00:16:37.640 --> 00:16:39.640]  將他們滅絕淨盡
[00:16:39.640 --> 00:16:41.640]  你為何沒有聽從耶和華的命令
[00:16:41.640 --> 00:16:43.640]  急忙擄掠財物
[00:16:43.640 --> 00:16:45.640]  行耶和華眼中看為惡的事
[00:16:45.640 --> 00:16:47.640]  雖然薩姆爾直斥其非
[00:16:47.640 --> 00:16:49.640]  揭開他的眼睛
[00:16:49.640 --> 00:16:51.640]  又如何能夠看見
[00:16:51.640 --> 00:16:53.640]  那些羞辱的羊
[00:16:53.640 --> 00:16:55.640]  你為何沒有聽從耶和華的命令
[00:16:55.640 --> 00:16:57.640]  急忙擄掠財物
[00:16:57.640 --> 00:16:59.640]  行耶和華眼中看為惡的事
[00:16:59.640 --> 00:17:01.640]  雖然薩姆爾直斥其非
[00:17:01.640 --> 00:17:03.640]  揭開他的真面目
[00:17:03.640 --> 00:17:05.640]  又警告他
[00:17:05.640 --> 00:17:07.640]  他仍然死頂駁嘴
[00:17:07.640 --> 00:17:09.640]  這就是反叛的特色
[00:17:09.640 --> 00:17:11.640]  第十六節
[00:17:11.640 --> 00:17:13.640]  蘇羅對薩姆爾說
[00:17:13.640 --> 00:17:15.640]  我實在聽了耶和華的命令
[00:17:15.640 --> 00:17:17.640]  行了耶和華所差遣我行的路
