
[00:00:00.000 --> 00:00:09.440]  天父在這個充滿著紛亂和罪惡的世界當中
[00:18:10.320 --> 00:18:15.440]  第九節你定了界限使水不能過去
[00:18:15.440 --> 00:18:19.280]  不再轉回遮蓋地面
[00:18:19.280 --> 00:18:21.840]  再看多幾段
[00:18:21.840 --> 00:18:26.720]  我們可以的印象和了解會比較清楚很多
[00:18:26.720 --> 00:18:28.240]  約伯記二十六章
[00:18:28.240 --> 00:18:33.120]  仍然是詩歌文學的一部分
[00:18:33.120 --> 00:18:35.120]  約伯記二十六章
[00:18:35.120 --> 00:18:36.720]  第七節
[00:18:36.720 --> 00:19:01.120]  (念)
[00:19:01.120 --> 00:19:01.920]  十二節
[00:19:01.920 --> 00:19:04.320]  他以能力攪動大海
[00:19:04.320 --> 00:19:06.000]  留意細節
[00:19:06.000 --> 00:19:08.560]  攪動或作平靜
[00:19:08.560 --> 00:19:10.320]  真的很難解釋
[00:19:10.320 --> 00:19:12.400]  攪動和平靜是相反的
[00:19:12.400 --> 00:19:14.720]  如何或作平靜呢
[00:19:14.720 --> 00:19:16.880]  約伯記是其中一卷書
[00:19:16.880 --> 00:19:20.720]  我們很多字眼是無法肯定的
[00:19:20.720 --> 00:19:23.680]  因為只是在全本教有出現一次
[00:19:23.680 --> 00:19:27.440]  所以除非我們能夠找到其他
[00:19:27.440 --> 00:19:29.200]  所謂cognate的字
[00:19:29.200 --> 00:19:32.560]  即是出現在其餘古代近東的文字裡
[00:19:32.560 --> 00:19:34.720]  我們可以參考去推測
[00:19:34.720 --> 00:19:38.240]  否則有時只會出現這樣的情況
[00:19:38.240 --> 00:19:40.720]  一個字的意思我們完全不懂
[00:19:40.720 --> 00:19:42.080]  但在這書
[00:19:42.080 --> 00:19:44.320]  據學者的研究
[00:19:44.320 --> 00:19:49.120]  平靜的可能性應該高過攪動
[00:19:49.120 --> 00:19:52.400]  雖然兩者所代表的都是上帝
[00:19:52.400 --> 00:19:57.760]  對大海的管理和統治的權柄
[00:19:57.760 --> 00:20:01.200]  他以能力攪動或平靜大海
[00:20:01.200 --> 00:20:02.880]  是和下面那句平衡的
[00:20:02.880 --> 00:20:06.080]  他藉知識打傷拉哈伯
[00:20:06.080 --> 00:20:08.400]  這裡說的是一場戰爭
[00:20:08.400 --> 00:20:09.840]  一個對壘
[00:20:09.840 --> 00:20:12.240]  上帝在創造的時候
[00:20:12.240 --> 00:20:15.040]  也牽涉到這場的爭戰
[00:20:15.040 --> 00:20:16.800]  第十三節如何解釋呢
[00:20:16.800 --> 00:20:19.520]  藉他的靈使天有裝飾呢
[00:20:19.520 --> 00:20:25.200]  我自己在寫我的畢業論文的時候
[00:20:25.200 --> 00:20:26.800]  其中要處理的是這一節
[00:20:26.800 --> 00:20:29.760]  研究上帝的靈到底是一回什麼事
[00:20:29.760 --> 00:20:34.880]  這句話大概不是指他塗胭脂、塗口唇膏有裝飾
[00:20:34.880 --> 00:20:37.840]  是上帝藉他的Ruach
[00:20:37.840 --> 00:20:41.280]  也做靈、也做風、也做能力都可以
[00:20:41.280 --> 00:20:44.480]  使天的烏雲消散
[00:20:44.480 --> 00:20:48.960]  這仍然是戰爭的主題
[00:20:48.960 --> 00:20:51.760]  他的手刺殺快蛇
[00:20:51.760 --> 00:20:53.440]  這個平衡讓我們看到
[00:20:53.440 --> 00:20:55.360]  仍然是說那場的爭戰
[00:20:55.360 --> 00:20:59.440]  看啊,這不過是神工作的些微
[00:20:59.440 --> 00:21:02.800]  這裡說到創造、說到戰爭
[00:21:02.800 --> 00:21:08.160]  三十八章第八節到第十一節
[00:21:08.160 --> 00:21:13.520]  「海水沖出如出胎泡,哪時誰將他關閉呢?
[00:21:13.520 --> 00:21:18.960]  是我用雲彩當海的衣服,用幽暗當包裹他的布。」
[00:21:18.960 --> 00:21:21.280]  這裡說到海水
[00:21:21.280 --> 00:21:24.240]  上帝好像是他接生的人一樣
[00:21:24.240 --> 00:21:25.280]  但是看第十節
[00:21:25.280 --> 00:21:28.880]  「為他定界閒,又安門和山雪,
[00:21:28.880 --> 00:21:30.880]  你只可渡這裏不可越過,
[00:21:30.880 --> 00:21:35.920]  你狂傲的浪要到此止住。」
[00:21:35.920 --> 00:21:38.080]  劉森記不記得我們讀詩篇
[00:21:38.080 --> 00:21:39.760]  很多時候會讀到詩人說
[00:21:39.760 --> 00:21:43.120]  「海的狂浪漫過我的身,
[00:21:43.120 --> 00:21:46.560]  浸到我在海的浪濤當中。」
[00:21:46.560 --> 00:21:48.240]  不是說他在浸
[00:21:48.240 --> 00:21:49.600]  不是說他游水的時候
[00:21:49.600 --> 00:21:51.280]  未水的時候浸
[00:21:51.280 --> 00:21:55.120]  這裡是說邪惡的力量包圍他
[00:21:55.120 --> 00:21:57.920]  上帝在為海定界閒
[00:21:57.920 --> 00:22:00.480]  他狂傲的浪到此為止
[00:22:00.480 --> 00:22:02.240]  這是說創造的開始
[00:22:02.240 --> 00:22:03.760]  因為第38章開始的時候
[00:22:03.760 --> 00:22:06.400]  上帝在旋風當中問約伯
[00:22:06.400 --> 00:22:09.440]  「我立大地的根基的時候,你是誰?」
[00:22:09.440 --> 00:22:12.560]  第九章第八節
[00:22:12.560 --> 00:22:15.200]  一句話讓我們留意
[00:22:15.200 --> 00:22:22.560]  「他獨自鋪張蒼天,步行在海浪之上。」
