
[00:00:00.000 --> 00:00:04.880]  今天和大家講的題目就是
[00:01:44.560 --> 00:01:49.080]  福音的路從來都是非常崎嶇
[00:01:49.080 --> 00:01:52.600]  在過去的路 迷失的路
[00:01:52.600 --> 00:01:57.440]  我們一直問什麼時候才有盼望的路?
[00:01:57.440 --> 00:02:02.920]  我們今天找到一個孤靜
[00:02:02.920 --> 00:02:05.320]  在明朝洪武的年間
[00:02:05.320 --> 00:02:08.760]  江西勞寧 江西是比較東的地方
[00:02:08.760 --> 00:02:11.320]  找到一個大的鐵十字架
[00:02:11.320 --> 00:02:14.160]  上面有一個赤烏年號
[00:02:14.160 --> 00:02:18.440]  赤烏是漢朝末年三國宣權第四個年號
[00:02:18.440 --> 00:02:22.200]  就是主後238到251年
[00:02:22.200 --> 00:02:25.520]  如果這個鐵十字架上面所寫是基督教
[00:02:25.520 --> 00:02:26.520]  上面怎麼寫呢?
[00:02:26.520 --> 00:02:30.960]  「四海慶安能 鐵柱寶剛留十格
[00:02:30.960 --> 00:02:35.960]  萬民懷大澤 甘露香算許千秋」
[00:02:35.960 --> 00:02:38.800]  如果這個是來自基督教的話
[00:02:38.800 --> 00:02:42.960]  就是說在很早的期間
[00:02:42.960 --> 00:02:47.320]  第三世紀已經有基督徒或者信耶穌的人
[00:02:47.320 --> 00:02:49.320]  將福音帶過來中國
[00:02:49.320 --> 00:02:53.440]  並且在那裡鑄了一個十字架
[00:02:53.440 --> 00:02:54.520]  不過很可惜
[00:02:54.520 --> 00:02:56.680]  這個孤證我們不知道什麼人帶來
[00:02:56.680 --> 00:02:58.360]  也不知道什麼時候結束
[00:02:58.360 --> 00:03:01.080]  究竟它的前因後果我們都不知道
[00:03:01.080 --> 00:03:06.480]  所以就只有這個證據留在歷史上
[00:03:06.480 --> 00:03:10.920]  能夠有文獻來講的就是景教
[00:03:10.920 --> 00:03:13.280]  唐朝的時候
[00:03:13.280 --> 00:03:18.480]  有一個來自基督教的分支叫「獵獅底流派」
[00:03:18.480 --> 00:03:20.440]  他們在東方教會裡面
[00:03:20.440 --> 00:03:22.800]  波斯和中東一帶
[00:03:22.800 --> 00:03:28.000]  然後透過這個獅路將福音傳來中國
[00:03:28.000 --> 00:03:32.000]  景教就是光明燦爛的宗教
[00:03:32.000 --> 00:03:33.200]  它來中國的時候
[00:03:33.200 --> 00:03:35.960]  它用了很多佛教的語言
[00:03:35.960 --> 00:03:39.560]  很本色化 並且太過本色化
[00:03:39.560 --> 00:03:44.200]  以致它所披上佛教的外衣
[00:03:44.200 --> 00:03:46.520]  人們難以辨認它是基督教
[00:03:46.520 --> 00:03:52.680]  例如它們崇拜的是叫「妙中聖義原尊」
[00:03:52.680 --> 00:03:53.920]  不知道是什麼
[00:03:53.920 --> 00:03:55.320]  不過就是「三一妙心」
[00:03:55.320 --> 00:03:57.240]  大概猜到是三文一體
[00:03:57.240 --> 00:04:01.960]  耶和華就譯作「無緣真主阿羅阿」
[00:04:01.960 --> 00:04:05.720]  我們以為在讀金庸的武俠小說
[00:04:05.720 --> 00:04:08.880]  再下去其它我們真的很難辨認
[00:04:08.880 --> 00:04:12.360]  因為它完全用了佛教的語言
[00:04:12.360 --> 00:04:15.960]  基督教的特色 忍而不厭
[00:04:15.960 --> 00:04:19.400]  景教碑上面它說「自滿百城」
[00:04:19.400 --> 00:04:21.360]  即是當時在長安的時候
[00:04:21.360 --> 00:04:25.920]  有很多的十字寺 它叫十字寺
[00:04:25.920 --> 00:04:29.120]  唐朝是很歡迎外來的文化
[00:04:29.120 --> 00:04:31.480]  但由於它太取材於佛教
[00:04:31.480 --> 00:04:35.320]  並且它的福音對象以皇后貴族
[00:04:35.320 --> 00:04:40.720]  以皇帝為主 完全沒有群眾基礎
[00:04:40.720 --> 00:04:46.720]  主要八百四十五年 當時有「會昌滅佛」
[00:04:46.720 --> 00:04:50.080]  這個「會昌滅佛」就是當時的皇帝
[00:04:50.080 --> 00:04:54.000]  是信道教 是要消滅佛教
[00:04:54.000 --> 00:04:58.440]  就下令滅佛 將那些和尚、師姑全部還俗
[00:04:58.440 --> 00:05:04.600]  而景教因為太子佛教也都被滅
[00:05:04.600 --> 00:05:06.120]  我們圖片上所看的
[00:05:06.120 --> 00:05:09.640]  這是一個重建的景教寺
[00:05:09.640 --> 00:05:15.440]  我們可以看到其實當時景教是相當的繁榮
[00:05:15.440 --> 00:05:19.760]  當景教被滅之後 就好像人間蒸發
[00:05:19.760 --> 00:05:21.320]  沒有人再認識它
[00:05:21.320 --> 00:05:24.120]  因為它完全沒有群眾的基礎
[00:05:24.120 --> 00:05:27.040]  沒有了這些信徒
[00:05:27.040 --> 00:05:29.960]  再過八百年 到了1623年
[00:05:29.960 --> 00:05:34.480]  在明朝的時候 就有人挖出這個景教碑
[00:05:34.480 --> 00:05:36.640]  當時的人才知道
[00:05:36.640 --> 00:05:41.280]  原來景教曾經在中國存在過
[00:05:41.280 --> 00:05:47.000]  元朝也都帶來了基督教 叫做「也理可溫教」
[00:05:47.000 --> 00:05:49.000]  「也理可溫」就是上帝之子
[00:05:49.000 --> 00:05:50.800]  但是這個「也理可溫教」
[00:05:50.800 --> 00:05:56.680]  基督教和元朝的當權者結合迫害中國人
[00:05:56.680 --> 00:05:59.000]  所以當元朝被趕走的時候
[00:05:59.000 --> 00:06:04.960]  這個「也理可溫」這個基督教也都被趕走
[00:06:04.960 --> 00:06:11.240]  直到明代 基督教正式在中國生根立足
[00:06:11.240 --> 00:06:16.160]  大家熟悉的耶穌會士利瑪竇
[00:06:16.160 --> 00:06:18.560]  在1583年來到中國
[00:06:18.560 --> 00:06:20.480]  專心研究中國文化
[00:06:20.480 --> 00:06:23.480]  他的策略就是「擒賊先擒王」
[00:06:23.480 --> 00:06:29.520]  他要將中國文化和西方的基督教結合
[00:06:29.520 --> 00:06:32.440]  讓中國人明白基督教的信仰
[00:06:32.440 --> 00:06:35.640]  他認為皇帝信了主 他的子民就會信
[00:06:35.640 --> 00:06:39.960]  知識份子信了主 一般的百姓就容易信
[00:06:39.960 --> 00:06:47.320]  李卓吾、徐綱啟這些官員都信主並且受洗
[00:06:47.320 --> 00:06:51.360]  利瑪竇之後 南淮人湯若望等等
[00:06:51.360 --> 00:06:55.240]  也都循這個路線在朝廷做官
[00:06:55.240 --> 00:06:58.440]  並且尊重中國的文化
[00:06:58.440 --> 00:07:07.360]  一直直到清朝 康熙可以說是天主教
[00:07:07.360 --> 00:07:10.240]  在中國的最高峰
[00:07:10.240 --> 00:07:14.120]  相傳康熙西征的時候患了藥疾
[00:07:14.120 --> 00:07:16.680]  最後被蚊叮了的藥疾
[00:07:16.680 --> 00:07:20.680]  金雞立相是在南美發現
[00:07:20.680 --> 00:07:25.280]  而南美的耶穌會很重視金雞立相
[00:07:25.280 --> 00:07:28.680]  康熙這個藥疾就被耶穌會
[00:07:28.680 --> 00:07:32.120]  帶來的金雞立相治好了
[00:07:32.120 --> 00:07:37.640]  康熙非常感激 因為藥疾在中國是治不了的
[00:07:37.640 --> 00:07:42.960]  從此以後 康熙和耶穌會的交往很深
[00:07:42.960 --> 00:07:45.800]  他不單止解除禁令
[00:07:45.800 --> 00:07:49.000]  容許天主教在中國自由傳播
[00:07:49.000 --> 00:07:52.520]  他還為天主教堂寫了一個橫片
[00:07:52.520 --> 00:07:54.680]  這個叫做「西十副教堂」
[00:07:54.680 --> 00:07:55.800]  今天還在北京那裡
[00:07:55.800 --> 00:08:00.440]  上面有一個叫做「萬有真願」四個字
[00:08:00.440 --> 00:08:03.520]  並且他又為這個教堂寫了一個對聯
[00:08:03.520 --> 00:08:05.240]  這個對聯他這麼說
[00:08:05.240 --> 00:08:10.360]  叫做「無始無終 先作迎聖真主宰
[00:08:10.360 --> 00:08:14.720]  而人而異 緩消請祭大權行」
[00:08:14.720 --> 00:08:20.880]  他都是講到上帝的那種全能、權柄
[00:08:20.880 --> 00:08:22.920]  接著他寫了一首「七律師」
[00:08:22.920 --> 00:08:24.720]  可以反映他們基督教的認識
[00:08:24.720 --> 00:08:26.680]  也是他自己的神學
[00:08:26.680 --> 00:08:30.720]  這個「七律師」也都在教堂裡面掛了出來
[00:08:30.720 --> 00:08:32.720]  這個「七律師」是講什麼呢?
[00:08:32.720 --> 00:08:36.200]  他說「心心萬象 眼倫中
[00:08:36.200 --> 00:08:38.960]  須識由來是化功
[00:08:38.960 --> 00:08:41.880]  體一何中而何始
[00:08:41.880 --> 00:08:45.080]  為三非直亦非空」
[00:08:45.080 --> 00:08:47.400]  就講到宇宙萬物
[00:08:47.400 --> 00:08:49.680]  原來不是無中生有
[00:08:49.680 --> 00:08:52.920]  不是自然而是透過創造、化功
[00:08:52.920 --> 00:08:55.400]  就是上帝的創造而來
[00:08:55.400 --> 00:08:58.200]  而上帝是無始無終
[00:08:58.200 --> 00:09:00.440]  祂不是直亦不是空
[00:09:00.440 --> 00:09:02.800]  不是道教亦不是佛教
[00:09:02.800 --> 00:09:05.440]  祂是三位一體
[00:09:05.440 --> 00:09:07.400]  「地堂九位初人開
[00:09:07.400 --> 00:09:09.040]  地堂就此伊殿園
[00:09:09.040 --> 00:09:11.520]  因為亞當犯罪而關閉
[00:09:11.520 --> 00:09:14.040]  人無辦法再進入樂園
[00:09:14.040 --> 00:09:16.240]  天路生貧聖子通」
[00:09:16.240 --> 00:09:19.920]  現在我們憑著耶穌基督可以進入天堂
[00:09:19.920 --> 00:09:22.240]  「隨卻異端無忌禪
[00:09:22.240 --> 00:09:24.120]  真如若各不欽索」
[00:09:24.120 --> 00:09:26.880]  這是他對基督教的仰慕
[00:09:26.880 --> 00:09:28.920]  天主教在中國傳播很快
[00:09:28.920 --> 00:09:31.800]  在北京裏面已經有很多教堂
[00:09:31.800 --> 00:09:36.520]  並且大有成為各教的趨勢
[00:09:36.520 --> 00:09:40.880]  不過似乎這個未必是上帝的心意
[00:09:40.880 --> 00:09:42.760]  當時發生一件事
[00:09:42.760 --> 00:09:44.920]  就是一個祭祖的問題
[00:09:44.920 --> 00:09:47.240]  這個祭祖在耶穌會的傳統
[00:09:47.240 --> 00:09:50.760]  是容許中國人拜祭祖先
[00:09:50.760 --> 00:09:53.840]  因為耶穌會是在知識份子裏面
[00:09:53.840 --> 00:09:55.320]  去傳道
[00:09:55.320 --> 00:09:58.680]  而耶穌會所理解中國的祭祖是論理
[00:09:58.680 --> 00:10:00.240]  不是宗教
[00:10:00.240 --> 00:10:05.400]  因為這個祭祖是來自孔子所說
[00:10:05.400 --> 00:10:07.960]  孔子說:
[00:10:07.960 --> 00:10:09.440]  「子不語怪力亂神
[00:10:09.440 --> 00:10:10.840]  未知生焉知死
[00:10:10.840 --> 00:10:12.520]  亦不講鬼不講神」
[00:10:12.520 --> 00:10:13.840]  所以弟子就問孔子
[00:10:13.840 --> 00:10:15.440]  既然你不信鬼不信神
[00:10:15.440 --> 00:10:17.160]  怎會祭祀呢?
[00:10:17.160 --> 00:10:18.760]  孔子就說這番說話
[00:10:18.760 --> 00:10:22.400]  他說:「祭神如神在
[00:10:22.400 --> 00:10:24.120]  只若吾不語祭
[00:10:24.120 --> 00:10:25.560]  則吾不祭」
[00:10:25.560 --> 00:10:29.080]  你祭不祭?
[00:10:29.080 --> 00:10:30.360]  究竟說什麼呢?
[00:10:30.360 --> 00:10:32.720]  其實孔子這番說話很清楚
[00:10:32.720 --> 00:10:37.160]  他說祭祀不是真的要祭鬼
[00:10:37.160 --> 00:10:38.760]  因為你不知道
[00:10:38.760 --> 00:10:40.360]  祭祀是講人心
[00:10:40.360 --> 00:10:42.800]  是對祖先的尊重
[00:10:42.800 --> 00:10:44.120]  你是尊重祖先
[00:10:44.120 --> 00:10:47.720]  所以祭祀是出自對於祖先的敬重
[00:10:47.720 --> 00:10:50.000]  是一種神眾追原
[00:10:50.000 --> 00:10:52.080]  是一種教導後輩
[00:10:52.080 --> 00:10:55.360]  你看你對死鬼父親都這麼尊重
[00:10:55.360 --> 00:10:58.600]  所以你再生的孩子就應該對我很尊重
[00:10:58.600 --> 00:11:00.080]  是一種倫理教導
[00:11:00.080 --> 00:11:02.320]  耶穌會的理解是正確的
[00:11:02.320 --> 00:11:04.920]  不過明眼人知道
[00:11:04.920 --> 00:11:05.920]  中國人祭祀祖
[00:11:05.920 --> 00:11:08.320]  就不單單有這麼高深的學問
[00:11:08.320 --> 00:11:10.760]  所以多明尼會
[00:11:10.760 --> 00:11:12.160]  Dominicus來到中國
[00:11:12.160 --> 00:11:14.360]  就發現中國什麼都拜
[00:11:14.360 --> 00:11:16.240]  不單祭祀祖又拜鬼又拜神
[00:11:16.240 --> 00:11:17.080]  什麼都拜
[00:11:17.080 --> 00:11:20.520]  於是就寫信給教皇
[00:11:20.520 --> 00:11:23.680]  當時格列滿十一世收信之後
[00:11:23.680 --> 00:11:25.920]  同意多明尼會的講法
[00:11:25.920 --> 00:11:31.840]  於是就全面禁止中國信徒祭祀祖先
[00:11:31.840 --> 00:11:35.480]  康熙就問這班耶穌會
[00:11:35.480 --> 00:11:38.640]  就問在中國的修士
[00:11:38.640 --> 00:11:41.960]  他就說究竟你聽教皇講
[00:11:41.960 --> 00:11:43.800]  還是聽我講
[00:11:43.800 --> 00:11:45.280]  原來天主教修士就說
[00:11:45.280 --> 00:11:47.000]  我們全部都效忠教皇
[00:11:47.000 --> 00:11:49.840]  康熙就突然發現
[00:11:49.840 --> 00:11:51.480]  這個不是簡單問題
[00:11:51.480 --> 00:11:52.760]  他就很生氣
[00:11:52.760 --> 00:11:54.680]  他說天無異日地無異主
[00:11:54.680 --> 00:11:57.520]  怎麼可能你會聽我這麼軟的
[00:11:57.520 --> 00:12:00.680]  皇帝說而不聽我講
[00:12:00.680 --> 00:12:02.960]  我說可以祭祀祖你說不行
[00:12:02.960 --> 00:12:06.960]  於是康熙就禁止天主教
[00:12:06.960 --> 00:12:09.640]  雖然他沒有逼迫天主教
[00:12:09.640 --> 00:12:12.560]  但是修士就被驅逐
[00:12:12.560 --> 00:12:15.040]  到了康永乾三代
[00:12:15.040 --> 00:12:18.800]  就有逼迫天主教在中國
[00:12:18.800 --> 00:12:23.480]  一禁就禁了差不多二百年
[00:12:23.480 --> 00:12:27.200]  當天主教被禁的時候
[00:12:27.200 --> 00:12:30.080]  似乎這條路都是不通
[00:12:30.080 --> 00:12:31.680]  魔鬼在細節
[00:12:31.680 --> 00:12:36.000]  雖然耶穌會對於祭祖是理解正確
[00:12:36.000 --> 00:12:38.480]  不過如果當時
[00:12:38.480 --> 00:12:41.840]  基督教成為中國的國教的話
[00:12:41.840 --> 00:12:44.360]  就會成為一種混合宗教
[00:12:44.360 --> 00:12:48.840]  祭祀偶像和敬拜上帝就會混合一起
[00:12:48.840 --> 00:12:51.480]  都相當可怕
[00:12:51.480 --> 00:12:55.680]  到什麼時候福音才再開始呢?
[00:12:55.680 --> 00:12:59.000]  到了107年
[00:12:59.000 --> 00:13:04.640]  馬利信將基督教重新帶入中國
[00:13:04.640 --> 00:13:07.520]  馬利信在他悔改之
[00:13:07.520 --> 00:13:10.080]  在他十六歲決志得救之後
[00:13:10.080 --> 00:13:13.600]  他就決定宣教
[00:13:13.600 --> 00:13:15.120]  他從來沒有想過去中國
[00:13:15.120 --> 00:13:18.160]  他只是想作為一個宣教士
[00:13:18.160 --> 00:13:20.400]  上帝猜到他去哪裡他就去
[00:13:20.400 --> 00:13:22.040]  但是有一次
[00:13:22.040 --> 00:13:26.320]  很偶然的機會他接觸到中國的書刊
[00:13:26.320 --> 00:13:28.680]  當時就是那些西方人在中國做生意
[00:13:28.680 --> 00:13:30.160]  寫的書
[00:13:30.160 --> 00:13:31.640]  他很有興趣
[00:13:31.640 --> 00:13:32.760]  在他祈禱裡面
[00:13:32.760 --> 00:13:35.760]  他覺得上帝將中國放在心裡
[00:13:35.760 --> 00:13:37.920]  於是他就去警察會
[00:13:37.920 --> 00:13:40.400]  申請去中國傳道
[00:13:40.400 --> 00:13:42.160]  警察會說如果要去中國傳道
[00:13:42.160 --> 00:13:43.760]  你必須要懂得中文
[00:13:43.760 --> 00:13:46.560]  在當時有什麼人可以教中文呢?
[00:13:46.560 --> 00:13:47.800]  是沒有可能的
[00:13:47.800 --> 00:13:51.320]  因為當時能夠懂得中文的西人
[00:13:51.320 --> 00:13:52.520]  幾乎是絕無僅有
[00:13:52.520 --> 00:13:53.880]  懂得英文的中人
[00:13:53.880 --> 00:13:56.280]  也都差不多絕無僅有
[00:13:56.280 --> 00:14:01.080]  不過就是這麼艱難又這麼偶然
[00:14:01.080 --> 00:14:05.240]  當時有一個人是廣東人
[00:14:05.240 --> 00:14:07.600]  他是幫那些英商運東西
[00:14:07.600 --> 00:14:08.800]  那些英商不懂得中文
[00:14:08.800 --> 00:14:11.040]  他不懂得英文
[00:14:11.040 --> 00:14:12.160]  叫那些Guru說
[00:14:12.160 --> 00:14:13.360]  不如你帶我去英國學英文
[00:14:13.360 --> 00:14:14.360]  我幫你做翻譯
[00:14:14.360 --> 00:14:15.800]  一個叫做容三德
[00:14:15.800 --> 00:14:17.120]  或者翁三德
[00:14:17.120 --> 00:14:18.840]  到現在都沒有人知道
[00:14:18.840 --> 00:14:20.960]  因為是拼音來的
[00:14:20.960 --> 00:14:22.160]  就這樣去了英國
[00:14:22.160 --> 00:14:24.920]  而就在那個時間
[00:14:24.920 --> 00:14:28.000]  就遇上馬利信
[00:14:28.000 --> 00:14:32.840]  馬利信就跟他學了六個月的中文
[00:14:32.840 --> 00:14:35.480]  然後就在這個基礎
[00:14:35.480 --> 00:14:38.120]  馬利信就在倫敦博物館
[00:14:38.120 --> 00:14:41.520]  找到耶穌會所翻譯的中文聖經
[00:14:41.520 --> 00:14:43.960]  將它抄寫
[00:14:43.960 --> 00:14:45.960]  憑著這些的知識
[00:14:45.960 --> 00:14:51.360]  馬利信就開始踏上去中國宣教的途徑
[00:14:51.360 --> 00:14:54.040]  沒有人載他去中國
[00:14:54.040 --> 00:14:55.560]  因為東印度公司
[00:14:55.560 --> 00:14:59.440]  當時的專利跟中國做生意的東印度公司
[00:14:59.440 --> 00:15:02.400]  是恐怕傳教士解僱他們
[00:15:02.400 --> 00:15:04.200]  所以不肯載他
[00:15:04.200 --> 00:15:05.480]  他就唯有去美國
[00:15:05.480 --> 00:15:07.200]  坐美國船
[00:15:07.200 --> 00:15:09.080]  是由美國紐約上船
[00:15:09.080 --> 00:15:10.760]  經過大西洋
[00:15:10.760 --> 00:15:12.120]  再經過印度洋
[00:15:12.120 --> 00:15:12.880]  去到中國
[00:15:12.880 --> 00:15:17.040]  在1807年1月31號開始
[00:15:17.040 --> 00:15:19.360]  用了九個月的時間
[00:15:19.360 --> 00:15:23.520]  到了1807年9月6日
[00:15:23.520 --> 00:15:25.160]  才去到廣州
[00:15:25.160 --> 00:15:27.880]  這個旅程真是長
[00:15:27.880 --> 00:15:29.440]  去到廣州
[00:15:29.440 --> 00:15:33.960]  當時也都沒有辦法去開始工作
[00:15:33.960 --> 00:15:37.520]  六年時間才得到第一個人信主
[00:15:37.520 --> 00:15:39.760]  不過他知道他在寫歷史
[00:15:39.760 --> 00:15:42.520]  所以他做了兩件很重要的事情
[00:15:42.520 --> 00:15:45.280]  第一件事就是翻譯聖經
[00:15:45.280 --> 00:15:47.560]  馬利信翻譯聖經一絲不苟
[00:15:47.560 --> 00:15:50.960]  我們知道第一個中文聖經翻譯
[00:15:50.960 --> 00:15:52.160]  除了耶穌會之外
[00:15:52.160 --> 00:15:54.080]  基督教不是馬利信
[00:15:54.080 --> 00:15:56.080]  是馬氏文
[00:15:56.080 --> 00:15:58.800]  南洋有一個英國的宣教士
[00:15:58.800 --> 00:16:01.400]  是用那些土話
[00:16:01.400 --> 00:16:04.200]  閩南那些土話去翻譯中文聖經
[00:16:04.200 --> 00:16:05.360]  當時馬氏文說
[00:16:05.360 --> 00:16:08.040]  我要最快出版中文聖經
[00:16:08.040 --> 00:16:12.240]  我要在歷史上留名
[00:16:12.240 --> 00:16:13.520]  馬利信說
[00:16:13.520 --> 00:16:14.880]  我不和你爭
[00:16:14.880 --> 00:16:17.120]  我要用最好的聖經
[00:16:17.120 --> 00:16:19.280]  所以馬利信的聖經
[00:16:19.280 --> 00:16:21.120]  是翻譯了很久
[00:16:21.120 --> 00:16:23.640]  馬氏文的聖經出版了
[00:16:23.640 --> 00:16:26.080]  但是今天已經很少人用
[00:16:26.080 --> 00:16:30.160]  因為馬利信聖經是可靠的
[00:16:30.160 --> 00:16:31.480]  當你聖經譯好之後
[00:16:31.480 --> 00:16:33.520]  他就編輯字典
[00:16:33.520 --> 00:16:36.840]  這個字典成為後來宣教士來中國
[00:16:36.840 --> 00:16:38.240]  必備的工具
[00:16:38.240 --> 00:16:41.800]  這個是一個華英字典來的
[00:16:41.800 --> 00:16:43.440]  用中文翻譯英文
[00:16:43.440 --> 00:16:45.240]  其實是相當艱難
[00:16:45.240 --> 00:16:48.720]  而他就用盡他自己的財產
[00:16:48.720 --> 00:16:50.160]  來做這兩件事
[00:16:50.160 --> 00:16:52.640]  就為後來的宣教士來中國
[00:16:52.640 --> 00:16:55.120]  打開了一條路
[00:16:55.120 --> 00:16:57.040]  《南京條約》之後
[00:16:57.040 --> 00:16:59.440]  世界各地的宣教士
[00:16:59.440 --> 00:17:01.040]  就被拆派來中國
[00:17:01.040 --> 00:17:03.040]  很多的宣教士
[00:17:03.040 --> 00:17:05.320]  在中國裏面
[00:17:05.320 --> 00:17:07.920]  犧牲了他們的生命
[00:17:07.920 --> 00:17:12.400]  並且將他們的一生
[00:17:12.400 --> 00:17:13.480]  都奉獻給中國
[00:17:13.480 --> 00:17:17.000]  這個我在前兩天已經講過
[00:17:17.000 --> 00:17:19.200]  經過差不多100年
[00:17:19.200 --> 00:17:21.520]  1905年的統計
[00:17:21.520 --> 00:17:24.520]  當時的差會有63個
[00:17:24.520 --> 00:17:27.000]  外國宣教士有3400多個
[00:17:27.000 --> 00:17:29.160]  中國全國有9000多人
[00:17:29.160 --> 00:17:30.640]  教堂632人
[00:17:30.640 --> 00:17:32.160]  報道了4000多間
[00:17:32.160 --> 00:17:33.520]  相當不錯
[00:17:33.520 --> 00:17:34.960]  在這100年裏面
[00:17:34.960 --> 00:17:36.920]  上帝使用了宣教士
[00:17:36.920 --> 00:17:40.360]  使用了當時第一代的傳道人
[00:17:40.360 --> 00:17:41.960]  並且他開了很多學校
[00:17:41.960 --> 00:17:43.680]  有2000多間中小學
[00:17:43.680 --> 00:17:45.360]  有5萬多個學生
[00:17:45.360 --> 00:17:47.800]  還有醫院有160多間
[00:17:47.800 --> 00:17:49.760]  診所240間
[00:17:49.760 --> 00:17:52.880]  住院病人有3萬4千多
[00:17:52.880 --> 00:17:55.640]  門診病人超過100萬
[00:17:55.640 --> 00:17:58.600]  1905年有多少人受洗呢?
[00:17:58.600 --> 00:18:00.320]  受洗的紀錄
[00:18:00.320 --> 00:18:03.200]  17萬8251人
[00:18:03.200 --> 00:18:05.680]  這是100年的小結
[00:18:05.680 --> 00:18:08.320]  再過了50年
[00:18:08.320 --> 00:18:11.280]  中國的信徒已經去到86萬
[00:18:11.280 --> 00:18:13.960]  在1949年最後的統計
[00:18:13.960 --> 00:18:15.680]  這86萬的信徒
[00:18:15.680 --> 00:18:20.160]  再加上很多的中小學校
[00:18:20.160 --> 00:18:21.800]  基督教在中國
[00:18:21.800 --> 00:18:25.800]  大概已經有一個相當不錯的根基
[00:18:25.800 --> 00:18:28.520]  不過到了50年代
[00:18:28.520 --> 00:18:31.400]  中國面對一個很大的轉折
[00:18:31.400 --> 00:18:34.280]  在政治運動下面
[00:18:34.280 --> 00:18:40.480]  中國當時教會幾乎是停滯不前
[00:18:40.480 --> 00:18:42.000]  50年代當時
[00:18:42.000 --> 00:18:46.000]  北京社科院有一個學者叫羅竹峰
[00:18:46.000 --> 00:18:48.880]  他是專研究宗教
[00:18:48.880 --> 00:18:52.320]  他認為宗教是迷信的產物
[00:18:52.320 --> 00:18:54.920]  中國社會主義是不需要宗教
[00:18:54.920 --> 00:18:58.520]  因此必須要加快暴乏
[00:18:58.520 --> 00:18:59.880]  將這些異質分子
[00:18:59.880 --> 00:19:02.440]  就是這些迷信的宗教
[00:19:02.440 --> 00:19:05.400]  清除出社會主義
[00:19:05.400 --> 00:19:07.240]  50年代的政治運動
[00:19:07.240 --> 00:19:10.720]  基本上就是一個清洗異質的運動
[00:19:10.720 --> 00:19:13.720]  基督教受到很大衝擊
[00:19:13.720 --> 00:19:16.840]  其它宗教都一樣受到衝擊
[00:19:16.840 --> 00:19:19.320]  然後到了60年代
[00:19:19.320 --> 00:19:22.880]  基督教基本上已經是奄奄一息
[00:19:22.880 --> 00:19:25.040]  到了1966年文化大革命
[00:19:25.040 --> 00:19:29.440]  北京最後一間為外人而設的教堂也都關閉
[00:19:29.440 --> 00:19:33.320]  毛澤東對當時的三次會主席吳耀宗說的話
[00:19:33.320 --> 00:19:37.280]  他說你信的上帝根本不幸
[00:19:37.280 --> 00:19:39.600]  吳耀宗無話可說
[00:19:39.600 --> 00:19:42.920]  教會在中國落幕
[00:19:42.920 --> 00:19:45.720]  然後西方英國一個學者就說
[00:19:45.720 --> 00:19:47.560]  中國教會已經結束
[00:19:47.560 --> 00:19:50.400]  150年來宣教士所做的工作
[00:19:50.400 --> 00:19:53.440]  畫下句號
[00:19:53.440 --> 00:19:59.800]  從今以後教會被擺入博物館
[00:19:59.800 --> 00:20:03.920]  到了80年代改革開放
[00:20:03.920 --> 00:20:10.040]  第一間教會在寧波開放是1979年
[00:20:10.040 --> 00:20:12.560]  這間教會一開放的時候
[00:20:12.560 --> 00:20:15.680]  竟然間是坐滿了人
[00:20:15.680 --> 00:20:18.800]  這些人大部分都是老人家
