
[00:00:00.000 --> 00:00:05.000]  各位大紀元的觀眾朋友
[00:09:45.000 --> 00:09:48.000]  保羅是引用《創世記》第二章第七節
[00:09:48.000 --> 00:09:51.000]  講到這個首先的阿當
[00:09:51.000 --> 00:09:56.000]  而二章七節是指未犯罪之前的阿當
[00:09:56.000 --> 00:09:57.000]  換言之
[00:09:57.000 --> 00:10:01.000]  保羅是比較創造的時候的人
[00:10:01.000 --> 00:10:04.000]  和復活之後的人
[00:10:04.000 --> 00:10:05.000]  有什麼分別呢?
[00:10:05.000 --> 00:10:07.000]  兩種不同的
[00:10:07.000 --> 00:10:11.000]  所謂Modes of existence
[00:10:11.000 --> 00:10:16.000]  而耶穌就以復活為首先的果子
[00:10:16.000 --> 00:10:17.000]  將來我們復活呢
[00:10:17.000 --> 00:10:19.000]  就會好像和耶穌的復活一樣
[00:10:19.000 --> 00:10:21.000]  跟逐有例
[00:10:21.000 --> 00:10:23.000]  我們看看這段聖經
[00:10:23.000 --> 00:10:25.000]  保羅如何比較
[00:10:25.000 --> 00:10:29.000]  創造的時候的人
[00:10:29.000 --> 00:10:31.000]  特別是他們的身體
[00:10:31.000 --> 00:10:34.000]  和復活之後的人
[00:10:34.000 --> 00:10:36.000]  特別是他們的身體呢?
[00:10:36.000 --> 00:10:38.000]  四十二節就告訴你
[00:10:38.000 --> 00:10:40.000]  創造的時候
[00:10:40.000 --> 00:10:42.000]  是必扭壞的
[00:10:42.000 --> 00:10:45.000]  所中的是必扭壞的
[00:10:45.000 --> 00:10:47.000]  但是到復活的時候
[00:10:47.000 --> 00:10:49.000]  是不扭壞的
[00:10:49.000 --> 00:10:50.000]  四十二節又說
[00:10:50.000 --> 00:10:52.000]  所中的是羞辱的
[00:10:52.000 --> 00:10:54.000]  復活的是榮耀的
[00:10:54.000 --> 00:10:55.000]  四十三節說
[00:10:55.000 --> 00:10:59.000]  所中的是軟弱的
[00:10:59.000 --> 00:11:01.000]  就是說創造的時候
[00:11:01.000 --> 00:11:03.000]  我們的身體是軟弱的
[00:11:03.000 --> 00:11:06.000]  但是復活的身體是強壯的
[00:11:06.000 --> 00:11:07.000]  四十四節
[00:11:07.000 --> 00:11:10.000]  創造的是一個血氣的身體
[00:11:10.000 --> 00:11:13.000]  復活的是一個靈性的身體
[00:11:13.000 --> 00:11:15.000]  四十六節是在先的
[00:11:15.000 --> 00:11:17.000]  復活的身體是在後的
[00:11:17.000 --> 00:11:20.000]  所以有一個第一次的創造
[00:11:20.000 --> 00:11:22.000]  還有將來我們復活
[00:11:22.000 --> 00:11:24.000]  一個是創造
[00:11:24.000 --> 00:11:25.000]  一個是末後的
[00:11:25.000 --> 00:11:26.000]  第四十七節
[00:11:26.000 --> 00:11:28.000]  創造的時候是屬地的
[00:11:28.000 --> 00:11:31.000]  復活的身體是屬天的
[00:11:31.000 --> 00:11:34.000]  保羅在這裡很清楚說明
[00:11:34.000 --> 00:11:35.000]  我們每一個人
[00:11:35.000 --> 00:11:36.000]  在創造的時候
[00:11:36.000 --> 00:11:39.000]  我們的身體是必扭壞的
[00:11:39.000 --> 00:11:41.000]  是會停止的
[00:11:41.000 --> 00:11:43.000]  是不會不存在的
[00:11:43.000 --> 00:11:45.000]  唯有復活了之後
[00:11:45.000 --> 00:11:46.000]  在基督裡面
[00:11:46.000 --> 00:11:48.000]  我們才是不扭壞的
[00:11:48.000 --> 00:11:50.000]  所以保羅就告訴你
[00:11:50.000 --> 00:11:52.000]  如果主宰了的時候
[00:11:52.000 --> 00:11:53.000]  如果我們還沒死
[00:11:53.000 --> 00:11:54.000]  我們的身體
[00:11:54.000 --> 00:11:56.000]  就會在暫時之間
[00:11:56.000 --> 00:11:57.000]  會改變過來
[00:11:57.000 --> 00:11:59.000]  從扭壞的
[00:11:59.000 --> 00:12:01.000]  去到不扭壞的
[00:12:01.000 --> 00:12:03.000]  因為我們有復活的身體
[00:12:03.000 --> 00:12:05.000]  所以這個復活的身體
[00:12:05.000 --> 00:12:07.000]  是從一個會扭壞的
[00:12:07.000 --> 00:12:08.000]  創造的身體
[00:12:08.000 --> 00:12:09.000]  成為復活的
[00:12:09.000 --> 00:12:11.000]  不扭壞的身體
[00:12:11.000 --> 00:12:13.000]  或者有人以為
[00:12:13.000 --> 00:12:18.000]  那些非基督徒都會復活的
[00:12:18.000 --> 00:12:20.000]  將來聖經不是說過
[00:12:20.000 --> 00:12:23.000]  非基督徒、非信徒都會復活
[00:12:23.000 --> 00:12:25.000]  只要受上帝的審判嗎?
[00:12:25.000 --> 00:12:27.000]  我對這種的看法
[00:12:27.000 --> 00:12:30.000]  就有很多很多疑問
[00:12:30.000 --> 00:12:31.000]  復活呢
[00:12:31.000 --> 00:12:33.000]  你看任何一段聖經
[00:12:33.000 --> 00:12:35.000]  似乎都是告訴你
[00:12:35.000 --> 00:12:39.000]  只有在基督裡面的人
[00:12:39.000 --> 00:12:41.000]  才有復活的
[00:12:41.000 --> 00:12:43.000]  不在基督裡面的人
[00:12:43.000 --> 00:12:45.000]  是沒有復活的
[00:12:45.000 --> 00:12:49.000]  況且保羅更加告訴你
[00:12:49.000 --> 00:12:53.000]  他說創造的身體
[00:12:53.000 --> 00:12:54.000]  不僅扭壞
[00:12:54.000 --> 00:12:55.000]  還會收藥
[00:12:55.000 --> 00:12:57.000]  還會軟弱
[00:12:57.000 --> 00:12:59.000]  是屬地的
[00:12:59.000 --> 00:13:01.000]  就是告訴你
[00:13:01.000 --> 00:13:03.000]  每個復活的身體
[00:13:03.000 --> 00:13:04.000]  相反來說
[00:13:04.000 --> 00:13:05.000]  就是榮耀強壯
[00:13:05.000 --> 00:13:07.000]  是靈性的身體
[00:13:07.000 --> 00:13:10.000]  不可能那些非基督徒復活了之後
[00:13:10.000 --> 00:13:12.000]  會有這樣的身體
[00:13:12.000 --> 00:13:14.000]  於是你說
[00:13:14.000 --> 00:13:17.000]  基督徒的復活和非基督徒的復活不同
[00:13:17.000 --> 00:13:19.000]  那個就不是復活了
[00:13:19.000 --> 00:13:21.000]  不是聖經裡面所說的復活了
[00:13:21.000 --> 00:13:24.000]  所以五十四節就說得很清楚
[00:13:24.000 --> 00:13:27.000]  「這必扭壞的既變成不扭壞的
[00:13:27.000 --> 00:13:30.000]  這必死的既變成不死的
[00:13:30.000 --> 00:13:33.000]  死就被德性吞沒了」
[00:13:33.000 --> 00:13:36.000]  所以我們可以這樣說
[00:13:36.000 --> 00:13:39.000]  保羅在哥林多傳之十五章裡面
[00:13:39.000 --> 00:13:42.000]  是說得很清楚一件事
[00:13:42.000 --> 00:13:44.000]  那個不信的人
[00:13:44.000 --> 00:13:49.000]  他們是必定會扭壞
[00:13:49.000 --> 00:13:53.000]  他們不是像我們以前所想像的
[00:13:53.000 --> 00:13:57.000]  人的靈魂是不扭壞的
[00:13:57.000 --> 00:13:59.000]  這只是希臘人的思想
[00:13:59.000 --> 00:14:02.000]  不是聖經裡面的思想
[00:14:02.000 --> 00:14:04.000]  所以我可以這樣說
[00:14:04.000 --> 00:14:06.000]  我雖然不能夠100%肯定
[00:14:06.000 --> 00:14:09.000]  Annihilation這個理論
[00:14:09.000 --> 00:14:11.000]  但是我都會同情他們的看法
[00:14:11.000 --> 00:14:13.000]  而且我覺得這種看法
[00:14:13.000 --> 00:14:17.000]  也是受到不少聖經的支持的
[00:14:17.000 --> 00:14:20.000]  就好像我們今天所思想的那段聖經
[00:14:20.000 --> 00:14:22.000]  第五號
[00:14:22.000 --> 00:14:25.000]  那些受痛苦的人
[00:14:25.000 --> 00:14:27.000]  是有一個時間限制的
[00:14:27.000 --> 00:14:29.000]  五個月
[00:14:29.000 --> 00:14:31.000]  有五個月的苦楚
[00:14:31.000 --> 00:14:33.000]  而不是永無止境的苦楚
[00:14:33.000 --> 00:14:35.000]  似乎在聖經裡面
[00:14:35.000 --> 00:14:39.000]  時常都提到時限這方面
[00:14:39.000 --> 00:14:41.000]  正因為這樣我們發覺
[00:14:41.000 --> 00:14:44.000]  第四號和第五號中間
[00:14:44.000 --> 00:14:46.000]  是有一段短休的時間
[00:14:46.000 --> 00:14:49.000]  就好像大風暴來之前
[00:14:49.000 --> 00:14:50.000]  片刻的安寧
[00:14:50.000 --> 00:14:52.000]  目的就是要警告那些不信者
[00:14:52.000 --> 00:14:55.000]  要早點悔改認罪
[00:14:55.000 --> 00:14:57.000]  八章第十三節說
[00:14:57.000 --> 00:14:59.000]  我又看見一個鷹
[00:14:59.000 --> 00:15:01.000]  飛在空中
[00:15:01.000 --> 00:15:03.000]  並聽見它大聲說
[00:15:03.000 --> 00:15:07.000]  三位天使要吹那旗鼓的號
[00:15:07.000 --> 00:15:10.000]  它們住在地上的民
[00:15:10.000 --> 00:15:13.000]  和哉 和哉 和哉
[00:15:13.000 --> 00:15:16.000]  一如七印中的第五印
[00:15:16.000 --> 00:15:18.000]  在沒有第六印的災害之前
[00:15:18.000 --> 00:15:22.000]  有一段短暫沉默的時間
[00:15:22.000 --> 00:15:26.000]  同樣在第四號和第五號之間
[00:15:26.000 --> 00:15:29.000]  第五號災難未來之前
[00:15:29.000 --> 00:15:32.000]  也有一段短暫安靜的時刻
[00:15:32.000 --> 00:15:35.000]  我稱之為暴風雨的前夕
[00:15:35.000 --> 00:15:38.000]  在這個時候我們看見一隻鷹
[00:15:38.000 --> 00:15:40.000]  在空中獨自飛翔
[00:15:40.000 --> 00:15:42.000]  鷹是什麼意思呢?
[00:15:42.000 --> 00:15:43.000]  在羅馬的文化裡面
[00:15:43.000 --> 00:15:45.000]  鷹往往是象徵神的使者
[00:15:45.000 --> 00:15:47.000]  傳遞訊息給人
[00:15:47.000 --> 00:15:49.000]  但我想到這幅圖畫
[00:15:49.000 --> 00:15:51.000]  一定是取字
[00:15:51.000 --> 00:15:54.000]  我們看看巴祿後書
[00:15:54.000 --> 00:15:58.000]  在巴祿後書77章21-22節
[00:15:58.000 --> 00:16:02.000]  也提到鷹拿著上帝的書信
[00:16:02.000 --> 00:16:05.000]  飛到巴比倫幽伐拉底河畔
[00:16:05.000 --> 00:16:07.000]  猶太人聚居的地方
[00:16:07.000 --> 00:16:10.000]  向我們傳遞上帝的訊息
[00:16:10.000 --> 00:16:12.000]  同樣這隻孤獨的鷹
[00:16:12.000 --> 00:16:13.000]  飛翔在空中
[00:16:13.000 --> 00:16:15.000]  要傳遞上帝的訊息
[00:16:15.000 --> 00:16:17.000]  這是什麼訊息呢?
[00:16:17.000 --> 00:16:19.000]  和哉 和哉 和哉
[00:16:19.000 --> 00:16:21.000]  是多次重複的和哉
[00:16:21.000 --> 00:16:23.000]  因為接下來有三個號
[00:16:23.000 --> 00:16:25.000]  亦是三個災害
[00:16:25.000 --> 00:16:28.000]  三可以解作極度
[00:16:28.000 --> 00:16:31.000]  這是一個極度嚴重的災害
[00:16:31.000 --> 00:16:33.000]  警告世人
[00:16:33.000 --> 00:16:35.000]  在未發生之前
[00:16:35.000 --> 00:16:37.000]  早好預備
[00:16:37.000 --> 00:16:39.000]  悔改認罪
[00:16:39.000 --> 00:16:41.000]  否則大受其害
[00:16:41.000 --> 00:16:43.000]  我們要看看
[00:16:43.000 --> 00:16:45.000]  這是一個什麼樣的災害呢?
[00:16:45.000 --> 00:16:48.000]  首先我們看看第一節到第二節
[00:16:48.000 --> 00:16:50.000]  從天而降
[00:16:50.000 --> 00:16:52.000]  從地而上的災禍
[00:16:52.000 --> 00:16:54.000]  第五位天使吹號
[00:16:54.000 --> 00:16:56.000]  我看見一個星
[00:16:56.000 --> 00:16:58.000]  從天落到地上
[00:16:58.000 --> 00:17:02.000]  有無底坑的弱勢似給怕
[00:17:02.000 --> 00:17:04.000]  打開了無底坑
[00:17:04.000 --> 00:17:07.000]  便有煙從坑裡往上冒
[00:17:07.000 --> 00:17:11.000]  好像大爐的煙 火爐的煙
[00:17:11.000 --> 00:17:15.000]  日頭和天空都因這煙昏暗了
[00:17:15.000 --> 00:17:18.000]  這幅是由天而降
[00:17:18.000 --> 00:17:22.000]  又由地心而冒升上來的大災禍
[00:17:22.000 --> 00:17:25.000]  有星從天而降
[00:17:25.000 --> 00:17:29.000]  去握有無底坑的弱勢
[00:17:29.000 --> 00:17:31.000]  在啟示錄通常這個星
[00:17:31.000 --> 00:17:33.000]  是象徵一個天使
[00:17:33.000 --> 00:17:37.000]  比如說《時詩記》第五章第二十節
[00:17:37.000 --> 00:17:40.000]  《約伯記》第三十八章第七節
[00:17:40.000 --> 00:17:43.000]  或者《以下書》第八十八章都是一樣
[00:17:43.000 --> 00:17:47.000]  這個星往往是象徵天使
[00:17:47.000 --> 00:17:51.000]  問題是這個好的天使還是壞的天使呢?
[00:17:51.000 --> 00:17:54.000]  有解經家認為他是撒旦
[00:17:54.000 --> 00:17:56.000]  是反叛上帝的天使
[00:17:56.000 --> 00:18:01.000]  但是我相信不少的解經家
[00:18:01.000 --> 00:18:02.000]  認為這個不是
[00:18:02.000 --> 00:18:04.000]  他是實的天使
[00:18:04.000 --> 00:18:08.000]  神給無底坑的弱勢交給他
[00:18:08.000 --> 00:18:12.000]  啟示錄二十章第三十節就告訴你
[00:18:12.000 --> 00:18:18.000]  撒旦是被囚在無底坑的囚犯
[00:18:18.000 --> 00:18:22.000]  怎麼可能囚犯有監獄的鎖匙呢?
[00:18:22.000 --> 00:18:25.000]  完全似乎沒有道理
