
[00:00:00.000 --> 00:00:08.000]  今天和大家一起分享的經文是在加拉太書的第五章
[00:01:57.600 --> 00:02:01.600]  自由的定義就是我自己所定義
[00:02:01.600 --> 00:02:04.600]  我認為我什麼都想做的事
[00:02:04.600 --> 00:02:06.600]  可以去做就叫自由
[00:02:06.600 --> 00:02:09.600]  有些人這樣是不對的
[00:02:09.600 --> 00:02:12.600]  基督徒應該以自我為中心去想的
[00:02:12.600 --> 00:02:17.600]  其實我們自由就好像一個民主政制
[00:02:17.600 --> 00:02:20.600]  大家可以選擇,可以爭取
[00:02:20.600 --> 00:02:25.600]  可以在這個世界裏面說什麼
[00:02:25.600 --> 00:02:28.600]  喜歡說什麼就說什麼,做什麼就做什麼
[00:02:28.600 --> 00:02:36.600]  很多時候我們都是以這些背景成為我們以為自由的定義
[00:02:36.600 --> 00:02:40.600]  但是在加拉太書的介紹當中
[00:02:40.600 --> 00:02:46.600]  自由卻不是等同於毫無限制的同義詞
[00:02:46.600 --> 00:02:50.600]  自由不是等同於毫無限制
[00:02:50.600 --> 00:02:58.600]  反而真正的自由是在一個固定的格式之中運作的
[00:02:58.600 --> 00:03:01.600]  而這個被固定的格式
[00:03:01.600 --> 00:03:07.600]  也不是由法規條例去將它塑造起來
[00:03:07.600 --> 00:03:14.600]  而是源自於一個人他自己的身份是怎麼樣而出來的
[00:03:14.600 --> 00:03:18.600]  這是一個非常重要的信息
[00:03:18.600 --> 00:03:22.600]  今天世人所看的自由
[00:03:22.600 --> 00:03:27.600]  認為什麼都可以做,隨心所欲就以為是自由
[00:03:27.600 --> 00:03:33.600]  其實如果基督徒同樣帶著這份思維進入到我們的生命裏面
[00:03:33.600 --> 00:03:36.600]  甚至是我們的屬靈生命的成長的話
[00:03:36.600 --> 00:03:42.600]  我們就很容易跌入了一個所謂放縱的陷阱當中
[00:03:42.600 --> 00:03:44.600]  這個什麼陷阱?
[00:03:44.600 --> 00:03:46.600]  A trap of indulgence
[00:03:46.600 --> 00:03:50.600]  今天我們會很小心地去掌握一下
[00:03:50.600 --> 00:03:54.600]  保羅在接下來的三節經文裏面
[00:03:54.600 --> 00:03:56.600]  第五章十三至十五節當中
[00:03:56.600 --> 00:04:00.600]  他是怎樣繼續為我們去介紹
[00:04:00.600 --> 00:04:05.600]  自由是怎樣在神的指紋當中去運作
[00:04:05.600 --> 00:04:11.600]  而這個運作最終有什麼作用而去引致到的呢?
[00:04:11.600 --> 00:04:15.600]  或者是甚至是目標是什麼呢?
[00:04:15.600 --> 00:04:18.600]  這個正正是今天我們所看的主題
[00:04:18.600 --> 00:04:22.600]  我們會分為三個部分去思想這段經文
[00:04:22.600 --> 00:04:26.600]  第一部分是從第十三節那裏去看
[00:04:26.600 --> 00:04:31.600]  十三節比較長,所以我也不厭其煩再讀多一次
[00:04:31.600 --> 00:04:36.600]  大家也可以更加熟悉這句經文,這節經文裏面的內容
[00:04:36.600 --> 00:04:38.600]  第十三節這樣說
[00:04:38.600 --> 00:04:43.600]  弟兄們,你們蒙召是要得自由
[00:04:43.600 --> 00:04:50.600]  只是不可將你們的自由當作放縱情慾的機會
[00:04:50.600 --> 00:04:54.600]  總要用愛心互相服侍
[00:04:54.600 --> 00:04:58.600]  保羅一開始在這節裏面告訴我們
[00:04:58.600 --> 00:05:04.600]  神之民的自由是源自於被召
[00:05:04.600 --> 00:05:07.600]  所以這裏有一個很強調的字眼
[00:05:07.600 --> 00:05:10.600]  是蒙召而得自由的
[00:05:10.600 --> 00:05:14.600]  用英文說,We were called to freedom
[00:05:14.600 --> 00:05:16.600]  這個字眼是告訴我們知道
[00:05:16.600 --> 00:05:20.600]  今天我們能夠得到自由的身份
[00:05:20.600 --> 00:05:25.600]  是因為由耶穌基督的拯救
[00:05:25.600 --> 00:05:28.600]  藉著上帝的揀選
[00:05:28.600 --> 00:05:32.600]  使我們可以進入到自由的身份
[00:05:32.600 --> 00:05:38.600]  因此自由不是爭取回來的
[00:05:38.600 --> 00:05:42.600]  特別我們從宗教的角度,從信仰的角度
[00:05:42.600 --> 00:05:44.600]  甚至從屬靈的角度來看
[00:05:44.600 --> 00:05:51.600]  自由不是源自於你和我有多大的爭奪力量
[00:05:51.600 --> 00:05:55.600]  有多大的爭勝的力量
[00:05:55.600 --> 00:05:57.600]  而在這個世界爭取回來的
[00:05:57.600 --> 00:06:02.600]  是源自於你的身份是怎樣而來的
[00:06:02.600 --> 00:06:05.600]  其實我們從第四章開始
[00:06:05.600 --> 00:06:08.600]  其實保羅已經談論到一個例子
[00:06:08.600 --> 00:06:13.600]  可以幫助我們去理解自由究竟是一回事
[00:06:13.600 --> 00:06:16.600]  就是以撒墨和以實瑪利
[00:06:16.600 --> 00:06:24.600]  或者撒拉和夏格他們之間的事情
[00:06:24.600 --> 00:06:27.600]  我們就清楚明白得到
[00:06:27.600 --> 00:06:33.600]  原來自由是源自於神的子民身份而得到來的
[00:06:33.600 --> 00:06:36.600]  當如果沒有父神的揀選
[00:06:36.600 --> 00:06:40.600]  沒有他獨生兒子,即是耶穌基督
[00:06:40.600 --> 00:06:43.600]  他甘願去成就這個救恩的話
[00:06:43.600 --> 00:06:46.600]  我們根本是沒有能力
[00:06:46.600 --> 00:06:49.600]  可以爭取到一個這麼特殊的身份
[00:06:49.600 --> 00:06:52.600]  稱之為神子民的身份
[00:06:52.600 --> 00:06:55.600]  我們還說什麼自由呢?
[00:06:55.600 --> 00:06:57.600]  如果我們沒有這個身份
[00:06:57.600 --> 00:07:02.600]  我們所謂的自由其實都是我們自己塑造的自由
[00:07:02.600 --> 00:07:05.600]  我們自己所定義出來的所謂自由
[00:07:05.600 --> 00:07:07.600]  在上一堂我們已經說過
[00:07:07.600 --> 00:07:13.600]  其實今天很多的人對於自由已經進入了一種放縱的狀態
[00:07:13.600 --> 00:07:15.600]  以為自己得自由
[00:07:15.600 --> 00:07:20.600]  但是原來反而是被自己所認為的自由而捆綁回頭
[00:07:20.600 --> 00:07:27.600]  因此,今天的人如果我們仍然只是靠己力
[00:07:27.600 --> 00:07:33.600]  去認為我去維持我自己的自由或者權利的話
[00:07:33.600 --> 00:07:36.600]  這個其實是和聖經裏面
[00:07:36.600 --> 00:07:41.600]  關於每個神子民對自由的看法是完全不同的
[00:07:41.600 --> 00:07:48.600]  如果當我們只是靠自己力量去得到一些所謂的自由
[00:07:48.600 --> 00:07:52.600]  它有很大可能性會造就一個現象
[00:07:52.600 --> 00:08:01.600]  人會反而濫用了自己所得到的一點點所謂的自由所得來的力量
[00:08:01.600 --> 00:08:05.600]  其實這一點我們很簡單可以去看一下
[00:08:05.600 --> 00:08:07.600]  從以下兩方面我們可以看到
[00:08:07.600 --> 00:08:10.600]  第一,我們看回聖經的啟示裏面
[00:08:10.600 --> 00:08:13.600]  第四章當中曾經說過有關於
[00:08:13.600 --> 00:08:19.600]  夏革和撒拉兩個女子他們的情況
[00:08:19.600 --> 00:08:24.600]  所謂夏革她原本是撒拉的侍女
[00:08:24.600 --> 00:08:29.600]  她本來是一個被我們說是一個奴僕
[00:08:29.600 --> 00:08:34.600]  是沒有她自由的決定沒有自由的身份的
[00:08:34.600 --> 00:08:41.600]  但是她在第四章裏面重新提到在創世紀當中
[00:08:41.600 --> 00:08:51.600]  原來夏革因著撒拉容許她替代撒拉或者替代她的主母
[00:08:51.600 --> 00:08:55.600]  去和她阿伯拉罕去生一個兒子
[00:08:55.600 --> 00:08:58.600]  後來我們知道這個兒子叫做以實瑪利
[00:08:58.600 --> 00:09:04.600]  在還沒有生之前夏革就因為這個緣故
[00:09:04.600 --> 00:09:11.600]  得到一個小小的自由身份的時候
[00:09:11.600 --> 00:09:21.600]  反而夏革不是因為她得到這份自由而開始欣賞並且好好地去珍惜
[00:09:21.600 --> 00:09:23.600]  相反她用來做什麼呢?
[00:09:23.600 --> 00:09:28.600]  在創世紀裏面和我們先前看迦太斯書的第四章
[00:09:28.600 --> 00:09:31.600]  我們發現夏革反而利用這個機會
[00:09:31.600 --> 00:09:34.600]  因為自己能夠懷孕了
[00:09:34.600 --> 00:09:37.600]  她就小看了主母
[00:09:37.600 --> 00:09:46.600]  當人一用自己的方式去獲取一點點自由的權力的時候
[00:09:46.600 --> 00:09:50.600]  她就很容易去濫用這個權力
[00:09:50.600 --> 00:09:56.600]  於是利用她的自由的權去小看了主母
[00:09:56.600 --> 00:10:03.600]  因此就有另一個現象就是這個撒拉
[00:10:03.600 --> 00:10:05.600]  撒拉本來就是一個主母
[00:10:05.600 --> 00:10:10.600]  她是有一個完全的自由決定權
[00:10:10.600 --> 00:10:15.600]  在她作為一個家中的女主人的角色
[00:10:15.600 --> 00:10:21.600]  她看到你現在懷孕是因為我而去帶領你得到一點點的自由
[00:10:21.600 --> 00:10:24.600]  但反而夏革你轉過來小看我
[00:10:24.600 --> 00:10:29.600]  於是就對她非常之不滿
[00:10:29.600 --> 00:10:31.600]  夏革也因此而自己走了出去
[00:10:31.600 --> 00:10:35.600]  我們看從兩方面看
[00:10:35.600 --> 00:10:37.600]  從夏革的角度她得到一點自由
[00:10:37.600 --> 00:10:38.600]  她沒有好好地珍惜
[00:10:38.600 --> 00:10:43.600]  反而她利用了這種自由反過來去威脅這個主母
[00:10:43.600 --> 00:10:47.600]  而主母也用她本來已經有的自由的權力
[00:10:47.600 --> 00:10:52.600]  而因此看到這個人她吃碗面反碗底
[00:10:52.600 --> 00:10:56.600]  反我轉頭於是就將她趕走
[00:10:56.600 --> 00:11:03.600]  當然在這些爭執裡面最後上帝又要插入夏革在當中去處理
[00:11:03.600 --> 00:11:07.600]  我們看原來在古晉東洋文化
[00:11:07.600 --> 00:11:10.600]  以至於後來我們看見聖經的發展
[00:11:10.600 --> 00:11:16.600]  很多時候按照規矩或者我們用得更宏觀一點的看
[00:11:16.600 --> 00:11:22.600]  按照律法的規定將人得到所謂的自由
[00:11:22.600 --> 00:11:30.600]  其實最終反而被人去盜用了去濫用這份自由
[00:11:30.600 --> 00:11:34.600]  而去滿足自己的慾望
[00:11:34.600 --> 00:11:41.600]  甚至可能是滿足自己的權力上的那種喜樂
[00:11:41.600 --> 00:11:44.600]  撒弄病那份的喜樂
[00:11:44.600 --> 00:11:51.600]  兩者在這裡沒有因為他們有這個自由而去小心運用
[00:11:51.600 --> 00:11:53.600]  這個也是給我們看見
[00:11:53.600 --> 00:12:00.600]  律法其實根本是沒有可能去能夠塑造一個真正的自由出來
[00:12:00.600 --> 00:12:07.600]  反而律法所塑造出來的就是人不斷去濫用這個權力
[00:12:07.600 --> 00:12:10.600]  所謂的自由其實根本就不是自由
[00:12:10.600 --> 00:12:14.600]  而是互相的去攻擊和傷害
[00:12:14.600 --> 00:12:17.600]  來到另一方面我們看看
[00:12:17.600 --> 00:12:19.600]  我們不要看舊時的時間
[00:12:19.600 --> 00:12:24.600]  我們看近代在近代裡對自由的演繹
[00:12:24.600 --> 00:12:28.600]  就完全有180度的翻轉的改變的看法
[00:12:28.600 --> 00:12:32.600]  在近代裡什麼叫自由呢
[00:12:32.600 --> 00:12:36.600]  你現在問普羅大眾的人年輕的那些
[00:12:36.600 --> 00:12:40.600]  都發覺到原來今天的人對自由
[00:12:40.600 --> 00:12:45.600]  就是如果律法要求我做的事我不做它
[00:12:45.600 --> 00:12:47.600]  我就等於自由
[00:12:47.600 --> 00:12:50.600]  這種可以說是另一個極端
[00:12:50.600 --> 00:12:57.600]  是完全將律法否定視為自由的一種標記
[00:12:57.600 --> 00:13:01.600]  換句話來說我不守法是我的自由
[00:13:01.600 --> 00:13:04.600]  能夠走法律是我的自由
[00:13:04.600 --> 00:13:08.600]  可以盜取多一點我的自由的權力
[00:13:08.600 --> 00:13:12.600]  這是另一個極端的狀態
[00:13:12.600 --> 00:13:16.600]  所以其實在今時今日這個世界裡
[00:13:16.600 --> 00:13:19.600]  有很多人對自由走向兩個極端
[00:13:19.600 --> 00:13:24.600]  要麼就說我要用律法來獲取權利
[00:13:24.600 --> 00:13:29.600]  然後我有這個權利我就有自由去決定做一些事情
[00:13:29.600 --> 00:13:32.600]  另一種做法就是我完全否定律法
[00:13:32.600 --> 00:13:35.600]  如果它要求的東西
[00:13:35.600 --> 00:13:38.600]  就是困鎖我不准許我做我沒有自由
[00:13:38.600 --> 00:13:41.600]  於是就反這些律法
[00:13:41.600 --> 00:13:44.600]  當然很多時候反這些律法
[00:13:44.600 --> 00:13:46.600]  有些人當然帶著一個旗號
[00:13:46.600 --> 00:13:50.600]  那些是惡法那些是不好的律例 典章
[00:13:50.600 --> 00:13:52.600]  所以我要去反對它
[00:13:52.600 --> 00:13:55.600]  當我們看到這個發展的時候
[00:13:55.600 --> 00:13:57.600]  大家大英姐妹明白嗎
[00:13:57.600 --> 00:13:59.600]  為什麼由迦勒底書
[00:13:59.600 --> 00:14:02.600]  而聖經的真確性也在這裡
[00:14:02.600 --> 00:14:04.600]  聖經看得很準確
[00:14:04.600 --> 00:14:09.600]  如果所謂的自由是用人意來設立
[00:14:09.600 --> 00:14:12.600]  就是說用律法來定定的話
[00:14:12.600 --> 00:14:17.600]  這個律法最後是帶你回去沒有了自由
[00:14:17.600 --> 00:14:19.600]  當然有些人的自由被傷害
[00:14:19.600 --> 00:14:23.600]  有人有多一些的權力去侵害其他人
[00:14:23.600 --> 00:14:26.600]  沒有那麼多權力的人的自由
[00:14:26.600 --> 00:14:28.600]  律法做不到
[00:14:28.600 --> 00:14:30.600]  倒過來轉過來
[00:14:30.600 --> 00:14:32.600]  有些人認為這些法律不好
[00:14:32.600 --> 00:14:34.600]  所以我要反它反了我就有自由了
[00:14:34.600 --> 00:14:36.600]  結果造成怎樣
[00:14:36.600 --> 00:14:40.600]  這些人也都成為一種對所謂的自由
[00:14:40.600 --> 00:14:44.600]  成為一種抗辯的理由
[00:14:44.600 --> 00:14:46.600]  在這樣的情況之下
[00:14:46.600 --> 00:14:51.600]  最終兩方面都仍然是困鎖在一個局面
[00:14:51.600 --> 00:14:55.600]  就是大家彼此攻堅彼此自己傷害
[00:14:55.600 --> 00:14:59.600]  這個我們之後會去到第十五節裡面會看的
[00:14:59.600 --> 00:15:02.600]  不過從這個介紹裡面
[00:15:02.600 --> 00:15:06.600]  讓我們看到保羅藉著上帝的啟示
[00:15:06.600 --> 00:15:09.600]  在加拉太書裡面針對加拉太教會
[00:15:09.600 --> 00:15:13.600]  當時那些假教師假弟兄假教會領袖
[00:15:13.600 --> 00:15:15.600]  他們主張的這些
[00:15:15.600 --> 00:15:17.600]  要不回去律法裡面
[00:15:17.600 --> 00:15:20.600]  要不就完全好像沒有律法的
[00:15:20.600 --> 00:15:24.600]  沒有猶太人律法的非猶太裔的信徒一樣
[00:15:24.600 --> 00:15:26.600]  你自由自在不需要守什麼律法
[00:15:26.600 --> 00:15:28.600]  都可以得罪就一
[00:15:28.600 --> 00:15:31.600]  他們這些這樣的神學
[00:15:31.600 --> 00:15:35.600]  傳流流傳廣泛地去
[00:15:35.600 --> 00:15:39.600]  在這個加拉太教會之間去流傳
[00:15:39.600 --> 00:15:43.600]  這樣所造成的局面是什麼
[00:15:43.600 --> 00:15:49.600]  於是乎人最後用各式各樣的方法
[00:15:49.600 --> 00:15:55.600]  去作出有所謀取的一些活動
[00:15:55.600 --> 00:15:59.600]  所謂自由其實最終只不過是
[00:15:59.600 --> 00:16:05.600]  為私慾而去所提出的一個藉口
[00:16:05.600 --> 00:16:11.600]  變成了人越來越縱容放縱任意妄為
[00:16:11.600 --> 00:16:16.600]  所以保羅在這裡就要重新說得很清楚給你聽
[00:16:16.600 --> 00:16:18.600]  你們要有自由
[00:16:18.600 --> 00:16:21.600]  其實自由應該從哪裡所界定
[00:16:21.600 --> 00:16:24.600]  是你被照進入他的身份去界定
[00:16:24.600 --> 00:16:26.600]  否則的話怎麼樣
[00:16:26.600 --> 00:16:28.600]  你們的所謂的自由
[00:16:28.600 --> 00:16:32.600]  最終只是當作放縱情慾的機會
[00:16:32.600 --> 00:16:36.600]  保羅在這裡一針見血
[00:16:36.600 --> 00:16:40.600]  所提出到在這個這樣的
[00:16:40.600 --> 00:16:44.600]  假教師假弟兄假教會領袖
[00:16:44.600 --> 00:16:47.600]  所傳揚的所謂神學風氣
[00:16:47.600 --> 00:16:52.600]  其實等同於是讓人任意妄為
[00:16:52.600 --> 00:16:55.600]  所謂你們得到的自由
[00:16:55.600 --> 00:17:01.600]  只不過是你們彼此傷害的催化劑一樣
[00:17:01.600 --> 00:17:04.600]  從這裡我們可以看到
[00:17:04.600 --> 00:17:07.600]  保羅其實說這番話
[00:17:07.600 --> 00:17:11.600]  其實是針對於當時他知道在階梯教會裡面
[00:17:11.600 --> 00:17:16.600]  這些別樣福音傳遞出來的內容是怎麼樣
[00:17:16.600 --> 00:17:20.600]  也希望藉著這樣的解說
[00:17:20.600 --> 00:17:23.600]  讓加拉太宗教會的信徒
[00:17:23.600 --> 00:17:30.600]  重新去認定他們自己在神的子民的身份
[00:17:30.600 --> 00:17:34.600]  而定立這個身份的人
[00:17:34.600 --> 00:17:36.600]  也只是有上帝
[00:17:36.600 --> 00:17:41.600]  而耶穌基督就是那個很明顯的代表
[00:17:41.600 --> 00:17:43.600]  告訴我們 讓我們看到
[00:17:43.600 --> 00:17:48.600]  實質看到一個神的子民應有的生命是怎麼樣
[00:17:48.600 --> 00:17:51.600]  而你在這個位份裡面
[00:17:51.600 --> 00:17:53.600]  就是我之前開始所說
[00:17:53.600 --> 00:17:55.600]  在一個定格當中
[00:17:55.600 --> 00:17:56.600]  這個定格是什麼呢
[00:17:56.600 --> 00:17:58.600]  這個定格是上帝所定格的
[00:17:58.600 --> 00:18:00.600]  不是你和我定的
[00:18:00.600 --> 00:18:01.600]  如果你和我定的
[00:18:01.600 --> 00:18:03.600]  大家根本就沒有標準
[00:18:03.600 --> 00:18:07.600]  但如果在上帝裡面定了這個定格的時候
[00:18:07.600 --> 00:18:08.600]  大家按照這個定格
[00:18:08.600 --> 00:18:13.600]  而去裡面去活出我們的生命的話
[00:18:13.600 --> 00:18:19.600]  也都好像上帝原本設計人的生命的話
[00:18:19.600 --> 00:18:21.600]  那個才是真正的自由
[00:18:21.600 --> 00:18:25.600]  曾經有一個學者去解釋
[00:18:25.600 --> 00:18:28.600]  自由不是無邊際
[00:18:28.600 --> 00:18:34.600]  自由是一個有規限的界限裡面
[00:18:34.600 --> 00:18:37.600]  讓你發揮你自己的所長
[00:18:37.600 --> 00:18:41.600]  就好像一隻螞蟻一樣
[00:18:41.600 --> 00:18:43.600]  對於一隻螞蟻一樣
[00:18:43.600 --> 00:18:46.600]  自由來講是不是無邊界任它走
[00:18:46.600 --> 00:18:47.600]  就等於自由呢
[00:18:47.600 --> 00:18:48.600]  不是
[00:18:48.600 --> 00:18:54.600]  螞蟻如果你給一個已經可能只是一個規限的地區給它
[00:18:54.600 --> 00:18:58.600]  它在那裡已經盡它自己的能力去發揮它的能力
[00:18:58.600 --> 00:19:00.600]  這個就已經是它自己的自由
[00:19:00.600 --> 00:19:05.600]  上帝其實對於每個神的子民都給了一個規限我們
[00:19:05.600 --> 00:19:08.600]  這個規限可以你說很大就行
[00:19:08.600 --> 00:19:10.600]  你說很小都行
[00:19:10.600 --> 00:19:13.600]  這個規限就是神的國度
[00:19:13.600 --> 00:19:16.600]  而能夠進入神的國度裡面的人
[00:19:16.600 --> 00:19:18.600]  才能夠真正得到自由
[00:19:18.600 --> 00:19:19.600]  換句話來說
[00:19:19.600 --> 00:19:22.600]  這些人要在上帝的格局裡面
[00:19:22.600 --> 00:19:28.600]  去發揮到每個人應有的那個屬靈的生命狀態
[00:19:28.600 --> 00:19:30.600]  否則的話
[00:19:30.600 --> 00:19:35.600]  人只是按照自己的愛好而去做事呢
[00:19:35.600 --> 00:19:37.600]  結果會怎麼樣呢
[00:19:37.600 --> 00:19:43.600]  結果會成為很多人甚至是自己的傷害
[00:19:43.600 --> 00:19:50.600]  其實在聖經裡面都談論到這個所謂放縱的情慾
[00:19:50.600 --> 00:19:53.600]  在英文版本那裡說
[00:19:53.600 --> 00:19:56.600]  Indulge your flesh
[00:19:56.600 --> 00:19:58.600]  其實這個陳述呢
[00:19:58.600 --> 00:20:02.600]  是指到你只是按照個人喜好
[00:20:02.600 --> 00:20:06.600]  如果整個世界的人都按照自己的喜好呢
[00:20:06.600 --> 00:20:09.600]  結果這個世界就大亂了
[00:20:09.600 --> 00:20:12.600]  而保羅在這裡說出這一點
[00:20:12.600 --> 00:20:15.600]  其實這個的說法就是
[00:20:15.600 --> 00:20:19.600]  如果每個人都按自己的喜好而做事的時候
[00:20:19.600 --> 00:20:20.600]  就是等同於
[00:20:20.600 --> 00:20:22.600]  當有一個人和你的意見不同呢
[00:20:22.600 --> 00:20:25.600]  那他就成為你的捆綁
[00:20:25.600 --> 00:20:29.600]  所以保羅在這裡其實不單止我們所看的迦拉太書
[00:20:29.600 --> 00:20:32.600]  其實保羅在整體的神學裡面都有很多
[00:20:32.600 --> 00:20:35.600]  這類型的同樣的陳述
[00:20:35.600 --> 00:20:38.600]  比如在羅馬書的第七節
[00:20:38.600 --> 00:20:41.600]  七章第八節和第十一節
[00:20:41.600 --> 00:20:46.600]  哥林多後書第五章十二節和十一章十二節
[00:20:46.600 --> 00:20:50.600]  提摩泰前書第五章第十四節
[00:20:50.600 --> 00:20:52.600]  都談論到
[00:20:52.600 --> 00:20:56.600]  我們不要因為得到一些自由
[00:20:56.600 --> 00:21:00.600]  而因此我們就放縱
[00:21:00.600 --> 00:21:02.600]  成為了犯罪的機會
[00:21:02.600 --> 00:21:05.600]  這個是作為神子民
[00:21:05.600 --> 00:21:08.600]  是一個很重要的一個表徵
[00:21:08.600 --> 00:21:13.600]  神的子民得到上帝所賦予的自由權利之後呢
[00:21:13.600 --> 00:21:16.600]  我們不會利用這些權利
[00:21:16.600 --> 00:21:19.600]  去成為自己得財利
[00:21:19.600 --> 00:21:21.600]  或者滿足自己慾望的看法
[00:21:21.600 --> 00:21:24.600]  不過很可惜的就是
[00:21:24.600 --> 00:21:26.600]  在教會當中
[00:21:26.600 --> 00:21:31.600]  很多人帶著那種世界自由的觀念
[00:21:31.600 --> 00:21:34.600]  自由要爭取的這種觀念
[00:21:34.600 --> 00:21:39.600]  於是乎就在教會裡面爭取做很多的位置
[00:21:39.600 --> 00:21:41.600]  獲得多一些權力
[00:21:41.600 --> 00:21:46.600]  然後怎樣呢?就在這些權力裡面任意妄為
[00:21:46.600 --> 00:21:50.600]  去滿足自己可能在這個世界裡面
[00:21:50.600 --> 00:21:52.600]  滿足不到的慾望
[00:21:52.600 --> 00:21:54.600]  所以鄧英姐妹
[00:21:54.600 --> 00:21:56.600]  在這段聖經裡面
[00:21:56.600 --> 00:21:59.600]  讓我們去看到保羅真是苦口婆心
[00:21:59.600 --> 00:22:02.600]  一恃忠的地去告訴
[00:22:02.600 --> 00:22:04.600]  階梯教會的信徒知道
[00:22:04.600 --> 00:22:10.600]  你們不可以因你們成為了神的子民
[00:22:10.600 --> 00:22:12.600]  之後就以為可以
[00:22:12.600 --> 00:22:14.600]  我自由奔放什麼都可以做了
[00:22:14.600 --> 00:22:16.600]  不是啊
[00:22:16.600 --> 00:22:19.600]  相反其實當你有這份自由的時候
[00:22:19.600 --> 00:22:23.600]  是更加要活出神原本在你和我的生命上面
[00:22:23.600 --> 00:22:25.600]  我應有的樣式
[00:22:25.600 --> 00:22:30.600]  所以保羅為了要解決他們這個問題
[00:22:30.600 --> 00:22:35.600]  免得他們進入一個彼此攻擊的狀態
[00:22:35.600 --> 00:22:39.600]  保羅提出了一個很重要的建議和解決方法
[00:22:39.600 --> 00:22:41.600]  我們再看看第十三節的最後
[00:22:41.600 --> 00:22:46.600]  總要用愛心互相服侍
[00:22:46.600 --> 00:22:48.600]  在第十三節的最後
[00:22:48.600 --> 00:22:53.600]  但是要用愛心互相服侍
[00:22:53.600 --> 00:22:56.600]  保羅在這裡強調一點
[00:22:56.600 --> 00:23:01.600]  信徒要彼此以愛去相待
[00:23:01.600 --> 00:23:06.600]  相待這個字眼很特別
[00:23:06.600 --> 00:23:11.600]  這裡用了一個希臘文叫做Duleote
[00:23:11.600 --> 00:23:13.600]  什麼叫做Duleote呢
[00:23:13.600 --> 00:23:18.600]  Duleote這個字其實是從Dulos這個字眼而來
[00:23:18.600 --> 00:23:22.600]  Dulos原本這個字就解作奴隸
[00:23:22.600 --> 00:23:27.600]  Duleote這個字其實是一個動詞
[00:23:27.600 --> 00:23:33.600]  就是說以一個奴隸的心態行動
[00:23:33.600 --> 00:23:38.600]  去好像服侍你的主子的關係一樣
[00:23:38.600 --> 00:23:42.600]  你可能在這個時候會拗頭
[00:23:42.600 --> 00:23:44.600]  這樣說弟兄姊妹
[00:23:44.600 --> 00:23:46.600]  我也是你的奴隸
[00:23:46.600 --> 00:23:48.600]  你是我的主子
[00:23:48.600 --> 00:23:50.600]  你又這樣對我
[00:23:50.600 --> 00:23:52.600]  你是我的奴隸
[00:23:52.600 --> 00:23:54.600]  而你當我好像主子這樣對待
[00:23:54.600 --> 00:23:56.600]  沒錯 保羅就是要提出這一點
[00:23:56.600 --> 00:24:00.600]  而且不單要提出要用這種心態
[00:24:00.600 --> 00:24:03.600]  保羅還要強調多一點
[00:24:03.600 --> 00:24:04.600]  我們再看
[00:24:04.600 --> 00:24:08.600]  總要用愛心互相
[00:24:08.600 --> 00:24:10.600]  用英文聖經裡說
[00:24:10.600 --> 00:24:16.600]  But through love serve one another
[00:24:16.600 --> 00:24:18.600]  one another 互相
