
[00:00:00.000 --> 00:00:03.400]  今天是很特別的日子
[00:03:16.400 --> 00:03:19.400]  教會,我們就可以小組
[00:03:19.400 --> 00:03:21.400]  大家都開聲,輪流
[00:03:21.400 --> 00:03:24.400]  簡短兩三句話
[00:03:24.400 --> 00:03:27.400]  請你為今天的時間交托給主
[00:03:27.400 --> 00:03:29.400]  為我祈禱
[00:03:29.400 --> 00:03:31.400]  也為你自己來禱告
[00:03:31.400 --> 00:03:33.400]  可以嗎?三分鐘
[00:03:33.400 --> 00:03:35.400]  然後我們就開始了
[00:03:35.400 --> 00:03:44.400]  好,我們祈禱的時間就到這裡了
[00:03:45.400 --> 00:03:48.400]  今天我們首先要
[00:03:48.400 --> 00:03:53.400]  一起來到思想的第一個題目
[00:03:53.400 --> 00:03:57.400]  是信服的吊詭
[00:03:57.400 --> 00:04:00.400]  Paradox of Obedience
[00:04:00.400 --> 00:04:07.400]  在施保羅神學中為首Headship
[00:04:07.400 --> 00:04:09.400]  這個主題
[00:04:11.400 --> 00:04:14.400]  我先讀兩節聖經
[00:04:14.400 --> 00:04:18.400]  哥倫多前書第十一章
[00:04:18.400 --> 00:04:21.400]  第二第三節
[00:04:21.400 --> 00:04:23.400]  臨前十一章
[00:04:23.400 --> 00:04:26.400]  第二第三節
[00:04:26.400 --> 00:04:31.400]  保羅寫信給哥倫多的基督徒
[00:04:31.400 --> 00:04:34.400]  他說:我稱贊你們
[00:04:34.400 --> 00:04:37.400]  因你們凡事紀念我
[00:04:37.400 --> 00:04:42.400]  又堅守我所傳給你們的
[00:04:42.400 --> 00:04:46.400]  我願意你們知道
[00:04:46.400 --> 00:04:49.400]  基督是各人的頭
[00:04:49.400 --> 00:04:52.400]  男人是女人的頭
[00:04:52.400 --> 00:04:56.400]  神是基督的頭
[00:04:56.400 --> 00:05:00.400]  斬釘截鐵
[00:05:00.400 --> 00:05:05.400]  完全沒有任何含糊的地方
[00:05:06.400 --> 00:05:10.400]  所以當三十年前
[00:05:10.400 --> 00:05:12.400]  1975年
[00:05:12.400 --> 00:05:16.400]  美國福特神學院
[00:05:16.400 --> 00:05:19.400]  一位神學教授
[00:05:19.400 --> 00:05:21.400]  另一位保羅
[00:05:21.400 --> 00:05:25.400]  他叫Paul King Jewett
[00:05:25.400 --> 00:05:28.400]  他出版了這本
[00:05:28.400 --> 00:05:31.400]  Men as Male and Female
[00:05:31.400 --> 00:05:35.400]  有男有女的人類
[00:05:35.400 --> 00:05:37.400]  翻譯很差
[00:05:37.400 --> 00:05:39.400]  英文這句
[00:05:39.400 --> 00:05:43.400]  簡短精乾的書名很難認
[00:05:43.400 --> 00:05:47.400]  就好像一枚炸彈
[00:05:47.400 --> 00:05:50.400]  扔在當時三十年前
[00:05:50.400 --> 00:05:56.400]  美國保守信仰傳統的教會當中
[00:05:56.400 --> 00:05:58.400]  三十年前七十年代
[00:05:58.400 --> 00:06:04.400]  福特神學院在加利福尼亞洛杉磯
[00:06:04.400 --> 00:06:07.400]  已經是執牛耳
[00:06:07.400 --> 00:06:12.400]  領導群雄的一所福音信仰的神學院
[00:06:12.400 --> 00:06:14.400]  但也因為這本書
[00:06:14.400 --> 00:06:18.400]  引起很大的爭論
[00:06:18.400 --> 00:06:20.400]  批評的認為
[00:06:20.400 --> 00:06:25.400]  福特神學院的教授離經半道
[00:06:25.400 --> 00:06:27.400]  不信聖經
[00:06:27.400 --> 00:06:30.400]  所以警告弟兄姐妹
[00:06:30.400 --> 00:06:33.400]  當時可能少一點姐妹去讀神學
[00:06:33.400 --> 00:06:35.400]  不要再去福特了
[00:06:35.400 --> 00:06:36.400]  我記得七十年代
[00:06:36.400 --> 00:06:39.400]  我在香港考慮去哪間神學院的時候
[00:06:39.400 --> 00:06:43.400]  我請教我宣道會西差會的主席
[00:06:43.400 --> 00:06:45.400]  我不說哪個名字了
[00:06:45.400 --> 00:06:48.400]  在天星小輪的三等船艙
[00:06:48.400 --> 00:06:49.400]  我好記得
[00:06:49.400 --> 00:06:52.400]  看著維多利亞海港的海水
[00:06:52.400 --> 00:06:53.400]  聊天的時候很嚴肅
[00:06:53.400 --> 00:06:56.400]  所以也不敢看周圍的景色
[00:06:56.400 --> 00:06:58.400]  他說不要去福特了
[00:06:58.400 --> 00:07:02.400]  福特已經變了質了
[00:07:02.400 --> 00:07:04.400]  Paul King Jewett這本書
[00:07:04.400 --> 00:07:06.400]  為什麼引起這麼大的爭論呢
[00:07:06.400 --> 00:07:12.400]  因為他說保羅的教導
[00:07:12.400 --> 00:07:16.400]  男人是女人的頭
[00:07:16.400 --> 00:07:21.400]  這個hierarchical order
[00:07:21.400 --> 00:07:25.400]  男人比女人高是頭
[00:07:25.400 --> 00:07:27.400]  這個教導
[00:07:27.400 --> 00:07:35.400]  只是作為拉比的保羅的意見
[00:07:35.400 --> 00:07:41.400]  這個屬於過去past tense的保羅
[00:07:41.400 --> 00:07:43.400]  新約聖經裡面
[00:07:43.400 --> 00:07:46.400]  保羅從拉比猶太教
[00:07:46.400 --> 00:07:48.400]  法利塞人當中的法利塞人
[00:07:48.400 --> 00:07:50.400]  希伯來人的希伯來人
[00:07:50.400 --> 00:07:53.400]  被耶穌基督呼召
[00:07:53.400 --> 00:07:55.400]  成為使徒
[00:07:55.400 --> 00:08:00.400]  對外邦人傳福音的使徒
[00:08:00.400 --> 00:08:03.400]  新約的使徒保羅
[00:08:03.400 --> 00:08:06.400]  他的看法不是這樣的
[00:08:06.400 --> 00:08:12.400]  所以保羅作為一個拉比
[00:08:12.400 --> 00:08:15.400]  和保羅作為一個使徒
[00:08:15.400 --> 00:08:21.400]  教導關於男人是不是女人的頭
[00:08:21.400 --> 00:08:23.400]  我們要分辨
[00:08:23.400 --> 00:08:28.400]  要小心來聽
[00:08:28.400 --> 00:08:31.400]  聖經裡面怎麼分
[00:08:31.400 --> 00:08:34.400]  哪些是過去
[00:08:34.400 --> 00:08:38.400]  我們不應該take it seriously
[00:08:38.400 --> 00:08:39.400]  不應該接受
[00:08:39.400 --> 00:08:43.400]  只不過是拉比傳統的一些
[00:08:43.400 --> 00:08:47.400]  你可以說過時的見解
[00:08:47.400 --> 00:08:50.400]  哪些是聖靈感動
[00:08:50.400 --> 00:08:53.400]  聖靈默示
[00:08:53.400 --> 00:08:55.400]  使徒的權威
[00:08:55.400 --> 00:09:01.400]  所教導合聖經的真理
[00:09:01.400 --> 00:09:04.400]  Professor Jewett的論點
[00:09:04.400 --> 00:09:11.400]  引起了很大很激烈的辯論
[00:09:11.400 --> 00:09:13.400]  20年之後
[00:09:13.400 --> 00:09:14.400]  其實他離開世界
[00:09:14.400 --> 00:09:18.400]  1991年他已經因病離開世界
[00:09:18.400 --> 00:09:20.400]  他的遺作
[00:09:20.400 --> 00:09:22.400]  由他一個學生
[00:09:22.400 --> 00:09:26.400]  一個女牧師和他edit出版
[00:09:26.400 --> 00:09:30.400]  也是他的系統神學的第二冊
[00:09:30.400 --> 00:09:32.400]  不過可惜他完成不了
[00:09:32.400 --> 00:09:35.400]  因此第三第四就沒有了
[00:09:35.400 --> 00:09:38.400]  這一本神學的著作
[00:09:38.400 --> 00:09:43.400]  就是討論人到底是誰
[00:09:43.400 --> 00:09:44.400]  Who we are
[00:09:44.400 --> 00:09:48.400]  Our dignity as human
[00:09:48.400 --> 00:09:52.400]  裡面討論到男女性別的關係
[00:09:52.400 --> 00:09:57.400]  其實也是他20年前這本書的一個撮要
[00:09:57.400 --> 00:10:00.400]  他沒有改變他的立場
[00:10:00.400 --> 00:10:04.400]  不過要對他公平一點
[00:10:04.400 --> 00:10:06.400]  Professor Jewett
[00:10:06.400 --> 00:10:11.400]  始終是一個福音信仰的神學家
[00:10:11.400 --> 00:10:15.400]  特別是他留下的這一本
[00:10:15.400 --> 00:10:17.400]  他的神學作品裡面
[00:10:17.400 --> 00:10:18.400]  我們看得很清楚
[00:10:18.400 --> 00:10:24.400]  尤其是當他討論到同性戀的問題
[00:10:24.400 --> 00:10:28.400]  他花了由290頁到350頁
[00:10:28.400 --> 00:10:30.400]  整整60頁
[00:10:30.400 --> 00:10:37.400]  他稱為一個extended appendix
[00:10:37.400 --> 00:10:39.400]  不是在證文裡面討論
[00:10:39.400 --> 00:10:40.400]  而是一個附錄
[00:10:40.400 --> 00:10:42.400]  但是是一個60頁的附錄
[00:10:42.400 --> 00:10:46.400]  來討論同性戀神學的立場
[00:10:46.400 --> 00:10:48.400]  他博覽群書
[00:10:48.400 --> 00:10:50.400]  一個美國的學者
[00:10:50.400 --> 00:10:53.400]  最強的地方就是從社會學到心理學
[00:10:53.400 --> 00:10:55.400]  到人類學到醫學
[00:10:55.400 --> 00:10:57.400]  所有的資料
[00:10:57.400 --> 00:11:01.400]  他都融會貫通在他的神學討論上
[00:11:01.400 --> 00:11:04.400]  我雖然看得不是算多
[00:11:04.400 --> 00:11:07.400]  但是我所接觸過的資料
[00:11:07.400 --> 00:11:10.400]  這60頁是最豐富
[00:11:10.400 --> 00:11:13.400]  也討論得非常清晰
[00:11:13.400 --> 00:11:17.400]  如果你要問哪裡可以找到有關這個課題
[00:11:17.400 --> 00:11:18.400]  神學的討論
[00:11:18.400 --> 00:11:21.400]  我會推薦你看Paul King Jewett
[00:11:21.400 --> 00:11:22.400]  為什麼我推薦你
[00:11:22.400 --> 00:11:24.400]  因為他的結論很值得我們注意
[00:11:24.400 --> 00:11:28.400]  也要還他一個公道
[00:11:28.400 --> 00:11:34.400]  他說或者退一萬步來說
[00:11:34.400 --> 00:11:37.400]  同性戀的弟兄們基督徒
[00:11:37.400 --> 00:11:42.400]  所說的這種在同性之間的愛
[00:11:42.400 --> 00:11:48.400]  的確能夠媲美婚姻的關係
[00:11:48.400 --> 00:11:53.400]  不過我們始終在聖經裡面
[00:11:53.400 --> 00:12:01.400]  找不到任何支持的立足點
[00:12:01.400 --> 00:12:05.400]  因此他的美國人的幽默感
[00:12:05.400 --> 00:12:08.400]  就成為他最後的一句話
[00:12:08.400 --> 00:12:12.400]  他說或者要等到在天上
[00:12:12.400 --> 00:12:16.400]  我們也不娶也不嫁
[00:12:16.400 --> 00:12:18.400]  這樣的時候
[00:12:18.400 --> 00:12:22.400]  我們就能夠實踐在地上
[00:12:22.400 --> 00:12:26.400]  這個被罪惡所纏繞
[00:12:26.400 --> 00:12:33.400]  無法完全滿足的愛
[00:12:33.400 --> 00:12:38.400]  這個結論很委婉
[00:12:38.400 --> 00:12:40.400]  很緊密
[00:12:40.400 --> 00:12:43.400]  你看到他的投入
[00:12:43.400 --> 00:12:46.400]  但你同時看到他的信任
[00:12:46.400 --> 00:12:54.400]  Professor Jewett不是一個不信聖經的基督徒
[00:12:54.400 --> 00:12:57.400]  05年去年
[00:12:57.400 --> 00:13:05.400]  距離75年又一個新的世代
[00:13:05.400 --> 00:13:07.400]  我認識的一位朋友
[00:13:07.400 --> 00:13:14.400]  曾經在香港我們邀請他來上過一科東陵密集科程
[00:13:14.400 --> 00:13:16.400]  Professor Glenn Scoggi
[00:13:16.400 --> 00:13:20.400]  也是在San Diego的一位神學家
[00:13:20.400 --> 00:13:25.400]  他出版了這本叫做The Journey Back to Eden
[00:13:25.400 --> 00:13:29.400]  回到伊甸的旅程
[00:13:29.400 --> 00:13:37.400]  是為信徒小組查經討論的一本讀本
[00:13:37.400 --> 00:13:39.400]  一本reading
[00:13:39.400 --> 00:13:43.400]  非常值得推薦給大家follow up
[00:13:43.400 --> 00:13:47.400]  外面好像書攤都有少量
[00:13:47.400 --> 00:13:50.400]  所以我想40間教會都未必夠每人一本
[00:13:50.400 --> 00:13:51.400]  每個教會一本
[00:13:51.400 --> 00:13:53.400]  不要說每人一本
[00:13:53.400 --> 00:13:59.400]  Professor Scoggi的論點
[00:13:59.400 --> 00:14:03.400]  推進一步
[00:14:03.400 --> 00:14:10.400]  他說保羅說到男人是女人的頭
[00:14:10.400 --> 00:14:17.400]  只不過是運用了拉比的看法
[00:14:17.400 --> 00:14:26.400]  來和猶太會堂背景很重的基督徒弟兄們
[00:14:26.400 --> 00:14:28.400]  討論這個問題
[00:14:28.400 --> 00:14:30.400]  J
[00:14:30.400 --> 00:14:31.400]  英文沒有個J字
[00:14:31.400 --> 00:14:33.400]  不過你知道語氣
[00:14:33.400 --> 00:14:38.400]  這個只不過是一個權宜的做法
[00:14:38.400 --> 00:14:42.400]  不可以代表保羅自己
[00:14:42.400 --> 00:14:44.400]  從上帝所領受
[00:14:44.400 --> 00:14:46.400]  從基督所領受
[00:14:46.400 --> 00:14:52.400]  從聖靈所領受的論點
[00:14:52.400 --> 00:14:55.400]  由1975年到2005年
[00:14:55.400 --> 00:14:58.400]  整整30年
[00:14:58.400 --> 00:15:01.400]  Scoggi說這句話的時候
[00:15:01.400 --> 00:15:04.400]  仍然都是非常震驚恐懼
[00:15:04.400 --> 00:15:07.400]  當然這本書出得很短的時間
[00:15:07.400 --> 00:15:09.400]  引起什麼反應
[00:15:09.400 --> 00:15:12.400]  我們還要拭目以待
[00:15:12.400 --> 00:15:15.400]  但是你可以看到
[00:15:15.400 --> 00:15:20.400]  我們好像在一個困局里
[00:15:20.400 --> 00:15:25.400]  如果我有時間和你讀《哥倫多前書》第11章
[00:15:25.400 --> 00:15:27.400]  保羅說完男人是女人的頭
[00:15:27.400 --> 00:15:29.400]  神是基督的頭
[00:15:29.400 --> 00:15:33.400]  然後就說蒙頭的討論
[00:15:33.400 --> 00:15:36.400]  或者你也有印象
[00:15:36.400 --> 00:15:39.400]  其中提到男人不是由女人而出
[00:15:39.400 --> 00:15:42.400]  女人乃是由男人而出
[00:15:42.400 --> 00:15:44.400]  男人不是為女人做的
[00:15:44.400 --> 00:15:48.400]  女人乃是為男人做的
[00:15:48.400 --> 00:15:53.400]  保羅不止一次提到這方面的事情
[00:15:53.400 --> 00:15:58.400]  的確是聖經的一部分
[00:15:58.400 --> 00:16:02.400]  所以保守的基督徒
[00:16:02.400 --> 00:16:05.400]  理直氣壯
[00:16:05.400 --> 00:16:09.400]  認為這個為什麼不是聖經的教導
[00:16:09.400 --> 00:16:12.400]  但是讀下去的時候
[00:16:12.400 --> 00:16:14.400]  我們心裡也有
[00:16:14.400 --> 00:16:18.400]  或者一點點的猶豫
[00:16:18.400 --> 00:16:20.400]  我們會問
[00:16:20.400 --> 00:16:23.400]  不是平等的嗎
[00:16:23.400 --> 00:16:25.400]  Scoggi的立場很清楚
[00:16:25.400 --> 00:16:27.400]  差不多第一版他已經說明
[00:16:27.400 --> 00:16:33.400]  我是站在相對的立場上跟你讀聖經
[00:16:33.400 --> 00:16:38.400]  上帝的教導是平等的
[00:16:38.400 --> 00:16:42.400]  沒有這個高低的次序
[00:16:42.400 --> 00:16:45.400]  先後不是這樣看的
[00:16:45.400 --> 00:16:48.400]  如果男人被造在先
[00:16:48.400 --> 00:16:50.400]  女人被造在後
[00:16:50.400 --> 00:16:53.400]  就證明男人是頭
[00:16:53.400 --> 00:16:56.400]  那應該照創世記第一章的次序
[00:16:56.400 --> 00:17:01.400]  樹木被男人以先被造
[00:17:01.400 --> 00:17:04.400]  怎麼說得通呢
[00:17:04.400 --> 00:17:09.400]  可能是越遲做的越高的位置
[00:17:09.400 --> 00:17:11.400]  如果你是從香港來的
[00:17:11.400 --> 00:17:15.400]  你記得97年回歸的典禮上
[00:17:15.400 --> 00:17:18.400]  兩個國家的代表團
[00:17:18.400 --> 00:17:23.400]  走出來的次序是不同的
[00:17:23.400 --> 00:17:28.400]  一方面由最重要的領導人物先走
[00:17:28.400 --> 00:17:35.400]  另一方面最重要的領導人物走最後
[00:17:35.400 --> 00:17:40.400]  我們是否真的要這樣選擇
[00:17:40.400 --> 00:17:45.400]  我們要選擇男人是女人的頭的教導
[00:17:45.400 --> 00:17:49.400]  第一的確是聖經的真理
[00:17:49.400 --> 00:18:00.400]  抑或這只不過是保羅過氣的前十字拉比的傳統思想
[00:18:00.400 --> 00:18:05.400]  抑或這是保羅權宜辯論
[00:18:05.400 --> 00:18:09.400]  借一個大家不用辯論那麼多的論點
[00:18:09.400 --> 00:18:15.400]  來達成他所要講的主要目的
[00:18:15.400 --> 00:18:18.400]  我們是否真的要這樣選擇
[00:18:18.400 --> 00:18:25.400]  我猜這樣的選擇似乎比較簡單了
[00:18:25.400 --> 00:18:28.400]  而且這樣的選擇
[00:18:28.400 --> 00:18:38.400]  我們很容易會陷入一個錯誤裡面
[00:18:38.400 --> 00:18:44.400]  我們要將聖經其中一部分的教導
[00:18:44.400 --> 00:18:48.400]  將它搬到聖經以外
[00:18:48.400 --> 00:18:57.400]  然後和聖經另外的教導對立起來
[00:18:57.400 --> 00:19:02.400]  這個不是聖經裡面的教導和外面的教導
[00:19:02.400 --> 00:19:13.400]  那麼簡單易分黑白的關係
[00:19:13.400 --> 00:19:20.400]  我們要做一個聖經神學的反省
[00:19:20.400 --> 00:19:26.400]  我們要問有沒有另外的方法
[00:19:26.400 --> 00:19:29.400]  有沒有另外的approach
[00:19:29.400 --> 00:19:34.400]  有沒有另外一個不同的角度
[00:19:34.400 --> 00:19:46.400]  來面對在聖經裡面似乎有兩種相反的教導
[00:19:46.400 --> 00:19:50.400]  是男人比女人重要
[00:19:50.400 --> 00:19:53.400]  男人是女人的頭
[00:19:53.400 --> 00:19:55.400]  抑或平等
[00:19:55.400 --> 00:19:59.400]  上帝做人做男做女
[00:19:59.400 --> 00:20:05.400]  無分輕重各占卜半邊天
[00:20:05.400 --> 00:20:12.400]  我們如何重新小心理解聖經的教導
[00:20:12.400 --> 00:20:21.400]  是我們今天早上第一堂warm up的練習
[00:20:21.400 --> 00:20:27.400]  普羅討論這個頭的問題
[00:20:27.400 --> 00:20:32.400]  更加清楚的經文
[00:20:32.400 --> 00:20:40.400]  似乎不是他辯論一些實際的問題的時候
[00:20:40.400 --> 00:20:43.400]  他賴過一句話
[00:20:43.400 --> 00:20:47.400]  就好像臨前十一章或者之後十四章
[00:20:47.400 --> 00:20:50.400]  還是在提摩太前書又再提起
[00:20:50.400 --> 00:20:52.400]  不是,在已忽所書
[00:20:52.400 --> 00:20:54.400]  我們都很熟
[00:20:54.400 --> 00:20:57.400]  特別在婚禮上
[00:20:57.400 --> 00:21:00.400]  假如你聽得多
[00:21:00.400 --> 00:21:01.400]  大概都會識得背
[00:21:01.400 --> 00:21:03.400]  又是那段
[00:21:03.400 --> 00:21:06.400]  做丈夫的,做妻子的
[00:21:06.400 --> 00:21:11.400]  我試下和你再讀一次
[00:21:11.400 --> 00:21:14.400]  你沒有聖經都不要緊
[00:21:14.400 --> 00:21:16.400]  留心聽
[00:21:16.400 --> 00:21:19.400]  已忽所書第五章
[00:21:19.400 --> 00:21:22.400]  我們要由第十五節開始讀起
[00:21:22.400 --> 00:21:25.400]  不是一般婚禮的程序更加緊湊
[00:21:25.400 --> 00:21:27.400]  所以往往是二十二節
[00:21:27.400 --> 00:21:29.400]  借和合本的分段
[00:21:29.400 --> 00:21:30.400]  我一會兒解釋給你聽
[00:21:30.400 --> 00:21:36.400]  為什麼不可以由二十二節開始讀
[00:21:36.400 --> 00:21:38.400]  已忽所書第五章
[00:21:38.400 --> 00:21:44.400]  十五節到三十三節
[00:21:44.400 --> 00:21:47.400]  你們要謹慎行事
[00:21:47.400 --> 00:21:50.400]  不要仗愚昧人
[00:21:50.400 --> 00:21:53.400]  當仗自慰人
[00:21:53.400 --> 00:21:55.400]  要愛惜光陰
[00:21:55.400 --> 00:21:57.400]  因為現今的世代邪惡
[00:21:57.400 --> 00:21:59.400]  不要作糊塗人
[00:21:59.400 --> 00:22:03.400]  要明白主的旨意如何
[00:22:03.400 --> 00:22:04.400]  不要醉酒
[00:22:04.400 --> 00:22:06.400]  酒能使人放蕩
[00:22:06.400 --> 00:22:11.400]  乃要被聖靈充滿
[00:22:11.400 --> 00:22:14.400]  十八節最後這一句
[00:22:14.400 --> 00:22:19.400]  是下文連續三節四節
[00:22:19.400 --> 00:22:24.400]  唯一主要的動詞
[00:22:24.400 --> 00:22:25.400]  你識文法
[00:22:25.400 --> 00:22:27.400]  你知道一句話
[00:22:27.400 --> 00:22:30.400]  一定要有一個主詞
[00:22:30.400 --> 00:22:33.400]  否則就不成一句句子
[00:22:33.400 --> 00:22:36.400]  這句主要的動詞
[00:22:36.400 --> 00:22:40.400]  是保羅吩咐已忽所的信徒
[00:22:40.400 --> 00:22:44.400]  告訴他們要被聖靈充滿
[00:22:44.400 --> 00:22:45.400]  你說不是
[00:22:45.400 --> 00:22:47.400]  接著還有很多動詞
[00:22:47.400 --> 00:22:48.400]  十九節
[00:22:48.400 --> 00:22:50.400]  當用詩章縱詞
[00:22:50.400 --> 00:22:52.400]  凌歌彼此對說
[00:22:52.400 --> 00:22:54.400]  口唱心和贊美主
[00:22:54.400 --> 00:22:56.400]  凡事奉我們主耶穌基督的名
[00:22:56.400 --> 00:22:58.400]  上上感謝父神
[00:22:58.400 --> 00:23:00.400]  由當傳敬畏基督的心
[00:23:00.400 --> 00:23:02.400]  彼此信服
[00:23:02.400 --> 00:23:03.400]  這些不是動詞嗎?
[00:23:03.400 --> 00:23:04.400]  是
[00:23:04.400 --> 00:23:06.400]  不過這些是participle
[00:23:06.400 --> 00:23:08.400]  你說考我英文
[00:23:08.400 --> 00:23:10.400]  很久不記得了
[00:23:10.400 --> 00:23:12.400]  加ing那些
[00:23:12.400 --> 00:23:14.400]  那些叫分詞
[00:23:14.400 --> 00:23:17.400]  那些不是主要的動詞
[00:23:17.400 --> 00:23:20.400]  在聖靈充滿的
[00:23:20.400 --> 00:23:23.400]  這樣的生命裡面
[00:23:23.400 --> 00:23:27.400]  就有下列的表現
[00:23:27.400 --> 00:23:29.400]  感謝上帝
[00:23:29.400 --> 00:23:30.400]  贊美主
[00:23:30.400 --> 00:23:34.400]  信服敬畏耶穌基督
[00:23:34.400 --> 00:23:36.400]  然後如果你有聖經在手
[00:23:36.400 --> 00:23:37.400]  你就會留意到
[00:23:37.400 --> 00:23:39.400]  二十二節我們開始讀的
[00:23:39.400 --> 00:23:41.400]  很熟的第一句
[00:23:41.400 --> 00:23:43.400]  你們作妻子的
[00:23:43.400 --> 00:23:46.400]  當信服自己的丈夫
[00:23:46.400 --> 00:23:49.400]  如同信服主
[00:23:49.400 --> 00:23:50.400]  我們說阿們
[00:23:50.400 --> 00:23:51.400]  聽清楚了
[00:23:51.400 --> 00:23:54.400]  妻子要信服丈夫
[00:23:54.400 --> 00:23:58.400]  和合本很誠實
[00:23:58.400 --> 00:24:01.400]  Electronic的版本就略去了
[00:24:01.400 --> 00:24:04.400]  這些編輯的範例
[00:24:04.400 --> 00:24:07.400]  在信服這兩個字旁邊
[00:24:07.400 --> 00:24:10.400]  中文翻譯本有小點
[00:24:10.400 --> 00:24:14.400]  凡是字旁有小點的
[00:24:14.400 --> 00:24:16.400]  原文是沒有的
[00:24:16.400 --> 00:24:18.400]  翻譯的人加上去
[00:24:18.400 --> 00:24:22.400]  使意思更加清楚
[00:24:22.400 --> 00:24:25.400]  所以二十二節是連於
[00:24:25.400 --> 00:24:28.400]  二十一節的信服
[00:24:28.400 --> 00:24:30.400]  是從二十一節那裡借下來
[00:24:30.400 --> 00:24:34.400]  那個文氣是一氣呵成
[00:24:34.400 --> 00:24:37.400]  那裡不是斷開一個新的段落
[00:24:37.400 --> 00:24:40.400]  就正如妻子
[00:24:40.400 --> 00:24:43.400]  如何對自己的丈夫
[00:24:43.400 --> 00:24:47.400]  就好像如何對主一樣
[00:24:47.400 --> 00:24:49.400]  如何呢?就是說信服
[00:24:49.400 --> 00:24:52.400]  所以這裡連個participle都沒有
