
[00:00:00.000 --> 00:00:05.200]  各位大姐妹早晨 新年快樂
[00:03:08.600 --> 00:03:10.600]  就是一個問安的說話
[00:03:10.600 --> 00:03:12.600]  第一和第二節
[00:03:12.600 --> 00:03:15.600]  然後在第三到第八節裏
[00:03:15.600 --> 00:03:18.600]  就是保羅為他們的感恩
[00:03:18.600 --> 00:03:20.600]  第三節就是
[00:03:20.600 --> 00:03:23.600]  我每逢想念你們就感謝我的神
[00:03:23.600 --> 00:03:27.600]  這都是當時的書信的格式
[00:03:27.600 --> 00:03:29.600]  除了在問安之後
[00:03:29.600 --> 00:03:31.600]  接著就是為他們感謝神
[00:03:31.600 --> 00:03:33.600]  包括一些很不好的教會
[00:03:33.600 --> 00:03:34.600]  比如哥林多教會
[00:03:34.600 --> 00:03:35.600]  差不多是保羅罵得最多的
[00:03:35.600 --> 00:03:36.600]  從頭罵到尾
[00:03:36.600 --> 00:03:37.600]  但是保羅開始的時候
[00:03:37.600 --> 00:03:38.600]  都為他們感謝
[00:03:38.600 --> 00:03:41.600]  說他們沒有因此不及其他人
[00:03:41.600 --> 00:03:43.600]  保羅當然也為這間
[00:03:43.600 --> 00:03:45.600]  他所愛的菲律賓教會感謝神
[00:03:45.600 --> 00:03:46.600]  第三到第八節
[00:03:46.600 --> 00:03:49.600]  然後第九節到十一節
[00:03:49.600 --> 00:03:51.600]  是一個祈禱
[00:03:51.600 --> 00:03:55.600]  就是今天我看到大家在程序表上的金句
[00:03:55.600 --> 00:03:58.600]  我所禱告的就是要你們的愛心等等
[00:03:58.600 --> 00:04:02.600]  你看到就是三個段落
[00:04:02.600 --> 00:04:06.600]  問安、感恩和代禱
[00:04:06.600 --> 00:04:08.600]  這三樣東西加起來
[00:04:08.600 --> 00:04:10.600]  差不多就是書信的開頭
[00:04:10.600 --> 00:04:11.600]  一個引言
[00:04:11.600 --> 00:04:12.600]  如果從這個角度來說
[00:04:12.600 --> 00:04:13.600]  是相當長的
[00:04:13.600 --> 00:04:15.600]  整個菲律賓書四章經文來說
[00:04:15.600 --> 00:04:18.600]  差不多是半章的經文
[00:04:18.600 --> 00:04:20.600]  所以是相當長的一段問安說話
[00:04:20.600 --> 00:04:21.600]  也很豐富
[00:04:21.600 --> 00:04:23.600]  希望和大家提供結論
[00:04:23.600 --> 00:04:24.600]  分享這三個段落
[00:04:24.600 --> 00:04:26.600]  特別從一個角度
[00:04:26.600 --> 00:04:29.600]  為什麼這間教會可以蒙保羅所愛
[00:04:29.600 --> 00:04:32.600]  為什麼菲律賓教會可以不斷地成長
[00:04:32.600 --> 00:04:34.600]  第一我想和大家看看
[00:04:34.600 --> 00:04:35.600]  一間成長的教會
[00:04:35.600 --> 00:04:36.600]  好像菲律賓教會一樣
[00:04:36.600 --> 00:04:40.600]  是因為他們有很好的牧者
[00:04:40.600 --> 00:04:42.600]  很好的教會領袖
[00:04:42.600 --> 00:04:43.600]  聖經說
[00:04:43.600 --> 00:04:45.600]  基督耶穌的牧人保羅
[00:04:45.600 --> 00:04:47.600]  我提摩提
[00:04:47.600 --> 00:04:50.600]  基督耶穌的牧人
[00:04:50.600 --> 00:04:52.600]  和夏文所說
[00:04:52.600 --> 00:04:54.600]  寫信給凡住在菲律賓
[00:04:54.600 --> 00:04:57.600]  在基督耶穌裡的聖徒
[00:04:57.600 --> 00:05:00.600]  眾諸位的監督諸位執事
[00:05:00.600 --> 00:05:03.600]  執事這個字有時候也可以翻譯成牧人
[00:05:03.600 --> 00:05:05.600]  不過在第一句說話
[00:05:05.600 --> 00:05:08.600]  基督耶穌的牧人這個字
[00:05:08.600 --> 00:05:09.600]  和後面的執事
[00:05:09.600 --> 00:05:11.600]  是兩個不同的字
[00:05:11.600 --> 00:05:12.600]  所以中文是反的
[00:05:12.600 --> 00:05:14.600]  第一個基督耶穌的牧人
[00:05:14.600 --> 00:05:16.600]  基本上是奴隸的意思
[00:05:16.600 --> 00:05:17.600]  Dulos 奴隸的意思
[00:05:17.600 --> 00:05:19.600]  是耶穌基督的奴隸
[00:05:19.600 --> 00:05:20.600]  然後夏文所說的
[00:05:20.600 --> 00:05:21.600]  是諸位執事
[00:05:21.600 --> 00:05:23.600]  執事有時候也可以翻譯成牧人
[00:05:23.600 --> 00:05:24.600]  因為執事的意思
[00:05:24.600 --> 00:05:26.600]  不知道大家知不知道執事是什麼意思
[00:05:26.600 --> 00:05:27.600]  我們回教會這麼久
[00:05:27.600 --> 00:05:29.600]  大家知不知道執事是什麼意思
[00:05:29.600 --> 00:05:31.600]  在本來新約時代
[00:05:31.600 --> 00:05:32.600]  執事是什麼意思
[00:05:32.600 --> 00:05:36.600]  執事基本上就是waiter
[00:05:36.600 --> 00:05:38.600]  服務員
[00:05:38.600 --> 00:05:40.600]  用普通話說
[00:05:40.600 --> 00:05:42.600]  在飯桌上幫助
[00:05:42.600 --> 00:05:44.600]  去serve其他人
[00:05:44.600 --> 00:05:46.600]  去照顧其他人的侍應生
[00:05:46.600 --> 00:05:48.600]  就是執事
[00:05:48.600 --> 00:05:50.600]  當然這個字很廣泛的形容
[00:05:50.600 --> 00:05:52.600]  也可以放在教會裏面
[00:05:52.600 --> 00:05:54.600]  甚至保羅有時候稱呼自己
[00:05:54.600 --> 00:05:57.600]  作耶穌基督福音的執事
[00:05:57.600 --> 00:06:00.600]  為這件事奔波勞動的人
[00:06:00.600 --> 00:06:01.600]  所以保羅首先說的
[00:06:01.600 --> 00:06:03.600]  他自己本身的態度
[00:06:03.600 --> 00:06:05.600]  他是一個奴隸
[00:06:05.600 --> 00:06:07.600]  是耶穌基督的奴隸
[00:06:07.600 --> 00:06:08.600]  這個差不多是做執事
[00:06:08.600 --> 00:06:10.600]  一個很重要的基本條件
[00:06:10.600 --> 00:06:13.600]  如果我們沒有這個想法的話
[00:06:13.600 --> 00:06:15.600]  很難在侍奉的路上
[00:06:15.600 --> 00:06:17.600]  持久下去
[00:06:17.600 --> 00:06:21.600]  然後保羅說
[00:06:21.600 --> 00:06:23.600]  基督耶穌的執事
[00:06:23.600 --> 00:06:24.600]  保羅和提摩泰
[00:06:24.600 --> 00:06:25.600]  有兩個名稱
[00:06:25.600 --> 00:06:26.600]  保羅和提摩泰
[00:06:26.600 --> 00:06:28.600]  提摩泰當然和肥立比教會有密切關係
[00:06:28.600 --> 00:06:30.600]  當保羅離開肥立比教會的時候
[00:06:30.600 --> 00:06:33.600]  就差派他的助手
[00:06:33.600 --> 00:06:36.600]  或者他訓練出來的屬靈的兒子提摩泰
[00:06:36.600 --> 00:06:39.600]  去幫助他不能到達的肥立比教會
[00:06:39.600 --> 00:06:40.600]  但事實上
[00:06:40.600 --> 00:06:42.600]  這封信肥立比教會
[00:06:42.600 --> 00:06:44.600]  很可能是保羅一個人寫的
[00:06:44.600 --> 00:06:45.600]  為什麼這樣說呢
[00:06:45.600 --> 00:06:46.600]  請你看二章的
[00:06:46.600 --> 00:06:47.600]  如果有誠經請你翻開
[00:06:47.600 --> 00:06:51.600]  二章的十九節
[00:06:51.600 --> 00:06:55.600]  他說我靠主耶穌指望快打發提摩泰
[00:06:55.600 --> 00:06:56.600]  去見你們
[00:06:56.600 --> 00:06:58.600]  你見到提摩泰變成了第二生
[00:06:58.600 --> 00:07:00.600]  即是說是被差派的人
[00:07:00.600 --> 00:07:02.600]  如果他真的寫這封信的話
[00:07:02.600 --> 00:07:03.600]  他怎麼會這樣說呢
[00:07:03.600 --> 00:07:04.600]  所以很明顯就是
[00:07:04.600 --> 00:07:06.600]  我這個十九節的我
[00:07:06.600 --> 00:07:07.600]  是保羅
[00:07:07.600 --> 00:07:08.600]  保羅說我會差派提摩泰過去
[00:07:08.600 --> 00:07:10.600]  即是說當時有一個習慣
[00:07:10.600 --> 00:07:12.600]  就是如果保羅寫信的時候
[00:07:12.600 --> 00:07:13.600]  提摩泰在旁邊
[00:07:13.600 --> 00:07:16.600]  準備拿這封信過去肥立比教會的時候
[00:07:16.600 --> 00:07:18.600]  他會將他的名字寫下去
[00:07:18.600 --> 00:07:21.600]  表示對提摩泰那種重視
[00:07:21.600 --> 00:07:22.600]  無論如何
[00:07:22.600 --> 00:07:25.600]  這個教會在肥立比開始的時候
[00:07:25.600 --> 00:07:28.600]  有一個很好的宣教士
[00:07:28.600 --> 00:07:29.600]  保羅自己
[00:07:29.600 --> 00:07:31.600]  見到馬其頓二將所開始
[00:07:31.600 --> 00:07:33.600]  然後這個宣教士的生命質素
[00:07:33.600 --> 00:07:34.600]  用保羅一句說話來說
[00:07:34.600 --> 00:07:37.600]  他是耶穌基督的奴隸
[00:07:37.600 --> 00:07:43.600]  然後他說我寫信給凡住在肥立比
[00:07:43.600 --> 00:07:45.600]  在基督耶穌裡面的
[00:07:45.600 --> 00:07:46.600]  在基督耶穌裡面的
[00:07:46.600 --> 00:07:47.600]  有三類人
[00:07:47.600 --> 00:07:48.600]  一類是眾聖徒
[00:07:48.600 --> 00:07:50.600]  諸位監督
[00:07:50.600 --> 00:07:51.600]  諸位執事
[00:07:51.600 --> 00:07:56.600]  這個差不多將教會所有的人說出來了
[00:07:56.600 --> 00:07:57.600]  眾聖徒
[00:07:57.600 --> 00:07:59.600]  當然後面的監督和執事都是聖徒
[00:07:59.600 --> 00:08:02.600]  不過他突出了後面的領袖
[00:08:02.600 --> 00:08:03.600]  就是監督
[00:08:03.600 --> 00:08:04.600]  簡單來說
[00:08:04.600 --> 00:08:06.600]  監督就是長老
[00:08:06.600 --> 00:08:09.600]  監督就是牧師或者傳道人
[00:08:09.600 --> 00:08:11.600]  你可以從新教聖經裡面看到
[00:08:11.600 --> 00:08:13.600]  這個詞語是互用的
[00:08:13.600 --> 00:08:14.600]  有時候叫牧師
[00:08:14.600 --> 00:08:15.600]  有時候叫長老
[00:08:15.600 --> 00:08:16.600]  有時候叫監督
[00:08:16.600 --> 00:08:18.600]  就是說在教會裡面屬靈的領袖
[00:08:18.600 --> 00:08:20.600]  另外就是諸位執事
[00:08:20.600 --> 00:08:21.600]  剛才我說過了
[00:08:21.600 --> 00:08:23.600]  就是在教會裡面做事務
[00:08:23.600 --> 00:08:27.600]  很重要的奔波的一班教會領袖
[00:08:27.600 --> 00:08:30.600]  就是說保羅不單單是一般性的說
[00:08:30.600 --> 00:08:31.600]  這班聖徒
[00:08:31.600 --> 00:08:34.600]  他還突出了教會裡面有領袖
[00:08:34.600 --> 00:08:35.600]  而且還用諸位
[00:08:35.600 --> 00:08:37.600]  是眾數的
[00:08:37.600 --> 00:08:40.600]  我們看到當菲律賓教會開始的時候
[00:08:40.600 --> 00:08:41.600]  是一個非常軟弱的教會
[00:08:41.600 --> 00:08:42.600]  士郎主十六章說
[00:08:42.600 --> 00:08:46.600]  當時是呂底亞賣布匹的女士
[00:08:46.600 --> 00:08:50.600]  然後信主的人是監獄的獄卒
[00:08:50.600 --> 00:08:53.600]  就是看守監獄的獄卒
[00:08:53.600 --> 00:08:54.600]  他的一家信主
[00:08:54.600 --> 00:08:56.600]  接著保羅沒多久之後
[00:08:56.600 --> 00:08:58.600]  就被迫要離開這個地方
[00:08:58.600 --> 00:08:59.600]  是一個很軟弱的教會
[00:08:59.600 --> 00:09:00.600]  你可以看到
[00:09:00.600 --> 00:09:02.600]  保羅海南那裡是一個月兩個月
[00:09:02.600 --> 00:09:03.600]  很短的時間
[00:09:03.600 --> 00:09:07.600]  但這間教會竟然慢慢地在神的恩典裡面成長
[00:09:07.600 --> 00:09:09.600]  就成為有諸位監督
[00:09:09.600 --> 00:09:10.600]  諸位執事
[00:09:10.600 --> 00:09:12.600]  一班領袖的教會
[00:09:12.600 --> 00:09:14.600]  是不是很奇妙呢?
[00:09:14.600 --> 00:09:15.600]  很多教會都在等著
[00:09:15.600 --> 00:09:16.600]  我們真是慘了
[00:09:16.600 --> 00:09:18.600]  沒有這個沒有那個
[00:09:18.600 --> 00:09:20.600]  但上帝不會偏袒人的
[00:09:20.600 --> 00:09:21.600]  上帝在等著
[00:09:21.600 --> 00:09:23.600]  然後我們看到
[00:09:23.600 --> 00:09:25.600]  我說這間教會能夠蒙福
[00:09:25.600 --> 00:09:27.600]  能夠不斷地成長
[00:09:27.600 --> 00:09:29.600]  是因為他們有一個大前提
[00:09:29.600 --> 00:09:31.600]  開始的時候有教會的領袖
[00:09:31.600 --> 00:09:33.600]  保羅提摩太
[00:09:33.600 --> 00:09:35.600]  然後他們訓練到自己的領袖
[00:09:35.600 --> 00:09:38.600]  所以教會不斷有領袖承接
[00:09:38.600 --> 00:09:40.600]  是相當重要的
[00:09:40.600 --> 00:09:42.600]  教會要成長
[00:09:42.600 --> 00:09:44.600]  首先要有領袖
[00:09:44.600 --> 00:09:46.600]  領袖自己本身要成長
[00:09:46.600 --> 00:09:47.600]  保羅接著說
[00:09:47.600 --> 00:09:48.600]  願因為平安
[00:09:48.600 --> 00:09:51.600]  從神我們的父並主耶穌基督歸於你們
[00:09:51.600 --> 00:09:53.600]  這是一個普通的文案
[00:09:53.600 --> 00:09:57.600]  是聖經中最慣常的文案
[00:09:57.600 --> 00:09:59.600]  大家有沒有想清楚這個字眼
[00:09:59.600 --> 00:10:01.600]  願因為
[00:10:01.600 --> 00:10:02.600]  因典
[00:10:02.600 --> 00:10:04.600]  平安
[00:10:04.600 --> 00:10:05.600]  這兩個字
[00:10:05.600 --> 00:10:07.600]  因為和平安
[00:10:07.600 --> 00:10:09.600]  在聖經裡差不多像孖公仔
[00:10:09.600 --> 00:10:10.600]  時時出現的
[00:10:10.600 --> 00:10:13.600]  如果查一查電腦或手機
[00:10:13.600 --> 00:10:14.600]  因為和平安
[00:10:14.600 --> 00:10:16.600]  在聖經裡經常出現
[00:10:16.600 --> 00:10:18.600]  好像孖公仔一樣
[00:10:18.600 --> 00:10:20.600]  還有這兩個字
[00:10:20.600 --> 00:10:22.600]  次序一定不可以亂
[00:10:22.600 --> 00:10:24.600]  永遠都是先是因為
[00:10:24.600 --> 00:10:25.600]  然後才平安
[00:10:25.600 --> 00:10:28.600]  先有上帝的因典
[00:10:28.600 --> 00:10:30.600]  然後才有平安
[00:10:30.600 --> 00:10:32.600]  如果沒有上帝的因典
[00:10:32.600 --> 00:10:34.600]  就不是聖經所說的平安
[00:10:34.600 --> 00:10:35.600]  先有上帝的因典
[00:10:35.600 --> 00:10:38.600]  然後才有人內心真正平安
[00:10:38.600 --> 00:10:40.600]  這是很寶貴的一件事
[00:10:40.600 --> 00:10:41.600]  保羅說
[00:10:41.600 --> 00:10:42.600]  他是基督耶穌的奴隸
[00:10:42.600 --> 00:10:44.600]  然後這群教會領袖
[00:10:44.600 --> 00:10:46.600]  他說希望因為平安
[00:10:46.600 --> 00:10:48.600]  從神的裡面歸於你們
[00:10:48.600 --> 00:10:50.600]  很盼望的就是
[00:10:50.600 --> 00:10:52.600]  因為平安
[00:10:52.600 --> 00:10:54.600]  從神的裡面
[00:10:54.600 --> 00:10:56.600]  先到領袖的心裡面
[00:10:56.600 --> 00:11:00.600]  然後領袖又將神因為平安的福音
[00:11:00.600 --> 00:11:02.600]  到回眾心中
[00:11:02.600 --> 00:11:03.600]  什麼意思呢
[00:11:03.600 --> 00:11:04.600]  很多時候
[00:11:04.600 --> 00:11:06.600]  在教會裡侍奉
[00:11:06.600 --> 00:11:08.600]  總會有難處
[00:11:08.600 --> 00:11:09.600]  總會有難處
[00:11:09.600 --> 00:11:10.600]  你剛出來教會的時候
[00:11:10.600 --> 00:11:11.600]  我相信大部分人都覺得
[00:11:11.600 --> 00:11:13.600]  教會好像天堂一樣
[00:11:13.600 --> 00:11:15.600]  和這個世界很不同
[00:11:15.600 --> 00:11:17.600]  人們很有愛心
[00:11:17.600 --> 00:11:18.600]  很親切地打招呼
[00:11:18.600 --> 00:11:20.600]  打招呼到你不好意思
[00:11:20.600 --> 00:11:22.600]  但過了兩三個星期之後
[00:11:22.600 --> 00:11:23.600]  就好像覺得
[00:11:23.600 --> 00:11:24.600]  有些人不太理睬你
[00:11:24.600 --> 00:11:25.600]  你走了之後
[00:11:25.600 --> 00:11:26.600]  沒有人知道
[00:11:26.600 --> 00:11:27.600]  再久一點
[00:11:27.600 --> 00:11:29.600]  你在教會裡參與侍奉的時候
[00:11:29.600 --> 00:11:30.600]  一侍奉的時候
[00:11:30.600 --> 00:11:32.600]  就有意見
[00:11:32.600 --> 00:11:33.600]  一侍奉的時候
[00:11:33.600 --> 00:11:35.600]  大家就可能有不同的看法
[00:11:35.600 --> 00:11:36.600]  然後很多血氣
[00:11:36.600 --> 00:11:37.600]  人的意思
[00:11:37.600 --> 00:11:40.600]  慢慢從我們裡面走出來
[00:11:40.600 --> 00:11:41.600]  在這個時候
[00:11:41.600 --> 00:11:42.600]  請你不要忘記
[00:11:42.600 --> 00:11:44.600]  其實我們都是被拯救的
[00:11:44.600 --> 00:11:46.600]  一群蒙恩的罪人
[00:11:46.600 --> 00:11:47.600]  我們期望的就是
[00:11:47.600 --> 00:11:48.600]  上帝恩典
[00:11:48.600 --> 00:11:50.600]  所以我可以侍奉
[00:11:50.600 --> 00:11:51.600]  上帝恩典
[00:11:51.600 --> 00:11:52.600]  我被拯救
[00:11:52.600 --> 00:11:54.600]  然後在我心裡有真正的平安
[00:11:54.600 --> 00:11:56.600]  在領袖之間有真正的平安
[00:11:56.600 --> 00:11:57.600]  有真正的和諧
[00:11:57.600 --> 00:11:59.600]  這個教會才能夠在基礎上
[00:11:59.600 --> 00:12:01.600]  繼續不斷地成長
[00:12:01.600 --> 00:12:03.600]  時間關係
[00:12:03.600 --> 00:12:05.600]  我看第二段落
[00:12:05.600 --> 00:12:06.600]  第三節到第八節
[00:12:06.600 --> 00:12:08.600]  保羅為他們感謝神
[00:12:08.600 --> 00:12:09.600]  在經文裡我們看到
[00:12:09.600 --> 00:12:11.600]  保羅和肥立一的教會
[00:12:11.600 --> 00:12:12.600]  真的非常密切
[00:12:12.600 --> 00:12:13.600]  你看看多厲害
[00:12:13.600 --> 00:12:14.600]  第四節說
[00:12:14.600 --> 00:12:16.600]  每逢為你們眾人祈禱的時候
[00:12:16.600 --> 00:12:20.600]  嘗試歡歡喜喜地祈求
[00:12:20.600 --> 00:12:22.600]  即是說保羅就算離開他們很遠
[00:12:22.600 --> 00:12:25.600]  甚至他寫肥立一教會這封書信的時候
[00:12:25.600 --> 00:12:26.600]  他在坐牢的
[00:12:26.600 --> 00:12:28.600]  他在羅馬坐牢的
[00:12:28.600 --> 00:12:30.600]  寫信給遙遙千里之外的
[00:12:30.600 --> 00:12:32.600]  他所建立的肥立一教會
[00:12:32.600 --> 00:12:35.600]  他說我每逢在牢裡祈禱
[00:12:35.600 --> 00:12:37.600]  想到你的時候
[00:12:37.600 --> 00:12:39.600]  都會歡歡喜喜的
[00:12:39.600 --> 00:12:41.600]  或者我們試試用廣東話來翻譯
[00:12:41.600 --> 00:12:42.600]  就是說
[00:12:42.600 --> 00:12:43.600]  我每逢晚上為你們禱告的時候
[00:12:43.600 --> 00:12:45.600]  我都會微微嘴笑
[00:12:45.600 --> 00:12:47.600]  是不是很厲害呢
[00:12:47.600 --> 00:12:48.600]  如果你的牧師說
[00:12:48.600 --> 00:12:50.600]  我每逢去到三藩市的時候
[00:12:50.600 --> 00:12:51.600]  想起我們教會
[00:12:51.600 --> 00:12:52.600]  想起溫哥華播道會
[00:12:52.600 --> 00:12:53.600]  就會為你們感謝神
[00:12:53.600 --> 00:12:54.600]  經常都會笑
[00:12:54.600 --> 00:12:56.600]  多好呢
[00:12:56.600 --> 00:12:57.600]  我坦白跟你說
[00:12:57.600 --> 00:12:59.600]  很多教會的牧師
[00:12:59.600 --> 00:13:01.600]  每逢想去會友的時候都會激氣的
[00:13:01.600 --> 00:13:05.600]  哇,這個為什麼在這裡
[00:13:05.600 --> 00:13:06.600]  真是激心啊
[00:13:06.600 --> 00:13:08.600]  保羅繼續說
[00:13:08.600 --> 00:13:13.600]  然後他用了很生動的字眼
[00:13:13.600 --> 00:13:16.600]  第六七節說
[00:13:16.600 --> 00:13:17.600]  我為你們忠友者
[00:13:17.600 --> 00:13:18.600]  以念完事應當的
[00:13:18.600 --> 00:13:21.600]  因你們常在我心裡
[00:13:21.600 --> 00:13:23.600]  厲不厲害啊
[00:13:23.600 --> 00:13:25.600]  牧師說
[00:13:25.600 --> 00:13:27.600]  你們每一個人
[00:13:27.600 --> 00:13:29.600]  你們教會裡面的弟兄姊妹
[00:13:29.600 --> 00:13:32.600]  我常在我心裡記掛著的
[00:13:32.600 --> 00:13:33.600]  就算我在困所之中
[00:13:33.600 --> 00:13:34.600]  就是坐牢
[00:13:34.600 --> 00:13:36.600]  或者在辯明正實的時候
[00:13:36.600 --> 00:13:38.600]  就是說他自由出去傳道的時候
[00:13:38.600 --> 00:13:40.600]  你都和我一起得恩
[00:13:40.600 --> 00:13:42.600]  就是說原來保羅說
[00:13:42.600 --> 00:13:44.600]  不單止我常在你心裡
[00:13:44.600 --> 00:13:46.600]  我相信在菲律賓教會的人
[00:13:46.600 --> 00:13:47.600]  時時都會將這個牧者
[00:13:47.600 --> 00:13:49.600]  放在他心裡
[00:13:49.600 --> 00:13:50.600]  所以就算我傳道的時候
[00:13:50.600 --> 00:13:51.600]  你有份的
[00:13:51.600 --> 00:13:52.600]  我坐牢的時候
[00:13:52.600 --> 00:13:54.600]  你都和我一起的
[00:13:54.600 --> 00:13:56.600]  這個心心的
[00:13:56.600 --> 00:13:58.600]  一起同工的關係
[00:13:58.600 --> 00:14:02.600]  就是保羅建立和這間教會的關係
[00:14:02.600 --> 00:14:04.600]  第八節又用這個方法形容
[00:14:04.600 --> 00:14:05.600]  我體會基督耶穌的心像
[00:14:05.600 --> 00:14:07.600]  切切想念你們
[00:14:07.600 --> 00:14:10.600]  然後他還說
[00:14:10.600 --> 00:14:12.600]  好像神可以給我作見證
[00:14:12.600 --> 00:14:13.600]  他在神的面前
[00:14:13.600 --> 00:14:15.600]  我很誠實地說
[00:14:15.600 --> 00:14:16.600]  上帝說作見證
[00:14:16.600 --> 00:14:20.600]  我時時很恩切地掛著你們
[00:14:20.600 --> 00:14:23.600]  所以你看到
