
[00:00:00.000 --> 00:00:05.000]  各位電視節目的觀眾朋友你們好
[00:06:58.000 --> 00:07:00.000]  《衛綱》作見證
[00:07:00.000 --> 00:07:03.000]  一皇安第一章六節至八節
[00:07:03.000 --> 00:07:06.000]  有一個人是從神那裡差來的
[00:07:06.000 --> 00:07:08.000]  名叫約翰
[00:07:08.000 --> 00:07:10.000]  這人來為要作見證
[00:07:10.000 --> 00:07:12.000]  就是為剛作見證
[00:07:12.000 --> 00:07:14.000]  要做的人因他可以信
[00:07:14.000 --> 00:07:16.000]  他不是那剛
[00:07:16.000 --> 00:07:18.000]  乃是為剛作見證
[00:07:18.000 --> 00:07:24.000]  我們看到第六節和第一節的對比
[00:07:24.000 --> 00:07:26.000]  第一節說到耶穌是怎樣的?
[00:07:26.000 --> 00:07:28.000]  他說太初有道
[00:07:28.000 --> 00:07:30.000]  耶穌是屬永恆的
[00:07:30.000 --> 00:07:34.000]  就在創世之初之前他已經有
[00:07:34.000 --> 00:07:36.000]  但到第六節的時候
[00:07:36.000 --> 00:07:42.000]  他強調有一個人是神來的
[00:07:42.000 --> 00:07:46.000]  來這個字是一個Hellenistic tense
[00:07:46.000 --> 00:07:48.000]  在歷史上發生過
[00:07:48.000 --> 00:07:50.000]  他不是剛
[00:07:50.000 --> 00:07:52.000]  第六節說耶穌才是真剛
[00:07:52.000 --> 00:07:54.000]  因為他是人
[00:07:54.000 --> 00:07:56.000]  他不是神
[00:07:56.000 --> 00:07:58.000]  但我覺得奇怪
[00:07:58.000 --> 00:08:00.000]  為何作者知道約翰
[00:08:00.000 --> 00:08:04.000]  突然提到施洗約翰呢?
[00:08:04.000 --> 00:08:08.000]  原來在知道約翰的時代
[00:08:08.000 --> 00:08:12.000]  有不少人過份高舉施洗約翰
[00:08:12.000 --> 00:08:16.000]  甚至將約翰抬高過耶穌
[00:08:16.000 --> 00:08:20.000]  比方說斯蘭短第十九章三節至四節
[00:08:20.000 --> 00:08:22.000]  有些人只是受約翰的洗
[00:08:22.000 --> 00:08:24.000]  只是跟隨約翰而不跟隨耶穌
[00:08:24.000 --> 00:08:28.000]  保羅的好朋友亞邦羅在未認識主之前
[00:08:28.000 --> 00:08:32.000]  他只是約翰的跟隨者
[00:08:32.000 --> 00:08:34.000]  而不是耶穌的跟隨者
[00:08:34.000 --> 00:08:36.000]  由此可見
[00:08:36.000 --> 00:08:40.000]  有不少人過份抬高了約翰
[00:08:40.000 --> 00:08:42.000]  甚至當了他為救主
[00:08:42.000 --> 00:08:46.000]  真是「妹仔」大過「主人婆」
[00:08:46.000 --> 00:08:48.000]  組成這個所謂約翰集團
[00:08:48.000 --> 00:08:50.000]  或者是約翰宗教
[00:08:50.000 --> 00:08:54.000]  其實我們看看教會歷史
[00:08:54.000 --> 00:08:56.000]  不單只是約翰的問題
[00:08:56.000 --> 00:09:00.000]  不單只是約翰這件事所發生的問題
[00:09:00.000 --> 00:09:04.000]  有不少情況都和約翰的情況一樣
[00:09:04.000 --> 00:09:10.000]  有很多人將人高舉到像上帝一樣
[00:09:10.000 --> 00:09:12.000]  但約翰自己從未這樣做
[00:09:12.000 --> 00:09:14.000]  他從未將自己抬高
[00:09:14.000 --> 00:09:16.000]  這是跟隨約翰的人的問題
[00:09:16.000 --> 00:09:18.000]  將他過份的高舉
[00:09:18.000 --> 00:09:22.000]  其實這是一個很大的危機
[00:09:22.000 --> 00:09:28.000]  我們往往將自己或自己的領袖過份的高舉
[00:09:28.000 --> 00:09:30.000]  就像哥倫多教會那樣
[00:09:30.000 --> 00:09:32.000]  搞到四分五裂
[00:09:32.000 --> 00:09:34.000]  有人說我們是保羅集團
[00:09:34.000 --> 00:09:36.000]  有人說我是亞波羅集團
[00:09:36.000 --> 00:09:40.000]  有人說我是彼得集團
[00:09:40.000 --> 00:09:42.000]  有些人說全部都不行
[00:09:42.000 --> 00:09:43.000]  我是最屬靈的
[00:09:43.000 --> 00:09:45.000]  我是屬於耶穌集團
[00:09:45.000 --> 00:09:46.000]  有些人說你不行
[00:09:46.000 --> 00:09:48.000]  我是真耶穌集團
[00:09:48.000 --> 00:09:52.000]  就像今天的教會四分五裂
[00:09:52.000 --> 00:09:58.000]  我相信大家不要稱這個教會是某某牧師的教會
[00:09:58.000 --> 00:10:00.000]  那個不是某某牧師的教會
[00:10:00.000 --> 00:10:04.000]  是某某牧師牧養的教會
[00:10:04.000 --> 00:10:06.000]  這個是屬於神的教會
[00:10:06.000 --> 00:10:11.000]  但是我們既不能高舉約翰
[00:10:11.000 --> 00:10:14.000]  但同時也不能貶低他
[00:10:14.000 --> 00:10:16.000]  約翰稱他做甚麼?
[00:10:16.000 --> 00:10:19.000]  師徒約翰稱這個師弟約翰
[00:10:19.000 --> 00:10:21.000]  第六節說:從神馬裡出來的
[00:10:21.000 --> 00:10:24.000]  第七節說:這人是為了作見證
[00:10:24.000 --> 00:10:26.000]  就是為光作見證
[00:10:26.000 --> 00:10:28.000]  要中國人因他而信
[00:10:28.000 --> 00:10:32.000]  第十五節說:然而約翰卻不高舉自己
[00:10:32.000 --> 00:10:34.000]  那就是我以後來的
[00:10:34.000 --> 00:10:36.000]  反成了在我以前的
[00:10:36.000 --> 00:10:39.000]  因為他本來是在我以前的
[00:10:39.000 --> 00:10:43.000]  約翰是耶穌的見證人
[00:10:43.000 --> 00:10:46.000]  這是約翰強調的
[00:10:46.000 --> 00:10:48.000]  甚麼叫見證人呢?
[00:10:48.000 --> 00:10:51.000]  希臘文的maturia這個字
[00:10:51.000 --> 00:10:53.000]  是一個非常有趣的字
[00:10:53.000 --> 00:10:55.000]  英文的mata這個字
[00:10:55.000 --> 00:10:56.000]  就是由這個字來的
[00:10:56.000 --> 00:10:58.000]  mata是甚麼意思呢?
[00:10:58.000 --> 00:10:59.000]  信道者
[00:10:59.000 --> 00:11:01.000]  由這個字來看
[00:11:01.000 --> 00:11:05.000]  做見證的人需要付上代價
[00:11:05.000 --> 00:11:08.000]  甚至會有麻煩的
[00:11:08.000 --> 00:11:09.000]  很多年前
[00:11:09.000 --> 00:11:10.000]  在我們教會
[00:11:10.000 --> 00:11:12.000]  有一個年輕人
[00:11:12.000 --> 00:11:14.000]  他見到一個小偷
[00:11:14.000 --> 00:11:15.000]  一個白人小偷
[00:11:15.000 --> 00:11:16.000]  偷他的車
[00:11:16.000 --> 00:11:18.000]  他恐怖有力
[00:11:18.000 --> 00:11:19.000]  又懂功夫
[00:11:19.000 --> 00:11:21.000]  就將他制服
[00:11:21.000 --> 00:11:25.000]  並且吩咐路經的屋主
[00:11:25.000 --> 00:11:26.000]  叫他報警
[00:11:26.000 --> 00:11:28.000]  但這個屋主怕麻煩
[00:11:28.000 --> 00:11:30.000]  沒有這樣做
[00:11:30.000 --> 00:11:31.000]  後來這個小偷
[00:11:31.000 --> 00:11:34.000]  騙這個青年說願意賠錢
[00:11:34.000 --> 00:11:37.000]  但是去到車裡的時候
[00:11:37.000 --> 00:11:38.000]  不是賠錢
[00:11:38.000 --> 00:11:39.000]  而是開車走人
[00:11:39.000 --> 00:11:41.000]  並且將這個年輕人
[00:11:41.000 --> 00:11:42.000]  收到在地上
[00:11:42.000 --> 00:11:45.000]  最後他還身亡天
[00:11:45.000 --> 00:11:46.000]  當這個警察
[00:11:46.000 --> 00:11:48.000]  要起訴這個小偷
[00:11:48.000 --> 00:11:51.000]  控訴他偷東西
[00:11:51.000 --> 00:11:53.000]  甚至是謀殺
[00:11:53.000 --> 00:11:56.000]  但是沒有一個人肯出來見證
[00:11:56.000 --> 00:11:59.000]  雖然當時在唐人街附近發生
[00:11:59.000 --> 00:12:02.000]  有二三十人看著這件事
[00:12:02.000 --> 00:12:04.000]  但竟然沒有一個人出來
[00:12:04.000 --> 00:12:06.000]  肯做見證人
[00:12:06.000 --> 00:12:08.000]  連這個屋主怕麻煩
[00:12:08.000 --> 00:12:10.000]  也不出來見證
[00:12:10.000 --> 00:12:14.000]  這是中國人的大忌
[00:12:14.000 --> 00:12:15.000]  我們做見證人
[00:12:15.000 --> 00:12:18.000]  有時候難免要付代價
[00:12:18.000 --> 00:12:21.000]  尤其是做主要見證人
[00:12:21.000 --> 00:12:24.000]  見證有第二個意思
[00:12:24.000 --> 00:12:26.000]  就是將自己的經歷
[00:12:26.000 --> 00:12:28.000]  見過的東西
[00:12:28.000 --> 00:12:30.000]  證明出來
[00:12:30.000 --> 00:12:31.000]  就好像第一章32節說
[00:12:31.000 --> 00:12:35.000]  我曾看見聖靈彷彿甲子從天降下
[00:12:35.000 --> 00:12:36.000]  住在他的身上
[00:12:36.000 --> 00:12:38.000]  我先前不認識他
[00:12:38.000 --> 00:12:42.000]  我看見了就證明他是神的兒子
[00:12:42.000 --> 00:12:45.000]  誰有資格做見證人呢?
[00:12:45.000 --> 00:12:48.000]  他不需要高言大字
[00:12:48.000 --> 00:12:51.000]  他不一定需要學會理論
[00:12:51.000 --> 00:12:53.000]  但他經歷過體驗過上帝的恩典
[00:12:53.000 --> 00:12:55.000]  他就可以做見證
[00:12:55.000 --> 00:12:58.000]  我問我朋友
[00:12:58.000 --> 00:13:00.000]  我想去台北旅行
[00:13:00.000 --> 00:13:01.000]  你可不可以介紹一下
[00:13:01.000 --> 00:13:03.000]  有什麼地方可以去?
[00:13:03.000 --> 00:13:08.000]  這個人明明去過台北十幾二十次
[00:13:08.000 --> 00:13:10.000]  熟悉了所有地方
[00:13:10.000 --> 00:13:12.000]  但他未受過訓練
[00:13:12.000 --> 00:13:14.000]  無可奉告
[00:13:14.000 --> 00:13:16.000]  不會的
[00:13:16.000 --> 00:13:18.000]  如果他去過經歷過
[00:13:18.000 --> 00:13:19.000]  吃過什麼
[00:13:19.000 --> 00:13:20.000]  他就會告訴你
[00:13:20.000 --> 00:13:21.000]  哪個餐館好些
[00:13:21.000 --> 00:13:22.000]  什麼好些
[00:13:22.000 --> 00:13:25.000]  他會跟你分享他的經歷
[00:13:25.000 --> 00:13:26.000]  這就是見證人
[00:13:26.000 --> 00:13:29.000]  當然如果他受過導遊訓練
[00:13:29.000 --> 00:13:31.000]  他會講得更加精彩
[00:13:31.000 --> 00:13:34.000]  但就算你沒有受過導遊訓練
[00:13:34.000 --> 00:13:37.000]  你一樣可以分享你的經歷
[00:13:37.000 --> 00:13:39.000]  同樣如果我們信了耶穌
[00:13:39.000 --> 00:13:41.000]  經歷過上帝的恩典
[00:13:41.000 --> 00:13:43.000]  不需要受神學訓練
[00:13:43.000 --> 00:13:44.000]  不需要做牧師
[00:13:44.000 --> 00:13:47.000]  一樣可以做一個見證人
[00:13:47.000 --> 00:13:50.000]  問題是你肯不肯這樣做
[00:13:50.000 --> 00:13:53.000]  我們繼續看下去
[00:13:53.000 --> 00:13:55.000]  我們雖然想做見證人
[00:13:55.000 --> 00:13:58.000]  但不等於別人會聽
[00:13:58.000 --> 00:14:00.000]  雖然耶穌來到世上
[00:14:00.000 --> 00:14:03.000]  但人們不一定接受這個光
[00:14:03.000 --> 00:14:05.000]  我們看9-11
[00:14:05.000 --> 00:14:07.000]  那光是真光
[00:14:07.000 --> 00:14:10.000]  照亮一切坐在世上的人
[00:14:10.000 --> 00:14:11.000]  他在世上
[00:14:11.000 --> 00:14:13.000]  世上也有他在世上
[00:14:13.000 --> 00:14:14.000]  世上他不認識他
[00:14:14.000 --> 00:14:16.000]  他到自己的地方來
[00:14:16.000 --> 00:14:18.000]  自己的人都不接待他
[00:14:18.000 --> 00:14:22.000]  因為我提到這個世上的人
[00:14:22.000 --> 00:14:24.000]  有三個特性
[00:14:24.000 --> 00:14:26.000]  第一是9字
[00:14:26.000 --> 00:14:28.000]  那光是真光
[00:14:28.000 --> 00:14:31.000]  照亮一切坐在世上的人
[00:14:31.000 --> 00:14:33.000]  什麼叫真光
[00:14:33.000 --> 00:14:37.000]  原來希臘文有兩個字可以譯成真
[00:14:37.000 --> 00:14:39.000]  第一個字叫Aliphase
[00:14:39.000 --> 00:14:42.000]  是指真理不是虛構
[00:14:42.000 --> 00:14:44.000]  比方來說這個故事是真的
[00:14:44.000 --> 00:14:45.000]  不是虛構
[00:14:45.000 --> 00:14:47.000]  It's true not false
[00:14:47.000 --> 00:14:49.000]  於是在這樣的情形
[00:14:49.000 --> 00:14:52.000]  我們就用這個Aliphase
[00:14:52.000 --> 00:14:55.000]  Aliphase是真和假的分別
[00:14:55.000 --> 00:14:59.000]  第二個字就是Aliphenos
[00:14:59.000 --> 00:15:04.000]  Aliphase是真不是虛構
[00:15:04.000 --> 00:15:06.000]  Real是真實的
[00:15:06.000 --> 00:15:10.000]  比方來說這個手錶是真的不是虛構
[00:15:10.000 --> 00:15:12.000]  在這樣的情形下
[00:15:12.000 --> 00:15:14.000]  我們就用Aliphase
[00:15:14.000 --> 00:15:18.000]  在這裡約翰是用Aliphase
[00:15:18.000 --> 00:15:20.000]  耶穌是真光
[00:15:20.000 --> 00:15:22.000]  表明他不是冒牌貨
[00:15:22.000 --> 00:15:24.000]  他不是水貨
[00:15:24.000 --> 00:15:26.000]  他是真的
[00:15:26.000 --> 00:15:28.000]  因為之所以用Aliphase
[00:15:28.000 --> 00:15:30.000]  是因為世上太多水貨
[00:15:30.000 --> 00:15:32.000]  太多冒牌貨
[00:15:32.000 --> 00:15:33.000]  時至今日如此
[00:15:33.000 --> 00:15:35.000]  林林總總
[00:15:35.000 --> 00:15:36.000]  這個說他真
[00:15:36.000 --> 00:15:37.000]  那個說他真
[00:15:37.000 --> 00:15:38.000]  這個教是真
[00:15:38.000 --> 00:15:40.000]  那個教是真
[00:15:40.000 --> 00:15:43.000]  所有都說他自己是真
[00:15:43.000 --> 00:15:46.000]  只有耶穌才是真光
[00:15:46.000 --> 00:15:48.000]  其餘都是冒牌貨假貨
[00:15:48.000 --> 00:15:49.000]  因為我告訴你
[00:15:49.000 --> 00:15:51.000]  那光是真光
[00:15:51.000 --> 00:15:54.000]  照亮一切在世上的人
[00:15:54.000 --> 00:15:56.000]  不單是基督徒
[00:15:56.000 --> 00:16:00.000]  世上一切的人都照得清清楚楚
[00:16:00.000 --> 00:16:02.000]  我忘記了
[00:16:02.000 --> 00:16:05.000]  去台灣旅行的時候
[00:16:05.000 --> 00:16:09.000]  我們就去阿里山看日出
[00:16:09.000 --> 00:16:12.000]  阿里山看日出有一個特點
[00:16:12.000 --> 00:16:16.000]  天還是黑漆漆
[00:16:16.000 --> 00:16:18.000]  白天還沒出來的時候
[00:16:18.000 --> 00:16:19.000]  我們就過去起床
[00:16:19.000 --> 00:16:21.000]  用電筒照著
[00:16:21.000 --> 00:16:24.000]  去山頂看日出
[00:16:24.000 --> 00:16:27.000]  幾分鐘後就出來
[00:16:27.000 --> 00:16:28.000]  一出來的時候
[00:16:28.000 --> 00:16:31.000]  照亮所有大地
[00:16:31.000 --> 00:16:33.000]  無所遁形
[00:16:33.000 --> 00:16:35.000]  不需要再用電筒
[00:16:35.000 --> 00:16:37.000]  耶穌一來
[00:16:37.000 --> 00:16:39.000]  就將我們的黑暗
[00:16:39.000 --> 00:16:41.000]  我們的疑惑
[00:16:41.000 --> 00:16:43.000]  我們的失望
[00:16:43.000 --> 00:16:45.000]  甚至死亡
[00:16:45.000 --> 00:16:47.000]  一掃而空
[00:16:47.000 --> 00:16:49.000]  但是世上的人
[00:16:49.000 --> 00:16:51.000]  他閉上眼睛
[00:16:51.000 --> 00:16:53.000]  仍然願意活在黑暗當中
[00:16:53.000 --> 00:16:55.000]  不去接受這個光
[00:16:55.000 --> 00:16:57.000]  第十至十一節就說
[00:16:57.000 --> 00:16:59.000]  他做世界
[00:16:59.000 --> 00:17:01.000]  世界也是藉著他做的
[00:17:01.000 --> 00:17:03.000]  世界他不認識他
[00:17:03.000 --> 00:17:05.000]  他到自己地方來
[00:17:05.000 --> 00:17:07.000]  自己人都不接待他
[00:17:07.000 --> 00:17:09.000]  這個多大的悲劇
[00:17:09.000 --> 00:17:11.000]  就好像陳士傑重見他父母的時候
[00:17:11.000 --> 00:17:13.000]  他不接受他父母
[00:17:13.000 --> 00:17:15.000]  一個多大的悲劇
[00:17:15.000 --> 00:17:17.000]  又或者世界是藉著他做的
[00:17:17.000 --> 00:17:19.000]  他來到自己的地方
[00:17:19.000 --> 00:17:21.000]  回歸到自己的家鄉
[00:17:21.000 --> 00:17:23.000]  但這個世界他不認識他
[00:17:23.000 --> 00:17:25.000]  也不接待他
[00:17:25.000 --> 00:17:27.000]  並且將他釘在十字架上
[00:17:27.000 --> 00:17:29.000]  是多麼殘酷
[00:17:29.000 --> 00:17:31.000]  多麼大的悲劇
[00:17:31.000 --> 00:17:33.000]  不要忘記
[00:17:33.000 --> 00:17:35.000]  耶穌怎樣說
[00:17:35.000 --> 00:17:37.000]  犯在人面前認我的
[00:17:37.000 --> 00:17:39.000]  我在我天父面前也不認他
[00:17:39.000 --> 00:17:41.000]  犯在人面前不認我的
[00:17:41.000 --> 00:17:43.000]  我在我天父面前也不認他
[00:17:43.000 --> 00:17:45.000]  不認我的
[00:17:45.000 --> 00:17:47.000]  我在我天父面前也不認他
[00:17:47.000 --> 00:17:49.000]  馬太安第十章33節
[00:17:49.000 --> 00:17:51.000]  馬太安第十章33節
[00:17:51.000 --> 00:17:53.000]  我們要想想
[00:17:53.000 --> 00:17:55.000]  當我們拒絕耶穌的時候
[00:17:55.000 --> 00:17:57.000]  帶來一個很嚴重的後果
[00:17:57.000 --> 00:17:59.000]  這個嚴重的後果是影響你永恆
[00:17:59.000 --> 00:18:01.000]  或者我們都信主了
[00:18:01.000 --> 00:18:03.000]  我們都有公道崗位
[00:18:03.000 --> 00:18:05.000]  但是在我們親戚朋友面前
[00:18:05.000 --> 00:18:07.000]  我們有沒有隱藏我們信徒的身份
[00:18:07.000 --> 00:18:09.000]  我們有沒有隱藏我們信徒的身份
[00:18:09.000 --> 00:18:11.000]  我們有沒有隱藏我們信徒的身份
[00:18:11.000 --> 00:18:13.000]  有沒有閉口不言
[00:18:13.000 --> 00:18:15.000]  講述上帝的福音
[00:18:15.000 --> 00:18:17.000]  我們沒有在人面前認他
[00:18:17.000 --> 00:18:19.000]  我們沒有在人面前認他
[00:18:19.000 --> 00:18:21.000]  不單不認他
[00:18:21.000 --> 00:18:23.000]  也不做見證
[00:18:23.000 --> 00:18:25.000]  因為我們怕被人拒絕
[00:18:25.000 --> 00:18:27.000]  怕好像那些人拒絕主一樣
[00:18:27.000 --> 00:18:29.000]  拒絕我們
[00:18:29.000 --> 00:18:31.000]  於是為了討好
[00:18:31.000 --> 00:18:33.000]  我們就
[00:18:33.000 --> 00:18:35.000]  朕不言
[00:18:35.000 --> 00:18:37.000]  一句話都不說
[00:18:37.000 --> 00:18:39.000]  耶穌說
