
[00:00:00.000 --> 00:00:07.000]  各位主人 各位網友 今天主人又有機會跟大家分享神的話
[00:01:37.000 --> 00:01:41.000]  想耶穌的比喻上有一個痛腳
[00:01:41.000 --> 00:01:42.000]  有一個陷阱被他抓到
[00:01:42.000 --> 00:01:45.000]  所以他派出人問耶穌可不可以納粹
[00:01:45.000 --> 00:01:46.000]  派出甚麼人呢?
[00:01:46.000 --> 00:01:50.000]  十二章的十三節說是法利塞人
[00:01:50.000 --> 00:01:52.000]  和幾個希律黨的人
[00:01:52.000 --> 00:01:54.000]  你看到嗎? 他們的對象又不同了
[00:01:54.000 --> 00:01:58.000]  和剛才所說的文士長老又不同了
[00:01:58.000 --> 00:02:02.000]  到了下一次 我們要看的
[00:02:02.000 --> 00:02:07.000]  十二章二十八節
[00:02:07.000 --> 00:02:09.000]  即是第四個問題
[00:02:09.000 --> 00:02:11.000]  就是有一個文士來問
[00:02:11.000 --> 00:02:13.000]  究竟最大的解明是甚麼
[00:02:13.000 --> 00:02:16.000]  今天我們看他們問第三個問題
[00:02:16.000 --> 00:02:18.000]  就是一班殺都該人民的問題
[00:02:18.000 --> 00:02:21.000]  有關復活的事
[00:02:21.000 --> 00:02:24.000]  不知道大家有沒有看過一套電影
[00:02:24.000 --> 00:02:25.000]  叫做《真的有天堂》
[00:02:25.000 --> 00:02:26.000]  有沒有人看過?
[00:02:26.000 --> 00:02:30.000]  有套電影 也有書寫成了
[00:02:30.000 --> 00:02:32.000]  是說一個五歲的新生兒子
[00:02:32.000 --> 00:02:34.000]  他曾經去過天堂
[00:02:34.000 --> 00:02:36.000]  然後上帝給他恩典回來
[00:02:36.000 --> 00:02:38.000]  然後他寫成了
[00:02:38.000 --> 00:02:41.000]  長大之後將他所見到的東西寫下來
[00:02:41.000 --> 00:02:44.000]  而當時所見到的東西
[00:02:44.000 --> 00:02:47.000]  後來很多人都一一印證
[00:02:47.000 --> 00:02:49.000]  他所見到的東西是有根據的等等
[00:02:49.000 --> 00:02:52.000]  一套這樣的電影
[00:02:52.000 --> 00:02:54.000]  我不知道這個天堂
[00:02:54.000 --> 00:02:57.000]  有天堂和沒有天堂
[00:02:57.000 --> 00:03:00.000]  對人生有多大影響
[00:03:00.000 --> 00:03:02.000]  如果真是有天堂的話
[00:03:02.000 --> 00:03:05.000]  如果真是復活的話
[00:03:05.000 --> 00:03:07.000]  我猜你看見人生的終極
[00:03:07.000 --> 00:03:11.000]  可能你會調節一下現在這個過程
[00:03:11.000 --> 00:03:16.000]  就等於有些人真是很盼望看到日出
[00:03:16.000 --> 00:03:19.000]  他會看現在走上山的路
[00:03:19.000 --> 00:03:23.000]  雖然辛苦 但會看得比較輕
[00:03:23.000 --> 00:03:24.000]  或者很快就要過去
[00:03:24.000 --> 00:03:26.000]  因為他會終極見到太陽
[00:03:26.000 --> 00:03:28.000]  終極見到日出
[00:03:28.000 --> 00:03:32.000]  如果你確定人生的終極
[00:03:32.000 --> 00:03:35.000]  你能夠容易看現在走的過程
[00:03:35.000 --> 00:03:37.000]  相反來說
[00:03:37.000 --> 00:03:39.000]  你是基督徒也好 不是基督徒也好
[00:03:39.000 --> 00:03:40.000]  我真的聽過一些基督徒說
[00:03:40.000 --> 00:03:42.000]  他根本說他自己是基督徒
[00:03:42.000 --> 00:03:43.000]  十日洗禮
[00:03:43.000 --> 00:03:45.000]  但他不相信真是有天堂
[00:03:45.000 --> 00:03:48.000]  當然這個信仰出現了很大的問題
[00:03:48.000 --> 00:03:50.000]  如果你真的不相信天堂的話
[00:03:50.000 --> 00:03:52.000]  你根本不會從終極的角度
[00:03:52.000 --> 00:03:54.000]  從天堂的角度看現在的生活
[00:03:54.000 --> 00:03:56.000]  你就和其他人一樣
[00:03:56.000 --> 00:03:59.000]  究竟人在今世裏面最重要的是甚麼
[00:03:59.000 --> 00:04:02.000]  你就將你所有集中力放在那裏
[00:04:02.000 --> 00:04:07.000]  然後你就看成這個就是我人生的終極
[00:04:07.000 --> 00:04:09.000]  不過會不會很奇怪呢
[00:04:09.000 --> 00:04:12.000]  有時候我們相信天堂
[00:04:12.000 --> 00:04:17.000]  但同時間我們好像不是將我們的注力
[00:04:17.000 --> 00:04:20.000]  放在將來回到天堂的時間
[00:04:20.000 --> 00:04:22.000]  上帝怎樣評價我們一生
[00:04:22.000 --> 00:04:24.000]  我們和其他不信耶穌的人一樣
[00:04:24.000 --> 00:04:26.000]  好像將我們所有的精力
[00:04:26.000 --> 00:04:29.000]  放在現在這個世界之上
[00:04:29.000 --> 00:04:30.000]  如果是的話
[00:04:30.000 --> 00:04:33.000]  這個可能更加矛盾的一個立場
[00:04:33.000 --> 00:04:35.000]  這裏說一班人叫撒都該人
[00:04:35.000 --> 00:04:37.000]  撒都該人在馬科堡裏面
[00:04:37.000 --> 00:04:40.000]  這裏說是第一次出現的一個人物
[00:04:40.000 --> 00:04:41.000]  或者一堆這樣的人
[00:04:41.000 --> 00:04:44.000]  撒都該人亦都是一個教派的名字
[00:04:44.000 --> 00:04:47.000]  正如法利賽人是一個教派的名字一樣
[00:04:47.000 --> 00:04:50.000]  撒都該人人數不多 比法利賽人少
[00:04:50.000 --> 00:04:54.000]  不過他們當時差不多是祭司裏面
[00:04:54.000 --> 00:04:55.000]  都是撒都該人
[00:04:55.000 --> 00:04:59.000]  並且大祭司都是由撒都該人所包辦的
[00:04:59.000 --> 00:05:03.000]  你可以見到撒都該人是當時的執政黨
[00:05:03.000 --> 00:05:06.000]  如果大家最近有留意一齣電影
[00:05:06.000 --> 00:05:09.000]  《神的兒子》《上帝之子》
[00:05:09.000 --> 00:05:18.000]  這套電影是說撒都該人和那幫羅馬政權之間的權力糾纏
[00:05:18.000 --> 00:05:21.000]  最後將耶穌釘死在十字架上
[00:05:21.000 --> 00:05:24.000]  我估計那套電影是很真實地反映當時撒都該人
[00:05:24.000 --> 00:05:26.000]  亦都是一幫執政黨
[00:05:26.000 --> 00:05:33.000]  是對宗教、耶路撒冷的聖殿有相當大的權力的人
[00:05:33.000 --> 00:05:35.000]  而撒都該人是一幫現實派
[00:05:35.000 --> 00:05:38.000]  不單止政治的取態現實
[00:05:38.000 --> 00:05:44.000]  而且他們還對所有看不到的東西都不相信
[00:05:44.000 --> 00:05:46.000]  譬如人死了之後去哪裏?
[00:05:46.000 --> 00:05:47.000]  他們覺得沒有這些事
[00:05:47.000 --> 00:05:48.000]  人死了之後就沒有了
[00:05:48.000 --> 00:05:51.000]  譬如他們認為復活當然更加不相信
[00:05:51.000 --> 00:05:53.000]  人死了之後就不會復活了
[00:05:53.000 --> 00:05:58.000]  不相信有靈界或者有些活躍的靈界
[00:05:58.000 --> 00:06:00.000]  在這個世界上來工作的
[00:06:00.000 --> 00:06:04.000]  所以這個時間當耶穌去到聖殿
[00:06:04.000 --> 00:06:07.000]  潔淨聖殿引起這麼大的哄動的時候
[00:06:07.000 --> 00:06:10.000]  他們加上其他本來和他們敵對關係的
[00:06:10.000 --> 00:06:12.000]  或者神學立場不同的派系出現
[00:06:12.000 --> 00:06:15.000]  一樣去挑戰耶穌的領導權
[00:06:15.000 --> 00:06:17.000]  他問一個問題
[00:06:17.000 --> 00:06:19.000]  撒都該人相信摩西五經
[00:06:19.000 --> 00:06:22.000]  創世紀至到生命紀
[00:06:22.000 --> 00:06:24.000]  聖經最早的五本書
[00:06:24.000 --> 00:06:26.000]  而且他認為摩西五經所說的話
[00:06:26.000 --> 00:06:29.000]  是比舊約其他聖經更高超的
[00:06:29.000 --> 00:06:31.000]  所以他找了舊約聖經裏面一段經文
[00:06:31.000 --> 00:06:34.000]  那段經文就在生命紀的第25章
[00:06:34.000 --> 00:06:40.000]  那段經文說到如果哥哥死了
[00:06:40.000 --> 00:06:44.000]  弟弟就有責任娶了他太太
[00:06:44.000 --> 00:06:47.000]  就是娶了他嫂子 然後為她立後
[00:06:47.000 --> 00:06:49.000]  如果用中國人的說話說
[00:06:49.000 --> 00:06:51.000]  就是為她繼後香燈
[00:06:51.000 --> 00:06:54.000]  讓她不像是族譜裏面沒有名字
[00:06:54.000 --> 00:06:57.000]  並且她的家產不會外傳
[00:06:57.000 --> 00:06:59.000]  當然從今天的現代社會來說是很奇怪的
[00:06:59.000 --> 00:07:02.000]  但其實這個做法在現在在中國
[00:07:02.000 --> 00:07:06.000]  和當時的希臘社會都普遍的做法
[00:07:06.000 --> 00:07:10.000]  他就用這個背景去問耶穌
[00:07:10.000 --> 00:07:13.000]  問的原因不是他想知道答案
[00:07:13.000 --> 00:07:17.000]  問的原因就是想令到耶穌答不出
[00:07:17.000 --> 00:07:21.000]  或者顯示出相信復活的荒謬
[00:07:21.000 --> 00:07:25.000]  他就說如果哥哥娶了他太太
[00:07:25.000 --> 00:07:28.000]  沒有弟弟就死了
[00:07:28.000 --> 00:07:30.000]  根據摩西的律法
[00:07:30.000 --> 00:07:34.000]  弟弟第二個就要接了這個責任
[00:07:34.000 --> 00:07:37.000]  弟弟也是娶了之後
[00:07:37.000 --> 00:07:39.000]  沒有弟弟又死了
[00:07:39.000 --> 00:07:41.000]  第三個第四個一直都是這樣
[00:07:41.000 --> 00:07:42.000]  七兄弟都是這樣
[00:07:42.000 --> 00:07:45.000]  當然是很極端的一個情況
[00:07:45.000 --> 00:07:48.000]  結果七個人都離開世界沒有弟弟
[00:07:48.000 --> 00:07:52.000]  然後女士都同樣過世了
[00:07:52.000 --> 00:07:55.000]  他就問耶穌如果相信復活的話
[00:07:55.000 --> 00:07:59.000]  將來天堂這位女士屬於七兄弟裏面
[00:07:59.000 --> 00:08:01.000]  是誰的太太呢?
[00:08:01.000 --> 00:08:05.000]  似乎好像化利賽亞人問的那條絕世好橋一樣
[00:08:05.000 --> 00:08:07.000]  是否要納粹被該殺?
[00:08:07.000 --> 00:08:09.000]  這個問題很難回答
[00:08:09.000 --> 00:08:10.000]  問出這個問題之後
[00:08:10.000 --> 00:08:13.000]  耶穌就在二十四節開始回答他
[00:08:13.000 --> 00:08:15.000]  不過在講下去之前
[00:08:15.000 --> 00:08:18.000]  我想先提出一個重點
[00:08:18.000 --> 00:08:21.000]  當一個人問一個信仰問題的時候
[00:08:21.000 --> 00:08:23.000]  可以有很多不同的動機
[00:08:23.000 --> 00:08:28.000]  動機有時候比你問的問題更加重要
[00:08:28.000 --> 00:08:30.000]  有動機去學習
[00:08:30.000 --> 00:08:34.000]  當然比沒有動機去學習會事半功倍得多
[00:08:34.000 --> 00:08:37.000]  有動機很多事你都會做
[00:08:37.000 --> 00:08:40.000]  沒有動機可能很多事你都知道要做
[00:08:40.000 --> 00:08:42.000]  但不會做
[00:08:42.000 --> 00:08:44.000]  但如果錯誤的動機
[00:08:44.000 --> 00:08:46.000]  就算你很努力去做
[00:08:46.000 --> 00:08:50.000]  但是你只會得到一個不正確的答案
[00:08:51.000 --> 00:08:54.000]  有一個人經常遲到
[00:08:54.000 --> 00:08:56.000]  做甚麼都會遲到
[00:08:56.000 --> 00:08:58.000]  不知當中是否這樣
[00:08:58.000 --> 00:09:00.000]  經常遲到
[00:09:00.000 --> 00:09:02.000]  他去看牙醫
[00:09:02.000 --> 00:09:04.000]  也經常遲到
[00:09:04.000 --> 00:09:06.000]  經常遲到
[00:09:06.000 --> 00:09:08.000]  很有趣 當然是遲了十至十五分鐘
[00:09:08.000 --> 00:09:10.000]  你從十一點做好
[00:09:10.000 --> 00:09:12.000]  他就遲了十至十五分鐘
[00:09:12.000 --> 00:09:14.000]  十二點做好 也是遲了十至十五分鐘
[00:09:14.000 --> 00:09:16.000]  當然是遲了
[00:09:16.000 --> 00:09:22.000]  有一天他打電話去看醫生註冊處的地方
[00:09:22.000 --> 00:09:26.000]  問我約了甚麼時候去看醫生
[00:09:26.000 --> 00:09:28.000]  問登記的人
[00:09:28.000 --> 00:09:32.000]  我大概都會遲十多分鐘
[00:09:32.000 --> 00:09:34.000]  有沒有問題
[00:09:34.000 --> 00:09:36.000]  這個人知道他經常遲到
[00:09:36.000 --> 00:09:38.000]  所以想警戒他
[00:09:38.000 --> 00:09:40.000]  很有智慧地回答
[00:09:40.000 --> 00:09:42.000]  他沒有問題 遲十五分鐘沒有問題
[00:09:42.000 --> 00:09:43.000]  不過你來到之後
[00:09:43.000 --> 00:09:45.000]  我們不夠時間幫你打麻醉藥
[00:09:45.000 --> 00:09:47.000]  你照樣來吧
[00:09:47.000 --> 00:09:49.000]  結果這個人很準時到達
[00:09:49.000 --> 00:09:51.000]  因為他有動機
[00:09:51.000 --> 00:09:55.000]  同樣在信仰歷程裏
[00:09:55.000 --> 00:09:57.000]  有時似乎有些人
[00:09:57.000 --> 00:09:59.000]  好像經常都不長進
[00:09:59.000 --> 00:10:01.000]  聽到也會這樣
[00:10:01.000 --> 00:10:03.000]  因為沒有動機
[00:10:03.000 --> 00:10:05.000]  但如果動機錯了
[00:10:05.000 --> 00:10:07.000]  可能比沒有動機更加困難
[00:10:07.000 --> 00:10:13.000]  這班殺死了人的問題
[00:10:13.000 --> 00:10:15.000]  但他不是真的想知道答案
[00:10:15.000 --> 00:10:20.000]  他只不過是很想顯出他信仰的合理
[00:10:20.000 --> 00:10:22.000]  耶穌的不合理
[00:10:22.000 --> 00:10:25.000]  他將一個很嚴肅的
[00:10:25.000 --> 00:10:27.000]  一個很重要的問題
[00:10:27.000 --> 00:10:29.000]  這個問題就是影響到一個人永恆的歸宿
[00:10:29.000 --> 00:10:31.000]  究竟有沒有復活
[00:10:31.000 --> 00:10:33.000]  變成了一個純粹理論
[00:10:33.000 --> 00:10:36.000]  甚至是一個去作弄人的問題
[00:10:36.000 --> 00:10:40.000]  他將原本我們今生存在最需要面對的問題
[00:10:40.000 --> 00:10:42.000]  究竟有沒有來生呢
[00:10:42.000 --> 00:10:44.000]  變成一個無關痛癢的
[00:10:44.000 --> 00:10:46.000]  一個瑣碎的問題
[00:10:46.000 --> 00:10:50.000]  當信仰再不是自己經歷
[00:10:50.000 --> 00:10:54.000]  當信仰再不是和自己生命有關係的時候
[00:10:54.000 --> 00:10:58.000]  這個信仰會變成一個腐化
[00:10:58.000 --> 00:11:02.000]  和好像是一個多餘的行動
[00:11:02.000 --> 00:11:08.000]  我們當中可能有一些誤導朋友
[00:11:08.000 --> 00:11:10.000]  我們叫誤導朋友
[00:11:10.000 --> 00:11:12.000]  我們教了一段時間可能還未決志的朋友
[00:11:12.000 --> 00:11:14.000]  我同樣鼓勵你
[00:11:14.000 --> 00:11:16.000]  究竟用什麼心態來教會呢
[00:11:16.000 --> 00:11:19.000]  你用什麼心態去查經
[00:11:19.000 --> 00:11:22.000]  或者去問一些信仰的問題呢
[00:11:22.000 --> 00:11:24.000]  如果問題純粹是為了好奇心
[00:11:24.000 --> 00:11:26.000]  你去問一下那裡問一下
[00:11:26.000 --> 00:11:28.000]  但是不想著原來這個信仰
[00:11:28.000 --> 00:11:30.000]  如果是真的話
[00:11:30.000 --> 00:11:32.000]  會怎樣改變我們生命
[00:11:32.000 --> 00:11:34.000]  可能整個的態度
[00:11:34.000 --> 00:11:37.000]  整個學習的動機是需要再調節
[00:11:37.000 --> 00:11:39.000]  同樣的姐妹
[00:11:39.000 --> 00:11:42.000]  相信這裡大部分都是信了耶穌的人
[00:11:42.000 --> 00:11:44.000]  當我信了主之後
[00:11:44.000 --> 00:11:47.000]  我們對信仰的興趣動機又如何呢
[00:11:47.000 --> 00:11:49.000]  會不會在信仰歷程裡
[00:11:49.000 --> 00:11:51.000]  有時候懶得去問
[00:11:51.000 --> 00:11:53.000]  懶得去追尋
[00:11:53.000 --> 00:11:55.000]  就算追尋的時間
[00:11:55.000 --> 00:11:58.000]  似乎都不是為了我生命的原因去追尋
[00:11:58.000 --> 00:12:00.000]  為什麼信了主之後
[00:12:00.000 --> 00:12:02.000]  我生命沒有這樣的改變呢
[00:12:02.000 --> 00:12:04.000]  上帝答應了這些的應許
[00:12:04.000 --> 00:12:06.000]  為什麼臨到我身上呢
[00:12:06.000 --> 00:12:09.000]  假如你能夠從這個角度去想
[00:12:09.000 --> 00:12:11.000]  我猜你更加能夠看到
[00:12:11.000 --> 00:12:14.000]  信仰和你生命的關係
[00:12:14.000 --> 00:12:16.000]  耶穌怎樣回答他們呢?
[00:12:16.000 --> 00:12:20.000]  這個問題似乎是一個很質疑
[00:12:20.000 --> 00:12:22.000]  或者不是很認真
[00:12:22.000 --> 00:12:24.000]  想尋求真理的態度
[00:12:24.000 --> 00:12:25.000]  但耶穌照樣回答他們
[00:12:25.000 --> 00:12:27.000]  二十四節
[00:12:27.000 --> 00:12:30.000]  馬科音十二章二十四節
[00:12:30.000 --> 00:12:32.000]  耶穌說:你們所以錯了
[00:12:32.000 --> 00:12:35.000]  豈不是因為不明白聖經
[00:12:35.000 --> 00:12:38.000]  不曉得神的大能嗎?
[00:12:38.000 --> 00:12:41.000]  這裡說了主要三句話
[00:12:41.000 --> 00:12:43.000]  第一句說話:你們錯了
[00:12:43.000 --> 00:12:47.000]  第二和第三句是解釋為什麼他們錯了
[00:12:47.000 --> 00:12:49.000]  就是兩句平行的說話
[00:12:49.000 --> 00:12:51.000]  一句是不明白聖經
[00:12:51.000 --> 00:12:54.000]  錯的原因是不明白聖經
[00:12:54.000 --> 00:12:55.000]  第一
[00:12:55.000 --> 00:12:58.000]  第二是不曉得神的大能
[00:12:58.000 --> 00:13:03.000]  這兩句說話就像一個前輩的兩面
[00:13:03.000 --> 00:13:04.000]  是分不開的
[00:13:04.000 --> 00:13:06.000]  不明白聖經
[00:13:06.000 --> 00:13:09.000]  以至他不曉得神的作為
[00:13:09.000 --> 00:13:12.000]  請再聽一次
[00:13:12.000 --> 00:13:14.000]  因為我不明白聖經
[00:13:14.000 --> 00:13:18.000]  所以我不會曉得上帝在我生命當中的作為
[00:13:18.000 --> 00:13:20.000]  但相反的
[00:13:20.000 --> 00:13:23.000]  因為我沒有經歷上帝的作為
[00:13:23.000 --> 00:13:26.000]  所以我會不明白聖經
[00:13:26.000 --> 00:13:28.000]  如果正面來說
[00:13:28.000 --> 00:13:30.000]  如果明白聖經的話
[00:13:30.000 --> 00:13:31.000]  聖經是神的道
[00:13:31.000 --> 00:13:33.000]  是叫我們能夠行善
[00:13:33.000 --> 00:13:34.000]  是叫我們能夠建立生命
[00:13:34.000 --> 00:13:36.000]  是叫我們成為新造的人
[00:13:36.000 --> 00:13:37.000]  所謂明白聖經
[00:13:37.000 --> 00:13:39.000]  應該聖經給我
[00:13:39.000 --> 00:13:43.000]  曉得上帝在我身上的作為
[00:13:43.000 --> 00:13:46.000]  但當我生命沒有改變的時候
[00:13:46.000 --> 00:13:47.000]  我信耶穌一年也好
[00:13:47.000 --> 00:13:48.000]  兩年也好
[00:13:48.000 --> 00:13:49.000]  十年也好
[00:13:49.000 --> 00:13:50.000]  二十年也好
[00:13:50.000 --> 00:13:51.000]  我生命沒有改變的時候
[00:13:51.000 --> 00:13:53.000]  即是說神的道雖然聽了很多
[00:13:53.000 --> 00:13:55.000]  我不是真的明白聖經
[00:13:55.000 --> 00:13:57.000]  用高羅西書的說話說
[00:13:57.000 --> 00:13:59.000]  保羅的說話說
[00:13:59.000 --> 00:14:02.000]  他說:我盼望你們真知道他
[00:14:02.000 --> 00:14:05.000]  甚麼叫真知道和假知道有甚麼分別呢?
[00:14:05.000 --> 00:14:08.000]  或是甚麼叫知道和真知道呢?
[00:14:08.000 --> 00:14:10.000]  不是內容有分別
[00:14:10.000 --> 00:14:12.000]  不是有些人知道真事
[00:14:12.000 --> 00:14:13.000]  有些人知道假事
[00:14:13.000 --> 00:14:15.000]  如果傳道講聖經都是同樣地說
[00:14:15.000 --> 00:14:17.000]  那篇信息是一樣的
[00:14:17.000 --> 00:14:19.000]  所以沒有分真和假
[00:14:19.000 --> 00:14:21.000]  不過甚麼叫真知道他呢?
[00:14:21.000 --> 00:14:23.000]  是說你聽了之後
[00:14:23.000 --> 00:14:26.000]  你會形容成為你生命的一部份
[00:14:26.000 --> 00:14:28.000]  那個就是真知道他
[00:14:28.000 --> 00:14:29.000]  不用人告訴你
[00:14:29.000 --> 00:14:31.000]  你和他有個人的關係
[00:14:31.000 --> 00:14:34.000]  聖經說你為甚麼會錯呢?
[00:14:34.000 --> 00:14:35.000]  兩個原因
[00:14:35.000 --> 00:14:36.000]  不明白聖經
[00:14:36.000 --> 00:14:40.000]  不曉得神的大能
[00:14:40.000 --> 00:14:42.000]  吾子想過
[00:14:42.000 --> 00:14:47.000]  因為我不相信上帝可以這樣作為
[00:14:47.000 --> 00:14:50.000]  所以我會解錯聖經
[00:14:50.000 --> 00:14:53.000]  這正正就是薩都哥人的問題
[00:14:53.000 --> 00:14:55.000]  薩都哥人他認為一定沒有復活
[00:14:55.000 --> 00:14:56.000]  所以聖經怎樣說都好
[00:14:56.000 --> 00:14:59.000]  都會解釋成那些經文不是講復活的
[00:14:59.000 --> 00:15:02.000]  先有立場然後解釋那些經文
[00:15:02.000 --> 00:15:06.000]  照著自己的喜好得出的結論
[00:15:06.000 --> 00:15:09.000]  我在神學院有機會和神學生
[00:15:09.000 --> 00:15:11.000]  或者有機會在教書的時候
[00:15:11.000 --> 00:15:15.000]  會經常接觸一些不同的神學派別的學者
[00:15:15.000 --> 00:15:18.000]  當時鄧這些很聰明的學者
[00:15:18.000 --> 00:15:20.000]  真的很同情他們
[00:15:20.000 --> 00:15:21.000]  他們研究聖經很好
[00:15:21.000 --> 00:15:23.000]  他們很有學問
[00:15:23.000 --> 00:15:25.000]  甚至他們窮一生的功力
[00:15:25.000 --> 00:15:28.000]  去研究一卷書或者一段經文
[00:15:28.000 --> 00:15:30.000]  但是如果他不相信的話
[00:15:30.000 --> 00:15:31.000]  就是不相信的
[00:15:31.000 --> 00:15:33.000]  我舉個例子
[00:15:33.000 --> 00:15:36.000]  在舊約聖經裏面有一卷書叫做《尼加書》
[00:15:36.000 --> 00:15:37.000]  大家知道嗎?
[00:15:37.000 --> 00:15:39.000]  《小先知書》裏面有一卷書叫做《尼加書》
[00:15:39.000 --> 00:15:41.000]  《尼加書》裏面有很多預言的
[00:15:41.000 --> 00:15:43.000]  《尼加書》照我們的認識
[00:15:43.000 --> 00:15:46.000]  就是和以塞、先知同期
[00:15:46.000 --> 00:15:48.000]  即是說若不是公元前
[00:15:48.000 --> 00:15:52.000]  公元前六至七百年的一位先知
[00:15:52.000 --> 00:15:54.000]  那書裏面有很多很多預言的
[00:15:54.000 --> 00:15:56.000]  即是說在中東一帶地方
[00:15:56.000 --> 00:15:59.000]  這個國家怎樣、這個國家怎樣、這個國家怎樣
[00:15:59.000 --> 00:16:01.000]  最後因為他們行惡
[00:16:01.000 --> 00:16:02.000]  因為他們得罪神
[00:16:02.000 --> 00:16:04.000]  因為他們對人冷酷無情
[00:16:04.000 --> 00:16:07.000]  所以都會慢慢滅亡
[00:16:07.000 --> 00:16:09.000]  講了這些預言
[00:16:09.000 --> 00:16:12.000]  有一本《尼加書》的主色書
[00:16:12.000 --> 00:16:14.000]  一個非常出名的學者
[00:16:14.000 --> 00:16:17.000]  所以《尼加書》差不多是其中一位的代表人物
[00:16:17.000 --> 00:16:18.000]  是一本所謂的classic
[00:16:18.000 --> 00:16:20.000]  你看《尼加書》的《釋經書》
[00:16:20.000 --> 00:16:22.000]  很多時候都引他做一個代表
[00:16:22.000 --> 00:16:27.000]  這位西方學者他就不相信預言
[00:16:27.000 --> 00:16:30.000]  他認為所有的預言都是假的
[00:16:30.000 --> 00:16:33.000]  他認為上帝不會行超自然的作為
[00:16:33.000 --> 00:16:34.000]  《釋經》只是一本普通的書
[00:16:34.000 --> 00:16:36.000]  所以怎樣解釋經文呢?
[00:16:36.000 --> 00:16:39.000]  這些書就說這個國家怎樣、這個國家怎樣、這個國家怎樣
[00:16:39.000 --> 00:16:43.000]  如果你假設這本書是公元前六、七百年寫的
[00:16:43.000 --> 00:16:46.000]  這些事發生在公元前三百多年
[00:16:46.000 --> 00:16:47.000]  那這個當然是預言了
[00:16:47.000 --> 00:16:50.000]  預言二、三百年之後發生的事
[00:16:50.000 --> 00:16:53.000]  不過這個就說其實不是
[00:16:53.000 --> 00:16:56.000]  《尼加書》是公元前二百年寫的
[00:16:56.000 --> 00:17:00.000]  即是說已經發生了列國發生的事
[00:17:00.000 --> 00:17:03.000]  當時巴比倫怎樣、亞述怎樣、
[00:17:03.000 --> 00:17:05.000]  這個菲利士人會怎樣等等
[00:17:05.000 --> 00:17:07.000]  已經發生了
[00:17:07.000 --> 00:17:11.000]  所以尼加用發生了的這些歷史事件
[00:17:11.000 --> 00:17:13.000]  就寫成了這本書
[00:17:13.000 --> 00:17:14.000]  其實不是真是尼加先知
[00:17:14.000 --> 00:17:19.000]  這個只是托尼加先知的名字所寫成的一本教訓
[00:17:19.000 --> 00:17:23.000]  當時以色列人要好好地不要行惡的一本書
[00:17:23.000 --> 00:17:25.000]  所以那些不是預言應驗
[00:17:25.000 --> 00:17:28.000]  那些是歷史事件的教誨
[00:17:28.000 --> 00:17:30.000]  有沒有聽過這樣說?
[00:17:30.000 --> 00:17:32.000]  原來很多學者
[00:17:32.000 --> 00:17:36.000]  所謂的生派學者有這樣的態度
[00:17:36.000 --> 00:17:40.000]  我就從頭到尾看了這本書
