
[00:00:00.000 --> 00:00:05.620]  多謝主席為我讀出這麼長的經文
[00:04:58.700 --> 00:05:01.020]  祂說被呼召的人多
[00:05:01.020 --> 00:05:03.180]  損傷的人少
[00:05:03.180 --> 00:05:06.780]  即很多人會被呼召去聽福音
[00:05:06.780 --> 00:05:09.580]  但最後得救的人數是少的
[00:05:09.580 --> 00:05:13.180]  接著很多人是挑戰耶穌基督
[00:05:13.180 --> 00:05:15.500]  在對話當中第二十二章
[00:05:15.500 --> 00:05:19.580]  耶穌將整本聖經最重要的誡命
[00:05:19.580 --> 00:05:20.860]  講了出來
[00:05:20.860 --> 00:05:24.140]  就是盡心盡性盡義愛主你的神
[00:05:24.140 --> 00:05:26.220]  和要愛倫如己
[00:05:26.220 --> 00:05:28.460]  我想大家記住這個結構
[00:05:28.460 --> 00:05:30.220]  特別是這個重心
[00:05:30.220 --> 00:05:33.260]  接著有一個章節就是
[00:05:33.260 --> 00:05:36.620]  耶穌基督責備民事和法利塞人
[00:05:36.620 --> 00:05:40.460]  都是以為自己認識上帝的人
[00:05:40.460 --> 00:05:42.380]  都是教內的人
[00:05:42.380 --> 00:05:43.900]  最後二十四章
[00:05:43.900 --> 00:05:47.580]  耶穌就說祂會再回來
[00:05:47.580 --> 00:05:49.180]  而祂再回來的時候
[00:05:49.180 --> 00:05:50.380]  祂用兩個比喻
[00:05:50.380 --> 00:05:51.980]  就是插入屋的比喻
[00:05:51.980 --> 00:05:54.780]  和不忠心報人的比喻
[00:05:54.780 --> 00:06:00.300]  去說出那個時間是不知道的
[00:06:00.300 --> 00:06:02.140]  不確定的時間
[00:06:02.140 --> 00:06:03.900]  接著就說十個童女
[00:06:03.900 --> 00:06:06.220]  才幹和綿羊和山羊的比喻
[00:06:06.220 --> 00:06:08.620]  藍色圈裹著的部分
[00:06:08.620 --> 00:06:10.460]  就是我今天嘗試去解釋的部分
[00:06:10.460 --> 00:06:12.540]  我會用兩個短的比喻
[00:06:12.540 --> 00:06:14.220]  做一個簡介做一個介紹
[00:06:14.220 --> 00:06:17.980]  然後去詳細介紹十個童女的比喻
[00:06:17.980 --> 00:06:20.780]  開頭我說有兩個象徵性的行動
[00:06:20.780 --> 00:06:22.700]  這兩個象徵性的行動是貫穿
[00:06:22.700 --> 00:06:26.860]  祂最後整個星期二說到的中心
[00:06:26.860 --> 00:06:28.700]  第一個就是祂見到以色列
[00:06:28.700 --> 00:06:32.620]  這個宗教制度崩潰是腐壞
[00:06:32.620 --> 00:06:34.700]  因為他們有很多頁
[00:06:34.700 --> 00:06:39.180]  代表他們有很多宗教的儀式行動
[00:06:39.180 --> 00:06:40.300]  但是沒有果子
[00:06:40.300 --> 00:06:41.900]  就是他們沒有內心
[00:06:41.900 --> 00:06:43.980]  沒有內涵
[00:06:43.980 --> 00:06:46.700]  所以耶穌基督就在這個無花果樹
[00:06:46.700 --> 00:06:48.940]  是告訴他們知道
[00:06:48.940 --> 00:06:51.740]  這個虛假的制度
[00:06:51.740 --> 00:06:54.940]  宗教的制度是會被審判被取締
[00:06:54.940 --> 00:06:58.780]  而耶穌作為一個默基使德
[00:06:58.780 --> 00:07:01.020]  級別的永遠的祭司
[00:07:01.020 --> 00:07:05.180]  會取代這個聖殿的制度
[00:07:05.180 --> 00:07:06.380]  而祂是贖罪制
[00:07:06.380 --> 00:07:10.060]  人可以藉著耶穌基督的名
[00:07:10.060 --> 00:07:12.540]  去到父神面前祈禱
[00:07:12.540 --> 00:07:14.300]  而沒有結果子
[00:07:14.300 --> 00:07:16.060]  就是沒有悔改的生命
[00:07:16.060 --> 00:07:17.580]  無論你在教會多久
[00:07:17.580 --> 00:07:19.340]  是會面對審判
[00:07:19.340 --> 00:07:21.820]  這是第一個象徵性的行動
[00:07:21.820 --> 00:07:23.580]  第二個就是潔淨聖殿
[00:07:23.580 --> 00:07:27.820]  因為真正的敬拜是要藉著心靈
[00:07:27.820 --> 00:07:28.620]  和誠實
[00:07:28.620 --> 00:07:31.420]  誠實就是按著真理去敬拜上帝
[00:07:31.420 --> 00:07:35.580]  只有那些是讓聖靈重生
[00:07:35.580 --> 00:07:37.100]  將我們的靈魂甦醒
[00:07:37.100 --> 00:07:39.100]  對神的說話有反應的人
[00:07:39.100 --> 00:07:43.340]  才懂得用心靈按真理去敬拜
[00:07:43.340 --> 00:07:45.820]  就好像法總比喻裏面
[00:07:45.820 --> 00:07:48.220]  說到的好的土壤一樣
[00:07:48.220 --> 00:07:50.460]  只是那些聽了神的道
[00:07:50.460 --> 00:07:54.060]  很認真的、持守的、行出來的
[00:07:54.060 --> 00:07:55.260]  就是結果子
[00:07:55.260 --> 00:07:59.340]  有100倍、500倍等等
[00:07:59.340 --> 00:08:02.140]  這兩個象徵性的行動
[00:08:02.140 --> 00:08:05.260]  讓我們看到以後的那些比喻
[00:08:05.260 --> 00:08:08.220]  是連貫性的
[00:08:08.220 --> 00:08:11.900]  我們先看第一個短的比喻
[00:08:11.900 --> 00:08:13.740]  踩入屋的比喻
[00:08:13.740 --> 00:08:17.340]  當我們上到主在來的時候
[00:08:17.340 --> 00:08:19.420]  很多人會想
[00:08:19.420 --> 00:08:21.980]  希望看多一點聖經
[00:08:21.980 --> 00:08:23.500]  看啟示錄
[00:08:23.500 --> 00:08:26.620]  看那隻紅馬、白馬等等
[00:08:26.620 --> 00:08:29.180]  估計主何時會回來
[00:08:29.180 --> 00:08:31.340]  我們好像希望
[00:08:31.340 --> 00:08:34.060]  如果只知道主何時會回來
[00:08:34.060 --> 00:08:36.860]  好像幫助我們趨吉避凶
[00:08:36.860 --> 00:08:40.460]  但我們要仔細看耶穌基督怎樣說
[00:08:40.460 --> 00:08:45.660]  因為原來這裏有很多提醒和警告
[00:08:45.660 --> 00:08:47.740]  這裏開始第36節
[00:08:47.740 --> 00:08:49.180]  那日子
[00:08:49.180 --> 00:08:52.700]  這個那日子是和44節最後
[00:08:52.700 --> 00:08:55.740]  括著人子來料相對的
[00:08:55.740 --> 00:08:57.820]  那日子是代表人子
[00:08:57.820 --> 00:09:01.500]  就是耶穌基督第二次再回來的時候
[00:09:01.500 --> 00:09:02.460]  耶穌基督說
[00:09:02.460 --> 00:09:05.100]  那個時辰是沒有人知道的
[00:09:05.100 --> 00:09:07.100]  連天上的天使
[00:09:07.100 --> 00:09:08.540]  連子都不知道
[00:09:08.540 --> 00:09:10.780]  唯有父知道
[00:09:10.780 --> 00:09:13.740]  那個情況就好像羅亞的日子一樣
[00:09:13.740 --> 00:09:16.940]  人們是照常的吃喝嫁娶
[00:09:16.940 --> 00:09:19.980]  到羅亞入方舟那日
[00:09:19.980 --> 00:09:22.700]  不知不覺之間
[00:09:22.700 --> 00:09:24.380]  他們沒有準備的
[00:09:24.380 --> 00:09:27.340]  洪水就來將他們沖散
[00:09:27.340 --> 00:09:31.820]  這是一個很特別的提醒
[00:09:31.820 --> 00:09:35.820]  因為耶穌基督在42節裏
[00:09:35.820 --> 00:09:38.300]  給了我們兩個提醒
[00:09:38.300 --> 00:09:39.820]  第一要警醒
[00:09:39.820 --> 00:09:41.980]  一個因為、一個原因
[00:09:41.980 --> 00:09:44.540]  接著44節要我們準備
[00:09:44.540 --> 00:09:48.140]  又一個因為、又一個原因
[00:09:48.140 --> 00:09:53.180]  大家看完耶穌基督42-44節的答案
[00:09:53.180 --> 00:09:56.220]  看不看到耶穌何時回來
[00:09:56.220 --> 00:09:58.460]  很精準看不看到
[00:09:58.460 --> 00:09:59.900]  看不到是吧
[00:09:59.900 --> 00:10:02.940]  我們不知道何時回來
[00:10:02.940 --> 00:10:06.060]  其實耶穌基督的答案是很精準的
[00:10:06.060 --> 00:10:07.500]  就是你不知道
[00:10:07.500 --> 00:10:10.140]  你想不到的時間
[00:10:10.140 --> 00:10:12.140]  這個就是答案
[00:10:12.140 --> 00:10:14.940]  所以當我們嘗試去估計
[00:10:14.940 --> 00:10:17.260]  耶穌基督何時再回來的時候
[00:10:17.260 --> 00:10:19.740]  耶穌基督已經給了我們答案
[00:10:19.740 --> 00:10:21.660]  就是你想不到的
[00:10:21.660 --> 00:10:24.700]  你不知道的時間
[00:10:24.700 --> 00:10:26.060]  明白嗎
[00:10:26.060 --> 00:10:29.660]  有時耶穌基督的真理是很直接
[00:10:29.660 --> 00:10:31.980]  但我們有時好像被眼睛遮住了
[00:10:31.980 --> 00:10:33.420]  看不到
[00:10:33.420 --> 00:10:35.340]  當我們嘗試去估計的時候
[00:10:35.340 --> 00:10:36.140]  其實很危險的
[00:10:36.140 --> 00:10:38.140]  我們接著看第二個經文
[00:10:38.140 --> 00:10:41.340]  我們就知道為何我們嘗試去估計
[00:10:41.340 --> 00:10:43.100]  是這麼危險
[00:10:43.100 --> 00:10:44.380]  這裡和我們說
[00:10:44.380 --> 00:10:45.340]  如果我們
[00:10:45.340 --> 00:10:48.140]  耶穌基督出一個試卷問我們
[00:10:48.140 --> 00:10:50.700]  祂何時會再回來
[00:10:50.700 --> 00:10:53.180]  這個直接的答案就是
[00:10:53.180 --> 00:10:55.180]  我們不知道的時候
[00:10:55.180 --> 00:10:56.860]  我們想不到的時候
[00:10:56.860 --> 00:10:58.300]  意思就是說
[00:10:58.300 --> 00:11:01.980]  我們沒有必要去想
[00:11:01.980 --> 00:11:03.420]  去估計
[00:11:03.420 --> 00:11:05.180]  因為答案已經很直接
[00:11:05.180 --> 00:11:06.140]  是你不知道
[00:11:06.140 --> 00:11:07.660]  你想不到的時候
[00:11:07.660 --> 00:11:08.700]  明白嗎
[00:11:08.700 --> 00:11:12.780]  為何這句說話這麼重要
[00:11:12.780 --> 00:11:14.700]  我們再看第二個
[00:11:14.700 --> 00:11:17.260]  短的庇譽我們就知道
[00:11:17.260 --> 00:11:19.580]  耶穌基督叫我們警醒
[00:11:19.580 --> 00:11:21.100]  叫我們準備
[00:11:21.100 --> 00:11:22.780]  接著他連著「那麼」
[00:11:22.780 --> 00:11:24.620]  即是還未完的
[00:11:24.620 --> 00:11:26.140]  原來叫我們警醒準備
[00:11:26.140 --> 00:11:30.060]  是和我們侍奉上帝有關的
[00:11:30.060 --> 00:11:31.580]  我們警醒準備
[00:11:31.580 --> 00:11:33.420]  這個主隨時會回來
[00:11:33.420 --> 00:11:35.260]  我們不知道那個時間
[00:11:35.260 --> 00:11:37.900]  因為上帝在這裡和我們說
[00:11:37.900 --> 00:11:41.820]  誰是那個忠心又精明的僕人
[00:11:41.820 --> 00:11:45.020]  即是神對我們有要求有期望
[00:11:45.020 --> 00:11:49.340]  祂不想我們知道祂何時再回來
[00:11:49.340 --> 00:11:52.700]  是要我們每時每刻
[00:11:52.700 --> 00:11:56.380]  做一個忠心精明的僕人
[00:11:56.380 --> 00:11:58.140]  到祂回來那一刻
[00:11:58.140 --> 00:12:01.820]  如果我們按著祂的吩咐去做
[00:12:01.820 --> 00:12:05.100]  這裡按時分糧給其他需要的人
[00:12:05.100 --> 00:12:06.300]  主來到的時候
[00:12:06.300 --> 00:12:08.300]  看見這個僕人這樣做
[00:12:08.300 --> 00:12:10.380]  那僕人就有福了
[00:12:10.380 --> 00:12:13.820]  原來上帝叫我們警醒準備
[00:12:13.820 --> 00:12:15.260]  就是叫我們每時每刻
[00:12:15.260 --> 00:12:17.980]  做一個忠心的僕人
[00:12:17.980 --> 00:12:20.700]  目的是叫我們蒙福
[00:12:20.700 --> 00:12:22.060]  因為當祂回來的時候
[00:12:22.060 --> 00:12:25.340]  如果我們還是忠心侍奉祂的時候
[00:12:25.340 --> 00:12:28.300]  這裡和我們說我們會有福
[00:12:28.300 --> 00:12:31.660]  為何我們不要去猜
[00:12:31.660 --> 00:12:35.580]  當我們以為耶穌基督的答案不精準
[00:12:35.580 --> 00:12:36.780]  其實是最精準的
[00:12:36.780 --> 00:12:37.980]  就是你不知道
[00:12:37.980 --> 00:12:39.580]  你猜不到的時候
[00:12:39.580 --> 00:12:41.580]  為何我們不要去猜
[00:12:41.580 --> 00:12:45.340]  看48節
[00:12:45.340 --> 00:12:46.380]  耶穌基督說
[00:12:46.380 --> 00:12:51.260]  如果那惡的僕人心裡說
[00:12:51.260 --> 00:12:54.780]  我的主會來得遲
[00:12:54.780 --> 00:12:57.020]  他就嘗試去猜
[00:12:57.020 --> 00:12:57.820]  他嘗試去猜
[00:12:57.820 --> 00:12:59.900]  沒那麼快
[00:12:59.900 --> 00:13:01.980]  為何這麼大件事
[00:13:01.980 --> 00:13:03.740]  我們要記住
[00:13:03.740 --> 00:13:06.620]  主耶穌是真理的本體
[00:13:06.620 --> 00:13:08.940]  是絕對真理的本體
[00:13:08.940 --> 00:13:13.100]  當耶穌基督發表的任何一句說話
[00:13:13.100 --> 00:13:15.420]  都是絕對的真理
[00:13:15.420 --> 00:13:16.620]  如果他的絕對真理
[00:13:16.620 --> 00:13:18.300]  就是他再回來的時候
[00:13:18.300 --> 00:13:20.140]  是你不知道
[00:13:20.140 --> 00:13:22.140]  你想不到的時候
[00:13:22.140 --> 00:13:25.260]  任何估計偏離這個真理
[00:13:25.260 --> 00:13:27.340]  都是離開了真理
[00:13:27.340 --> 00:13:28.060]  是不是
[00:13:28.060 --> 00:13:30.540]  所以當我們一偏離真理的時候
[00:13:30.540 --> 00:13:32.540]  我們就不認識這個上帝
[00:13:32.540 --> 00:13:34.460]  所以他嘗試去猜
[00:13:34.460 --> 00:13:35.820]  這個主人來得遲
[00:13:35.820 --> 00:13:37.180]  沒那麼快
[00:13:37.180 --> 00:13:37.740]  從第二
[00:13:37.740 --> 00:13:38.620]  耶穌基督已經說了
[00:13:38.620 --> 00:13:39.260]  你不知道
[00:13:39.260 --> 00:13:40.540]  你猜不到
[00:13:40.540 --> 00:13:41.820]  他去猜
[00:13:41.820 --> 00:13:43.660]  我來得遲
[00:13:43.660 --> 00:13:45.820]  已經偏離了真理
[00:13:45.820 --> 00:13:46.940]  同樣
[00:13:46.940 --> 00:13:48.780]  如果一個人說
[00:13:48.780 --> 00:13:51.500]  耶穌基督明天早上到
[00:13:51.500 --> 00:13:53.020]  今天什麼都不用做
[00:13:53.020 --> 00:13:56.060]  如果神叫我們準備蓋街學校
[00:13:56.060 --> 00:13:58.060]  這個孤兒院
[00:13:58.060 --> 00:14:01.100]  如果我猜耶穌基督明天早上回來
[00:14:01.100 --> 00:14:02.300]  還做些什麼
[00:14:02.300 --> 00:14:03.740]  又偏離真理
[00:14:03.740 --> 00:14:06.220]  所以千萬不要去猜
[00:14:06.220 --> 00:14:09.100]  因為耶穌基督已經給了一個直接的答案
[00:14:09.100 --> 00:14:11.420]  就是我們想不到
[00:14:11.420 --> 00:14:14.380]  我們想不到的時候
[00:14:14.380 --> 00:14:15.900]  他會回來
[00:14:15.900 --> 00:14:18.060]  所以我們明白了的時候
[00:14:18.060 --> 00:14:21.660]  這兩個短的比喻
[00:14:21.660 --> 00:14:22.860]  我們就知道
[00:14:22.860 --> 00:14:24.460]  耶穌基督回來的時候
[00:14:24.460 --> 00:14:25.980]  是很精準的
[00:14:25.980 --> 00:14:27.980]  我們想不到
[00:14:27.980 --> 00:14:29.980]  我們不知道的時候
[00:14:29.980 --> 00:14:33.020]  所以將這兩個開頭的比喻
[00:14:33.020 --> 00:14:33.980]  濃縮
[00:14:33.980 --> 00:14:35.580]  提醒我們
[00:14:35.580 --> 00:14:37.020]  就是我們要警醒
[00:14:37.020 --> 00:14:39.020]  因為耶穌基督再回來的時候
[00:14:39.020 --> 00:14:40.700]  是我們不知道
[00:14:40.700 --> 00:14:42.060]  我們想不到
[00:14:42.060 --> 00:14:44.620]  這個就是絕對真理的答案
[00:14:44.620 --> 00:14:45.900]  而我們要警醒
[00:14:45.900 --> 00:14:47.420]  要預備
[00:14:47.420 --> 00:14:50.700]  是因為神要我們每時每刻
[00:14:50.700 --> 00:14:53.260]  做一個忠心的僕人
[00:14:53.260 --> 00:14:54.380]  到他回來的時候
[00:14:54.380 --> 00:14:56.620]  如果我們仍然是忠心侍奉
[00:14:56.620 --> 00:14:59.900]  這些人是有福的
[00:14:59.900 --> 00:15:00.460]  好了
[00:15:00.460 --> 00:15:02.700]  接著我們去看
[00:15:02.700 --> 00:15:05.020]  十個同類的比喻
[00:15:05.020 --> 00:15:07.020]  十個同類的比喻是比較長的
[00:15:07.020 --> 00:15:10.860]  比起頭兩個是長的
[00:15:10.860 --> 00:15:13.340]  剛才主席和我們讀出
[00:15:13.340 --> 00:15:15.340]  這段經文
[00:15:15.340 --> 00:15:17.980]  這段經文和剛才那兩段經文一樣
[00:15:17.980 --> 00:15:19.740]  開始的時候那時
[00:15:19.740 --> 00:15:21.260]  這個時候
[00:15:21.260 --> 00:15:22.540]  就是和最後那句
[00:15:22.540 --> 00:15:23.980]  那日子就是耶穌基督回來
[00:15:23.980 --> 00:15:25.260]  是相對的
[00:15:25.260 --> 00:15:28.380]  同一樣繼續講耶穌基督
[00:15:28.380 --> 00:15:30.860]  第二次再回來的日子
[00:15:30.860 --> 00:15:32.700]  頭兩個經文已經講了
[00:15:32.700 --> 00:15:33.500]  叫我們警醒
[00:15:33.500 --> 00:15:34.140]  叫我們預備
[00:15:34.140 --> 00:15:36.380]  因為我們在不知道
[00:15:36.380 --> 00:15:38.300]  想不到的日子
[00:15:38.300 --> 00:15:39.500]  耶穌會回來
[00:15:39.500 --> 00:15:40.940]  這個就是絕對答案
[00:15:40.940 --> 00:15:43.980]  最清晰的答案
[00:15:43.980 --> 00:15:46.700]  這段經文我想嘗試
[00:15:46.700 --> 00:15:49.500]  用另一個方式演繹出來
[00:15:49.500 --> 00:15:52.300]  我將他們
[00:15:52.300 --> 00:15:55.500]  愚絕的同類和聰明的同類
[00:15:55.500 --> 00:15:56.940]  分開
[00:15:56.940 --> 00:15:58.220]  中間黑色字的
[00:15:58.220 --> 00:16:01.740]  就是他們同樣面對的同一個情景
[00:16:01.740 --> 00:16:03.820]  而左邊藍色字的是
[00:16:03.820 --> 00:16:08.220]  愚絕的同類的經歷
[00:16:08.220 --> 00:16:09.820]  而右邊紅色字的
[00:16:09.820 --> 00:16:13.100]  就是聰明同類的經歷
[00:16:13.100 --> 00:16:14.700]  我們看到
[00:16:14.700 --> 00:16:17.500]  十個同類都是拿著燈
[00:16:17.500 --> 00:16:19.580]  去準備迎接新郎
[00:16:19.580 --> 00:16:21.020]  即是他們都是有期望
[00:16:21.020 --> 00:16:22.540]  希望見到主耶穌
[00:16:22.540 --> 00:16:24.460]  都希望進入天國
[00:16:24.460 --> 00:16:25.900]  因為聖經這裏講到
[00:16:25.900 --> 00:16:27.580]  這個的庇譽
[00:16:27.580 --> 00:16:30.300]  這個的婚宴是代表進入天國
[00:16:30.300 --> 00:16:31.660]  他們是期望
[00:16:31.660 --> 00:16:33.340]  即是今天在教會裏面的人
[00:16:33.340 --> 00:16:36.780]  我們都是期望可以進入天國
[00:16:36.780 --> 00:16:38.060]  愚絕的這裏講到
[00:16:38.060 --> 00:16:40.300]  是沒有拿著燈
[00:16:40.300 --> 00:16:42.780]  但是沒有帶油
[00:16:42.780 --> 00:16:44.940]  而聰明的拿著燈
[00:16:44.940 --> 00:16:46.620]  而他另外是準備了
[00:16:46.620 --> 00:16:49.740]  在器皿裏面的一些油
[00:16:49.740 --> 00:16:52.140]  十個同類都打盹
[00:16:52.140 --> 00:16:54.540]  都累了 都睡著了
[00:16:54.540 --> 00:16:56.780]  到新郎來的時候
[00:16:56.780 --> 00:16:59.100]  那些同類都起來
[00:16:59.100 --> 00:17:01.100]  挑著他的燈
[00:17:01.100 --> 00:17:02.780]  跟著的分別就是
[00:17:02.780 --> 00:17:04.940]  愚絕的對聰明的說
[00:17:04.940 --> 00:17:07.660]  請分點油給我們
[00:17:07.660 --> 00:17:09.820]  因為我們的燈要滅了
[00:17:09.820 --> 00:17:11.820]  大家留意在這裏
[00:17:11.820 --> 00:17:13.740]  當他說我的燈要滅的時候
[00:17:13.740 --> 00:17:15.180]  即是說他是有油的
[00:17:15.180 --> 00:17:16.620]  只是不夠
[00:17:16.620 --> 00:17:18.300]  他是點了燈的
[00:17:18.300 --> 00:17:19.180]  但是不夠油
[00:17:19.180 --> 00:17:21.260]  準備多一點的油
[00:17:21.260 --> 00:17:24.060]  而聰明的就說
[00:17:24.060 --> 00:17:26.220]  恐怕我的油不夠你用
[00:17:26.220 --> 00:17:28.940]  還是你要自己去買
[00:17:28.940 --> 00:17:31.740]  有一點好像不是很友善
[00:17:31.740 --> 00:17:33.580]  和聖經解釋的
[00:17:33.580 --> 00:17:36.620]  叫我們基督徒幫助人的原則
[00:17:36.620 --> 00:17:39.180]  好像不吻合
[00:17:39.180 --> 00:17:41.980]  到新郎來的時候
[00:17:41.980 --> 00:17:43.180]  那些有油
[00:17:43.180 --> 00:17:45.260]  另外有油預備好的
[00:17:45.260 --> 00:17:47.660]  就跟他進入婚宴裏面
[00:17:47.660 --> 00:17:50.700]  跟著門就關了
[00:17:50.700 --> 00:17:54.380]  而後來那些愚絕的同類
[00:17:54.380 --> 00:17:55.580]  遲來了
[00:17:55.580 --> 00:17:57.740]  跟著他就問主啊主啊
[00:17:57.740 --> 00:17:59.900]  讓我們開門
[00:17:59.900 --> 00:18:00.940]  而主就說
[00:18:00.940 --> 00:18:02.540]  我實在告訴你們
[00:18:02.540 --> 00:18:04.380]  我不認識你們
[00:18:04.380 --> 00:18:08.380]  這個就是這個故事的經歷
