
[00:00:00.000 --> 00:00:08.000]  今日的崇拜我們想開始一個新的課題
[00:04:22.000 --> 00:04:28.000]  這個擔憂是我們是不是有些東西我們沒有了
[00:04:28.000 --> 00:04:36.000]  還記得若干年前在華福會有一個晚上的聚會
[00:04:36.000 --> 00:04:38.000]  加了一個環節
[00:04:38.000 --> 00:04:40.000]  我很記得
[00:04:40.000 --> 00:04:49.000]  那晚這個環節就是大會邀請在場的幾位老牧者上台
[00:04:49.000 --> 00:04:52.000]  我們要去感激表揚他們
[00:04:52.000 --> 00:04:58.000]  和他們對神的一種見證
[00:04:58.000 --> 00:05:05.000]  我見到幾位老牧者牽著師母上台的時候
[00:05:05.000 --> 00:05:08.000]  我心裏有很大的感動
[00:05:08.000 --> 00:05:12.000]  並且我記得我流出眼淚
[00:05:12.000 --> 00:05:14.000]  見到他們站在台上
[00:05:14.000 --> 00:05:18.000]  雖然他們是老牧者
[00:05:18.000 --> 00:05:22.000]  但我相信除了一個我不太認識
[00:05:22.000 --> 00:05:25.000]  因為他們一直在國外
[00:05:25.000 --> 00:05:29.000]  其他幾位我都親自認識
[00:05:29.000 --> 00:05:36.000]  有些還帶著我一直在屬靈上成長和侍奉
[00:05:36.000 --> 00:05:39.000]  你問我他們是不是很完美的人
[00:05:39.000 --> 00:05:41.000]  他們都不是
[00:05:41.000 --> 00:05:43.000]  他們都有他們的弱點
[00:05:43.000 --> 00:05:45.000]  他們很主觀
[00:05:45.000 --> 00:05:50.000]  有時很令人激氣
[00:05:50.000 --> 00:05:53.000]  不過我沒有可能否認一件事
[00:05:53.000 --> 00:05:55.000]  我想起他們和他們在一起的日子
[00:05:55.000 --> 00:05:59.000]  他們那種對神的完全放下
[00:05:59.000 --> 00:06:03.000]  他們那種毫無保留的犧牲
[00:06:03.000 --> 00:06:05.000]  那幾十年裏
[00:06:05.000 --> 00:06:10.000]  我自己看見那種見證
[00:06:10.000 --> 00:06:14.000]  是我深深受他們的感動
[00:06:14.000 --> 00:06:18.000]  那種時代變遷了
[00:06:18.000 --> 00:06:25.000]  是否仍然需要一些很深刻的屬靈生命的操守呢?
[00:06:25.000 --> 00:06:28.000]  現在我們時代的訊息
[00:06:28.000 --> 00:06:33.000]  是否只問我們基督徒做哪件事才對
[00:06:33.000 --> 00:06:36.000]  或者我們基督徒是誰對誰錯
[00:06:36.000 --> 00:06:39.000]  如何應變這個社會
[00:06:39.000 --> 00:06:42.000]  而是我們是否需要一些
[00:06:42.000 --> 00:06:47.000]  問我們基督徒變成一個怎樣的人
[00:06:47.000 --> 00:06:49.000]  那個質素是怎樣
[00:06:49.000 --> 00:06:53.000]  所以今天我想和大家開始一些
[00:06:53.000 --> 00:06:59.000]  以往曾經很受歡迎的課題
[00:06:59.000 --> 00:07:02.000]  不過今天已經不是很多人講了
[00:07:02.000 --> 00:07:08.000]  譬如那些以前在夏令會教會主題時常出現的課題
[00:07:08.000 --> 00:07:12.000]  今天講起來好像很老套
[00:07:12.000 --> 00:07:26.000]  「毀身是主」、「愛主更深」、「樂傳福音」、「為主受苦」
[00:07:26.000 --> 00:07:31.000]  「往下扎根」、「往上結果」
[00:07:31.000 --> 00:07:35.000]  這些課題究竟是否還有很深刻的意思
[00:07:35.000 --> 00:07:39.000]  當然我不是重複以往的舊調
[00:07:39.000 --> 00:07:43.000]  但是我想將這些我認為很重要
[00:07:43.000 --> 00:07:48.000]  可能今天已經較為遺忘的課題
[00:07:48.000 --> 00:07:52.000]  重新和大家一起分享
[00:07:52.000 --> 00:07:59.000]  透過一些面對現代世界的情況
[00:07:59.000 --> 00:08:04.000]  我們一起去救走新病
[00:08:04.000 --> 00:08:09.000]  這些題目是不吸引的
[00:08:09.000 --> 00:08:15.000]  我現在先和大家講第一個課題
[00:08:15.000 --> 00:08:17.000]  今天我們講兩個課題
[00:08:17.000 --> 00:08:21.000]  一個是「毀身」一個是「愛主」
[00:08:21.000 --> 00:08:25.000]  「毀身是主」
[00:08:25.000 --> 00:08:34.000]  新時代我相信我自己相信了50年以上
[00:08:34.000 --> 00:08:36.000]  我看到時代是變了的
[00:08:36.000 --> 00:08:38.000]  我們不能否認
[00:08:38.000 --> 00:08:42.000]  在現在這個新時代的文化下
[00:08:42.000 --> 00:08:44.000]  「毀身」這件事
[00:08:44.000 --> 00:08:49.000]  即是要行前行久地去堅持一件事
[00:08:49.000 --> 00:08:57.000]  而不改變似乎已經變成了一個落後的形象
[00:08:57.000 --> 00:09:00.000]  事實上也是摸口飛的
[00:09:00.000 --> 00:09:05.000]  因為現在這個世界是一個很變幻很快捷的世界
[00:09:05.000 --> 00:09:09.000]  我們都知道
[00:09:09.000 --> 00:09:13.000]  我們的電腦過幾個星期就會自己彈出來
[00:09:13.000 --> 00:09:16.000]  要更新和更新
[00:09:16.000 --> 00:09:19.000]  你不更新不理會它
[00:09:19.000 --> 00:09:21.000]  過了幾個星期就知道未到
[00:09:21.000 --> 00:09:23.000]  電腦很多事情是做不到的
[00:09:23.000 --> 00:09:25.000]  電腦要不斷更新
[00:09:25.000 --> 00:09:27.000]  不斷有人提醒你要更新
[00:09:27.000 --> 00:09:32.000]  你不要不理會以往的做法
[00:09:32.000 --> 00:09:36.000]  但這個更新變成了一種新的標準
[00:09:36.000 --> 00:09:42.000]  那些舊的模式很快要被人淘汰
[00:09:42.000 --> 00:09:45.000]  尤其是在這個商業世界裏
[00:09:45.000 --> 00:09:49.000]  不斷踴躍著要很新的東西
[00:09:49.000 --> 00:09:51.000]  要很有創意的東西
[00:09:51.000 --> 00:09:53.000]  要有奇風突出的
[00:09:53.000 --> 00:09:55.000]  舊的一過了就不要了
[00:09:55.000 --> 00:09:57.000]  跟著它就不行了
[00:09:57.000 --> 00:09:59.000]  你看現在廣告的財務公司
[00:09:59.000 --> 00:10:03.000]  以前安信兄弟戴著頭盔的那些不行了
[00:10:03.000 --> 00:10:06.000]  現在要出那些很純情鮮血的女孩
[00:10:06.000 --> 00:10:12.000]  然後人們才會去買你的貨品和光顧你的
[00:10:12.000 --> 00:10:16.000]  這些似乎是一個新的標準
[00:10:16.000 --> 00:10:20.000]  所謂的恆定的、持守的、不會變的
[00:10:20.000 --> 00:10:28.000]  這種要求變得越來越讓人覺得需要淘汰
[00:10:28.000 --> 00:10:36.000]  這種意識究竟有多真實和有多重要的影響呢?
[00:10:36.000 --> 00:10:43.000]  我們發覺有時我們基督徒也有多少在這樣的影響下
[00:10:43.000 --> 00:10:49.000]  我們對所謂的毀身和更新這些課題
[00:10:49.000 --> 00:10:55.000]  這些要求也有不少改變了的心態
[00:10:55.000 --> 00:11:02.000]  我們重新看在聖經裏面毀身這一回是甚麼事
[00:11:02.000 --> 00:11:06.000]  毀身是commitment
[00:11:06.000 --> 00:11:08.000]  dedication
[00:11:08.000 --> 00:11:10.000]  persistence
[00:11:10.000 --> 00:11:15.000]  這種堅持和真理究竟還要不要呢?
[00:11:15.000 --> 00:11:17.000]  當然你說我也猜到你說的了
[00:11:17.000 --> 00:11:19.000]  當然是要啦
[00:11:19.000 --> 00:11:21.000]  不過我想說第一件事
[00:11:21.000 --> 00:11:23.000]  你研究聖經你會看到
[00:11:23.000 --> 00:11:25.000]  其實在聖經裏面
[00:11:25.000 --> 00:11:32.000]  堅持毀身和更新是不衝突的
[00:11:32.000 --> 00:11:34.000]  兩樣都要的
[00:11:34.000 --> 00:11:40.000]  基督教信仰和聖經裏面絕對沒有說我們要毀身但不可以更新的
[00:11:40.000 --> 00:11:44.000]  你告訴我究竟在哪裏說的
[00:11:44.000 --> 00:11:46.000]  羅馬書大家很熟悉的
[00:11:46.000 --> 00:11:49.000]  十二章一和二節
[00:11:49.000 --> 00:11:53.000]  其實羅馬書十二章這兩節聖經很出名
[00:11:53.000 --> 00:11:55.000]  第一節是說毀身
[00:11:55.000 --> 00:11:58.000]  第二節是說更新
[00:11:58.000 --> 00:11:59.000]  你看看
[00:11:59.000 --> 00:12:01.000]  我讀給大家聽
[00:12:01.000 --> 00:12:03.000]  所以弟兄們
[00:12:03.000 --> 00:12:06.000]  我憑著神的人詞勸你們
[00:12:06.000 --> 00:12:08.000]  我用新譯本
[00:12:08.000 --> 00:12:10.000]  要把身體獻上
[00:12:10.000 --> 00:12:14.000]  作聖潔而蒙神絕立的活祭
[00:12:14.000 --> 00:12:17.000]  這是你們理所當然的侍奉
[00:12:17.000 --> 00:12:18.000]  這是第一節
[00:12:18.000 --> 00:12:20.000]  接著第二節
[00:12:20.000 --> 00:12:22.000]  不要模仿這個世界
[00:12:22.000 --> 00:12:26.000]  都要藉著心意的更新而改變過來
[00:12:26.000 --> 00:12:30.000]  使你們可以測驗出什麼是神的旨意
[00:12:30.000 --> 00:12:34.000]  就是測驗出什麼是美好的
[00:12:34.000 --> 00:12:36.000]  蒙神絕立的
[00:12:36.000 --> 00:12:39.000]  和完全的事
[00:12:39.000 --> 00:12:42.000]  剛才我們說如果你留意到
[00:12:42.000 --> 00:12:44.000]  其實這裏聖經很清楚
[00:12:44.000 --> 00:12:49.000]  沒有說毀身就不需要更新
[00:12:49.000 --> 00:12:53.000]  更新就不需要堅持毀身
[00:12:53.000 --> 00:12:55.000]  兩樣都需要
[00:12:55.000 --> 00:12:57.000]  當然你心裏都會想到
[00:12:57.000 --> 00:12:58.000]  我知道你想說什麼
[00:12:58.000 --> 00:12:59.000]  是啊
[00:12:59.000 --> 00:13:00.000]  我就是說這件事
[00:13:00.000 --> 00:13:02.000]  看你毀身些什麼
[00:13:02.000 --> 00:13:04.000]  就看你更新些什麼
[00:13:04.000 --> 00:13:06.000]  不是所有更新都是好
[00:13:06.000 --> 00:13:10.000]  也不可以說所有堅持毀身的都好
[00:13:10.000 --> 00:13:12.000]  問題是要對得準
[00:13:12.000 --> 00:13:15.000]  聖經當然很清楚說
[00:13:15.000 --> 00:13:17.000]  我們要毀身些什麼
[00:13:17.000 --> 00:13:19.000]  如果大家特別留意第一節
[00:13:19.000 --> 00:13:24.000]  講到毀身就是要將自己的身體獻上
[00:13:24.000 --> 00:13:27.000]  身體當然代表整個人
[00:13:27.000 --> 00:13:29.000]  不只是身軀肉身
[00:13:29.000 --> 00:13:32.000]  是整個人全人去獻上
[00:13:32.000 --> 00:13:34.000]  獻上做什麼呢?
[00:13:34.000 --> 00:13:36.000]  聖經用了很特別的字
[00:13:36.000 --> 00:13:39.000]  就是要做活祭
[00:13:39.000 --> 00:13:42.000]  有什麼意義來講活祭呢?
[00:13:42.000 --> 00:13:45.000]  其實是一個自相矛盾的字眼
[00:13:45.000 --> 00:13:47.000]  活的祭
[00:13:47.000 --> 00:13:48.000]  你有沒有留意
[00:13:48.000 --> 00:13:50.000]  活的祭
[00:13:50.000 --> 00:13:57.000]  祭是宰了死了燒了的一件事
[00:13:57.000 --> 00:13:58.000]  獻祭
[00:13:58.000 --> 00:14:00.000]  獻祭一定要死
[00:14:00.000 --> 00:14:02.000]  但是活呢
[00:14:02.000 --> 00:14:03.000]  那要生啊
[00:14:03.000 --> 00:14:07.000]  就是說要生著去死
[00:14:07.000 --> 00:14:08.000]  你有沒有留意
[00:14:08.000 --> 00:14:11.000]  有一個很深刻的意思
[00:14:11.000 --> 00:14:19.000]  就是說要保持死了的狀態去生活
[00:14:19.000 --> 00:14:21.000]  所謂活祭的活
[00:14:21.000 --> 00:14:24.000]  當然是強調那種堅持的
[00:14:24.000 --> 00:14:28.000]  不斷的那種生命的表現
[00:14:28.000 --> 00:14:29.000]  以及生命力
[00:14:29.000 --> 00:14:35.000]  但生命力裡面帶著一種死的態度
[00:14:35.000 --> 00:14:37.000]  死的心態
[00:14:37.000 --> 00:14:38.000]  那種是什麼心態?
[00:14:38.000 --> 00:14:40.000]  對什麼死呢?
[00:14:40.000 --> 00:14:41.000]  大家當然很清楚了
[00:14:41.000 --> 00:14:44.000]  剛才那段聖經所說的
[00:14:44.000 --> 00:14:46.000]  就是對這個世代
[00:14:46.000 --> 00:14:48.000]  不要模仿這個世代
[00:14:48.000 --> 00:14:51.000]  對這個世代的標準和觀點
[00:14:51.000 --> 00:14:52.000]  不要追隨
[00:14:52.000 --> 00:14:54.000]  不是我們不理會它
[00:14:54.000 --> 00:14:56.000]  我們一直知道它的變化
[00:14:56.000 --> 00:14:58.000]  周圍世界的變化
[00:14:58.000 --> 00:15:03.000]  不過這個變化不會支配你的生命
[00:15:03.000 --> 00:15:05.000]  就是說它有它的變化
[00:15:05.000 --> 00:15:09.000]  不過我不斷有我自己的決定
[00:15:09.000 --> 00:15:13.000]  我不會受它擺佈影響
[00:15:13.000 --> 00:15:16.000]  這個就是所謂的活的
[00:15:16.000 --> 00:15:19.000]  但是死了的
[00:15:19.000 --> 00:15:22.000]  這種沒有反應
[00:15:22.000 --> 00:15:27.000]  其實才是我們生命裡面那種很重要的堅持
[00:15:27.000 --> 00:15:30.000]  因為沒有反應不是沒有感覺
[00:15:30.000 --> 00:15:32.000]  一般什麼都不做
[00:15:32.000 --> 00:15:33.000]  是活的
[00:15:33.000 --> 00:15:35.000]  所以這個肯定不是說
[00:15:35.000 --> 00:15:37.000]  基督徒要做躺平主義
[00:15:37.000 --> 00:15:39.000]  不要理會周圍的事情
[00:15:39.000 --> 00:15:43.000]  但是不會被它所支配
[00:15:43.000 --> 00:15:45.000]  它們所變動的事情
[00:15:45.000 --> 00:15:48.000]  決定我的情緒
[00:15:48.000 --> 00:15:51.000]  影響我的煩不煩躁
[00:15:51.000 --> 00:15:52.000]  憂不憂慮
[00:15:52.000 --> 00:15:54.000]  和其他沒有信仰的人一樣
[00:15:54.000 --> 00:15:57.000]  這個就不是活祭了
[00:15:57.000 --> 00:16:04.000]  這個活祭是要這樣才能活出一個死了的心態
[00:16:04.000 --> 00:16:08.000]  這個死了的心態轉換而來
[00:16:08.000 --> 00:16:12.000]  那我的堅持是堅持什麼呢?
[00:16:12.000 --> 00:16:14.000]  當然你知道了
[00:16:14.000 --> 00:16:19.000]  第一他要對神奉獻的堅持
[00:16:19.000 --> 00:16:23.000]  他的重心都向著神
[00:16:23.000 --> 00:16:25.000]  重視神
[00:16:25.000 --> 00:16:28.000]  關心神這種心態
[00:16:28.000 --> 00:16:30.000]  是要堅持
[00:16:30.000 --> 00:16:32.000]  是要毀身不變的
[00:16:32.000 --> 00:16:33.000]  第二
[00:16:33.000 --> 00:16:38.000]  這裡說到要很努力地測驗什麼
[00:16:38.000 --> 00:16:39.000]  什麼不變呢?
[00:16:39.000 --> 00:16:46.000]  是堅持對神認為好的標準的堅持
[00:16:46.000 --> 00:16:48.000]  這個就很重要了
[00:16:48.000 --> 00:16:51.000]  這裡說到要經常想想
[00:16:51.000 --> 00:16:54.000]  究竟神的心意是怎樣
[00:16:54.000 --> 00:16:58.000]  他的重點是要不斷去想
[00:16:58.000 --> 00:17:01.000]  究竟神的心意是什麼
[00:17:01.000 --> 00:17:03.000]  然後看看神認為捍衛
[00:17:03.000 --> 00:17:04.000]  在聖經裡面所說的
[00:17:04.000 --> 00:17:06.000]  美好的
[00:17:06.000 --> 00:17:09.000]  他所喜歡和所悅納的
[00:17:09.000 --> 00:17:12.000]  和完全的善
[00:17:12.000 --> 00:17:16.000]  這個就叫毀身
[00:17:16.000 --> 00:17:20.000]  這個毀身是將神自己放在你的生命裡面
[00:17:20.000 --> 00:17:23.000]  你自己可以考驗一下自己
[00:17:23.000 --> 00:17:25.000]  你整天從早到晚
[00:17:25.000 --> 00:17:27.000]  這麼多天裡面
[00:17:27.000 --> 00:17:29.000]  有多少時間你的心意
[00:17:29.000 --> 00:17:31.000]  是放在這件事上
[00:17:31.000 --> 00:17:35.000]  我說以往有一些傳道人
[00:17:35.000 --> 00:17:37.000]  譬如我自己很佩服的其中一位
[00:17:37.000 --> 00:17:39.000]  大家可能聽過名字
[00:17:39.000 --> 00:17:41.000]  也認識的宋尚哲博士
[00:17:41.000 --> 00:17:43.000]  我看他的日記
[00:17:43.000 --> 00:17:45.000]  看別人寫他的傳記的時候
[00:17:45.000 --> 00:17:47.000]  心裡有一個很大的感動
[00:17:47.000 --> 00:17:49.000]  這個人當然你說他是不是完美
[00:17:49.000 --> 00:17:50.000]  也不是
[00:17:50.000 --> 00:17:52.000]  他有很多很衝動的時間
[00:17:52.000 --> 00:17:54.000]  但他有一件事
[00:17:54.000 --> 00:17:56.000]  他永遠將自己整個生命
[00:17:56.000 --> 00:17:59.000]  毫無保留地放在神那裡
[00:17:59.000 --> 00:18:02.000]  他沒有想他自己的
[00:18:02.000 --> 00:18:04.000]  他經常要問究竟神想我怎樣
[00:18:04.000 --> 00:18:06.000]  我就是怎樣做
[00:18:06.000 --> 00:18:09.000]  神要求我什麼標準
[00:18:09.000 --> 00:18:11.000]  我就要符合這個標準
[00:18:11.000 --> 00:18:14.000]  所以他43歲就病死
[00:18:14.000 --> 00:18:19.000]  有人見證說他在台上
[00:18:19.000 --> 00:18:21.000]  一邊跳一邊講道的時候
[00:18:21.000 --> 00:18:23.000]  他喜歡穿白色的
[00:18:23.000 --> 00:18:30.000]  當年中國的衣服
[00:18:30.000 --> 00:18:33.000]  然後他一邊講道一邊跳的時候
[00:18:33.000 --> 00:18:36.000]  他完全忘我的蕾露
[00:18:36.000 --> 00:18:37.000]  呼籲人要相信神
[00:18:37.000 --> 00:18:38.000]  要回歸神
[00:18:38.000 --> 00:18:41.000]  要愛神
[00:18:41.000 --> 00:18:44.000]  他自己有姐妹在台上
[00:18:44.000 --> 00:18:49.000]  坐在那裡領其德崇拜的前奏
[00:18:49.000 --> 00:18:51.000]  然後坐在台上見到他
[00:18:51.000 --> 00:18:53.000]  他一邊講道的時候
[00:18:53.000 --> 00:18:58.000]  其實他的痔瘡已經很嚴重
[00:18:58.000 --> 00:19:03.000]  他的血在白色褲子上滲出來
[00:19:03.000 --> 00:19:05.000]  看到他的血滲出來
[00:19:05.000 --> 00:19:07.000]  但他完全不理
[00:19:07.000 --> 00:19:11.000]  他要將自己整個人活濟
[00:19:11.000 --> 00:19:12.000]  他不理
[00:19:12.000 --> 00:19:18.000]  但他要將整個投入在敬拜宣講的裡面
[00:19:18.000 --> 00:19:23.000]  這種就是對神的毀身
[00:19:23.000 --> 00:19:28.000]  和神要交託給他的事的毀身
[00:19:28.000 --> 00:19:30.000]  在毀身裡面
[00:19:30.000 --> 00:19:31.000]  剛才說了
[00:19:31.000 --> 00:19:33.000]  是淘汰什麼呢?
[00:19:33.000 --> 00:19:36.000]  第二節就說了
[00:19:36.000 --> 00:19:40.000]  他們要不要效法這個世界
[00:19:40.000 --> 00:19:45.000]  我再跟大家講一兩節聖經
[00:19:45.000 --> 00:19:47.000]  對我來說都是很深刻的意思
[00:19:47.000 --> 00:19:49.000]  以弗所書四章
[00:19:49.000 --> 00:19:51.000]  21-24節
[00:19:51.000 --> 00:19:54.000]  他都說淘汰什麼
[00:19:54.000 --> 00:19:56.000]  我們基督徒要有淘汰
[00:19:56.000 --> 00:20:02.000]  一個電腦的軟件
[00:20:02.000 --> 00:20:04.000]  要淘汰舊的
[00:20:04.000 --> 00:20:07.000]  基督徒都要淘汰舊的
[00:20:07.000 --> 00:20:09.000]  淘汰什麼呢?
[00:20:09.000 --> 00:20:16.000]  聖經說要除去你們照從前生活方式而活的舊人
[00:20:16.000 --> 00:20:21.000]  這個舊人當然隨著迷惑人的私慾漸漸敗壞
[00:20:21.000 --> 00:20:23.000]  然後23節也說
[00:20:23.000 --> 00:20:26.000]  你們要將心靈更新一換
[00:20:26.000 --> 00:20:27.000]  update
[00:20:27.000 --> 00:20:29.000]  一樣說update
[00:20:29.000 --> 00:20:31.000]  然後更新
[00:20:31.000 --> 00:20:33.000]  然後穿上新的人
[00:20:33.000 --> 00:20:36.000]  這個新人是照著神的形象
[00:20:36.000 --> 00:20:41.000]  在公義和真實的聖潔裡面所創造的
[00:20:41.000 --> 00:20:43.000]  就是說要update
[00:20:43.000 --> 00:20:45.000]  不斷更新
[00:20:45.000 --> 00:20:48.000]  將舊人脫去
[00:20:48.000 --> 00:20:51.000]  將新人
[00:20:51.000 --> 00:20:53.000]  一個新的programme
[00:20:53.000 --> 00:20:55.000]  打進來
[00:20:55.000 --> 00:20:57.000]  你明白我想說什麼嗎?
[00:20:57.000 --> 00:20:59.000]  不知道大家有沒有自己反思
[00:20:59.000 --> 00:21:04.000]  在幾個星期電腦提醒你update的時候
[00:21:04.000 --> 00:21:06.000]  有沒有在這個時間問自己
[00:21:06.000 --> 00:21:09.000]  我屬靈上有沒有update
[00:21:09.000 --> 00:21:13.000]  不斷的更新
[00:21:13.000 --> 00:21:16.000]  舊人是不是越來越少
[00:21:16.000 --> 00:21:20.000]  我說出來的新件
[00:21:20.000 --> 00:21:22.000]  新零件
[00:21:22.000 --> 00:21:24.000]  新的表現
[00:21:24.000 --> 00:21:27.000]  新的屬靈上的學習和進步
[00:21:27.000 --> 00:21:29.000]  不斷的增加
[00:21:29.000 --> 00:21:30.000]  還有一件事
[00:21:30.000 --> 00:21:31.000]  用電腦的例子
[00:21:31.000 --> 00:21:32.000]  舉例來說
[00:21:32.000 --> 00:21:35.000]  為什麼我們要這麼做
[00:21:35.000 --> 00:21:40.000]  因為我們出廠的時候
[00:21:40.000 --> 00:21:45.000]  是真實、公義和聖潔的
[00:21:45.000 --> 00:21:47.000]  神造我們的時候
[00:21:47.000 --> 00:21:50.000]  我們有出廠的檢證書
[00:21:50.000 --> 00:21:51.000]  是完美的
[00:21:51.000 --> 00:21:54.000]  但是現在我們搞到這樣的時候
[00:21:54.000 --> 00:21:55.000]  我們就不斷的更新
[00:21:55.000 --> 00:22:02.000]  不然我們就對不起出廠的電腦本來的狀態
[00:22:02.000 --> 00:22:05.000]  這個就是我們所說的
[00:22:05.000 --> 00:22:11.000]  毀身和仍然要更新
[00:22:11.000 --> 00:22:13.000]  所以剛才你明白我想說什麼
[00:22:13.000 --> 00:22:19.000]  所謂堅持不變和更新
[00:22:19.000 --> 00:22:22.000]  兩者不一定要哪樣對哪樣錯
[00:22:22.000 --> 00:22:27.000]  看你堅持什麼和更新什麼
[00:22:27.000 --> 00:22:31.000]  這個世界現在越來越多東西是需要更新的
[00:22:31.000 --> 00:22:32.000]  有什麼呢?
[00:22:32.000 --> 00:22:34.000]  比如科技一定要更新
[00:22:34.000 --> 00:22:37.000]  遲了就落後了
[00:22:37.000 --> 00:22:38.000]  不行的
[00:22:38.000 --> 00:22:39.000]  不斷的更新
[00:22:39.000 --> 00:22:43.000]  甚至我們說商品的宣傳
[00:22:43.000 --> 00:22:46.000]  吸引力的方式一定要更新
[00:22:46.000 --> 00:22:48.000]  這個是無可厚非的
[00:22:48.000 --> 00:22:51.000]  你不可以落後的
[00:22:51.000 --> 00:22:56.000]  不過有些東西是永遠都需要堅持的
[00:22:56.000 --> 00:22:59.000]  比如人與人之間的關係那種信任
[00:22:59.000 --> 00:23:03.000]  如果那個人和你的關係不斷更新
[00:23:03.000 --> 00:23:05.000]  更新的意思就是今天是這樣
[00:23:05.000 --> 00:23:10.000]  過了幾個星期之後又變成另一種說法
[00:23:10.000 --> 00:23:13.000]  他對你的承諾不斷更新
[00:23:13.000 --> 00:23:15.000]  他的人格你對他的信任
