
[00:00:00.000 --> 00:00:08.120]  新年期間我有機會和不同的人接觸
[00:01:57.200 --> 00:01:59.200]  就在車裡面變成冰
[00:01:59.200 --> 00:02:00.200]  是這樣的
[00:02:00.200 --> 00:02:01.200]  親愛的弟兄姊妹
[00:02:01.200 --> 00:02:03.200]  不單止是中國的內蒙是這樣
[00:02:03.200 --> 00:02:07.200]  我們看到在歐洲北美各處不同的地方
[00:02:07.200 --> 00:02:09.200]  也是凍得非常厲害
[00:02:09.200 --> 00:02:11.200]  政治上來說
[00:02:11.200 --> 00:02:17.200]  我們也看到香港和亞洲其他國家有些不同的地方
[00:02:17.200 --> 00:02:20.200]  整個亞洲可以說是動盪不安
[00:02:20.200 --> 00:02:24.200]  菲律賓總統因為貪污要下台
[00:02:24.200 --> 00:02:27.200]  印尼的總統因為貪污要面臨一個彈痕
[00:02:27.200 --> 00:02:28.200]  而實際上他們也說
[00:02:28.200 --> 00:02:34.200]  是他們50年來面對最嚴峻的一些不安和動盪
[00:02:34.200 --> 00:02:37.200]  現在的印尼是非常的不穩定
[00:02:37.200 --> 00:02:39.200]  我有些親戚在那邊住
[00:02:39.200 --> 00:02:41.200]  也有弟兄姊妹在那邊
[00:02:41.200 --> 00:02:42.200]  他們也說
[00:02:42.200 --> 00:02:45.200]  現在本身基本上晚上都不敢出門
[00:02:45.200 --> 00:02:47.200]  原因就是太不安定
[00:02:47.200 --> 00:02:49.200]  另一方面泰國的大選
[00:02:49.200 --> 00:02:51.200]  因為舞弊要重選
[00:02:51.200 --> 00:02:52.200]  而重選的結果
[00:02:52.200 --> 00:02:53.200]  有很多人說
[00:02:53.200 --> 00:02:54.200]  報紙也說
[00:02:54.200 --> 00:02:57.200]  重選之後可能會更多舞弊
[00:02:57.200 --> 00:03:00.200]  更多人都會用舞弊的方法來得票
[00:03:00.200 --> 00:03:03.200]  所以因為這樣的緣故也是不可靠的
[00:03:03.200 --> 00:03:04.200]  而日本的內閣
[00:03:04.200 --> 00:03:07.200]  是因為貪污的醜聞已經很多次辭職
[00:03:07.200 --> 00:03:10.200]  再加上台灣的政府又要獄罪
[00:03:10.200 --> 00:03:13.200]  當我們看到這麼多問題的時候
[00:03:13.200 --> 00:03:14.200]  我們又回看香港
[00:03:14.200 --> 00:03:16.200]  香港又怎麼樣呢?
[00:03:16.200 --> 00:03:18.200]  我不知道有多少人
[00:03:18.200 --> 00:03:19.200]  來完我們教會崇拜的時候
[00:03:19.200 --> 00:03:21.200]  會和你說同樣的一個問題
[00:03:21.200 --> 00:03:23.200]  兩個星期前
[00:03:23.200 --> 00:03:26.200]  有一個肢體從加拿大回來
[00:03:26.200 --> 00:03:27.200]  看完我們的崇拜秩序表
[00:03:27.200 --> 00:03:28.200]  然後跟著問我說
[00:03:28.200 --> 00:03:29.200]  宋牧師
[00:03:29.200 --> 00:03:34.200]  你們是不是每個星期都這麼多患病肢體?
[00:03:34.200 --> 00:03:36.200]  我說差不多吧
[00:03:36.200 --> 00:03:38.200]  十幾人?
[00:03:38.200 --> 00:03:40.200]  我說是呀,十幾人
[00:03:40.200 --> 00:03:41.200]  哇,這麼多
[00:03:41.200 --> 00:03:43.200]  看完之後心都很急
[00:03:43.200 --> 00:03:46.200]  然後我就說你們教會沒有嗎?
[00:03:46.200 --> 00:03:49.200]  他說有,我們很少,我們四五個
[00:03:49.200 --> 00:03:51.200]  我問你們教會有多少人?
[00:03:51.200 --> 00:03:52.200]  他說二百人左右
[00:03:52.200 --> 00:03:54.200]  我說你二百人已經四五個
[00:03:54.200 --> 00:03:56.200]  你們似乎多一點
[00:03:56.200 --> 00:04:00.200]  我們二千多人才十幾個
[00:04:00.200 --> 00:04:01.200]  我告訴你
[00:04:01.200 --> 00:04:02.200]  這二千多人其實是代表什麼呢?
[00:04:02.200 --> 00:04:05.200]  是二千多個不同的單位
[00:04:05.200 --> 00:04:06.200]  因為我們為了禱告
[00:04:06.200 --> 00:04:09.200]  不單是我們自己一班的同性戀姐妹
[00:04:09.200 --> 00:04:10.200]  也是為了我們的父母
[00:04:10.200 --> 00:04:11.200]  為了我們的岳父岳母
[00:04:11.200 --> 00:04:13.200]  為了我們的姨媽姑爹
[00:04:13.200 --> 00:04:14.200]  我們的舅父
[00:04:14.200 --> 00:04:15.200]  為了我們的親戚
[00:04:15.200 --> 00:04:16.200]  為了我們的同事
[00:04:16.200 --> 00:04:18.200]  也為了我們以前的同學
[00:04:18.200 --> 00:04:20.200]  甚至在外地的那些離開了的那些
[00:04:20.200 --> 00:04:21.200]  換句話來說
[00:04:21.200 --> 00:04:24.200]  當我們在代禱裡面紀念的一個網絡
[00:04:24.200 --> 00:04:25.200]  我絕對相信
[00:04:25.200 --> 00:04:28.200]  是弟兄姊妹有很多還沒有放在那裡
[00:04:28.200 --> 00:04:29.200]  如果要放在那裡
[00:04:29.200 --> 00:04:31.200]  還要寫下去
[00:04:31.200 --> 00:04:32.200]  更加多
[00:04:32.200 --> 00:04:33.200]  原因在哪裡呢?
[00:04:33.200 --> 00:04:36.200]  因為我們說的代表現在香港的人口
[00:04:36.200 --> 00:04:38.200]  起碼成萬以上的人口
[00:04:38.200 --> 00:04:41.200]  你想想我們二三千人
[00:04:41.200 --> 00:04:43.200]  加上我們的姨媽姑爹
[00:04:43.200 --> 00:04:44.200]  我們的父母
[00:04:44.200 --> 00:04:48.200]  我們的阿婆阿爺阿公阿嫂
[00:04:48.200 --> 00:04:49.200]  或者之類的那些
[00:04:49.200 --> 00:04:51.200]  兄弟姐妹他們的家庭
[00:04:51.200 --> 00:04:53.200]  再有所有其他的同事的家庭
[00:04:53.200 --> 00:04:55.200]  你說有多少人在呢?
[00:04:55.200 --> 00:04:56.200]  所以因為這樣的緣故
[00:04:56.200 --> 00:04:58.200]  過去我經常都很擔心的
[00:04:58.200 --> 00:05:02.200]  就是每一次當報紙賣到有些悲劇的時間
[00:05:02.200 --> 00:05:05.200]  通常都會有些人認識他們
[00:05:06.200 --> 00:05:10.200]  最近一個警察過年期間開槍自殺
[00:05:10.200 --> 00:05:12.200]  有一個弟兄打電話給我
[00:05:12.200 --> 00:05:13.200]  他的心很急
[00:05:13.200 --> 00:05:15.200]  原來是他的同事
[00:05:15.200 --> 00:05:18.200]  他的同事是因為借了一些賭債
[00:05:18.200 --> 00:05:19.200]  無法償還
[00:05:19.200 --> 00:05:23.200]  再加上面臨停職炒友
[00:05:23.200 --> 00:05:24.200]  一個這樣的威脅
[00:05:24.200 --> 00:05:25.200]  開槍自殺
[00:05:25.200 --> 00:05:28.200]  跳樓的大學生
[00:05:28.200 --> 00:05:33.200]  也是一位弟兄的一位朋友
[00:05:33.200 --> 00:05:38.200]  另外一個大學畢業找不到工作
[00:05:38.200 --> 00:05:40.200]  鬱鬱不得志
[00:05:40.200 --> 00:05:42.200]  後來因為偷東西
[00:05:42.200 --> 00:05:47.200]  以至保釋候審的一位朋友
[00:05:47.200 --> 00:05:51.200]  斬死了自己的妹妹
[00:05:51.200 --> 00:05:53.200]  斬傷了媽媽之後
[00:05:53.200 --> 00:05:56.200]  自己揮刀自刎
[00:05:56.200 --> 00:05:58.200]  原來也有弟兄姐妹認識他
[00:05:58.200 --> 00:06:00.200]  當我們聽完之後
[00:06:00.200 --> 00:06:02.200]  我們的心真的很暗
[00:06:02.200 --> 00:06:04.200]  我們看到一個不順的世代
[00:06:04.200 --> 00:06:07.200]  非常多的災難
[00:06:07.200 --> 00:06:08.200]  在我自己本身來說
[00:06:08.200 --> 00:06:12.200]  也看到香港的報紙每天都在賣那些跳樓的消息
[00:06:12.200 --> 00:06:15.200]  再加上上個禮拜五
[00:06:15.200 --> 00:06:18.200]  Christine說到她教的學生
[00:06:18.200 --> 00:06:20.200]  小學五年級
[00:06:20.200 --> 00:06:22.200]  就是因為感冒菌進入了她的心臟
[00:06:22.200 --> 00:06:25.200]  以至急轉直下死了
[00:06:25.200 --> 00:06:27.200]  也讓我記得我們自己的同工
[00:06:27.200 --> 00:06:29.200]  她的姪女
[00:06:29.200 --> 00:06:31.200]  也曾經因為十二歲的時間
[00:06:31.200 --> 00:06:33.200]  感冒菌進入
[00:06:33.200 --> 00:06:35.200]  也是因為急轉直下而離開
[00:06:35.200 --> 00:06:37.200]  所以我們的心裏
[00:06:37.200 --> 00:06:39.200]  不斷有一種很深的感覺
[00:06:39.200 --> 00:06:42.200]  現在這個世代
[00:06:42.200 --> 00:06:44.200]  是多災多難的世代
[00:06:44.200 --> 00:06:46.200]  是很多苦難的世代
[00:06:46.200 --> 00:06:48.200]  而且我們看到
[00:06:48.200 --> 00:06:50.200]  似乎越是接近主在內
[00:06:50.200 --> 00:06:51.200]  災難就越多
[00:06:51.200 --> 00:06:52.200]  天災就越多
[00:06:52.200 --> 00:06:53.200]  苦難就越多
[00:06:53.200 --> 00:06:54.200]  病痛就越多
[00:06:54.200 --> 00:06:57.200]  各種不同的病都出來了
[00:06:57.200 --> 00:06:59.200]  從哲學的觀點來說
[00:06:59.200 --> 00:07:01.200]  我們絕對相信一切的苦難
[00:07:01.200 --> 00:07:02.200]  是離不開神的
[00:07:02.200 --> 00:07:04.200]  全部都是經過神的允許
[00:07:04.200 --> 00:07:06.200]  才會來到我們的身上
[00:07:06.200 --> 00:07:07.200]  如果沒有神的允許
[00:07:07.200 --> 00:07:09.200]  這些苦難不會來到我們的世界
[00:07:09.200 --> 00:07:11.200]  所以因為這樣的緣故
[00:07:11.200 --> 00:07:12.200]  有些哲學家說
[00:07:12.200 --> 00:07:14.200]  神是一個最終要負責的人
[00:07:14.200 --> 00:07:16.200]  是他要負責
[00:07:16.200 --> 00:07:18.200]  但另一方面
[00:07:18.200 --> 00:07:19.200]  我們又想一想
[00:07:19.200 --> 00:07:21.200]  如果有人問到你
[00:07:21.200 --> 00:07:23.200]  為什麼一個全能又慈愛的神
[00:07:23.200 --> 00:07:25.200]  怎麼會做出一個
[00:07:25.200 --> 00:07:27.200]  這麼烏煙瘴氣的世界出來呢?
[00:07:27.200 --> 00:07:29.200]  你會怎麼回答呢?
[00:07:29.200 --> 00:07:31.200]  各位親愛的弟兄姊妹
[00:07:31.200 --> 00:07:33.200]  我很希望
[00:07:33.200 --> 00:07:34.200]  就好像新年期間
[00:07:34.200 --> 00:07:35.200]  有個人問我一樣
[00:07:35.200 --> 00:07:36.200]  你可以怎麼回答?
[00:07:36.200 --> 00:07:38.200]  你想不想知道呢?
[00:07:38.200 --> 00:07:41.200]  你就問他們想不想知道呢?
[00:07:41.200 --> 00:07:43.200]  他說如果他們想
[00:07:43.200 --> 00:07:44.200]  如果想的話
[00:07:44.200 --> 00:07:46.200]  那我就不如試一試
[00:07:46.200 --> 00:07:49.200]  看看神怎麼回答這件事
[00:07:49.200 --> 00:07:51.200]  我們一起低頭
[00:07:51.200 --> 00:07:52.200]  做一個禱告
[00:07:52.200 --> 00:07:54.200]  主耶穌幫助我們
[00:07:54.200 --> 00:07:55.200]  透過你的說話
[00:07:55.200 --> 00:08:00.200]  直接解開苦難之謎
[00:08:00.200 --> 00:08:01.200]  讓我們看得見
[00:08:01.200 --> 00:08:05.200]  為什麼這個世界有這麼多天災人禍
[00:08:05.200 --> 00:08:07.200]  你幫助我們了解你的說話
[00:08:07.200 --> 00:08:09.200]  去聽你的說話
[00:08:09.200 --> 00:08:12.200]  以至你直接去解答我們這個問題
[00:08:12.200 --> 00:08:14.200]  奉耶穌基督的命求
[00:08:14.200 --> 00:08:18.200]  我們首先去看一段聖經
[00:08:18.200 --> 00:08:25.200]  創世記2章16-17節
[00:08:25.200 --> 00:08:26.200]  大家找到的時候
[00:08:26.200 --> 00:08:28.200]  我們一起讀這段聖經
[00:08:28.200 --> 00:08:30.200]  耶和華神吩咐他說
[00:08:30.200 --> 00:08:33.200]  圓中各樣樹上的果子
[00:08:33.200 --> 00:08:34.200]  你可以隨意吃
[00:08:34.200 --> 00:08:36.200]  只是分別是惡樹上的果子
[00:08:36.200 --> 00:08:37.200]  你不可吃
[00:08:37.200 --> 00:08:39.200]  因為你吃的日子必定死
[00:08:39.200 --> 00:08:41.200]  各位親愛的弟兄姊妹
[00:08:41.200 --> 00:08:44.200]  當我們看回創世記第一章的時間
[00:08:44.200 --> 00:08:45.200]  我絕對相信
[00:08:45.200 --> 00:08:47.200]  人人都會看到
[00:08:47.200 --> 00:08:49.200]  神六天的創造裏面
[00:08:49.200 --> 00:08:51.200]  每次創造完之後
[00:08:51.200 --> 00:08:53.200]  他會多加兩個字
[00:08:53.200 --> 00:08:56.200]  神看著是好的
[00:08:56.200 --> 00:08:58.200]  神看著是好的
[00:08:58.200 --> 00:08:59.200]  神說有光就有力光
[00:08:59.200 --> 00:09:01.200]  神看光是好的
[00:09:01.200 --> 00:09:03.200]  然後所做的一切
[00:09:03.200 --> 00:09:05.200]  全部做完之後
[00:09:05.200 --> 00:09:06.200]  神都加多好
[00:09:06.200 --> 00:09:08.200]  然後到了第六天的時間
[00:09:08.200 --> 00:09:09.200]  做完人之後
[00:09:09.200 --> 00:09:11.200]  神就更加加多一個
[00:09:11.200 --> 00:09:15.200]  神看著這一切都甚好
[00:09:15.200 --> 00:09:16.200]  換句話來說
[00:09:16.200 --> 00:09:18.200]  當你留意看到神創造的時候
[00:09:18.200 --> 00:09:20.200]  神創造的這個世界
[00:09:20.200 --> 00:09:21.200]  神創造的人類
[00:09:21.200 --> 00:09:23.200]  神創造的萬物
[00:09:23.200 --> 00:09:25.200]  全部都是好的
[00:09:25.200 --> 00:09:27.200]  甚好的意思就是
[00:09:27.200 --> 00:09:28.200]  沒得彈
[00:09:28.200 --> 00:09:29.200]  沒得頂
[00:09:29.200 --> 00:09:31.200]  是好到沒比
[00:09:31.200 --> 00:09:33.200]  絕對不會有任何的天災
[00:09:33.200 --> 00:09:35.200]  不會有任何的人禍
[00:09:35.200 --> 00:09:37.200]  不會有任何的疾病
[00:09:37.200 --> 00:09:38.200]  在這個當中
[00:09:38.200 --> 00:09:40.200]  但是為什麼這麼多問題
[00:09:40.200 --> 00:09:43.200]  現在接二連三出現在這個世界呢
[00:09:43.200 --> 00:09:45.200]  聖經就告訴我們
[00:09:45.200 --> 00:09:47.200]  一切是從吃禁果開始
[00:09:47.200 --> 00:09:49.200]  首先給我們看見的
[00:09:49.200 --> 00:09:53.200]  為什麼吃禁果是一切災難的開始呢
[00:09:53.200 --> 00:09:54.200]  首先第一樣東西
[00:09:54.200 --> 00:09:56.200]  第二章十六十七節就告訴我們
[00:09:56.200 --> 00:09:59.200]  原來吃禁果是人禍的根源
[00:09:59.200 --> 00:10:03.200]  哲學家就分別指出
[00:10:03.200 --> 00:10:06.200]  這個世界的苦難是分成兩大類
[00:10:06.200 --> 00:10:08.200]  第一種的分類就分成兩大類
[00:10:08.200 --> 00:10:09.200]  第一類就是天災
[00:10:09.200 --> 00:10:11.200]  第二類就是人禍
[00:10:11.200 --> 00:10:12.200]  聖經就告訴我們
[00:10:12.200 --> 00:10:14.200]  一切的人禍是怎麼來的呢
[00:10:14.200 --> 00:10:17.200]  一切的人禍就是因為人吃禁果而來的
[00:10:17.200 --> 00:10:19.200]  在哪裡看到呢
[00:10:19.200 --> 00:10:22.200]  創世記的第二章十六十七節就告訴我們
[00:10:22.200 --> 00:10:24.200]  又說吩咐亞當
[00:10:24.200 --> 00:10:27.200]  他說圓中各樣樹上的果子
[00:10:27.200 --> 00:10:28.200]  你可以隨意吃
[00:10:28.200 --> 00:10:31.200]  是指示分別善惡樹上的果子
[00:10:31.200 --> 00:10:32.200]  你不要吃
[00:10:32.200 --> 00:10:34.200]  因為你吃的日子必定死
[00:10:34.200 --> 00:10:35.200]  這裡就告訴我們
[00:10:35.200 --> 00:10:36.200]  種下一個伏線
[00:10:36.200 --> 00:10:38.200]  你吃的日子必定死
[00:10:38.200 --> 00:10:43.200]  死本身已經是一個苦難
[00:10:43.200 --> 00:10:48.200]  佛家說到生老病死都是苦題
[00:10:48.200 --> 00:10:49.200]  都是苦
[00:10:49.200 --> 00:10:52.200]  而當我們看到希伯來文的時候
[00:10:52.200 --> 00:10:53.200]  你就發覺到這個字
[00:10:53.200 --> 00:10:55.200]  就不只是死這麼簡單
[00:10:55.200 --> 00:10:58.200]  原來希伯來文說到死字的時候
[00:10:58.200 --> 00:11:00.200]  是用一個字叫做Yamat
[00:11:00.200 --> 00:11:03.200]  到底什麼叫Yamat
[00:11:03.200 --> 00:11:05.200]  Yamat這個字是什麼意思呢
[00:11:05.200 --> 00:11:07.200]  原文你可以將它翻譯成隔絕
[00:11:07.200 --> 00:11:09.200]  是隔絕的意思
[00:11:09.200 --> 00:11:11.200]  而從聖經裡面我們看到
[00:11:11.200 --> 00:11:14.200]  聖經似乎是指向有幾種不同的隔絕
[00:11:14.200 --> 00:11:17.200]  就告訴我們為什麼人吃禁果
[00:11:17.200 --> 00:11:19.200]  導致今天這麼多的苦難
[00:11:19.200 --> 00:11:23.200]  第一個的隔絕是人和神的隔絕
[00:11:23.200 --> 00:11:24.200]  換句話來說
[00:11:24.200 --> 00:11:26.200]  人吃禁果的時候
[00:11:26.200 --> 00:11:30.200]  人裡面再沒有神的靈在我們當中
[00:11:30.200 --> 00:11:32.200]  神的靈就離開了我們
[00:11:32.200 --> 00:11:34.200]  人和神因為這樣的緣故就隔絕了
[00:11:34.200 --> 00:11:36.200]  第一種的隔絕
[00:11:36.200 --> 00:11:38.200]  第二種的隔絕
[00:11:38.200 --> 00:11:41.200]  是指人的靈魂和身體有一天都會隔絕
[00:11:41.200 --> 00:11:44.200]  遲早有一天我們的靈魂會離開身體
[00:11:44.200 --> 00:11:45.200]  死的那個才是
[00:11:45.200 --> 00:11:47.200]  這是第二種的隔絕
[00:11:47.200 --> 00:11:48.200]  而第三種的隔絕
[00:11:48.200 --> 00:11:51.200]  是指人和伊甸園的境界隔絕
[00:11:51.200 --> 00:11:54.200]  等一會我們會繼續思想下去
[00:11:54.200 --> 00:11:56.200]  伊甸園到底是什麼意思
[00:11:56.200 --> 00:11:58.200]  各位親愛的兄弟姐妹
[00:11:58.200 --> 00:12:00.200]  當我們留意到這裡的時候
[00:12:00.200 --> 00:12:02.200]  你就清楚的了解
[00:12:02.200 --> 00:12:06.200]  原來一切的苦難是從吃禁果開始
[00:12:06.200 --> 00:12:08.200]  大家可能奇怪的是
[00:12:08.200 --> 00:12:12.200]  為什麼吃禁果是一切人和的開始呢
[00:12:12.200 --> 00:12:14.200]  很簡單
[00:12:14.200 --> 00:12:16.200]  我們首先要看的就是
[00:12:16.200 --> 00:12:19.200]  為什麼吃禁果是人和的開始
[00:12:19.200 --> 00:12:21.200]  吃禁果是什麼意思
[00:12:21.200 --> 00:12:24.200]  一般的人在解釋這段聖經的時候
[00:12:24.200 --> 00:12:26.200]  很容易給了一些誤導我們
[00:12:26.200 --> 00:12:29.200]  我不知道大家有沒有聽過
[00:12:29.200 --> 00:12:30.200]  禁果是什麼果呢
[00:12:30.200 --> 00:12:32.200]  多數是蘋果
[00:12:32.200 --> 00:12:33.200]  有些人有聽過的
[00:12:33.200 --> 00:12:34.200]  舉手
[00:12:34.200 --> 00:12:35.200]  說這個是蘋果
[00:12:35.200 --> 00:12:37.200]  如果這樣就慘了
[00:12:37.200 --> 00:12:39.200]  因為醫生說每天吃一個蘋果
[00:12:39.200 --> 00:12:41.200]  醫生都會遠離你的
[00:12:41.200 --> 00:12:44.200]  An apple a day keeps the doctor away
[00:12:44.200 --> 00:12:46.200]  如果吃蘋果都是這樣
[00:12:46.200 --> 00:12:48.200]  每個人天天都吃禁果
[00:12:48.200 --> 00:12:50.200]  不是的
[00:12:50.200 --> 00:12:52.200]  你們不需要相信這些
[00:12:52.200 --> 00:12:56.200]  聖經裡面最重要的不是什麼果
[00:12:56.200 --> 00:12:57.200]  不是說吃哪一種果
[00:12:57.200 --> 00:12:59.200]  就導致我們和神隔絕
[00:12:59.200 --> 00:13:01.200]  身體和靈魂隔絕
[00:13:01.200 --> 00:13:02.200]  最重要的是
[00:13:02.200 --> 00:13:04.200]  吃果的動機是什麼
[00:13:04.200 --> 00:13:06.200]  什麼叫做吃禁果
[00:13:06.200 --> 00:13:08.200]  聖經裡面說
[00:13:08.200 --> 00:13:10.200]  是不是吃了的時間
[00:13:10.200 --> 00:13:12.200]  我們就能夠分別善惡呢
[00:13:12.200 --> 00:13:13.200]  因為聖經說
[00:13:13.200 --> 00:13:15.200]  這是分別善惡樹上的果子
[00:13:15.200 --> 00:13:17.200]  是不是我們吃了
[00:13:17.200 --> 00:13:19.200]  就等於我們有能力分別善惡
[00:13:19.200 --> 00:13:21.200]  不吃就沒有能力分別善惡呢
[00:13:21.200 --> 00:13:23.200]  絕對不是
[00:13:23.200 --> 00:13:24.200]  我們怎麼知道不是呢
[00:13:24.200 --> 00:13:27.200]  因為在創世記三章第五節
[00:13:27.200 --> 00:13:29.200]  很清楚說出了這件事
[00:13:29.200 --> 00:13:31.200]  創世記三章第五節
[00:13:31.200 --> 00:13:37.200]  當蛇引誘人犯罪的時候
[00:13:37.200 --> 00:13:39.200]  夏娃很清楚知道
[00:13:39.200 --> 00:13:41.200]  這些東西是不可以吃的
[00:13:41.200 --> 00:13:43.200]  三章第一到第四節
[00:13:43.200 --> 00:13:45.200]  蛇是最狡猾的
[00:13:45.200 --> 00:13:47.200]  他就引誘人吃禁果
[00:13:47.200 --> 00:13:49.200]  夏娃就和他說
[00:13:49.200 --> 00:13:51.200]  神所做的一切
[00:13:51.200 --> 00:13:52.200]  一切圓中
[00:13:52.200 --> 00:13:54.200]  我們可以吃的
[00:13:54.200 --> 00:13:57.200]  唯獨圓中的分別善惡樹上果子
[00:13:57.200 --> 00:13:58.200]  我們不可以吃
[00:13:58.200 --> 00:13:59.200]  也不可以摸
[00:13:59.200 --> 00:14:00.200]  他加多了一些東西
[00:14:00.200 --> 00:14:02.200]  也不可以摸
[00:14:02.200 --> 00:14:04.200]  因為吃的日子就必定死
[00:14:04.200 --> 00:14:07.200]  我們知道什麼叫分別善惡的能力呢
[00:14:07.200 --> 00:14:09.200]  分別善惡的能力的意思就是說
[00:14:09.200 --> 00:14:11.200]  我們知道什麼是應該做
[00:14:11.200 --> 00:14:13.200]  什麼是不應該做
[00:14:13.200 --> 00:14:15.200]  我們知道什麼是可以做
[00:14:15.200 --> 00:14:17.200]  什麼是不可以做
[00:14:17.200 --> 00:14:18.200]  第二我們也知道
[00:14:18.200 --> 00:14:19.200]  做了那些不應該做
[00:14:19.200 --> 00:14:21.200]  做了那些不可以做的東西
[00:14:21.200 --> 00:14:23.200]  結果是怎樣
[00:14:23.200 --> 00:14:26.200]  這個我們叫做分別善惡的能力
[00:14:26.200 --> 00:14:28.200]  我很想問問大家
[00:14:28.200 --> 00:14:29.200]  吃禁果之前
[00:14:29.200 --> 00:14:33.200]  亞當夏娃有沒有分別善惡的能力呢
[00:14:33.200 --> 00:14:35.200]  有多少人認為有的
[00:14:35.200 --> 00:14:36.200]  舉舉手
[00:14:36.200 --> 00:14:38.200]  你怎麼知道他有
[00:14:38.200 --> 00:14:41.200]  因為夏娃說的
[00:14:41.200 --> 00:14:44.200]  圓中所有樹上的果子
[00:14:44.200 --> 00:14:45.200]  我們都可以吃的
[00:14:45.200 --> 00:14:48.200]  唯獨圓中的分別善惡樹上果子
[00:14:48.200 --> 00:14:49.200]  我們不可以吃
[00:14:49.200 --> 00:14:50.200]  也不可以摸
[00:14:50.200 --> 00:14:53.200]  因為吃的日子就必定死
[00:14:53.200 --> 00:14:54.200]  他知道什麼可以做
[00:14:54.200 --> 00:14:55.200]  什麼不可以做
[00:14:55.200 --> 00:14:56.200]  而做了那些不可以做的
[00:14:56.200 --> 00:14:57.200]  有什麼結果
[00:14:57.200 --> 00:14:58.200]  他都知道
[00:14:58.200 --> 00:15:01.200]  到底吃禁果是什麼意思呢
[00:15:01.200 --> 00:15:03.200]  留意第三章的第五節
[00:15:03.200 --> 00:15:05.200]  你就明白了
[00:15:05.200 --> 00:15:08.200]  原來聖經裡面記載到蛇忍有夏娃犯罪
[00:15:08.200 --> 00:15:10.200]  不是說你吃了之後
[00:15:10.200 --> 00:15:12.200]  你就有能力分別善惡
[00:15:12.200 --> 00:15:14.200]  他不是這樣說的
[00:15:14.200 --> 00:15:15.200]  他說什麼呢
[00:15:15.200 --> 00:15:16.200]  因為神知道
[00:15:16.200 --> 00:15:18.200]  你吃的日子
[00:15:18.200 --> 00:15:20.200]  眼睛就明亮了
[00:15:20.200 --> 00:15:24.200]  你們便如神能分別善惡
[00:15:24.200 --> 00:15:25.200]  是什麼意思呢
[00:15:25.200 --> 00:15:28.200]  不是說他們吃了才有能力分別善惡
[00:15:28.200 --> 00:15:30.200]  而是說吃了之後
