
[00:00:00.000 --> 00:00:03.000]  多謝施先生這麼美麗的一年的詩歌
[00:02:13.000 --> 00:02:17.000]  我們由26節開始來看
[00:02:17.000 --> 00:02:21.000]  其實我們說聖經第26節開始
[00:02:21.000 --> 00:02:24.000]  所描述到的日子
[00:02:24.000 --> 00:02:27.000]  不容易的
[00:02:27.000 --> 00:02:29.000]  26節說到
[00:02:29.000 --> 00:02:35.000]  聖靈在軟弱當中幫助我們祈禱
[00:02:35.000 --> 00:02:37.000]  這段聖經一直說下去
[00:02:37.000 --> 00:02:40.000]  其實是在現實世界裡
[00:02:40.000 --> 00:02:42.000]  有很多悲情
[00:02:42.000 --> 00:02:44.000]  剛才我們說很特別
[00:02:44.000 --> 00:02:46.000]  充滿了很多現實的悲情
[00:02:46.000 --> 00:02:48.000]  因為聖經告訴我們
[00:02:48.000 --> 00:02:51.000]  我們現實裡有很多令我們難過的地方
[00:02:51.000 --> 00:02:53.000]  這是事實
[00:02:53.000 --> 00:02:54.000]  我快60歲了
[00:02:54.000 --> 00:02:57.000]  我和北宣家庭節目都知道
[00:02:57.000 --> 00:02:58.000]  一樣的年紀
[00:02:58.000 --> 00:03:00.000]  北宣慶祝了多少年
[00:03:00.000 --> 00:03:02.000]  我就多少歲了
[00:03:02.000 --> 00:03:04.000]  所以下年你們就知道我幾歲了
[00:03:04.000 --> 00:03:07.000]  人生到了某個時候
[00:03:07.000 --> 00:03:08.000]  你會明白一個事實
[00:03:08.000 --> 00:03:10.000]  怎麼會沒有悲情
[00:03:10.000 --> 00:03:12.000]  怎麼會沒有挫敗
[00:03:12.000 --> 00:03:14.000]  怎麼會沒有打擊
[00:03:14.000 --> 00:03:16.000]  我經常說
[00:03:16.000 --> 00:03:18.000]  你怪我年尾都
[00:03:18.000 --> 00:03:20.000]  我們不用大吉利是
[00:03:20.000 --> 00:03:22.000]  這樣的說話
[00:03:22.000 --> 00:03:24.000]  你說我年尾都不吉利
[00:03:24.000 --> 00:03:26.000]  或者說這些話
[00:03:26.000 --> 00:03:27.000]  你今年沒事
[00:03:27.000 --> 00:03:28.000]  你以為沒事嗎
[00:03:28.000 --> 00:03:30.000]  遲早都有事
[00:03:30.000 --> 00:03:32.000]  很討厭的說法
[00:03:32.000 --> 00:03:34.000]  人生就是這樣
[00:03:34.000 --> 00:03:36.000]  生老病死
[00:03:36.000 --> 00:03:37.000]  誰能逃脫
[00:03:37.000 --> 00:03:39.000]  你有多少錢都逃不脫
[00:03:39.000 --> 00:03:42.000]  你多聰明都逃不脫
[00:03:42.000 --> 00:03:44.000]  人生是有悲情的
[00:03:44.000 --> 00:03:46.000]  聖經很有意思的
[00:03:46.000 --> 00:03:48.000]  所以聖經先說悲情
[00:03:48.000 --> 00:03:50.000]  然後再說勝利的頌歌
[00:03:50.000 --> 00:03:51.000]  悲情是什麼
[00:03:51.000 --> 00:03:52.000]  你看第26節
[00:03:52.000 --> 00:03:53.000]  一直下去的時候
[00:03:53.000 --> 00:03:55.000]  我們有軟弱
[00:03:55.000 --> 00:03:57.000]  所以聖靈幫助我們祈禱
[00:03:57.000 --> 00:03:59.000]  然後
[00:03:59.000 --> 00:04:00.000]  我們說
[00:04:00.000 --> 00:04:03.000]  聖神知道他選照我們
[00:04:03.000 --> 00:04:06.000]  然後在這段日子裡
[00:04:06.000 --> 00:04:08.000]  我們看上去
[00:04:08.000 --> 00:04:09.000]  一直看上去的時候
[00:04:09.000 --> 00:04:10.000]  第19節
[00:04:10.000 --> 00:04:11.000]  第20節
[00:04:11.000 --> 00:04:13.000]  那段聖經裡說到
[00:04:13.000 --> 00:04:15.000]  我們人生其實有很多
[00:04:15.000 --> 00:04:18.000]  令我們難過失敗的地方
[00:04:18.000 --> 00:04:20.000]  第18節說到
[00:04:20.000 --> 00:04:22.000]  我們看看我們的苦難
[00:04:22.000 --> 00:04:24.000]  我們要向
[00:04:24.000 --> 00:04:26.000]  我們的榮耀無法相比
[00:04:26.000 --> 00:04:27.000]  神自己的榮耀
[00:04:27.000 --> 00:04:29.000]  但是被造之物
[00:04:29.000 --> 00:04:31.000]  然後我們看第19、20、21節
[00:04:31.000 --> 00:04:35.000]  被造之物都切熱切的渴望
[00:04:35.000 --> 00:04:37.000]  神眾之顯現出來
[00:04:37.000 --> 00:04:38.000]  為什麼呢
[00:04:38.000 --> 00:04:40.000]  因為被造之物在虛空之下
[00:04:40.000 --> 00:04:41.000]  不是自己願意
[00:04:41.000 --> 00:04:43.000]  而是令到他不服那一位
[00:04:43.000 --> 00:04:44.000]  第21節
[00:04:44.000 --> 00:04:47.000]  被造之物都盼望自己得著釋放
[00:04:47.000 --> 00:04:50.000]  脫離這個敗壞的奴役
[00:04:50.000 --> 00:04:54.000]  得著神兒子的榮耀和自由
[00:04:54.000 --> 00:04:57.000]  我們知道被造之物直到現在
[00:04:57.000 --> 00:05:00.000]  都在痛苦身淫當中
[00:05:00.000 --> 00:05:03.000]  甚至我們這些有聖靈初見過之的人
[00:05:03.000 --> 00:05:05.000]  自己內心都嘆息
[00:05:05.000 --> 00:05:10.000]  希望能夠得到身體可以釋放
[00:05:10.000 --> 00:05:13.000]  你看這裡充滿了很多很多
[00:05:13.000 --> 00:05:15.000]  很悲觀的字眼
[00:05:15.000 --> 00:05:17.000]  我們是身淫
[00:05:17.000 --> 00:05:19.000]  我們痛苦
[00:05:19.000 --> 00:05:22.000]  我們是希望身體能夠得到釋放
[00:05:22.000 --> 00:05:23.000]  得到得贖
[00:05:23.000 --> 00:05:25.000]  如果我們身體不痛
[00:05:25.000 --> 00:05:27.000]  我們不希望身體得贖
[00:05:27.000 --> 00:05:29.000]  我們有很多病痛
[00:05:29.000 --> 00:05:30.000]  我們有很多打擊
[00:05:30.000 --> 00:05:31.000]  這是一個
[00:05:31.000 --> 00:05:33.000]  剛才我們說這個世界的
[00:05:33.000 --> 00:05:35.000]  聖經告訴我們
[00:05:35.000 --> 00:05:37.000]  我們是被造之物
[00:05:37.000 --> 00:05:38.000]  很有意思的
[00:05:38.000 --> 00:05:39.000]  說了三次
[00:05:39.000 --> 00:05:40.000]  19次就說了一次
[00:05:40.000 --> 00:05:41.000]  20次就說了一次
[00:05:41.000 --> 00:05:42.000]  21次就說了一次
[00:05:42.000 --> 00:05:43.000]  說什麼呢
[00:05:43.000 --> 00:05:45.000]  提醒我們是被造之物
[00:05:45.000 --> 00:05:46.000]  我們是有限
[00:05:46.000 --> 00:05:48.000]  我們是Created Being
[00:05:48.000 --> 00:05:49.000]  我們有限
[00:05:49.000 --> 00:05:53.000]  我們有限就自然要面對這種必然的趨勢
[00:05:53.000 --> 00:05:55.000]  我相信今天我們回顧這個世界的時候
[00:05:55.000 --> 00:05:57.000]  我們過去一年你和我都知道
[00:05:57.000 --> 00:06:01.000]  這個世界的趨勢其實是越來越弊的
[00:06:01.000 --> 00:06:03.000]  不要說這麼悲觀的話
[00:06:03.000 --> 00:06:05.000]  我先說一些事實
[00:06:05.000 --> 00:06:06.000]  然後我才說聖經
[00:06:06.000 --> 00:06:08.000]  我們不是說聖經說我們這個世界越來越弊
[00:06:08.000 --> 00:06:12.000]  所以我們就說一些散播一些悲觀的言語
[00:06:12.000 --> 00:06:14.000]  我們看到這個世界事實上
[00:06:14.000 --> 00:06:16.000]  我們事實上是這樣
[00:06:16.000 --> 00:06:17.000]  我們看到經濟
[00:06:17.000 --> 00:06:18.000]  我們這個社會就知道
[00:06:18.000 --> 00:06:21.000]  最近聽了專家分析
[00:06:21.000 --> 00:06:23.000]  我自己都很共鳴
[00:06:23.000 --> 00:06:26.000]  他說幾年前我們發覺這個世界倒塌了
[00:06:26.000 --> 00:06:30.000]  因為我們很多我們沒辦法想像的大公司都倒塌了
[00:06:30.000 --> 00:06:32.000]  我們什麼房貸美房地美
[00:06:32.000 --> 00:06:34.000]  我不知道什麼美
[00:06:34.000 --> 00:06:36.000]  全部都倒塌了
[00:06:36.000 --> 00:06:38.000]  然後Andron又倒塌
[00:06:38.000 --> 00:06:43.000]  然後我們說每個人都押了他的命下去的那些叫雷曼兄弟又倒塌
[00:06:43.000 --> 00:06:45.000]  這樣都倒塌的?倒塌的
[00:06:45.000 --> 00:06:46.000]  不過這個還沒完
[00:06:46.000 --> 00:06:47.000]  這個專家說
[00:06:47.000 --> 00:06:50.000]  幾年之後不是一些大公司會倒塌
[00:06:50.000 --> 00:06:52.000]  整個國家倒塌
[00:06:52.000 --> 00:06:55.000]  經濟上我們看到整個希臘倒塌了
[00:06:55.000 --> 00:06:57.000]  整個西班牙快要倒塌了
[00:06:57.000 --> 00:06:59.000]  我們發覺意大利都倒塌到邊緣了
[00:06:59.000 --> 00:07:05.000]  然後下一步大公司倒塌完之後
[00:07:05.000 --> 00:07:09.000]  可能下一個波就是整個洲倒塌
[00:07:09.000 --> 00:07:11.000]  整個歐洲倒塌
[00:07:11.000 --> 00:07:13.000]  整個歐元區倒塌
[00:07:13.000 --> 00:07:15.000]  倒塌完整個洲之後
[00:07:15.000 --> 00:07:17.000]  我想大家都明白到什麼倒塌了
[00:07:17.000 --> 00:07:19.000]  一鑊熟
[00:07:19.000 --> 00:07:21.000]  全個世界倒塌
[00:07:21.000 --> 00:07:24.000]  這個不是溫偉耀說的
[00:07:24.000 --> 00:07:26.000]  我也不是經濟學家
[00:07:26.000 --> 00:07:28.000]  這是一個專家說的話
[00:07:28.000 --> 00:07:30.000]  其實他說這麼悲觀
[00:07:30.000 --> 00:07:32.000]  但這個走勢是這樣
[00:07:32.000 --> 00:07:34.000]  我們不說一定會這樣
[00:07:34.000 --> 00:07:36.000]  我們大家都努力去做
[00:07:36.000 --> 00:07:38.000]  不過事實上是這樣
[00:07:38.000 --> 00:07:40.000]  一步一步是這樣
[00:07:40.000 --> 00:07:43.000]  以前的病痛和現在我們的病痛
[00:07:43.000 --> 00:07:45.000]  我們都不知道是從哪裡來的
[00:07:45.000 --> 00:07:48.000]  我們以前知道那隻雞是什麼事
[00:07:48.000 --> 00:07:50.000]  現在雞什麼事我們都不知道
[00:07:50.000 --> 00:07:52.000]  殺光你以為沒事了嗎
[00:07:52.000 --> 00:07:54.000]  殺光島人有事
[00:07:54.000 --> 00:07:55.000]  殺光人
[00:07:55.000 --> 00:07:58.000]  你和我都不知道去哪裡了
[00:07:58.000 --> 00:08:00.000]  這是一個走勢
[00:08:00.000 --> 00:08:02.000]  我不是散播
[00:08:02.000 --> 00:08:03.000]  希望大家明白
[00:08:03.000 --> 00:08:04.000]  如果不是基督徒
[00:08:04.000 --> 00:08:07.000]  你知道我不是散播悲觀言論
[00:08:07.000 --> 00:08:09.000]  這是一個事實
[00:08:09.000 --> 00:08:11.000]  這是一個事實
[00:08:11.000 --> 00:08:13.000]  社會學家都有這個理論
[00:08:13.000 --> 00:08:17.000]  兩個當代很著名的社會學者
[00:08:17.000 --> 00:08:19.000]  一個英國一個德國
[00:08:19.000 --> 00:08:21.000]  一個叫Anthony Giddens
[00:08:21.000 --> 00:08:23.000]  一個學者
[00:08:23.000 --> 00:08:28.000]  他說在現代化急速的高峰的時候
[00:08:28.000 --> 00:08:33.000]  整個世界就好像一個不能控制的輪車
[00:08:33.000 --> 00:08:35.000]  在衝下山一樣
[00:08:35.000 --> 00:08:36.000]  他用這個舉例
[00:08:36.000 --> 00:08:38.000]  衝下山的時候停都停不到
[00:08:38.000 --> 00:08:40.000]  其實我們大家都知道停都停不到
[00:08:40.000 --> 00:08:42.000]  你連累我我連累你
[00:08:42.000 --> 00:08:43.000]  你停不到
[00:08:43.000 --> 00:08:45.000]  我們回不了頭
[00:08:45.000 --> 00:08:47.000]  我們現在的消費主義回不了頭
[00:08:47.000 --> 00:08:49.000]  我們這個世界所變化的
[00:08:49.000 --> 00:08:52.000]  我們所說的互相之間的仇殺
[00:08:52.000 --> 00:08:54.000]  現在我們說這個世界
[00:08:54.000 --> 00:08:56.000]  大家國家不敢打
[00:08:56.000 --> 00:08:58.000]  但是你發覺這個國家國家不敢打
[00:08:58.000 --> 00:09:00.000]  自己民族和民族自己打
[00:09:00.000 --> 00:09:03.000]  這件事想起耶穌所說的話
[00:09:03.000 --> 00:09:04.000]  國要攻打國之外
[00:09:04.000 --> 00:09:06.000]  還有民要攻打民
[00:09:06.000 --> 00:09:09.000]  以前真的2000年前是沒有人明白這句話
[00:09:09.000 --> 00:09:11.000]  為什麼自己民族要打自己民族
[00:09:11.000 --> 00:09:13.000]  現在差不多全部都是自己民族打自己民族
[00:09:13.000 --> 00:09:15.000]  自己民族屠殺自己民族
[00:09:15.000 --> 00:09:16.000]  不用國家和國家打
[00:09:16.000 --> 00:09:18.000]  自己人打自己人
[00:09:18.000 --> 00:09:19.000]  同一個種族
[00:09:19.000 --> 00:09:20.000]  你看到嗎
[00:09:20.000 --> 00:09:21.000]  這個世界裡面
[00:09:21.000 --> 00:09:22.000]  全部都是自己屠殺
[00:09:22.000 --> 00:09:23.000]  在非洲是這樣的
[00:09:23.000 --> 00:09:24.000]  在中東是這樣的
[00:09:24.000 --> 00:09:26.000]  在亞洲也是這樣的
[00:09:26.000 --> 00:09:28.000]  這個世界一直走下去的時候
[00:09:28.000 --> 00:09:32.000]  另外一個社會學家叫做Juris Beck
[00:09:32.000 --> 00:09:36.000]  他在德國的社會學家也提出了
[00:09:36.000 --> 00:09:38.000]  他當時80年代已經寫出了一本書
[00:09:38.000 --> 00:09:40.000]  叫做Risk Society
[00:09:40.000 --> 00:09:42.000]  叫做風險社會
[00:09:42.000 --> 00:09:45.000]  他說將來這個世界如果有互聯網
[00:09:45.000 --> 00:09:46.000]  當時還沒有互聯網
[00:09:46.000 --> 00:09:50.000]  他說當將世界的資訊完全聯合的時候
[00:09:50.000 --> 00:09:52.000]  這個世界就不會再有好的日子過
[00:09:52.000 --> 00:09:53.000]  為什麼
[00:09:53.000 --> 00:09:55.000]  因為我們每一處所發生的事
[00:09:55.000 --> 00:09:57.000]  不能夠預測到影響什麼
[00:09:57.000 --> 00:10:00.000]  我們也不能夠預測誰在害我們
[00:10:00.000 --> 00:10:02.000]  大家都會明白今天
[00:10:02.000 --> 00:10:07.000]  以前我們希臘是陽光與海灘
[00:10:07.000 --> 00:10:10.000]  最多有什麼事就不去那裡旅行
[00:10:10.000 --> 00:10:13.000]  現在希臘每天我們都要看著它
[00:10:13.000 --> 00:10:14.000]  歐洲那些國家
[00:10:14.000 --> 00:10:16.000]  現在不是想去旅行
[00:10:16.000 --> 00:10:18.000]  我們看著它行不行
[00:10:18.000 --> 00:10:19.000]  不行我們就不行了
[00:10:19.000 --> 00:10:21.000]  因為這個世界已經互相連起來
[00:10:21.000 --> 00:10:24.000]  成為一個不能夠預料的風險社會
[00:10:24.000 --> 00:10:26.000]  這些不是我說的話
[00:10:26.000 --> 00:10:29.000]  甚至不是聖經說的話
[00:10:29.000 --> 00:10:31.000]  這些是社會學家所說的話
[00:10:31.000 --> 00:10:35.000]  這種情況是一種現實的悲情
[00:10:35.000 --> 00:10:37.000]  是一種必然的趨勢
[00:10:37.000 --> 00:10:39.000]  如果我們有了這個背景
[00:10:39.000 --> 00:10:41.000]  我們看回剛才所說的話
[00:10:41.000 --> 00:10:44.000]  你就知道聖經不是在恐嚇
[00:10:44.000 --> 00:10:46.000]  也不是悲觀
[00:10:46.000 --> 00:10:48.000]  聖經說的是一個事實
[00:10:48.000 --> 00:10:50.000]  因為我們被造之物
[00:10:50.000 --> 00:10:51.000]  這個世界
[00:10:51.000 --> 00:10:54.000]  是要落在一個這樣的情況下
[00:10:54.000 --> 00:10:55.000]  為什麼
[00:10:55.000 --> 00:10:58.000]  因為這個被造的世界
[00:10:58.000 --> 00:11:01.000]  它是走向亂的
[00:11:01.000 --> 00:11:04.000]  我們今天不和大家再說一些
[00:11:04.000 --> 00:11:06.000]  比較科學的
[00:11:06.000 --> 00:11:07.000]  譬如說叫做Entropy
[00:11:07.000 --> 00:11:09.000]  伊利學第二定論
[00:11:09.000 --> 00:11:12.000]  走向亂是自然的傾向
[00:11:12.000 --> 00:11:14.000]  由亂變到有秩序
[00:11:14.000 --> 00:11:16.000]  是要很努力去做的
[00:11:16.000 --> 00:11:19.000]  人墮落一招就行
[00:11:19.000 --> 00:11:20.000]  很快的
[00:11:20.000 --> 00:11:22.000]  你要變回好人
[00:11:22.000 --> 00:11:23.000]  你就很辛苦
[00:11:23.000 --> 00:11:26.000]  很多周圍的人去鼓勵你
[00:11:26.000 --> 00:11:27.000]  幫助你
[00:11:27.000 --> 00:11:28.000]  提醒你
[00:11:28.000 --> 00:11:29.000]  安慰你
[00:11:29.000 --> 00:11:30.000]  你才好一點
[00:11:30.000 --> 00:11:31.000]  然後又跌下來
[00:11:31.000 --> 00:11:33.000]  墮落是很容易
[00:11:33.000 --> 00:11:35.000]  但是能夠向上
[00:11:35.000 --> 00:11:37.000]  能夠成為高貴
[00:11:37.000 --> 00:11:39.000]  是非常困難的
[00:11:39.000 --> 00:11:41.000]  一隻橙在這裡
[00:11:41.000 --> 00:11:42.000]  你不用理它
[00:11:42.000 --> 00:11:43.000]  一個月之後
[00:11:43.000 --> 00:11:44.000]  你看它就壞了
[00:11:44.000 --> 00:11:47.000]  但是你想一個橙一個月之後都不壞
[00:11:47.000 --> 00:11:48.000]  你要很辛苦
[00:11:48.000 --> 00:11:49.000]  要雪它
[00:11:49.000 --> 00:11:50.000]  又不可以太冷
[00:11:50.000 --> 00:11:51.000]  又不可以太熱
[00:11:51.000 --> 00:11:52.000]  又不可以太乾
[00:11:52.000 --> 00:11:53.000]  又不可以太濕
[00:11:53.000 --> 00:11:55.000]  很多很多努力
[00:11:55.000 --> 00:11:57.000]  它才能夠保持它
[00:11:57.000 --> 00:11:58.000]  不壞
[00:11:58.000 --> 00:12:01.000]  如果繼續再生多些東西
[00:12:01.000 --> 00:12:02.000]  你更難
[00:12:02.000 --> 00:12:03.000]  這個是一個
[00:12:03.000 --> 00:12:05.000]  聖經告訴我們
[00:12:05.000 --> 00:12:08.000]  也是一個事實告訴我們一個趨勢
[00:12:08.000 --> 00:12:10.000]  今天我不是說這些標準
[00:12:10.000 --> 00:12:12.000]  不是說這些現象
[00:12:12.000 --> 00:12:14.000]  而是想說我們究竟怎樣去面對
[00:12:14.000 --> 00:12:16.000]  接下來這一年
[00:12:16.000 --> 00:12:17.000]  如果你問我
[00:12:17.000 --> 00:12:19.000]  就當然是壞過上一年
[00:12:19.000 --> 00:12:20.000]  理論上
[00:12:20.000 --> 00:12:23.000]  照趨勢應該是壞過下一年
[00:12:23.000 --> 00:12:25.000]  那怎麼辦呢
[00:12:25.000 --> 00:12:27.000]  聖經告訴我們
[00:12:27.000 --> 00:12:29.000]  備做之物
[00:12:29.000 --> 00:12:31.000]  總想比較好
[00:12:31.000 --> 00:12:32.000]  因為如果不是
[00:12:32.000 --> 00:12:33.000]  我剛才問的問題
[00:12:33.000 --> 00:12:34.000]  我看不到這麼多人點頭
[00:12:34.000 --> 00:12:36.000]  那怎麼辦呢
[00:12:36.000 --> 00:12:37.000]  因為聖經很有意思
[00:12:37.000 --> 00:12:41.000]  備做之物是不想越壞越下去
[00:12:41.000 --> 00:12:42.000]  這個聖經裡面
[00:12:42.000 --> 00:12:43.000]  第二個很重要的真理
[00:12:43.000 --> 00:12:45.000]  備做之物是不斷會壞的
[00:12:45.000 --> 00:12:46.000]  這個世界
[00:12:46.000 --> 00:12:49.000]  但是備做之物的心裡面是不想壞的
[00:12:49.000 --> 00:12:51.000]  這個很有意思
[00:12:51.000 --> 00:12:53.000]  因為這個
[00:12:53.000 --> 00:12:55.000]  神自己的眾子也好
[00:12:55.000 --> 00:12:57.000]  備做之物在這個嘆息的時候
[00:12:57.000 --> 00:12:58.000]  仍然
[00:12:58.000 --> 00:12:59.000]  聖經告訴我們
[00:12:59.000 --> 00:13:00.000]  第二章一節
[00:13:00.000 --> 00:13:04.000]  仍然想有這種生命裡面
[00:13:04.000 --> 00:13:05.000]  維持下去
[00:13:05.000 --> 00:13:06.000]  是啊
[00:13:06.000 --> 00:13:07.000]  很有趣的
[00:13:07.000 --> 00:13:09.000]  因為我們每一個生命
[00:13:09.000 --> 00:13:11.000]  都是想向好
[00:13:11.000 --> 00:13:13.000]  想向善
[00:13:13.000 --> 00:13:15.000]  想向生存
[00:13:15.000 --> 00:13:16.000]  一隻動物
[00:13:16.000 --> 00:13:18.000]  它什麼都不知道也好
[00:13:18.000 --> 00:13:19.000]  有危險的時候
[00:13:19.000 --> 00:13:20.000]  它就會走
[00:13:20.000 --> 00:13:22.000]  它會反抗的
[00:13:22.000 --> 00:13:23.000]  為什麼
[00:13:23.000 --> 00:13:24.000]  因為它生命的一個本身
[00:13:24.000 --> 00:13:25.000]  它就說
[00:13:25.000 --> 00:13:27.000]  我想生存下去
[00:13:27.000 --> 00:13:28.000]  一個人沒有說
[00:13:28.000 --> 00:13:29.000]  我不想好的
[00:13:29.000 --> 00:13:30.000]  我想病的
[00:13:30.000 --> 00:13:31.000]  我什麼時候病
[00:13:31.000 --> 00:13:32.000]  不知道為什麼
[00:13:32.000 --> 00:13:33.000]  我都還沒病
[00:13:33.000 --> 00:13:35.000]  沒有人這麼蠢的
[00:13:35.000 --> 00:13:36.000]  我只會說
[00:13:36.000 --> 00:13:37.000]  為什麼會病
[00:13:37.000 --> 00:13:38.000]  什麼時候才會好
[00:13:38.000 --> 00:13:39.000]  你明白嗎
[00:13:39.000 --> 00:13:40.000]  這個是自然的
[00:13:40.000 --> 00:13:41.000]  我們備做之物
[00:13:41.000 --> 00:13:44.000]  我們的心是想向著更好
[00:13:44.000 --> 00:13:46.000]  向著更加善
[00:13:46.000 --> 00:13:48.000]  想向著更加美
[00:13:48.000 --> 00:13:51.000]  想向著更加健康
[00:13:51.000 --> 00:13:54.000]  這個是神創造我們的時候
[00:13:54.000 --> 00:13:56.000]  放在我們每一個備做之物裡面
[00:13:56.000 --> 00:13:57.000]  一種美意
[00:13:57.000 --> 00:13:59.000]  以致我們可以生存下去
[00:13:59.000 --> 00:14:01.000]  不過這個世界就是兩種力量
[00:14:01.000 --> 00:14:02.000]  對著我們說
[00:14:02.000 --> 00:14:04.000]  這個世界一直拖低我們
[00:14:04.000 --> 00:14:07.000]  走向一個越來越危險和滅亡
[00:14:07.000 --> 00:14:09.000]  但是我們的心也不想
[00:14:09.000 --> 00:14:10.000]  那怎麼辦
[00:14:10.000 --> 00:14:11.000]  這是一個很矛盾的
[00:14:11.000 --> 00:14:12.000]  我們想生存
[00:14:12.000 --> 00:14:13.000]  我們想做好一點
[00:14:13.000 --> 00:14:15.000]  我們想2012年肯定好過下年
[00:14:15.000 --> 00:14:17.000]  沒有人新年說
[00:14:17.000 --> 00:14:18.000]  新年下年衰過
[00:14:18.000 --> 00:14:19.000]  今年這樣
[00:14:19.000 --> 00:14:20.000]  嘿 呸
[00:14:20.000 --> 00:14:22.000]  說什麼做什麼
[00:14:22.000 --> 00:14:24.000]  沒有人喜歡聽這些東西的
[00:14:24.000 --> 00:14:26.000]  雖然大家心底有心裡有數
[00:14:26.000 --> 00:14:29.000]  可能下年其實也不太好
[00:14:29.000 --> 00:14:31.000]  但是也不想聽
[00:14:31.000 --> 00:14:33.000]  因為我們的心不想是這樣
[00:14:33.000 --> 00:14:34.000]  在這裡
[00:14:34.000 --> 00:14:39.000]  聖經就告訴我們一個很重要的真理
[00:14:39.000 --> 00:14:41.000]  如果是這樣的話
[00:14:41.000 --> 00:14:44.000]  只是這個現實的世界
[00:14:44.000 --> 00:14:50.000]  是不會得到你想得到越來越好的力量
[00:14:50.000 --> 00:14:52.000]  所以這裡開始聖經就轉了
[00:14:52.000 --> 00:14:54.000]  這個就重要
[00:14:54.000 --> 00:14:57.000]  提出我們作為神的兒女
[00:14:57.000 --> 00:15:00.000]  雖然我們都是被造之民
[00:15:00.000 --> 00:15:01.000]  我們也是
[00:15:01.000 --> 00:15:02.000]  我們也會病
[00:15:02.000 --> 00:15:03.000]  我們也會失敗
[00:15:03.000 --> 00:15:04.000]  我們也會痛苦
[00:15:04.000 --> 00:15:07.000]  我們也會面臨一些很困難的日子
[00:15:07.000 --> 00:15:09.000]  但是我們作為神的兒女
[00:15:09.000 --> 00:15:10.000]  聖經說
[00:15:10.000 --> 00:15:11.000]  作為神的兒女
[00:15:11.000 --> 00:15:12.000]  這句話很重要
[00:15:12.000 --> 00:15:20.000]  因為我們有一個新的力量和生命的根源
[00:15:20.000 --> 00:15:22.000]  聖經23節說什麼呢
[00:15:22.000 --> 00:15:24.000]  23節說
[00:15:24.000 --> 00:15:26.000]  但是我們發覺
[00:15:26.000 --> 00:15:28.000]  23節
[00:15:28.000 --> 00:15:29.000]  23節說
[00:15:29.000 --> 00:15:30.000]  不但這樣
[00:15:30.000 --> 00:15:33.000]  連我們這些有聖靈作為初熟果子的人
[00:15:33.000 --> 00:15:34.000]  自己心裡彈性
[00:15:34.000 --> 00:15:36.000]  期待成為廁紙
