
[00:00:00.000 --> 00:00:03.560]  跟大家拜完年就說回今天的題目
[00:04:28.320 --> 00:04:29.760]  是不是也要付手續費
[00:04:29.760 --> 00:04:32.720]  所以當時可能他們從四面八方來
[00:04:32.720 --> 00:04:34.960]  可能有人研究說幣值不同
[00:04:34.960 --> 00:04:39.040]  或者他們怎樣也要兌換聖殿所用的幣
[00:04:39.040 --> 00:04:41.840]  然後他們就從中取利
[00:04:41.840 --> 00:04:44.480]  可能做了一些不法的勾當
[00:04:44.480 --> 00:04:45.520]  為什麼這樣說
[00:04:45.520 --> 00:04:47.120]  因為耶穌自己也說
[00:04:47.120 --> 00:04:51.280]  難道你將我的殿變成賊窩嗎
[00:04:51.280 --> 00:04:54.720]  就是說他們背後在做一些不好的勾當
[00:04:54.720 --> 00:04:57.920]  大家看看這件事是多麼恐怖
[00:04:57.920 --> 00:05:00.880]  因為聖殿本來是神聖的
[00:05:00.880 --> 00:05:04.160]  但是變成買賣的地方
[00:05:04.160 --> 00:05:05.920]  被人謀取暴利
[00:05:05.920 --> 00:05:07.440]  所以耶穌一定要出手
[00:05:07.440 --> 00:05:09.120]  因為耶穌對著他們說
[00:05:09.120 --> 00:05:10.560]  經上記著說
[00:05:10.560 --> 00:05:14.240]  我的殿必稱為禱告的殿
[00:05:14.240 --> 00:05:17.440]  你們能使它成為賊窩嗎
[00:05:17.440 --> 00:05:19.520]  就連他的門徒也想起
[00:05:19.520 --> 00:05:20.880]  聖經曾經說過
[00:05:20.880 --> 00:05:25.760]  我為你的殿心裡焦急如同火燒
[00:05:25.760 --> 00:05:28.160]  就是因為耶穌這個舉動
[00:05:28.160 --> 00:05:30.480]  令人更加憎恨他
[00:05:30.480 --> 00:05:34.560]  在路加福音19:47-48更清楚地說
[00:05:34.560 --> 00:05:37.520]  耶穌天天在殿裡教訓人
[00:05:37.520 --> 00:05:42.400]  祭司掌握民事與百姓的尊長都要殺他
[00:05:42.400 --> 00:05:44.640]  但是找不出法子
[00:05:44.640 --> 00:05:49.040]  因為百姓都很留心聽耶穌所說的
[00:05:49.040 --> 00:05:50.560]  耶穌的確知道
[00:05:50.560 --> 00:05:53.920]  他所做的事會令人動殺機
[00:05:53.920 --> 00:05:55.840]  為什麼動殺機呢
[00:05:55.840 --> 00:05:59.200]  因為耶穌直接影響了他們的利潤
[00:05:59.200 --> 00:06:00.560]  他們的收入
[00:06:00.560 --> 00:06:04.560]  和影響了他們的權利和地位
[00:06:04.560 --> 00:06:07.120]  說完雞犬不寧
[00:06:07.120 --> 00:06:11.840]  下一個我想說的是雞蛋裡挑骨頭
[00:06:11.840 --> 00:06:13.840]  這幅圖畫也很有趣
[00:06:13.840 --> 00:06:16.960]  雞蛋裡要找出骨頭
[00:06:16.960 --> 00:06:20.160]  就算耶穌一直只是做好事
[00:06:20.160 --> 00:06:22.640]  就算耶穌結聖聖殿的時候
[00:06:22.640 --> 00:06:25.440]  也不忘去治療了很多人的疾病
[00:06:25.440 --> 00:06:27.680]  去行很多神蹟奇事
[00:06:27.680 --> 00:06:29.120]  就連聖經說
[00:06:29.120 --> 00:06:33.520]  連小朋友都認出他是大衛的子孫
[00:06:33.520 --> 00:06:38.720]  但是因為這樣而令到祭司更加老奴
[00:06:38.720 --> 00:06:41.680]  因為不單影響他們錢的損失
[00:06:41.680 --> 00:06:44.880]  也影響了耶穌的能力那麼大
[00:06:44.880 --> 00:06:47.840]  顯出他們的無能
[00:06:47.840 --> 00:06:52.240]  不知道嫉妒的人是不是特別多時間
[00:06:52.240 --> 00:06:53.520]  什麼意思呢
[00:06:53.520 --> 00:06:55.680]  就是很喜歡嫉妒的人
[00:06:55.680 --> 00:06:57.120]  我覺得他們時間多一點
[00:06:57.120 --> 00:06:59.920]  我們正常人就24小時
[00:06:59.920 --> 00:07:02.400]  他們可能一天有48小時
[00:07:02.400 --> 00:07:03.760]  因為嫉妒的人
[00:07:03.760 --> 00:07:07.760]  或者說他們就不是那麼喜歡做正經事
[00:07:07.840 --> 00:07:12.240]  就把心力放在針對人的事上
[00:07:12.240 --> 00:07:14.640]  所以聖經很多次提到
[00:07:14.640 --> 00:07:18.960]  耶穌很想讓人找耶穌的靶病
[00:07:18.960 --> 00:07:21.520]  即是雞蛋裡挑骨頭
[00:07:21.520 --> 00:07:24.080]  有一次他們就去找耶穌
[00:07:24.080 --> 00:07:25.680]  找耶穌的時候
[00:07:25.680 --> 00:07:27.360]  很生氣的
[00:07:27.360 --> 00:07:28.080]  他就說
[00:07:28.080 --> 00:07:29.200]  啊 耶穌
[00:07:29.200 --> 00:07:32.400]  我一直都知道你是一個誠實人
[00:07:32.400 --> 00:07:35.760]  你誠誠實實去傳神的道
[00:07:35.760 --> 00:07:36.560]  你呢
[00:07:36.560 --> 00:07:37.440]  又很好的
[00:07:37.440 --> 00:07:39.440]  不相信別人的情面
[00:07:39.440 --> 00:07:41.440]  也不看別人的外貌
[00:07:41.440 --> 00:07:42.560]  有時候別人稱讚你
[00:07:42.560 --> 00:07:43.680]  你也要小心一點
[00:07:43.680 --> 00:07:45.280]  接著說什麼呢
[00:07:45.280 --> 00:07:47.120]  接著聖經在17節
[00:07:47.120 --> 00:07:49.120]  馬太福音22章說
[00:07:49.120 --> 00:07:51.360]  請你告訴我們
[00:07:51.360 --> 00:07:52.880]  你的意見怎麼看
[00:07:52.880 --> 00:07:53.680]  耶穌
[00:07:53.680 --> 00:07:56.400]  納粹被該殺
[00:07:56.400 --> 00:07:57.760]  行不行
[00:07:57.760 --> 00:08:00.400]  這樣想著去找耶穌的靶病
[00:08:00.400 --> 00:08:03.120]  耶穌就看出他的惡意
[00:08:03.120 --> 00:08:05.360]  就說假冒為善的人
[00:08:05.360 --> 00:08:06.480]  為什麼
[00:08:06.480 --> 00:08:07.760]  你試探我
[00:08:07.760 --> 00:08:10.880]  你拿一個納粹的錢來
[00:08:10.880 --> 00:08:12.880]  即是納粹的錢
[00:08:12.880 --> 00:08:13.920]  來給我看
[00:08:13.920 --> 00:08:15.200]  那他就拿著錢
[00:08:15.200 --> 00:08:16.720]  然後耶穌問他們
[00:08:16.720 --> 00:08:21.440]  錢上面的那個象是誰
[00:08:21.440 --> 00:08:22.320]  接著他們就說
[00:08:22.320 --> 00:08:23.200]  該殺
[00:08:23.200 --> 00:08:24.080]  耶穌就說
[00:08:24.080 --> 00:08:24.880]  這樣啊
[00:08:24.880 --> 00:08:26.480]  該殺的物
[00:08:26.480 --> 00:08:28.880]  你給回該殺
[00:08:28.880 --> 00:08:30.160]  神的物
[00:08:30.160 --> 00:08:32.400]  給回神
[00:08:32.400 --> 00:08:34.320]  他們聽見就很稀奇
[00:08:34.320 --> 00:08:36.080]  然後就走了
[00:08:36.080 --> 00:08:37.840]  這裡充分地顯示
[00:08:37.840 --> 00:08:39.600]  耶穌的智慧
[00:08:39.600 --> 00:08:41.040]  面對每一次
[00:08:41.040 --> 00:08:43.440]  被人在雞蛋裡面挑骨頭
[00:08:43.440 --> 00:08:46.480]  他都令人空手而回
[00:08:46.480 --> 00:08:49.040]  分享完有關雞的語句
[00:08:49.040 --> 00:08:50.480]  耶穌在聖經上
[00:08:50.480 --> 00:08:53.040]  都有提到雞
[00:08:53.040 --> 00:08:54.960]  最為人熟悉關於雞
[00:08:54.960 --> 00:08:57.280]  不知道大家想起什麼
[00:08:57.280 --> 00:08:58.240]  對了
[00:08:58.240 --> 00:09:01.920]  就想起關於彼得悔改的事蹟
[00:09:01.920 --> 00:09:02.480]  是不是
[00:09:02.480 --> 00:09:03.840]  三次不認主
[00:09:03.840 --> 00:09:05.600]  很多人可能去過聖地
[00:09:05.600 --> 00:09:06.880]  或者去到聖地
[00:09:06.880 --> 00:09:09.680]  都會參觀這間天主教的教會
[00:09:09.680 --> 00:09:12.160]  名字叫做雞鳴堂
[00:09:12.160 --> 00:09:14.080]  即是雞叫堂
[00:09:14.080 --> 00:09:14.640]  為什麼呢
[00:09:14.640 --> 00:09:17.200]  原來它說相傳彼得在那裡
[00:09:17.200 --> 00:09:19.040]  三次不認耶穌
[00:09:19.040 --> 00:09:20.320]  你看到這隻雞
[00:09:20.320 --> 00:09:21.440]  也不是雞
[00:09:21.440 --> 00:09:23.200]  公雞就在上面
[00:09:23.200 --> 00:09:25.520]  所以大家都會去參觀一下
[00:09:25.520 --> 00:09:26.640]  當時彼得
[00:09:26.640 --> 00:09:27.920]  因為有些很新的朋友
[00:09:27.920 --> 00:09:29.120]  我講一點點
[00:09:29.120 --> 00:09:30.800]  彼得就是耶穌
[00:09:30.800 --> 00:09:31.840]  十二個使徒之一
[00:09:31.840 --> 00:09:32.960]  即是十二個門徒
[00:09:32.960 --> 00:09:34.800]  他為人心直
[00:09:34.800 --> 00:09:36.640]  口快心直
[00:09:36.640 --> 00:09:38.640]  然後魯莽自負
[00:09:38.640 --> 00:09:40.960]  又看不到自己的弱點
[00:09:40.960 --> 00:09:43.600]  當耶穌快要被釘十字架的時候
[00:09:43.600 --> 00:09:45.440]  他已經預先講明
[00:09:45.440 --> 00:09:48.960]  他說你們個個都受不起考驗
[00:09:48.960 --> 00:09:51.360]  當有人來抓我
[00:09:51.360 --> 00:09:53.360]  你們就會離開我
[00:09:53.360 --> 00:09:54.560]  然後那時候
[00:09:54.560 --> 00:09:55.760]  耶穌就跟他們說
[00:09:55.760 --> 00:09:57.680]  在馬太福音26章31節
[00:09:57.680 --> 00:10:01.200]  他說今夜你們為我的緣故都要跌倒
[00:10:01.200 --> 00:10:03.120]  因為經上記著說
[00:10:03.120 --> 00:10:05.120]  我要擊打牧人
[00:10:05.120 --> 00:10:06.960]  羊就分散
[00:10:06.960 --> 00:10:09.760]  但彼得就以為自己是很厲害的
[00:10:09.760 --> 00:10:11.600]  然後就誇口說
[00:10:11.600 --> 00:10:14.640]  眾人雖然為你的緣故而跌倒
[00:10:14.640 --> 00:10:16.960]  我卻永不跌倒
[00:10:16.960 --> 00:10:18.960]  嘩 很夠豪氣
[00:10:18.960 --> 00:10:21.040]  其實耶穌了解彼得
[00:10:21.040 --> 00:10:23.600]  比彼得了解自己更加清楚
[00:10:23.600 --> 00:10:24.800]  就跟他說
[00:10:24.800 --> 00:10:26.960]  我實在的告訴你
[00:10:26.960 --> 00:10:30.160]  今夜雞叫已鮮
[00:10:30.160 --> 00:10:32.880]  你要三次不認我
[00:10:32.880 --> 00:10:34.880]  在雞啼之前
[00:10:34.880 --> 00:10:38.000]  你要三次不認我
[00:10:38.000 --> 00:10:42.160]  結果耶穌在晚上的時候真的被捕
[00:10:42.160 --> 00:10:43.760]  其他人真的都離開了
[00:10:43.760 --> 00:10:45.040]  因為那些人一來抓耶穌
[00:10:45.040 --> 00:10:46.320]  真的有拿刀
[00:10:46.320 --> 00:10:48.240]  然後那些人都離開了
[00:10:48.240 --> 00:10:49.360]  彼得呢?
[00:10:49.360 --> 00:10:50.800]  這個時候有沒有離開呢?
[00:10:50.800 --> 00:10:53.760]  他就一直遠遠吊著人群
[00:10:53.760 --> 00:10:55.920]  因為那些人群抓了耶穌
[00:10:55.920 --> 00:10:58.720]  去到被審問的地方
[00:10:58.720 --> 00:11:01.520]  然後就有人認出彼得了
[00:11:01.520 --> 00:11:03.840]  但彼得就怎樣也不承認
[00:11:03.840 --> 00:11:06.960]  當第三次被人認出的時候
[00:11:06.960 --> 00:11:09.760]  那時候彼得就直接發誓
[00:11:09.760 --> 00:11:11.600]  聖經說彼得就發誓
[00:11:11.600 --> 00:11:13.040]  我不認識這個人
[00:11:13.040 --> 00:11:16.640]  那時候雞就叫
[00:11:16.640 --> 00:11:20.320]  路加福音記載這一幕更加傳神
[00:11:20.320 --> 00:11:21.760]  我們一起幻想一下
[00:11:21.760 --> 00:11:23.280]  我們一起去到
[00:11:23.280 --> 00:11:27.440]  耶穌那天真的被人抓到外院裏面
[00:11:27.440 --> 00:11:28.720]  那個原址裏面
[00:11:28.720 --> 00:11:30.240]  然後很多人起哄
[00:11:30.240 --> 00:11:31.680]  因為一定有很多人跟著
[00:11:31.680 --> 00:11:32.800]  抓了耶穌
[00:11:32.800 --> 00:11:34.400]  那肯定很吵
[00:11:34.400 --> 00:11:35.520]  但彼得
[00:11:35.520 --> 00:11:37.920]  其實彼得已經是最英勇的那個
[00:11:37.920 --> 00:11:39.200]  肯跟著他
[00:11:39.200 --> 00:11:41.120]  結果第一次有人認出
[00:11:41.120 --> 00:11:44.080]  你不是跟他一夥的
[00:11:44.080 --> 00:11:45.920]  然後彼得說不是不是
[00:11:45.920 --> 00:11:47.600]  然後可能他又找洞鑽
[00:11:47.600 --> 00:11:48.640]  又去別的地方
[00:11:48.640 --> 00:11:50.480]  那些人說你跟他一夥的
[00:11:50.480 --> 00:11:52.000]  然後他又說不是
[00:11:52.000 --> 00:11:53.280]  所以到了第三次
[00:11:53.280 --> 00:11:55.200]  他自己都覺得很焦急
[00:11:55.200 --> 00:11:57.120]  然後他就直接發誓
[00:11:57.120 --> 00:11:58.240]  就像剛才經文那樣
[00:11:58.240 --> 00:11:59.680]  我不認識他
[00:11:59.680 --> 00:12:01.680]  然後雞就叫
[00:12:01.680 --> 00:12:02.720]  在這一刻
[00:12:02.720 --> 00:12:05.120]  聖經形容當雞叫的時候
[00:12:05.120 --> 00:12:13.120]  耶穌轉身望著彼得
[00:12:13.120 --> 00:12:15.040]  我覺得這一幕
[00:12:15.040 --> 00:12:17.120]  大家可以想一下
[00:12:17.120 --> 00:12:19.520]  耶穌已經是很疲倦
[00:12:19.520 --> 00:12:22.080]  被人這樣抓法
[00:12:22.080 --> 00:12:25.040]  然後他知道彼得的位置在哪裏
[00:12:25.040 --> 00:12:26.160]  我們幻想一下
[00:12:26.160 --> 00:12:27.200]  如果你是彼得
[00:12:27.200 --> 00:12:28.880]  你有什麼感覺
[00:12:28.880 --> 00:12:30.640]  聖經說
[00:12:30.640 --> 00:12:32.080]  耶穌望著彼得
[00:12:32.080 --> 00:12:34.640]  我想那時候耶穌是戴著很疲倦
[00:12:34.640 --> 00:12:37.440]  不過很關心的眼神
[00:12:37.440 --> 00:12:38.480]  望著彼得
[00:12:38.480 --> 00:12:40.640]  耶穌肯定不是認了
[00:12:40.640 --> 00:12:43.760]  不是說我說了
[00:12:43.760 --> 00:12:45.200]  你還懶得
[00:12:45.200 --> 00:12:46.960]  我想耶穌不是這樣
[00:12:46.960 --> 00:12:49.360]  耶穌是要彼得記得
[00:12:49.360 --> 00:12:51.280]  曾經跟他講過一句說話
[00:12:51.280 --> 00:12:52.800]  聖經說
[00:12:52.800 --> 00:12:56.080]  但是我已經為你祈求
[00:12:56.080 --> 00:12:59.920]  叫你不至於失了信心
[00:12:59.920 --> 00:13:02.000]  你回頭以後
[00:13:02.000 --> 00:13:04.400]  要兼顧你的弟兄
[00:13:04.400 --> 00:13:05.920]  這句說話
[00:13:05.920 --> 00:13:07.920]  我想大家可不可以跟我讀一次
[00:13:07.920 --> 00:13:08.720]  因為這句說話
[00:13:08.720 --> 00:13:10.640]  都是跟我們每一個有軟弱
[00:13:10.640 --> 00:13:11.760]  會跌倒的人
[00:13:11.760 --> 00:13:14.880]  一個耶穌給我們很大的安慰
[00:13:14.880 --> 00:13:16.160]  我們一起讀一次
[00:13:16.160 --> 00:13:20.400]  但是我已經為你祈求
[00:13:20.400 --> 00:13:24.000]  叫你不至於失了信心
[00:13:24.000 --> 00:13:26.000]  你回頭以後
[00:13:26.000 --> 00:13:29.360]  要兼顧你的弟兄
[00:13:29.360 --> 00:13:32.960]  然後聖經說彼得就出去痛哭
[00:13:32.960 --> 00:13:34.240]  他出去哭
[00:13:34.240 --> 00:13:35.680]  我想他哭的原因
[00:13:35.680 --> 00:13:37.120]  當然是會內疚
[00:13:37.120 --> 00:13:39.200]  因為自己曾經豪言壯語
[00:13:39.200 --> 00:13:41.280]  就說就算跟你一起下監
[00:13:41.280 --> 00:13:42.080]  就是坐監
[00:13:42.080 --> 00:13:43.200]  就算死我也行
[00:13:43.200 --> 00:13:44.240]  我不會走
[00:13:44.240 --> 00:13:46.480]  誰知道現在做了
[00:13:46.480 --> 00:13:47.280]  說得白一點
[00:13:47.280 --> 00:13:49.280]  就是縮頭烏龜
[00:13:49.280 --> 00:13:50.800]  他想起耶穌
[00:13:50.800 --> 00:13:52.080]  我想除了內疚
[00:13:52.080 --> 00:13:53.600]  他更加感動的是
[00:13:53.600 --> 00:13:56.640]  耶穌那份大愛
[00:13:56.640 --> 00:13:59.040]  耶穌明知你會犯錯
[00:13:59.040 --> 00:14:01.120]  明知你會這樣做
[00:14:01.120 --> 00:14:02.560]  但是他也願意
[00:14:02.560 --> 00:14:04.880]  所以針延說得真好
[00:14:04.880 --> 00:14:09.200]  他說「恨能挑啟爭端
[00:14:09.200 --> 00:14:13.920]  愛能遮掩一切過錯」
[00:14:13.920 --> 00:14:16.240]  我想這個原則很重要
[00:14:16.240 --> 00:14:20.080]  恨只會令爭端出現
[00:14:20.080 --> 00:14:23.840]  但是愛卻可以遮掩許多錯
[00:14:23.840 --> 00:14:28.800]  也能讓人有改錯的機會
[00:14:28.800 --> 00:14:31.920]  耶穌的愛不單止在雞蹄上
[00:14:31.920 --> 00:14:33.360]  充分地看到
[00:14:33.360 --> 00:14:37.280]  耶穌還有提及母雞和小雞
[00:14:37.280 --> 00:14:40.720]  我都很喜歡這張PowerPoint的圖畫
[00:14:40.720 --> 00:14:43.520]  都很可愛
[00:14:43.520 --> 00:14:47.040]  相信耶穌曾經帶著很憂心的語氣
[00:14:47.040 --> 00:14:48.720]  說以下這段話
[00:14:48.720 --> 00:14:53.360]  他說「耶路撒冷啊!耶路撒冷啊!
[00:14:53.360 --> 00:14:55.920]  你嘗殺害先知
[00:14:55.920 --> 00:14:59.760]  又用石頭打死那奉差遣
[00:14:59.760 --> 00:15:02.000]  到你這裡來的人
[00:15:02.000 --> 00:15:06.320]  我多次願意聚集你的兒女
[00:15:06.320 --> 00:15:12.400]  好像母雞將小雞聚集在翅膀底下
[00:15:12.400 --> 00:15:15.920]  只是你們不願意」
[00:15:15.920 --> 00:15:17.600]  耶穌對我們的愛
[00:15:17.600 --> 00:15:21.360]  充分地在母雞和小雞上展現出來
[00:15:21.360 --> 00:15:22.960]  就是想保護我們
[00:15:22.960 --> 00:15:25.360]  其實耶穌已經為我們預備了救恩
[00:15:25.360 --> 00:15:27.440]  預備了很多恩典
[00:15:27.440 --> 00:15:30.400]  耶穌多次邀請我們每一個人
[00:15:30.400 --> 00:15:35.920]  但關鍵是「只是你們不願意」
[00:15:35.920 --> 00:15:38.320]  我們很多時候出去傳福音
[00:15:38.320 --> 00:15:39.840]  我們都很奇怪
[00:15:39.840 --> 00:15:42.000]  為什麼這麼好的福音
[00:15:42.000 --> 00:15:44.000]  你都不願意?
[00:15:44.000 --> 00:15:46.560]  當然你不願意接受耶穌
[00:15:46.560 --> 00:15:49.440]  不願意走到耶穌的翅膀底下
[00:15:49.440 --> 00:15:50.720]  一定有你的原因
[00:15:50.720 --> 00:15:52.960]  一定是很合理、很充分
[00:15:52.960 --> 00:15:55.200]  只不過我想告訴你們
[00:15:55.200 --> 00:15:58.160]  我們今天在座每一個人
[00:15:58.160 --> 00:16:00.640]  都是曾經不願意
[00:16:00.640 --> 00:16:01.760]  我們每一個人
[00:16:01.760 --> 00:16:03.360]  可能有些人像我一樣
[00:16:03.360 --> 00:16:05.120]  曾經信了耶穌
[00:16:05.120 --> 00:16:07.600]  曾經去過耶穌的翅膀底下
[00:16:07.600 --> 00:16:09.440]  但又走了
[00:16:09.440 --> 00:16:13.040]  但今天我們每一個人都坐在這裡
[00:16:13.040 --> 00:16:16.080]  就是因為我們仍然想活在
[00:16:16.080 --> 00:16:19.120]  耶穌的愛的底下
[00:16:19.120 --> 00:16:22.000]  真的很希望你還不願意接受的
[00:16:22.000 --> 00:16:24.000]  就像一隻小雞
[00:16:24.000 --> 00:16:26.000]  快點走回耶穌
[00:16:26.000 --> 00:16:29.680]  這隻充滿愛的母雞那裡
[00:16:29.680 --> 00:16:31.440]  來總結
[00:16:31.440 --> 00:16:32.960]  很想和大家分享
[00:16:32.960 --> 00:16:36.000]  為什麼我會說今天的題目
[00:16:36.000 --> 00:16:38.720]  叫做「文雞禱告」
[00:16:38.720 --> 00:16:42.000]  當我要想現在是雞年
[00:16:42.000 --> 00:16:45.280]  我想分享一些關於雞的說話
[00:16:45.280 --> 00:16:47.120]  我不是迷信
[00:16:47.120 --> 00:16:49.120]  等於之前我的牧師
[00:16:49.120 --> 00:16:50.240]  梁詠善牧師
[00:16:50.240 --> 00:16:52.240]  他每一年都說了十幾年
[00:16:52.240 --> 00:16:53.680]  每一年過年
[00:16:53.680 --> 00:16:55.680]  他都將那年的生肖
