
[00:00:00.000 --> 00:00:10.000]  時間過得很快 轉眼間有時我都不想起床
[00:04:17.000 --> 00:04:22.000]  不要就這樣打個招呼都不打 好像沒禮貌
[00:04:22.000 --> 00:04:27.000]  不要想了
[00:04:27.000 --> 00:04:29.000]  好
[00:04:38.000 --> 00:04:45.000]  我發現真的好複雜
[00:04:45.000 --> 00:04:51.000]  不過無論如何都可以了
[00:04:51.000 --> 00:04:53.000]  好 先做個祈禱
[00:04:53.000 --> 00:04:57.000]  天父我好多謝你 因為讓我能夠回到香港
[00:04:57.000 --> 00:05:02.000]  能夠看到香港這個情況
[00:05:02.000 --> 00:05:07.000]  當我見到食肆多了人 當我見到街上多了人
[00:05:07.000 --> 00:05:12.000]  當我見到今早的馬拉松 我自己心裡都有感恩
[00:05:12.000 --> 00:05:17.000]  但求著你幫助我們能夠真的守護香港
[00:05:17.000 --> 00:05:39.000]  (拍手)
[00:05:39.000 --> 00:05:53.000]  你幫助我們能夠好堅強 亦都要爭氣做我們應該做的事
[00:05:53.000 --> 00:05:56.000]  所以求著你真是祝福加力
[00:05:56.000 --> 00:06:00.000]  我們知道前面的路真的不容易走 但路難行不要緊
[00:06:00.000 --> 00:06:03.000]  只要我們有力 我們有心
[00:06:03.000 --> 00:06:09.000]  只要有心好多事我們都可以改進 都可以改變
[00:06:09.000 --> 00:06:14.000]  我明白今日在香港要講福音 講耶穌不容易
[00:06:14.000 --> 00:06:19.000]  好多人不明白為何這些事情會發生
[00:06:19.000 --> 00:06:22.000]  如果有神的為何神不干預這些事
[00:06:22.000 --> 00:06:28.000]  但有好多人又好明白因為這些事發生所以才需要有神
[00:06:28.000 --> 00:06:34.000]  我們看見這個將來只有在神裡面我們有這個更美的將來
[00:06:34.000 --> 00:06:37.000]  所以求著你幫助我們眾人能夠真是明白
[00:06:37.000 --> 00:06:41.000]  而且能夠好好地在這個地方不單止生活
[00:06:41.000 --> 00:06:46.000]  不單止生活可以改善 而且生命可以改造
[00:06:46.000 --> 00:06:51.000]  求著你幫助我們 將以下我們要講的內容都求著你帶領
[00:06:51.000 --> 00:06:55.000]  讓我們講的聽的都能夠明白 都能夠清楚
[00:06:55.000 --> 00:07:00.000]  讓所準備的都能夠聽得入
[00:07:00.000 --> 00:07:04.000]  我們都求著你帶領我們 幫助我們以下的時間
[00:07:04.000 --> 00:07:07.000]  聽我們祈禱 奉耶穌的名祈禱 阿們
[00:07:07.000 --> 00:07:20.000]  其實我都不是很習慣戴著口罩講話的
[00:07:20.000 --> 00:07:25.000]  但我那時候都和教會申請可不可以不戴
[00:07:25.000 --> 00:07:29.000]  我去檢疫 我戴過透明口罩 或者怎樣怎樣
[00:07:29.000 --> 00:07:34.000]  講話小聲一點 但我們覺得戴著口罩安全一點
[00:07:34.000 --> 00:07:36.000]  我都很願意這樣做
[00:07:36.000 --> 00:07:42.000]  這堂已經在大家當中連同星期五晚 這是第六堂
[00:07:42.000 --> 00:07:45.000]  好 題目叫做「估你唔到」
[00:07:45.000 --> 00:07:48.000]  其實如果大家有留意那個海報的話
[00:07:48.000 --> 00:07:52.000]  你會發現其實這個是take two的 有沒有看到take two的字
[00:07:52.000 --> 00:07:56.000]  本來是去年來的 但去年二月我來完之後
[00:07:56.000 --> 00:08:01.000]  回到多倫多之前 余茂鑫說十月有沒有機會過來
[00:08:01.000 --> 00:08:07.000]  我說好啊 如果可以我會來
[00:08:07.000 --> 00:08:10.000]  他說好啊 那就十月吧
[00:08:10.000 --> 00:08:15.000]  定了的 誰知道疫情一直不過 逼著我來不到
[00:08:15.000 --> 00:08:20.000]  教會安排我只可以用直播的方式 即是同步直播
[00:08:20.000 --> 00:08:22.000]  就講一個堂道叫結局
[00:08:22.000 --> 00:08:25.000]  我記得在第二堂就要求陳夏梓梅
[00:08:25.000 --> 00:08:28.000]  麻煩你轉轉鏡頭讓我能夠看到會眾
[00:08:28.000 --> 00:08:31.000]  一直期望今年能夠來
[00:08:31.000 --> 00:08:34.000]  到今年的時候慢慢發現可以了
[00:08:34.000 --> 00:08:38.000]  加拿大比較放寬 回到去不用隔離了
[00:08:38.000 --> 00:08:40.000]  好啊 那我就來吧
[00:08:40.000 --> 00:08:43.000]  本來定是十五十六號的
[00:08:43.000 --> 00:08:46.000]  由於本來說是八月的時候
[00:08:46.000 --> 00:08:49.000]  驗到有抗體可以減至七天
[00:08:49.000 --> 00:08:52.000]  突然之間一天之內又轉回十四天
[00:08:52.000 --> 00:08:56.000]  所以余茂鑫說除了隔離之外
[00:08:56.000 --> 00:08:58.000]  還有七天自我監察期
[00:08:58.000 --> 00:09:01.000]  加起來就是十四加七就是二十一天
[00:09:01.000 --> 00:09:03.000]  十五十六就不行了
[00:09:03.000 --> 00:09:06.000]  就變成二三二四 不是五三五四
[00:09:06.000 --> 00:09:09.000]  變成二十三號和二十四號 又改
[00:09:09.000 --> 00:09:12.000]  我發現近期一兩年的時間
[00:09:12.000 --> 00:09:15.000]  很多東西你真的猜來猜去都猜不到
[00:09:15.000 --> 00:09:18.000]  但我發現很多人說既然將來我們猜不到
[00:09:18.000 --> 00:09:21.000]  我們就把握今天 把握今天有兩種
[00:09:21.000 --> 00:09:24.000]  一種好一種不好 好的你就是能夠珍惜
[00:09:24.000 --> 00:09:27.000]  不好的你就是放縱
[00:09:27.000 --> 00:09:30.000]  有些人說既然是這樣就不要理那麼多
[00:09:30.000 --> 00:09:33.000]  拼命吃拼命玩 做得就做
[00:09:33.000 --> 00:09:36.000]  有些人就反過來
[00:09:36.000 --> 00:09:39.000]  既然我們不知道明天我們不是放縱今天
[00:09:39.000 --> 00:09:43.000]  而是要珍惜今天 我們是應該小心用心
[00:09:43.000 --> 00:09:46.000]  留心慎重我們每一天的生活
[00:09:46.000 --> 00:09:50.000]  猜不到這四個字我試過做一些組合
[00:09:50.000 --> 00:09:53.000]  原來有二十四個組合
[00:09:53.000 --> 00:09:56.000]  我就讀不到給你聽 我想你都不需要讀了
[00:09:56.000 --> 00:09:59.000]  這二十四個組合其實裏面
[00:09:59.000 --> 00:10:02.000]  真的說得通的只有七個組合
[00:10:02.000 --> 00:10:05.000]  就是猜不到你猜不到你 你猜不到你不猜到
[00:10:05.000 --> 00:10:08.000]  不猜到你不到你猜到 到你不猜
[00:10:08.000 --> 00:10:11.000]  可不可以和我重覆一次
[00:10:11.000 --> 00:10:14.000]  而你能夠將七個組合合成成為三個
[00:10:14.000 --> 00:10:17.000]  是同樣意思的 第一個就是猜不到你
[00:10:17.000 --> 00:10:20.000]  有些人真的猜不到你
[00:10:20.000 --> 00:10:23.000]  真的猜不到你 好像我這個人
[00:10:23.000 --> 00:10:26.000]  很容易猜到的 看死你都會哭
[00:10:26.000 --> 00:10:29.000]  有些人真的猜不到他下一步怎樣
[00:10:29.000 --> 00:10:32.000]  第二就是你猜不到
[00:10:32.000 --> 00:10:35.000]  不是他難猜 是你猜不到他
[00:10:35.000 --> 00:10:38.000]  有時我都會說 譬如我女兒
[00:10:38.000 --> 00:10:41.000]  我兒子 我老婆有些事
[00:10:41.000 --> 00:10:44.000]  其實你要知道的 你怎會猜不到呢
[00:10:44.000 --> 00:10:47.000]  就是我猜的能力
[00:10:47.000 --> 00:10:50.000]  第一就是猜的內容猜不到
[00:10:50.000 --> 00:10:53.000]  第二就是猜的能力太低
[00:10:53.000 --> 00:10:56.000]  第三就是既然猜不到你 你又猜不到
[00:10:56.000 --> 00:10:59.000]  猜到你不猜了 所以我不猜了
[00:10:59.000 --> 00:11:02.000]  我都不想知道了 今天很多事
[00:11:02.000 --> 00:11:05.000]  真的猜不到你 或者你猜不到 所以猜到我們
[00:11:05.000 --> 00:11:08.000]  不猜了 譬如有兩句說話
[00:11:08.000 --> 00:11:11.000]  我這一兩年經常聽人說的 有時聽新聞
[00:11:11.000 --> 00:11:14.000]  有些人無端白事中了招
[00:11:14.000 --> 00:11:17.000]  有些事就怕無神要取消
[00:11:17.000 --> 00:11:21.000]  有沒有聽過這兩句說話 這樣都會中招的
[00:11:21.000 --> 00:11:24.000]  譬如我們隔離酒店 現在都封了不准開
[00:11:24.000 --> 00:11:27.000]  曾經試過兩邊門對著門開
[00:11:27.000 --> 00:11:30.000]  開了之後 這邊某些氣過了那邊
[00:11:30.000 --> 00:11:33.000]  那邊就感染 所以從今以後就不可以開窗
[00:11:33.000 --> 00:11:36.000]  免得有氣流
[00:11:36.000 --> 00:11:39.000]  我說真的無端白事都會中招的
[00:11:39.000 --> 00:11:42.000]  失驚無神又會取消 突然之間這個又說沒有
[00:11:42.000 --> 00:11:45.000]  那個又說沒有 事情轉來轉去
[00:11:45.000 --> 00:11:48.000]  今天很多事真的猜不到你
[00:11:48.000 --> 00:11:51.000]  我這次回來香港認識了香港的文化
[00:11:51.000 --> 00:11:54.000]  其中之一就是近期出現的 叫做口罩文化
[00:11:54.000 --> 00:11:57.000]  原來香港人戴口罩真的很講究
[00:11:57.000 --> 00:12:00.000]  我們多倫多戴口罩很簡單
[00:12:00.000 --> 00:12:03.000]  只是為了保護 為了進入一些餐館
[00:12:03.000 --> 00:12:06.000]  或者商場 或者超市
[00:12:06.000 --> 00:12:09.000]  我發現香港戴口罩除了保護之外
[00:12:09.000 --> 00:12:12.000]  還有一個功用 叫做襯衫
[00:12:12.000 --> 00:12:15.000]  我真的發現原來可以的 應該是昨天
[00:12:15.000 --> 00:12:18.000]  教會有一位弟兄對我非常照顧的
[00:12:18.000 --> 00:12:21.000]  叫做司徒醫生
[00:12:21.000 --> 00:12:24.000]  他久不久就會送一條領帶給我
[00:12:24.000 --> 00:12:27.000]  因為他不忍心我經常戴那條領帶
[00:12:27.000 --> 00:12:30.000]  昨天送了一條領帶給我 理所當然要戴出來
[00:12:30.000 --> 00:12:33.000]  這條就是司徒醫生送的
[00:12:33.000 --> 00:12:36.000]  送完之後有個姐妹看到這條領帶就跟我說
[00:12:36.000 --> 00:12:39.000]  徐弟兄我勸你明天戴這個口罩
[00:12:39.000 --> 00:12:42.000]  他說這樣就會襯的
[00:12:42.000 --> 00:12:45.000]  我說我戴口罩我從來不會想這些事
[00:12:45.000 --> 00:12:48.000]  他說不是啊 我們也要想一下
[00:12:48.000 --> 00:12:51.000]  我說好好好 所以我待會也會戴這個口罩
[00:12:51.000 --> 00:12:54.000]  真的很多事情是猜不到的
[00:12:54.000 --> 00:12:57.000]  口罩的用法 口罩的戴法
[00:12:57.000 --> 00:13:00.000]  有時候到了一個地步我們發現很多事情
[00:13:00.000 --> 00:13:03.000]  你怎樣猜都猜不到 不猜因為猜不到
[00:13:03.000 --> 00:13:06.000]  人可以猜 但是我們做人不要靠猜
[00:13:06.000 --> 00:13:09.000]  又不要亂猜 今天我跟大家說猜就說一個字
[00:13:09.000 --> 00:13:12.000]  就叫做猜 人生中的猜不猜
[00:13:12.000 --> 00:13:15.000]  第一件事就是人生中的猜不猜
[00:13:15.000 --> 00:13:18.000]  人有所為有所不為 有所猜有所不猜
[00:13:18.000 --> 00:13:21.000]  有些事情可以猜 有些事情不要猜
[00:13:21.000 --> 00:13:24.000]  有些事情可以猜 有些事情不要猜
[00:13:24.000 --> 00:13:27.000]  好像我們有子女也很關心子女
[00:13:27.000 --> 00:13:30.000]  什麼時候結婚 通妮的兒子幾年前結婚很開心
[00:13:30.000 --> 00:13:33.000]  我們也很想猜一下
[00:13:33.000 --> 00:13:36.000]  我和我老婆也說不知道女兒什麼時候結婚
[00:13:36.000 --> 00:13:39.000]  她說你猜好了 你不要問
[00:13:39.000 --> 00:13:42.000]  原來不能問
[00:13:42.000 --> 00:13:45.000]  有些事情可以猜 有些事情只可以猜
[00:13:45.000 --> 00:13:48.000]  有些事情是不可以猜的
[00:13:48.000 --> 00:13:51.000]  譬如這次我回到香港
[00:13:51.000 --> 00:13:54.000]  事情要很肯定 原來真的很麻煩
[00:13:54.000 --> 00:13:57.000]  登機要四個小時 下機要六個小時
[00:13:57.000 --> 00:14:00.000]  很多事情要搞 過完一關又一關
[00:14:00.000 --> 00:14:03.000]  很多文件 很多報告
[00:14:03.000 --> 00:14:06.000]  所以譬如我臨時來之前就和很多朋友問
[00:14:06.000 --> 00:14:09.000]  知不知道回香港要什麼 登機要什麼
[00:14:09.000 --> 00:14:12.000]  很多人說了很多不同的東西
[00:14:12.000 --> 00:14:15.000]  有些人說實驗室要證書
[00:14:15.000 --> 00:14:18.000]  檢測證書 不只是拿報告
[00:14:18.000 --> 00:14:21.000]  連實驗室也要有證書證明實驗室可以給報告
[00:14:21.000 --> 00:14:24.000]  如果報告有人跟我說
[00:14:24.000 --> 00:14:27.000]  不可以黑白要彩色
[00:14:27.000 --> 00:14:30.000]  好像容牧師說的
[00:14:30.000 --> 00:14:33.000]  他剛剛回來說要彩色 不可以黑白
[00:14:33.000 --> 00:14:36.000]  要彩色 兩面都要印
[00:14:36.000 --> 00:14:39.000]  確定沒事 有人又說
[00:14:39.000 --> 00:14:42.000]  酒店不能兩個人住兩個人的名字
[00:14:42.000 --> 00:14:45.000]  一個人的名字不可以錯 和護照要對
[00:14:45.000 --> 00:14:48.000]  檢測報告的名字
[00:14:48.000 --> 00:14:51.000]  姓要放前 名字要放後 調轉又不可以
[00:14:51.000 --> 00:14:54.000]  有些人不懂得看
[00:14:54.000 --> 00:14:57.000]  譬如中文名 徐武豪
[00:14:57.000 --> 00:15:00.000]  他不知道號是姓還是徐是姓 調轉又不可以
[00:15:00.000 --> 00:15:03.000]  說到我心驚膽跳
[00:15:03.000 --> 00:15:06.000]  怎麼辦呢 我就很害怕
[00:15:06.000 --> 00:15:09.000]  打電話去航空公司問 他們說的又不同
[00:15:09.000 --> 00:15:12.000]  問這個又不同 問那個又不同
[00:15:12.000 --> 00:15:15.000]  這些事情不能猜 最後我怎樣做呢
[00:15:15.000 --> 00:15:18.000]  我去了機場 假扮check in
[00:15:18.000 --> 00:15:21.000]  拿著東西問人
[00:15:21.000 --> 00:15:24.000]  這些東西可以嗎 能不能入
[00:15:24.000 --> 00:15:27.000]  空中小姐說你今天飛嗎 我說不是
[00:15:27.000 --> 00:15:30.000]  我不想猜 所以我想這樣
[00:15:30.000 --> 00:15:33.000]  能不能登機 他說可以
[00:15:33.000 --> 00:15:36.000]  就算沒有證書 機場都預備了給你
[00:15:36.000 --> 00:15:39.000]  知道有些人會忘記 你放心
[00:15:39.000 --> 00:15:42.000]  我們不是第一次
[00:15:42.000 --> 00:15:45.000]  和人check in 我過濾也好
[00:15:45.000 --> 00:15:48.000]  但我很肯定 為什麼有些東西
[00:15:48.000 --> 00:15:51.000]  不能猜 結果很嚴重
[00:15:51.000 --> 00:15:54.000]  人生中有些東西可以猜 有些東西不可以猜
[00:15:54.000 --> 00:15:57.000]  猜知識你問一問 猜的後果是甚麼
[00:15:57.000 --> 00:16:00.000]  其中一樣東西我們經常提
[00:16:00.000 --> 00:16:03.000]  有神這東西有些人覺得很玄妙
[00:16:03.000 --> 00:16:06.000]  有些人覺得到底有還是沒有呢
[00:16:06.000 --> 00:16:09.000]  我猜有 我猜沒有 如果有神
[00:16:09.000 --> 00:16:12.000]  猜沒有神 真的有
[00:16:12.000 --> 00:16:15.000]  怎麼辦呢 如果沒有神 猜有神
[00:16:15.000 --> 00:16:18.000]  沒有又怎樣呢 如果真的有神
[00:16:18.000 --> 00:16:21.000]  你猜沒有神 一輩子都不肯信
[00:16:21.000 --> 00:16:24.000]  結果是怎樣呢 如果有來過教會
[00:16:24.000 --> 00:16:27.000]  聽過就知道 結果很嚴重 是生死之別
[00:16:27.000 --> 00:16:30.000]  沒有神猜有神 結果是怎樣呢
[00:16:30.000 --> 00:16:33.000]  是沒有神的 人們覺得有神就回來唱詩
[00:16:33.000 --> 00:16:36.000]  是不是很嚴重呢 我又不覺得
[00:16:36.000 --> 00:16:39.000]  我覺得詩歌真的很好聽
[00:16:39.000 --> 00:16:42.000]  所以有時候我們要明白 有些東西猜
[00:16:42.000 --> 00:16:45.000]  後果是甚麼 我們考試
[00:16:45.000 --> 00:16:48.000]  我自己讀書的人很懶的 我是很喜歡玩
[00:16:48.000 --> 00:16:51.000]  很懶的一個人 我讀書很簡單
[00:16:51.000 --> 00:16:54.000]  只有一招 就是靠貼士
[00:16:54.000 --> 00:16:57.000]  我不知道多少人是這樣 我認識的同學都很喜歡捉貼士
[00:16:57.000 --> 00:17:00.000]  所以經常捉貼士 我們經常問
[00:17:00.000 --> 00:17:03.000]  哪條機會大些 哪條機會少些 哪條熱門
[00:17:03.000 --> 00:17:06.000]  哪條冷門 你都知道捉錯有後果
[00:17:06.000 --> 00:17:09.000]  所以我們那時候專門研究怎樣拿貼士
[00:17:09.000 --> 00:17:12.000]  又旁敲側擊老師 又各樣去查
[00:17:12.000 --> 00:17:15.000]  有些有把握 有些沒有把握
[00:17:15.000 --> 00:17:18.000]  如果必定出的 或者所謂熱門的
[00:17:18.000 --> 00:17:21.000]  你不讀 不一定出 你就去猛讀
[00:17:21.000 --> 00:17:24.000]  這是自尋短見 死硬的
[00:17:24.000 --> 00:17:27.000]  所以有沒有神這東西 不是可以猜的
[00:17:27.000 --> 00:17:30.000]  所以有些東西真的要很清楚
[00:17:30.000 --> 00:17:33.000]  所以有時候我和朋友說耶穌
[00:17:33.000 --> 00:17:36.000]  有個朋友有一次和我說 我還記得他的名字叫Philip
[00:17:36.000 --> 00:17:39.000]  和他談過很多次
[00:17:39.000 --> 00:17:42.000]  他說William你這麼用心又講這麼多理論
[00:17:42.000 --> 00:17:45.000]  這麼多證據 這麼多故事
[00:17:45.000 --> 00:17:48.000]  講這麼多 我都覺得你很辛苦
[00:17:48.000 --> 00:17:51.000]  不如你不要講 我又不想不講
[00:17:51.000 --> 00:17:54.000]  他說我可以給你一個簡單的方法 什麼方法
[00:17:54.000 --> 00:17:57.000]  你不要講那麼多 講耶穌講這麼久
[00:17:57.000 --> 00:18:00.000]  你叫耶穌出來一下就行了 讓我見一見
[00:18:00.000 --> 00:18:03.000]  打個招呼 我就入黨了 或者入會了
[00:18:03.000 --> 00:18:06.000]  我就會入的了 這樣容易得多
[00:18:06.000 --> 00:18:09.000]  你又不想有人猜 你又不讓人看 你叫我怎樣做呢
[00:18:09.000 --> 00:18:12.000]  你不想我猜 你就走出來
[00:18:12.000 --> 00:18:15.000]  你不走出來 我就只有猜
[00:18:15.000 --> 00:18:18.000]  講來講去 他講的好像有道理
[00:18:18.000 --> 00:18:21.000]  有時候有些東西不是這樣做 我們經常有些人會說
[00:18:21.000 --> 00:18:24.000]  你叫我做就做 那不是很沒面子
[00:18:24.000 --> 00:18:27.000]  你要見又見 我還是神 被你呼來呼去
[00:18:27.000 --> 00:18:30.000]  這張桌子又說要見神 那張又說要見耶穌
[00:18:30.000 --> 00:18:33.000]  彈出來彈出來 現在這樣
[00:18:33.000 --> 00:18:36.000]  神不是這樣做的 我自己信耶穌到今天
[00:18:36.000 --> 00:18:39.000]  神有神的方法
[00:18:39.000 --> 00:18:42.000]  人有人的需要 神知人的需要
[00:18:42.000 --> 00:18:45.000]  人未必知神的方法 但是神的方法是
[00:18:45.000 --> 00:18:48.000]  救人用的 如果他是神
[00:18:48.000 --> 00:18:51.000]  你明不明白這件事 如果他是神
[00:18:51.000 --> 00:18:54.000]  他應該知道你需要什麼可以信的
[00:18:54.000 --> 00:18:57.000]  所以他不需要按你的方法去做你想他做的事
[00:18:57.000 --> 00:19:00.000]  他會按他的方法去做你需要他做的事
[00:19:00.000 --> 00:19:03.000]  應該都明白的
[00:19:03.000 --> 00:19:06.000]  有一次我去修車 我的車前面
[00:19:06.000 --> 00:19:09.000]  不知道水箱漏水的不知道什麼 我就拿去給師傅修
[00:19:09.000 --> 00:19:12.000]  拿到車康那個都是教一個弟兄
[00:19:12.000 --> 00:19:15.000]  很熟的 車停了我就下車跟他說
[00:19:15.000 --> 00:19:18.000]  他叫Lipson 我說Lipson你知不知道
[00:19:18.000 --> 00:19:21.000]  車有事 我想那裡可能螺絲鬆了
[00:19:21.000 --> 00:19:24.000]  所以你修一修看看他
[00:19:24.000 --> 00:19:27.000]  Lipson看著我 他睜開眼睛他不出聲
[00:19:27.000 --> 00:19:30.000]  他不出聲很恐怖 意思他生氣 因為他這個人很喜歡說話
[00:19:30.000 --> 00:19:33.000]  突然看著我不出聲跟我說
[00:19:33.000 --> 00:19:36.000]  William你是師傅還是我是師傅
[00:19:36.000 --> 00:19:39.000]  我說你是你是
[00:19:39.000 --> 00:19:42.000]  他說我是你就不要說話 你拿來給我修車
[00:19:42.000 --> 00:19:45.000]  我現在不是學修車不是你教我修車
[00:19:45.000 --> 00:19:48.000]  是我修車 我幫你修了幾十年
[00:19:48.000 --> 00:19:51.000]  你教我怎麼修車 我是師傅你就聽我
[00:19:51.000 --> 00:19:54.000]  不要指三挖四
[00:19:54.000 --> 00:19:57.000]  如果神是神你就不要這麼多
[00:19:57.000 --> 00:20:00.000]  麻煩你這樣 變個魔術來看看
[00:20:00.000 --> 00:20:03.000]  我最近頭髮白了 弄黑它
[00:20:03.000 --> 00:20:06.000]  神是神
[00:20:06.000 --> 00:20:09.000]  我們不是要求神做我們想做的事
[00:20:09.000 --> 00:20:12.000]  而是神會做我們需要做的事 是有不同的
[00:20:12.000 --> 00:20:15.000]  所以不是靠猜的
[00:20:15.000 --> 00:20:18.000]  你真的明白什麼叫人什麼是神的時候
[00:20:18.000 --> 00:20:21.000]  有時我們這樣才能夠信 有些人死都不信
[00:20:21.000 --> 00:20:24.000]  有些人死都懷疑 有些人死都靠猜
[00:20:24.000 --> 00:20:27.000]  沒辦法的 我跟人說有神
[00:20:27.000 --> 00:20:30.000]  他就問我你怎麼知道
[00:20:30.000 --> 00:20:33.000]  我不信 我聽人說沒有神
[00:20:33.000 --> 00:20:36.000]  我都會問你怎麼知道 我要信
[00:20:36.000 --> 00:20:39.000]  人要我證明有神他才肯信
[00:20:39.000 --> 00:20:42.000]  我要人證明沒有神我才不信
[00:20:42.000 --> 00:20:45.000]  但我覺得我們不是大家在這裡教古
[00:20:45.000 --> 00:20:48.000]  所以有人問其實我讀理科
[00:20:48.000 --> 00:20:51.000]  我又不是喜歡亂猜的
[00:20:51.000 --> 00:20:54.000]  我都很現實的人
[00:20:54.000 --> 00:20:57.000]  我不是要心理作用 我心空虛我寂寞我凍
[00:20:57.000 --> 00:21:00.000]  所以信耶穌 亂猜心可以安慰
[00:21:00.000 --> 00:21:03.000]  我又不是這樣的人
[00:21:03.000 --> 00:21:06.000]  我都很現實的人 但當我去到教會慢慢讀聖經
[00:21:06.000 --> 00:21:09.000]  慢慢接觸基督徒
[00:21:09.000 --> 00:21:12.000]  我發現兩樣東西很特別
[00:21:12.000 --> 00:21:15.000]  一個是客觀一個是主觀
[00:21:15.000 --> 00:21:18.000]  客觀就是當我讀聖經的道理的時候
[00:21:18.000 --> 00:21:21.000]  我只能想到一個道理
[00:21:21.000 --> 00:21:24.000]  一是假的 一是騙人的
[00:21:24.000 --> 00:21:27.000]  一是精神不正常 以為自己是神
[00:21:27.000 --> 00:21:30.000]  有些人以為自己很美 照鏡子
[00:21:30.000 --> 00:21:33.000]  魔鏡 魔鏡 世上最美的誰
[00:21:33.000 --> 00:21:36.000]  當我讀耶穌的生平
[00:21:36.000 --> 00:21:39.000]  有些不信耶穌的人都覺得耶穌是很偉大的人
[00:21:39.000 --> 00:21:42.000]  耶穌不是騙人 因為耶穌騙人
[00:21:42.000 --> 00:21:45.000]  騙到最後死了 你會這樣騙人嗎
[00:21:45.000 --> 00:21:48.000]  騙到自己沒錢 沒健康
[00:21:48.000 --> 00:21:51.000]  很開心 今天騙人騙得很開心 損失很大
[00:21:51.000 --> 00:21:54.000]  耶穌不是這樣 祂不是騙人
[00:21:54.000 --> 00:21:57.000]  祂又不是瘋的 因為耶穌寫的道理
[00:21:57.000 --> 00:22:00.000]  很多人覺得祂的道理很崇高
[00:22:00.000 --> 00:22:03.000]  譬如登山補訓 怎樣對人
[00:22:03.000 --> 00:22:06.000]  有句話大家經常聽的 施比受更為有福
[00:22:06.000 --> 00:22:09.000]  為什麼一個這麼有道德
[00:22:09.000 --> 00:22:12.000]  這麼有高尚品味的人
