
[00:00:00.000 --> 00:00:06.000]  各位聽聽節目早安
[00:04:41.000 --> 00:04:46.000]  我們就發覺到當福音去到異地的時候
[00:04:46.000 --> 00:04:49.000]  他是遇到很多這樣的衝擊的
[00:04:49.000 --> 00:04:53.000]  而當時是受不到任何法律裏面的保障的
[00:04:53.000 --> 00:04:55.000]  我們看到一點點
[00:04:55.000 --> 00:04:57.000]  保羅就說我是羅馬人
[00:04:57.000 --> 00:04:58.000]  為什麼你可以這樣對我
[00:04:58.000 --> 00:04:59.000]  他們就害怕了
[00:04:59.000 --> 00:05:01.000]  因為羅馬人有法律保障的
[00:05:01.000 --> 00:05:03.000]  但如果你不是
[00:05:03.000 --> 00:05:05.000]  又是異族人
[00:05:05.000 --> 00:05:08.000]  所以你在信仰上面
[00:05:08.000 --> 00:05:11.000]  你會受到很多不公平的對待
[00:05:11.000 --> 00:05:13.000]  而政府幫不了你
[00:05:13.000 --> 00:05:17.000]  所以在彼得前書第四章
[00:05:17.000 --> 00:05:19.000]  如果你讀的時候你會發覺到
[00:05:19.000 --> 00:05:24.000]  若有人因為你們是信耶穌的緣故而迫害你
[00:05:24.000 --> 00:05:27.000]  請你要知道你的生活要怎樣做
[00:05:27.000 --> 00:05:31.000]  如果有人因為你是基督徒的緣故
[00:05:31.000 --> 00:05:34.000]  同樣是彼得前書第四章十六十七節
[00:05:34.000 --> 00:05:36.000]  同樣有這樣的說法
[00:05:36.000 --> 00:05:38.000]  你將這些資料放在一起的時候
[00:05:38.000 --> 00:05:40.000]  你會發覺到基督信仰
[00:05:40.000 --> 00:05:42.000]  在第一世紀到第三世紀
[00:05:42.000 --> 00:05:44.000]  三百一十三年之前
[00:05:44.000 --> 00:05:46.000]  是沒有被尊重的
[00:05:46.000 --> 00:05:48.000]  沒有法律保障的
[00:05:48.000 --> 00:05:50.000]  是被人拒絕的
[00:05:50.000 --> 00:05:52.000]  經常被人恥笑的
[00:05:52.000 --> 00:05:54.000]  為什麼在三百年以來
[00:05:54.000 --> 00:05:56.000]  去到三百一十三年
[00:05:56.000 --> 00:05:58.000]  被皇帝拿到這樣的御令
[00:05:58.000 --> 00:06:01.000]  說這是一個合法的宗教
[00:06:01.000 --> 00:06:03.000]  甚至他自己要信了
[00:06:03.000 --> 00:06:05.000]  所以從三百一十三年之後
[00:06:05.000 --> 00:06:07.000]  君士丹利信了耶穌
[00:06:07.000 --> 00:06:09.000]  接納了基督教成為國教
[00:06:09.000 --> 00:06:11.000]  有政治的原因或許有很多不同的原因
[00:06:11.000 --> 00:06:13.000]  但因為他這個動作
[00:06:13.000 --> 00:06:15.000]  而帶來整個基督教的改變
[00:06:15.000 --> 00:06:17.000]  是不爭的事實
[00:06:17.000 --> 00:06:19.000]  很多皇親國戚很多人因為皇帝信我們就信
[00:06:19.000 --> 00:06:23.000]  所以令到教會裏面的混亂不斷的產生
[00:06:23.000 --> 00:06:25.000]  有好有不好
[00:06:25.000 --> 00:06:27.000]  但我們就說
[00:06:27.000 --> 00:06:30.000]  為什麼在三百年以來
[00:06:30.000 --> 00:06:34.000]  基督教從一個不被尊重
[00:06:34.000 --> 00:06:36.000]  被人鄙視的環境
[00:06:36.000 --> 00:06:38.000]  去到三百一十三年
[00:06:38.000 --> 00:06:40.000]  竟然由皇帝說我要接納他
[00:06:40.000 --> 00:06:42.000]  我要信他
[00:06:42.000 --> 00:06:46.000]  三百年被人歧視
[00:06:46.000 --> 00:06:48.000]  為什麼呢
[00:06:48.000 --> 00:06:50.000]  為什麼呢
[00:06:50.000 --> 00:06:52.000]  有很多歷史學者
[00:06:52.000 --> 00:06:56.000]  因為有很多歷史學者並不是聖經學者
[00:06:56.000 --> 00:06:58.000]  所以他很多時候只是按照歷史
[00:06:58.000 --> 00:07:00.000]  的資料去寫
[00:07:00.000 --> 00:07:02.000]  但近幾十年有很多的聖經學者
[00:07:02.000 --> 00:07:04.000]  就不斷的鑽研歷史
[00:07:04.000 --> 00:07:06.000]  成為聖經的歷史學者
[00:07:06.000 --> 00:07:08.000]  講出來的東西
[00:07:08.000 --> 00:07:10.000]  有很多歷史的成份在裏面
[00:07:10.000 --> 00:07:12.000]  最近有位在愛丁堡大學
[00:07:12.000 --> 00:07:14.000]  退休的一位教授
[00:07:14.000 --> 00:07:16.000]  寫了一本書叫
[00:07:16.000 --> 00:07:18.000]  Destroyer of Gods
[00:07:18.000 --> 00:07:20.000]  Destroyer of Gods
[00:07:20.000 --> 00:07:26.000]  這本書是出了沒多久
[00:07:26.000 --> 00:07:28.000]  三四年左右
[00:07:28.000 --> 00:07:30.000]  但在學術界裏面就有回響
[00:07:30.000 --> 00:07:34.000]  所以他到處去講道理
[00:07:34.000 --> 00:07:36.000]  他研究了
[00:07:36.000 --> 00:07:38.000]  這三百年裏面的
[00:07:38.000 --> 00:07:40.000]  很多的猶太文獻
[00:07:40.000 --> 00:07:42.000]  很多的希臘羅馬文獻
[00:07:42.000 --> 00:07:44.000]  羅馬的名人
[00:07:44.000 --> 00:07:46.000]  一些的首抄卷等等
[00:07:46.000 --> 00:07:48.000]  他得出一個道理
[00:07:48.000 --> 00:07:50.000]  基督教在三百年裏面
[00:07:50.000 --> 00:07:52.000]  能夠對社會有這麼大的影響
[00:07:52.000 --> 00:07:54.000]  在一些很不公平的競爭情況下
[00:07:54.000 --> 00:07:56.000]  被立法不尊重
[00:07:56.000 --> 00:07:58.000]  沒有法律的保障
[00:07:58.000 --> 00:08:00.000]  是一個非法的宗教
[00:08:00.000 --> 00:08:02.000]  被人鄙視任何的理由
[00:08:02.000 --> 00:08:04.000]  都可以鄙視你
[00:08:04.000 --> 00:08:06.000]  如果你這樣想的時候
[00:08:06.000 --> 00:08:08.000]  你會發覺到在福音書裏面說
[00:08:08.000 --> 00:08:10.000]  若有人要跟隨我就當是社稷
[00:08:10.000 --> 00:08:12.000]  配起自己的十字架來跟隨我
[00:08:12.000 --> 00:08:14.000]  若有人因為福音的緣故
[00:08:14.000 --> 00:08:16.000]  為我的緣故而喪失生命的
[00:08:16.000 --> 00:08:18.000]  被得逐生命
[00:08:18.000 --> 00:08:20.000]  如果你將這些政治的理由
[00:08:20.000 --> 00:08:22.000]  經濟的理由
[00:08:22.000 --> 00:08:24.000]  放在一起的時候
[00:08:24.000 --> 00:08:26.000]  你會發覺到信耶穌的人
[00:08:26.000 --> 00:08:28.000]  能夠信是一件很不容易的事
[00:08:28.000 --> 00:08:30.000]  為什麼在三百年裏面
[00:08:30.000 --> 00:08:32.000]  這麼多人湧著去信呢
[00:08:32.000 --> 00:08:34.000]  這位教授在
[00:08:34.000 --> 00:08:36.000]  Destroyer of Gods裏面
[00:08:36.000 --> 00:08:38.000]  他提出了一個道理
[00:08:38.000 --> 00:08:40.000]  因為基督教和其他宗教不一樣
[00:08:40.000 --> 00:08:46.000]  因為基督教和其他宗教不一樣
[00:08:46.000 --> 00:08:48.000]  就是他的不一樣
[00:08:50.000 --> 00:08:52.000]  特別是在信仰的生活表現上
[00:08:52.000 --> 00:08:54.000]  很多的不一樣
[00:08:54.000 --> 00:08:56.000]  不同
[00:08:56.000 --> 00:09:00.000]  讓他產生
[00:09:00.000 --> 00:09:02.000]  在三百年裏面
[00:09:02.000 --> 00:09:04.000]  在整個羅馬帝國裏面
[00:09:04.000 --> 00:09:06.000]  產生極大的影響
[00:09:06.000 --> 00:09:12.000]  你說這些對我們今天說的夫婦主義
[00:09:12.000 --> 00:09:14.000]  有什麼特別的作用呢
[00:09:14.000 --> 00:09:18.000]  其中一樣不一樣的地方
[00:09:18.000 --> 00:09:20.000]  就是他對性的看法
[00:09:20.000 --> 00:09:22.000]  對夫婦關係的看法
[00:09:22.000 --> 00:09:28.000]  對基督教的生命裏面
[00:09:28.000 --> 00:09:30.000]  要有性的看法
[00:09:30.000 --> 00:09:34.000]  而我們今天的教會
[00:09:34.000 --> 00:09:36.000]  不斷想和世界和好
[00:09:36.000 --> 00:09:40.000]  將世界的做法不斷引入教會
[00:09:40.000 --> 00:09:42.000]  讓教會和世界分不開
[00:09:42.000 --> 00:09:44.000]  我們認為這是正路
[00:09:44.000 --> 00:09:46.000]  我們認為這是正路
[00:09:46.000 --> 00:09:48.000]  我們認為這是正路
[00:09:48.000 --> 00:09:50.000]  但實際上
[00:09:50.000 --> 00:09:52.000]  讓教會沉淪的
[00:09:52.000 --> 00:09:54.000]  正正是你和教會
[00:09:54.000 --> 00:09:56.000]  你和社會
[00:09:56.000 --> 00:09:58.000]  和社會的風俗習慣走得太近
[00:09:58.000 --> 00:10:00.000]  而沒有分別
[00:10:00.000 --> 00:10:02.000]  你越來越沒有分別的話
[00:10:02.000 --> 00:10:04.000]  人人不覺得信仰有什麼特別的地方
[00:10:04.000 --> 00:10:08.000]  沒什麼特別的話
[00:10:08.000 --> 00:10:10.000]  就引用到我們中國人經常有一句話
[00:10:10.000 --> 00:10:12.000]  所有的宗教都是一樣的
[00:10:14.000 --> 00:10:16.000]  只是導人向善
[00:10:16.000 --> 00:10:22.000]  今天基督教和基督精神
[00:10:22.000 --> 00:10:24.000]  能否在這個世代裏面
[00:10:24.000 --> 00:10:28.000]  在這個所謂教會不斷被世俗化的過程裏面
[00:10:28.000 --> 00:10:32.000]  能夠獨立一次
[00:10:32.000 --> 00:10:34.000]  站穩了有一個聖經的崗位
[00:10:34.000 --> 00:10:36.000]  是一個很不簡單
[00:10:36.000 --> 00:10:38.000]  很不容易
[00:10:38.000 --> 00:10:40.000]  有我們必須思考的課題
[00:10:40.000 --> 00:10:42.000]  婚姻就是其中一個
[00:10:42.000 --> 00:10:50.000]  我不是刻意在歷史裏面找一些羅馬帝國
[00:10:50.000 --> 00:10:56.000]  在第一到第三世紀裏面的羅馬帝國的一些情況
[00:10:56.000 --> 00:10:58.000]  但那些情況是很普遍的情況
[00:10:58.000 --> 00:11:02.000]  普遍到已經成為被人接納
[00:11:02.000 --> 00:11:04.000]  被人見怪不怪
[00:11:04.000 --> 00:11:06.000]  個個都是這樣
[00:11:06.000 --> 00:11:10.000]  這樣的思維之下
[00:11:10.000 --> 00:11:12.000]  有很多事情讓我們驚訝的
[00:11:12.000 --> 00:11:16.000]  讓我們皺眉頭的
[00:11:16.000 --> 00:11:20.000]  我們無意這樣找這些東西出來
[00:11:20.000 --> 00:11:24.000]  刻意的醜化羅馬帝國
[00:11:24.000 --> 00:11:26.000]  我們知道羅馬帝國裏面一定有很多好人
[00:11:26.000 --> 00:11:28.000]  不是個個都是壞人
[00:11:28.000 --> 00:11:30.000]  我們看警匪片多的
[00:11:30.000 --> 00:11:32.000]  以為香港的人個個都是壞人
[00:11:32.000 --> 00:11:34.000]  進去茶餐廳吃東西
[00:11:34.000 --> 00:11:36.000]  見到一個大關公擺在那裏
[00:11:36.000 --> 00:11:38.000]  這個一定是有背景的
[00:11:38.000 --> 00:11:40.000]  不一定是
[00:11:40.000 --> 00:11:48.000]  其中一個很特色的地方
[00:11:48.000 --> 00:11:50.000]  在第一世紀
[00:11:50.000 --> 00:11:54.000]  主前第一世紀的文件
[00:11:54.000 --> 00:11:58.000]  在埃及有個地方叫Oxirincas
[00:11:58.000 --> 00:12:00.000]  因為埃及地方乾燥沙漠地太多
[00:12:00.000 --> 00:12:02.000]  那裏寫出來的文件
[00:12:02.000 --> 00:12:04.000]  寫在葡萄紙上
[00:12:04.000 --> 00:12:06.000]  寫在Papyrus上流傳得比較久一點
[00:12:06.000 --> 00:12:10.000]  幸運地被考古學家找到一大堆東西
[00:12:10.000 --> 00:12:12.000]  那些大堆東西裏面
[00:12:12.000 --> 00:12:14.000]  很多是法律的文件
[00:12:14.000 --> 00:12:16.000]  日常生活裏面的表現
[00:12:16.000 --> 00:12:18.000]  夫婦之間的信件
[00:12:18.000 --> 00:12:20.000]  網環
[00:12:20.000 --> 00:12:22.000]  其中一封就是一個太太
[00:12:22.000 --> 00:12:24.000]  一個老公寫信給太太
[00:12:24.000 --> 00:12:26.000]  很簡單的
[00:12:26.000 --> 00:12:28.000]  託人帶回去給他太太
[00:12:28.000 --> 00:12:32.000]  那封信裏面是這樣說的
[00:12:32.000 --> 00:12:34.000]  主前第一世紀的封信
[00:12:34.000 --> 00:12:36.000]  封信是這樣說的
[00:12:36.000 --> 00:12:42.000]  他說我現在就去亞歷山大
[00:12:42.000 --> 00:12:46.000]  託朋友打封信給你
[00:12:46.000 --> 00:12:50.000]  我出了糧就會找人帶錢給你
[00:12:50.000 --> 00:12:52.000]  當然還有很多其他formality
[00:12:52.000 --> 00:12:54.000]  問安問候
[00:12:54.000 --> 00:12:56.000]  好像保羅的書信那樣
[00:12:56.000 --> 00:12:58.000]  問安問候
[00:12:58.000 --> 00:13:00.000]  他就說請你好好照顧我們的兒子
[00:13:00.000 --> 00:13:06.000]  第二句
[00:13:06.000 --> 00:13:08.000]  如果你現在生的嬰兒
[00:13:08.000 --> 00:13:10.000]  如果你的嬰兒出生的話
[00:13:10.000 --> 00:13:12.000]  是女孩子的話
[00:13:12.000 --> 00:13:14.000]  請你expose他
[00:13:14.000 --> 00:13:16.000]  expose的意思是
[00:13:16.000 --> 00:13:18.000]  棄嬰
[00:13:18.000 --> 00:13:20.000]  所以exposure這個字
[00:13:20.000 --> 00:13:22.000]  揭露
[00:13:22.000 --> 00:13:24.000]  不是揭露的意思
[00:13:24.000 --> 00:13:26.000]  是棄了他
[00:13:26.000 --> 00:13:28.000]  在歷史的研究或新的學習裏面
[00:13:28.000 --> 00:13:30.000]  他就說你可以將你的嬰兒棄掉
[00:13:30.000 --> 00:13:32.000]  因為他是女孩子
[00:13:32.000 --> 00:13:34.000]  如果生的女嬰的話
[00:13:34.000 --> 00:13:36.000]  baby girl
[00:13:36.000 --> 00:13:38.000]  exposure
[00:13:38.000 --> 00:13:42.000]  然後他又說
[00:13:42.000 --> 00:13:46.000]  祝你生活
[00:13:46.000 --> 00:13:48.000]  你好
[00:13:48.000 --> 00:13:52.000]  我回來的時候會急不及待的來看你的
[00:13:52.000 --> 00:13:54.000]  很多的專家就研究了
[00:13:54.000 --> 00:13:56.000]  這兩句話
[00:13:56.000 --> 00:13:58.000]  或者這封信的語調
[00:13:58.000 --> 00:14:00.000]  好像是很普通的語調
[00:14:00.000 --> 00:14:02.000]  如果生的嬰兒
[00:14:02.000 --> 00:14:04.000]  是女孩子的話
[00:14:04.000 --> 00:14:06.000]  請你expose的話
[00:14:06.000 --> 00:14:08.000]  是天大的東西的話
[00:14:08.000 --> 00:14:10.000]  他不會寫得那麼輕
[00:14:10.000 --> 00:14:12.000]  然後那句就說
[00:14:12.000 --> 00:14:14.000]  我回來的時候會急不及待的來看你的
[00:14:14.000 --> 00:14:16.000]  和上文那句
[00:14:16.000 --> 00:14:18.000]  生了女孩子之後就棄掉他
[00:14:18.000 --> 00:14:20.000]  好像很不配合
[00:14:20.000 --> 00:14:22.000]  但又好像放在一起的時候
[00:14:22.000 --> 00:14:24.000]  又沒有什麼特別的地方
[00:14:24.000 --> 00:14:26.000]  他們的猜測就說
[00:14:26.000 --> 00:14:30.000]  這個棄嬰已經成為風氣
[00:14:30.000 --> 00:14:40.000]  但正正是對嬰兒的愛護
[00:14:40.000 --> 00:14:44.000]  對小朋友的痛惜
[00:14:44.000 --> 00:14:46.000]  是基督教其中一個特色
[00:14:46.000 --> 00:14:48.000]  你不期要回到主耶穌
[00:14:48.000 --> 00:14:50.000]  當門徒趕人的時候
[00:14:50.000 --> 00:14:52.000]  主耶穌就說
[00:14:52.000 --> 00:14:54.000]  不要禁止他們
[00:14:54.000 --> 00:14:56.000]  讓小孩子來
[00:14:56.000 --> 00:14:58.000]  這句你應該懂的
[00:14:58.000 --> 00:15:00.000]  讓小孩子來救我
[00:15:00.000 --> 00:15:02.000]  Please don't come
[00:15:02.000 --> 00:15:04.000]  不要禁止他們
[00:15:04.000 --> 00:15:06.000]  因為
[00:15:06.000 --> 00:15:08.000]  入天國的
[00:15:08.000 --> 00:15:10.000]  正是這樣的人
[00:15:10.000 --> 00:15:12.000]  我們都要回轉成為小孩子的樣式
[00:15:12.000 --> 00:15:14.000]  而小孩子
[00:15:14.000 --> 00:15:18.000]  Baby, Child, Children
[00:15:18.000 --> 00:15:20.000]  是在第一世紀被人看成
[00:15:20.000 --> 00:15:24.000]  弱者、可欺負、可奴役的人
[00:15:24.000 --> 00:15:26.000]  而在基督教的信仰中
[00:15:26.000 --> 00:15:28.000]  將他提升到很高的地位
[00:15:28.000 --> 00:15:30.000]  然後你看教會裡面
[00:15:30.000 --> 00:15:32.000]  有很多重要的
[00:15:32.000 --> 00:15:34.000]  關鍵的一些位置
[00:15:34.000 --> 00:15:36.000]  竟然給了婦女
[00:15:36.000 --> 00:15:38.000]  耶穌基督的訊息
[00:15:38.000 --> 00:15:40.000]  復活的訊息
[00:15:40.000 --> 00:15:42.000]  是首先報告給什麼人呢?
[00:15:42.000 --> 00:15:44.000]  婦女
[00:15:44.000 --> 00:15:46.000]  如果你知道
[00:15:46.000 --> 00:15:48.000]  猶太法例規矩
[00:15:48.000 --> 00:15:50.000]  婦女是不可以做
[00:15:50.000 --> 00:15:52.000]  證人的
[00:15:52.000 --> 00:15:54.000]  就算目擊證人也不會找你
[00:15:54.000 --> 00:15:56.000]  是不合法的
[00:15:56.000 --> 00:15:58.000]  你做的證供不能呈堂
[00:15:58.000 --> 00:16:00.000]  如果用現在的話來說
[00:16:00.000 --> 00:16:02.000]  你不能出來做證人
[00:16:02.000 --> 00:16:04.000]  你的證供不能被提堂
[00:16:04.000 --> 00:16:06.000]  但是基督的信仰
[00:16:06.000 --> 00:16:08.000]  就和時下
[00:16:08.000 --> 00:16:10.000]  當時第一世紀的思維
[00:16:10.000 --> 00:16:12.000]  是剛剛背道而馳
[00:16:12.000 --> 00:16:16.000]  很多社會學家
[00:16:16.000 --> 00:16:20.000]  做了很多不同的模式的研究
[00:16:20.000 --> 00:16:22.000]  如果今天有讀數學的同學
[00:16:22.000 --> 00:16:24.000]  就知道你做社會的研究
[00:16:24.000 --> 00:16:26.000]  社會的學習
[00:16:26.000 --> 00:16:28.000]  你一定要找樣板出來
[00:16:28.000 --> 00:16:30.000]  做很多的調查
[00:16:30.000 --> 00:16:32.000]  做很多的訪問
[00:16:32.000 --> 00:16:34.000]  做很多的教研
[00:16:34.000 --> 00:16:36.000]  有一個這樣的教研
[00:16:36.000 --> 00:16:38.000]  當然這些數字我們未必一定會同意
[00:16:38.000 --> 00:16:40.000]  他只是說明
[00:16:40.000 --> 00:16:42.000]  這個問題的嚴重
[00:16:42.000 --> 00:16:44.000]  是否嚴重成這樣
[00:16:44.000 --> 00:16:46.000]  我們就未知道
[00:16:46.000 --> 00:16:48.000]  或者我們不能百分百的肯定
[00:16:48.000 --> 00:16:50.000]  他說在第一世紀的時候
[00:16:50.000 --> 00:16:52.000]  甚至說
[00:16:52.000 --> 00:16:54.000]  每一個世代裏面
[00:16:54.000 --> 00:16:56.000]  第一世紀打後
[00:16:56.000 --> 00:17:02.000]  每年奴隸的需要量非常之大
[00:17:02.000 --> 00:17:06.000]  奴隸的來源不下幾樣
[00:17:06.000 --> 00:17:08.000]  第一打仗
[00:17:08.000 --> 00:17:10.000]  打贏你的
[00:17:10.000 --> 00:17:12.000]  就抓人回來當奴隸
[00:17:12.000 --> 00:17:16.000]  所以在前面幾個世紀
[00:17:16.000 --> 00:17:18.000]  如果你看羅馬帝國的歷史
[00:17:18.000 --> 00:17:20.000]  你會發覺到
[00:17:20.000 --> 00:17:22.000]  每年都征戰
[00:17:22.000 --> 00:17:24.000]  沒有一個時代不打仗
[00:17:24.000 --> 00:17:26.000]  經常不斷打仗
[00:17:26.000 --> 00:17:28.000]  有人曾經做過這樣的統計
[00:17:28.000 --> 00:17:30.000]  不過那個統計數字
[00:17:30.000 --> 00:17:32.000]  對我們今天講的課題
[00:17:32.000 --> 00:17:34.000]  未必有幫助
[00:17:34.000 --> 00:17:36.000]  未必有很大的需要
[00:17:36.000 --> 00:17:38.000]  在打仗的時候
[00:17:38.000 --> 00:17:40.000]  如果你北和南打
[00:17:40.000 --> 00:17:42.000]  中間有一個非常小的國家
[00:17:42.000 --> 00:17:44.000]  必須要經過的
[00:17:44.000 --> 00:17:46.000]  就是以色列
[00:17:46.000 --> 00:17:48.000]  以色列就像陸地上的橋樑
[00:17:48.000 --> 00:17:50.000]  所以打仗就慘了
[00:17:50.000 --> 00:17:52.000]  有人曾經做過這樣的統計
[00:17:52.000 --> 00:17:54.000]  在巴勒斯坦那個地方
[00:17:54.000 --> 00:17:56.000]  每隔40年就有一場戰爭發生
[00:17:56.000 --> 00:17:58.000]  在以色列的幾千年歷史裏
[00:17:58.000 --> 00:18:02.000]  平均每40年就有一場戰爭出現
[00:18:02.000 --> 00:18:04.000]  所以如果你50-60歲
[00:18:04.000 --> 00:18:06.000]  在你的生命裏一定有一場戰爭會經過
[00:18:06.000 --> 00:18:16.000]  戰爭是奴隸來源的其中一個
[00:18:16.000 --> 00:18:18.000]  每年需要的奴隸大概50萬
[00:18:18.000 --> 00:18:22.000]  但其中考古學家
[00:18:22.000 --> 00:18:24.000]  歷史學家
[00:18:24.000 --> 00:18:26.000]  社會學家
[00:18:26.000 --> 00:18:28.000]  的討論
[00:18:28.000 --> 00:18:30.000]  計算
[00:18:30.000 --> 00:18:32.000]  大概每年在50萬的數字裏
[00:18:32.000 --> 00:18:34.000]  有15萬個奴隸
[00:18:34.000 --> 00:18:38.000]  是靠棄嬰來提供的
[00:18:38.000 --> 00:18:40.000]  而棄嬰裏面有很多是女孩子
[00:18:40.000 --> 00:18:42.000]  女孩子提供的
[00:18:42.000 --> 00:18:44.000]  就是做女奴
[00:18:44.000 --> 00:18:46.000]  做奴隸
[00:18:46.000 --> 00:18:48.000]  做娼妓
[00:18:48.000 --> 00:18:50.000]  分外這兩樣
[00:18:50.000 --> 00:18:52.000]  而你成為奴隸的話
[00:18:52.000 --> 00:18:54.000]  你作為奴主的家
[00:18:54.000 --> 00:18:56.000]  你的生活是不見得好過的
[00:18:56.000 --> 00:19:00.000]  奴隸的主人
[00:19:00.000 --> 00:19:02.000]  是不會從你身上得到任何
[00:19:02.000 --> 00:19:04.000]  性的滿足
[00:19:04.000 --> 00:19:06.000]  無論男的
[00:19:06.000 --> 00:19:08.000]  無論女的
[00:19:08.000 --> 00:19:10.000]  千篇一律
[00:19:10.000 --> 00:19:12.000]  從很多羅馬的
[00:19:12.000 --> 00:19:14.000]  希臘的作家裏面
[00:19:14.000 --> 00:19:16.000]  這些文獻
[00:19:16.000 --> 00:19:18.000]  是不斷地出現的
[00:19:18.000 --> 00:19:20.000]  只要你做成奴隸
[00:19:20.000 --> 00:19:22.000]  做為奴隸
[00:19:22.000 --> 00:19:24.000]  如果不是專業地
[00:19:24.000 --> 00:19:26.000]  在一個地產裏面
[00:19:26.000 --> 00:19:28.000]  做妓女
[00:19:28.000 --> 00:19:30.000]  做男娼
[00:19:30.000 --> 00:19:32.000]  做女娼的話
[00:19:32.000 --> 00:19:34.000]  你去到一個奴隸奴主的家
[00:19:34.000 --> 00:19:36.000]  你的生活是不見得好過的
[00:19:36.000 --> 00:19:38.000]  你要提供性的服務
