
[00:00:00.000 --> 00:00:10.000]  鼎姐妹平安,我們今天繼續思想啟示錄給我們的訊息
[00:04:08.000 --> 00:04:13.000]  它提醒我們其實教會最重要的職份就是作軍專的祭司
[00:04:13.000 --> 00:04:23.000]  軍專祭司,a royal,有王者風範,是屬於皇家的人
[00:04:23.000 --> 00:04:30.000]  我們是公主、是王子、是尊貴的人,是王族來的
[00:04:30.000 --> 00:04:37.000]  親愛的兄姊妹,想到我們有這個天上君王子民
[00:04:37.000 --> 00:04:43.000]  也是他的家人,我們是同有這個王族的血統
[00:04:43.000 --> 00:04:45.000]  尊不尊貴?
[00:04:45.000 --> 00:04:53.000]  如果我們能夠事實上提醒自己,我們沒有墮落得那麼快
[00:04:53.000 --> 00:04:57.000]  而且我們是可以繼續向上升
[00:04:57.000 --> 00:05:02.000]  royal,中文譯做軍專
[00:05:02.000 --> 00:05:07.000]  普通的翻譯是皇家、皇室、尊貴
[00:05:07.000 --> 00:05:11.000]  priest,祭司
[00:05:11.000 --> 00:05:17.000]  我們是一個站在神與人中間的橋樑
[00:05:17.000 --> 00:05:19.000]  一個和睦的橋樑
[00:05:19.000 --> 00:05:24.000]  也是一個向上主獻祭的群體
[00:05:24.000 --> 00:05:36.000]  求主幫助我們,在今天這個時候我們學習將基督所配的讚美與宇宙萬物一起向祂勾歌頌讚
[00:05:36.000 --> 00:05:40.000]  所以求主的聖靈繼續充滿我們
[00:05:40.000 --> 00:05:45.000]  你不要忘記當聖靈充滿人的時候,祂的口才會改變
[00:05:45.000 --> 00:05:54.000]  祂從咒詛、從污言畏語、從淫字網語走出來,變成祂的嘴唇成為一個活水的江河
[00:05:54.000 --> 00:05:57.000]  能夠將神的榮耀彰顯出來
[00:05:57.000 --> 00:06:01.000]  能夠祝福按照神的形象讓識做的人
[00:06:01.000 --> 00:06:08.000]  能夠將這個頌讚、施張、頌祠、靈歌來讚美
[00:06:08.000 --> 00:06:11.000]  所以你懂不懂唱歌,不重要
[00:06:11.000 --> 00:06:14.000]  最重要就是肯唱
[00:06:14.000 --> 00:06:19.000]  我們大家一起唱的時候,沒有一把聲音是噁心的
[00:06:19.000 --> 00:06:22.000]  因為有些靚聲會掩蓋我們
[00:06:22.000 --> 00:06:25.000]  其實他們的靚聲都靠我們的聲音襯托
[00:06:25.000 --> 00:06:29.000]  才有那些壯觀的東西在這裡
[00:06:29.000 --> 00:06:32.000]  只是幾把很靚的聲音其實都不太好聽
[00:06:32.000 --> 00:06:39.000]  所以我覺得我們靠著聖靈要將頌讚歸給我們的主
[00:06:39.000 --> 00:06:46.000]  但這個世界上永遠有想滅絕基督讚美的力量在那裡
[00:06:46.000 --> 00:06:51.000]  所以我們是需要聖靈
[00:06:51.000 --> 00:06:57.000]  和需要珍惜我們在聖靈群體裡面的讚美
[00:06:57.000 --> 00:07:02.000]  這個是君尊濟士其中要做的一件事
[00:07:02.000 --> 00:07:05.000]  做好它好不好
[00:07:05.000 --> 00:07:10.000]  但另外一樣我們比較欠缺了
[00:07:10.000 --> 00:07:14.000]  那個君尊濟士第二部分要做的就是
[00:07:14.000 --> 00:07:21.000]  將那個基督救世的治權落實在這個人間
[00:07:21.000 --> 00:07:25.000]  這些複雜的神學詞語
[00:07:25.000 --> 00:07:29.000]  我覺得是很值得我們細心去聆聽的
[00:07:29.000 --> 00:07:36.000]  基督的救世我希望你聽一輪啟示錄的信息
[00:07:36.000 --> 00:07:39.000]  聽我們福音到底真正在說什麼
[00:07:39.000 --> 00:07:44.000]  你知道救世耶穌基督愛這個世界
[00:07:44.000 --> 00:07:47.000]  他不單止是愛世上的人
[00:07:47.000 --> 00:07:52.000]  好像楊夫人三章十六節那個濃縮了轉化了的翻譯
[00:07:52.000 --> 00:07:54.000]  但那個直接的翻譯是說
[00:07:54.000 --> 00:07:59.000]  上主愛這世界TonKosmon
[00:07:59.000 --> 00:08:02.000]  the cosmos the universe
[00:08:02.000 --> 00:08:04.000]  他所創造的整個的宇宙
[00:08:04.000 --> 00:08:07.000]  所以基督的拯救行動
[00:08:07.000 --> 00:08:10.000]  那是一個大的光復行動
[00:08:10.000 --> 00:08:13.000]  不單止是光復紅土上水
[00:08:13.000 --> 00:08:16.000]  是光復整個墮落了的世界
[00:08:16.000 --> 00:08:22.000]  是將基督最好最榮耀最仁愛最聖潔的一切
[00:08:22.000 --> 00:08:25.000]  在他宇宙的每一個角落都落實出來
[00:08:25.000 --> 00:08:27.000]  而且他是king
[00:08:27.000 --> 00:08:29.000]  他是王
[00:08:29.000 --> 00:08:33.000]  他是統治這個宇宙萬物的君王
[00:08:33.000 --> 00:08:35.000]  所以萬失要向他跪拜
[00:08:35.000 --> 00:08:38.000]  萬口要向他承認
[00:08:38.000 --> 00:08:43.000]  承認耶穌基督為主福音是all about
[00:08:43.000 --> 00:08:46.000]  the sovereignty the lordship
[00:08:46.000 --> 00:08:49.000]  他基督的管治的權威
[00:08:49.000 --> 00:08:51.000]  基督作主的事實
[00:08:51.000 --> 00:08:53.000]  這個才是福音的核心
[00:08:53.000 --> 00:08:57.000]  如果這個拿走了福音所有的東西
[00:08:57.000 --> 00:09:00.000]  都只不過成為人的
[00:09:00.000 --> 00:09:05.000]  那種人性化的宗教裡面的一個單位
[00:09:05.000 --> 00:09:09.000]  而欠缺了福音裡面的主角
[00:09:09.000 --> 00:09:11.000]  要將基督的那個治權
[00:09:11.000 --> 00:09:13.000]  救世的治權
[00:09:13.000 --> 00:09:16.000]  在人世間來落實
[00:09:16.000 --> 00:09:18.000]  我希望我們繼續
[00:09:18.000 --> 00:09:20.000]  靠著神的恩典
[00:09:20.000 --> 00:09:22.000]  在前面的歲月
[00:09:22.000 --> 00:09:25.000]  在我們私人的生活
[00:09:25.000 --> 00:09:28.000]  在我們整個教會群體的生活
[00:09:28.000 --> 00:09:30.000]  在我們
[00:09:30.000 --> 00:09:32.000]  真是在這個人世間
[00:09:32.000 --> 00:09:34.000]  有剩的日子
[00:09:34.000 --> 00:09:36.000]  我們學習
[00:09:36.000 --> 00:09:41.000]  怎樣讓基督救世的治權
[00:09:41.000 --> 00:09:45.000]  落實在人間
[00:09:45.000 --> 00:09:47.000]  有人提醒我們
[00:09:47.000 --> 00:09:50.000]  其實你永遠都見不到
[00:09:50.000 --> 00:09:53.000]  天國完全的實現
[00:09:53.000 --> 00:09:56.000]  你多努力都好你永遠都見不到
[00:09:56.000 --> 00:09:59.000]  是不是很失望
[00:09:59.000 --> 00:10:01.000]  但是他說
[00:10:01.000 --> 00:10:04.000]  那個日子確是必定會來的
[00:10:04.000 --> 00:10:06.000]  所以是不是有盼望
[00:10:06.000 --> 00:10:09.000]  但是在這個盼望與失望之間
[00:10:09.000 --> 00:10:11.000]  我們是可以帶著盼望
[00:10:11.000 --> 00:10:13.000]  帶著力量去生活
[00:10:13.000 --> 00:10:16.000]  就是說在我生活的環境裡面
[00:10:16.000 --> 00:10:18.000]  主啊
[00:10:18.000 --> 00:10:20.000]  願人都尊你的名為聖
[00:10:20.000 --> 00:10:21.000]  願你的國降臨
[00:10:21.000 --> 00:10:24.000]  願你的志行在地上
[00:10:24.000 --> 00:10:29.000]  就是說有君尊濟師他所做的職份
[00:10:29.000 --> 00:10:31.000]  乃是在他有生之年
[00:10:31.000 --> 00:10:33.000]  將天國的價值
[00:10:33.000 --> 00:10:38.000]  落實在我們所接觸的每一個範圍裡面
[00:10:38.000 --> 00:10:40.000]  明白嗎
[00:10:40.000 --> 00:10:42.000]  不是很複雜
[00:10:42.000 --> 00:10:45.000]  就是說我要做一個頂天立地
[00:10:45.000 --> 00:10:50.000]  馴服基督永遠都不會向五斗米折腰
[00:10:50.000 --> 00:10:53.000]  永遠都不會出賣自己
[00:10:53.000 --> 00:10:55.000]  作情慾的奴隸
[00:10:55.000 --> 00:10:58.000]  永遠都不會成為一個跪拜偶像的一個人
[00:10:58.000 --> 00:11:02.000]  只是會將天國的價值觀念
[00:11:02.000 --> 00:11:05.000]  落實在這個世界的人
[00:11:05.000 --> 00:11:07.000]  就是在不誠實的地方
[00:11:07.000 --> 00:11:09.000]  我做一個誠實的人
[00:11:09.000 --> 00:11:10.000]  在淫亂的地方
[00:11:10.000 --> 00:11:12.000]  我做一個精潔的人
[00:11:12.000 --> 00:11:13.000]  在貪婪的地方
[00:11:13.000 --> 00:11:15.000]  我作一個施予的人
[00:11:15.000 --> 00:11:16.000]  在仇恨的地方
[00:11:16.000 --> 00:11:19.000]  我作一個有人愛的人
[00:11:19.000 --> 00:11:20.000]  不複雜
[00:11:20.000 --> 00:11:21.000]  明白
[00:11:21.000 --> 00:11:23.000]  OK
[00:11:23.000 --> 00:11:25.000]  所以我們做基督徒
[00:11:25.000 --> 00:11:29.000]  其實真的是凝到爆
[00:11:29.000 --> 00:11:31.000]  而當我們將基督的救世
[00:11:31.000 --> 00:11:34.000]  只不過當自己是死後靈魂得救
[00:11:34.000 --> 00:11:35.000]  然後再今生今世
[00:11:35.000 --> 00:11:36.000]  就什麼都不管
[00:11:36.000 --> 00:11:37.000]  什麼都不敢問
[00:11:37.000 --> 00:11:38.000]  什麼都不敢說
[00:11:38.000 --> 00:11:40.000]  什麼都不敢做
[00:11:40.000 --> 00:11:43.000]  難怪我們的生命是一片蒼白
[00:11:43.000 --> 00:11:50.000]  說回啟示錄
[00:11:50.000 --> 00:11:55.000]  看到這個這麼壯觀的敬拜之後
[00:11:55.000 --> 00:11:58.000]  接著就揭開這個神的計劃
[00:11:58.000 --> 00:12:00.000]  揭開這個書卷
[00:12:00.000 --> 00:12:02.000]  揭開裡面的一個人
[00:12:02.000 --> 00:12:02.000]  兩個人
[00:12:02.000 --> 00:12:03.000]  三個人
[00:12:03.000 --> 00:12:03.000]  四個人
[00:12:03.000 --> 00:12:04.000]  五個人
[00:12:04.000 --> 00:12:04.000]  六個人
[00:12:04.000 --> 00:12:05.000]  然後七個人
[00:12:05.000 --> 00:12:07.000]  你看到什麼
[00:12:07.000 --> 00:12:09.000]  你期望再這麼壯觀的
[00:12:09.000 --> 00:12:12.000]  剛才唱了這首榮耀基督之後
[00:12:12.000 --> 00:12:15.000]  接著你看到什麼
[00:12:15.000 --> 00:12:18.000]  看到一匹的白馬
[00:12:18.000 --> 00:12:20.000]  一匹的紅馬
[00:12:20.000 --> 00:12:23.000]  一匹的黑馬
[00:12:23.000 --> 00:12:26.000]  最後一匹的灰馬
[00:12:26.000 --> 00:12:29.000]  每一匹都是死人的
[00:12:29.000 --> 00:12:32.000]  每一匹都是災難的
[00:12:32.000 --> 00:12:33.000]  有戰爭
[00:12:33.000 --> 00:12:36.000]  有失去和平
[00:12:36.000 --> 00:12:41.000]  有老百姓決議伐食
[00:12:41.000 --> 00:12:45.000]  富貴的人繼續找錯釣魚船
[00:12:45.000 --> 00:12:47.000]  走和遊
[00:12:47.000 --> 00:12:49.000]  反而是格格穩定
[00:12:49.000 --> 00:12:51.000]  然後有死亡
[00:12:51.000 --> 00:12:55.000]  原來這個戰爭這個疾病這個死亡
[00:12:55.000 --> 00:12:59.000]  一直都會繼續存在
[00:12:59.000 --> 00:13:01.000]  是不是很沒有趣味
[00:13:01.000 --> 00:13:03.000]  精彩的敬拜之後
[00:13:03.000 --> 00:13:04.000]  砰一聲
[00:13:04.000 --> 00:13:06.000]  跌下來看回前面
[00:13:06.000 --> 00:13:08.000]  揭開一個人兩個人三個人
[00:13:08.000 --> 00:13:10.000]  原來就好像一個病人
[00:13:10.000 --> 00:13:12.000]  他要醫治他的病的時候
[00:13:12.000 --> 00:13:15.000]  他首先要處理所有的病徵
[00:13:15.000 --> 00:13:17.000]  就是說這個邪惡的勢力
[00:13:17.000 --> 00:13:19.000]  要繼續在這個世界上
[00:13:19.000 --> 00:13:21.000]  為所欲為
[00:13:21.000 --> 00:13:23.000]  是事宜的來破壞
[00:13:23.000 --> 00:13:25.000]  是去到盡頭的時候
[00:13:25.000 --> 00:13:32.000]  然後人才看到上主的榮耀章顯
[00:13:32.000 --> 00:13:37.000]  這個似乎是約翰所看見的訊息
[00:13:37.000 --> 00:13:42.000]  這個亦似乎是歷史上一直被我們看見
[00:13:42.000 --> 00:13:46.000]  你以為這一局我們終於一天都光了
[00:13:46.000 --> 00:13:49.000]  然後你發覺原來你以為天光的時候
[00:13:49.000 --> 00:13:51.000]  都未是天光
[00:13:51.000 --> 00:13:53.000]  有沒有試過行山
[00:13:53.000 --> 00:13:55.000]  我前一天就走了去透氣
[00:13:55.000 --> 00:13:58.000]  行行行行這個叫什麼
[00:13:58.000 --> 00:14:00.000]  英潮山的自然教育徑
[00:14:00.000 --> 00:14:03.000]  一路向著這條斜路走上去
[00:14:03.000 --> 00:14:07.000]  我以為走到斜路頂就看到一片光明
[00:14:07.000 --> 00:14:09.000]  怎知道走到斜路頂的時候
[00:14:09.000 --> 00:14:11.000]  還有另外一條斜路
[00:14:11.000 --> 00:14:13.000]  要繼續走上去
[00:14:13.000 --> 00:14:15.000]  人生就是這樣
[00:14:15.000 --> 00:14:17.000]  我們對基督的信仰
[00:14:17.000 --> 00:14:20.000]  不要因為我們面對的
[00:14:20.000 --> 00:14:24.000]  還未看到光明而放棄盼望
[00:14:24.000 --> 00:14:26.000]  然後揭到第五印的時候
[00:14:26.000 --> 00:14:28.000]  還沒有趣味
[00:14:28.000 --> 00:14:30.000]  第五印是這個祭壇
[00:14:30.000 --> 00:14:32.000]  祭壇下面有一堆靈魂
[00:14:32.000 --> 00:14:36.000]  這堆靈魂是叫做為真道
[00:14:36.000 --> 00:14:38.000]  為基督的見證
[00:14:38.000 --> 00:14:40.000]  而被殺害
[00:14:40.000 --> 00:14:46.000]  這個是殉道者的靈魂所在的地方
[00:14:46.000 --> 00:14:49.000]  這個亦都是聖經罕有的
[00:14:49.000 --> 00:14:52.000]  將基督徒死後的一個狀況
[00:14:52.000 --> 00:14:55.000]  來描寫出來的地方
[00:14:55.000 --> 00:14:57.000]  在那時候我們看到什麼
[00:14:57.000 --> 00:15:01.000]  又是一個令人不太安樂的信息
[00:15:01.000 --> 00:15:05.000]  你為了基督的忠心的緣故
[00:15:05.000 --> 00:15:07.000]  你可以死於非命的
[00:15:07.000 --> 00:15:10.000]  Are you ready?
[00:15:10.000 --> 00:15:15.000]  你說我還要不要做一個忠於基督的人
[00:15:15.000 --> 00:15:17.000]  原來為了基督的真道
[00:15:17.000 --> 00:15:19.000]  為了他作見證
[00:15:19.000 --> 00:15:21.000]  不一定是保護你
[00:15:21.000 --> 00:15:23.000]  一點事都沒有
[00:15:23.000 --> 00:15:28.000]  是可以令到你因為這樣的緣故而死的
[00:15:28.000 --> 00:15:36.000]  隔我們不遠的地方
[00:15:36.000 --> 00:15:41.000]  人仍然可以因著信仰而被囚禁
[00:15:41.000 --> 00:15:46.000]  人仍然可以因著講真話
[00:15:46.000 --> 00:15:48.000]  只是講真話
[00:15:48.000 --> 00:15:50.000]  都不要說真理
[00:15:50.000 --> 00:15:52.000]  不要堅持任何東西
[00:15:52.000 --> 00:15:54.000]  只是很勇敢的
[00:15:54.000 --> 00:15:57.000]  如實來描繪一些事實
[00:15:57.000 --> 00:15:59.000]  都沒有好結果
[00:15:59.000 --> 00:16:03.000]  前面的歲月是怎樣
[00:16:03.000 --> 00:16:07.000]  有所謂白色恐怖
[00:16:07.000 --> 00:16:10.000]  有所謂自我審查
[00:16:10.000 --> 00:16:15.000]  可能你說陳恩明你又來了
[00:16:15.000 --> 00:16:18.000]  我只是說
[00:16:18.000 --> 00:16:20.000]  為了基督作見證
[00:16:20.000 --> 00:16:22.000]  說真理的
[00:16:22.000 --> 00:16:24.000]  是會信道
[00:16:24.000 --> 00:16:26.000]  我只是說這個基本原則
[00:16:26.000 --> 00:16:28.000]  不過我只是多一點
[00:16:28.000 --> 00:16:32.000]  抽離一些落地的應用
[00:16:32.000 --> 00:16:36.000]  這樣也有罪嗎
[00:16:36.000 --> 00:16:38.000]  那就是了
[00:16:38.000 --> 00:16:40.000]  你只是讀聖經給我聽就行了
[00:16:40.000 --> 00:16:42.000]  你說多幾句就不行
[00:16:42.000 --> 00:16:44.000]  現在就是這樣
[00:16:44.000 --> 00:16:46.000]  為什麼會這樣
[00:16:46.000 --> 00:16:48.000]  為什麼不是讀完之後
[00:16:48.000 --> 00:16:52.000]  再多幾步然後主一怎麼辦
[00:16:52.000 --> 00:16:54.000]  然後我告訴你
[00:16:54.000 --> 00:16:56.000]  你準備死嗎
[00:16:56.000 --> 00:16:58.000]  不
[00:16:58.000 --> 00:17:00.000]  那我就是太差了
[00:17:00.000 --> 00:17:02.000]  如果我沒有讀錯這個聖經
[00:17:02.000 --> 00:17:04.000]  其實它是在告訴你
[00:17:04.000 --> 00:17:06.000]  有這堆這樣的情況
[00:17:06.000 --> 00:17:08.000]  其實教會歷史上
[00:17:08.000 --> 00:17:12.000]  歷史一直在告訴我們
[00:17:12.000 --> 00:17:14.000]  忠於基督的
[00:17:14.000 --> 00:17:18.000]  未必有好的下場
[00:17:18.000 --> 00:17:20.000]  可能是信道
[00:17:20.000 --> 00:17:22.000]  不過他那句話就是說
[00:17:22.000 --> 00:17:24.000]  信道又如何
[00:17:24.000 --> 00:17:26.000]  因為他信了道
[00:17:26.000 --> 00:17:30.000]  他的靈魂是歸於上主
[00:17:30.000 --> 00:17:32.000]  是在祭壇那裡
[00:17:32.000 --> 00:17:34.000]  完全屬於上主
[00:17:34.000 --> 00:17:36.000]  不過在那裡的靈魂
[00:17:36.000 --> 00:17:38.000]  他們在那裡呼喊
[00:17:38.000 --> 00:17:40.000]  他們的呼喊是什麼
[00:17:40.000 --> 00:17:42.000]  主啊你還不處理
[00:17:42.000 --> 00:17:44.000]  那些住在地上的人
[00:17:44.000 --> 00:17:46.000]  against我們這些
[00:17:46.000 --> 00:17:48.000]  住在天上屬於你的人
[00:17:48.000 --> 00:17:50.000]  那些地上的人他們迫害我們
[00:17:50.000 --> 00:17:52.000]  他們殺害我們
[00:17:52.000 --> 00:17:54.000]  他們流我們的血
[00:17:54.000 --> 00:17:56.000]  你還不為我們生這個流我們血的淵嗎
[00:17:56.000 --> 00:17:58.000]  哦哦
[00:17:58.000 --> 00:18:00.000]  原來
[00:18:00.000 --> 00:18:02.000]  基督的信仰
[00:18:02.000 --> 00:18:04.000]  是包括了
[00:18:04.000 --> 00:18:10.000]  這個要求上主思行審判的呼聲
[00:18:10.000 --> 00:18:12.000]  這個跟我認識的信仰好像有點不同
[00:18:12.000 --> 00:18:14.000]  因為我今天所聽的信息
[00:18:14.000 --> 00:18:16.000]  有大愛
[00:18:16.000 --> 00:18:18.000]  愛就遮蓋一切
[00:18:18.000 --> 00:18:20.000]  愛就什麼事都沒有
[00:18:20.000 --> 00:18:22.000]  對不起
[00:18:22.000 --> 00:18:24.000]  原來真正聖潔公義的愛裡面
[00:18:24.000 --> 00:18:26.000]  是包括有審判的
[00:18:26.000 --> 00:18:28.000]  包括有撥亂反正的
[00:18:28.000 --> 00:18:32.000]  這個似乎是這個告訴我們
[00:18:32.000 --> 00:18:36.000]  這個被殺的人的靈魂大聲呼喊
[00:18:36.000 --> 00:18:40.000]  這個被殺的人的靈魂大聲呼喊
[00:18:40.000 --> 00:18:42.000]  聖潔真實的主
[00:18:42.000 --> 00:18:44.000]  你不審判住在地上的人
[00:18:44.000 --> 00:18:46.000]  吸我們新流血的淵
[00:18:46.000 --> 00:18:48.000]  要到什麼時候呢
[00:18:48.000 --> 00:18:50.000]  等到什麼時候呢
[00:18:50.000 --> 00:18:52.000]  什麼時候呢什麼時候平反呢
[00:18:52.000 --> 00:18:54.000]  什麼時候你才為我們伸張正義呢
[00:18:54.000 --> 00:18:56.000]  什麼時候呢
[00:18:56.000 --> 00:18:58.000]  神有沒有說你閉嘴
[00:18:58.000 --> 00:19:00.000]  你都不認識我
[00:19:00.000 --> 00:19:02.000]  其實我說無所謂
[00:19:02.000 --> 00:19:04.000]  最後什麼都可以的
[00:19:04.000 --> 00:19:06.000]  如果早就這樣
[00:19:06.000 --> 00:19:08.000]  我不用為你殉道
[00:19:08.000 --> 00:19:10.000]  是不是
[00:19:10.000 --> 00:19:12.000]  傻的嗎
[00:19:12.000 --> 00:19:14.000]  神讓他們穿白衣
[00:19:14.000 --> 00:19:16.000]  意思就是說神認同他們
[00:19:16.000 --> 00:19:18.000]  神告訴他們
[00:19:18.000 --> 00:19:20.000]  你是OK的
[00:19:20.000 --> 00:19:22.000]  然後神撞向他們說
[00:19:22.000 --> 00:19:24.000]  他說要等你的同伴
[00:19:24.000 --> 00:19:26.000]  和你同伴的弟兄
[00:19:26.000 --> 00:19:28.000]  他們的數目都滿足
[00:19:28.000 --> 00:19:30.000]  他們都被人殺青了
[00:19:30.000 --> 00:19:32.000]  那時候時間才知道
[00:19:32.000 --> 00:19:34.000]  那時候時間才知道
[00:19:34.000 --> 00:19:36.000]  有沒有搞錯
[00:19:36.000 --> 00:19:38.000]  三批人
[00:19:38.000 --> 00:19:40.000]  其實歷史都在
[00:19:40.000 --> 00:19:42.000]  告訴我們這些事情
[00:19:42.000 --> 00:19:44.000]  一日未見主耶穌基督
[00:19:44.000 --> 00:19:46.000]  榮耀在臨
[00:19:46.000 --> 00:19:48.000]  一日我們都要面對著
[00:19:48.000 --> 00:19:50.000]  為著基督
[00:19:50.000 --> 00:19:52.000]  忠心的人結果沒好下場的情況
[00:19:52.000 --> 00:19:54.000]  結果沒好下場的情況
[00:19:54.000 --> 00:19:56.000]  但是啟示錄的信息
[00:19:56.000 --> 00:19:58.000]  但是啟示錄的信息
[00:19:58.000 --> 00:20:00.000]  是告訴我們
[00:20:00.000 --> 00:20:02.000]  你等著
[00:20:02.000 --> 00:20:04.000]  你問等到什麼時候
[00:20:04.000 --> 00:20:06.000]  神的答案就是
[00:20:06.000 --> 00:20:08.000]  神的答案就是
[00:20:08.000 --> 00:20:10.000]  再等
[00:20:10.000 --> 00:20:12.000]  如果你接受這個
[00:20:12.000 --> 00:20:14.000]  再等的時候
[00:20:14.000 --> 00:20:16.000]  你就可以繼續
[00:20:16.000 --> 00:20:18.000]  敬拜信靠
[00:20:18.000 --> 00:20:20.000]  如果你說我不等了
[00:20:20.000 --> 00:20:22.000]  你都沒料到的
[00:20:22.000 --> 00:20:24.000]  你都沒走的
[00:20:24.000 --> 00:20:26.000]  你都不公義的
[00:20:26.000 --> 00:20:28.000]  有不少人是
[00:20:28.000 --> 00:20:30.000]  不是說這個世界沒有上帝
[00:20:30.000 --> 00:20:32.000]  而是說這個世界
[00:20:32.000 --> 00:20:34.000]  有的上帝不是他們想要的上帝
[00:20:34.000 --> 00:20:36.000]  不是他們想要的上帝
[00:20:36.000 --> 00:20:38.000]  包括有些在教會浸了很久的人
[00:20:38.000 --> 00:20:40.000]  包括有些在教會浸了很久的人
[00:20:40.000 --> 00:20:42.000]  都可以說這個上帝不是我要的上帝
[00:20:42.000 --> 00:20:44.000]  都可以說這個上帝不是我要的上帝
[00:20:44.000 --> 00:20:46.000]  但是親愛的
[00:20:46.000 --> 00:20:48.000]  如果啟示錄的信息是這麼清楚
[00:20:48.000 --> 00:20:50.000]  告訴我們這位上帝
[00:20:50.000 --> 00:20:52.000]  他還沒下班
[00:20:52.000 --> 00:20:54.000]  不過他有主權告訴你
[00:20:54.000 --> 00:20:56.000]  等啊
[00:20:56.000 --> 00:20:58.000]  我等啊
[00:20:58.000 --> 00:21:00.000]  那最終你會等到什麼
[00:21:00.000 --> 00:21:02.000]  在第六印似乎
[00:21:02.000 --> 00:21:04.000]  給我們有少少的盼望
[00:21:04.000 --> 00:21:06.000]  第六印那裡寫得
[00:21:06.000 --> 00:21:08.000]  是很震撼的
[00:21:08.000 --> 00:21:10.000]  第六印寫什麼
[00:21:10.000 --> 00:21:12.000]  寫說到那時候揭開
[00:21:12.000 --> 00:21:14.000]  這個第六印的時候
[00:21:14.000 --> 00:21:16.000]  那一些
[00:21:16.000 --> 00:21:18.000]  地上要大震動
[00:21:18.000 --> 00:21:20.000]  日頭要變黑
[00:21:20.000 --> 00:21:22.000]  月亮要變紅
[00:21:22.000 --> 00:21:24.000]  眾星要聚落
[00:21:24.000 --> 00:21:26.000]  然後天都不見了
[00:21:26.000 --> 00:21:28.000]  山都移開本位
[00:21:28.000 --> 00:21:30.000]  然後說的就是
