
[00:00:00.000 --> 00:00:05.000]  我們同心低頭祈禱好嗎?
[00:02:19.000 --> 00:02:21.000]  但是如果你讀英文聖經
[00:02:21.000 --> 00:02:24.000]  有時候你會發覺好像保羅引的經文不同
[00:02:24.000 --> 00:02:25.000]  有兩個解釋
[00:02:25.000 --> 00:02:27.000]  一個是說他是靠記憶的
[00:02:27.000 --> 00:02:30.000]  可能有時候記得快一點 漏了兩句
[00:02:30.000 --> 00:02:32.000]  可能更加準確的解釋就是
[00:02:32.000 --> 00:02:34.000]  他所熟悉的舊約聖經
[00:02:34.000 --> 00:02:37.000]  或者是七十事的希臘文的譯本
[00:02:37.000 --> 00:02:45.000]  而不是希伯來文馬索拉證典的翻譯成為英文中文聖經的版本
[00:02:45.000 --> 00:02:47.000]  無論如何我們發覺
[00:02:47.000 --> 00:02:52.000]  新約聖經的討論是集中
[00:02:52.000 --> 00:02:58.000]  而且是假設了讀的人 聽的人
[00:02:58.000 --> 00:03:04.000]  對舊約聖經的熟悉和了解
[00:03:04.000 --> 00:03:06.000]  譬如在《約翰福音》裡
[00:03:06.000 --> 00:03:11.000]  提到我們所熟悉的第三章第四章
[00:03:11.000 --> 00:03:13.000]  特別是第四章
[00:03:13.000 --> 00:03:17.000]  耶穌和撒瑪利亞婦人說到神是靈
[00:03:17.000 --> 00:03:19.000]  所以敬拜祂的
[00:03:19.000 --> 00:03:21.000]  我們中文聖經怎麼翻譯
[00:03:21.000 --> 00:03:25.000]  必須用心靈和誠實
[00:03:25.000 --> 00:03:27.000]  很抱歉 如果這樣翻譯
[00:03:27.000 --> 00:03:29.000]  可能我們就錯過了
[00:03:29.000 --> 00:03:33.000]  其實在《約翰福音》裡提到靈的時候
[00:03:33.000 --> 00:03:39.000]  希臘文不是指我們人的心靈
[00:03:39.000 --> 00:03:41.000]  對上第三章
[00:03:41.000 --> 00:03:43.000]  耶穌和尼哥德姆
[00:03:43.000 --> 00:03:46.000]  如果用新譯本的說法
[00:03:46.000 --> 00:03:49.000]  不是尼哥底姆 更不是尼哥的母親
[00:03:49.000 --> 00:03:53.000]  凡從靈生的
[00:03:53.000 --> 00:03:55.000]  風隨意思吹
[00:03:55.000 --> 00:03:57.000]  你們看到祂的響聲
[00:03:57.000 --> 00:04:00.000]  但不知道祂是從哪裡來 往哪裡去
[00:04:00.000 --> 00:04:04.000]  風和靈的關係
[00:04:04.000 --> 00:04:06.000]  在舊約聖經裡
[00:04:06.000 --> 00:04:10.000]  是相當明顯和清楚的事實
[00:04:10.000 --> 00:04:12.000]  所以耶穌會有這樣的說話
[00:04:12.000 --> 00:04:17.000]  這些類似背景的關鍵
[00:04:17.000 --> 00:04:25.000]  讓我們可以來到一個交叉點
[00:04:25.000 --> 00:04:30.000]  當我們要明白今天
[00:04:30.000 --> 00:04:34.000]  我們說聖靈 神的靈
[00:04:34.000 --> 00:04:41.000]  我們說屬靈人 屬靈的生命 屬靈的生活
[00:04:41.000 --> 00:04:43.000]  我們說靈的時候
[00:04:43.000 --> 00:04:47.000]  其實我們不是在說人的靈魂
[00:04:47.000 --> 00:04:49.000]  我希望我們能夠在這一點上
[00:04:49.000 --> 00:04:52.000]  不需要詳加解釋
[00:04:52.000 --> 00:04:55.000]  這裡所說的全部是神的靈
[00:04:55.000 --> 00:05:01.000]  而不是人的靈魂體 靈魂的靈
[00:05:01.000 --> 00:05:04.000]  而當聖經說到神的靈的時候
[00:05:04.000 --> 00:05:11.000]  出發點 根基是舊約 不是新約
[00:05:11.000 --> 00:05:14.000]  新約是樓上 舊約是樓下
[00:05:14.000 --> 00:05:16.000]  如果你沒有這個根基
[00:05:16.000 --> 00:05:21.000]  去了解新約聖經所說的聖靈的時候
[00:05:21.000 --> 00:05:29.000]  可能我們失去了一個很大也很重要的基礎
[00:05:29.000 --> 00:05:31.000]  尤其是如果我們在神學上
[00:05:31.000 --> 00:05:37.000]  討論關於聖靈的工作 聖靈的恩賜
[00:05:37.000 --> 00:05:41.000]  再加上聖靈的作為
[00:05:41.000 --> 00:05:47.000]  無論是比較超自然的 或者比較自然的
[00:05:47.000 --> 00:05:49.000]  或者我們討論到靈修
[00:05:49.000 --> 00:05:51.000]  這個似乎是今天
[00:05:51.000 --> 00:05:56.000]  令到弟兄姊妹很關心的課題之一
[00:05:56.000 --> 00:06:01.000]  我們其實都要回到一個很基本的根基上
[00:06:01.000 --> 00:06:05.000]  聖經 舊約聖經
[00:06:05.000 --> 00:06:09.000]  所以我們嘗試在這兩次的聚會當中
[00:06:09.000 --> 00:06:14.000]  將舊約聖經裡邊關於神的靈
[00:06:14.000 --> 00:06:17.000]  或者說耶和華的靈
[00:06:17.000 --> 00:06:21.000]  我們嘗試去探討一下
[00:06:21.000 --> 00:06:28.000]  在那裡我們發現是一個怎樣的領域
[00:06:28.000 --> 00:06:32.000]  一個怎樣的內涵
[00:06:32.000 --> 00:06:34.000]  有了這個根基
[00:06:34.000 --> 00:06:38.000]  或者幫助我們再去討論新約的問題
[00:06:38.000 --> 00:06:40.000]  神學的問題
[00:06:40.000 --> 00:06:44.000]  甚至靈修或者靈恩的問題
[00:06:44.000 --> 00:06:47.000]  我希望 也都是我相信
[00:06:47.000 --> 00:06:53.000]  這樣會更加準確 更加健康
[00:06:53.000 --> 00:06:55.000]  所以今晚的時間
[00:06:55.000 --> 00:06:58.000]  我們先會來看看
[00:06:58.000 --> 00:07:01.000]  在舊約聖經裡邊
[00:07:01.000 --> 00:07:08.000]  當我們提到靈 神的靈 耶和華的靈的時候
[00:07:08.000 --> 00:07:10.000]  我們究竟在說的是一件什麼事
[00:07:10.000 --> 00:07:18.000]  這個就牽涉到翻譯上一定會出現的問題
[00:07:18.000 --> 00:07:23.000]  大家都知道我們所讀的聖經是翻譯的
[00:07:23.000 --> 00:07:27.000]  我引用的頭一段經文在大家的筆記上
[00:07:27.000 --> 00:07:30.000]  以西傑書第37章
[00:07:30.000 --> 00:07:38.000]  就很能夠將翻譯上的痛苦和限制
[00:07:38.000 --> 00:07:41.000]  顯露無遺
[00:07:41.000 --> 00:07:47.000]  而且以西傑書第37章是非常好的一段經文
[00:07:47.000 --> 00:07:53.000]  幫助我們去了解舊約的希伯來文
[00:07:53.000 --> 00:07:58.000]  當他用Ruach這個字的時候
[00:07:58.000 --> 00:08:03.000]  他所包含的意思是有多豐富
[00:08:03.000 --> 00:08:10.000]  從這個意思當中我們可以了解明白
[00:08:10.000 --> 00:08:13.000]  當聖經提到神的靈的時候
[00:08:13.000 --> 00:08:18.000]  他的著重點在哪裡
[00:08:18.000 --> 00:08:21.000]  我們是來自另一個文化
[00:08:21.000 --> 00:08:24.000]  我們是來自中國的文化
[00:08:24.000 --> 00:08:27.000]  我們小時候聽古人聊齋
[00:08:27.000 --> 00:08:30.000]  說很多靈 鬼 魂
[00:08:30.000 --> 00:08:32.000]  那個影響我們的
[00:08:32.000 --> 00:08:36.000]  我們有西方教育的背景
[00:08:36.000 --> 00:08:37.000]  那個影響我們的
[00:08:37.000 --> 00:08:40.000]  Spirit 究竟是什麼呢
[00:08:40.000 --> 00:08:44.000]  是說酒呢 還是說精神呢
[00:08:44.000 --> 00:08:46.000]  還是說靈呢 還是說靈魂呢
[00:08:46.000 --> 00:08:49.000]  靈和魂怎麼分呢
[00:08:49.000 --> 00:08:54.000]  希伯來文的文化和中國文化有相似的地方
[00:08:54.000 --> 00:08:56.000]  但是有不同的地方
[00:08:56.000 --> 00:08:58.000]  我們現在嘗試在舊約聖經裡
[00:08:58.000 --> 00:09:02.000]  看希伯來文這個Ruach這個字
[00:09:02.000 --> 00:09:03.000]  用的時候
[00:09:03.000 --> 00:09:05.000]  他包括的意思
[00:09:05.000 --> 00:09:11.000]  或者和我們一貫以來先入為主的印象
[00:09:11.000 --> 00:09:14.000]  可能有些少的距離
[00:09:14.000 --> 00:09:17.000]  以西見書第37章
[00:09:17.000 --> 00:09:19.000]  一開始的時候就說
[00:09:19.000 --> 00:09:23.000]  耶和華的靈降在我身上
[00:09:23.000 --> 00:09:28.000]  如果你有興趣看完四個細字的原文作首
[00:09:28.000 --> 00:09:31.000]  新的譯本就已經改了
[00:09:31.000 --> 00:09:33.000]  耶和華的首降在我身上
[00:09:33.000 --> 00:09:36.000]  這裡和耶和華的靈沒有關係
[00:09:36.000 --> 00:09:38.000]  希伯來文是另一個字
[00:09:38.000 --> 00:09:41.000]  Ya 是首 神的首
[00:09:41.000 --> 00:09:42.000]  為什麼要譯成靈呢
[00:09:42.000 --> 00:09:44.000]  我又不是很清楚
[00:09:44.000 --> 00:09:48.000]  華本譯的時候為什麼會選擇用靈呢
[00:09:48.000 --> 00:09:54.000]  有些少好像混淆了原本的字
[00:09:54.000 --> 00:09:56.000]  但是第二句就很明顯了
[00:09:56.000 --> 00:09:59.000]  耶和華藉他的靈帶先知出去
[00:09:59.000 --> 00:10:01.000]  將他放在平原上
[00:10:01.000 --> 00:10:05.000]  第二個靈就真的是Ruach
[00:10:05.000 --> 00:10:08.000]  這裡很明顯
[00:10:08.000 --> 00:10:12.000]  神藉著他的Ruach將先知帶出去
[00:10:12.000 --> 00:10:14.000]  譯成神的靈
[00:10:14.000 --> 00:10:17.000]  我們明白是一回什麼事
[00:10:17.000 --> 00:10:19.000]  再看下去
[00:10:19.000 --> 00:10:21.000]  這個枯骨復活的情景
[00:10:21.000 --> 00:10:23.000]  我們不需要詳細去解釋
[00:10:23.000 --> 00:10:25.000]  大家都很熟悉
[00:10:25.000 --> 00:10:27.000]  我年輕的時候
[00:10:27.000 --> 00:10:34.000]  有套電影叫做《聖地》
[00:10:34.000 --> 00:10:39.000]  其中有一首歌就是唱枯骨復活
[00:10:39.000 --> 00:10:44.000]  我們留意到在第五節開始
[00:10:44.000 --> 00:10:49.000]  上帝就和這些枯骨說
[00:10:49.000 --> 00:10:55.000]  我必使氣息進入你們裡面
[00:10:55.000 --> 00:11:01.000]  這個氣息在希伯來文的經文裡是Ruach
[00:11:01.000 --> 00:11:05.000]  為什麼中文聖經不將它翻譯成靈呢
[00:11:05.000 --> 00:11:07.000]  有道理的
[00:11:07.000 --> 00:11:09.000]  因為事實上我們讀下去的時候
[00:11:09.000 --> 00:11:13.000]  我們發覺這裡的確是在說那口氣
[00:11:13.000 --> 00:11:16.000]  即是活生生的人的呼吸
[00:11:16.000 --> 00:11:17.000]  那個氣息
[00:11:17.000 --> 00:11:19.000]  譬如第六節說下去
[00:11:19.000 --> 00:11:21.000]  要加上筋、掌、肉、皮
[00:11:21.000 --> 00:11:24.000]  最後當整個人不再是骨頭
[00:11:24.000 --> 00:11:27.000]  已經是整個身體出現了
[00:11:27.000 --> 00:11:28.000]  只差一口氣
[00:11:28.000 --> 00:11:33.000]  上帝說我要使氣息Ruach進入你們裡面
[00:11:33.000 --> 00:11:35.000]  你們就活了
[00:11:35.000 --> 00:11:39.000]  第七節先知法預言
[00:11:39.000 --> 00:11:41.000]  第八節
[00:11:41.000 --> 00:11:43.000]  最後那句
[00:11:43.000 --> 00:11:46.000]  有了筋、皮、肉
[00:11:46.000 --> 00:11:49.000]  但是仍然未曾有氣息
[00:11:49.000 --> 00:11:51.000]  未曾有Ruach
[00:11:51.000 --> 00:11:54.000]  再進入第九節
[00:11:54.000 --> 00:11:56.000]  又複雜了一點
[00:11:56.000 --> 00:12:00.000]  氣息從哪裡來呢
[00:12:00.000 --> 00:12:02.000]  上帝和先知說
[00:12:02.000 --> 00:12:06.000]  向風來發預言
[00:12:06.000 --> 00:12:12.000]  原本希伯來文是向Ruach發預言
[00:12:12.000 --> 00:12:16.000]  這裡中文聖經選擇不用氣息
[00:12:16.000 --> 00:12:19.000]  用風來翻譯
[00:12:19.000 --> 00:12:21.000]  然後如何與福音講預言呢
[00:12:21.000 --> 00:12:23.000]  主耶和華如此說
[00:12:23.000 --> 00:12:28.000]  Ruach要從四方而來
[00:12:28.000 --> 00:12:30.000]  原文四方就是風
[00:12:30.000 --> 00:12:34.000]  其實原文也是Ruach的眾數
[00:12:34.000 --> 00:12:38.000]  Ruachot 眾數
[00:12:38.000 --> 00:12:40.000]  這裡不譯風不譯靈
[00:12:40.000 --> 00:12:45.000]  現在四方變成東南西北的意思
[00:12:45.000 --> 00:12:47.000]  吹在被殺的人身上
[00:12:47.000 --> 00:12:52.000]  於是第十節就說氣息Ruach進入骸骨裡
[00:12:52.000 --> 00:12:54.000]  再讀下去的時候
[00:12:54.000 --> 00:12:58.000]  來到結束第十四節
[00:12:58.000 --> 00:13:00.000]  上帝很清楚說
[00:13:00.000 --> 00:13:07.000]  我必將我的Ruach放在你們裡面
[00:13:07.000 --> 00:13:09.000]  中文聖經又翻譯成靈
[00:13:09.000 --> 00:13:11.000]  它不要氣息
[00:13:11.000 --> 00:13:13.000]  它又不要風
[00:13:13.000 --> 00:13:14.000]  翻譯成靈
[00:13:14.000 --> 00:13:17.000]  你可以看到
[00:13:17.000 --> 00:13:20.000]  正如中文一樣
[00:13:20.000 --> 00:13:22.000]  我們有很多字眼
[00:13:22.000 --> 00:13:29.000]  都可以在不同的場合裡解作完全不同的事物
[00:13:29.000 --> 00:13:35.000]  我不知道你能不能想到一些很快速的例子
[00:13:35.000 --> 00:13:37.000]  西方的文字比較少
[00:13:37.000 --> 00:13:39.000]  因為他們比較分析性重
[00:13:39.000 --> 00:13:43.000]  東方的文字很多時候都是這樣
[00:13:43.000 --> 00:13:48.000]  一個字可以有幾個不同的意思
[00:13:48.000 --> 00:13:52.000]  Ruach這個字在舊約聖經裡出現的時候
[00:13:52.000 --> 00:13:57.000]  就很清楚以西傑書這裡的用處
[00:13:57.000 --> 00:14:02.000]  讓我們看到不同的意義
[00:14:02.000 --> 00:14:06.000]  它可以指著神的靈
[00:14:06.000 --> 00:14:08.000]  上帝的Ruach
[00:14:08.000 --> 00:14:10.000]  Ruach Elohim
[00:14:10.000 --> 00:14:11.000]  或者Ruach Adonai
[00:14:11.000 --> 00:14:13.000]  耶和華的靈
[00:14:13.000 --> 00:14:18.000]  它可以指著上帝的風
[00:14:18.000 --> 00:14:21.000]  譬如在創世紀第一章第二節
[00:14:21.000 --> 00:14:24.000]  待會我們會看這一段的經文
[00:14:24.000 --> 00:14:26.000]  New English Bible
[00:14:26.000 --> 00:14:31.000]  他們比較上近期的翻譯本
[00:14:31.000 --> 00:14:36.000]  那裡不是翻譯神的靈運行在水面上
[00:14:36.000 --> 00:14:40.000]  就說有大風刮在水面上
[00:14:40.000 --> 00:14:42.000]  這個翻譯不是新派
[00:14:42.000 --> 00:14:43.000]  不是不相信聖經
[00:14:43.000 --> 00:14:45.000]  不是不相信神的靈
[00:14:45.000 --> 00:14:46.000]  不是不相信三合一體
[00:14:46.000 --> 00:14:52.000]  這個是在文字上Ruach可以翻譯成風
[00:14:52.000 --> 00:14:59.000]  在埃及記提到神用風叫海水退去
[00:14:59.000 --> 00:15:03.000]  聖經裡有很多情況提到神用Ruach
[00:15:03.000 --> 00:15:06.000]  是指靈還是指風呢
[00:15:06.000 --> 00:15:08.000]  有時分不開
[00:15:08.000 --> 00:15:11.000]  而且很多經文提到大風
[00:15:11.000 --> 00:15:13.000]  特別是在巴勒斯坦的地方
[00:15:13.000 --> 00:15:17.000]  從沙漠吹過來的熱風
[00:15:17.000 --> 00:15:25.000]  Ruach是指著這種極其有力的風
[00:15:25.000 --> 00:15:27.000]  不是和風
[00:15:27.000 --> 00:15:29.000]  不是微風
[00:15:29.000 --> 00:15:31.000]  不是令人舒服的涼風
[00:15:31.000 --> 00:15:33.000]  剛剛相反
[00:15:33.000 --> 00:15:35.000]  是暴風
[00:15:35.000 --> 00:15:37.000]  是烈風
[00:15:37.000 --> 00:15:40.000]  你感受到那個能力
[00:15:40.000 --> 00:15:42.000]  所以我猜約翰福音三章那裡
[00:15:42.000 --> 00:15:45.000]  耶穌說風隨著意思吹
[00:15:45.000 --> 00:15:47.000]  大概不是指微風
[00:15:47.000 --> 00:15:49.000]  可能是指十號風球
[00:15:49.000 --> 00:15:51.000]  你走出去銅鑼灣被風塘
[00:15:51.000 --> 00:15:53.000]  尖沙咀海皮
[00:15:53.000 --> 00:15:56.000]  你走一步路都要紮著馬步
[00:15:56.000 --> 00:15:58.000]  因為你看不見那些風
[00:15:58.000 --> 00:16:02.000]  但是那個力量你是感受得到
[00:16:02.000 --> 00:16:07.000]  Ruach就是你感受得到的那個力量
[00:16:07.000 --> 00:16:11.000]  在風那裡給你的一個衝擊
[00:16:11.000 --> 00:16:13.000]  這個意思很清楚
[00:16:13.000 --> 00:16:18.000]  氣息其實是和生命分不開的
[00:16:18.000 --> 00:16:22.000]  因為舊有聖經怎樣決定一個人是生是死呢
[00:16:22.000 --> 00:16:25.000]  我們一會兒也會讀到這段經文
[00:16:25.000 --> 00:16:29.000]  如果上帝將你的氣收回
[00:16:29.000 --> 00:16:31.000]  那你就死亡
[00:16:31.000 --> 00:16:34.000]  上帝將他的氣息賜給你
[00:16:34.000 --> 00:16:38.000]  或者聖經說上帝將他的Ruach賜給你
[00:16:38.000 --> 00:16:40.000]  那你就活了
[00:16:40.000 --> 00:16:43.000]  不過在《創世紀》第二章提到
[00:16:43.000 --> 00:16:47.000]  上帝用泥土地上的塵土做人
[00:16:47.000 --> 00:16:50.000]  將生氣吹在他的鼻孔裡
[00:16:50.000 --> 00:16:52.000]  他就成為有靈的活人
[00:16:52.000 --> 00:16:54.000]  那個翻譯很有問題
[00:16:54.000 --> 00:16:56.000]  上帝將那口氣吹進去
[00:16:56.000 --> 00:16:58.000]  他成為不是有靈的
[00:16:58.000 --> 00:17:00.000]  那個不是Ruach
[00:17:00.000 --> 00:17:01.000]  那裡是說Netflex
[00:17:01.000 --> 00:17:03.000]  待會兒我們會提這個字
[00:17:03.000 --> 00:17:08.000]  氣息是生命的代表
[00:17:08.000 --> 00:17:13.000]  或者生命的能力所在
[00:17:13.000 --> 00:17:17.000]  這一句如果提到
[00:17:17.000 --> 00:17:19.000]  有些地方提到Ruach
[00:17:19.000 --> 00:17:24.000]  是指著生命氣息的呼吸來說
[00:17:24.000 --> 00:17:27.000]  或者他不是指著好像風
[00:17:27.000 --> 00:17:29.000]  沙漠的暴風
[00:17:29.000 --> 00:17:32.000]  那種令人窒息的能力
[00:17:32.000 --> 00:17:35.000]  但是生命的能力
[00:17:35.000 --> 00:17:39.000]  卻又是一個很明顯的事實
[00:17:39.000 --> 00:17:41.000]  小小的生命
[00:17:41.000 --> 00:17:46.000]  他可以在很艱難的環境中掙扎長成
[00:17:46.000 --> 00:17:49.000]  生命力在這個氣息裡
[00:17:49.000 --> 00:17:54.000]  雖然是好像極微弱的呼吸
[00:17:54.000 --> 00:17:57.000]  但是背後所代表著的
[00:17:57.000 --> 00:18:05.000]  是生命的潛質
[00:18:05.000 --> 00:18:08.000]  那個潛力量
[00:18:08.000 --> 00:18:13.000]  Ruach一方面可以指著自然界的裂縫
[00:18:13.000 --> 00:18:16.000]  另一方面在舊約聖經裡可以指著
[00:18:16.000 --> 00:18:21.000]  人代表生命的氣息
[00:18:21.000 --> 00:18:25.000]  所以用在神的靈的時候
[00:18:25.000 --> 00:18:27.000]  當我們說神的靈
[00:18:27.000 --> 00:18:29.000]  神的Ruach的時候
[00:18:29.000 --> 00:18:34.000]  他所傳遞的圖畫
[00:18:34.000 --> 00:18:38.000]  或者觀念
[00:18:38.000 --> 00:18:41.000]  就和我們今天一般
[00:18:41.000 --> 00:18:45.000]  我們說靈魂
[00:18:45.000 --> 00:18:48.000]  我們中文用靈的時候
[00:18:48.000 --> 00:18:53.000]  我們會說靈活、靈巧
[00:18:53.000 --> 00:18:57.000]  很不同的
[00:18:57.000 --> 00:19:00.000]  靈在希伯來文裡
[00:19:00.000 --> 00:19:11.000]  絕對絕對不是指著一些虛無飄渺的鬼魅
[00:19:11.000 --> 00:19:14.000]  不是指著那些飄忽
[00:19:14.000 --> 00:19:16.000]  今天我們對屬靈人的觀念
[00:19:16.000 --> 00:19:19.000]  我不知道你們這一代怎麼看
[00:19:19.000 --> 00:19:22.000]  我們這一代就是不苟言笑
[00:19:22.000 --> 00:19:24.000]  不吃人間煙火
[00:19:24.000 --> 00:19:26.000]  最好走路不碰地
[00:19:26.000 --> 00:19:29.000]  屬靈的觀念
[00:19:29.000 --> 00:19:32.000]  舊約聖經對靈的意思
[00:19:32.000 --> 00:19:35.000]  那個圖畫完全不是這樣
[00:19:35.000 --> 00:19:36.000]  剛好相反
[00:19:36.000 --> 00:19:38.000]  是實淨的
[00:19:38.000 --> 00:19:39.000]  是有能力的
[00:19:39.000 --> 00:19:42.000]  碰起來整個會跌倒
[00:19:42.000 --> 00:19:45.000]  那個感受是這麼強的
[00:19:45.000 --> 00:19:49.000]  不是很輕忽、很虛無飄渺
[00:19:49.000 --> 00:19:53.000]  好像我們說的鬼、靈魂、靈界
[00:19:53.000 --> 00:19:55.000]  完全不是這樣的一回事
[00:19:55.000 --> 00:19:57.000]  所以當我們提到舊約聖經
[00:19:57.000 --> 00:19:59.000]  Ruach這個字是指風
[00:19:59.000 --> 00:20:00.000]  是指氣息
[00:20:00.000 --> 00:20:02.000]  是指神的靈的時候
[00:20:02.000 --> 00:20:03.000]  不要搞錯
[00:20:03.000 --> 00:20:04.000]  我剛才聽過有一次
[00:20:04.000 --> 00:20:07.000]  有某位講者公開的場合說
[00:20:07.000 --> 00:20:09.000]  靈在舊約聖經裡是風
[00:20:09.000 --> 00:20:13.000]  所以是解釋空的觀念
[00:20:13.000 --> 00:20:17.000]  和佛家這個空的觀念是可以相通的
[00:20:17.000 --> 00:20:19.000]  剛好相反
[00:20:19.000 --> 00:20:21.000]  希伯來文裡提到Ruach是風
[00:20:21.000 --> 00:20:23.000]  是生命的氣息
[00:20:23.000 --> 00:20:24.000]  是神的靈
[00:20:24.000 --> 00:20:26.000]  是一個非常有內涵的
[00:20:26.000 --> 00:20:28.000]  是滿的觀念
[00:20:28.000 --> 00:20:30.000]  不是一個空的觀念
[00:20:30.000 --> 00:20:31.000]  剛好相反
[00:20:31.000 --> 00:20:33.000]  這是文化上的差距
[00:20:33.000 --> 00:20:37.000]  不要借錯了那個metaphor
[00:20:37.000 --> 00:20:39.000]  借錯了那幅圖畫
[00:20:39.000 --> 00:20:42.000]  在這樣的大前提下
[00:20:42.000 --> 00:20:45.000]  我們來看約伯記第四章十二節
[00:20:45.000 --> 00:20:48.000]  很有意思
[00:20:48.000 --> 00:20:52.000]  因為約伯記這一段經文
[00:20:52.000 --> 00:20:56.000]  在舊約聖經裡絕無僅有
[00:20:56.000 --> 00:20:58.000]  我的意思是絕無僅有
[00:20:58.000 --> 00:21:01.000]  就是他提到一個情景
[00:21:01.000 --> 00:21:06.000]  在那裡好像用Ruach這個字
[00:21:06.000 --> 00:21:11.000]  去描寫一些虛無飄渺的事情
[00:21:11.000 --> 00:21:14.000]  約伯記第四章是提萬人
[00:21:14.000 --> 00:21:22.000]  以利法對約伯的談話的第一段
[00:21:22.000 --> 00:21:23.000]  在這一段裡
[00:21:23.000 --> 00:21:26.000]  以利法告訴約伯
[00:21:26.000 --> 00:21:30.000]  他半夜睡不著覺的時候
[00:21:30.000 --> 00:21:32.000]  看到一個異象
[00:21:32.000 --> 00:21:35.000]  我們可能不是很熟悉約伯記
[00:21:35.000 --> 00:21:37.000]  讀一讀吧
[00:21:37.000 --> 00:21:39.000]  第十二節那句話
[00:21:39.000 --> 00:21:41.000]  「我暗暗得了默時
[00:21:41.000 --> 00:21:46.000]  我的耳朵聽見細微的聲音
[00:21:46.000 --> 00:21:49.000]  在我思念夜中異象之間
[00:21:49.000 --> 00:21:52.000]  世人沉睡的時候
[00:21:52.000 --> 00:21:56.000]  恐懼戰驚臨到我身
[00:21:56.000 --> 00:21:59.000]  使我白骨打顫」
[00:21:59.000 --> 00:22:01.000]  很熟悉的場合
[00:22:01.000 --> 00:22:06.000]  聊齋的開場音樂
[00:22:06.000 --> 00:22:11.000]  開始你知道有些事情要發生
[00:22:11.000 --> 00:22:13.000]  第十五節
[00:22:13.000 --> 00:22:18.000]  「有Ruach從我面前經過
[00:22:18.000 --> 00:22:21.000]  我身上的毫無直立
[00:22:21.000 --> 00:22:24.000]  無骨聳然」
[00:22:24.000 --> 00:22:26.000]  十六節中文聖經的翻譯就說
[00:22:26.000 --> 00:22:29.000]  「那靈擎主
[00:22:29.000 --> 00:22:33.000]  我卻不能辨其形狀
[00:22:33.000 --> 00:22:36.000]  有影像在我眼前
[00:22:36.000 --> 00:22:40.000]  我在靜默中聽見有聲音
[00:22:40.000 --> 00:22:43.000]  必死的人豈能比神公義
[00:22:43.000 --> 00:22:46.000]  人豈能比做他的主潔淨
[00:22:46.000 --> 00:22:48.000]  主不信靠他的神目
[00:22:48.000 --> 00:22:52.000]  並且指他的使者為愚昧」
[00:22:52.000 --> 00:22:57.000]  伊利法想說的那句話
[00:22:57.000 --> 00:23:00.000]  他想說給約伯聽的就是
[00:23:00.000 --> 00:23:03.000]  你在神的面前何必說那麼多話呢
[00:23:03.000 --> 00:23:04.000]  你說你很正直
[00:23:04.000 --> 00:23:07.000]  但在神的高標準下
[00:23:07.000 --> 00:23:09.000]  世人都犯了罪
[00:23:09.000 --> 00:23:13.000]  所以人豈能比神公義呢
