
[00:00:00.000 --> 00:00:07.600]  古今中外都很多人用夢來形容人生
[00:01:42.600 --> 00:01:47.000]  都唱不出人生那種真實
[00:01:47.000 --> 00:01:48.600]  有盼望
[00:01:48.600 --> 00:01:53.400]  有信仰帶給我們的那種使命感
[00:01:53.400 --> 00:01:56.000]  有位姐妹叫做若夢
[00:01:56.000 --> 00:02:00.400]  我不知道她的父母為何起了她這個名字
[00:02:00.400 --> 00:02:03.400]  可能有些人生的感慨也未必
[00:02:03.400 --> 00:02:05.600]  生了這個女兒的時候
[00:02:05.600 --> 00:02:08.400]  就將她的名字起作若夢
[00:02:08.400 --> 00:02:11.000]  寄意在她的身上
[00:02:11.000 --> 00:02:12.400]  曾經有個酒徒
[00:02:12.400 --> 00:02:15.800]  他做夢夢見他偷到一瓶酒
[00:02:15.800 --> 00:02:17.200]  美酒
[00:02:17.200 --> 00:02:19.000]  他很想馬上喝
[00:02:19.000 --> 00:02:23.800]  但想想美酒如果沒有佳餚就很可惜
[00:02:23.800 --> 00:02:27.000]  所以他再去偷佳餚
[00:02:27.000 --> 00:02:28.600]  偷美食
[00:02:28.600 --> 00:02:31.400]  誰知在偷美食的過程當中
[00:02:31.400 --> 00:02:33.200]  他就卡住了
[00:02:33.200 --> 00:02:34.600]  掉在地上
[00:02:34.600 --> 00:02:35.600]  一掉下來
[00:02:35.600 --> 00:02:37.000]  你知道那瓶酒是怎樣
[00:02:37.000 --> 00:02:38.400]  打爛了
[00:02:38.400 --> 00:02:40.600]  他忽然間就驚醒了
[00:02:40.600 --> 00:02:43.400]  驚醒之後他就很唏噓
[00:02:43.400 --> 00:02:46.200]  他就覺得太可惜了
[00:02:46.200 --> 00:02:48.200]  他說早知如此
[00:02:48.200 --> 00:02:50.400]  為何不先喝了那瓶酒
[00:02:50.400 --> 00:02:54.200]  還貪心偷佳餚
[00:02:54.200 --> 00:02:56.400]  先喝了它
[00:02:56.400 --> 00:03:00.800]  這個笑話是否有些無奈
[00:03:00.800 --> 00:03:03.400]  是否有些辛酸
[00:03:03.400 --> 00:03:04.400]  雖然是笑話
[00:03:04.400 --> 00:03:09.800]  但很多時候是說明我們人生在這個世界上
[00:03:09.800 --> 00:03:12.600]  很多事我們得到了
[00:03:12.600 --> 00:03:15.800]  其實也是很虛空
[00:03:15.800 --> 00:03:18.400]  得不到就更虛空
[00:03:18.400 --> 00:03:19.800]  有時你得到了
[00:03:19.800 --> 00:03:23.600]  也不一定永遠屬於你
[00:03:23.600 --> 00:03:24.800]  有時你得到了
[00:03:24.800 --> 00:03:26.400]  你以為是好的
[00:03:26.400 --> 00:03:27.800]  誰知你得到的時候
[00:03:27.800 --> 00:03:30.000]  反而是不好的
[00:03:30.000 --> 00:03:33.000]  人生如夢
[00:03:33.000 --> 00:03:34.400]  人生若夢
[00:03:34.400 --> 00:03:39.000]  今天我們不是在跟大家說人生如夢
[00:03:39.000 --> 00:03:43.000]  我今天要跟大家說人生有夢
[00:03:43.000 --> 00:03:46.600]  你說人生如夢和人生有夢有什麼不同
[00:03:46.600 --> 00:03:48.200]  有沒有不同
[00:03:48.200 --> 00:03:49.400]  有
[00:03:49.400 --> 00:03:54.200]  我們說的夢不是一些虛幻的東西
[00:03:54.200 --> 00:03:58.800]  我們說的人生有夢是一個使命感
[00:03:58.800 --> 00:04:00.400]  人生的遠見
[00:04:00.400 --> 00:04:01.800]  人生的藍圖
[00:04:01.800 --> 00:04:04.600]  人生的異象
[00:04:04.600 --> 00:04:06.000]  有一句名句說
[00:04:06.000 --> 00:04:09.200]  人是因夢想而偉大
[00:04:09.200 --> 00:04:11.400]  大家同不同意嗎
[00:04:11.400 --> 00:04:14.800]  人類是因夢想而偉大
[00:04:14.800 --> 00:04:18.600]  如果你放眼看歷世歷代的人沒有夢想
[00:04:18.600 --> 00:04:22.400]  就是醉生夢死在這個世上的時候
[00:04:22.400 --> 00:04:25.000]  整個人生沒有文化
[00:04:25.000 --> 00:04:25.800]  沒有歷史
[00:04:25.800 --> 00:04:26.800]  沒有發明
[00:04:26.800 --> 00:04:28.200]  沒有創作
[00:04:28.200 --> 00:04:31.800]  你說人類是不是很悲哀
[00:04:31.800 --> 00:04:33.800]  我們今天活在這個世界上
[00:04:33.800 --> 00:04:37.400]  我們是活在前人的任下
[00:04:37.400 --> 00:04:39.600]  我們得前人的福任
[00:04:39.600 --> 00:04:41.400]  我們有很多的發明
[00:04:41.400 --> 00:04:43.000]  我們現在正在享受
[00:04:43.000 --> 00:04:46.000]  這是因夢想而來
[00:04:46.000 --> 00:04:49.800]  屬靈的人都需要夢想
[00:04:49.800 --> 00:04:53.000]  教會需要夢想
[00:04:53.000 --> 00:04:56.600]  我們個人也需要一些夢想
[00:04:56.600 --> 00:04:59.000]  不單單人類因夢想而偉大
[00:04:59.000 --> 00:05:04.600]  天國也因夢想而能夠實現在我們中間
[00:05:04.600 --> 00:05:08.200]  我們要看這段經文
[00:05:08.200 --> 00:05:10.800]  這段經文的字幕變了
[00:05:10.800 --> 00:05:11.400]  不要緊
[00:05:11.400 --> 00:05:13.600]  應該大家都看得到
[00:05:13.600 --> 00:05:17.000]  我們一起讀這段經文
[00:05:17.000 --> 00:05:22.200]  當耶和華將那些被擄的帶回錫安的時候
[00:05:22.200 --> 00:05:24.400]  我們好像做夢的人
[00:05:24.400 --> 00:05:28.000]  我們滿口喜笑滿舌歡呼的時候
[00:05:28.000 --> 00:05:30.000]  外邦中就有人說
[00:05:30.000 --> 00:05:32.800]  耶和華為他們行了大事
[00:05:32.800 --> 00:05:36.000]  耶和華果然為我們行了大事
[00:05:36.000 --> 00:05:37.600]  我們就歡喜
[00:05:37.600 --> 00:05:41.800]  耶和華求你使我們被擄的人歸回
[00:05:41.800 --> 00:05:44.600]  好像南地的河水伏流
[00:05:44.600 --> 00:05:48.000]  流淚殺種的必歡呼收割
[00:05:48.000 --> 00:05:52.200]  大種流淚出去的必要歡歡樂樂
[00:05:52.200 --> 00:05:54.800]  帶禍群回來
[00:05:54.800 --> 00:05:58.200]  這首詩是用我們
[00:05:58.200 --> 00:06:00.600]  所以是一個群體的詩篇
[00:06:00.600 --> 00:06:03.800]  它是匯眾的信靠詩
[00:06:03.800 --> 00:06:07.000]  也是群體的感恩詩
[00:06:07.000 --> 00:06:10.600]  這篇詩篇基本上分為三個段落
[00:06:10.600 --> 00:06:13.000]  第一個段落我稱它為「圓夢」
[00:06:13.000 --> 00:06:17.000]  「圓夢」即是我們的夢想已經成真
[00:06:17.000 --> 00:06:22.600]  如果你看第一和第三節就是第一個段落
[00:06:22.600 --> 00:06:25.800]  第一節就說我們好像做夢的人
[00:06:25.800 --> 00:06:27.800]  已經過去了
[00:06:27.800 --> 00:06:31.800]  所以它用的動詞是過去式的
[00:06:31.800 --> 00:06:35.600]  「圓夢」即是回到自己的國土
[00:06:35.600 --> 00:06:40.600]  這首詩其實應該大部分的學者都說
[00:06:40.600 --> 00:06:43.600]  它是被擄歸回的人所寫
[00:06:43.600 --> 00:06:50.600]  後來被以色列收集在詩篇裏面
[00:06:50.600 --> 00:06:56.400]  第二個段落或第二個幕景就是「尋夢」
[00:06:56.400 --> 00:06:59.200]  如果你看「尋夢」就是第四節
[00:06:59.200 --> 00:07:01.600]  他回到自己的國土的時候
[00:07:01.600 --> 00:07:04.600]  他們發現荒涼一片
[00:07:04.600 --> 00:07:08.200]  地圖未曾有人在這裡耕種過
[00:07:08.200 --> 00:07:12.200]  所以他們看見的時候心裏面有少少的灰暗
[00:07:12.200 --> 00:07:16.400]  但是他們仍然提起他們的信心
[00:07:16.400 --> 00:07:18.200]  來向神祈禱
[00:07:18.200 --> 00:07:22.200]  他說:耶和華,求祢使我們被擄的人歸回
[00:07:22.200 --> 00:07:24.600]  好像南地的河水伏流
[00:07:24.600 --> 00:07:28.200]  這個叫做「尋夢」
[00:07:28.200 --> 00:07:32.200]  第三段就是「織夢」
[00:07:32.200 --> 00:07:36.200]  我們經常會背這兩節聖經
[00:07:36.200 --> 00:07:38.200]  第五和第六節
[00:07:38.200 --> 00:07:46.200]  流淚殺腫的,歡呼羞葛
[00:07:46.200 --> 00:07:51.200]  這個仍然是織夢
[00:07:51.200 --> 00:07:56.200]  所以你說「尋夢」和「織夢」有什麼不同呢?
[00:07:56.200 --> 00:08:00.200]  「尋夢」和「織夢」的不同在於
[00:08:00.200 --> 00:08:04.200]  「尋夢」是神的作為,只有神能夠做
[00:08:04.200 --> 00:08:07.200]  「織夢」就是我們自己可以去編織
[00:08:07.200 --> 00:08:09.200]  我們有責任
[00:08:09.200 --> 00:08:13.200]  所以第三段和第二段是有些不同
[00:08:13.200 --> 00:08:17.200]  第四、第五、第六節都是用張來式
[00:08:17.200 --> 00:08:19.200]  所以是未發生
[00:08:19.200 --> 00:08:26.200]  他們盼望能編織流淚殺腫歡呼羞葛的美夢
[00:08:26.200 --> 00:08:29.200]  我們現在一段一段來說
[00:08:29.200 --> 00:08:37.200]  第一幕主要的地方就是我們好像作夢的人
[00:08:37.200 --> 00:08:42.200]  如果你明白當時的背景就知道
[00:08:42.200 --> 00:08:46.200]  當以色列人被擄去巴比倫的時候
[00:08:46.200 --> 00:08:53.200]  可能開始頭一兩年他們還有盼望回到自己的國土
[00:08:53.200 --> 00:08:57.200]  如果三年五年十年過去了
[00:08:57.200 --> 00:08:59.200]  二十年過去了
[00:08:59.200 --> 00:09:05.200]  你覺得這群人對於回國的夢想還存不存在呢?
[00:09:05.200 --> 00:09:08.200]  或者已經很渺茫了
[00:09:08.200 --> 00:09:12.200]  這個夢離他們太遠了
[00:09:12.200 --> 00:09:16.200]  所以很多人就不如立定心智
[00:09:16.200 --> 00:09:20.200]  在異邦的地方繼續生活
[00:09:20.200 --> 00:09:23.200]  沒有辦法,就接受這個事實
[00:09:23.200 --> 00:09:27.200]  但是當古列王巴比倫國被滅之後
[00:09:27.200 --> 00:09:33.200]  波斯的古列宣佈這群以色列人可以回到自己的國土的時候
[00:09:33.200 --> 00:09:38.200]  大家知道波斯王採取了一種懷柔政策
[00:09:38.200 --> 00:09:41.200]  他不需要你們這些人在自己的國土
[00:09:41.200 --> 00:09:44.200]  你們回到自己的國土
[00:09:44.200 --> 00:09:47.200]  但是以後我要你們做什麼
[00:09:47.200 --> 00:09:51.200]  你們都在我的權力之下
[00:09:51.200 --> 00:09:55.200]  所以這種懷柔政策這個消息傳出來的時候
[00:09:55.200 --> 00:09:59.200]  如果你是當時的被擄的子民
[00:09:59.200 --> 00:10:02.200]  你相不相信你的耳朵呢?
[00:10:02.200 --> 00:10:04.200]  相信嗎?
[00:10:04.200 --> 00:10:07.200]  嘩!可以回去?
[00:10:07.200 --> 00:10:10.200]  我想可能第一代已經過了
[00:10:10.200 --> 00:10:12.200]  因為已經70年了
[00:10:12.200 --> 00:10:17.200]  如果那些還在的,又有知覺,有悟性
[00:10:17.200 --> 00:10:21.200]  然後記起以前的情況,應該已經80多歲了
[00:10:21.200 --> 00:10:24.200]  所以他們聽到這個消息的時候
[00:10:24.200 --> 00:10:27.200]  他們真的不相信自己的耳朵
[00:10:27.200 --> 00:10:29.200]  我想他們大家都嘴巴都凹了
[00:10:29.200 --> 00:10:31.200]  然後你問我,我問你
[00:10:31.200 --> 00:10:35.200]  喂!是不是真的?
[00:10:35.200 --> 00:10:40.200]  大家在電視節目裡面也看到一些
[00:10:40.200 --> 00:10:42.200]  忽然間中了大獎
[00:10:42.200 --> 00:10:44.200]  那些什麼遊戲節目
[00:10:44.200 --> 00:10:46.200]  嘩!忽然間中了大獎
[00:10:46.200 --> 00:10:50.200]  你們有沒有看到那些人的反應是怎麼樣的?
[00:10:50.200 --> 00:10:54.200]  嘩!大叫,舉起雙手,跳起來
[00:10:54.200 --> 00:10:57.200]  然後呢,每個人看到都抱他一下
[00:10:57.200 --> 00:10:59.200]  無論他的性別是什麼
[00:10:59.200 --> 00:11:02.200]  總之嘩!很興奮
[00:11:02.200 --> 00:11:04.200]  這個叫做喜出望外
[00:11:04.200 --> 00:11:06.200]  驚喜莫名
[00:11:06.200 --> 00:11:10.200]  當時我相信這班人就是這樣
[00:11:10.200 --> 00:11:13.200]  我們好像做夢的人
[00:11:13.200 --> 00:11:15.200]  我們好像做夢的人
[00:11:15.200 --> 00:11:18.200]  弟兄姊妹,如果你看第一節你就知道
[00:11:18.200 --> 00:11:21.200]  神為他們圓了這個夢
[00:11:21.200 --> 00:11:24.200]  只有神能夠為他們來施行這個作為
[00:11:24.200 --> 00:11:30.200]  70年過去,如果不是在波斯王的心裡面動功
[00:11:30.200 --> 00:11:32.200]  根本就不可能
[00:11:32.200 --> 00:11:35.200]  但是神祖就藉著耶利米告訴他們
[00:11:35.200 --> 00:11:38.200]  被擄,然後70年為滿
[00:11:38.200 --> 00:11:40.200]  神祖已經說了
[00:11:40.200 --> 00:11:43.200]  但是當這個應許臨到的時候
[00:11:43.200 --> 00:11:46.200]  他們仍然是沒有辦法相信
[00:11:46.200 --> 00:11:50.200]  所以弟兄姊妹,無論你的情況如何惡劣
[00:11:50.200 --> 00:11:54.200]  無論你的心境如何不理想
[00:11:54.200 --> 00:11:56.200]  無論你的前途如何渺茫
[00:11:56.200 --> 00:12:03.200]  你都不能夠失去最基本因為神的應許而來的盼望
[00:12:03.200 --> 00:12:05.200]  為什麼呢?
[00:12:05.200 --> 00:12:10.200]  因為我們的神是我們盼望的錨
[00:12:10.200 --> 00:12:12.200]  希伯來書裡面說的
[00:12:12.200 --> 00:12:15.200]  所以我們能夠接受有限的失望
[00:12:15.200 --> 00:12:19.200]  但是不能夠失去無限的盼望
[00:12:19.200 --> 00:12:24.200]  有限的失望就是說我們現在前景不是很理想
[00:12:24.200 --> 00:12:28.200]  有限的失望可能看不到前面應該怎麼走
[00:12:28.200 --> 00:12:32.200]  有限的失望就是你看到香港的情況
[00:12:32.200 --> 00:12:34.200]  現在都不知道怎麼收穫
[00:12:34.200 --> 00:12:38.200]  可能我們越看,心裡面就越涼
[00:12:38.200 --> 00:12:41.200]  這樣搞下去到底怎麼辦呢?
[00:12:41.200 --> 00:12:47.200]  但是我相信神是掌管一切的神
[00:12:47.200 --> 00:12:53.200]  我相信香港這個地方也是福音宣教的一個橋頭堡
[00:12:53.200 --> 00:12:57.200]  我相信這裡有很多神的指紋在裡面
[00:12:57.200 --> 00:13:04.200]  我也深深相信神會在其中引導帶領
[00:13:04.200 --> 00:13:07.200]  會有一個圓滿的結果
[00:13:07.200 --> 00:13:11.200]  這個結果是怎樣我們不知道
[00:13:11.200 --> 00:13:13.200]  是怎樣圓滿我們都不知道
[00:13:13.200 --> 00:13:19.200]  我們只有持守無限的盼望
[00:13:19.200 --> 00:13:26.200]  如果你看這幫外邦人他們在做見證
[00:13:26.200 --> 00:13:28.200]  我先問大家一個問題
[00:13:28.200 --> 00:13:30.200]  人生可不可以有夢想呢?
[00:13:30.200 --> 00:13:32.200]  可不可以?
[00:13:32.200 --> 00:13:34.200]  可不可以?
[00:13:34.200 --> 00:13:35.200]  可以
[00:13:35.200 --> 00:13:38.200]  你們應該大家都醒了
[00:13:38.200 --> 00:13:41.200]  大家都吃了早餐
[00:13:41.200 --> 00:13:43.200]  我來了這麼久
[00:13:43.200 --> 00:13:45.200]  你都知道我有時候講道
[00:13:45.200 --> 00:13:47.200]  我要問你們一些簡單的問題
[00:13:47.200 --> 00:13:49.200]  是不是不行?好不好?
[00:13:49.200 --> 00:13:50.200]  是不是?
[00:13:50.200 --> 00:13:53.200]  麻煩你給我一點回應吧
[00:13:53.200 --> 00:13:55.200]  我也得到一些鼓勵
[00:13:55.200 --> 00:13:58.200]  人生可不可以有夢想呢?
[00:13:58.200 --> 00:13:59.200]  可以
[00:13:59.200 --> 00:14:03.200]  只要不是那些藍鵝之夢
[00:14:03.200 --> 00:14:05.200]  黃娘之夢
[00:14:05.200 --> 00:14:07.200]  法伯日夢
[00:14:07.200 --> 00:14:10.200]  不是那些夢
[00:14:10.200 --> 00:14:14.200]  我們可以為天國做夢
[00:14:14.200 --> 00:14:17.200]  這個叫天國之夢
[00:14:17.200 --> 00:14:25.200]  我們可以為神在教會裡發展神的事功
[00:14:25.200 --> 00:14:28.200]  可以發夢
[00:14:28.200 --> 00:14:29.200]  如果你看這裡
[00:14:29.200 --> 00:14:34.200]  第一到第三節有一個交叉文學的結構
[00:14:34.200 --> 00:14:35.200]  我先講了
[00:14:35.200 --> 00:14:38.200]  然後我給大家看看那段經文是怎樣
[00:14:38.200 --> 00:14:39.200]  第一到第三節
[00:14:39.200 --> 00:14:41.200]  第一節就是他們回歸
[00:14:41.200 --> 00:14:43.200]  他們好像發夢的人
[00:14:43.200 --> 00:14:46.200]  然後第二節有一個那時
[00:14:46.200 --> 00:14:50.200]  胡合本那時沒有出來
[00:14:50.200 --> 00:14:55.200]  第二個那時就是第二節的上半節
[00:14:55.200 --> 00:15:00.200]  然後到第三節又回到A
[00:15:00.200 --> 00:15:03.200]  就是神為我們行了大事
[00:15:03.200 --> 00:15:05.200]  我們的反應就是歡喜
[00:15:05.200 --> 00:15:09.200]  前面的A就是神做了大事
[00:15:09.200 --> 00:15:10.200]  我們好像發夢
[00:15:10.200 --> 00:15:13.200]  然後神做了大事我們就歡喜
[00:15:13.200 --> 00:15:17.200]  中間就講到神做大事的時候有兩個那時
[00:15:17.200 --> 00:15:19.200]  有兩個回應
[00:15:19.200 --> 00:15:22.200]  這裡第一個那時就是
[00:15:22.200 --> 00:15:24.200]  我將它重新翻譯
[00:15:24.200 --> 00:15:27.200]  那時笑聲充滿我們的口
[00:15:27.200 --> 00:15:31.200]  並且我們的舌是歡樂的
[00:15:31.200 --> 00:15:35.200]  第一個那時是誰的反應
[00:15:35.200 --> 00:15:38.200]  是這班以色列民的反應
[00:15:38.200 --> 00:15:43.200]  第二個那時他們便說在列國之中
[00:15:43.200 --> 00:15:49.200]  中文胡合本翻譯成外邦人的裏面
[00:15:49.200 --> 00:15:53.200]  那時他們便說在列邦之中
[00:15:53.200 --> 00:15:56.200]  就是列國的東中間有這樣的說法
[00:15:56.200 --> 00:15:59.200]  耶和華向他們行了大事
[00:15:59.200 --> 00:16:03.200]  這個是誰的反應
[00:16:03.200 --> 00:16:05.200]  是外邦人
[00:16:05.200 --> 00:16:10.200]  耶和華為我們行了大事
[00:16:10.200 --> 00:16:12.200]  我們好像作夢的人我們就歡喜
[00:16:12.200 --> 00:16:15.200]  不過中間夾著兩個那時
[00:16:15.200 --> 00:16:17.200]  我們很開心
[00:16:17.200 --> 00:16:20.200]  而外邦人很驚訝
[00:16:20.200 --> 00:16:22.200]  就是兩個月
[00:16:22.200 --> 00:16:23.200]  我們很開心
[00:16:23.200 --> 00:16:26.200]  外邦人很驚訝
[00:16:26.200 --> 00:16:28.200]  然後他們不得不承認
[00:16:28.200 --> 00:16:33.200]  耶和華神為了這班人來行大事
[00:16:33.200 --> 00:16:39.200]  如果你的人生有經歷到神的作為
[00:16:39.200 --> 00:16:43.200]  連外邦人都不能不承認的話
[00:16:43.200 --> 00:16:45.200]  你的見證是怎樣
[00:16:45.200 --> 00:16:47.200]  嘩!很厲害
[00:16:47.200 --> 00:16:50.200]  如果在你身上
[00:16:50.200 --> 00:16:52.200]  你旁邊那些不信主的人說
[00:16:52.200 --> 00:16:54.200]  嘩!你的神真的很厲害
[00:16:54.200 --> 00:16:57.200]  那你的見證又是很厲害
[00:16:57.200 --> 00:16:58.200]  為什麼
[00:16:58.200 --> 00:17:01.200]  因為連外邦人都沒辦法否認
[00:17:01.200 --> 00:17:04.200]  你的神正在幫你
[00:17:04.200 --> 00:17:05.200]  你說好不好呢
[00:17:05.200 --> 00:17:07.200]  好
[00:17:07.200 --> 00:17:08.200]  有一個姐妹
[00:17:08.200 --> 00:17:13.200]  她嫁了一個不信主的先生
[00:17:13.200 --> 00:17:17.200]  這個先生因為和她信仰上不同
[00:17:17.200 --> 00:17:20.200]  所以價值觀、人生觀很多都不一樣
[00:17:20.200 --> 00:17:23.200]  所以經常他們會有爭吵
[00:17:23.200 --> 00:17:27.200]  而這個先生都是比較大男人
[00:17:27.200 --> 00:17:30.200]  有時他會發脾氣
[00:17:30.200 --> 00:17:32.200]  當他發脾氣的時候
[00:17:32.200 --> 00:17:34.200]  這個姐妹就閉嘴
[00:17:34.200 --> 00:17:36.200]  她就靜靜
[00:17:36.200 --> 00:17:39.200]  但是她心裏面是很痛苦的
[00:17:39.200 --> 00:17:41.200]  被壓抑
[00:17:41.200 --> 00:17:44.200]  所以她很多時候回到自己的房間
[00:17:44.200 --> 00:17:47.200]  或者在自己的角落
[00:17:47.200 --> 00:17:51.200]  就在那裏流淚、傾訴
[00:17:51.200 --> 00:17:53.200]  然後和神說
[00:17:53.200 --> 00:17:55.200]  她深深相信
[00:17:55.200 --> 00:17:58.200]  她要用一個基督徒的見證來感化她的先生
[00:17:58.200 --> 00:18:02.200]  果然神聽她的祈禱
[00:18:02.200 --> 00:18:09.200]  這個先生發脾氣的時段縮短了
[00:18:09.200 --> 00:18:11.200]  時間縮短了
[00:18:11.200 --> 00:18:13.200]  強度也減輕了
[00:18:13.200 --> 00:18:15.200]  沒那麼厲害
[00:18:15.200 --> 00:18:20.200]  她有一次聽到她先生發脾氣後和她道歉
[00:18:20.200 --> 00:18:23.200]  她心裏面很感恩
[00:18:23.200 --> 00:18:27.200]  從來沒試過發脾氣都會向我道歉
[00:18:27.200 --> 00:18:29.200]  直到最後一次
[00:18:29.200 --> 00:18:33.200]  她先生說了一句很可愛的話
[00:18:33.200 --> 00:18:39.200]  為什麼你相信耶穌改變的是我呢?
[00:18:39.200 --> 00:18:43.200]  這句話是不是很可愛呢?
[00:18:43.200 --> 00:18:45.200]  為什麼你相信了耶穌
[00:18:45.200 --> 00:18:47.200]  為什麼我跟著你慢慢改變呢?
[00:18:47.200 --> 00:18:49.200]  我沒有相信耶穌
[00:18:49.200 --> 00:18:51.200]  為什麼我會改變呢?
[00:18:51.200 --> 00:18:55.200]  她不知道這個姐妹改變了多少
[00:18:55.200 --> 00:18:58.200]  不知道這個姐妹忍了多辛苦
[00:18:58.200 --> 00:19:01.200]  她在神的面前的掙扎
[00:19:01.200 --> 00:19:05.200]  讓基督徒的見證顯露出來
[00:19:05.200 --> 00:19:09.200]  不知道經歷了多少苦頭
[00:19:09.200 --> 00:19:14.200]  但是這個先生的這句話
[00:19:14.200 --> 00:19:19.200]  我覺得真的太美了
[00:19:19.200 --> 00:19:21.200]  如果你相信了主
[00:19:21.200 --> 00:19:23.200]  改變旁邊的人
[00:19:23.200 --> 00:19:27.200]  你的見證能夠感染到你旁邊的人
[00:19:27.200 --> 00:19:32.200]  這個真的太美了
[00:19:32.200 --> 00:19:37.200]  大家都知道馬丁路德金有一個夢
[00:19:37.200 --> 00:19:41.200]  他能夠看到美國的白人和黑人
[00:19:41.200 --> 00:19:45.200]  能夠和平共存
[00:19:45.200 --> 00:19:49.200]  繼續在自由的國土裏生活
[00:19:49.200 --> 00:19:52.200]  我也有一個夢
[00:19:52.200 --> 00:19:58.200]  這段經文很鼓勵我
[00:19:58.200 --> 00:20:00.200]  我有一個夢是什麼呢?
[00:20:00.200 --> 00:20:03.200]  我們現在開了一個聖賢講道言經學院
[00:20:03.200 --> 00:20:06.200]  在新西威爾
[00:20:06.200 --> 00:20:10.200]  我有一個夢是希望能夠訓練一班
[00:20:10.200 --> 00:20:13.200]  能夠按時分糧的屬靈廚師
[00:20:13.200 --> 00:20:15.200]  即是回歸到聖經
[00:20:15.200 --> 00:20:18.200]  回到神的話語
[00:20:18.200 --> 00:20:21.200]  而這個夢其實是在兩年多前
[00:20:21.200 --> 00:20:27.200]  我們在我家裏有一個童工退休會
[00:20:27.200 --> 00:20:29.200]  其實童工退休會已經結束了
[00:20:29.200 --> 00:20:33.200]  回到我家裏大家一起吃頓飯聊聊天
[00:20:33.200 --> 00:20:36.200]  大家一起談
[00:20:36.200 --> 00:20:39.200]  樓上大使命中心要賣
[00:20:39.200 --> 00:20:41.200]  大家還記得嗎?
[00:20:41.200 --> 00:20:43.200]  兩年多的時候他們要結束
[00:20:43.200 --> 00:20:45.200]  他們要賣
[00:20:45.200 --> 00:20:48.200]  不知道賣了沒有呢?
[00:20:48.200 --> 00:20:51.200]  大家就說如果還沒有賣
[00:20:51.200 --> 00:20:54.200]  我們開一個講道學院
[00:20:54.200 --> 00:20:57.200]  可以集中火力訓練一些
[00:20:57.200 --> 00:21:02.200]  以神的話語為主的一班傳道人
[00:21:02.200 --> 00:21:04.200]  你說多好呢?
[00:21:04.200 --> 00:21:07.200]  所以我們第二天就走上去看
[00:21:07.200 --> 00:21:09.200]  到底他們賣了沒有呢?
[00:21:09.200 --> 00:21:13.200]  他們說如果三個小時後來我們跟人簽約
[00:21:13.200 --> 00:21:19.200]  我說你們可不可以遲些簽呢?
[00:21:19.200 --> 00:21:22.200]  跟他們說再拖一個星期
[00:21:22.200 --> 00:21:24.200]  我們要開一個董事會
[00:21:24.200 --> 00:21:27.200]  我們不能馬上說我要買就買
[00:21:27.200 --> 00:21:29.200]  不是這麼簡單
[00:21:29.200 --> 00:21:31.200]  所以他們肯
[00:21:31.200 --> 00:21:33.200]  然後我們就一個星期裏面
[00:21:33.200 --> 00:21:37.200]  長話短說我們開了董事會贊成了
[00:21:37.200 --> 00:21:40.200]  那時候我又稱自己
[00:21:40.200 --> 00:21:43.200]  你知道有信心的人
[00:21:43.200 --> 00:21:45.200]  有時是傻乎乎的
[00:21:45.200 --> 00:21:51.200]  傻乎乎的人一定有信心的
[00:21:51.200 --> 00:21:54.200]  我那時候也不知道自己有沒有信心
[00:21:54.200 --> 00:21:57.200]  就是好啊
