
[00:00:00.000 --> 00:00:08.000]  讀聖經很需要掌握經文的重心
[00:05:12.000 --> 00:05:15.000]  連邪靈都不會怕神
[00:05:15.000 --> 00:05:18.000]  所以那間教會是鬧鬼的
[00:05:18.000 --> 00:05:21.000]  教會的門
[00:05:21.000 --> 00:05:23.000]  突然間那些門的把柄
[00:05:23.000 --> 00:05:25.000]  那些門球會自動轉動
[00:05:25.000 --> 00:05:27.000]  門是會打開
[00:05:27.000 --> 00:05:29.000]  你去看看後面是沒有人的
[00:05:29.000 --> 00:05:31.000]  時時都會發生的
[00:05:31.000 --> 00:05:35.000]  那間教會牆壁上的照片和照片
[00:05:35.000 --> 00:05:37.000]  自動會轉移地位
[00:05:37.000 --> 00:05:39.000]  很可怕
[00:05:39.000 --> 00:05:43.000]  主任牧師叫一個弟兄上去換一個燈泡
[00:05:43.000 --> 00:05:49.000]  那一條梯子大概像港台那麼高
[00:05:49.000 --> 00:05:51.000]  弟兄一跌下來
[00:05:51.000 --> 00:05:53.000]  馬上就沒命了
[00:05:53.000 --> 00:05:57.000]  真是一個不是敬畏神的教會
[00:05:57.000 --> 00:06:01.000]  真是很多奇怪的事都會發生
[00:06:01.000 --> 00:06:08.000]  如果我們說敬畏神只不過是尊敬
[00:06:08.000 --> 00:06:10.000]  只不過是肅然為敬
[00:06:10.000 --> 00:06:13.000]  而不是賤敬在神的面前
[00:06:13.000 --> 00:06:15.000]  不是在神的面前真是畏懼的話
[00:06:15.000 --> 00:06:19.000]  這樣就有點像我覺得在家裡
[00:06:19.000 --> 00:06:21.000]  在大銀幕前面
[00:06:21.000 --> 00:06:23.000]  在那裡看很多的風景
[00:06:23.000 --> 00:06:25.000]  好像Grand Canyon
[00:06:25.000 --> 00:06:28.000]  好像在看Niagara Falls
[00:06:28.000 --> 00:06:30.000]  你會覺得是肅然起敬
[00:06:30.000 --> 00:06:32.000]  大自然那麼美
[00:06:32.000 --> 00:06:34.000]  你會覺得驚訝
[00:06:34.000 --> 00:06:38.000]  但是你會不會膽戰心驚
[00:06:38.000 --> 00:06:39.000]  你不會的
[00:06:39.000 --> 00:06:42.000]  因為你在家裡那麼舒服
[00:06:42.000 --> 00:06:44.000]  你是一個旁觀者
[00:06:44.000 --> 00:06:47.000]  但如果你真的要去經歷神的時候
[00:06:47.000 --> 00:06:51.000]  你就不只是經歷祂的驚訝
[00:06:51.000 --> 00:06:54.000]  經歷祂的肅然為敬
[00:06:54.000 --> 00:06:57.000]  不只是去尊敬這位神
[00:06:57.000 --> 00:07:01.000]  而是你要經歷祂的戰經
[00:07:01.000 --> 00:07:04.000]  使你有畏懼的心
[00:07:04.000 --> 00:07:08.000]  每年在Grand Canyon
[00:07:08.000 --> 00:07:11.000]  都有12個人平均死亡
[00:07:11.000 --> 00:07:13.000]  這班人是怎樣的呢?
[00:07:13.000 --> 00:07:15.000]  就是被大自然吸引著他們
[00:07:15.000 --> 00:07:17.000]  越走越出
[00:07:17.000 --> 00:07:20.000]  一個不經意就插了腳下去
[00:07:20.000 --> 00:07:22.000]  連命都沒了
[00:07:22.000 --> 00:07:24.000]  所以你去到Grand Canyon
[00:07:24.000 --> 00:07:26.000]  來經歷大自然的話
[00:07:26.000 --> 00:07:28.000]  不只是驚訝
[00:07:28.000 --> 00:07:31.000]  不只是肅然起敬
[00:07:31.000 --> 00:07:33.000]  還是膽戰心驚
[00:07:33.000 --> 00:07:37.000]  這是我們需要真真正正經歷神
[00:07:37.000 --> 00:07:39.000]  我們看看聖經怎樣說
[00:07:39.000 --> 00:07:41.000]  是不是聖經說敬畏神
[00:07:41.000 --> 00:07:44.000]  只不過是在神的面前肅然起敬
[00:07:44.000 --> 00:07:46.000]  只不過是尊敬神
[00:07:46.000 --> 00:07:49.000]  你看看以賽亞書8章13節
[00:07:49.000 --> 00:07:51.000]  以賽亞先知說
[00:07:51.000 --> 00:07:54.000]  但要尊萬君之耶和華為聖
[00:07:54.000 --> 00:08:00.000]  以祂為你所當怕的
[00:08:00.000 --> 00:08:02.000]  所當畏懼的
[00:08:02.000 --> 00:08:04.000]  這裡說當怕的
[00:08:04.000 --> 00:08:06.000]  當畏懼的
[00:08:06.000 --> 00:08:09.000]  在詩篇99篇1節
[00:08:09.000 --> 00:08:10.000]  詩人說
[00:08:10.000 --> 00:08:11.000]  耶和華作王
[00:08:11.000 --> 00:08:14.000]  萬民當顫抖
[00:08:14.000 --> 00:08:17.000]  他坐在二基路柏上
[00:08:17.000 --> 00:08:21.000]  地當搖動
[00:08:21.000 --> 00:08:23.000]  我們看到
[00:08:23.000 --> 00:08:26.000]  真正的敬畏神
[00:08:26.000 --> 00:08:28.000]  真正在神的面前
[00:08:28.000 --> 00:08:30.000]  是有戰驚的心
[00:08:30.000 --> 00:08:33.000]  你說這些只不過是舊約的經文
[00:08:33.000 --> 00:08:35.000]  新約不需要了
[00:08:35.000 --> 00:08:37.000]  你看看耶穌基督自己怎樣說
[00:08:37.000 --> 00:08:40.000]  在路加福音12章5節
[00:08:40.000 --> 00:08:42.000]  我要指示你們
[00:08:42.000 --> 00:08:43.000]  當怕的是誰
[00:08:43.000 --> 00:08:45.000]  當怕那殺了
[00:08:45.000 --> 00:08:48.000]  以後又有權並刁在地獄裡的
[00:08:48.000 --> 00:08:50.000]  我實在告訴你們
[00:08:50.000 --> 00:08:52.000]  正要怕他
[00:08:52.000 --> 00:08:56.000]  連耶穌基督自己也是重覆說了三次
[00:08:56.000 --> 00:08:58.000]  要怕神
[00:08:58.000 --> 00:08:59.000]  當尊敬
[00:08:59.000 --> 00:09:04.000]  當敬畏神
[00:09:04.000 --> 00:09:08.000]  我們看到在經文6章2節
[00:09:08.000 --> 00:09:10.000]  剛才說要敬畏神
[00:09:10.000 --> 00:09:11.000]  剛才也讀過了
[00:09:11.000 --> 00:09:12.000]  一開始
[00:09:12.000 --> 00:09:14.000]  接著說什麼呢?
[00:09:14.000 --> 00:09:16.000]  第3節和第4節都說
[00:09:16.000 --> 00:09:17.000]  要聽
[00:09:17.000 --> 00:09:20.000]  要聽神的話語
[00:09:20.000 --> 00:09:21.000]  其實
[00:09:21.000 --> 00:09:22.000]  新命記
[00:09:22.000 --> 00:09:24.000]  接著6章4至6節
[00:09:24.000 --> 00:09:26.000]  就是猶太人的信經
[00:09:26.000 --> 00:09:28.000]  就是猶太人的信條
[00:09:28.000 --> 00:09:30.000]  猶太人叫這個
[00:09:30.000 --> 00:09:31.000]  叫做Shema
[00:09:31.000 --> 00:09:34.000]  意思就是要聽
[00:09:34.000 --> 00:09:36.000]  傳統的以色列人
[00:09:36.000 --> 00:09:37.000]  傳統的猶太人
[00:09:37.000 --> 00:09:40.000]  當子女一懂得說話的時候
[00:09:40.000 --> 00:09:44.000]  他們就會教子女唸這個信經
[00:09:44.000 --> 00:09:49.000]  就是新命記6章4至6節
[00:09:49.000 --> 00:09:51.000]  虔誠的猶太人
[00:09:51.000 --> 00:09:55.000]  還會在早上和傍晚的時候
[00:09:55.000 --> 00:09:58.000]  來唸這個信經
[00:09:58.000 --> 00:10:01.000]  所以他們時刻都有神
[00:10:01.000 --> 00:10:02.000]  在他們的心上
[00:10:02.000 --> 00:10:06.000]  時刻都有神的話語在他們的心上
[00:10:06.000 --> 00:10:08.000]  我時時在想
[00:10:08.000 --> 00:10:10.000]  我小時候最敬畏的是誰呢?
[00:10:10.000 --> 00:10:11.000]  時時都和你們說
[00:10:11.000 --> 00:10:14.000]  我最敬畏的是我爸爸
[00:10:14.000 --> 00:10:17.000]  我12點鐘小學就放學了
[00:10:17.000 --> 00:10:19.000]  回到家裡吃完中飯
[00:10:19.000 --> 00:10:20.000]  休息一會兒
[00:10:20.000 --> 00:10:23.000]  1點鐘就開攤子了
[00:10:23.000 --> 00:10:24.000]  你說開什麼攤子呢?
[00:10:24.000 --> 00:10:26.000]  開電視機
[00:10:26.000 --> 00:10:27.000]  開了電視機還不夠
[00:10:27.000 --> 00:10:29.000]  還開了收音機
[00:10:29.000 --> 00:10:31.000]  拿了所有玩具出來
[00:10:31.000 --> 00:10:33.000]  逐件逐件地玩
[00:10:33.000 --> 00:10:36.000]  玩到6點鐘就要收攤子了
[00:10:36.000 --> 00:10:37.000]  為什麼要收攤子呢?
[00:10:37.000 --> 00:10:39.000]  因為我爸爸6點15分回來
[00:10:39.000 --> 00:10:41.000]  不收攤子就大事不妙了
[00:10:41.000 --> 00:10:43.000]  所以就關掉電視機
[00:10:43.000 --> 00:10:44.000]  關掉收音機
[00:10:44.000 --> 00:10:46.000]  把所有玩具都收起來
[00:10:46.000 --> 00:10:47.000]  拿出書包
[00:10:47.000 --> 00:10:50.000]  把書都打開在桌子上
[00:10:50.000 --> 00:10:51.000]  爸爸一進來就說
[00:10:51.000 --> 00:10:54.000]  哇!Sidney真乖啊!
[00:10:54.000 --> 00:10:56.000]  在那裡拋書
[00:10:56.000 --> 00:10:58.000]  乖得不得了
[00:10:58.000 --> 00:10:59.000]  你想想
[00:10:59.000 --> 00:11:02.000]  那時候我不需要鬧鐘
[00:11:02.000 --> 00:11:05.000]  我當時也沒有手機
[00:11:05.000 --> 00:11:06.000]  這麼多年前
[00:11:06.000 --> 00:11:09.000]  但是腦子裡時時在想著
[00:11:09.000 --> 00:11:11.000]  爸爸就快回來了
[00:11:11.000 --> 00:11:12.000]  6點鐘爸爸回來
[00:11:12.000 --> 00:11:15.000]  5點鐘就說還有一個小時玩
[00:11:15.000 --> 00:11:17.000]  5點半就還有半個小時
[00:11:17.000 --> 00:11:20.000]  到6點鐘就自然收攤子了
[00:11:20.000 --> 00:11:24.000]  時時刻刻都會敬畏著我爸爸
[00:11:24.000 --> 00:11:27.000]  這就像敬畏神一樣
[00:11:27.000 --> 00:11:30.000]  其實我爸爸很多年後
[00:11:30.000 --> 00:11:31.000]  到我長大了
[00:11:31.000 --> 00:11:32.000]  讀大學了
[00:11:32.000 --> 00:11:33.000]  來了美國了
[00:11:33.000 --> 00:11:34.000]  他才跟我說
[00:11:34.000 --> 00:11:36.000]  我不知道你在作狀
[00:11:36.000 --> 00:11:39.000]  你媽媽已經告訴我了
[00:11:39.000 --> 00:11:41.000]  原來我媽媽就是川普
[00:11:41.000 --> 00:11:46.000]  我們看到這個所謂的
[00:11:46.000 --> 00:11:48.000]  Shema
[00:11:48.000 --> 00:11:52.000]  就是猶太人的信經
[00:11:52.000 --> 00:11:53.000]  信條
[00:11:53.000 --> 00:11:55.000]  在這裡六章四節是怎樣說的呢?
[00:11:55.000 --> 00:11:57.000]  以色列你要聽
[00:11:57.000 --> 00:12:00.000]  耶和華我們神是獨一的主
[00:12:00.000 --> 00:12:02.000]  是獨一的主
[00:12:02.000 --> 00:12:05.000]  猶太人有很多很多的鄰居
[00:12:05.000 --> 00:12:07.000]  他們的鄰居都是拜偶像
[00:12:07.000 --> 00:12:10.000]  很多不同的偶像滿天神佛
[00:12:10.000 --> 00:12:13.000]  但是猶太人很特別
[00:12:13.000 --> 00:12:16.000]  他們所敬畏的是獨一的主
[00:12:16.000 --> 00:12:18.000]  他們敬畏的就是那位
[00:12:18.000 --> 00:12:22.000]  是阿伯拉罕以撒雅國的神
[00:12:22.000 --> 00:12:24.000]  但是很可惜
[00:12:24.000 --> 00:12:27.000]  我們知道猶太人到最後怎樣
[00:12:27.000 --> 00:12:29.000]  他們也是拜偶像
[00:12:29.000 --> 00:12:31.000]  學了他們的鄰居
[00:12:31.000 --> 00:12:35.000]  他們居然違背了
[00:12:35.000 --> 00:12:38.000]  他們自己日念夜念的信經
[00:12:38.000 --> 00:12:40.000]  一個是外邦人
[00:12:40.000 --> 00:12:42.000]  如果放棄他的假神
[00:12:42.000 --> 00:12:43.000]  放棄偶像
[00:12:43.000 --> 00:12:46.000]  來敬拜唯一的真神
[00:12:46.000 --> 00:12:47.000]  這是可喜可賀
[00:12:47.000 --> 00:12:49.000]  但是很可惜
[00:12:49.000 --> 00:12:52.000]  如果猶太人放棄自己唯一的真神
[00:12:52.000 --> 00:12:55.000]  去拜偶像去拜假神的話
[00:12:55.000 --> 00:12:57.000]  這個就真的非常可惜
[00:12:57.000 --> 00:13:00.000]  猶太人所敬拜的是獨一的真神
[00:13:00.000 --> 00:13:04.000]  這是在《生命記錄》四節告訴我們
[00:13:04.000 --> 00:13:06.000]  有人可能會說
[00:13:06.000 --> 00:13:11.000]  又說基督徒所信的是三位一體的神?
[00:13:11.000 --> 00:13:13.000]  這裡說的是獨一
[00:13:13.000 --> 00:13:17.000]  我們很多時候和回教徒傳福音
[00:13:17.000 --> 00:13:20.000]  或者和猶太人傳福音
[00:13:20.000 --> 00:13:22.000]  最大的阻礙
[00:13:22.000 --> 00:13:25.000]  他們就會用這件事來說我們
[00:13:25.000 --> 00:13:27.000]  你們信三位一體的神
[00:13:27.000 --> 00:13:30.000]  聖父、聖子、聖靈
[00:13:30.000 --> 00:13:32.000]  我們信獨一的神
[00:13:32.000 --> 00:13:33.000]  是不一樣的
[00:13:33.000 --> 00:13:36.000]  但是你知不知道獨一這個字
[00:13:36.000 --> 00:13:37.000]  Ahad
[00:13:37.000 --> 00:13:40.000]  在《生命記錄》四節
[00:13:40.000 --> 00:13:42.000]  是代表什麼?
[00:13:42.000 --> 00:13:45.000]  是代表成為一體
[00:13:45.000 --> 00:13:49.000]  在《創世記》二十四節
[00:13:49.000 --> 00:13:51.000]  這個字出現
[00:13:51.000 --> 00:13:54.000]  出現在亞當和夏娃兩個人結合
[00:13:54.000 --> 00:13:55.000]  成為一體
[00:13:55.000 --> 00:13:57.000]  這個字就是Ahad
[00:13:57.000 --> 00:14:02.000]  這個字也出現在《春埃及記》二十六章
[00:14:02.000 --> 00:14:04.000]  六節和十一節
[00:14:04.000 --> 00:14:06.000]  說回膜是用五十個金鉤
[00:14:06.000 --> 00:14:09.000]  鉤著不同的膜子
[00:14:09.000 --> 00:14:13.000]  拼在一起成為一個回膜
[00:14:13.000 --> 00:14:16.000]  合成一個回膜這個字
[00:14:16.000 --> 00:14:18.000]  又是用Ahad這個字
[00:14:18.000 --> 00:14:21.000]  所以我們所信的
[00:14:21.000 --> 00:14:23.000]  說獨一的神
[00:14:23.000 --> 00:14:24.000]  其實有什麼?
[00:14:24.000 --> 00:14:27.000]  是有合一、一致的意思
[00:14:27.000 --> 00:14:29.000]  絕對是和我們相信
[00:14:29.000 --> 00:14:32.000]  三位一體的神沒有矛盾
[00:14:32.000 --> 00:14:35.000]  而且是非常之一致
[00:14:35.000 --> 00:14:39.000]  經文告訴我們
[00:14:39.000 --> 00:14:43.000]  接著六章五節《生命記》
[00:14:43.000 --> 00:14:45.000]  說要盡心盡性
[00:14:45.000 --> 00:14:47.000]  盡力愛耶和華
[00:14:47.000 --> 00:14:50.000]  讀這節的經文
[00:14:50.000 --> 00:14:52.000]  可能有很多人覺得很驚訝
[00:14:52.000 --> 00:14:56.000]  神可以命令一個人去愛他嗎?
[00:14:56.000 --> 00:14:59.000]  你說愛是感情
[00:14:59.000 --> 00:15:01.000]  要麼有要麼沒有
[00:15:01.000 --> 00:15:05.000]  為什麼神可以命令一個人去愛他這麼奇怪?
[00:15:05.000 --> 00:15:07.000]  聖經不是這麼說的
[00:15:07.000 --> 00:15:09.000]  聖經說愛是什麼?
[00:15:09.000 --> 00:15:13.000]  愛是表達我們意志的行為
[00:15:13.000 --> 00:15:16.000]  是表達我們意志的行為
[00:15:16.000 --> 00:15:18.000]  每一個人
[00:15:18.000 --> 00:15:20.000]  你說我愛一個人
[00:15:20.000 --> 00:15:22.000]  但你完全沒有行動
[00:15:22.000 --> 00:15:23.000]  完全沒有行為
[00:15:23.000 --> 00:15:25.000]  你是否真的愛這個人?
[00:15:25.000 --> 00:15:27.000]  當然不是
[00:15:27.000 --> 00:15:28.000]  是不是?
[00:15:28.000 --> 00:15:30.000]  你如果真的愛的話
[00:15:30.000 --> 00:15:32.000]  你一定會有行動
[00:15:32.000 --> 00:15:36.000]  你願意為這個人去做很多事
[00:15:36.000 --> 00:15:38.000]  甚至當你自己覺得
[00:15:38.000 --> 00:15:41.000]  我感覺不是這麼好
[00:15:41.000 --> 00:15:42.000]  我不是這麼舒服
[00:15:42.000 --> 00:15:46.000]  你仍然願意為這個人工作
[00:15:46.000 --> 00:15:48.000]  願意為他有行動
[00:15:48.000 --> 00:15:49.000]  為什麼?
[00:15:49.000 --> 00:15:50.000]  因為你愛他
[00:15:50.000 --> 00:15:52.000]  很多時候我們會怎樣?
[00:15:52.000 --> 00:15:54.000]  起床時覺得不舒服
[00:15:54.000 --> 00:15:57.000]  今天不回去敬拜了
[00:15:57.000 --> 00:15:58.000]  如果是這樣的話
[00:15:58.000 --> 00:15:59.000]  我們就要問問自己
[00:15:59.000 --> 00:16:03.000]  我們是否真真正正愛這位神?
[00:16:03.000 --> 00:16:04.000]  我們也說過
[00:16:04.000 --> 00:16:09.000]  做僕人和做神兒女身份的不同
[00:16:09.000 --> 00:16:12.000]  記不記得我們介紹的時候說過
[00:16:12.000 --> 00:16:16.000]  猶太人好像仍然在埃及做僕人
[00:16:16.000 --> 00:16:19.000]  在侍奉法老王一樣
[00:16:19.000 --> 00:16:21.000]  你猜他們侍奉法老王
[00:16:21.000 --> 00:16:23.000]  會不會愛法老王?
[00:16:23.000 --> 00:16:24.000]  當然不愛
[00:16:24.000 --> 00:16:26.000]  他們是做僕人
[00:16:26.000 --> 00:16:29.000]  你鞭他一下他就動一動
[00:16:29.000 --> 00:16:31.000]  你踢他一腳他就走一步
[00:16:31.000 --> 00:16:33.000]  你不鞭不打不踢的話
[00:16:33.000 --> 00:16:34.000]  他就不動
[00:16:34.000 --> 00:16:36.000]  他就什麼都不做
[00:16:36.000 --> 00:16:37.000]  但是你說
[00:16:37.000 --> 00:16:39.000]  我們是神的兒女
[00:16:39.000 --> 00:16:42.000]  我們因為愛我們的阿爸父
[00:16:42.000 --> 00:16:43.000]  就很不同了
[00:16:43.000 --> 00:16:45.000]  我們是會有行動的
[00:16:45.000 --> 00:16:48.000]  我們會自動獻殷勤
[00:16:48.000 --> 00:16:50.000]  見到有什麼事需要去做
[00:16:50.000 --> 00:16:52.000]  我們就會去做
[00:16:52.000 --> 00:16:55.000]  不會像被人逼一樣
[00:16:55.000 --> 00:16:57.000]  經文告訴我們
[00:16:57.000 --> 00:16:59.000]  盡心盡性盡力
[00:16:59.000 --> 00:17:01.000]  又有人問
[00:17:01.000 --> 00:17:05.000]  盡心盡性盡力代表內在
[00:17:05.000 --> 00:17:09.000]  代表內在的哪幾個功能?
[00:17:09.000 --> 00:17:12.000]  盡心盡性盡力
[00:17:12.000 --> 00:17:14.000]  其實我們不需要那麼執著
[00:17:14.000 --> 00:17:16.000]  有很多經文
[00:17:16.000 --> 00:17:18.000]  例如《新命記》四章二十九節
[00:17:18.000 --> 00:17:20.000]  十章十二節
[00:17:20.000 --> 00:17:23.000]  或者《約書亞記》二十二章五節
[00:17:23.000 --> 00:17:26.000]  都告訴我們要盡心盡性
[00:17:26.000 --> 00:17:27.000]  沒有盡力
[00:17:27.000 --> 00:17:29.000]  只有兩樣
[00:17:29.000 --> 00:17:31.000]  但也有很多經文
[00:17:31.000 --> 00:17:33.000]  例如《馬克福音》十二章三十節
[00:17:33.000 --> 00:17:36.000]  和《路加福音》十章二十七節
[00:17:36.000 --> 00:17:38.000]  除了盡心盡性盡力之外
[00:17:38.000 --> 00:17:39.000]  還會怎樣?
[00:17:39.000 --> 00:17:41.000]  加多盡義
[00:17:41.000 --> 00:17:44.000]  所以有些是盡心盡性
[00:17:44.000 --> 00:17:46.000]  有些是盡心盡性盡力
[00:17:46.000 --> 00:17:49.000]  有些是盡心盡性盡力盡義
[00:17:49.000 --> 00:17:51.000]  不需要那麼執著
[00:17:51.000 --> 00:17:53.000]  其實所說的是什麼?
[00:17:53.000 --> 00:17:55.000]  是我們內裡的一切
[00:17:55.000 --> 00:17:58.000]  就好像詩人在詩篇
[00:17:58.000 --> 00:18:00.000]  《一百零三篇》第一節
[00:18:00.000 --> 00:18:02.000]  說「凡在我裡面的
[00:18:02.000 --> 00:18:05.000]  都要稱頌他的姓名」
[00:18:05.000 --> 00:18:07.000]  「凡在我們裡面的
[00:18:07.000 --> 00:18:10.000]  都要去愛神」
[00:18:10.000 --> 00:18:14.000]  這就是經文的意思
[00:18:14.000 --> 00:18:20.000]  《生命記錄》六節
[00:18:20.000 --> 00:18:22.000]  也很有趣
[00:18:22.000 --> 00:18:23.000]  這首經文說
[00:18:23.000 --> 00:18:26.000]  「我今日所吩咐你的話
[00:18:26.000 --> 00:18:28.000]  都要記在心上」
[00:18:28.000 --> 00:18:30.000]  對我們中國人來說
[00:18:30.000 --> 00:18:32.000]  是不會有問題的
[00:18:32.000 --> 00:18:33.000]  因為我們時時都說
[00:18:33.000 --> 00:18:35.000]  記在心上
[00:18:35.000 --> 00:18:37.000]  我們忠義的人叫做什麼?
[00:18:37.000 --> 00:18:39.000]  心上人
[00:18:39.000 --> 00:18:41.000]  所以對我們來說
[00:18:41.000 --> 00:18:45.000]  心上絕對不會有疑問
[00:18:45.000 --> 00:18:47.000]  猶太人就不同了
[00:18:47.000 --> 00:18:49.000]  猶太人會問
[00:18:49.000 --> 00:18:51.000]  為什麼拉比這麼奇怪?
[00:18:51.000 --> 00:18:53.000]  有人會問拉比
[00:18:53.000 --> 00:18:54.000]  為什麼這麼奇怪?
[00:18:54.000 --> 00:18:57.000]  這節的經文是記在心上
[00:18:57.000 --> 00:18:59.000]  而不是記在心中
