
[00:00:00.000 --> 00:00:10.000]  我聽過很多對人生的解說或者定義
[00:03:09.900 --> 00:03:12.900]  什麼叫智慧?就是你想事情的角度
[00:03:12.900 --> 00:03:15.900]  你想事情的方式 想事情的深度
[00:03:15.900 --> 00:03:17.900]  我想不到的 叫智慧
[00:03:17.900 --> 00:03:20.900]  第二 有證據 生逼
[00:03:20.900 --> 00:03:22.900]  就是說你能夠引述一些說話
[00:03:22.900 --> 00:03:25.900]  令我好深印象 會記得的
[00:03:25.900 --> 00:03:28.900]  第三 最重要 有故事
[00:03:28.900 --> 00:03:33.900]  有故事就是說你能夠將你實際的故事去印證
[00:03:33.900 --> 00:03:36.900]  你的智慧 你的證據是成立的
[00:03:36.900 --> 00:03:39.900]  沒有故事是空的
[00:03:39.900 --> 00:03:41.900]  有故事是實的
[00:03:41.900 --> 00:03:48.900]  彩元叔那天就為人生下了一個很簡單的定義
[00:03:48.900 --> 00:03:51.900]  人生這兩個字
[00:03:51.900 --> 00:03:55.900]  就是歡聲 開心
[00:03:55.900 --> 00:03:58.900]  與淚影 不開心
[00:03:58.900 --> 00:04:01.900]  四個字 砌成的
[00:04:01.900 --> 00:04:03.900]  很簡單
[00:04:03.900 --> 00:04:07.900]  人生如戲 戲如人生
[00:04:07.900 --> 00:04:11.900]  演戲不是喜劇 就是悲劇
[00:04:11.900 --> 00:04:13.900]  有時悲喜交集
[00:04:13.900 --> 00:04:19.900]  所以人生如戲 既是喜劇 也是悲劇
[00:04:19.900 --> 00:04:21.900]  不過對很多人來說
[00:04:21.900 --> 00:04:28.900]  我相信 其實是淚影多過歡聲
[00:04:28.900 --> 00:04:31.900]  就是你不開心的時候
[00:04:31.900 --> 00:04:33.900]  是多於你開心的時候
[00:04:33.900 --> 00:04:37.900]  這似乎就是我們做人為什麼這麼困難
[00:04:37.900 --> 00:04:39.900]  這就是智慧
[00:04:39.900 --> 00:04:43.900]  第二 生逼就是他有證據
[00:04:43.900 --> 00:04:45.900]  證據是最後說的
[00:04:45.900 --> 00:04:47.900]  我聽他的證據
[00:04:47.900 --> 00:04:51.900]  我經常引述某個人說話 他不記得是誰
[00:04:51.900 --> 00:04:54.900]  不過我聽就略略記得 都不記得的
[00:04:54.900 --> 00:04:56.900]  我馬上輸入一些keywords
[00:04:56.900 --> 00:04:59.900]  一搜尋 沒錯 是他說的
[00:04:59.900 --> 00:05:02.900]  是幾句來自一個蘇俄作家
[00:05:02.900 --> 00:05:05.900]  叫尼古拉奧斯特·洛夫斯基
[00:05:05.900 --> 00:05:07.900]  大家沒聽過 名字很長
[00:05:07.900 --> 00:05:11.900]  有一本名著叫做《鋼鐵士怎樣練成的》
[00:05:11.900 --> 00:05:13.900]  當作幾句證據
[00:05:13.900 --> 00:05:15.900]  在內地很多作家經常引述
[00:05:15.900 --> 00:05:19.900]  我在某本書裏面聽人看過
[00:05:19.900 --> 00:05:21.900]  是引述這個證據
[00:05:21.900 --> 00:05:25.900]  一聽之下 你要肅然起敬
[00:05:25.900 --> 00:05:27.900]  一聽之下 你發覺
[00:05:27.900 --> 00:05:30.900]  好像有人扔你的心一樣
[00:05:30.900 --> 00:05:32.900]  去敲問你
[00:05:32.900 --> 00:05:34.900]  讓你自己想一件事
[00:05:34.900 --> 00:05:36.900]  我試試敲問你
[00:05:36.900 --> 00:05:39.900]  當你回望我們半生
[00:05:39.900 --> 00:05:41.900]  未過去的
[00:05:41.900 --> 00:05:44.900]  你能夠不為碌碌無能
[00:05:44.900 --> 00:05:46.900]  碌碌無能
[00:05:46.900 --> 00:05:49.900]  而感到悔恨
[00:05:49.900 --> 00:05:55.900]  你又能夠不為虛度連橫而覺得羞恥
[00:05:55.900 --> 00:05:59.900]  你可以很驕傲地跟自己說
[00:05:59.900 --> 00:06:02.900]  我不枉此生
[00:06:02.900 --> 00:06:06.900]  你很少這樣想
[00:06:06.900 --> 00:06:09.900]  你是不是碌碌無能
[00:06:09.900 --> 00:06:13.900]  渾渾噩噩地過日子
[00:06:13.900 --> 00:06:15.900]  你是虛度多少連橫
[00:06:15.900 --> 00:06:17.900]  做一些很無謂的事
[00:06:17.900 --> 00:06:20.900]  這樣就一輩子了
[00:06:20.900 --> 00:06:23.900]  當你老了回望
[00:06:23.900 --> 00:06:25.900]  你這樣跟自己說
[00:06:25.900 --> 00:06:27.900]  很驕傲地跟自己說
[00:06:27.900 --> 00:06:29.900]  我不枉此生
[00:06:29.900 --> 00:06:31.900]  我覺得
[00:06:31.900 --> 00:06:33.900]  蔡元叔說的話
[00:06:33.900 --> 00:06:35.900]  鏡頭一拍下去
[00:06:35.900 --> 00:06:37.900]  我看到在座的名導演 名演員
[00:06:37.900 --> 00:06:40.900]  個個肅然起敬
[00:06:40.900 --> 00:06:42.900]  肅然起敬
[00:06:42.900 --> 00:06:45.900]  很有道理
[00:06:45.900 --> 00:06:47.900]  有沒有故事呢
[00:06:47.900 --> 00:06:49.900]  有故事的
[00:06:49.900 --> 00:06:52.900]  他說到我當年在邵氏進去
[00:06:52.900 --> 00:06:54.900]  我拍了幾部很賣座的電影
[00:06:54.900 --> 00:06:56.900]  老闆請我進去
[00:06:56.900 --> 00:06:58.900]  薪水加了十倍
[00:06:58.900 --> 00:07:00.900]  很厲害
[00:07:00.900 --> 00:07:02.900]  當頭戲
[00:07:02.900 --> 00:07:04.900]  電影賣座 加十倍
[00:07:04.900 --> 00:07:06.900]  但拍了幾部
[00:07:06.900 --> 00:07:08.900]  不行了
[00:07:08.900 --> 00:07:10.900]  那就
[00:07:10.900 --> 00:07:12.900]  全部跌了
[00:07:12.900 --> 00:07:14.900]  他想做一套好戲
[00:07:14.900 --> 00:07:16.900]  就開拍金庸的名著
[00:07:16.900 --> 00:07:18.900]  天龍八部
[00:07:18.900 --> 00:07:20.900]  不過
[00:07:20.900 --> 00:07:22.900]  定了主角 出了通告
[00:07:22.900 --> 00:07:24.900]  有一天
[00:07:24.900 --> 00:07:26.900]  有個女人走進來
[00:07:26.900 --> 00:07:28.900]  一手撕一張通告
[00:07:28.900 --> 00:07:30.900]  指著鼻子說
[00:07:30.900 --> 00:07:32.900]  蔡元 誰讓你拍這套戲
[00:07:32.900 --> 00:07:34.900]  不准拍
[00:07:34.900 --> 00:07:36.900]  你究竟
[00:07:36.900 --> 00:07:38.900]  懂不懂電影
[00:07:38.900 --> 00:07:40.900]  電影拍得 一定不行
[00:07:40.900 --> 00:07:42.900]  那怎麼辦
[00:07:42.900 --> 00:07:44.900]  收工了
[00:07:44.900 --> 00:07:46.900]  那個叫方日華
[00:07:46.900 --> 00:07:48.900]  老闆娘
[00:07:48.900 --> 00:07:50.900]  說到電影行業的
[00:07:50.900 --> 00:07:52.900]  你得意的時候
[00:07:52.900 --> 00:07:54.900]  你得意的時候是怎樣
[00:07:54.900 --> 00:07:56.900]  你失意的時候是怎樣
[00:07:56.900 --> 00:07:58.900]  人生兩個字
[00:07:58.900 --> 00:08:00.900]  就是歡聲
[00:08:00.900 --> 00:08:02.900]  與淚影
[00:08:02.900 --> 00:08:04.900]  卸字
[00:08:04.900 --> 00:08:06.900]  砌聲
[00:08:06.900 --> 00:08:08.900]  很少人能夠用
[00:08:08.900 --> 00:08:10.900]  五六分鐘的時間
[00:08:10.900 --> 00:08:12.900]  將這麼複雜的人生的體會
[00:08:12.900 --> 00:08:14.900]  是這麼戲劇化
[00:08:14.900 --> 00:08:16.900]  去表達出來
[00:08:16.900 --> 00:08:18.900]  所以
[00:08:18.900 --> 00:08:20.900]  這段片我珍藏了
[00:08:20.900 --> 00:08:22.900]  作為我的教材
[00:08:22.900 --> 00:08:24.900]  很多珍藏的教材
[00:08:24.900 --> 00:08:26.900]  教學生
[00:08:26.900 --> 00:08:28.900]  Public Speaking
[00:08:28.900 --> 00:08:30.900]  and Communications
[00:08:30.900 --> 00:08:32.900]  但最重要
[00:08:32.900 --> 00:08:34.900]  我們去
[00:08:34.900 --> 00:08:36.900]  聽到這些
[00:08:36.900 --> 00:08:38.900]  令你有迴響
[00:08:38.900 --> 00:08:40.900]  令你回想的訊息之後
[00:08:40.900 --> 00:08:42.900]  你會想到什麼呢
[00:08:42.900 --> 00:08:46.900]  幾年前英國有份很有名的雜誌
[00:08:46.900 --> 00:08:48.900]  叫做經濟學人
[00:08:48.900 --> 00:08:50.900]  其封面
[00:08:50.900 --> 00:08:52.900]  不是講政治
[00:08:52.900 --> 00:08:54.900]  有一個非常吸引的標題
[00:08:54.900 --> 00:08:56.900]  叫做
[00:08:56.900 --> 00:08:58.900]  U-Benz of Life
[00:08:58.900 --> 00:09:00.900]  U型的人生曲線
[00:09:00.900 --> 00:09:02.900]  U型的人生曲線
[00:09:02.900 --> 00:09:04.900]  英國是歐洲國家當中
[00:09:04.900 --> 00:09:06.900]  最早
[00:09:06.900 --> 00:09:08.900]  去
[00:09:08.900 --> 00:09:10.900]  研究
[00:09:10.900 --> 00:09:12.900]  快樂指數
[00:09:12.900 --> 00:09:14.900]  英國有專門的學校單位
[00:09:14.900 --> 00:09:16.900]  有專門部門
[00:09:16.900 --> 00:09:18.900]  長期去監察這些數據
[00:09:18.900 --> 00:09:20.900]  很科學化的
[00:09:20.900 --> 00:09:22.900]  去研究快樂指數
[00:09:22.900 --> 00:09:24.900]  在歐洲國家快樂指數
[00:09:24.900 --> 00:09:26.900]  是其中一個政綱
[00:09:26.900 --> 00:09:28.900]  即是你去
[00:09:28.900 --> 00:09:30.900]  你做總理做總統
[00:09:30.900 --> 00:09:32.900]  你發覺在你執政期間
[00:09:32.900 --> 00:09:34.900]  國民不快樂
[00:09:34.900 --> 00:09:36.900]  成為你政敵
[00:09:36.900 --> 00:09:38.900]  踢你下台其中一個藉口
[00:09:38.900 --> 00:09:40.900]  很厲害的 所以快樂指數很重要
[00:09:40.900 --> 00:09:42.900]  這個人很科學化
[00:09:42.900 --> 00:09:44.900]  他研究一件事
[00:09:44.900 --> 00:09:46.900]  那期的雜誌就將
[00:09:46.900 --> 00:09:48.900]  很多年的數據再加上
[00:09:48.900 --> 00:09:50.900]  專家分析
[00:09:50.900 --> 00:09:52.900]  畫出英國人的
[00:09:52.900 --> 00:09:54.900]  快樂人生
[00:09:54.900 --> 00:09:56.900]  U型的走勢
[00:09:56.900 --> 00:10:00.900]  出生的時候很快樂
[00:10:00.900 --> 00:10:02.900]  但你的快樂會
[00:10:02.900 --> 00:10:04.900]  隨著你的成長
[00:10:04.900 --> 00:10:06.900]  流失
[00:10:06.900 --> 00:10:08.900]  越大越不快樂
[00:10:08.900 --> 00:10:10.900]  U型的谷底是甚麼呢
[00:10:10.900 --> 00:10:12.900]  我想有幾個會中
[00:10:12.900 --> 00:10:14.900]  你未到不用擔心
[00:10:14.900 --> 00:10:16.900]  46、47歲
[00:10:16.900 --> 00:10:18.900]  特別是男士
[00:10:18.900 --> 00:10:20.900]  很明顯男士
[00:10:20.900 --> 00:10:22.900]  中年
[00:10:22.900 --> 00:10:24.900]  很多男人的心事
[00:10:24.900 --> 00:10:26.900]  很多鬱結
[00:10:26.900 --> 00:10:28.900]  子女開始大
[00:10:28.900 --> 00:10:30.900]  開始入大學很多的經濟壓力
[00:10:30.900 --> 00:10:32.900]  人到中年事業
[00:10:32.900 --> 00:10:34.900]  如果沒甚麼成的時候
[00:10:34.900 --> 00:10:36.900]  你很慈悲
[00:10:36.900 --> 00:10:38.900]  他覺得定了很多東西
[00:10:38.900 --> 00:10:40.900]  那接著怎樣呢
[00:10:40.900 --> 00:10:42.900]  年紀大了
[00:10:42.900 --> 00:10:44.900]  慢慢快樂回來了
[00:10:44.900 --> 00:10:46.900]  英國有比較完善的
[00:10:46.900 --> 00:10:48.900]  退休制度
[00:10:48.900 --> 00:10:50.900]  所以當我看那期雜誌
[00:10:50.900 --> 00:10:52.900]  我寫了篇文章叫
[00:10:52.900 --> 00:10:54.900]  人生的第二條曲線
[00:10:54.900 --> 00:10:56.900]  如果人生個個
[00:10:56.900 --> 00:10:58.900]  是這樣的時候
[00:10:58.900 --> 00:11:00.900]  很悲哀
[00:11:00.900 --> 00:11:02.900]  似乎一切定了
[00:11:02.900 --> 00:11:04.900]  但人生有第二條曲線
[00:11:04.900 --> 00:11:06.900]  就是我要寫我的日本
[00:11:06.900 --> 00:11:08.900]  我不要
[00:11:08.900 --> 00:11:10.900]  被社會現實
[00:11:10.900 --> 00:11:12.900]  限定了
[00:11:12.900 --> 00:11:14.900]  我的快樂是你給我的
[00:11:14.900 --> 00:11:16.900]  很重要的
[00:11:16.900 --> 00:11:18.900]  今天在座很多
[00:11:18.900 --> 00:11:20.900]  美麗的女性
[00:11:20.900 --> 00:11:24.900]  女性的美麗有兩個時期
[00:11:24.900 --> 00:11:26.900]  第一
[00:11:26.900 --> 00:11:28.900]  大致在你30歲之前
[00:11:28.900 --> 00:11:30.900]  或者結婚之前
[00:11:30.900 --> 00:11:32.900]  你的美麗是你父母給你的DNA
[00:11:32.900 --> 00:11:36.900]  女士
[00:11:36.900 --> 00:11:38.900]  很漂亮
[00:11:38.900 --> 00:11:40.900]  是誰給你的
[00:11:40.900 --> 00:11:42.900]  媽媽爸爸
[00:11:42.900 --> 00:11:44.900]  但你30歲之後
[00:11:44.900 --> 00:11:46.900]  你的幸福快樂和美麗
[00:11:46.900 --> 00:11:48.900]  就靠你丈夫了
[00:11:48.900 --> 00:11:50.900]  這個挺
[00:11:50.900 --> 00:11:52.900]  挺有趣
[00:11:52.900 --> 00:11:54.900]  我同意一半
[00:11:54.900 --> 00:11:56.900]  但不同意另一半
[00:11:56.900 --> 00:11:58.900]  我覺得這是一般人
[00:11:58.900 --> 00:12:00.900]  很正常的情況
[00:12:00.900 --> 00:12:02.900]  但是如果我父母
[00:12:02.900 --> 00:12:04.900]  給我的DNA不是那麼漂亮
[00:12:04.900 --> 00:12:06.900]  那我為何不開心不快樂不幸福呢
[00:12:06.900 --> 00:12:08.900]  我丈夫給我的
[00:12:08.900 --> 00:12:10.900]  是不是一輩子都要靠男人呢
[00:12:10.900 --> 00:12:12.900]  這對女性
[00:12:12.900 --> 00:12:14.900]  是一個很特別的情況
[00:12:14.900 --> 00:12:18.900]  我很喜歡講故事
[00:12:18.900 --> 00:12:20.900]  在成大教EMBA
[00:12:20.900 --> 00:12:22.900]  Bacon 4
[00:12:22.900 --> 00:12:24.900]  在成大很有名
[00:12:24.900 --> 00:12:26.900]  第一它叫做最高快樂指數
[00:12:26.900 --> 00:12:28.900]  上課很開心
[00:12:28.900 --> 00:12:30.900]  不用參考書
[00:12:30.900 --> 00:12:32.900]  不用交報告
[00:12:32.900 --> 00:12:34.900]  不用交報告
[00:12:34.900 --> 00:12:36.900]  每堂上課
[00:12:36.900 --> 00:12:38.900]  聽講座很開心
[00:12:38.900 --> 00:12:40.900]  考試都不用工作
[00:12:40.900 --> 00:12:42.900]  出來講八分鐘
[00:12:42.900 --> 00:12:44.900]  給你八分鐘站出來講
[00:12:44.900 --> 00:12:46.900]  就可以給分
[00:12:46.900 --> 00:12:48.900]  有壓力的
[00:12:48.900 --> 00:12:50.900]  我每年會選出最佳男主角
[00:12:50.900 --> 00:12:52.900]  最佳女主角
[00:12:52.900 --> 00:12:54.900]  和最佳劇本獎
[00:12:54.900 --> 00:12:56.900]  就是那個男同學
[00:12:56.900 --> 00:12:58.900]  講得最好
[00:12:58.900 --> 00:13:00.900]  女同學最好
[00:13:00.900 --> 00:13:02.900]  劇本內容最好
[00:13:02.900 --> 00:13:04.900]  給他獎
[00:13:04.900 --> 00:13:06.900]  送出我幾本珍藏著作
[00:13:06.900 --> 00:13:08.900]  不過今天沒有書送
[00:13:08.900 --> 00:13:12.900]  去年
[00:13:12.900 --> 00:13:14.900]  我聽到一個
[00:13:14.900 --> 00:13:16.900]  近年來覺得是最好的劇本
[00:13:16.900 --> 00:13:18.900]  最佳女主角的演繹
[00:13:18.900 --> 00:13:22.900]  今天這麼多好姐妹在這裡
[00:13:22.900 --> 00:13:24.900]  都講一個很女人的故事
[00:13:24.900 --> 00:13:26.900]  給你聽
[00:13:26.900 --> 00:13:28.900]  挺特別的
[00:13:28.900 --> 00:13:30.900]  這位女同學
[00:13:30.900 --> 00:13:32.900]  一個商界的
[00:13:32.900 --> 00:13:34.900]  很優秀的人才
[00:13:34.900 --> 00:13:36.900]  她第一次上課介紹
[00:13:36.900 --> 00:13:38.900]  我做什麼
[00:13:38.900 --> 00:13:40.900]  其實我不知道她做什麼
[00:13:40.900 --> 00:13:42.900]  我不知道是什麼
[00:13:42.900 --> 00:13:44.900]  那些叫做
[00:13:44.900 --> 00:13:46.900]  情趣內衣和做女人的
[00:13:46.900 --> 00:13:48.900]  貼身的衣物
[00:13:48.900 --> 00:13:50.900]  我大致知道
[00:13:50.900 --> 00:13:52.900]  不熟悉的東西
[00:13:52.900 --> 00:13:54.900]  所以很特別
[00:13:54.900 --> 00:13:56.900]  一個很有風采
[00:13:56.900 --> 00:13:58.900]  女性
[00:13:58.900 --> 00:14:00.900]  三十多歲
[00:14:00.900 --> 00:14:02.900]  很精明
[00:14:02.900 --> 00:14:04.900]  她出來
[00:14:04.900 --> 00:14:06.900]  就先播了幾句詩句
[00:14:06.900 --> 00:14:08.900]  形容女性很特別的詩句
[00:14:08.900 --> 00:14:10.900]  跟你說一個故事
[00:14:10.900 --> 00:14:12.900]  真人真事
[00:14:12.900 --> 00:14:14.900]  她有一位閨蜜
[00:14:14.900 --> 00:14:16.900]  這位閨蜜
[00:14:16.900 --> 00:14:18.900]  是一位女大狀
[00:14:18.900 --> 00:14:20.900]  女大狀
[00:14:20.900 --> 00:14:22.900]  這位閨蜜和她是好朋友
[00:14:22.900 --> 00:14:24.900]  不過和她完全不同類型
[00:14:24.900 --> 00:14:26.900]  平時很嚴肅
[00:14:26.900 --> 00:14:28.900]  永遠是黑色套裝
[00:14:28.900 --> 00:14:30.900]  黑色套裝
[00:14:30.900 --> 00:14:32.900]  密密實實
[00:14:32.900 --> 00:14:34.900]  你知道那些女大狀
[00:14:34.900 --> 00:14:36.900]  是這樣的
[00:14:36.900 --> 00:14:38.900]  那天她打電話給我
[00:14:38.900 --> 00:14:40.900]  一邊說一邊哭
[00:14:40.900 --> 00:14:42.900]  原來她先生
[00:14:42.900 --> 00:14:44.900]  證實是
[00:14:44.900 --> 00:14:46.900]  癌症
[00:14:46.900 --> 00:14:48.900]  醫生大致計算到
[00:14:48.900 --> 00:14:50.900]  一年左右
[00:14:52.900 --> 00:14:54.900]  她很傷心
[00:14:54.900 --> 00:14:56.900]  不過不缺她
[00:14:56.900 --> 00:14:58.900]  一個比較堅強
[00:14:58.900 --> 00:15:00.900]  職業女性的本色
[00:15:00.900 --> 00:15:02.900]  她說我決定為先生
[00:15:02.900 --> 00:15:04.900]  做幾樣事
[00:15:04.900 --> 00:15:06.900]  第一我會裝修整間屋
[00:15:06.900 --> 00:15:08.900]  布置得更加漂亮
[00:15:08.900 --> 00:15:10.900]  給先生一個更加舒適的環境
[00:15:10.900 --> 00:15:12.900]  每逢過年過節
[00:15:12.900 --> 00:15:14.900]  我一定會
[00:15:14.900 --> 00:15:16.900]  令屋充滿節氣
[00:15:16.900 --> 00:15:18.900]  那個前台節
[00:15:18.900 --> 00:15:20.900]  這個可能就是我先生
[00:15:20.900 --> 00:15:22.900]  最後一個聖誕節
[00:15:22.900 --> 00:15:24.900]  一個中秋節
[00:15:24.900 --> 00:15:26.900]  安排很多東西
[00:15:26.900 --> 00:15:28.900]  第二我決定這份工作
[00:15:28.900 --> 00:15:30.900]  不做事一致
[00:15:30.900 --> 00:15:32.900]  我要陪伴她
[00:15:32.900 --> 00:15:34.900]  走人生最後一個階段
[00:15:34.900 --> 00:15:36.900]  可以想像
[00:15:36.900 --> 00:15:38.900]  第三件事
[00:15:38.900 --> 00:15:40.900]  我請你幫忙
[00:15:40.900 --> 00:15:42.900]  我
[00:15:42.900 --> 00:15:44.900]  我想去你家
[00:15:44.900 --> 00:15:46.900]  你為我
[00:15:46.900 --> 00:15:48.900]  準備一些你認為
[00:15:48.900 --> 00:15:50.900]  很適合我的產品
[00:15:50.900 --> 00:15:52.900]  情趣內衣
[00:15:52.900 --> 00:15:54.900]  因為以前
[00:15:54.900 --> 00:15:56.900]  她說話的閨蜜
[00:15:56.900 --> 00:15:58.900]  不會理會她
[00:15:58.900 --> 00:16:00.900]  我會穿
[00:16:00.900 --> 00:16:02.900]  你幫我準備
[00:16:02.900 --> 00:16:04.900]  於是那天
[00:16:04.900 --> 00:16:06.900]  兩個閨蜜去到她家
[00:16:06.900 --> 00:16:08.900]  女強人為她準備了
[00:16:08.900 --> 00:16:10.900]  幾套很適合她的情趣內衣
[00:16:10.900 --> 00:16:12.900]  兩個女人
[00:16:12.900 --> 00:16:14.900]  好朋友
[00:16:14.900 --> 00:16:16.900]  試一件事
[00:16:16.900 --> 00:16:18.900]  她終於發覺
[00:16:18.900 --> 00:16:20.900]  這個閨蜜原來
[00:16:20.900 --> 00:16:22.900]  當她脫下
[00:16:22.900 --> 00:16:24.900]  黑色套裝的時候
[00:16:24.900 --> 00:16:26.900]  身形是很美的
[00:16:26.900 --> 00:16:28.900]  很美的
[00:16:28.900 --> 00:16:30.900]  為什麼這樣做呢
[00:16:30.900 --> 00:16:32.900]  就是我很想
[00:16:32.900 --> 00:16:34.900]  和先生
[00:16:34.900 --> 00:16:36.900]  生個小朋友
[00:16:36.900 --> 00:16:44.900]  一說到的時候
[00:16:44.900 --> 00:16:46.900]  我完全像靜西
[00:16:46.900 --> 00:16:48.900]  有時候一下子
[00:16:48.900 --> 00:16:50.900]  很難接受
[00:16:50.900 --> 00:16:52.900]  和李四鄭分析
[00:16:52.900 --> 00:16:54.900]  我們有很多不同的意見
[00:16:54.900 --> 00:16:56.900]  但我覺得我們要尊重每人的抉擇
[00:16:56.900 --> 00:16:58.900]  所以
[00:16:58.900 --> 00:17:00.900]  這位女同學
[00:17:00.900 --> 00:17:02.900]  所表現出來的
[00:17:02.900 --> 00:17:04.900]  女性的美麗是什麼呢
[00:17:04.900 --> 00:17:08.900]  除了情趣內衣包裹住
[00:17:08.900 --> 00:17:10.900]  身形之外
[00:17:10.900 --> 00:17:12.900]  肉體之外
[00:17:12.900 --> 00:17:14.900]  是她心裏願意
[00:17:14.900 --> 00:17:16.900]  為她先生付出的愛
[00:17:16.900 --> 00:17:18.900]  這個女人最美
[00:17:18.900 --> 00:17:20.900]  很感動的故事
[00:17:20.900 --> 00:17:26.900]  我無法去
[00:17:26.900 --> 00:17:28.900]  理解或去
[00:17:28.900 --> 00:17:30.900]  明白到一個女人的心事
[00:17:30.900 --> 00:17:32.900]  但我只能理解到
[00:17:32.900 --> 00:17:34.900]  當你去愛一個人的時候
[00:17:34.900 --> 00:17:36.900]  你願意為她的付出
[00:17:36.900 --> 00:17:38.900]  為她的犧牲
[00:17:38.900 --> 00:17:40.900]  第三者
[00:17:40.900 --> 00:17:42.900]  是無法理解的
[00:17:42.900 --> 00:17:44.900]  但為什麼今天
[00:17:44.900 --> 00:17:46.900]  我們每天就形形意意
[00:17:46.900 --> 00:17:48.900]  每天去你爭我奪
[00:17:48.900 --> 00:17:50.900]  甚至有時候
[00:17:50.900 --> 00:17:52.900]  看見那些豪門增產
[00:17:52.900 --> 00:17:54.900]  那些家庭的內鬥
[00:17:54.900 --> 00:18:00.900]  你難以想像
[00:18:00.900 --> 00:18:02.900]  為什麼會出現這種情況
[00:18:02.900 --> 00:18:04.900]  如果看見身邊認識的朋友
[00:18:04.900 --> 00:18:06.900]  甚至報章上
[00:18:06.900 --> 00:18:08.900]  各方面娛樂圈
[00:18:08.900 --> 00:18:10.900]  被視為金童玉女
[00:18:10.900 --> 00:18:12.900]  都感慨
[00:18:12.900 --> 00:18:16.900]  一對演藝界的金童玉女
[00:18:16.900 --> 00:18:18.900]  模範夫妻
[00:18:18.900 --> 00:18:20.900]  有這樣的事件
[00:18:20.900 --> 00:18:22.900]  有一對認識多年
[00:18:22.900 --> 00:18:24.900]  不熟的朋友
[00:18:24.900 --> 00:18:26.900]  政府部門的金童玉女
[00:18:26.900 --> 00:18:28.900]  搞到這些醜事成為報章頭條
[00:18:28.900 --> 00:18:34.900]  看人偷窺色
[00:18:34.900 --> 00:18:36.900]  很有趣的
[00:18:36.900 --> 00:18:38.900]  你認識她的時候
[00:18:38.900 --> 00:18:40.900]  如果那個是你的親人
[00:18:40.900 --> 00:18:42.900]  你會很傷心
[00:18:42.900 --> 00:18:44.900]  為什麼我們要搞成這樣
[00:18:44.900 --> 00:18:46.900]  無法去理解
