
[00:00:00.000 --> 00:00:04.000]  今天要講一個非常特別的信息
[00:10:11.000 --> 00:10:18.000]  好像中國好像是這個俄羅斯是他們的先進武器
[00:10:18.000 --> 00:10:23.000]  但我可以跟你們講第三點沒有這個可能
[00:10:23.000 --> 00:10:26.000]  因為美國有這個人造衛星網絡
[00:10:26.000 --> 00:10:30.000]  每天都是看住每個國家在幹什麼
[00:10:30.000 --> 00:10:36.000]  沒有可能有敵對國家的秘密武器可以飛來美國
[00:10:36.000 --> 00:10:40.000]  而不被他們看見這個是沒有可能
[00:10:40.000 --> 00:10:42.000]  那只有兩個可能性
[00:10:42.000 --> 00:10:46.000]  第一個就是真是美國的秘密武器
[00:10:46.000 --> 00:10:53.000]  第二點就是可能真的有這些不明來歷的飛行物體
[00:10:53.000 --> 00:10:58.000]  我們先看第一點就是是不是美國的秘密武器
[00:10:58.000 --> 00:11:02.000]  這次開路者訪問我其中一個原因
[00:11:02.000 --> 00:11:07.000]  就是因為知道我以前是做航天的工程
[00:11:07.000 --> 00:11:11.000]  所以他們可能想這個牧師會不會知道一點
[00:11:11.000 --> 00:11:14.000]  消息是外面人不知道的
[00:11:14.000 --> 00:11:18.000]  這一點對我來講是非常非常的敏感
[00:11:18.000 --> 00:11:22.000]  因為我以前做這個高度機密的工作的時候
[00:11:22.000 --> 00:11:27.000]  沒幾年就要被政府招去問話
[00:11:27.000 --> 00:11:32.000]  這個撤還 polygraph帶著全身都是儀器
[00:11:32.000 --> 00:11:35.000]  有一個偵察官來問你
[00:11:35.000 --> 00:11:38.000]  看看你有沒有講大話有沒有說謊
[00:11:38.000 --> 00:11:42.000]  有沒有賣這個機密給敵對的國家
[00:11:42.000 --> 00:11:49.000]  有一次這個檢察官拍桌子指著我說你就是間諜
[00:11:49.000 --> 00:11:54.000]  他們還說我知道你做了20年的間諜
[00:11:54.000 --> 00:12:01.000]  我心想我的媽我自己做了20年的間諜我都不知道
[00:12:01.000 --> 00:12:05.000]  奇怪是不是
[00:12:05.000 --> 00:12:10.000]  那還有一次就是每一年到兩年差不多一年多
[00:12:10.000 --> 00:12:17.000]  每個兩個月就有聯邦密探FBI來請我吃飯
[00:12:17.000 --> 00:12:20.000]  每兩個月請我吃一次飯
[00:12:20.000 --> 00:12:27.000]  第一次跟我見面非常非常的誇張穿著黑色的西裝
[00:12:27.000 --> 00:12:30.000]  絲奈帶帶住這個太陽的眼鏡
[00:12:30.000 --> 00:12:32.000]  拿個證件出來給我看
[00:12:32.000 --> 00:12:35.000]  我說我就是FBI
[00:12:35.000 --> 00:12:38.000]  我都不能相信我看我不知道是真是假
[00:12:38.000 --> 00:12:43.000]  我回去自己的公司問是不是有FBI要跟我見面
[00:12:43.000 --> 00:12:47.000]  他們說是的你要跟他們談話要見面
[00:12:47.000 --> 00:12:50.000]  非常的客氣他們看見我
[00:12:50.000 --> 00:12:54.000]  他們說我們來跟你學習
[00:12:54.000 --> 00:13:01.000]  我心想學習什麼東西你們不是這樣的天真以為我真的是間諜
[00:13:01.000 --> 00:13:04.000]  來跟我學做這個間諜
[00:13:04.000 --> 00:13:10.000]  到底是這個黃色的皮膚黑色的頭髮他們不相信我
[00:13:10.000 --> 00:13:15.000]  所以你今天是不是美國的武器我不知道
[00:13:15.000 --> 00:13:17.000]  我知道我也不講
[00:13:17.000 --> 00:13:20.000]  我知道也不敢去講
[00:13:20.000 --> 00:13:25.000]  今天就是跟你們講從聖經的角度來看
[00:13:25.000 --> 00:13:29.000]  這些都明來歷的飛行物體可能是什麼東西
[00:13:29.000 --> 00:13:34.000]  我們先看第一點
[00:13:34.000 --> 00:13:38.000]  第一點就是一切都是神所創造的
[00:13:38.000 --> 00:13:42.000]  在哥勒希書的一章16解說
[00:13:42.000 --> 00:13:45.000]  因為萬有都是靠他造的
[00:13:45.000 --> 00:13:49.000]  無論是天上的地上的能看見的不能看見的
[00:13:49.000 --> 00:13:54.000]  或是有為的主治的執政的掌權的
[00:13:54.000 --> 00:13:59.000]  一概都是只做他造的又是為他造的
[00:13:59.000 --> 00:14:05.000]  如果真的是有外星人的話他們一定是神創造的
[00:14:05.000 --> 00:14:09.000]  因為哥勒希書的一章16解告訴我們
[00:14:09.000 --> 00:14:14.000]  不是神直接的創造就是間接的創造
[00:14:14.000 --> 00:14:19.000]  等一會我們會回來看這一點
[00:14:19.000 --> 00:14:24.000]  還有第二點就是在萬物當中
[00:14:24.000 --> 00:14:27.000]  只有人是有神的形象
[00:14:27.000 --> 00:14:32.000]  人在神的心目當中是有特殊的地位
[00:14:32.000 --> 00:14:35.000]  在萬物當中只有我們有神的形象
[00:14:35.000 --> 00:14:38.000]  在創世紀的一章27解說
[00:14:38.000 --> 00:14:42.000]  神就照著自己的形象造人
[00:14:42.000 --> 00:14:47.000]  乃是照著他的形象造男造女
[00:14:47.000 --> 00:14:50.000]  所以我們看見我們是有神的形象
[00:14:50.000 --> 00:14:55.000]  所有其他萬物生物都沒有這個榮耀
[00:14:55.000 --> 00:14:58.000]  有神的形象有什麼的意義
[00:14:58.000 --> 00:15:01.000]  第一就是我們能夠與神溝通
[00:15:01.000 --> 00:15:06.000]  能夠接受神能夠得到救贖
[00:15:06.000 --> 00:15:10.000]  這個是動物生物其他生物動物都沒有的
[00:15:10.000 --> 00:15:14.000]  你不會看見一條狗在吃東西
[00:15:14.000 --> 00:15:18.000]  它說我不吃了我現在要敬拜神不會的
[00:15:18.000 --> 00:15:21.000]  因為他們沒有這個能力
[00:15:21.000 --> 00:15:25.000]  不會接受神也不能得救
[00:15:25.000 --> 00:15:30.000]  第二點就是我們有神的形象
[00:15:30.000 --> 00:15:34.000]  這個是包括我們是有智能
[00:15:34.000 --> 00:15:38.000]  我們在萬物當中在其他生物當中
[00:15:38.000 --> 00:15:42.000]  我們是最聰明最有智能
[00:15:42.000 --> 00:15:44.000]  這個是第二點
[00:15:44.000 --> 00:15:48.000]  我們不妨看看兩點
[00:15:48.000 --> 00:15:52.000]  第一點就是外星人如果存在的話
[00:15:52.000 --> 00:15:54.000]  他們有沒有救贖
[00:15:54.000 --> 00:15:59.000]  這個也是今次開路者來訪問我的時候
[00:15:59.000 --> 00:16:04.000]  其中一個問題就是外星人有沒有救贖
[00:16:04.000 --> 00:16:06.000]  如果他們是存在的話
[00:16:06.000 --> 00:16:10.000]  他們不是亞當夏娃的後人
[00:16:10.000 --> 00:16:13.000]  我們知道亞當夏娃犯罪
[00:16:13.000 --> 00:16:17.000]  以致我們每個人生出來都是有原罪
[00:16:17.000 --> 00:16:20.000]  都是罪人我們需要被救贖
[00:16:20.000 --> 00:16:24.000]  外星人不是亞當夏娃的後人
[00:16:24.000 --> 00:16:28.000]  沒有被救贖的必要
[00:16:28.000 --> 00:16:30.000]  另外剛才講了
[00:16:30.000 --> 00:16:33.000]  如果外星人真的存在的話
[00:16:33.000 --> 00:16:38.000]  他們是沒有神的形象也不能被救贖
[00:16:38.000 --> 00:16:40.000]  有很多人想知道
[00:16:40.000 --> 00:16:43.000]  NASA常常跟我們說
[00:16:43.000 --> 00:16:45.000]  在外面的宇宙這麼大
[00:16:45.000 --> 00:16:49.000]  一定會有一些的星球好像地球一樣
[00:16:49.000 --> 00:16:54.000]  一樣的天氣一樣的氣溫一樣有水分
[00:16:54.000 --> 00:16:58.000]  有沒有可能在那裡有生物
[00:16:58.000 --> 00:17:01.000]  甚至是有人類有外星人
[00:17:01.000 --> 00:17:04.000]  有沒有可能
[00:17:04.000 --> 00:17:08.000]  有沒有可能耶穌基督去到每一個星球
[00:17:08.000 --> 00:17:10.000]  去救贖他們
[00:17:10.000 --> 00:17:15.000]  就好像他來到這個地球救贖我們一樣
[00:17:15.000 --> 00:17:18.000]  我們看看聖經怎麼樣講
[00:17:18.000 --> 00:17:21.000]  在羅馬書的六章十節
[00:17:21.000 --> 00:17:24.000]  在彼得前書的三章十八
[00:17:24.000 --> 00:17:27.000]  還有希伯萊書的九章二十六節
[00:17:27.000 --> 00:17:28.000]  告訴我們
[00:17:28.000 --> 00:17:32.000]  耶穌基督為我們的罪受苦了
[00:17:32.000 --> 00:17:35.000]  為我們的罪死了
[00:17:35.000 --> 00:17:38.000]  他是一次的救贖了我們
[00:17:38.000 --> 00:17:41.000]  是一次的救贖
[00:17:41.000 --> 00:17:43.000]  不是說他去每一個星球
[00:17:43.000 --> 00:17:46.000]  去救不同的外星人
[00:17:46.000 --> 00:17:50.000]  所以我們看見我們在神的心目當中
[00:17:50.000 --> 00:17:52.000]  我們是有特殊的地位
[00:17:52.000 --> 00:17:54.000]  只有我們有神的形象
[00:17:54.000 --> 00:17:58.000]  地球也是有特殊的地位
[00:17:58.000 --> 00:18:01.000]  我在粵語堂講天堂的系列
[00:18:01.000 --> 00:18:06.000]  我相信這一篇到我來國語部也有講
[00:18:06.000 --> 00:18:10.000]  就是說我們地球是天堂的中心
[00:18:10.000 --> 00:18:13.000]  因為天堂有三層天
[00:18:13.000 --> 00:18:16.000]  第三層是神居住的地方
[00:18:16.000 --> 00:18:19.000]  第二層是我們的宇宙
[00:18:19.000 --> 00:18:22.000]  第一層是我們的大氣層
[00:18:22.000 --> 00:18:25.000]  就是地球的大氣層
[00:18:25.000 --> 00:18:27.000]  所以如果你這樣看的話
[00:18:27.000 --> 00:18:30.000]  地球就在天堂的中心
[00:18:30.000 --> 00:18:33.000]  地球有特殊的地位
[00:18:33.000 --> 00:18:37.000]  是唯一耶穌基督救贖的舞台
[00:18:37.000 --> 00:18:39.000]  所以我們看見
[00:18:39.000 --> 00:18:40.000]  聖經告訴我們
[00:18:40.000 --> 00:18:43.000]  如果外星人存在的話
[00:18:43.000 --> 00:18:45.000]  第一他們沒有救贖
[00:18:45.000 --> 00:18:49.000]  第二點就是他們沒有神的形象
[00:18:49.000 --> 00:18:54.000]  看看第二點就是外星人的智能
[00:18:54.000 --> 00:18:57.000]  我們看見
[00:18:57.000 --> 00:19:01.000]  剛才說只有人是有神的形象
[00:19:01.000 --> 00:19:03.000]  就是告訴我們
[00:19:03.000 --> 00:19:06.000]  我們有特別的智能
[00:19:06.000 --> 00:19:10.000]  是超越一切的生物動物
[00:19:10.000 --> 00:19:11.000]  我們是最聰明
[00:19:11.000 --> 00:19:14.000]  我們是最有智能的
[00:19:14.000 --> 00:19:17.000]  如果現在發現
[00:19:17.000 --> 00:19:20.000]  有外星人已經到了地球
[00:19:20.000 --> 00:19:25.000]  而我們地球人還未將人送到去外星
[00:19:25.000 --> 00:19:28.000]  是我們將人送到去月球
[00:19:28.000 --> 00:19:30.000]  月球不是星球
[00:19:30.000 --> 00:19:32.000]  我相信我們有這個能力
[00:19:32.000 --> 00:19:35.000]  能夠把人類送到去外星
[00:19:35.000 --> 00:19:38.000]  但我們還未證明
[00:19:38.000 --> 00:19:42.000]  還沒有示範我們可以這樣做
[00:19:42.000 --> 00:19:46.000]  但如果星球人已經來到地球
[00:19:46.000 --> 00:19:50.000]  表示他們比我們的智能還要高
[00:19:50.000 --> 00:19:51.000]  是不是
[00:19:51.000 --> 00:19:54.000]  有沒有這個可能性
[00:19:54.000 --> 00:19:56.000]  沒有這個可能性
[00:19:56.000 --> 00:19:58.000]  因為聖經告訴我們
[00:19:58.000 --> 00:20:02.000]  我們在萬物當中的智能最高
[00:20:02.000 --> 00:20:04.000]  如果是有外星人的話
[00:20:04.000 --> 00:20:06.000]  他們一定是神創造的
[00:20:06.000 --> 00:20:08.000]  這個是第一點我們已經看見
[00:20:08.000 --> 00:20:11.000]  在他創造的所有的生物動物
[00:20:11.000 --> 00:20:13.000]  人類是最聰明
[00:20:13.000 --> 00:20:15.000]  所以沒有這個可能
[00:20:15.000 --> 00:20:19.000]  如果真的說有外星人來到地球
[00:20:19.000 --> 00:20:22.000]  我們能不能從這個生物
[00:20:22.000 --> 00:20:26.000]  從所有的神創造的生物當中
[00:20:26.000 --> 00:20:29.000]  來尋找他們是什麼東西
[00:20:29.000 --> 00:20:30.000]  不能
[00:20:30.000 --> 00:20:33.000]  我們要去靈界來看
[00:20:33.000 --> 00:20:36.000]  你看看聖經怎麼樣說
[00:20:36.000 --> 00:20:38.000]  在詩篇的八章五節
[00:20:38.000 --> 00:20:42.000]  希伯萊書的兩章七節告訴我們
[00:20:42.000 --> 00:20:47.000]  神教人類比天是微小一點
[00:20:47.000 --> 00:20:50.000]  如果真的有這些所謂外星人
[00:20:50.000 --> 00:20:52.000]  來到這個世上
[00:20:52.000 --> 00:20:56.000]  他們其實就是天使
[00:20:56.000 --> 00:20:59.000]  我不是講聖潔的天使
[00:20:59.000 --> 00:21:03.000]  聖潔的天使是為神工作的
[00:21:03.000 --> 00:21:07.000]  多羅的天使是為沙丹工作的
[00:21:07.000 --> 00:21:09.000]  很有趣
[00:21:09.000 --> 00:21:13.000]  其實第一位的所謂外星人
[00:21:13.000 --> 00:21:16.000]  就是沙丹自己
[00:21:16.000 --> 00:21:19.000]  為啥我叫他做外星人
[00:21:19.000 --> 00:21:21.000]  他本來不是在地球的
[00:21:21.000 --> 00:21:25.000]  他本來是在三成天與神同在的
[00:21:25.000 --> 00:21:29.000]  現在來到這個地球是不是從星外來的
[00:21:29.000 --> 00:21:33.000]  來到這個地球來乾嘛
[00:21:33.000 --> 00:21:36.000]  來這個彌化亞當夏娃
[00:21:36.000 --> 00:21:38.000]  使到他們墮落
[00:21:38.000 --> 00:21:42.000]  這個就是第一次有外星人來到這個世界
[00:21:42.000 --> 00:21:47.000]  亞當夏娃真的是被營有墮落了
[00:21:47.000 --> 00:21:50.000]  沙丹是天使
[00:21:50.000 --> 00:21:52.000]  是墮落的天使
[00:21:52.000 --> 00:21:54.000]  天使是零
[00:21:54.000 --> 00:21:57.000]  人是看不見零的
[00:21:57.000 --> 00:22:00.000]  在西伯萊書的一章十四節告訴我們
[00:22:00.000 --> 00:22:02.000]  天使都是零
[00:22:02.000 --> 00:22:03.000]  我們看不見
[00:22:03.000 --> 00:22:08.000]  所以沙丹是要附在蛇的身上
[00:22:08.000 --> 00:22:11.000]  讓亞當夏娃能看見他
[00:22:11.000 --> 00:22:14.000]  其實天使附在人的身上
[00:22:14.000 --> 00:22:16.000]  孤注為奇
[00:22:16.000 --> 00:22:20.000]  在這個創世紀的十八章十九章
[00:22:20.000 --> 00:22:25.000]  我們看見有天使來到見亞巴拉漢與這個沙拉
[00:22:25.000 --> 00:22:29.000]  是用什麼的形象來跟他們見面
[00:22:29.000 --> 00:22:31.000]  是用人的形態
[00:22:31.000 --> 00:22:33.000]  我們怎麼知道
[00:22:33.000 --> 00:22:36.000]  在西伯萊書的十三章二節說
[00:22:36.000 --> 00:22:40.000]  不可忘記用愛心借待可旅
[00:22:40.000 --> 00:22:43.000]  因為曾有借待可旅的
[00:22:43.000 --> 00:22:47.000]  不知不覺就借待了天使
[00:22:47.000 --> 00:22:50.000]  他們很明顯是這些天使
[00:22:50.000 --> 00:22:52.000]  奉了神的命令
[00:22:52.000 --> 00:22:54.000]  附在人的身上
[00:22:54.000 --> 00:22:59.000]  與亞巴拉漢與沙拉來見面
[00:22:59.000 --> 00:23:03.000]  其實這個原理跟耶穌基督道成肉身
[00:23:03.000 --> 00:23:06.000]  是非常的相似
[00:23:06.000 --> 00:23:09.000]  在約翰福音的一章十八節告訴我們
[00:23:09.000 --> 00:23:12.000]  從來沒有人見過神
[00:23:12.000 --> 00:23:17.000]  是父懷裡的獨身子將他表明出來
[00:23:17.000 --> 00:23:20.000]  耶穌基督道成肉身
[00:23:20.000 --> 00:23:24.000]  讓我們能看見神是怎麼樣的
[00:23:24.000 --> 00:23:28.000]  這也跟創世紀的三十二章很像是
[00:23:28.000 --> 00:23:32.000]  亞格與神睡覺是不是
[00:23:32.000 --> 00:23:33.000]  神是靈
[00:23:33.000 --> 00:23:37.000]  怎麼樣能與亞格睡覺
[00:23:37.000 --> 00:23:41.000]  就是附在人的身上
[00:23:41.000 --> 00:23:44.000]  除了在創世紀的第三章
[00:23:44.000 --> 00:23:48.000]  第一個外星人就是撒旦自己
[00:23:48.000 --> 00:23:52.000]  還有創世紀的第六章
[00:23:52.000 --> 00:23:56.000]  我們知道撒旦不是自己一個背叛神
[00:23:56.000 --> 00:24:00.000]  他是帶著三分之一的天使墮落了
[00:24:00.000 --> 00:24:05.000]  這個是起時錄十二章四節與九節告訴我們
[00:24:05.000 --> 00:24:10.000]  那個時候在創世紀的六章二節告訴我們
[00:24:10.000 --> 00:24:14.000]  神的兒子們看見人的女子美貌
[00:24:14.000 --> 00:24:18.000]  就隨意挑選取來為妻
[00:24:18.000 --> 00:24:22.000]  這個神的兒子們就是墮落的天使
[00:24:22.000 --> 00:24:25.000]  他們附在人的身上
[00:24:25.000 --> 00:24:30.000]  與世上的女子交配生兒育女
[00:24:30.000 --> 00:24:33.000]  為什麼撒旦要這樣做
[00:24:33.000 --> 00:24:37.000]  我們剛才講了人類墮落了是不是
[00:24:37.000 --> 00:24:39.000]  亞當夏娃墮落
[00:24:39.000 --> 00:24:44.000]  神的預言在創世紀的三章十五節
[00:24:44.000 --> 00:24:47.000]  他要透過女人的後裔
[00:24:47.000 --> 00:24:52.000]  把耶穌基督拆派來到世上
[00:24:52.000 --> 00:24:54.000]  成為人來救贖人
[00:24:54.000 --> 00:25:01.000]  撒旦知道了就要敗壞人的血脈
[00:25:01.000 --> 00:25:05.000]  所以他拆派墮落的天使來到世上
[00:25:05.000 --> 00:25:11.000]  與女子交配生兒育女就是要敗壞人的血脈
[00:25:11.000 --> 00:25:15.000]  這個也是原因在諾亞的時候
[00:25:15.000 --> 00:25:17.000]  神要毀滅人類
