
[00:00:00.000 --> 00:00:10.880]  你都聽到新居說是新聞宣佈已經是official的了
[00:04:31.040 --> 00:04:33.760]  全國的人都被人擄了
[00:04:33.760 --> 00:04:36.320]  所以那裏已經有警報了
[00:04:36.320 --> 00:04:38.880]  第二件事神給他們的警報
[00:04:38.880 --> 00:04:43.040]  就是在南國有幾個好的王
[00:04:43.040 --> 00:04:47.200]  當我們查以賽亞書到第六章的時候
[00:04:47.200 --> 00:04:50.000]  就是講到以賽亞蒙召
[00:04:50.000 --> 00:04:56.560]  一開始的時候就說是烏西亞王崩那一年
[00:04:56.560 --> 00:04:57.920]  神就呼召他了
[00:04:57.920 --> 00:05:01.440]  這個烏西亞王是一個相當不錯的王
[00:05:01.440 --> 00:05:06.640]  由他之後就是他的兒子約旦
[00:05:06.640 --> 00:05:09.840]  約旦又是一個好的王
[00:05:09.840 --> 00:05:13.280]  然後沒多久就去到希西加王了
[00:05:13.280 --> 00:05:15.360]  以賽亞那裏有很多的篇幅
[00:05:15.360 --> 00:05:16.720]  是講希西加王
[00:05:16.720 --> 00:05:19.040]  那個時候是以賽亞的時代
[00:05:19.040 --> 00:05:21.280]  希西加王又是一個好的王
[00:05:21.280 --> 00:05:24.160]  然後到後來最後一個好的王
[00:05:24.160 --> 00:05:26.160]  就叫做約西亞
[00:05:26.160 --> 00:05:28.720]  約西亞當我們看
[00:05:28.720 --> 00:05:32.800]  但以你的生平當我們看以西傑的生平的時候
[00:05:32.800 --> 00:05:33.920]  我們會有一個問題
[00:05:33.920 --> 00:05:35.840]  問為甚麼這些年輕人
[00:05:35.840 --> 00:05:38.960]  信仰會這麼堅定
[00:05:38.960 --> 00:05:41.520]  認識神認識得這麼清楚
[00:05:41.520 --> 00:05:43.920]  一生持守他們的信仰
[00:05:43.920 --> 00:05:47.040]  我相信就是因為約西亞王的時代
[00:05:47.040 --> 00:05:49.680]  就是但以里長大的時代
[00:05:49.680 --> 00:05:51.840]  就是以西傑長大的時代
[00:05:51.840 --> 00:05:53.680]  那個是最後一個好的王
[00:05:53.680 --> 00:05:56.560]  就是神都將四個好的王
[00:05:56.560 --> 00:05:58.800]  有相當長的時間
[00:05:58.800 --> 00:06:02.400]  由烏西亞一直到約西亞
[00:06:02.400 --> 00:06:03.600]  有四個好的王
[00:06:03.600 --> 00:06:06.480]  這些好的王就開了聖殿
[00:06:06.480 --> 00:06:07.920]  清除偶像
[00:06:07.920 --> 00:06:09.520]  拿回聖經出來
[00:06:09.520 --> 00:06:11.120]  拿回經卷出來
[00:06:11.120 --> 00:06:14.000]  是給人民再一次回到神那裏
[00:06:14.000 --> 00:06:17.040]  是四個復興的年代
[00:06:17.040 --> 00:06:20.960]  有這樣他們後來都犯罪
[00:06:20.960 --> 00:06:21.600]  都墮落
[00:06:21.600 --> 00:06:23.280]  結果神都是要滅他們
[00:06:23.280 --> 00:06:28.080]  這個真是不要說神沒有警告他們
[00:06:28.080 --> 00:06:33.120]  然後還有你記得我們查以塞亞
[00:06:33.120 --> 00:06:37.600]  以塞亞是一直有六七十年做先知
[00:06:37.600 --> 00:06:39.440]  在那裏一直告訴他們
[00:06:39.440 --> 00:06:41.360]  我們以前查以塞亞書的時候
[00:06:41.360 --> 00:06:42.720]  一直警告他們
[00:06:42.720 --> 00:06:44.800]  說你們再犯罪
[00:06:44.800 --> 00:06:46.400]  你們就會滅亡
[00:06:46.400 --> 00:06:48.480]  一直這樣說
[00:06:48.480 --> 00:06:51.840]  還有在那個時代
[00:06:51.840 --> 00:06:53.680]  耶利米先知
[00:06:53.680 --> 00:06:55.840]  又是說很多的預言
[00:06:55.840 --> 00:06:57.200]  來警告他們
[00:06:57.200 --> 00:07:00.320]  還有一個小先知叫尼瓦
[00:07:00.320 --> 00:07:02.080]  都在聖經裏面
[00:07:02.080 --> 00:07:04.000]  神都興起這些先知
[00:07:04.000 --> 00:07:05.920]  來一直告訴他們
[00:07:05.920 --> 00:07:09.040]  還有一個警告是甚麼呢
[00:07:09.040 --> 00:07:12.960]  這個巴比倫是分三次來攻擊他們
[00:07:12.960 --> 00:07:14.640]  不是一次過打了他們
[00:07:14.640 --> 00:07:16.160]  就滅了他們
[00:07:16.160 --> 00:07:19.840]  第一輪就是滅了一小班人
[00:07:19.840 --> 00:07:21.920]  就是但義烈是其中之一
[00:07:21.920 --> 00:07:24.000]  已經給他們一個警告
[00:07:24.000 --> 00:07:26.960]  就是說巴比倫不是你的朋友
[00:07:26.960 --> 00:07:31.840]  以前希西加王又開倉庫給他的使者看
[00:07:31.840 --> 00:07:33.120]  當時巴比倫還沒有去
[00:07:33.120 --> 00:07:34.160]  是很強的
[00:07:34.160 --> 00:07:36.000]  但現在巴比倫是強國
[00:07:36.000 --> 00:07:37.760]  而且是來侵犯你
[00:07:37.760 --> 00:07:39.520]  已經第一批人滅了
[00:07:39.520 --> 00:07:41.600]  你還不醒
[00:07:41.600 --> 00:07:43.920]  不醒第二批人
[00:07:43.920 --> 00:07:47.520]  第二批就是以西傑這一批
[00:07:47.520 --> 00:07:50.560]  這一批人大概有一萬人左右
[00:07:50.560 --> 00:07:53.280]  是滅了去巴比倫那裏
[00:07:53.280 --> 00:07:56.160]  剩下在耶路撒冷的人已經看到
[00:07:56.160 --> 00:07:58.000]  巴比倫能夠一次攻進來
[00:07:58.000 --> 00:07:59.040]  兩次攻進來
[00:07:59.040 --> 00:08:00.560]  就還有第三次
[00:08:00.560 --> 00:08:01.840]  這樣都不醒覺
[00:08:01.840 --> 00:08:05.200]  就是四樣的警告給他
[00:08:05.200 --> 00:08:07.360]  北國的命運
[00:08:07.360 --> 00:08:10.320]  南國好的王
[00:08:10.320 --> 00:08:14.160]  還有就是先知不斷給他們的警告
[00:08:14.160 --> 00:08:17.600]  還有巴比倫是分三次不是一次的
[00:08:17.600 --> 00:08:23.840]  所以到現在是第二次和第三次的中間
[00:08:23.840 --> 00:08:28.720]  以西傑寫這些經文講這些道的時候
[00:08:28.720 --> 00:08:31.600]  距離巴比倫尼布甲尼撒
[00:08:31.600 --> 00:08:35.280]  第三次最後一次攻進去耶路撒冷
[00:08:35.280 --> 00:08:37.280]  大概還有六年左右
[00:08:37.280 --> 00:08:39.440]  是最後那六年了
[00:08:39.440 --> 00:08:42.880]  所以神要透過以西傑
[00:08:42.880 --> 00:08:44.880]  是被做了
[00:08:44.880 --> 00:08:45.760]  躺在那裏
[00:08:45.760 --> 00:08:46.880]  又畫了
[00:08:46.880 --> 00:08:48.640]  這樣來告訴他們
[00:08:48.640 --> 00:08:50.400]  你們還不悔改
[00:08:50.400 --> 00:08:52.720]  就真的是太遲了
[00:08:52.720 --> 00:08:55.680]  所以我們看第六章第七章
[00:08:55.680 --> 00:08:56.880]  中間有一段
[00:08:56.880 --> 00:08:58.720]  是真的看到那個緊急的
[00:08:58.720 --> 00:09:01.040]  所以神說就來了
[00:09:01.040 --> 00:09:02.080]  我還有幾年
[00:09:02.080 --> 00:09:05.120]  你還不悔改就來了
[00:09:05.120 --> 00:09:07.200]  我們都會問
[00:09:07.200 --> 00:09:09.680]  為什麼神會對他們這麼嚴厲
[00:09:09.680 --> 00:09:11.840]  我們知道神是一位公義的神
[00:09:11.840 --> 00:09:13.840]  不以有罪為無罪
[00:09:13.840 --> 00:09:18.720]  但為什麼神一定要這幫人悔改
[00:09:18.720 --> 00:09:21.200]  他不悔改他還拜偶像
[00:09:21.200 --> 00:09:23.520]  神是會這樣責敵他
[00:09:23.520 --> 00:09:25.520]  殺了很多的人
[00:09:25.520 --> 00:09:29.760]  又將其餘不死的人打散到世界各地
[00:09:29.760 --> 00:09:32.160]  為什麼神會這麼嚴厲
[00:09:32.160 --> 00:09:35.520]  神做這麼多這些事的目的是什麼
[00:09:35.520 --> 00:09:36.880]  我這個第一段
[00:09:36.880 --> 00:09:40.000]  講給大家看33頁
[00:09:40.000 --> 00:09:45.280]  最終的目的神是要人認識
[00:09:45.280 --> 00:09:48.240]  他是獨一的真實
[00:09:48.240 --> 00:09:51.200]  這個從神創造宇宙萬物之後
[00:09:51.200 --> 00:09:54.560]  羅亞他們出了方舟之後
[00:09:54.560 --> 00:09:56.320]  在巴別塔之後
[00:09:56.320 --> 00:09:59.200]  是將他們打散了世界各地
[00:09:59.200 --> 00:10:03.360]  神是用盡方法叫人能夠認識他
[00:10:03.360 --> 00:10:05.520]  怎樣叫人認識他呢
[00:10:05.520 --> 00:10:06.880]  透過他的選民
[00:10:06.880 --> 00:10:08.960]  其實是上一次我們都講
[00:10:08.960 --> 00:10:11.200]  是透過揀選猶太人
[00:10:11.200 --> 00:10:15.840]  從猶太人的身上讓人們看到
[00:10:15.840 --> 00:10:19.520]  當他進行神的誡命的時候
[00:10:19.520 --> 00:10:20.800]  他是怎樣養神
[00:10:20.800 --> 00:10:21.760]  是怎樣祝福他
[00:10:21.760 --> 00:10:26.400]  就透過他讓萬國萬民能夠認識耶和華
[00:10:26.400 --> 00:10:29.120]  但是因為猶太人犯罪
[00:10:29.120 --> 00:10:32.320]  犯罪得比外邦人拜偶像更厲害
[00:10:32.320 --> 00:10:35.280]  所以在他們身上是完全看不到神的
[00:10:35.280 --> 00:10:37.920]  除了在反面看到神是多麼的嚴厲
[00:10:37.920 --> 00:10:39.920]  多麼的公義
[00:10:39.920 --> 00:10:44.000]  所以猶太人不認識神
[00:10:44.000 --> 00:10:46.560]  這個神是很生氣的
[00:10:46.560 --> 00:10:49.360]  所以我們看第六章和第七章的時候
[00:10:49.360 --> 00:10:52.560]  我們一會兒會看到神的嚴厲程度
[00:10:52.560 --> 00:10:54.560]  你要記住背景就是
[00:10:54.560 --> 00:10:57.120]  神已經給了很多警告
[00:10:57.120 --> 00:11:00.480]  很多的恩典拖延了很多的時間
[00:11:00.480 --> 00:11:02.320]  來等他們悔改
[00:11:02.320 --> 00:11:04.400]  但是他們一直都不悔改
[00:11:04.400 --> 00:11:06.800]  所以在這兩章裡面
[00:11:06.800 --> 00:11:10.320]  你會發覺出現了七次那句話
[00:11:10.320 --> 00:11:14.160]  就是「你們就知道我是耶和華」
[00:11:14.160 --> 00:11:15.920]  其實這一句話
[00:11:15.920 --> 00:11:18.160]  在整卷的以西傑書裡面
[00:11:18.160 --> 00:11:20.880]  是出現了六十多次
[00:11:20.880 --> 00:11:24.720]  就是在這兩章都出現了七次
[00:11:24.720 --> 00:11:29.040]  我們由第六章第七節開始看
[00:11:29.040 --> 00:11:31.040]  第七節
[00:11:31.040 --> 00:11:34.800]  「被殺的人必倒在你們中間
[00:11:34.800 --> 00:11:38.640]  你們就知道我是耶和華」
[00:11:38.640 --> 00:11:43.680]  這個是神懲罰他們審判他們最終的目的
[00:11:43.680 --> 00:11:48.240]  是要叫他們和叫所有的人
[00:11:48.240 --> 00:11:51.680]  知道耶和華是獨一的真神
[00:11:51.680 --> 00:11:53.360]  這個是第七節
[00:11:53.360 --> 00:11:56.320]  第七節之後你下去第十節
[00:11:56.320 --> 00:11:59.200]  「他們必知道我是耶和華」
[00:11:59.200 --> 00:12:01.360]  又再提了第二次提了
[00:12:01.360 --> 00:12:03.200]  然後第三次
[00:12:03.200 --> 00:12:05.440]  第三次是在第十三節
[00:12:05.440 --> 00:12:07.440]  第六章第十三節尾
[00:12:07.440 --> 00:12:12.800]  「那時他們就知道我是耶和華」
[00:12:12.800 --> 00:12:16.560]  然後第四次就在第十四節下面那節
[00:12:16.560 --> 00:12:21.440]  「他們就知道我是耶和華」
[00:12:21.440 --> 00:12:25.200]  然後你跳到第七章第四節尾
[00:12:25.200 --> 00:12:29.840]  「你就知道我是耶和華」
[00:12:29.840 --> 00:12:33.760]  然後下去第七章第九節
[00:12:33.760 --> 00:12:35.760]  第七章第九節尾
[00:12:35.760 --> 00:12:42.480]  「你就知道擊打你的是我耶和華」
[00:12:42.480 --> 00:12:46.880]  然後你再看下去第二十七節
[00:12:46.880 --> 00:12:48.640]  去到最尾
[00:12:48.640 --> 00:12:50.640]  第七章的最尾
[00:12:50.640 --> 00:12:55.520]  「他們就知道我是耶和華」
[00:12:55.520 --> 00:12:58.240]  所以你看到神的心意
[00:12:58.240 --> 00:13:01.280]  一方面是要責罰他審判他們
[00:13:01.280 --> 00:13:03.040]  擊打他們
[00:13:03.040 --> 00:13:05.520]  但在這個過程當中
[00:13:05.520 --> 00:13:10.080]  他乃是要人認識他是耶和華
[00:13:10.080 --> 00:13:13.200]  這個不單止他想猶太人認識他
[00:13:13.200 --> 00:13:16.320]  今天其實神是想我們認識他
[00:13:16.320 --> 00:13:18.240]  在聖經裏面認識
[00:13:18.240 --> 00:13:19.600]  「know」這個字
[00:13:19.600 --> 00:13:22.480]  就不是頭腦上知道那麼簡單
[00:13:22.480 --> 00:13:24.560]  認識那麼每個人都認識
[00:13:24.560 --> 00:13:26.480]  每個人都聽過耶穌
[00:13:26.480 --> 00:13:28.240]  但是否真的認識呢?
[00:13:28.240 --> 00:13:31.280]  我們聖經裏面說到認識的時候
[00:13:31.280 --> 00:13:33.760]  那個「know」字在聖經裏面
[00:13:33.760 --> 00:13:36.080]  是有很獨特的意思在裏面
[00:13:36.080 --> 00:13:39.920]  那個「know」是一個很深入的認識
[00:13:39.920 --> 00:13:41.840]  是一個建立關係
[00:13:41.840 --> 00:13:43.840]  彼此有一個關係
[00:13:43.840 --> 00:13:45.840]  生命上的連接
[00:13:45.840 --> 00:13:49.280]  而不是只是我知道有耶和華
[00:13:49.280 --> 00:13:52.720]  我知道歷史上有孔子
[00:13:52.720 --> 00:13:54.400]  我知道歷史上有關公
[00:13:54.400 --> 00:13:56.000]  我知道歷史上有孫中山
[00:13:56.000 --> 00:13:58.000]  這樣的認識這樣的知道
[00:13:58.000 --> 00:13:59.680]  是完全不同的
[00:13:59.680 --> 00:14:03.040]  這個認識是一個非常深入的認識
[00:14:03.040 --> 00:14:06.400]  而且彼此是有一個關係的
[00:14:06.400 --> 00:14:11.360]  在這裏我特別提到
[00:14:11.360 --> 00:14:13.200]  聖經給我們看到
[00:14:13.200 --> 00:14:17.920]  耶和華是一個很嫉妒的神
[00:14:17.920 --> 00:14:21.920]  英文全部是叫做jealous
[00:14:21.920 --> 00:14:23.760]  我們都知道妒忌
[00:14:23.760 --> 00:14:25.680]  jealous
[00:14:25.680 --> 00:14:28.400]  一般來說jealous都不是很好
[00:14:28.400 --> 00:14:30.800]  不要妒忌別人
[00:14:30.800 --> 00:14:33.840]  jealous是一個反面的字
[00:14:33.840 --> 00:14:40.800]  但聖經裏面說到神是一個嫉妒的神
[00:14:40.800 --> 00:14:44.240]  這個在舊約出現了六次
[00:14:44.240 --> 00:14:47.680]  六次的字都是講嫉妒
[00:14:47.680 --> 00:14:50.480]  英文翻譯是jealous
[00:14:50.480 --> 00:14:52.560]  不過你去到中文的時候
[00:14:52.560 --> 00:14:55.120]  中文的時候就沒有嫉妒這兩個字
[00:14:55.120 --> 00:15:00.880]  全部翻譯為妒忌
[00:15:00.880 --> 00:15:04.720]  妒忌和嫉妒是沒有什麼關係的
[00:15:04.720 --> 00:15:09.200]  妒忌就是我不喜歡那些邪術
[00:15:09.200 --> 00:15:12.240]  那些巫術
[00:15:12.240 --> 00:15:15.120]  因為我很不喜歡那些東西
[00:15:15.120 --> 00:15:18.800]  神很不喜歡那些人是巫術
[00:15:18.800 --> 00:15:19.920]  拜假神
[00:15:19.920 --> 00:15:22.960]  神是很不喜歡這些
[00:15:22.960 --> 00:15:25.520]  因為他是獨一無二的真神
[00:15:25.520 --> 00:15:28.080]  只有他值得我們敬拜
[00:15:28.080 --> 00:15:31.920]  但是那個和jealous有什麼關係呢
[00:15:31.920 --> 00:15:34.240]  沒有關係 沒有什麼關係
[00:15:34.240 --> 00:15:37.040]  所以我想一下
[00:15:37.040 --> 00:15:40.000]  當聖經翻譯的時候
[00:15:40.000 --> 00:15:44.960]  他們因為妒忌這兩個字是這麼反面
[00:15:44.960 --> 00:15:47.280]  所以他們就不用妒忌這兩個字
[00:15:47.280 --> 00:15:49.600]  明明英文翻譯是正確的
[00:15:49.600 --> 00:15:50.880]  是jealous
[00:15:50.880 --> 00:15:55.520]  而你看過希伯來原文的意思都是說
[00:15:55.520 --> 00:15:59.200]  不能夠容納有其他人取代了他的位置
[00:15:59.200 --> 00:16:01.840]  這個就是叫做jealous
[00:16:01.840 --> 00:16:08.560]  我們中國人雖然妒忌這兩個字不是這麼好
[00:16:08.560 --> 00:16:11.680]  但是我們結了婚的人
[00:16:11.680 --> 00:16:14.640]  我們會明白這個妒忌是什麼意思
[00:16:14.640 --> 00:16:17.120]  這個妒忌未必一定不好的
[00:16:17.120 --> 00:16:20.480]  這個妒忌就是在你們之間的關係當中
[00:16:20.480 --> 00:16:25.360]  是不能夠容許其他的東西入侵
[00:16:25.360 --> 00:16:30.480]  而取代了你在另外一個人心中的地位
[00:16:30.480 --> 00:16:33.280]  我這裡有quote了
[00:16:33.280 --> 00:16:38.800]  大家看看那個格子裡面
[00:16:38.800 --> 00:16:40.640]  我quote了荷西亞書
[00:16:40.640 --> 00:16:42.800]  荷西亞書有一本很特別的書
[00:16:42.800 --> 00:16:44.240]  荷西亞
[00:16:44.240 --> 00:16:47.360]  在荷西亞書那裡神要帶出一個信息
[00:16:47.360 --> 00:16:53.200]  就是說他好像是我們的丈夫
[00:16:53.200 --> 00:16:56.800]  去到新約我們都知道我們是基督的新婦
[00:16:56.800 --> 00:17:03.760]  所以神是用夫妻的關係來形容他和我們的關係
[00:17:03.760 --> 00:17:06.560]  他好像我們的丈夫
[00:17:06.560 --> 00:17:09.760]  而且我們是被他買熟回來的
[00:17:09.760 --> 00:17:12.880]  我們是一個很低很低的地位
[00:17:12.880 --> 00:17:18.000]  他將我們買熟回來然後來迎娶了我們
[00:17:18.000 --> 00:17:22.720]  這個時候中間神給我們有這麼大的愛
[00:17:22.720 --> 00:17:26.320]  而我們去拜偶像的時候
[00:17:26.320 --> 00:17:29.840]  這個就難怪神妒忌了
[00:17:29.840 --> 00:17:31.680]  就是在一個relationship裡面
[00:17:31.680 --> 00:17:34.640]  你想一下我們當中做太太的
[00:17:34.640 --> 00:17:41.680]  如果你先生原來他還有很多其他的女朋友的
[00:17:41.680 --> 00:17:46.000]  在他心中的地位和你一樣
[00:17:46.000 --> 00:17:47.040]  不要說比你高
[00:17:47.040 --> 00:17:48.480]  和你一樣的
[00:17:48.480 --> 00:17:51.760]  你一定不願意的
[00:17:51.760 --> 00:17:55.760]  因為在一個愛的relationship裡面
[00:17:55.760 --> 00:17:58.320]  特別是說到夫妻關係的時候
[00:17:58.320 --> 00:18:01.200]  不能夠容許有第三者
[00:18:01.200 --> 00:18:03.840]  我在這裡最後quote了
[00:18:03.840 --> 00:18:07.040]  沒有愛便沒有妒忌
[00:18:07.120 --> 00:18:10.880]  如果你的relationship當中沒有愛
[00:18:10.880 --> 00:18:13.680]  沒有愛的時候你就沒有妒忌了
[00:18:13.680 --> 00:18:16.320]  中間大家都沒有relationship
[00:18:16.320 --> 00:18:17.360]  有什麼所謂的
[00:18:17.360 --> 00:18:20.400]  你喜歡誰都沒有所謂
[00:18:20.400 --> 00:18:21.600]  如果中間沒有愛
[00:18:21.600 --> 00:18:22.880]  但是如果中間有愛
[00:18:22.880 --> 00:18:25.520]  而且那個愛是神賜給我們的
[00:18:25.520 --> 00:18:28.400]  那個愛是大到我們不值得的
[00:18:28.400 --> 00:18:29.840]  但是神都給我們
[00:18:29.840 --> 00:18:33.120]  好了 我們進入了這個relationship
[00:18:33.120 --> 00:18:35.200]  我們承受了這個愛
[00:18:35.200 --> 00:18:38.720]  但是我們的心又放在別處
[00:18:38.720 --> 00:18:41.360]  有別的東西代替了神的時候
[00:18:41.360 --> 00:18:45.600]  偶像就是凡是什麼東西在我們心中代替了神的地位
[00:18:45.600 --> 00:18:46.560]  就是偶像的了
[00:18:46.560 --> 00:18:50.160]  不是一定拜那個菩薩就是叫拜偶像
[00:18:50.160 --> 00:18:51.600]  任何在我們心中
[00:18:51.600 --> 00:18:54.080]  在我們和神的relationship裡面
[00:18:54.080 --> 00:18:56.720]  有什麼東西是取代了神的
[00:18:56.720 --> 00:18:58.400]  那個就是我們的偶像了
[00:18:58.400 --> 00:19:01.120]  猶太人簡直是離棄神
[00:19:01.120 --> 00:19:03.360]  簡直是跟了外邦人去拜偶像
[00:19:03.360 --> 00:19:06.960]  所以你如果明白神的心
[00:19:06.960 --> 00:19:10.560]  好像一個丈夫對著一個不忠的妻子
[00:19:10.560 --> 00:19:11.920]  那個心是多麼的痛
[00:19:11.920 --> 00:19:14.320]  因為他付出這麼多愛的代價的時候
[00:19:14.320 --> 00:19:18.400]  你就會明白神是一個嫉妒的神
[00:19:18.400 --> 00:19:23.200]  這個講到他的愛是多麼的強烈
[00:19:23.200 --> 00:19:28.000]  好了 他要他所愛的人
[00:19:28.000 --> 00:19:34.880]  是來知道他和他有一個這麼親密的關係的時候
[00:19:34.880 --> 00:19:37.600]  你可以明白到神的心
[00:19:37.600 --> 00:19:42.080]  為什麼神要這樣來責打他們
[00:19:42.080 --> 00:19:44.480]  就好像我們做父母
[00:19:44.480 --> 00:19:45.440]  子女不聽話
[00:19:45.440 --> 00:19:46.640]  你責打他的時候
[00:19:46.640 --> 00:19:48.240]  美國不可以打
[00:19:48.240 --> 00:19:49.840]  你罵他的時候
[00:19:49.840 --> 00:19:52.320]  你的心都很痛的
[00:19:52.320 --> 00:19:56.560]  我們要知道明白這個背景
[00:19:56.560 --> 00:20:00.560]  然後當我們看以色列書
[00:20:00.560 --> 00:20:02.400]  以色列書都是
[00:20:02.400 --> 00:20:04.240]  它裡面的寓言
[00:20:04.240 --> 00:20:10.640]  講到神會怎樣來審判這些猶太人的時候
[00:20:10.640 --> 00:20:13.280]  有一些是已經實現了
[00:20:13.280 --> 00:20:16.800]  因為過去我們看到猶太人真的被擊打
[00:20:16.800 --> 00:20:17.840]  四散到世界
[00:20:17.840 --> 00:20:19.760]  真的死了很多人
[00:20:19.760 --> 00:20:21.360]  真的很苦的
[00:20:21.360 --> 00:20:23.760]  但是我們都知道
[00:20:23.760 --> 00:20:24.800]  我們看過啟示錄
[00:20:24.800 --> 00:20:30.880]  我們都知道他們最大的苦難在前面
[00:20:30.880 --> 00:20:33.200]  他們還沒看到最大的苦難
[00:20:33.200 --> 00:20:37.200]  而今天他們的情況和一會兒我們講到
[00:20:37.200 --> 00:20:42.080]  他們的那個太偶像尼西森那種的情況
