
[00:00:00.000 --> 00:00:12.500]  各位聽眾早安,今天是年宵,祝大家在未來一年繼續在主面前努力
[00:06:44.200 --> 00:06:47.200]  因為《少林寺傳》不是要記載保羅的生平
[00:06:47.200 --> 00:06:49.200]  《少林寺傳》是要講福音
[00:06:49.200 --> 00:06:52.200]  怎樣由耶路撒冷傳到地極
[00:06:52.200 --> 00:06:54.200]  現在這個帶著鎖鏈的保羅
[00:06:54.200 --> 00:06:58.200]  就將福音帶到羅馬當時的世界中心
[00:06:58.200 --> 00:07:00.200]  所以在那裏就停下來
[00:07:00.200 --> 00:07:03.200]  所以有人說《少林寺傳》應該叫聖靈行傳
[00:07:03.200 --> 00:07:08.200]  聖靈透過使徒去到福音傳到羅馬
[00:07:08.200 --> 00:07:11.200]  而且重點不是記載使徒的事蹟
[00:07:11.200 --> 00:07:15.200]  重點是講上帝怎樣使用他的功人
[00:07:15.200 --> 00:07:17.200]  成就福音的大計
[00:07:17.200 --> 00:07:19.200]  所以《少林寺傳》有人說還未完
[00:07:19.200 --> 00:07:21.200]  第29章、第30章
[00:07:21.200 --> 00:07:23.200]  是應該你和我在教會歷史裏面
[00:07:23.200 --> 00:07:25.200]  不停地寫上去的
[00:07:25.200 --> 00:07:27.200]  我們看看《少林寺傳》第28章
[00:07:27.200 --> 00:07:32.200]  其實第16節就講到保羅進到羅馬城
[00:07:32.200 --> 00:07:34.200]  然後因為他是監犯的緣故
[00:07:34.200 --> 00:07:36.200]  所以他帶著鎖鏈
[00:07:36.200 --> 00:07:41.200]  而當時保羅似乎坐監的情況是比較理想的
[00:07:41.200 --> 00:07:44.200]  請你看第23節
[00:07:44.200 --> 00:07:48.200]  請一起讀書
[00:07:48.200 --> 00:07:51.200]  他們和保羅約定了日子
[00:07:51.200 --> 00:07:53.200]  就有許多人
[00:07:53.200 --> 00:07:56.200]  引摩西的律法和先知的書
[00:07:56.200 --> 00:07:59.200]  以耶穌的事勸勉他們
[00:07:59.200 --> 00:08:01.200]  請看第30節
[00:08:01.200 --> 00:08:03.200]  一直到這本書的結束
[00:08:03.200 --> 00:08:04.200]  第31節
[00:08:04.200 --> 00:08:05.200]  請一起讀出
[00:08:05.200 --> 00:08:08.200]  保羅在自己所租的房子裏
[00:08:08.200 --> 00:08:10.200]  住了足足兩年
[00:08:10.200 --> 00:08:13.200]  凡來見他的人他全都接待
[00:08:13.200 --> 00:08:16.200]  放膽傳講神國的道
[00:08:16.200 --> 00:08:18.200]  將主耶穌基督的事教導人
[00:08:18.200 --> 00:08:20.200]  並沒有人禁止
[00:08:20.200 --> 00:08:21.200]  你看到嗎?
[00:08:21.200 --> 00:08:22.200]  都幾有趣
[00:08:22.200 --> 00:08:23.200]  他坐監
[00:08:23.200 --> 00:08:25.200]  但自己租房住
[00:08:25.200 --> 00:08:26.200]  那麼有趣
[00:08:26.200 --> 00:08:27.200]  租房之餘
[00:08:27.200 --> 00:08:28.200]  然後這裏又說
[00:08:28.200 --> 00:08:31.200]  他被監守住
[00:08:31.200 --> 00:08:33.200]  帶著鎖鏈
[00:08:33.200 --> 00:08:34.200]  即是說有少許
[00:08:34.200 --> 00:08:36.200]  或比現在的情況差一點
[00:08:36.200 --> 00:08:39.200]  但大致上好像一種軟禁的形式
[00:08:39.200 --> 00:08:41.200]  因為他還未正式定罪
[00:08:41.200 --> 00:08:44.200]  他只是等候上訴期間
[00:08:44.200 --> 00:08:45.200]  所以他有相當的
[00:08:45.200 --> 00:08:47.200]  和監犯有不同的地方
[00:08:47.200 --> 00:08:48.200]  他可以自己租的房子
[00:08:48.200 --> 00:08:50.200]  不過仍然怕他逃走
[00:08:50.200 --> 00:08:54.200]  所以有獄卒看守住他
[00:08:54.200 --> 00:08:55.200]  在這樣的環境裏
[00:08:55.200 --> 00:08:56.200]  有很多人來探望他
[00:08:56.200 --> 00:08:57.200]  所以他仍然有機會
[00:08:57.200 --> 00:08:59.200]  去和人講福音
[00:08:59.200 --> 00:09:01.200]  包括了來探望他的人
[00:09:01.200 --> 00:09:05.200]  和看守他御刑的全軍
[00:09:05.200 --> 00:09:06.200]  御刑全軍
[00:09:06.200 --> 00:09:08.200]  我們回到菲勒比斯第一章
[00:09:08.200 --> 00:09:10.200]  菲勒比斯第一章
[00:09:10.200 --> 00:09:14.200]  御刑全軍是羅馬帝國裏
[00:09:14.200 --> 00:09:16.200]  精銳的部隊
[00:09:16.200 --> 00:09:19.200]  他們特別是守住羅馬京城
[00:09:19.200 --> 00:09:23.200]  這個地方好像是有
[00:09:23.200 --> 00:09:26.200]  在京城的皇帝或皇宮裏
[00:09:26.200 --> 00:09:28.200]  有責任的一班軍隊
[00:09:28.200 --> 00:09:33.200]  大概四個小時的一班看守
[00:09:33.200 --> 00:09:36.200]  然後和保羅鎖住手鏈
[00:09:36.200 --> 00:09:38.200]  這邊一個那邊一個
[00:09:38.200 --> 00:09:40.200]  鎖住手鏈和保羅一起
[00:09:40.200 --> 00:09:44.200]  保羅竟然將被監禁的地方
[00:09:44.200 --> 00:09:46.200]  成為一個全方位的地方
[00:09:46.200 --> 00:09:48.200]  本來是一個監倉
[00:09:48.200 --> 00:09:50.200]  現在成為一個港台
[00:09:50.200 --> 00:09:53.200]  保羅能夠將一個這樣的環境
[00:09:53.200 --> 00:09:54.200]  去改變
[00:09:54.200 --> 00:09:58.200]  然後第十四節就說
[00:09:58.200 --> 00:10:00.200]  我為福音懸顧
[00:10:00.200 --> 00:10:04.200]  結果那些人更加的
[00:10:04.200 --> 00:10:07.200]  越發的傳港神的道
[00:10:07.200 --> 00:10:09.200]  因此第十二節他這樣說
[00:10:09.200 --> 00:10:10.200]  我坐監
[00:10:10.200 --> 00:10:11.200]  我遇見這件事
[00:10:11.200 --> 00:10:13.200]  更叫福音興旺
[00:10:13.200 --> 00:10:14.200]  因為他受苦懸顧
[00:10:14.200 --> 00:10:17.200]  就見證他所信的東西是真實的
[00:10:17.200 --> 00:10:20.200]  所以其他在外面的自由基督徒
[00:10:20.200 --> 00:10:21.200]  更加熱心傳福音
[00:10:21.200 --> 00:10:22.200]  他坐監傳福音
[00:10:22.200 --> 00:10:24.200]  我更加努力傳福音
[00:10:24.200 --> 00:10:27.200]  很多時候都彼此激勵
[00:10:27.200 --> 00:10:29.200]  不知道大家有沒有聽過
[00:10:29.200 --> 00:10:31.200]  國內弟兄姊妹的見證
[00:10:31.200 --> 00:10:33.200]  他們在受逼迫困難的時候
[00:10:33.200 --> 00:10:36.200]  特別是早二三十年前的時候
[00:10:36.200 --> 00:10:37.200]  我們聽見這件事的時候
[00:10:37.200 --> 00:10:38.200]  雖然他們受困所
[00:10:38.200 --> 00:10:41.200]  我們覺得很替他們難過
[00:10:41.200 --> 00:10:43.200]  很希望他們得到自由
[00:10:43.200 --> 00:10:45.200]  不過他們在困難當中受痛苦
[00:10:45.200 --> 00:10:48.200]  反而見證在自由世界中
[00:10:48.200 --> 00:10:49.200]  更加傳福音
[00:10:49.200 --> 00:10:51.200]  保羅說因為這個緣故
[00:10:51.200 --> 00:10:54.200]  所以這件事是好事
[00:10:54.200 --> 00:10:56.200]  是不是很難呢?
[00:10:56.200 --> 00:10:58.200]  很難
[00:10:58.200 --> 00:11:01.200]  我們再看下去
[00:11:01.200 --> 00:11:04.200]  然後保羅補充一句
[00:11:04.200 --> 00:11:05.200]  他說當我坐監的時候
[00:11:05.200 --> 00:11:06.200]  更加熱心傳福音
[00:11:06.200 --> 00:11:08.200]  其實有兩類
[00:11:08.200 --> 00:11:10.200]  第十五節到第十七節
[00:11:10.200 --> 00:11:13.200]  是一個結構很精密的句子
[00:11:13.200 --> 00:11:15.200]  十五到十七節
[00:11:15.200 --> 00:11:18.200]  他有的傳基督是出於嫉妒紛爭
[00:11:18.200 --> 00:11:20.200]  這是不好的
[00:11:20.200 --> 00:11:21.200]  十五節的第一句
[00:11:21.200 --> 00:11:24.200]  有的傳基督是出於嫉妒紛爭
[00:11:24.200 --> 00:11:28.200]  然後第十五節下面那句
[00:11:28.200 --> 00:11:29.200]  也有的是出於好意
[00:11:29.200 --> 00:11:30.200]  這是好的
[00:11:30.200 --> 00:11:32.200]  然後十六節是好的
[00:11:32.200 --> 00:11:33.200]  且等出於愛心
[00:11:33.200 --> 00:11:36.200]  知道我是為辨明福音設立的
[00:11:36.200 --> 00:11:38.200]  然後十七節回到第一句不好的
[00:11:38.200 --> 00:11:40.200]  那等傳基督是出於結黨
[00:11:40.200 --> 00:11:41.200]  並不誠實
[00:11:41.200 --> 00:11:43.200]  意思是加深我困所的苦楚
[00:11:43.200 --> 00:11:45.200]  你看到結構嗎?
[00:11:45.200 --> 00:11:47.200]  這四句話
[00:11:47.200 --> 00:11:49.200]  第一句是出於嫉妒紛爭
[00:11:49.200 --> 00:11:52.200]  最後那句十七節是結黨並不誠實
[00:11:52.200 --> 00:11:54.200]  是首尾呼應的
[00:11:54.200 --> 00:11:56.200]  然後中間那兩句
[00:11:56.200 --> 00:11:58.200]  就是十五節下面那句
[00:11:58.200 --> 00:11:59.200]  是出於好意的
[00:11:59.200 --> 00:12:00.200]  十六節補充說
[00:12:00.200 --> 00:12:01.200]  好意的意思是
[00:12:01.200 --> 00:12:05.200]  他用愛心去繼續和保羅同心
[00:12:05.200 --> 00:12:07.200]  一頭一尾是說不好的
[00:12:07.200 --> 00:12:09.200]  中間那兩句是好的
[00:12:09.200 --> 00:12:12.200]  這種句子的結構在聖經經常出現
[00:12:12.200 --> 00:12:15.200]  但他用交叉式的平衡方法
[00:12:15.200 --> 00:12:18.200]  去表達一個很緊密的關係
[00:12:18.200 --> 00:12:20.200]  他說我坐牢的時間
[00:12:20.200 --> 00:12:23.200]  令到有些人更加熱心傳福音
[00:12:23.200 --> 00:12:24.200]  不過有兩類
[00:12:24.200 --> 00:12:25.200]  一類是好意的
[00:12:25.200 --> 00:12:27.200]  一類是不好意的
[00:12:27.200 --> 00:12:29.200]  是結黨、是紛爭、是疾獨
[00:12:29.200 --> 00:12:31.200]  可能我停一停去想一想
[00:12:31.200 --> 00:12:35.200]  究竟在說哪些人呢?
[00:12:35.200 --> 00:12:38.200]  哪些人會因為保羅傳福音
[00:12:38.200 --> 00:12:41.200]  因為保羅坐牢上訴到羅馬
[00:12:41.200 --> 00:12:44.200]  他們會疾度紛爭而傳揚基督呢?
[00:12:44.200 --> 00:12:48.200]  有疾度紛爭的動機去傳揚基督呢?
[00:12:48.200 --> 00:12:50.200]  究竟是哪些人呢?
[00:12:50.200 --> 00:12:54.200]  大概不是這本書的後文所說
[00:12:54.200 --> 00:12:55.200]  保羅是用一些
[00:12:55.200 --> 00:12:57.200]  用今天的說話說
[00:12:57.200 --> 00:12:58.200]  用廣東話說
[00:12:58.200 --> 00:12:59.200]  是很辣的說話
[00:12:59.200 --> 00:13:02.200]  保羅有時候的語調是相當強硬的
[00:13:02.200 --> 00:13:04.200]  譬如第三章說
[00:13:06.200 --> 00:13:10.200]  有些人要防備他
[00:13:10.200 --> 00:13:11.200]  第三章第二節說
[00:13:11.200 --> 00:13:13.200]  應當防備什麼呢?
[00:13:13.200 --> 00:13:14.200]  犬類
[00:13:14.200 --> 00:13:16.200]  罵他是狗
[00:13:16.200 --> 00:13:18.200]  這句說話是很辣的
[00:13:18.200 --> 00:13:21.200]  狗在聖經裡面有兩個用法
[00:13:21.200 --> 00:13:23.200]  一個是說家庭用的狗
[00:13:23.200 --> 00:13:25.200]  如果你還記得
[00:13:25.200 --> 00:13:27.200]  主耶穌曾經有一次
[00:13:27.200 --> 00:13:30.200]  和一個迦南婦人談道的時間
[00:13:30.200 --> 00:13:31.200]  那個婦人說
[00:13:31.200 --> 00:13:32.200]  請你可憐我女兒
[00:13:32.200 --> 00:13:34.200]  醫好我女兒的疾病
[00:13:34.200 --> 00:13:36.200]  她說不要給狗吃
[00:13:36.200 --> 00:13:38.200]  食物給疾兒吃
[00:13:38.200 --> 00:13:39.200]  不要給狗吃
[00:13:39.200 --> 00:13:41.200]  當時是引用一句諺語
[00:13:41.200 --> 00:13:42.200]  一句俗語來說
[00:13:42.200 --> 00:13:44.200]  那個狗的字
[00:13:44.200 --> 00:13:46.200]  是指家庭用的寵物
[00:13:46.200 --> 00:13:50.200]  一些養的家庭用的狗
[00:13:50.200 --> 00:13:52.200]  但這裡用的犬類
[00:13:52.200 --> 00:13:54.200]  是另一個字來的
[00:13:54.200 --> 00:13:56.200]  這個字是指一些野狗
[00:13:56.200 --> 00:13:57.200]  或者一些很兇惡
[00:13:57.200 --> 00:13:59.200]  會襲擊人的野狗
[00:13:59.200 --> 00:14:01.200]  保羅用一個很強硬的字眼說
[00:14:01.200 --> 00:14:03.200]  所以會不會是這班人呢?
[00:14:03.200 --> 00:14:07.200]  保羅說這班傳福音的人
[00:14:07.200 --> 00:14:09.200]  是出於嫉妒紛爭
[00:14:09.200 --> 00:14:11.200]  大概不是第三章所說的
[00:14:11.200 --> 00:14:12.200]  因為第三章所說的
[00:14:12.200 --> 00:14:15.200]  很明顯是傳猶太教
[00:14:15.200 --> 00:14:16.200]  就是反對基督徒
[00:14:16.200 --> 00:14:18.200]  反對耶穌基督的
[00:14:18.200 --> 00:14:19.200]  不信福音的
[00:14:19.200 --> 00:14:20.200]  他們堅守猶太教
[00:14:20.200 --> 00:14:25.200]  要受割禮的背景的猶太人
[00:14:25.200 --> 00:14:28.200]  所以他們不會去傳揚基督
[00:14:28.200 --> 00:14:29.200]  因為他們是反基督的
[00:14:29.200 --> 00:14:32.200]  所以這裡所說的嫉妒紛爭
[00:14:32.200 --> 00:14:34.200]  大概不是第三章所說的
[00:14:34.200 --> 00:14:35.200]  這班犬類
[00:14:35.200 --> 00:14:38.200]  或者傳猶太教守割禮的猶太人
[00:14:38.200 --> 00:14:39.200]  那是什麼人呢?
[00:14:39.200 --> 00:14:41.200]  他們肯定是基督徒
[00:14:41.200 --> 00:14:42.200]  因為傳揚基督
[00:14:42.200 --> 00:14:45.200]  原來羅馬教會的成立
[00:14:45.200 --> 00:14:47.200]  不是保羅建立的
[00:14:47.200 --> 00:14:48.200]  很清楚
[00:14:48.200 --> 00:14:50.200]  羅馬教會的成立是怎樣的呢?
[00:14:50.200 --> 00:14:52.200]  在《士堂傳》第二章
[00:14:52.200 --> 00:14:54.200]  看到當午秦節的時候
[00:14:54.200 --> 00:14:56.200]  有來自世界各地的地方
[00:14:56.200 --> 00:14:59.200]  大概有17個提到的地方
[00:14:59.200 --> 00:15:02.200]  去到耶路撒冷
[00:15:02.200 --> 00:15:04.200]  守猶太人的午秦節
[00:15:04.200 --> 00:15:06.200]  在他們守午秦節的時候
[00:15:06.200 --> 00:15:07.200]  聖年剛臨
[00:15:07.200 --> 00:15:08.200]  所以很多人在那裡信了主
[00:15:08.200 --> 00:15:09.200]  有三千人當晚信主
[00:15:09.200 --> 00:15:11.200]  後來更多人信主
[00:15:11.200 --> 00:15:13.200]  這三千人留在耶路撒冷學道
[00:15:13.200 --> 00:15:14.200]  後來慢慢相信
[00:15:14.200 --> 00:15:16.200]  回到自己原居地
[00:15:16.200 --> 00:15:18.200]  在這17個地方裡
[00:15:18.200 --> 00:15:20.200]  其中一個地方就是羅馬
[00:15:20.200 --> 00:15:21.200]  也就是說
[00:15:21.200 --> 00:15:23.200]  有人在教會很早期的時候
[00:15:23.200 --> 00:15:25.200]  午秦節聖年剛臨的時候
[00:15:25.200 --> 00:15:27.200]  他就在耶路撒冷信主
[00:15:27.200 --> 00:15:31.200]  後來將信徒帶回到羅馬
[00:15:31.200 --> 00:15:35.200]  在那裡成立了第一個羅馬教會
[00:15:35.200 --> 00:15:37.200]  如果這個推論是對的話
[00:15:37.200 --> 00:15:38.200]  就是說
[00:15:38.200 --> 00:15:40.200]  當保羅帶著鎖鏈
[00:15:40.200 --> 00:15:42.200]  在《士堂傳》第28章
[00:15:42.200 --> 00:15:44.200]  去到羅馬的時候
[00:15:44.200 --> 00:15:46.200]  當時已經有教會了
[00:15:46.200 --> 00:15:49.200]  現在保羅去到的時候
[00:15:49.200 --> 00:15:52.200]  如果你看羅馬書第28章
[00:15:52.200 --> 00:15:54.200]  剛才我們看了經文的上下文
[00:15:54.200 --> 00:15:56.200]  保羅去到的時候
[00:15:56.200 --> 00:15:58.200]  有很多猶太人來
[00:15:58.200 --> 00:16:01.200]  那些不是基督徒的猶太人
[00:16:01.200 --> 00:16:03.200]  他們來探望保羅
[00:16:03.200 --> 00:16:05.200]  為什麼我們的鄉里
[00:16:05.200 --> 00:16:06.200]  就是我們猶太人
[00:16:06.200 --> 00:16:09.200]  為什麼會為了宗教而走上來
[00:16:09.200 --> 00:16:14.200]  保羅就開始向這幫不是基督徒的猶太人傳福音
[00:16:14.200 --> 00:16:16.200]  然後很多人相信了
[00:16:16.200 --> 00:16:18.200]  很多人慢慢繼續去探望他
[00:16:18.200 --> 00:16:20.200]  兩年時間很多人去探望他
[00:16:20.200 --> 00:16:22.200]  就是說保羅不用走到當中
[00:16:22.200 --> 00:16:24.200]  那些人走來聽他講道
[00:16:24.200 --> 00:16:28.200]  你想想當地本來教會的人會怎麼想呢?
[00:16:28.200 --> 00:16:31.200]  你明不明白我的意思?
[00:16:31.200 --> 00:16:33.200]  在羅馬的地方有兩幫人
[00:16:33.200 --> 00:16:35.200]  一幫已經是基督徒
[00:16:35.200 --> 00:16:37.200]  在五長志聖靈降臨的時候
[00:16:37.200 --> 00:16:39.200]  他們已經將福音慢慢帶到羅馬
[00:16:39.200 --> 00:16:40.200]  他們已經成立了教會
[00:16:40.200 --> 00:16:41.200]  另外一幫猶太人
[00:16:41.200 --> 00:16:43.200]  他們還沒有相信
[00:16:43.200 --> 00:16:45.200]  反而這幫人走去探望保羅
[00:16:45.200 --> 00:16:51.200]  究竟為什麼猶太人會為宗教而坐牢呢?
[00:16:51.200 --> 00:16:52.200]  去探望他
[00:16:52.200 --> 00:16:53.200]  問他什麼事
[00:16:53.200 --> 00:17:01.200]  這幫人本來在羅馬已經是基督徒的領袖
[00:17:01.200 --> 00:17:03.200]  他們會怎麼想呢?
[00:17:03.200 --> 00:17:05.200]  我在猜想
[00:17:05.200 --> 00:17:07.200]  如果我開始的時候
[00:17:07.200 --> 00:17:09.200]  我想我應該會很關心弟兄
[00:17:09.200 --> 00:17:12.200]  弟兄真是好
[00:17:12.200 --> 00:17:17.200]  為福音緣故受苦到我們這個地方
[00:17:17.200 --> 00:17:20.200]  但慢慢開始不舒服
[00:17:20.200 --> 00:17:22.200]  他們走了到那裡
[00:17:22.200 --> 00:17:24.200]  如果不長進的人走去跟他說
[00:17:24.200 --> 00:17:26.200]  哎呀!保羅真是好
[00:17:26.200 --> 00:17:29.200]  他講道比你更好
[00:17:29.200 --> 00:17:32.200]  你猜你會有什麼感覺呢?
[00:17:32.200 --> 00:17:34.200]  我從來沒有聽過這麼好的講道
[00:17:34.200 --> 00:17:36.200]  現在我走去聽聽
[00:17:36.200 --> 00:17:38.200]  我寧願去監倉聽
[00:17:38.200 --> 00:17:40.200]  也不希望去教堂聽
[00:17:40.200 --> 00:17:45.200]  你猜當時的教會領袖會有什麼感覺呢?
[00:17:45.200 --> 00:17:47.200]  我相信不是很好受
[00:17:47.200 --> 00:17:49.200]  如果你覺得這麼小器
[00:17:49.200 --> 00:17:51.200]  不如試試代入你
[00:17:51.200 --> 00:17:53.200]  你會怎樣呢?
[00:17:53.200 --> 00:17:55.200]  你會不會也很好受呢?
[00:17:55.200 --> 00:17:57.200]  那我也去監倉一起聽
[00:17:57.200 --> 00:18:00.200]  其實那些是不行的
[00:18:00.200 --> 00:18:02.200]  你聽我的吧
[00:18:02.200 --> 00:18:06.200]  很可能保羅在說的
