
[00:00:00.000 --> 00:00:05.000]  為了不太沉重 我不穿西裝上來
[00:04:50.000 --> 00:04:54.000]  這半年教會就讀福音書
[00:04:54.000 --> 00:04:59.000]  馬太福音、馬可福音、路加福音
[00:04:59.000 --> 00:05:01.000]  一年讀一卷
[00:05:01.000 --> 00:05:03.000]  半年盡量讀完
[00:05:03.000 --> 00:05:05.000]  馬可就很容易了 十六章
[00:05:05.000 --> 00:05:09.000]  最長就是今天我們讀路加福音
[00:05:09.000 --> 00:05:11.000]  有二十四章
[00:05:11.000 --> 00:05:12.000]  不是 最長馬太福音
[00:05:12.000 --> 00:05:15.000]  二十八章 我都記錯了
[00:05:15.000 --> 00:05:17.000]  若翰福音很奇怪的
[00:05:17.000 --> 00:05:20.000]  又不放在這裡讀
[00:05:20.000 --> 00:05:22.000]  半年讀福音書
[00:05:22.000 --> 00:05:28.000]  另外那半年可以編排其他的經文
[00:05:28.000 --> 00:05:30.000]  不過不只是讀福音書
[00:05:30.000 --> 00:05:34.000]  剛才我們的次序都不太跟歷史
[00:05:34.000 --> 00:05:35.000]  我們有些改變
[00:05:35.000 --> 00:05:39.000]  福音書是最後才讀的
[00:05:39.000 --> 00:05:41.000]  讀完之後就講道
[00:05:41.000 --> 00:05:43.000]  讀福音書的時候
[00:05:43.000 --> 00:05:45.000]  不是站在台上讀
[00:05:45.000 --> 00:05:49.000]  是走進去匯眾中間
[00:05:49.000 --> 00:05:51.000]  這裡有一條柱子不太好
[00:05:51.000 --> 00:05:53.000]  如果不是你試試拿走柱子
[00:05:53.000 --> 00:05:56.000]  就應該站在中間那裡讀
[00:05:56.000 --> 00:05:58.000]  讀福音書站在中間的時候
[00:05:58.000 --> 00:06:00.000]  應該有十字架
[00:06:00.000 --> 00:06:02.000]  所以如果很大間禮拜堂
[00:06:02.000 --> 00:06:04.000]  你見到些什麼?
[00:06:04.000 --> 00:06:06.000]  你見不到讀聖經的人
[00:06:06.000 --> 00:06:08.000]  你見到的只是十字架
[00:06:08.000 --> 00:06:15.000]  這是耶穌基督的生平事蹟和教訓
[00:06:15.000 --> 00:06:18.000]  所以你聽的時候要怎樣聽?
[00:06:18.000 --> 00:06:20.000]  要站起來
[00:06:20.000 --> 00:06:23.000]  下次試試讀福音書的時候
[00:06:23.000 --> 00:06:25.000]  拿一個無線咪
[00:06:25.000 --> 00:06:28.000]  站在那裡也不太好
[00:06:28.000 --> 00:06:30.000]  我們試試坐在一邊
[00:06:30.000 --> 00:06:33.000]  站在中間拿一個無線咪
[00:06:33.000 --> 00:06:35.000]  很容易弄一個十字架
[00:06:35.000 --> 00:06:36.000]  不要弄得那麼漏
[00:06:36.000 --> 00:06:39.000]  然後你站起來聽
[00:06:39.000 --> 00:06:42.000]  你不是坐著讀
[00:06:42.000 --> 00:06:44.000]  那馬上就很不同了
[00:06:44.000 --> 00:06:47.000]  你整個身體語言
[00:06:47.000 --> 00:06:52.000]  都會很專心去聽耶穌基督有什麼教導
[00:06:52.000 --> 00:06:55.000]  這是讀聖經每一個星期日
[00:06:55.000 --> 00:07:02.000]  崇拜的中心核心焦點
[00:07:02.000 --> 00:07:04.000]  剛才考驗你了
[00:07:04.000 --> 00:07:08.000]  我們讀路加福音那段講什麼?
[00:07:08.000 --> 00:07:10.000]  忘記了
[00:07:10.000 --> 00:07:12.000]  你沒有站起來聽
[00:07:12.000 --> 00:07:13.000]  所以你就忘記了
[00:07:13.000 --> 00:07:15.000]  要不要站起來再聽一次?
[00:07:15.000 --> 00:07:16.000]  時間不夠
[00:07:16.000 --> 00:07:17.000]  很重要的
[00:07:17.000 --> 00:07:19.000]  耶穌教訓
[00:07:19.000 --> 00:07:21.000]  你聽完水過鴨背
[00:07:21.000 --> 00:07:24.000]  好像維多利亞海港那隻大黃鴨一樣
[00:07:24.000 --> 00:07:25.000]  不行的
[00:07:25.000 --> 00:07:26.000]  你要記得
[00:07:26.000 --> 00:07:30.000]  因為三年之後才會再讀
[00:07:30.000 --> 00:07:34.000]  馬太、馬可、路加
[00:07:34.000 --> 00:07:36.000]  如果照著這樣論
[00:07:36.000 --> 00:07:39.000]  三年之後你才會再讀這段經文
[00:07:39.000 --> 00:07:43.000]  所以剛才那段講什麼?路加福音
[00:07:43.000 --> 00:07:46.000]  講財主和拉薩路
[00:07:46.000 --> 00:07:48.000]  有多少人沒聽過這個故事?
[00:07:48.000 --> 00:07:50.000]  請舉手
[00:07:50.000 --> 00:07:51.000]  好
[00:07:51.000 --> 00:07:53.000]  你們每一個都聽過了
[00:07:53.000 --> 00:07:54.000]  我考你了
[00:07:54.000 --> 00:07:59.000]  這個故事講什麼?
[00:07:59.000 --> 00:08:00.000]  很難回答
[00:08:00.000 --> 00:08:01.000]  第一個問題
[00:08:01.000 --> 00:08:06.000]  認為這個故事是真事來的請舉手
[00:08:06.000 --> 00:08:07.000]  很厲害
[00:08:07.000 --> 00:08:08.000]  每一個都不敢舉手
[00:08:08.000 --> 00:08:09.000]  還撬起來
[00:08:09.000 --> 00:08:11.000]  幾次都不舉手
[00:08:11.000 --> 00:08:17.000]  認為這個故事是比喻、虛構、假的請舉手
[00:08:17.000 --> 00:08:18.000]  很厲害
[00:08:18.000 --> 00:08:20.000]  不舉手的錯了
[00:08:20.000 --> 00:08:22.000]  舉手的對了
[00:08:22.000 --> 00:08:26.000]  雖然這裡沒有說耶穌又設一個比喻說
[00:08:26.000 --> 00:08:29.000]  但是這是一個比喻
[00:08:29.000 --> 00:08:32.000]  何以見得?
[00:08:32.000 --> 00:08:33.000]  很簡單
[00:08:33.000 --> 00:08:36.000]  因為這個故事的上半
[00:08:36.000 --> 00:08:37.000]  如果是真實的
[00:08:37.000 --> 00:08:39.000]  每個人都看到財主門口有個黑衣
[00:08:39.000 --> 00:08:42.000]  但這個故事的下半呢?
[00:08:42.000 --> 00:08:44.000]  講什麼?
[00:08:44.000 --> 00:08:47.000]  講他們兩個都死了
[00:08:47.000 --> 00:08:49.000]  然後死了之後
[00:08:49.000 --> 00:08:52.000]  一個就在阿伯拉罕的懷裡
[00:08:52.000 --> 00:08:55.000]  一個就在陰間
[00:08:55.000 --> 00:08:59.000]  竟然有聊天的
[00:08:59.000 --> 00:09:01.000]  你說是不是比喻?
[00:09:01.000 --> 00:09:03.000]  你說是不是比喻來的?
[00:09:03.000 --> 00:09:08.000]  所以比喻就只有一個教訓
[00:09:08.000 --> 00:09:10.000]  你讀比喻一定要很清楚的
[00:09:10.000 --> 00:09:13.000]  我又舉另一個比喻
[00:09:13.000 --> 00:09:15.000]  如果我見到一個小朋友三歲
[00:09:15.000 --> 00:09:17.000]  很漂亮的
[00:09:17.000 --> 00:09:18.000]  我忍不住說
[00:09:18.000 --> 00:09:20.000]  你真的像我女兒小時候
[00:09:20.000 --> 00:09:21.000]  紅彤彤的
[00:09:21.000 --> 00:09:23.000]  好像蘋果一樣漂亮
[00:09:23.000 --> 00:09:25.000]  媽媽不喜歡
[00:09:25.000 --> 00:09:27.000]  媽媽說那個痘在哪裏?
[00:09:27.000 --> 00:09:29.000]  為什麼說我女兒像蘋果?
[00:09:29.000 --> 00:09:30.000]  是不是?
[00:09:30.000 --> 00:09:31.000]  你說不是的
[00:09:31.000 --> 00:09:32.000]  你誤會了
[00:09:32.000 --> 00:09:34.000]  我說她像蘋果
[00:09:34.000 --> 00:09:37.000]  只是說她的臉色紅潤
[00:09:37.000 --> 00:09:40.000]  不是說那個痘在哪裏
[00:09:40.000 --> 00:09:42.000]  你如果要問那個痘在哪裏
[00:09:42.000 --> 00:09:45.000]  你就不明白什麼叫做比喻
[00:09:45.000 --> 00:09:46.000]  懂不懂?
[00:09:46.000 --> 00:09:48.000]  所以比喻你要問到
[00:09:48.000 --> 00:09:50.000]  那個比喻比些什麼?
[00:09:50.000 --> 00:09:52.000]  這個就考你了
[00:09:52.000 --> 00:09:57.000]  財主和拉薩路的比喻比些什麼?
[00:09:57.000 --> 00:09:58.000]  你看不看到?
[00:09:58.000 --> 00:09:59.000]  你很熟悉那個故事
[00:09:59.000 --> 00:10:01.000]  剛才每個人都沒有舉手
[00:10:01.000 --> 00:10:03.000]  我再給你認一次
[00:10:03.000 --> 00:10:06.000]  不認識這個故事的請舉手
[00:10:06.000 --> 00:10:08.000]  都沒有人舉
[00:10:08.000 --> 00:10:10.000]  所以應該你出來講道
[00:10:10.000 --> 00:10:12.000]  財主和拉薩路這個比喻
[00:10:12.000 --> 00:10:16.000]  中心焦點在哪裏?
[00:10:16.000 --> 00:10:18.000]  善有善報
[00:10:18.000 --> 00:10:20.000]  惡有惡報
[00:10:20.000 --> 00:10:22.000]  財主一世
[00:10:22.000 --> 00:10:24.000]  孤寒財主
[00:10:24.000 --> 00:10:26.000]  Uncle Scrooge
[00:10:26.000 --> 00:10:30.000]  所以他就下地獄
[00:10:30.000 --> 00:10:34.000]  拉薩路是好的乞丐
[00:10:34.000 --> 00:10:36.000]  所以他就上天堂
[00:10:36.000 --> 00:10:38.000]  這是不是這個比喻的目的?
[00:10:38.000 --> 00:10:40.000]  不是的,你轉過頭來
[00:10:40.000 --> 00:10:44.000]  這個只是比喻的開場白
[00:10:44.000 --> 00:10:46.000]  有兩個人
[00:10:46.000 --> 00:10:48.000]  這兩個人你表面看
[00:10:48.000 --> 00:10:50.000]  你羨慕誰?
[00:10:50.000 --> 00:10:54.000]  結果
[00:10:54.000 --> 00:10:56.000]  出乎意料之外
[00:10:56.000 --> 00:10:58.000]  不是的,其實不是出乎意料之外的
[00:10:58.000 --> 00:11:02.000]  其實如果只是講善有善報
[00:11:02.000 --> 00:11:04.000]  財主沒有好死
[00:11:04.000 --> 00:11:06.000]  不用耶穌講比喻的
[00:11:06.000 --> 00:11:08.000]  人人都會講的
[00:11:08.000 --> 00:11:10.000]  這麼有錢的地產霸權
[00:11:10.000 --> 00:11:12.000]  看你日後怎麼壞
[00:11:12.000 --> 00:11:14.000]  人人都會講的
[00:11:14.000 --> 00:11:16.000]  去旺角就罵的
[00:11:16.000 --> 00:11:18.000]  還可以講髒話
[00:11:18.000 --> 00:11:20.000]  對不對?
[00:11:20.000 --> 00:11:22.000]  這個不用耶穌教的
[00:11:22.000 --> 00:11:24.000]  所以耶穌要講比喻
[00:11:24.000 --> 00:11:26.000]  一定有一些東西
[00:11:26.000 --> 00:11:28.000]  是別人不知道的
[00:11:28.000 --> 00:11:30.000]  是要這樣講
[00:11:30.000 --> 00:11:32.000]  你才記得的
[00:11:32.000 --> 00:11:34.000]  不過可惜你又不記得
[00:11:34.000 --> 00:11:37.000]  如果人人都知道財主沒有好報
[00:11:37.000 --> 00:11:40.000]  反而窮人將來或有好報
[00:11:40.000 --> 00:11:42.000]  這個不是耶穌的焦點
[00:11:42.000 --> 00:11:44.000]  那接著呢?
[00:11:44.000 --> 00:11:46.000]  接著就講天堂地獄了
[00:11:46.000 --> 00:11:48.000]  天堂就很安樂
[00:11:48.000 --> 00:11:50.000]  地獄裏面就受苦的
[00:11:50.000 --> 00:11:52.000]  這個用不用耶穌講的?
[00:11:52.000 --> 00:11:54.000]  不用的
[00:11:54.000 --> 00:11:56.000]  如果你年輕多幾年
[00:11:56.000 --> 00:11:58.000]  去過苦豹別墅
[00:11:58.000 --> 00:12:00.000]  你都見過的
[00:12:00.000 --> 00:12:02.000]  天堂地獄
[00:12:02.000 --> 00:12:04.000]  人人都知道的
[00:12:04.000 --> 00:12:06.000]  天堂當然是幸福
[00:12:06.000 --> 00:12:08.000]  地獄當然是受苦的
[00:12:08.000 --> 00:12:10.000]  這裏都沒有驚喜的
[00:12:10.000 --> 00:12:12.000]  所以財主在地獄裏面很乾
[00:12:12.000 --> 00:12:14.000]  叫阿伯拉罕
[00:12:14.000 --> 00:12:16.000]  差遣拉薩路
[00:12:16.000 --> 00:12:18.000]  滴水給我都好
[00:12:18.000 --> 00:12:20.000]  這個都不是耶穌要講的焦點
[00:12:20.000 --> 00:12:22.000]  或者說
[00:12:22.000 --> 00:12:24.000]  耶穌不講
[00:12:24.000 --> 00:12:26.000]  你都會講的
[00:12:26.000 --> 00:12:28.000]  哪一樣
[00:12:28.000 --> 00:12:30.000]  如果耶穌不講
[00:12:30.000 --> 00:12:32.000]  是你不懂的呢?
[00:12:32.000 --> 00:12:34.000]  那就來到
[00:12:34.000 --> 00:12:36.000]  那個比喻
[00:12:36.000 --> 00:12:38.000]  最後的結束了
[00:12:38.000 --> 00:12:40.000]  最後結束怎樣呢?
[00:12:40.000 --> 00:12:42.000]  最後結束很奇怪
[00:12:42.000 --> 00:12:44.000]  這個財主說
[00:12:44.000 --> 00:12:46.000]  既然你幫不到我
[00:12:46.000 --> 00:12:48.000]  我可不可以求你一件事呢
[00:12:48.000 --> 00:12:50.000]  阿伯拉罕 什麼事呢?
[00:12:50.000 --> 00:12:52.000]  我家裏還有
[00:12:52.000 --> 00:12:54.000]  五個兄弟
[00:12:54.000 --> 00:12:56.000]  弟弟應該是吧 他先死了
[00:12:56.000 --> 00:12:58.000]  很奇怪
[00:12:58.000 --> 00:13:00.000]  這個人在陰間裏面
[00:13:00.000 --> 00:13:02.000]  受苦 竟然掛著
[00:13:02.000 --> 00:13:04.000]  他家裏面的五個弟弟
[00:13:04.000 --> 00:13:06.000]  你會不會啊?
[00:13:06.000 --> 00:13:08.000]  你不會了
[00:13:08.000 --> 00:13:10.000]  你說恨不得他們下來陪我一起
[00:13:10.000 --> 00:13:12.000]  我落到
[00:13:12.000 --> 00:13:14.000]  這樣的地步 他們跟著來陪我
[00:13:14.000 --> 00:13:16.000]  這個是我們的想法
[00:13:16.000 --> 00:13:18.000]  但是猶太人不是的
[00:13:18.000 --> 00:13:20.000]  你其實都應該不是的
[00:13:20.000 --> 00:13:22.000]  你進了一間不好的學校
[00:13:22.000 --> 00:13:24.000]  你會不會希望你的弟弟跟著進來
[00:13:24.000 --> 00:13:26.000]  打死都不要進我這間
[00:13:26.000 --> 00:13:28.000]  去別的地方
[00:13:28.000 --> 00:13:30.000]  這個財主起碼有一點良心
[00:13:30.000 --> 00:13:32.000]  然後他就說
[00:13:32.000 --> 00:13:34.000]  阿伯拉罕 怎麼了?
[00:13:34.000 --> 00:13:36.000]  他說 你叫拉薩路回去
[00:13:36.000 --> 00:13:38.000]  跟我的兄弟說
[00:13:38.000 --> 00:13:40.000]  叫他們不要來我這裏
[00:13:40.000 --> 00:13:42.000]  這個
[00:13:42.000 --> 00:13:44.000]  大家都明白的
[00:13:44.000 --> 00:13:46.000]  這個要求是什麼意思呢?
[00:13:46.000 --> 00:13:48.000]  這個要求是
[00:13:48.000 --> 00:13:50.000]  有一個人
[00:13:50.000 --> 00:13:52.000]  從死裏面復活
[00:13:52.000 --> 00:13:54.000]  是吧 然後來敲你的門
[00:13:54.000 --> 00:13:56.000]  嘩 不是啊
[00:13:56.000 --> 00:13:58.000]  是神蹟來的
[00:13:58.000 --> 00:14:00.000]  是神蹟來的 是吧
[00:14:00.000 --> 00:14:02.000]  我們整個社會
[00:14:02.000 --> 00:14:04.000]  都在問米
[00:14:04.000 --> 00:14:06.000]  你知道什麼事嗎?
[00:14:06.000 --> 00:14:08.000]  我們大家都玩碟仙的
[00:14:08.000 --> 00:14:10.000]  你可能很久沒有玩了
[00:14:10.000 --> 00:14:12.000]  信了耶穌之後 你的同學玩的
[00:14:12.000 --> 00:14:14.000]  個個都很想知道一些東西
[00:14:14.000 --> 00:14:16.000]  是我現在不知道的
[00:14:16.000 --> 00:14:18.000]  如果是這樣
[00:14:18.000 --> 00:14:20.000]  告訴我的 正啊
[00:14:20.000 --> 00:14:22.000]  靚啊 所以這個財主說
[00:14:22.000 --> 00:14:24.000]  不如這樣吧
[00:14:24.000 --> 00:14:26.000]  你顯靈啊
[00:14:26.000 --> 00:14:28.000]  你跟我五個弟弟顯靈
[00:14:28.000 --> 00:14:30.000]  那他們就會信耶穌了
[00:14:30.000 --> 00:14:32.000]  對不對?
[00:14:32.000 --> 00:14:34.000]  耶穌說這個比喻
[00:14:34.000 --> 00:14:36.000]  最後那句說什麼呢?
[00:14:36.000 --> 00:14:40.000]  你記不記得?
[00:14:40.000 --> 00:14:42.000]  耶穌最後這個比喻
[00:14:42.000 --> 00:14:44.000]  阿伯拉罕說
[00:14:44.000 --> 00:14:46.000]  沒用的
[00:14:46.000 --> 00:14:48.000]  沒用的
[00:14:48.000 --> 00:14:50.000]  你馬上的反應
[00:14:50.000 --> 00:14:52.000]  就是說
[00:14:52.000 --> 00:14:54.000]  怎麼會沒用啊
[00:14:54.000 --> 00:14:56.000]  如果拉薩路出現在
[00:14:56.000 --> 00:14:58.000]  這個財主的家裡
[00:14:58.000 --> 00:15:00.000]  五個弟弟馬上信啊
[00:15:00.000 --> 00:15:02.000]  怎麼會沒用啊
[00:15:02.000 --> 00:15:04.000]  所以要耶穌說比喻
[00:15:04.000 --> 00:15:06.000]  所以要耶穌解釋給你聽
[00:15:06.000 --> 00:15:08.000]  是耶穌說沒用的
[00:15:08.000 --> 00:15:10.000]  不是我們
[00:15:10.000 --> 00:15:12.000]  我們個個都以為有用
[00:15:12.000 --> 00:15:14.000]  我們個個都以為
[00:15:14.000 --> 00:15:16.000]  做見證最好就找個死的
[00:15:16.000 --> 00:15:18.000]  翻生的
[00:15:18.000 --> 00:15:20.000]  神跡其事的
[00:15:20.000 --> 00:15:22.000]  一定個個都信了
[00:15:22.000 --> 00:15:24.000]  這個世界很多神跡其事的見證
[00:15:24.000 --> 00:15:26.000]  又不見全香港都信耶穌
[00:15:26.000 --> 00:15:28.000]  真是沒用的
[00:15:28.000 --> 00:15:30.000]  不過你
[00:15:30.000 --> 00:15:32.000]  總是以為有用
[00:15:32.000 --> 00:15:34.000]  你叫我去做見證
[00:15:34.000 --> 00:15:36.000]  有什麼用啊
[00:15:36.000 --> 00:15:38.000]  我這麼平凡 我這麼普通
[00:15:38.000 --> 00:15:40.000]  你找個死女翻生的啦
[00:15:40.000 --> 00:15:42.000]  你找個癌症復活的啦
[00:15:42.000 --> 00:15:44.000]  那些見證
[00:15:44.000 --> 00:15:46.000]  就很多人信耶穌
[00:15:46.000 --> 00:15:48.000]  你叫我去做見證 從來都不會找你的
[00:15:48.000 --> 00:15:50.000]  因為你沒死過翻生的嘛
[00:15:50.000 --> 00:15:54.000]  報道會的囚委聽著啦
[00:15:54.000 --> 00:15:56.000]  耶穌怎麼教我們
[00:15:56.000 --> 00:15:58.000]  沒用的
[00:15:58.000 --> 00:16:02.000]  咦 有這樣的見證
[00:16:02.000 --> 00:16:04.000]  不是
[00:16:04.000 --> 00:16:06.000]  阿伯拉罕還說了一句
[00:16:06.000 --> 00:16:08.000]  什麼有用啊
[00:16:08.000 --> 00:16:10.000]  什麼有用啊
[00:16:10.000 --> 00:16:12.000]  他說有摩西
[00:16:12.000 --> 00:16:14.000]  和先知
[00:16:14.000 --> 00:16:16.000]  那些不是
[00:16:16.000 --> 00:16:18.000]  死女翻生復活的
[00:16:18.000 --> 00:16:20.000]  神跡其事
[00:16:20.000 --> 00:16:22.000]  那些是很普通的
[00:16:22.000 --> 00:16:24.000]  聖經的教導
[00:16:24.000 --> 00:16:26.000]  是很普通的人
[00:16:26.000 --> 00:16:28.000]  他們的見證
[00:16:28.000 --> 00:16:30.000]  阿伯拉罕說
[00:16:30.000 --> 00:16:32.000]  如果你五個弟弟
[00:16:32.000 --> 00:16:34.000]  讀完聖經聽到
[00:16:34.000 --> 00:16:36.000]  這些人的見證他們不信的話
[00:16:36.000 --> 00:16:38.000]  拉薩路復活他們也不信的
[00:16:38.000 --> 00:16:40.000]  這個結論
[00:16:40.000 --> 00:16:42.000]  是耶穌
[00:16:42.000 --> 00:16:44.000]  比喻要教的重點
[00:16:44.000 --> 00:16:46.000]  因為你到現在
[00:16:46.000 --> 00:16:48.000]  你都覺得
[00:16:48.000 --> 00:16:50.000]  死人復活來做見證
[00:16:50.000 --> 00:16:52.000]  一定比我好
[00:16:52.000 --> 00:16:54.000]  這個是路加福音
[00:16:54.000 --> 00:16:56.000]  十六章 拉薩路
[00:16:56.000 --> 00:16:58.000]  和財主
[00:16:58.000 --> 00:17:00.000]  這個比喻
[00:17:00.000 --> 00:17:02.000]  的核心
[00:17:02.000 --> 00:17:04.000]  不是說
[00:17:04.000 --> 00:17:06.000]  有錢人死了之後
[00:17:06.000 --> 00:17:08.000]  會落陰間
[00:17:08.000 --> 00:17:10.000]  窮人死了之後
[00:17:10.000 --> 00:17:12.000]  上天堂
[00:17:12.000 --> 00:17:14.000]  這個不用耶穌說
[00:17:14.000 --> 00:17:16.000]  大家都知道
[00:17:16.000 --> 00:17:18.000]  不是教將來在天堂地獄之間
[00:17:18.000 --> 00:17:20.000]  有深淵
[00:17:20.000 --> 00:17:22.000]  不可以自己走來走去
[00:17:22.000 --> 00:17:24.000]  人人都知道的
[00:17:24.000 --> 00:17:26.000]  不用耶穌教的
[00:17:26.000 --> 00:17:28.000]  有良心
[00:17:28.000 --> 00:17:30.000]  希望不要跟著我去
[00:17:30.000 --> 00:17:32.000]  有時候我們都不懂
[00:17:32.000 --> 00:17:34.000]  我最近才和一個姐妹聊天
[00:17:34.000 --> 00:17:36.000]  她說我不可以信耶穌
[00:17:36.000 --> 00:17:38.000]  因為我媽媽沒有信耶穌
[00:17:38.000 --> 00:17:40.000]  我想去陪她
[00:17:40.000 --> 00:17:42.000]  你明白我的意思吧
[00:17:42.000 --> 00:17:44.000]  我想去陪她
[00:17:44.000 --> 00:17:46.000]  她很疼我
[00:17:46.000 --> 00:17:48.000]  所以我不可以信耶穌
[00:17:48.000 --> 00:17:50.000]  我看著她
[00:17:50.000 --> 00:17:52.000]  我問她媽媽想不想我陪她
[00:17:52.000 --> 00:17:54.000]  你有沒有想過這件事
[00:17:54.000 --> 00:17:56.000]  這個財主不想的
[00:17:56.000 --> 00:17:58.000]  第二
[00:17:58.000 --> 00:18:00.000]  你媽媽在哪裏
[00:18:00.000 --> 00:18:02.000]  你知不知道
