
[00:00:00.000 --> 00:00:05.240]  三分之一是有中國大陸背景
[00:01:38.240 --> 00:01:42.240]  七年前他愛母
[00:01:42.240 --> 00:01:44.240]  信主
[00:01:44.240 --> 00:01:46.240]  向她傳福音
[00:01:46.240 --> 00:01:48.240]  他和太太也信了主
[00:01:48.240 --> 00:01:49.240]  但不說出來
[00:01:49.240 --> 00:01:51.240]  信了耶穌 心知道就算了
[00:01:51.240 --> 00:01:55.240]  直到五年前
[00:01:55.240 --> 00:01:57.240]  他去美國交流
[00:01:57.240 --> 00:01:59.240]  在那邊教書
[00:01:59.240 --> 00:02:02.240]  在美國很自由
[00:02:02.240 --> 00:02:04.240]  信仰就出來了
[00:02:04.240 --> 00:02:05.240]  他回教會
[00:02:05.240 --> 00:02:06.240]  很好
[00:02:06.240 --> 00:02:07.240]  在教會裡受洗
[00:02:07.240 --> 00:02:08.240]  有一年的時間
[00:02:08.240 --> 00:02:09.240]  獎證也很好
[00:02:09.240 --> 00:02:11.240]  他回到北京後
[00:02:11.240 --> 00:02:14.240]  他加入了當地的新興教會
[00:02:14.240 --> 00:02:16.240]  即是第三類教會
[00:02:16.240 --> 00:02:18.240]  在城市裡有這些基督徒
[00:02:18.240 --> 00:02:20.240]  都是專業文士
[00:02:20.240 --> 00:02:21.240]  教授
[00:02:21.240 --> 00:02:23.240]  教會裡人不多
[00:02:23.240 --> 00:02:25.240]  但在教會裡很熱心侍奉
[00:02:25.240 --> 00:02:27.240]  查經 講道
[00:02:27.240 --> 00:02:30.240]  前三年頂尖上說
[00:02:30.240 --> 00:02:32.240]  我們需要傳導人
[00:02:32.240 --> 00:02:33.240]  教會裡沒有傳導人
[00:02:33.240 --> 00:02:35.240]  是自己帶領
[00:02:35.240 --> 00:02:37.240]  他很有恩賜
[00:02:37.240 --> 00:02:38.240]  頂尖上說
[00:02:38.240 --> 00:02:39.240]  不如你讀神學
[00:02:39.240 --> 00:02:41.240]  日後就沒養我們
[00:02:41.240 --> 00:02:43.240]  他和太太一路祈禱
[00:02:43.240 --> 00:02:45.240]  差不多兩年
[00:02:45.240 --> 00:02:48.240]  他們覺得上帝有呼召給他們
[00:02:48.240 --> 00:02:50.240]  於是他們今年決定
[00:02:50.240 --> 00:02:53.240]  放下教職
[00:02:53.240 --> 00:02:54.240]  去讀神學
[00:02:54.240 --> 00:02:56.240]  於是我就問他們
[00:02:56.240 --> 00:02:58.240]  為什麼要去那麼遠讀呢?
[00:02:58.240 --> 00:03:00.240]  為什麼有很多地方
[00:03:00.240 --> 00:03:02.240]  美國有很多神學院呢?
[00:03:02.240 --> 00:03:03.240]  他們解釋
[00:03:03.240 --> 00:03:05.240]  他們想去外國讀神學
[00:03:05.240 --> 00:03:06.240]  但他們不想讀英文
[00:03:06.240 --> 00:03:08.240]  不是說英文不行
[00:03:08.240 --> 00:03:10.240]  他們是很想在外國裡
[00:03:10.240 --> 00:03:13.240]  正式有一個大學給他們學位
[00:03:13.240 --> 00:03:15.240]  如果用中文教會更好
[00:03:15.240 --> 00:03:18.240]  我這個神學院就適合他們了
[00:03:18.240 --> 00:03:20.240]  因為我在基督教大學裡
[00:03:20.240 --> 00:03:22.240]  全加拿大只有兩間
[00:03:22.240 --> 00:03:23.240]  一間在多倫多
[00:03:23.240 --> 00:03:24.240]  一間在我這裡
[00:03:24.240 --> 00:03:26.240]  多倫多那間
[00:03:26.240 --> 00:03:27.240]  為什麼不去呢?
[00:03:27.240 --> 00:03:29.240]  因為多倫多那間和我那間不同
[00:03:29.240 --> 00:03:31.240]  多倫多那間
[00:03:31.240 --> 00:03:32.240]  讀中文不准讀英文
[00:03:32.240 --> 00:03:33.240]  讀英文不准讀中文
[00:03:33.240 --> 00:03:34.240]  完全分開了
[00:03:34.240 --> 00:03:36.240]  我這間可以讀中文
[00:03:36.240 --> 00:03:37.240]  可以讀英文
[00:03:37.240 --> 00:03:39.240]  喜歡讀的科目就讀
[00:03:39.240 --> 00:03:40.240]  是自由的
[00:03:40.240 --> 00:03:44.240]  在一個神學院裡
[00:03:44.240 --> 00:03:46.240]  他說這個很適合他
[00:03:46.240 --> 00:03:47.240]  因為他不想讀完英文
[00:03:47.240 --> 00:03:49.240]  但他又不想讀完中文
[00:03:49.240 --> 00:03:52.240]  他希望能夠有中文的神學教育
[00:03:52.240 --> 00:03:54.240]  以致他回到中國
[00:03:54.240 --> 00:03:57.240]  能夠由思維來到牧羊
[00:03:57.240 --> 00:03:59.240]  但他又想將來繼續進修
[00:03:59.240 --> 00:04:01.240]  談完之後
[00:04:01.240 --> 00:04:04.240]  我說大致上申請都可以
[00:04:04.240 --> 00:04:06.240]  不過再放在祈禱裡
[00:04:06.240 --> 00:04:08.240]  那邊神學院也收到我的指示
[00:04:08.240 --> 00:04:11.240]  開始幫他申請
[00:04:11.240 --> 00:04:12.240]  我舉個例子
[00:04:12.240 --> 00:04:14.240]  這個神學院就是這樣
[00:04:14.240 --> 00:04:19.240]  是一個去栽培本地或中國的
[00:04:19.240 --> 00:04:20.240]  願神使用
[00:04:20.240 --> 00:04:23.240]  未來我盼望學生能夠繼續讀書
[00:04:23.240 --> 00:04:26.240]  他們就可以承接神學院
[00:04:26.240 --> 00:04:27.240]  我是過渡期間
[00:04:27.240 --> 00:04:28.240]  因為我不是說普通話
[00:04:28.240 --> 00:04:30.240]  我也不是大陸人
[00:04:30.240 --> 00:04:33.240]  所以我的普通話是非常普通
[00:04:33.240 --> 00:04:34.240]  暫時先撐著
[00:04:34.240 --> 00:04:35.240]  到他們有人才
[00:04:35.240 --> 00:04:38.240]  他們就應該由他們去承接
[00:04:38.240 --> 00:04:40.240]  這是一個過渡的期間
[00:04:40.240 --> 00:04:44.240]  另外今天很開心
[00:04:44.240 --> 00:04:45.240]  是唐慶
[00:04:45.240 --> 00:04:46.240]  推介一下
[00:04:46.240 --> 00:04:48.240]  有一本書是為唐慶而寫的
[00:04:48.240 --> 00:04:49.240]  幾多週年了?
[00:04:49.240 --> 00:04:50.240]  50週年?
[00:04:50.240 --> 00:04:51.240]  57週年
[00:04:51.240 --> 00:04:55.240]  這本書是我過去在報紙上的專欄所寫的
[00:04:55.240 --> 00:04:57.240]  是給微信的人看的
[00:04:57.240 --> 00:04:59.240]  也很適合有微信的朋友
[00:04:59.240 --> 00:05:01.240]  或初信的來看
[00:05:01.240 --> 00:05:02.240]  也可以的
[00:05:03.240 --> 00:05:05.240]  好了 講到了
[00:05:05.240 --> 00:05:07.240]  今天的題目
[00:05:07.240 --> 00:05:10.240]  傳道人 傳道的人
[00:05:10.240 --> 00:05:14.240]  二而一 一而二
[00:05:14.240 --> 00:05:16.240]  我們先讀這段經文
[00:05:16.240 --> 00:05:19.240]  在哥倫多後書第八章
[00:05:19.240 --> 00:05:21.240]  如果有聖經你打開它
[00:05:21.240 --> 00:05:23.240]  我今天是和大家看聖經
[00:05:23.240 --> 00:05:25.240]  沒有powerpoint 沒有公仔看
[00:05:25.240 --> 00:05:26.240]  看聖經
[00:05:26.240 --> 00:05:31.240]  我真的以為在社區中心那裡沒有powerpoint
[00:05:31.240 --> 00:05:32.240]  沒關係 看聖經
[00:05:32.240 --> 00:05:33.240]  我們一起讀
[00:05:33.240 --> 00:05:37.240]  由哥倫多後書第八章16節到24節
[00:05:37.240 --> 00:05:38.240]  二為起
[00:05:38.240 --> 00:05:42.240]  感謝上帝把我對你們的熱忱
[00:05:42.240 --> 00:05:45.240]  同樣放在提多心裡
[00:05:45.240 --> 00:05:47.240]  他固然聽了我的勸告
[00:05:47.240 --> 00:05:49.240]  但自己更加熱心
[00:05:49.240 --> 00:05:52.240]  自願往你們那裡去
[00:05:52.240 --> 00:05:56.240]  我們還差遣一位弟兄和他同去
[00:05:56.240 --> 00:06:01.240]  這人在傳福音的事上得了眾教會的稱讚
[00:06:01.240 --> 00:06:02.240]  不但這樣
[00:06:02.240 --> 00:06:06.240]  他也被眾教會選派跟我們同行
[00:06:06.240 --> 00:06:10.240]  把所教託我們的捐款送到了
[00:06:10.240 --> 00:06:12.240]  為的是榮耀主
[00:06:12.240 --> 00:06:14.240]  也表明我們的好意
[00:06:14.240 --> 00:06:16.240]  我們這樣做
[00:06:16.240 --> 00:06:20.240]  免得有人因我們收的捐款多而挑剔我們
[00:06:20.240 --> 00:06:23.240]  我們留心做好事
[00:06:23.240 --> 00:06:25.240]  不但在主面前
[00:06:25.240 --> 00:06:27.240]  就是在人面前也是這樣
[00:06:27.240 --> 00:06:30.240]  我們又差遣一位弟兄和他
[00:06:30.240 --> 00:06:31.240]  這人的熱忱
[00:06:31.240 --> 00:06:35.240]  我們在許多事上屢次考慮過
[00:06:35.240 --> 00:06:38.240]  現在他因為深深信任你們
[00:06:38.240 --> 00:06:40.240]  就更加熱心了
[00:06:40.240 --> 00:06:41.240]  至於提多
[00:06:41.240 --> 00:06:43.240]  他是我的夥伴
[00:06:43.240 --> 00:06:46.240]  為服侍你們作我的同工
[00:06:46.240 --> 00:06:48.240]  至於那兩位弟兄
[00:06:48.240 --> 00:06:50.240]  他們是眾教會的使者
[00:06:50.240 --> 00:06:52.240]  是基督的榮耀
[00:06:52.240 --> 00:06:55.240]  所以你們務要在眾教會前
[00:06:55.240 --> 00:06:58.240]  向他們譴明你們的愛心
[00:06:58.240 --> 00:07:01.240]  和我誇獎你們的憑據
[00:07:01.240 --> 00:07:03.240]  這段經文
[00:07:03.240 --> 00:07:05.240]  我想大家不太熟悉
[00:07:05.240 --> 00:07:09.240]  是在哥倫多候書
[00:07:09.240 --> 00:07:11.240]  這個很重要的
[00:07:11.240 --> 00:07:13.240]  他說感謝上帝
[00:07:13.240 --> 00:07:17.240]  將他的熱情放在提多心裡
[00:07:17.240 --> 00:07:19.240]  他固然聽我的勸告
[00:07:19.240 --> 00:07:20.240]  自己更加熱心
[00:07:20.240 --> 00:07:22.240]  自願往你們那裡去
[00:07:22.240 --> 00:07:24.240]  你留意「自願」兩個字
[00:07:24.240 --> 00:07:28.240]  去哥倫多這個地方
[00:07:28.240 --> 00:07:31.240]  沒有什麼人想去
[00:07:31.240 --> 00:07:33.240]  什麼叫「自願」呢
[00:07:33.240 --> 00:07:35.240]  現在去一個地方
[00:07:35.240 --> 00:07:36.240]  很艱難的
[00:07:36.240 --> 00:07:37.240]  去工作 開荒吃苦
[00:07:37.240 --> 00:07:38.240]  沒人去
[00:07:38.240 --> 00:07:40.240]  我指派你去
[00:07:40.240 --> 00:07:41.240]  不去打十板
[00:07:41.240 --> 00:07:42.240]  逼你去
[00:07:42.240 --> 00:07:43.240]  這樣就不用了
[00:07:43.240 --> 00:07:44.240]  我去
[00:07:44.240 --> 00:07:45.240]  「自願」
[00:07:45.240 --> 00:07:46.240]  「自願」不是很多人想去
[00:07:46.240 --> 00:07:48.240]  但他自願去
[00:07:48.240 --> 00:07:49.240]  為什麼
[00:07:49.240 --> 00:07:51.240]  哥倫多教會
[00:07:51.240 --> 00:07:54.240]  是一個很有問題的教會
[00:07:54.240 --> 00:07:57.240]  這段是哥倫多候書
[00:07:57.240 --> 00:08:01.240]  你知道保羅在二忽所時
[00:08:01.240 --> 00:08:03.240]  哥倫多傳來很多問題
[00:08:03.240 --> 00:08:05.240]  這個教會又紛爭
[00:08:05.240 --> 00:08:06.240]  又打官司
[00:08:06.240 --> 00:08:08.240]  又拜偶像
[00:08:08.240 --> 00:08:09.240]  又姦淫
[00:08:09.240 --> 00:08:11.240]  樣樣又分黨
[00:08:11.240 --> 00:08:12.240]  又結黨
[00:08:12.240 --> 00:08:14.240]  又彼此攻擊
[00:08:14.240 --> 00:08:17.240]  什麼壞事都有了
[00:08:17.240 --> 00:08:20.240]  然後保羅就寫封信
[00:08:20.240 --> 00:08:23.240]  去責備哥倫多教會
[00:08:23.240 --> 00:08:26.240]  當時就找提摩泰帶封信去
[00:08:26.240 --> 00:08:28.240]  提摩泰去到就被他們嚇死
[00:08:28.240 --> 00:08:29.240]  那幫人很兇
[00:08:29.240 --> 00:08:30.240]  又大聲
[00:08:30.240 --> 00:08:33.240]  封信就罵哥倫多教會
[00:08:33.240 --> 00:08:35.240]  結果那封信去了哪裡呢
[00:08:35.240 --> 00:08:36.240]  沒有了
[00:08:36.240 --> 00:08:37.240]  燒了 撕了
[00:08:37.240 --> 00:08:39.240]  不知道去哪裡
[00:08:39.240 --> 00:08:41.240]  沒有改變
[00:08:41.240 --> 00:08:45.240]  保羅很失望
[00:08:45.240 --> 00:08:47.240]  再寫封信
[00:08:47.240 --> 00:08:50.240]  這次提多帶他
[00:08:50.240 --> 00:08:53.240]  提多和提摩泰有點不同
[00:08:53.240 --> 00:08:55.240]  大家都是提字
[00:08:55.240 --> 00:08:57.240]  提摩泰是溫柔
[00:08:57.240 --> 00:08:59.240]  你大聲叫他怕
[00:08:59.240 --> 00:09:03.240]  提多聖經沒有說他
[00:09:03.240 --> 00:09:05.240]  聖經只說提多去到
[00:09:05.240 --> 00:09:07.240]  做個協調工作
[00:09:07.240 --> 00:09:10.240]  而提多在那裡堅忍等候
[00:09:10.240 --> 00:09:13.240]  提多是一個不怕困難
[00:09:13.240 --> 00:09:14.240]  每一個困難都縮了
[00:09:14.240 --> 00:09:15.240]  不做了
[00:09:15.240 --> 00:09:18.240]  於是就退後了
[00:09:18.240 --> 00:09:23.240]  提多是堅忍留在哥倫多教會
[00:09:23.240 --> 00:09:26.240]  就在哥倫多教會經歷一段時間後
[00:09:26.240 --> 00:09:28.240]  悔改了
[00:09:28.240 --> 00:09:31.240]  所以後來的消息傳給保羅
[00:09:31.240 --> 00:09:34.240]  保羅就寫了哥倫多前書
[00:09:34.240 --> 00:09:36.240]  現在沒有那麼兇了
[00:09:36.240 --> 00:09:38.240]  所以封信就沒有撕了
[00:09:38.240 --> 00:09:41.240]  所以對人都沒有那麼兇了
[00:09:41.240 --> 00:09:43.240]  這封信就是哥倫多前書
[00:09:43.240 --> 00:09:47.240]  提多就留在那裡
[00:09:47.240 --> 00:09:53.240]  然後這封信在哥倫多教會傳下來
[00:09:53.240 --> 00:09:56.240]  之後消息就說他們悔改了
[00:09:56.240 --> 00:10:00.240]  悔改之後保羅就寫了哥倫多後書
[00:10:00.240 --> 00:10:04.240]  但是還沒有解決所有問題
[00:10:04.240 --> 00:10:06.240]  因為他們臭名遠播
[00:10:06.240 --> 00:10:10.240]  但是提多都願意繼續去哥倫多
[00:10:10.240 --> 00:10:12.240]  幫助他們處理他們
[00:10:12.240 --> 00:10:15.240]  所以我們看到提多這個傳道人
[00:10:15.240 --> 00:10:17.240]  他是一個很堅強的人
[00:10:17.240 --> 00:10:20.240]  如果我們再看多一點的時候
[00:10:20.240 --> 00:10:23.240]  我們會發現提多是很特別的
[00:10:23.240 --> 00:10:26.240]  提多是希臘人 不是猶太人
[00:10:26.240 --> 00:10:28.240]  他沒有受國禮
[00:10:28.240 --> 00:10:31.240]  他曾經陪保羅去耶路撒冷開大會
[00:10:31.240 --> 00:10:34.240]  始終沒有提多
[00:10:34.240 --> 00:10:37.240]  但是保羅的書信就有提
[00:10:37.240 --> 00:10:42.240]  提多處理了哥倫多教會的事情
[00:10:42.240 --> 00:10:46.240]  後來當保羅去坐牢
[00:10:46.240 --> 00:10:48.240]  提多去探望他
[00:10:48.240 --> 00:10:53.240]  保羅釋放之後又要去另一間教會
[00:10:53.240 --> 00:10:56.240]  那間教會就在格里底
[00:10:56.240 --> 00:10:58.240]  就是地中海的一個島
[00:10:58.240 --> 00:11:00.240]  那間教會又是很近的
[00:11:00.240 --> 00:11:02.240]  那怎麼近呢
[00:11:02.240 --> 00:11:04.240]  保羅就寫一封信給提多
[00:11:04.240 --> 00:11:07.240]  要好好處理格里底的教會
[00:11:07.240 --> 00:11:09.240]  因為在提多書
[00:11:09.240 --> 00:11:11.240]  保羅所說那間教會
[00:11:11.240 --> 00:11:15.240]  那幫人在提多書一章十二節
[00:11:15.240 --> 00:11:17.240]  那幫人是甚麼人呢
[00:11:17.240 --> 00:11:20.240]  他們常說謊話 說謊話
[00:11:20.240 --> 00:11:22.240]  乃是惡獸
[00:11:22.240 --> 00:11:24.240]  惡獸是很惡的
[00:11:24.240 --> 00:11:27.240]  狼 踩狼 不是羊
[00:11:27.240 --> 00:11:29.240]  有沒有聽過傳道人說
[00:11:29.240 --> 00:11:31.240]  我不是做牧羊人
[00:11:31.240 --> 00:11:33.240]  我聽過 跟公分享
[00:11:33.240 --> 00:11:37.240]  有些人說 你羊仔這麼乖
[00:11:37.240 --> 00:11:39.240]  做牧羊人
[00:11:39.240 --> 00:11:41.240]  我不是 我做牧狼人
[00:11:41.240 --> 00:11:43.240]  教會是隻隻狼 踩狼
[00:11:43.240 --> 00:11:45.240]  咬到我傷心
[00:11:45.240 --> 00:11:47.240]  這麼可怕
[00:11:47.240 --> 00:11:49.240]  幸好我們這裡沒有很多狼
[00:11:49.240 --> 00:11:51.240]  又惡又懶
[00:11:51.240 --> 00:11:53.240]  格里底怎麼說
[00:11:53.240 --> 00:11:55.240]  他是奶是惡獸 又慘又懶
[00:11:55.240 --> 00:11:57.240]  又貪吃 又餵食又懶
[00:11:57.240 --> 00:11:59.240]  就是大食懶
[00:11:59.240 --> 00:12:01.240]  不做事
[00:12:01.240 --> 00:12:03.240]  教會一章十二節
[00:12:03.240 --> 00:12:05.240]  教會怎麼做
[00:12:05.240 --> 00:12:07.240]  保羅就找提多去做
[00:12:07.240 --> 00:12:09.240]  面對這幫人不用怕
[00:12:09.240 --> 00:12:15.240]  而保羅寫給提多的卷書很短
[00:12:15.240 --> 00:12:17.240]  裡面甚麼都有
[00:12:17.240 --> 00:12:19.240]  很重要的
[00:12:19.240 --> 00:12:21.240]  例如有講到聖經
[00:12:21.240 --> 00:12:23.240]  聖經論 人論
[00:12:23.240 --> 00:12:25.240]  基督論 救恩論 教會論 末世論
[00:12:25.240 --> 00:12:29.240]  整個神學都在提多書裡面
[00:12:29.240 --> 00:12:31.240]  提多要帶著道 真理
[00:12:31.240 --> 00:12:37.240]  去牧養這麼惡的格里底教會
[00:12:37.240 --> 00:12:39.240]  那幫人又惡又大食懶
[00:12:39.240 --> 00:12:41.240]  就是需要教導
[00:12:41.240 --> 00:12:43.240]  所以保羅在提多書就濃縮了整個神學
[00:12:43.240 --> 00:12:45.240]  如果你說我要讀神學
[00:12:45.240 --> 00:12:49.240]  簡單三兩板子就可以讀完
[00:12:49.240 --> 00:12:51.240]  有提多書
[00:12:51.240 --> 00:12:53.240]  裡面甚麼都有
[00:12:53.240 --> 00:12:55.240]  整個神學齊全
[00:12:55.240 --> 00:12:59.240]  提多就帶著道去格里底
[00:12:59.240 --> 00:13:01.240]  之後怎樣 聖經沒有記載
[00:13:01.240 --> 00:13:03.240]  不過後來早期教會
[00:13:03.240 --> 00:13:05.240]  我們發現那些教會都是發展得很好
[00:13:05.240 --> 00:13:09.240]  所以提多是一個這樣的傳道人
[00:13:09.240 --> 00:13:11.240]  是一個不怕艱難
[00:13:11.240 --> 00:13:13.240]  堅忍到底 帶著神的道
[00:13:13.240 --> 00:13:15.240]  去牧養這個教會
[00:13:15.240 --> 00:13:17.240]  你想想
[00:13:17.240 --> 00:13:19.240]  是不是一個很好的傳道人
[00:13:19.240 --> 00:13:21.240]  不過這段經文重心不是講提多
[00:13:21.240 --> 00:13:23.240]  是講後面兩個人
[00:13:23.240 --> 00:13:25.240]  你就看下去
[00:13:25.240 --> 00:13:29.240]  保羅把提多引出來
[00:13:29.240 --> 00:13:31.240]  是要講後面兩個人
[00:13:31.240 --> 00:13:33.240]  後面哪兩個人呢
[00:13:33.240 --> 00:13:35.240]  十八節 你留意
[00:13:35.240 --> 00:13:39.240]  「我們還差遣一位弟兄和他同去」
[00:13:39.240 --> 00:13:41.240]  和提多一起去
[00:13:41.240 --> 00:13:43.240]  保羅要講這位弟兄
[00:13:43.240 --> 00:13:45.240]  這位弟兄叫甚麼名
[00:13:45.240 --> 00:13:49.240]  無名無姓無名氏
[00:13:49.240 --> 00:13:53.240]  他這個人在福音的事公上
[00:13:53.240 --> 00:13:55.240]  借人在傳福音的事上
[00:13:55.240 --> 00:13:57.240]  得了宗教會的稱讚
[00:13:57.240 --> 00:13:59.240]  他在傳福音的事情上
[00:13:59.240 --> 00:14:01.240]  宗教會稱讚他
[00:14:01.240 --> 00:14:03.240]  他很肯傳福音
[00:14:03.240 --> 00:14:05.240]  很肯把神的道講出去
[00:14:05.240 --> 00:14:07.240]  而得到大家認可
[00:14:07.240 --> 00:14:09.240]  宗教會不是這間教會
[00:14:09.240 --> 00:14:11.240]  是當時的教會
[00:14:11.240 --> 00:14:13.240]  不單這樣 他又被宗教會選派
[00:14:13.240 --> 00:14:15.240]  跟我們同行
[00:14:15.240 --> 00:14:19.240]  把我們交通的捐款送來了
[00:14:19.240 --> 00:14:21.240]  他不單是傳福音熱心
[00:14:21.240 --> 00:14:23.240]  他還有一個特色
[00:14:23.240 --> 00:14:25.240]  這個特色是甚麼呢
[00:14:25.240 --> 00:14:27.240]  他是誠信 爆燈
[00:14:27.240 --> 00:14:31.240]  是一個很被信任的人
[00:14:31.240 --> 00:14:35.240]  你知道當時保羅寫哥倫多後書
[00:14:35.240 --> 00:14:39.240]  差派提多去哥倫多做甚麼
[00:14:39.240 --> 00:14:41.240]  就是去收集捐款
[00:14:41.240 --> 00:14:43.240]  耶路撒冷教會大饑荒
[00:14:43.240 --> 00:14:45.240]  耶路撒冷教會的弟兄
[00:14:45.240 --> 00:14:49.240]  在一個很貧困的地方
[00:14:49.240 --> 00:14:51.240]  所以保羅寫信
[00:14:51.240 --> 00:14:57.240]  去希臘的馬其頓亞細亞教會
[00:14:57.240 --> 00:14:59.240]  說你們要籌集一些錢
[00:14:59.240 --> 00:15:02.240]  讓我們把錢帶去耶路撒冷
[00:15:02.240 --> 00:15:05.240]  來接濟耶路撒冷的信徒
[00:15:05.240 --> 00:15:07.240]  現在哥倫多這個教會
[00:15:07.240 --> 00:15:09.240]  剛才我說了很多問題
[00:15:09.240 --> 00:15:11.240]  人們又猜疑
[00:15:11.240 --> 00:15:13.240]  他們捐了很多錢
[00:15:13.240 --> 00:15:17.240]  保羅說有這個弟兄去拿錢
[00:15:17.240 --> 00:15:19.240]  沒問題 為甚麼
[00:15:19.240 --> 00:15:21.240]  因為信他
[00:15:21.240 --> 00:15:23.240]  他的聲譽這麼好
[00:15:23.240 --> 00:15:25.240]  如果有他同行
[00:15:25.240 --> 00:15:27.240]  捐錢給他是不擔心的
[00:15:27.240 --> 00:15:29.240]  因為他們怕那些人收錢
[00:15:29.240 --> 00:15:31.240]  會不會中飽私囊
[00:15:31.240 --> 00:15:33.240]  會不會拿來洗禮
[00:15:33.240 --> 00:15:35.240]  很擔心
[00:15:35.240 --> 00:15:37.240]  保羅已經很有信任
[00:15:37.240 --> 00:15:39.240]  保羅是很有信用的
[00:15:39.240 --> 00:15:41.240]  但保羅覺得不夠
[00:15:41.240 --> 00:15:43.240]  你看聖經怎麼記載
[00:15:43.240 --> 00:15:47.240]  他說他們宗教選派與我們同行
[00:15:47.240 --> 00:15:49.240]  包括保羅
[00:15:49.240 --> 00:15:51.240]  將所交通的捐款送到
[00:15:51.240 --> 00:15:53.240]  為的是榮耀主
[00:15:53.240 --> 00:15:55.240]  也表明我們好意
[00:15:55.240 --> 00:15:57.240]  送到拿了錢
[00:15:57.240 --> 00:15:59.240]  我們這樣做
[00:15:59.240 --> 00:16:01.240]  為甚麼要找這個弟兄
[00:16:01.240 --> 00:16:03.240]  第20節
[00:16:03.240 --> 00:16:05.240]  免得有人因我們收的捐款多
[00:16:05.240 --> 00:16:07.240]  而挑剔我們
[00:16:07.240 --> 00:16:09.240]  就是這個意思
[00:16:09.240 --> 00:16:11.240]  為甚麼要找這個弟兄
[00:16:11.240 --> 00:16:13.240]  因為他收了很多錢
[00:16:13.240 --> 00:16:15.240]  有他同行
[00:16:15.240 --> 00:16:17.240]  人們放心不會挑剔
[00:16:17.240 --> 00:16:19.240]  你們信不信
[00:16:19.240 --> 00:16:21.240]  這麼多錢怎麼去送
[00:16:21.240 --> 00:16:23.240]  這個人真的超級保鏢
[00:16:23.240 --> 00:16:27.240]  又能夠忠於所託
[00:16:27.240 --> 00:16:29.240]  又肯傳福音
[00:16:29.240 --> 00:16:31.240]  又有信用
[00:16:31.240 --> 00:16:33.240]  很難得
[00:16:33.240 --> 00:16:35.240]  然後21節
[00:16:35.240 --> 00:16:37.240]  有一節這麼說
[00:16:37.240 --> 00:16:39.240]  我們留心做好事
[00:16:39.240 --> 00:16:41.240]  不單在主面前
[00:16:41.240 --> 00:16:43.240]  就是在人面前
[00:16:43.240 --> 00:16:45.240]  也是這樣
[00:16:45.240 --> 00:16:47.240]  你知道教會裡
[00:16:47.240 --> 00:16:49.240]  不單在主面前
[00:16:49.240 --> 00:16:51.240]  說我很愛主
[00:16:51.240 --> 00:16:53.240]  還要通過人的考驗
[00:16:53.240 --> 00:16:55.240]  你還做得比人覺得
[00:16:55.240 --> 00:16:57.240]  你真真正正是榮主
[00:16:57.240 --> 00:16:59.240]  所以不是只說
[00:16:59.240 --> 00:17:01.240]  在主面前
[00:17:01.240 --> 00:17:03.240]  你怎樣在神面前忠心敬權
[00:17:03.240 --> 00:17:05.240]  當然很重要
[00:17:05.240 --> 00:17:07.240]  但是如果在人面前
[00:17:07.240 --> 00:17:09.240]  覺得你所做的
[00:17:09.240 --> 00:17:11.240]  是不符合的時候
[00:17:11.240 --> 00:17:13.240]  就羞辱主的名
[00:17:13.240 --> 00:17:15.240]  所以保羅說這個人
[00:17:15.240 --> 00:17:17.240]  他不單在主面前很敬權
[00:17:17.240 --> 00:17:19.240]  很愛主
[00:17:19.240 --> 00:17:21.240]  他屬靈甚好
