
[00:00:00.000 --> 00:00:05.000]  各位安,請我們同心低頭,同祈禱
[00:04:20.000 --> 00:04:23.000]  即是73%是好的
[00:04:23.000 --> 00:04:29.000]  中間的有肚子的組屬於1%
[00:04:29.000 --> 00:04:31.000]  沒有肚子的組屬於5%
[00:04:31.000 --> 00:04:34.000]  不好的有肚子的組屬於14%
[00:04:34.000 --> 00:04:37.000]  沒有肚子的組屬於22%
[00:04:37.000 --> 00:04:44.000]  這兩組的差別是P < 0.01
[00:04:44.000 --> 00:04:51.000]  或者我們不做數據或者這些都無所謂
[00:04:51.000 --> 00:04:55.000]  意思就是說差別是有相當程度的不同
[00:04:55.000 --> 00:04:58.000]  即是P < 0.1
[00:04:58.000 --> 00:05:04.000]  Dr. Birk企圖用一個比較科學的方法去證明一件事
[00:05:04.000 --> 00:05:07.000]  祈禱在治療方面是有效的
[00:05:07.000 --> 00:05:09.000]  他是用一個這樣的方法
[00:05:09.000 --> 00:05:11.000]  一個科學性的方法
[00:05:11.000 --> 00:05:14.000]  甚至在Southern Medical Journal 登了出來
[00:05:14.000 --> 00:05:16.000]  一個很有趣的研究
[00:05:16.000 --> 00:05:18.000]  是用一個科學方法去說
[00:05:18.000 --> 00:05:24.000]  禱告是對一個醫病的人有治療的功效
[00:05:24.000 --> 00:05:26.000]  我看完這個報告
[00:05:26.000 --> 00:05:28.000]  看完這篇文章的時候
[00:05:28.000 --> 00:05:31.000]  無可否認是一個很有趣的
[00:05:31.000 --> 00:05:36.000]  但是我對這個疑疑就有很多疑問
[00:05:36.000 --> 00:05:38.000]  第一個疑問就是Dr. Birk
[00:05:38.000 --> 00:05:41.000]  他的methodology我覺得有問題
[00:05:41.000 --> 00:05:43.000]  即是他用的方法研究的方法有問題
[00:05:43.000 --> 00:05:45.000]  為什麼我覺得他的研究方法有問題呢
[00:05:45.000 --> 00:05:48.000]  因為他沒有辦法知曉
[00:05:48.000 --> 00:05:53.000]  沒有禱告過組的那些人
[00:05:53.000 --> 00:05:56.000]  其實是不是真的沒有禱告呢
[00:05:56.000 --> 00:06:04.000]  他只不過是沒有將他們的名單交給他選了這一班所謂天衛
[00:06:04.000 --> 00:06:06.000]  重新帶到基督教的祈禱
[00:06:06.000 --> 00:06:08.000]  可能他自己是基督徒他有為自己祈禱呢
[00:06:08.000 --> 00:06:11.000]  可能他父母是基督徒他有為他祈禱呢
[00:06:11.000 --> 00:06:15.000]  可能他是三藩市播道會的我們有為他祈禱呢
[00:06:15.000 --> 00:06:17.000]  你無從知曉
[00:06:17.000 --> 00:06:21.000]  他只不過是當他沒有給這一班人祈禱
[00:06:21.000 --> 00:06:23.000]  就等於沒有人祈禱
[00:06:23.000 --> 00:06:24.000]  事實上未必是的
[00:06:24.000 --> 00:06:26.000]  可能有很多人祈禱的這是第一點
[00:06:26.000 --> 00:06:29.000]  他的methodology即是他的assumption說
[00:06:29.000 --> 00:06:31.000]  一個有禱告一個沒有禱告未必是真實的
[00:06:31.000 --> 00:06:34.000]  沒有禱告的組可能有很多人為他祈禱的
[00:06:34.000 --> 00:06:41.000]  所以這個assumption這個假設未必是正確的
[00:06:41.000 --> 00:06:46.000]  第二雖然這是一個double blind randomize的研究
[00:06:46.000 --> 00:06:50.000]  但始終還有很多其他的因素影響一個人的健康
[00:06:50.000 --> 00:06:52.000]  還有很多其他variables
[00:06:52.000 --> 00:06:56.000]  在這裏不只是禱告一個
[00:06:56.000 --> 00:07:01.000]  可能他的進展有沒有吃中藥或者有沒有其他
[00:07:01.000 --> 00:07:03.000]  我不知道有沒有其他
[00:07:03.000 --> 00:07:06.000]  還有很多variable影響不只是在這裏
[00:07:06.000 --> 00:07:11.000]  所以如果真的要研究一次過的研究是不夠的
[00:07:11.000 --> 00:07:15.000]  如果真的想去研究是研究repeat這個same experiment
[00:07:15.000 --> 00:07:18.000]  即是repeat這個study是十次或者八次
[00:07:18.000 --> 00:07:23.000]  而所有都是有同樣的result的時候
[00:07:23.000 --> 00:07:25.000]  可信性就大很多了
[00:07:25.000 --> 00:07:27.000]  一次過未必夠
[00:07:27.000 --> 00:07:29.000]  但事實上多到budget做了一次
[00:07:29.000 --> 00:07:31.000]  然後就沒有做了
[00:07:31.000 --> 00:07:34.000]  最後更大的問題就是神學的問題
[00:07:34.000 --> 00:07:37.000]  如果我們說禱告是有效的
[00:07:37.000 --> 00:07:40.000]  就不是100%有效
[00:07:40.000 --> 00:07:43.000]  在禱告的組裏面
[00:07:43.000 --> 00:07:47.000]  美蒙英文是有14%
[00:07:47.000 --> 00:07:52.000]  有14%的人是不好的
[00:07:52.000 --> 00:07:59.000]  而沒有禱告的組是有73%人會好的
[00:07:59.000 --> 00:08:02.000]  這樣在研究裏面
[00:08:02.000 --> 00:08:05.000]  或者在我自己的個人經歷裏面
[00:08:05.000 --> 00:08:07.000]  我都會發覺一件事
[00:08:07.000 --> 00:08:09.000]  不是100%的
[00:08:09.000 --> 00:08:11.000]  即使我用了「零」字
[00:08:11.000 --> 00:08:13.000]  我用了「零」字
[00:08:13.000 --> 00:08:15.000]  祈禱不是100%「零」
[00:08:15.000 --> 00:08:17.000]  很多時候是「零」的
[00:08:17.000 --> 00:08:19.000]  事實上有14%是「零」
[00:08:19.000 --> 00:08:21.000]  有73%不祈禱都「零」
[00:08:21.000 --> 00:08:23.000]  於是我們就會問
[00:08:23.000 --> 00:08:25.000]  為甚麼
[00:08:25.000 --> 00:08:27.000]  不單在研究裏面
[00:08:27.000 --> 00:08:29.000]  在我們個人經歷裏面
[00:08:29.000 --> 00:08:31.000]  我們都會經歷過
[00:08:31.000 --> 00:08:33.000]  你看保羅自己就知道
[00:08:33.000 --> 00:08:36.000]  司徒保羅說他身上有根刺
[00:08:36.000 --> 00:08:38.000]  他三次求神
[00:08:38.000 --> 00:08:40.000]  叫這根刺離開他
[00:08:40.000 --> 00:08:42.000]  上帝都沒有答應
[00:08:42.000 --> 00:08:44.000]  有很多解經家都認為這個刺是甚麼呢
[00:08:44.000 --> 00:08:46.000]  是眼疾
[00:08:46.000 --> 00:08:49.000]  是一種很痛的眼疾
[00:08:49.000 --> 00:08:52.000]  他痛得很厲害
[00:08:52.000 --> 00:08:54.000]  求神離開
[00:08:54.000 --> 00:08:56.000]  上帝都沒有答應
[00:08:56.000 --> 00:08:58.000]  為甚麼
[00:08:58.000 --> 00:09:00.000]  保羅禱告都不「零」
[00:09:00.000 --> 00:09:02.000]  我自己個人的經歷一樣
[00:09:02.000 --> 00:09:06.000]  四年前我媳婦有事的時候
[00:09:06.000 --> 00:09:08.000]  我們要拼命祈禱
[00:09:08.000 --> 00:09:10.000]  結果甚麼都不行
[00:09:10.000 --> 00:09:13.000]  我們有很多很多的問題存在我們裏面
[00:09:13.000 --> 00:09:16.000]  其實在神學裏面
[00:09:16.000 --> 00:09:18.000]  祈禱是有很多很多問題
[00:09:18.000 --> 00:09:20.000]  雖然我們一信耶穌的時候
[00:09:20.000 --> 00:09:22.000]  你說你要祈禱
[00:09:22.000 --> 00:09:24.000]  基督徒要祈禱
[00:09:24.000 --> 00:09:26.000]  好像你要吃飯
[00:09:26.000 --> 00:09:28.000]  但是其實祈禱有很多問題存在裏面
[00:09:28.000 --> 00:09:30.000]  我們要去解釋為甚麼呢
[00:09:30.000 --> 00:09:32.000]  有個弟兄
[00:09:32.000 --> 00:09:34.000]  他為他爸爸祈禱了15年
[00:09:34.000 --> 00:09:36.000]  希望他信耶穌
[00:09:36.000 --> 00:09:39.000]  他有很多次機會和他爸爸在那裏祈禱
[00:09:39.000 --> 00:09:41.000]  最近有一次
[00:09:41.000 --> 00:09:43.000]  他爸爸撞車死了
[00:09:43.000 --> 00:09:45.000]  未曾信耶穌就死了
[00:09:45.000 --> 00:09:47.000]  那你會問
[00:09:47.000 --> 00:09:49.000]  為甚麼會有這樣的事情發生呢
[00:09:49.000 --> 00:09:52.000]  我希望我爸爸信耶穌
[00:09:52.000 --> 00:09:54.000]  這不是不合乎神的心意嗎
[00:09:54.000 --> 00:09:56.000]  一定是合乎神的心意
[00:09:56.000 --> 00:09:59.000]  那為甚麼上帝不會聽我禱告呢
[00:09:59.000 --> 00:10:02.000]  於是我們會有很多問題存在
[00:10:02.000 --> 00:10:04.000]  另外一方面
[00:10:04.000 --> 00:10:06.000]  我們會說上帝不是擁有絕對主權嗎
[00:10:06.000 --> 00:10:10.000]  既然我們都要接受上帝擁有絕對主權
[00:10:10.000 --> 00:10:12.000]  如果上帝有絕對主權的時候
[00:10:12.000 --> 00:10:16.000]  會不會因為我們祈禱就可以叫祂改變呢
[00:10:16.000 --> 00:10:18.000]  如果我們祈禱
[00:10:18.000 --> 00:10:20.000]  我記得有一首歌
[00:10:20.000 --> 00:10:22.000]  不知道是誰唱的
[00:10:22.000 --> 00:10:24.000]  說我們祈禱可以叫上帝搖動上帝的手
[00:10:24.000 --> 00:10:26.000]  上帝就改變了
[00:10:26.000 --> 00:10:28.000]  這就是bad theology
[00:10:28.000 --> 00:10:30.000]  如果這樣說的話
[00:10:30.000 --> 00:10:32.000]  上帝隨時可以改變
[00:10:32.000 --> 00:10:34.000]  你可以改變
[00:10:34.000 --> 00:10:36.000]  那上帝的主權在哪裏呢
[00:10:36.000 --> 00:10:38.000]  上帝的君權在哪裏呢
[00:10:38.000 --> 00:10:40.000]  還有更加大的問題
[00:10:40.000 --> 00:10:42.000]  就是耶穌說的
[00:10:42.000 --> 00:10:44.000]  你們沒有祈禱以先
[00:10:44.000 --> 00:10:46.000]  你們所需要的你們一早就知道了
[00:10:46.000 --> 00:10:48.000]  還需要祈禱嗎
[00:10:48.000 --> 00:10:50.000]  我早就知道了
[00:10:50.000 --> 00:10:52.000]  如果我孫子早就知道了
[00:10:52.000 --> 00:10:54.000]  我一定不讓他吃朱古力
[00:10:54.000 --> 00:10:56.000]  他問我甚麼我都沒用
[00:10:56.000 --> 00:10:58.000]  我早就決定了不准吃朱古力
[00:10:58.000 --> 00:11:00.000]  如果我早就決定了
[00:11:00.000 --> 00:11:02.000]  我何必生日的時候還要祈禱呢
[00:11:02.000 --> 00:11:04.000]  如果你純粹以為
[00:11:04.000 --> 00:11:06.000]  祈禱是一個訴求
[00:11:06.000 --> 00:11:08.000]  是一個索求
[00:11:08.000 --> 00:11:10.000]  就有很多問題出現在我們身上
[00:11:10.000 --> 00:11:12.000]  在神學裏面是解決不了的
[00:11:12.000 --> 00:11:14.000]  所以
[00:11:14.000 --> 00:11:16.000]  我們只能夠有一個
[00:11:16.000 --> 00:11:18.000]  基本的很重要的理解
[00:11:18.000 --> 00:11:20.000]  就是我們對祈禱
[00:11:20.000 --> 00:11:22.000]  是錯誤的理解
[00:11:22.000 --> 00:11:24.000]  祈禱不是索求
[00:11:24.000 --> 00:11:26.000]  祈禱不是說
[00:11:26.000 --> 00:11:28.000]  很多東西不好
[00:11:28.000 --> 00:11:30.000]  你試試耶穌就好一點
[00:11:30.000 --> 00:11:32.000]  不是的
[00:11:32.000 --> 00:11:34.000]  這個不是祈禱
[00:11:34.000 --> 00:11:36.000]  這個不是聖經裏面所說的
[00:11:36.000 --> 00:11:38.000]  聖經裏面所說的祈禱是甚麼意思
[00:11:38.000 --> 00:11:40.000]  我想如果我們要明白
[00:11:40.000 --> 00:11:42.000]  聖經裏面所說的祈禱是甚麼意思
[00:11:42.000 --> 00:11:44.000]  最好就看看耶穌
[00:11:44.000 --> 00:11:46.000]  怎樣教我們祈禱
[00:11:46.000 --> 00:11:48.000]  所以今天我們所讀的這段聖經
[00:11:48.000 --> 00:11:50.000]  是一個很重要的一段聖經
[00:11:50.000 --> 00:11:52.000]  這段聖經就是告訴我們
[00:11:52.000 --> 00:11:54.000]  更正了我們對祈禱的觀念
[00:11:54.000 --> 00:11:56.000]  如果你和我
[00:11:56.000 --> 00:11:58.000]  以為祈禱是索取的
[00:11:58.000 --> 00:12:00.000]  是索求的
[00:12:00.000 --> 00:12:02.000]  上帝你要給我一些藥
[00:12:02.000 --> 00:12:04.000]  這時候我們就一定不行
[00:12:04.000 --> 00:12:06.000]  但是不是等於我們
[00:12:06.000 --> 00:12:08.000]  祈禱就是不求呢?那又不是
[00:12:08.000 --> 00:12:10.000]  我們最好能夠去理解
[00:12:10.000 --> 00:12:12.000]  看看今天耶穌
[00:12:12.000 --> 00:12:14.000]  教我們祈禱是甚麼意思
[00:12:14.000 --> 00:12:16.000]  首先我們看第一字
[00:12:16.000 --> 00:12:18.000]  禱告的對象
[00:12:18.000 --> 00:12:20.000]  我們在天上的父
[00:12:22.000 --> 00:12:24.000]  雖然有些古抄本
[00:12:24.000 --> 00:12:26.000]  不是用我們在天上的父
[00:12:26.000 --> 00:12:28.000]  我在天上的父
[00:12:28.000 --> 00:12:30.000]  但大多數人都以為
[00:12:30.000 --> 00:12:32.000]  這是我們在天上的父
[00:12:32.000 --> 00:12:34.000]  為甚麼我們在天上的父
[00:12:34.000 --> 00:12:36.000]  因為整個的土文裏面
[00:12:36.000 --> 00:12:38.000]  都是用plural我們
[00:12:38.000 --> 00:12:40.000]  赦免我們的罪
[00:12:40.000 --> 00:12:42.000]  叫我們遇見試探
[00:12:42.000 --> 00:12:44.000]  我們日用的飲食
[00:12:44.000 --> 00:12:46.000]  全部都是我們我們我們
[00:12:46.000 --> 00:12:48.000]  不是個人性
[00:12:48.000 --> 00:12:50.000]  這是一個很重要很重要的觀念
[00:12:50.000 --> 00:12:52.000]  是我們
[00:12:52.000 --> 00:12:54.000]  不是我
[00:12:54.000 --> 00:12:56.000]  耶穌不是說我的父
[00:12:56.000 --> 00:12:58.000]  是我們的父
[00:12:58.000 --> 00:13:00.000]  事實上在整個禱告裏面
[00:13:00.000 --> 00:13:02.000]  都是眾數的我們
[00:13:02.000 --> 00:13:04.000]  明顯告訴你
[00:13:04.000 --> 00:13:06.000]  我們的天父是我們所有人的父親
[00:13:06.000 --> 00:13:08.000]  如果天父是我們所有人的父親
[00:13:08.000 --> 00:13:10.000]  如果天父是我們所有人的父親
[00:13:10.000 --> 00:13:12.000]  你和我就是甚麼
[00:13:12.000 --> 00:13:14.000]  弟兄姊妹
[00:13:14.000 --> 00:13:16.000]  基督教有一個很重要的觀念
[00:13:16.000 --> 00:13:18.000]  不是同台吃飯
[00:13:18.000 --> 00:13:20.000]  各自修行
[00:13:20.000 --> 00:13:22.000]  不是你自己來
[00:13:22.000 --> 00:13:24.000]  你自己搞定自己
[00:13:24.000 --> 00:13:26.000]  我是和我祈禱是我自己
[00:13:26.000 --> 00:13:28.000]  不是
[00:13:28.000 --> 00:13:30.000]  基督教
[00:13:30.000 --> 00:13:32.000]  是很重視一件事
[00:13:32.000 --> 00:13:34.000]  是一個集體
[00:13:34.000 --> 00:13:36.000]  集體的敬拜
[00:13:36.000 --> 00:13:38.000]  集體的禱告
[00:13:38.000 --> 00:13:40.000]  集體的團契
[00:13:40.000 --> 00:13:42.000]  基督教不是一個很個人的
[00:13:42.000 --> 00:13:44.000]  是互為之體
[00:13:44.000 --> 00:13:46.000]  彼此同心
[00:13:46.000 --> 00:13:48.000]  所以是我們
[00:13:48.000 --> 00:13:50.000]  我們我們我們
[00:13:50.000 --> 00:13:52.000]  正如聖經所說
[00:13:52.000 --> 00:13:54.000]  一個肢體受苦整個身體受苦
[00:13:54.000 --> 00:13:56.000]  一個肢體得榮耀整個身體快樂
[00:13:56.000 --> 00:13:58.000]  我就很感受到這件事
[00:13:58.000 --> 00:14:00.000]  我就很感受到這件事
[00:14:00.000 --> 00:14:02.000]  就是
[00:14:02.000 --> 00:14:04.000]  弟兄姊妹
[00:14:04.000 --> 00:14:06.000]  一個有難的時候
[00:14:06.000 --> 00:14:08.000]  有一群人在扶立你
[00:14:08.000 --> 00:14:10.000]  所以雅各書說你們中間要有病
[00:14:10.000 --> 00:14:12.000]  就要從掌到整個教會
[00:14:12.000 --> 00:14:14.000]  來為你禱告
[00:14:14.000 --> 00:14:16.000]  來為你禱告
[00:14:16.000 --> 00:14:18.000]  你有開心的有很多人為你開心
[00:14:18.000 --> 00:14:20.000]  好像我這次回香港
[00:14:20.000 --> 00:14:22.000]  考試過了
[00:14:22.000 --> 00:14:24.000]  很多人為我開心
[00:14:24.000 --> 00:14:26.000]  好像他們還開心過我
[00:14:26.000 --> 00:14:28.000]  事實上我見到他們這麼開心
[00:14:28.000 --> 00:14:30.000]  我都很開心
[00:14:30.000 --> 00:14:32.000]  那種經歷那種感受
[00:14:32.000 --> 00:14:34.000]  你真是很覺得一個
[00:14:34.000 --> 00:14:36.000]  社群
[00:14:36.000 --> 00:14:38.000]  基督教是一個社群不是各自為政
[00:14:38.000 --> 00:14:40.000]  不單止這樣
[00:14:40.000 --> 00:14:42.000]  第二件事我們在天上的符
[00:14:42.000 --> 00:14:44.000]  天上的符
[00:14:44.000 --> 00:14:46.000]  天上的符
[00:14:46.000 --> 00:14:48.000]  我經常覺得
[00:14:48.000 --> 00:14:50.000]  我們人生裏面有兩個不同的世界
[00:14:50.000 --> 00:14:52.000]  一個是地上
[00:14:52.000 --> 00:14:54.000]  一個是天上
[00:14:54.000 --> 00:14:56.000]  地上是摸得見
[00:14:56.000 --> 00:14:58.000]  看得見
[00:14:58.000 --> 00:15:00.000]  地上是要熬世界的
[00:15:00.000 --> 00:15:02.000]  這個世界是要熬的
[00:15:02.000 --> 00:15:04.000]  你要照顧你的家庭
[00:15:04.000 --> 00:15:06.000]  在你人生裏面你會有生離死別
[00:15:06.000 --> 00:15:08.000]  有得失成敗
[00:15:08.000 --> 00:15:10.000]  你覺得這個世界很現實的
[00:15:10.000 --> 00:15:12.000]  你要交稅
[00:15:12.000 --> 00:15:14.000]  你要考試
[00:15:14.000 --> 00:15:16.000]  你要被人抄牌
[00:15:16.000 --> 00:15:18.000]  甚至你被人冤枉抄牌
[00:15:18.000 --> 00:15:20.000]  世界上有很多事是很現實的
[00:15:20.000 --> 00:15:22.000]  但是你發覺
[00:15:22.000 --> 00:15:24.000]  這個所謂現實的世界
[00:15:24.000 --> 00:15:26.000]  好像很抽象
[00:15:26.000 --> 00:15:28.000]  好像很虛妙
[00:15:28.000 --> 00:15:30.000]  你以為拿著東西很緊
[00:15:30.000 --> 00:15:32.000]  你發覺原來是肥皂
[00:15:32.000 --> 00:15:34.000]  一間間過去
[00:15:34.000 --> 00:15:36.000]  那種感受很奇怪
[00:15:36.000 --> 00:15:38.000]  我自己人回香港的時候
[00:15:38.000 --> 00:15:40.000]  我有朋友給我住的房間
[00:15:40.000 --> 00:15:42.000]  我自己人在那裏
[00:15:42.000 --> 00:15:44.000]  突然覺得太太又不在
[00:15:44.000 --> 00:15:46.000]  她又怎樣呢
[00:15:46.000 --> 00:15:48.000]  就是各種的感受
[00:15:48.000 --> 00:15:50.000]  你覺得所謂現實的世界
[00:15:50.000 --> 00:15:52.000]  又好像很不現實
[00:15:52.000 --> 00:15:54.000]  又好像很抽象
[00:15:54.000 --> 00:15:56.000]  那有另外一個世界
[00:15:56.000 --> 00:15:58.000]  聖經說有一個無形的世界
[00:15:58.000 --> 00:16:00.000]  有一個天上的世界
[00:16:00.000 --> 00:16:02.000]  摸不到
[00:16:02.000 --> 00:16:04.000]  看不到好像很抽象
[00:16:04.000 --> 00:16:06.000]  好像很不實在
[00:16:06.000 --> 00:16:08.000]  但其實是很實在的
[00:16:08.000 --> 00:16:10.000]  你又發覺很多時候
[00:16:10.000 --> 00:16:12.000]  尤其是你有孤單、寂寞
[00:16:12.000 --> 00:16:14.000]  遇到困難
[00:16:14.000 --> 00:16:16.000]  你就覺得
[00:16:16.000 --> 00:16:18.000]  上帝很近
[00:16:18.000 --> 00:16:20.000]  我就想起程翔
[00:16:20.000 --> 00:16:22.000]  程翔是一個
[00:16:22.000 --> 00:16:24.000]  很出名的新加坡時報
[00:16:24.000 --> 00:16:26.000]  海峽時報的記者
[00:16:26.000 --> 00:16:28.000]  駐守北京
[00:16:28.000 --> 00:16:30.000]  他是一個很愛國的人
[00:16:30.000 --> 00:16:32.000]  但結果被中國
[00:16:32.000 --> 00:16:34.000]  控告他是間諜
[00:16:34.000 --> 00:16:36.000]  被判坐牢
[00:16:36.000 --> 00:16:38.000]  坐牢是
[00:16:38.000 --> 00:16:40.000]  孤獨的囚禁
[00:16:40.000 --> 00:16:42.000]  一個人
[00:16:42.000 --> 00:16:44.000]  在監獄裏
[00:16:44.000 --> 00:16:46.000]  不見人
[00:16:46.000 --> 00:16:48.000]  他坐了三個月的時候
[00:16:48.000 --> 00:16:50.000]  他說他自己
[00:16:50.000 --> 00:16:52.000]  好像瘋了一樣
[00:16:52.000 --> 00:16:54.000]  開始想想死
[00:16:54.000 --> 00:16:56.000]  自殺
[00:16:56.000 --> 00:16:58.000]  他逼自己
[00:16:58.000 --> 00:17:00.000]  不可以有這樣的年代
[00:17:00.000 --> 00:17:02.000]  你想想你把自己困在一個地方
[00:17:02.000 --> 00:17:04.000]  小小的地方
[00:17:04.000 --> 00:17:06.000]  又不知道困到什麼時候
[00:17:06.000 --> 00:17:08.000]  三個月
[00:17:08.000 --> 00:17:10.000]  繼續下去
[00:17:10.000 --> 00:17:12.000]  他就要求給書來看
[00:17:12.000 --> 00:17:14.000]  他一開始看金剛經、佛經
[00:17:14.000 --> 00:17:16.000]  看了差不多幾個月
[00:17:16.000 --> 00:17:18.000]  他說被他捱了幾個月
[00:17:18.000 --> 00:17:20.000]  但不行的都解決不了
[00:17:20.000 --> 00:17:22.000]  他哥哥就給了一本聖經
[00:17:22.000 --> 00:17:24.000]  他看
[00:17:24.000 --> 00:17:26.000]  他開始看
[00:17:26.000 --> 00:17:28.000]  看一句就反駁一句
[00:17:28.000 --> 00:17:30.000]  看一句就說不合理
[00:17:30.000 --> 00:17:32.000]  反駁一句
[00:17:32.000 --> 00:17:34.000]  但他有空沒事做就繼續看下去
[00:17:34.000 --> 00:17:36.000]  一直看到約伯記苦難的時候
[00:17:36.000 --> 00:17:38.000]  他就很有興趣
[00:17:38.000 --> 00:17:40.000]  但他又看不明白
[00:17:40.000 --> 00:17:42.000]  他繼續看
[00:17:42.000 --> 00:17:44.000]  又不明白他說什麼
[00:17:44.000 --> 00:17:46.000]  但又很有興趣繼續看
[00:17:46.000 --> 00:17:48.000]  當他看到詩篇23篇的時候
