
[00:00:00.000 --> 00:00:05.340]  各位電視節目的各位朋友 您們好
[00:03:40.300 --> 00:03:44.620]  因為協助犯罪犯匿藏兇器
[00:03:44.620 --> 00:03:48.460]  法官判他同樣有罪
[00:03:48.460 --> 00:03:51.180]  法官也駁回了Dikwa
[00:03:51.180 --> 00:03:55.020]  說他進行身體和種族歧視的指控
[00:03:55.020 --> 00:03:58.220]  Dikwa被判終身監禁
[00:03:58.220 --> 00:04:01.420]  罪大延期21年
[00:04:01.420 --> 00:04:08.460]  這個謀殺案引起英國國內和國際強烈的回響
[00:04:08.460 --> 00:04:12.300]  有些英國改革黨和保守黨的政客聲稱
[00:04:12.300 --> 00:04:16.940]  應該存在極重的逆向種族歧視
[00:04:16.940 --> 00:04:20.540]  以至絕對荒謬的警察執法手段
[00:04:20.540 --> 00:04:23.820]  因偏見而帶來的悲劇
[00:04:23.820 --> 00:04:26.140]  無論當局如何解釋
[00:04:26.140 --> 00:04:28.140]  這只是個別事例
[00:04:28.140 --> 00:04:30.140]  與種族歧視無關
[00:04:30.140 --> 00:04:32.140]  但大多數英國人
[00:04:32.140 --> 00:04:34.140]  都不同意這個看法
[00:04:34.140 --> 00:04:36.140]  甚至極度憤怒
[00:04:36.140 --> 00:04:39.420]  對街頭抗議和示威多人被捕
[00:04:39.420 --> 00:04:43.820]  曾任種族平等委員會主席的Trevor Phillips
[00:04:43.820 --> 00:04:45.820]  有此說法
[00:04:45.820 --> 00:04:47.820]  他說 Henry Norvig 這案件
[00:04:47.820 --> 00:04:49.820]  令他感到非常憤怒
[00:04:49.820 --> 00:04:54.540]  因為只有眾多基於種族對人做出錯誤的判斷
[00:04:54.540 --> 00:04:59.180]  導致年輕人的生命喪失的案例之一
[00:04:59.180 --> 00:05:04.060]  如果當局不重視解決這個基本的種族問題
[00:05:04.060 --> 00:05:07.580]  恐怕類似的事情會繼續出現
[00:05:07.580 --> 00:05:11.500]  事實上在美國或其他西方國家
[00:05:11.500 --> 00:05:14.220]  特別是在歐洲的國家
[00:05:14.220 --> 00:05:16.700]  全部都有這樣的情形發生
[00:05:16.700 --> 00:05:20.860]  無論是種族歧視或種族逆向歧視
[00:05:20.860 --> 00:05:25.100]  充斥整個社會和世界
[00:05:25.100 --> 00:05:27.500]  究竟我們作為基督徒
[00:05:27.500 --> 00:05:29.500]  有何看法呢?
[00:05:29.500 --> 00:05:32.380]  猶太人在傳統有兩個大問題
[00:05:32.380 --> 00:05:35.900]  第一 他對外邦人似乎有些輕悍
[00:05:35.900 --> 00:05:37.900]  他指揮是神的選民
[00:05:37.900 --> 00:05:41.340]  外邦人不是神揀選的族類
[00:05:41.340 --> 00:05:44.300]  甚至有些極端的保守分子
[00:05:44.300 --> 00:05:46.300]  以為外邦人是次等的
[00:05:46.300 --> 00:05:48.700]  和神的歌頌無分的
[00:05:48.700 --> 00:05:50.700]  或者舊約聖經
[00:05:50.700 --> 00:05:52.700]  你驟然看來
[00:05:52.700 --> 00:05:54.700]  好像有一種這樣的印象
[00:05:54.700 --> 00:05:57.820]  就好像你們進入了這個迦南地
[00:05:57.820 --> 00:06:01.180]  要將外邦人完全毀滅和驅走
[00:06:01.180 --> 00:06:05.020]  聽來好像有種族清洗的殘忍
[00:06:05.020 --> 00:06:07.020]  但我們要明白
[00:06:07.020 --> 00:06:09.820]  聖經的重點是神學
[00:06:09.820 --> 00:06:12.860]  是宗教原因而不是種族原因
[00:06:12.860 --> 00:06:14.860]  換句話說
[00:06:14.860 --> 00:06:16.860]  神不是恐怕猶太人的血統
[00:06:16.860 --> 00:06:18.860]  或者基因受到污染
[00:06:18.860 --> 00:06:21.580]  而是恐怕他們的信仰受到污染
[00:06:21.580 --> 00:06:24.220]  而《詩詩記》三章十一節
[00:06:24.220 --> 00:06:26.220]  正好講明這一點
[00:06:26.220 --> 00:06:29.340]  因為出現《詩詩記》名單當中
[00:06:29.340 --> 00:06:32.220]  竟然出現一個外邦人
[00:06:32.220 --> 00:06:34.940]  做了以色列人的士司
[00:06:34.940 --> 00:06:36.940]  她的名字叫沙加
[00:06:36.940 --> 00:06:38.940]  猶太人第二個問題
[00:06:38.940 --> 00:06:40.940]  是對理性的看法
[00:06:40.940 --> 00:06:42.940]  對傳統的猶太人當中
[00:06:42.940 --> 00:06:44.940]  女性似乎是受到歧視的
[00:06:44.940 --> 00:06:46.940]  做妻子一定要順服丈夫
[00:06:46.940 --> 00:06:48.940]  但在《詩詩記》行列裏
[00:06:48.940 --> 00:06:50.940]  我們竟然發覺
[00:06:50.940 --> 00:06:52.940]  一個女人做了士司
[00:06:52.940 --> 00:06:54.940]  她叫黎波拉
[00:06:54.940 --> 00:06:57.820]  這裏講明聖經並不是輕看婦女
[00:06:57.820 --> 00:07:00.380]  正如她不輕看外邦人一樣
[00:07:00.380 --> 00:07:02.380]  《詩詩記》三章十一節
[00:07:02.380 --> 00:07:04.380]  是講迦沙
[00:07:04.380 --> 00:07:06.380]  一個外邦人
[00:07:06.380 --> 00:07:08.380]  成為以色列人的士司
[00:07:08.380 --> 00:07:10.380]  《詩詩記》第四章第五節
[00:07:10.380 --> 00:07:12.380]  是講迪波拉
[00:07:12.380 --> 00:07:14.380]  是一個女性的士司
[00:07:14.380 --> 00:07:16.380]  今天我們先看看
[00:07:16.380 --> 00:07:18.380]  迦沙的剪影
[00:07:18.380 --> 00:07:20.380]  最後我們先看看
[00:07:20.380 --> 00:07:22.380]  迪波拉的故事
[00:07:22.380 --> 00:07:24.380]  首先我們看看沙加何許人也
[00:07:24.380 --> 00:07:26.380]  沙加這個名字
[00:07:26.380 --> 00:07:28.380]  顯然不是希伯來的名字
[00:07:28.380 --> 00:07:30.380]  很有可能
[00:07:30.380 --> 00:07:32.380]  是迦南人的名字
[00:07:32.380 --> 00:07:34.380]  也有可能
[00:07:34.380 --> 00:07:36.380]  是屬於Burian一個人種
[00:07:36.380 --> 00:07:38.380]  來自米索不達米亞
[00:07:38.380 --> 00:07:40.380]  一個西北族的人
[00:07:40.380 --> 00:07:42.380]  無論哪裏也好
[00:07:42.380 --> 00:07:44.380]  很明顯不是一個猶太人
[00:07:44.380 --> 00:07:46.380]  《詩詩記》三十一節
[00:07:46.380 --> 00:07:48.380]  說他是阿拿的兒子
[00:07:48.380 --> 00:07:50.380]  阿拿這個名字
[00:07:50.380 --> 00:07:52.380]  是迦南愛神戰神的名字
[00:07:52.380 --> 00:07:54.380]  考古學曾經在
[00:07:54.380 --> 00:07:56.380]  希伯來人遺留下來的戰中
[00:07:56.380 --> 00:07:58.380]  刻有阿拿的名字
[00:07:58.380 --> 00:08:00.380]  所以種種跡象
[00:08:00.380 --> 00:08:02.380]  告訴我們
[00:08:02.380 --> 00:08:04.380]  沙加實在不是一個猶太人
[00:08:04.380 --> 00:08:06.380]  而是一個外邦人
[00:08:06.380 --> 00:08:08.380]  而神警用一個外邦人
[00:08:08.380 --> 00:08:10.380]  做了以色列人的士司
[00:08:10.380 --> 00:08:12.380]  拯救了以色列人
[00:08:12.380 --> 00:08:14.380]  究竟沙加
[00:08:14.380 --> 00:08:16.380]  是何時做士司呢?
[00:08:16.380 --> 00:08:18.380]  三章第三十節告訴我們
[00:08:18.380 --> 00:08:20.380]  當以色列人制服了摩訶後
[00:08:20.380 --> 00:08:22.380]  過了太平洋八十年
[00:08:22.380 --> 00:08:24.380]  其中一節又告訴我們
[00:08:24.380 --> 00:08:26.380]  以弗之後
[00:08:26.380 --> 00:08:28.380]  以色列人又行耶和華
[00:08:28.380 --> 00:08:30.380]  眼中看為惡的事
[00:08:30.380 --> 00:08:32.380]  如果八十年來都是國中太平
[00:08:32.380 --> 00:08:34.380]  沙加一定不是在這八十年內
[00:08:34.380 --> 00:08:36.380]  做士司拯救以色列人
[00:08:36.380 --> 00:08:38.380]  所以我們相信
[00:08:38.380 --> 00:08:40.380]  他一定是在以弗之後
[00:08:40.380 --> 00:08:42.380]  底波拉之前的人
[00:08:42.380 --> 00:08:44.380]  所以三十一節
[00:08:44.380 --> 00:08:46.380]  沒有說明沙加
[00:08:46.380 --> 00:08:48.380]  是打勝非利人
[00:08:48.380 --> 00:08:50.380]  之後享有
[00:08:50.380 --> 00:08:52.380]  多少年的太平
[00:08:52.380 --> 00:08:54.380]  底波拉、基地
[00:08:54.380 --> 00:08:56.380]  和參孫
[00:08:56.380 --> 00:08:58.380]  都是以色列的士司
[00:08:58.380 --> 00:09:00.380]  我們經常聽見他們的故事
[00:09:00.380 --> 00:09:02.380]  他們的事跡記載在聖經裏
[00:09:02.380 --> 00:09:04.380]  很多很多的章節
[00:09:04.380 --> 00:09:06.380]  在漫長的歷史長河當中
[00:09:06.380 --> 00:09:08.380]  他們的豐功偉績
[00:09:08.380 --> 00:09:10.380]  被描繪綿延數公尺的
[00:09:10.380 --> 00:09:12.380]  巨幅圖畫
[00:09:12.380 --> 00:09:14.380]  但是沙加又怎樣呢?
[00:09:14.380 --> 00:09:16.380]  沙加好像
[00:09:16.380 --> 00:09:18.380]  不見不見
[00:09:18.380 --> 00:09:20.380]  就好像
[00:09:20.380 --> 00:09:22.380]  一個細到像郵票那麼小的經幅
[00:09:22.380 --> 00:09:24.380]  在整本的
[00:09:24.380 --> 00:09:26.380]  士司記裏面
[00:09:26.380 --> 00:09:28.380]  只有一節聖經
[00:09:28.380 --> 00:09:30.380]  三章三十一節提及沙加
[00:09:30.380 --> 00:09:32.380]  三十一節說
[00:09:32.380 --> 00:09:34.380]  以弗之後
[00:09:34.380 --> 00:09:36.380]  阿蘭的兒子沙加來了
[00:09:36.380 --> 00:09:38.380]  他用趕牛棍
[00:09:38.380 --> 00:09:40.380]  殺死六百個非利人
[00:09:40.380 --> 00:09:42.380]  他也拯救了
[00:09:42.380 --> 00:09:44.380]  以色列
[00:09:44.380 --> 00:09:46.380]  就是一節而已
[00:09:46.380 --> 00:09:48.380]  很多時候
[00:09:48.380 --> 00:09:50.380]  我們就略略回答就算了
[00:09:50.380 --> 00:09:52.380]  沒想到
[00:09:52.380 --> 00:09:54.380]  當你放大了這個郵票那麼大的篇幅
[00:09:54.380 --> 00:09:56.380]  的時候
[00:09:56.380 --> 00:09:58.380]  這幅是完全不尋常的圖畫
[00:09:58.380 --> 00:10:00.380]  其中含有
[00:10:00.380 --> 00:10:02.380]  極之豐富的訊息
[00:10:02.380 --> 00:10:04.380]  值得我們花時間
[00:10:04.380 --> 00:10:06.380]  細細品味
[00:10:06.380 --> 00:10:08.380]  每一串所記載的
[00:10:08.380 --> 00:10:10.380]  士司記被認為
[00:10:10.380 --> 00:10:12.380]  保留了相當多的
[00:10:12.380 --> 00:10:14.380]  歷史細節
[00:10:14.380 --> 00:10:16.380]  他也包含了詩歌
[00:10:16.380 --> 00:10:18.380]  誇張的修辭
[00:10:18.380 --> 00:10:20.380]  和神學觀點
[00:10:20.380 --> 00:10:22.380]  士司記最出名的詩歌
[00:10:22.380 --> 00:10:24.380]  就是《底波拉之歌》第五章
[00:10:24.380 --> 00:10:26.380]  他被廣泛認為
[00:10:26.380 --> 00:10:28.380]  是聖經最早的詩歌之一
[00:10:28.380 --> 00:10:30.380]  這一首早期耶和華
[00:10:30.380 --> 00:10:32.380]  詩歌的範例
[00:10:32.380 --> 00:10:34.380]  一些學者認為是創作在公元前
[00:10:34.380 --> 00:10:36.380]  1100年
[00:10:36.380 --> 00:10:38.380]  被考古學證實以色列定居的時間
[00:10:38.380 --> 00:10:40.380]  是晚了一點點
[00:10:40.380 --> 00:10:42.380]  當我們閱讀
[00:10:42.380 --> 00:10:44.380]  《底波拉之歌》的時候
[00:10:44.380 --> 00:10:46.380]  就會發現
[00:10:46.380 --> 00:10:48.380]  有一段聖經
[00:10:48.380 --> 00:10:50.380]  就是士司記第五章第六節
[00:10:50.380 --> 00:10:52.380]  在阿拿的兒子沙加的時候
[00:10:52.380 --> 00:10:54.380]  又有雅益在位的時候
[00:10:54.380 --> 00:10:56.380]  帶隊無人行走
[00:10:56.380 --> 00:10:58.380]  到時繞道而行
[00:10:58.380 --> 00:11:00.380]  由此可見
[00:11:00.380 --> 00:11:02.380]  沙加一定是
[00:11:02.380 --> 00:11:04.380]  活在爾忽之後
[00:11:04.380 --> 00:11:06.380]  底波拉之前的一段時間
[00:11:06.380 --> 00:11:08.380]  底波拉的歌
[00:11:08.380 --> 00:11:10.380]  是創作在公元前
[00:11:10.380 --> 00:11:12.380]  1100年左右
[00:11:12.380 --> 00:11:14.380]  沙加應該
[00:11:14.380 --> 00:11:16.380]  是早過這一段時間
[00:11:16.380 --> 00:11:18.380]  他的名字
[00:11:18.380 --> 00:11:20.380]  是甚麼來的呢?
[00:11:20.380 --> 00:11:22.380]  如果你查閱希伯來聖經
[00:11:22.380 --> 00:11:24.380]  你會發現整本聖經
[00:11:24.380 --> 00:11:26.380]  是沒有一個叫
[00:11:26.380 --> 00:11:28.380]  沙加的名字
[00:11:28.380 --> 00:11:30.380]  如果這是一個希伯來的
[00:11:30.380 --> 00:11:32.380]  名字我們或許會
[00:11:32.380 --> 00:11:34.380]  看到就好像我們中國人
[00:11:34.380 --> 00:11:36.380]  你看到的星辰
[00:11:36.380 --> 00:11:38.380]  一定是知道是中國人
[00:11:38.380 --> 00:11:40.380]  這個星從來沒有出現
[00:11:40.380 --> 00:11:42.380]  所有典型都沒有出現
[00:11:42.380 --> 00:11:44.380]  你知道這個肯定不是漢人
[00:11:44.380 --> 00:11:46.380]  事實上就是這樣
[00:11:46.380 --> 00:11:48.380]  Shemga這個字
[00:11:48.380 --> 00:11:50.380]  不是閃米特語
[00:11:50.380 --> 00:11:52.380]  很可能是狐利安語
[00:11:52.380 --> 00:11:54.380]  大概是公元前
[00:11:54.380 --> 00:11:56.380]  1550年
[00:11:56.380 --> 00:11:58.380]  被以色列定居在迦南地
[00:11:58.380 --> 00:12:00.380]  更早二百多年
[00:12:00.380 --> 00:12:02.380]  大部分的
[00:12:02.380 --> 00:12:04.380]  狐利安人
[00:12:04.380 --> 00:12:06.380]  二百年前已經湧入迦南
[00:12:06.380 --> 00:12:08.380]  因此
[00:12:08.380 --> 00:12:10.380]  名字Shemga
[00:12:10.380 --> 00:12:12.380]  很明顯不是希伯來的文字
[00:12:12.380 --> 00:12:14.380]  沙加
[00:12:14.380 --> 00:12:16.380]  一個外邦人
[00:12:16.380 --> 00:12:18.380]  一個迦南人
[00:12:18.380 --> 00:12:20.380]  竟然做了以色列人的
[00:12:20.380 --> 00:12:22.380]  事事
[00:12:22.380 --> 00:12:24.380]  我們看看他如何拯救以色列民族
[00:12:24.380 --> 00:12:26.380]  我叫牛軍救國
[00:12:26.380 --> 00:12:28.380]  下一節告訴你
[00:12:28.380 --> 00:12:30.380]  以色列主要的敵人
[00:12:30.380 --> 00:12:32.380]  是菲利士人
[00:12:32.380 --> 00:12:34.380]  事實上菲利士人是以色列的
[00:12:34.380 --> 00:12:36.380]  以後的記載
[00:12:36.380 --> 00:12:38.380]  我們經常看到
[00:12:38.380 --> 00:12:40.380]  以色列人和菲利士人的
[00:12:40.380 --> 00:12:42.380]  鬥爭
[00:12:42.380 --> 00:12:44.380]  他們本來是水上人
[00:12:44.380 --> 00:12:46.380]  被埃及人趕散
[00:12:46.380 --> 00:12:48.380]  移居到巴勒斯坦一帶
[00:12:48.380 --> 00:12:50.380]  大多數聚居在沿海一帶
[00:12:50.380 --> 00:12:52.380]  其中主要有五個城鎮
[00:12:52.380 --> 00:12:54.380]  是沿岸的城鎮
[00:12:54.380 --> 00:12:56.380]  每個城鎮都有自己王的統治
[00:12:56.380 --> 00:12:58.380]  他們的定居
[00:12:58.380 --> 00:13:00.380]  在巴勒斯坦
[00:13:00.380 --> 00:13:02.380]  由於他們懂得用鐵器
[00:13:02.380 --> 00:13:04.380]  以至他們的軍事實力
[00:13:04.380 --> 00:13:06.380]  是非常強的
[00:13:06.380 --> 00:13:08.380]  日後成為了以色列人的敵人
[00:13:08.380 --> 00:13:12.380]  聖經告訴我們
[00:13:12.380 --> 00:13:14.380]  以弗之後
[00:13:14.380 --> 00:13:16.380]  有阿拿的兒子
[00:13:16.380 --> 00:13:18.380]  他用趕牛的棍
[00:13:18.380 --> 00:13:20.380]  打死了六百個菲利士人
[00:13:20.380 --> 00:13:22.380]  他也救了以色列人
[00:13:22.380 --> 00:13:24.380]  聖經告訴我們
[00:13:24.380 --> 00:13:26.380]  他所用的武器非常古怪
[00:13:26.380 --> 00:13:28.380]  是用趕牛的棍
[00:13:28.380 --> 00:13:30.380]  打死了六百個菲利士人
[00:13:30.380 --> 00:13:32.380]  為什麼會用這麼古怪的武器
[00:13:32.380 --> 00:13:34.380]  來擊退菲利士人呢?
[00:13:34.380 --> 00:13:36.380]  為什麼這樣的武器
[00:13:36.380 --> 00:13:38.380]  可以擊退強敵呢?
[00:13:38.380 --> 00:13:40.380]  首先我們來看看
[00:13:40.380 --> 00:13:42.380]  牛棍是什麼呢?
[00:13:42.380 --> 00:13:44.380]  它是一條長棍
[00:13:44.380 --> 00:13:46.380]  大概有2吋的粗
[00:13:46.380 --> 00:13:48.380]  另外一邊是尖的
[00:13:48.380 --> 00:13:50.380]  在傳統的農業當中
[00:13:50.380 --> 00:13:52.380]  通常會用這些棍
[00:13:52.380 --> 00:13:54.380]  來趕牛群
[00:13:54.380 --> 00:13:56.380]  或者在牛耕田的時候
[00:13:56.380 --> 00:13:58.380]  會用這些棍
[00:13:58.380 --> 00:14:00.380]  像鞭子一樣
[00:14:00.380 --> 00:14:02.380]  鞭打他們
[00:14:02.380 --> 00:14:04.380]  引領他們去走
[00:14:04.380 --> 00:14:06.380]  在希伯來文當中
[00:14:06.380 --> 00:14:08.380]  牛棍這個字叫Namek
[00:14:08.380 --> 00:14:10.380]  這個字由兩個部分組成
[00:14:10.380 --> 00:14:12.380]  前面是Mame
[00:14:12.380 --> 00:14:14.380]  表示場所或者地點的意思
[00:14:14.380 --> 00:14:16.380]  下面的字根是Namek
[00:14:16.380 --> 00:14:18.380]  Namek的意思就是
[00:14:18.380 --> 00:14:20.380]  教導、訓練、管教
[00:14:20.380 --> 00:14:22.380]  中亞維尼亞人
[00:14:22.380 --> 00:14:24.380]  通常會用Namek
[00:14:24.380 --> 00:14:26.380]  來表達管教
[00:14:26.380 --> 00:14:28.380]  中亞維尼亞人可以說
[00:14:28.380 --> 00:14:30.380]  牛棍代表了教導
[00:14:30.380 --> 00:14:32.380]  或者管教的場所
[00:14:32.380 --> 00:14:34.380]  這就是牛棍的用途
[00:14:34.380 --> 00:14:36.380]  在傳統農業的社會中
[00:14:36.380 --> 00:14:38.380]  我們經常看到
[00:14:38.380 --> 00:14:40.380]  農民是用這些牛棍
[00:14:40.380 --> 00:14:42.380]  來訓練
[00:14:42.380 --> 00:14:44.380]  那些牛來拉車
[00:14:44.380 --> 00:14:46.380]  但是
[00:14:46.380 --> 00:14:48.380]  Namek的意思
[00:14:48.380 --> 00:14:50.380]  不是僅僅限於
[00:14:50.380 --> 00:14:52.380]  訓練動物
[00:14:52.380 --> 00:14:54.380]  他們也可以隱身成為
[00:14:54.380 --> 00:14:56.380]  訓練和門徒訓練的學生
[00:14:56.380 --> 00:14:58.380]  因此
[00:14:58.380 --> 00:15:00.380]  驅散就是
[00:15:00.380 --> 00:15:02.380]  教導
[00:15:02.380 --> 00:15:04.380]  為了指明這一點
[00:15:04.380 --> 00:15:06.380]  我們來看看第二個很重要的字
[00:15:06.380 --> 00:15:08.380]  這個字翻譯出來
[00:15:08.380 --> 00:15:10.380]  就是擊殺
[00:15:10.380 --> 00:15:12.380]  擊殺是什麼意思呢
[00:15:12.380 --> 00:15:14.380]  用趕牛棍打死了
[00:15:14.380 --> 00:15:16.380]  六百個菲律斯人
[00:15:16.380 --> 00:15:18.380]  打死就是擊殺
[00:15:18.380 --> 00:15:20.380]  在希伯來文擊殺就是Naka
[00:15:20.380 --> 00:15:22.380]  這個字是用來描述
[00:15:22.380 --> 00:15:24.380]  一個很大的反力
[00:15:24.380 --> 00:15:26.380]  主動的消除
[00:15:26.380 --> 00:15:28.380]  來迎擊
[00:15:28.380 --> 00:15:30.380]  一股勢力的過程
[00:15:30.380 --> 00:15:32.380]  Naka在
[00:15:32.380 --> 00:15:34.380]  舊的聖經裏面
[00:15:34.380 --> 00:15:36.380]  出現過幾段非常著名的聖經
[00:15:36.380 --> 00:15:38.380]  撒姆爾基相
[00:15:38.380 --> 00:15:40.380]  第十七章四十九節
[00:15:40.380 --> 00:15:42.380]  大衛遇到五顆石頭
[00:15:42.380 --> 00:15:44.380]  是Naka了
[00:15:44.380 --> 00:15:46.380]  擊殺了哥尼亞
[00:15:46.380 --> 00:15:48.380]  就是Naka這個字
[00:15:48.380 --> 00:15:50.380]  在文素記二十章
[00:15:50.380 --> 00:15:52.380]  十一節波西舉手
[00:15:52.380 --> 00:15:54.380]  用個杖
[00:15:54.380 --> 00:15:56.380]  擊打盤石兩下
[00:15:56.380 --> 00:15:58.380]  水就出來了
[00:15:58.380 --> 00:16:00.380]  擊打這個字就是Naka這個字
[00:16:00.380 --> 00:16:02.380]  所以
[00:16:02.380 --> 00:16:04.380]  Naka這個字
[00:16:04.380 --> 00:16:06.380]  不單是擊退敵人
[00:16:06.380 --> 00:16:08.380]  也是拯救了神的子民
[00:16:08.380 --> 00:16:10.380]  好像波西
[00:16:10.380 --> 00:16:12.380]  打擊盤石水就出來
[00:16:12.380 --> 00:16:14.380]  以致他們不會渴
[00:16:14.380 --> 00:16:16.380]  春夏甲記第十二章二十九節
[00:16:16.380 --> 00:16:18.380]  耶和擊殺
[00:16:18.380 --> 00:16:20.380]  埃及地
[00:16:20.380 --> 00:16:22.380]  一切投山
[00:16:22.380 --> 00:16:24.380]  擊殺這個字就是Naka這個字
[00:16:24.380 --> 00:16:26.380]  以賽亞書第十一章
[00:16:26.380 --> 00:16:28.380]  十五節提到
[00:16:28.380 --> 00:16:30.380]  原本是由無數支流
[00:16:30.380 --> 00:16:32.380]  匯聚而成的強大
[00:16:32.380 --> 00:16:34.380]  丘法拉底河被擊打
[00:16:34.380 --> 00:16:36.380]  Naka就分成了
[00:16:36.380 --> 00:16:38.380]  七條支流
[00:16:38.380 --> 00:16:40.380]  以致以色列人可以
[00:16:40.380 --> 00:16:42.380]  越過這些河流重歸故土
[00:16:42.380 --> 00:16:44.380]  所有的例子
[00:16:44.380 --> 00:16:46.380]  講明一件事
[00:16:46.380 --> 00:16:48.380]  很明顯
[00:16:48.380 --> 00:16:50.380]  是神是一個拯救者
[00:16:50.380 --> 00:16:52.380]  也是一個審判者
[00:16:52.380 --> 00:16:54.380]  在救贖過程中
[00:16:54.380 --> 00:16:56.380]  擊殺仇敵
[00:16:56.380 --> 00:16:58.380]  拯救了神的子民
[00:16:58.380 --> 00:17:00.380]  就是Naka的意思
[00:17:00.380 --> 00:17:02.380]  撒加如何去制服強大的敵人呢?
[00:17:02.380 --> 00:17:04.380]  史詩記第五章第六節
[00:17:04.380 --> 00:17:06.380]  記載
[00:17:06.380 --> 00:17:08.380]  在撒加的時代
[00:17:08.380 --> 00:17:10.380]  大到空無一人
[00:17:10.380 --> 00:17:12.380]  行人只能走小路
