
[00:00:00.000 --> 00:00:10.000]  從荒謬到永恆,傳道書的人生哲學,專題二,定命的荒謬。
[00:04:26.000 --> 00:04:34.000]  人的感情,人在人的感情裡面,又有事發生,有了定數,有了定命。
[00:04:34.000 --> 00:04:51.000]  跟著他講到戰爭,他講到拋擲石頭有時,堆砌石頭也有時。古代打仗不是用刀用槍,不是用大炮,所以用石頭。
[00:04:51.000 --> 00:05:04.000]  拋擲石頭就是攻城,堆砌石頭就是守城,堆砌石頭有些人來的時候預備好,有些敵人來的時候就扔過去。
[00:05:04.000 --> 00:05:15.000]  於是有攻有守,人生的戰爭,國家的戰爭永遠都打不完的。打完又說和解和解,又再打。
[00:05:15.000 --> 00:05:32.000]  懷抱有時,不懷抱有時,講到人生的聚散,我們在飛機場見到,上樓上,下樓下,這個就看見了,懷抱有時,分開的也有時。
[00:05:32.000 --> 00:05:49.000]  跟著講到人生的得失,有幸也有不幸,人生的際遇,尋找有時,失落有時。有時我們找些東西,有時我們會失去一些東西。有時我們擁有些東西,到時到後會消失一些東西。
[00:05:49.000 --> 00:06:07.000]  保守有時,捨棄有時,有時我們要盡量去維繫著一些東西,有時我們要親手扔掉。撕裂有時,馮保有時。這個比較複雜一點。什麼叫撕裂有時,馮保有時?
[00:06:07.000 --> 00:06:26.000]  講到猶太人的衣服,大家知道撕裂是代表什麼意思?當猶太人的習慣,中東人也有這樣的習慣,當他們很悲哀的時候,有很大的不幸,臨到他們的生命當中的時候,他們就撕裂衣服,大家記得嗎?在舊約裡面有這樣的情況,撕裂衣服。
[00:06:26.000 --> 00:06:45.000]  為什麼馮保有時會這樣呢?其實有這樣的原因,猶太人也很熟悉,跟我們中國人一樣。有不幸,很難過,撕裂衣服,又一件了。
[00:06:45.000 --> 00:07:05.000]  下次又有難處,痛苦啊,很痛苦啊,蒙灰啊,又一件,猶太人想想,這樣不太划算。於是就開始發明了衣服,兩邊織起來,兩塊布夾起來,穿的時候,旁邊就縫得鬆鬆的。
[00:07:05.000 --> 00:07:28.000]  那時候就很慘,爛掉了那些線,有空就補回它,又來過,循環再用,這樣就不錯,有環保的意義。所以撕裂有時,馮保有時,有空就補回,下次又撕裂過。
[00:07:28.000 --> 00:07:45.000]  然後說到人際關係,很多東西都是整定的,靜默有時,言語有時,有時人家跟你說話,你都不想跟他談,沒心機說,有時說不出你想說的話。
[00:07:45.000 --> 00:08:04.000]  喜愛有時,恨惡有時,這個很簡單,很清楚。有愛,人生裡也有恨。在國家層面裡,爭戰有時,和好有時,歷史就是這樣循循環環,不斷地這樣下去。
[00:08:04.000 --> 00:08:32.000]  十四對,二十八次說到有時,有時,有時,什麼叫有時呢?有定時。我們看到人生無論是生死的大限,人生的際遇,人際之間的關係,我們人生的努力,我們的活動,我們的得失,我們的感情,都是這樣,到時候就要發生。
[00:08:32.000 --> 00:08:39.000]  避都避不了,改都改不了,控制也控制不了。
[00:08:39.000 --> 00:09:06.000]  神道者第九節,說這樣看來,做事的人,在其中處事的人,在他的勞碌上有何益處呢?勞碌就是做事的人,我們的努力都是徒然的,到時候事情就要發生,我以為這樣得到,到時候就要扔掉。
[00:09:06.000 --> 00:09:23.000]  我以為能夠爭取的,擁抱了,到時候我又要不擁抱,不懷抱,要看著他離開。得失,幸福,不幸,全部都是在我們人生裡,就是這樣,到時候就要出現。
[00:09:23.000 --> 00:09:50.000]  如果是這樣說的話,我們的努力,不是很徒然。有時候你想想這一對一對的比對裡面,背後都是一種唏噓和無奈的感覺。當我們笑的時候,我們知道有一天我們會哭。正如剛才所說的,為什麼猶太人要在這裡逢寶呢?因為他知道下一次還有機會撕裂。
[00:09:50.000 --> 00:10:12.000]  你明白嗎?其實是很悲的。當你逢寶的時候,亂的時候,為什麼要亂呢?因為你預知到有一天你又要撕裂那件衣服,撕裂了,你又坐在這裡逢寶。歡笑的時候,你知道有一天你要哭。懷抱的時候,你知道有一天你要放手,看著他離開,你不想他離開,你就離開。
[00:10:12.000 --> 00:10:39.000]  這是我們人生的那種無奈。人生的無奈,中國人看得很深,徐少鋒也很清楚,他看得很長。緣呀緣,如何是適的。人生就像徐少鋒的歌一樣,中國人不明白就用這個緣去說。有緣無份,空癡想。有份無緣,暗淒涼。
[00:10:39.000 --> 00:11:03.000]  這個男女的感情,有緣,但無份。我跟你真的有緣,又美女,又迷人,很可惜,恨不相逢,未嫁時。有緣,但無份。想想也無謂,空癡想。
[00:11:03.000 --> 00:11:19.000]  有份無緣,更加淒涼。有份,結了婚,但回到家裡就不像張曼玉,好像吳君如。更加淒涼。
[00:11:19.000 --> 00:11:40.000]  有一次我和一位女士聊天,她說有一晚我睡覺,突然半夜驚醒,望向我身邊的老公。
[00:11:40.000 --> 00:11:58.000]  我看著他,說這個人又肥又沒剃鬚,鼻鼾聲又大,睡覺時肚子一直在發抖。我照舉這樣說,我不是故意這樣說的,我真的這樣說。
[00:11:58.000 --> 00:12:17.000]  我看著他,我就問我自己為什麼和一個我最討厭的人睡了十多年。其實真的很唏噓,為什麼呢?好像命運和我們開玩笑,和一些人開玩笑。
[00:12:17.000 --> 00:12:34.000]  那些你愛的,又和他結不了婚,結了婚的又不愛他,又不愛你。這是我們人生裡的一種荒謬,一種無奈,無奈到地步,傳道者說我們努力,都是圖劫。
[00:12:34.000 --> 00:12:58.000]  當然我們不能停留在這裡,正如我們一直在傳道書的真理裡所嘗試了解一樣,傳道書給我們看見的是人生可以從兩面去看,一個沒有信仰的人在人生是荒謬,如果一個有信仰的人,同一個人生,他可以看出他的意義出來。
[00:12:58.000 --> 00:13:18.000]  究竟傳道者怎樣幫助我們從一個有信仰的角度去看出意義呢?究竟基督徒應該怎樣去看命運而看得出意義呢?如果很多東西都是安排了,究竟基督徒怎樣去了解呢?
[00:13:18.000 --> 00:13:32.000]  我們首先看看一個沒有信仰的人,他們怎樣去看人生的定命。一個對一個沒有信仰的人,命中注定其實是很痛苦。
[00:13:32.000 --> 00:13:46.000]  傳道者說得很清楚,為什麼每樣東西命中注定是痛苦呢?雖然好像很明顯很簡單的道理,但傳道者也很清楚提醒我們,告訴我們。
[00:13:46.000 --> 00:14:05.000]  傳道者在傳道書裡告訴我們,一個人命中注定痛苦是因為有兩個原因,第一,如果命中注定的話,他的人生不能改變,有些東西定了,他沒有辦法改,七章十三節,這裡跟著和大家多寫不同的聖經。
[00:14:05.000 --> 00:14:25.000]  所以不是每一章都讀,因為後來的編繁不是跟著題目。七章十三節說到,你要察看神的作為,因為神只能為曲的,誰能變為直呢?
[00:14:25.000 --> 00:14:39.000]  有些東西如果是曲,不能變為直,如果那樣東西是曲的,生出來就是這樣,你是改不了的,改不了的,你努力都改不了。
[00:14:39.000 --> 00:14:55.000]  這件事我很早就知道,是很無奈的,有些東西你努力都不等於你能改,你生出來的樣子改不了,你的家庭背景改不了,還有很多東西你改不了,甚至你的智力有些東西你盡力了都改不了。
[00:14:55.000 --> 00:15:06.000]  有些人說,為什麼我努力都改不了,那些人不用讀書,他們考得這麼高分,我讀來讀去都讀不來,沒得說,有些東西是這樣定了,因為我知道,好像我的樣子是沒得改的。
[00:15:06.000 --> 00:15:20.000]  我什麼時候知道呢?我六年級就知道了,我最記得,雖然很多年前,六年級,但是我到現在還記得,那次印象很深刻,所以你不要說做老師不要緊,小朋友死了都記住你。
[00:15:20.000 --> 00:15:49.000]  我六年級的時候自己是壞的,那時候就頑皮一點,激怒的老師比較重要,我最記得六年級的國敏先生,那個胖子,激怒的可能比較重要,有一天他就坐在那裡,就說溫偉堯出來,就出來,六年級,站在那裡看著我,說看看你,三角眼,樣子都比人家壞,都回到位置了。
[00:15:49.000 --> 00:16:00.000]  我到現在都記得,從那時候開始我就知道我的樣子是沒得救的,很自卑的。
[00:16:00.000 --> 00:16:17.000]  人生有很多東西是定了的,你想改都改不了的,你自己不承認,人家遲早會告訴你的,人家不告訴你,你自己遲到都會知道,很無奈。
[00:16:17.000 --> 00:16:36.000]  第二個人生命中注定的痛苦,不單止是有些東西你改不了,並且你又知道有些東西會發生,你避不了,就來,但你不知道是什麼,那個是一種很強的恐懼感。
[00:16:36.000 --> 00:16:50.000]  第八章第七節,第八節是這樣說的,他不知道將來的事,因為將來如何誰能告訴他呢?
[00:16:50.000 --> 00:17:06.000]  沒有人能夠有權力掌管生命,將生命留住,也沒有人能夠有權力掌管死期,這場戰爭沒有人能夠免邪惡,也不能夠救那些好行邪惡的人。
[00:17:06.000 --> 00:17:23.000]  傳道者說得很清楚,他不知道將來會發生什麼事,但是將來肯定有些事會發生,他看到周圍的人有這麼多事情發生,他不知道接下來第二步是什麼,下一年會發生什麼事。
[00:17:23.000 --> 00:17:41.000]  不過如果生有時死有時,笑有時哭有時,他知道前面一定有痛苦,一定有哭泣,可能有快樂,但也有失望,有挫敗,有難過,甚至有死亡,前面的事情等著他。
[00:17:41.000 --> 00:17:54.000]  最慘的是他不知道,他不知道,他沒辦法知道,也沒辦法告訴他,也沒權力能夠改變,所以帶來的只有一份恐懼。
[00:17:54.000 --> 00:18:09.000]  但這是傳道者告訴我們,那種命中注定的痛苦是第一,你不能夠改,所以你覺得很無奈,你不知道前面發生什麼事,但你知道一定有些事情會發生,所以很恐懼。
[00:18:09.000 --> 00:18:20.000]  我們中國人很聰明,想辦法去知道,查通勝,查通勝,看看今天究竟怎麼樣,裡面那種很強的恐懼。
[00:18:20.000 --> 00:18:41.000]  他明知道通勝未必對,不過查一下也好,查通勝不夠後,查紫微斗數,詳細一點,紫微斗數也不夠準確,查切板神算,查到準確,然後發現原來今年下半年會太陰化忌,肚痛,死了,撞精。
[00:18:41.000 --> 00:18:55.000]  怎麼辦呢?中國人那種聰明,找風水師傅搞定他,風水師傅教他在家中間養肝金魚,綁殺,努力去改。
[00:18:55.000 --> 00:19:12.000]  這是我們中國人所努力的做法,為了什麼?為了令自己面對前面不知道的將來少一點恐懼,但事實上會不會不恐懼呢?不會,一樣是這麼害怕,一樣是這麼無奈。
[00:19:12.000 --> 00:19:30.000]  尤其是如果你是信風水的話,你經常要改,一會兒要調床,一會兒要開窗,一會兒要弄抽屜,一會兒又要弄廚房,年年改,年年換,究竟換到什麼時候呢?其實很悲。
[00:19:30.000 --> 00:19:46.000]  左閃右避,人生什麼時候閃得開所有的苦難和整定的痛苦呢?這是傳道者提出來給我們一個深刻的反省。
[00:19:46.000 --> 00:19:59.000]  究竟基督教的信仰和基督徒的信仰有沒有辦法讓我們有一個出路和轉化呢?傳道者說有,傳道者提出了有兩個很重要的回答。
[00:19:59.000 --> 00:20:21.000]  剛才說過,如果人生的定數,人生的定命之所以痛苦是因為我們不知道將來會發生什麼事,會很恐懼的話,基督徒的答案就是我不知道明天會發生什麼事。
[00:20:21.000 --> 00:20:30.000]  甚至我不會去查紫微斗數,不查通勝,去猜一下明天會發生什麼事,因為就算我猜到我也避不開,不如更痛苦。
[00:20:30.000 --> 00:20:40.000]  就算那些是真的,我真的告訴我那些真的會發生的時候,我預先知道我更慘。你聽得明白我的意思嗎?更慘。
[00:20:40.000 --> 00:21:02.000]  如果我現在告訴你紫微斗數,下一年你的命就差不多了,那這一年你怎麼過?我寧願不知道,但不知道又害怕,知道又絕望。究竟怎麼選?基督徒和非基督徒在這方面有什麼分別呢?
[00:21:02.000 --> 00:21:25.000]  傳道者告訴我們,因為我們有神。究竟一個有神的人有什麼新的分別?在三章第十一節傳道者這樣說,當他說完一切都有定時的時候,傳道者在三章第十一節說:
[00:21:25.000 --> 00:21:36.000]  「神造萬物,各按其時成為美好,又將永生安置在世人的心裡。」
[00:21:36.000 --> 00:21:59.000]  這個講法很特別,他說萬事萬物的發生,神將它成為美好。第十節說:「我見神叫世人勞苦,使他在其中受是憐。」
[00:21:59.000 --> 00:22:26.000]  又一次,他說:「我見到神。」這個又是一種新的角度,很特別的,留意傳道書這裡,好像一個模式一樣,當傳道者說完一切,我們人生的無奈、虛空甚至荒謬的時候,然後傳道者就帶我們去一個新的角度去看人生,他說:「我見到原來神是這樣。」
[00:22:26.000 --> 00:22:35.000]  然後我們休息之前說完這個,現在我們再看一次,在第三章十字說:「我見到原來神是這樣。」
[00:22:35.000 --> 00:22:52.000]  分別在哪裡呢?分別很大,分別就是一個有信仰的基督徒去看人生的定數,知道人生有很多事情是會已經是整定的這樣發生。
[00:22:52.000 --> 00:23:20.000]  但是這種安排,人生的安排,背後的主宰是誰,是很重要的。一個沒有信仰的人,他不知道什麼在主宰他的生命,雖然他冥冥中知道一定有個主宰,一定有些主宰,於是可能是一些星,可能是一些風水,可能是他自己的相,可能是他的掌紋,可能是很多東西,甚至可能是一些冤魂野鬼。
[00:23:20.000 --> 00:23:45.000]  總而言之,他冥冥中知道有些東西,有些超然的力量是在掌管人生,但是他不知道那些是什麼,所以他到處去試,情願不要得罪他,所以中國人特別多禁忌的,連說話都不可以說,一到新年過節,或者是結婚,生小孩,還有喪禮的時候,很多事情都不可以做,不可以說,平日買菜都不可以提,
[00:23:45.000 --> 00:24:05.000]  絲瓜又不可以說,要說靖瓜,苦瓜又不可以說,要說涼瓜,通書都不可以說,要說通勝。於是這些人怕說錯了,撞到不怕,不好,其實背後不知道什麼掌管著你的生命。
[00:24:05.000 --> 00:24:22.000]  當你不知道什麼掌管著生命的時候,你就會發狂的在這裡避那裡避,希望避得到,到頭來人生能避到,會不會避得到呢?一樣痛苦到時候都會發生。人生最重要的不是要避,左閃右避,避過這個痛苦。
[00:24:22.000 --> 00:24:49.000]  人生最重要的傳道者說,我們要知道究竟認識明白清楚是哪一位在掌管著你的生命,而在基督徒的答案裡面說我們知道,因為我知道我的生命雖然很多事情已經定了,但是那些決定我生命際遇的並不是那幾顆星,如果是的話就很無聊,很沒意思。
[00:24:49.000 --> 00:25:07.000]  為什麼呢?因為撞到我今年的流年流月的時候,原來是那幾顆星進入我的宮位裡面,然後就發作了,我就肚子痛了,我就生意失敗了,那時候我的人生是最沒意義的,為什麼呢?因為我的人生就是靠那幾顆星剛好撞上來決定我。
[00:25:07.000 --> 00:25:26.000]  我痛苦得來是很沒意義的,甚至我發達得來也很沒意義的,發達完之後到時候我可能再查一下命盤,到下一年我雖然發達,但是我沒有了老婆,或者我會婚姻失敗,那時候人生是什麼意思呢?
[00:25:26.000 --> 00:25:52.000]  基督徒不是相信人生是靠一些沒有意志、偶然的星或者地撞上來決定的,基督徒很不同,基督徒是相信我們人生最高的主宰,安排我們際遇的那位是一位有情、有愛、有恩典的神。
[00:25:52.000 --> 00:26:11.000]  所以縱然我不知道為什麼我走到下一年,我人生會遇見這樣的痛苦,可能我不能夠完全明白,正如每一個人一生總會有痛苦的,你不要以為我悲觀,一個人你避得了多久呢?你避過今年,下一年一樣有痛苦。
[00:26:11.000 --> 00:26:31.000]  問題的不是我們能不能避得過痛苦,問題是究竟這個痛苦、困難、際遇有沒有意義,如果對一個基督徒來說是一定有意義的,雖然我當下不一定明白意義是什麼,但是我有一個絕對的信念,我有一個信心,我知道誰在掌管我的生命。
[00:26:31.000 --> 00:26:46.000]  正如一首詩歌說的,我知道誰掌管明天,我知道誰掌管明天,我知道掌管明天的那位神,我認識他,他有愛有恩典,他不想我沒有意義地受苦。
[00:26:46.000 --> 00:27:14.000]  我又知道這位神不單掌管明天,他另一隻手是牽著我的手。這是我們基督徒一個很重要的信念,我們知道神要將我們的人生成為美好,不過這個美好是在神的眼中成為美好,這個美好不一定按照我們對於好或不好的定義定義。
[00:27:14.000 --> 00:27:25.000]  從我們人的定義或自私的定義來說,什麼叫好?好就是發達,娶到一個漂亮的老婆,嫁了一個好老公,或者我們小朋友健健康康就好了。
[00:27:25.000 --> 00:27:40.000]  如果這樣的話,神不是這麼說,在神的計劃裡面,我們有一個信念,相信神是愛,因為我們從聖經,從我們更多人生的大小事情裡面,我們知道神仍然愛我們。
[00:27:40.000 --> 00:28:01.000]  所以無論我們人生怎樣,我們知道神都要讓這件事成為美好,雖然那種美好的方法不一定就著我某某人所希望的美好來出現,但是我始終從一個絕對的信任的心境,一種絕對對神絕對的信任出發的時候,我知道這個認然性。
[00:28:01.000 --> 00:28:13.000]  如果你問我,我有一個這樣的女兒,一個弱智的女兒,有什麼美好?從人的角度來看,看不到是什麼。
[00:28:13.000 --> 00:28:32.000]  你想不想要?要我給你,跟你交換,沒有人想要。但是在我的信仰裡面,我仍然相信我有一個這樣的弟弟,在神的計劃,神的安排裡面仍然是美好的。
[00:28:32.000 --> 00:28:47.000]  你可能說我是阿Q,但是我不是盲目的這樣說,因為我認識,我也深知道誰在掌管著我,我知道我生的弟弟不是那幾個星撞上,我就生了弟弟出來。
[00:28:47.000 --> 00:29:10.000]  如果這樣的話,我就沒有資格說美好或者不美好,因為根本沒有意義,撞中我生的這個就是這樣,你生的就沒事,那就沒得說了。但是我知道我今天有這個弟弟仍然是美好,我也不想說太多原因,但是有時候我坐在這裡看回頭,我的人生如果沒有了這個弟弟,有很多不同的改變。
[00:29:10.000 --> 00:29:23.000]  我人生走到這一步,有很多很重要的人生抉擇,就是因為有了這個弟弟,而背後或者對於很多人來說,是成為美好的,成為很多人的祝福。
[00:29:23.000 --> 00:29:51.000]  說一個很簡單的例子,我相信很多人都有同樣的共鳴和經歷,最近我在多倫多主持一些電台的節目,當然電台各方面的人都不是基督徒,其中的節目就說到人生的際遇。
[00:29:51.000 --> 00:30:11.000]  在我講人生的際遇的時候,突然間心血來潮,就講起我的女兒,講起我女兒帶給我的生活上很多困難,我怎樣去克服,我怎樣去有堅強的意志和憑我的信仰去繼續走下去。
[00:30:11.000 --> 00:30:21.000]  我不知道,我這樣講完,很多聽眾打電話上來,很共鳴,有些人說我真的聽了之後,我心裡得到了很大的幫助。
[00:30:21.000 --> 00:30:37.000]  再進一步,在外面我不知道,那個負責這個節目的監製聽了,他走進來說,原來我不知道你有這樣的女兒,我對你很佩服,因為你是基督徒,他跟我談到信仰。
[00:30:37.000 --> 00:30:53.000]  過了兩個月,這位朋友就轉去另一個工作,去了一間報紙,一個很重要的報紙,不知道大家知不知道明報在多倫多開始了一個新的發行。
[00:30:53.000 --> 00:31:03.000]  在明報裡面,他做其中一個編輯,專門編星期日的一個特刊,每個星期日就是他出版的。
[00:31:03.000 --> 00:31:14.000]  這個編輯有一天就打電話給我,說父親節,我記起那次你講到你的女兒,你可不可以寫一篇文章,講一下你的做父親的經驗。
[00:31:14.000 --> 00:31:34.000]  於是我決定寫一篇文章,我和太太就寫了一篇文章,講到做父親如何看待這個小孩,在過程中如何用愛和信仰的堅韌來繼續,和這個小孩教了我很多人生的功課。
[00:31:34.000 --> 00:31:56.000]  於是我就寫了兩篇文章給他,他說寫得很好,於是找人來幫我們拍了幾張照片,我就想都想不到,星期日出版的時候,整個頭版,全頁拍了一張照片,是我和女兒,我就側面,女兒就正面。
[00:31:56.000 --> 00:32:18.000]  然後就有兩篇文章,這個報紙出版之後,很多人寫信來,很多人打電話來,得到很大的鼓勵,我女兒就成為了全城最有名的一個小孩,我帶著她去買菜就很麻煩,因為她看過報紙。
[00:32:18.000 --> 00:32:44.000]  有時你看這個這樣的小孩,就是因為他有一個問題,如果他是一個正正常常的小孩,我相信他沒有幫到那麼多人,就是因為他有這樣的小孩,我有這樣的小孩,我透過這種生命的代價,生命影響了很多很多人,那些不認識我的人,那些沒辦法接觸到他的人,我沒見過他,他又沒見過我的人,在他生命裡面有很大問題。
[00:32:44.000 --> 00:33:04.000]  所以你問我為什麼有這樣的小孩,我不懂回答你,我只能夠從信仰的信心跟你說,神看為美好,這是我們做基督徒的那種信念,人生有很多悲歡離合,已經在我們人生的際遇裡面沒辦法避開。
[00:33:04.000 --> 00:33:21.000]  但是如果我們相信我們人生背後最高的主宰不是一些沒有意志的撞埋的可能性,或者冥冥中一些不知道什麼的話,我知道那位是有愛和恩典的神的話,我相信人生仍然很有意義。
[00:33:21.000 --> 00:33:40.000]  我雖然不知道明天如何,但是我知道誰掌管明天,而我很熟悉,我很熟悉和很親切的認識那位掌管明天的位置,所以我不會恐懼。我相信這個就是安全感,比較我們能夠努力避過所有的痛苦,來得更加積極。
[00:33:40.000 --> 00:33:59.000]  另外一方面,聖經也說道,人生很多事情是定命,所以它沒辦法改,沒辦法改是不是必然帶來一種無奈感呢?在這裡傳道者提醒我們不一定。
[00:33:59.000 --> 00:34:18.000]  對於一個基督徒來說,如果我們人生有很多事情到時候要發生我們無能為力的話,這種無能為力感並不一定是無奈的,這種無能為力感反而可以成為你一種自我的新的認識和對神的新的認識。
[00:34:18.000 --> 00:34:31.000]  這個新的認識的結果就是謙卑和敬畏的生,這個其實是人很重要的質素。
[00:34:31.000 --> 00:34:54.000]  三章十四節說道,我知道神一切所作的都必永存無所增添無所減少,在神的手中其實一切他要做的事情無法增添無法減少,神這樣行是要叫人在他面前傳一個敬畏的心。
[00:34:54.000 --> 00:35:18.000]  什麼叫敬畏的心呢?敬畏的心就是看到自己的有限,看到自己對人生其實可以努力沒問題,但是在某些事情裡面無論你用盡力量用盡智慧用盡手段都改不了的時候,你就知道你自己的生命有限。
[00:35:18.000 --> 00:35:28.000]  一個人是多麼有限,從這種有限感你就開始能夠對神有一種敬畏和謙卑的心。
[00:35:28.000 --> 00:35:42.000]  所以有時候神給我們一些無可奈何的際遇,其實背後有一個很寶貴的功課,就是要告訴某某人,你不要以為你什麼都行,你其實是很有限的。
[00:35:42.000 --> 00:35:59.000]  我自己一生人都是學這個,真的,我一生人都是要追,讀書要讀得好,做事要做到第一流,什麼都要做得最好。
[00:35:59.000 --> 00:36:22.000]  慢慢慢慢的時候,我有一種這樣的恐懼,就是如果我做得不好怎麼辦?當我最恐懼的時候,神就給我挫折,給我家庭裡面有挫折,給我事業裡面有挫折,給我身體裡面有挫折,以致要我停下來提醒我,告訴我,文偉耀,你是人來的,你不是超人。
[00:36:22.000 --> 00:36:34.000]  你很聰明,醒來之後知道你是很有限的。有這個有限感,我重新對神有一種敬畏和謙卑。
[00:36:34.000 --> 00:36:51.000]  我相信這個很美麗,如果我們人生不是有這樣的挫折,如果我們人生不是有這樣的打擊,如果我們人生不是有這樣的時刻,那個地方用盡力量左轉右轉,都發覺完全無能為力的時候,我們不會學到謙卑,我們只會學到驕傲。
[00:36:51.000 --> 00:37:06.000]  所以其實神將這種定名定數,在我們生命當中,到時到後,有些東西是我們無法避開的,其實背後有一個很好的意思,學到謙卑的人,才能夠真正得到神所祝福的人。
[00:37:06.000 --> 00:37:19.000]  聖經裡面說,天卑的人有福,因為真正嘗到天國的致命。所以我們看到人生就是這樣,人生有很多東西是命定,人生有很多東西是無法逃避的。
[00:37:19.000 --> 00:37:36.000]  對於沒有信仰的人來說,只有無奈和恐懼,但對於一個有信仰,知道誰掌管人生的主宰的神的人來說,一個不能改變的人生際遇,是很積極的意思。
[00:37:36.000 --> 00:37:49.000]  因為祂能夠給我們一個謙卑的心,也能夠讓我們知道,雖然明天會發生什麼事,我們不知道,但我們不會恐懼,因為我們知道誰掌管明天的主宰。
[00:37:49.000 --> 00:37:56.000]  而我知道這個掌管明天的神,是將萬事都看為,都作為美好。
[00:37:56.000 --> 00:38:08.000]  我相信你來到的時候都想反省一下人生,所以無論你是一個基督徒,或者一個未信耶穌,未有信仰的人,都不要緊。
[00:38:08.000 --> 00:38:24.000]  我希望你給我一分鐘的時間,稍微整理一下今晚,究竟今晚傳道書給你看到的,對你所說的,神對你所說的話,對你人生有什麼新的啟迪。
[00:38:24.000 --> 00:38:31.000]  或者對你以後做人,有什麼不同的方向,不同的考慮呢?
[00:38:31.000 --> 00:38:39.000]  希望你有一個默想,思考,自己反省,來結束今晚的時刻。
[00:38:39.000 --> 00:38:48.000]  我們就低頭祈禱,我們永恆的主宰,當我們打開傳道書的時候,我們多謝你。
[00:38:48.000 --> 00:38:57.000]  多謝你再一次提醒我們,每當我們看見人生的荒謬的時候,我們更加知道我們有你的寶貴。
[00:38:57.000 --> 00:39:02.000]  求主讓我們從一個永恆的眼光,再一次看我們自己的人生。
[00:39:02.000 --> 00:39:13.000]  如果我們有你的信仰的話,求主讓我們不要和世人一樣,一樣是經歷著這些荒謬,落在這些無奈和恐懼當中。
[00:39:13.000 --> 00:39:19.000]  讓我們真的能夠依靠著你,我們從一個嶄新的角度去看我們的人生。
[00:39:19.000 --> 00:39:28.000]  我們的主,我們的神,我們也希望今晚當中,如果有未相信你的朋友,我們懇求聖靈進入他們的心裏面。
[00:39:28.000 --> 00:39:42.000]  用你自己真理的說話,來向他們發出挑戰,讓他們重估他們的人生,重新思想他們的人生是需要你與他們同行。
[00:39:42.000 --> 00:39:52.000]  讓他們知道自己一個人,用他有限的生命去面對人生,不是一個最好的解決。
