
[00:00:00.000 --> 00:00:14.000]  每一年對教會來說最重要的節日不是聖誕節,是復活節
[00:10:42.000 --> 00:10:46.000]  所以那條數有點複雜
[00:10:46.000 --> 00:10:51.000]  四十天,但是減了七天的頭一天
[00:10:51.000 --> 00:10:54.000]  那就六個半星期了
[00:10:54.000 --> 00:10:57.000]  你們的數學算不算快呢?
[00:10:57.000 --> 00:11:02.000]  就一定是星期三開始
[00:11:02.000 --> 00:11:10.000]  星期三開始,剛才主席有提過預苦期
[00:11:10.000 --> 00:11:14.000]  禁食大齋期,可能你有聽過
[00:11:14.000 --> 00:11:21.000]  這四十天禁食,預備迎接復活節
[00:11:21.000 --> 00:11:25.000]  第一天一定是星期三
[00:11:25.000 --> 00:11:29.000]  教會稱這一天為聖灰日
[00:11:29.000 --> 00:11:31.000]  Ash Wednesday
[00:11:31.000 --> 00:11:34.000]  聖灰日有崇拜的
[00:11:34.000 --> 00:11:37.000]  我星期三也去參加了
[00:11:37.000 --> 00:11:46.000]  秦道慧理聯合教會香港在北角堂舉行的聖灰日崇拜
[00:11:46.000 --> 00:11:49.000]  聖灰日崇拜做什麼事呢?
[00:11:49.000 --> 00:11:53.000]  除了唱詩、祈禱、講道之外
[00:11:53.000 --> 00:11:59.000]  他們還有一個禮儀稱為陶灰禮
[00:11:59.000 --> 00:12:03.000]  牧師站在台前
[00:12:03.000 --> 00:12:06.000]  弟兄姊妹排隊出來
[00:12:06.000 --> 00:12:11.000]  牧師拿著一些灰
[00:12:11.000 --> 00:12:14.000]  那些灰是怎麼預備的呢?
[00:12:14.000 --> 00:12:17.000]  不是去黃大仙那裡找香爐灰回來的
[00:12:17.000 --> 00:12:23.000]  教會將去年中樹主日
[00:12:23.000 --> 00:12:25.000]  知不知道什麼叫中樹主日?
[00:12:25.000 --> 00:12:27.000]  不知道,沒聽過吧?
[00:12:27.000 --> 00:12:31.000]  耶穌騎驢進耶路撒冷城
[00:12:31.000 --> 00:12:35.000]  即是復活節前一個主日
[00:12:35.000 --> 00:12:42.000]  耶路撒冷的門徒摘下中樹枝
[00:12:42.000 --> 00:12:48.000]  在那裡歡呼:那禍殺那奉主名來的
[00:12:48.000 --> 00:12:51.000]  是應當稱重的
[00:12:51.000 --> 00:12:55.000]  教會慶祝中樹主日
[00:12:55.000 --> 00:12:58.000]  一樣有這樣的動作
[00:12:58.000 --> 00:13:01.000]  那些中樹枝用完之後
[00:13:01.000 --> 00:13:05.000]  要保留五十一個禮拜
[00:13:05.000 --> 00:13:07.000]  不止,沒有那麼多
[00:13:07.000 --> 00:13:11.000]  保留到第二年的聖灰日
[00:13:11.000 --> 00:13:16.000]  用那些樹枝燒成灰燼
[00:13:16.000 --> 00:13:24.000]  然後就塗在每一個弟兄姊妹的額頭上
[00:13:24.000 --> 00:13:27.000]  塗一個十字架,很小的
[00:13:27.000 --> 00:13:31.000]  塗的時候,牧師會說一句話
[00:13:31.000 --> 00:13:33.000]  很震撼的
[00:13:33.000 --> 00:13:42.000]  「你本是塵土,仍要歸回塵土」
[00:13:42.000 --> 00:13:46.000]  這句話是《創世紀》第三章
[00:13:46.000 --> 00:13:51.000]  耶和華神對亞當、對人說的
[00:13:51.000 --> 00:13:55.000]  不過我們通常在什麼場合
[00:13:55.000 --> 00:13:58.000]  會讀這一節聖經呢?
[00:13:58.000 --> 00:14:02.000]  如果你去過安息禮拜
[00:14:02.000 --> 00:14:05.000]  在落葬的時候
[00:14:05.000 --> 00:14:07.000]  牧師就會讀
[00:14:07.000 --> 00:14:13.000]  「你本是塵土,仍要歸回塵土」
[00:14:13.000 --> 00:14:18.000]  我們參加安息禮拜的人就很高興
[00:14:18.000 --> 00:14:21.000]  他只是塵土,我不是
[00:14:21.000 --> 00:14:25.000]  是他死了,我還沒死
[00:14:25.000 --> 00:14:30.000]  跑馬地天主教墳場有對聯
[00:14:30.000 --> 00:14:33.000]  可能對你深一點
[00:14:33.000 --> 00:14:41.000]  「今夕吾軀歸故土,他朝君體也相同」
[00:14:41.000 --> 00:14:43.000]  聽不聽到他的意思?
[00:14:43.000 --> 00:14:48.000]  今晚我就睡在棺材裡
[00:14:48.000 --> 00:14:52.000]  第二天又輪到你咯
[00:14:52.000 --> 00:14:54.000]  嘩,咒我?
[00:14:54.000 --> 00:14:57.000]  不是啊,這是一個事實
[00:14:57.000 --> 00:15:00.000]  不過我們太年輕了
[00:15:00.000 --> 00:15:02.000]  坐在這裡,你很安定
[00:15:02.000 --> 00:15:04.000]  還沒輪到我
[00:15:04.000 --> 00:15:07.000]  我從來都不用看醫生的
[00:15:07.000 --> 00:15:09.000]  咦,不要誇口字
[00:15:09.000 --> 00:15:13.000]  剛剛香港發現禽流感那個
[00:15:13.000 --> 00:15:15.000]  四歲而已
[00:15:15.000 --> 00:15:21.000]  年輕的、年老的、健康的
[00:15:21.000 --> 00:15:26.000]  長期病患的、殘障的、沒事的
[00:15:26.000 --> 00:15:29.000]  聰明的、不聰明的
[00:15:29.000 --> 00:15:32.000]  男的、女的
[00:15:32.000 --> 00:15:35.000]  有錢的、沒錢的
[00:15:35.000 --> 00:15:37.000]  任你怎麼算
[00:15:37.000 --> 00:15:46.000]  「你本是塵土,仍要歸回塵土」
[00:15:46.000 --> 00:15:52.000]  這是聖經提醒我們的一句話
[00:15:52.000 --> 00:15:54.000]  不過我們不喜歡聽
[00:15:54.000 --> 00:15:57.000]  所以每年一次在聖灰日
[00:15:57.000 --> 00:16:02.000]  預備迎接耶穌基督的復活之前
[00:16:02.000 --> 00:16:05.000]  如果牧師對著你
[00:16:05.000 --> 00:16:07.000]  一尺距離
[00:16:07.000 --> 00:16:09.000]  看著你的眼睛
[00:16:09.000 --> 00:16:12.000]  你不敢看他,他看著你的
[00:16:12.000 --> 00:16:15.000]  然後他在你的額頭上
[00:16:15.000 --> 00:16:19.000]  用灰畫一個十字架記號
[00:16:19.000 --> 00:16:22.000]  畫的時候他告訴你
[00:16:22.000 --> 00:16:31.000]  「司徑,你本是塵土,仍要歸回塵土」
[00:16:31.000 --> 00:16:33.000]  很震撼的提醒
[00:16:33.000 --> 00:16:35.000]  有些教會興趕趕客到
[00:16:35.000 --> 00:16:37.000]  叫你跟隔壁那個說
[00:16:37.000 --> 00:16:39.000]  你跟隔壁那個說
[00:16:39.000 --> 00:16:42.000]  「你本是塵土」
[00:16:42.000 --> 00:16:44.000]  隔壁那個會猜過你大家的利是
[00:16:44.000 --> 00:16:46.000]  我哪是塵土啊
[00:16:46.000 --> 00:16:49.000]  是啊,聖經的提醒
[00:16:49.000 --> 00:16:55.000]  甚至都未到進化論那麼有希望
[00:16:55.000 --> 00:16:58.000]  我們知道進化論不一定準確的
[00:16:58.000 --> 00:17:00.000]  達爾文見到一些化石
[00:17:00.000 --> 00:17:03.000]  他就想到很多東西出來
[00:17:03.000 --> 00:17:05.000]  進化論說什麼
[00:17:05.000 --> 00:17:08.000]  人是從猴子變過來的
[00:17:08.000 --> 00:17:10.000]  進化過來的
[00:17:10.000 --> 00:17:14.000]  對,如果你放一隻猴子在電腦前面
[00:17:14.000 --> 00:17:18.000]  你任他打個鍵盤
[00:17:18.000 --> 00:17:21.000]  你給他永恆的時間
[00:17:21.000 --> 00:17:27.000]  probability 或言率告訴我們
[00:17:27.000 --> 00:17:30.000]  你不能排除一個可能性
[00:17:30.000 --> 00:17:32.000]  就是隻猴子打著打著
[00:17:32.000 --> 00:17:34.000]  可能會打到莎士比亞
[00:17:34.000 --> 00:17:35.000]  哈姆雷特
[00:17:35.000 --> 00:17:37.000]  王子復仇記
[00:17:37.000 --> 00:17:41.000]  Hamlet 的劇本出來
[00:17:41.000 --> 00:17:47.000]  但是換上你放一顆塵土
[00:17:47.000 --> 00:17:50.000]  在你的 iPhone 前面
[00:17:50.000 --> 00:17:54.000]  你給他永恆的時間
[00:17:54.000 --> 00:17:56.000]  什麼都沒有
[00:17:56.000 --> 00:18:00.000]  什麼都不會發生
[00:18:00.000 --> 00:18:04.000]  塵土就是塵土
[00:18:04.000 --> 00:18:09.000]  人,你和我本來是塵土
[00:18:09.000 --> 00:18:11.000]  聖經的教導
[00:18:11.000 --> 00:18:16.000]  創世紀第二章第七節
[00:18:16.000 --> 00:18:19.000]  你有沒有聖經在手上?
[00:18:19.000 --> 00:18:22.000]  很熟悉的一節
[00:18:22.000 --> 00:18:29.000]  耶和華神用地上的塵土做人
[00:18:29.000 --> 00:18:35.000]  將生氣吹在他鼻孔裡
[00:18:35.000 --> 00:18:39.000]  他就成了有靈的活人
[00:18:39.000 --> 00:18:42.000]  名叫亞當
[00:18:42.000 --> 00:18:49.000]  我不知道你本中文聖經有沒有傳統的標點符號
[00:18:49.000 --> 00:18:52.000]  名叫亞當四個字
[00:18:52.000 --> 00:18:55.000]  下面有沒有小點
[00:18:55.000 --> 00:18:58.000]  有的意思是什麼?
[00:18:58.000 --> 00:19:01.000]  就是本來沒有這四個字的
[00:19:01.000 --> 00:19:03.000]  本來沒有的
[00:19:03.000 --> 00:19:05.000]  新譯本還保留
[00:19:05.000 --> 00:19:09.000]  呂鎮忠或者和合本修訂版
[00:19:09.000 --> 00:19:11.000]  就已經拿走了
[00:19:11.000 --> 00:19:13.000]  這裡不是說亞當
[00:19:13.000 --> 00:19:15.000]  這裡是說人
[00:19:15.000 --> 00:19:21.000]  耶和華神用地上的塵土做人
[00:19:21.000 --> 00:19:23.000]  但更重要的是
[00:19:23.000 --> 00:19:28.000]  其實這裡和合本翻譯有靈的活人
[00:19:28.000 --> 00:19:30.000]  其實不準確
[00:19:30.000 --> 00:19:33.000]  這裡不是說人為萬物之靈
[00:19:33.000 --> 00:19:35.000]  人有靈魂
[00:19:35.000 --> 00:19:37.000]  不是不是不是
[00:19:37.000 --> 00:19:39.000]  你看新譯本已經改了
[00:19:39.000 --> 00:19:43.000]  是說生命的活物
[00:19:43.000 --> 00:19:45.000]  Nephesh Chaiyya
[00:19:45.000 --> 00:19:48.000]  希伯來文這兩個字
[00:19:48.000 --> 00:19:55.000]  其實不是來到神做人才出現
[00:19:55.000 --> 00:19:59.000]  一章第四日第五日
[00:19:59.000 --> 00:20:05.000]  神做水中的各樣水族
[00:20:05.000 --> 00:20:09.000]  神做天空的飛鳥
[00:20:09.000 --> 00:20:14.000]  神做地上的動物
[00:20:14.000 --> 00:20:18.000]  聖經創世紀第一章
[00:20:18.000 --> 00:20:22.000]  都用同樣的字眼
[00:20:22.000 --> 00:20:24.000]  Nephesh Chaiyya
[00:20:24.000 --> 00:20:28.000]  來講之前上帝所做
[00:20:28.000 --> 00:20:31.000]  有生命的活物
[00:20:31.000 --> 00:20:34.000]  如果一定要譯做有靈
[00:20:34.000 --> 00:20:38.000]  那你就要譯有靈的活魚
[00:20:38.000 --> 00:20:41.000]  有靈的龍蝦
[00:20:41.000 --> 00:20:44.000]  有靈的阿拉斯加蟹
[00:20:44.000 --> 00:20:46.000]  有靈的貓
[00:20:46.000 --> 00:20:48.000]  有靈的狗
[00:20:48.000 --> 00:20:50.000]  有靈的蟑螂
[00:20:50.000 --> 00:20:52.000]  不是
[00:20:52.000 --> 00:20:53.000]  你說得對
[00:20:53.000 --> 00:20:56.000]  這句話不是說靈魂
[00:20:56.000 --> 00:21:01.000]  是說活著的生命
[00:21:01.000 --> 00:21:04.000]  相對的是塵土
[00:21:04.000 --> 00:21:07.000]  上帝的創造奇妙的地方
[00:21:07.000 --> 00:21:12.000]  就是將本來死到不死的
[00:21:12.000 --> 00:21:14.000]  甚麼都沒有的
[00:21:14.000 --> 00:21:17.000]  地上的塵土
[00:21:17.000 --> 00:21:23.000]  卻可以成為活著的生命
[00:21:23.000 --> 00:21:25.000]  其實如果你用希伯來文
[00:21:25.000 --> 00:21:27.000]  去讀創世紀二章第七節
[00:21:27.000 --> 00:21:31.000]  你還會發現一個很特別的事實
[00:21:31.000 --> 00:21:35.000]  就是地上的塵土做人
[00:21:35.000 --> 00:21:37.000]  希伯來文這個地
[00:21:37.000 --> 00:21:41.000]  和這個人兩個字很有密切關係
[00:21:41.000 --> 00:21:44.000]  人這個字你會讀的
[00:21:44.000 --> 00:21:45.000]  Adam
[00:21:45.000 --> 00:21:47.000]  譯了個音出來
[00:21:47.000 --> 00:21:48.000]  Adam
[00:21:48.000 --> 00:21:50.000]  有沒有人叫Adam
[00:21:50.000 --> 00:21:53.000]  如果有就如有類同
[00:21:53.000 --> 00:21:55.000]  純屬巧合
[00:21:55.000 --> 00:21:58.000]  不過很多人都會改自己的名字做Adam
[00:21:58.000 --> 00:22:00.000]  因為排A
[00:22:00.000 --> 00:22:03.000]  讓人一叫的時候當然是先叫他
[00:22:03.000 --> 00:22:05.000]  希伯來文不是讀Adam
[00:22:05.000 --> 00:22:07.000]  這是英文的讀法
[00:22:07.000 --> 00:22:08.000]  Adam
[00:22:08.000 --> 00:22:10.000]  A-D-A-M
[00:22:10.000 --> 00:22:14.000]  地上的塵土這個地字
[00:22:14.000 --> 00:22:18.000]  你知道希伯來文是Adama
[00:22:18.000 --> 00:22:22.000]  在後面加ah的ending
[00:22:22.000 --> 00:22:24.000]  是同一個字
[00:22:24.000 --> 00:22:27.000]  如果我們勉強要翻譯這個關係
[00:22:27.000 --> 00:22:35.000]  神用土地或泥土的塵
[00:22:35.000 --> 00:22:38.000]  去做出泥人
[00:22:38.000 --> 00:22:40.000]  不可以用土人
[00:22:40.000 --> 00:22:42.000]  土人有另外的意思
[00:22:42.000 --> 00:22:47.000]  人和地的關係分不開
[00:22:47.000 --> 00:22:50.000]  人是第六天做的
[00:22:50.000 --> 00:22:52.000]  第六天上午
[00:22:52.000 --> 00:22:58.000]  神是從地上做出一切的動物
[00:22:58.000 --> 00:23:01.000]  走獸、爬蟲、昆蟲
[00:23:01.000 --> 00:23:04.000]  神就跟著做人
[00:23:04.000 --> 00:23:09.000]  你說神看做人之後十分好
[00:23:09.000 --> 00:23:10.000]  甚好
[00:23:10.000 --> 00:23:11.000]  看清楚一點
[00:23:11.000 --> 00:23:13.000]  聖經說的是
[00:23:13.000 --> 00:23:17.000]  這一切所做的都甚好
[00:23:17.000 --> 00:23:19.000]  不只是說人
[00:23:20.000 --> 00:23:23.000]  你說神特別賜福給人
[00:23:23.000 --> 00:23:25.000]  生養眾多
[00:23:25.000 --> 00:23:27.000]  遍滿全地
[00:23:27.000 --> 00:23:28.000]  這句話
[00:23:28.000 --> 00:23:33.000]  神先從水中的水族
[00:23:33.000 --> 00:23:37.000]  天空的飛鳥已經說了
[00:23:37.000 --> 00:23:40.000]  不過前面中文聖經翻譯
[00:23:40.000 --> 00:23:42.000]  滋生眾多
[00:23:42.000 --> 00:23:45.000]  滋生繁多
[00:23:45.000 --> 00:23:46.000]  一用到滋生
[00:23:46.000 --> 00:23:48.000]  你想起蚊蟲
[00:23:48.000 --> 00:23:50.000]  就拿DDT出來
[00:23:50.000 --> 00:23:52.000]  去撲滅它
[00:23:52.000 --> 00:23:55.000]  坑渠水、花盆的水
[00:23:55.000 --> 00:23:56.000]  全部要清除
[00:23:56.000 --> 00:23:58.000]  日本老鹽
[00:23:58.000 --> 00:23:59.000]  很恐怖
[00:23:59.000 --> 00:24:03.000]  其實生養眾多
[00:24:03.000 --> 00:24:06.000]  是上帝給他所做
[00:24:06.000 --> 00:24:09.000]  有生命的活物
[00:24:09.000 --> 00:24:12.000]  同樣的賜福
[00:24:12.000 --> 00:24:15.000]  創世紀換一句話說
[00:24:15.000 --> 00:24:17.000]  如果沒有神的創造
[00:24:17.000 --> 00:24:21.000]  我們不過是一堆泥土
[00:24:21.000 --> 00:24:24.000]  有沒有看古老粵語長片
[00:24:24.000 --> 00:24:26.000]  以前的墳墓
[00:24:26.000 --> 00:24:28.000]  就是一堆黃土
[00:24:28.000 --> 00:24:30.000]  插一根木在樹上
[00:24:30.000 --> 00:24:32.000]  當然不會十字架
[00:24:32.000 --> 00:24:34.000]  中國人都不信耶穌
[00:24:34.000 --> 00:24:36.000]  一堆黃土
[00:24:36.000 --> 00:24:37.000]  對
[00:24:37.000 --> 00:24:39.000]  這就是聖經的說法
[00:24:39.000 --> 00:24:42.000]  人離開了上帝
[00:24:42.000 --> 00:24:45.000]  人沒有了上帝
[00:24:45.000 --> 00:24:49.000]  不是一個獨立的生命
[00:24:49.000 --> 00:24:51.000]  燦爛的人生
[00:24:51.000 --> 00:24:53.000]  去追尋意義
[00:24:53.000 --> 00:24:54.000]  有自由
[00:24:54.000 --> 00:24:56.000]  不是
[00:24:56.000 --> 00:24:58.000]  你離開上帝
[00:24:58.000 --> 00:25:02.000]  你本是塵土
[00:25:02.000 --> 00:25:06.000]  仍要歸回塵土
[00:25:06.000 --> 00:25:08.000]  但是感謝神
[00:25:08.000 --> 00:25:13.000]  祂將塵土放在祂的手中
[00:25:13.000 --> 00:25:15.000]  就可以做出
[00:25:15.000 --> 00:25:18.000]  這麼精彩的人
[00:25:18.000 --> 00:25:22.000]  這麼燦爛的人生
[00:25:22.000 --> 00:25:25.000]  這麼美好的經歷
[00:25:25.000 --> 00:25:26.000]  對
[00:25:26.000 --> 00:25:28.000]  這就是創造
[00:25:28.000 --> 00:25:30.000]  但是不停在這裡
[00:25:30.000 --> 00:25:33.000]  舊約聖經繼續說下去
[00:25:33.000 --> 00:25:34.000]  有一個人
[00:25:34.000 --> 00:25:37.000]  他來到上帝的面前
[00:25:37.000 --> 00:25:40.000]  他不只是敬拜讚美
[00:25:40.000 --> 00:25:41.000]  拍手
[00:25:41.000 --> 00:25:42.000]  唱完詩之後
[00:25:42.000 --> 00:25:44.000]  將掌聲歸給上帝
[00:25:44.000 --> 00:25:46.000]  拍大聲一點
[00:25:46.000 --> 00:25:48.000]  這個人來到上帝的面前
[00:25:48.000 --> 00:25:51.000]  他質問上帝
[00:25:51.000 --> 00:25:53.000]  你知道這是約伯
[00:25:53.000 --> 00:25:55.000]  約伯受苦
[00:25:55.000 --> 00:26:00.000]  約伯人生遭遇了很多莫名其妙的事
[00:26:00.000 --> 00:26:01.000]  你知道嗎
[00:26:01.000 --> 00:26:02.000]  殺彈攻擊他
[00:26:02.000 --> 00:26:04.000]  約伯不知道
[00:26:04.000 --> 00:26:07.000]  你讀聖經有沒有留心這個事實
[00:26:07.000 --> 00:26:09.000]  他不知道的
[00:26:09.000 --> 00:26:11.000]  不過我們讀聖經知道的意思
[00:26:11.000 --> 00:26:13.000]  無端白事
[00:26:13.000 --> 00:26:18.000]  為什麼這些災難會臨到一個
[00:26:18.000 --> 00:26:19.000]  怎麼說呢
[00:26:19.000 --> 00:26:20.000]  敬畏神
[00:26:20.000 --> 00:26:23.000]  遠離惡事
[00:26:23.000 --> 00:26:26.000]  共敬虔的約伯
[00:26:26.000 --> 00:26:30.000]  約伯來到上帝的面前
[00:26:30.000 --> 00:26:32.000]  他說了一句話
[00:26:32.000 --> 00:26:33.000]  上帝
[00:26:33.000 --> 00:26:35.000]  你問我吧
[00:26:35.000 --> 00:26:37.000]  我回答你沒有問題的
[00:26:37.000 --> 00:26:39.000]  你有什麼不滿意
[00:26:39.000 --> 00:26:40.000]  有什麼你懷疑我
[00:26:40.000 --> 00:26:42.000]  你不信得過我
[00:26:42.000 --> 00:26:43.000]  你問吧
[00:26:43.000 --> 00:26:45.000]  我可以告訴你
[00:26:45.000 --> 00:26:47.000]  然後下面那句更精彩
[00:26:47.000 --> 00:26:48.000]  不是
[00:26:48.000 --> 00:26:49.000]  上帝
[00:26:49.000 --> 00:26:50.000]  反過來
[00:26:50.000 --> 00:26:52.000]  你可不可以讓我問你
[00:26:52.000 --> 00:26:54.000]  你回答我
[00:26:54.000 --> 00:26:56.000]  嘩
[00:26:56.000 --> 00:26:58.000]  真的挺硬撐的
[00:26:58.000 --> 00:27:00.000]  你試想像一下
[00:27:00.000 --> 00:27:01.000]  你在學校裏面
[00:27:01.000 --> 00:27:03.000]  站在操場中間
[00:27:03.000 --> 00:27:04.000]  你大聲說
[00:27:04.000 --> 00:27:05.000]  校長
[00:27:05.000 --> 00:27:06.000]  走出來
[00:27:06.000 --> 00:27:07.000]  我問你
[00:27:07.000 --> 00:27:09.000]  你回答我
[00:27:09.000 --> 00:27:12.000]  走出來的是訓導主任
[00:27:12.000 --> 00:27:14.000]  走出來的不會是校長
