
[00:00:00.000 --> 00:00:13.000]  大家晚安,今時今日很多時候我們覺得很必然的東西可能都不是必然的
[00:05:58.000 --> 00:06:17.000]  他必在多國民眾施行審判,這裡還要提到什麼呢,他們將刀打成泥頭,把槍打成鐮刀,接著那些國家是不會打仗的
[00:06:17.000 --> 00:06:35.000]  他們不再學習戰事,人人都坐在自己葡萄樹下,和無花果樹下,這個事件如果純粹回顧希西加的時候,都沒有發生過
[00:06:35.000 --> 00:06:53.000]  他們沒有試過有一個日子去到沒有戰爭,這個更加明顯是說一個將來,後來我們就叫做媒賽亞的日子,或者是耶和華的日子的時期
[00:06:53.000 --> 00:07:07.000]  這個是基督徒和猶太人都是這樣看的,這段經文看到將來有一件事件發生的,就不是在希西加的時候
[00:07:07.000 --> 00:07:20.000]  即使這個經文一出現的時候,那些人一看下去都不會覺得是在當時的歷史是發生了的,都是覺得是有一個未來的時候才會發生的
[00:07:20.000 --> 00:07:32.000]  這個和另外一個經文都是有說將來的,是有點不同的,二則是七章十四節,說和女孩人要生一個兒子,叫做易馬來尼
[00:07:32.000 --> 00:07:53.000]  那個真的是當時要發生了的,但是在《媒家書》五章二節,預言到的事件就不需要在當時找一個歷史事件發生,甚至我們可以說是沒有一個歷史事件是符合到這裡說的
[00:07:53.000 --> 00:08:04.000]  我不是說這個不是一個歷史事件,因為主再來也是一個歷史事件,但是不是當時的歷史事件,這個是重要的
[00:08:04.000 --> 00:08:24.000]  這裡又提到我們今天說的,伯利恆以法他這地方,一說到伯利恆以法他,我們就想到撒慕爾記上十七章的十二節,因為那裡說大衛士尤大
[00:08:24.000 --> 00:08:42.000]  伯利恆的以法他人耶斯的兒子,所以一說起伯利恆對很多人來說,就想到重要性就是大衛和大衛的王朝,應該多數人當時來說就是這樣想
[00:08:42.000 --> 00:08:58.000]  即是說我們一看五章第二節的時候,或者很多甚至猶太人,當時的人一看到這樣說,唯有一個皇帝掌權者出現和伯利恆有關係的,就一定想到大衛王朝
[00:08:58.000 --> 00:09:14.000]  這個是對的,但是我們也要想想,為什麼一定要說伯利恆,因為直接說大衛王朝就可以,為什麼要說伯利恆呢,伯利恆這個字說出來有什麼重要性呢
[00:09:14.000 --> 00:09:31.000]  所以我們今天一想就是即使說掌權者就是梅蔡,就會生在伯利恆,我們立刻覺得很明顯,但是實在這裡不是這樣說的,是出於這個地方,沒有說一定要生在那裡
[00:09:31.000 --> 00:09:50.000]  所以有幾個可能性,一個可能性就是將這件事件放在梅家的時候,梅家的時候實在大衛的王朝還在,有哪個王出世呢,實在是在耶路撒冷,不是在伯利恆
[00:09:50.000 --> 00:10:10.000]  根本就不是在伯利恆,是在耶路撒冷,所以這個經文一出現之後,那些人一看就知道這個不是說他們歷史性看到的梅蔡,是將來的梅蔡,這是第一個可能
[00:10:10.000 --> 00:10:30.000]  因為那個皇帝不是出在耶路撒冷的,是在伯利恆的,是另外一個地方,另外一個可能性,實在大衛的王朝只有一個王是生在伯利恆的,所羅門都是在耶路撒冷出世的
[00:10:30.000 --> 00:10:50.000]  所以有一個可能性就是這個是在說一個新的開始,我們看大衛的出生,大衛的出生就是一個新的王朝的出生,因為當時有掃羅的王朝
[00:10:50.000 --> 00:11:09.000]  大衛出生在伯利恆他掌權就是一個新的王朝的出現,那會不會是說伯利恆就代表這個梅蔡來的時候,就有一個新的王朝的出現呢,這個有一個可能性
[00:11:09.000 --> 00:11:37.000]  那當然第三就是我們經常讀的解法,就是這個新來的梅蔡,將來的梅蔡就會出生於伯利恆,但是你記住這三個不是一定是排斥的,三個都可以是一人一點都對的
[00:11:37.000 --> 00:11:53.000]  但是還有一個東西,這裡說他的根源從古,從太初就有,實在太初就有這個字就不一定是太初,因為如果一想太初就有,就沒有人是太初就有的
[00:11:53.000 --> 00:12:13.000]  可以是很久以前的意思,如果很久以前,那你就明白為什麼,梅家說這句話的時候,如果離開大衛的王朝,是250年了
[00:12:13.000 --> 00:12:32.000]  那當然250年,大家想想今天,數回250年乾隆王的時候,清朝的,如果一個人出生去那個根源是乾隆王的時候,那就是很久以前的人的意思
[00:12:32.000 --> 00:12:50.000]  那這裡的意思應該是說這個王帝出現他的根源是很久以前的了,就是大衛的時候就有的了,那在梅家說這句話的時候,就是250年之前的東西了
[00:12:50.000 --> 00:13:09.000]  但是真正是否可以,這個預言是可以應驗得最完美,就真的是主耶穌,為什麼,因為主耶穌是神降世為人,所以他的根源就是真的
[00:13:09.000 --> 00:13:21.000]  剛才那個字說是很久以前,實在是另外一個意思就是太初,所以是耶穌才可以是太初就有的,這就是這件事了
[00:13:21.000 --> 00:13:42.000]  還有這五章第三節就是,那時掌權者其餘的弟兄必歸到以色列人那裡,每個解經家都覺得這說的是一種回歸
[00:13:42.000 --> 00:14:03.000]  那都說回了,梅家的時候,你說希西加阿哈斯的時候,是很多戰爭的,如果大家看那時候的歷史就知道有很多戰爭,但是最重要的戰爭應該又提到有回歸的那個就是主前722年的戰爭了
[00:14:03.000 --> 00:14:25.000]  這個就是北角滅國的時候,北角滅國之後就可以真是說,其餘的弟兄必歸到以色列,感覺上他們已經離開了以色列了,現在歸到以色列,很多地方,散了很多地方,會歸到以色列
[00:14:25.000 --> 00:14:50.000]  那又是,如果你看第五和六節,就提到亞述,那就很對了,因為北角是被亞述滅的,所以這個經文應該是一種回歸,當時來說,如果真是找一個歷史事件來說,是說北角滅國,跟著他們在回歸游達那裡
[00:14:50.000 --> 00:15:05.000]  還有最後這條一句就是,他必起來依靠耶和華的大能,並耶和華他神之名的威嚴,牧養他的羊群
[00:15:05.000 --> 00:15:27.000]  即是說這個未來的梅塞亞是依靠神的力量去牧養羊群,就是說神的子民,靠神的力量去牧養神的子民的意思
[00:15:27.000 --> 00:15:46.000]  大家要記住,牧養這個字,像現在你看到這個圈子的畫面,就是說羊,我們只想著牧羊人,而又說是我的牧者,我們經常想著真是一個羊,或者牧羊人
[00:15:46.000 --> 00:16:04.000]  大家記住,當你挨在古代中東的時候,牧羊人是皇帝,很多亞述的皇帝,古代中東的皇帝,都稱呼他們為牧羊人的子民
[00:16:04.000 --> 00:16:17.000]  他們是有責任的,他們就是牧羊人,所以這裡是說一個皇帝,好像牧羊人那樣照顧羊,是靠什麼呢?靠神的能力
[00:16:17.000 --> 00:16:35.000]  好了,去到這裡我想說一樣東西,即使這個經文一出現那一刻,對當時的人來說,一讀這個經文,或者聽維加說的經文,就知道不是說當時他們自己的那個時候,是來一個時候
[00:16:35.000 --> 00:16:49.000]  這個時候是什麼時候我們不知道,今天,後來再後一點的人看回頭,因為說到那些刀又打了,變成了鐮刀等等,就感覺上這個是一個末後的時期
[00:16:49.000 --> 00:17:01.000]  猶太人都是這樣看的,他們只有一個沒錯下來,所以他們在等沒錯下,還沒來,所以對他們來說這個經文是未應驗的
[00:17:01.000 --> 00:17:13.000]  對我們來說有點不同,為什麼呢?對我們來說,因為在馬太夫的音是提了這個經文,即是說對我們來說最低限度有一部分是應驗了的
[00:17:13.000 --> 00:17:31.000]  這裡就是經文,都是這樣說的,看到沒有,他們回答說,回答說他說的那段經文和維加的經文很相似,在猶大的伯利恆,因為有先知所說,為什麼呢?這班是文士,希律的時候的文士
[00:17:31.000 --> 00:17:46.000]  希律問他們究竟在哪裡生的,這班文士實在是看回經文,經文不是一定說,沒錯下要在耶路撒冷,在伯利恆那裡生出來的,但是他們實在原來都是這樣解釋那個經文
[00:17:46.000 --> 00:18:04.000]  他們都覺得剛才維加書的經文和我們說的,沒錯下是生在伯利恆,一樣好像大衛生在伯利恆那樣,所以在這裡這麼說,不過他們的經文和我們剛才看的經文有出入的
[00:18:04.000 --> 00:18:23.000]  為什麼呢?維加書和馬太福音是有不同的,維加書是你在猶大城中為小,但是馬太福音是你在猶大諸城中並不是最小的,是反過來的,你知不知道的
[00:18:23.000 --> 00:18:41.000]  你來不來,我來,後面加一個not,什麼都沒有了,為什麼呢?最簡單多數人的解經家就是想,會不會是在跟著七十四億本,可能七十四億本是這樣寫的,不是,是check過來的
[00:18:41.000 --> 00:18:56.000]  七十四億本實在是跟我們說的希伯留文版本的,所以馬太福音這裡也不是跟著七十四億本,為什麼我們不會知道的,歷史上為什麼會這樣說
[00:18:56.000 --> 00:19:16.000]  最有可能的從解經的角度來看,就是這幫文士在他們面前的經文和我們現在有的經文的版本是有一個不同的版本,這個是最有可能的,意思是沒有分別的,意思也是一樣的
[00:19:16.000 --> 00:19:34.000]  就是微塞亞出生在伯利亨,但是這裡改了,實在反而是意思,你想清楚一點是不是,不是不對的,我們說他是最小的城,但是他不會是最小的城,為什麼呢?因為微塞亞在那裡出生
[00:19:34.000 --> 00:19:59.000]  所以是不是經文去到馬太福音的時候,是有人會加了一句話,不是,最小,不是沒有道理的,我們也要問,實在這幫文士的看法是不是一個很偏激的看法呢,沒有什麼人看的,他們剛好這樣看的
[00:19:59.000 --> 00:20:14.000]  不是,我們知道猶太傳統是不是,他們也覺得未來的微塞亞,剛才我們說是微家書的,他們也有解釋的,他們怎麼解釋呢,他們也是說這個經文是證明瞭微塞亞在伯利亨出生的
[00:20:14.000 --> 00:20:34.000]  我們看塔爾根,叫做Targum Jonathan,也是微家書,這個是一個阿南文的翻譯,他們也是說微塞亞,他剛才說的那句話不是說掌權者,他直接寫微塞亞,所以他們也覺得那個是說微塞亞
[00:20:34.000 --> 00:20:57.000]  還有塔木德,也就是耶路撒冷的Talmud,也是這麼說的,他說微塞亞生在哪裡呢,是生在伯利亨,猶大的伯利亨,這個是兩個塔木德和Targum是最傳統的猶太人的經文
[00:20:57.000 --> 00:21:16.000]  一個是翻譯,一個是解經,即是說猶太人傳統都是這樣解的,微塞亞出生在哪裡呢,在伯利亨,所以希律的文士的解法和剛才我們看到塔爾根的文士都是猶太人的文士
[00:21:16.000 --> 00:21:40.000]  或者塔木德的文士都是猶太人的文士是一致的,他們也是這麼想,所以他們這個解法不是一個很偏激的解法,實在他們的解釋在這個經文那裡是一樣的,微塞亞在伯利亨出生
[00:21:40.000 --> 00:21:59.000]  好了,那對我們今天來說有什麼意義呢,這個已經是應驗了,這個經文,我們就看一下,耶穌出世是在伯利亨,這裡這個世界有偶然的英雄
[00:21:59.000 --> 00:22:15.000]  實在都不是很想做英雄的,不過剛好時勢做英雄,你在那裡,有一個人掉下河裡,你懂游泳的,跳下去救了他出來,就做英雄
[00:22:15.000 --> 00:22:31.000]  沒有想著做英雄,不過剛好你會游泳,那個人掉下水,你救了他,就是這樣,這個世界都有偶然的電影的明星,有個叫做荷里活,舊時多一點的,現在應該就沒有了
[00:22:31.000 --> 00:22:52.000]  有時候在吃飯,有個導演剛好去那個餐廳,看到那個人,覺得他挺有資質,請他拍戲,就變了一個大明星,都有個偶然,今時今日都說沒有的
[00:22:52.000 --> 00:23:11.000]  但是有一樣東西不是偶然的,耶穌出生在伯利亨不是偶然的,在《媒家書》都說了,在《媒家書》本身一出現那刻的時候,那些人讀都知道這個經文不是關於希西伽的時候的
[00:23:11.000 --> 00:23:31.000]  因為希西伽的時候是沒有應驗過的,希西伽的時候是有些平安,希西伽的時候他都有招集到當時七二二之後,住前七百二十二年之後當北角滅國之後
[00:23:31.000 --> 00:23:51.000]  他也有邀請那些御下,前北角的猶太人,居民去到耶路撒冷那裡,和他一起慶祝余節,這個是有做過的,但是這個是應驗不了《媒家書》的
[00:23:51.000 --> 00:24:09.000]  希西伽都是大魏的子孫,他都是大魏王朝的人,所以他的根源都是遠古的,因為他都是二百多年前的根源,這個王朝已經出現了二百多年了
[00:24:09.000 --> 00:24:28.000]  這些都是對的,但是絕對不是永恆,不是從太初,那個經文最自勉說到從太初就有那個經文,是需要另外一個人才行的,就是主耶穌基督
[00:24:28.000 --> 00:24:46.000]  另外一樣東西我想大家看,就是伯利恆從來沒試過重要的成績,大家想想,在大魏的時候,都不是不重要,大魏是伯利恆出身的
[00:24:46.000 --> 00:25:08.000]  但是大魏沒有選擇伯利恆做他的首都,而大家看看在他的生平之中,伯利恆的地位,歷史性,重要性是沒有的,之後在《媒家》的時候,伯利恆都是一個小城,也是沒有什麼重要性的
[00:25:08.000 --> 00:25:22.000]  到了耶穌的時候,很多年之後,耶穌出世的那一刻,伯利恆都是一個小城,我們今天叫的,就算今天也是
[00:25:22.000 --> 00:25:36.000]  大家有沒有想過,今天那些人說在朝聖,實際上我們想去哪裡呢,多數不是在伯利恆,多數是耶路撒冷,聖城,不是伯利恆聖城,是耶路撒冷聖城
[00:25:36.000 --> 00:25:47.000]  神就是揀選了一個這麼微不足道的城市,或者是一個村子,就在那裡出現了
[00:25:47.000 --> 00:26:04.000]  這個聖誕是一個不一樣的聖誕,怎麼來看都是的了,我們有新冠肺炎的威脅,很多人是沒了工作,或者是快沒了工作
[00:26:04.000 --> 00:26:22.000]  今天其中一個最熱門的話題就是移民,大家有沒有想過,在這個聖誕我們一直過的時候,我相信慶祝聖誕在很多人的心目中未必是最重要的東西
[00:26:22.000 --> 00:26:38.000]  大家想想有多重要,這麼多大的議題,這麼多大的事件在我們的生命中,我將跟你說,在當時都是一樣的,在耶穌的時候最重要的東西是什麼呢,最熱門的話題是什麼呢
[00:26:38.000 --> 00:26:54.000]  稅,收稅,要回去自己的鄉下記名,這些記名你乾嘛,收稅,每個人在談,又不知道收了多少稅,有很多社會不安的事件
[00:26:54.000 --> 00:27:07.000]  回看耶穌的時候,社會是很動蕩的,民生的議題,很多人有很多民生的議題,都是這樣的,大家有沒有想過當時耶穌出生也是這樣的
[00:27:07.000 --> 00:27:30.000]  但是在他們的問題之中,在他們的混亂之中,神就揀選了在伯利恆出生,當時的人實在是很多人看不到的,因為他們的眼睛是掛著那些所謂大的議題,看不到這麼小的成的重要性
[00:27:30.000 --> 00:27:49.000]  我們希望我們不要犯同一個錯,今天大的議題重要嗎,當然是重要的,但是不要忘記小的議題,在我們的生命中,有些我們覺得這麼微不足道的東西,可能都是很重要的
[00:27:49.000 --> 00:28:09.000]  例如,大家有沒有想過我們和家人的關係,這麼多事情在發生,有沒有注意到我們自己的生命是怎樣的,甚至我們在教會的侍奉是不是覺得好像很微不足道
[00:28:09.000 --> 00:28:26.000]  對比著很多大事件,我們在教會的侍奉和敬拜是不是覺得很微不足道,當然慶祝這個聖誕也是這樣的,有沒有心情去慶祝呢,如果是慶祝,有什麼重要性呢
[00:28:26.000 --> 00:28:47.000]  我也不敢說我知,但是我知道一件事,最重要的不是伯利恆,我們說了整個下午,是說白夜微賽在哪裡出生,最重要的不是在哪裡,是在哪個
[00:28:47.000 --> 00:29:04.000]  所以最重要的是我們在侍奉誰,最重要的是我們在慶祝誰的生日,實際上也不是在哪裡,很多大事件,有一天我們發現最大的事件,實際上在我們的生命中可能是正在發生
[00:29:04.000 --> 00:29:14.000]  我們有少許時間去默討,接著我帶領大家有少許的祈禱
[00:29:14.000 --> 00:29:36.000]  主啊,求你讓我們每個人都在我們小小伯利恆的區域之中去紀念你的誕生,去侍奉你,去為你而活,我想祈禱奉主啊,so be it, 命球,阿門
[00:29:36.000 --> 00:29:46.000]  謝謝大家,祝大家生日快樂!
[00:29:46.000 --> 00:29:52.000]  謝謝大家,祝大家生日快樂!

