
[00:00:00.000 --> 00:00:06.280]  我們看回幾年社會的事件
[00:01:50.400 --> 00:01:52.320]  不單沒有赤字
[00:01:52.320 --> 00:01:53.680]  還有盈餘
[00:01:53.680 --> 00:01:55.080]  盈餘二百多萬
[00:01:55.080 --> 00:01:56.600]  我又想一想
[00:01:56.600 --> 00:01:58.000]  為什麼會有盈餘呢?
[00:01:58.000 --> 00:01:59.200]  只有幾個可能性
[00:01:59.200 --> 00:02:00.240]  我都可以問一問
[00:02:00.240 --> 00:02:02.160]  是不是那些走了的領事們
[00:02:02.160 --> 00:02:03.520]  都奉獻回來教會呢?
[00:02:03.520 --> 00:02:05.040]  應該是
[00:02:05.040 --> 00:02:08.280]  還有相當為數不少的
[00:02:08.280 --> 00:02:11.720]  再加上本地增加了很多不同的
[00:02:11.720 --> 00:02:13.320]  所以變了多了
[00:02:13.320 --> 00:02:15.440]  所以有這樣的緣故
[00:02:15.440 --> 00:02:17.080]  我今天要和大家說
[00:02:17.080 --> 00:02:19.520]  教會的增長很重要
[00:02:19.520 --> 00:02:21.520]  前門大開
[00:02:21.520 --> 00:02:23.800]  第二
[00:02:23.800 --> 00:02:25.080]  後門關閉
[00:02:25.080 --> 00:02:26.800]  第三
[00:02:26.800 --> 00:02:30.480]  令到教會的人十號風球都打不掉
[00:02:30.480 --> 00:02:33.000]  這個就是增長的教會
[00:02:33.000 --> 00:02:35.000]  這個就是健康的教會
[00:02:35.000 --> 00:02:37.000]  我們今天就要想一想
[00:02:37.000 --> 00:02:40.280]  怎樣可以令到前門大開呢?
[00:02:40.280 --> 00:02:42.800]  牧師無論多有恩賜
[00:02:42.800 --> 00:02:44.520]  他沒有能力
[00:02:44.520 --> 00:02:47.360]  也沒有這種感染力
[00:02:47.360 --> 00:02:50.440]  能夠叫那些不信的人回來教會
[00:02:50.440 --> 00:02:52.680]  我都叫不到
[00:02:52.680 --> 00:02:57.280]  我們也不懂得去賣花讚花香
[00:02:57.280 --> 00:02:58.120]  不懂的
[00:02:58.120 --> 00:03:00.520]  全部是匯眾帶回來的
[00:03:00.520 --> 00:03:02.200]  是因為這樣的緣故
[00:03:02.200 --> 00:03:05.280]  匯眾如果不是已經擁有了
[00:03:05.280 --> 00:03:07.280]  我們叫做MVP
[00:03:07.280 --> 00:03:09.480]  Mission, Vision and Passion
[00:03:09.480 --> 00:03:12.080]  這幾樣東西如果不擁有的時候
[00:03:12.080 --> 00:03:15.880]  如果他不是真的感覺到這個教會對我的親戚
[00:03:15.880 --> 00:03:17.520]  對我的家人
[00:03:17.520 --> 00:03:18.680]  對我的同事
[00:03:18.680 --> 00:03:19.680]  對我的同學
[00:03:19.680 --> 00:03:21.680]  對我的街坊有幫助的時候
[00:03:21.680 --> 00:03:24.000]  他不夠膽請他們回來
[00:03:24.000 --> 00:03:27.160]  但如果我們對我們的教會有這種信心的時候
[00:03:27.160 --> 00:03:30.080]  他就放心請他們回來
[00:03:30.080 --> 00:03:31.840]  學生會請我們的老師回來
[00:03:31.840 --> 00:03:33.200]  請我們的同學回來
[00:03:33.200 --> 00:03:34.960]  醫生請我們的病人回來
[00:03:34.960 --> 00:03:36.480]  病人會請護士
[00:03:36.480 --> 00:03:38.000]  請醫生回來
[00:03:38.000 --> 00:03:40.560]  我們請甚至街坊回來
[00:03:40.560 --> 00:03:43.440]  這個是我們對我們的教會有信心的時候
[00:03:43.440 --> 00:03:45.240]  我們會做的事情
[00:03:45.240 --> 00:03:46.080]  好了
[00:03:46.080 --> 00:03:49.400]  怎樣可以令到我們自己的教會後門又關閉
[00:03:49.400 --> 00:03:52.360]  人來了之後不捨得走呢
[00:03:52.360 --> 00:03:54.200]  除非來的人
[00:03:54.200 --> 00:03:55.400]  他們感覺到
[00:03:55.400 --> 00:03:58.040]  屬靈的上面有公然
[00:03:58.040 --> 00:03:59.320]  落地
[00:03:59.320 --> 00:04:01.840]  那些東西和我的生活息息相關
[00:04:01.840 --> 00:04:02.920]  我聽了的時候
[00:04:02.920 --> 00:04:04.120]  我感覺
[00:04:04.120 --> 00:04:06.400]  正呀
[00:04:06.400 --> 00:04:09.280]  他都願意將這些東西傳給人聽
[00:04:09.280 --> 00:04:12.640]  甚至這間教會
[00:04:12.640 --> 00:04:14.320]  那些來了的人
[00:04:14.320 --> 00:04:16.760]  他不會捨得走
[00:04:16.760 --> 00:04:18.800]  第三個方面
[00:04:18.800 --> 00:04:21.400]  怎樣令到十號風球
[00:04:21.400 --> 00:04:22.840]  都打不掉呢
[00:04:22.840 --> 00:04:24.480]  有一句話
[00:04:24.480 --> 00:04:27.080]  有關係就無所謂
[00:04:27.080 --> 00:04:29.840]  無關係就什麼都計較
[00:04:29.840 --> 00:04:32.120]  什麼都有所謂
[00:04:32.120 --> 00:04:33.760]  關係在哪裡來呀
[00:04:33.760 --> 00:04:36.480]  不可以靠崇拜
[00:04:36.480 --> 00:04:39.080]  關係一定是小組那裡來
[00:04:39.080 --> 00:04:42.000]  你的小組好像家一樣
[00:04:42.000 --> 00:04:44.240]  經常一起可以吃飯
[00:04:44.240 --> 00:04:45.280]  有什麼喜慶
[00:04:45.280 --> 00:04:48.120]  有什麼開心的不開心的
[00:04:48.120 --> 00:04:49.840]  都可以暢所欲言
[00:04:49.840 --> 00:04:51.960]  大家可以一起去同行
[00:04:51.960 --> 00:04:53.800]  這些教會本身
[00:04:53.800 --> 00:04:55.160]  十號風球
[00:04:55.160 --> 00:04:56.640]  他不會有改變
[00:04:56.640 --> 00:04:59.440]  反而是越多挑戰
[00:04:59.440 --> 00:05:01.000]  逆境越大
[00:05:01.000 --> 00:05:04.280]  帶回來的人可能會越多
[00:05:04.280 --> 00:05:04.880]  好了
[00:05:04.880 --> 00:05:08.080]  我們今天去看一看
[00:05:08.080 --> 00:05:11.360]  在我預備來元朗堂
[00:05:11.360 --> 00:05:14.040]  五週年紀念港島的時候
[00:05:14.040 --> 00:05:14.720]  我就想一想
[00:05:14.720 --> 00:05:16.320]  過去五年裡面
[00:05:16.320 --> 00:05:18.600]  絕大部分的時間
[00:05:18.600 --> 00:05:20.640]  都是一個
[00:05:20.640 --> 00:05:21.760]  你好呀
[00:05:21.760 --> 00:05:24.600]  天荒馬亂
[00:05:24.600 --> 00:05:26.080]  在一個這樣的情形下
[00:05:26.080 --> 00:05:27.280]  你都成長
[00:05:27.280 --> 00:05:28.400]  社會的事件
[00:05:28.400 --> 00:05:29.840]  疫症的問題
[00:05:29.840 --> 00:05:32.800]  再加上移民潮的問題
[00:05:32.800 --> 00:05:33.880]  大部分的教會
[00:05:33.880 --> 00:05:37.120]  都在一個地方掙扎求存
[00:05:37.120 --> 00:05:38.120]  是因為這樣一個緣故
[00:05:38.120 --> 00:05:39.680]  我想來想去
[00:05:39.680 --> 00:05:41.680]  到底和頂智會分享什麼
[00:05:41.680 --> 00:05:43.880]  是最好的呢
[00:05:43.880 --> 00:05:46.800]  我就想到一間教會
[00:05:46.800 --> 00:05:49.600]  這間教會讓我看到
[00:05:49.600 --> 00:05:51.360]  就是說
[00:05:51.360 --> 00:05:53.520]  很多的教會
[00:05:53.520 --> 00:05:56.080]  他們都很想一件事
[00:05:56.080 --> 00:05:57.120]  教會裡面
[00:05:57.120 --> 00:05:58.360]  走得最多的
[00:05:58.360 --> 00:06:00.360]  留得最少的
[00:06:00.360 --> 00:06:04.040]  然後讓他們突然之間
[00:06:04.040 --> 00:06:05.400]  連繼續走下去
[00:06:05.400 --> 00:06:07.480]  都未必走得下去
[00:06:07.480 --> 00:06:08.920]  大部分的教會
[00:06:08.920 --> 00:06:10.520]  有一個現象
[00:06:10.520 --> 00:06:12.280]  就是少部分的人
[00:06:12.280 --> 00:06:13.400]  就在演戲
[00:06:13.400 --> 00:06:14.800]  就是演戲
[00:06:14.800 --> 00:06:16.080]  大部分的人
[00:06:16.080 --> 00:06:17.480]  在看戲
[00:06:17.480 --> 00:06:20.240]  他們來到就是聽道
[00:06:20.240 --> 00:06:23.240]  來到看師班唱詩
[00:06:23.240 --> 00:06:25.680]  來到看你們做的事情
[00:06:25.680 --> 00:06:26.440]  是因為這樣
[00:06:26.440 --> 00:06:28.520]  大部分的人看戲
[00:06:28.520 --> 00:06:30.320]  少部分人演戲的結果
[00:06:30.320 --> 00:06:32.040]  少部分的人
[00:06:32.040 --> 00:06:34.880]  就因為什麼都是他們做的
[00:06:34.880 --> 00:06:36.680]  總之什麼都是他們做的
[00:06:36.680 --> 00:06:39.080]  那幾個最有恩賜的
[00:06:39.080 --> 00:06:42.560]  就樣樣都有他們份
[00:06:42.560 --> 00:06:43.680]  踩拳部有他們份
[00:06:43.680 --> 00:06:44.680]  珠河部有他們份
[00:06:44.680 --> 00:06:45.640]  孫家部有他們份
[00:06:45.640 --> 00:06:46.800]  探訪部有他們份
[00:06:46.800 --> 00:06:47.360]  什麼部
[00:06:47.360 --> 00:06:48.480]  財務部什麼
[00:06:48.480 --> 00:06:49.240]  都是他們的
[00:06:49.240 --> 00:06:52.640]  師班又走去唱了
[00:06:52.640 --> 00:06:54.040]  帶來的結果
[00:06:54.040 --> 00:06:57.200]  少部分的人就burn out
[00:06:57.200 --> 00:06:58.560]  就是耗盡
[00:06:58.560 --> 00:07:00.520]  大部分的人就rush out
[00:07:00.520 --> 00:07:02.040]  受盡
[00:07:02.040 --> 00:07:05.360]  而最終
[00:07:05.360 --> 00:07:07.560]  就是die out
[00:07:07.560 --> 00:07:09.880]  教會隨時倒閉
[00:07:09.880 --> 00:07:13.000]  因為一個個不是耗盡
[00:07:13.000 --> 00:07:16.360]  就是受盡
[00:07:16.360 --> 00:07:17.480]  因為這樣一個緣故
[00:07:17.480 --> 00:07:19.320]  我就想到一間教會
[00:07:19.320 --> 00:07:21.480]  是保羅稱讚得最多
[00:07:21.480 --> 00:07:23.080]  每逢提起他們
[00:07:23.080 --> 00:07:25.080]  是開開心心的
[00:07:25.080 --> 00:07:27.280]  每逢為他們禱告的時候
[00:07:27.280 --> 00:07:29.200]  開開心心為他們禱告
[00:07:29.200 --> 00:07:30.360]  另一方面
[00:07:30.360 --> 00:07:31.440]  還說
[00:07:31.440 --> 00:07:33.520]  在他自己最有需要的時候
[00:07:33.520 --> 00:07:35.840]  這間教會就是一個及時雨
[00:07:35.840 --> 00:07:37.440]  隨時幫助他
[00:07:37.440 --> 00:07:38.840]  孫教
[00:07:38.840 --> 00:07:40.840]  更加在菲律賓書一章
[00:07:40.840 --> 00:07:42.240]  第五節說
[00:07:42.240 --> 00:07:44.400]  從教會開始頭一天
[00:07:44.400 --> 00:07:45.720]  直到如今
[00:07:45.720 --> 00:07:47.920]  就是保羅坐牢的時候
[00:07:47.920 --> 00:07:48.480]  他就說
[00:07:48.480 --> 00:07:50.440]  你們是在我一個
[00:07:50.440 --> 00:07:52.560]  使命的團體裡面
[00:07:52.560 --> 00:07:54.600]  和我一起同行的
[00:07:54.600 --> 00:07:57.440]  是我緊密的拍檔
[00:07:57.440 --> 00:07:59.400]  我想一想
[00:07:59.400 --> 00:08:02.440]  保羅和菲律賓教會的關係
[00:08:02.440 --> 00:08:03.640]  是怎樣的呢
[00:08:03.640 --> 00:08:05.800]  他開創了教會之後
[00:08:05.800 --> 00:08:07.360]  他就被人誣告
[00:08:07.360 --> 00:08:09.600]  誣告之後就坐牢
[00:08:09.600 --> 00:08:11.160]  坐牢之後出來
[00:08:11.160 --> 00:08:13.760]  就馬上去剛剛成立的
[00:08:13.760 --> 00:08:16.600]  女底亞家開的教會
[00:08:16.600 --> 00:08:19.400]  然後就要say goodbye
[00:08:19.400 --> 00:08:21.040]  他就是從那時候開始
[00:08:21.040 --> 00:08:22.360]  就要真的走了
[00:08:22.360 --> 00:08:24.840]  因為那個壁壩已經臨到
[00:08:24.840 --> 00:08:25.760]  說到明
[00:08:25.760 --> 00:08:26.720]  你是要走
[00:08:26.720 --> 00:08:28.160]  那他就走了
[00:08:28.160 --> 00:08:28.720]  走了之後
[00:08:28.720 --> 00:08:30.760]  怎樣你能夠繼續維持呢
[00:08:30.760 --> 00:08:32.880]  就是他派了一個屬靈的兒子
[00:08:32.880 --> 00:08:34.080]  在那個地方
[00:08:34.080 --> 00:08:35.720]  繼續去牧羊
[00:08:35.720 --> 00:08:36.840]  另一方面
[00:08:36.840 --> 00:08:39.520]  繼續不斷就用書信
[00:08:39.520 --> 00:08:40.880]  有需要的時候
[00:08:40.880 --> 00:08:42.080]  就去菲律賓教會
[00:08:42.080 --> 00:08:43.400]  教會就派人
[00:08:43.400 --> 00:08:45.720]  來將那些接濟的東西
[00:08:45.720 --> 00:08:47.040]  來供應給保羅
[00:08:47.040 --> 00:08:48.680]  然後他就透過這些
[00:08:48.680 --> 00:08:49.920]  繼續不斷寫信
[00:08:49.920 --> 00:08:52.080]  來鼓勵頂尖會
[00:08:52.080 --> 00:08:53.720]  菲律賓的教會
[00:08:53.720 --> 00:08:55.920]  雖然是這樣
[00:08:55.920 --> 00:08:57.680]  但是這間教會
[00:08:57.680 --> 00:09:00.560]  全民戒備
[00:09:00.560 --> 00:09:03.160]  我今天就和大家來看
[00:09:03.160 --> 00:09:04.840]  保羅的秘訣
[00:09:04.840 --> 00:09:06.320]  是怎樣的呢
[00:09:06.320 --> 00:09:08.520]  比利比亞教會的秘訣
[00:09:08.520 --> 00:09:09.880]  是怎樣的呢
[00:09:09.880 --> 00:09:10.720]  第一
[00:09:10.720 --> 00:09:12.040]  他們傳的
[00:09:12.040 --> 00:09:15.800]  是能夠見得到的教會
[00:09:15.800 --> 00:09:16.720]  大部分的教會
[00:09:16.720 --> 00:09:19.000]  為什麼要這麼散
[00:09:19.000 --> 00:09:21.080]  很簡單
[00:09:21.080 --> 00:09:22.800]  就是會眾
[00:09:22.800 --> 00:09:24.880]  是聽到
[00:09:24.880 --> 00:09:27.000]  但是他看不到
[00:09:27.000 --> 00:09:28.840]  我告訴大家
[00:09:28.840 --> 00:09:30.880]  如果會眾是看到
[00:09:30.880 --> 00:09:32.200]  他們的前導人
[00:09:32.200 --> 00:09:33.960]  看到他們的組長
[00:09:33.960 --> 00:09:36.280]  看到他們的教會領袖
[00:09:36.280 --> 00:09:38.400]  不只是一個說話
[00:09:38.400 --> 00:09:39.600]  大隻說話
[00:09:39.600 --> 00:09:41.400]  而是說什麼
[00:09:41.400 --> 00:09:43.720]  就是做什麼
[00:09:43.720 --> 00:09:45.520]  身體力
[00:09:45.520 --> 00:09:47.160]  信仰生活化
[00:09:47.160 --> 00:09:48.520]  生活信仰化
[00:09:48.520 --> 00:09:50.120]  如果是這樣的話
[00:09:50.120 --> 00:09:52.680]  你叫他們走都好
[00:09:52.680 --> 00:09:53.880]  在這段聖經當中
[00:09:53.880 --> 00:09:55.720]  給我們看見
[00:09:55.720 --> 00:09:57.800]  保羅留下來
[00:09:57.800 --> 00:10:00.040]  繼續去牧養菲律賓的教會
[00:10:00.040 --> 00:10:01.960]  就是他屬靈的兒子
[00:10:01.960 --> 00:10:03.560]  到底他和這個屬靈的兒子
[00:10:03.560 --> 00:10:04.800]  是怎樣認識的呢
[00:10:04.800 --> 00:10:07.080]  我相信是偶然
[00:10:07.080 --> 00:10:09.280]  在探訪宣教的時候
[00:10:09.280 --> 00:10:10.440]  去到這個家
[00:10:10.440 --> 00:10:12.120]  去到這個家的時候
[00:10:12.120 --> 00:10:15.000]  他就開始對這個家了解多了
[00:10:15.000 --> 00:10:17.040]  多了之後
[00:10:17.040 --> 00:10:20.240]  他們當中就上契了
[00:10:20.240 --> 00:10:21.960]  這家人的兒子
[00:10:21.960 --> 00:10:23.560]  就成為他屬靈的兒子
[00:10:23.560 --> 00:10:27.720]  保羅就成為他屬靈的爸爸
[00:10:27.720 --> 00:10:29.480]  實際上他們相處的時間
[00:10:29.480 --> 00:10:31.440]  和這個母親
[00:10:31.440 --> 00:10:33.000]  和提摩太太的母親
[00:10:33.000 --> 00:10:34.760]  和那個阿婆
[00:10:34.760 --> 00:10:37.320]  我相信不會太久
[00:10:37.320 --> 00:10:38.880]  但是這麼短的時間
[00:10:38.880 --> 00:10:43.960]  他們都摸了屬靈的底
[00:10:43.960 --> 00:10:45.120]  我們一起去看一看
[00:10:45.120 --> 00:10:47.480]  提摩太太的後書一章
[00:10:47.480 --> 00:10:50.720]  她寫信給親愛的兒子提摩他
[00:10:50.720 --> 00:10:51.800]  提摩他的時間
[00:10:51.800 --> 00:10:53.360]  他說我一想到你的眼淚
[00:10:53.360 --> 00:10:55.320]  就急切想要見你
[00:10:55.320 --> 00:10:57.000]  好讓我滿心快樂
[00:10:57.000 --> 00:10:58.040]  然後他就說
[00:10:58.040 --> 00:11:00.400]  我記得你無偽的信心
[00:11:00.400 --> 00:11:04.600]  無偽就是不是hypocrite
[00:11:04.600 --> 00:11:06.920]  即不是虛偽的信心
[00:11:06.920 --> 00:11:10.120]  什麼叫做不是虛偽的信心呢?
[00:11:10.120 --> 00:11:11.800]  就是心裏想什麼
[00:11:11.800 --> 00:11:13.080]  他做的就是什麼
[00:11:13.080 --> 00:11:14.320]  你信的是什麼
[00:11:14.320 --> 00:11:16.440]  你的行就是什麼
[00:11:16.440 --> 00:11:19.000]  是看得到的
[00:11:19.000 --> 00:11:20.040]  另一方面他就說
[00:11:20.040 --> 00:11:23.000]  這個信心是先傳在你阿婆那裏
[00:11:23.000 --> 00:11:25.160]  然後又在你阿媽那裏
[00:11:25.160 --> 00:11:26.960]  現在我亦都深信
[00:11:26.960 --> 00:11:30.400]  是傳在你自己裏面
[00:11:30.400 --> 00:11:32.400]  提摩太太的信仰
[00:11:32.400 --> 00:11:34.120]  是在家裏面
[00:11:34.120 --> 00:11:37.200]  受她媽媽受她阿婆影響
[00:11:37.200 --> 00:11:39.840]  是看得到的信仰
[00:11:39.840 --> 00:11:41.280]  是因為這樣的緣故
[00:11:41.280 --> 00:11:44.000]  是絕對堅的
[00:11:44.000 --> 00:11:46.600]  是信得真實的
[00:11:46.600 --> 00:11:49.920]  然後父母有這樣的信仰
[00:11:49.920 --> 00:11:52.240]  有這麼真誠的信仰在
[00:11:52.240 --> 00:11:54.000]  這個真誠的信仰
[00:11:54.000 --> 00:11:59.200]  是穩穩陣陣的傳遞到他的家裏面
[00:11:59.200 --> 00:12:00.280]  是因為這樣的緣故
[00:12:00.280 --> 00:12:04.840]  今日教會裏面必須要注重親戚的
[00:12:04.840 --> 00:12:07.320]  如果我們不建立我們的父母
[00:12:07.320 --> 00:12:08.600]  建立他們做什麼呢?
[00:12:08.600 --> 00:12:10.880]  不是建立他們自己去享受
[00:12:10.880 --> 00:12:13.600]  而是建立他們回到家裏的時候
[00:12:13.600 --> 00:12:16.840]  去影響他們的下一代
[00:12:16.840 --> 00:12:18.320]  有不少人都問我
[00:12:18.320 --> 00:12:22.800]  牧師你什麼時候會叫你兒子
[00:12:22.800 --> 00:12:24.280]  叫你女兒讀神學的
[00:12:24.280 --> 00:12:25.560]  兩個都讀神學
[00:12:25.560 --> 00:12:28.560]  然後兩個都出來侍奉
[00:12:28.560 --> 00:12:29.560]  然後結婚之後
[00:12:29.560 --> 00:12:31.560]  四個都在侍奉
[00:12:31.560 --> 00:12:32.160]  我告訴你
[00:12:32.160 --> 00:12:35.360]  我從來沒有的
[00:12:35.360 --> 00:12:39.200]  我從來沒有用硬也好軟也好
[00:12:39.200 --> 00:12:39.760]  叫他們
[00:12:39.760 --> 00:12:42.320]  「爸爸是讀神學的
[00:12:42.320 --> 00:12:43.960]  所以將來你讀神學
[00:12:43.960 --> 00:12:45.240]  爸爸做牧師的
[00:12:45.240 --> 00:12:46.520]  將來你做牧師
[00:12:46.520 --> 00:12:49.600]  我永遠不會做這樣的事」
[00:12:49.600 --> 00:12:53.280]  我對我的小孩三個禱告
[00:12:53.280 --> 00:12:54.440]  第一
[00:12:54.440 --> 00:12:55.760]  越快越好
[00:12:55.760 --> 00:12:57.600]  認識和接受著
[00:12:57.600 --> 00:12:59.040]  成為他們的救主
[00:12:59.040 --> 00:13:00.640]  這是第一個
[00:13:00.640 --> 00:13:02.000]  第二個
[00:13:02.000 --> 00:13:09.600]  他們能夠從信主的時候開始
[00:13:09.600 --> 00:13:11.800]  紮根
[00:13:11.800 --> 00:13:13.320]  有這麼深得這麼深
[00:13:13.320 --> 00:13:15.240]  去認識他們的信
[00:13:15.240 --> 00:13:18.880]  然後按著他們的恩賜
[00:13:18.880 --> 00:13:21.200]  將來在他們的工作裡
[00:13:21.200 --> 00:13:21.920]  什麼都好
[00:13:21.920 --> 00:13:25.200]  按他們的恩賜來尋求神
[00:13:25.200 --> 00:13:26.800]  所以我們求就是求
[00:13:26.800 --> 00:13:27.880]  他們信主
[00:13:27.880 --> 00:13:29.000]  他們愛主
[00:13:29.000 --> 00:13:31.240]  然後按著神賜給他們的恩賜
[00:13:31.240 --> 00:13:34.320]  和負擔去侍奉
[00:13:34.320 --> 00:13:35.840]  但後來我才知道
[00:13:35.840 --> 00:13:37.200]  雖然我們沒有說
[00:13:37.200 --> 00:13:40.160]  但我太太在我兒子兩歲的時候
[00:13:40.160 --> 00:13:41.800]  原來做了一個禱告
[00:13:41.800 --> 00:13:42.800]  我怎知道呢?
[00:13:42.800 --> 00:13:45.560]  就是我兒子在達勒斯畢業的時候
[00:13:45.560 --> 00:13:48.240]  我們去探望他那一年
[00:13:48.240 --> 00:13:50.120]  探望他的時候
[00:13:50.120 --> 00:13:51.640]  有一張照片
[00:13:51.640 --> 00:13:53.720]  是我兒子兩歲的時候
[00:13:53.720 --> 00:13:58.000]  我和我太太在神學院拍的那張照片
[00:13:58.000 --> 00:13:59.720]  然後他們畢業的時候
[00:13:59.720 --> 00:14:01.280]  我們就和他們夫婦
[00:14:01.280 --> 00:14:03.120]  又在那個牌坊裡
[00:14:03.120 --> 00:14:04.160]  Preach the Word
[00:14:04.160 --> 00:14:05.200]  那個牌坊裡
[00:14:05.200 --> 00:14:07.560]  又拍了一張照片
[00:14:07.560 --> 00:14:10.320]  然後我太太才和我兒子說
[00:14:10.320 --> 00:14:11.760]  Watchman
[00:14:11.760 --> 00:14:14.400]  你知不知道你兩歲的時候
[00:14:14.400 --> 00:14:15.520]  那張照片
[00:14:15.520 --> 00:14:18.160]  爸爸抱著你在那裡拍的時候
[00:14:18.160 --> 00:14:20.880]  我做了一個禱告
[00:14:20.880 --> 00:14:23.120]  就是讓他將來
[00:14:23.120 --> 00:14:24.600]  能夠去到這裡
[00:14:24.600 --> 00:14:27.120]  接受神學的裝備
[00:14:27.120 --> 00:14:30.800]  將來去侍奉你
[00:14:30.800 --> 00:14:32.800]  我太太說完的時候
[00:14:32.800 --> 00:14:34.320]  Watchman 直接說
[00:14:34.320 --> 00:14:37.280]  哇!誇張啊媽咪
[00:14:37.280 --> 00:14:40.520]  兩歲而已啊
[00:14:40.520 --> 00:14:41.920]  兩歲
[00:14:41.920 --> 00:14:43.200]  誇張
[00:14:43.200 --> 00:14:46.000]  而這件事我太太都沒有和我說
[00:14:46.000 --> 00:14:48.280]  直到那天我才知道
[00:14:48.280 --> 00:14:51.520]  原來她在兒子兩歲做這樣的禱告
[00:14:51.520 --> 00:14:53.120]  她真是夠勇
[00:14:53.120 --> 00:14:53.960]  好
[00:14:53.960 --> 00:14:56.120]  這麼早就做這個禱告
[00:14:56.120 --> 00:14:57.600]  但是我們的感恩
[00:14:57.600 --> 00:15:01.160]  其實一直是神父照她
[00:15:01.160 --> 00:15:04.280]  我們不需要去推她
[00:15:04.280 --> 00:15:07.160]  是神父照她
[00:15:07.160 --> 00:15:09.120]  你怎樣建立她這個信仰呢?
[00:15:09.120 --> 00:15:12.760]  自小她和我們一起查
[00:15:12.760 --> 00:15:14.640]  我們用兒童版
[00:15:14.640 --> 00:15:15.960]  用青少版
[00:15:15.960 --> 00:15:17.240]  和我們查
[00:15:17.240 --> 00:15:18.200]  她的價值觀
[00:15:18.200 --> 00:15:19.440]  她的人生觀
[00:15:19.440 --> 00:15:20.720]  她的成敗觀
[00:15:20.720 --> 00:15:21.640]  她的苦難觀
[00:15:21.640 --> 00:15:22.560]  各方面的東西
[00:15:22.560 --> 00:15:24.760]  都要和她查得清清楚楚
[00:15:24.760 --> 00:15:28.200]  由聖經裏面給她們
[00:15:28.200 --> 00:15:29.280]  是因為這樣一個緣故
[00:15:29.280 --> 00:15:31.520]  今天家在我們家
[00:15:31.520 --> 00:15:33.240]  在我們的教會裏面
[00:15:33.240 --> 00:15:37.120]  如果我們注重父母的親戚模樣
[00:15:37.120 --> 00:15:39.960]  注重在這方面的教導
[00:15:39.960 --> 00:15:41.960]  然後又鼓勵他們是家
[00:15:41.960 --> 00:15:43.200]  和他們是家人
[00:15:43.200 --> 00:15:45.200]  來做這件事的時候
[00:15:45.200 --> 00:15:47.120]  我深信
[00:15:47.120 --> 00:15:50.960]  會眾的信仰一定是真實的
[00:15:50.960 --> 00:15:52.240]  為什麼?
[00:15:52.240 --> 00:15:53.000]  因為有人說
[00:15:53.000 --> 00:15:54.520]  學而後知不忠
[00:15:54.520 --> 00:15:55.560]  但實際上
[00:15:55.560 --> 00:15:57.280]  人人的經歷都知道
[00:15:57.280 --> 00:15:59.600]  是教而後知不忠
[00:15:59.600 --> 00:16:02.640]  當你真的要帶我們的子女
[00:16:02.640 --> 00:16:04.120]  查經的時候
[00:16:04.120 --> 00:16:05.600]  你就會知道自己
[00:16:05.600 --> 00:16:08.120]  還有哪些未夠
[00:16:08.120 --> 00:16:10.400]  特別青少年問的問題
