
[00:00:00.000 --> 00:00:02.800]  大家知道我不是讀數學的
[00:01:34.800 --> 00:01:36.800]  六十四個就六十四個
[00:01:36.800 --> 00:01:39.800]  有數的
[00:01:39.800 --> 00:01:41.800]  幾何級數就是這樣
[00:01:41.800 --> 00:01:46.800]  一二四十六
[00:01:46.800 --> 00:01:47.800]  打直了
[00:01:47.800 --> 00:01:51.800]  嘩 原來打直未打直到一半已經很厲害
[00:01:51.800 --> 00:01:53.800]  皇帝以為最多一粒谷
[00:01:53.800 --> 00:01:56.800]  我皇帝的谷倉那麼多谷
[00:01:56.800 --> 00:01:58.800]  嘿 什麼呢
[00:01:58.800 --> 00:02:00.800]  搞不定
[00:02:00.800 --> 00:02:02.800]  你知道皇帝可以很任性
[00:02:02.800 --> 00:02:04.800]  老修成路
[00:02:04.800 --> 00:02:06.800]  拜公的人頭落地
[00:02:06.800 --> 00:02:08.800]  當然這個故事教訓我們
[00:02:08.800 --> 00:02:11.800]  第一 伴君如伴虎
[00:02:11.800 --> 00:02:13.800]  做得皇帝就任性了
[00:02:13.800 --> 00:02:15.800]  你不要信他
[00:02:15.800 --> 00:02:17.800]  第二就是原來
[00:02:17.800 --> 00:02:19.800]  我們可以聯想起
[00:02:19.800 --> 00:02:22.800]  什麼門堂上歷代祖先
[00:02:22.800 --> 00:02:24.800]  或者什麼人的後裔
[00:02:24.800 --> 00:02:26.800]  其實只有一個「港」字
[00:02:26.800 --> 00:02:28.800]  實在多到不得了
[00:02:28.800 --> 00:02:30.800]  前陣子不是有個孔夫子的後人嗎
[00:02:30.800 --> 00:02:31.800]  他叫姓孔的
[00:02:31.800 --> 00:02:33.800]  不知道叫孔廣什麼
[00:02:33.800 --> 00:02:34.800]  孔慶什麼
[00:02:34.800 --> 00:02:35.800]  你知道他們吉慶
[00:02:35.800 --> 00:02:37.800]  超憲慶帆場
[00:02:37.800 --> 00:02:38.800]  有個牌子的
[00:02:38.800 --> 00:02:39.800]  每個人都知道
[00:02:39.800 --> 00:02:41.800]  姓孔 姓曾 姓顏 姓孟
[00:02:41.800 --> 00:02:43.800]  四家是一樣的牌子
[00:02:43.800 --> 00:02:45.800]  這個就由元朝開始的
[00:02:45.800 --> 00:02:46.800]  順便說國學常識
[00:02:46.800 --> 00:02:47.800]  所以你認識的人一定有些
[00:02:47.800 --> 00:02:50.800]  孔慶什麼 孔憲什麼 孔場什麼
[00:02:50.800 --> 00:02:51.800]  一排的
[00:02:51.800 --> 00:02:54.800]  他們同是那個牌子的兄弟牌
[00:02:54.800 --> 00:02:56.800]  我們說回那個故事
[00:02:56.800 --> 00:02:58.800]  這幾何級數原來是很可怕的
[00:02:58.800 --> 00:03:01.800]  因此孔子的後裔又怎樣呢
[00:03:01.800 --> 00:03:02.800]  老實說孔子的兒子
[00:03:02.800 --> 00:03:03.800]  就已經平平常常
[00:03:03.800 --> 00:03:04.800]  根據《論語》記載
[00:03:04.800 --> 00:03:06.800]  孔子的孫子是很厲害
[00:03:06.800 --> 00:03:08.800]  但到了後世亦不外而之
[00:03:08.800 --> 00:03:10.800]  我個人覺得很可笑
[00:03:10.800 --> 00:03:12.800]  什麼人的後裔
[00:03:12.800 --> 00:03:14.800]  孫中山先生的後裔又怎樣呢
[00:03:14.800 --> 00:03:15.800]  孫先生是偉大
[00:03:15.800 --> 00:03:18.800]  孫先生的兒子除了樣貌
[00:03:18.800 --> 00:03:21.800]  和孫中山先生的另外一樣
[00:03:21.800 --> 00:03:23.800]  他自己承認的特性之外
[00:03:23.800 --> 00:03:25.800]  沒有一樣像孫中山
[00:03:25.800 --> 00:03:26.800]  樣貌很像
[00:03:26.800 --> 00:03:28.800]  那樣特性就像
[00:03:28.800 --> 00:03:29.800]  那樣特性是什麼
[00:03:29.800 --> 00:03:30.800]  你不要問我
[00:03:30.800 --> 00:03:31.800]  不用問你都知道
[00:03:31.800 --> 00:03:32.800]  孫先生自己承認
[00:03:32.800 --> 00:03:34.800]  所有男人都有這個特性
[00:03:34.800 --> 00:03:37.800]  就是這樣
[00:03:37.800 --> 00:03:38.800]  是不是
[00:03:38.800 --> 00:03:40.800]  第二代也尚且如此
[00:03:40.800 --> 00:03:42.800]  何況若干代之後
[00:03:42.800 --> 00:03:44.800]  所以千萬不要說是祖先
[00:03:44.800 --> 00:03:46.800]  而且很多事情都不知道真假
[00:03:46.800 --> 00:03:48.800]  中國人就喜歡面子
[00:03:48.800 --> 00:03:50.800]  因此喜歡誇大
[00:03:50.800 --> 00:03:51.800]  所以這又是一個旁枝的說話
[00:03:51.800 --> 00:03:53.800]  本來不是預備說
[00:03:53.800 --> 00:03:55.800]  我以前時常說
[00:03:55.800 --> 00:03:56.800]  聖經的好處就是
[00:03:56.800 --> 00:03:58.800]  聖經裏面沒有一個好人
[00:03:58.800 --> 00:04:00.800]  只要是人沒有一個好人
[00:04:00.800 --> 00:04:02.800]  都是有缺點、有弱點、有原罪
[00:04:02.800 --> 00:04:04.800]  是不是
[00:04:04.800 --> 00:04:06.800]  耶穌自己的嫡系大弟子彼得
[00:04:06.800 --> 00:04:08.800]  三次不認輸
[00:04:08.800 --> 00:04:10.800]  是不是
[00:04:10.800 --> 00:04:11.800]  以色列人的那個
[00:04:11.800 --> 00:04:13.800]  他們的唐太宗大衛
[00:04:13.800 --> 00:04:16.800]  大衛也是犯了一個很大的罪
[00:04:16.800 --> 00:04:18.800]  所以聖經的好處就是
[00:04:18.800 --> 00:04:20.800]  實事求是
[00:04:20.800 --> 00:04:22.800]  看到我們人的真正臉孔
[00:04:22.800 --> 00:04:25.800]  因此我們就要悔罪
[00:04:25.800 --> 00:04:27.800]  我們就要依靠上帝
[00:04:27.800 --> 00:04:28.800]  是不是
[00:04:28.800 --> 00:04:29.800]  如果我們只是假大胸
[00:04:29.800 --> 00:04:30.800]  只是覺得好
[00:04:30.800 --> 00:04:32.800]  只是報喜不報憂
[00:04:32.800 --> 00:04:33.800]  你看到中國人的族譜
[00:04:33.800 --> 00:04:34.800]  有時很好笑的
[00:04:34.800 --> 00:04:35.800]  逢是發達
[00:04:35.800 --> 00:04:37.800]  個個都說他是包公的後裔
[00:04:37.800 --> 00:04:39.800]  是文王的後裔
[00:04:39.800 --> 00:04:41.800]  什麼什麼的後裔
[00:04:41.800 --> 00:04:43.800]  甚至有時
[00:04:43.800 --> 00:04:45.800]  這個人是
[00:04:45.800 --> 00:04:47.800]  如果作文作詩作得好
[00:04:47.800 --> 00:04:48.800]  又說蘇東坡的後裔
[00:04:48.800 --> 00:04:50.800]  又不見他說蘇東坡的弟弟的後裔
[00:04:50.800 --> 00:04:51.800]  蘇東坡的弟弟都不錯
[00:04:51.800 --> 00:04:53.800]  不過就沒有哥哥那麼厲害
[00:04:53.800 --> 00:04:56.800]  就是全部中間其實是一種勢利的計較
[00:04:56.800 --> 00:04:57.800]  還有一件事
[00:04:57.800 --> 00:04:58.800]  想一想
[00:04:58.800 --> 00:04:59.800]  再左
[00:04:59.800 --> 00:05:01.800]  女士都應該
[00:05:01.800 --> 00:05:02.800]  有一點憤激
[00:05:02.800 --> 00:05:04.800]  為什麼有一點憤激
[00:05:04.800 --> 00:05:06.800]  為什麼
[00:05:06.800 --> 00:05:10.800]  歷代計那些祖宗
[00:05:10.800 --> 00:05:12.800]  只計男人
[00:05:12.800 --> 00:05:14.800]  只是男人哪會生得出
[00:05:14.800 --> 00:05:15.800]  後裔
[00:05:15.800 --> 00:05:17.800]  現在很多時候DNA遺傳因子
[00:05:17.800 --> 00:05:19.800]  分分鐘是媽媽那邊強一點
[00:05:19.800 --> 00:05:20.800]  怎麼知道
[00:05:20.800 --> 00:05:22.800]  為什麼只是計男不計女
[00:05:22.800 --> 00:05:23.800]  你說
[00:05:23.800 --> 00:05:25.800]  你看最近北大那個
[00:05:25.800 --> 00:05:26.800]  說香港人是狗那個
[00:05:26.800 --> 00:05:28.800]  整個樣子很猥瑣
[00:05:28.800 --> 00:05:29.800]  現在大陸很多人都看不起他
[00:05:29.800 --> 00:05:30.800]  不要說香港
[00:05:30.800 --> 00:05:32.800]  這樣的人是孔夫子的後裔
[00:05:32.800 --> 00:05:35.800]  但是孔就穿了洞的意思
[00:05:35.800 --> 00:05:36.800]  孔就穿了洞的意思
[00:05:36.800 --> 00:05:38.800]  他就穿了洞的部分
[00:05:38.800 --> 00:05:40.800]  歷代猛侵入
[00:05:40.800 --> 00:05:41.800]  什麼的
[00:05:41.800 --> 00:05:43.800]  只是計男不計女
[00:05:43.800 --> 00:05:44.800]  根本很不公道
[00:05:44.800 --> 00:05:45.800]  所以只有膽小
[00:05:45.800 --> 00:05:46.800]  不要說那些
[00:05:46.800 --> 00:05:47.800]  說回什麼級數
[00:05:47.800 --> 00:05:50.800]  就是原來
[00:05:50.800 --> 00:05:53.800]  一二四十六
[00:05:53.800 --> 00:05:54.800]  是很可怕的
[00:05:54.800 --> 00:05:55.800]  你自己計算
[00:05:55.800 --> 00:05:56.800]  寫到七八的格
[00:05:56.800 --> 00:05:58.800]  你已經寫不成了
[00:05:58.800 --> 00:05:59.800]  他猛自己
[00:05:59.800 --> 00:06:00.800]  自己乘自己
[00:06:00.800 --> 00:06:01.800]  你明白意思
[00:06:01.800 --> 00:06:02.800]  那叫幾何級數
[00:06:02.800 --> 00:06:03.800]  為什麼這麼說
[00:06:03.800 --> 00:06:06.800]  以前有個著名的經濟學家
[00:06:06.800 --> 00:06:07.800]  人口學家叫馬爾薩斯
[00:06:07.800 --> 00:06:09.800]  他有個人口論
[00:06:09.800 --> 00:06:10.800]  現在已經變成常識了
[00:06:10.800 --> 00:06:12.800]  再加上現代的科技
[00:06:12.800 --> 00:06:13.800]  現在的生產技術
[00:06:13.800 --> 00:06:14.800]  可能好一點
[00:06:14.800 --> 00:06:15.800]  但是都沒辦法知道
[00:06:15.800 --> 00:06:16.800]  他說過什麼著名的話
[00:06:16.800 --> 00:06:19.800]  食物的增加是算術級數
[00:06:19.800 --> 00:06:21.800]  就是以那時候的生產力
[00:06:21.800 --> 00:06:22.800]  一百年前左右
[00:06:22.800 --> 00:06:24.800]  其實那時候生產力都很厲害
[00:06:24.800 --> 00:06:26.800]  已經工業革命之後
[00:06:26.800 --> 00:06:27.800]  現在有時候生產過程
[00:06:27.800 --> 00:06:29.800]  但都不是這麼容易
[00:06:29.800 --> 00:06:30.800]  就是人的資源
[00:06:30.800 --> 00:06:32.800]  地球的資源究竟有限
[00:06:32.800 --> 00:06:34.800]  是算術級數
[00:06:34.800 --> 00:06:35.800]  農業就更加不用說了
[00:06:35.800 --> 00:06:37.800]  工業已經神奇很多了
[00:06:37.800 --> 00:06:38.800]  工業製造快很多了
[00:06:38.800 --> 00:06:40.800]  但是都是有個限度
[00:06:40.800 --> 00:06:43.800]  但是人口的增加是幾何級數
[00:06:43.800 --> 00:06:46.800]  所以天下間最容易做的事之一
[00:06:46.800 --> 00:06:51.800]  就是生小孩
[00:06:51.800 --> 00:06:53.800]  生小孩很容易
[00:06:53.800 --> 00:06:54.800]  又不用什麼文化
[00:06:54.800 --> 00:06:55.800]  又不用什麼
[00:06:55.800 --> 00:06:56.800]  總之一路生小孩
[00:06:56.800 --> 00:06:57.800]  又孫孫又室
[00:06:57.800 --> 00:06:59.800]  室是交來講的
[00:06:59.800 --> 00:07:01.800]  就是爭孫怨孫
[00:07:01.800 --> 00:07:03.800]  不過以前人的名字太深了
[00:07:03.800 --> 00:07:05.800]  我們小時候問爸爸媽媽
[00:07:05.800 --> 00:07:07.800]  兒子的兒子就是孫
[00:07:07.800 --> 00:07:09.800]  孫的兒子就不知道什麼
[00:07:09.800 --> 00:07:10.800]  只能說室
[00:07:10.800 --> 00:07:12.800]  室的兒子就甩
[00:07:12.800 --> 00:07:13.800]  甩的兒子就咳
[00:07:13.800 --> 00:07:15.800]  其實全部都是用來講的
[00:07:15.800 --> 00:07:18.800]  但是總之人口的增加
[00:07:18.800 --> 00:07:20.800]  一個
[00:07:20.800 --> 00:07:22.800]  以前沒有人口計劃還生幾個
[00:07:22.800 --> 00:07:23.800]  幾個就各生幾個
[00:07:23.800 --> 00:07:25.800]  你看多快可以白紙添孫
[00:07:25.800 --> 00:07:27.800]  向上數一樣
[00:07:27.800 --> 00:07:28.800]  都很厲害的
[00:07:28.800 --> 00:07:30.800]  每一個人就有兩個
[00:07:30.800 --> 00:07:31.800]  一個爸爸一個媽媽
[00:07:31.800 --> 00:07:33.800]  至上又有四個
[00:07:33.800 --> 00:07:34.800]  當然爸爸有他爸爸媽媽
[00:07:34.800 --> 00:07:35.800]  外祖父
[00:07:35.800 --> 00:07:36.800]  外祖父是不是
[00:07:36.800 --> 00:07:37.800]  四個
[00:07:37.800 --> 00:07:38.800]  四個上面又這樣
[00:07:38.800 --> 00:07:40.800]  你自己可以近一數計算一下
[00:07:40.800 --> 00:07:42.800]  二十代左右已經不止萬
[00:07:42.800 --> 00:07:43.800]  不止千萬
[00:07:43.800 --> 00:07:45.800]  原來上億的
[00:07:45.800 --> 00:07:46.800]  想不到的
[00:07:46.800 --> 00:07:47.800]  你計算一下
[00:07:47.800 --> 00:07:49.800]  找個超能的計算機來按一下
[00:07:49.800 --> 00:07:52.800]  所以幾何級數是很可怕的
[00:07:52.800 --> 00:07:55.800]  無論數祖先或者數兒孫
[00:07:55.800 --> 00:07:56.800]  很厲害的
[00:07:56.800 --> 00:07:58.800]  所以亞伯拉罕子孫多如地上的沙
[00:07:58.800 --> 00:08:00.800]  或者說什麼人都是周文和的後裔
[00:08:00.800 --> 00:08:02.800]  周武皇的後裔
[00:08:02.800 --> 00:08:03.800]  根本不是誇張
[00:08:03.800 --> 00:08:04.800]  真的很多很多
[00:08:04.800 --> 00:08:05.800]  他一代代這樣生下來
[00:08:05.800 --> 00:08:10.800]  以前的皇室霸佔了自己繁殖的機構
[00:08:10.800 --> 00:08:14.800]  三宮六院又加上他有皇室的俸祿
[00:08:14.800 --> 00:08:16.800]  那些窮的什麼的已經絕種了
[00:08:16.800 --> 00:08:17.800]  沒有了已經
[00:08:17.800 --> 00:08:18.800]  什麼代代的
[00:08:18.800 --> 00:08:19.800]  都不知道有多少
[00:08:19.800 --> 00:08:20.800]  所以這樣算
[00:08:20.800 --> 00:08:22.800]  其實很多人都是皇帝的後裔
[00:08:22.800 --> 00:08:23.800]  不過已經多得太厲害了
[00:08:23.800 --> 00:08:25.800]  皇帝的成份已經少到
[00:08:25.800 --> 00:08:26.800]  你和我的血液裡面
[00:08:26.800 --> 00:08:28.800]  都有一些貴族成份
[00:08:28.800 --> 00:08:29.800]  有一些皇室的成份
[00:08:29.800 --> 00:08:31.800]  不過已經薄到差不多
[00:08:31.800 --> 00:08:32.800]  所以
[00:08:32.800 --> 00:08:32.800]  好了
[00:08:32.800 --> 00:08:34.800]  那我想說什麼呢
[00:08:34.800 --> 00:08:36.800]  所以呢
[00:08:36.800 --> 00:08:37.800]  這個呢
[00:08:37.800 --> 00:08:38.800]  一百年來呢
[00:08:38.800 --> 00:08:40.800]  很多人口越來越多
[00:08:40.800 --> 00:08:41.800]  很多社會呢
[00:08:41.800 --> 00:08:43.800]  都有人口計劃
[00:08:43.800 --> 00:08:44.800]  要主張節育
[00:08:44.800 --> 00:08:46.800]  不要難生之類的
[00:08:46.800 --> 00:08:47.800]  那麼以前呢
[00:08:47.800 --> 00:08:49.800]  這個大陸啊
[00:08:49.800 --> 00:08:51.800]  中國共產黨佔領這個大陸
[00:08:51.800 --> 00:08:53.800]  建立政府初期呢
[00:08:53.800 --> 00:08:55.800]  那時候那個北京大學的校長
[00:08:55.800 --> 00:08:56.800]  這個馬仁初
[00:08:56.800 --> 00:08:58.800]  他本身就是經濟學家
[00:08:58.800 --> 00:09:00.800]  他就用這個馬爾赫薩斯的理論
[00:09:00.800 --> 00:09:02.800]  就主張要節育
[00:09:02.800 --> 00:09:04.800]  要主張有人口計劃
[00:09:04.800 --> 00:09:05.800]  如果不是中國不行
[00:09:05.800 --> 00:09:07.800]  中國的資源根本有限
[00:09:07.800 --> 00:09:09.800]  地大而物不薄
[00:09:09.800 --> 00:09:10.800]  這個呢
[00:09:10.800 --> 00:09:11.800]  如果人口不斷下跌
[00:09:11.800 --> 00:09:13.800]  那時候的生產又落後
[00:09:13.800 --> 00:09:14.800]  不像現在
[00:09:14.800 --> 00:09:16.800]  現在還沒有到最先進那裡
[00:09:16.800 --> 00:09:18.800]  這個理論本來很對
[00:09:18.800 --> 00:09:20.800]  誰知道得罪了毛澤東
[00:09:20.800 --> 00:09:22.800]  因為毛澤東是典型的農業社會
[00:09:22.800 --> 00:09:23.800]  農村子弟
[00:09:23.800 --> 00:09:25.800]  雖然這個人絕頂聰明
[00:09:25.800 --> 00:09:27.800]  但是他沒有看《現代》的書
[00:09:27.800 --> 00:09:29.800]  沒有出過國門
[00:09:29.800 --> 00:09:31.800]  那就是不是的
[00:09:31.800 --> 00:09:32.800]  越聰明就越低
[00:09:32.800 --> 00:09:34.800]  還有他極有魄力
[00:09:34.800 --> 00:09:36.800]  非常超凡地有手段
[00:09:36.800 --> 00:09:38.800]  這幾樣東西加起來
[00:09:38.800 --> 00:09:40.800]  一個沒有現代的頭腦
[00:09:40.800 --> 00:09:41.800]  沒有現代的眼光
[00:09:41.800 --> 00:09:43.800]  就可以很可怕了
[00:09:43.800 --> 00:09:44.800]  他生氣起來
[00:09:44.800 --> 00:09:46.800]  你知道他最喜歡鬥人
[00:09:46.800 --> 00:09:47.800]  就找人鬥他
[00:09:47.800 --> 00:09:49.800]  因為毛澤東相信人多好辦事
[00:09:49.800 --> 00:09:51.800]  農業社會就是家庭計劃
[00:09:51.800 --> 00:09:53.800]  真是
[00:09:53.800 --> 00:09:56.800]  有些人頭腦又是一個丫叉筆
[00:09:56.800 --> 00:09:58.800]  昨天聽說有一個
[00:09:58.800 --> 00:10:00.800]  我們國學班有一個女同學
[00:10:00.800 --> 00:10:01.800]  在掃苦
[00:10:01.800 --> 00:10:04.800]  她現在都比我們小一點
[00:10:04.800 --> 00:10:06.800]  就說自己當年失學
[00:10:06.800 --> 00:10:07.800]  當年在澳門
[00:10:07.800 --> 00:10:09.800]  她本來很能讀書的
[00:10:09.800 --> 00:10:10.800]  她小學成績很好
[00:10:10.800 --> 00:10:12.800]  就想中學
[00:10:12.800 --> 00:10:13.800]  甚至希望將來讀大學
[00:10:13.800 --> 00:10:15.800]  其實現在的大學這麼普遍很普通
[00:10:15.800 --> 00:10:16.800]  以前都是
[00:10:16.800 --> 00:10:18.800]  只要你讀得應該有個人權
[00:10:18.800 --> 00:10:20.800]  誰知道她的媽媽
[00:10:20.800 --> 00:10:21.800]  以前可能很多人都這樣想
[00:10:21.800 --> 00:10:23.800]  現在你說出來都不可以想像
[00:10:23.800 --> 00:10:26.800]  女孩子讀這麼多書幹什麼
[00:10:26.800 --> 00:10:28.800]  又要嫁人
[00:10:28.800 --> 00:10:30.800]  讀讀讀
[00:10:30.800 --> 00:10:31.800]  讀大了肚子怎麼辦
[00:10:31.800 --> 00:10:33.800]  這麼多
[00:10:33.800 --> 00:10:36.800]  我們以前很多人都是這樣的
[00:10:36.800 --> 00:10:38.800]  結果後來很多人冤屈
[00:10:38.800 --> 00:10:39.800]  當然明白之後
[00:10:39.800 --> 00:10:40.800]  原諒媽媽
[00:10:40.800 --> 00:10:42.800]  她接受她的教育所做
[00:10:42.800 --> 00:10:43.800]  現在沒有人
[00:10:43.800 --> 00:10:45.800]  好像人家這麼萌失
[00:10:45.800 --> 00:10:46.800]  無論兒女
[00:10:46.800 --> 00:10:47.800]  只要她讀得你就要供她
[00:10:47.800 --> 00:10:49.800]  現在是那種社會
[00:10:49.800 --> 00:10:50.800]  人權等等
[00:10:50.800 --> 00:10:52.800]  但是有些人的腦子
[00:10:52.800 --> 00:10:54.800]  想法和價值觀
[00:10:54.800 --> 00:10:56.800]  是很脫離時代
[00:10:56.800 --> 00:10:57.800]  剛才說的話
[00:10:57.800 --> 00:10:58.800]  完全是很自私
[00:10:58.800 --> 00:10:59.800]  很野蠻
[00:10:59.800 --> 00:11:01.800]  第一已經將男女分別處理
[00:11:01.800 --> 00:11:03.800]  已經是一種勢利的眼光
[00:11:03.800 --> 00:11:05.800]  第二還想著
[00:11:05.800 --> 00:11:06.800]  你一定要讀書
[00:11:06.800 --> 00:11:07.800]  一定要讀大肚子
[00:11:07.800 --> 00:11:09.800]  你不讀就不會大肚子
[00:11:09.800 --> 00:11:11.800]  如果她是男教的話
[00:11:11.800 --> 00:11:12.800]  我以前
[00:11:12.800 --> 00:11:14.800]  現在說40多年前
[00:11:14.800 --> 00:11:16.800]  初初在中學升校
[00:11:16.800 --> 00:11:17.800]  後來做副校長
[00:11:17.800 --> 00:11:18.800]  還沒進大學
[00:11:18.800 --> 00:11:19.800]  就去男教
[00:11:19.800 --> 00:11:21.800]  有些家長是這麼想的
[00:11:21.800 --> 00:11:23.800]  女兒無論多讀
[00:11:23.800 --> 00:11:25.800]  都是最多公道
[00:11:25.800 --> 00:11:26.800]  女生外鄉
[00:11:26.800 --> 00:11:28.800]  公共蝕本
[00:11:28.800 --> 00:11:30.800]  兒子讀不上都要推她
[00:11:30.800 --> 00:11:32.800]  情願犧牲女兒的學業來遷就兒子
[00:11:32.800 --> 00:11:33.800]  兒子又讀不成書
[00:11:33.800 --> 00:11:34.800]  結果就抱著死
[00:11:34.800 --> 00:11:36.800]  這些無以言之
[00:11:36.800 --> 00:11:37.800]  就是愚蠢的家庭
[00:11:37.800 --> 00:11:39.800]  自私的父母
[00:11:39.800 --> 00:11:43.800]  幸好現在社會也進步
[00:11:43.800 --> 00:11:44.800]  人們自覺
[00:11:44.800 --> 00:11:45.800]  所以如果這樣的情形
[00:11:45.800 --> 00:11:46.800]  女兒離家出走
[00:11:46.800 --> 00:11:48.800]  女兒是對的
[00:11:48.800 --> 00:11:49.800]  最重要是離家出走
[00:11:49.800 --> 00:11:50.800]  是去讀書
[00:11:50.800 --> 00:11:51.800]  這是另外一個問題
[00:11:51.800 --> 00:11:52.800]  不要說這件事
[00:11:52.800 --> 00:11:53.800]  不然就串通不清了
[00:11:53.800 --> 00:11:55.800]  結果李牧師
[00:11:55.800 --> 00:11:56.800]  要很溫和
[00:11:56.800 --> 00:11:57.800]  很時尚
[00:11:57.800 --> 00:11:58.800]  笑一笑
[00:11:58.800 --> 00:11:59.800]  都有點趣
[00:11:59.800 --> 00:12:01.800]  不過今天的講題是怨露書
[00:12:01.800 --> 00:12:03.800]  我現在越聽越露
[00:12:03.800 --> 00:12:05.800]  我都想輸你了
[00:12:05.800 --> 00:12:08.800]  發動人們鬥馬仁初
[00:12:08.800 --> 00:12:10.800]  世知國最喜歡鬥爭
[00:12:10.800 --> 00:12:12.800]  大家聽過名字都不認識
[00:12:12.800 --> 00:12:13.800]  但是馬仁初很幸運
[00:12:13.800 --> 00:12:15.800]  他自己本身有學術地位
[00:12:15.800 --> 00:12:17.800]  他夠堅忍
[00:12:17.800 --> 00:12:18.800]  讓你不敢殺他
[00:12:18.800 --> 00:12:19.800]  就算殺你
[00:12:19.800 --> 00:12:20.800]  自可殺不可辱
[00:12:20.800 --> 00:12:21.800]  這件事見到那種
[00:12:21.800 --> 00:12:23.800]  時窮節乃現
[00:12:23.800 --> 00:12:25.800]  堅持自己的學術主張
[00:12:25.800 --> 00:12:26.800]  你怎樣鬥都好
[00:12:26.800 --> 00:12:28.800]  身體好都可以
[00:12:28.800 --> 00:12:29.800]  身體不好就不行
[00:12:29.800 --> 00:12:30.800]  人家都不鬥你
[00:12:30.800 --> 00:12:31.800]  你要塗白花油
[00:12:31.800 --> 00:12:33.800]  暈倒了就死了
[00:12:33.800 --> 00:12:34.800]  必要時就辯駁
[00:12:34.800 --> 00:12:35.800]  一句駁斥你
[00:12:35.800 --> 00:12:37.800]  人們又咬他不入
[00:12:37.800 --> 00:12:39.800]  沒什麼奈何
[00:12:39.800 --> 00:12:40.800]  還有一件事
[00:12:40.800 --> 00:12:42.800]  下面馬仁初很長命
[00:12:42.800 --> 00:12:44.800]  九十多歲
[00:12:44.800 --> 00:12:45.800]  長命有個好處
[00:12:45.800 --> 00:12:47.800]  最重要是身體好
[00:12:47.800 --> 00:12:48.800]  你的敵人鬥你
[00:12:48.800 --> 00:12:50.800]  結束營業
[00:12:50.800 --> 00:12:52.800]  你還在做什麼
[00:12:52.800 --> 00:12:53.800]  後來證明
[00:12:53.800 --> 00:12:54.800]  事實上是
[00:12:54.800 --> 00:12:55.800]  一個時期就要這樣
[00:12:55.800 --> 00:12:56.800]  既然人太多
[00:12:56.800 --> 00:12:58.800]  結果就要一孩政策
[00:12:58.800 --> 00:13:00.800]  這件事都幾十年了
[00:13:00.800 --> 00:13:02.800]  結果又產生另外一些悲劇
[00:13:02.800 --> 00:13:04.800]  因為大家都希望有男有女
[00:13:04.800 --> 00:13:06.800]  甚至傳統的社會
[00:13:06.800 --> 00:13:07.800]  都希望有什麼什麼什麼
[00:13:07.800 --> 00:13:09.800]  繼仇鄉等等
[00:13:09.800 --> 00:13:10.800]  生了女兒
[00:13:10.800 --> 00:13:11.800]  結果很多落後的地方
[00:13:11.800 --> 00:13:12.800]  就把女兒浸了
[00:13:12.800 --> 00:13:14.800]  舊時社會有些流俗
[00:13:14.800 --> 00:13:15.800]  很野蠻的
[00:13:15.800 --> 00:13:16.800]  他想生多一個
