
[00:00:00.000 --> 00:00:06.000]  在今天 我都很想透過整理裡面一個
[00:08:02.000 --> 00:08:06.000]  她來生出來就當是我生的了
[00:08:06.000 --> 00:08:11.000]  結果就生了一個兒子叫做以實瑪利
[00:08:11.000 --> 00:08:16.000]  以實瑪利生的時候 阿富汗86歲
[00:08:16.000 --> 00:08:21.000]  他的妻子76歲
[00:08:21.000 --> 00:08:26.000]  然後當他們去到90多歲了 差不多99歲
[00:08:26.000 --> 00:08:31.000]  阿富汗仍然沒有他自己親生的兒子
[00:08:31.000 --> 00:08:35.000]  神又再一次告訴他 你要生一個兒子
[00:08:35.000 --> 00:08:39.000]  然後國從你的兒子而來
[00:08:39.000 --> 00:08:44.000]  君王從他而出 你的國要成為大國
[00:08:44.000 --> 00:08:49.000]  萬族要因為你得福 你祝福的 神也祝福
[00:08:49.000 --> 00:08:52.000]  你咒咒你的 神也咒咒
[00:08:52.000 --> 00:08:55.000]  祝福你的 我也會祝福他
[00:08:55.000 --> 00:09:00.000]  阿富汗就說 願以實瑪利活在你的面前
[00:09:00.000 --> 00:09:03.000]  以實瑪利當時十多歲了
[00:09:03.000 --> 00:09:07.000]  他就說 當是以實瑪利吧
[00:09:07.000 --> 00:09:11.000]  神就告訴他 以實瑪利不算的
[00:09:11.000 --> 00:09:16.000]  這個人必不成為你 我應許的後裔
[00:09:16.000 --> 00:09:21.000]  是唯有你和撒拉生一個個才成為這個後裔
[00:09:21.000 --> 00:09:26.000]  當時的撒拉89歲
[00:09:26.000 --> 00:09:33.000]  那個時間 阿伯蘭他才知道
[00:09:33.000 --> 00:09:37.000]  他才明白 原來神繼續不斷說
[00:09:37.000 --> 00:09:42.000]  是你和撒拉生的 就是你的後裔
[00:09:42.000 --> 00:09:45.000]  但是隨著以實瑪利的出世
[00:09:45.000 --> 00:09:48.000]  神就叫阿伯拉罕改名
[00:09:48.000 --> 00:09:51.000]  你從今以後不要再叫阿伯蘭
[00:09:51.000 --> 00:09:53.000]  你要叫阿伯拉罕
[00:09:53.000 --> 00:09:56.000]  阿伯蘭的意思是尊貴之父
[00:09:56.000 --> 00:10:02.000]  阿伯拉罕的意思是多國之父
[00:10:02.000 --> 00:10:06.000]  所以阿伯拉罕那個時間他就明白
[00:10:06.000 --> 00:10:10.000]  原來神要他改名就是因為神的應許還沒斷的
[00:10:10.000 --> 00:10:13.000]  繼續不斷 還是這樣來告訴他
[00:10:13.000 --> 00:10:16.000]  他要生這個個子
[00:10:16.000 --> 00:10:21.000]  好了 生了的確阿伯拉罕100歲
[00:10:21.000 --> 00:10:25.000]  太太90歲 他就生了這個個子出來
[00:10:25.000 --> 00:10:27.000]  他的名字叫做以撒
[00:10:27.000 --> 00:10:32.000]  完全按著神給他的啟迪生了以撒出來
[00:10:32.000 --> 00:10:34.000]  這個是一個神蹟
[00:10:34.000 --> 00:10:39.000]  無論阿拉伯人 回教徒 以色列人
[00:10:39.000 --> 00:10:41.000]  所有看過聖經的人
[00:10:41.000 --> 00:10:43.000]  所有人都知道
[00:10:43.000 --> 00:10:45.000]  以色列能夠成為一個國
[00:10:45.000 --> 00:10:49.000]  就是因為這個神蹟來作為開始
[00:10:49.000 --> 00:10:55.000]  這個神蹟是無可爭議百分之百的神蹟
[00:10:55.000 --> 00:11:00.000]  大家要記得那個時間是沒有試管鷹蟹的
[00:11:00.000 --> 00:11:04.000]  完全是一個自然的生長
[00:11:04.000 --> 00:11:09.000]  生了出來 有這樣的神蹟
[00:11:09.000 --> 00:11:11.000]  你信不信呢?
[00:11:11.000 --> 00:11:17.000]  你對這個上帝 如果這樣的神蹟都能夠實現的時候
[00:11:17.000 --> 00:11:21.000]  有多少人你就會真心來信
[00:11:21.000 --> 00:11:24.000]  這個是實 是真神 是值得我們信
[00:11:24.000 --> 00:11:26.000]  如果是你的 有多少人你會信呢?
[00:11:26.000 --> 00:11:29.000]  可不可以舉手? 如果是你
[00:11:29.000 --> 00:11:33.000]  我相信沒有誰不信
[00:11:33.000 --> 00:11:38.000]  但是當我們的兒子去到十幾歲
[00:11:38.000 --> 00:11:42.000]  神對他說 說什麼呢?
[00:11:42.000 --> 00:11:46.000]  22章1到3節 我們一起讀
[00:11:46.000 --> 00:11:50.000]  「這些事以後 神要試驗阿伯勒罕
[00:11:50.000 --> 00:11:54.000]  就呼叫他說 阿伯勒罕 他說 我在這裡
[00:11:54.000 --> 00:11:58.000]  神說 你帶著你的兒子 就是你獨生的兒子
[00:11:58.000 --> 00:12:01.000]  你所愛的耳朵往摩利亞地去
[00:12:01.000 --> 00:12:06.000]  我所指示你的山上去 把他獻為凡席
[00:12:06.000 --> 00:12:09.000]  阿伯勒罕清早起來 飛上路
[00:12:09.000 --> 00:12:12.000]  帶著兩個僕人和他耳指耳擦
[00:12:12.000 --> 00:12:18.000]  也劈好了凡席的柴 就起身往神所指示他的地方去」
[00:12:19.000 --> 00:12:26.000]  這麼辛苦 等到一百歲
[00:12:26.000 --> 00:12:29.000]  最後都等到了
[00:12:29.000 --> 00:12:35.000]  很渴望的東西 有了 給了
[00:12:35.000 --> 00:12:37.000]  給了就好了
[00:12:37.000 --> 00:12:41.000]  但是給了之後 到你的兒子好好的
[00:12:41.000 --> 00:12:44.000]  去到十幾歲 他竟然跟他說
[00:12:44.000 --> 00:12:51.000]  你要將你的獨生的兒子帶到我指示你的山上
[00:12:51.000 --> 00:12:56.000]  就是摩利亞山 要將他獻為凡席
[00:12:56.000 --> 00:12:58.000]  各位親愛的弟兄姊妹
[00:12:58.000 --> 00:13:01.000]  我不知道你們有沒有一種感覺
[00:13:01.000 --> 00:13:05.000]  這個感覺就是說
[00:13:05.000 --> 00:13:11.000]  與其給了我 你又要收回
[00:13:11.000 --> 00:13:15.000]  倒不如你不要給了
[00:13:15.000 --> 00:13:17.000]  我想問大家
[00:13:17.000 --> 00:13:21.000]  等了很久 你很想要的東西
[00:13:21.000 --> 00:13:23.000]  神給了你
[00:13:23.000 --> 00:13:26.000]  但是給了你之後 是你最喜歡
[00:13:26.000 --> 00:13:28.000]  非常享受的時間
[00:13:28.000 --> 00:13:31.000]  它突然間又收回
[00:13:31.000 --> 00:13:34.000]  有幾個人覺得那種痛
[00:13:34.000 --> 00:13:40.000]  是比你從來沒有過那樣東西的痛還大
[00:13:40.000 --> 00:13:42.000]  有幾個人會感覺到是更加大
[00:13:42.000 --> 00:13:44.000]  他們會舉手
[00:13:44.000 --> 00:13:48.000]  我記得有幾次 我去到醫院裏面
[00:13:48.000 --> 00:13:52.000]  為了一些嬰孩的腰節
[00:13:52.000 --> 00:13:54.000]  那些父母來禱告的時候
[00:13:54.000 --> 00:14:01.000]  我真的看到他們那種愛童欲絕
[00:14:01.000 --> 00:14:07.000]  有一對夫婦 太太已經40歲
[00:14:07.000 --> 00:14:15.000]  最後等到生了一個兒子
[00:14:15.000 --> 00:14:19.000]  他們兩夫婦在兒子出生的時候
[00:14:19.000 --> 00:14:23.000]  歡喜若狂 打電話給我
[00:14:23.000 --> 00:14:28.000]  牧師 生了出來 是兒子
[00:14:28.000 --> 00:14:30.000]  我開心到不得了
[00:14:30.000 --> 00:14:32.000]  我為他們等了十幾年
[00:14:32.000 --> 00:14:35.000]  有這個兒子 開心到不得了
[00:14:35.000 --> 00:14:41.000]  我去到醫院 就想為他們祝福
[00:14:41.000 --> 00:14:44.000]  誰知道去到醫院的時候
[00:14:44.000 --> 00:14:46.000]  看到有幾個人
[00:14:46.000 --> 00:14:52.000]  連同他的父母 兩夫婦 受運慘無
[00:14:52.000 --> 00:14:57.000]  我問發生什麼事
[00:14:57.000 --> 00:15:03.000]  弟兄跟我說 宋牧師
[00:15:03.000 --> 00:15:09.000]  兒子出生之後 兒科醫生發現不妥
[00:15:09.000 --> 00:15:13.000]  最終詳細幫他做了檢查
[00:15:13.000 --> 00:15:21.000]  發現心臟有個洞
[00:15:21.000 --> 00:15:24.000]  非常危險
[00:15:24.000 --> 00:15:27.000]  現在只想想 有什麼方法
[00:15:27.000 --> 00:15:29.000]  在這樣的情況下
[00:15:29.000 --> 00:15:36.000]  醫生說 很難 有什麼可以做
[00:15:36.000 --> 00:15:41.000]  我們在這裡等 為他們禱告
[00:15:41.000 --> 00:15:43.000]  禱告完之後
[00:15:43.000 --> 00:15:46.000]  我跟他說 如果有什麼進一步的消息
[00:15:46.000 --> 00:15:49.000]  盡快跟我說
[00:15:49.000 --> 00:15:54.000]  這個兒子活了三個小時
[00:15:54.000 --> 00:15:57.000]  當我收到消息的時候
[00:15:57.000 --> 00:16:02.000]  正式收到醫生的報告
[00:16:02.000 --> 00:16:05.000]  兒子已經死了
[00:16:05.000 --> 00:16:10.000]  另外一個 60日大
[00:16:10.000 --> 00:16:14.000]  出生後 很漂亮的女孩
[00:16:14.000 --> 00:16:17.000]  我為他們禱告的時候 非常開心
[00:16:17.000 --> 00:16:23.000]  都是一些已經40歲才生的孩子
[00:16:23.000 --> 00:16:31.000]  但突然之間 發現臉部 肚子
[00:16:31.000 --> 00:16:35.000]  為什麼有這麼多地方好像瘀了一樣
[00:16:35.000 --> 00:16:40.000]  就拿去醫生那裡 由醫生來幫他檢查
[00:16:40.000 --> 00:16:43.000]  醫生檢查的時候 突然發現
[00:16:43.000 --> 00:16:48.000]  跟他說 你女兒有一個很嚴重的內出血
[00:16:48.000 --> 00:16:51.000]  現在我們還不知道是什麼原因
[00:16:51.000 --> 00:16:55.000]  就是這個內出血已經影響了她的生命
[00:16:55.000 --> 00:16:58.000]  所以醫生就要幫她輸血
[00:16:58.000 --> 00:17:04.000]  60日大 在醫院裡足足一個星期的時間
[00:17:04.000 --> 00:17:07.000]  差不多每天都為她輸血
[00:17:07.000 --> 00:17:14.000]  但過了一個星期 最後還是宣告
[00:17:14.000 --> 00:17:19.000]  這個女兒沒有辦法再可以做什麼
[00:17:19.000 --> 00:17:22.000]  她就是這樣死了
[00:17:22.000 --> 00:17:25.000]  而當這個女兒死的時候
[00:17:25.000 --> 00:17:29.000]  醫生連一個報告都寫不出來
[00:17:29.000 --> 00:17:33.000]  是什麼原因 令到她內出血
[00:17:33.000 --> 00:17:38.000]  而那些血呢 很難要來做什麼檢查
[00:17:38.000 --> 00:17:41.000]  因為那些血基本上都不是她的血
[00:17:41.000 --> 00:17:43.000]  都是輸入她的血
[00:17:43.000 --> 00:17:45.000]  我也是為這對夫婦
[00:17:45.000 --> 00:17:47.000]  我也是感到非常難過
[00:17:47.000 --> 00:17:50.000]  為他們討個群話
[00:17:50.000 --> 00:17:53.000]  他們問的問題都是一樣
[00:17:53.000 --> 00:17:58.000]  神啊 如果你不想我們有孩子
[00:17:58.000 --> 00:18:01.000]  就不要給我們
[00:18:01.000 --> 00:18:05.000]  為什麼給了我們 你又要收回
[00:18:05.000 --> 00:18:08.000]  我們面對一個這樣的問題
[00:18:08.000 --> 00:18:10.000]  我們很難像若白一樣
[00:18:10.000 --> 00:18:13.000]  很瀟灑地去說一句
[00:18:13.000 --> 00:18:15.000]  賞賜的是耶和華
[00:18:15.000 --> 00:18:18.000]  收取的又是耶和華
[00:18:18.000 --> 00:18:22.000]  耶和華的命是值得稱頌
[00:18:22.000 --> 00:18:25.000]  很難你可以說得出
[00:18:25.000 --> 00:18:28.000]  我當時也是為他們禱告
[00:18:28.000 --> 00:18:33.000]  然後我就帶著一個禱告求神
[00:18:33.000 --> 00:18:39.000]  神 我們深信這個孩子就像大衛的孩子一樣
[00:18:39.000 --> 00:18:42.000]  我也希望他們也像大衛一樣說
[00:18:42.000 --> 00:18:46.000]  他不能回到我這裡來
[00:18:46.000 --> 00:18:51.000]  但我卻可以到他那裡去
[00:18:51.000 --> 00:18:54.000]  我一定會見到他
[00:18:54.000 --> 00:18:56.000]  安慰他們
[00:18:56.000 --> 00:19:01.000]  另一方面 我也求神
[00:19:01.000 --> 00:19:04.000]  你收取的
[00:19:04.000 --> 00:19:10.000]  你會有一個更好、更健康來賜給他
[00:19:10.000 --> 00:19:13.000]  所以在幾個月前
[00:19:13.000 --> 00:19:14.000]  當我見到他們的時候
[00:19:14.000 --> 00:19:17.000]  我知道他們已經有了孩子
[00:19:17.000 --> 00:19:20.000]  我的心裡非常開心
[00:19:20.000 --> 00:19:21.000]  為他們感恩
[00:19:21.000 --> 00:19:24.000]  在這段聖經當中
[00:19:24.000 --> 00:19:28.000]  既然耶和華你已經賞賜給他們
[00:19:28.000 --> 00:19:32.000]  為什麼你又要收回呢?
[00:19:32.000 --> 00:19:36.000]  伯多罕沒有因為這次的收回
[00:19:36.000 --> 00:19:39.000]  他離開了神 不信神
[00:19:39.000 --> 00:19:42.000]  他仍然繼續走下去
[00:19:42.000 --> 00:19:45.000]  第二 禱告無效
[00:19:45.000 --> 00:19:48.000]  你還會不會繼續信呢?
[00:19:48.000 --> 00:19:55.000]  我們一起看第四到第八節
[00:19:55.000 --> 00:19:56.000]  一起讀
[00:19:56.000 --> 00:19:58.000]  到了第三天
[00:19:58.000 --> 00:20:02.000]  伯多罕舉目遠遠看見那地方
[00:20:02.000 --> 00:20:04.000]  伯多罕對他撥人說
[00:20:04.000 --> 00:20:06.000]  你們和奴在此等候
[00:20:06.000 --> 00:20:08.000]  我與同子往那裡去拜一拜
[00:20:08.000 --> 00:20:10.000]  就回到你們這裡來
[00:20:10.000 --> 00:20:14.000]  伯多罕把繁祭的柴放在他兒子以撒身上
[00:20:14.000 --> 00:20:17.000]  自己手裡拿著火與刀
[00:20:17.000 --> 00:20:19.000]  於是二人同行
[00:20:19.000 --> 00:20:21.000]  以撒對他父親伯多罕說
[00:20:21.000 --> 00:20:22.000]  父親啊
[00:20:22.000 --> 00:20:24.000]  伯多罕說 我兒 我在這裡
[00:20:24.000 --> 00:20:27.000]  以撒說 請看 火與柴都有了
[00:20:27.000 --> 00:20:30.000]  但繁祭的羊羔在哪裡呢?
[00:20:30.000 --> 00:20:32.000]  伯多罕說 我兒
[00:20:32.000 --> 00:20:35.000]  神必自己預備作繁祭的羊羔
[00:20:35.000 --> 00:20:37.000]  於是二人同行
[00:20:37.000 --> 00:20:42.000]  他們走到阿摩利山
[00:20:42.000 --> 00:20:44.000]  是走了三天
[00:20:44.000 --> 00:20:46.000]  走了三天
[00:20:46.000 --> 00:20:49.000]  伯多罕就遠遠看見那個地方
[00:20:49.000 --> 00:20:51.000]  遠遠換句話來說
[00:20:51.000 --> 00:20:53.000]  還要走一段路
[00:20:53.000 --> 00:20:54.000]  走多久呢?
[00:20:54.000 --> 00:20:56.000]  我想起碼也要幾個小時
[00:20:56.000 --> 00:21:00.000]  就為了不讓他的僕人停留在那裡
[00:21:00.000 --> 00:21:03.000]  看著他怎樣獻祭
[00:21:03.000 --> 00:21:05.000]  因為伯多罕當時來說
[00:21:05.000 --> 00:21:08.000]  他也不知道會發生什麼事
[00:21:08.000 --> 00:21:11.000]  他就叫那些僕人留下
[00:21:11.000 --> 00:21:14.000]  然後由他帶著他的兒子
[00:21:14.000 --> 00:21:17.000]  將那些柴都背在他兒子身上
[00:21:17.000 --> 00:21:19.000]  就去那個地方
[00:21:19.000 --> 00:21:22.000]  他說 我去拜一拜
[00:21:22.000 --> 00:21:24.000]  實際上 人人都知道
[00:21:24.000 --> 00:21:25.000]  神呼召他
[00:21:25.000 --> 00:21:28.000]  就要將他的兒子獻為繁祭
[00:21:28.000 --> 00:21:30.000]  我相信對伯多罕來說
[00:21:30.000 --> 00:21:35.000]  他不可能不知道什麼叫做繁祭
[00:21:35.000 --> 00:21:42.000]  然後他就拿著火和刀
[00:21:42.000 --> 00:21:45.000]  和他的兒子揹著柴
[00:21:45.000 --> 00:21:47.000]  一起去那個地方
[00:21:47.000 --> 00:21:52.000]  以實對他的爸爸伯多罕說
[00:21:52.000 --> 00:21:54.000]  父親啊
[00:21:54.000 --> 00:21:56.000]  伯多罕說 我兒
[00:21:56.000 --> 00:21:58.000]  我在這裡
[00:21:58.000 --> 00:22:00.000]  以實說 看看
[00:22:00.000 --> 00:22:02.000]  火和柴都有了
[00:22:02.000 --> 00:22:05.000]  但繁祭的羊羔在哪裡啊?
[00:22:05.000 --> 00:22:07.000]  那隻羊羔在哪裡?
[00:22:07.000 --> 00:22:09.000]  各位弟兄姊妹
[00:22:09.000 --> 00:22:11.000]  你怎麼回答?
[00:22:11.000 --> 00:22:15.000]  我整天在想 如果是我
[00:22:15.000 --> 00:22:16.000]  我會怎麼想?
[00:22:16.000 --> 00:22:18.000]  兒子啊
[00:22:18.000 --> 00:22:20.000]  你不知道
[00:22:20.000 --> 00:22:23.000]  那隻羊羔是你嗎?
[00:22:27.000 --> 00:22:29.000]  好難
[00:22:29.000 --> 00:22:35.000]  第八節
[00:22:35.000 --> 00:22:38.000]  他仍然抱著一絲的希望
[00:22:38.000 --> 00:22:40.000]  伯多罕說 我兒
[00:22:40.000 --> 00:22:44.000]  神必自己預備作繁祭的羊羔
[00:22:44.000 --> 00:22:48.000]  於是 二人同行
[00:22:48.000 --> 00:22:53.000]  有很多的解經家
[00:22:54.000 --> 00:22:57.000]  來到這個地方的時候
[00:22:57.000 --> 00:23:03.000]  他們都相信
[00:23:03.000 --> 00:23:07.000]  伯多罕的心裡有預備
[00:23:07.000 --> 00:23:09.000]  這個準備是什麼呢?
[00:23:09.000 --> 00:23:11.000]  如果看不到
[00:23:11.000 --> 00:23:15.000]  就殺兒子 作繁祭
[00:23:15.000 --> 00:23:18.000]  然後伯多罕的信心
[00:23:18.000 --> 00:23:22.000]  就算殺了兒子 作繁祭也好
[00:23:22.000 --> 00:23:26.000]  按照希伯來書
[00:23:26.000 --> 00:23:29.000]  十一章的記載
[00:23:29.000 --> 00:23:31.000]  十一章的記載
[00:23:31.000 --> 00:23:35.000]  就是當他將以殺獻上的時候
[00:23:35.000 --> 00:23:39.000]  他以為神還能叫人從死裡復活
[00:23:39.000 --> 00:23:43.000]  他也彷彿在死裡得回他的意志
[00:23:43.000 --> 00:23:45.000]  換句話來說
[00:23:45.000 --> 00:23:46.000]  他們都相信
[00:23:46.000 --> 00:23:49.000]  伯多罕都信到一個地步
[00:23:49.000 --> 00:23:50.000]  殺了也好
[00:23:50.000 --> 00:23:52.000]  如果神真的要給他的時候
[00:23:52.000 --> 00:23:54.000]  他也會叫他復活的
[00:23:54.000 --> 00:23:56.000]  就是這樣
[00:23:56.000 --> 00:23:58.000]  這個解經
[00:23:58.000 --> 00:24:01.000]  我相信是根據希伯來書
[00:24:01.000 --> 00:24:04.000]  十一章的記載
[00:24:04.000 --> 00:24:06.000]  以致他們相信
[00:24:06.000 --> 00:24:08.000]  伯多罕真的去到一個地步
[00:24:08.000 --> 00:24:10.000]  如果不是
[00:24:10.000 --> 00:24:13.000]  他一定會肅殺
[00:24:13.000 --> 00:24:16.000]  他一定會問
[00:24:16.000 --> 00:24:19.000]  神啊 你是不是找我笨
[00:24:19.000 --> 00:24:22.000]  你給了我 為什麼又要拿回
[00:24:22.000 --> 00:24:26.000]  為什麼要將兒子活生生的獻上繁祭
[00:24:26.000 --> 00:24:29.000]  你不覺得殘忍嗎
[00:24:29.000 --> 00:24:36.000]  第三個試煉
[00:24:36.000 --> 00:24:39.000]  不單是禱告無效
[00:24:39.000 --> 00:24:43.000]  不單是神給了又收回
[00:24:43.000 --> 00:24:48.000]  第三個更大的試煉
[00:24:48.000 --> 00:24:51.000]  這個信心就是說
