
[00:00:00.000 --> 00:00:05.500]  各位大型傳媒各位朋友你們好
[00:04:46.200 --> 00:04:48.800]  因為所見的是暫時的
[00:04:48.800 --> 00:04:52.700]  所不見的是永遠的
[00:04:52.700 --> 00:04:56.800]  這裏給我們看到有兩種不同的人生觀
[00:04:56.800 --> 00:05:00.600]  一種是沒有盼望的人生觀
[00:05:00.600 --> 00:05:02.600]  死了甚麼都沒有了
[00:05:02.600 --> 00:05:05.700]  今天我們擁有的東西都是借回來的
[00:05:05.700 --> 00:05:07.400]  都是回鑒舖的
[00:05:07.400 --> 00:05:09.200]  有一天就會失去
[00:05:09.200 --> 00:05:11.000]  另一種人生觀
[00:05:11.000 --> 00:05:13.300]  聖經所給我們的人生觀
[00:05:13.300 --> 00:05:21.400]  就是有盼望、有將來、有新的天地、有永生
[00:05:21.400 --> 00:05:24.200]  其實盼望不只是將來
[00:05:24.200 --> 00:05:27.200]  也影響到我們現在
[00:05:27.200 --> 00:05:29.400]  所以我覺得在今天的世界裏
[00:05:29.400 --> 00:05:32.000]  我們有兩種不同的心態
[00:05:32.000 --> 00:05:34.600]  一種我叫做回應的心態
[00:05:34.600 --> 00:05:36.300]  是對現今這個世界
[00:05:36.300 --> 00:05:39.900]  只懂得去回應reactive的心態
[00:05:39.900 --> 00:05:41.200]  但是有一種不同
[00:05:41.200 --> 00:05:42.900]  一種是回顧的心態
[00:05:42.900 --> 00:05:44.900]  reflective的心態
[00:05:44.900 --> 00:05:48.200]  由這一種回顧而帶來盼望
[00:05:48.200 --> 00:05:50.400]  因為我們有將來的盼望
[00:05:50.400 --> 00:05:54.200]  以致我們將盼望活在現今的世界裏面
[00:05:54.200 --> 00:05:56.200]  回應的心態
[00:05:56.200 --> 00:05:58.400]  是將自己埋沒在生活當中
[00:05:58.400 --> 00:06:01.900]  失去方向、失去目標、失去意義
[00:06:01.900 --> 00:06:07.500]  所謂兵來將擋、水來土掩、隨波逐流
[00:06:07.500 --> 00:06:12.400]  任由人生的風浪將自己飄來飄去
[00:06:12.400 --> 00:06:17.600]  我們的生命只是回應每一個人生的風浪
[00:06:17.600 --> 00:06:20.400]  另外一種我們叫做回顧的心態
[00:06:20.400 --> 00:06:23.000]  reflective attitude
[00:06:23.000 --> 00:06:26.200]  我們會問
[00:06:26.200 --> 00:06:30.000]  究竟這些事情發生有何意義呢?
[00:06:30.000 --> 00:06:32.000]  我活得有沒有價值呢?
[00:06:32.000 --> 00:06:34.000]  我活得有沒有意義呢?
[00:06:34.000 --> 00:06:36.600]  人生有沒有盼望呢?
[00:06:36.600 --> 00:06:38.500]  或者我們看看這段聖經
[00:06:38.500 --> 00:06:40.900]  將這兩種不同的人生觀
[00:06:40.900 --> 00:06:43.100]  這兩種不同的心態
[00:06:43.100 --> 00:06:45.500]  描繪得非常精彩
[00:06:45.500 --> 00:06:48.000]  首先我們看看回應的心態
[00:06:48.000 --> 00:06:51.000]  在《雅各書》第4章13節
[00:06:51.000 --> 00:06:52.000]  一開始的時候
[00:06:52.000 --> 00:06:54.500]  雅各用了一個非常有趣的字
[00:06:54.500 --> 00:06:57.000]  中文的本字叫做「合」
[00:06:57.000 --> 00:06:59.000]  英文的叫做「Now listen」
[00:06:59.000 --> 00:07:01.000]  其實這個字表明一件事
[00:07:01.000 --> 00:07:04.000]  即是我以後所說的一個非常重要的信息
[00:07:04.000 --> 00:07:06.000]  就好像我們廣東話說「聽住」
[00:07:06.000 --> 00:07:08.000]  留心聽住
[00:07:08.000 --> 00:07:10.500]  我們可以說「醒翻啦」
[00:07:10.500 --> 00:07:12.000]  「聽住啦」
[00:07:12.000 --> 00:07:15.000]  因為這是一個非常重要的信息
[00:07:15.000 --> 00:07:16.500]  你可以批判的聽
[00:07:16.500 --> 00:07:18.000]  你可以懷疑的聽
[00:07:18.000 --> 00:07:19.500]  你可以客觀的聽
[00:07:19.500 --> 00:07:20.500]  但你一定要聽
[00:07:20.500 --> 00:07:22.000]  聽了才會明白
[00:07:22.000 --> 00:07:24.000]  聽了才會認真考慮
[00:07:24.000 --> 00:07:26.000]  今天我們的問題就是沒有聽
[00:07:26.000 --> 00:07:27.500]  或者選擇來聽
[00:07:27.500 --> 00:07:29.000]  合心意才聽
[00:07:29.000 --> 00:07:30.500]  不合心意就不理你
[00:07:30.500 --> 00:07:31.500]  不聽
[00:07:31.500 --> 00:07:35.500]  所以雅各用了一個非常強烈的字說
[00:07:35.500 --> 00:07:37.500]  你們要聽住
[00:07:37.500 --> 00:07:39.000]  聽住甚麼呢?
[00:07:39.000 --> 00:07:41.000]  「你們有話說」
[00:07:41.000 --> 00:07:44.000]  這表明當時流行一種人生觀
[00:07:44.000 --> 00:07:47.000]  「你們有話說」就是當時流行的人生觀
[00:07:47.000 --> 00:07:49.000]  人人都以為這是金科玉律
[00:07:49.000 --> 00:07:51.000]  人以為這是天下第一道理
[00:07:51.000 --> 00:07:54.000]  「有話說」就是跟著大家的路線走
[00:07:54.000 --> 00:07:56.500]  讓世界牽著鼻子走
[00:07:56.500 --> 00:08:01.000]  這是反映心態的人生觀的第一個事實
[00:08:01.000 --> 00:08:03.500]  我們活在一個大眼光當中
[00:08:03.500 --> 00:08:08.000]  我們時常跟著「有話說」的價值觀去做人
[00:08:08.000 --> 00:08:10.500]  人人以為看是一種屬靈的象徵
[00:08:10.500 --> 00:08:12.000]  我就看給你看
[00:08:12.000 --> 00:08:15.000]  人人以為擁有名牌就夠「IN」的
[00:08:15.000 --> 00:08:17.500]  我就想盡辦法買名牌
[00:08:17.500 --> 00:08:20.500]  人人以為子女有成就的
[00:08:20.500 --> 00:08:23.500]  做律師、做醫師、做工程師等等
[00:08:23.500 --> 00:08:26.000]  於是就逼子女去做
[00:08:26.000 --> 00:08:30.000]  我們活在一個人人有話說的框框裏面
[00:08:30.000 --> 00:08:32.500]  沒有了自我、沒有了目標
[00:08:32.500 --> 00:08:36.000]  只是活在一個大海中隨波逐流
[00:08:36.000 --> 00:08:40.000]  因此我們就很看重人們怎樣看我們
[00:08:40.000 --> 00:08:42.000]  非常敏感
[00:08:42.000 --> 00:08:45.000]  如果人接納我、重視我
[00:08:45.000 --> 00:08:47.000]  我就覺得有價值
[00:08:47.000 --> 00:08:51.000]  我的生存、我的目的
[00:08:51.000 --> 00:08:55.000]  似乎是在人人有話說的哲學當中
[00:08:55.000 --> 00:08:59.000]  反應的心態不單只是活在
[00:08:59.000 --> 00:09:02.000]  「你們有話說」這個框框裏面
[00:09:02.000 --> 00:09:06.000]  你也是活在「今天、明天、我要」的框框裏面
[00:09:06.000 --> 00:09:09.000]  我們不單只是對人的說話敏感
[00:09:09.000 --> 00:09:11.000]  反應過敏
[00:09:11.000 --> 00:09:14.000]  我們對時間「今天、明天、我要什麼」
[00:09:14.000 --> 00:09:18.000]  反應也是極之敏感的人
[00:09:18.000 --> 00:09:21.000]  什麼叫做「今天、明天、我要」呢?
[00:09:21.000 --> 00:09:23.000]  你打開你自己的記事簿
[00:09:23.000 --> 00:09:28.000]  你就會看到充滿了「今天、明天、我要做什麼」
[00:09:28.000 --> 00:09:31.000]  我不是說我們不應該計劃
[00:09:31.000 --> 00:09:36.000]  我是說我們成為了時間、死線、忙碌的奴隸
[00:09:36.000 --> 00:09:38.000]  有很多人跟我說
[00:09:38.000 --> 00:09:40.000]  我沒有時間做這個事、我沒有時間去禮拜堂
[00:09:40.000 --> 00:09:42.000]  通常笑笑地跟我說
[00:09:42.000 --> 00:09:44.000]  世界上只有一種人沒有時間
[00:09:44.000 --> 00:09:45.000]  死了就沒有時間
[00:09:45.000 --> 00:09:47.000]  我們每個人都有時間
[00:09:47.000 --> 00:09:50.000]  問題是你看什麼事是重要你去做的
[00:09:50.000 --> 00:09:52.000]  但是相反來說
[00:09:52.000 --> 00:09:57.000]  我們很多時間成為了時間的奴隸
[00:09:57.000 --> 00:10:00.000]  任由它控制我們自己
[00:10:00.000 --> 00:10:07.000]  我們成為了一個沒有主見、被捆綁的人
[00:10:07.000 --> 00:10:10.000]  整天忙這個忙那個 在忙碌當中
[00:10:10.000 --> 00:10:14.000]  失去了目標、失去了方向、失去了自己
[00:10:14.000 --> 00:10:19.000]  就好像很久之前Nissan有一個這樣的廣告
[00:10:19.000 --> 00:10:22.000]  「We don't drive, we are driven」
[00:10:22.000 --> 00:10:25.000]  事實上是 很多人沒有了自己
[00:10:25.000 --> 00:10:28.000]  不是自己去駕駛 而是被人推動
[00:10:28.000 --> 00:10:30.000]  我們做牧師很容易是這樣
[00:10:30.000 --> 00:10:33.000]  一回到教會就趕著做這個、趕著做那個
[00:10:33.000 --> 00:10:38.000]  趕著講章、趕著查經資料、趕著去查經班、趕著開會
[00:10:38.000 --> 00:10:41.000]  一年前要我做這個、要我做那個
[00:10:41.000 --> 00:10:43.000]  我發覺好像失去了自己
[00:10:43.000 --> 00:10:46.000]  好像自己在一條破船裏面
[00:10:46.000 --> 00:10:49.000]  這條破船有個洞 滲了海水進來
[00:10:49.000 --> 00:10:55.000]  潑了這個水 那裏又有 潑了那裏 那裏又有
[00:10:55.000 --> 00:10:59.000]  似乎永遠做不完 我們就在補洞補磨
[00:10:59.000 --> 00:11:03.000]  漸漸我發覺我只是扮演一個牧師的角色
[00:11:03.000 --> 00:11:06.000]  而不是真正做牧師 失去了自己、失去了方向
[00:11:06.000 --> 00:11:10.000]  失去了目標 我發覺我只是做工
[00:11:10.000 --> 00:11:16.000]  只是完成差事 而不是真正做一個牧羊的工作
[00:11:16.000 --> 00:11:20.000]  這個就是反映心態的第二個特點
[00:11:20.000 --> 00:11:24.000]  不久之前《福利》(Fortune)的雜誌訪問
[00:11:24.000 --> 00:11:29.000]  這個Bill Gates Microsoft老闆
[00:11:29.000 --> 00:11:31.000]  記者問他 你有沒有想過宗教的問題?
[00:11:31.000 --> 00:11:33.000]  有沒有想過參加教會?
[00:11:33.000 --> 00:11:35.000]  他說這些太虛妙了 不像實際的
[00:11:35.000 --> 00:11:38.000]  我沒有時間去做 不是沒有時間
[00:11:38.000 --> 00:11:41.000]  而是被時間捆綁了
[00:11:41.000 --> 00:11:45.000]  他成為了時間的奴隸 失去自己
[00:11:45.000 --> 00:11:49.000]  最後我們看看反映的心態有第三個元素
[00:11:49.000 --> 00:11:52.000]  第一個就是自我形象有關的
[00:11:52.000 --> 00:11:54.000]  人人有話說就跟著去做
[00:11:54.000 --> 00:11:55.000]  第二個就是時間有關的
[00:11:55.000 --> 00:11:57.000]  今天明天我要什麼我要什麼
[00:11:57.000 --> 00:12:00.000]  第三個就是和人生目的有關係
[00:12:00.000 --> 00:12:03.000]  人生的價值極之有關係
[00:12:03.000 --> 00:12:07.000]  就好像聖經說 我要往城裏住一年
[00:12:07.000 --> 00:12:12.000]  作買賣得利 這個是什麼目標?
[00:12:12.000 --> 00:12:14.000]  是什麼人生觀?
[00:12:14.000 --> 00:12:18.000]  作買賣得利 滿土只計劃
[00:12:18.000 --> 00:12:20.000]  今天去這裡 過天去那裡
[00:12:20.000 --> 00:12:23.000]  這裡買什麼股票 搞什麼地產
[00:12:23.000 --> 00:12:26.000]  我要搞到成為李嘉誠第二
[00:12:26.000 --> 00:12:28.000]  搞完一個project就另外一個project
[00:12:28.000 --> 00:12:30.000]  這個就是我們人生目的
[00:12:30.000 --> 00:12:34.000]  我們對錢的敏感非常大
[00:12:34.000 --> 00:12:36.000]  值不值得呢?
[00:12:36.000 --> 00:12:40.000]  我們的情緒 我們的喜怒哀樂
[00:12:40.000 --> 00:12:42.000]  完全在乎一個字 這個字是什麼?
[00:12:42.000 --> 00:12:47.000]  利字 股票升的時候我們就開心
[00:12:47.000 --> 00:12:50.000]  股票跌的時候我們就不開心
[00:12:50.000 --> 00:12:53.000]  我們的喜怒哀樂
[00:12:53.000 --> 00:12:59.000]  我們的人生意義全部在乎這個利字
[00:12:59.000 --> 00:13:02.000]  耶穌在《路加福音》
[00:13:02.000 --> 00:13:06.000]  描繪這些人是叫做蠢材笨蛋
[00:13:06.000 --> 00:13:08.000]  耶穌說一個比喻
[00:13:08.000 --> 00:13:10.000]  有個財主田產豐富 心裏盤算
[00:13:10.000 --> 00:13:12.000]  我要做這個 我要做那個
[00:13:12.000 --> 00:13:15.000]  我要建一個更大的 我要收藏更多的糧食
[00:13:15.000 --> 00:13:17.000]  全部搞定了 就對話
[00:13:17.000 --> 00:13:20.000]  靈魂啊 你現在有這麼多的財物
[00:13:20.000 --> 00:13:24.000]  可以作多年的費用 只管安安日日快樂吧
[00:13:24.000 --> 00:13:27.000]  神就對他說 蠢材 今晚要你的靈魂
[00:13:27.000 --> 00:13:30.000]  你所預備的要歸屬呢?
[00:13:30.000 --> 00:13:33.000]  小甜甜沒有機會看到她的經文
[00:13:33.000 --> 00:13:36.000]  不然她都有不同的看法
[00:13:36.000 --> 00:13:39.000]  總括來說 回應的心態是一個沒有自我
[00:13:39.000 --> 00:13:42.000]  沒有方向 埋沒了自己生命的人生
[00:13:42.000 --> 00:13:45.000]  只是活在人人以為的框框裏面
[00:13:45.000 --> 00:13:50.000]  只是尋求人生暫時的短暫的歡樂
[00:13:50.000 --> 00:13:53.000]  也都活在這個時間的框框裏面
[00:13:53.000 --> 00:13:55.000]  They don't drive, they are driven
[00:13:55.000 --> 00:13:59.000]  一生忙忙碌碌 不知為誰
[00:13:59.000 --> 00:14:02.000]  為誰辛苦就為誰忙
[00:14:02.000 --> 00:14:06.000]  耶穌說 蠢材 今晚要你的靈魂
[00:14:06.000 --> 00:14:09.000]  你所擁有歸誰呢?
[00:14:09.000 --> 00:14:12.000]  我們再來看看回顧的心態
[00:14:12.000 --> 00:14:14.000]  一個reflective life是怎樣的呢?
[00:14:14.000 --> 00:14:19.000]  14至15節 其實明天如何你們還不知道
[00:14:19.000 --> 00:14:23.000]  一個回顧的人生是要明天不在我們手的操縱之下
[00:14:23.000 --> 00:14:26.000]  明天如何我們還不知道
[00:14:26.000 --> 00:14:28.000]  我想到存在大師卡摩
[00:14:28.000 --> 00:14:32.000]  寫過一個非常有趣的小說叫《卡拉古拉》
[00:14:32.000 --> 00:14:34.000]  卡拉古拉是羅馬大帝國
[00:14:34.000 --> 00:14:35.000]  當他愛人死的時候
[00:14:35.000 --> 00:14:38.000]  他抱著屍首不放 極其傷心
[00:14:38.000 --> 00:14:41.000]  突然間他誤取了一個人生的大道理
[00:14:41.000 --> 00:14:44.000]  原來人是會死的
[00:14:44.000 --> 00:14:46.000]  所以人就活得不快樂
[00:14:46.000 --> 00:14:49.000]  但他看看周圍的羅馬人民
[00:14:49.000 --> 00:14:50.000]  他們很開心
[00:14:50.000 --> 00:14:53.000]  在卡拉古拉看來 他們之所以快活
[00:14:53.000 --> 00:14:57.000]  就是因為他們自欺 活在一個虛妄裏面
[00:14:57.000 --> 00:14:59.000]  他們以為每天都有明天
[00:14:59.000 --> 00:15:02.000]  他們逃避 假意自己看不到
[00:15:02.000 --> 00:15:05.000]  其實每個人都知道有一天他們沒有了明天
[00:15:05.000 --> 00:15:08.000]  當他們面對一個沒有了明天的時候
[00:15:08.000 --> 00:15:10.000]  他們就悲痛了
[00:15:10.000 --> 00:15:11.000]  今天他們仍然快活
[00:15:11.000 --> 00:15:14.000]  就是因為他們自己騙自己
[00:15:14.000 --> 00:15:18.000]  於是他們就運用絕對的權力去濫殺 製造動亂
[00:15:18.000 --> 00:15:21.000]  突然間死亡籠罩著整個羅馬大帝國
[00:15:21.000 --> 00:15:24.000]  因為死亡可以隨時令到每一個人
[00:15:24.000 --> 00:15:29.000]  同時卡拉古拉更將道德的次序顛倒
[00:15:29.000 --> 00:15:31.000]  善為惡 惡為善
[00:15:31.000 --> 00:15:34.000]  而死亡將一切善惡都消解
[00:15:34.000 --> 00:15:38.000]  卡摩稱之為生命的荒謬
[00:15:38.000 --> 00:15:40.000]  一個reflective的人生
[00:15:40.000 --> 00:15:43.000]  就好像索羅門王在《傳道書第九章》第一節說
[00:15:43.000 --> 00:15:47.000]  當我將這一切放在心裏 詳細考究
[00:15:47.000 --> 00:15:50.000]  當我去reflect這些事的時候
[00:15:50.000 --> 00:15:52.000]  就知道一切都在神手裏
[00:15:52.000 --> 00:15:54.000]  而人呢 或是愛或是恨
[00:15:54.000 --> 00:15:56.000]  在卡摩面前無人了得
[00:15:56.000 --> 00:15:58.000]  然後就跪死人下去
[00:15:58.000 --> 00:16:01.000]  每一個人都不知道明天會發生甚麼事
[00:16:01.000 --> 00:16:06.000]  但每個人知道每一個人有一天都會沒有了明天
[00:16:06.000 --> 00:16:10.000]  所以耶穌顯然比卡摩智慧得多
[00:16:10.000 --> 00:16:12.000]  所以不要為明天憂慮
[00:16:12.000 --> 00:16:14.000]  因為明天自有明天的憂慮
[00:16:14.000 --> 00:16:16.000]  一天的難處一千多就夠了
[00:16:16.000 --> 00:16:18.000]  或者今天是最後一天
[00:16:18.000 --> 00:16:20.000]  我們就好好把握今天
[00:16:20.000 --> 00:16:23.000]  享受今天 活得精彩
[00:16:23.000 --> 00:16:25.000]  一個回顧的人生
[00:16:25.000 --> 00:16:28.000]  不單止看到每個人都有一天沒有了明天
[00:16:28.000 --> 00:16:30.000]  所以要好好享受今天
[00:16:30.000 --> 00:16:33.000]  同時也會問我們的生命是甚麼呢?
[00:16:33.000 --> 00:16:36.000]  原來是一片雲霧出現小時不見了
[00:16:36.000 --> 00:16:39.000]  希臘文用一個很有趣的字去形容
[00:16:39.000 --> 00:16:40.000]  Poia
[00:16:40.000 --> 00:16:44.000]  Poia是音性詞
[00:16:44.000 --> 00:16:47.000]  意思是究竟生命是甚麼呢?
[00:16:47.000 --> 00:16:50.000]  究竟做人為甚麼呢?
[00:16:50.000 --> 00:16:54.000]  為甚麼有那麼多人可以為我犧牲
[00:16:54.000 --> 00:16:56.000]  我做人又有甚麼意思呢?
[00:16:56.000 --> 00:16:58.000]  有沒有辜負他們呢?
[00:16:58.000 --> 00:17:01.000]  當我們看到我們所追求的都是「番柬埔」
[00:17:01.000 --> 00:17:03.000]  出現小時就不見了
[00:17:03.000 --> 00:17:05.000]  我們的生命好像一片雲霧
[00:17:05.000 --> 00:17:07.000]  所謂人生如朝露
[00:17:07.000 --> 00:17:09.000]  世事若幻影
[00:17:09.000 --> 00:17:11.000]  剛欽者百代之過客而浮
[00:17:11.000 --> 00:17:13.000]  生若夢來歡幾何
[00:17:13.000 --> 00:17:15.000]  一個能夠回顧的生命
[00:17:15.000 --> 00:17:17.000]  就一定珍惜我們的生命
[00:17:17.000 --> 00:17:19.000]  雖然在我們的生命如飛如去
[00:17:19.000 --> 00:17:21.000]  如水沖去
[00:17:21.000 --> 00:17:22.000]  如睡一覺
[00:17:22.000 --> 00:17:23.000]  如早晨發芽草
[00:17:23.000 --> 00:17:24.000]  早晨發芽生長
[00:17:24.000 --> 00:17:26.000]  晚上閣下呼乾
[00:17:26.000 --> 00:17:29.000]  但我們仍然可以求神給我們智慧的心
[00:17:29.000 --> 00:17:31.000]  好叫我們數算我們的日子
[00:17:31.000 --> 00:17:33.000]  活世的生存不是消極
[00:17:33.000 --> 00:17:35.000]  是更加積極的
[00:17:35.000 --> 00:17:36.000]  我們不要誤會
[00:17:36.000 --> 00:17:39.000]  以為回顧的心態是不計劃
[00:17:39.000 --> 00:17:41.000]  是命運色彩
[00:17:41.000 --> 00:17:42.000]  是消極
[00:17:42.000 --> 00:17:43.000]  是躺平
[00:17:43.000 --> 00:17:44.000]  是飛揚
[00:17:44.000 --> 00:17:46.000]  問題不是在乎計劃與否
[00:17:46.000 --> 00:17:49.000]  而是在乎為何要生存
[00:17:49.000 --> 00:17:51.000]  為誰辛苦為誰亡
[00:17:51.000 --> 00:17:53.000]  如果我們比較回應的人生
[00:17:53.000 --> 00:17:55.000]  和回顧的人生
[00:17:55.000 --> 00:17:57.000]  最多是我們歸納幾樣東西
[00:17:57.000 --> 00:17:59.000]  回應的人生是短暫的
[00:17:59.000 --> 00:18:01.000]  回顧人生是有永恆的
[00:18:01.000 --> 00:18:06.000]  回應的人生是當神沒有到的
[00:18:06.000 --> 00:18:08.000]  回顧的人生是當神有到的
[00:18:08.000 --> 00:18:10.000]  回應的人生是自我中心的
[00:18:10.000 --> 00:18:13.000]  回顧的人生是以神為中心的
[00:18:13.000 --> 00:18:17.000]  雅各將回應的人生描繪得很精彩
[00:18:17.000 --> 00:18:19.000]  主若願意
[00:18:19.000 --> 00:18:21.000]  我就可以活著
[00:18:21.000 --> 00:18:25.000]  也可以作者是或作那是
[00:18:25.000 --> 00:18:27.000]  回應的人生就不理會
[00:18:27.000 --> 00:18:29.000]  回顧的人生就會看到
[00:18:29.000 --> 00:18:31.000]  一切都是以神為中心
[00:18:31.000 --> 00:18:33.000]  或者我舉一個例子
[00:18:33.000 --> 00:18:36.000]  鋼琴的目的
[00:18:36.000 --> 00:18:40.000]  就是和做鋼琴的人給予目的
[00:18:40.000 --> 00:18:42.000]  他被人彈奏
[00:18:42.000 --> 00:18:44.000]  假如鋼琴有一天
[00:18:44.000 --> 00:18:46.000]  我不想被人彈奏
[00:18:46.000 --> 00:18:47.000]  我來煮飯
[00:18:47.000 --> 00:18:49.000]  這個鋼琴是沒有用的
[00:18:49.000 --> 00:18:51.000]  人的生存
