
[00:00:00.000 --> 00:00:04.760]  各位網友大家好 歡迎收看《大紀元》的節目
[00:06:09.180 --> 00:06:13.340]  說這個封卷人類歷史的進程
[00:06:13.340 --> 00:06:15.180]  上帝計劃的奧秘
[00:06:15.180 --> 00:06:19.580]  是只有一位才配得揭開七印的
[00:06:19.580 --> 00:06:21.860]  就是說我們的前程
[00:06:21.860 --> 00:06:25.420]  我們的一切盡在耶穌的掌管之中
[00:06:25.420 --> 00:06:28.580]  而這一位的羔羊和獅子
[00:06:28.580 --> 00:06:31.180]  很可惜在我們的信仰表達裡面
[00:06:31.180 --> 00:06:33.940]  我們可能只是側重了其中之一
[00:06:33.940 --> 00:06:36.460]  我懷疑我們大多數華人教會
[00:06:36.460 --> 00:06:39.580]  只認識耶穌基督的曾被殺的羔羊
[00:06:39.580 --> 00:06:41.340]  軟弱無力的樣子
[00:06:41.340 --> 00:06:45.380]  但是從來都不見到祂的一個威嚴
[00:06:45.380 --> 00:06:47.620]  從來都不懂得在這一方面
[00:06:47.620 --> 00:06:52.940]  來堅定的表揚我們的主耶穌基督
[00:06:52.940 --> 00:06:56.300]  其實教會的身份很簡單
[00:06:56.300 --> 00:06:59.780]  是傳福音 是做祭司
[00:06:59.780 --> 00:07:02.140]  是做軍專的祭司
[00:07:02.140 --> 00:07:03.740]  而祭司呢
[00:07:03.740 --> 00:07:06.700]  就根據我翻譯的那一本《啟示錄淺色》
[00:07:06.700 --> 00:07:08.340]  這個Anti-Right所寫的
[00:07:08.340 --> 00:07:11.900]  我今天大部份的東西都是引述他的文章
[00:07:11.900 --> 00:07:13.700]  他說這個祭司其實兩方面的
[00:07:13.700 --> 00:07:15.020]  第一是向上
[00:07:15.020 --> 00:07:19.340]  向上就是向受造界的一切的讚美
[00:07:19.340 --> 00:07:23.580]  來歸於坐寶座的那一位
[00:07:23.580 --> 00:07:28.460]  這個我覺得我們一直都是很努力去學習去做的
[00:07:28.460 --> 00:07:29.740]  另外一方面呢
[00:07:29.740 --> 00:07:31.420]  就是向下的
[00:07:31.420 --> 00:07:37.300]  向下就是將耶穌基督拯救世界
[00:07:37.300 --> 00:07:41.180]  或者用今天可能敏感一點的詞語
[00:07:41.180 --> 00:07:43.700]  是光復那個世界
[00:07:43.700 --> 00:07:46.540]  將耶穌基督救世的那個治權
[00:07:46.540 --> 00:07:48.180]  統治的權柄
[00:07:48.180 --> 00:07:52.180]  是落實於這個人間
[00:07:52.180 --> 00:07:53.860]  是甚麼意思呢?
[00:07:53.860 --> 00:07:58.300]  這個我覺得我們華人教會可能是需要花更多的時間
[00:07:58.300 --> 00:08:00.980]  特別是在今時今日香港的社會
[00:08:00.980 --> 00:08:04.260]  和香港將來的日後的社會
[00:08:04.260 --> 00:08:07.820]  我們要去到真正的來求問的
[00:08:07.820 --> 00:08:09.660]  求主幫助我們
[00:08:09.660 --> 00:08:11.780]  那個福音是甚麼?
[00:08:11.780 --> 00:08:13.700]  請問你的福音是甚麼?
[00:08:13.700 --> 00:08:16.100]  如果我隨便找一個弟兄姊妹來回答我
[00:08:16.100 --> 00:08:17.900]  請問福音是甚麼?
[00:08:17.900 --> 00:08:21.100]  你會不會告訴我就是我的靈魂得救了?
[00:08:21.100 --> 00:08:23.300]  就是我死後上天堂
[00:08:23.300 --> 00:08:25.100]  福音是這樣嗎?
[00:08:25.100 --> 00:08:27.700]  福音當然要有這樣
[00:08:27.700 --> 00:08:30.140]  但是福音只是這樣嗎?
[00:08:30.140 --> 00:08:35.420]  我想這個就是我們要好好的去重新思考
[00:08:35.420 --> 00:08:37.220]  福音是甚麼?
[00:08:37.220 --> 00:08:39.260]  悔改
[00:08:39.260 --> 00:08:41.140]  天國近了
[00:08:41.140 --> 00:08:42.700]  天國是甚麼?
[00:08:42.700 --> 00:08:44.900]  上天堂?
[00:08:44.900 --> 00:08:46.580]  對不起
[00:08:46.580 --> 00:08:48.660]  如果我沒有理解錯
[00:08:48.660 --> 00:08:53.780]  是天國君王的權柄
[00:08:53.780 --> 00:08:58.900]  臨到一個背叛了他的這個世界
[00:08:58.900 --> 00:09:02.780]  包括你和我那個環境
[00:09:02.780 --> 00:09:06.100]  冷漠、邪惡的內心
[00:09:06.100 --> 00:09:09.140]  都要由這位天國的君王
[00:09:09.140 --> 00:09:11.700]  他來坐正的位置
[00:09:11.700 --> 00:09:14.300]  光復了他在我內心
[00:09:14.300 --> 00:09:18.020]  應該有的那一切的權位
[00:09:18.020 --> 00:09:19.460]  否則的話
[00:09:19.460 --> 00:09:21.660]  我這一條這樣的靈魂
[00:09:21.660 --> 00:09:23.060]  上不上天堂
[00:09:23.060 --> 00:09:25.700]  都似乎和這個福音
[00:09:25.700 --> 00:09:28.820]  沒有一個絕對的關係
[00:09:28.820 --> 00:09:34.420]  是不是很複雜?
[00:09:34.420 --> 00:09:36.500]  還是其實很簡單?
[00:09:36.500 --> 00:09:38.300]  天國近了你們要悔改
[00:09:38.300 --> 00:09:40.580]  順福音
[00:09:40.580 --> 00:09:41.740]  我閱過另外一本書
[00:09:41.740 --> 00:09:43.340]  他寫的這個是很好的
[00:09:43.340 --> 00:09:45.060]  他說福音是甚麼?
[00:09:45.060 --> 00:09:48.420]  換了新的老闆
[00:09:48.420 --> 00:09:51.380]  這個就是盜獄
[00:09:51.380 --> 00:09:53.420]  福音是甚麼?
[00:09:53.420 --> 00:09:55.700]  我不再是我的老闆
[00:09:55.700 --> 00:09:59.020]  再沒有任何其他的東西是我的老闆
[00:09:59.020 --> 00:10:01.460]  說就說得口香
[00:10:01.460 --> 00:10:04.220]  我今天仍然是有很多不忠的
[00:10:04.220 --> 00:10:05.740]  是有很多邪惡的
[00:10:05.740 --> 00:10:07.500]  很多醜陋的
[00:10:07.500 --> 00:10:10.540]  幸好這位愛我們的主
[00:10:10.540 --> 00:10:12.780]  是對我們不離不棄
[00:10:12.780 --> 00:10:14.660]  但我們要溫習一下
[00:10:14.660 --> 00:10:15.900]  到底這個說
[00:10:15.900 --> 00:10:18.500]  耶穌救世的治權
[00:10:18.500 --> 00:10:21.900]  落實在這個世界上是甚麼意思?
[00:10:21.900 --> 00:10:24.540]  將祂救世的治權
[00:10:24.540 --> 00:10:26.460]  將耶穌基督
[00:10:26.460 --> 00:10:28.780]  恢復宇宙秩序的
[00:10:28.780 --> 00:10:31.420]  那個統管萬有的權柄
[00:10:31.420 --> 00:10:32.940]  榮耀能力
[00:10:32.940 --> 00:10:34.540]  落實
[00:10:34.540 --> 00:10:36.700]  在這個人世間
[00:10:36.700 --> 00:10:38.540]  這些說話
[00:10:38.540 --> 00:10:41.420]  我願意聽多千百遍
[00:10:41.420 --> 00:10:44.740]  使我這個反叛成性的人
[00:10:44.740 --> 00:10:47.980]  能夠不斷的跪下
[00:10:47.980 --> 00:10:50.460]  在天國的君王面前
[00:10:50.460 --> 00:10:54.780]  親愛的兄姊妹
[00:10:54.780 --> 00:10:56.860]  你聽到甚麼?
[00:10:56.860 --> 00:10:59.980]  你是君尊的祭司
[00:10:59.980 --> 00:11:03.340]  君尊的祭司有向上的
[00:11:03.340 --> 00:11:04.900]  是甚麼?
[00:11:04.900 --> 00:11:06.060]  讚美
[00:11:06.060 --> 00:11:07.660]  歸榮耀給他
[00:11:07.660 --> 00:11:08.780]  還有呢?
[00:11:08.780 --> 00:11:11.500]  落地的是甚麼?
[00:11:11.500 --> 00:11:13.580]  願你的國降臨
[00:11:13.580 --> 00:11:15.940]  願你的旨意行在地上
[00:11:15.940 --> 00:11:21.020]  願你的名被尊為聖
[00:11:21.020 --> 00:11:24.140]  其實很多東西我們很熟
[00:11:24.140 --> 00:11:27.580]  但其實又完全陌生
[00:11:27.580 --> 00:11:29.900]  如果我們要將耶穌基督
[00:11:29.900 --> 00:11:33.020]  管治這個宇宙萬物的權柄
[00:11:33.020 --> 00:11:36.300]  落實在這個地上
[00:11:36.300 --> 00:11:40.060]  可能我們很多的價值觀念
[00:11:40.060 --> 00:11:42.140]  我們的生活為人
[00:11:42.140 --> 00:11:45.180]  都要轉化過來
[00:11:45.180 --> 00:11:47.100]  你聽得明白的話
[00:11:47.100 --> 00:11:48.780]  就有福了
[00:11:48.780 --> 00:11:51.260]  因為今天有些東西不能說的
[00:11:51.260 --> 00:11:53.820]  一說就會被人罵的
[00:11:53.820 --> 00:11:57.180]  有些東西不能夠實際舉例來說的
[00:11:57.180 --> 00:12:00.220]  一說又會被人說你的
[00:12:00.220 --> 00:12:03.420]  對不起 大家是浸信會的人
[00:12:03.420 --> 00:12:05.340]  浸信會
[00:12:05.340 --> 00:12:13.260]  我不知道貴堂是在浸信會的傳統裏面
[00:12:13.260 --> 00:12:15.420]  你是怎樣的傳統
[00:12:15.420 --> 00:12:17.900]  有些就是我們浸信會就是
[00:12:17.900 --> 00:12:21.500]  正、教、分、離
[00:12:21.500 --> 00:12:23.900]  四個大字
[00:12:23.900 --> 00:12:26.300]  我當然不想踩進你們的
[00:12:26.300 --> 00:12:29.100]  那個爭議的地方
[00:12:29.100 --> 00:12:31.020]  不過我就是做翻譯
[00:12:31.020 --> 00:12:33.580]  我就比較知道
[00:12:33.580 --> 00:12:36.220]  一些翻譯上如果出問題的話
[00:12:36.220 --> 00:12:39.340]  思想都可以出很嚴重的問題
[00:12:39.340 --> 00:12:41.260]  正、教、分、離
[00:12:41.260 --> 00:12:43.820]  在我們中文的表達
[00:12:43.820 --> 00:12:45.980]  就是說我的信仰
[00:12:45.980 --> 00:12:47.820]  和我的政治生活
[00:12:47.820 --> 00:12:52.140]  和政治的理念是沒有拉扯的
[00:12:52.140 --> 00:12:55.340]  如果這個中文是這樣的意思
[00:12:55.340 --> 00:12:59.820]  而大家以為這個浸信會的正、教、分、離就是這樣的話
[00:12:59.820 --> 00:13:04.460]  那我覺得可能就有些問題
[00:13:04.460 --> 00:13:07.900]  如果你說正、教、分、離
[00:13:07.900 --> 00:13:14.540]  是說政府和教會兩者的功能
[00:13:14.540 --> 00:13:19.900]  互不混亂
[00:13:19.900 --> 00:13:23.340]  也許這個就是
[00:13:23.340 --> 00:13:25.340]  浸信會的傳統裏面
[00:13:25.340 --> 00:13:31.100]  一個是值得讚賞嘉許的
[00:13:31.100 --> 00:13:32.220]  我講這麼多好了
[00:13:32.220 --> 00:13:33.180]  不要踩下去了
[00:13:33.180 --> 00:13:34.540]  先走出來
[00:13:34.540 --> 00:13:35.980]  哎呀 如果不是的話
[00:13:35.980 --> 00:13:37.660]  以後不用再來
[00:13:37.660 --> 00:13:39.580]  不過其實我也不太在意
[00:13:39.580 --> 00:13:41.900]  我去哪裡來多少次
[00:13:41.900 --> 00:13:44.380]  我最在意的就是我去那一次
[00:13:44.380 --> 00:13:48.620]  到底我有沒有盡了我當時的本分
[00:13:48.620 --> 00:13:56.060]  叫主的教會得到安慰、得到鼓勵
[00:13:56.060 --> 00:14:01.180]  我今天絕對不是在這裡播放紛爭
[00:14:01.180 --> 00:14:05.260]  我今天是鼓勵大家一定在這個家裏面
[00:14:05.260 --> 00:14:08.220]  有勇氣去面對自己裏面
[00:14:08.220 --> 00:14:10.620]  和有勇氣去面對四周圍
[00:14:10.620 --> 00:14:14.300]  然後一起有勇氣去聽著耶穌基督
[00:14:14.300 --> 00:14:17.820]  帶領這個教會應該走的路
[00:14:17.820 --> 00:14:20.140]  回到啟示路
[00:14:20.140 --> 00:14:23.980]  當這個天上的榮耀、天上的敬拜
[00:14:23.980 --> 00:14:25.660]  高揚得著讚美
[00:14:25.660 --> 00:14:27.500]  坐寶座的得著讚美
[00:14:27.500 --> 00:14:31.740]  接下來你希望看到那個啟示
[00:14:31.740 --> 00:14:33.820]  就是天下一片光明
[00:14:33.820 --> 00:14:36.380]  但是偏偏就不是這樣
[00:14:36.380 --> 00:14:39.420]  在這個壯觀的敬拜讚美之後
[00:14:39.420 --> 00:14:42.140]  揭開的每一頁
[00:14:42.140 --> 00:14:45.260]  竟然間是黑暗的勢力
[00:14:45.260 --> 00:14:49.420]  是第一匹馬、第二匹馬、第三匹馬、第四匹馬
[00:14:49.420 --> 00:14:55.420]  白馬、黑馬、紅馬、灰馬、四匹
[00:14:55.420 --> 00:14:57.500]  一直出來的
[00:14:57.500 --> 00:15:04.940]  都是在展示著戰爭、暴力、壓迫、死亡
[00:15:04.940 --> 00:15:07.100]  原來這個世界
[00:15:07.100 --> 00:15:11.100]  一直都是在這些痛苦裏面
[00:15:11.100 --> 00:15:14.140]  來到那裏打棍
[00:15:14.140 --> 00:15:16.380]  為甚麼要這樣
[00:15:16.380 --> 00:15:19.900]  原來就是將這個世界的那個慘況
[00:15:19.900 --> 00:15:22.700]  是好像一個病人
[00:15:22.700 --> 00:15:24.540]  他的病況
[00:15:24.540 --> 00:15:28.060]  如果不是展示了各樣的病徵
[00:15:28.060 --> 00:15:30.860]  是去到他的病灶那裏
[00:15:30.860 --> 00:15:34.140]  他的病根本得不到這個醫治
[00:15:34.140 --> 00:15:36.380]  所以我們期望著
[00:15:36.380 --> 00:15:38.300]  以為敬拜之後
[00:15:38.300 --> 00:15:40.060]  以為禱告之後
[00:15:40.060 --> 00:15:41.820]  黑暗就會過去
[00:15:41.820 --> 00:15:43.740]  光明就會來臨
[00:15:43.740 --> 00:15:46.300]  其實往往是一廂情願
[00:15:46.300 --> 00:15:49.660]  如果我們真的以為那個模式就是這樣的話
[00:15:49.660 --> 00:15:51.420]  難怪我們在信仰上
[00:15:51.420 --> 00:15:54.620]  時常有失敗、時常有失望
[00:15:54.620 --> 00:15:58.620]  難怪在今時今日那些所謂叫做甚麼
[00:15:58.620 --> 00:16:01.340]  健康與財富的福音
[00:16:01.340 --> 00:16:02.780]  發達福音
[00:16:02.780 --> 00:16:04.220]  萬事平安
[00:16:04.220 --> 00:16:06.300]  皇大先識的福音
[00:16:06.300 --> 00:16:08.220]  在今日世上大行其道
[00:16:08.220 --> 00:16:10.380]  但是那些是糖衣的毒藥
[00:16:10.380 --> 00:16:12.700]  最終都是害己害人
[00:16:12.700 --> 00:16:15.260]  教會可以好像很興盛
[00:16:15.260 --> 00:16:17.820]  牧師好像明星那樣駕駛
[00:16:17.820 --> 00:16:20.380]  甚至是富豪那樣風光
[00:16:20.380 --> 00:16:23.580]  但是最後是心靈的蠶食
[00:16:23.580 --> 00:16:26.540]  真正的情況是怎樣呢?
[00:16:26.540 --> 00:16:31.100]  原來是一直都有痛苦
[00:16:31.100 --> 00:16:32.300]  有黑暗
[00:16:32.300 --> 00:16:33.820]  有死亡
[00:16:33.820 --> 00:16:36.380]  但是我們作為神的家
[00:16:36.380 --> 00:16:38.460]  我們作為神的兒女
[00:16:38.460 --> 00:16:41.580]  我們要看見另外一幕
[00:16:41.580 --> 00:16:42.860]  看見甚麼呢?
[00:16:42.860 --> 00:16:46.060]  原來在第五印打開的時候
[00:16:46.060 --> 00:16:51.580]  看見一個更加令人哀傷
[00:16:51.580 --> 00:16:53.580]  但是在哀傷當中
[00:16:53.580 --> 00:16:56.460]  卻是被我們大有盼望
[00:16:56.460 --> 00:16:58.220]  那裏看見的是甚麼呢?
[00:16:58.220 --> 00:17:00.540]  在這個祭壇底下
[00:17:00.540 --> 00:17:03.020]  有一班人
[00:17:03.020 --> 00:17:06.780]  他們被稱為是為了神的道
[00:17:06.780 --> 00:17:10.460]  並且為了見證耶穌
[00:17:10.460 --> 00:17:13.500]  而被殺的人的靈魂
[00:17:13.500 --> 00:17:15.260]  這班為神的道
[00:17:15.260 --> 00:17:17.260]  為了見證
[00:17:17.260 --> 00:17:19.820]  你以為你行神的事
[00:17:19.820 --> 00:17:22.140]  你以為你高舉耶穌基督
[00:17:22.140 --> 00:17:24.220]  你就一帆風順
[00:17:24.220 --> 00:17:25.420]  對不起
[00:17:25.420 --> 00:17:26.780]  你就是告訴我們
[00:17:26.780 --> 00:17:33.180]  這班人反而是送上他們的生命
[00:17:33.180 --> 00:17:36.700]  行正直、行義、行對的事
[00:17:36.700 --> 00:17:40.300]  即使是為了神的名來做的
[00:17:40.300 --> 00:17:42.700]  聖經這裏讓我們看見
[00:17:42.700 --> 00:17:46.940]  他們的生命仍然是會受損害
[00:17:46.940 --> 00:17:49.500]  而他們在那個祭壇底下
[00:17:49.500 --> 00:17:52.540]  大聲在呼喊
[00:17:52.540 --> 00:17:55.900]  聖潔真實的主
[00:17:55.900 --> 00:17:59.100]  你不審判住在地上的人
[00:17:59.100 --> 00:18:02.140]  為我們伸冤
[00:18:02.140 --> 00:18:06.940]  為我們所流的血伸冤
[00:18:06.940 --> 00:18:09.740]  要等到何時
[00:18:09.740 --> 00:18:13.340]  黑夜到底多長
[00:18:13.340 --> 00:18:16.060]  等到何時
[00:18:16.060 --> 00:18:18.140]  如果你是誠實
[00:18:18.140 --> 00:18:20.620]  如果你是可信可靠的神
[00:18:20.620 --> 00:18:23.020]  當我們這樣呼求你的時候
[00:18:23.020 --> 00:18:25.180]  你是否馬上說
[00:18:25.180 --> 00:18:26.460]  對不起
[00:18:26.460 --> 00:18:30.140]  這就是再次讓我們看見
[00:18:30.140 --> 00:18:32.460]  神行事的方法
[00:18:32.460 --> 00:18:34.620]  和人對祂的期望
[00:18:34.620 --> 00:18:38.300]  往往是有所不同
[00:18:38.300 --> 00:18:41.020]  有百醫給他們穿上
[00:18:41.020 --> 00:18:43.420]  神是有給他們肯定
[00:18:43.420 --> 00:18:45.180]  給他們安慰
[00:18:45.180 --> 00:18:48.220]  但是接著有說話跟他們說
[00:18:48.220 --> 00:18:51.020]  還要安息片時
[00:18:51.020 --> 00:18:52.060]  啊?
[00:18:52.060 --> 00:18:53.020]  是啊
[00:18:53.020 --> 00:18:55.340]  再等一下
[00:18:55.340 --> 00:18:57.500]  等什麼?
[00:18:57.500 --> 00:19:00.300]  這個聽了之後就更加難接受
[00:19:00.300 --> 00:19:03.260]  如果我們這群人曾被殺的人
[00:19:03.260 --> 00:19:05.100]  是這個等待著
[00:19:05.100 --> 00:19:06.780]  來避伸冤的人
[00:19:06.780 --> 00:19:07.900]  他這樣呼喊的時候
[00:19:07.900 --> 00:19:08.860]  你等一下吧
[00:19:08.860 --> 00:19:10.700]  我會做的
[00:19:10.700 --> 00:19:12.060]  不是的
[00:19:12.060 --> 00:19:13.500]  是說你等一下
[00:19:13.500 --> 00:19:16.700]  你們這群人的數目
[00:19:16.700 --> 00:19:18.540]  還不夠
[00:19:18.540 --> 00:19:21.420]  還會再加人進去你們那裡
[00:19:21.420 --> 00:19:23.420]  就是還會有人死
[00:19:23.420 --> 00:19:26.700]  還會有人要犧牲
[00:19:26.700 --> 00:19:29.260]  和你們一起作僕人
[00:19:29.260 --> 00:19:31.340]  那群人要加進來
[00:19:31.340 --> 00:19:33.340]  不僅是那群人
[00:19:33.340 --> 00:19:36.140]  還有和他們的弟兄
[00:19:36.140 --> 00:19:39.020]  就是你們加這群人
[00:19:39.020 --> 00:19:40.780]  再加他們的弟兄
[00:19:40.780 --> 00:19:43.340]  三群人的數目
[00:19:43.340 --> 00:19:46.220]  要加進來
[00:19:46.220 --> 00:19:48.780]  在歷史的長廊裡面
[00:19:48.780 --> 00:19:53.260]  我們看見這些殉道者的數目
[00:19:53.260 --> 00:19:56.380]  其實在主耶穌基督回來之前
[00:19:56.380 --> 00:19:57.980]  是一路的
[00:19:57.980 --> 00:20:01.020]  來增加至眾
[00:20:01.020 --> 00:20:03.500]  或者又面對我們的教會
[00:20:03.500 --> 00:20:04.540]  聽我們兄姊妹
[00:20:04.540 --> 00:20:06.940]  我們多數信教
[00:20:06.940 --> 00:20:09.180]  是為了保平安
[00:20:09.180 --> 00:20:11.180]  但是如果我告訴你
[00:20:11.180 --> 00:20:13.500]  信教跟從耶穌
[00:20:13.500 --> 00:20:16.140]  是要去死的
[00:20:16.140 --> 00:20:18.460]  你還信不信
[00:20:18.460 --> 00:20:22.460]  如果教會沒有人告訴你
[00:20:22.540 --> 00:20:26.300]  你那個教會的人沒有盡到他的本份
[00:20:26.300 --> 00:20:27.900]  當然我們起初的時候
[00:20:27.900 --> 00:20:30.460]  當然會說所有的好東西
[00:20:30.460 --> 00:20:32.460]  因為人都是需要這些東西
[00:20:32.460 --> 00:20:34.060]  主也是給我們這些東西
[00:20:34.060 --> 00:20:35.740]  但是說完之後沒有說
[00:20:35.740 --> 00:20:37.260]  喂 等一下
[00:20:37.260 --> 00:20:41.340]  那些好東西其實都不是最後最好的東西
[00:20:41.340 --> 00:20:44.780]  真正的好東西是好戲在後頭
[00:20:44.780 --> 00:20:46.140]  主耶穌說告訴你
[00:20:46.140 --> 00:20:47.420]  在我裡面有平安
[00:20:47.420 --> 00:20:48.620]  主耶穌也告訴你
[00:20:48.620 --> 00:20:50.140]  你們在世上有苦難
[00:20:50.140 --> 00:20:51.260]  主耶穌也告訴你
[00:20:51.260 --> 00:20:52.380]  若有人要跟從我
[00:20:52.380 --> 00:20:54.860]  就當寫幾天天背起自己的十字架來跟從我
[00:20:54.860 --> 00:20:56.220]  凡是要救自己生命的
[00:20:56.220 --> 00:20:57.180]  就必捨棄生命
[00:20:57.180 --> 00:20:59.260]  凡是為我和福音寫起生命的
[00:20:59.260 --> 00:21:00.220]  就必得著生命
[00:21:00.220 --> 00:21:02.140]  在我榮耀裡的時候
[00:21:02.140 --> 00:21:02.780]  認我的
[00:21:02.780 --> 00:21:04.300]  我也在父母的面前認他
[00:21:04.300 --> 00:21:05.500]  喂 你有沒有聽過這些
[00:21:05.500 --> 00:21:08.700]  我聽了不過完全沒有再入心
[00:21:08.700 --> 00:21:11.100]  親愛的兄姊妹
[00:21:11.100 --> 00:21:14.700]  潘博華這位德國的神學家
[00:21:14.700 --> 00:21:16.860]  他講的福音
[00:21:16.860 --> 00:21:20.940]  他說我們不可以講廉價的福音
[00:21:20.940 --> 00:21:22.460]  我們講的福音
[00:21:22.460 --> 00:21:26.060]  是一個有昂貴價值的福音
