
[00:00:00.000 --> 00:00:09.000]  今天這個題目安排我來說純粹是一種巧合
[00:11:51.600 --> 00:11:53.600]  你喜歡吃墨鯽的就吃墨鯽
[00:11:53.600 --> 00:11:55.600]  你喜歡晚上下班去喝一杯就去喝一杯
[00:11:55.600 --> 00:11:57.600]  你喜歡朋友晚上燒烤就繼續去
[00:11:57.600 --> 00:11:59.600]  不要沉溺於
[00:11:59.600 --> 00:12:01.600]  那種恐懼當中
[00:12:01.600 --> 00:12:03.600]  這就是我們應付
[00:12:03.600 --> 00:12:05.600]  一些環境的
[00:12:05.600 --> 00:12:07.600]  變化
[00:12:07.600 --> 00:12:09.600]  一個很重要的心態
[00:12:09.600 --> 00:12:11.600]  就是回復
[00:12:11.600 --> 00:12:13.600]  我們正常的生活
[00:12:13.600 --> 00:12:17.600]  你處理到了
[00:12:17.600 --> 00:12:19.600]  接著你要處理
[00:12:19.600 --> 00:12:21.600]  周邊的人
[00:12:21.600 --> 00:12:23.600]  如果發現你的子女你的朋友你的同事
[00:12:23.600 --> 00:12:25.600]  最近
[00:12:25.600 --> 00:12:27.600]  眼神有些飄忽
[00:12:27.600 --> 00:12:29.600]  整天暗暗沉沉
[00:12:29.600 --> 00:12:33.600]  精神不振
[00:12:33.600 --> 00:12:35.600]  經常要看手機
[00:12:35.600 --> 00:12:37.600]  哎呀明天去哪
[00:12:37.600 --> 00:12:39.600]  怎樣怎樣
[00:12:39.600 --> 00:12:41.600]  其實他們陷於一個被黑狗吞食的
[00:12:41.600 --> 00:12:43.600]  危場
[00:12:43.600 --> 00:12:45.600]  所以
[00:12:45.600 --> 00:12:47.600]  既要顧自己
[00:12:47.600 --> 00:12:49.600]  也要顧他人
[00:12:49.600 --> 00:12:51.600]  這就是我們今天
[00:12:51.600 --> 00:12:53.600]  如何自處
[00:12:53.600 --> 00:12:55.600]  學習更大的聆聽
[00:12:55.600 --> 00:12:57.600]  聽聽不同的人的說話
[00:12:57.600 --> 00:12:59.600]  去相信
[00:12:59.600 --> 00:13:01.600]  這就是我們今天
[00:13:01.600 --> 00:13:03.600]  很容易做的事
[00:13:03.600 --> 00:13:05.600]  但是記住
[00:13:05.600 --> 00:13:07.600]  不要去搏
[00:13:07.600 --> 00:13:09.600]  不要去變
[00:13:09.600 --> 00:13:11.600]  因為
[00:13:11.600 --> 00:13:13.600]  是沒有什麼好結果的
[00:13:13.600 --> 00:13:15.600]  沒有什麼好結果的
[00:13:15.600 --> 00:13:17.600]  所以這段時間
[00:13:17.600 --> 00:13:19.600]  我都保持沉默
[00:13:19.600 --> 00:13:21.600]  盡量去
[00:13:21.600 --> 00:13:23.600]  聽別人說話
[00:13:23.600 --> 00:13:25.600]  儘管聽他人說話
[00:13:25.600 --> 00:13:27.600]  他有很多事似乎不盡不實
[00:13:27.600 --> 00:13:29.600]  有些資料是搞錯了
[00:13:29.600 --> 00:13:31.600]  不過都願意去聆聽
[00:13:31.600 --> 00:13:33.600]  給他拍兩個肩膀
[00:13:33.600 --> 00:13:35.600]  他一張臉
[00:13:35.600 --> 00:13:37.600]  給個like
[00:13:37.600 --> 00:13:39.600]  接著告訴他
[00:13:39.600 --> 00:13:41.600]  無論如何我們永遠
[00:13:41.600 --> 00:13:43.600]  是好朋友
[00:13:43.600 --> 00:13:45.600]  世界很大
[00:13:45.600 --> 00:13:47.600]  學習聆聽
[00:13:47.600 --> 00:13:49.600]  原來今天我們要重新上路
[00:13:49.600 --> 00:13:51.600]  學習聽一些我們未必很想聽的
[00:13:51.600 --> 00:13:53.600]  學習聽一些我們未必很想聽的
[00:13:53.600 --> 00:13:55.600]  學習聽一些我們未必很想聽的
[00:13:55.600 --> 00:13:57.600]  學習去聽
[00:13:57.600 --> 00:13:59.600]  第二點
[00:13:59.600 --> 00:14:01.600]  要學習
[00:14:01.600 --> 00:14:03.600]  更大的溫柔
[00:14:03.600 --> 00:14:05.600]  更大的溫柔
[00:14:05.600 --> 00:14:07.600]  這個時代
[00:14:07.600 --> 00:14:09.600]  講求勇武
[00:14:09.600 --> 00:14:11.600]  我被標籤為和理非非的派掌門人
[00:14:11.600 --> 00:14:13.600]  我被標籤為和理非非的派掌門人
[00:14:13.600 --> 00:14:15.600]  講求和平非暴力
[00:14:15.600 --> 00:14:17.600]  理性
[00:14:17.600 --> 00:14:19.600]  有人說
[00:14:19.600 --> 00:14:21.600]  李錦雄你的時代過去了
[00:14:21.600 --> 00:14:23.600]  我的時代過去了沒有問題
[00:14:23.600 --> 00:14:25.600]  我過去了沒有問題
[00:14:25.600 --> 00:14:27.600]  但我覺得和平
[00:14:27.600 --> 00:14:29.600]  理性
[00:14:29.600 --> 00:14:31.600]  非暴力
[00:14:31.600 --> 00:14:33.600]  是我始終守住
[00:14:33.600 --> 00:14:35.600]  他背後就融結成一字
[00:14:35.600 --> 00:14:37.600]  叫做溫柔
[00:14:37.600 --> 00:14:39.600]  Tenderness
[00:14:39.600 --> 00:14:41.600]  這字很特別
[00:14:41.600 --> 00:14:43.600]  在聖經都講過很多次
[00:14:43.600 --> 00:14:45.600]  耶穌說
[00:14:45.600 --> 00:14:47.600]  我心裡柔和謙卑
[00:14:47.600 --> 00:14:49.600]  你們要
[00:14:49.600 --> 00:14:51.600]  學我的樣式
[00:14:51.600 --> 00:14:53.600]  原來學校耶穌
[00:14:53.600 --> 00:14:55.600]  很簡單
[00:14:55.600 --> 00:14:57.600]  很深明的質素就是柔和謙卑
[00:14:57.600 --> 00:14:59.600]  很簡單的質素就是柔和謙卑
[00:14:59.600 --> 00:15:01.600]  基督徒會讀過登山補訓
[00:15:01.600 --> 00:15:03.600]  八福當中也講到
[00:15:03.600 --> 00:15:05.600]  溫柔的人有福了
[00:15:05.600 --> 00:15:07.600]  接著下一句是什麼
[00:15:07.600 --> 00:15:09.600]  因為太陽必承受地土
[00:15:09.600 --> 00:15:11.600]  因為太陽必承受地土
[00:15:11.600 --> 00:15:13.600]  對聖經不容易解
[00:15:13.600 --> 00:15:15.600]  對聖經不容易解
[00:15:15.600 --> 00:15:17.600]  一般解法就是將來我們天國
[00:15:17.600 --> 00:15:19.600]  很多賞賜
[00:15:19.600 --> 00:15:21.600]  賞賜什麼
[00:15:21.600 --> 00:15:23.600]  很多土地給你
[00:15:23.600 --> 00:15:25.600]  天國不用炒樓
[00:15:25.600 --> 00:15:27.600]  天國不用排公屋
[00:15:27.600 --> 00:15:29.600]  天國不用住劏房
[00:15:29.600 --> 00:15:31.600]  天國我們不需要什麼土地
[00:15:31.600 --> 00:15:33.600]  一般來說就講到天國賞賜
[00:15:33.600 --> 00:15:35.600]  其實溫柔的字
[00:15:35.600 --> 00:15:37.600]  新約聖經希列文
[00:15:37.600 --> 00:15:39.600]  新約聖經希列文
[00:15:39.600 --> 00:15:41.600]  就是將一匹野馬
[00:15:41.600 --> 00:15:43.600]  將牠馴服
[00:15:43.600 --> 00:15:45.600]  一匹很有能量
[00:15:45.600 --> 00:15:47.600]  很有力的馬
[00:15:47.600 --> 00:15:49.600]  但是不羈
[00:15:49.600 --> 00:15:51.600]  不羈的野馬
[00:15:51.600 --> 00:15:53.600]  將牠馴服
[00:15:53.600 --> 00:15:55.600]  這就是我們心中的黑教
[00:15:55.600 --> 00:15:57.600]  如果我們心中的野馬
[00:15:57.600 --> 00:15:59.600]  你怎麼將牠馴服出來
[00:15:59.600 --> 00:16:01.600]  其實牠仍然有力
[00:16:01.600 --> 00:16:03.600]  但牠不會亂跑
[00:16:03.600 --> 00:16:05.600]  就能夠
[00:16:05.600 --> 00:16:07.600]  駕馭牠
[00:16:07.600 --> 00:16:09.600]  應進則進
[00:16:09.600 --> 00:16:11.600]  應退則退
[00:16:11.600 --> 00:16:13.600]  可以衝刺
[00:16:13.600 --> 00:16:15.600]  可以漫步
[00:16:15.600 --> 00:16:17.600]  可以日行千里
[00:16:17.600 --> 00:16:19.600]  可以在馬槽睡覺
[00:16:19.600 --> 00:16:21.600]  這就是溫柔的力量
[00:16:21.600 --> 00:16:23.600]  這就是溫柔的力量
[00:16:23.600 --> 00:16:25.600]  這就是溫柔的力量
[00:16:25.600 --> 00:16:27.600]  這就是溫柔的力量
[00:16:27.600 --> 00:16:29.600]  承受地土
[00:16:29.600 --> 00:16:31.600]  很難解釋
[00:16:31.600 --> 00:16:33.600]  比較上可以解釋到
[00:16:33.600 --> 00:16:35.600]  當你能夠馴服這匹野馬的時候
[00:16:35.600 --> 00:16:37.600]  你就可以去到很遠的地方
[00:16:37.600 --> 00:16:39.600]  你就可以去到很遠的地方
[00:16:39.600 --> 00:16:41.600]  無往而不利
[00:16:41.600 --> 00:16:43.600]  因為你是能夠和不同的人相處
[00:16:43.600 --> 00:16:45.600]  不是靠惡
[00:16:45.600 --> 00:16:47.600]  不是靠變才
[00:16:47.600 --> 00:16:49.600]  而是你一種
[00:16:49.600 --> 00:16:51.600]  很好的溫柔的力量
[00:16:51.600 --> 00:16:53.600]  很好的溫柔的力量
[00:16:53.600 --> 00:16:55.600]  三年前當我在我的
[00:16:55.600 --> 00:16:57.600]  創辦一個的
[00:16:57.600 --> 00:16:59.600]  邱教開幕叫時代論壇
[00:16:59.600 --> 00:17:01.600]  退休的時候
[00:17:01.600 --> 00:17:03.600]  我一位好朋友
[00:17:03.600 --> 00:17:05.600]  一位年青的設計師
[00:17:05.600 --> 00:17:07.600]  他說社長退休了
[00:17:07.600 --> 00:17:09.600]  我想送一樣東西給你
[00:17:09.600 --> 00:17:11.600]  不知道送什麼好
[00:17:11.600 --> 00:17:13.600]  我說不要送東西給我
[00:17:13.600 --> 00:17:15.600]  我太多罪咎
[00:17:15.600 --> 00:17:17.600]  無謂的東西
[00:17:17.600 --> 00:17:19.600]  全屋的東西
[00:17:19.600 --> 00:17:21.600]  我穿了幾套
[00:17:21.600 --> 00:17:23.600]  但我有兩季的衣服
[00:17:23.600 --> 00:17:25.600]  我很多東西我都不知道拿去哪裡
[00:17:25.600 --> 00:17:27.600]  拿去救世軍都不收
[00:17:27.600 --> 00:17:29.600]  不如這樣
[00:17:29.600 --> 00:17:31.600]  我想印一張卡片
[00:17:31.600 --> 00:17:33.600]  沒有title的
[00:17:33.600 --> 00:17:35.600]  但能夠寫下聯絡
[00:17:35.600 --> 00:17:37.600]  有我的電郵
[00:17:37.600 --> 00:17:39.600]  有我的電話
[00:17:39.600 --> 00:17:41.600]  有我的角色
[00:17:41.600 --> 00:17:43.600]  我卡片寫著
[00:17:43.600 --> 00:17:45.600]  資深傳媒人
[00:17:45.600 --> 00:17:47.600]  自由傳導人
[00:17:47.600 --> 00:17:49.600]  閱讀策展人
[00:17:49.600 --> 00:17:51.600]  如果喜歡我送一張給你
[00:17:51.600 --> 00:17:53.600]  但數量有限先到先得
[00:17:53.600 --> 00:17:57.600]  背後又印了兩句
[00:17:57.600 --> 00:17:59.600]  我很喜歡的話
[00:17:59.600 --> 00:18:01.600]  一句是
[00:18:01.600 --> 00:18:03.600]  清心的人有風了
[00:18:03.600 --> 00:18:05.600]  清心
[00:18:05.600 --> 00:18:07.600]  心要清
[00:18:07.600 --> 00:18:09.600]  不要那麼多的俗念雜念
[00:18:09.600 --> 00:18:11.600]  不要那麼多的權力慾望
[00:18:11.600 --> 00:18:13.600]  清心是我一生很想追求
[00:18:13.600 --> 00:18:15.600]  另一句就引述了
[00:18:15.600 --> 00:18:17.600]  老子道德經的說話
[00:18:17.600 --> 00:18:19.600]  上善若水
[00:18:19.600 --> 00:18:21.600]  水善利萬物而不爭
[00:18:21.600 --> 00:18:25.600]  當我讀
[00:18:25.600 --> 00:18:27.600]  老子的上善若水
[00:18:27.600 --> 00:18:29.600]  我就領悟到
[00:18:29.600 --> 00:18:31.600]  溫柔的力量在哪裡
[00:18:31.600 --> 00:18:35.600]  上善若水
[00:18:35.600 --> 00:18:37.600]  最好的善的力量
[00:18:37.600 --> 00:18:39.600]  好像水一樣
[00:18:39.600 --> 00:18:41.600]  水是善利萬物
