
[00:00:00.000 --> 00:00:07.000]  今天的題目是經歷神的2
[00:01:54.000 --> 00:01:58.000]  然後現在就不用這樣做,不是的
[00:01:58.000 --> 00:02:03.000]  如果我們今天不是像聖經那樣經歷神這麼真實
[00:02:03.000 --> 00:02:05.000]  這麼活潑
[00:02:05.000 --> 00:02:09.000]  我們是不正常的
[00:02:09.000 --> 00:02:14.000]  或者我們會令神很失望,神不是想我們這樣
[00:02:14.000 --> 00:02:16.000]  這個就是一個問題
[00:02:16.000 --> 00:02:22.000]  我們繼續說,如果我們嘗試總結一下
[00:02:22.000 --> 00:02:26.000]  什麼叫經歷神這回事呢?
[00:02:26.000 --> 00:02:31.000]  我們借用約翰福音第十四章第二十節裡面
[00:02:31.000 --> 00:02:34.000]  耶穌基督說了兩句話
[00:02:34.000 --> 00:02:37.000]  那兩句話就是說
[00:02:37.000 --> 00:02:43.000]  你們要在我裡面,我也要在你們裡面
[00:02:43.000 --> 00:02:50.000]  這個可以說是經歷神的總綱和操練的方向
[00:02:50.000 --> 00:02:53.000]  第一方面我們曾經說過
[00:02:53.000 --> 00:02:57.000]  就是耶穌基督說我在你們裡面
[00:02:57.000 --> 00:03:00.000]  意思就是耶穌基督在我們裡面
[00:03:00.000 --> 00:03:04.000]  原來神自己的奇妙計劃
[00:03:04.000 --> 00:03:06.000]  是當耶穌升天之後
[00:03:06.000 --> 00:03:10.000]  特別用一種新的身份和方式
[00:03:10.000 --> 00:03:12.000]  就是靈的方式
[00:03:12.000 --> 00:03:14.000]  天地宇宙的主宰
[00:03:14.000 --> 00:03:19.000]  竟然願意用靈的方式住在信徒的心裡面
[00:03:19.000 --> 00:03:21.000]  在我們裡面
[00:03:21.000 --> 00:03:25.000]  原來在我們裡面有宇宙的主宰願意在我們裡面
[00:03:25.000 --> 00:03:27.000]  帶來很大的不同
[00:03:27.000 --> 00:03:32.000]  首先第一,祂會在我們心靈裡面跟我們說話
[00:03:32.000 --> 00:03:35.000]  我們二十四小時時時聽到祂跟我們說話
[00:03:35.000 --> 00:03:37.000]  這個課題我們上次說了
[00:03:37.000 --> 00:03:39.000]  今天我們不會再重複再說
[00:03:39.000 --> 00:03:41.000]  如何聽到神的話
[00:03:41.000 --> 00:03:43.000]  神如何跟我們說話
[00:03:43.000 --> 00:03:47.000]  另外,今天我們要特別說的是
[00:03:47.000 --> 00:03:49.000]  神在我們的心裡面
[00:03:49.000 --> 00:03:53.000]  祂在我們裡面不單止是跟我們溝通
[00:03:53.000 --> 00:03:55.000]  祂在我們裡面讓我們經驗到
[00:03:55.000 --> 00:03:57.000]  原來祂在這裡的力量
[00:03:57.000 --> 00:03:59.000]  那種超然的能力
[00:03:59.000 --> 00:04:01.000]  發揮出來的時候
[00:04:01.000 --> 00:04:03.000]  我們自己也驚訝
[00:04:03.000 --> 00:04:06.000]  祂竟然可以扭轉我們的習慣
[00:04:06.000 --> 00:04:09.000]  竟然可以在我們應該從人的角度
[00:04:09.000 --> 00:04:13.000]  各方面來說應該是最失望、最絕望、最難過的時候
[00:04:13.000 --> 00:04:16.000]  竟然可以重新有盼望、有力量
[00:04:16.000 --> 00:04:18.000]  這個不是心理的改變
[00:04:18.000 --> 00:04:20.000]  甚至不是一種教育
[00:04:20.000 --> 00:04:23.000]  而是一個力量很清楚、很真實的
[00:04:23.000 --> 00:04:27.000]  在我們心裡面去扭轉我們的生命
[00:04:27.000 --> 00:04:30.000]  這個就是神自己的大能的彰顯
[00:04:30.000 --> 00:04:31.000]  我經歷到的
[00:04:31.000 --> 00:04:34.000]  神是願意我們經驗到的
[00:04:34.000 --> 00:04:36.000]  然後我們還有
[00:04:36.000 --> 00:04:38.000]  耶穌說的另一個方向就是
[00:04:38.000 --> 00:04:40.000]  我們在祂裡面
[00:04:40.000 --> 00:04:44.000]  我們在耶穌的基督裡面
[00:04:44.000 --> 00:04:46.000]  就好像稍微抽象一點
[00:04:46.000 --> 00:04:49.000]  為什麼我們在祂裡面呢?
[00:04:49.000 --> 00:04:51.000]  我們說不是像動畫那樣
[00:04:51.000 --> 00:04:53.000]  耶穌無限膨脹
[00:04:53.000 --> 00:04:55.000]  好像雲一樣
[00:04:55.000 --> 00:04:57.000]  然後吸了我們進去裡面
[00:04:57.000 --> 00:04:58.000]  包著我們
[00:04:58.000 --> 00:05:00.000]  不是,而是那個意思就是
[00:05:00.000 --> 00:05:02.000]  我們在神裡面、在耶穌裡面
[00:05:02.000 --> 00:05:05.000]  就是表示我們經驗到耶穌基督
[00:05:05.000 --> 00:05:09.000]  我們的神在我們的生命周圍不斷出現
[00:05:09.000 --> 00:05:11.000]  祂的手沒有離開我們
[00:05:11.000 --> 00:05:14.000]  我們經驗到祂原來包圍著我們
[00:05:14.000 --> 00:05:15.000]  就是這個意思
[00:05:15.000 --> 00:05:17.000]  祂包圍著我們一樣
[00:05:17.000 --> 00:05:19.000]  就是祂的大能、祂的超然能力
[00:05:19.000 --> 00:05:24.000]  不單在我們心裡面扭轉我們個人的信徒的生命
[00:05:24.000 --> 00:05:25.000]  我們很驚訝
[00:05:25.000 --> 00:05:26.000]  我們更加驚訝的就是
[00:05:26.000 --> 00:05:29.000]  原來祂不斷在我們生活裡面
[00:05:29.000 --> 00:05:30.000]  在遭遇的事上
[00:05:30.000 --> 00:05:31.000]  祂的手不斷在那裡
[00:05:31.000 --> 00:05:33.000]  祂有加入的
[00:05:33.000 --> 00:05:36.000]  祂有活動的
[00:05:36.000 --> 00:05:41.000]  這個就是我們所經驗到的神自己
[00:05:41.000 --> 00:05:43.000]  在我們的生命
[00:05:43.000 --> 00:05:44.000]  我們在祂裡面
[00:05:44.000 --> 00:05:46.000]  祂包圍著我們
[00:05:46.000 --> 00:05:52.000]  我們說去操練這種神在我們裡面的生命
[00:05:52.000 --> 00:05:55.000]  神是我們在神裡面的生命
[00:05:55.000 --> 00:05:56.000]  這兩個方向
[00:05:56.000 --> 00:05:59.000]  就是今天我們一起來總結
[00:05:59.000 --> 00:06:05.000]  經歷神的整體方向
[00:06:05.000 --> 00:06:09.000]  上一次我們說了神在我們裡面
[00:06:09.000 --> 00:06:14.000]  以靈的方式來和我們溝通的那一面
[00:06:14.000 --> 00:06:18.000]  今天我想和大家集中說神的大能
[00:06:18.000 --> 00:06:22.000]  就是說祂在我們生命裡面有動作的
[00:06:22.000 --> 00:06:25.000]  祂有超然的力量扭轉我們
[00:06:25.000 --> 00:06:30.000]  這種超然的力量是不尋常的
[00:06:30.000 --> 00:06:31.000]  這個神的大能
[00:06:31.000 --> 00:06:33.000]  為什麼我強調這麼說呢?
[00:06:33.000 --> 00:06:36.000]  因為祂一定不是我們普通用物理學
[00:06:36.000 --> 00:06:39.000]  用心理學可以解釋得到的
[00:06:39.000 --> 00:06:41.000]  祂讓我們經驗到原來
[00:06:41.000 --> 00:06:45.000]  沒有可能的就是因為神自己在我們裡面
[00:06:45.000 --> 00:06:48.000]  或者在我們周圍的活動
[00:06:48.000 --> 00:06:51.000]  在聖經裡面有很多這樣的情況
[00:06:51.000 --> 00:06:57.000]  有時甚至是用一種超自然律的方式出現的神
[00:06:57.000 --> 00:06:58.000]  會的
[00:06:58.000 --> 00:07:02.000]  在聖經裡面我們記得耶穌基督的五餅二魚
[00:07:02.000 --> 00:07:03.000]  很清楚的
[00:07:03.000 --> 00:07:07.000]  五個餅、兩條魚餵飽一萬人
[00:07:07.000 --> 00:07:09.000]  五千人的就算男人
[00:07:09.000 --> 00:07:12.000]  加上女人和小孩可能過萬
[00:07:12.000 --> 00:07:17.000]  就是五個餅、兩條魚這麼少的物質
[00:07:17.000 --> 00:07:20.000]  竟然可以餵飽這麼多的人
[00:07:20.000 --> 00:07:24.000]  這個很明顯是突破了物理定律
[00:07:24.000 --> 00:07:26.000]  物質的定律
[00:07:26.000 --> 00:07:30.000]  更加甚至是突破了人的生理定律
[00:07:30.000 --> 00:07:32.000]  因為沒有可能這樣都能吃飽
[00:07:32.000 --> 00:07:33.000]  而且有十二男症的
[00:07:33.000 --> 00:07:39.000]  這個很明顯就是神介入那個情況下
[00:07:39.000 --> 00:07:43.000]  發生的不尋常的超然的行動
[00:07:43.000 --> 00:07:46.000]  這些我們叫神的大能的彰顯
[00:07:46.000 --> 00:07:51.000]  有時不一定是超自然的
[00:07:51.000 --> 00:07:53.000]  有時時間性的安排
[00:07:53.000 --> 00:07:56.000]  你看到不可能這麼巧合
[00:07:56.000 --> 00:07:58.000]  我們很多時候現代人很喜歡說
[00:07:58.000 --> 00:07:59.000]  這麼巧合而已
[00:07:59.000 --> 00:08:00.000]  剛剛認識了那個人
[00:08:00.000 --> 00:08:01.000]  不是的
[00:08:01.000 --> 00:08:02.000]  你看清楚
[00:08:02.000 --> 00:08:04.000]  睜開眼睛看看
[00:08:04.000 --> 00:08:06.000]  是神自己在的
[00:08:06.000 --> 00:08:08.000]  我們上一節曾經提過
[00:08:08.000 --> 00:08:11.000]  比較明顯的其中一個例子
[00:08:11.000 --> 00:08:13.000]  就是《史特蘭傳》第16章
[00:08:13.000 --> 00:08:17.000]  保羅所看到的馬其頓的異象
[00:08:17.000 --> 00:08:20.000]  在馬其頓的異象裡面
[00:08:20.000 --> 00:08:24.000]  他看到一個歐洲人
[00:08:24.000 --> 00:08:25.000]  一個馬其頓人
[00:08:25.000 --> 00:08:28.000]  叫他們過來幫助我們
[00:08:28.000 --> 00:08:29.000]  保羅很厲害
[00:08:29.000 --> 00:08:30.000]  上一節我們說
[00:08:30.000 --> 00:08:31.000]  他那個
[00:08:31.000 --> 00:08:32.000]  稍後我們會說
[00:08:32.000 --> 00:08:34.000]  那個最重要的條件
[00:08:34.000 --> 00:08:35.000]  他就是聽話
[00:08:35.000 --> 00:08:36.000]  一看到
[00:08:36.000 --> 00:08:38.000]  就立刻去
[00:08:38.000 --> 00:08:39.000]  聖經說
[00:08:39.000 --> 00:08:40.000]  他們隨即坐船
[00:08:40.000 --> 00:08:44.000]  由小亞、西亞坐船去歐洲
[00:08:44.000 --> 00:08:46.000]  去了第一個站
[00:08:46.000 --> 00:08:47.000]  然後聖經告訴我們
[00:08:47.000 --> 00:08:48.000]  去到菲律賓
[00:08:48.000 --> 00:08:50.000]  他都不知道自己在做什麼
[00:08:50.000 --> 00:08:53.000]  他只是聽話
[00:08:53.000 --> 00:08:56.000]  去到的時候就按照他自己所知道的
[00:08:56.000 --> 00:08:58.000]  找一些猶太人傳教
[00:08:58.000 --> 00:08:59.000]  打聽一下
[00:08:59.000 --> 00:09:02.000]  原來猶太人定期在河邊
[00:09:02.000 --> 00:09:03.000]  有祈禱會
[00:09:03.000 --> 00:09:06.000]  他們那裡連外邦的地方
[00:09:06.000 --> 00:09:08.000]  連會堂都沒有
[00:09:08.000 --> 00:09:09.000]  他們都有祈禱
[00:09:09.000 --> 00:09:11.000]  於是就去那裡向他們傳教
[00:09:11.000 --> 00:09:12.000]  那些人不肯相信
[00:09:12.000 --> 00:09:15.000]  猶太人當然不相信他們說的耶穌
[00:09:15.000 --> 00:09:18.000]  誰知道有幾個可能是看熱鬧
[00:09:18.000 --> 00:09:19.000]  或者聽到有興趣
[00:09:19.000 --> 00:09:21.000]  有些是好奇的
[00:09:21.000 --> 00:09:23.000]  有些羅馬人、希臘人
[00:09:23.000 --> 00:09:25.000]  有幾個這些外邦人
[00:09:25.000 --> 00:09:26.000]  就走過來聽
[00:09:26.000 --> 00:09:28.000]  誰知道他們信了
[00:09:28.000 --> 00:09:30.000]  其中有一個
[00:09:30.000 --> 00:09:32.000]  叫做呂底亞的一個女人
[00:09:32.000 --> 00:09:34.000]  誰知道原來她是很有錢的
[00:09:34.000 --> 00:09:36.000]  因為她是做紫色布生意的
[00:09:36.000 --> 00:09:38.000]  大家知道紫色布
[00:09:38.000 --> 00:09:40.000]  當時來說只是讀史生意
[00:09:40.000 --> 00:09:43.000]  她幫皇室的衣服做事
[00:09:43.000 --> 00:09:44.000]  所以她很有錢
[00:09:44.000 --> 00:09:46.000]  她信了之後很熱心
[00:09:46.000 --> 00:09:48.000]  你們哪裡可以傳教
[00:09:48.000 --> 00:09:49.000]  不用在河邊
[00:09:49.000 --> 00:09:50.000]  不如來我家
[00:09:50.000 --> 00:09:52.000]  於是就有教堂
[00:09:52.000 --> 00:09:53.000]  有聚會地方
[00:09:53.000 --> 00:09:55.000]  堂子已經不用錢
[00:09:55.000 --> 00:09:58.000]  於是他們繼續傳的時候
[00:09:58.000 --> 00:09:59.000]  聖經說有些時候
[00:09:59.000 --> 00:10:03.000]  所發生的事就是順著人的情況
[00:10:03.000 --> 00:10:04.000]  他們再傳的時候
[00:10:04.000 --> 00:10:06.000]  猶太人反對他們
[00:10:06.000 --> 00:10:08.000]  當時來說很自然的
[00:10:08.000 --> 00:10:12.000]  猶太人不喜歡他們傳耶穌
[00:10:12.000 --> 00:10:14.000]  於是就打他們
[00:10:14.000 --> 00:10:16.000]  把他們搞得亂七八糟
[00:10:16.000 --> 00:10:18.000]  於是就告他們
[00:10:18.000 --> 00:10:21.000]  告上當地的羅馬的官
[00:10:21.000 --> 00:10:23.000]  羅馬官就不知道你們搞什麼
[00:10:23.000 --> 00:10:26.000]  於是就抓了保羅
[00:10:26.000 --> 00:10:28.000]  於是就打了他一身
[00:10:28.000 --> 00:10:30.000]  關了他進監倉
[00:10:30.000 --> 00:10:32.000]  這個就是順其自然
[00:10:32.000 --> 00:10:34.000]  這個就是世界上的事
[00:10:34.000 --> 00:10:36.000]  是會這樣發生的
[00:10:36.000 --> 00:10:39.000]  於是就鎖住他們
[00:10:39.000 --> 00:10:41.000]  但是神又介入了
[00:10:41.000 --> 00:10:42.000]  你看到了
[00:10:42.000 --> 00:10:43.000]  神大能介入了
[00:10:43.000 --> 00:10:44.000]  鎖鏈斷了
[00:10:44.000 --> 00:10:45.000]  門開了
[00:10:45.000 --> 00:10:49.000]  於是那個玉卒就害怕了
[00:10:49.000 --> 00:10:51.000]  因為他自己要負責
[00:10:51.000 --> 00:10:52.000]  於是就想自殺
[00:10:52.000 --> 00:10:53.000]  保羅叫他不要自殺
[00:10:53.000 --> 00:10:56.000]  這個就是憑著他的愛
[00:10:56.000 --> 00:10:59.000]  其他囚犯保羅勸他們
[00:10:59.000 --> 00:11:00.000]  就算門開了
[00:11:00.000 --> 00:11:01.000]  你們都不要走
[00:11:01.000 --> 00:11:06.000]  這個你們要明白標準是怎樣
[00:11:06.000 --> 00:11:08.000]  他就是因為這樣做的時候
[00:11:08.000 --> 00:11:10.000]  那個最高的當地的長官
[00:11:10.000 --> 00:11:12.000]  就說好彩
[00:11:12.000 --> 00:11:15.000]  如果他們放了囚犯走的時候
[00:11:15.000 --> 00:11:16.000]  他自己都不行
[00:11:16.000 --> 00:11:19.000]  於是就趕快走來監獄裡面
[00:11:19.000 --> 00:11:20.000]  看看保羅是什麼人
[00:11:20.000 --> 00:11:22.000]  於是跟他談完之後
[00:11:22.000 --> 00:11:23.000]  發覺他們真是厲害
[00:11:23.000 --> 00:11:25.000]  很感謝你們
[00:11:25.000 --> 00:11:29.000]  於是就給他一個正式的批准
[00:11:29.000 --> 00:11:32.000]  讓他可以傳教
[00:11:32.000 --> 00:11:36.000]  還給他一個法定的地位傳教
[00:11:36.000 --> 00:11:38.000]  天時地利人和
[00:11:38.000 --> 00:11:39.000]  想都沒有想過
[00:11:39.000 --> 00:11:40.000]  就這樣走這條路的時候
[00:11:40.000 --> 00:11:43.000]  神不斷在適當的時候介入
[00:11:43.000 --> 00:11:44.000]  也有困難
[00:11:44.000 --> 00:11:45.000]  也有人反對
[00:11:45.000 --> 00:11:50.000]  不過就完成了一個神大能的彰顯
[00:11:50.000 --> 00:11:51.000]  這個就是聖經裡面
[00:11:51.000 --> 00:11:53.000]  很多地方都是這樣
[00:11:53.000 --> 00:11:55.000]  你和我人生其實都可以是這樣的
[00:11:55.000 --> 00:11:57.000]  只要走下去的時候
[00:11:57.000 --> 00:11:59.000]  就發覺神就出現了
[00:11:59.000 --> 00:12:02.000]  那你問為什麼神要這樣做呢?
[00:12:02.000 --> 00:12:04.000]  為什麼我們人生在聖經裡面
[00:12:04.000 --> 00:12:06.000]  究竟想告訴我們
[00:12:06.000 --> 00:12:09.000]  為什麼神要用這種不尋常的方式
[00:12:09.000 --> 00:12:10.000]  去介入我們的生命
[00:12:10.000 --> 00:12:13.000]  去介入我們的遭遇呢?
[00:12:13.000 --> 00:12:15.000]  首先我們很清楚的
[00:12:15.000 --> 00:12:16.000]  第一
[00:12:16.000 --> 00:12:17.000]  不是因為神大能
[00:12:17.000 --> 00:12:19.000]  所以他要表演給你看
[00:12:19.000 --> 00:12:21.000]  這是我們中國民間宗教裡面
[00:12:21.000 --> 00:12:22.000]  什麼神打那些
[00:12:22.000 --> 00:12:23.000]  弄幾樣東西給你看
[00:12:23.000 --> 00:12:24.000]  嚇一跳你
[00:12:24.000 --> 00:12:25.000]  不是
[00:12:25.000 --> 00:12:27.000]  神當然是有大能
[00:12:27.000 --> 00:12:29.000]  不過他不是無無為
[00:12:29.000 --> 00:12:32.000]  為了表演他自己的厲害
[00:12:32.000 --> 00:12:34.000]  他就在你人生裡面插手
[00:12:34.000 --> 00:12:35.000]  搞搞東西
[00:12:35.000 --> 00:12:36.000]  不會
[00:12:36.000 --> 00:12:37.000]  從來都不是
[00:12:37.000 --> 00:12:38.000]  當然有理由的
[00:12:38.000 --> 00:12:39.000]  不是這麼無聊的
[00:12:39.000 --> 00:12:40.000]  第二
[00:12:40.000 --> 00:12:42.000]  更加不是因為你和我
[00:12:42.000 --> 00:12:45.000]  信了一個超靈的力量
[00:12:45.000 --> 00:12:46.000]  所以我們一叫他
[00:12:46.000 --> 00:12:47.000]  他就幫我們
[00:12:47.000 --> 00:12:49.000]  這是觀音菩薩的看法
[00:12:49.000 --> 00:12:52.000]  也不是聖經神自己的做法
[00:12:52.000 --> 00:12:55.000]  從來不會為了你和我個人的私慾
[00:12:55.000 --> 00:12:57.000]  於是就說
[00:12:57.000 --> 00:12:58.000]  現在我信神是大能的
[00:12:58.000 --> 00:13:00.000]  所以就用超然的方法
[00:13:00.000 --> 00:13:01.000]  搞定他
[00:13:01.000 --> 00:13:02.000]  我本來搞不定
[00:13:02.000 --> 00:13:03.000]  但我很想得到那件事
[00:13:03.000 --> 00:13:05.000]  我很想做到那件事
[00:13:05.000 --> 00:13:07.000]  於是就求神給我大能
[00:13:07.000 --> 00:13:09.000]  聖經從來不會神這樣遷就你
[00:13:09.000 --> 00:13:11.000]  因為他不是你的僕人
[00:13:11.000 --> 00:13:14.000]  而是你去跟從他的路
[00:13:14.000 --> 00:13:16.000]  所以我們看到在聖經裡面
[00:13:16.000 --> 00:13:18.000]  神自己施行這個大能
[00:13:18.000 --> 00:13:20.000]  這麼不尋常的力量
[00:13:20.000 --> 00:13:23.000]  最主要的就是一個東西
[00:13:23.000 --> 00:13:26.000]  他要完成他在這個世界上
[00:13:26.000 --> 00:13:28.000]  在你身上的計劃
[00:13:28.000 --> 00:13:32.000]  神要完成人身上
[00:13:32.000 --> 00:13:33.000]  或者這個世界上的計劃
[00:13:33.000 --> 00:13:36.000]  那為什麼要不尋常地
[00:13:36.000 --> 00:13:41.000]  做出超然的事情呢?
[00:13:41.000 --> 00:13:44.000]  神一定要的
[00:13:44.000 --> 00:13:45.000]  為什麼呢?
[00:13:45.000 --> 00:13:47.000]  因為人有錯謀
[00:13:47.000 --> 00:13:49.000]  這個世界是不完美的
[00:13:49.000 --> 00:13:52.000]  還有有時候我們會搞錯的
[00:13:52.000 --> 00:13:54.000]  神要計劃要繼續去的時候
[00:13:54.000 --> 00:13:55.000]  我們搞錯了的時候
[00:13:55.000 --> 00:13:58.000]  按照那個自然的結果
[00:13:58.000 --> 00:14:01.000]  我們就走歪了
[00:14:01.000 --> 00:14:03.000]  剛才我們舉的那個例子
[00:14:03.000 --> 00:14:05.000]  馬其頓的異象
[00:14:05.000 --> 00:14:07.000]  我們也說過
[00:14:07.000 --> 00:14:09.000]  甚至好像保羅這麼好
[00:14:09.000 --> 00:14:11.000]  這麼聽神話的人
[00:14:11.000 --> 00:14:13.000]  有時候他都會想錯的
[00:14:13.000 --> 00:14:15.000]  他是人來的
[00:14:15.000 --> 00:14:19.000]  之前他一直留在小亞細亞
[00:14:19.000 --> 00:14:21.000]  向猶太人傳道
[00:14:21.000 --> 00:14:22.000]  對於保羅來說
[00:14:22.000 --> 00:14:24.000]  這是天經地義的
[00:14:24.000 --> 00:14:25.000]  我是猶太人
[00:14:25.000 --> 00:14:26.000]  就向猶太人傳道
[00:14:26.000 --> 00:14:27.000]  去哪裡呢?
[00:14:27.000 --> 00:14:29.000]  去猶太人的聚會地方
[00:14:29.000 --> 00:14:30.000]  在哪裡呢?
[00:14:30.000 --> 00:14:31.000]  會堂
[00:14:31.000 --> 00:14:33.000]  這個對於保羅來說是對的
[00:14:33.000 --> 00:14:35.000]  但是在神自己的計劃裡面
[00:14:35.000 --> 00:14:37.000]  如果以後他還是這麼做
[00:14:37.000 --> 00:14:39.000]  按照保羅自己的決定這麼做
[00:14:39.000 --> 00:14:41.000]  那福音就不會
[00:14:41.000 --> 00:14:43.000]  看回自己現在這二千年
[00:14:43.000 --> 00:14:45.000]  福音原來神的計劃
[00:14:45.000 --> 00:14:47.000]  是要向西邊去歐洲
[00:14:47.000 --> 00:14:49.000]  一直傳過去的
[00:14:49.000 --> 00:14:51.000]  所以神就要制止他
[00:14:51.000 --> 00:14:53.000]  聖經說得很有趣的
[00:14:53.000 --> 00:14:55.000]  如果你看聖經小郎傳話
[00:14:55.000 --> 00:14:57.000]  保羅制止
[00:14:57.000 --> 00:15:01.000]  神制止保羅在小亞細亞傳道
[00:15:01.000 --> 00:15:03.000]  傳道都會被人制止的
[00:15:03.000 --> 00:15:05.000]  會的
[00:15:05.000 --> 00:15:06.000]  所以我們發覺
[00:15:06.000 --> 00:15:08.000]  神會這麼做
[00:15:08.000 --> 00:15:09.000]  很不尋常地介入
[00:15:09.000 --> 00:15:11.000]  因為人有時候會走錯路
[00:15:11.000 --> 00:15:13.000]  有時候會漏了東西
[00:15:13.000 --> 00:15:14.000]  有時候會忘記了東西
[00:15:14.000 --> 00:15:16.000]  有時候會做錯了東西
[00:15:16.000 --> 00:15:18.000]  我們有時候都不想的
[00:15:18.000 --> 00:15:19.000]  這是比較消極的原因
[00:15:19.000 --> 00:15:22.000]  所以他要在我們生命裡面
[00:15:22.000 --> 00:15:24.000]  做一些不尋常的事情
[00:15:24.000 --> 00:15:25.000]  要扭轉
[00:15:25.000 --> 00:15:27.000]  不然就由我們這樣去
[00:15:27.000 --> 00:15:29.000]  我們就一直走錯路
[00:15:29.000 --> 00:15:30.000]  當然還有一些比較嚴重的
[00:15:30.000 --> 00:15:31.000]  就是我們不聽話
[00:15:31.000 --> 00:15:33.000]  人會不聽話的
[00:15:33.000 --> 00:15:35.000]  我們選擇不聽神的話
[00:15:35.000 --> 00:15:37.000]  不走在神自己的旨意當中
[00:15:37.000 --> 00:15:39.000]  好像若拿
[00:15:39.000 --> 00:15:41.000]  我和大家都提過
[00:15:41.000 --> 00:15:43.000]  你看若拿書裡面的神蹟
[00:15:43.000 --> 00:15:45.000]  那些不尋常的事情
[00:15:45.000 --> 00:15:47.000]  如果若拿是聽話的
[00:15:47.000 --> 00:15:49.000]  神都不用這麼做的
[00:15:49.000 --> 00:15:51.000]  如果神叫若拿說
[00:15:51.000 --> 00:15:53.000]  你去你未
[00:15:53.000 --> 00:15:55.000]  去傳道
[00:15:55.000 --> 00:15:57.000]  若拿說好啊我去
[00:15:57.000 --> 00:15:58.000]  雖然他也是我的敵國
[00:15:58.000 --> 00:15:59.000]  感情上很難接受
[00:15:59.000 --> 00:16:01.000]  但是你叫到我我就去
[00:16:01.000 --> 00:16:03.000]  那他用不用逃跑呢?
[00:16:03.000 --> 00:16:05.000]  他不用逃跑
[00:16:05.000 --> 00:16:06.000]  他不逃跑的時候
[00:16:06.000 --> 00:16:07.000]  神用不用在海裡
[00:16:07.000 --> 00:16:09.000]  翻起風浪
[00:16:09.000 --> 00:16:10.000]  扔了他下海
[00:16:10.000 --> 00:16:11.000]  然後給魚吞了他
[00:16:11.000 --> 00:16:12.000]  不用
[00:16:12.000 --> 00:16:13.000]  這些不尋常的事情
[00:16:13.000 --> 00:16:15.000]  是因為不聽話
[00:16:15.000 --> 00:16:17.000]  聽話就沒事了
[00:16:17.000 --> 00:16:19.000]  所以我們說
[00:16:19.000 --> 00:16:22.000]  在我們的情況下
[00:16:22.000 --> 00:16:24.000]  有時候人真的需要
[00:16:24.000 --> 00:16:26.000]  神要一些介入
[00:16:26.000 --> 00:16:27.000]  甚至阻擋
[00:16:27.000 --> 00:16:29.000]  或者扭轉這些情況
[00:16:29.000 --> 00:16:31.000]  有時候在我們心裡
[00:16:31.000 --> 00:16:33.000]  如果我們是願意
[00:16:33.000 --> 00:16:34.000]  跟從神的
[00:16:34.000 --> 00:16:35.000]  願意信服多一些
[00:16:35.000 --> 00:16:37.000]  我們心裡就改變了
[00:16:37.000 --> 00:16:39.000]  不用找一些很特別的東西
[00:16:39.000 --> 00:16:41.000]  所以你不要期待那些
[00:16:41.000 --> 00:16:43.000]  很特別很不尋常的東西
[00:16:43.000 --> 00:16:45.000]  可能你都不懂
[00:16:45.000 --> 00:16:47.000]  不是好東西
[00:16:47.000 --> 00:16:49.000]  我不知道有沒有跟大家分享過
[00:16:49.000 --> 00:16:51.000]  那時候我剛剛信耶穌
[00:16:51.000 --> 00:16:52.000]  我看到聖經
[00:16:52.000 --> 00:16:54.000]  哇!好東西啊
[00:16:54.000 --> 00:16:57.000]  《史詩記》那裡
[00:16:57.000 --> 00:16:59.000]  這個《史詩》米殿
