
[00:00:00.000 --> 00:00:09.000]  在1623年11月29日星期四
[00:02:13.000 --> 00:02:15.000]  其他的節無論是聖誕節
[00:02:15.000 --> 00:02:16.000]  甚至是復活節
[00:02:16.000 --> 00:02:18.000]  都是充滿了商業的氣味
[00:02:18.000 --> 00:02:19.000]  但是感恩節
[00:02:19.000 --> 00:02:22.000]  似乎仍然維持一些很純樸的
[00:02:22.000 --> 00:02:24.000]  每逢感恩節的時候
[00:02:24.000 --> 00:02:25.000]  當時的美國人
[00:02:25.000 --> 00:02:27.000]  甚至現在的美國人
[00:02:27.000 --> 00:02:29.000]  多多少少都會離開他們自己
[00:02:29.000 --> 00:02:31.000]  回到家裡一家大小前境
[00:02:31.000 --> 00:02:36.000]  吃一頓家庭天倫之樂的晚飯
[00:02:36.000 --> 00:02:38.000]  如果你說沒有廣告
[00:02:38.000 --> 00:02:39.000]  都是假的
[00:02:39.000 --> 00:02:42.000]  最多廣告就是超級市場賣火雞
[00:02:42.000 --> 00:02:46.000]  因為一家大小都會買火雞
[00:02:46.000 --> 00:02:49.000]  每年我和我太太都在超級市場
[00:02:49.000 --> 00:02:52.000]  買二十多磅的火雞
[00:02:52.000 --> 00:02:53.000]  來家裡焗
[00:02:53.000 --> 00:02:55.000]  那你問一家四口怎麼吃呢?
[00:02:55.000 --> 00:02:56.000]  二十多磅
[00:02:56.000 --> 00:03:00.000]  當時每年感恩節的時候
[00:03:00.000 --> 00:03:03.000]  我們就會請一些單身的人士
[00:03:03.000 --> 00:03:06.000]  或者在美國留學的朋友
[00:03:06.000 --> 00:03:09.000]  來到我們家裡吃火雞
[00:03:09.000 --> 00:03:10.000]  吃完火雞之後
[00:03:10.000 --> 00:03:11.000]  還可以環保
[00:03:11.000 --> 00:03:15.000]  那些火雞骨煲粥是一流的
[00:03:15.000 --> 00:03:18.000]  我記得有一年我在普林斯頓的時候
[00:03:18.000 --> 00:03:23.000]  想請人來吃火雞感恩節
[00:03:23.000 --> 00:03:25.000]  請誰好呢?
[00:03:25.000 --> 00:03:28.000]  我太太就想不如拿一本電話簿來看看
[00:03:28.000 --> 00:03:29.000]  哪幾個像
[00:03:29.000 --> 00:03:31.000]  因為普林斯頓不是很多中國人
[00:03:31.000 --> 00:03:36.000]  於是就看看哪幾個像中國香港來的名字
[00:03:36.000 --> 00:03:38.000]  看到有幾個
[00:03:38.000 --> 00:03:41.000]  你看一看串法就知道是香港來的
[00:03:41.000 --> 00:03:43.000]  有電話就打電話給他
[00:03:43.000 --> 00:03:45.000]  說完之後他就過來
[00:03:45.000 --> 00:03:48.000]  幾個女孩子來我們家裡吃火雞感恩節
[00:03:48.000 --> 00:03:50.000]  在香港我從未試過這樣做
[00:03:50.000 --> 00:03:51.000]  你試試打電話
[00:03:51.000 --> 00:03:52.000]  隨便吧
[00:03:52.000 --> 00:03:53.000]  打電話給他
[00:03:53.000 --> 00:03:54.000]  我請你今晚來吃飯
[00:03:54.000 --> 00:03:55.000]  如果他來的話
[00:03:55.000 --> 00:03:59.000]  我想他是全世界最傻最牛的人
[00:03:59.000 --> 00:04:02.000]  但是在美國異地
[00:04:02.000 --> 00:04:05.000]  見到自己同鄉的人
[00:04:05.000 --> 00:04:09.000]  那頓火雞餐特別有味
[00:04:09.000 --> 00:04:11.000]  感恩節
[00:04:11.000 --> 00:04:14.000]  其實世界上有兩種人
[00:04:14.000 --> 00:04:16.000]  一種人只會賣弄
[00:04:16.000 --> 00:04:19.000]  一種人只會凡事正恩
[00:04:19.000 --> 00:04:22.000]  有時候我聽過一個故事
[00:04:22.000 --> 00:04:24.000]  有一個有錢人
[00:04:24.000 --> 00:04:26.000]  他有一個嗜好
[00:04:26.000 --> 00:04:27.000]  什麼嗜好呢?
[00:04:27.000 --> 00:04:29.000]  最喜歡吃鴨
[00:04:29.000 --> 00:04:30.000]  什麼鴨都可以
[00:04:30.000 --> 00:04:32.000]  燒鴨
[00:04:32.000 --> 00:04:36.000]  北京田鴨
[00:04:36.000 --> 00:04:37.000]  潮州鴨
[00:04:37.000 --> 00:04:39.000]  滷水鴨
[00:04:39.000 --> 00:04:41.000]  冬菇燉鴨湯
[00:04:41.000 --> 00:04:43.000]  總之是鴨都可以
[00:04:43.000 --> 00:04:44.000]  他喜歡吃鴨
[00:04:44.000 --> 00:04:46.000]  每天都要吃鴨
[00:04:46.000 --> 00:04:47.000]  但是想想
[00:04:47.000 --> 00:04:48.000]  每天都要去超級市場
[00:04:48.000 --> 00:04:51.000]  每天去市場買鴨就覺得浪費時間
[00:04:51.000 --> 00:04:52.000]  我這麼有錢
[00:04:52.000 --> 00:04:53.000]  不如我開個鴨場
[00:04:53.000 --> 00:04:54.000]  每天都有鴨
[00:04:54.000 --> 00:04:56.000]  於是就開了鴨場
[00:04:56.000 --> 00:04:58.000]  但是有鴨場沒用
[00:04:58.000 --> 00:04:59.000]  要有一個廚師
[00:04:59.000 --> 00:05:02.000]  於是就請了當時一個很有名的廚師
[00:05:02.000 --> 00:05:04.000]  和他每餐都做鴨
[00:05:04.000 --> 00:05:05.000]  上午又鴨
[00:05:05.000 --> 00:05:06.000]  下午又鴨
[00:05:06.000 --> 00:05:07.000]  晚上又鴨
[00:05:07.000 --> 00:05:08.000]  每天都鴨
[00:05:08.000 --> 00:05:11.000]  鴨片三文治
[00:05:11.000 --> 00:05:12.000]  很棒
[00:05:12.000 --> 00:05:15.000]  吃蝦的時候
[00:05:15.000 --> 00:05:16.000]  有一天
[00:05:16.000 --> 00:05:20.000]  這個廚師捧上最漂亮的
[00:05:20.000 --> 00:05:21.000]  他最喜歡吃的燒鴨
[00:05:21.000 --> 00:05:22.000]  掛龍鴨
[00:05:22.000 --> 00:05:24.000]  一看
[00:05:24.000 --> 00:05:25.000]  很不開心
[00:05:25.000 --> 00:05:27.000]  發現那隻鴨
[00:05:27.000 --> 00:05:29.000]  沒有了一條腿
[00:05:29.000 --> 00:05:31.000]  是低腳鴨
[00:05:31.000 --> 00:05:33.000]  於是他就想想
[00:05:33.000 --> 00:05:35.000]  沒理由低腳鴨
[00:05:35.000 --> 00:05:38.000]  當然是這個廚師打斧頭
[00:05:38.000 --> 00:05:40.000]  還沒給我吃的時候
[00:05:40.000 --> 00:05:43.000]  就斬了我最喜歡吃的那隻左腿
[00:05:43.000 --> 00:05:45.000]  有人說那隻鴨的左腿是最好吃的
[00:05:45.000 --> 00:05:47.000]  當然是斬了左腿來吃
[00:05:47.000 --> 00:05:49.000]  這樣鴨也行
[00:05:49.000 --> 00:05:51.000]  正想要罵廚師的時候
[00:05:51.000 --> 00:05:52.000]  我說不要罵他
[00:05:52.000 --> 00:05:53.000]  你忍著
[00:05:53.000 --> 00:05:54.000]  如果罵他
[00:05:54.000 --> 00:05:56.000]  明天連低腳鴨也不能吃
[00:05:56.000 --> 00:05:57.000]  不要
[00:05:57.000 --> 00:05:58.000]  忍著
[00:05:58.000 --> 00:06:00.000]  一邊吃低腳鴨
[00:06:00.000 --> 00:06:01.000]  越吃越生氣
[00:06:01.000 --> 00:06:03.000]  看看明天怎樣
[00:06:03.000 --> 00:06:06.000]  明天又是一隻低腳鴨
[00:06:06.000 --> 00:06:08.000]  第三天又是一隻低腳鴨
[00:06:08.000 --> 00:06:09.000]  他忍不住了
[00:06:09.000 --> 00:06:11.000]  經過一個星期之後
[00:06:11.000 --> 00:06:12.000]  忍著忍著
[00:06:12.000 --> 00:06:13.000]  明明喜歡吃鴨
[00:06:13.000 --> 00:06:15.000]  就發現那隻鴨吃出火來
[00:06:15.000 --> 00:06:16.000]  於是有一天
[00:06:16.000 --> 00:06:18.000]  廚師就說
[00:06:18.000 --> 00:06:20.000]  你幹什麼
[00:06:20.000 --> 00:06:21.000]  騙我
[00:06:21.000 --> 00:06:22.000]  打斧頭
[00:06:22.000 --> 00:06:24.000]  為什麼在我給鴨之前
[00:06:24.000 --> 00:06:26.000]  全部斬了左腿來吃
[00:06:26.000 --> 00:06:28.000]  你知不知道我最喜歡吃鴨腿
[00:06:28.000 --> 00:06:29.000]  不鴨腳
[00:06:29.000 --> 00:06:30.000]  鴨腿最喜歡吃的
[00:06:30.000 --> 00:06:32.000]  為什麼你要斬了它
[00:06:32.000 --> 00:06:34.000]  廚師說
[00:06:34.000 --> 00:06:36.000]  主人你說什麼
[00:06:36.000 --> 00:06:38.000]  我沒有拿你鴨腳來吃
[00:06:38.000 --> 00:06:39.000]  沒有
[00:06:39.000 --> 00:06:41.000]  你看明明是低腳鴨
[00:06:41.000 --> 00:06:43.000]  不是鴨腳是低腳鴨
[00:06:43.000 --> 00:06:47.000]  你鴨場裡養的全部是低腳鴨
[00:06:47.000 --> 00:06:48.000]  有這樣的事
[00:06:48.000 --> 00:06:50.000]  你不信你去看看
[00:06:50.000 --> 00:06:54.000]  於是廚師就帶有錢人去鴨場看
[00:06:54.000 --> 00:06:55.000]  剛好那時吃午餐
[00:06:55.000 --> 00:06:59.000]  鴨就吃完午餐的餐
[00:06:59.000 --> 00:07:02.000]  鴨就睡午覺
[00:07:02.000 --> 00:07:04.000]  那些鴨睡午覺
[00:07:04.000 --> 00:07:06.000]  大家知不知道
[00:07:06.000 --> 00:07:07.000]  都是單腳鴨
[00:07:07.000 --> 00:07:08.000]  縮起腳
[00:07:08.000 --> 00:07:10.000]  全部是單腳鴨
[00:07:10.000 --> 00:07:12.000]  於是廚師說
[00:07:12.000 --> 00:07:14.000]  老闆你看看
[00:07:14.000 --> 00:07:16.000]  全部你的鴨是單腳鴨
[00:07:16.000 --> 00:07:18.000]  我沒有騙你
[00:07:18.000 --> 00:07:19.000]  全部低腳鴨
[00:07:19.000 --> 00:07:21.000]  我沒有打斧頭
[00:07:21.000 --> 00:07:24.000]  這個老闆你以為我不知道嗎
[00:07:24.000 --> 00:07:25.000]  這個老闆
[00:07:25.000 --> 00:07:26.000]  多有錢
[00:07:26.000 --> 00:07:28.000]  讓我給你看看
[00:07:29.000 --> 00:07:30.000]  立即拍手掌
[00:07:30.000 --> 00:07:31.000]  拍手掌
[00:07:31.000 --> 00:07:32.000]  那些鴨就醒了
[00:07:32.000 --> 00:07:35.000]  一醒了就踢了腳出來
[00:07:35.000 --> 00:07:39.000]  於是那個有錢人就說
[00:07:39.000 --> 00:07:40.000]  你看看
[00:07:40.000 --> 00:07:43.000]  我全部是整全的鴨
[00:07:43.000 --> 00:07:44.000]  雙腳鴨
[00:07:44.000 --> 00:07:46.000]  明明你斬了隻鴨去吃
[00:07:46.000 --> 00:07:48.000]  你還說是低腳鴨
[00:07:48.000 --> 00:07:49.000]  廚師說老闆
[00:07:49.000 --> 00:07:51.000]  為什麼你不早點拍手掌呢
[00:07:51.000 --> 00:07:54.000]  你早點拍手掌
[00:07:54.000 --> 00:07:56.000]  就有雙腳鴨吃了
[00:07:56.000 --> 00:07:58.000]  為什麼等到現在才拍手掌呢
[00:07:58.000 --> 00:08:00.000]  老闆
[00:08:00.000 --> 00:08:02.000]  你不要罵上帝
[00:08:02.000 --> 00:08:03.000]  你不拍手掌
[00:08:03.000 --> 00:08:04.000]  上帝沒那麼多人
[00:08:04.000 --> 00:08:06.000]  怎麼讓你低腳鴨吃呢
[00:08:06.000 --> 00:08:07.000]  沒辦法的
[00:08:07.000 --> 00:08:09.000]  你發覺世界上有兩種人
[00:08:09.000 --> 00:08:12.000]  一種人是凡事埋怨的
[00:08:12.000 --> 00:08:14.000]  樣樣都埋怨的
[00:08:14.000 --> 00:08:16.000]  他不懂得去感謝的
[00:08:16.000 --> 00:08:19.000]  只懂得投訴的
[00:08:19.000 --> 00:08:20.000]  申訴的
[00:08:20.000 --> 00:08:21.000]  埋怨的
[00:08:21.000 --> 00:08:22.000]  在家裡也是
[00:08:22.000 --> 00:08:23.000]  在社會裡也是
[00:08:23.000 --> 00:08:24.000]  樣樣都是
[00:08:24.000 --> 00:08:26.000]  所以當香港的特首
[00:08:26.000 --> 00:08:28.000]  最終被人罵
[00:08:28.000 --> 00:08:30.000]  凡事埋怨
[00:08:30.000 --> 00:08:31.000]  一早起床
[00:08:31.000 --> 00:08:32.000]  下雨的時候
[00:08:32.000 --> 00:08:34.000]  為什麼要陰天
[00:08:34.000 --> 00:08:36.000]  一會兒看到好天的時候
[00:08:36.000 --> 00:08:38.000]  為什麼太陽這麼大
[00:08:38.000 --> 00:08:39.000]  上帝很難做
[00:08:39.000 --> 00:08:41.000]  到底是下雨還是不下雨
[00:08:41.000 --> 00:08:42.000]  一早起床
[00:08:42.000 --> 00:08:43.000]  誰拿了我的外套
[00:08:43.000 --> 00:08:44.000]  讓我要慢穩
[00:08:44.000 --> 00:08:46.000]  為什麼吃完早餐
[00:08:46.000 --> 00:08:47.000]  吃完不厭
[00:08:47.000 --> 00:08:49.000]  為什麼誰用廁所用得這麼小
[00:08:49.000 --> 00:08:50.000]  我怎麼上班
[00:08:50.000 --> 00:08:52.000]  巴士為什麼走得這麼慢
[00:08:52.000 --> 00:08:55.000]  哪個人天天埋怨
[00:08:55.000 --> 00:08:57.000]  更慘的是上班的時候
[00:08:57.000 --> 00:08:59.000]  自己跟自己說
[00:08:59.000 --> 00:09:01.000]  不敢說話
[00:09:01.000 --> 00:09:04.000]  老闆讓我做工又悶又少錢
[00:09:04.000 --> 00:09:05.000]  這麼壞的老闆
[00:09:05.000 --> 00:09:07.000]  做到神經不正常都很難
[00:09:07.000 --> 00:09:09.000]  這種人很痛苦
[00:09:09.000 --> 00:09:11.000]  有工作又埋怨
[00:09:11.000 --> 00:09:12.000]  沒工作又埋怨
[00:09:12.000 --> 00:09:14.000]  有飯吃又埋怨
[00:09:14.000 --> 00:09:15.000]  沒飯吃又埋怨
[00:09:15.000 --> 00:09:17.000]  凡事埋怨
[00:09:17.000 --> 00:09:20.000]  其實這種人是很痛苦的人
[00:09:20.000 --> 00:09:21.000]  很可惜
[00:09:21.000 --> 00:09:23.000]  今天香港有很多這種人
[00:09:23.000 --> 00:09:25.000]  凡事埋怨
[00:09:25.000 --> 00:09:28.000]  第二種人叫凡事借恩
[00:09:28.000 --> 00:09:30.000]  你每天起床的時候
[00:09:30.000 --> 00:09:31.000]  第一句話就是
[00:09:31.000 --> 00:09:32.000]  上帝我多謝你
[00:09:32.000 --> 00:09:34.000]  又給我有新的生命
[00:09:34.000 --> 00:09:35.000]  下雨的時候
[00:09:35.000 --> 00:09:36.000]  上帝多謝你
[00:09:36.000 --> 00:09:38.000]  給我天降金籃
[00:09:38.000 --> 00:09:39.000]  打風的時候
[00:09:39.000 --> 00:09:40.000]  上帝你真是威啊
[00:09:40.000 --> 00:09:41.000]  多麼威嚴
[00:09:41.000 --> 00:09:42.000]  天色藍的時候
[00:09:42.000 --> 00:09:43.000]  上帝多謝你
[00:09:43.000 --> 00:09:46.000]  你看看香港有多少天天色會藍的
[00:09:46.000 --> 00:09:48.000]  天上升的時候
[00:09:48.000 --> 00:09:49.000]  上帝多謝你
[00:09:49.000 --> 00:09:51.000]  我今時還未曾有哮喘病
[00:09:51.000 --> 00:09:53.000]  有飯吃的時候
[00:09:53.000 --> 00:09:54.000]  你別感謝神
[00:09:54.000 --> 00:09:55.000]  雖然每天都是豆腐牛肉飯
[00:09:55.000 --> 00:09:56.000]  你別仍然感謝神
[00:09:56.000 --> 00:09:58.000]  有巴士坐的時候
[00:09:58.000 --> 00:09:59.000]  你感謝神
[00:09:59.000 --> 00:10:00.000]  你想想幾十年前坐巴士
[00:10:00.000 --> 00:10:01.000]  和現在差多遠
[00:10:01.000 --> 00:10:02.000]  現在又有road show
[00:10:02.000 --> 00:10:03.000]  又有冷氣
[00:10:03.000 --> 00:10:04.000]  又差很遠
[00:10:04.000 --> 00:10:07.000]  你說這些是阿Q精神
[00:10:07.000 --> 00:10:09.000]  是不是阿Q精神
[00:10:09.000 --> 00:10:10.000]  不是
[00:10:10.000 --> 00:10:13.000]  凡事借恩絕對不是阿Q精神
[00:10:13.000 --> 00:10:17.000]  有一次我在一個團體裡面說
[00:10:17.000 --> 00:10:19.000]  如果你想開心
[00:10:19.000 --> 00:10:20.000]  幸福的人生
[00:10:20.000 --> 00:10:21.000]  記住一件事
[00:10:21.000 --> 00:10:23.000]  凡事借恩
[00:10:23.000 --> 00:10:25.000]  你什麼都要借恩
[00:10:25.000 --> 00:10:29.000]  有一個年紀大一點的人
[00:10:29.000 --> 00:10:30.000]  有沒有搞錯
[00:10:30.000 --> 00:10:32.000]  不好事怎麼可以借恩
[00:10:32.000 --> 00:10:33.000]  書裡亂說話
[00:10:33.000 --> 00:10:35.000]  完了團會他就回家
[00:10:35.000 --> 00:10:37.000]  那時候在三藩市
[00:10:37.000 --> 00:10:39.000]  回家三藩市冬天
[00:10:39.000 --> 00:10:41.000]  又陰陰的又冷冷的
[00:10:41.000 --> 00:10:43.000]  他去巴士站
[00:10:43.000 --> 00:10:45.000]  巴士司機明明知道他會來
[00:10:45.000 --> 00:10:47.000]  他就來的時候就關了門
[00:10:47.000 --> 00:10:48.000]  就跑了
[00:10:48.000 --> 00:10:50.000]  他生氣到
[00:10:50.000 --> 00:10:52.000]  吹哨子
[00:10:52.000 --> 00:10:55.000]  等了半個小時在那裡等車
[00:10:55.000 --> 00:10:56.000]  等等
[00:10:56.000 --> 00:10:57.000]  又天氣冷
[00:10:57.000 --> 00:10:59.000]  他生氣得最厲害
[00:10:59.000 --> 00:11:01.000]  就要罵巴士司機的時候
[00:11:01.000 --> 00:11:03.000]  你這種族歧視什麼
[00:11:03.000 --> 00:11:05.000]  突然想起穆少的說話
[00:11:05.000 --> 00:11:07.000]  凡事借恩
[00:11:07.000 --> 00:11:08.000]  怎麼借恩
[00:11:08.000 --> 00:11:10.000]  我怎麼去感謝神
[00:11:10.000 --> 00:11:12.000]  急氣又不行
[00:11:12.000 --> 00:11:14.000]  於是他就開始
[00:11:14.000 --> 00:11:16.000]  儘管在那裡看看
[00:11:16.000 --> 00:11:17.000]  怎麼感謝神
[00:11:17.000 --> 00:11:19.000]  站在巴士站
[00:11:19.000 --> 00:11:21.000]  看見很多人走來走去
[00:11:21.000 --> 00:11:24.000]  他突然留意那些人的面孔
[00:11:24.000 --> 00:11:26.000]  他突然告訴我
[00:11:26.000 --> 00:11:28.000]  我發現一個真理
[00:11:28.000 --> 00:11:30.000]  在我面前走的人
[00:11:30.000 --> 00:11:31.000]  個個是面長長
[00:11:31.000 --> 00:11:33.000]  沒有一個笑
[00:11:33.000 --> 00:11:35.000]  個個都苦口苦面
[00:11:35.000 --> 00:11:36.000]  我就想想
[00:11:36.000 --> 00:11:38.000]  他做人不是很慘
[00:11:38.000 --> 00:11:40.000]  他拿個鏡子來看看自己
[00:11:40.000 --> 00:11:42.000]  人無一樣
[00:11:42.000 --> 00:11:44.000]  又是苦口苦面
[00:11:44.000 --> 00:11:45.000]  他就看人
[00:11:45.000 --> 00:11:46.000]  他半個小時
[00:11:46.000 --> 00:11:48.000]  在那裡等車等半個小時
[00:11:48.000 --> 00:11:50.000]  他就看那些人經過
[00:11:50.000 --> 00:11:51.000]  他說那半個小時
[00:11:51.000 --> 00:11:54.000]  我從未有這麼深的體驗
[00:11:54.000 --> 00:11:56.000]  原來人是這麼不開心
[00:11:56.000 --> 00:11:58.000]  在那半個小時
[00:11:58.000 --> 00:12:00.000]  我看人來人往的時候
[00:12:00.000 --> 00:12:02.000]  我悟出很多人生哲學
[00:12:02.000 --> 00:12:03.000]  人生百態
[00:12:03.000 --> 00:12:04.000]  這個半個小時
[00:12:04.000 --> 00:12:07.000]  是上帝給我最寶貴的半個小時
[00:12:07.000 --> 00:12:09.000]  我應該要感謝他
[00:12:09.000 --> 00:12:10.000]  不能坐巴士
[00:12:11.000 --> 00:12:15.000]  你帶著什麼態度
[00:12:15.000 --> 00:12:17.000]  去面對人生
[00:12:17.000 --> 00:12:19.000]  聖經告訴你
[00:12:19.000 --> 00:12:22.000]  我們要凡事邪恩不主禱告
[00:12:22.000 --> 00:12:24.000]  詩篇第103篇
[00:12:24.000 --> 00:12:26.000]  是一篇很美的詩篇
[00:12:26.000 --> 00:12:27.000]  它教導我們
[00:12:27.000 --> 00:12:29.000]  怎樣去過一個幸福的人生
[00:12:29.000 --> 00:12:31.000]  一個幸福的人生
[00:12:31.000 --> 00:12:33.000]  不是在乎外面的際遇
[00:12:33.000 --> 00:12:35.000]  幸福的人生
[00:12:35.000 --> 00:12:37.000]  不是在乎你擁有多少
[00:12:37.000 --> 00:12:39.000]  擁有得多不等於你開心
[00:12:39.000 --> 00:12:41.000]  擁有得多不等於你幸福
[00:12:41.000 --> 00:12:44.000]  開心是一個懂得去感謝的人
[00:12:44.000 --> 00:12:46.000]  我們看看詩篇第1篇
[00:12:46.000 --> 00:12:48.000]  第103篇第一次至第5次
[00:12:48.000 --> 00:12:50.000]  我心你要稱頌耶和華
[00:12:50.000 --> 00:12:53.000]  凡在我裡面的也要稱頌他的聖名
[00:12:53.000 --> 00:12:56.000]  我的心你要稱頌耶和華
[00:12:56.000 --> 00:12:59.000]  不可忘記他的一切恩惠
[00:12:59.000 --> 00:13:01.000]  詩人很有趣
[00:13:01.000 --> 00:13:03.000]  所以人家經常跟自己說話
[00:13:03.000 --> 00:13:05.000]  我的心我的心
[00:13:05.000 --> 00:13:06.000]  我不知道在我們中間
[00:13:06.000 --> 00:13:08.000]  你喜歡自己跟自己說話嗎
[00:13:08.000 --> 00:13:10.000]  人家以為你百分精
[00:13:10.000 --> 00:13:11.000]  經常跟自己說話
[00:13:11.000 --> 00:13:13.000]  但我覺得自己跟自己說話是挺好的
[00:13:13.000 --> 00:13:16.000]  有時我也學了這一點
[00:13:16.000 --> 00:13:19.000]  自我稱頌是一個很治療性的東西
[00:13:19.000 --> 00:13:21.000]  有時自己會問
[00:13:21.000 --> 00:13:23.000]  為什麼你這麼蠢
[00:13:23.000 --> 00:13:25.000]  有時你要稱讚自己
[00:13:25.000 --> 00:13:27.000]  有多少人照鏡子看自己
[00:13:27.000 --> 00:13:28.000]  我也是挺帥的
[00:13:28.000 --> 00:13:30.000]  所以前面我們有一個電視
[00:13:30.000 --> 00:13:32.000]  讓我看看我自己
[00:13:32.000 --> 00:13:33.000]  你有沒有看鏡子
[00:13:33.000 --> 00:13:35.000]  看自己的心都不錯
[00:13:35.000 --> 00:13:38.000]  你會不會自己跟自己傾訴
[00:13:38.000 --> 00:13:41.000]  一個人經常屈住不懂得傾訴
[00:13:41.000 --> 00:13:43.000]  人是很不開心的
[00:13:43.000 --> 00:13:45.000]  你要懂得跟自己傾訴
[00:13:45.000 --> 00:13:46.000]  跟神傾訴
[00:13:46.000 --> 00:13:47.000]  跟人傾訴
[00:13:47.000 --> 00:13:49.000]  所以人家說我的心
[00:13:49.000 --> 00:13:51.000]  你要稱頌耶和華
[00:13:51.000 --> 00:13:53.000]  凡在我裡面的也要稱頌他的聖名
[00:13:53.000 --> 00:13:56.000]  留意這裡有一個字是很重要的
[00:13:56.000 --> 00:13:59.000]  在這個字裡面隨時經常出現
[00:13:59.000 --> 00:14:00.000]  這個字是什麼
[00:14:00.000 --> 00:14:02.000]  英文是ALL
[00:14:02.000 --> 00:14:04.000]  所有一切
[00:14:04.000 --> 00:14:06.000]  凡在我裡面的
[00:14:06.000 --> 00:14:08.000]  希伯來文的字就是所有在我裡面的
[00:14:08.000 --> 00:14:10.000]  全部在我裡面的
[00:14:10.000 --> 00:14:12.000]  一切恩惠
[00:14:12.000 --> 00:14:14.000]  所有的恩惠
[00:14:14.000 --> 00:14:15.000]  第三個字
[00:14:15.000 --> 00:14:16.000]  一切的罪孽
[00:14:16.000 --> 00:14:18.000]  一切的疾病
[00:14:18.000 --> 00:14:19.000]  不是一些
[00:14:19.000 --> 00:14:21.000]  不是一部分
[00:14:21.000 --> 00:14:23.000]  不是好東西我就多謝
[00:14:23.000 --> 00:14:25.000]  不好東西我就不多謝
[00:14:25.000 --> 00:14:27.000]  不是某些東西適合我
[00:14:27.000 --> 00:14:29.000]  適合我癡的我就多謝
[00:14:29.000 --> 00:14:30.000]  不適合我癡的
[00:14:30.000 --> 00:14:31.000]  聖經裡面說
[00:14:31.000 --> 00:14:33.000]  凡至謝恩
[00:14:33.000 --> 00:14:35.000]  我們懂不懂得凡至謝恩
[00:14:35.000 --> 00:14:37.000]  開心不開心
[00:14:37.000 --> 00:14:38.000]  不是在乎我在
[00:14:38.000 --> 00:14:40.000]  是在乎內心
[00:14:40.000 --> 00:14:42.000]  Richard Gorsuch
[00:14:42.000 --> 00:14:46.000]  是一個很出名的神學家
[00:14:46.000 --> 00:14:48.000]  他有一次說他的經歷
[00:14:48.000 --> 00:14:52.000]  有一次他被邀請去一個退修會說話
[00:14:52.000 --> 00:14:54.000]  他的題目就叫做凡至謝恩
