
[00:00:00.000 --> 00:00:11.520]  1990年至1994年間,加拿大教會發生了一件很驚人的事件
[00:02:05.200 --> 00:02:07.760]  說俗一點的話,是非常的厲害
[00:02:07.760 --> 00:02:09.280]  神真的好偏心
[00:02:09.280 --> 00:02:10.560]  神好像很偏心
[00:02:10.560 --> 00:02:14.160]  為什麼不降一些靈氣來到法國呢
[00:02:14.160 --> 00:02:18.000]  為什麼不降降你的靈氣來到法國呢
[00:02:18.000 --> 00:02:19.680]  當你都這樣問的時候
[00:02:19.680 --> 00:02:21.600]  當你也是這樣問的時候
[00:02:21.600 --> 00:02:23.520]  我又問這條問題的時候
[00:02:23.520 --> 00:02:25.600]  我也是問這個問題的時候
[00:02:25.600 --> 00:02:29.680]  我卻發現到原來的事實是這樣的
[00:02:29.680 --> 00:02:32.480]  我才發現原來這個事實是這樣子
[00:02:32.480 --> 00:02:35.440]  不是說上帝的靈氣不厲害
[00:02:35.440 --> 00:02:38.640]  不是說上帝的靈氣不夠厲害
[00:02:38.640 --> 00:02:43.680]  只不過當時加拿大的經濟風氣或者氣氛
[00:02:43.680 --> 00:02:47.360]  很厲害的就是失業潮
[00:02:47.360 --> 00:02:51.440]  加拿大當時經濟風勢非常厲害的是一股失業潮
[00:02:51.440 --> 00:02:53.520]  無論你是電腦工程師
[00:02:53.520 --> 00:02:55.040]  無論你是電腦工程師
[00:02:55.040 --> 00:02:57.120]  或者你是地產業巨子
[00:02:57.120 --> 00:02:58.880]  或者是地產業的巨子
[00:02:58.880 --> 00:03:04.000]  或者你甚至是在酒飲食界的廚王
[00:03:04.000 --> 00:03:06.880]  或者你是在飲食界裡面的廚王
[00:03:06.880 --> 00:03:08.880]  或者你是銀行的高層
[00:03:08.880 --> 00:03:10.400]  或者是銀行的高層
[00:03:10.400 --> 00:03:13.120]  或者是各行各業的從業員
[00:03:13.120 --> 00:03:15.120]  或者是各行各業從業的
[00:03:15.120 --> 00:03:18.320]  從1990年至1994年之間
[00:03:18.320 --> 00:03:21.040]  從1990年到1994年之間
[00:03:21.040 --> 00:03:24.720]  在加拿大整個經濟氣候下跌得非常快
[00:03:24.720 --> 00:03:28.160]  在加拿大整個經濟氣候下跌得非常厲害
[00:03:28.160 --> 00:03:31.120]  不單止上帝的靈究竟是不是很強烈
[00:03:31.120 --> 00:03:34.640]  不單單是上帝的靈究竟是不是很強烈
[00:03:34.640 --> 00:03:37.600]  不過財源潮就非常之劇烈了
[00:03:37.600 --> 00:03:40.320]  但是財源潮非常的劇烈
[00:03:40.320 --> 00:03:42.640]  你每天只需要到街上
[00:03:42.640 --> 00:03:45.200]  你每天只需要到街上
[00:03:45.200 --> 00:03:47.520]  那時候網絡沒有那麼興旺
[00:03:47.520 --> 00:03:49.520]  那個時候網絡變得那麼興旺
[00:03:49.520 --> 00:03:53.680]  正式在1989年才開始衍生出來的時候
[00:03:53.680 --> 00:03:56.880]  網絡是從1989年剛剛顯生
[00:03:56.880 --> 00:04:00.080]  那時候大家沒有按過手提電話
[00:04:00.080 --> 00:04:02.640]  你就看到有什麼事情發生
[00:04:02.640 --> 00:04:05.040]  那個時候不像現在按手機
[00:04:05.040 --> 00:04:06.560]  就可以看到什麼事情發生
[00:04:06.560 --> 00:04:08.000]  只需要一出街
[00:04:08.000 --> 00:04:09.280]  只好去出街
[00:04:09.280 --> 00:04:11.040]  你看見街上的報紙筒
[00:04:11.040 --> 00:04:12.640]  你看見街上的報紙筒
[00:04:12.640 --> 00:04:14.160]  都是這個廣告
[00:04:14.160 --> 00:04:15.040]  都是這種廣告
[00:04:15.040 --> 00:04:16.000]  都是這個頭條
[00:04:16.000 --> 00:04:17.120]  都是這個頭條
[00:04:17.120 --> 00:04:19.440]  就是財源多少千人
[00:04:19.440 --> 00:04:21.520]  就是財源多少千人
[00:04:21.520 --> 00:04:23.360]  因為這麼多人失業
[00:04:23.360 --> 00:04:24.960]  因為這麼多人失業
[00:04:24.960 --> 00:04:28.560]  而教會也都長期罵
[00:04:28.560 --> 00:04:30.400]  牧羊的人的荒
[00:04:30.400 --> 00:04:33.280]  而教會也常常罵牧羊人的荒
[00:04:33.280 --> 00:04:34.640]  我們叫傳道人荒
[00:04:34.640 --> 00:04:36.080]  我們說是傳道人荒
[00:04:36.080 --> 00:04:37.280]  不夠傳道人
[00:04:37.280 --> 00:04:38.400]  不夠傳道人
[00:04:38.400 --> 00:04:39.680]  其實都不是不夠傳道人
[00:04:39.680 --> 00:04:41.520]  有很多牧者很懶的意思
[00:04:41.520 --> 00:04:42.560]  其實不是真的
[00:04:42.560 --> 00:04:44.960]  傳道人很多牧者很懶
[00:04:44.960 --> 00:04:46.400]  所以怎樣呢
[00:04:46.400 --> 00:04:48.640]  於是就有很多的信徒
[00:04:48.640 --> 00:04:52.800]  就開始說我要去全時間奉獻
[00:04:52.800 --> 00:04:55.280]  就開始說我要全時間奉獻
[00:04:55.280 --> 00:04:57.840]  因為在教會打工就最安全
[00:04:57.840 --> 00:04:59.600]  因為在教會打工是最安全的
[00:04:59.600 --> 00:05:02.160]  我相信除了政府工之外
[00:05:02.160 --> 00:05:04.160]  我相信除了政府工以外
[00:05:04.160 --> 00:05:08.240]  在教會工作就比較安全
[00:05:08.240 --> 00:05:10.000]  在教會工作是比較安全
[00:05:10.000 --> 00:05:13.200]  那是不是我之後私底下告訴你們呢
[00:05:13.200 --> 00:05:15.840]  究竟是不是我私底下會跟你們說
[00:05:15.840 --> 00:05:18.720]  所以今天很多的牧者傳道人
[00:05:18.720 --> 00:05:21.280]  因為這樣的緣故散佈在全世界
[00:05:21.280 --> 00:05:24.000]  都可能你都見到他在加拿大出現
[00:05:24.000 --> 00:05:25.120]  因為這個緣故
[00:05:25.120 --> 00:05:28.080]  很多的牧者傳道人散佈在全世界
[00:05:28.080 --> 00:05:30.160]  可能他們都是從加拿大出來的
[00:05:30.160 --> 00:05:33.680]  他們熟悉的技術非常之好
[00:05:33.680 --> 00:05:35.840]  他們屬事的技術非常好
[00:05:35.840 --> 00:05:38.480]  他們有很豐富的學識
[00:05:38.480 --> 00:05:40.320]  他們有非常豐富的學識
[00:05:40.320 --> 00:05:42.720]  但是他們卻欠缺一件事
[00:05:42.720 --> 00:05:45.040]  但是他們卻欠缺一樣東西
[00:05:45.040 --> 00:05:48.960]  就是他們對聖經的理解是很淺薄
[00:05:48.960 --> 00:05:51.280]  就是他們對聖經的理解非常的淺薄
[00:05:51.280 --> 00:05:52.240]  你就說怎麼會啊
[00:05:52.240 --> 00:05:54.160]  去神學院不會這樣的
[00:05:54.160 --> 00:05:54.880]  怎麼會呢
[00:05:54.880 --> 00:05:56.160]  到神學院不會這樣吧
[00:05:56.160 --> 00:05:58.560]  神學院沒有理由是這樣的
[00:05:58.560 --> 00:06:00.080]  神學院不可能是這樣子的
[00:06:00.080 --> 00:06:01.600]  不過我就可以做個見證
[00:06:01.600 --> 00:06:02.640]  但是我可以做個見證
[00:06:02.640 --> 00:06:04.160]  因為在這段的期間
[00:06:04.160 --> 00:06:05.200]  因為在這段時間
[00:06:05.200 --> 00:06:07.120]  很多的教會的信徒
[00:06:07.120 --> 00:06:08.080]  非常多教會的信徒
[00:06:08.080 --> 00:06:10.000]  希望盡快完成一個課程
[00:06:10.000 --> 00:06:12.240]  希望盡快完成一個課程
[00:06:12.240 --> 00:06:12.800]  課程
[00:06:12.800 --> 00:06:14.000]  可能讀幾個月
[00:06:14.000 --> 00:06:15.200]  可能讀幾個月
[00:06:15.200 --> 00:06:15.760]  一年
[00:06:15.760 --> 00:06:18.400]  於是乎盡快出來在教會做事
[00:06:18.400 --> 00:06:20.240]  於是盡快出來在教會工作
[00:06:20.240 --> 00:06:21.360]  做教會的幹事
[00:06:21.360 --> 00:06:22.000]  在教會的幹事
[00:06:22.000 --> 00:06:23.600]  甚至做傳道人
[00:06:23.600 --> 00:06:24.800]  甚至像傳道人
[00:06:24.800 --> 00:06:26.080]  做探訪、做關顧等等
[00:06:26.080 --> 00:06:27.600]  做探訪、做關顧
[00:06:27.600 --> 00:06:31.520]  所以在神學院很少去給他們讀聖經的科目
[00:06:31.520 --> 00:06:34.800]  所以在神學院非常少要他們去讀聖經的科目
[00:06:34.800 --> 00:06:35.920]  結果怎樣呢?
[00:06:35.920 --> 00:06:36.560]  結果怎麼樣?
[00:06:36.560 --> 00:06:37.360]  我們看到
[00:06:37.360 --> 00:06:38.160]  怎麼看到?
[00:06:38.160 --> 00:06:41.280]  現在普世的教會
[00:06:41.280 --> 00:06:42.640]  特別是華人教會裡面
[00:06:42.640 --> 00:06:43.760]  現在普世的教會
[00:06:43.760 --> 00:06:45.120]  特別是華人教會
[00:06:45.120 --> 00:06:48.960]  他們港台上面的信息是非常薄弱的
[00:06:48.960 --> 00:06:51.520]  他們講台上的信息是非常的薄弱
[00:06:51.520 --> 00:06:53.520]  甚至很多時候我們聽到的廣告
[00:06:53.520 --> 00:06:55.680]  都是順口開河的口水道
[00:06:55.680 --> 00:06:57.440]  甚至有時候我們聽到的講道
[00:06:57.440 --> 00:06:59.760]  也是信口開河的口水道
[00:06:59.760 --> 00:07:01.280]  有多少傳道人
[00:07:01.280 --> 00:07:04.720]  真的能夠準確將聖經裡面的內容傳達
[00:07:04.720 --> 00:07:06.080]  有多少傳道人
[00:07:06.080 --> 00:07:08.080]  真的能夠把聖經的內容傳達
[00:07:08.080 --> 00:07:09.360]  並且將聖經裡面
[00:07:09.360 --> 00:07:13.040]  上帝在我們每一個信徒生命上面的權威
[00:07:13.040 --> 00:07:14.400]  並且在聖經上
[00:07:14.400 --> 00:07:16.720]  在我們每一個信徒聖上的存命
[00:07:16.720 --> 00:07:18.080]  有沒有很好的奠定呢?
[00:07:18.080 --> 00:07:18.560]  有沒有?
[00:07:18.560 --> 00:07:19.440]  好好的奠定
[00:07:19.440 --> 00:07:21.120]  很多都沒有這樣的能力
[00:07:21.120 --> 00:07:22.160]  許多都沒有這樣的能力
[00:07:22.160 --> 00:07:24.320]  後來就有發展到這樣的地步了
[00:07:24.320 --> 00:07:25.920]  後來發展到這樣的地步
[00:07:25.920 --> 00:07:28.960]  有人索性就將港台變成舞台
[00:07:28.960 --> 00:07:32.640]  有人說聲把講台當成舞台
[00:07:32.640 --> 00:07:36.480]  變成一個個人的talk show
[00:07:36.480 --> 00:07:38.800]  變成個人的一個talk show
[00:07:38.800 --> 00:07:41.600]  talk show大家知不知道是什麼?
[00:07:41.600 --> 00:07:44.240]  就是講一下吹一下那些
[00:07:44.240 --> 00:07:44.720]  是不是?
[00:07:44.720 --> 00:07:46.880]  講講吹吹那種
[00:07:46.880 --> 00:07:49.280]  那些什麼yessow那些
[00:07:49.280 --> 00:07:50.800]  就是搞這些東西
[00:07:50.800 --> 00:07:55.040]  是那種yessow就是搞這種東西
[00:07:55.040 --> 00:07:56.400]  他們很吸引人
[00:07:56.400 --> 00:07:57.680]  他們非常的吸引人
[00:07:57.680 --> 00:07:59.520]  吸引很多人回到教會裡
[00:07:59.520 --> 00:08:02.160]  吸引許多人回到教會裡面
[00:08:02.160 --> 00:08:03.520]  但結局是怎麼樣的?
[00:08:03.520 --> 00:08:04.800]  但是結局是怎麼樣的?
[00:08:04.800 --> 00:08:05.600]  不少的人
[00:08:05.600 --> 00:08:08.240]  卻是因為這些人的名氣
[00:08:08.240 --> 00:08:10.240]  或者口才被吸引
[00:08:10.240 --> 00:08:12.640]  很多人就是因為這些人的口才
[00:08:12.640 --> 00:08:14.400]  或者是名氣被吸引
[00:08:14.400 --> 00:08:16.480]  但生命是沒有改變過
[00:08:16.480 --> 00:08:17.920]  但生命沒有改變
[00:08:17.920 --> 00:08:19.520]  所以當我們在這個
[00:08:19.520 --> 00:08:20.960]  我在加拿大的經驗
[00:08:20.960 --> 00:08:22.640]  想跟大家分享之後
[00:08:22.640 --> 00:08:23.920]  我在加拿大這個經驗
[00:08:23.920 --> 00:08:25.680]  想跟大家分享以後
[00:08:25.680 --> 00:08:27.840]  現在我們去體會到一點
[00:08:27.840 --> 00:08:29.200]  我們可以體會到一點
[00:08:29.200 --> 00:08:33.120]  人的心很容易隨著時局去改變
[00:08:33.120 --> 00:08:36.000]  人的心很容易隨著時局來改變
[00:08:36.000 --> 00:08:37.520]  倉若信徒的生命
[00:08:37.520 --> 00:08:39.840]  缺乏了引來這個因素
[00:08:39.840 --> 00:08:41.280]  倉若信徒的生命
[00:08:41.280 --> 00:08:43.600]  缺乏了忍耐這個因素
[00:08:43.600 --> 00:08:44.400]  甚至可以說
[00:08:44.400 --> 00:08:46.160]  這個是屬靈生命上面
[00:08:46.160 --> 00:08:48.160]  有一個很重要的因素
[00:08:48.160 --> 00:08:50.000]  我可以說這是屬靈生命上
[00:08:50.000 --> 00:08:51.360]  一個非常重要的因素
[00:08:51.360 --> 00:08:54.400]  我們很容易在每一天的生活裡面
[00:08:54.400 --> 00:08:56.800]  做錯很多的錯誤的決定
[00:08:56.800 --> 00:08:58.800]  我們很容易在每天的生活當中
[00:08:58.800 --> 00:09:00.960]  做錯許多錯誤的決定
[00:09:00.960 --> 00:09:02.160]  這些決定有時
[00:09:02.160 --> 00:09:04.160]  不只是單單影響我們自己
[00:09:04.160 --> 00:09:06.800]  這些決定有時候不單單影響我們
[00:09:06.800 --> 00:09:09.600]  而且甚至可以影響很多的人
[00:09:09.600 --> 00:09:11.520]  而且影響很多的人
[00:09:11.520 --> 00:09:13.200]  造成一個爛的局面
[00:09:13.200 --> 00:09:14.640]  造成一個爛局面
[00:09:14.640 --> 00:09:17.920]  所以當我們今天去看我們的雅各書
[00:09:17.920 --> 00:09:19.920]  所以今天我們重新去看雅各書
[00:09:19.920 --> 00:09:23.040]  請問從第一章到第二章裡面
[00:09:23.040 --> 00:09:24.800]  請問在一章到第二章裡面
[00:09:24.800 --> 00:09:27.440]  我們已經看見從一個個人的層面
[00:09:27.440 --> 00:09:29.440]  我們已經看見從一個個人的層面
[00:09:29.440 --> 00:09:31.440]  我們要學會怎樣去忍耐
[00:09:31.440 --> 00:09:32.960]  我們要學會怎樣去忍耐
[00:09:32.960 --> 00:09:34.960]  而逐步建立我們自己的屬靈生命
[00:09:34.960 --> 00:09:36.960]  而逐步建立我們屬靈的生命
[00:09:36.960 --> 00:09:38.960]  現在來到第三章當中
[00:09:38.960 --> 00:09:42.000]  作者要從一個個人的層面
[00:09:42.000 --> 00:09:44.000]  作者要用一個個人的層面
[00:09:44.000 --> 00:09:45.520]  擴展到一個社群
[00:09:45.520 --> 00:09:47.520]  甚至教會的層面
[00:09:47.520 --> 00:09:49.520]  擴展到一個社群
[00:09:49.520 --> 00:09:51.520]  告訴我們
[00:09:51.520 --> 00:09:53.520]  當我們缺乏忍耐的時候
[00:09:53.520 --> 00:09:55.520]  當我們缺乏忍耐的時候
[00:09:55.520 --> 00:09:57.040]  所造成的破壞性是可大可小
[00:09:57.040 --> 00:09:59.040]  所造成的破壞性是可大可小
[00:09:59.040 --> 00:10:01.040]  甚至是非常可怕
[00:10:01.040 --> 00:10:03.040]  怎麼可怕?
[00:10:03.040 --> 00:10:05.040]  我們今天一起看
[00:10:05.040 --> 00:10:07.040]  我們一起打開雅各書第三章
[00:10:07.040 --> 00:10:09.040]  我們一起打開雅各書第三章
[00:10:09.040 --> 00:10:11.040]  我們一起打開雅各書第三章
[00:10:11.040 --> 00:10:13.040]  我們看看這個擴展的層面是怎樣發展
[00:10:13.040 --> 00:10:15.040]  我們看看這個擴展的層面是怎樣發展
[00:10:15.040 --> 00:10:17.040]  打開之後我們先看第一章和第二章的上半節
[00:10:17.040 --> 00:10:19.040]  我們一起看第一章和第二章的上半節
[00:10:19.040 --> 00:10:21.040]  我們看第一章和第二章的上半節
[00:10:21.040 --> 00:10:23.040]  我們一起看
[00:10:23.040 --> 00:10:25.040]  好,我們一起看
[00:10:25.040 --> 00:10:27.040]  我的弟兄們
[00:10:27.040 --> 00:10:29.040]  不要多人作師父
[00:10:29.040 --> 00:10:31.040]  因為要得我們要受更重的判斷
[00:10:31.040 --> 00:10:33.040]  因為要得我們要受更重的判斷
[00:10:33.040 --> 00:10:35.040]  原來我們在許多事上
[00:10:35.040 --> 00:10:37.040]  原來我們在許多事上
[00:10:37.040 --> 00:10:39.040]  都有過失
[00:10:39.040 --> 00:10:41.040]  我們停在這裡為止
[00:10:41.040 --> 00:10:43.040]  第一部分看這一節半的裡面
[00:10:43.040 --> 00:10:45.040]  這一節半的升級裡面
[00:10:45.040 --> 00:10:47.040]  作者雅各
[00:10:47.040 --> 00:10:49.040]  去提出一個很嚴正的警戒
[00:10:49.040 --> 00:10:51.040]  作者雅各
[00:10:51.040 --> 00:10:53.040]  提出一個非常嚴峻的警戒
[00:10:53.040 --> 00:10:55.040]  警戒,警戒所有如果要去做
[00:10:55.040 --> 00:10:57.040]  傳道或者做師父的人
[00:10:57.040 --> 00:10:59.040]  警戒,要去做傳道
[00:10:59.040 --> 00:11:01.040]  或者是做師父的人
[00:11:01.040 --> 00:11:03.040]  這裡特別用了一個更廣闊的字眼
[00:11:03.040 --> 00:11:05.040]  不只是說教會的領袖
[00:11:05.040 --> 00:11:07.040]  或者傳道人
[00:11:07.040 --> 00:11:09.040]  也是用師父這個字詞
[00:11:09.040 --> 00:11:11.040]  這裡不單單說是教會的領袖
[00:11:11.040 --> 00:11:13.040]  或者是傳道人,而是用師父這個字
[00:11:13.040 --> 00:11:15.040]  會不會說來講
[00:11:15.040 --> 00:11:17.040]  擴展不單單在教會裡面
[00:11:17.040 --> 00:11:19.040]  甚至在你平日的生活裡面都會有發現
[00:11:19.040 --> 00:11:21.040]  就是說不單單在教會裡面
[00:11:21.040 --> 00:11:23.040]  在生活當中也可以發現
[00:11:23.040 --> 00:11:25.040]  其實你們同樣是承受神的委託
[00:11:25.040 --> 00:11:27.040]  在這份聖跡當中
[00:11:27.040 --> 00:11:29.040]  其實你們同樣是承受神的委託
[00:11:29.040 --> 00:11:31.040]  在這個升級當中
[00:11:31.040 --> 00:11:33.040]  作為師父,他的工作是任重道遠
[00:11:33.040 --> 00:11:35.040]  作為師父,他的工作是
[00:11:35.040 --> 00:11:37.040]  任重而大遠
[00:11:37.040 --> 00:11:39.040]  正正因為是這麼重要
[00:11:39.040 --> 00:11:41.040]  雅各書的作者
[00:11:41.040 --> 00:11:43.040]  於是作出這個嚴正的警告
[00:11:43.040 --> 00:11:45.040]  雅各書的作者,於是他做了這個
[00:11:45.040 --> 00:11:47.040]  他怎麼警告
[00:11:47.040 --> 00:11:49.040]  他說,因為
[00:11:49.040 --> 00:11:51.040]  他曉得我們要受
[00:11:51.040 --> 00:11:53.040]  更重的判斷
[00:11:53.040 --> 00:11:55.040]  因為
[00:11:55.040 --> 00:11:57.040]  曉得我們要受更重的判斷
[00:11:57.040 --> 00:11:59.040]  因為
[00:11:59.040 --> 00:12:01.040]  更重
[00:12:01.040 --> 00:12:03.040]  在原文聖經說是非常多的
[00:12:03.040 --> 00:12:05.040]  的判斷
[00:12:05.040 --> 00:12:07.040]  更重在原文聖經說是非常多的判斷
[00:12:07.040 --> 00:12:09.040]  換句話來說
[00:12:09.040 --> 00:12:11.040]  如果你是做人的師父的話
[00:12:11.040 --> 00:12:13.040]  他有句話說,如果你要做人的師父
[00:12:13.040 --> 00:12:15.040]  簡單點來講
[00:12:15.040 --> 00:12:17.040]  你要做人家的老闆
[00:12:17.040 --> 00:12:19.040]  或者領袖
[00:12:19.040 --> 00:12:21.040]  你要做人家的老闆,或者是領袖
[00:12:21.040 --> 00:12:23.040]  你要做人家的老師
[00:12:23.040 --> 00:12:25.040]  我要教他去做
[00:12:25.040 --> 00:12:27.040]  我教他去做
[00:12:27.040 --> 00:12:29.040]  這個角色
[00:12:29.040 --> 00:12:31.040]  他要受的審判
[00:12:31.040 --> 00:12:33.040]  是更加
[00:12:33.040 --> 00:12:35.040]  多的層面
[00:12:35.040 --> 00:12:37.040]  他要受的審判是更加多的層面
[00:12:37.040 --> 00:12:39.040]  我們在這裡就會問
[00:12:39.040 --> 00:12:41.040]  我們在這裡會問,為什麼當時
[00:12:41.040 --> 00:12:43.040]  這麼多人都很希望做師父
[00:12:43.040 --> 00:12:45.040]  為什麼當時那麼多人都願意
[00:12:45.040 --> 00:12:47.040]  做師父呢?其實不用問人
[00:12:47.040 --> 00:12:49.040]  問自己都知道
[00:12:49.040 --> 00:12:51.040]  其實不用問人,問我們自己也知道
[00:12:51.040 --> 00:12:53.040]  為什麼你喜歡做人師父呢?
[00:12:53.040 --> 00:12:55.040]  你為什麼願意做人家師父呢?
[00:12:55.040 --> 00:12:57.040]  我們這裡很多師父,在廚房
[00:12:57.040 --> 00:12:59.040]  有師父,在家裡有很多師父
[00:12:59.040 --> 00:13:01.040]  為什麼要喜歡做
[00:13:01.040 --> 00:13:03.040]  師父呢?我們這裡很多師父
[00:13:03.040 --> 00:13:05.040]  廚房有師父,在家裡也有師父
[00:13:05.040 --> 00:13:07.040]  為什麼願意做師父呢?
[00:13:07.040 --> 00:13:09.040]  師父其中一樣最吸引人的
[00:13:09.040 --> 00:13:11.040]  師父其中一樣東西
[00:13:11.040 --> 00:13:13.040]  非常的吸引人,就是你不用做
[00:13:13.040 --> 00:13:15.040]  你講他做的
[00:13:15.040 --> 00:13:17.040]  你說叫他做
[00:13:17.040 --> 00:13:19.040]  淑媛現在被我做督導
[00:13:19.040 --> 00:13:21.040]  我講的他就要去做
[00:13:21.040 --> 00:13:23.040]  淑媛現在讓我做督導
[00:13:23.040 --> 00:13:25.040]  不做就怎樣?如果他不做
[00:13:25.040 --> 00:13:27.040]  我們最喜歡做那樣東西
[00:13:27.040 --> 00:13:29.040]  我們最喜歡做那樣東西
[00:13:29.040 --> 00:13:31.040]  去責備他
[00:13:31.040 --> 00:13:33.040]  做師父很厲害
[00:13:33.040 --> 00:13:35.040]  做師父很厲害,其中一樣東西
[00:13:35.040 --> 00:13:37.040]  最吸引人的就是那種
[00:13:37.040 --> 00:13:39.040]  飄飄然做老闆
[00:13:39.040 --> 00:13:41.040]  可以駕馭人那種感覺
[00:13:41.040 --> 00:13:43.040]  其中是一種飄飄然可以當老闆
[00:13:43.040 --> 00:13:45.040]  可以駕馭人之上的感覺
[00:13:45.040 --> 00:13:47.040]  所以很多人都
[00:13:47.040 --> 00:13:49.040]  虎視眈眈去做這個職份
[00:13:49.040 --> 00:13:51.040]  所以許多人都不識
[00:13:51.040 --> 00:13:53.040]  想得這個職份
[00:13:53.040 --> 00:13:55.040]  但是當要做這個職份的時候
[00:13:55.040 --> 00:13:57.040]  但是要做這個職份的時候
[00:13:57.040 --> 00:13:59.040]  你的心態就很重要
[00:13:59.040 --> 00:14:01.040]  你的心態很重要
[00:14:01.040 --> 00:14:03.040]  如果你的心
[00:14:03.040 --> 00:14:05.040]  是沒有一份清心純全的態度
[00:14:05.040 --> 00:14:07.040]  如果你的心不是
[00:14:07.040 --> 00:14:09.040]  清清純純的,只是要
[00:14:09.040 --> 00:14:11.040]  讓人看到
[00:14:11.040 --> 00:14:13.040]  你是多麼被尊崇的
[00:14:13.040 --> 00:14:15.040]  只是讓人看到
[00:14:15.040 --> 00:14:17.040]  你是怎樣的被尊崇
[00:14:17.040 --> 00:14:19.040]  甚至透過這個
[00:14:19.040 --> 00:14:21.040]  做師父的過程當中
[00:14:21.040 --> 00:14:23.040]  甚至透過做師父的當中
[00:14:23.040 --> 00:14:25.040]  不用做什麼
[00:14:25.040 --> 00:14:27.040]  不需要做什麼
[00:14:27.040 --> 00:14:29.040]  讓徒弟做完
[00:14:29.040 --> 00:14:31.040]  讓那些徒弟去做
[00:14:31.040 --> 00:14:33.040]  於是你就享受
[00:14:33.040 --> 00:14:35.040]  在其當中的利益
[00:14:35.040 --> 00:14:37.040]  你就坐享當中的利益
[00:14:37.040 --> 00:14:39.040]  你的徒弟做得好
[00:14:39.040 --> 00:14:41.040]  你的徒弟做得好
[00:14:41.040 --> 00:14:43.040]  你就很有名
[00:14:43.040 --> 00:14:45.040]  你就很有名氣
[00:14:45.040 --> 00:14:47.040]  這個徒弟
[00:14:47.040 --> 00:14:49.040]  徒弟好就是師父好
[00:14:49.040 --> 00:14:51.040]  徒弟好,師父也好
[00:14:51.040 --> 00:14:53.040]  如果徒弟不好怎樣呢
[00:14:53.040 --> 00:14:55.040]  師父也不用怕
[00:14:55.040 --> 00:14:57.040]  只會說這個不悄
[00:14:57.040 --> 00:14:59.040]  就搞定了
[00:14:59.040 --> 00:15:01.040]  所以說師父很舒服
[00:15:01.040 --> 00:15:03.040]  當師父很舒服
[00:15:03.040 --> 00:15:05.040]  好處就是自己垃圾
[00:15:05.040 --> 00:15:07.040]  自己攔到身上
[00:15:07.040 --> 00:15:09.040]  但壞的事就留給他們去做
[00:15:09.040 --> 00:15:11.040]  但是壞的事讓他們去做
[00:15:11.040 --> 00:15:13.040]  當見到這個情況的時候
[00:15:13.040 --> 00:15:15.040]  如果他甚至是教會的領袖
[00:15:15.040 --> 00:15:17.040]  如果他甚至是教會的領袖
[00:15:17.040 --> 00:15:19.040]  你會有什麼反應
[00:15:19.040 --> 00:15:21.040]  你會有什麼反應
[00:15:21.040 --> 00:15:23.040]  在這個我們先看看教會的層面
